crab_eating_macaque gene name,rhesus_macaque gene name,human gene name,mice gene name,pig gene name
SLC41A3,SLC41A3,SLC41A3,Slc41a3,SLC41A3
SLC43A1,SLC43A1,SLC43A1,Slc43a1,SLC43A1
SLC43A3,SLC43A3,SLC43A3,Slc43a3,SLC43A3
SLC44A1,SLC44A1,SLC44A1,Slc44a1,SLC44A1
SLC44A2,SLC44A2,SLC44A2,Slc44a2,SLC44A2
SLC44A3,SLC44A3,SLC44A3,Slc44a3,SLC44A3
SLC44A4,SLC44A4,SLC44A4,Slc44a4,SLC44A4
SLC44A5,SLC44A5,SLC44A5,Slc44a5,SLC44A5
SLC45A1,SLC45A1,SLC45A1,Slc45a1,SLC45A1
SLC45A2,SLC45A2,SLC45A2,Slc45a2,SLC45A2
SLC45A3,SLC45A3,SLC45A3,Slc45a3,SLC45A3
SLC45A4,SLC45A4,SLC45A4,Slc45a4,SLC45A4
SLC46A1,SLC46A1,SLC46A1,Slc46a1,SLC46A1
SLC46A2,SLC46A2,SLC46A2,Slc46a2,SLC46A2
SLC46A3,SLC46A3,SLC46A3,Slc46a3,SLC46A3
SLC47A1,SLC47A1,SLC47A1,Slc47a1,SLC47A1
SLC47A2,SLC47A2,SLC47A2,Slc47a2,SLC47A2
SLC48A1,SLC48A1,SLC48A1,Slc48a1,SLC48A1
SLC49A3,SLC49A3,SLC49A3,Slc49a3,SLC49A3
SLC49A4,SLC49A4,SLC49A4,Slc49a4,SLC49A4
SLC4A1,SLC4A1,SLC4A1,Slc4a1,SLC4A1
SLC4A10,SLC4A10,SLC4A10,Slc4a10,SLC4A10
SLC4A11,SLC4A11,SLC4A11,Slc4a11,SLC4A11
SLC4A1AP,SLC4A1AP,SLC4A1AP,Slc4a1ap,SLC4A1AP
SLC4A2,SLC4A2,SLC4A2,Slc4a2,SLC4A2
SLC4A4,SLC4A4,SLC4A4,Slc4a4,SLC4A4
SLC4A5,SLC4A5,SLC4A5,Slc4a5,SLC4A5
SLC4A7,SLC4A7,SLC4A7,Slc4a7,SLC4A7
SLC4A8,SLC4A8,SLC4A8,Slc4a8,SLC4A8
SLC4A9,SLC4A9,SLC4A9,Slc4a9,SLC4A9
SLC50A1,SLC50A1,SLC50A1,Slc50a1,SLC50A1
SLC51A,SLC51A,SLC51A,Slc51a,SLC51A
SLC51B,SLC51B,SLC51B,Slc51b,SLC51B
SLC52A3,SLC52A3,SLC52A3,Slc52a3,SLC52A3
SLC5A1,SLC5A1,SLC5A1,Slc5a1,SLC5A1
SLC5A10,SLC5A10,SLC5A10,Slc5a10,SLC5A10
SLC5A11,SLC5A11,SLC5A11,Slc5a11,SLC5A11
SLC5A12,SLC5A12,SLC5A12,Slc5a12,SLC5A12
SLC5A2,SLC5A2,SLC5A2,Slc5a2,SLC5A2
SLC5A5,SLC5A5,SLC5A5,Slc5a5,SLC5A5
SLC5A6,SLC5A6,SLC5A6,Slc5a6,SLC5A6
SLC5A7,SLC5A7,SLC5A7,Slc5a7,SLC5A7
SLC5A8,SLC5A8,SLC5A8,Slc5a8,SLC5A8
SLC5A9,SLC5A9,SLC5A9,Slc5a9,SLC5A9
SLC66A1,SLC66A1,SLC66A1,Slc66a1,SLC66A1
SLC66A2,SLC66A2,SLC66A2,Slc66a2,SLC66A2
SLC66A3,SLC66A3,SLC66A3,Slc66a3,SLC66A3
SLC6A1,SLC6A1,SLC6A1,Slc6a1,SLC6A1
SLC6A11,SLC6A11,SLC6A11,Slc6a11,SLC6A11
SLC6A12,SLC6A12,SLC6A12,Slc6a12,SLC6A12
SLC6A14,SLC6A14,SLC6A14,Slc6a14,SLC6A14
SLC6A15,SLC6A15,SLC6A15,Slc6a15,SLC6A15
SLC6A17,SLC6A17,SLC6A17,Slc6a17,SLC6A17
SLC6A18,SLC6A18,SLC6A18,Slc6a18,SLC6A18
SLC6A19,SLC6A19,SLC6A19,Slc6a19,SLC6A19
SLC6A2,SLC6A2,SLC6A2,Slc6a2,SLC6A2
SLC6A20,SLC6A20,SLC6A20,Slc6a20a,SLC6A20
SLC6A3,SLC6A3,SLC6A3,Slc6a3,SLC6A3
SLC6A4,SLC6A4,SLC6A4,Slc6a4,SLC6A4
SLC6A5,SLC6A5,SLC6A5,Slc6a5,SLC6A5
SLC6A6,SLC6A6,SLC6A6,Slc6a6,SLC6A6
SLC6A7,SLC6A7,SLC6A7,Slc6a7,SLC6A7
SLC6A8,SLC6A8,SLC6A8,Slc6a8,SLC6A8
SLC6A9,SLC6A9,SLC6A9,Slc6a9,SLC6A9
SLC7A1,SLC7A1,SLC7A1,Slc7a1,SLC7A1
CHST1,SLC7A10,SLC7A10,Slc7a10,SLC7A10
SLC7A11,SLC7A11,SLC7A11,Slc7a11,SLC7A11
SLC7A13,SLC7A13,SLC7A13,Slc7a13,SLC7A13
SLC7A14,SLC7A14,SLC7A14,Slc7a14,SLC7A14
SLC7A2,SLC7A2,SLC7A2,Slc7a2,SLC7A2
SLC7A3,SLC7A3,SLC7A3,Slc7a3,SLC7A3
SLC7A4,SLC7A4,SLC7A4,Slc7a4,SLC7A4
SLC7A5,SLC7A5,SLC7A5,Slc7a5,SLC7A5
SLC7A6OS,SLC7A6OS,SLC7A6OS,Slc7a6os,SLC7A6OS
SLC7A7,SLC7A7,SLC7A7,Slc7a7,SLC7A7
SLC7A8,SLC7A8,SLC7A8,Slc7a8,SLC7A8
SLC7A9,SLC7A9,SLC7A9,Slc7a9,SLC7A9
SLC8A1,SLC8A1,SLC8A1,Slc8a1,SLC8A1
SLC8A2,SLC8A2,SLC8A2,Slc8a2,SLC8A2
SLC8A3,SLC8A3,SLC8A3,Slc8a3,SLC8A3
SLC8B1,SLC8B1,SLC8B1,Slc8b1,SLC8B1
SLC9A2,SLC9A2,SLC9A2,Slc9a2,SLC9A2
SLC9A3,SLC9A3,SLC9A3,Slc9a3,SLC9A3
SLC9A4,SLC9A4,SLC9A4,Slc9a4,SLC9A4
SLC9A5,SLC9A5,SLC9A5,Slc9a5,SLC9A5
SLC9A6,SLC9A6,SLC9A6,Slc9a6,SLC9A6
SLC9A7,SLC9A7,SLC9A7,Slc9a7,SLC9A7
SLC9A8,SLC9A8,SLC9A8,Slc9a8,SLC9A8
SLC9A9,SLC9A9,SLC9A9,Slc9a9,SLC9A9
SLC9B1,SLC9B1,SLC9B1,Slc9b1,SLC9B1
SLC9B2,SLC9B2,SLC9B2,Slc9b2,SLC9B2
SLC9C1,SLC9C1,SLC9C1,Slc9c1,SLC9C1
SLCO1A2,SLCO1A2,SLCO1A2,Slco1a5,SLCO1A2
SLCO1C1,SLCO1C1,SLCO1C1,Slco1c1,SLCO1C1
SLCO2A1,SLCO2A1,SLCO2A1,Slco2a1,SLCO2A1
SLCO2B1,SLCO2B1,SLCO2B1,Slco2b1,SLCO2B1
SLCO3A1,SLCO3A1,SLCO3A1,Slco3a1,SLCO3A1
SLCO4A1,SLCO4A1,SLCO4A1,Slco4a1,SLCO4A1
SLCO4C1,SLCO4C1,SLCO4C1,Slco4c1,SLCO4C1
SLCO5A1,SLCO5A1,SLCO5A1,Slco5a1,SLCO5A1
SLCO6A1,SLCO6A1,SLCO6A1,Slco6c1,SLCO6A1
SLF1,SLF1,SLF1,Slf1,SLF1
SLF2,SLF2,SLF2,Slf2,SLF2
SLFN14,SLFN14,SLFN14,Slfn14,SLFN14
SLFN13,SLFN13,SLFN13,Slfn9,SLFN11
SLFNL1,SLFNL1,SLFNL1,Slfnl1,SLFNL1
SLIRP,SLIRP,SLIRP,Slirp,SLIRP
SLIT1,SLIT1,SLIT1,Slit1,SLIT1
SLIT2,SLIT2,SLIT2,Slit2,SLIT2
SLIT3,SLIT3,SLIT3,Slit3,SLIT3
SLITRK2,SLITRK2,SLITRK2,Slitrk2,SLITRK2
SLITRK3,SLITRK3,SLITRK3,Slitrk3,SLITRK3
SLITRK4,SLITRK4,SLITRK4,Slitrk4,SLITRK4
SLITRK5,SLITRK5,SLITRK5,Slitrk5,SLITRK5
SLITRK6,SLITRK6,SLITRK6,Slitrk6,SLITRK6
SLK,SLK,SLK,Slk,SLK
SLMAP,SLMAP,SLMAP,Slmap,SLMAP
SLPI,SLPI,SLPI,Slpi,SLPI
SLTM,SLTM,SLTM,Sltm,SLTM
SLU7,SLU7,SLU7,Slu7,SLU7
SLX4,SLX4,SLX4,Slx4,SLX4
SLX4IP,SLX4IP,SLX4IP,Slx4ip,TASOR2
SLX9,SLX9,SLX9,Slx9,SLX9
SMAD1,SMAD1,SMAD1,Smad1,SMAD1
SMAD2,SMAD2,SMAD2,Smad2,SMAD2
SMAD3,SMAD3,SMAD3,Smad3,SMAD3
SMAD4,SMAD4,SMAD4,Smad4,SMAD4
SMAD5,SMAD5,SMAD5,Smad5,SMAD5
SMAD7,SMAD7,SMAD7,Smad7,SMAD7
SMAD9,SMAD9,SMAD9,Smad9,SMAD9
SMAGP,SMAGP,SMAGP,Smagp,SMAGP
SMAP1,SDHAF4,SMAP1,Smap1,SMAP1
SMAP2,SMAP2,SMAP2,Smap2,SMAP2
SMARCA1,SMARCA1,SMARCA1,Smarca1,SMARCA1
SMARCA5,SMARCA5,SMARCA5,Smarca5,SMARCA5
SMARCAD1,SMARCAD1,SMARCAD1,Smarcad1,SMARCAD1
SMARCAL1,SMARCAL1,SMARCAL1,Smarcal1,SMARCAL1
SMARCB1,SMARCB1,SMARCB1,Smarcb1,SMARCB1
SMARCC1,SMARCC1,SMARCC1,Smarcc1,SMARCC1
SMARCC2,SMARCC2,SMARCC2,Smarcc2,SMARCC2
SMARCD1,SMARCD1,SMARCD1,Smarcd1,SMARCD1
SMARCD3,SMARCD3,SMARCD3,Smarcd3,SMARCD3
SMARCE1,SMARCE1,SMARCE1,Smarce1,SMARCE1
SMC1A,SMC1A,SMC1A,Smc1a,SMC1A
SMC1B,SMC1B,SMC1B,Smc1b,SMC1B
SMC2,SMC2,SMC2,Smc2,SMC2
SMC3,SMC3,SMC3,Smc3,SMC3
SMC4,SMC4,SMC4,Smc4,SMC4
SMC6,SMC6,SMC6,Smc6,SMC6
SMCHD1,SMCHD1,SMCHD1,Smchd1,SMCHD1
SMCO2,SMCO2,SMCO2,Smco2,SMCO2
SMCO3,SMCO3,SMCO3,Smco3,SMCO3
SMCP,SMCP,SMCP,Smcp,SMCP
SMCR8,SMCR8,SMCR8,Smcr8,SMCR8
SMDT1,SMDT1,SMDT1,Smdt1,SMDT1
SMG1,SMG1,SMG1,Smg1,SMG1
SMG5,SMG5,SMG5,Smg5,SMG5
SMG6,SMG6,SMG6,Smg6,SMG6
SMG7,SMG7,SMG7,Smg7,SMG7
SMG9,SMG9,SMG9,Smg9,SMG9
SMIM1,SMIM1,SMIM1,Smim1,SMIM1
SMIM17,SMIM17,SMIM17,Smim17,SMIM17
SMIM19,SMIM19,SMIM19,Smim19,SMIM19
SMIM22,SMIM22,SMIM22,Smim22,SMIM22
SMIM31,SMIM31,SMIM31,Smim31,SMIM31
SMIM34,SMIM34,SMIM34,Smim34,SMIM34
SMIM35,SMIM35,SMIM35,Smim35,SMIM35
SMIM5,SMIM5,SMIM5,Smim5,SMIM5
SMLR1,SMLR1,SMLR1,Smlr1,SMLR1
SMO,SMO,SMO,Smo,SMO
SMOC1,SMOC1,SMOC1,Smoc1,SMOC1
SMOC2,SMOC2,SMOC2,Smoc2,SMOC2
SMOX,SMOX,SMOX,Smox,SMOX
SMPD2,SMPD2,SMPD2,Smpd2,SMPD2
SMPD3,SMPD3,SMPD3,Smpd3,SMPD3
SMPD4,SMPD4,SMPD4,Smpd4,SMPD4
SMPDL3A,SMPDL3A,SMPDL3A,Smpdl3a,SMPDL3A
SMPX,SMPX,SMPX,Smpx,SMPX
OPRPN,OPRPN,OPRPN,Smr2,FDCSP
SMS,SMS,SMS,Sms,SMS
SMTN,SMTN,SMTN,Smtn,SMTN
SMTNL2,SMTNL2,SMTNL2,Smtnl2,SMTNL2
SMU1,SMU1,SMU1,Smu1,SMU1
SMUG1,SMUG1,SMUG1,Smug1,SMUG1
SMURF1,SMURF1,SMURF1,Smurf1,SMURF1
SMURF2,SMURF2,SMURF2,Smurf2,SMURF2
SMYD1,SMYD1,SMYD1,Smyd1,SMYD1
SMYD2,SMYD2,SMYD2,Smyd2,SMYD2
SMYD3,SMYD3,SMYD3,Smyd3,SMYD3
SMYD4,SMYD4,SMYD4,Smyd4,SMYD4
SMYD5,SMYD5,SMYD5,Smyd5,SMYD5
SNAI1,SNAI1,SNAI1,Snai1,SNAI1
SNAI2,SNAI2,SNAI2,Snai2,SNAI2
SNAI3,SNAI3,SNAI3,Snai3,SNAI3
SNAP23,SNAP23,SNAP23,Snap23,SNAP23
SNAP25,SNAP25,SNAP25,Snap25,SNAP25
SNAP47,SNAP47,SNAP47,Snap47,SNAP47
SNAP91,SNAP91,SNAP91,Snap91,SNAP91
SNAPC1,SNAPC1,SNAPC1,Snapc1,SNAPC1
SNAPC2,SNAPC2,SNAPC2,Snapc2,SNAPC2
SNAPC3,SNAPC3,SNAPC3,Snapc3,SNAPC3
SNAPC4,SNAPC4,SNAPC4,Snapc4,SNAPC4
SNAPC5,SNAPC5,SNAPC5,Snapc5,SNAPC5
SNAPIN,SNAPIN,SNAPIN,Snapin,SNAPIN
SNCA,SNCA,SNCA,Snca,SNCA
SNCB,SNCB,SNCB,Sncb,SNCB
SNCG,SNCG,SNCG,Sncg,SNCG
SND1,SND1,SND1,Snd1,SND1
SNF8,SNF8,SNF8,Snf8,SNF8
SNIP1,SNIP1,SNIP1,Snip1,SNIP1
SNN,SNN,SNN,Snn,SNN
SNORA19,SNORA19,SNORA19,Snora19,SNORA19
SNORA20,SNORA20,SNORA20,Snora20,SNORA20
SNORA21,SNORA21,SNORA21,Snora21,SNORA21
SNORA2B,SNORA2B,SNORA2B,Snora2b,SNORA2B
SNORA30,SNORA30,SNORA30,Snora30,SNORA30
SNORA31,SNORA31,SNORA31,Snora31,SNORA31
SNORA2C,SNORA2C,SNORA2C,Snora34,SNORA2C
SNORA35,SNORA35,SNORA35,Snora35,SNORA35
SNORA36B,SNORA36B,SNORA36B,Snora36b,SNORA36B
SNORA41,SNORA41,SNORA41,Snora41,SNORA41
SNORA17B,SNORA17B,SNORA17B,Snora43,SNORA17B
SNORA47,SNORA47,SNORA47,Snora47,SNORA47
SNORA52,SNORA52,SNORA52,Snora52,SNORA52
SNORA5C,SNORA5C,SNORA5C,Snora5c,SNORA5C
SNORA69,SNORA69,SNORA69,Snora69,SNORA69
SNORA75,SNORA75,SNORA75,Snora75,SNORA75
SNORC,SNORC,SNORC,Snorc,SNORC
SNORD100,SNORD100,SNORD100,Snord100,SNORD100
SNORD104,SNORD104,SNORD104,Snord104,SNORD104
SNORD107,SNORD107,SNORD107,Snord107,SNORD107
SNORD11,SNORD11,SNORD11,Snord11,SNORD11
SNORD110,SNORD110,SNORD110,Snord110,SNORD110
SNORD111,SNORD111,SNORD111,Snord111,SNORD111
SNORD123,SNORD123,SNORD123,Snord123,SNORD123
SNORD16,SNORD16,SNORD16,Snord16a,SNORD16
SNORD17,SNORD17,SNORD17,Snord17,SNORD17
SNORD19,SNORD19,SNORD19,Snord19,SNORD19
SNORD1C,SNORD1C,SNORD1C,Snord1c,SNORD1C
SNORD21,SNORD21,SNORD21,Snord21,SNORD21
SNORD22,SNORD22,SNORD22,Snord22,SNORD22
SNORD23,SNORD23,SNORD23,Snord23,SNORD23
SNORD32B,SNORD33,SNORD32A,Snord32a,SNORD33
SNORD37,SNORD37,SNORD37,Snord37,SNORD37
SNORD38A,SNORD38A,SNORD38A,Snord38a,SNORD38A
SNORD42B,SNORD42,SNORD42B,Snord42b,SNORD42
SNORD45B,SNORD45B,SNORD45B,Snord45b,SNORD45B
SNORD49A,SNORD49A,SNORD49A,Snord49a,SNORD49A
SNORD49B,SNORD49B,SNORD49B,Snord49b,SNORD49B
SNORD4A,SNORD4A,SNORD4A,Snord4a,SNORD4A
SNORD53,SNORD53,SNORD53,Snord53,SNORD53
SNORD39,SNORD39,SNORD55,Snord55,SNORD39
SNORD57,SNORD57,SNORD57,Snord57,SNORD57
SNORD59A,SNORD59A,SNORD59A,Snord59a,SNORD59A
SNORD60,SNORD60,SNORD60,Snord60,SNORD60
SNORD61,SNORD61,SNORD61,Snord61,SNORD61
SNORD65,SNORD65,SNORD65,Snord65,SNORD65
SNORD67,SNORD67,SNORD67,Snord67,SNORD67
SNORD68,SNORD68,SNORD68,Snord68,SNORD68
SNORD69,SNORD69,SNORD69,Snord69,SNORD69
SNORD7,SNORD7,SNORD7,Snord7,SNORD7
SNORD71,SNORD71,SNORD71,Snord71,SNORD71
SNORD72,SNORD72,SNORD72,Snord72,SNORD72
SNORD8,SNORD8,SNORD8,Snord8,SNORD8
SNORD82,SNORD82,SNORD82,Snord82,SNORD82
SNORD83B,SNORD83B,SNORD83B,Snord83b,SNORD83B
SNORD87,SNORD87,SNORD87,Snord87,SNORD87
SNORD88B,SNORD88B,SNORD88B,Snord88a,SNORD88B
SNORD92,SNORD92,SNORD92,Snord92,SNORD92
SNORD93,SNORD93,SNORD93,Snord93,SNORD93
SNORD94,SNORD94,SNORD94,Snord94,SNORD94
SNORD96A,SNORD96,SNORD96A,Snord96a,SNORD96
SNORD98,SNORD98,SNORD98,Snord98,SNORD98
SNORD99,SNORD99,SNORD99,Snord99,SNORD99
SNRK,SNRK,SNRK,Snrk,SNRK
SNRNP200,SNRNP200,SNRNP200,Snrnp200,SNRNP200
SNRNP35,SNRNP35,SNRNP35,Snrnp35,SNRNP35
SNRNP40,SNRNP40,SNRNP40,Snrnp40,SNRNP40
SNRNP48,SNRNP48,SNRNP48,Snrnp48,SNRNP48
SNRPA,SNRPA,SNRPA,Snrpa,SNRPA
SNRPA1,SNRPA1,SNRPA1,Snrpa1,SNRPA1
SNRPC,SNRPC,SNRPC,Snrpc,SNRPC
SNRPD1,SNRPD1,SNRPD1,Snrpd1,SNRPD1
SNRPN,SNRPN,SNRPN,Snrpn,SNRPN
SNTB1,SNTB1,SNTB1,Sntb1,SNTB1
SNTB2,VPS4A,SNTB2,Sntb2,SNTB2
SNTG1,SNTG1,SNTG1,Sntg1,SNTG1
SNTN,SNTN,SNTN,Sntn,SNTN
SNU13,SNU13,SNU13,Snu13,SNU13
SNUPN,SNUPN,SNUPN,Snupn,SNUPN
SNURF,SNURF,SNURF,Snurf,SNURF
SNW1,SNW1,SNW1,Snw1,SNW1
SNX1,SNX1,SNX1,Snx1,SNX1
SNX10,SNX10,SNX10,Snx10,SNX10
SNX11,SNX11,SNX11,Snx11,SNX11
SNX12,SNX12,SNX12,Snx12,SNX12
SNX13,SNX13,SNX13,Snx13,SNX13
SNX14,SNX14,SNX14,Snx14,SNX14
SNX15,SNX15,SNX15,Snx15,SNX15
SNX16,SNX16,SNX16,Snx16,SNX16
SNX17,SNX17,SNX17,Snx17,SNX17
SNX19,SNX19,SNX19,Snx19,SNX19
SNX2,SNX2,SNX2,Snx2,SNX2
SNX22,SNX22,SNX22,Snx22,SNX22
SNX25,SNX25,SNX25,Snx25,SNX25
SNX27,SNX27,SNX27,Snx27,SNX27
SNX29,SNX29,SNX29,Snx29,SNX29
SNX3,SNX3,SNX3,Snx3,SNX3
SNX30,SNX30,SNX30,Snx30,SNX30
SNX31,SNX31,SNX31,Snx31,SNX31
SNX32,SNX32,SNX32,Snx32,SNX32
SNX33,SNX33,SNX33,Snx33,SNX33
SNX4,SNX4,SNX4,Snx4,SNX4
SNX6,SNX6,SNX6,Snx6,SNX6
SNX7,SNX7,SNX7,Snx7,SNX7
SNX8,SNX8,SNX8,Snx8,SNX8
SNX9,SNX9,SNX9,Snx9,SNX9
SOAT1,SOAT1,SOAT1,Soat1,SOAT1
SOAT2,SOAT2,SOAT2,Soat2,SOAT2
SOBP,SOBP,SOBP,Sobp,SOBP
SOCS2,SOCS2,SOCS2,Socs2,SOCS2
SOCS5,SOCS5,SOCS5,Socs5,SOCS5
SOCS6,SOCS6,SOCS6,Socs6,SOCS6
SOCS7,SOCS7,SOCS7,Socs7,SOCS7
SOD1,SOD1,SOD1,Sod1,SOD1
SOD2,SOD2,SOD2,Sod2,SOD2
SOD3,SOD3,SOD3,Sod3,SOD3
SON,SON,SON,Son,SON
SORBS1,SORBS1,SORBS1,Sorbs1,SORBS1
SORBS2,SORBS2,SORBS2,Sorbs2,SORBS2
SORBS3,SORBS3,SORBS3,Sorbs3,SORBS3
SORCS1,SORCS1,SORCS1,Sorcs1,SORCS1
SORCS3,SORCS3,SORCS3,Sorcs3,SORCS3
SORD,SORD,SORD,Sord,SORD
SORL1,SORL1,SORL1,Sorl1,SORL1
SORT1,SORT1,SORT1,Sort1,SORT1
SOS2,SOS2,SOS2,Sos2,SOS2
SOST,SOST,SOST,Sost,SOST
SOSTDC1,SOSTDC1,SOSTDC1,Sostdc1,SOSTDC1
SOWAHB,SOWAHB,SOWAHB,Sowahb,SOWAHB
SOX10,SOX10,SOX10,Sox10,SOX10
SOX13,SOX13,SOX13,Sox13,SOX13
SOX7,SOX15,SOX15,Sox15,SRY
SOX17,SOX17,SOX17,Sox17,SOX17
SOX18,SOX18,SOX18,Sox18,SOX18
SOX14,SOX21,SOX21,Sox21,SOX21
SOX2,SOX3,SOX3,Sox3,SOX3
SOX30,SOX30,SOX30,Sox30,SOX30
SOX5,SOX5,SOX5,Sox5,SOX5
SOX6,SOX6,SOX6,Sox6,SOX6
SOX8,SOX8,SOX8,Sox8,SOX8
SOX9,SOX9,SOX9,Sox9,SOX9
SP1,SP1,SP1,Sp1,SP1
SP2,SP2,SP2,Sp2,SP2
SP3,SP3,SP3,Sp3,SP3
SP4,SP4,SP4,Sp4,SP4
SP6,SP6,SP6,Sp6,SP6
SP7,SP7,SP7,Sp7,SP7
SP8,SP8,SP8,Sp8,SP8
SP9,SP9,SP9,Sp9,SP9
SPA17,SPA17,SPA17,Spa17,SPA17
SPACA1,SPACA1,SPACA1,Spaca1,SPACA1
SPACA3,SPACA3,SPACA3,Spaca3,SPACA3
SPACA4,SPACA4,SPACA4,Spaca4,SPACA4
SPACA6,SPACA6,SPACA6,Spaca6,SPACA6
SPACA9,SPACA9,SPACA9,Spaca9,SPACA9
SPAG1,SPAG1,SPAG1,Spag1,SPAG1
SPAG16,SPAG16,SPAG16,Spag16,SPAG16
SPAG17,SPAG17,SPAG17,Spag17,SPAG17
SPAG4,SPAG4,SPAG4,Spag4,SPAG4
SPAG5,SPAG5,SPAG5,Spag5,SPAG5
SPAG6,SPAG6,SPAG6,Spag6,SPAG6
SPAG7,SPAG7,SPAG7,Spag7,SPAG7
SPAG8,SPAG8,SPAG8,Spag8,SPAG8
SPAG9,SPAG9,SPAG9,Spag9,SPAG9
SPARC,SPARC,SPARC,Sparc,SPARC
SPARCL1,SPARCL1,SPARCL1,Sparcl1,SPARCL1
SPART,SPART,SPART,Spart,SPART
SPAST,SPAST,SPAST,Spast,SPAST
SPATA1,SPATA1,SPATA1,Spata1,SPATA1
SPATA16,SPATA16,SPATA16,Spata16,SPATA16
SPATA17,SPATA17,SPATA17,Spata17,SPATA17
SPATA18,SPATA18,SPATA18,Spata18,SPATA18
SPATA19,SPATA19,SPATA19,Spata19,SPATA19
SPATA2,SPATA2,SPATA2,Spata2,SPATA2
SPATA22,SPATA22,SPATA22,Spata22,SPATA22
SPATA25,SPATA25,SPATA25,Spata25,SPATA25
SPATA2L,SPATA2L,SPATA2L,Spata2l,SPATA2L
SPATA31F3,FAM205C,SPATA31F3,Spata31f3,SPATA31F3
SPATA4,SPATA4,SPATA4,Spata4,SPATA4
COX7A2L,SPATA45,SPATA45,Spata45,SPATA45
SPATA46,SPATA46,SPATA46,Spata46,SPATA46
SPATA6L,SPATA6L,SPATA6L,Spata6l,SPATA6L
SPATA7,SPATA7,SPATA7,Spata7,SPATA7
SPATA9,SPATA9,SPATA9,Spata9,SPATA9
SPATC1,SPATC1,SPATC1,Spatc1,SPATC1
SPATC1L,SPATC1L,SPATC1L,Spatc1l,SPATC1L
SPATS1,SPATS1,SPATS1,Spats1,SPATS1
SPATS2,SPATS2,SPATS2,Spats2,SPATS2
SPATS2L,SPATS2L,SPATS2L,Spats2l,SPATS2L
SPC25,SPC25,SPC25,Spc25,SPC25
SPCS1,SPCS1,SPCS1,Spcs1,SPCS1
SPCS2,SPCS2,SPCS2,Spcs2,SPCS2
SPCS3,SPCS3,SPCS3,Spcs3,SPCS3
SPDEF,SPDEF,SPDEF,Spdef,SPDEF
SPDL1,SPDL1,SPDL1,Spdl1,SPDL1
SPDYA,SPDYA,SPDYA,Spdya,SPDYA
SPECC1,SPECC1,SPECC1,Specc1,SPECC1
SPECC1L,SPECC1L,SPECC1L,Specc1l,SPECC1L
SPEF1,SPEF1,SPEF1,Spef1,SPEF1
SPEF2,SPEF2,SPEF2,Spef2,SPEF2
SPESP1,SPESP1,SPESP1,Spesp1,SPESP1
SPG11,SPG11,SPG11,Spg11,SPG11
SPG21,SPG21,SPG21,Spg21,SPG21
SPG7,SPG7,SPG7,Spg7,SPG7
SPHK1,SPHK1,SPHK1,Sphk1,SPHK1
SPHK2,SPHK2,SPHK2,Sphk2,SPHK2
SPHKAP,SPHKAP,SPHKAP,Sphkap,SPHKAP
SPIB,SPIB,SPIB,Spib,SPIB
SPIC,SPIC,SPIC,Spic,SPIC
SPICE1,SPICE1,SPICE1,Spice1,SPICE1
SPIDR,SPIDR,SPIDR,Spidr,SPIDR
SPIN1,SPIN1,SPIN1,Spin1,SPIN1
SPIN4,SPIN4,SPIN4,Spin4,SPIN4
SPINDOC,SPINDOC,SPINDOC,Spindoc,SPINDOC
SPINK1,SPINK1,SPINK1,Spink1,SPINK1
SPINK14,SPINK14,SPINK14,Spink14,SPINK14
SPINK4,SPINK4,SPINK4,Spink4,SPINK4
SPINK5,SPINK5,SPINK5,Spink5,SPINK5
SPINK6,SPINK6,SPINK6,Spink6,SPINK6
SPINK7,SPINK7,SPINK7,Spink7,SPINK7
SPINK8,SPINK8,SPINK8,Spink8,SPINK8
SPINT2,SPINT2,SPINT2,Spint2,SPINT2
SPINT3,SPINT3,SPINT3,Spint3,PTI
SPIRE1,SPIRE1,SPIRE1,Spire1,SPIRE1
SPMAP1,SPMAP1,SPMAP1,Spmap1,SPMAP1
SPMAP2L,SPMAP2L,SPMAP2L,Spmap2l,SPMAP2L
SPMIP1,SPMIP1,SPMIP1,Spmip1,SPMIP1
SPMIP10,SPMIP10,SPMIP10,Spmip10,SPMIP10
SPMIP11,SPMIP11,SPMIP11,Spmip11,SPMIP11
SPMIP3,SPMIP3,SPMIP3,Spmip3,SPMIP3
SPMIP4,SPMIP4,SPMIP4,Spmip4,SPMIP4
SPMIP6,SPMIP6,SPMIP6,Spmip6,SPMIP6
SPMIP7,SPMIP7,SPMIP7,Spmip7,SPMIP7
SPMIP9,SPMIP9,SPMIP9,Spmip9,SPMIP9
SPN,SPN,SPN,Spn,SPN
SPNS1,SPNS1,SPNS1,Spns1,SPNS1
SPNS3,SPNS3,SPNS3,Spns3,SPNS3
SPO11,SPO11,SPO11,Spo11,SPO11
SPOCD1,SPOCD1,SPOCD1,Spocd1,SPOCD1
SPOCK1,SPOCK1,SPOCK1,Spock1,SPOCK1
SPOCK2,SPOCK2,SPOCK2,Spock2,SPOCK2
SPOCK3,SPOCK3,SPOCK3,Spock3,SPOCK3
SPON1,SPON1,SPON1,Spon1,SPON1
SPON2,SPON2,SPON2,Spon2,SPON2
SPOP,SPOP,SPOP,Spop,SPOP
SPOPL,SPOPL,SPOPL,Spopl,SPOPL
SPOUT1,SPOUT1,SPOUT1,Spout1,SPOUT1
SPP1,SPP1,SPP1,Spp1,SPP1
SPP2,SPP2,SPP2,Spp2,SPP2
