human gene name,mice gene name,pig gene name
SEPTIN14,Septin14,SEPTIN14
SEPTIN2,Septin2,SEPTIN2
SEPTIN3,Septin3,SEPTIN3
SEPTIN5,Septin5,SEPTIN5
SEPTIN6,Septin6,SEPTIN6
SEPTIN7,Septin7,SEPTIN7
SEPTIN8,Septin8,SEPTIN8
SEPTIN9,Septin9,SEPTIN9
SERAC1,Serac1,SERAC1
SERBP1,Serbp1,SERBP1
SERF1A,Serf1,SERF1A
SERF2,Serf2,SERF2
SERGEF,Sergef,SERGEF
SERHL2,Serhl,SERHL2
SERINC1,Serinc1,SERINC1
SERINC2,Serinc2,SERINC2
SERINC3,Serinc3,SERINC3
SERINC4,Serinc4,SERINC4
SERINC5,Serinc5,SERINC5
SERP1,Serp1,SERP1
SERP2,Serp2,SERP2
SERPINA11,Serpina11,SERPINA11
SERPINA12,Serpina12,SERPINA12
SERPINA5,Serpina5,SERPINA5
SERPINA7,Serpina7,SERPINA7
SERPINB10,Serpinb10,SERPINB10
SERPINB11,Serpinb11,SERPINB11
SERPINB12,Serpinb12,SERPINB12
SERPINB13,Serpinb13,SERPINB13
SERPINB1,Serpinb1a,SERPINB1
SERPINB2,Serpinb2,SERPINB2
SERPINB5,Serpinb5,SERPINB5
SERPINB6,Serpinb6a,SERPINB6
SERPINB7,Serpinb7,SERPINB7
SERPINB8,Serpinb8,SERPINB8
SERPINC1,Serpinc1,SERPINC1
SERPIND1,Serpind1,SERPIND1
SERPINE1,Serpine1,SERPINE1
SERPINE2,Serpine2,SERPINE2
SERPINE3,Serpine3,SERPINE3
SERPINF1,Serpinf1,SERPINF1
SERPINF2,Serpinf2,SERPINF2
SERPING1,Serping1,SERPING1
SERPINH1,Serpinh1,SERPINH1
SERPINI1,Serpini1,SERPINI1
SERPINI2,Serpini2,SERPINI2
SERTAD1,Sertad1,SERTAD1
SERTAD2,Sertad2,SERTAD2
SERTAD3,Sertad3,SERTAD3
SERTAD4,Sertad4,SERTAD4
SERTM1,Sertm1,SERTM1
SERTM2,Sertm2,SERTM2
SESN1,Sesn1,SESN1
SESN2,Sesn2,SESN2
SESN3,Sesn3,SESN3
SESTD1,Sestd1,SESTD1
SETBP1,Setbp1,SETBP1
SETD1A,Setd1a,SETD1A
SETD1B,Setd1b,SETD1B
SETD2,Setd2,SETD2
SETD3,Setd3,SETD3
SETD4,Setd4,SETD4
SETD5,Setd5,SETD5
SETD6,Setd6,SETD6
SETD7,Setd7,SETD7
SETDB1,Setdb1,SETDB1
SETDB2,Setdb2,SETDB2
SETX,Setx,SETX
SEZ6,Sez6,SEZ6
SEZ6L,Sez6l,SEZ6L
SEZ6L2,Sez6l2,SEZ6L2
SF1,Sf1,SF1
SF3A1,Sf3a1,SF3A1
SF3A2,Sf3a2,SF3A2
SF3A3,Sf3a3,SF3A3
SF3B2,Sf3b2,SF3B2
SF3B3,Sf3b3,SF3B3
SF3B4,Sf3b4,SF3B4
SF3B5,Sf3b5,SF3B5
SF3B6,Sf3b6,SF3B6
SFI1,Sfi1,SFI1
SFMBT1,Sfmbt1,SFMBT1
SFMBT2,Sfmbt2,SFMBT2
SFN,Sfn,SFN
SFPQ,Sfpq,SFPQ
SFR1,Sfr1,SFR1
SFRP1,Sfrp1,SFRP1
SFRP2,Sfrp2,SFRP2
SFRP4,Sfrp4,SFRP4
SFRP5,Sfrp5,SFRP5
SFSWAP,Sfswap,SFSWAP
SFT2D2,Sft2d2,SFT2D2
SFT2D3,Sft2d3,SFT2D3
SFTA2,Sfta2,SFTA2
SFTPA1,Sftpa1,SFTPA1
SFTPB,Sftpb,SFTPB
SFTPC,Sftpc,SFTPC
SFTPD,Sftpd,SFTPD
SFXN1,Sfxn1,SFXN1
SFXN2,Sfxn2,SFXN2
SFXN3,Sfxn3,SFXN3
SFXN4,Sfxn4,SFXN4
SFXN5,Sfxn5,SFXN5
SGCA,Sgca,SGCA
SGCB,Sgcb,SGCB
SGCD,Sgcd,SGCD
SGCE,Sgce,SGCE
SGCZ,Sgcz,SGCZ
SGF29,Sgf29,SGF29
SGIP1,Sgip1,SGIP1
SGK1,Sgk1,SGK1
SGK2,Sgk2,SGK2
SGK3,Sgk3,SGK3
SGMS1,Sgms1,SGMS1
SGMS2,Sgms2,SGMS2
SGO1,Sgo1,SGO1
SGO2,Sgo2a,SGO2
SGPL1,Sgpl1,SGPL1
SGPP1,Sgpp1,SGPP1
SGPP2,Sgpp2,SGPP2
SGSH,Sgsh,SGSH
SGSM1,Sgsm1,SGSM1
SGSM2,Sgsm2,SGSM2
SGSM3,Sgsm3,SGSM3
SGTA,Sgta,SGTA
SGTB,Sgtb,SGTB
SH2B1,Sh2b1,SH2B1
SH2B2,Sh2b2,SH2B2
SH2B3,Sh2b3,SH2B3
SH2D1A,Sh2d1a,SH2D1A
SH2D2A,Sh2d2a,SH2D2A
SH2D3C,Sh2d3c,SH2D3C
SH2D4B,Sh2d4b,SH2D4B
SH2D5,Sh2d5,SH2D5
SH2D7,Sh2d7,SH2D7
SH3BGR,Sh3bgr,SH3BGR
SH3BGRL2,Sh3bgrl2,SH3BGRL2
SH3BGRL3,Sh3bgrl3,SH3BGRL3
SH3BP1,Sh3bp1,SH3BP1
SH3BP2,Sh3bp2,SH3BP2
SH3BP4,Sh3bp4,SH3BP4
SH3BP5,Sh3bp5,SH3BP5
SH3BP5L,Sh3bp5l,SH3BP5L
SH3D19,Sh3d19,SH3D19
SH3GL1,Sh3gl1,SH3GL1
SH3GL2,Sh3gl2,SH3GL2
SH3GL3,Sh3gl3,SH3GL3
SH3GLB1,Sh3glb1,SH3GLB1
SH3GLB2,Sh3glb2,SH3GLB2
SH3KBP1,Sh3kbp1,SH3KBP1
SH3PXD2A,Sh3pxd2a,SH3PXD2A
SH3PXD2B,Sh3pxd2b,SH3PXD2B
SH3RF1,Sh3rf1,SH3RF1
SH3RF2,Sh3rf2,SH3RF2
SH3RF3,Sh3rf3,SH3RF3
SH3TC1,Sh3tc1,SH3TC1
SH3TC2,Sh3tc2,SH3TC2
SH3YL1,Sh3yl1,SH3YL1
SHANK1,Shank1,SHANK1
SHANK2,Shank2,SHANK2
SHARPIN,Sharpin,SHARPIN
SHB,Shb,SHB
SHC1,Shc1,SHC1
SHC3,Shc3,SHC3
SHC4,Shc4,SHC4
SHCBP1,Shcbp1,SHCBP1
SHCBP1L,Shcbp1l,SHCBP1L
SHD,Shd,SHD
SHE,She,SHE
SHF,Shf,SHF
SHFL,Shfl,SHFL
SHH,Shh,SHH
SHISA2,Shisa2,SHISA2
SHISA3,Shisa3,SHISA3
SHISA4,Shisa4,SHISA4
SHISA5,Shisa5,SHISA5
SHISA7,Shisa7,SHISA7
SHISA8,Shisa8,SHISA8
SHISA9,Shisa9,SHISA9
SHISAL1,Shisal1,SHISAL1
SHISAL2A,Shisal2a,SHISAL2A
SHISAL2B,Shisal2b,SHISAL2B
SHKBP1,Shkbp1,SHKBP1
SHLD1,Shld1,SHLD1
SHLD2,Shld2,SHLD2
SHLD3,Shld3,SHLD3
SHMT1,Shmt1,SHMT1
SHMT2,Shmt2,SHMT2
SHOC1,Shoc1,SHOC1
SHOC2,Shoc2,SHOC2
SHOX2,Shox2,SHOX2
SHPK,Shpk,SHPK
SHPRH,Shprh,SHPRH
SHQ1,Shq1,SHQ1
SHROOM1,Shroom1,SHROOM1
SHROOM2,Shroom2,SHROOM2
SHROOM4,Shroom4,SHROOM4
SHTN1,Shtn1,SHTN1
SIAE,Siae,SIAE
SIAH1,Siah1a,SIAH1
SIAH2,Siah2,SIAH2
SIAH3,Siah3,SIAH3
SIDT1,Sidt1,SIDT1
SIDT2,Sidt2,SIDT2
SIGIRR,Sigirr,SIGIRR
SIGLEC1,Siglec1,SIGLEC1
SIGLEC15,Siglec15,SIGLEC15
SIGLEC9,Siglece,CEACAM20
SIGMAR1,Sigmar1,SIGMAR1
SIK1,Sik1,SIK1
SIK2,Sik2,SIK2
SIK3,Sik3,SIK3
SIKE1,Sike1,SIKE1
SIL1,Sil1,SIL1
SIM1,Sim1,SIM1
SIM2,Sim2,SIM2
SIN3A,Sin3a,SIN3A
SIN3B,Sin3b,SIN3B
SINHCAF,Sinhcaf,SINHCAF
SIPA1,Sipa1,SIPA1
SIPA1L1,Sipa1l1,SIPA1L1
SIPA1L2,Sipa1l2,SIPA1L2
SIPA1L3,Sipa1l3,SIPA1L3
SIRT1,Sirt1,SIRT1
SIRT2,Sirt2,SIRT2
SIRT3,Sirt3,SIRT3
SIRT4,Sirt4,SIRT4
SIRT5,Sirt5,SIRT5
SIRT6,Sirt6,SIRT6
SIRT7,Sirt7,SIRT7
SI,Sis,SI
SIT1,Sit1,SIT1
SIVA1,Siva1,SIVA1
SIX1,Six1,SIX1
SIX2,Six2,SIX2
SIX3,Six3,SIX3
SIX4,Six4,SIX4
SIX5,Six5,SIX5
SIX6,Six6,SIX6
SKA1,Ska1,SKA1
SKA2,Ska2,SKA2
SKA3,Ska3,SKA3
SKAP1,Skap1,SKAP1
SKAP2,Skap2,SKAP2
SKI,Ski,SKI
SKIC2,Skic2,SKIC2
SKIC8,Skic8,SKIC8
SKIDA1,Skida1,SKIDA1
SKIL,Skil,SKIL
SKOR1,Skor1,SKOR1
SKOR2,Skor2,SKOR2
SKP1,Skp1,SKP1
SKP2,Skp2,SKP2
SLA,Sla,SLA
SLA2,Sla2,SLA2
SLAIN1,Slain1,SLAIN1
SLAIN2,Slain2,SLAIN2
SLAMF1,Slamf1,SLAMF1
SLAMF6,Slamf6,SLAMF6
SLAMF7,Slamf7,SLAMF7
SLAMF8,Slamf8,SLAMF8
SLAMF9,Slamf9,SLAMF9
SLBP,Slbp,SLBP
SLC10A1,Slc10a1,SLC10A1
SLC10A2,Slc10a2,SLC10A2
SLC10A3,Slc10a3,SLC10A3
SLC10A4,Slc10a4,SLC10A4
SLC10A6,Slc10a6,SLC10A6
SLC10A7,Slc10a7,SLC10A7
SLC11A1,Slc11a1,SLC11A1
SLC11A2,Slc11a2,SLC11A2
SLC12A1,Slc12a1,SLC12A1
SLC12A2,Slc12a2,SLC12A2
SLC12A3,Slc12a3,SLC12A3
SLC12A4,Slc12a4,SLC12A4
SLC12A5,Slc12a5,SLC12A5
SLC12A6,Slc12a6,SLC12A6
SLC12A7,Slc12a7,SLC12A7
SLC12A8,Slc12a8,SLC12A8
SLC12A9,Slc12a9,SLC12A9
SLC13A1,Slc13a1,SLC13A1
SLC13A2,Slc13a2,SLC13A2
SLC13A3,Slc13a3,SLC13A3
SLC13A4,Slc13a4,SLC13A4
SLC13A5,Slc13a5,SLC13A5
SLC14A1,Slc14a1,SLC14A1
SLC14A2,Slc14a2,SLC14A2
SLC15A1,Slc15a1,SLC15A1
SLC15A2,Slc15a2,SLC15A2
SLC15A3,Slc15a3,SLC15A3
SLC15A4,Slc15a4,SLC15A4
SLC15A5,Slc15a5,SLC15A5
SLC16A10,Slc16a10,SLC16A10
SLC16A11,Slc16a11,SLC16A11
SLC16A12,Slc16a12,SLC16A12
SLC16A13,Slc16a13,SLC16A13
SLC16A14,Slc16a14,SLC16A14
SLC16A2,Slc16a2,SLC16A2
SLC16A3,Slc16a3,SLC16A3
SLC16A4,Slc16a4,SLC16A4
SLC16A5,Slc16a5,SLC16A5
SLC16A6,Slc16a6,SLC16A6
SLC16A7,Slc16a7,SLC16A7
SLC16A8,Slc16a8,SLC16A8
SLC16A9,Slc16a9,SLC16A9
SLC17A1,Slc17a1,SLC17A1
SLC17A2,Slc17a2,SLC17A2
SLC17A3,Slc17a3,SLC17A3
SLC17A4,Slc17a4,SLC17A4
SLC17A5,Slc17a5,SLC17A5
SLC17A6,Slc17a6,SLC17A6
SLC17A7,Slc17a7,SLC17A7
SLC17A8,Slc17a8,SLC17A8
SLC17A9,Slc17a9,SLC17A9
SLC18A1,Slc18a1,SLC18A1
SLC18A2,Slc18a2,SLC18A2
SLC18A3,Slc18a3,SLC18A3
SLC18B1,Slc18b1,SLC18B1
SLC19A2,Slc19a2,SLC19A2
SLC19A3,Slc19a3,SLC19A3
SLC1A1,Slc1a1,SLC1A1
SLC1A2,Slc1a2,SLC1A2
SLC1A3,Slc1a3,SLC1A3
SLC1A4,Slc1a4,SLC1A4
SLC1A5,Slc1a5,SLC1A5
SLC1A6,Slc1a6,SLC1A6
SLC1A7,Slc1a7,SLC1A7
SLC20A1,Slc20a1,SLC20A1
SLC20A2,Slc20a2,SLC20A2
SLC22A1,Slc22a1,SLC22A1
SLC22A12,Slc22a12,SLC22A12
SLC22A13,Slc22a13,SLC22A13
SLC22A14,Slc22a14,SLC22A14
SLC22A15,Slc22a15,SLC22A15
SLC22A16,Slc22a16,SLC22A16
SLC22A17,Slc22a17,SLC22A17
SLC22A18,Slc22a18,SLC22A18
SLC22A2,Slc22a2,SLC22A2
SLC22A23,Slc22a23,SLC22A23
SLC22A3,Slc22a3,SLC22A3
SLC22A4,Slc22a4,SLC22A4
SLC22A6,Slc22a6,SLC22A6
SLC22A7,Slc22a7,SLC22A7
SLC22A8,Slc22a8,SLC22A8
SLC23A1,Slc23a1,SLC23A1
SLC23A2,Slc23a2,SLC23A2
SLC23A3,Slc23a3,SLC23A3
SLC24A1,Slc24a1,SLC24A1
SLC24A2,Slc24a2,SLC24A2
SLC24A3,Slc24a3,SLC24A3
SLC24A4,Slc24a4,SLC24A4
SLC24A5,Slc24a5,SLC24A5
SLC25A1,Slc25a1,SLC25A1
SLC25A10,Slc25a10,SLC25A10
SLC25A11,Slc25a11,SLC25A11
SLC25A12,Slc25a12,SLC25A12
SLC25A13,Slc25a13,SLC25A13
SLC25A14,Slc25a14,SLC25A14
SLC25A15,Slc25a15,SLC25A15
SLC25A16,Slc25a16,SLC25A16
SLC25A17,Slc25a17,SLC25A17
SLC25A19,Slc25a19,SLC25A19
SLC25A20,Slc25a20,SLC25A20
SLC25A21,Slc25a21,SLC25A21
SLC25A22,Slc25a22,SLC25A22
SLC25A23,Slc25a23,SLC25A23
SLC25A24,Slc25a24,SLC25A24
SLC25A25,Slc25a25,SLC25A25
SLC25A26,Slc25a26,SLC25A26
SLC25A27,Slc25a27,SLC25A27
SLC25A28,Slc25a28,SLC25A28
SLC25A3,Slc25a3,SLC25A3
SLC25A30,Slc25a30,SLC25A30
SLC25A31,Slc25a31,SLC25A31
SLC25A32,Slc25a32,SLC25A32
SLC25A33,Slc25a33,SLC25A33
SLC25A34,Slc25a34,SLC25A34
SLC25A35,Slc25a35,SLC25A35
SLC25A36,Slc25a36,SLC25A36
SLC25A38,Slc25a38,SLC25A38
SLC25A39,Slc25a39,SLC25A39
SLC25A4,Slc25a4,SLC25A4
SLC25A40,Slc25a40,SLC25A40
SLC25A41,Slc25a41,SLC25A41
SLC25A42,Slc25a42,SLC25A42
SLC25A43,Slc25a43,SLC25A43
SLC25A44,Slc25a44,SLC25A44
SLC25A45,Slc25a45,SLC25A45
SLC25A46,Slc25a46,SLC25A46
SLC25A47,Slc25a47,SLC25A47
SLC25A48,Slc25a48,SLC25A48
SLC25A5,Slc25a5,SLC25A5
SLC25A53,Slc25a53,SLC25A53
SLC26A1,Slc26a1,SLC26A1
SLC26A11,Slc26a11,SLC26A11
SLC26A2,Slc26a2,SLC26A2
SLC26A3,Slc26a3,SLC26A3
SLC26A4,Slc26a4,SLC26A4
SLC26A5,Slc26a5,SLC26A5
SLC26A6,Slc26a6,SLC26A6
SLC26A7,Slc26a7,SLC26A7
SLC26A8,Slc26a8,SLC26A8
SLC26A9,Slc26a9,SLC26A9
SLC27A1,Slc27a1,SLC27A1
SLC27A2,Slc27a2,SLC27A2
SLC27A3,Slc27a3,SLC27A3
SLC27A4,Slc27a4,SLC27A4
SLC27A5,Slc27a5,SLC27A5
SLC27A6,Slc27a6,SLC27A6
SLC28A1,Slc28a1,SLC28A1
SLC28A2,Slc28a2,SLC28A2
SLC28A3,Slc28a3,SLC28A3
SLC29A1,Slc29a1,SLC29A1
SLC29A2,Slc29a2,SLC29A2
SLC29A4,Slc29a4,SLC29A4
SLC2A1,Slc2a1,SLC2A1
SLC2A10,Slc2a10,SLC2A10
SLC2A12,Slc2a12,SLC2A12
SLC2A13,Slc2a13,SLC2A13
SLC2A2,Slc2a2,SLC2A2
SLC2A4,Slc2a4,SLC2A4
SLC2A5,Slc2a5,SLC2A5
SLC2A6,Slc2a6,SLC2A6
SLC2A7,Slc2a7,SLC2A7
SLC2A8,Slc2a8,SLC2A8
SLC2A9,Slc2a9,SLC2A9
SLC30A1,Slc30a1,SLC30A1
SLC30A2,Slc30a2,SLC30A2
SLC30A3,Slc30a3,SLC30A3
SLC30A4,Slc30a4,SLC30A4
SLC30A5,Slc30a5,SLC30A5
SLC30A6,Slc30a6,SLC30A6
SLC30A7,Slc30a7,SLC30A7
SLC30A8,Slc30a8,SLC30A8
SLC30A9,Slc30a9,SLC30A9
SLC31A1,Slc31a1,SLC31A1
SLC31A2,Slc31a2,SLC31A2
SLC32A1,Slc32a1,SLC32A1
SLC33A1,Slc33a1,SLC33A1
SLC34A1,Slc34a1,SLC34A1
SLC34A2,Slc34a2,SLC34A2
SLC34A3,Slc34a3,SLC34A3
SLC35A1,Slc35a1,SLC35A1
SLC35A2,Slc35a2,SLC35A2
SLC35A3,Slc35a3,SLC35A3
SLC35A4,Slc35a4,SLC35A4
SLC35A5,Slc35a5,SLC35A5
SLC35B1,Slc35b1,SLC35B1
SLC35B2,Slc35b2,SLC35B2
SLC35B3,Slc35b3,SLC35B3
SLC35B4,Slc35b4,SLC35B4
SLC35C1,Slc35c1,SLC35C1
SLC35C2,Slc35c2,SLC35C2
SLC35D1,Slc35d1,SLC35D1
SLC35D2,Slc35d2,SLC35D2
SLC35D3,Slc35d3,SLC35D3
SLC35E1,Slc35e1,SLC35E1
SLC35E2B,Slc35e2,SLC35E2B
SLC35E3,Slc35e3,SLC35E3
SLC35E4,Slc35e4,SLC35E4
SLC35F1,Slc35f1,SLC35F1
SLC35F2,Slc35f2,SLC35F2
SLC35F3,Slc35f3,SLC35F3
SLC35F4,Slc35f4,SLC35F4
SLC35F5,Slc35f5,SLC35F5
SLC35F6,Slc35f6,SLC35F6
SLC35G1,Slc35g1,SLC35G1
SLC35G2,Slc35g2,SLC35G2
SLC36A1,Slc36a1,SLC36A1
SLC36A2,Slc36a2,SLC36A2
SLC36A3,Slc36a3,SLC36A3
SLC36A4,Slc36a4,SLC36A4
SLC37A1,Slc37a1,SLC37A1
SLC37A2,Slc37a2,SLC37A2
SLC37A4,Slc37a4,SLC37A4
SLC38A1,Slc38a1,SLC38A1
SLC38A10,Slc38a10,SLC38A10
SLC38A11,Slc38a11,SLC38A11
SLC38A2,Slc38a2,SLC38A2
SLC38A3,Slc38a3,SLC38A3
SLC38A4,Slc38a4,SLC38A4
SLC38A5,Slc38a5,SLC38A5
SLC38A6,Slc38a6,SLC38A6
SLC38A7,Slc38a7,SLC38A7
SLC38A8,Slc38a8,SLC38A8
SLC38A9,Slc38a9,SLC38A9
SLC39A1,Slc39a1,SLC39A1
SLC39A10,Slc39a10,SLC39A10
SLC39A11,Slc39a11,SLC39A11
SLC39A12,Slc39a12,SLC39A12
SLC39A13,Slc39a13,SLC39A13
SLC39A14,Slc39a14,SLC39A14
SLC39A2,Slc39a2,SLC39A2
SLC39A4,Slc39a4,SLC39A4
SLC39A5,Slc39a5,SLC39A5
SLC39A6,Slc39a6,SLC39A6
SLC39A7,Slc39a7,SLC39A7
SLC39A8,Slc39a8,SLC39A8
SLC39A9,Slc39a9,SLC39A9
SLC3A1,Slc3a1,SLC3A1
SLC3A2,Slc3a2,SLC3A2
SLC40A1,Slc40a1,SLC40A1
SLC41A1,Slc41a1,SLC41A1
SLC41A2,Slc41a2,SLC41A2
SLC41A3,Slc41a3,SLC41A3
SLC43A1,Slc43a1,SLC43A1
SLC43A2,Slc43a2,SLC43A2
SLC43A3,Slc43a3,SLC43A3
SLC44A1,Slc44a1,SLC44A1
SLC44A2,Slc44a2,SLC44A2
SLC44A3,Slc44a3,SLC44A3
SLC44A4,Slc44a4,SLC44A4
SLC44A5,Slc44a5,SLC44A5
SLC45A1,Slc45a1,SLC45A1
SLC45A2,Slc45a2,SLC45A2
SLC45A3,Slc45a3,SLC45A3
SLC45A4,Slc45a4,SLC45A4
SLC46A1,Slc46a1,SLC46A1
SLC46A2,Slc46a2,SLC46A2
SLC46A3,Slc46a3,SLC46A3
SLC47A1,Slc47a1,SLC47A1
SLC47A2,Slc47a2,SLC47A2
SLC48A1,Slc48a1,SLC48A1
SLC49A3,Slc49a3,SLC49A3
SLC49A4,Slc49a4,SLC49A4
SLC4A1,Slc4a1,SLC4A1
SLC4A10,Slc4a10,SLC4A10
SLC4A11,Slc4a11,SLC4A11
SLC4A1AP,Slc4a1ap,SLC4A1AP
SLC4A2,Slc4a2,SLC4A2
SLC4A3,Slc4a3,SLC4A3
SLC4A4,Slc4a4,SLC4A4
SLC4A5,Slc4a5,SLC4A5
SLC4A7,Slc4a7,SLC4A7
SLC4A8,Slc4a8,SLC4A8
SLC4A9,Slc4a9,SLC4A9
SLC50A1,Slc50a1,SLC50A1
SLC51A,Slc51a,SLC51A
SLC51B,Slc51b,SLC51B
SLC52A3,Slc52a3,SLC52A3
SLC5A1,Slc5a1,SLC5A1
SLC5A10,Slc5a10,SLC5A10
SLC5A11,Slc5a11,SLC5A11
SLC5A12,Slc5a12,SLC5A12
SLC5A2,Slc5a2,SLC5A2
SLC5A3,Slc5a3,SLC5A3
SLC5A5,Slc5a5,SLC5A5
SLC5A6,Slc5a6,SLC5A6
SLC5A7,Slc5a7,SLC5A7
SLC5A8,Slc5a8,SLC5A8
SLC5A9,Slc5a9,SLC5A9
SLC66A1,Slc66a1,SLC66A1
SLC66A2,Slc66a2,SLC66A2
SLC66A3,Slc66a3,SLC66A3
SLC6A1,Slc6a1,SLC6A1
SLC6A11,Slc6a11,SLC6A11
SLC6A12,Slc6a12,SLC6A12
SLC6A13,Slc6a13,SLC6A13
SLC6A14,Slc6a14,SLC6A14
SLC6A15,Slc6a15,SLC6A15
SLC6A17,Slc6a17,SLC6A17
SLC6A18,Slc6a18,SLC6A18
SLC6A19,Slc6a19,SLC6A19
SLC6A2,Slc6a2,SLC6A2
SLC6A20,Slc6a20a,SLC6A20
SLC6A3,Slc6a3,SLC6A3
SLC6A4,Slc6a4,SLC6A4
SLC6A5,Slc6a5,SLC6A5
SLC6A6,Slc6a6,SLC6A6
SLC6A7,Slc6a7,SLC6A7
SLC6A8,Slc6a8,SLC6A8
SLC6A9,Slc6a9,SLC6A9
SLC7A1,Slc7a1,SLC7A1
SLC7A10,Slc7a10,SLC7A10
SLC7A11,Slc7a11,SLC7A11
SLC7A13,Slc7a13,SLC7A13
SLC7A14,Slc7a14,SLC7A14
SLC7A2,Slc7a2,SLC7A2
SLC7A3,Slc7a3,SLC7A3
SLC7A4,Slc7a4,SLC7A4
SLC7A5,Slc7a5,SLC7A5
SLC7A6OS,Slc7a6os,SLC7A6OS
SLC7A7,Slc7a7,SLC7A7
SLC7A8,Slc7a8,SLC7A8
SLC7A9,Slc7a9,SLC7A9
SLC8A1,Slc8a1,SLC8A1
SLC8A2,Slc8a2,SLC8A2
SLC8A3,Slc8a3,SLC8A3
SLC8B1,Slc8b1,SLC8B1
SLC9A1,Slc9a1,SLC9A1
SLC9A2,Slc9a2,SLC9A2
SLC9A3,Slc9a3,SLC9A3
SLC9A4,Slc9a4,SLC9A4
SLC9A5,Slc9a5,SLC9A5
SLC9A6,Slc9a6,SLC9A6
SLC9A7,Slc9a7,SLC9A7
SLC9A8,Slc9a8,SLC9A8
SLC9A9,Slc9a9,SLC9A9
SLC9B1,Slc9b1,SLC9B1
SLC9B2,Slc9b2,SLC9B2
SLC9C1,Slc9c1,SLC9C1
SLCO1A2,Slco1a5,SLCO1A2
SLCO1C1,Slco1c1,SLCO1C1
SLCO2A1,Slco2a1,SLCO2A1
SLCO2B1,Slco2b1,SLCO2B1
SLCO3A1,Slco3a1,SLCO3A1
SLCO4A1,Slco4a1,SLCO4A1
SLCO4C1,Slco4c1,SLCO4C1
SLCO5A1,Slco5a1,SLCO5A1
SLCO6A1,Slco6c1,SLCO6A1
SLF1,Slf1,SLF1
SLF2,Slf2,SLF2
SLFN14,Slfn14,SLFN14
SLFN13,Slfn9,SLFN11
SLFNL1,Slfnl1,SLFNL1
SLIRP,Slirp,SLIRP
SLIT1,Slit1,SLIT1
SLIT2,Slit2,SLIT2
SLIT3,Slit3,SLIT3
SLITRK1,Slitrk1,SLITRK1
SLITRK2,Slitrk2,SLITRK2
SLITRK3,Slitrk3,SLITRK3
SLITRK4,Slitrk4,SLITRK4
SLITRK5,Slitrk5,SLITRK5
SLITRK6,Slitrk6,SLITRK6
SLK,Slk,SLK
SLMAP,Slmap,SLMAP
SLN,Sln,SLN
SLPI,Slpi,SLPI
SLTM,Sltm,SLTM
SLU7,Slu7,SLU7
SLX4,Slx4,SLX4
SLX4IP,Slx4ip,TASOR2
SLX9,Slx9,SLX9
SMAD1,Smad1,SMAD1
SMAD2,Smad2,SMAD2
SMAD3,Smad3,SMAD3
SMAD4,Smad4,SMAD4
SMAD5,Smad5,SMAD5
SMAD6,Smad6,SMAD6
SMAD7,Smad7,SMAD7
SMAD9,Smad9,SMAD9
SMAGP,Smagp,SMAGP
SMAP1,Smap1,SMAP1
SMAP2,Smap2,SMAP2
SMARCA1,Smarca1,SMARCA1
SMARCA4,Smarca4,SMARCA4
SMARCA5,Smarca5,SMARCA5
SMARCAD1,Smarcad1,SMARCAD1
SMARCAL1,Smarcal1,SMARCAL1
SMARCB1,Smarcb1,SMARCB1
SMARCC1,Smarcc1,SMARCC1
SMARCC2,Smarcc2,SMARCC2
SMARCD1,Smarcd1,SMARCD1
SMARCD2,Smarcd2,SMARCD2
SMARCD3,Smarcd3,SMARCD3
SMARCE1,Smarce1,SMARCE1
SMC1A,Smc1a,SMC1A
SMC1B,Smc1b,SMC1B
SMC2,Smc2,SMC2
SMC3,Smc3,SMC3
SMC4,Smc4,SMC4
SMC6,Smc6,SMC6
SMCHD1,Smchd1,SMCHD1
SMCO1,Smco1,SMCO1
SMCO2,Smco2,SMCO2
SMCO3,Smco3,SMCO3
SMCO4,Smco4,SMCO4
SMCP,Smcp,SMCP
SMCR8,Smcr8,SMCR8
SMDT1,Smdt1,SMDT1
SMG1,Smg1,SMG1
SMG5,Smg5,SMG5
SMG6,Smg6,SMG6
SMG7,Smg7,SMG7
SMG9,Smg9,SMG9
SMIM1,Smim1,SMIM1
SMIM10L1,Smim10l1,SMIM10L1
SMIM10L2A,Smim10l2a,SMIM10
SMIM10L3,Smim10l3,SMIM10L3
SMIM11,Smim11,SMIM11
SMIM12,Smim12,SMIM12
SMIM13,Smim13,SMIM13
SMIM17,Smim17,SMIM17
SMIM18,Smim18,SMIM18
SMIM19,Smim19,SMIM19
SMIM22,Smim22,SMIM22
SMIM26,Smim26,SMIM26
SMIM29,Smim29,SMIM29
SMIM3,Smim3,SMIM3
SMIM30,Smim30,SMIM30
SMIM31,Smim31,SMIM31
SMIM32,Smim32,SMIM32
SMIM33,Smim33,SMIM33
SMIM34,Smim34,SMIM34
SMIM35,Smim35,SMIM35
SMIM40,Smim40,SMIM40
SMIM43,Smim43,SMIM43
SMIM45,Smim45,SMIM45
SMIM5,Smim5,SMIM5
SMIM6,Smim6,SMIM42
SMIM7,Smim7,SMIM7
SMIM8,Smim8,SMIM8
GGTA1,Smim9,SMIM9
SMLR1,Smlr1,SMLR1
SMNDC1,Smndc1,SMNDC1
SMO,Smo,SMO
SMOC1,Smoc1,SMOC1
SMOC2,Smoc2,SMOC2
SMOX,Smox,SMOX
SMPD1,Smpd1,SMPD1
SMPD2,Smpd2,SMPD2
