microcebus gene name,human gene name
CYP1A1,CYP1A1
SLC27A1,SLC27A1
PSKH2,PSKH2
CAVIN3,CAVIN3
SCNN1A,SCNN1A
KASH5,KASH5
CA13,CA13
KCNK7,KCNK7
MTRR,MTRR
SWT1,SWT1
KIAA0753,KIAA0753
SDS,SDS
PARP3,PARP3
CDH1,CDH1
NUDT17,NUDT17
IDNK,IDNK
HSD11B1,HSD11B1
IL2RG,IL2RG
SUSD1,SUSD1
TEP1,TEP1
RHBDD3,RHBDD3
OXT,OXT
IFITM10,IFITM10
ARMC10,ARMC10
PANK4,PANK4
PLA2G12B,PLA2G12B
IER3,IER3
SNORA38,SNORA38
BCL6B,BCL6B
TCTN1,TCTN1
ECI2,ECI2
TAF1B,TAF1B
NDUFAF1,NDUFAF1
MRPL4,MRPL4
ROPN1,ROPN1B
TGIF1,TGIF1
JUNB,JUNB
CDH16,CDH16
STARD3,STARD3
LVRN,LVRN
SNORD38A,SNORD38A
KRTAP17-1,KRTAP17-1
CUZD1,CUZD1
DMRTA1,DMRTA1
TRMT1,TRMT1
LRIT1,LRIT1
ANKRD11,ANKRD11
UMAD1,UMAD1
HAUS5,HAUS5
SLC26A1,SLC26A1
ANXA5,ANXA5
FAN1,FAN1
NXPH3,NXPH3
CXCR6,CXCR6
KRT34,KRT34
MINAR2,MINAR2
MRPL19,MRPL19
GSAP,GSAP
COMMD4,COMMD4
RNU6-1257P,RNU6-1257P
DTD1,DTD1
CMPK2,CMPK2
VWA1,VWA1
LMO7,LMO7
RAB12,RAB12
ACTRT3,ACTRT3
MT4,MT4
MUTYH,MUTYH
CA9,CA9
TBX22,TBX22
AKAP13,AKAP13
CCDC125,CCDC125
ZNF354B,ZNF354B
TMC4,TMC4
WBP1,WBP1
ASPG,ASPG
GJA10,GJA10
ZMYM1,ZMYM1
TTI2,TTI2
ENO4,ENO4
MRPS27,MRPS27
MORN5,MORN5
DRC3,DRC3
POU2AF2,POU2AF2
FBXW4,FBXW4
TPM4,TPM4
FCGRT,FCGRT
KIF24,KIF24
MCF2L2,MCF2L2
CIMIP7,CIMIP7
C15orf39,C15orf39
B3GNT4,B3GNT4
FAM204A,FAM204A
B4GALT4,B4GALT4
SLC7A6OS,SLC7A6OS
CYP4A11,CYP4A11
RDH8,RDH8
VARS2,VARS2
INPP5E,INPP5E
SLC19A3,SLC19A3
TRPM2,TRPM2
KCNQ1,KCNQ1
UBE3D,UBE3D
ABCC6,ABCC6
HBQ1,HBQ1
MROH2A,MROH2A
OR5H2,OR5H2
MYLK4,MYLK4
HLCS,HLCS
ZNF846,ZNF846
COA5,COA5
FOXP3,FOXP3
POMC,POMC
DZIP1L,DZIP1L
TNFRSF11A,TNFRSF11A
OR8D2,OR8D2
SLC15A5,SLC15A5
ZFP28,ZFP28
SLC47A1,SLC47A1
ZNF829,ZNF829
TREX1,TREX1
DNASE1,DNASE1
LDHAL6A,LDHAL6A
DHODH,DHODH
FGF3,FGF3
C1QTNF8,C1QTNF8
CACNA2D1,CACNA2D1
COX5B,COX5B
MRPS30,MRPS30
TCTE1,TCTE1
HORMAD2,HORMAD2
ANKRD66,ANKRD66
RSPH4A,RSPH4A
ZNF677,ZNF677
TSPAN9,TSPAN9
DYNLT2,DYNLT2
BAG4,BAG4
ACOX2,ACOX2
SOX30,SOX30
PRICKLE3,PRICKLE3
WNK2,WNK2
NRG1,NRG1
RNF149,RNF149
PRSS12,PRSS12
CRACR2B,CRACR2B
C14orf39,C14orf39
CPTP,CPTP
CASP9,CASP9
GPX6,GPX6
SNORA5C,SNORA5C
SPATA25,SPATA25
ENPP7,ENPP7
DCDC2B,DCDC2B
MMP7,MMP7
ATP13A2,ATP13A2
C5orf15,C5orf15
SIGLEC1,SIGLEC1
COL18A1,COL18A1
CDKN2A,CDKN2A
UPK3B,UPK3B
PKD1,PKD1
WDR62,WDR62
ELP5,ELP5
DKK4,DKK4
SYNJ2,SYNJ2
ANKEF1,ANKEF1
ANKS6,ANKS6
PCDHB14,PCDHB14
SUN3,SUN3
NFATC1,NFATC1
PIPOX,PIPOX
GAP43,GAP43
APOA5,APOA5
WNK1,WNK1
FHL2,FHL2
SERPINF2,SERPINF2
SFTPD,SFTPD
DDX11,DDX11
DAP3,DAP3
MIEF2,MIEF2
CTSD,CTSD
PAFAH2,PAFAH2
DNASE1L1,DNASE1L1
SDC1,SDC1
CEP152,CEP152
DNAJC1,DNAJC1
GUCA1C,GUCA1C
TCEANC,TCEANC
SURF6,SURF6
ELMOD3,ELMOD3
LCA5,LCA5
RASAL3,RASAL3
RNF32,RNF32
TMEM26,TMEM26
ZNF496,ZNF496
ZNF484,ZNF484
ZNF516,ZNF516
SPTA1,SPTA1
TMPRSS11A,TMPRSS11A
CCDC122,CCDC122
RHCG,RHCG
IFT140,IFT140
IL12B,IL12B
ARMC3,ARMC3
RIN3,RIN3
RNF17,RNF17
BUD23,BUD23
KLF1,KLF1
SPATA22,SPATA22
CYP2C18,CYP2C18
CHAT,CHAT
MMP19,MMP19
CINP,CINP
C16orf54,C16orf54
GLRX2,GLRX2
GEN1,GEN1
SLC36A2,SLC36A2
NT5C1A,NT5C1A
MSRB3,MSRB3
RNU6-1212P,RNU6-1212P
VSIG2,VSIG2
FOLR2,FOLR2
SOWAHC,SOWAHC
CYP2S1,CYP2S1
LDLRAD1,LDLRAD1
LTA,LTA
SIM2,SIM2
DCP1B,DCP1B
OPN4,OPN4
MPIG6B,MPIG6B
SYTL1,SYTL1
TIPIN,TIPIN
CCDC86,CCDC86
NOC4L,NOC4L
CDHR3,CDHR3
CCBE1,CCBE1
CREG1,CREG1
EML2,EML2
ADCK2,ADCK2
CFAP418,CFAP418
ZNF555,ZNF555
SYTL3,SYTL3
CXXC1,CXXC1
KIF17,KIF17
FGF5,FGF5
ETV3L,ETV3L
HFE,HFE
FAM240B,FAM240B
FXYD2,FXYD2
ANXA10,ANXA10
SERINC2,SERINC2
IGSF10,IGSF10
ZNF514,ZNF514
MTPAP,MTPAP
CYP3A211,CYP3A4
GCA,GCA
BCO1,BCO1
KRT32,KRT32
ZNF575,ZNF575
ARHGAP11A,ARHGAP11A
HMGA2,HMGA2
LYPD3,LYPD3
SDSL,SDSL
CPVL,CPVL
NFXL1,NFXL1
FRMPD4,FRMPD4
TXNDC15,TXNDC15
ZNF764,ZNF764
CRYBG1,CRYBG1
VPREB3,VPREB3
CREBL2,CREBL2
IP6K3,IP6K3
ABCG5,ABCG5
SERPINA7,SERPINA7
FOXM1,FOXM1
ASPRV1,ASPRV1
PMEL,PMEL
PLXNB3,PLXNB3
RAB40B,RAB40B
HES4,HES4
TCTN3,TCTN3
MCUB,MCUB
KLK11,KLK11
IRF3,IRF3
TTK,TTK
ABCA8,ABCA8
OR52N2,OR52N2
CYYR1,CYYR1
ITIH3,ITIH3
SYNE3,SYNE3
TRMO,TRMO
C5orf22,C5orf22
SNORA61,SNORA61
TRMT112,TRMT112
CCDC50,CCDC50
METTL22,METTL22
SMTN,SMTN
MLC1,MLC1
SLC38A6,SLC38A6
ADAMTS19,ADAMTS19
SH2D4B,SH2D4B
KRT23,KRT23
ACTMAP,ACTMAP
HTR3C,HTR3C
UNC13B,UNC13B
SLC2A7,SLC2A7
AMACR,AMACR
IGFALS,IGFALS
TMEM223,TMEM223
ZNF471,ZNF471
C6,C6
FANCM,FANCM
CCPG1,CCPG1
ENPEP,ENPEP
SLC13A5,SLC13A5
TESPA1,TESPA1
SCARF1,SCARF1
WDR64,WDR64
DSC2,DSC2
NIPAL4,NIPAL4
MROH1,MROH1
NHSL1,NHSL1
IMPG2,IMPG2
KBTBD11,KBTBD11
ABCA7,ABCA7
C15orf48,C15orf48
REC8,REC8
ZNF407,ZNF407
NBN,NBN
GINS4,GINS4
DPY19L2,DPY19L2
MIR193A,MIR193A
LYZ,LYZ
LSMEM2,LSMEM2
CCR8,CCR8
WDR76,WDR76
ATAD5,ATAD5
CNKSR1,CNKSR1
FBXO43,FBXO43
TFRC,TFRC
NLRP6,NLRP6
CDHR4,CDHR4
MEIS3,MEIS3
EXD1,EXD1
OC90,OC90
ATP5F1D,ATP5F1D
BRDT,BRDT
TK2,TK2
RLBP1,RLBP1
SYPL1,SYPL1
IRF9,IRF9
ZNF225,ZNF225
APOBEC1,APOBEC1
MAD2L1BP,MAD2L1BP
SNORD35A,SNORD35A
CCDC24,CCDC24
LDB3,LDB3
PXDN,PXDN
EIF2B3,EIF2B3
XRCC5,XRCC5
PDE4C,PDE4C
KLF11,KLF11
CCL21,CCL21
TM6SF2,TM6SF2
IL12RB2,IL12RB2
GDPD3,GDPD3
LYG2,LYG2
DSG1,DSG1
EXD2,EXD2
OR56B4,OR56B4
CD83,CD83
IL2,IL2
PALM,PALM
THSD1,THSD1
ACOX3,ACOX3
LAMA5,LAMA5
NDUFB11,NDUFB11
KRT78,KRT78
FNIP2,FNIP2
CFAP61,CFAP61
SLC23A3,SLC23A3
INSIG1,INSIG1
LAMC3,LAMC3
THTPA,THTPA
LRRC23,LRRC23
SPIC,SPIC
RBM28,RBM28
MICALL1,MICALL1
VWDE,VWDE
FAM183A,CFAP144P1
TACC1,TACC1
RAD51AP1,RAD51AP1
DCLK3,DCLK3
ARHGAP30,ARHGAP30
DYNLRB2,DYNLRB2
SLC5A4,SLC5A4
DCTPP1,DCTPP1
DNASE2B,DNASE2B
RASA4B,RASA4
CCHCR1,CCHCR1
COX7A2,COX7A2
SERPINB9,SERPINB9
MCAT,MCAT
SLC39A4,SLC39A4
LIPE,LIPE
TRAF3IP1,TRAF3IP1
MGARP,MGARP
ZDHHC7,ZDHHC7
SERPINB11,SERPINB11
ECT2L,ECT2L
BCO2,BCO2
SYNGR4,SYNGR4
WDR25,WDR25
ARHGAP22,ARHGAP22
C18orf32,C18orf32
KIAA0408,KIAA0408
GUK1,GUK1
CCDC9,CCDC9
PACRGL,PACRGL
MEI1,MEI1
MINDY1,MINDY1
RHPN2,RHPN2
PTPN1,PTPN1
SERPINB10,SERPINB10
RFXAP,RFXAP
UBASH3A,UBASH3A
LYG1,LYG1
EPB42,EPB42
CYB5R4,CYB5R4
SPAG5,SPAG5
AVPR2,AVPR2
CRTC3,CRTC3
MMP3,MMP3
PTCD3,PTCD3
ERAP2,ERAP2
GRTP1,GRTP1
STK11IP,STK11IP
WWC3,WWC3
ZNF283,ZNF283
A2ML1,A2ML1
SLCO1A2,SLCO1A2
KIAA1328,KIAA1328
SEC23B,SEC23B
PLAU,PLAU
C1orf50,C1orf50
KRTDAP,KRTDAP
HDAC10,HDAC10
DNAI7,DNAI7
SERPINB12,SERPINB12
CFAP91,CFAP91
EBF2,EBF2
MAIP1,MAIP1
MFAP5,MFAP5
ODAD4,ODAD4
VMO1,VMO1
NAXD,NAXD
TRIM66,TRIM66
HAPLN3,HAPLN3
ARHGAP20,ARHGAP20
ACY3,ACY3
RPUSD4,RPUSD4
TAS1R1,TAS1R1
MBOAT4,MBOAT4
KCNK9,KCNK9
PKMYT1,PKMYT1
CTSH,CTSH
NPDC1,NPDC1
COPS4,COPS4
TNFSF14,TNFSF14
SLC10A1,SLC10A1
ZSWIM2,ZSWIM2
GASK1A,GASK1A
AOAH,AOAH
IMPG1,IMPG1
ACE2,ACE2
TTLL12,TTLL12
NXPE4,NXPE4
IQCF5,IQCF5
PDZRN4,PDZRN4
MROH6,MROH6
PKHD1,PKHD1
TINF2,TINF2
TREX2,TREX2
WHAMM,WHAMM
NECAB3,NECAB3
LGALS12,LGALS12
HIVEP1,HIVEP1
SERPINB2,SERPINB2
AGXT,AGXT
GORAB,GORAB
ZNF532,ZNF532
C18orf54,C18orf54
THBS2,THBS2
CCNY,CCNY
C11orf97,C11orf97
SAMHD1,SAMHD1
ARL5C,ARL5C
ADAM15,ADAM15
AK8,AK8
GBP1,GBP1
FAM161B,FAM161B
TYROBP,TYROBP
TAF1A,TAF1A
SMARCAL1,SMARCAL1
TOR1AIP1,TOR1AIP1
SLC25A14,SLC25A14
HELT,HELT
ACYP2,ACYP2
ITGB2,ITGB2
NT5DC4,NT5DC4
CAPN10,CAPN10
SLX4IP,SLX4IP
APOLD1,APOLD1
RRP8,RRP8
VSIG10,VSIG10
CDKN1A,CDKN1A
PEMT,PEMT
ERFE,ERFE
MTG2,MTG2
GFRA3,GFRA3
EEF1D,EEF1D
SPATA46,SPATA46
SALL3,SALL3
SMYD4,SMYD4
FAM181A,FAM181A
LRPPRC,LRPPRC
NMRK2,NMRK2
GNGT2,GNGT2
LRP2,LRP2
ALOX5AP,ALOX5AP
LCOR,LCOR
BAALC,BAALC
PSAP,PSAP
IQCF6,IQCF6
BGLAP,BGLAP
TRIM65,TRIM65
RAD18,RAD18
CLPTM1,CLPTM1
LNP1,LNP1
LCT,LCT
LRRC14B,LRRC14B
GNG2,GNG2
TMEM132C,TMEM132C
PXMP2,PXMP2
ADGRA1,ADGRA1
SPINK4,SPINK4
DNAAF5,DNAAF5
CYP27A1,CYP27A1
P2RX2,P2RX2
SLC38A8,SLC38A8
UBAP1L,UBAP1L
CRYBB1,CRYBB1
RIPK1,RIPK1
SDCBP2,SDCBP2
KRT2,KRT2
TSPO,TSPO
REG1A,REG1A
GHR,GHR
MGP,MGP
XKR8,XKR8
TMEM52B,TMEM52B
HEXD,HEXD
CPO,CPO
TLCD4,TLCD4
OVCH2,OVCH2
PECR,PECR
TRMT2A,TRMT2A
AMBP,AMBP
MYOZ2,MYOZ2
DOK7,DOK7
DSG2,DSG2
PCNX4,PCNX4
CDK5RAP2,CDK5RAP2
VWA5B1,VWA5B1
SLX1A,SLX1B
TET1,TET1
COX6A2,COX6A2
PYY,PYY
GPR156,GPR156
ADCY5,ADCY5
PSMG4,PSMG4
ADAM21,ADAM21
OR2I1P,OR2I1P
PNCK,PNCK
TEFM,TEFM
CDC25C,CDC25C
RFNG,RFNG
NSUN7,NSUN7
TRIM25,TRIM25
VNN2,VNN2
SNORA14A,SNORA14A
INAVA,INAVA
WDR4,WDR4
CBX5,CBX5
TTC23,TTC23
ZNF536,ZNF536
BPIFA1,BPIFA1
IL22RA1,IL22RA1
CHIT1,CHIT1
TMC3,TMC3
FAM240A,FAM240A
SNORA52,SNORA52
MYOC,MYOC
ZNF2,ZNF2
ITGAL,ITGAL
EPB41L2,EPB41L2
OTOP1,OTOP1
ZDHHC19,ZDHHC19
ADCYAP1,ADCYAP1
TTLL9,TTLL9
CHST12,CHST12
TMPRSS5,TMPRSS5
NPHP4,NPHP4
NREP,NREP
IQCA1,IQCA1
TBRG4,TBRG4
NXPE1,NXPE1
SLC39A2,SLC39A2
CABP4,CABP4
ZBTB32,ZBTB32
PBXIP1,PBXIP1
CENPA,CENPA
ZNF613,ZNF613
NOM1,NOM1
MSR1,MSR1
SWSAP1,SWSAP1
FANCG,FANCG
C17orf107,C17orf107
ADGB,ADGB
DNASE1L3,DNASE1L3
MMP10,MMP10
TOP1MT,TOP1MT
DRC1,DRC1
SUSD5,SUSD5
KANK4,KANK4
AHNAK,AHNAK
DSG4,DSG4
CMC2,CMC2
ZNF548,ZNF548
IL27,IL27
MAN1B1,MAN1B1
ZNF792,ZNF792
TRPV2,TRPV2
ZNF132,ZNF132
MFSD4B,MFSD4B
ITGB1BP2,ITGB1BP2
PEX10,PEX10
DOK2,DOK2
AFP,AFP
KIAA1143,KIAA1143
NT5M,NT5M
ENOSF1,ENOSF1
BPIFB3,BPIFB3
ATXN7,ATXN7
ANKRD33B,ANKRD33B
RANBP3L,RANBP3L
DENND1C,DENND1C
MCM2,MCM2
PAPLN,PAPLN
PARD6G,PARD6G
ELOVL3,ELOVL3
SLC25A23,SLC25A23
FN3K,FN3K
GCM2,GCM2
PEG3,PEG3
NEU3,NEU3
LIPC,LIPC
MAN2B2,MAN2B2
DMRTC2,DMRTC2
FMN2,FMN2
SLC25A19,SLC25A19
ADAMTS12,ADAMTS12
S100A3,S100A3
RGS22,RGS22
SRD5A2,SRD5A2
TMC6,TMC6
CASP8AP2,CASP8AP2
TONSL,TONSL
NECAB2,NECAB2
CDC20B,CDC20B
SPATA17,SPATA17
NFATC2IP,NFATC2IP
AKAP8,AKAP8
APCDD1L,APCDD1L
FOXL3,FOXL3
BCL2L12,BCL2L12
ERMAP,ERMAP
CIMIP3,CIMIP3
TCAF2,TCAF2C
NAT9,NAT9
DSG3,DSG3
WFDC5,WFDC5
F8,F8
ODF2L,ODF2L
CBFA2T3,CBFA2T3
GUSB,GUSB
ZNF425,ZNF425
ZNF175,ZNF175
TARBP1,TARBP1
RPUSD3,RPUSD3
PDF,PDF
RABL6,RABL6
MTNR1B,MTNR1B
ADAMDEC1,ADAMDEC1
DEFB110,DEFB110
HOMER3,HOMER3
TMEM63C,TMEM63C
LMCD1,LMCD1
POU2AF3,POU2AF3
TMPRSS15,TMPRSS15
CDON,CDON
HAUS6,HAUS6
ELSPBP1,ELSPBP1
DGLUCY,DGLUCY
SUMO3,SUMO3
NR0B2,NR0B2
CEP126,CEP126
LMAN2,LMAN2
TLR6,TLR6
RNU6-277P,RNU6-277P
ART3,ART3
GTPBP8,GTPBP8
CEP192,CEP192
TP53I13,TP53I13
SORCS2,SORCS2
TMEM59L,TMEM59L
EMP2,EMP2
CLDND2,CLDND2
CPE,CPE
KRT77,KRT77
FABP6,FABP6
GDF3,GDF3
MLIP,MLIP
TMC5,TMC5
MEF2B,MEF2B
CIMIP2B,CIMIP2B
ZNF181,ZNF181
FREM3,FREM3
HSD17B6,HSD17B6
ARSH,ARSH
PDE6G,PDE6G
PLG,PLG
TAPBP,TAPBP
TECPR1,TECPR1
AHCTF1,AHCTF1
TAP2,TAP2
CXCR1,CXCR1
PRDM8,PRDM8
MBD4,MBD4
MEX3D,MEX3D
RAD51D,RAD51D
MYL5,MYL5
C3orf33,C3orf33
FBXO16,FBXO16
ACBD5,ACBD5
RHOT2,RHOT2
ETNK2,ETNK2
ARMH1,ARMH1
CELSR1,CELSR1
WIF1,WIF1
NPVF,NPVF
RAMP2,RAMP2
CFAP96,CFAP96
ZSCAN10,ZSCAN10
GUCD1,GUCD1
ORC1,ORC1
ITGB3BP,ITGB3BP
TMEM275,TMEM275
SCEL,SCEL
PET100,PET100
SDC4,SDC4
IL23R,IL23R
AKIP1,AKIP1
SETX,SETX
NDUFB2,NDUFB2
CTSF,CTSF
MLN,MLN
CD28,CD28
ZNF547,ZNF547
PPDPFL,PPDPFL
RPGRIP1,RPGRIP1
MFSD3,MFSD3
SHISA3,SHISA3
GSTO2,GSTO2
LMOD1,LMOD1
TTC21A,TTC21A
PLA2G5,PLA2G5
SNORD36B,SNORD36B
LRRD1,LRRD1
ZNF445,ZNF445
KHK,KHK
CENPN,CENPN
DLC1,DLC1
SPMIP7,SPMIP7
CNDP1,CNDP1
SHARPIN,SHARPIN
IL1R1,IL1R1
COX20,COX20
GKN2,GKN2
ARHGEF10,ARHGEF10
CA1,CA1
GAS6,GAS6
INF2,INF2
CFAP206,CFAP206
CHRDL2,CHRDL2
SERPINE3,SERPINE3
EHHADH,EHHADH
CHAF1A,CHAF1A
NUFIP1,NUFIP1
PDZD9,PDZD9
ASIP,ASIP
RGS4,RGS4
ANPEP,ANPEP
MMP17,MMP17
UBXN11,UBXN11
PDCD2,PDCD2
GADD45GIP1,GADD45GIP1
ZNF773,ZNF773
ESCO2,ESCO2
CHTF18,CHTF18
NEU4,NEU4
C8G,C8G
MFSD9,MFSD9
THPO,THPO
C6orf163,C6orf163
MMP28,MMP28
COA8,COA8
THEMIS,THEMIS
FGFR4,FGFR4
COQ6,COQ6
LONRF2,LONRF2
SPDL1,SPDL1
TSPYL2,TSPYL2
C17orf78,C17orf78
SLC34A3,SLC34A3
SPC24,SPC24
ZFP37,ZFP37
TEX36,TEX36
TCF3,TCF3
CARD14,CARD14
RNU6-754P,RNU6-754P
STARD5,STARD5
ENGASE,ENGASE
SNORA17B,SNORA17B
CRYZ,CRYZ
NCKAP5,NCKAP5
LRRC46,LRRC46
PANX1,PANX1
SPAG17,SPAG17
CLCNKA,CLCNKA
PRX,PRX
OSBPL5,OSBPL5
C2orf72,C2orf72
CDKL3,CDKL3
SNORD105,SNORD105
ZNF19,ZNF19
PAX6,PAX6
ITIH2,ITIH2
GCM1,GCM1
MRPL21,MRPL21
LIPI,LIPI
SGK2,SGK2
ANP32E,ANP32E
PAPPA2,PAPPA2
PTGR1,PTGR1
GHDC,GHDC
CFAP221,CFAP221
JMJD4,JMJD4
CYP2J89,CYP2J2
NMRK1,NMRK1
ZNF529,ZNF529
IZUMO1R,IZUMO1R
TRIM6,TRIM6
NECTIN2,NECTIN2
SELL,SELL
ZNF511,ZNF511
LCN8,LCN8
POLN,POLN
SLC35F2,SLC35F2
PDYN,PDYN
ENTPD1,ENTPD1
ADGRG1,ADGRG1
ARHGDIA,ARHGDIA
C19orf12,C19orf12
SUSD2,SUSD2
SPATA7,SPATA7
RNU6-586P,RNU6-586P
NEIL1,NEIL1
MYO18B,MYO18B
SMIM28,SMIM28
VWA3A,VWA3A
FAAP100,FAAP100
LSR,LSR
SCO1,SCO1
ABCG8,ABCG8
CAPN11,CAPN11
PRF1,PRF1
XRCC3,XRCC3
AKAP4,AKAP4
INSYN2A,INSYN2A
SLC27A6,SLC27A6
IL21,IL21
APOD,APOD
BIN2,BIN2
NEUROG2,NEUROG2
SLC16A7,SLC16A7
CLN5,CLN5
FIGLA,FIGLA
FOXI2,FOXI2
CHKA,CHKA
SAPCD1,SAPCD1
CENPF,CENPF
TOPAZ1,TOPAZ1
ARMH4,ARMH4
TMEM212,TMEM212
COPS7B,COPS7B
CNGA3,CNGA3
EIF4E3,EIF4E3
FGF23,FGF23
ZNF121,ZNF121
FGD3,FGD3
ZNF77,ZNF77
ARHGEF37,ARHGEF37
SNRPB,SNRPB
ZNF853,ZNF853
CMTM6,CMTM6
KRT20,KRT20
SYF2,SYF2
SPATA19,SPATA19
ALLC,ALLC
TCN2,TCN2
VNN1,VNN1
CHRNB4,CHRNB4
SRP14,SRP14
BNIP3,BNIP3
NDUFB4,NDUFB4
PPP1R42,PPP1R42
BAG1,BAG1
TFPI,TFPI
ATP6V0E2,ATP6V0E2
ZNF280C,ZNF280C
BTN2A2,BTN2A2
KIF26A,KIF26A
SLC35G1,SLC35G1
DTHD1,DTHD1
IL25,IL25
CRISP2,CRISP2
SYCP3,SYCP3
IL1RN,IL1RN
CCDC73,CCDC73
ENAH,ENAH
C2orf49,C2orf49
ARMC6,ARMC6
WEE2,WEE2
P2RY11,P2RY11
MRPL22,MRPL22
S100A1,S100A1
F13B,F13B
HYDIN,HYDIN
AGBL1,AGBL1
CPN2,CPN2
MSRB2,MSRB2
PHLDB3,PHLDB3
ACSF3,ACSF3
CAPN14,CAPN14
ZDHHC18,ZDHHC18
CTDP1,CTDP1
PADI1,PADI1
SH2B3,SH2B3
ALB,ALB
ACSL5,ACSL5
ZDHHC4,ZDHHC4
CXCL9,CXCL9
MANBA,MANBA
OR52R1,OR52R1
DST,DST
GPR137,GPR137
SLC2A4RG,SLC2A4RG
KRT39,KRT39
GOLGA3,GOLGA3
PCSK4,PCSK4
PRSS2,PRSS2
CCDC81,CCDC81
RAB11FIP3,RAB11FIP3
FNDC11,FNDC11
GRIFIN,GRIFIN
AMH,AMH
ZNF615,ZNF615
YIPF7,YIPF7
TRAM2,TRAM2
SYNPO2,SYNPO2
DENND3,DENND3
PUSL1,PUSL1
ZNF239,ZNF239
LAMA1,LAMA1
C17H1orf131,C1orf131
UBD,UBD
LRIT3,LRIT3
C16orf90,C16orf90
TSEN2,TSEN2
ART5,ART5
ADAM33,ADAM33
TNFSF8,TNFSF8
MOGAT1,MOGAT1
APOB,APOB
MESD,MESD
HMMR,HMMR
GLI4,GLI4
COX4I1,COX4I1
PDZD2,PDZD2
MRPL37,MRPL37
SPINK7,SPINK7
GSDME,GSDME
BCAM,BCAM
STS,STS
QSOX2,QSOX2
TECRL,TECRL
FCRLA,FCRLA
TMEM37,TMEM37
IFIT3,IFIT3
RHPN1,RHPN1
RGS11,RGS11
NEDD4L,NEDD4L
MPRIP,MPRIP
RAD9B,RAD9B
PER2,PER2
RBP1,RBP1
C9H8orf33,C8orf33
PRSS57,PRSS57
RNU6-999P,RNU6-999P
PDIA2,PDIA2
GNL3,GNL3
MRPS11,MRPS11
ZC3H12D,ZC3H12D
SLC22A18,SLC22A18
GLB1L2,GLB1L2
ZNF333,ZNF333
MIR199A1,MIR199A1
ETFB,ETFB
ITLN2,ITLN2
SFTPC,SFTPC
CHCHD5,CHCHD5
GFRA4,GFRA4
ARMCX5,ARMCX5
ALPK1,ALPK1
ENTREP1,ENTREP1
CD6,CD6
DNAAF2,DNAAF2
NPC2,NPC2
C2orf15,C2orf15
TRIM10,TRIM10
AMHR2,AMHR2
PLEKHF1,PLEKHF1
CCDC28A,CCDC28A
EMILIN2,EMILIN2
ACER1,ACER1
FABP9,FABP9
ZNF709,ZNF709
RSPH3,RSPH3
SAXO1,SAXO1
TIMMDC1,TIMMDC1
TIRAP,TIRAP
ITGAD,ITGAD
KCNK18,KCNK18
IZUMO4,IZUMO4
PARPBP,PARPBP
GGT6,GGT6
MTG1,MTG1
ADAM9,ADAM9
CRYGA,CRYGA
PTCD2,PTCD2
SSC5D,SSC5D
ZGRF1,ZGRF1
TXLNB,TXLNB
MRO,MRO
MMRN1,MMRN1
REG4,REG4
CIMAP2,CIMAP2
NEMP2,NEMP2
PFN2,PFN2
BAHCC1,BAHCC1
ANXA2,ANXA2
ARHGAP40,ARHGAP40
CDC25A,CDC25A
MAP6,MAP6
DNLZ,DNLZ
ZMYM5,ZMYM5
ZNF404,ZNF404
TMEM79,TMEM79
ADGRF5,ADGRF5
REC114,REC114
TNFRSF13C,TNFRSF13C
TRIM16,TRIM16
CTC1,CTC1
ARRDC1,ARRDC1
HAO2,HAO2
IL17RB,IL17RB
JPT2,JPT2
ETHE1,ETHE1
SCLT1,SCLT1
MAGI1,MAGI1
PTGDS,PTGDS
SPINT2,SPINT2
ESPNL,ESPNL
CIDEA,CIDEA
MBNL2,MBNL2
PDE10A,PDE10A
CYBA,CYBA
FAM83G,FAM83G
NMUR2,NMUR2
LCP2,LCP2
OR4D2,OR4D2
OR10J5,OR10J5
CIMAP1D,CIMAP1D
SFR1,SFR1
CFAP43,CFAP43
NGRN,NGRN
ZNF804B,ZNF804B
TMEM220,TMEM220
USP20,USP20
LRWD1,LRWD1
SYTL2,SYTL2
KLHDC4,KLHDC4
TICRR,TICRR
IQANK1,IQANK1
NEK4,NEK4
AS3MT,AS3MT
CLEC5A,CLEC5A
SPRED3,SPRED3
GRP,GRP
P2RY8,P2RY8
APOE,APOE
CDA,CDA
VTN,VTN
SPATA18,SPATA18
CCL8,CCL8
ABCA6,ABCA6
ULK3,ULK3
NDUFAF4,NDUFAF4
ARHGAP36,ARHGAP36
ABRA,ABRA
PLSCR1,PLSCR1
PNOC,PNOC
AREG,AREG
PRL,PRL
GGT5,GGT5
GPRC5A,GPRC5A
MBLAC1,MBLAC1
MFSD2A,MFSD2A
ZNF782,ZNF782
TJP3,TJP3
LAG3,LAG3
FMO4,FMO4
AKAP1,AKAP1
PFKP,PFKP
LDAF1,LDAF1
PLA2G7,PLA2G7
ENTREP2,ENTREP2
CABCOCO1,CABCOCO1
MMRN2,MMRN2
PPAN,PPAN
TMEM69,TMEM69
SKA3,SKA3
SNORD68,SNORD68
ASPSCR1,ASPSCR1
HROB,HROB
GLIS1,GLIS1
THRB,THRB
COX4I2,COX4I2
SAAL1,SAAL1
KIAA0586,KIAA0586
FAM81B,FAM81B
CYP21A2,CYP21A2
GOSR2,GOSR2
ATP6AP1,ATP6AP1
ZACN,ZACN
DBH,DBH
SLC25A21,SLC25A21
SLC24A1,SLC24A1
PRDM15,PRDM15
