mice gene name,pig gene name
Endod1,ENDOD1
Mamstr,MAMSTR
Ribc1,RIBC1
Rbbp9,RBBP9
Gnl3,GNL3
Pigx,PIGX
Insm2,INSM2
Slc9c1,SLC9C1
C2cd2,C2CD2
Per2,PER2
Fundc2,FUNDC2
Cd180,CD180
Tnfrsf12a,TNFRSF12A
Slc22a13b,SLC22A13
Mipep,MIPEP
Secisbp2,SECISBP2
Nipsnap3b,NIPSNAP3B
Dnajc4,DNAJC4
Capn11,CAPN11
Arl8a,ARL8A
Spag7,SPAG7
Rpusd3,RPUSD3
Cfap276,CFAP276
Rinl,RINL
Nkain4,NKAIN4
Arhgef15,ARHGEF15
Mrpl10,MRPL10
Atp5f1d,ATP5F1D
Sprtn,SPRTN
Itgae,ITGAE
Tas1r2,TAS1R2
Abhd12b,ABHD12B
Fam184b,FAM184B
Ptma,PTMA
Slc29a1,SLC29A1
Ccr8,CCR8
Tmem69,TMEM69
Sirt3,SIRT3
Cenps,CENPS
Swt1,SWT1
Rad18,RAD18
Mcub,MCUB
Akap1,AKAP1
Syn3,SYN3
Nemp2,NEMP2
Plau,PLAU
Cfap161,CFAP161
D2hgdh,D2HGDH
Spag1,SPAG1
Gon7,GON7
Ptpdc1,PTPDC1
Sfmbt2,SFMBT2
Clmn,CLMN
Ube2t,UBE2T
Il10,IL10
Klf11,KLF11
Kcnk9,KCNK9
Mrpl52,MRPL52
Taok2,TAOK2
Txlnb,TXLNB
Mzb1,MZB1
E2f7,E2F7
Pla2g4d,PLA2G4D
Artn,ARTN
Mfge8,MFGE8
Gal,GAL
Tmem186,TMEM186
Mgme1,MGME1
Mrpl57,MRPL57
Gdf9,GDF9
Spc25,SPC25
Ankrd37,ANKRD37
Bag1,BAG1
Lect2,LECT2
Gm17455,C10orf105
Neu4,NEU4
Smim40,SMIM40
Spaca4,SPACA4
Dynlt4,DYNLT4
Ubxn11,UBXN11
Csf1r,CSF1R
Kcnrg,KCNRG
Fdx1,FDX1
Nhsl1,NHSL1
Nccrp1,NCCRP1
Tmprss15,TMPRSS15
Mocs2,MOCS2
Cox7a2,COX7A2
Fgf12,FGF12
Gzf1,GZF1
Tlr8,TLR8
Slc35g1,SLC35G1
F2r,F2R
Galm,GALM
Bad,BAD
Trim66,TRIM66
Pakap,PALM2AKAP2
1700012B09Rik,C11orf97
Cenpa,CENPA
Krt20,KRT20
Il22ra1,IL22RA1
Adgrf5,ADGRF5
Pycard,PYCARD
Polk,POLK
Caps2,CAPS2
Il7,IL7
Itgad,ITGAD
1110065P20Rik,C1orf122
Clca2,CLCA2
Haus2,HAUS2
Coq3,COQ3
Pik3r6,PIK3R6
Cd47,CD47
AB124611,C19orf38
Cimip2c,CIMIP2C
Ch25h,CH25H
Pcdhb15,PCDHB7
Tatdn2,TATDN2
Rbm20,RBM20
Prr14,PRR14
Hyal1,HYAL1
Ube2l6,UBE2L6
Fn3k,FN3K
Lrrc19,LRRC19
Ech1,ECH1
Olfm4,OLFM4
Jrk,JRK
Gpr50,GPR50
Cd247,CD247
Frat2,FRAT2
Trmt10a,TRMT10A
Nr0b1,NR0B1
Scart1,SCART1
Hspbap1,HSPBAP1
Apobec1,APOBEC1
Acsf3,ACSF3
Cfi,CFI
Pdia2,PDIA2
Prr19,PRR19
Cchcr1,CCHCR1
Zfyve19,ZFYVE19
Ttc34,TTC34
Setx,SETX
Zswim9,ZSWIM9
Tstd2,TSTD2
Gpr25,GPR25
Rnf151,RNF151
Pip5kl1,PIP5KL1
Gpr151,GPR151
Spata17,SPATA17
Begain,BEGAIN
Phlda1,PHLDA1
Mfrp,MFRP
Bcl2l14,BCL2L14
Ciz1,CIZ1
Nkg7,NKG7
Tnfsf8,TNFSF8
Efhb,EFHB
Cfap54,CFAP54
Il34,IL34
Rxfp4,RXFP4
Tmem88b,TMEM88B
Casp7,CASP7
Crls1,CRLS1
D430041D05Rik,KIAA1549L
Psmf1,PSMF1
Irak2,IRAK2
S100pbp,S100PBP
Qsox1,QSOX1
Tyw3,TYW3
Pigh,PIGH
Lvrn,LVRN
Zfp518a,ZNF518A
Pdcd2l,PDCD2L
Mamdc4,MAMDC4
Sucnr1,SUCNR1
Ndufaf4,NDUFAF4
Lyzl4,LYZL4
Lca5,LCA5
Tas2r126,TAS2R41
Fabp9,FABP9
Bora,BORA
Timp1,TIMP1
N4bp2,N4BP2
Ngrn,NGRN
Scarf1,SCARF1
Lrit3,LRIT3
Zfp280c,ZNF280C
Mst1r,MST1R
Bcl2l15,BCL2L15
Podxl2,PODXL2
Tm4sf20,TM4SF20
Ecm1,ECM1
Abi3bp,ABI3BP
Il17c,IL17C
Mindy4b-ps,MINDY4B
Mppe1,MPPE1
Tmprss13,TMPRSS13
Lypla1,LYPLA1
Mcm9,MCM9
Serpinb2,SERPINB2
Ifi30,IFI30
F2rl2,F2RL2
Spmip1,SPMIP1
Spag17,SPAG17
Lima1,LIMA1
Adam33,ADAM33
Mcat,MCAT
Dnajc30,DNAJC30
Creg1,CREG1
Tmem253,TMEM253
Tg,TG
Ephx2,EPHX2
Bhlhb9,GPRASP3
Tpx2,TPX2
Ap5z1,AP5Z1
Ap4s1,AP4S1
Dennd1c,DENND1C
A4gnt,A4GNT
Isoc2b,ISOC2
Tesmin,TESMIN
Rec114,REC114
Sntn,SNTN
Tpo,TPO
Ccdc66,CCDC66
mt-Nd3,ND3
Man2b1,MAN2B1
Il24,IL24
Fam237b,FAM237B
Siglec1,SIGLEC1
Mgll,MGLL
Npc2,NPC2
Ccsap,CCSAP
Lrrc74b,LRRC74B
Gcfc2,GCFC2
Tma16,TMA16
Morc1,MORC1
Dmac2,DMAC2
Zswim2,ZSWIM2
Polq,POLQ
Foxh1,FOXH1
F5,F5
Egfl6,EGFL6
Timm17b,TIMM17B
Trmt9b,TRMT9B
Tctn1,TCTN1
Zbtb32,ZBTB32
Sebox,SEBOX
Dnaaf3,DNAAF3
Mmachc,MMACHC
Fkbp11,FKBP11
Tlr2,TLR2
Col18a1,COL18A1
Slc2a6,SLC2A6
Polr2m,POLR2M
Arpc1b,ARPC1B
Sac3d1,SAC3D1
Tap1,TAP1
Fut4,FUT4
Ptpn22,PTPN22
Vill,VILL
Zfp623,ZNF623
Gm11992,C7orf57
Vsx1,VSX1
Pkhd1,PKHD1
2310022B05Rik,C1orf198
F12,F12
Metrn,METRN
Serpinf2,SERPINF2
Slfn14,SLFN14
Malrd1,MALRD1
Hivep1,HIVEP1
Rfwd3,RFWD3
Mtg1,MTG1
Grk4,GRK4
Odad3,ODAD3
Adgrg7,ADGRG7
Cd99l2,CD99L2
Crb3,CRB3
Ccm2,CCM2
Percc1,PERCC1
Tm4sf19,TM4SF19
Smyd4,SMYD4
Telo2,TELO2
Qsox2,QSOX2
Rtl5,RTL5
Safb2,SAFB2
Actl10,ACTL10
Dmac2l,DMAC2L
Mettl18,METTL18
Srd5a1,SRD5A1
Ybey,YBEY
Hspa12a,HSPA12A
Ciita,CIITA
Ankdd1b,ANKDD1B
Clec5a,CLEC5A
Lipa,LIPA
Hao2,HAO2
Clcc1,CLCC1
Ascl4,ASCL4
Tsen2,TSEN2
Dok3,DOK3
Trp53i13,TP53I13
Nsrp1,NSRP1
Dnlz,DNLZ
Gabrd,GABRD
Dkk3,DKK3
Eras,ERAS
Zyg11a,ZYG11A
Cecr2,CECR2
Fam13a,FAM13A
Marchf1,MARCHF1
Fancc,FANCC
Rtel1,RTEL1
Angptl8,ANGPTL8
Akap11,AKAP11
Ovch2,OVCH2
Spic,SPIC
Aurkaip1,AURKAIP1
Dync2i1,DYNC2I1
Fut7,FUT7
Spata4,SPATA4
Prr11,PRR11
Apoa5,APOA5
Pla2g2f,PLA2G2F
Ccdc125,CCDC125
Cpn2,CPN2
Lrrc46,LRRC46
Pcdhgb1,PCDHGB1
Prr9,PRR9
Slco4a1,SLCO4A1
Irf3,IRF3
Gm614,CXorf65
Zfp69,ZFP69
Tmprss11a,TMPRSS11A
Nudt7,NUDT7
Pold4,POLD4
Bbs12,BBS12
Dydc1,DYDC1
Mrpl50,MRPL50
Cd28,CD28
Sde2,SDE2
Igf1,IGF1
Epb42,EPB42
Cabp4,CABP4
Eppk1,EPPK1
Hmgb4,HMGB4
Mdh1b,MDH1B
Tmem70,TMEM70
Stard6,STARD6
Tcn2,TCN2
Scpep1,SCPEP1
Impg2,IMPG2
Rpp38,RPP38
Csf3,CSF3
Cfp,CFP
Fhad1,FHAD1
H2-DMb1,SLA-DMB
Klhdc7a,KLHDC7A
Zfp382,ZNF382
4833420G17Rik,C5orf34
Kash5,KASH5
Cdca3,CDCA3
Tspo2,TSPO2
Mpzl1,MPZL1
Adh4,ADH4
C1qa,C1QA
Kif24,KIF24
Pde4c,PDE4C
Topaz1,TOPAZ1
Il23a,IL23A
Ugt2b1,UGT2B31
Znhit6,ZNHIT6
Saxo1,SAXO1
Prss57,PRSS57
Vsig10,VSIG10
Tmem26,TMEM26
Pak1ip1,PAK1IP1
C6,C6
Fam234a,FAM234A
Ang,ANG
Ibsp,IBSP
Cdt1,CDT1
F7,F7
Gtpbp8,GTPBP8
Pcdha3,PCDHA3
Iqub,IQUB
Sphkap,SPHKAP
F10,F10
Mrpl55,MRPL55
Cyp2j9,CYP2J34
Abcb8,ABCB8
Stpg4,STPG4
Sult1a1,SULT1A3
Knstrn,KNSTRN
Calhm6,CALHM6
Lrrc69,LRRC69
Tmem221,TMEM221
Ifi35,IFI35
Dbx2,DBX2
Eme1,EME1
Gm14137,C15orf62
Tepsin,TEPSIN
Clu,CLU
Oip5,OIP5
Krt39,KRT39
Orc1,ORC1
Fhdc1,FHDC1
Teddm1a,TEDDM1
Rexo5,REXO5
Pgap6,PGAP6
Glmn,GLMN
Mtres1,MTRES1
Il27,IL27
Elovl3,ELOVL3
Lgals1,LGALS1
Il1rap,IL1RAP
Emc10,EMC10
Lrp11,LRP11
Sec16b,SEC16B
Gas2l2,GAS2L2
Cyp27a1,CYP27A1
Gm24452,SNORD27
Nsun7,NSUN7
Tspyl2,TSPYL2
Armcx2,ARMCX2
Gsg1l2,GSG1L2
Spata18,SPATA18
Cfap221,CFAP221
Cfap97,CFAP97
Tmem81,TMEM81
Scand1,SCAND1
Zc2hc1c,ZC2HC1C
Asxl1,ASXL1
Pimreg,PIMREG
Apoe,APOE
Prcd,PRCD
Bpifa3,BPIFA3
Taf1c,TAF1C
Ltb,LTB
Adamts13,ADAMTS13
Ribc2,RIBC2
Map3k21,MAP3K21
Foxi2,FOXI2
Polrmt,POLRMT
Tmem138,TMEM138
Ccl21a,CCL21
Hsd17b8,HSD17B8
Cyp4a12b,CYP4A24
Stra8,STRA8
Fabp6,FABP6
Opalin,OPALIN
Gcm1,GCM1
Vsig10l,VSIG10L
Pdilt,PDILT
Pxdc1,PXDC1
Kplce,KPLCE
Dsn1,DSN1
Abhd11,ABHD11
Ctbs,CTBS
Dcstamp,DCSTAMP
Akip1,AKIP1
Pbxip1,PBXIP1
Eci2,ECI2
H2-Ab1,SLA-DQB1
Rpain,RPAIN
Sphk1,SPHK1
Ell3,ELL3
Csf1,CSF1
Bhlha9,BHLHA9
Krt12,KRT12
Hoatz,HOATZ
Ipcef1,IPCEF1
Il22ra2,IL22RA2
Ms4a1,MS4A1
Tram1l1,TRAM1L1
Tefm,TEFM
Apob,APOB
4933405L10Rik,C16orf86
Gkn2,GKN2
Il20rb,IL20RB
Susd5,SUSD5
Vrk3,VRK3
Cend1,CEND1
Ubap1l,UBAP1L
Sell,SELL
Sorbs3,SORBS3
Sptlc3,SPTLC3
Trdn,TRDN
Mkrn2os,MKRN2OS
Cpa2,CPA2
Nbn,NBN
Pot1a,POT1
Mab21l3,MAB21L3
Tcf19,TCF19
Catsper4,CATSPER4
Adig,ADIG
Zfp217,ZNF217
Cdhr2,CDHR2
Higd1b,HIGD1B
Il5ra,IL5RA
Fam216a,FAM216A
Cpm,CPM
Plekhn1,PLEKHN1
Clec12b,CLEC12B
Atp8b3,ATP8B3
Gpr55,GPR55
Dpep2,DPEP2
Slc24a1,SLC24A1
Pwwp3b,PWWP3B
Lysmd4,LYSMD4
Serpinb11,SERPINB11
Tff2,TFF2
Gpa33,GPA33
Lrif1,LRIF1
Thtpa,THTPA
Nkx3-1,NKX3-1
Gab3,GAB3
Klk6,KLK6
Cep44,CEP44
4930550C14Rik,C11orf65
Neu3,NEU3
Gp5,GP5
C1rl,C1RL
Rnf224,RNF224
Scaf11,SCAF11
Tmem116,TMEM116
Mt3,MT3
Gpr33,GPR33
Btc,BTC
S100g,S100G
Slc10a6,SLC10A6
Glipr1,GLIPR1
Ccer1,CCER1
Eng,ENG
Ccdc172,CCDC172
Ldhd,LDHD
Krt26,KRT26
Kxd1,KXD1
Kank4,KANK4
H2-Ob,HLA-DOB
Lyve1,LYVE1
Cabcoco1,CABCOCO1
Lrrc26,LRRC26
Dgat2l6,DGAT2L6
Lsm8,LSM8
Tango2,TANGO2
Ctxnd2,CTXND2
Nudt5,NUDT5
Mbd4,MBD4
Thap3,THAP3
Il22,IL22
Rnase4,RNASE4
Alb,ALB
Acbd4,ACBD4
Mtfr1,MTFR1
Atp7b,ATP7B
Col6a3,COL6A3
Icam4,ICAM4
Inpp5k,INPP5K
Fam162b,FAM162B
Adm,ADM
Adgrg3,ADGRG3
Ctsw,CTSW
Afp,AFP
Cd83,CD83
Rpap2,RPAP2
Klf14,KLF14
Gbp2,GBP2
Npff,NPFF
Glyatl3,GLYATL3
Pbld1,PBLD
Ctc1,CTC1
Rbm12b2,RBM12B
Slc44a5,SLC44A5
Iqcg,IQCG
Gabrq,GABRQ
Ranbp3l,RANBP3L
Nom1,NOM1
Tmprss11d,TMPRSS11D
Usp42,USP42
Mdm1,MDM1
Rgsl1,RGSL1
Fastkd1,FASTKD1
Shisa5,SHISA5
Bpifc,BPIFC
Mef2b,MEF2B
Vwa3b,VWA3B
Timm21,TIMM21
Cmpk2,CMPK2
Aff1,AFF1
Gfi1b,GFI1B
Cyp4a12a,CYP4A21
Vegfb,VEGFB
Treml1,TREML1
Atad5,ATAD5
Urb2,URB2
Nrk,NRK
Terb1,TERB1
Neil2,NEIL2
Chaf1a,CHAF1A
2810459M11Rik,C2orf72
Cimap2,CIMAP2
Fgd5,FGD5
Tmem130,TMEM130
H1f10,H1-10
Aanat,AANAT
Prr15,PRR15
Pkm,PKM
Irgq,IRGQ
Catsper2,CATSPER2
Elob,ELOB
Sec14l4,SEC14L4
Plaur,PLAUR
Afmid,AFMID
Tas2r130,TAS2R7
Septin3,SEPTIN3
Art5,ART5
Tsr3,TSR3
Gm34066,C2orf66
Ramp2,RAMP2
AW554918,KIAA1328
Cd44,CD44
mt-Nd4l,ND4L
Hrh4,HRH4
Stn1,STN1
Lrrc34,LRRC34
Ndufb6,NDUFB6
Mfsd9,MFSD9
Gdf3,GDF3
Nopchap1,NOPCHAP1
Selenow,SELENOW
Nps,NPS
Frey1,FREY1
Nmu,NMU
Ptprj,PTPRJ
Angpt4,ANGPT4
Cars2,CARS2
Acox3,ACOX3
Etv2,ETV2
Dmrta1,DMRTA1
Areg,AREG
Gpx4,GPX4
Bbs10,BBS10
Yae1d1,YAE1
Dohh,DOHH
9130401M01Rik,C8orf76
Tor1aip1,TOR1AIP1
BC016579,C3orf52
Tnfsf15,TNFSF15
Stap2,STAP2
Ndufa11,NDUFA11
Tor3a,TOR3A
Abca6,ABCA6
Iqcd,IQCD
Dpm2,DPM2
Pdzd9,PDZD9
Upb1,UPB1
Gen1,GEN1
Vrk2,VRK2
Pou2af3,POU2AF3
Cfap157,CFAP157
Fam210b,FAM210B
Mcfd2,MCFD2
Zfp408,ZNF408
Slc41a3,SLC41A3
Oc90,OC90
Haspin,HASPIN
Fam170a,FAM170A
Ccpg1,CCPG1
Rnaseh2c,RNASEH2C
Adamts7,ADAMTS7
Slc19a3,SLC19A3
Trim21,TRIM21
Mettl27,METTL27
Ascl2,ASCL2
Cd101,CD101
Pglyrp4,PGLYRP4
St3gal6,ST3GAL6
Gabarapl2,GABARAPL2
Lrrc74a,LRRC74A
Alg13,ALG13
4930523C07Rik,KIAA0040
Cd19,CD19
Crybg2,CRYBG2
Serhl,SERHL2
mt-Nd5,ND5
Plaat5,PLAAT5
Ccl22,CCL22
Msr1,MSR1
BC028528,C1orf54
Uqcc3,UQCC3
Prrg2,PRRG2
Il15,IL15
Prlr,PRLR
Cblc,CBLC
Tmem106a,TMEM106A
Gzma,GZMA
Cfap65,CFAP65
Ticrr,TICRR
Pdyn,PDYN
Mtarc2,MTARC2
Cxcl9,CXCL9
Tnfrsf11a,TNFRSF11A
Ttc23,TTC23
Rarres1,RARRES1
Pglyrp2,PGLYRP2
Sla2,SLA2
Klk10,KLK10
Mixl1,MIXL1
Chi3l1,CHI3L1
Ankle2,ANKLE2
Gm2a,GM2A
Zp3,ZP3
Slc46a2,SLC46A2
Ccdc122,CCDC122
Pla2g2d,PLA2G2D
Cybc1,CYBC1
Cst6,CST6
Asah1,ASAH1
Crb1,CRB1
Ppp1r3g,PPP1R3G
Ambn,AMBN
Ambp,AMBP
Fam185a,FAM185A
Ubxn10,UBXN10
Tedc1,TEDC1
Hddc3,HDDC3
Bglap2,BGLAP
Rad9b,RAD9B
Catsper3,CATSPER3
Masp1,MASP1
Cfd,CFD
Lasp1,LASP1
Apcs,APCS
Cdc25c,CDC25C
Il17a,IL17A
Cnst,CNST
Il12rb2,IL12RB2
Nlrp6,NLRP6
Tlcd2,TLCD2
Evc2,EVC2
Capn13,CAPN13
Prtn3,PRTN3
Gm4984,MPC1L
Ildr1,ILDR1
Slfnl1,SLFNL1
Cd6,CD6
Xkr8,XKR8
Cflar,CFLAR
Zc3h3,ZC3H3
Gpr35,GPR35
Evc,EVC
Rab8b,RAB8B
Patl2,PATL2
Sdhaf4,SDHAF4
Eme2,EME2
Nme9,NME9
Ripk1,RIPK1
Nfe2l3,NFE2L3
Fadd,FADD
Gtsf1l,GTSF1L
Il19,IL19
Srfbp1,SRFBP1
Mbd2,MBD2
Arl15,ARL15
Ppp6r2,PPP6R2
Btnl9,BTNL9
Prob1,PROB1
Rex1bd,REX1BD
Stk33,STK33
Chst12,CHST12
Bin2,BIN2
Zkscan6,ZNF18
Tapbp,TAPBP
Bricd5,BRICD5
Gal3st2,GAL3ST2
Cngb3,CNGB3
Nufip1,NUFIP1
Lat,LAT
Hpx,HPX
Jhy,JHY
Psrc1,PSRC1
Setdb2,SETDB2
Ly6g6d,LY6G6D
Thbd,THBD
Pglyrp3,PGLYRP3
Cdk5rap2,CDK5RAP2
Pth,PTH
Smim22,SMIM22
Hexb,HEXB
Dynlt5,DYNLT5
Kazn,KAZN
Nanos3,NANOS3
Ly6g5b,LY6G5B
Acp1,ACP1
Ttll10,TTLL10
Plb1,PLB1
Spata7,SPATA7
Serpine3,SERPINE3
Chchd1,CHCHD1
Mrps18a,MRPS18A
Xirp2,XIRP2
Rab40b,RAB40B
Magix,MAGIX
Pierce2,PIERCE2
Rftn1,RFTN1
Ccdc71,CCDC71
Ccdc170,CCDC170
Spmip9,SPMIP9
Mtus2,MTUS2
Gpr160,GPR160
Spag5,SPAG5
Paxx,PAXX
Zfp518b,ZNF518B
Il4i1,IL4I1
Ncapd3,NCAPD3
Dnajc5g,DNAJC5G
AU021092,C16orf89
Prickle4,PRICKLE4
Agt,AGT
Sting1,STING1
Snai3,SNAI3
Zfp804a,ZNF804A
Zscan29,ZSCAN29
Izumo1r,IZUMO1R
Xrcc3,XRCC3
Mrpl54,MRPL54
Ramp1,RAMP1
Lbp,LBP
Adgrf1,ADGRF1
Surf2,SURF2
Rhno1,RHNO1
Mbd1,MBD1
Zfp804b,ZNF804B
Crtam,CRTAM
Lhfpl7,LHFPL7
Hdgf,HDGF
Xpc,XPC
Lag3,LAG3
Clec14a,CLEC14A
Clic5,CLIC5
B3gnt6,B3GNT6
F8,F8
Lmo7,LMO7
Tex50,TEX50
Dlec1,DLEC1
Lrriq4,LRRIQ4
Rnase6,RNASE6
Gemin6,GEMIN6
Syde2,SYDE2
Amer2,AMER2
Msrb3,MSRB3
Exoc3l4,EXOC3L4
Lcn2,LCN2
Cfap74,CFAP74
Ltf,LTF
Slc39a4,SLC39A4
Clec1b,CLEC1B
Fam124b,FAM124B
Cenph,CENPH
Ccdc153,DRC12
Adam28,ADAM28
Nedd4,NEDD4
Echdc2,ECHDC2
Lat2,LAT2
Arhgef10,ARHGEF10
Bcam,BCAM
Gcm2,GCM2
Mrpl28,MRPL28
4930447C04Rik,C14orf39
Tmem184c,TMEM184C
Adgrf4,ADGRF4
Entpd1,ENTPD1
Primpol,PRIMPOL
Slirp,SLIRP
Ttc1,TTC1
Fbf1,FBF1
Odf2l,ODF2L
Tm2d1,TM2D1
Mylpf,MYL11
Selp,SELP
Myo15b,MYO15B
Rtl9,RTL9
Ccdc136,CCDC136
Terf1,TERF1
Cplane1,CPLANE1
Tcp11,TCP11
Mroh5,MROH5
Shld2,SHLD2
Spx,SPX
Ido1,IDO1
Eif4e1b,EIF4E1B
Cd79a,CD79A
Apoa2,APOA2
Adtrp,ADTRP
Mipol1,MIPOL1
Erp27,ERP27
4930503L19Rik,C18orf54
Arl16,ARL16
Bpifa1,BPIFA1
Dnai7,DNAI7
4930544D05Rik,C17orf107
Mycbp,MYCBP
Mpig6b,MPIG6B
Mtus1,MTUS1
Cenpj,CENPJ
Spata1,SPATA1
Pate3,PATE3
Gcnt7,GCNT7
Lamp2,LAMP2
Ccdc38,CCDC38
Fam177a2,FAM177A1
Vsig1,VSIG1
Dnaaf6,DNAAF6
Afm,AFM
Scp2d1,SCP2D1
Sec16a,SEC16A
Gatc,GATC
Uvssa,UVSSA
Adam8,ADAM8
mt-Atp8,ATP8
Dzip1l,DZIP1L
Hgs,HGS
P3r3urf,P3R3URF
Cd82,CD82
Prdm14,PRDM14
Cst7,CST7
Rnase12,RNASE12
Cep57l1,CEP57L1
Reg4,REG4
Ssc5d,SSC5D
Trarg1,TRARG1
Akap7,AKAP7
Tmem9b,TMEM9B
C8g,C8G
Proser2,PROSER2
Dhrs3,DHRS3
Mmrn2,MMRN2
Dhrs4,DHRS4
2310009B15Rik,C1orf53
Emb,EMB
Cd79b,CD79B
Elp4,ELP4
Poln,POLN
Fastkd2,FASTKD2
Siva1,SIVA1
Niban3,NIBAN3
Cep152,CEP152
Fam178b,FAM178B
Bod1l,BOD1L1
Mymx,MYMX
Tmem95,TMEM95
Spata45,SPATA45
Ly6g6f,LY6G6F
Tmigd1,TMIGD1
Tmem207,TMEM207
Fabp7,FABP7
Cmtm7,CMTM7
Zfp667,ZNF667
Slc17a4,SLC17A4
Itgal,ITGAL
Mmrn1,MMRN1
Tex52,TEX52
Slc38a10,SLC38A10
Noxo1,NOXO1
Pecam1,PECAM1
B3gnt3,B3GNT3
Aadacl4,AADACL4
Stat2,STAT2
Ccdc191,CCDC191
Spp2,SPP2
Wee2,WEE2
Il12b,IL12B
Lamp1,LAMP1
Car5a,CA5A
Ppp1r15b,PPP1R15B
Sec11c,SEC11C
Tapbpl,TAPBPL
Zcwpw2,ZCWPW2
Ldlrad1,LDLRAD1
Casp8,CASP8
Mybbp1a,MYBBP1A
Prr5l,PRR5L
Grp,GRP
Il18,IL18
2010003K11Rik,C11orf86
Syt8,SYT8
Tle7,TLE7
Tex14,TEX14
Ccdc14,CCDC14
Fan1,FAN1
Gm11939,KRTAP3-1
AI661453,C6orf132
Ttll6,TTLL6
Nupr1,NUPR1
Cfap126,CFAP126
Map7d2,MAP7D2
Tmem140,TMEM140
Riiad1,RIIAD1
Ttf2,TTF2
Pigv,PIGV
Mrps36,KGD4
Jchain,JCHAIN
Zscan12,ZSCAN12
Spata6l,SPATA6L
Haus7,HAUS7
Syne4,SYNE4
Hsd17b1,HSD17B1
Tmem80,TMEM80
Gpr179,GPR179
Sult2a5,SULT2A1
Rabl6,RABL6
Cln8,CLN8
Egf,EGF
Frmpd2,FRMPD2
Ermap,ERMAP
Nsl1,NSL1
Mageb18,MAGEB18
Cd274,CD274
Padi6,PADI6
F11r,F11R
Calcr,CALCR
Mgam2-ps,MGAM2
Tlr4,TLR4
Sftpb,SFTPB
Armcx6,ARMCX6
Ncan,NCAN
Nckap5,NCKAP5
Gm867,C22orf15
Whamm,WHAMM
Fam124a,FAM124A
Chil5,CHIA
Lrrc56,LRRC56
Impg1,IMPG1
Map3k19,MAP3K19
Snapc2,SNAPC2
Slc34a3,SLC34A3
Ccdc180,CCDC180
Adam7,ADAM7
Chid1,CHID1
Ermn,ERMN
Ubqln3,UBQLN3
Cep131,CEP131
Rflna,RFLNA
Ces3a,CES3
Ccdc24,CCDC24
Npdc1,NPDC1
Tspyl1,TSPYL1
Clnk,CLNK
Nectin3,NECTIN3
2700049A03Rik,KIAA0586
P2rx5,P2RX5
Il10rb,IL10RB
Nlrc5,NLRC5
Pex26,PEX26
Nmb,NMB
Amtn,AMTN
Dcdc2b,DCDC2B
Arhgef5,ARHGEF5
Lypd4,LYPD4
Tmem150b,TMEM150B
Zfp251,ZNF251
Gp6,GP6
Slc6a18,SLC6A18
Igsf10,IGSF10
Bak1,BAK1
Lgals3bp,LGALS3BP
3425401B19Rik,C10orf71
Pla2g3,PLA2G3
H2-DMa,SLA-DMA
Zfpm1,ZFPM1
Otos,OTOS
Spmip3,SPMIP3
Il21,IL21
Dzip1,DZIP1
Lcor,LCOR
Rnf7,RNF7
Ceacam19,CEACAM19
Slc66a2,SLC66A2
Cox8b,COX8H
Zfp524,ZNF524
Il1rl2,IL1RL2
Npb,NPB
Scgb3a2,SCGB3A2
Arl8b,ARL8B
Phrf1,PHRF1
Ptprcap,PTPRCAP
Hes3,HES3
Tas2r108,TAS2R4
Serping1,SERPING1
Recql4,RECQL4
Gtf3c6,GTF3C6
Trf,TF
Phlda2,PHLDA2
Slc17a3,SLC17A3
Spaar,SPAAR
Farp2,FARP2
Gm5478,KRT5
Fbxo43,FBXO43
Dnaaf2,DNAAF2
Sfxn4,SFXN4
Ttc12,TTC12
Gzmm,GZMM
Klk1b5,KLK1
Odaph,ODAPH
Sdhd,SDHD
Cnih3,CNIH3
Tmem74bos,C20orf202
Mslnl,MSLNL
Tmem213,TMEM213
Pml,PML
Tomm20l,TOMM20L
Ripply2,RIPPLY2
Tnfsf13b,TNFSF13B
Gemin8,GEMIN8
Ccl17,CCL17
Spring1,SPRING1
Sftpc,SFTPC
Gm36210,C19orf85
Aadacl3,AADACL3
Epcip,EPCIP
D630003M21Rik,KIAA1755
Cer1,CER1
Gsdme,GSDME
Baat,BAAT
Ip6k3,IP6K3
Adm2,ADM2
Mlana,MLANA
Slc15a5,SLC15A5
Tifab,TIFAB
Cd3e,CD3E
Sgta,SGTA
Zc3h12d,ZC3H12D
Plvap,PLVAP
Gm94,C5orf46
Wdr49,WDR49
Kcnmb3,KCNMB3
Il18rap,IL18RAP
Ptprc,PTPRC
Marchf10,MARCHF10
Cep15,CEP15
Dcbld1,DCBLD1
Zfp853,ZNF853
Ucn2,UCN2
9530068E07Rik,C5orf15
Vamp2,VAMP2
Akain1,AKAIN1
Cenpo,CENPO
Tnfrsf4,TNFRSF4
Prox2,PROX2
Il5,IL5
Pspn,PSPN
Wdr90,WDR90
Defb41,DEFB110
Adamdec1,ADAMDEC1
Tm6sf2,TM6SF2
Best1,BEST1
Pkib,PKIB
Cfap90,CFAP90
Clic6,CLIC6
Retnlb,RETNLB
Mesp2,MESP2
Trim65,TRIM65
Cdca5,CDCA5
Zcwpw1,ZCWPW1
Cobll1,COBLL1
AW551984,VWA5A
Zfand2a,ZFAND2A
Irf9,IRF9
Bfsp1,BFSP1
Dclre1a,DCLRE1A
Ccdc9b,CCDC9B
Cep164,CEP164
Nepro,NEPRO
Cd37,CD37
