human gene name,chimpanzee gene name
SMAP1,SMAP1
PDP1,PDP1
SEC14L6,SEC14L6
SVOPL,SVOPL
RFX3,RFX3
FIG4,FIG4
SPMIP9,SPMIP9
MIR665,ptr-mir-665
SNORD114-30,SNORD114-30
RFLNB,RFLNB
PLA2G2A,PLA2G2A
FAAP20,FAAP20
SALL3,SALL3
RET,RET
PEPD,PEPD
ZNF749,ZNF749
LCK,LCK
SAMD3,SAMD3
APEH,APEH
PLCD4,PLCD4
PEX5L,PEX5L
INSR,INSR
RTCA,RTCA
CUX2,CUX2
NACA2,NACA2
DYNLT5,DYNLT5
CSAD,CSAD
HEPACAM2,HEPACAM2
EPHA8,EPHA8
PPP1R15A,PPP1R15A
BTNL8,BTNL8
PON2,PON2
CCDC70,CCDC70
VPS51,VPS51
MAP4K4,MAP4K4
CLSTN3,CLSTN3
PIDD1,PIDD1
MORN1,MORN1
SERPINB11,SERPINB11
DAB1,DAB1
DCAF12L1,DCAF12L1
HAUS8,HAUS8
GRSF1,GRSF1
GRIPAP1,GRIPAP1
BSND,BSND
BSDC1,BSDC1
ZNF728,ZNF728
PGM3,PGM3
CST5,CST5
SNORD34,SNORD34
CUL7,CUL7
TMDD1,TMDD1
FEZF2,FEZF2
MMAB,MMAB
GCGR,GCGR
OR51V1,OR51V1
OR3A1,OR3A1
DNAI3,DNAI3
DACT1,DACT1
BAHCC1,BAHCC1
ATXN3,ATXN3
LPIN1,LPIN1
FNBP1,FNBP1
CTSA,CTSA
DEPP1,DEPP1
IGLC7,IGLC7
HMMR,HMMR
ME2,ME2
TBC1D32,TBC1D32
STPG4,STPG4
HELLS,HELLS
MIIP,MIIP
SLC22A25,SLC22A25
ZNF438,ZNF438
ADARB1,ADARB1
TTN,TTN
MAGEA4,MAGEA4
OR6Q1,OR6Q1
APOE,APOE
PRND,PRND
ZNF155,ZNF155
GIGYF1,GIGYF1
C1orf94,C1H1orf94
NFATC2,NFATC2
OR10H4,OR10H4
OR2AK2,OR2AK2
WWC3,WWC3
ZNF830,ZNF830
OR52E6,OR52E6
GPN1,GPN1
SAXO3,SAXO3
FAM135A,FAM135A
RFX7,RFX7
SSC5D,SSC5D
ANKS1B,ANKS1B
ZNF280A,ZNF280A
WDR48,WDR48
KCNK18,KCNK18
ACSL1,ACSL1
OR52B4,OR52B4
OR8D4,OR8D4
CCDC117,CCDC117
ODAM,ODAM
PEBP4,PEBP4
NKAPL,NKAPL
BMAL1,ARNTL
OSBPL3,OSBPL3
ZNF534,ZNF534
OR10C1,OR10C1
OR2B6,OR2B6
ITLN1,ITLN1
OR8B2,OR8B2
ATP9A,ATP9A
FAM237B,FAM237B
HMSD,HMSD
MTMR3,MTMR3
MCM3,MCM3
SAA1,SAA1
WDR45,WDR45
B3GALT5,B3GALT5
ZNF683,ZNF683
PCOLCE2,PCOLCE2
NR1H3,NR1H3
OR8H2,OR8H2
OR2L5,OR2L5
SNORD13,SNORD13
OR6C68,OR6C68
PTK7,PTK7
CCDC9,CCDC9
ZFP37,ZFP37
PPFIA1,PPFIA1
NMUR2,NMUR2
OR4K1,OR4K1
SERPINB13,SERPINB13
TRIM39,TRIM39
ACO2,ACO2
NOTCH2,NOTCH2
NUDT22,NUDT22
OGT,OGT
KLRF2,KLRF2
CST11,CST11
NCR2,NCR2
TESK2,TESK2
IFNAR2,IFNAR2
GCK,GCK
MOV10L1,MOV10L1
OR8I2,OR8I2
PEX11G,PEX11G
SULF1,SULF1
CETN1,CETN1
TFAP2B,TFAP2B
CLUAP1,CLUAP1
ACSF2,ACSF2
LINC03040,LINC03040
DCTD,DCTD
MYO18B,MYO18B
ZNF560,ZNF560
AEBP2,AEBP2
AARD,AARD
NBR1,NBR1
ALG11,ALG11
OR4S1,OR4S1
FAM228A,FAM228A
ALDH1A1,ALDH1A1
CBFA2T2,CBFA2T2
MILR1,MILR1
CD7,CD7
MS4A15,MS4A15
THEM4,THEM4
NANOGNB,NANOGNB
STXBP1,STXBP1
CD163,CD163
THAP8,THAP8
RIN2,RIN2
CAMKK1,CAMKK1
FAM209B,FAM209B
TGFBI,TGFBI
CCT6A,CCT6A
DOCK8,DOCK8
FAM118A,FAM118A
CSPG5,CSPG5
ABCA10,ABCA10
LMTK3,LMTK3
KRT72,KRT72
STX3,STX3
INTU,INTU
BCL2L10,BCL2L10
CMC4,CMC4
CIMIP7,C3H3orf84
KRTAP4-2,KRTAP4-2
CHI3L2,CHI3L2
FAM111A,FAM111A
SMARCA1,SMARCA1
GPX6,GPX6
CSH2,GH1
AHCY,AHCY
USP9Y,USP9Y
TM9SF3,TM9SF3
CCDC120,CCDC120
PML,PML
NRDC,NRDC
SNORA16B,SNORA16B
ELOVL3,ELOVL3
LGALS2,LGALS2
ZBTB7B,ZBTB7B
GPR161,GPR161
LGALS9C,LGALS9C
CENPVL3,CENPVL3
ANKHD1,EIF4EBP3
SRA1,SRA1
ODF1,ODF1
PARP3,PARP3
SEPTIN11,SEPTIN11
MFSD8,MFSD8
RPN2,RPN2
ENPEP,ENPEP
MOB1A,MOB1A
GATB,GATB
SCNN1A,SCNN1A
H2BC18,H2BC18
CD300H,CD300H
ABHD12,ABHD12
HAVCR2,HAVCR2
KCNIP2,KCNIP2
FGFR4,FGFR4
FAM83F,FAM83F
CMA1,CMA1
CCDC183,CCDC183
FOXI3,FOXI3
RARS2,RARS2
ABCC11,ABCC11
RAMP3,RAMP3
TPST2,TPST2
USP7,USP7
PRAM1,PRAM1
IFI6,IFI6
ANAPC7,ANAPC7
KRT10,KRT10
ZNF536,ZNF536
MYCBPAP,MYCBPAP
LENG9,LENG9
C2orf92,C2orf92
C2CD4B,C2CD4B
GLE1,GLE1
TBC1D15,TBC1D15
RORB,RORB
SHROOM1,SHROOM1
KIF18B,KIF18B
MATR3,MATR3
IRF7,IRF7
FBF1,FBF1
OR14K1,OR14K1
ZNF229,ZNF229
FXYD2,FXYD2
LENG1,LENG1
FABP2,FABP2
SMIM9,SMIM9
SLC22A14,SLC22A14
BSPH1,BSPH1
APOC3,APOC3
C20orf96,C20H20orf96
SRRM2,SRRM2
PAFAH1B1,PAFAH1B1
DPEP3,DPEP3
TEX44,TEX44
OXNAD1,OXNAD1
OR52L1,OR52L1
PLCD1,PLCD1
DCDC2C,DCDC2C
C6orf15,C6H6orf15
LMAN1L,LMAN1L
STMN3,STMN3
ADAM7,ADAM7
R3HCC1L,R3HCC1L
DMRTB1,DMRTB1
SLX9,SLX9
CFAP95,CFAP95
PTPN11,PTPN11
CD1A,CD1A
UGT3A1,UGT3A1
SH3D21,SH3D21
AP2M1,AP2M1
SMC6,SMC6
EI24,EI24
KLHL3,KLHL3
OR14A16,OR14A16
RGL1,RGL1
CCDC157,CCDC157
SERPINB4,SERPINB4
OR6Y1,OR6Y1
ROR1,ROR1
PCCB,PCCB
GCSAM,GCSAM
TUSC1,TUSC1
HDAC5,HDAC5
RELL2,RELL2
KLHDC7A,KLHDC7A
POLK,POLK
PDK1,PDK1
SMOX,SMOX
CD300LD,CD300LD
CD1E,CD1E
MIR649,ptr-mir-649
MINDY4,MINDY4
PCNT,PCNT
VMP1,VMP1
ZNF394,ZNF394
WBP2NL,WBP2NL
ZNF598,ZNF598
CNBP,CNBP
OR5AK3P,OR5AK3P
HYPK,HYPK
SNORA30B,SNORA30B
VENTX,VENTX
CCDC148,CCDC148
SIGLEC7,SIGLEC7
VRK1,VRK1
PAK3,PAK3
GOT1L1,GOT1L1
NINL,NINL
MYH6,MYH6
CFAP97,CFAP97
GZMM,GZMM
KICS2,KICS2
MRGPRD,MRGPRD
HROB,HROB
SNAPC4,SNAPC4
NOL10,NOL10
ARID1B,ARID1B
AGER,AGER
KCNK1,KCNK1
SLC37A4,SLC37A4
SNORA40C,SNORA40C
ANKRD18A,ANKRD18A
SCGB2B2,SCGB2B2
LCN12,LCN12
C7orf78,C7orf78
PRTN3,PRTN3
ZNF207,ZNF207
DST,DST
TH,TH
TAF1C,TAF1C
CASTOR1,CASTOR1
OR8K1,OR8K1
OR10Q1,OR10Q1
EHBP1,EHBP1
COASY,COASY
CTSG,CTSG
EBLN1,EBLN1
TCEA1,TCEA1
MBNL3,MBNL3
TOGARAM2,TOGARAM2
MDH1,MDH1
PSMD13,PSMD13
CDC123,CDC123
VN1R1,VN1R1
B3GALT2,B3GALT2
PLG,PLG
ITIH2,ITIH2
OR13C5,OR13C5
VLDLR,VLDLR
TEX13D,TEX13D
YTHDF3,YTHDF3
NLRP3,NLRP3
RPUSD3,RPUSD3
SPATA12,SPATA12
SCGB2A1,SCGB2A1
SYNRG,SYNRG
FAM174B,FAM174B
CEP85L,CEP85L
ARFGAP1,ARFGAP1
R3HDM2,R3HDM2
OR2T11,OR2T11
FBH1,FBH1
FAM149A,FAM149A
XRCC3,XRCC3
C2CD2L,C2CD2L
IFNA17,IFNA17
PRELID2,PRELID2
CCDC33,CCDC33
CDK18,CDK18
MAP3K20,MAP3K20
BCAR1,BCAR1
TTLL4,TTLL4
MAGEA2,MAGEA2
TAS2R42,TAS2R42
HSD17B7,HSD17B7
ASCL4,ASCL4
ZNF311,ZNF311
CCL26,CCL26
SNX7,SNX7
ECD,ECD
LUZP4,LUZP4
TSPAN7,TSPAN7
ZSCAN2,ZSCAN2
CCDC24,CCDC24
CD58,CD58
LYPD2,LYPD2
RBM22,RBM22
FBXL20,FBXL20
TLK2,TLK2
OR2L8,OR2L8
OR5J2,OR5J2
TTC3,TTC3
NUDT17,NUDT17
ATXN7L2,ATXN7L2
SMCO2,SMCO2
CPHXL,CPHXL
CDK5RAP2,CDK5RAP2
DHRS2,DHRS2
OR7G1,OR7G1
OR4D11,OR4D11
OR14I1,OR14I1
OR8D2,OR8D2
OR5M8,OR5M8
DDX20,DDX20
YTHDF2,YTHDF2
PPP1R12B,PPP1R12B
ERMN,ERMN
EIF4G2,EIF4G2
CPSF6,CPSF6
MT4,MT4
C3orf52,C3H3orf52
PRICKLE2,PRICKLE2
SCT,SCT
EIF4E2,EIF4E2
ICA1L,ICA1L
CHRNA1,CHRNA1
PPP1R12C,PPP1R12C
P2RX2,P2RX2
OR5AK2,OR5AK2
CHID1,CHID1
HRG,HRG
MYBPC2,MYBPC2
ZNF221,ZNF221
LETM1,LETM1
TMEM140,TMEM140
CACNA1B,CACNA1B
CAPN5,CAPN5
NUDT5,NUDT5
CCN6,CCN6
GDF15,GDF15
TMC7,TMC7
REL,REL
FCRL3,FCRL3
BBOF1,BBOF1
RGS7,RGS7
LGSN,LGSN
MIA3,MIA3
PANO1,PANO1
AQP12B,AQP12B
RHOXF1,RHOXF1
LCE3E,LCE3E
CCL3,CCL3
CCL4,CCL4
PHETA1,PHETA1
CR2,CR2
CDH15,CDH15
UBE2NL,UBE2NL
MEGF6,MEGF6
PECR,PECR
MCOLN1,MCOLN1
C6orf141,C6H6orf141
OR9G1,OR9G1
MT1HL1,MT1HL1
PLPPR4,PLPPR4
CYB561A3,CYB561A3
SLC2A9,SLC2A9
FHIP2B,FHIP2B
LPAR1,LPAR1
MS4A13,MS4A13
PSORS1C1,PSORS1C1
KDM4F,KDM4F
PUS1,PUS1
DHDH,DHDH
MTO1,MTO1
TGFBR2,TGFBR2
TNFRSF10B,TNFRSF10B
CCDC200,CCDC200
RFX8,RFX8
PNPLA7,PNPLA7
AMPD2,AMPD2
MIR548N,MIR548N
SLIT3,SLIT3
UBE4B,UBE4B
ADAMTS13,ADAMTS13
ADAMTS12,ADAMTS12
RIPPLY1,RIPPLY1
SIMC1,SIMC1
ARHGEF1,ARHGEF1
SMYD4,SMYD4
TRPM3,TRPM3
DFFA,DFFA
ADGRL1,ADGRL1
ZNF655,ZNF655
MYBPC1,MYBPC1
OR8J1,OR8J1
SLC47A2,SLC47A2
SCGB1D2,SCGB1D2
TEX22,TEX22
FAU,FAU
HSPA12A,HSPA12A
IRX4,IRX4
GLT1D1,GLT1D1
SLC44A5,SLC44A5
CALCOCO2,CALCOCO2
LILRA5,LILRA5
PHKA1,PHKA1
NEK10,NEK10
CD6,CD6
C4BPA,C4BPA
SLC30A9,SLC30A9
OR13A1,OR13A1
ERBIN,ERBIN
DRD4,DRD4
CD300C,CD300C
GRIN3B,GRIN3B
ADAMTS17,ADAMTS17
SRM,SRM
H1-6,H1-6
NKAIN4,NKAIN4
ZNF630,ZNF630
ELOVL4,ELOVL4
ANKRD22,ANKRD22
WFDC9,WFDC9
MS4A12,MS4A12
IDH3A,IDH3A
KISS1R,KISS1R
PPARG,PPARG
PDXK,PDXK
EHMT2,EHMT2
GC,GC
CDK5,CDK5
LRFN5,LRFN5
CRCT1,CRCT1
LCE1B,LCE1B
LCE5A,LCE5A
KRTAP1-1,KRTAP1-1
MAPK12,MAPK12
BUB1B,BUB1B
GSN,GSN
CCDC178,CCDC178
CLEC4F,CLEC4F
ATXN2L,ATXN2L
ATP2A3,ATP2A3
RANBP10,RANBP10
BUB1,BUB1
BMPR1B,BMPR1B
TGFB2,TGFB2
PATJ,PATJ
PIP5K1B,PIP5K1B
LHFPL3,LHFPL3
CCNI2,CCNI2
CCHCR1,CCHCR1
SNRNP25,SNRNP25
C5orf47,C5H5orf47
GUCA1A,GUCA1A
SFSWAP,SFSWAP
SLFN5,SLFN5
STK24,STK24
SHLD1,SHLD1
AMELX,AMELX
MYH7B,MYH7B
MOB1B,MOB1B
PARP9,PARP9
AHNAK,AHNAK
RAET1E,RAET1E
KRT23,KRT23
PPFIBP1,PPFIBP1
OR11H4,OR11H4
ARHGAP20,ARHGAP20
OR5K3,OR5K3
ZSCAN5C,ZSCAN5C
SRY,SRY
CYP4F12,CYP4F12
AGTPBP1,AGTPBP1
ICA1,ICA1
TSPAN32,TSPAN32
TMEM255A,TMEM255A
LAMB1,LAMB1
OXGR1,OXGR1
CEACAM16,CEACAM16
IGSF5,IGSF5
NAT2,NAT2
CSTL1,CSTL1
KRTAP21-3,KRTAP21-3
PRR9,PRR9
KIF7,KIF7
SLC36A4,SLC36A4
FSIP2,FSIP2
LIMA1,LIMA1
IMP4,IMP4
MAGEB10,MAGEB10
BST1,BST1
SLAMF9,SLAMF9
TOLLIP,TOLLIP
TBC1D3I,TBC1D3B
PRSS8,PRSS8
RNF151,RNF151
GSTZ1,GSTZ1
C20orf173,C20H20orf173
ATP2C1,ATP2C1
EPHB2,EPHB2
GGT7,GGT7
DSG4,DSG4
OR2F2,OR2F2
OTUD6A,OTUD6A
ZDHHC16,ZDHHC16
NBPF3,NBPF3
CCER1,CCER1
THSD8,THSD8
DUXB,DUXB
CASS4,CASS4
BECN2,BECN2
ZNF860,ZNF860
AGAP3,AGAP3
AFP,AFP
PRKD1,PRKD1
POLQ,POLQ
LAIR1,LAIR1
ARHGEF10,ARHGEF10
APOBEC3F,APOBEC3C
TMEM202,TMEM202
DDX53,DDX53
WDR36,WDR36
KLF6,KLF6
SMIM23,SMIM23
SHANK3,SHANK3
MRGPRX2,MRGPRX2
TSPOAP1,TSPOAP1
FAM177B,FAM177B
TMEM104,TMEM104
UBR1,UBR1
DAZL,DAZL
OR4D6,OR4D6
ZNF180,ZNF180
MTCL1,MTCL1
ELP5,C17orf81
HTN1,HTN1
CXCL6,CXCL6
EIPR1,EIPR1
DCC,DCC
GJD4,GJD4
OR1G1,OR1G1
ENPP2,ENPP2
CUL4B,CUL4B
ADGRE5,ADGRE5
DENND1A,DENND1A
ART4,ART4
OR14C36,OR14C36
GOLGA7,GOLGA7
RNASE8,RNASE8
IL17RE,IL17RE
SPAM1,SPAM1
UTP11,UTP11
OR51M1,OR51M1
TSEN34,TSEN34
SELPLG,SELPLG
ITGA3,ITGA3
USP46,USP46
EIF3L,EIF3L
RBM24,RBM24
ADAM28,ADAM28
ADAM22,ADAM22
COPS4,COPS4
MUC13,MUC13
BZW1,BZW1
PLCZ1,PLCZ1
MTRR,MTRR
ZMYND11,ZMYND11
CDH17,CDH17
SFRP4,SFRP4
CFAP97D2,CFAP97D2
ACOT2,ACOT2
JAKMIP3,JAKMIP3
GALK1,GALK1
SPNS2,SPNS2
CIAO3,CIAO3
SPEM1,SPEM1
OR4C13,OR4C13
VPS26B,VPS26B
PRMT5,PRMT5
USO1,USO1
BPIFA3,BPIFA3
NHSL1,NHSL1
NUB1,NUB1
CASP8AP2,CASP8AP2
RPL34,RPL34
EPHB3,EPHB3
PHYH,PHYH
ABCF1,ABCF1
FGD4,FGD4
MGAT5B,MGAT5B
TMPRSS5,TMPRSS5
UNC5A,UNC5A
KRTAP4-3,KRTAP4-3
PPP5C,PPP5C
OR1E2,OR1E2
C3orf33,C3H3orf33
SMIM34,SMIM34
UTP4,UTP4
IL4I1,IL4I1
PTBP3,PTBP3
RIT1,RIT1
SLC22A2,SLC22A2
MAGED1,MAGED1
LILRA4,LILRA4
PALS2,PALS2
TTC8,TTC8
TXNL1,TXNL1
TMTC1,TMTC1
CLSPN,CLSPN
RIPK4,RIPK4
FAM83D,FAM83D
ARPC2,ARPC2
RXRG,RXRG
LY6L,LY6L
STMND1,STMND1
RPS6KA6,RPS6KA6
FAM124A,FAM124A
THEMIS,THEMIS
TRIM9,TRIM9
SNORD90,SNORD90
SECTM1,SECTM1
LSM11,LSM11
OR8J3,OR8J3
DHX30,DHX30
TAS2R13,TAS2R13
CCDC12,CCDC12
KRTAP27-1,KRTAP27-1
NPRL3,NPRL3
SFTPA1,SFTPA1
NKG7,NKG7
CLDN24,CLDN24
FOXP1,FOXP1
TNFRSF11B,TNFRSF11B
GRHL1,GRHL1
SLC16A11,SLC16A11
EPB42,EPB42
EIF4A3,EIF4A3
PROC,PROC
ZNF79,ZNF79
DNAJA4,DNAJA4
MED19,MED19
CD84,CD84
HENMT1,HENMT1
SLX4IP,SLX4IP
OR5F1,OR5F1
CCDC27,CCDC27
RCC1,RCC1
UBE2J2,UBE2J2
KRT81,KRT81
SIDT2,SIDT2
ALCAM,ALCAM
ITGB3,ITGB3
ANO7,ANO7
OR5T1,OR5T1
EFHC1,EFHC1
OR1N2,OR1N2
PHGDH,PHGDH
NSMAF,NSMAF
PSORS1C2,PSORS1C2
POLD2,POLD2
RRM2B,RRM2B
BRSK1,BRSK1
SH3GLB1,SH3GLB1
SLC35C2,SLC35C2
ZC3H7B,ZC3H7B
SHOC1,SHOC1
DCTN6,DCTN6
USP6,USP6
PIK3CA,PIK3CA
CCRL2,CCRL2
YME1L1,YME1L1
ULBP3,ULBP3
KRTAP4-6,KRTAP4-6
OR5H15,OR5H15
CR1L,CR1L
KRTAP10-11,KRTAP10-11
FERMT3,FERMT3
CDPF1,CDPF1
PSMC4,PSMC4
IMPG1,IMPG1
ANKRD13D,ANKRD13D
HMOX1,HMOX1
CCNH,CCNH
TSEN54,TSEN54
CACNA2D4,CACNA2D4
NUP42,NUP42
SMARCB1,SMARCB1
PDLIM7,PDLIM7
PTPRD,PTPRD
RAD52,RAD52
TPX2,TPX2
NCOA4,NCOA4
CIZ1,CIZ1
PCSK7,PCSK7
ZNF875,ZNF875
REG3G,REG3G
CHCHD10,CHCHD10
GDNF,GDNF
SMR3A,SMR3A
MCM8,MCM8
ETV1,ETV1
SPATC1,SPATC1
SLC25A3,SLC25A3
MYH11,MYH11
SRGN,SRGN
NTMT2,NTMT2
BPNT2,BPNT2
SPRED2,SPRED2
ZNF217,ZNF217
RRAGB,RRAGB
MYRIP,MYRIP
NEIL2,NEIL2
MT-ND2,MT-ND2
NET1,NET1
LCE6A,LCE6A
TGFB1I1,TGFB1I1
SBNO2,SBNO2
CST9L,CST9L
GMPPB,GMPPB
MID1,MID1
TAP2,TAP2
MAGEB2,MAGEB2
CBLL2,CBLL2
ODAD2,ODAD2
EDN1,EDN1
CST9,CST9
ALG10B,ALG10B
KAT5,KAT5
ODAD1,ODAD1
CSNK1D,CSNK1D
B4GALT2,B4GALT2
SLC47A1,SLC47A1
SNORA20B,SNORA20B
ASB3,ASB3
OAS2,OAS2
PLA2G2F,PLA2G2F
CIAO1,CIAO1
JKAMP,JKAMP
TTC7B,TTC7B
CYS1,CYS1
SMR3B,SMR3B
OR1K1,OR1K1
DYM,DYM
PRR5,PRR5
CSPP1,CSPP1
SHOX2,SHOX2
IQGAP2,IQGAP2
PABIR2,PABIR2
RANBP3,RANBP3
RANBP3L,RANBP3L
PRR20G,PRR20G
OR11A1,OR11A1
C20orf144,C20H20orf144
APOL5,APOL5
NMD3,NMD3
CSPG4,CSPG4
GLIPR1L2,GLIPR1L2
KCNN2,KCNN2
FCRLA,FCRLA
FTHL17,FTHL17
SLMAP,SLMAP
CA2,CA2
RFPL2,RFPL2
SEC31B,SEC31B
MYEOV,MYEOV
HLA-A,HLA-A
GPRC5B,GPRC5B
ARRDC5,ARRDC5
KIF1A,KIF1A
KIAA1586,KIAA1586
ARHGAP45,ARHGAP45
GTPBP3,GTPBP3
MATK,MATK
SAMD14,SAMD14
ACY1,ACY1
SUGCT,SUGCT
CALCR,CALCR
SLC35G6,SLC35G6
DEFB105A,DEFB105A
OR7G3,OR7G3
CD33,CD33
OR51B6,OR51B6
OR2M5,OR2M5
NRXN3,NRXN3
CHEK2,CHEK2
OR2AJ1,OR2AJ1
RHOC,RHOC
TIRAP,TIRAP
PPIL6,PPIL6
OR1L4,OR1L4
FOXR2,FOXR2
RASGRP1,RASGRP1
OR9G4,OR9G4
SPRYD3,SPRYD3
ABLIM2,ABLIM2
SLC12A7,SLC12A7
PRSS2,PRSS2
ZNF384,ZNF384
OR8A1,OR8A1
SEMG2,SEMG2
OR5B2,OR5B2
LNPEP,LNPEP
OR4C5,OR4C5
GARIN4,GARIN4
NCEH1,NCEH1
CD96,CD96
ALDH3A2,ALDH3A2
CDH24,CDH24
MUC15,MUC15
GBP1,GBP1
DNPEP,DNPEP
SPTB,SPTB
FAM90A1,FAM90A1
PLP2,PLP2
EZHIP,EZHIP
NCBP2,NCBP2
ZNF561,ZNF561
CLRN3,CLRN3
MSH5,MSH5
ARHGAP26,ARHGAP26
ZNF30,ZNF30
C19orf38,C19H19orf38
POU5F1B,POU5F1B
CDCA2,CDCA2
SERINC2,SERINC2
ARCN1,ARCN1
CYLC2,CYLC2
CERK,CERK
ZNF565,ZNF565
BSG,BSG
ZNF208,ZNF208
KLHL13,KLHL13
CLRN1,CLRN1
PYCR1,PYCR1
SLC4A1AP,SLC4A1AP
HMGN5,HMGN5
UNC50,UNC50
KRTAP25-1,KRTAP25-1
NCAM2,NCAM2
TMIGD2,TMIGD2
C2orf72,C2orf72
DVL1,DVL1
DNALI1,DNALI1
PRAME,PRAME
ZBTB8OS,ZBTB8OS
PPP2R1A,PPP2R1A
C8B,C8B
AHRR,PDCD6
ZNF33B,ZNF33B
KCNK15,KCNK15
MARCHF10,MARCHF10
DYNC1LI2,DYNC1LI2
ACVR1B,ACVR1B
C18orf32,C18H18orf32
PPP1CB,PPP1CB
CCDC187,CCDC187
ZNF483,ZNF483
ZNF530,ZNF530
CCDC65,CCDC65
REXO1,REXO1
GGT5,GGT5
S100A7,S100A7
SMIM21,SMIM21
PLEKHG4,PLEKHG4
FNDC5,FNDC5
CCDC116,CCDC116
CACNA1H,CACNA1H
TNIP1,TNIP1
EXOSC10,EXOSC10
RPS6KA1,RPS6KA1
RDH8,RDH8
SCAF8,SCAF8
ZNF878,ZNF878
BCHE,BCHE
NLGN4Y,NLGN4Y
PTPRH,PTPRH
ELP2,ELP2
UBN1,UBN1
FAM204A,FAM204A
AKT1S1,AKT1S1
CXCR1,CXCR1
DNA2,DNA2
TJP2,TJP2
GFI1B,GFI1B
OR4E1,OR4E1
NAALADL1,NAALADL1
MTMR6,MTMR6
CD300A,CD300A
TAS2R19,TAS2R19
BTNL9,BTNL9
ANO3,ANO3
SLC38A8,SLC38A8
ELF3,ELF3
CCM2,CCM2
MEAF6,MEAF6
FAM53A,FAM53A
JDP2,JDP2
MT-ND6,MT-ND6
HEXA,HEXA
ZNF404,ZNF404
UBE2O,UBE2O
LEF1,LEF1
TNFRSF8,TNFRSF8
ZNF80,ZNF80
IGFL4,IGFL4
OPRPN,OPRPN
BICDL1,BICDL1
MRGPRX1,MRGPRX1
TRIM4,TRIM4
ETV7,ETV7
SCNN1B,SCNN1B
HEXB,HEXB
UHRF1,UHRF1
TRAPPC6A,TRAPPC6A
ATP2A1,ATP2A1
DENND5B,DENND5B
COLEC12,COLEC12
C2orf78,C2AH2orf78
ADSL,ADSL
HMGCLL1,HMGCLL1
GSTA5,GSTA5
LNPK,LNPK
SCMH1,SCMH1
ARHGAP36,ARHGAP36
FAM199X,FAM199X
CASP5,CASP5
FBL,FBL
EHF,EHF
NFIA,NFIA
ZDHHC23,ZDHHC23
ZNF304,ZNF304
DEFB118,DEFB118
ERICH6B,ERICH6B
VGLL2,VGLL2
QSER1,QSER1
ATP6V1G3,ATP6V1G3
STRA6,STRA6
UMOD,UMOD
KCNC4,KCNC4
FAXDC2,FAXDC2
WDR76,WDR76
OR3A2,OR3A2
PSMD4,PSMD4
PGLYRP1,PGLYRP1
RBM20,RBM20
MTERF4,MTERF4
TYRP1,TYRP1
GABRG2,GABRG2
APP,APP
SH2B2,SH2B2
TPPP2,TPPP2
ACOX1,ACOX1
BST2,BST2
FAM209A,FAM209A
PLOD1,PLOD1
SRRM5,SRRM5
OR51Q1,OR51Q1
POU1F1,POU1F1
TSPAN4,TSPAN4
ADH7,ADH7
HAUS7,HAUS7
RRAGA,RRAGA
ACVR1,ACVR1
CALML5,CALML5
ZNF578,ZNF578
DCT,DCT
KRT31,KRT31
LHX8,LHX8
ZNF280C,ZNF280C
UVSSA,UVSSA
DNM1L,DNM1L
KRT33B,KRT33B
DGKQ,DGKQ
MPP2,MPP2
PKIB,PKIB
HGSNAT,HGSNAT
ZNF285,ZNF285
GYG2,GYG2
RAC2,RAC2
CFAP36,CFAP36
SLC4A11,SLC4A11
MATN4,MATN4
GPI,GPI
OR51F2,OR51F2
DNAH14,DNAH14
ELOVL5,ELOVL5
KLRG1,KLRG1
ETAA1,ETAA1
PERCC1,PERCC1
DLG4,DLG4
AMOTL2,AMOTL2
ZNF135,ZNF135
LRRC27,LRRC27
MRPL3,MRPL3
ADAM20,ADAM20
SMURF2,SMURF2
CLEC1B,CLEC1B
TRPM4,TRPM4
COA8,COA8
SPATS1,SPATS1
DACH1,DACH1
MARCHF7,MARCHF7
OR6K2,OR6K2
ATPAF1,ATPAF1
CCR3,CCR3
FBXW10B,FBXW10B
ARHGEF2,ARHGEF2
KRTAP12-3,KRTAP12-3
LITAFD,LITAFD
SPATA3,SPATA3
TEX48,TEX48
ELOVL1,ELOVL1
PFKM,PFKM
MACROD2,MACROD2
ZNF343,ZNF343
GPR107,GPR107
MAGEC2,MAGEC2
OR10G7,OR10G7
LIMK1,LIMK1
ANKRD11,ANKRD11
SERPINA9,SERPINA9
OPN4,OPN4
CLK1,CLK1
WDR20,WDR20
IMPDH1,IMPDH1
SCRN1,SCRN1
TGM6,TGM6
LGALS12,LGALS12
FGFR2,FGFR2
RIPOR2,RIPOR2
OR1S1,OR1S1
C8orf90,C8orf90
TBC1D22B,TBC1D22B
ATP11A,ATP11A
KCNE1,KCNE1
G6PD,G6PD
HNRNPLL,HNRNPLL
MIDN,MIDN
ZNF843,ZNF843
OPN5,OPN5
SLC26A6,SLC26A6
LCE3B,LCE3B
GNRH1,GNRH1
FGFR3,FGFR3
PTOV1,PTOV1
RFC1,RFC1
COL13A1,COL13A1
ZFPM1,ZFPM1
MTTP,MTTP
HTRA1,HTRA1
USP19,USP19
TSFM,TSFM
HLA-DPA1,HLA-DPA1
DNAJC5G,DNAJC5G
CT45A10,CT45A10
ELMO3,ELMO3
DDX17,DDX17
ZNF418,ZNF418
CHIA,CHIA
FLNA,FLNA
UBD,UBD
IQCN,IQCN
SRP72,SRP72
TRIM63,TRIM63
METTL21C,METTL21C
