chimpanzee gene name,gorilla gene name
INPP5F,INPP5F
TRHDE,TRHDE
SIGLEC6,SIGLEC6
RYR1,RYR1
PARP12,PARP12
XAF1,XAF1
ARHGAP39,ARHGAP39
CARS2,CARS2
HTR7,HTR7
ME2,ME2
L1TD1,L1TD1
SLFN11,SLFN11
SLC52A2,SLC52A2
EFCAB6,EFCAB6
MIR631,MIR631
SNORD107,SNORD107
FIG4,FIG4
ALDH16A1,ALDH16A1
TAAR5,TAAR5
C5AR2,C5AR2
RBM33,RBM33
SLC5A4,SLC5A4
SPATA7,SPATA7
TRAPPC3,TRAPPC3
PHETA1,PHETA1
ASB9,ASB9
ZNF511,ZNF511
LGSN,LGSN
VPS51,VPS51
IFNB1,IFNB1
ERICH5,ERICH5
IL24,IL24
FAM227B,FAM227B
GP1BA,GP1BA
HIP1R,HIP1R
IGKV1-6,IGKV1-6
SPEM3,SPEM3
TSSK4,TSSK4
CA1,CA1
NCOR2,NCOR2
CDC14A,CDC14A
SRFBP1,SRFBP1
CST6,CST6
F5,F5
LMNTD1,LMNTD1
DNAJC10,DNAJC10
PIK3C2B,PIK3C2B
HLA-DPA1,HLA-DPA1
CATSPER1,CATSPER1
PARP3,PARP3
LPIN3,LPIN3
PIDD1,PIDD1
OR2H1,OR2H1
GPI,GPI
AP1B1,AP1B1
MMP13,MMP13
MEPE,MEPE
CENPF,CENPF
OTOP1,OTOP1
DNMT1,DNMT1
RNF207,RNF207
DACT2,DACT2
IFI27L2,IFI27L2
GPATCH1,GPATCH1
BHLHE23,BHLHE23
RXRA,RXRA
TLE1,TLE1
XAGE3,XAGE3
BEX5,BEX5
PHETA2,PHETA2
ETV2,ETV2
LRRC19,LRRC19
PRG2,PRG2
PNPLA2,PNPLA2
PMFBP1,PMFBP1
DGKH,DGKH
RNPEPL1,RNPEPL1
ZNF438,ZNF438
TMEM225B,TMEM225B
CNGA1,CNGA1
GPIHBP1,GPIHBP1
C20orf141,C20orf141
BICD1,BICD1
EDDM3B,EDDM3B
MAGEA10,MAGEA10
ACSL1,ACSL1
SLC22A4,SLC22A4
CCDC138,CCDC138
ADCY1,ADCY1
TCHP,TCHP
IGFL1,IGFL1
FAM170A,FAM170A
MIR10B,ggo-mir-10b
LCE1A,LCE1A
TMCO2,TMCO2
CSMD2,CSMD2
KSR1,KSR1
UPF3A,UPF3A
SH3D21,SH3D21
TMEM52B,TMEM52B
KIF7,KIF7
NRK,NRK
FILIP1,FILIP1
SNORD101,SNORD101
SPRR2G,SPRR2G
C19orf44,C19orf44
CEP112,CEP112
HHAT,HHAT
MFAP2,MFAP2
H1-7,H1-7
CPED1,CPED1
LY9,LY9
AMPH,AMPH
AKNAD1,AKNAD1
ARHGAP4,ARHGAP4
CCL7,CCL7
IMMT,IMMT
RAD52,RAD52
RALGAPA2,RALGAPA2
ANKS6,ANKS6
CATSPERD,CATSPERD
BOP1,BOP1
REDIC1,REDIC1
ZXDB,ZXDB
TAF1C,TAF1C
SETX,SETX
ATRIP,ATRIP
GSTZ1,GSTZ1
UNC79,UNC79
HAUS7,HAUS7
SNORD114-18,SNORD114-18
MIR548AJ1,MIR548AJ1
RETN,RETN
OR5A2,OR5A2
CSF2,CSF2
TMEM265,TMEM265
TTR,TTR
FMO4,FMO4
PEPD,PEPD
CCDC33,CCDC33
DCAF8,DCAF8
CEP20,CEP20
DENND1A,DENND1A
C12orf42,C12orf42
CCDC62,CCDC62
SLIT3,SLIT3
CHD3,CHD3
FAT1,FAT1
CLEC4D,CLEC4D
ATL3,ATL3
GCSAM,GCSAM
CSAD,CSAD
MAP1S,MAP1S
FAM234B,FAM234B
PCDHB15,PCDHB15
EPHA8,EPHA8
SUCO,SUCO
MARCOL,MARCOL
AP3B1,AP3B1
CEP295,CEP295
SMDT1,SMDT1
TRAV1-1,TRAV1-1
TRAV21,TRAV21
RRP15,RRP15
GPATCH8,GPATCH8
DERA,DERA
EDN2,EDN2
MFSD12,MFSD12
BSND,BSND
NEK4,NEK4
ZXDA,ZXDA
HOXD9,HOXD9
SNORD108,SNORD108
PLA2G2E,PLA2G2E
SPG11,SPG11
PRMT1,PRMT1
PLEKHG4B,PLEKHG4B
OR8K1,OR8K1
PLCB4,PLCB4
PRR23A,PRR23A
GP9,GP9
CATSPERE,CATSPERE
CLEC4C,CLEC4C
HIGD2B,HIGD2B
ROPN1B,ROPN1B
UBE2U,UBE2U
OR2A2,OR2A2
OR4D5,OR4D5
ZMYND15,ZMYND15
ZC3HAV1,ZC3HAV1
HS3ST3B1,HS3ST3B1
EVC,EVC
ANKRD37,ANKRD37
GTPBP2,GTPBP2
TAS2R14,TAS2R14
ZNF396,ZNF396
SPMIP1,SPMIP1
MPDZ,MPDZ
MCF2,MCF2
SHISA5,SHISA5
ABHD1,ABHD1
FEZ1,FEZ1
PKP2,PKP2
NRIP2,NRIP2
CD37,CD37
PABPC3,PABPC3
TMEM89,TMEM89
AHDC1,AHDC1
WDR27,WDR27
KRT39,KRT39
NPC1L1,NPC1L1
GPR153,GPR153
IL18BP,IL18BP
UNC13B,UNC13B
TMEM61,TMEM61
SNORD114-16,SNORD114-16
FOLR3,FOLR3
FAM24A,FAM24A
DRC12,CCDC153
MKI67,MKI67
ZNF831,ZNF831
MBNL3,MBNL3
OR6C6,OR6C6
OR4D9,OR4D9
OR52B4,OR52B4
OR9Q2,OR9Q2
TSPAN16,TSPAN16
BTBD16,BTBD16
ARMC10,ARMC10
MFHAS1,MFHAS1
BPIFB6,BPIFB6
PRSS36,PRSS36
EVPL,EVPL
KIFC1,KIFC1
ECM2,ECM2
JPH2,JPH2
ADAM10,ADAM10
LAMA2,LAMA2
OR10G3,OR10G3
OR4E2,OR4E2
OR5D18,OR5D18
MEGF6,MEGF6
DOCK8,DOCK8
PSAPL1,PSAPL1
RIBC2,RIBC2
AATK,AATK
OR13C3,OR13C3
ELK1,ELK1
OR2L13,OR2L13
OR2L3,OR2L3
MMS22L,MMS22L
MIR517A,MIR517C
HJURP,HJURP
CYP3A43,CYP3A43
OSBPL6,OSBPL6
MUC1,MUC1
OR4D10,OR4D10
ACO2,ACO2
OGT,OGT
TMEM104,TMEM104
DUXB,DUXB
PMF1,PMF1
SLC22A2,SLC22A2
CROCC2,CROCC2
KLHL7,KLHL7
WFDC8,WFDC8
NOS2,NOS2
MRAP,MRAP
TFAP2B,TFAP2B
MYO18B,MYO18B
OR7A10,OR7A10
RBFA,RBFA
DDB2,DDB2
MDH1B,MDH1B
STAT1,STAT1
THEM4,THEM4
AGAP3,AGAP3
EGF,EGF
BATF2,BATF2
ZNF679,ZNF679
CCL23,CCL23
EHBP1L1,EHBP1L1
C6orf132,C6orf132
PUS1,PUS1
SHOC1,SHOC1
ARAP1,ARAP1
MRPS31,MRPS31
CASP12,CASP12
DIPK1A,DIPK1A
MIXL1,MIXL1
MED13L,MED13L
SIN3B,SIN3B
RHNO1,RHNO1
PAGE4,PAGE4
FARSA,FARSA
RYR2,RYR2
CHRD,CHRD
OR5M11,OR5M11
CWH43,CWH43
SPDYE4,SPDYE4
ATG4D,ATG4D
MTDH,MTDH
C21H21orf58,C21orf58
EPS15,EPS15
CCDC120,CCDC120
PLEK2,PLEK2
COASY,COASY
ZIM3,ZIM3
RASSF10,RASSF10
TTF1,TTF1
GOLGA3,GOLGA3
C12orf71,C12orf71
CCDC157,CCDC157
ZNF57,ZNF57
ITGA5,ITGA5
TMEM249,TMEM249
DERL3,DERL3
SMC3,SMC3
TRIML2,TRIML2
DNAAF8,DNAAF8
HERC6,HERC6
GATB,GATB
MRPS10,MRPS10
CCDC188,CCDC188
DEFB103A,DEFB103A
MIR1255B2,MIR1255B2
BTNL9,BTNL9
DEFB110,DEFB110
SERPINA9,SERPINA9
TMEM196,TMEM196
FGFR4,FGFR4
SYCP1,SYCP1
JMJD1C,JMJD1C
CMYA5,CMYA5
RAF1,RAF1
SCEL,SCEL
TEDC2,TEDC2
GLYATL1,GLYATL1
TYSND1,TYSND1
TTC3,TTC3
COQ8A,COQ8A
EPPIN,EPPIN
APOA2,APOA2
IGSF21,IGSF21
SALL3,SALL3
CYP3A5,CYP3A5
SASH1,SASH1
MRPL49,MRPL49
RBBP8NL,RBBP8NL
CAPN5,CAPN5
FUT6,FUT6
RPA1,RPA1
PPP1R1C,PPP1R1C
WDR45,WDR45
MROH9,MROH9
RAD51AP2,RAD51AP2
BIRC7,BIRC7
KIAA0040,KIAA0040
OGFOD3,OGFOD3
DFFA,DFFA
ACVR1B,ACVR1B
UQCC4,UQCC4
GZMK,GZMK
SMIM33,SMIM33
SLPI,SLPI
CCDC196,CCDC196
FXYD2,FXYD2
SPATA22,SPATA22
SMIM9,SMIM9
OR7D1,OR7D1
SMIM14,SMIM14
BSPH1,BSPH1
CRNN,CRNN
SRRM2,SRRM2
VLDLR,VLDLR
NLRP2,NLRP2
ANKRD13B,ANKRD13B
TM4SF5,TM4SF5
TAF7L,TAF7L
TEX19,TEX19
DENND3,DENND3
GZMA,GZMA
LRGUK,LRGUK
WDR26,WDR26
ADAM19,ADAM19
ADGRD1,ADGRD1
OR9G4,OR9G4
C10orf95,C10orf95
MYH6,MYH6
PRRT1B,PRRT1B
EQTN,EQTN
PGLYRP1,PGLYRP1
CD72,CD72
POLD2,POLD2
ZNF597,ZNF597
ABCA13,ABCA13
DCBLD2,DCBLD2
ST7L,ST7L
SLC26A9,SLC26A9
ZNF516,ZNF516
SPPL2C,SPPL2C
RITA1,RITA1
PTPRM,PTPRM
TMEM70,TMEM70
KLRG1,KLRG1
CLBA1,CLBA1
WWC3,WWC3
SNX29,SNX29
CXCL10,CXCL10
HDAC5,HDAC5
MESP2,MESP2
RFX8,RFX8
DLD,DLD
KRTAP10-8,KRTAP10-8
MAGEB16,MAGEB16
ALPP,ALPP
CD1E,CD1E
MIR624,MIR624
ptr-mir-649,MIR649
MVB12B,MVB12B
MYO1C,MYO1C
SCARNA13,SCARNA13
GTF3C1,GTF3C1
OSBPL3,OSBPL3
MIA3,MIA3
HECW1,HECW1
COX5B,COX5B
POMP,POMP
IMP4,IMP4
AFDN,AFDN
C2CD6,C2CD6
5_8S_rRNA,5_8S_rRNA
C8orf89,C8orf89
C9orf57,C9orf57
ZNF2,ZNF2
ALDH1A1,ALDH1A1
PRELID3A,PRELID3A
RTP2,RTP2
KIAA2012,KIAA2012
MTRR,MTRR
NT5C1B,NT5C1B
ZNF830,ZNF830
PHF10,PHF10
CCDC197,CCDC197
AMFR,AMFR
NKAPL,NKAPL
HOXB8,HOXB8
TMCO5A,TMCO5A
STX1A,STX1A
SNORA40C,SNORA40C
MIR552,MIR552
OR5C1,OR5C1
OR52H1,OR52H1
LY6D,LY6D
AIF1L,AIF1L
SNORD43,SNORD43
LRP5,LRP5
AHRR,AHRR
HAT1,HAT1
HTR3C,HTR3C
C5AR1,C5AR1
PAICS,PAICS
OR51F1,OR51F1
C9orf43,C9orf43
MED6,MED6
TCEA1,TCEA1
PBX2,PBX2
ACSF2,ACSF2
B3GALT2,B3GALT2
RECQL4,RECQL4
ACACA,ACACA
C5orf52,C5orf52
HSPB9,HSPB9
TMEM92,TMEM92
TLE6,TLE6
EMD,EMD
CAPN2,CAPN2
FER1L4,FER1L4
PNPLA7,PNPLA7
MPST,MPST
OR5AP2,OR5AP2
INTU,INTU
LINC03040,LINC03040
MSANTD1,MSANTD1
LCE3B,LCE3B
MIR609,MIR609
MINAR2,MINAR2
DUSP21,DUSP21
FYB2,FYB2
SS18L1,SS18L1
OR10H4,OR10H4
REG4,REG4
SCYGR8,SCYGR8
WFDC12,WFDC12
H1-8,H1-8
GBGT1,GBGT1
MAGEB1,MAGEB1
CUL4B,CUL4B
DYRK2,DYRK2
TEX55,TEX55
MPZL1,MPZL1
KRTAP8-1,KRTAP8-1
KIF21B,KIF21B
OR5M10,OR5M10
SNORD48,SNORD48
COLEC11,COLEC11
UNC5A,UNC5A
SLC30A9,SLC30A9
CCDC107,CCDC107
CLDN24,CLDN24
GAB2,GAB2
ZNF556,ZNF556
ADCK2,ADCK2
PTGFRN,PTGFRN
JPH4,JPH4
OR5B3,OR5B3
TTC7B,TTC7B
APPBP2,APPBP2
OR2K2,OR2K2
BCLAF3,BCLAF3
DCAF8L2,DCAF8L2
CDKL4,CDKL4
C8orf90,C8orf90
MIR509-1,MIR509-1
FAM24B,FAM24B
ZNF440,ZNF440
PLXNA2,PLXNA2
ECD,ECD
HSPG2,HSPG2
CDH17,CDH17
SNAPC4,SNAPC4
TMTC1,TMTC1
EIF3M,EIF3M
CLMP,CLMP
BEX1,BEX1
SLC35F1,SLC35F1
IKZF2,IKZF2
RBM22,RBM22
OR2A5,OR2A5
KRTAP16-1,KRTAP16-1
OR1N1,OR1N1
PHGDH,PHGDH
CDH15,CDH15
GDF11,GDF11
RDX,RDX
PTCRA,PTCRA
OR1L4,OR1L4
FGFR3,FGFR3
AGO4,AGO4
CHD5,CHD5
ACSL4,ACSL4
BOD1L2,BOD1L2
KRTAP29-1,KRTAP29-1
OR2A12,OR2A12
IGFL4,IGFL4
MRPL46,MRPL46
CXXC1,CXXC1
PDE7A,PDE7A
PLP2,PLP2
PODXL2,PODXL2
DVL3,DVL3
ARHGAP8,ARHGAP8
RTN2,RTN2
LTF,LTF
SPATC1L,SPATC1L
ZNF274,ZNF274
UNC13C,UNC13C
SPEM1,SPEM1
SLC4A11,SLC4A11
VWA5B2,VWA5B2
ACADSB,ACADSB
ARHGEF10,ARHGEF10
CASP5,CASP5
GMNC,GMNC
CCDC82,CCDC82
ZNF221,ZNF221
CENATAC,CENATAC
MDM1,MDM1
OR2AE1,OR2AE1
ALPK3,ALPK3
ADGRF3,ADGRF3
CPHXL2,CPHXL2
KLK1,KLK1
FAM187B,FAM187B
THOC2,THOC2
DLG5,DLG5
H1-1,H1-1
TAS2R41,TAS2R41
PPP4R3C,PPP4R3C
SHKBP1,SHKBP1
MRM1,MRM1
CLSTN2,CLSTN2
SLC35D2,SLC35D2
FAM111B,FAM111B
EBLN1,EBLN1
DYNC1LI1,DYNC1LI1
FASTKD1,FASTKD1
PRKCI,PRKCI
PATJ,PATJ
CD4,CD4
SGCB,SGCB
HSPA2,HSPA2
TCN2,TCN2
C1orf127,C1orf127
CLEC1B,CLEC1B
CACHD1,CACHD1
ASH2L,ASH2L
ANGEL1,ANGEL1
TEX44,TEX44
CIMIP2B,CIMIP2B
EML3,EML3
ZNF28,ZNF28
PPP1R35,PPP1R35
KIAA1210,KIAA1210
SCGB1A1,SCGB1A1
GC,GC
RABEP1,RABEP1
KCNV2,KCNV2
POU2F3,POU2F3
DNM1L,DNM1L
PRR23E,PRR23E
TMEM202,TMEM202
CTCFL,CTCFL
VSX2,VSX2
GPR157,GPR157
CD300LG,CD300LG
C19orf33,C19orf33
EVI5L,EVI5L
GARIN2,GARIN2
PEX11G,PEX11G
TECRL,TECRL
DCAF8L1,DCAF8L1
NRN1L,NRN1L
ZNF771,ZNF771
NLGN4X,NLGN4X
PACS1,PACS1
CMTM1,CMTM1
DBR1,DBR1
KLF11,KLF11
SPMIP9,SPMIP9
KRTAP26-1,KRTAP26-1
RIMS4,RIMS4
SH3PXD2B,SH3PXD2B
DDX20,DDX20
ZNF311,ZNF311
OR5F1,OR5F1
ABHD17C,ABHD17C
SCG3,SCG3
IQCD,IQCD
PELI2,PELI2
KCNT2,KCNT2
VMP1,VMP1
LSM11,LSM11
KRT8,KRT8
IPO5,IPO5
ZNF229,ZNF229
NINL,NINL
RBMS1,RBMS1
TACC3,TACC3
TPCN2,TPCN2
C10orf120,C10orf120
CASS4,CASS4
INF2,INF2
OOEP,OOEP
LANCL3,LANCL3
LCORL,LCORL
GCM2,GCM2
OR13J1,OR13J1
MRFAP1L2,MRFAP1L2
PRSS57,PRSS57
RXFP1,RXFP1
PKD1L1,PKD1L1
PDP1,PDP1
PIGN,PIGN
NOP53,NOP53
KDM2B,KDM2B
PLA2G1B,PLA2G1B
PTPN11,PTPN11
MAN2C1,MAN2C1
SLC25A11,SLC25A11
GRID2,GRID2
MICALL2,MICALL2
OR7G1,OR7G1
KLRF2,KLRF2
SOX4,SOX4
HIRA,HIRA
MTHFR,MTHFR
ALMS1,ALMS1
MAU2,MAU2
VWDE,VWDE
LCE5A,LCE5A
ACOD1,ACOD1
PTPRS,PTPRS
OR51D1,OR51D1
CRYBG2,CRYBG2
TMEM270,TMEM270
ADCY2,ADCY2
ROR1,ROR1
NT5C2,NT5C2
SPACA1,SPACA1
GALK2,GALK2
CRTC1,CRTC1
DOCK10,DOCK10
ZFR2,ZFR2
FAM47B,FAM47B
SIGLEC11,SIGLEC11
AIPL1,AIPL1
KAT14,KAT14
GARIN3,GARIN3
LIPJ,LIPJ
MOBP,MOBP
MRGPRD,MRGPRD
TAAR2,TAAR2
TCHHL1,TCHHL1
ABCC6,ABCC6
VARS2,VARS2
ABCC11,ABCC11
ZSCAN5A,ZSCAN5A
TSPAN32,TSPAN32
TESK2,TESK2
JAKMIP3,JAKMIP3
SVIL,SVIL
CHD1,CHD1
CELA2A,CELA2A
ptr-mir-518a,MIR1283-1
GALP,GALP
DNAJB8,DNAJB8
MT-CO3,COX3
OR10Q1,OR10Q1
MYH9,MYH9
CDCP2,CDCP2
FBN3,FBN3
VWCE,VWCE
IGSF5,IGSF5
SGK3,SGK3
PXK,PXK
SLAMF9,SLAMF9
UBL4B,UBL4B
RECQL5,RECQL5
ASCL4,ASCL4
NRROS,NRROS
GK3,GK3
SLAMF6,SLAMF6
ZNF333,ZNF333
FCRL4,FCRL4
RFLNB,RFLNB
IL9,IL9
OR5AR1,OR5AR1
INSR,INSR
GRHL1,GRHL1
CDK5RAP2,CDK5RAP2
DMAC1,DMAC1
ZC3H3,ZC3H3
CIMIP2A,CIMIP2A
OR2AG1,OR2AG1
ALDH3B1,ALDH3B1
ZNF486,ZNF486
FAM221B,FAM221B
HSPA4L,HSPA4L
SLC26A8,SLC26A8
KLF6,KLF6
IRF7,IRF7
OR2V1,OR2V1
PITPNC1,PITPNC1
SLC4A2,SLC4A2
SPATS1,SPATS1
FBXL15,FBXL15
VAV1,VAV1
ACAN,ACAN
MICAL3,MICAL3
MILR1,MILR1
ANKRD31,ANKRD31
TRIB3,TRIB3
ZNF778,ZNF778
OR52K2,OR52K2
ZNF439,ZNF439
VPS13D,VPS13D
RALB,RALB
RESP18,RESP18
PDZK1IP1,PDZK1IP1
CD3D,CD3D
CXCL6,CXCL6
DMP1,DMP1
SKIC3,SKIC3
NUDT17,NUDT17
CACNB2,CACNB2
BVES,BVES
ATP9B,ATP9B
TTBK1,TTBK1
ARHGEF28,ARHGEF28
CPLANE1,CPLANE1
GLRA1,GLRA1
GIGYF2,GIGYF2
CFAP161,CFAP161
NAB1,NAB1
KRT72,KRT72
EPHB3,EPHB3
CA4,CA4
OR2M3,OR2M3
NOTUM,NOTUM
EMC2,EMC2
WDR93,WDR93
RBM12B,RBM12B
ITPRID1,ITPRID1
LBX2,LBX2
OR5P3,OR5P3
ADAMTS13,ADAMTS13
PCNX1,PCNX1
KIFC2,KIFC2
NPFF,NPFF
GBP1,GBP1
C3orf22,C3orf22
UBE4B,UBE4B
SSR4,SSR4
CAMSAP1,CAMSAP1
STMN3,STMN3
TMEM225,TMEM225
PRG3,PRG3
BAHCC1,BAHCC1
AGTPBP1,AGTPBP1
IFT88,IFT88
ETFDH,ETFDH
VPS26B,VPS26B
LPAR1,LPAR1
PRMT5,PRMT5
TAS2R7,TAS2R7
PDK3,PDK3
WDR48,WDR48
GRIK1,GRIK1
HOATZ,HOATZ
SH2B1,SH2B1
GDF15,GDF15
ACKR1,ACKR1
ARID3A,ARID3A
SH2D7,SH2D7
PRR23B,PRR23B
MOGAT1,MOGAT1
PIP5K1B,PIP5K1B
KCNK7,KCNK7
ERP44,ERP44
POLE,POLE
PCSK7,PCSK7
DCDC2C,DCDC2C
IGFBPL1,IGFBPL1
HBP1,HBP1
CXorf66,CXorf66
ZNF878,ZNF878
CD300LD,CD300LD
PKDREJ,PKDREJ
SLCO5A1,SLCO5A1
TXNL1,TXNL1
SYNRG,SYNRG
NBN,NBN
EGFLAM,EGFLAM
IFNK,IFNK
SMIM10,SMIM10
SYNE4,SYNE4
GGT7,GGT7
TNP2,TNP2
KISS1,KISS1
SELPLG,SELPLG
SLCO1B1,SLCO1B1
IGLV10-54,IGLV10-54
RORC,RORC
NPRL3,NPRL3
OSCP1,OSCP1
MAPK8IP2,MAPK8IP2
PLAAT4,PLAAT4
QPRT,QPRT
HDGFL2,HDGFL2
STARD9,STARD9
C11orf24,C11orf24
CCHCR1,CCHCR1
DNAJC7,DNAJC7
SEC31B,SEC31B
DENND10,DENND10
IDH3A,IDH3A
EMCN,EMCN
SIGLEC12,SIGLEC12
FOXP3,FOXP3
PLA2G10,PLA2G10
MRPL58,MRPL58
PHGR1,PHGR1
NUPR1,NUPR1
STPG4,STPG4
ITIH2,ITIH2
SYNGAP1,SYNGAP1
EIF3F,EIF3F
MCAM,MCAM
IQCK,IQCK
ITGB4,ITGB4
HAUS8,HAUS8
OR1C1,OR1C1
AACS,AACS
ANO6,ANO6
CEACAM16,CEACAM16
KRTAP4-2,KRTAP4-2
QRFP,QRFP
HSPA12A,HSPA12A
DOCK3,DOCK3
NAXD,CARKD
NFE2L3,NFE2L3
KIAA1549,KIAA1549
PIK3CA,PIK3CA
PLEKHH3,PLEKHH3
GCA,GCA
RCC1L,RCC1L
C6orf141,C6orf141
ELOVL4,ELOVL4
UGGT1,UGGT1
CDPF1,CDPF1
PSMC4,PSMC4
IRAG1,IRAG1
C10orf67,C10orf67
ZNF318,ZNF318
DDX60,DDX60
PRKAR2B,PRKAR2B
CEP295NL,CEP295NL
NDUFA4,NDUFA4
NEDD8,NEDD8
CACNA2D4,CACNA2D4
HMGCR,HMGCR
GFI1B,GFI1B
CLASP2,CLASP2
MCCC1,MCCC1
SELENOO,SELENOO
ARID1A,ARID1A
VN1R1,VN1R1
CELA2B,CELA2B
FAM135A,FAM135A
CCDC201,CCDC201
RIPOR1,RIPOR1
MPG,MPG
TAX1BP1,TAX1BP1
KIF11,KIF11
SNORA52,SNORA52
FUOM,FUOM
CLEC4F,CLEC4F
SLCO2A1,SLCO2A1
RNF215,RNF215
OR5K3,OR5K3
CEP57,CEP57
NEIL2,NEIL2
EDDM13,EDDM13
KCP,KCP
GSG1,GSG1
BUD13,BUD13
PAPPA,PAPPA
FAM229B,FAM229B
CD7,CD7
LCE6A,LCE6A
TMEM86B,TMEM86B
MS4A6E,MS4A6E
ZNF37A,ZNF37A
GRM8,GRM8
C2CD2,C2CD2
RPS6KA6,RPS6KA6
ADGRE5,ADGRE5
ZNF536,ZNF536
PTX4,PTX4
IFI6,IFI6
CLSPN,CLSPN
PHKA1,PHKA1
BAG1,BAG1
MRPL50,MRPL50
EVC2,EVC2
SPACA7,SPACA7
EDN1,EDN1
TAS2R60,TAS2R60
CLIP2,CLIP2
FBXL13,FBXL13
MOB3C,MOB3C
DOCK2,DOCK2
MAP6D1,MAP6D1
PRRX2,PRRX2
MCOLN1,MCOLN1
LEF1,LEF1
NR0B2,NR0B2
ZNF285,ZNF285
ZC3H7B,ZC3H7B
GJD4,GJD4
BST2,BST2
COLEC12,COLEC12
ADGB,ADGB
MAPKAPK5,MAPKAPK5
DCC,DCC
SNORA20B,SNORA20B
ARHGEF12,ARHGEF12
ALS2,ALS2
USP46,USP46
CIAO1,CIAO1
TBC1D17,TBC1D17
STRBP,STRBP
SULT6B1,SULT6B1
IQGAP2,IQGAP2
TENT4B,TENT4B
RANBP3,RANBP3
CHAT,CHAT
SEL1L3,SEL1L3
CHIA,CHIA
DGKK,DGKK
CARM1,CARM1
USP38,USP38
CIBAR2,CIBAR2
GLI2,GLI2
ATP4A,ATP4A
PTPRD,PTPRD
OR4D6,OR4D6
RNF44,RNF44
HHIPL1,HHIPL1
AMTN,AMTN
ERAP2,ERAP2
DYNLT4,DYNLT4
CCT6B,CCT6B
RXRG,RXRG
FAM47E,FAM47E
ART4,ART4
NDUFA9,NDUFA9
KIAA1586,KIAA1586
SLC49A3,SLC49A3
SLFN13,SLFN13
GFPT2,GFPT2
SNORD13E,SNORD13E
IGFL2,IGFL2
SNORD13,SNORD13
SERPINB4,SERPINB4
PPP3CC,PPP3CC
DNAJC11,DNAJC11
NLRP3,NLRP3
RHOC,RHOC
RHBDL1,RHBDL1
TMC5,TMC5
PRAMEF12,PRAMEF12
OR2J3,OR2J3
FAM220A,FAM220A
TRIO,TRIO
HSD17B12,HSD17B12
CEP95,CEP95
FAM216A,FAM216A
SPMAP2L,SPMAP2L
GARIN5B,GARIN5B
CCDC166,CCDC166
CADM3,CADM3
JMY,JMY
SOHLH1,SOHLH1
C2orf66,C2orf66
KRT31,KRT31
CCDC78,CCDC78
TRBV16,TRBV16
CLRN3,CLRN3
SNX3,SNX3
NFATC3,NFATC3
METTL21C,METTL21C
MAP3K10,MAP3K10
SLC41A1,SLC41A1
FAM161B,FAM161B
MIR454,ggo-mir-454
NPTN,NPTN
ANKRD22,ANKRD22
PAX3,PAX3
HP1BP3,HP1BP3
CCDC200,CCDC200
RIPPLY2,RIPPLY2
KHDC1L,KHDC1L
UBE2O,UBE2O
NDUFAF5,NDUFAF5
DHX35,DHX35
SPIRE1,SPIRE1
KPNA2,KPNA2
RPL39L,RPL39L
UHRF1,UHRF1
TUBGCP5,TUBGCP5
CLCA4,CLCA4
DNAJB11,DNAJB11
RUBCN,RUBCN
PPP2R1A,PPP2R1A
FTCDNL1,FTCDNL1
TBC1D14,TBC1D14
FGGY,FGGY
MAN2B1,MAN2B1
MYO15B,MYO15B
OR8J3,OR8J3
TCOF1,TCOF1
PCYT2,PCYT2
TLE4,TLE4
SLC43A1,SLC43A1
ODAM,ODAM
SLC36A3,SLC36A3
IL13RA2,IL13RA2
TOMM20L,TOMM20L
NDUFA2,NDUFA2
C2CD2L,C2CD2L
NELL2,NELL2
LIG1,LIG1
R3HDML,R3HDML
GBF1,GBF1
MAP3K20,MAP3K20
VMO1,VMO1
C20orf173,C20orf173
C11orf97,C11orf97
MT1E,MT1E
C16orf78,C16orf78
BAZ1B,BAZ1B
CCNH,CCNH
CLNK,CLNK
PCNT,PCNT
ACOT2,ACOT2
KIF22,KIF22
PPP6R1,PPP6R1
CPXCR1,CPXCR1
SULT2B1,SULT2B1
GRIK4,GRIK4
WRN,WRN
STOML3,STOML3
PAGE3,PAGE3
HOMEZ,HOMEZ
PARD3,PARD3
MELK,MELK
OR6K2,OR6K2
CYP46A1,CYP46A1
ICAM2,ICAM2
CXCR1,CXCR1
TEX22,TEX22
LRP4,LRP4
ALG11,ALG11
C2CD4B,C2CD4B
CASP8AP2,CASP8AP2
SPNS2,SPNS2
INPPL1,INPPL1
TCTN1,TCTN1
SCNN1A,SCNN1A
EFCAB8,EFCAB8
MT-ND6,ND6
DNHD1,DNHD1
ADAM29,ADAM29
TLN2,TLN2
UTP4,UTP4
UCN,UCN
CNKSR1,CNKSR1
CADM4,CADM4
CFAP97D2,CFAP97D2
CCDC180,CCDC180
PRSS54,PRSS54
TTLL12,TTLL12
SCARF1,SCARF1
ECE1,ECE1
SMYD4,SMYD4
PIK3CB,PIK3CB
UPF1,UPF1
TONSL,TONSL
FAM199X,FAM199X
TNFRSF8,TNFRSF8
CD200R1L,CD200R1L
EPB42,EPB42
LMTK3,LMTK3
DEFB118,DEFB118
GAL,GAL
PLSCR3,PLSCR3
TTC13,TTC13
TTC39B,TTC39B
PLOD1,PLOD1
SMARCA2,SMARCA2
GALNT7,GALNT7
PLEC,PLEC
SCUBE1,SCUBE1
NFAM1,NFAM1
SMARCD3,SMARCD3
WT1,WT1
IGFALS,IGFALS
NSMAF,NSMAF
GUCY1A2,GUCY1A2
