human gene name,mice gene name
PRR19,Prr19
BORA,Bora
C11orf86,2010003K11Rik
ZNF324,Zfp324
MGST1,Mgst1
DNAJC30,Dnajc30
SYNM,Synm
RXFP4,Rxfp4
PLAU,Plau
BAAT,Baat
TMEM26,Tmem26
SLC7A13,Slc7a13
IL34,Il34
TSEN2,Tsen2
SPINK1,Spink1
PDZD2,Pdzd2
MDH1B,Mdh1b
CAPS2,Caps2
VSIG10L,Vsig10l
C8orf76,9130401M01Rik
FHAD1,Fhad1
KLK4,Klk4
EVC2,Evc2
MRPS26,Mrps26
SSC5D,Ssc5d
SPACA1,Spaca1
ELOVL3,Elovl3
RBM12B,Rbm12b2
CST6,Cst6
EDN2,Edn2
CEP89,Cep89
TMEM52,Tmem52
RTN3,Rtn3
MIXL1,Mixl1
SLC44A5,Slc44a5
MAPT,Mapt
CREB3L4,Creb3l4
USP42,Usp42
STPG4,Stpg4
AQP7,Aqp7
SYCP3,Sycp3
LYVE1,Lyve1
WDR90,Wdr90
RBM34,Rbm34
VRK2,Vrk2
NFE2L3,Nfe2l3
GATC,Gatc
MS4A5,Ms4a5
UBAP1L,Ubap1l
CCDC191,Ccdc191
CCDC172,Ccdc172
BBS12,Bbs12
BMAL2,Bmal2
STING1,Sting1
LCA5,Lca5
TERB1,Terb1
SLX4IP,Slx4ip
ADGRG3,Adgrg3
ITGAL,Itgal
SERPING1,Serping1
BAD,Bad
SUSD5,Susd5
RINL,Rinl
B3GNT6,B3gnt6
BTNL9,Btnl9
SLC19A3,Slc19a3
MGMT,Mgmt
PRSS57,Prss57
CABCOCO1,Cabcoco1
CLEC6A,Clec4n
SDHAF4,Sdhaf4
STK33,Stk33
OAS3,Oas3
RNASE1,Rnase1
ADAM28,Adam28
GGACT,Ggact
ZNF853,Zfp853
MRPL54,Mrpl54
POM121,Pom121
MROH8,Mroh8
RFLNB,Rflnb
LAG3,Lag3
TRDN,Trdn
PML,Pml
CNST,Cnst
CCDC136,Ccdc136
ANKLE2,Ankle2
HENMT1,Henmt1
NEU2,Neu2
SUN1,Sun1
ACY3,Acy3
TICRR,Ticrr
CCDC170,Ccdc170
HINT3,Hint3
CTC1,Ctc1
TRAV17,Trav8n-2
SLC24A1,Slc24a1
PROB1,Prob1
ACSBG2,Acsbg2
GCM2,Gcm2
TREM2,Trem2
CCL19,Ccl19
C4orf3,1810037I17Rik
TIMM21,Timm21
SYT14,Syt14
PDZD9,Pdzd9
ZNF474,Zfp474
CD5L,Cd5l
AURKAIP1,Aurkaip1
PATL2,Patl2
SULT2B1,Sult2b1
DEFB103A,Defb14
IGHV3-7,Ighv6-6
CDCA5,Cdca5
SLC38A10,Slc38a10
GHR,Ghr
NDUFC2,Ndufc2
HMGA1,Hmga1
SCAF11,Scaf11
C8orf74,4930578I06Rik
TRIOBP,Triobp
GZMA,Gzma
TOR3A,Tor3a
CTSW,Ctsw
LAS1L,Las1l
BOD1L1,Bod1l
CLEC1A,Clec1a
NKAPL,Nkapl
CD44,Cd44
KNSTRN,Knstrn
CALHM6,Calhm6
TRBV30,Trbv31
PRLR,Prlr
RTL9,Rtl9
APCS,Apcs
CIZ1,Ciz1
NUDT17,Nudt17
TRAV12-2,Trav7-1
MBD1,Mbd1
NAF1,Naf1
RNF186,Rnf186
FAM174A,Fam174a
TRBV28,Trbv29
RIIAD1,Riiad1
TBPL2,Tbpl2
U8,Gm23182
DNHD1,Dnhd1
NXPE2,Nxpe2
IGHV3-74,Ighv5-2
HRH4,Hrh4
CXCL10,Cxcl10
YAE1,Yae1d1
ZNF518A,Zfp518a
RNASET2,Rnaset2a
PRF1,Prf1
CCR3,Ccr3
XKR8,Xkr8
C6orf132,AI661453
FRMPD2,Frmpd2
CIMIP2C,Cimip2c
TFF3,Tff3
PTCHD3,Ptchd3
IL1R1,Il1r1
TMEM69,Tmem69
TAS2R41,Tas2r126
FADD,Fadd
MIA2,Mia2
B3GNT3,B3gnt3
SPINK6,Spink6
CD79B,Cd79b
GSG1L2,Gsg1l2
AKAP1,Akap1
IL5RA,Il5ra
GAL3ST2,Gal3st2
PSD4,Psd4
ETV2,Etv2
CEP15,Cep15
PPP1R15B,Ppp1r15b
GTSF1L,Gtsf1l
NEURL3,Neurl3
KLK10,Klk10
TRMT44,Trmt44
FAM170A,Fam170a
IL17RA,Il17ra
DNASE1L1,Dnase1l1
ADAD2,Adad2
DEFB110,Defb41
OC90,Oc90
RTL5,Rtl5
GPR142,Gpr142
ZNF180,Zfp180
TCEANC,Tceanc
LSP1,Lsp1
VAMP5,Vamp5
LGALS3BP,Lgals3bp
FREM3,Frem3
THEM4,Them4
COX8A,Cox8a
F11R,F11r
TRBV2,Trbv3
ZC2HC1B,Zc2hc1b
BCL2L14,Bcl2l14
RHNO1,Rhno1
TRAV29DV5,Trav19
B2M,B2m
C17orf107,4930544D05Rik
CD93,Cd93
GAS2L2,Gas2l2
PLB1,Plb1
TMEM80,Tmem80
VSIG1,Vsig1
C3orf52,BC016579
CD28,Cd28
IL1B,Il1b
DMRTA1,Dmrta1
GZMB,Gzmb
IL19,Il19
DRC12,Ccdc153
PRUNE2,Prune2
EFHB,Efhb
LRRC74B,Lrrc74b
LRRN4CL,Lrrn4cl
ATP5IF1,Atp5if1
GBP4,Gbp7
CER1,Cer1
FASTKD1,Fastkd1
ECM1,Ecm1
IL23R,Il23r
ZSWIM2,Zswim2
THPO,Thpo
KRTAP4-12,Krtap4-24
GM2A,Gm2a
CD83,Cd83
LKAAEAR1,Lkaaear1
TCTN2,Tctn2
PLA2G10,Pla2g10
C5orf46,Gm94
TMEM119,Tmem119
SPEM1,Spem1
ZNF804B,Zfp804b
BPIFB2,Bpifb2
PTH,Pth
EME2,Eme2
MARCO,Marco
REC114,Rec114
COL18A1,Col18a1
SLC9C2,SLC9C2
LAT,Lat
SPMIP3,Spmip3
RNASE12,Rnase12
EVC,Evc
C3orf49,Gm11100
FXYD4,Fxyd4
RNF151,Rnf151
LTB,Ltb
FUT4,Fut4
ODAM,Odam
SPATA7,Spata7
MFSD6L,Mfsd6l
FANCC,Fancc
DZIP1,Dzip1
REXO5,Rexo5
THBD,Thbd
FCRLA,Fcrla
FBXO6,Fbxo6
CATSPER4,Catsper4
C1orf53,2310009B15Rik
ADAM21,Adam21
PLA2G7,Pla2g7
LRRC56,Lrrc56
CYTL1,Cytl1
KRTAP1-5,Krtap1-5
TAS2R7,Tas2r130
SSMEM1,Ssmem1
MASP1,Masp1
PDE4C,Pde4c
PDCD5,Pdcd5
MORN1,Morn1
GZMM,Gzmm
ABCA6,Abca6
LAMP1,Lamp1
LBP,Lbp
SCAND1,Scand1
LY6G5C,Ly6g5c
THEMIS2,Themis2
IRAG2,Irag2
PPP1R3G,Ppp1r3g
TNFRSF11A,Tnfrsf11a
GEMIN8,Gemin8
TMPRSS11A,Tmprss11a
EID1,Eid1
NRK,Nrk
NPM2,Npm2
CAPN13,Capn13
IGFBP1,Igfbp1
SYNE4,Syne4
ZNF648,Zfp648
RFWD3,Rfwd3
LVRN,Lvrn
EEF1AKMT2,Eef1akmt2
TMEM116,Tmem116
R3HCC1,R3hcc1
TRIM34,Trim34a
ZNF408,Zfp408
CHGA,Chga
CSTL1,Cstl1
LRRC26,Lrrc26
MPG,Mpg
LRRIQ4,Lrriq4
ERMARD,Ermard
ZCCHC18,Zcchc18
LMAN1L,Lman1l
TMEM221,Tmem221
LTBR,Ltbr
SNAP47,Snap47
RNF224,Rnf224
DCDC2B,Dcdc2b
ACBD4,Acbd4
IL4I1,Il4i1
TESPA1,Tespa1
CEP72,Cep72
KASH5,Kash5
UPF3A,Upf3a
AFM,Afm
IL12B,Il12b
NSL1,Nsl1
SEPTIN3,Septin3
PRR35,Prr35
CENPP,Cenpp
IGHV3-66,Ighv10-1
IGHV4-59,Ighv3-1
NCAN,Ncan
DBX2,Dbx2
KLK6,Klk6
CENPO,Cenpo
MBD4,Mbd4
ZP3,Zp3
IZUMO1R,Izumo1r
CPN2,Cpn2
ASTL,Astl
CCDC122,Ccdc122
PDZK1IP1,Pdzk1ip1
BEX2,Bex1
JHY,Jhy
ADGRE1,Adgre1
DMAC2,Dmac2
LAD1,Lad1
SPP2,Spp2
DBF4,Dbf4
BFSP1,Bfsp1
SNORA52,Snora52
FLYWCH1,Flywch1
THUMPD2,Thumpd2
TCP11,Tcp11
BBS10,Bbs10
TMEM184C,Tmem184c
FAM162B,Fam162b
CCDC194,Ccdc194
IZUMO3,Izumo3
DNAI7,Dnai7
SERPINE3,Serpine3
CTSG,Ctsg
HFE,Hfe
SPINK7,Spink7
SMIM22,Smim22
FABP7,Fabp7
RGSL1,Rgsl1
SETDB2,Setdb2
PTPRC,Ptprc
TLR4,Tlr4
CEP44,Cep44
PADI6,Padi6
CFAP251,Cfap251
REXO4,Rexo4
PRR15,Prr15
CCDC196,Ccdc196
RNF213,Rnf213
LRRC43,Lrrc43
SDE2,Sde2
MAP1S,Map1s
SPIC,Spic
MIPOL1,Mipol1
CREB3,Creb3
FAM228B,Fam228b
SERPINB11,Serpinb11
ORC1,Orc1
TSPO2,Tspo2
MT-ND4,mt-Nd4
MROH5,Mroh5
LRRC69,Lrrc69
WEE2,Wee2
TEX38,Tex38
BANK1,Bank1
ZNF804A,Zfp804a
ICAM4,Icam4
POLRMT,Polrmt
CYP17A1,Cyp17a1
PABPN1L,Pabpn1l
BIN2,Bin2
FBF1,Fbf1
ADAM7,Adam7
TAS2R4,Tas2r108
LITAFD,Litafd
NSUN7,Nsun7
PGLYRP1,Pglyrp1
TOR1AIP2,Tor1aip2
MARVELD3,Marveld3
TTLL3,Ttll3
PIERCE1,Pierce1
SHROOM2,Shroom2
PTPRJ,Ptprj
TREML1,Treml1
KIZ,Kiz
IFITM3,Ifitm3
WFDC5,Wfdc5
TOPAZ1,Topaz1
IGLC2,Iglc4
SPX,Spx
ZNF280B,Zfp280b
LYPD2,Lypd2
STMND1,Stmnd1
FNDC8,Fndc8
GUCA2A,Guca2a
LALBA,Lalba
LY86,Ly86
DEFB105A,Defb12
SMIM38,Smim38
TMEM210,Tmem210
VPREB3,Vpreb3
TLCD2,Tlcd2
ZP1,Zp1
PLEKHN1,Plekhn1
ERMAP,Ermap
SPAG5,Spag5
TMPRSS11D,Tmprss11d
PROZ,Proz
ACTL10,Actl10
MYO15B,Myo15b
STAT2,Stat2
TMEM106A,Tmem106a
TMEM247,Tmem247
PTPRCAP,Ptprcap
ZNF280C,Zfp280c
SIMC1,Simc1
ASCL3,Ascl3
GBP5,Gbp5
PIK3C2G,Pik3c2g
FCGRT,Fcgrt
FANCA,Fanca
IL12RB2,Il12rb2
ADGRF4,Adgrf4
HERC6,Herc6
TMEM35B,Tmem35b
GPA33,Gpa33
P2RX5,P2rx5
C1orf174,A430005L14Rik
ZNF791,Zfp791
ZMYM5,Zmym5
PRICKLE4,Prickle4
WHAMM,Whamm
RNF113B,Rnf113a1
EPCIP,Epcip
CFAP90,Cfap90
TAPBPL,Tapbpl
CFLAR,Cflar
MMRN2,Mmrn2
PRG4,Prg4
PPDPF,Ppdpf
ANKRD33,Ankrd33
IL10RB,Il10rb
CD19,Cd19
CATSPER2,Catsper2
LDAH,Ldah
ASCL4,Ascl4
EGF,Egf
SHBG,Shbg
IMPG1,Impg1
SLC9C1,Slc9c1
MT-ND4L,mt-Nd4l
SPINK14,Spink14
VSIG10,Vsig10
PDCD1LG2,Pdcd1lg2
A3GALT2,A3galt2
HELZ2,Helz2
MORC1,Morc1
MKRN3,Mkrn3
TEFM,Tefm
DNASE2B,Dnase2b
ACR,Acr
GPR179,Gpr179
EIF4E1B,Eif4e1b
CASP8AP2,Casp8ap2
IL1RL1,Il1rl1
PROCR,Procr
FAM53A,Fam53a
DNAJC4,Dnajc4
MIR873,Mir873b
ASPM,Aspm
C1orf131,2810004N23Rik
SH2D7,Sh2d7
BRICD5,Bricd5
PLA2G2C,Pla2g2c
SRFBP1,Srfbp1
HBQ1,Hbq1a
MMRN1,Mmrn1
TESMIN,Tesmin
RBIS,Rbis
TEDDM1,Teddm1b
TEX14,Tex14
NOXO1,Noxo1
GPR160,Gpr160
PSAPL1,Psapl1
CD14,Cd14
ADM,Adm
HTRA4,Htra4
ODAD3,Odad3
IGHM,Ighm
GALP,Galp
SOWAHB,Sowahb
PWWP3B,Pwwp3b
TRBV12-5,Trbv16
MT-ND3,mt-Nd3
STRA8,Stra8
SLIRP,Slirp
RNASEH2C,Rnaseh2c
CLEC4E,Clec4e
KLF14,Klf14
ERCC5,Ercc5
TRMO,Trmo
LIPI,Lipi
OFD1,Ofd1
DCBLD1,Dcbld1
OR4A8,Or4a80
REG4,Reg4
RAMP2,Ramp2
CHAF1A,Chaf1a
CES3,Ces3b
C16orf89,AU021092
IRF7,Irf7
PRSS58,Prss58
COIL,Coil
SLC49A3,Slc49a3
IAPP,Iapp
RIBC1,Ribc1
NEPRO,Nepro
FBXO5,Fbxo5
TMEM249,Tmem249
PLA2G3,Pla2g3
IQCD,Iqcd
XKR5,Xkr5
PERCC1,Percc1
IGHV3-20,Ighv5-9-1
NIBAN3,Niban3
TMEM86B,Tmem86b
C10orf105,Gm17455
SH2D1B,Sh2d1b2
TEX52,Tex52
CRIPTO,Cripto
SIRPA,Sirpa
C11orf71,Gm5617
CD207,Cd207
ABCA13,Abca13
LRRD1,Lrrd1
C10orf71,3425401B19Rik
TMEM138,Tmem138
NKX3-1,Nkx3-1
NR0B1,Nr0b1
TRBV19,Trbv19
CASP8,Casp8
SLURP1,Slurp1
CENPQ,Cenpq
UGT3A2,Ugt3a2
SAMD7,Samd7
EID3,Eid3
ANKMY1,Ankmy1
TAF1C,Taf1c
POU5F2,Pou5f2
COBLL1,Cobll1
PSAP,Psap
MRPS31,Mrps31
SCEL,Scel
CD34,Cd34
H1-10,H1f10
SUSD3,Susd3
SAXO1,Saxo1
CPLANE1,Cplane1
ANKRD65,Ankrd65
LY6G6F,Ly6g6f
TAS2R38,Tas2r138
ADTRP,Adtrp
TMEM71,Tmem71
C12orf43,2210016L21Rik
AMN,Amn
ARHGEF5,Arhgef5
IDI2,Idi2
IL17RC,Il17rc
C5AR1,C5ar1
CYREN,Cyren
RECQL4,Recql4
GH1,Gh
CD160,Cd160
OAS1,Oas1g
KCNK18,Kcnk18
APOC1,Apoc1
SNORA73,Gm25139
SHISA5,Shisa5
APOA1,Apoa1
COQ7,Coq7
ADAMDEC1,Adamdec1
HELB,Helb
CD27,Cd27
IQCG,Iqcg
OR4X1,Or4x5-ps1
ZC3H12D,Zc3h12d
VEGFB,Vegfb
SPARCL1,Sparcl1
SLC17A1,Slc17a1
C8orf89,4930444P10Rik
SLCO1B3,Slco1b2
TAS2R40,Tas2r144
MEAK7,Meak7
FBXL13,Fbxl13
CEP192,Cep192
CX3CL1,Cx3cl1
PEG3,Peg3
GLB1L3,Glb1l3
CLEC14A,Clec14a
FBXO43,Fbxo43
SERPINA9,Serpina9
EPSTI1,Epsti1
SH2D6,Sh2d6
FAM216A,Fam216a
TMEM190,Tmem190
CCDC24,Ccdc24
DMP1,Dmp1
C1QTNF6,C1qtnf6
REX1BD,Rex1bd
CYP7B1,Cyp7b1
CENPF,Cenpf
SPACA4,Spaca4
C18orf54,4930503L19Rik
MAP6,Map6
DCP1B,Dcp1b
TMEM95,Tmem95
SPAAR,Spaar
BTBD8,Btbd8
IFNL3,Ifnl2
EFCAB6,Efcab6
PIGR,Pigr
IL1RL2,Il1rl2
LRRC31,Lrrc31
SNORA21B,Gm54825
CCDC9B,Ccdc9b
SPACA3,Spaca3
CFD,Cfd
ASGR2,Asgr2
NEU3,Neu3
HROB,Hrob
BIRC7,Birc7
ZFTRAF1,Zftraf1
BEST1,Best1
RITA1,Rita1
CENPH,Cenph
VWA5A,AW551984
PARP10,Parp10
SMTNL1,Smtnl1
CRACD,Cracd
BSG,Bsg
CFAP126,Cfap126
AADACL4,Aadacl4
COBL,Cobl
IGSF10,Igsf10
SPP1,Spp1
UTP14C,Utp14b
SHLD2,Shld2
C3AR1,C3ar1
MAGIX,Magix
IRF9,Irf9
PIERCE2,Pierce2
KIAA1755,D630003M21Rik
NUTM1,Nutm1
KLK1,Klk1
TAC3,Tac2
STBD1,Stbd1
TBATA,Tbata
SERPINA1,Serpina1c
FANCM,Fancm
SNORD97,Gm23262
PNPLA5,Pnpla5
IL7,Il7
TMEM45A,Tmem45a
ITIH4,Itih4
IGHV1-2,Ighv1-85
RGS20,Rgs20
CEP152,Cep152
UQCC4,Uqcc4
FASTKD2,Fastkd2
PIGBOS1,Pigbos1
C17orf100,4930563E22Rik
REST,Rest
LGALS2,Lgals2
TMEM232,Tmem232
XIRP2,Xirp2
PLCXD1,Plcxd1
SLC17A3,Slc17a3
NCKAP5,Nckap5
OR7G1,Or7g17
RFX8,Rfx8
TMEM154,Tmem154
CCDC86,Ccdc86
SAPCD1,Sapcd1
RAB11FIP1,Rab11fip1
GP6,Gp6
HAUS7,Haus7
STPG3,Stpg3
NUDT19,Nudt19
PTX4,Ptx4
ZNF786,Zfp786
TDP2,Tdp2
C8orf33,1110038F14Rik
QRFP,Qrfp
PSPN,Pspn
TNFRSF25,Tnfrsf25
UBL4B,Ubl4b
TSR3,Tsr3
ETV3L,Etv3l
SLC26A8,Slc26a8
MLPH,Mlph
DNAAF2,Dnaaf2
CCDC180,Ccdc180
TERF1,Terf1
DEFB119,Defb19
ICOS,Icos
BGLAP,Bglap2
GON7,Gon7
PROX2,Prox2
ASDURF,Asdurf
HUS1B,Hus1b
BID,Bid
METTL27,Mettl27
FANCE,Fance
ITGB3BP,Itgb3bp
MGAM2,Mgam2-ps
CATSPER3,Catsper3
NUDT7,Nudt7
PDYN,Pdyn
FASTKD3,Fastkd3
TRAV22,Trav13n-1
FAM124B,Fam124b
LCN10,Lcn10
LCN8,Lcn8
CCDC54,Ccdc54
KRTAP10-9,Krtap10-21
CCDC14,Ccdc14
TNFRSF17,Tnfrsf17
LRRN4,Lrrn4
IL7R,Il7r
TTLL6,Ttll6
ADM2,Adm2
CFAP157,Cfap157
IL20RA,Il20ra
NMI,Nmi
C19orf25,2310011J03Rik
ZNF296,Zfp296
IL18,Il18
TNFSF13B,Tnfsf13b
PNPLA3,Pnpla3
MTUS1,Mtus1
R3HCC1L,R3hcc1l
ZCCHC7,Zcchc7
SOD3,Sod3
NMB,Nmb
CNGB3,Cngb3
TRBV11-2,Trbv14
IL18RAP,Il18rap
WDR93,Wdr93
TRIM65,Trim65
PATE3,Pate3
GUCA2B,Guca2b
FAM178B,Fam178b
MTIF3,Mtif3
C16orf92,4930451I11Rik
RCSD1,Rcsd1
N4BP2L2,N4bp2l2
ZDHHC19,Zdhhc19
GOLM1,Golm1
ASCL2,Ascl2
EMB,Emb
RNASEL,Rnasel
ERP27,Erp27
HAUS6,Haus6
TNFSF15,Tnfsf15
SPIDR,Spidr
CDC25C,Cdc25c
EHBP1L1,Ehbp1l1
C1orf87,Gm12695
FETUB,Fetub
CIMIP4,Cimip4
SYTL2,Sytl2
ZNF45,Zfp94
KRTAP13-1,Krtap13-1
PLEKHS1,Plekhs1
CD5,Cd5
CHIA,Chil5
DPM2,Dpm2
CDSN,Cdsn
CCDC159,Ccdc159
NDUFA11,Ndufa11
CCDC83,Ccdc83
PTPN20,Ptpn20
DHRS2,Dhrs2
NMS,Nms
TSPYL1,Tspyl1
ZNF394,Zkscan14
AMBN,Ambn
HSD17B1,Hsd17b1
C17orf50,1700020L24Rik
IFNA1,Ifna6
RTL8C,Rtl8c
CCDC74A,Ccdc74a
DPH7,Dph7
C1orf56,Gm128
RNF168,Rnf168
SFI1,Sfi1
GKN1,Gkn1
CD3D,Cd3d
BHLHA9,Bhlha9
SERHL2,Serhl
PRTN3,Prtn3
AFP,Afp
ATP8B3,Atp8b3
MIA3,Mia3
PRSS51,Prss51
CKAP2L,Ckap2l
RPGRIP1,Rpgrip1
IGHV3-64D,Ighv6-3
CRYBG2,Crybg2
IGLC1,Iglc2
CHGB,Chgb
DCLRE1A,Dclre1a
TRAV19,Trav16n
MISP,Misp
CASS4,Cass4
ZNF160,Zfp160
PECAM1,Pecam1
CLEC1B,Clec1b
LY96,Ly96
CCDC154,Ccdc154
SHLD1,Shld1
STYXL1,Styxl1
MAGEL2,Magel2
AHSP,Ahsp
CCER2,Ccer2
CLEC4G,Clec4g
TMEM213,Tmem213
MT-ND5,mt-Nd5
CROCC2,Crocc2
GALNTL5,Galntl5
PKD1L2,Pkd1l2
ZNF438,Zfp438
RIMBP3,Rimbp3
PLAC9,Plac9
TEDC1,Tedc1
CSTA,Csta1
HASPIN,Haspin
TMEM191C,Tmem191
LCOR,Lcor
CFAP100,Cfap100
PKIB,Pkib
WDR49,Wdr49
BMP15,Bmp15
TRBV12-4,Trbv15
TRBV23-1,Trbv26
C16orf86,4933405L10Rik
KBTBD6,Kbtbd6
WDCP,Wdcp
TSACC,Tsacc
IL18R1,Il18r1
OIP5,Oip5
MESP2,Mesp2
SYCP2,Sycp2
TRBV4-2,Trbv5
TRAV12-3,Trav7d-4
TRBV10-3,Trbv13-3
TRAV5,Trav3-1
SWSAP1,Swsap1
TTLL8,Ttll8
SPTBN5,Sptbn5
SLC15A5,Slc15a5
PARM1,Parm1
ZNF112,Zfp112
CCDC198,Ccdc198
UCN3,Ucn3
NLRC5,Nlrc5
C3orf20,4930590J08Rik
NOL8,Nol8
SERPINA5,Serpina5
RNASE6,Rnase6
DNAH14,Dnah14
KNOP1,Knop1
PI16,Pi16
FCGR1A,Fcgr1
IFNA13,Ifna13
OTUD6A,Otud6a
CDH26,Cdh26
EPPK1,Eppk1
TRAV1-1,Trav1
TNFSF10,Tnfsf10
HAVCR2,Havcr2
PRR29,Prr29
RSPH14,Rsph14
TCP11X1,Tcp11x2
LRG1,Lrg1
SLC51B,Slc51b
RIPPLY2,Ripply2
VCAN,Vcan
ZCWPW2,Zcwpw2
DPPA5,Dppa5a
C4orf36,1700016H13Rik
EVI2A,Evi2a
NME8,Nme8
CAST,Cast
RARRES2,Rarres2
ERICH4,Erich4
RAD9B,Rad9b
TFF1,Tff1
IL21R,Il21r
TRDV3,Trdv5
SULT2A1,Sult2a5
ST6GALNAC1,St6galnac1
TNFRSF1A,Tnfrsf1a
HPS4,Hps4
PARP14,Parp14
RAB11FIP3,Rab11fip3
FAM217B,Fam217b
EFCAB9,Efcab9
LRTM1,Lrtm1
IL18BP,Il18bp
CCL28,Ccl28
OCSTAMP,Ocstamp
ADAM8,Adam8
MPC1L,Gm4984
FAM149A,Fam149a
TXNDC8,Txndc8
C5orf15,9530068E07Rik
H1-6,H1f6
TMEM252,Tmem252
IFNA8,Ifna5
MAGEE1,Magee1
CHCHD6,Chchd6
BPIFA3,Bpifa3
IGKV5-2,Igkv17-121
NUSAP1,Nusap1
MGAT4D,Mgat4d
MRPS15,Mrps15
CFAP92,Cfap92
CCDC188,Ccdc188
TSSC4,Tssc4
C10orf90,D7Ertd443e
TTLL2,Ttll2
PNMA8A,Pnma8a
RAD51AP1,Rad51ap1
IFNA10,Ifna15
IL24,Il24
MARCHF10,Marchf10
PPP1R3A,Ppp1r3a
SPINK4,Spink4
SPACA6,Spaca6
IL22RA2,Il22ra2
P3R3URF,P3r3urf
CCT8L2,Cct8l1
TRIM40,Trim40
CCL22,Ccl22
PER3,Per3
FIGLA,Figla
SKA3,Ska3
RRP1,Rrp1
LY6G6D,Ly6g6d
MIR489,Mir489
ANKRD40CL,Ankrd40cl
GBP6,Gbp4
IFIT2,Ifit2
SEBOX,Sebox
CEACAM19,Ceacam19
CFAP46,Cfap46
ISG15,Isg15
CFAP95,Cfap95
THSD8,Gm49661
SCART1,Scart1
AMER3,Amer3
CSF3R,Csf3r
SPINK5,Spink5
ZSCAN12,Zscan12
C1orf116,AA986860
BCAS1,Bcas1
CRYBG3,Crybg3
hsa-mir-423,Mir423
ZNF597,Zfp597
APOA2,Apoa2
RRP1B,Rrp1b
TERT,Tert
SLC9B1,Slc9b1
IGSF6,Igsf6
CENPE,Cenpe
HEG1,Heg1
C9orf152,D630039A03Rik
LY6G5B,Ly6g5b
TAS2R3,Tas2r137
TMEM207,Tmem207
IL27RA,Il27ra
KRT9,Krt9
RUFY4,Rufy4
CCL7,Ccl7
IFI30,Ifi30
CLIC6,Clic6
FLT3LG,Flt3l
CCDC179,Ccdc179
C7orf50,3110082I17Rik
TMEM140,Tmem140
ACD,Acd
PRR18,Prr18
SH2D2A,Sh2d2a
IGHV3-13,Ighv6-5
ZNF605,Zfp605
C18orf63,Gm17266
C8orf58,9930012K11Rik
C19orf85,Gm36210
AADACL3,Aadacl3
BATF2,Batf2
DEFB109D,Defb48
C16orf74,1190005I06Rik
PARP4,Parp4
PLVAP,Plvap
DAND5,Dand5
CASP1,Casp1
DEFB130B,Defb47
MTFR2,Mtfr2
IL17A,Il17a
BCLAF3,Bclaf3
DEFB124,Defb25
SLC19A1,Slc19a1
PLAUR,Plaur
GTPBP6,Gtpbp6
SYCE2,Syce2
CD164,Cd164
TEDC2,Tedc2
DKKL1,Dkkl1
TRAV18,Trav12d-2
SERPINB9,Serpinb9c
SRD5A1,Srd5a1
IGHV3-11,Ighv6-7
DNAJC5G,Dnajc5g
PKDREJ,Pkdrej
UMODL1,Umodl1
LCN2,Lcn2
CCDC17,Ccdc17
CCER1,Ccer1
MANSC1,Mansc1
LNP1,Lnp1
CCDC57,Ccdc57
TFAM,Tfam
ZNF764,Zfp764l1
PRG3,Prg3
MANSC4,Mansc4
RAB44,Rab44
CCDC38,Ccdc38
GJC3,Gjc3
INCA1,Inca1
TTC23L,Ttc23l
IFTAP,Iftap
ANKRD60,Ankrd60
C17orf78,Gm11437
EPB41L3,Epb41l3
KRTAP10-11,Krtap10-28
TNFRSF1B,Tnfrsf1b
C11orf52,2310030G06Rik
MESP1,Mesp1
GLTPD2,Gltpd2
HLA-DRB1,H2-Eb2
HEATR4,Heatr4
AXDND1,Axdnd1
SPEM2,Spem2
SNAPC2,Snapc2
IFNA2,Ifna16
SERPINB4,Serpinb3a
MMP12,Mmp12
TLE7,Tle7
GFRA4,Gfra4
PARP9,Parp9
MTERF4,Mterf4
IGHV4-28,Ighv3-8
IDO1,Ido1
IGLV4-3,Iglv3
PNMA8B,Pnma8b
GYPC,Gypc
CIMIP6,4930505A04Rik
SERPINA12,Serpina12
EPPIN,Eppin
ISM2,Ism2
LRRIQ3,Lrriq3
CD1D,Cd1d1
SERPINA3,Serpina3n
PATE1,Pate1
ICE1,Ice1
ADAM18,Adam18
CABS1,Cabs1
LY6E,Ly6e
SWI5,Swi5
CLEC4D,Clec4d
MLKL,Mlkl
PRM2,Prm2
LHFPL7,Lhfpl7
WDR27,Wdr27
FCGR3A,Fcgr4
CD3E,Cd3e
NAT8B,Nat8
TMEM273,Tmem273
PWWP3A,Pwwp3a
CEP68,Cep68
IFNA5,Ifna9
TNFRSF4,Tnfrsf4
RSPH3,Rsph3b
IGKV6D-21,Igkv5-37
GPR31,Gpr31b
CGREF1,Cgref1
IFNL2,Ifnl3
AHRR,Ahrr
SOWAHD,Sowahd
ZNF551,Zfp551
GIMAP1,Gimap1
CATIP,Catip
SPATA6L,Spata6l
SMIM33,Smim33
KCNMB3,Kcnmb3
FAM209A,Fam209
CCDC73,Ccdc73
SNAPC4,Snapc4
CLNK,Clnk
PALB2,Palb2
NOXA1,Noxa1
TSPAN10,Tspan10
ADGRF3,Adgrf3
PROM1,Prom1
IFNA4,Ifna12
PNPLA1,Pnpla1
EBI3,Ebi3
ZNF445,Zfp445
CD40,Cd40
APLF,Aplf
NPFF,Npff
CKAP2,Ckap2
SLAMF1,Slamf1
C3orf85,Gm5485
TET2,Tet2
IL2RA,Il2ra
STOX1,Stox1
APOBEC4,Apobec4
CEP126,Cep126
