gorilla gene name,rhesus_macaque gene name
KHDC1L,KHDC1L
TBRG4,TBRG4
GSK3B,GSK3B
SAMD15,SAMD15
MAP7D1,MAP7D1
TAS1R3,TAS1R3
CCNT1,CCNT1
PRKDC,PRKDC
ZFR2,ZFR2
PROC,PROC
CATIP,CATIP
RENBP,RENBP
SSH1,SSH1
ZACN,ZACN
CMYA5,CMYA5
PABIR2,PABIR2
DUSP7,DUSP7
KLHL14,KLHL14
STRC,STRC
RIPOR3,RIPOR3
SLC2A10,SLC2A10
SRPK3,SRPK3
XYLB,XYLB
OR52B6,OR52B6
PNOC,PNOC
SLC41A3,SLC41A3
MIR1180,mml-mir-1180
ABCB7,ABCB7
ZDHHC20,ZDHHC20
CNBD2,CNBD2
ZNF3,ZNF3
MISP,MISP
ZNF782,ZNF782
OR6K2,OR6K2
SLC35F4,SLC35F4
KIAA1210,KIAA1210
DYRK1B,DYRK1B
ZBTB7B,ZBTB7B
CDKL2,CDKL2
C6orf132,C4H6orf132
CD163L1,CD163L1
ZNF277,ZNF277
SPACA4,SPACA4
TGM5,TGM5
HPCAL1,HPCAL1
REG3G,REG3G
DBH,DBH
WNT9A,WNT9A
SRARP,SRARP
TMEM31,TMEM31
ADRA1A,ADRA1A
CCDC14,CCDC14
RNU11-5P,RNU11-5P
CD1C,CD1C
ARHGEF1,ARHGEF1
PSMB6,PSMB6
SLC12A4,SLC12A4
GFPT1,GFPT1
ERMP1,ERMP1
MGAM2,MGAM2
TMEM64,TMEM64
EFCAB8,EFCAB8
RTP3,RTP3
NDUFA5,NDUFA5
OPALIN,OPALIN
BPIFA3,BPIFA3
MAST3,MAST3
LACRT,LACRT
IQCC,IQCC
TBX18,TBX18
EFCAB14,EFCAB14
CXCR6,CXCR6
HGFAC,HGFAC
SCNM1,SCNM1
SRFBP1,SRFBP1
UBE2L6,UBE2L6
TRIML2,TRIML2
CIBAR2,CIBAR2
FAM83H,FAM83H
LIPF,LIPF
CYP17A1,CYP17A1
DIS3L2,DIS3L2
GPM6B,GPM6B
BRSK1,BRSK1
ANAPC7,ANAPC7
C6orf15,C4H6orf15
SIGLEC10,SIGLEC10
BRCA1,BRCA1
CENPU,CENPU
PPDPFL,PPDPFL
BTRC,BTRC
ELOA,ELOA
OLA1,OLA1
RAPGEF5,RAPGEF5
TMEM130,TMEM130
SPSB2,SPSB2
PKD1L1,PKD1L1
MOB3C,MOB3C
HEXB,HEXB
FCRL2,FCRL2
TSPYL6,TSPYL6
CXCR1,CXCR1
ZNF771,ZNF771
TMEM126B,TMEM126B
MKI67,MKI67
CDC6,CDC6
NOC3L,NOC3L
TBC1D10A,TBC1D10A
PSCA,PSCA
GDA,GDA
GUCY2D,GUCY2D
PPP1R2C,PPP1R2C
SDC3,SDC3
KIAA2012,KIAA2012
RSAD1,RSAD1
PARK7,PARK7
OR5V1,OR5V1
MRPL38,MRPL38
MANF,MANF
SOD2,SOD2
DNAI7,DNAI7
UBE2Q1,UBE2Q1
CDH15,CDH15
KATNIP,KATNIP
POMGNT1,POMGNT1
PARP9,PARP9
EPB42,EPB42
SLC25A52,SLC25A52
NLRC3,NLRC3
PIDD1,PIDD1
GPA33,GPA33
ANO7,ANO7
ZNF181,ZNF181
CCL18,CCL18
ESRRA,ESRRA
TMEM275,TMEM275
TEX50,TEX50
TM4SF20,TM4SF20
TRPM4,TRPM4
NECAB3,NECAB3
SNORD13,SNORD13
VWA3B,VWA3B
FUT2,FUT2
KDM2B,KDM2B
TAS2R16,TAS2R16
ATP6V0A1,ATP6V0A1
TREML2,TREML2
GRB10,GRB10
ABCG8,ABCG8
DDX56,DDX56
DACH1,DACH1
FLACC1,FLACC1
ZNF311,ZNF311
PDLIM3,PDLIM3
IFI27L2,IFI27L2
MAP4K1,MAP4K1
NME5,NME5
CYP27A1,CYP27A1
ZNF354C,ZNF354C
MYCBPAP,MYCBPAP
ZNF133,ZNF133
TNP2,TNP2
TMPRSS7,TMPRSS7
ARSL,ARSL
HACD3,HACD3
TEX36,TEX36
COG8,COG8
ELOVL5,ELOVL5
RNF170,RNF170
POLR1H,POLR1H
NCKIPSD,NCKIPSD
TSGA13,TSGA13
ZSCAN4,ZSCAN4
ENPP3,ENPP3
ACMSD,ACMSD
HAUS4,HAUS4
NPHP4,NPHP4
AP1S3,AP1S3
ILVBL,ILVBL
E4F1,E4F1
RMND1,RMND1
BST1,BST1
TNFRSF8,TNFRSF8
SLC7A13,SLC7A13
HSD3B2,HSD3B2
SNORD114-20,SNORD114-20
SNORD114-30,SNORD114-30
CHEK2,CHEK2
MIPOL1,MIPOL1
MYO15A,MYO15A
NATD1,NATD1
ZMPSTE24,ZMPSTE24
CLTB,CLTB
TARS2,TARS2
CALCR,CALCR
GRAMD4,GRAMD4
IFTAP,IFTAP
HMCN2,HMCN2
SERINC1,SERINC1
SLC38A8,SLC38A8
EMD,EMD
RNF227,RNF227
CRMP1,CRMP1
CLEC4D,CLEC4D
CD5,CD5
SRCIN1,SRCIN1
C1orf116,C1H1orf116
EPPIN,SPINLW1
CCDC93,CCDC93
LDAF1,LDAF1
DEGS1,DEGS1
AGMO,AGMO
RPF2,RPF2
MAEL,MAEL
NOBOX,NOBOX
CNIH3,CNIH3
B3GNT3,B3GNT3
PRKCI,PRKCI
C2orf68,C13H2orf68
SPOCD1,SPOCD1
CAVIN3,CAVIN3
GPR35,GPR35
MS4A15,MS4A15
MIB2,MIB2
PEX11B,PEX11B
ZNF282,ZNF212
ADCY4,ADCY4
ALDH3A2,ALDH3A2
CRP,CRP
TOR1B,TOR1B
PTCD1,PTCD1
ASCL4,ASCL4
FBLN5,FBLN5
RNFT2,RNFT2
CMSS1,CMSS1
ANO4,ANO4
LDAH,LDAH
SPINK14,SPINK14
TMPRSS11E,TMPRSS11E
CCDC82,CCDC82
C3AR1,C3AR1
DTX3L,DTX3L
RB1,RB1
TOMM20L,TOMM20L
UMOD,UMOD
FBXL5,FBXL5
ZFAND1,ZFAND1
ANKRD31,ANKRD31
SEC31B,SEC31B
MIRLET7D,MIRLET7D
AJM1,AJM1
TACC2,TACC2
ADGRG3,ADGRG3
CD300E,CD300E
TBX2,TBX2
SIX4,SIX4
CST9L,CST9L
PIGB,PIGB
GABRB3,GABRB3
RTBDN,RTBDN
DTHD1,DTHD1
MRPS30,MRPS30
WARS2,WARS2
KRBA2,KRBA2
OTUB2,OTUB2
PLA2G10,PLA2G10
SNAPC4,SNAPC4
STK32A,STK32A
CIITA,CIITA
KRT16,KRT16
MAPK13,MAPK13
MTAP,MTAP
ERCC8,ERCC8
TOP1MT,TOP1MT
MARCHF10,MARCHF10
FBXO25,FBXO25
MYL11,MYL11
TRMT1,TRMT1
LARGE1,LARGE1
C8orf89,C8orf89
PRAMEF12,PRAMEF12
COTL1,COTL1
DMRTC2,DMRTC2
ADAL,ADAL
MIR552,mml-mir-552
PTPRJ,PTPRJ
KCNH2,KCNH2
ARHGEF9,ARHGEF9
R3HCC1L,R3HCC1L
NLRP7,NLRP7
KLRF1,KLRF1
IDH3B,IDH3B
DOT1L,DOT1L
COQ9,COQ9
IL1A,IL1A
QDPR,QDPR
QTRT1,QTRT1
KRTAP29-1,KRTAP29-1
CSGALNACT2,CSGALNACT2
TBCE,TBCE
CD79A,CD79A
TFAP2B,TFAP2B
MYCN,MYCN
TRAV3,TRAV3
JSRP1,JSRP1
FHAD1,FHAD1
TEX53,TEX53
NDFIP1,NDFIP1
NCAPH2,NCAPH2
TCF3,TCF3
CHRNB1,CHRNB1
LINC03040,LINC03040
GRAMD2A,GRAMD2A
SLC39A1,SLC39A1
ADAM8,ADAM8
CERT1,CERT1
PSMB10,PSMB10
NT5C1A,NT5C1A
HEG1,HEG1
BTLA,BTLA
DDX52,DDX52
INPP5A,INPP5A
ARSG,ARSG
ZNF222,ZNF222
HEXA,HEXA
TCTN1,TCTN1
UBE3D,UBE3D
STAT5A,STAT5A
ZNF559,ZNF559
TCL1B,TCL1B
IGF2BP2,IGF2BP2
WNT5A,WNT5A
AADACL3,AADACL3
YWHAB,YWHAB
LSMEM2,LSMEM2
EHD1,EHD1
C12orf50,C11H12orf50
MMRN2,MMRN2
KLHDC7A,KLHDC7A
PGK2,PGK2
MVK,MVK
MRPS9,MRPS9
C1R,C1R
WFDC9,WFDC9
BCAS1,BCAS1
TRIM65,TRIM65
PNLIP,PNLIP
EPM2A,EPM2A
COX7A1,COX7A1
REG4,REG4
ZNF71,ZNF71
TMEM40,TMEM40
ACTL6B,ACTL6B
CUBN,CUBN
UVSSA,UVSSA
FBXW8,FBXW8
VWA2,VWA2
CIZ1,CIZ1
MRGPRD,MRGPRD
USP37,USP37
DUXB,DUXB
MRPL54,MRPL54
PORCN,PORCN
AGBL1,AGBL1
SLC35E4,SLC35E4
GMFB,GMFB
UBE2G1,UBE2G1
C12orf71,C11H12orf71
TMPRSS3,TMPRSS3
VASH1,VASH1
ZIM3,ZIM3
TMBIM4,TMBIM4
SUN3,SUN3
ANKS1A,ANKS1A
ZFAND3,ZFAND3
ARHGEF40,ARHGEF40
LRRC43,LRRC43
LBHD2,LBHD2
ARL8A,ARL8A
SLFN12,SLFN12
DGKD,DGKD
GPR78,GPR78
NHERF1,NHERF1
AIRIM,AIRIM
CNTFR,CNTFR
SUCO,SUCO
MILR1,MILR1
SPATA45,SPATA45
BECN2,BECN2
PIGR,PIGR
AWAT2,AWAT2
CRNN,CRNN
DUSP10,DUSP10
CLEC11A,CLEC11A
KPNA4,KPNA4
CALHM3,CALHM3
NRIP1,NRIP1
PF4V1,PF4V1
H1-8,H1-8
DEFB115,DEFB115
BTG4,BTG4
PIH1D1,PIH1D1
ATP8A2,ATP8A2
MPP3,MPP3
PSMA1,PSMA1
NES,NES
CCL17,CCL17
LMNB2,LMNB2
HNRNPH1,HNRNPH1
DUSP29,DUSP29
FPR1,FPR1
DEFB136,DEFB136
CCRL2,CCRL2
RAD51AP2,RAD51AP2
SPAM1,SPAM1
ZFTA,ZFTA
EEF2KMT,EEF2KMT
KLHDC9,KLHDC9
MYOM2,MYOM2
NMT1,NMT1
CCDC170,CCDC170
ZNF691,ZNF691
CXCL1,CXCL1
LIMCH1,LIMCH1
DCAF11,DCAF11
UNC45A,UNC45A
KISS1R,KISS1R
AMBN,AMBN
SCUBE2,SCUBE2
DNAI4,DNAI4
FN3KRP,FN3KRP
SNX29,SNX29
LGSN,LGSN
COL26A1,COL26A1
ZNF839,ZNF839
SLC25A17,SLC25A17
AQP11,AQP11
EXT2,EXT2
INMT,INMT
MRPS11,MRPS11
ZCCHC3,ZCCHC3
TUBD1,TUBD1
DOK4,DOK4
C16orf46,C20H16orf46
RGS7BP,RGS7BP
PALB2,PALB2
SYDE2,SYDE2
GPAT2,GPAT2
SLC9C2,SLC9C2
ICAM4,ICAM4
STMN2,STMN2
ADCYAP1R1,ADCYAP1R1
SCHIP1,SCHIP1
TMEM69,TMEM69
WFDC11,WFDC11
NAT2,NAT2
EDIL3,EDIL3
SLCO3A1,SLCO3A1
AP2A1,AP2A1
CLEC1A,CLEC1A
PSEN1,PSEN1
LRTM2,LRTM2
FADS1,FADS1
TACC3,TACC3
TOGARAM2,TOGARAM2
PPP1R15A,PPP1R15A
CHMP2B,CHMP2B
CCDC137,CCDC137
MMP13,MMP13
SHTN1,SHTN1
TSPAN3,TSPAN3
CDSN,CDSN
TAS2R60,TAS2R60
SLFN5,SLFN5
STK11IP,STK11IP
ABCC3,ABCC3
IL36G,IL36G
FIRRM,FIRRM
RGS16,RGS16
LIPJ,LIPJ
CHGB,CHGB
EFNA3,EFNA3
TAMALIN,TAMALIN
KLRG1,KLRG1
IDO2,IDO2
C7,C7
TBC1D30,TBC1D30
RNF25,RNF25
TRIM41,TRIM41
FTO,FTO
DOCK3,DOCK3
LARP1,LARP1
VWA5A,VWA5A
CLNK,CLNK
NEFH,NEFH
C6orf141,C4H6orf141
STX5,STX5
TRBV9,TRBV9
EBAG9,EBAG9
PIGG,PIGG
CNP,CNP
EMC2,EMC2
ZCCHC14,ZCCHC14
PI4KA,PI4KA
NXPE4,NXPE1
PTCD3,PTCD3
CCDC192,CCDC192
MIRLET7F,MIRLET7F1
ARHGEF2,ARHGEF2
DTX2,DTX2
OR8S1,OR8S1
SFI1,SFI1
CHAD,CHAD
DYNAP,DYNAP
RASGEF1B,RASGEF1B
B3GAT2,B3GAT2
PRKCD,PRKCD
WDFY1,WDFY1
GSR,GSR
GTF3A,GTF3A
MAPK8IP2,MAPK8IP2
NKD2,NKD2
SCCPDH,SCCPDH
GART,GART
MLH3,MLH3
POLE4,POLE4
SHB,SHB
BTBD10,BTBD10
FBXO21,FBXO21
PRR5,PRR5
TNK2,TNK2
DYM,DYM
SUN5,SUN5
TMEM131L,TMEM131L
MRPL19,MRPL19
GRK5,GRK5
SLCO1C1,SLCO1C1
GAS8,GAS8
SPINT4,SPINT4
ELOVL4,ELOVL4
WNT8A,WNT8A
HMCES,HMCES
C8orf74,C8H8orf74
PTCD2,PTCD2
METTL15,METTL15
TAF1D,TAF1D
ZPLD1,ZPLD1
LGALS3,LGALS3
FAM171A2,FAM171A2
HSD3B7,HSD3B7
CLUL1,CLUL1
CLTA,CLTA
SLC19A3,SLC19A3
SCARF1,SCARF1
ARHGAP23,ARHGAP23
RPS6KA6,RPS6KA6
DEFB118,DEFB118
IP6K2,IP6K2
NT5DC2,NT5DC2
MAGEC2,MAGEC2
HROB,HROB
FLAD1,FLAD1
FKBP15,FKBP15
GNL1,GNL1
CNOT4,CNOT4
PAK4,PAK4
STX2,STX2
MARCHF1,MARCHF1
PRODH2,PRODH2
PIF1,PIF1
ACAN,ACAN
LETM1,LETM1
HTRA4,HTRA4
OAS2,OAS2
L1TD1,L1TD1
ERICH3,CRYZ
COL4A3,COL4A3
USP2,USP2
RNASE3,RNASE3
RBBP8NL,RBBP8NL
PTPRC,PTPRC
MIR626,mml-mir-626
RGSL1,RGSL1
ETHE1,ETHE1
BCO2,BCO2
AKAP1,AKAP1
PRRT1,PRRT1
NRSN2,NRSN2
OR51F1,OR51F1
XRCC3,XRCC3
CLEC2B,CLEC2B
NICN1,NICN1
SNORD114-31,SNORD114-31
IL13RA2,IL13RA2
PCDHB10,PCDHB10
FASTKD2,FASTKD2
POLI,POLI
SLC16A5,SLC16A5
TC2N,TC2N
ZNF280A,ZNF280A
NCLN,NCLN
CCDC27,CCDC27
MATN3,MATN3
GHR,GHR
PPFIBP2,PPFIBP2
IL12B,IL12B
ASIC4,ASIC4
ARHGAP45,ARHGAP45
CLPS,CLPS
G6PD,G6PD
ITM2C,ITM2C
GJA3,GJA3
USP40,USP40
CRYBG3,ARL6
LRRC63,LRRC63
CCR3,CCR3
NEK4,NEK4
AUNIP,AUNIP
FOXRED2,FOXRED2
PRR32,PRR32
CD96,CD96
TRAPPC6B,TRAPPC6B
CTH,CTH
NUP214,NUP214
STAT3,STAT3
SCGB3A2,SCGB3A2
WFDC13,WFDC13
FOXC2,FOXC2
TMC8,TMC8
VEGFA,VEGFA
NPHP1,NPHP1
EMILIN2,EMILIN2
CIMAP2,CIMAP2
CDHR2,CDHR2
MYL6B,MYL6B
ADAM20,ADAM20
LEP,LEP
SH3YL1,SH3YL1
MEFV,MEFV
TAF7L,TAF7L
LYPD6B,LYPD6B
ZNF827,ZNF827
TMEM186,TMEM186
WDR5,WDR5
L3MBTL1,L3MBTL1
MIR142,MIR142
KIAA1549L,KIAA1549L
SH3D21,SH3D21
CCDC180,CCDC180
SPNS1,SPNS1
FBXL20,FBXL20
KRBA1,KRBA1
SRXN1,SRXN1
MS4A2,MS4A2
B4GALNT2,B4GALNT2
GNPDA1,GNPDA1
ACSM1,ACSM1
NRN1L,NRN1L
FMN2,FMN2
CAPNS1,CAPNS1
RNASET2,RNASET2
DHRS7B,DHRS7B
RPL22L1,RPL22L1
APOA4,APOA4
TYMS,TYMS
NIBAN1,NIBAN1
NOS2,NOS2
CABP4,CABP4
POLQ,POLQ
FARS2,FARS2
CCL3,CCL3
ANXA3,ANXA3
TULP2,TULP2
CSF2RB,CSF2RB
CYSLTR2,CYSLTR2
ANKLE2,ANKLE2
GATC,GATC
PTGS1,PTGS1
EDDM3A,EDDM3A
ANGPTL6,ANGPTL6
CEACAM8,CEACAM8
SLC35F6,SLC35F6
TTLL8,TTLL8
CLCA4,CLCA4
SAP25,SAP25
PID1,PID1
SULT6B1,SULT6B1
LCE1D,LCE1F
CATSPERB,CATSPERB
USP11,USP11
SLC27A2,SLC27A2
NSG2,NSG2
PKD1L3,PKD1L3
IRAK1,IRAK1
SLC6A16,SLC6A16
HCLS1,HCLS1
GIMD1,GIMD1
OR2AG1,OR2AG2
NLRP5,NLRP5
OPRM1,OPRM1
CYP46A1,CYP46A1
UPK3A,UPK3A
C12orf42,C11H12orf42
CPVL,CPVL
TWNK,TWNK
ACTA2,ACTA2
TTC29,TTC29
SLC13A1,SLC13A1
OR9Q2,OR9Q2
SPDL1,SPDL1
F11R,F11R
MAN2B2,MAN2B2
ACAD8,ACAD8
CNGA3,CNGA3
BCL2L10,BCL2L10
CLEC2D,CLEC2D
UBFD1,UBFD1
RNF213,RNF213
ZNF787,ZNF787
GTSE1,GTSE1
NANS,NANS
WDR48,WDR48
KLK4,KLK4
RNASE1,RNASE1
NPAP1,NPAP1
MELTF,MELTF
PHKG2,PHKG2
ZNF124,ZNF124
PCOLCE,PCOLCE
THY1,THY1
GNPTG,GNPTG
CDC37,CDC37
NKX6-1,NKX6-1
KHDC3L,KHDC3L
ADAD2,ADAD2
GKN1,GKN1
ZIC2,ZIC2
PTX4,PTX4
GLT8D2,GLT8D2
SHLD1,SHLD1
PPP1R12C,PPP1R12C
GALNT18,GALNT18
FCER2,FCER2
STARD10,STARD10
LRCH1,LRCH1
THTPA,THTPA
GPX6,GPX6
ABCF1,ABCF1
LFNG,LFNG
EFCAB9,EFCAB9
CPNE7,CPNE7
NLGN2,NLGN2
STIMATE,STIMATE
KIN,KIN
CCL16,CCL16
ERMN,ERMN
SPHK2,SPHK2
ALG8,ALG8
DYNC1I2,DYNC1I2
OPRPN,OPRPN
NDUFA4,NDUFA4
IL9,IL9
NT5DC1,NT5DC1
PEX10,PEX10
MGLL,MGLL
YIF1B,YIF1B
FAM118A,FAM118A
GPRIN1,GPRIN1
LRRC25,LRRC25
EIF4G3,EIF4G3
CLUAP1,CLUAP1
PPP2R5E,PPP2R5E
CYP11B2,CYP11B2
ERICH6B,ERICH6B
BNIP5,BNIP5
CCT7,CCT7
C1orf105,C1H1orf105
ACSBG2,ACSBG2
DUSP11,DUSP11
NUDT5,NUDT5
RNF149,RNF149
ANKRD60,ANKRD60
SH3GL1,SH3GL1
FNBP1L,FNBP1L
TYR,TYR
ABCE1,ABCE1
AKT1,AKT1
GRIN1,GRIN1
POPDC2,POPDC2
ST8SIA6,ST8SIA6
MROH9,MROH9
CHIA,CHIA
EQTN,EQTN
ZNF556,ZNF556
URAD,URAD
GRK6,GRK6
C3orf33,C2H3orf33
IGFBP7,IGFBP7
PRRT2,PRRT2
HLCS,HLCS
HES4,HES4
C2CD4B,C2CD4B
NDRG3,NDRG3
MINDY1,MINDY1
ZNF354A,ZNF354A
CIB1,CIB1
COA4,COA4
MIA,MIA
HS3ST6,HS3ST6
ERMARD,ERMARD
PACS1,PACS1
PRR23A,PRR23A
GAP43,GAP43
GUSB,GUSB
HR,HR
BTBD16,BTBD16
TECPR2,TECPR2
CD274,CD274
PLSCR5,PLSCR5
TEX14,TEX14
RGS10,RGS10
C7orf33,C3H7orf33
FCMR,FCMR
KRT36,KRT36
PRSS48,PRSS48
BCL2A1,BCL2A1
PPP1R35,PPP1R35
OR5I1,OR5I1
DYDC1,DYDC1
HBP1,HBP1
AARD,AARD
KCMF1,KCMF1
C5AR1,C5AR1
ARL6IP6,ARL6IP6
TAPBP,TAPBP
TBL2,TBL2
DENND3,DENND3
URI1,URI1
PEBP4,PEBP4
DMAC2,DMAC2
EZHIP,EZHIP
GPRC5A,GPRC5A
DEFB119,DEFB119
CLEC7A,CLEC7A
STOX1,STOX1
POP5,POP5
VMO1,VMO1
C20orf173,C20orf173
KHSRP,KHSRP
PRMT7,PRMT7
NAALAD2,NAALAD2
LRRC31,LRRC31
RECQL5,RECQL5
IARS1,IARS1
S100A9,S100A9
DDX51,DDX51
UPP2,UPP2
EXOSC10,EXOSC10
PALM3,PALM3
MIR211,mml-mir-211
SPMIP5,SPMIP5
ST14,ST14
SERPINB10,SERPINB10
DOC2A,DOC2A
LSM14B,LSM14B
TTF1,TTF1
TERB2,TERB2
MRPS18B,MRPS18B
TXN2,TXN2
NDUFAF4,NDUFAF4
CLINT1,CLINT1
TMEM145,TMEM145
STKLD1,STKLD1
ZNF280D,ZNF280D
BCKDHA,TMEM91
ZNF2,ZNF2
MIR877,mml-mir-877
TRMT61B,TRMT61B
STARD9,STARD9
RNF113B,RNF113B
STK38L,STK38L
ITGAM,ITGAM
RAB11FIP1,RAB11FIP1
CORO7,CORO7
METTL8,METTL8
DNAAF8,DNAAF8
CAV3,CAV3
AZGP1,AZGP1
TRIM16,TRIM16
C19orf44,C19H19orf44
LYZ,LYZ
DNASE2,DNASE2
PLIN1,PLIN1
PPP6R1,PPP6R1
TCL1A,TCL1A
FOXF2,FOXF2
IFI44L,IFI44L
FAM149A,FAM149A
MIR520C,MIR520C
ISG15,ISG15
NKG7,NKG7
MEIOB,MEIOB
ASNA1,GET3
CD276,CD276
5_8S_rRNA,5_8S_rRNA
GALNT14,GALNT14
ACAP2,ACAP2
FZD4,FZD4
NLRP13,NLRP13
MMP24,MMP24
RPAIN,RPAIN
ITM2A,ITM2A
GC,GC
LTB4R,LTB4R
SEC11C,SEC11C
CCNB3,CCNB3
PLA1A,PLA1A
GRIPAP1,GRIPAP1
VTN,VTN
SLX4IP,SLX4IP
NCKAP5,NCKAP5
FDXR,FDXR
FBXO15,FBXO15
MYOM1,MYOM1
IL31RA,IL31RA
FAM53A,FAM53A
PLEKHO1,PLEKHO1
MRPL18,MRPL18
OVCH1,OVCH1
PSMB3,PSMB3
CARD18,CARD18
NABP1,NABP1
ANKRD6,ANKRD6
UBE2K,UBE2K
CASD1,CASD1
DCTN3,DCTN3
OR2AE1,OR2AE1
MEGF9,MEGF9
CYTH3,CYTH3
ZNF224,ZNF224
TRIOBP,TRIOBP
PTN,PTN
SNORD105B,SNORD105B
CELA3A,CELA3B
ACO2,ACO2
C1S,C1S
THAP7,THAP7
ETV2,ETV2
MTCL2,MTCL2
SH2D1B,SH2D1B
VASN,VASN
PARP4,PARP4
FBXL14,FBXL14
PLBD2,PLBD2
NUSAP1,NUSAP1
RIF1,RIF1
ISYNA1,ISYNA1
TNIP1,TNIP1
SURF6,SURF6
SLC34A3,SLC34A3
ACTRT1,ACTRT1
RAB5A,RAB5A
RTF2,RTF2
SIRT5,SIRT5
TFEB,TFEB
SAMD14,SAMD14
NPSR1,NPSR1
ADAM28,ADAM28
HNMT,HNMT
SAMD3,SAMD3
SMPDL3A,SMPDL3A
ARSF,ARSF
ALDH3A1,ALDH3A1
TPCN2,TPCN2
ERMAP,ERMAP
MCPH1,MCPH1
ARL13A,ARL13A
H2BW1,H2BW1C
DPEP1,DPEP1
PLEKHN1,PLEKHN1
KRTAP10-8,KRTAP10-8
CAPG,CAPG
RIC8A,RIC8A
PNCK,PNCK
OR4X2,OR4X2
LTBP3,LTBP3
CDKN2B,CDKN2B
ATXN2,ATXN2
DCUN1D1,DCUN1D1
CLUH,CLUH
GLIS3,GLIS3
AZU1,AZU1
CYP4A22,CYP4A11
MAD2L2,MAD2L2
CBFA2T3,CBFA2T3
MB,MB
SFSWAP,SFSWAP
DDX31,DDX31
PRSS27,PRSS27
ATP1B1,ATP1B1
MDC1,MDC1
SDCCAG8,SDCCAG8
ZNF444,ZNF444
GSAP,GSAP
CCR1,CCR1
MIR365A,MIR365A
JPT2,JPT2
CEP41,CEP41
DMAP1,DMAP1
MMAB,MMAB
SUSD2,SUSD2
TCERG1L,TCERG1L
FAM204A,FAM204A
FAM8A1,FAM8A1
TMEM11,TMEM11
UBAC2,UBAC2
BRICD5,BRICD5
PLPPR5,PLPPR5
SNRPA1,SNRPA1
GIMAP8,GIMAP8
PPFIA4,PPFIA4
PNKP,PNKP
SLC30A8,SLC30A8
EGFL6,EGFL6
PTCRA,PTCRA
ZNF546,ZNF546
SLC66A1,SLC66A1
ASB5,ASB5
MAD1L1,MAD1L1
ggo-mir-148b,mml-mir-148b
CXorf66,CXHXorf66
ARHGEF26,ARHGEF26
PNMA6F,PNMA6F
LHX4,LHX4
ABLIM1,ABLIM1
ALMS1,ALMS1
MIR27B,MIR27B
GLYAT,GLYAT
PKMYT1,PKMYT1
CAPZA2,CAPZA2
PNPLA1,PNPLA1
DBT,DBT
FOXP1,FOXP1
TNFRSF19,TNFRSF19
DNAJB13,DNAJB13
SCARF2,SCARF2
SLBP,SLBP
IL5RA,IL5RA
EMID1,EMID1
SCARA5,SCARA5
COX6C,COX6C
ACSF3,ACSF3
MFSD9,MFSD9
HLA-DMB,MAMU-DMB
AMDHD1,AMDHD1
TPST2,TPST2
IL22RA2,IL22RA2
SERPINA10,SERPINA10
NKAPL,NKAPL
TYW5,TYW5
MFSD10,MFSD10
CAST,CAST
TEX38,TEX38
MAP1S,MAP1S
EDN2,EDN2
CCL14,CCL14
PLG,PLG
KIAA1614,KIAA1614
HSD11B1L,HSD11B1L
ZNF441,ZNF627
GRAMD2B,GRAMD2B
ENPP7,ENPP7
LDLRAP1,LDLRAP1
FUOM,FUOM
S100A12,S100A12
NAPA,NAPA
WNT9B,WNT9B
DISC1,DISC1
ANKRD10,ANKRD10
DUSP14,DUSP14
MPHOSPH9,MPHOSPH9
RAB1A,RAB1A
CFAP20DC,CFAP20DC
MBL2,MBL2
BICRA,BICRA
LRG1,LRG1
NHSL3,NHSL3
RUNDC3A,RUNDC3A
TLCD2,TLCD2
SLPI,SLPI
SLC16A6,SLC16A6
CYP8B1,CYP8B1
SLC6A19,SLC6A19
EFEMP1,EFEMP1
LMO7,LMO7
DGKQ,DGKQ
TRMT44,TRMT44
MRPS15,MRPS15
RIBC2,RIBC2
MIRLET7G,MIRLET7G
BABAM2,BABAM2
PINLYP,PINLYP
KICS2,KICS2
SYCP2L,SYCP2L
MRPS18C,MRPS18C
FPR3,FPR3
ggo-mir-140,mml-mir-140
IDI1,IDI1
ARB2A,ARB2A
HMHB1,HMHB1
MLPH,MLPH
EVI2A,EVI2A
MAN1A1,MAN1A1
POM121C,POM121C
RMDN3,RMDN3
ACSM5,ACSM5
ZFP42,ZFP42
CRB2,CRB2
PRR35,PRR35
CCDC148,CCDC148
SLC26A3,SLC26A3
FUCA1,FUCA1
PDE9A,PDE9A
TEKT3,TEKT3
MIR191,MIR191
KRTAP24-1,KRTAP24-1
MIR22,MIR22
TMEM52B,TMEM52B
SAXO3,SAXO3
HBM,HBM
NUMBL,NUMBL
TESMIN,TESMIN
MCOLN1,MCOLN1
TK2,TK2
SLC35B2,SLC35B2
SAA2,SAA2
ITIH4,ITIH4
B4GALNT4,B4GALNT4
CHFR,CHFR
SLC51A,SLC51A
ETV1,ETV1
EPHX1,EPHX1
B3GLCT,B3GLCT
CYB5R4,CYB5R4
TSGA10,TSGA10
SH3BP5,SH3BP5
NARF,NARF
CTIF,CTIF
ZGRF1,ZGRF1
DNAAF5,DNAAF5
MYOZ2,MYOZ2
COX2,COX2
CYLC1,CYLC1
MRNIP,MRNIP
ADRB3,ADRB3
ABHD12,ABHD12
EFEMP2,EFEMP2
MAGEF1,MAGEF1
ZBTB48,ZBTB48
SMG7,SMG7
CENPO,CENPO
ZNF853,ZNF853
CCDC175,CCDC175
SPINT3,SPINT3
FBXO4,RIMOC1
