rhesus_macaque gene name,human gene name
ADGRG3,ADGRG3
PDLIM5,PDLIM5
ANO4,ANO4
IL1RL2,IL1RL2
HES4,HES4
PGAM1,PGAM1
NCKIPSD,NCKIPSD
PRKACG,PRKACG
C14H11orf16,C11orf16
SLC12A4,SLC12A4
MAP3K8,MAP3K8
RAD9B,RAD9B
RASGEF1B,RASGEF1B
NDRG2,NDRG2
IL4R,IL4R
MATN4,MATN4
GUCY2D,GUCY2D
RTP5,RTP5
LRTM2,LRTM2
SFSWAP,SFSWAP
MYCN,MYCN
MS4A15,MS4A15
SERPINA9,SERPINA9
TOP1MT,TOP1MT
WFDC10B,WFDC10B
IL1A,IL1A
KCTD11,KCTD11
MRPS9,MRPS9
TEX50,TEX50
FHAD1,FHAD1
PTCRA,PTCRA
PSMB6,PSMB6
SHTN1,SHTN1
BORA,BORA
FUT2,FUT2
MILR1,MILR1
SMARCD3,SMARCD3
IL13RA2,IL13RA2
R3HCC1L,R3HCC1L
ABCG8,ABCG8
DDX56,DDX56
NPHP4,NPHP4
ACSM3,ACSM3
SPATA31G1,SPATA31G1
GPR78,GPR78
WARS2,WARS2
FOXR2,FOXR2
FAIM,FAIM
ADCY4,ADCY4
PURA,PURA
SPOUT1,SPOUT1
PDLIM3,PDLIM3
CD274,CD274
RAD51AP2,RAD51AP2
TTC24,TTC24
NLRP7,NLRP7
ERCC8,ERCC8
VSTM4,VSTM4
ARL16,ARL16
CENPU,CENPU
TEX36,TEX36
CCL22,CCL22
WFDC13,WFDC13
ARSG,ARSG
C15H9orf43,C9orf43
TMEM40,TMEM40
RGS6,RGS6
PTCD1,PTCD1
CCDC170,CCDC170
TBRG4,TBRG4
RAVER1,RAVER1
OCLN,OCLN
MTG2,MTG2
SLC25A21,SLC25A21
MKI67,MKI67
CIITA,CIITA
OR1J1,OR1J1
HINT3,HINT3
SLURP1,SLURP1
ELOF1,ELOF1
ILVBL,ILVBL
DCUN1D1,DCUN1D1
PEG3,PEG3
OR1B1,OR1B1
LITAFD,LITAFD
NDUFV3,NDUFV3
TGM5,TGM5
CENPL,CENPL
UCN2,UCN2
EDNRB,EDNRB
CCDC107,CCDC107
NOXO1,NOXO1
FAM131B,FAM131B
MDC1,MDC1
SNX25,SNX25
CSF2RB,CSF2RB
CD200,CD200
SULT1C2,SULT1C2
QDPR,QDPR
HAGH,HAGH
E4F1,E4F1
XYLB,XYLB
ZNF239,ZNF239
CCDC93,CCDC93
SORBS3,SORBS3
RFPL1,RFPL1
EPB41L4B,EPB41L4B
MESP2,MESP2
EIF4ENIF1,EIF4ENIF1
CNBD2,CNBD2
ZNF311,ZNF311
LAGE3,LAGE3
GRB10,GRB10
MAGEB10,MAGEB10
B3GNT3,B3GNT3
TROAP,TROAP
RNF135,RNF135
MCPH1,MCPH1
SIGLEC10,SIGLEC10
C2CD4A,C2CD4A
CRNN,CRNN
RSAD1,RSAD1
CDSN,CDSN
INSL6,INSL6
ARRDC5,ARRDC5
PTX4,PTX4
EDA2R,EDA2R
PSMD13,PSMD13
CLPS,CLPS
TOR1B,TOR1B
FLYWCH1,FLYWCH1
RBMS1,RBMS1
NCLN,NCLN
TIMMDC1,TIMMDC1
CCDC178,CCDC178
RNFT2,RNFT2
HEPACAM,HEPACAM
ZNF354C,ZNF354C
C4H6orf15,C6orf15
TGFBR3L,TGFBR3L
USP37,USP37
PRSS33,PRSS33
DBNDD1,DBNDD1
OR1S1,OR1S1
NOL12,NOL12
ENPP2,ENPP2
MISP,MISP
FLACC1,FLACC1
GRP,GRP
ZFAND1,ZFAND1
MRPS30,MRPS30
ACSM1,ACSM1
ZNF669,ZNF669
MIRLET7D,MIRLET7D
TMCO2,TMCO2
IMPA1,IMPA1
CDH15,CDH15
ADCYAP1R1,ADCYAP1R1
DTHD1,DTHD1
REEP2,REEP2
ADTRP,ADTRP
SPSB2,SPSB2
HPCAL1,HPCAL1
ZSCAN4,ZSCAN4
MYL11,MYL11
KLRG2,KLRG2
MRGPRX3,MRGPRX3
SPINK4,SPINK4
ADAL,MAPDA
SPATA12,SPATA12
IL9R,IL9R
TMEM241,TMEM241
IZUMO2,IZUMO2
MIPOL1,MIPOL1
COQ9,COQ9
KLK3,KLK3
TRIB3,TRIB3
CD79A,CD79A
TFAP2B,TFAP2B
PNPLA1,PNPLA1
ZNF556,ZNF556
HTRA4,HTRA4
ACMSD,ACMSD
CCDC9B,CCDC9B
PALB2,PALB2
SPINT4,SPINT4
PCDHB10,PCDHB10
OR5H14,OR5H14
NDUFA1,NDUFA1
CLEC1A,CLEC1A
NDFIP1,NDFIP1
FBXO21,FBXO21
CNP,CNP
LIPJ,LIPJ
NHLRC3,NHLRC3
ANKRD60,ANKRD60
PTCD3,PTCD3
SLFN12,SLFN12
DOT1L,DOT1L
FBXO16,FBXO16
RBBP8NL,RBBP8NL
ZNF317,ZNF317
PSMB10,PSMB10
CHID1,CHID1
HEG1,HEG1
FCMR,FCMR
CLUH,CLUH
ZDHHC19,ZDHHC19
SPEM1,SPEM1
SCAP,SCAP
GJA3,GJA3
ZNF2,ZNF2
GFY,GFY
POLR1G,POLR1G
ZNF222,ZNF222
mml-mir-626,MIR626
RPP30,RPP30
DDX53,DDX53
CXCR6,CXCR6
MFSD5,MFSD5
PRR32,PRR32
LRPPRC,LRPPRC
HEXIM2,HEXIM2
TACC3,TACC3
TTLL11,TTLL11
SYNJ1,SYNJ1
HAPLN3,HAPLN3
C13H2orf81,C2orf81
YWHAB,YWHAB
LINC03040,LINC03040
ETNK1,ETNK1
SNAPC4,SNAPC4
ZNF839,ZNF839
SLC7A13,SLC7A13
RAB21,RAB21
IPP,IPP
CLEC4C,CLEC4C
SORBS1,SORBS1
DHRS7B,DHRS7B
LGALS12,LGALS12
STARD9,STARD9
ZACN,ZACN
SDCBP,SDCBP
TNIP1,TNIP1
MARCHF1,MARCHF1
IL12B,IL12B
ASCL4,ASCL4
DEFB114,DEFB114
ITPRID1,ITPRID1
NGF,NGF
PORCN,PORCN
FAHD1,FAHD1
SLC9C2,SLC9C2
PNKP,PNKP
CLDN23,CLDN23
LIMCH1,LIMCH1
KHDC1L,KHDC1L
SNORA11,SNORA11
UBE2G1,UBE2G1
RAD52,RAD52
C11H12orf71,C12orf71
MBNL2,MBNL2
EQTN,EQTN
RSPH3,RSPH3
ZIM3,ZIM3
PIF1,PIF1
B3GAT2,B3GAT2
CHGB,CHGB
LEP,LEP
MAPK13,MAPK13
ARL8A,ARL8A
MAGEC2,MAGEC2
SHISA7,SHISA7
MRPL19,MRPL19
STK11IP,STK11IP
PYCR3,EEF1D
MPG,MPG
IFTAP,IFTAP
NTSR2,NTSR2
NES,NES
AKR1C2,AKR1C1
ZNF662,ZNF662
NRIP1,NRIP1
ZPLD1,ZPLD1
CYB561D1,CYB561D1
PIH1D1,PIH1D1
C11H12orf42,C12orf42
TMPRSS5,TMPRSS5
SNX29,SNX29
TRMT1,TRMT1
FTO,FTO
TMEM97,TMEM97
MAP1S,MAP1S
GSTT2B,GSTT2B
FARS2,FARS2
CCL17,CCL17
ZNF782,ZNF782
PIDD1,PIDD1
FAM204A,FAM204A
DYNC1I2,DYNC1I2
SLC16A5,SLC16A5
ZNF691,ZNF691
SCCPDH,SCCPDH
FBXL15,FBXL15
CXCL1,CXCL1
PTCD2,PTCD2
DCAF11,DCAF11
AGO4,AGO4
MAZ,MAZ
OR10G8,OR10G8
ZNF786,ZNF786
TPCN2,TPCN2
RERGL,RERGL
GPAT2,GPAT2
GRAMD2B,GRAMD2B
GRAMD2A,GRAMD2A
SMTN,SMTN
SLC25A17,SLC25A17
LGALS8,LGALS8
GPRIN1,GPRIN1
OR9Q2,OR9Q2
USP2,USP2
INMT,INMT
TAS2R16,TAS2R16
FAM111A,FAM111A
WNT5A,WNT5A
RGS7BP,RGS7BP
ABCC3,ABCC3
SCNN1A,SCNN1A
CPT1A,CPT1A
AARD,AARD
EARS2,EARS2
CBY3,CBY3
SULT6B1,SULT6B1
ARL6,CRYBG3
PLEKHG5,PLEKHG5
CAPRIN2,CAPRIN2
GSTM5,GSTM2
CALCOCO2,CALCOCO2
SMCO2,SMCO2
NOS2,NOS2
DDX52,DDX52
CD5,CD5
APOA4,APOA4
TSPAN3,TSPAN3
TAS2R60,TAS2R60
MOBP,MOBP
IL36G,IL36G
RNF170,RNF170
KLRF1,KLRF1
FGFBP3,FGFBP3
VMO1,VMO1
IFI44L,IFI44L
NLRC3,NLRC3
RHBDL1,RHBDL1
CLCA4,CLCA4
ZNF619,ZNF619
CSRP1,CSRP1
DHRS9,DHRS9
KRTAP27-1,KRTAP27-1
ADAD2,ADAD2
CLNK,CLNK
TNIP2,TNIP2
ZNF324,ZNF324
MSL3B,MSL3B
TMEM126B,TMEM126B
ZNF418,ZNF418
SELL,SELL
PDE4C,PDE4C
SLAMF7,SLAMF7
IDH3B,IDH3B
MIRLET7F1,MIRLET7F1
CNTFR,CNTFR
EDN2,EDN2
SPINK9,SPINK9
OAS2,OAS2
SLC6A18,SLC6A18
LGSN,LGSN
KLHL13,KLHL13
CLEC2D,CLEC2D
GNPDA1,GNPDA1
RITA1,RITA1
AMBN,AMBN
SH3YL1,SH3YL1
SPINLW1,EPPIN
SULT2A1,SULT2A1
TOMM20L,TOMM20L
FASTKD2,FASTKD2
TMEM154,TMEM154
SLC36A2,SLC36A2
SCHIP1,SCHIP1
ADAM28,ADAM28
C8H8orf74,C8orf74
LACRT,LACRT
UBE3D,UBE3D
CLEC4A,CLEC4A
RNPEPL1,RNPEPL1
TAF1D,TAF1D
TACC2,TACC2
EDIL3,EDIL3
NUP214,NUP214
LRRC63,LRRC63
AADACL3,AADACL3
C1R,C1R
CRACDL,CRACDL
GRAMD4,GRAMD4
TEX51,TEX51
FADS1,FADS1
DMRTA1,DMRTA1
OR52B6,OR52B6
PSMA1,PSMA1
KDELR1,KDELR1
PARPBP,PARPBP
NLRP13,NLRP13
IGFBP1,IGFBP1
ZNF827,ZNF827
DUSP11,DUSP11
POU2F2,POU2F2
PYDC1,PYDC1
PACRGL,PACRGL
SLC2A10,SLC2A10
PRKCD,PRKCD
LDB3,LDB3
RNASE3,RNASE3
BIK,BIK
RNF25,RNF25
NCR2,NCR2
COPS4,COPS4
KLK4,KLK4
DCTN3,DCTN3
LRGUK,LRGUK
KIN,KIN
C15H9orf50,C9orf50
SLC22A17,SLC22A17
GDA,GDA
FAM50A,FAM50A
LKAAEAR1,LKAAEAR1
MTHFS,MTHFS
C1H1orf116,C1orf116
SAA1,SAA1
AIRIM,AIRIM
SLC6A16,SLC6A16
MEIS1,MEIS1
OR51F1,OR51F1
CLEC2B,CLEC2B
ZNRF2,ZNRF2
VASH1,VASH1
SNORD114-31,SNORD114-31
NONO,NONO
TMPRSS3,TMPRSS3
KRTAP24-1,KRTAP24-1
ZNF778,ZNF778
APPL1,APPL1
ZNF333,ZNF333
RPS6KA6,RPS6KA6
C3AR1,C3AR1
SBDS,SBDS
CLEC4D,CLEC4D
ICAM4,ICAM4
HS1BP3,HS1BP3
DCAF8,DCAF8
OR1I1,OR1I1
DPRX,DPRX
PPFIBP2,PPFIBP2
COBLL1,COBLL1
SERPINB10,SERPINB10
PRMT7,PRMT7
ELN,ELN
ITM2C,ITM2C
CHAD,CHAD
LIME1,LIME1
ARHGAP40,ARHGAP40
DUXB,DUXB
JSRP1,JSRP1
BTLA,BTLA
CATSPERB,CATSPERB
TMEM275,TMEM275
TRAPPC6B,TRAPPC6B
CTH,CTH
SNUPN,SNUPN
SPACA4,SPACA4
RAMP3,RAMP3
TBX18,TBX18
TMEM69,TMEM69
SLC27A2,SLC27A2
SCGB3A2,SCGB3A2
S100A8,S100A8
AIG1,AIG1
LUC7L2,LUC7L2
OR6K6,OR6K6
TBCE,TBCE
NOBOX,NOBOX
ACAD8,ACAD8
KDM4F,KDM4F
GC,GC
CALHM3,CALHM3
UGT2B7,UGT2B7
SPAAR,SPAAR
PTPRC,PTPRC
ZNF552,ZNF552
MEFV,MEFV
BTBD16,BTBD16
DNAAF8,DNAAF8
LYPD6B,LYPD6B
ERICH6B,ERICH6B
VWA5A,VWA5A
ARHGEF40,ARHGEF40
WDR5,WDR5
ZNF475,ZNF475
MIR142,MIR142
CASP8,CASP8
ZNF735,ZNF735
LRRC25,LRRC25
FIRRM,FIRRM
SPDL1,SPDL1
MTPAP,MTPAP
MRPS11,MRPS11
GPA33,GPA33
ELOVL4,ELOVL4
TRMT61B,TRMT61B
ALKBH7,ALKBH7
PDXDC1,PDXDC1
TBCD,TBCD
PAN3,PAN3
H1-6,H1-6
SPATA1,SPATA1
STKLD1,STKLD1
BNIP5,BNIP5
STOX1,STOX1
MEPE,MEPE
PVALEF,PVALEF
AGGF1,PDE8B
KLHDC7A,KLHDC7A
AKAP1,AKAP1
FASTKD1,FASTKD1
CCL3,CCL3
C19H19orf44,C19orf44
ACSF3,ACSF3
DENND3,DENND3
CEACAM8,CEACAM8
MSANTD1,MSANTD1
LRPAP1,LRPAP1
WNK1,WNK1
RGSL1,RGSL1
CDHR2,CDHR2
NSG2,NSG2
CLDN25,CLDN25
ERMARD,ERMARD
TMEM91,BCKDHA
ALG8,ALG8
POPDC2,POPDC2
ARL6IP6,ARL6IP6
EGR4,EGR4
CASP10,CASP10
PLSCR5,PLSCR5
SYDE2,SYDE2
CYLC1,CYLC1
DNASE2,DNASE2
PCMT1,PCMT1
C7H14orf180,C14orf180
MGLL,MGLL
ST14,ST14
GIMAP8,GIMAP8
AZU1,AZU1
SUPT3H,SUPT3H
CRYZ,ERICH3
MAN2B2,MAN2B2
CLEC7A,CLEC7A
PIGR,PIGR
CCT7,CCT7
TMDD1,TMDD1
LTB4R,LTB4R
SUSD2,SUSD2
ARL13A,ARL13A
IARS1,IARS1
ZNF469,ZNF469
L1TD1,L1TD1
SH3D21,SH3D21
CNOT3,CNOT3
NAT2,NAT2
PRR18,PRR18
MIER1,MIER1
FOXRED2,FOXRED2
ZNF124,ZNF124
THY1,THY1
ATP6V1F,ATP6V1F
IFT88,IFT88
GNPTG,GNPTG
CDC37,CDC37
SRY,SRY
TMEM191C,TMEM191C
CDV3,CDV3
DPEP1,DPEP1
TRAJ18,TRAJ18
ECE2,ECE2
NUMBL,NUMBL
AQP7,AQP7
GALNT18,GALNT18
C20H16orf46,C16orf46
FAM124A,FAM124A
CDKN2B,CDKN2B
LENG8,LENG8
RIPOR2,RIPOR2
FXR1,FXR1
STIMATE,STIMATE
DUSP29,DUSP29
FAM131A,FAM131A
PEBP4,PEBP4
NRSN2,NRSN2
LMNTD2,LMNTD2
NABP1,NABP1
FPR1,FPR1
ZDHHC7,ZDHHC7
CRHR2,CRHR2
NICN1,NICN1
VWA2,VWA2
TMEM184A,TMEM184A
HBS1L,HBS1L
HCLS1,HCLS1
PLIN1,PLIN1
SLC19A3,SLC19A3
MRPS28,MRPS28
MTHFD1,MTHFD1
CYTH3,CYTH3
BECN2,BECN2
TMC8,TMC8
COBL,COBL
SLC35F6,SLC35F6
AZGP1,AZGP1
MB,MB
RNF113B,RNF113B
NWD1,NWD1
ATP13A2,ATP13A2
RAB12,RAB12
SNTG2,SNTG2
SH3GL1,SH3GL1
LIMK2,LIMK2
GSG1L,GSG1L
FAM220A,FAM220A
MARCHF10,MARCHF10
IP6K2,IP6K2
EPN1,EPN1
EIF3B,EIF3B
C14H11orf86,C11orf86
URAD,URAD
CABP4,CABP4
VEGFA,VEGFA
LMO3,LMO3
ACTRT3,ACTRT3
IGFBP7,IGFBP7
C4H6orf141,C6orf141
TMEM145,TMEM145
ARHGEF4,ARHGEF4
SNORD114-29,SNORD114-29
TTF1,TTF1
INAVA,INAVA
ENPP6,ENPP6
NOCT,NOCT
NAB1,NAB1
MIA,MIA
CLK1,CLK1
FOXP3,FOXP3
ERMN,ERMN
PROP1,PROP1
LRG1,LRG1
SLC13A1,SLC13A1
GLYAT,GLYAT
OR2T1,OR2T1
LIPI,LIPI
TKFC,TKFC
HSD3B7,HSD3B7
ASB5,ASB5
SYT6,SYT6
KCNA7,KCNA7
MROH9,MROH9
NT5DC1,NT5DC1
RGS16,RGS16
PDE7B,PDE7B
ADAM29,ADAM29
KCTD20,KCTD20
CCNB3,CCNB3
SERPINA3,SERPINA3
RNF213,RNF213
VTN,VTN
CXHXorf66,CXorf66
MAP1LC3A,MAP1LC3A
ANKLE1,ANKLE1
RGS5,RGS5
GPRC5A,GPRC5A
TOGARAM2,TOGARAM2
SLPI,SLPI
CPVL,CPVL
TAS2R50,TAS2R50
RIBC2,RIBC2
CLEC17A,CLEC17A
B3GAT3,B3GAT3
DEFB118,DEFB118
STARD10,STARD10
FCER2,FCER2
MRGPRD,MRGPRD
VASN,VASN
JUND,JUND
ACO2,ACO2
TMEM14B,TMEM14B
S100A9,S100A9
RAP1GAP,RAP1GAP
PPP1R15A,PPP1R15A
MELTF,MELTF
NMT1,NMT1
mml-mir-211,MIR211
SPATA31H1,SPATA31H1
DOC2A,DOC2A
TIMM17B,TIMM17B
NDUFAF4,NDUFAF4
TEX53,TEX53
TBC1D23,TBC1D23
CMPK1,CMPK1
YIF1B,YIF1B
PKD1L3,PKD1L3
ENPP7,ENPP7
ANKRD13B,ANKRD13B
TC2N,TC2N
PCOLCE,PCOLCE
TUSC1,TUSC1
mml-mir-877,MIR877
CDH26,CDH26
LTBP3,LTBP3
KIAA1614,KIAA1614
CEP41,CEP41
STK38L,STK38L
POLRMT,POLRMT
ANKRD6,ANKRD6
OR2AE1,OR2AE1
HYLS1,HYLS1
IGLV4-3,IGLV4-3
ZNF655,ZNF655
CYP3A7,CYP3A7
CAV3,CAV3
THTPA,THTPA
LYZ,LYZ
C5AR1,C5AR1
ATP5PF,ATP5PF
WFDC11,WFDC11
TCL1A,TCL1A
AMER2,AMER2
TMEM65,TMEM65
CBFA2T3,CBFA2T3
SLC2A14,SLC2A14
GET3,GET3
SP140,SP140
CCER1,CCER1
TPRKB,TPRKB
CD276,CD276
ALMS1,ALMS1
HR,HR
ST7,ST7
RAE1,RAE1
CD5L,CD5L
CCR1,CCR1
ITM2A,ITM2A
ACP3,ACP3
C20H16orf96,C16orf96
VSIG10L,VSIG10L
SEC11C,SEC11C
CST9L,CST9L
EDDM3A,EDDM3A
PLA1A,PLA1A
NCKAP5,NCKAP5
PLPPR5,PLPPR5
PIK3R3,PIK3R3
NLRP5,NLRP5
CSNKA2IP,CSNK2A2IP
SLX4IP,SLX4IP
TEKTIP1,TEKTIP1
DTNA,DTNA
FAM53A,FAM53A
SLC66A1,SLC66A1
SLFN13,SLFN13
WNT9A,WNT9A
PSMB3,PSMB3
UBE2K,UBE2K
MSI1,MSI1
TRPM7,TRPM7
ABHD11,ABHD11
PASD1,PASD1
MAGEA4,MAGEA4
ZNF487,ZNF487
C20H16orf78,C16orf78
PRR23A,PRR23A
MS4A2,MS4A2
KDM4E,KDM4E
RBFA,RBFA
DNAJB13,DNAJB13
RIMOC1,FBXO4
GREM1,GREM1
SLC3A2,SLC3A2
FBRSL1,FBRSL1
LHX4,LHX4
KICS2,KICS2
C13H2orf92,C2orf92
RAB5A,RAB5A
FKBP1A,FKBP1A
SMIM22,SMIM22
LRRC74A,LRRC74A
CENPO,CENPO
TYW5,TYW5
HNMT,HNMT
MBL2,MBL2
MEIOB,MEIOB
ITGAM,ITGAM
GAL3ST2,GAL3ST2
PEX10,PEX10
MOG,MOG
ALDH3A1,ALDH3A1
C2H3orf52,C3orf52
TMEM52B,TMEM52B
UBAC2,UBAC2
DNAAF3,DNAAF3
ASDURF,ASDURF
HOMER1,HOMER1
GFAP,GFAP
MPHOSPH9,MPHOSPH9
SLC35B2,SLC35B2
NKAPL,NKAPL
SAXO3,SAXO3
OR8G5,OR8G5
NRN1L,NRN1L
TRMT10C,TRMT10C
SCGB2A1,SCGB2A1
C20H16orf89,C16orf89
BCAP31,BCAP31
RGS10,RGS10
FDFT1,FDFT1
SYCP2L,SYCP2L
ZNF280A,ZNF280A
PLEKHO1,PLEKHO1
CCNJL,CCNJL
TECPR2,TECPR2
PNMA6F,PNMA6F
TMEM171,TMEM171
DEFB128,DEFB128
IL27,IL27
SNX18,SNX18
GTSE1,GTSE1
CHIA,CHIA
MIR365A,MIR365A
SLC6A19,SLC6A19
DMAP1,DMAP1
FCGR2A,FCGR2A
HOOK3,HOOK3
RAD51B,RAD51B
SLC29A4,SLC29A4
DISC1,DISC1
ASAH1,ASAH1
SNRPA1,SNRPA1
FAM181A,FAM181A
OR2AG2,OR2AG1
COX2,MT-CO2
EZHIP,EZHIP
KANK3,KANK3
C2H2orf66,C2orf66
mml-mir-148b,MIR148B
ZNF627,ZNF441
ANTXR1,ANTXR1
ZNF592,ALPK3
AAGAB,AAGAB
NPAP1,NPAP1
SMPDL3A,SMPDL3A
FAM3D,FAM3D
MIR27B,MIR27B
EFEMP1,EFEMP1
AMELY,AMELY
CAPZA2,CAPZA2
CCDC82,CCDC82
ARB2A,ARB2A
RAPGEFL1,RAPGEFL1
MYOZ2,MYOZ2
CCL16,CCL16
SURF6,SURF6
CYB5R4,CYB5R4
ESD,ESD
FAM162A,FAM162A
SLBP,SLBP
MAPKAPK2,MAPKAPK2
SPHK1,SPHK1
SHLD1,SHLD1
NACAD,NACAD
SDC3,SDC3
KHDC3L,KHDC3L
COX6C,COX6C
BCL2L10,BCL2L10
NEK6,NEK6
CAPG,CAPG
CLIC6,CLIC6
IL22RA2,IL22RA2
MAGEF1,MAGEF1
KCNJ12,KCNJ12
SLC27A3,SLC27A3
MRGPRG,MRGPRG
ZNF33A,ZNF33A
NHSL3,NHSL3
CCDC8,CCDC8
FMN2,FMN2
IGSF23,IGSF23
RFPL4A,RFPL4A
DGKZ,DGKZ
FUCA1,FUCA1
ZNF267,ZNF267
HOATZ,HOATZ
PRDM8,PRDM8
ABLIM1,ABLIM1
TIGIT,TIGIT
LDLRAP1,LDLRAP1
PLOD1,PLOD1
PTCHD3,PTCHD3
ZBTB48,ZBTB48
FCGR3,FCGR3A
S100A12,S100A12
NAPA,NAPA
SLC26A3,SLC26A3
GTF2H2,GTF2H2
KIFC1,KIFC1
DYNC1LI2,DYNC1LI2
CXCL14,CXCL14
RAB1A,RAB1A
CCDC115,CCDC115
NFYC,NFYC
NLRP6,NLRP6
TRIOBP,TRIOBP
SPANXN4,SPANXN4
ZBP1,ZBP1
MCOLN1,MCOLN1
PRSS48,PRSS48
ARHGEF18,ARHGEF18
KRTAP10-8,KRTAP10-8
EGFL6,EGFL6
EFEMP2,EFEMP2
NEK4,NEK4
MAGEB6B,MAGEB6B
GIMAP4,GIMAP4
MIRLET7G,MIRLET7G
SRCIN1,SRCIN1
CFH,CFH
RORA,RORA
TIMD4,TIMD4
OR52B2,OR52B2
ANKRD24,ANKRD24
H2AB2,H2AB2
PF4V1,PF4V1
CTIF,CTIF
GPATCH1,GPATCH1
CIMIP4,CIMIP4
mml-mir-140,MIR140
PPP5C,PPP5C
GCSAM,GCSAM
CENPC,CENPC
OOSP4B,OOSP4B
VKORC1L1,VKORC1L1
ZNF829,ZNF829
CEACAM18,CEACAM18
AMDHD1,AMDHD1
ACRV1,ACRV1
COL18A1,COL18A1
MIR191,MIR191
ALDH3A2,ALDH3A2
MIR22,MIR22
ARHGEF26,ARHGEF26
IL12A,IL12A
NXF3,NXF3
STX10,STX10
RBM24,RBM24
LLCFC1,LLCFC1
PLEKHG4B,PLEKHG4B
EMB,EMB
CR1L,CR1L
ANKRD10,ANKRD10
BBIP1,BBIP1
MRPL54,MRPL54
TSGA10,TSGA10
RNASE1,RNASE1
NCBP2,NCBP2
SLC14A1,SLC14A1
NR2C2AP,NR2C2AP
SDCCAG8,SDCCAG8
CYP4F11,CYP4F11
BEX2,BEX2
LSP1,LSP1
ZNF546,ZNF546
SPINT3,SPINT3
C2CD4B,C2CD4B
TGFBI,TGFBI
TFEC,TFEC
LTF,LTF
mml-mir-371,MIR371A
SERPINA1,SERPINA1
EVA1A,EVA1A
PCBP2,PCBP2
CFHR5,CFHR5
MIR452,MIR452
CD52,CD52
ZNF575,ZNF575
KXD1,KXD1
CLDN14,CLDN14
RILPL1,RILPL1
ADGRF3,ADGRF3
ANKMY2,ANKMY2
DCLK3,DCLK3
TAS2R42,TAS2R42
ATG4C,ATG4C
RGCC,RGCC
TINF2,TINF2
PRG3,PRG3
NRIP2,NRIP2
ELANE,ELANE
IRGC,IRGC
PALM2AKAP2,PALM2AKAP2
CRTC3,CRTC3
PALLD,PALLD
BDNF,BDNF
FPR3,FPR3
C16H17orf49,C17orf49
CLDND1,CLDND1
PLPP1,PLPP1
ITIH4,ITIH4
MED9,MED9
BTBD8,BTBD8
MIR378A,MIR378A
FBXO15,FBXO15
IL9,IL9
NKAIN4,NKAIN4
SNORD114-18,SNORD114-18
OR13J1,OR13J1
QRFP,QRFP
NELFE,NELFE
DYNLRB2,DYNLRB2
RINL,RINL
CAST,CAST
EPHX1,EPHX1
PUS1,PUS1
TNP2,TNP2
ERMAP,ERMAP
MRPS15,MRPS15
FAM118A,FAM118A
POLR2G,POLR2G
OVCH1,OVCH1
SCIMP,SCIMP
FBXL13,FBXL13
RMDN3,RMDN3
PANK1,PANK1
RUBCNL,RUBCNL
PDE7A,PDE7A
NDST1,SYNPO
RETNLB,RETNLB
HHLA1,HHLA1
PHRF1,PHRF1
MRPL36,MRPL36
MRNIP,MRNIP
PRR33,PRR33
LY6G5C,LY6G5C
HSD17B4,HSD17B4
CDHR5,CDHR5
SPAM1,SPAM1
PFKL,PFKL
ZNF600,ZNF600
SPEM2,SPEM2
RABGAP1L,RABGAP1L
KRTAP13-4,KRTAP13-4
TRMT44,TRMT44
CYSLTR2,CYSLTR2
JAZF1,JAZF1
TNXB,TNXB
WASHC3,WASHC3
DES,DES
OR52N5,OR52N5
TPM2,TPM2
MARK3,MARK3
SSTR2,SSTR2
ASMT,ASMT
TMEM200B,TMEM200B
ICOSLG,ICOSLG
GLB1,GLB1
TP53I13,TP53I13
PPP4R3B,PPP4R3B
AP3B2,AP3B2
APOD,APOD
JAG2,JAG2
C1H1orf174,C1orf174
LIG1,LIG1
ZC3H15,ZC3H15
RAPGEF1,RAPGEF1
PDHB,PDHB
OPRPN,OPRPN
NKG7,NKG7
ST8SIA2,ST8SIA2
PCNT,PCNT
OR4X2,OR4X2
ADAMTS17,ADAMTS17
TEX13B,TEX13B
DUSP5,DUSP5
HSFX3,HSFX3
MAMU-DMB,HLA-DMB
NFAM1,NFAM1
GPR32,GPR32
ARHGEF2,ARHGEF2
GTDC1,GTDC1
SLC9A3,SLC9A3
GNRH2,GNRH2
CATSPERE,CATSPERE
C10H20orf144,C20orf144
CEP44,CEP44
TXNRD3,TXNRD3
TLE2,TLE2
MTERF4,MTERF4
MRPL10,SCRN2
ADRB3,ADRB3
CCDC198,CCDC198
ZNF611,ZNF611
CARNS1,CARNS1
MAP2K3,MAP2K3
MLF1,MLF1
ZFP42,ZFP42
CCDC61,CCDC61
C20orf173,C20orf173
TAS2R13,TAS2R13
SLC7A4,SLC7A4
MGRN1,MGRN1
KPTN,KPTN
KSR1,KSR1
MAPK12,MAPK12
LIM2,LIM2
AKAIN1,AKAIN1
DMAC2,DMAC2
DDX11,DDX11
PARP6,PARP6
SPOCK1,SPOCK1
ELOC,ELOC
HBM,HBM
ERVW-1,ERVW-1
SNORD105B,SNORD105B
SLX4,SLX4
CYB5R1,CYB5R1
FBXW9,FBXW9
KIAA1210,KIAA1210
RAB36,RAB36
IL6R,IL6R
OR52N2,OR52N2
MTIF3,MTIF3
RBP4,RBP4
EIF2B3,EIF2B3
PDIA2,PDIA2
MUTYH,MUTYH
SKAP1,SKAP1
ZNF554,ZNF554
TM9SF1,TM9SF1
NFATC2IP,NFATC2IP
SMG7,SMG7
