crab_eating_macaque gene name,mice gene name
LRFN1,Lrfn1
RGS22,Rgs22
EVC,Evc
IGSF8,Igsf8
IL18RAP,Il18rap
TNF,Tnf
NLRC5,Nlrc5
TRAV29DV5,Trav19
COX5A,Cox5a
PHACTR2,Phactr2
SPINK5,Spink5
PCDHB3,Pcdhb3
PCDHGA10,Pcdhga10
TMEM213,Tmem213
SUN1,Sun1
GPA33,Gpa33
CFAP90,Cfap90
THEMIS2,Themis2
SOST,Sost
CFAP68,Cfap68
EVI2A,Evi2a
IL7R,Il7r
HEATR4,Heatr4
VSIG10,Vsig10
SPATA6L,Spata6l
CD3G,Cd3g
C19orf85,Gm36210
AEN,Aen
PDZD9,Pdzd9
B2M,B2m
NEURL1,Neurl1a
SLFN13,Slfn9
IL19,Il19
MRPL4,Mrpl4
IFIT2,Ifit2
FANCM,Fancm
DPH7,Dph7
MAP3K19,Map3k19
ARL14,Arl14
BGLAP,Bglap2
FBXO36,Fbxo36
CCER2,Ccer2
CRB2,Crb2
CLEC1A,Clec1a
FANCE,Fance
CD3E,Cd3e
CCT8L2,Cct8l1
CCDC83,Ccdc83
CCDC32,Ccdc32
CCDC9B,Ccdc9b
CNBD2,Cnbd2
DNAH14,Dnah14
SERPINA9,Serpina9
UMOD,Umod
C1orf87,Gm12695
FLYWCH1,Flywch1
SPATC1,Spatc1
THTPA,Thtpa
CDC42EP1,Cdc42ep1
TTLL2,Ttll2
ST6GALNAC1,St6galnac1
BMP15,Bmp15
TMEM252,Tmem252
FOXQ1,Foxq1
DGLUCY,Dglucy
TMEM247,Tmem247
TOR1AIP1,Tor1aip1
IL18,Il18
AADACL3,Aadacl3
DKKL1,Dkkl1
SMPDL3B,Smpdl3b
WDR93,Wdr93
CIMIP4,Cimip4
CRYBG3,Crybg3
SIMC1,Simc1
HAVCR2,Havcr2
LHFPL7,Lhfpl7
LRRIQ3,Lrriq3
TMEM95,Tmem95
ARFGAP1,Arfgap1
PATE3,Pate3
PIH1D2,Pih1d2
TTYH1,Ttyh1
TRBV28,Trbv29
MIA3,Mia3
EFCAB2,Efcab2
NPDC1,Npdc1
SERPINA3,Serpina3n
TLE7,Tle7
PPP1R3A,Ppp1r3a
TMEM140,Tmem140
ZNF597,Zfp597
SYTL1,Sytl1
DLX2,Dlx2
FAM43B,Fam43b
SNX22,Snx22
C1orf116,AA986860
GIMAP4,Gimap4
CCDC54,Ccdc54
CCL17,Ccl17
TMEM71,Tmem71
SPP2,Spp2
KLK1,Klk1
CENPE,Cenpe
NDUFA10,Ndufa10
ERP27,Erp27
CKAP2L,Ckap2l
COL5A3,Col5a3
SPTBN5,Sptbn5
RAB44,Rab44
CCDC57,Ccdc57
PRLHR,Prlhr
MTFR2,Mtfr2
C10orf90,D7Ertd443e
C9orf152,D630039A03Rik
ERFE,Erfe
GIMAP7,Gimap7
C3orf85,Gm5485
CD47,Cd47
CHGB,Chgb
DMAC2,Dmac2
MAMDC4,Mamdc4
ST6GALNAC2,St6galnac2
CSF3R,Csf3r
TRDC,Trdc
CCDC102A,Ccdc102a
CASP8,Casp8
MAPK15,Mapk15
SKA3,Ska3
GLT6D1,Glt6d1
BCLAF3,Bclaf3
LGALS3BP,Lgals3bp
IGFBP1,Igfbp1
SCIMP,Scimp
WDCP,Wdcp
TSSC4,Tssc4
CD53,Cd53
PRKAR1B,Prkar1b
UBE2L6,Ube2l6
NIPSNAP3B,Nipsnap3b
ZSCAN12,Zscan12
CKAP2,Ckap2
PLAAT3,Plaat3
LCOR,Lcor
SLC19A1,Slc19a1
CEP68,Cep68
ECI1,Eci1
LITAF,Litaf
KLK8,Klk8
PWWP3A,Pwwp3a
TTLL8,Ttll8
RBFOX1,Rbfox1
EFCAB9,Efcab9
ACD,Acd
LRTM1,Lrtm1
TNFRSF17,Tnfrsf17
WDR86,Wdr86
EFCAB11,Efcab11
MARCHF10,Marchf10
HPS4,Hps4
PWWP3B,Pwwp3b
PTTG1IP,Pttg1ip
TAP1,Tap1
C18orf63,Gm17266
PRG3,Prg3
RPUSD3,Rpusd3
PARP10,Parp10
CATIP,Catip
ERMN,Ermn
ICE1,Ice1
WDR27,Wdr27
GINM1,Ginm1
CLTB,Cltb
MLKL,Mlkl
MT-ND5,mt-Nd5
TMEM138,Tmem138
PROM1,Prom1
PRKRIP1,Prkrip1
IGSF6,Igsf6
MMP12,Mmp12
AREG,Areg
TAS2R3,Tas2r137
HOXC9,Hoxc9
REEP2,Reep2
SRD5A1,Srd5a1
PRSS54,Prss54
STAP2,Stap2
PALB2,Palb2
AXDND1,Axdnd1
NEUROG2,Neurog2
HAUS6,Haus6
PARP9,Parp9
DNAAF6,Dnaaf6
ADAM18,Adam18
HHLA1,Hhla1
GDPD3,Gdpd3
REXO4,Rexo4
C2orf80,D630023F18Rik
PRICKLE4,Prickle4
PSCA,Psca
IFNA8,Ifna1
MORN1,Morn1
EPB41L3,Epb41l3
CCDC73,Ccdc73
MYLK4,Mylk4
PARM1,Parm1
CABS1,Cabs1
CDSN,Cdsn
CHIA,Chil5
TRAV9-2,Trav6-7-dv9
C16orf89,AU021092
TMEM70,Tmem70
TACC2,Tacc2
STPG3,Stpg3
KDELR1,Kdelr1
MANSC4,Mansc4
BAK1,Bak1
SHH,Shh
MAL,Mal
FABP6,Fabp6
OAS1,Oas1g
IDO1,Ido1
ADAM8,Adam8
C5orf46,Gm94
MRPL55,Mrpl55
CA5A,Car5a
CXCL9,Cxcl9
SERPINA12,Serpina12
GFRA4,Gfra4
TEDC1,Tedc1
NOXRED1,Noxred1
TFAM,Tfam
FAM174C,Fam174c
CCL7,Ccl7
CEP44,Cep44
C5AR2,C5ar2
COQ10A,Coq10a
STOX1,Stox1
MTERF4,Mterf4
BEX2,Bex1
MTIF3,Mtif3
SAXO5,Saxo5
PRSS48,Prss48
ZP2,Zp2
LRRN4CL,Lrrn4cl
MT-ND4L,mt-Nd4l
NT5C1B,Nt5c1b
NOP53,Nop53
TNFRSF1A,Tnfrsf1a
CD3D,Cd3d
APOE,Apoe
FOXD1,Foxd1
SIVA1,Siva1
MIR191,Gm55600
SLC9B1,Slc9b1
C19orf38,AB124611
CEP126,Cep126
ADGRF3,Adgrf3
NOXO1,Noxo1
TRAV17,Trav8n-2
PRL,Prl
APOD,Apod
IP6K1,Ip6k1
LRG1,Lrg1
HEATR9,Heatr9
C11orf52,2310030G06Rik
IL2RA,Il2ra
FANCC,Fancc
NFILZ,Nfilz
NOXA1,Noxa1
UCN2,Ucn2
S100A9,S100a9
EFCAB8,Efcab8
USPL1,Uspl1
GP2,Gp2
ACKR1,Ackr1
KPRP,Kprp
CENPT,Cenpt
FOXF2,Foxf2
BCAS1,Bcas1
MKRN2OS,Mkrn2os
BEGAIN,Begain
KNL1,Knl1
TRPC5OS,Trpc5os
NUSAP1,Nusap1
C1orf54,BC028528
ISM2,Ism2
APOBEC4,Apobec4
SFXN4,Sfxn4
EPSTI1,Epsti1
MANSC1,Mansc1
DPEP1,Dpep1
POLRMT,Polrmt
HSD17B2,Hsd17b2
UBE2A,Ube2a
ANKRD60,Ankrd60
EMB,Emb
NME8,Nme8
ALG13,Alg13
AGT,Agt
IL2,Il2
SLCO1B3,Slco1b2
C19orf84,Gm38999
FCGR3A,Fcgr4
CHGA,Chga
MAJIN,Majin
SPMIP5,Spmip5
CLBA1,Clba1
METTL26,Mettl26
FAM53A,Fam53a
CERS5,Cers5
CRIP2,Crip2
NPFFR1,Npffr1
MLPH,Mlph
DNAAF1,Dnaaf1
PKIB,Pkib
ZMAT1,Zmat1
AUNIP,Aunip
KRBA1,Krba1
DLGAP5,Dlgap5
THPO,Thpo
IL21,Il21
PGF,Pgf
CCDC137,Ccdc137
LDOC1,Ldoc1
KRTAP24-1,Krtap24-1
CDA,Cda
LINS1,Lins1
SMIM31,Smim31
KPNA7,Kpna7
TSGA13,Tsga13
AMZ1,Amz1
DENND6B,Dennd6b
GKN1,Gkn1
STN1,Stn1
TRIM40,Trim40
RIPK3,Ripk3
STPG2,Stpg2
USHBP1,Ushbp1
PLA2G7,Pla2g7
GPRIN3,Gprin3
TRAV1-1,Trav1
CMA1,Cma1
MESP1,Mesp1
CRACD,Cracd
PKD1L1,Pkd1l1
NPB,Npb
MFGE8,Mfge8
RCSD1,Rcsd1
LCA5L,Lca5l
NLRP10,Nlrp10
PRSS21,Prss21
SHISA8,Shisa8
CEP295,Cep295
MPIG6B,Mpig6b
PRG2,Prg2
OLAH,Olah
ADH6,Adh6b
PHLDA2,Phlda2
MROH9,Mroh9
FABP12,Fabp12
CCDC195,Gm45261
CD96,Cd96
VEGFB,Vegfb
RBBP8NL,Rbbp8nl
CCDC198,Ccdc198
SMIM24,Smim24
GPATCH4,Gpatch4
FSIP2,Fsip2
PRSS38,Prss38
HEG1,Heg1
AGBL4,Agbl4
ADAM32,Adam32
KLHDC7A,Klhdc7a
PTGR1,Ptgr1
EDN3,Edn3
MMP1,Mmp1a
SRRD,Srrd
AIRE,Aire
IFITM2,Ifitm1
AHSG,Ahsg
C9,C9
DUSP22,Dusp22
CST8,Cst8
ZCCHC18,Zcchc18
PCARE,Pcare
SMIM34,Smim34
FAM170B,Fam170b
SPAM1,Hyal5
CCM2L,Ccm2l
CLNK,Clnk
TRIML2,Triml2
RTL4,Rtl4
SHBG,Shbg
LDLRAD2,Ldlrad2
NCR1,Ncr1
S100A8,S100a8
ART4,Art4
SLFN5,Slfn5
FLACC1,Flacc1
TMEM270,Tmem270
FGFBP1,Fgfbp1
NKX1-2,Nkx1-2
SHOC1,Shoc1
CD38,Cd38
HAAO,Haao
AKNA,Akna
ZNF483,Zkscan16
LRRIQ1,Lrriq1
TERT,Tert
OAS2,Oas2
CCDC192,Ccdc192
AKIP1,Akip1
SRSF12,Srsf12
TMEM191C,Tmem191
PNPLA3,Pnpla3
SOWAHB,Sowahb
CYB5B,Cyb5b
FAM227B,Fam227b
GHRH,Ghrh
AKAP12,Akap12
NHLH1,Nhlh1
EGLN1,Egln1
MYOD1,Myod1
ADGRG4,Adgrg4
CMC2,Cmc2
TMPRSS12,Tmprss12
LYPD2,Lypd2
MVK,Mvk
HASPIN,Haspin
PCED1B,Pced1b
FAM186B,Fam186b
CCDC78,Ccdc78
CCDC15,Ccdc15
BRCA2,Brca2
RFXANK,Rfxank
SAT2,Sat2
SLC16A8,Slc16a8
ITPRID1,Itprid1
TEX50,Tex50
SH2D2A,Sh2d2a
KNOP1,Knop1
C1orf105,4930558K02Rik
AAMDC,Aamdc
APOA2,Apoa2
PSTK,Pstk
ZNF786,Zfp786
TINF2,Tinf2
EXPH5,Exph5
TOP6BL,Top6bl
CD84,Cd84
KIAA0408,9330159F19Rik
NME6,Nme6
CMYA5,Cmya5
KLRK1,Klrk1
OCEL1,Ocel1
TOMM20L,Tomm20l
STKLD1,Stkld1
CTDP1,Ctdp1
ZAR1L,Zar1l
IL1R2,Il1r2
CCDC160,Ccdc160
DEPP1,Depp1
DYTN,Dytn
RP1,Rp1
INSL5,Insl5
SLPI,Slpi
ICOS,Icos
SNAPC4,Snapc4
NOL9,Nol9
IL9,Il9
GDPD4,Gdpd4
CD22,Cd22
SERPINA6,Serpina6
SPMAP2L,Spmap2l
WBP2NL,Wbp2nl
MIR3074,Mir24-1
RBM43,Rbm43
ACRV1,Acrv1
IFNGR2,Ifngr2
LRRN4,Lrrn4
OAZ1,Oaz1
RUFY4,Rufy4
SPAG8,Spag8
PATE1,Pate1
IL17F,Il17f
DHRS2,Dhrs2
NKX2-6,Nkx2-6
CCL11,Ccl11
LNP1,Lnp1
FBXO15,Fbxo15
TAS2R60,Tas2r135
SCO1,Sco1
IHO1,Iho1
IL27RA,Il27ra
GZMM,Gzmm
BRCA1,Brca1
RCN1,Rcn1
CALCB,Calcb
CD160,Cd160
SUSD3,Susd3
ZNF831,Zfp831
IGFBP6,Igfbp6
APOF,Apof
PAXX,Paxx
C7orf50,3110082I17Rik
IFIT3,Ifit3b
RIIAD1,Riiad1
GCSAM,Gcsam
SCT,Sct
NINL,Ninl
VSIR,Vsir
BEST1,Best1
EIF2AK2,Eif2ak2
C6orf58,2310057J18Rik
TNFRSF1B,Tnfrsf1b
SPATS1,Spats1
TMEM89,Tmem89
SCGB3A1,Scgb3a1
HAMP,Hamp
FBXL13,Fbxl13
PNPLA1,Pnpla1
MCPH1,Mcph1
KIAA2012,Gm973
MS4A8,Ms4a8a
GIMAP1,Gimap1
CAMP,Camp
BHLHA9,Bhlha9
HDGF,Hdgf
BHLHE41,Bhlhe41
SLX4,Slx4
PRR14L,Prr14l
GDF15,Gdf15
ENAM,Enam
GAPT,Gapt
IL1A,Il1a
CTCFL,Ctcfl
PLAUR,Plaur
KRTAP10-4,Krtap10-33
ICAM2,Icam2
C4orf19,0610040J01Rik
C4orf17,4930579F01Rik
C11orf16,BC051019
NOTO,Noto
ZGLP1,Zglp1
CARD19,Card19
RBM44,Rbm44
APOC4,Apoc4
ZFP42,Zfp42
AARD,Aard
CSF2RB,Csf2rb
C19orf33,2200002D01Rik
GARIN3,Garin3
GTSE1,Gtse1
LBP,Lbp
PPY,Ppy
BPIFB1,Bpifb1
RGS20,Rgs20
RUBCNL,Rubcnl
TEX46,Tex46
MICALL2,Micall2
TASOR2,Tasor2
FAM217A,Fam217a
ALPK2,Alpk2
EFCAB5,Efcab5
PRSS50,Prss50
ANGPT4,Angpt4
IFI35,Ifi35
TCF23,Tcf23
IQCF1,Iqcf1
DAND5,Dand5
SLC17A1,Slc17a1
INMT,Inmt
TET1,Tet1
EVI2B,Evi2b
CAGE1,Cage1
CATSPERG,Catsperg1
TEKTIP1,Tektip1
EMID1,Emid1
DISC1,Disc1
PLEKHS1,Plekhs1
GSDMD,Gsdmd
IFI44,Ifi44
NDUFS5,Ndufs5
PP2D1,Pp2d1
KLRD1,Klrd1
CDKN1C,Cdkn1c
TPRA1,Tpra1
IL31RA,Il31ra
ACCSL,Accsl
FCER2,Fcer2a
TOMM6,Tomm6
SNTN,Sntn
CCDC87,Ccdc87
NRSN2,Nrsn2
GXYLT1,Gxylt1
CORT,Cort
MS4A13,Ms4a13
BDP1,Bdp1
CGAS,Cgas
SLAMF1,Slamf1
KIAA1671,2900026A02Rik
GUCA2A,Guca2a
ENTHD1,Enthd1
IL2RB,Il2rb
FAM216B,Fam216b
CST11,Cst11
GRP,Grp
IL10RA,Il10ra
TGM4,Tgm4
CD300LG,Cd300lg
CD40,Cd40
CENPU,Cenpu
TRDV3,Trdv5
LRRC27,Lrrc27
HAND2,Hand2
KRTDAP,Krtdap
PDZK1IP1,Pdzk1ip1
TEX26,Tex26
FYB2,Fyb2
TEDC2,Tedc2
LHFPL4,Lhfpl4
RSL1D1,Rsl1d1
ADAM29,Adam29
MX1,Mx2
NKX2-8,Nkx2-9
HLA-DRB5,H2-Eb2
IL12A,Il12a
DDN,Ddn
CD4,Cd4
CRNN,Crnn
TEX11,Tex11
C2orf74,1700093K21Rik
C16orf46,1700030J22Rik
MT-ND2,mt-Nd2
ANKRD31,Ankrd31
PRDM8,Prdm8
IFITM1,Ifitm3
ZFP64,Zfp64
GARIN2,Garin2
OSMR,Osmr
KRTAP29-1,Krtap29-1
TNFRSF11A,Tnfrsf11a
FSIP1,Fsip1
GPR15LG,Gpr15lg
TICAM1,Ticam1
IRX2,Irx2
SHD,Shd
CEBPA,Cebpa
IZUMO2,Izumo2
MAPK13,Mapk13
ETAA1,Etaa1
DPEP2NB,Dpep2nb
NES,Nes
TMEM176B,Tmem176b
DMKN,Dmkn
IRF9,Irf9
TMEM45A,Tmem45a
FAM110A,Fam110a
SPATA21,Spata21
C4orf51,1700011L22Rik
DPPA4,Dppa4
TRBV19,Trbv19
FOXR2,Foxr2
CD70,Cd70
CD164,Cd164
SNAPC2,Snapc2
DEFB113,Defb18
EDDM3B,Eddm3b
ARL10,Arl10
LAGE3,Lage3
LEMD1,Lemd1
AIM2,Aim2
MS4A6A,Ms4a6b
TRBV10-3,Trbv13-3
CD72,Cd72
IL33,Il33
NLRP14,Nlrp14
SFTA2,Sfta2
SBSN,Sbsn
C2orf88,1700019D03Rik
MRNIP,Mrnip
ERICH6,Erich6
FAM47E,Fam47e
UPK1A,Upk1a
GIMAP8,Gimap8
PLA2G4C,Pla2g4c
CD226,Cd226
TMEM156,Tmem156
CLEC10A,Mgl2
SPINK8,Spink8
C16orf78,4933402J07Rik
IFNLR1,Ifnlr1
BTLA,Btla
REDIC1,Redic1
TEX36,Tex36
CFAP73,Cfap73
NOBOX,Nobox
CD2,Cd2
CD300C,Cd300c2
CRB3,Crb3
TFPI2,Tfpi2
WFDC11,Wfdc11
GARIN4,Garin4
TREML2,Treml2
C17orf99,6030468B19Rik
TULP2,Tulp2
SRGN,Srgn
MAP10,Map10
TTC16,Ttc16
LMNTD1,Lmntd1
CENPC,Cenpc1
TRAV12-3,Trav7d-4
IL4R,Il4ra
BECN2,Becn2
NACAD,Nacad
CNBD1,Cnbd1
SYCE1L,Syce1l
ERICH5,Erich5
NDUFV3,Ndufv3
ANKRD53,Ankrd53
JCAD,Jcad
SLC25A29,Slc25a29
TAS2R16,Tas2r118
ABHD1,Abhd1
LAX1,Lax1
CDCA2,Cdca2
GARIN5A,Garin5a
RAB1A,Rab1a
U6,Gm22580
RPL32,Rpl32
H2AC19,H2ac19
MIR124-1,Mir124a-1
MIRLET7F2,Mirlet7f-2
5S_rRNA,n-R5s108
BTF3L4,Btf3l4b
EIF4A2,Eif4a2
SEC22B,Sec22b
U5,Gm25313
RPS26,Rps26
H2BC7,H2bc4
H2BC5,H2bc14
PTP4A1,Ptp4a1
RPL22,Rpl22
MIR214,Mir214
H2AC20,H2ac20
MIR1282,Gm22953
RNU6-2,Gm23512
RAB10,Rab10
MIR3618,Mir3618
PPP2R1A,Ppp2r1a
NLK,Nlk
NOVA1,Nova1
TUBA3C,Tuba3a
LRRC4C,Lrrc4c
PPP6C,Ppp6c
ELAVL2,Elavl2
CHMP2A,Chmp2a
DDX39B,Ddx39b
RAB39B,Rab39b
UBE2E2,Ube2e2
GPR173,Gpr173
DR1,Dr1
SKP1,Skp1
ZIC1,Zic1
HSP90AB1,Hsp90ab1
RPS3A,Rps3a1
RTCB,Rtcb
TAF13,Taf13
LINGO1,Lingo1
RNU6-7,Gm24859
MIR219A2,Mir219a-2
HPCAL1,Hpcal1
SNW1,Snw1
TRIM27,Trim27
CDK8,Cdk8
MIR19A,Mir19a
EIF4A1,Eif4a1
PATZ1,Patz1
SNORD20,Gm55462
KLHL9,Klhl9
TSN,Tsn
EXOC6B,Exoc6b
STXBP6,Stxbp6
KBTBD2,Kbtbd2
SNORD2,Snord2
CTBP1,Ctbp1
TIAL1,Tial1
PLS3,Pls3
DSCAM,Dscam
CCNY,Ccny
TMEM63B,Tmem63b
MIR199B,Mir199b
MIR124-2,Mir124a-2
MOB3B,Mob3b
GRIA3,Gria3
PPP4R3A,Ppp4r3a
ZMYND11,Zmynd11
LARGE1,Large1
CLVS2,Clvs2
PCYT1B,Pcyt1b
CLCN4,Clcn4
MIR103A2,Mir103-2
MIR25,Mir25
H2BC11,H2bc21
SLITRK4,Slitrk4
GOSR1,Gosr1
MIR106B,Mir106b
ST8SIA4,St8sia4
MIR409,Mir409
MDGA2,Mdga2
MIR874,Mir874
U2,Gm23472
KCNT2,Kcnt2
CIB2,Cib2
RYR2,Ryr2
FRG1,Frg1
PRKAA1,Prkaa1
UBL5,Ubl5b
RAB3B,Rab3b
TOMM20,Tomm20
TUBB6,Tubb6
MIR30A,Mir30a
KCNJ11,Kcnj11
YTHDC1,Ythdc1
MIR29A,Mir29a
USP22,Usp22
RTRAF,Rtraf
PDK3,Pdk3
KLHL3,Klhl3
UNC5D,Unc5d
C9orf72,C9orf72
H2BC18,H2bc18
DCTN4,Dctn4
RBM46,Rbm46
SNORD98,Snord98
RFC3,Rfc3
SEMA3C,Sema3c
TPST1,Tpst1
SNORA50A,Gm26265
FLNA,Flna
CRYBB2,Crybb2
CDK20,Cdk20
DOCK11,Dock11
CYFIP1,Cyfip1
MIR17,Mir17
SIM1,Sim1
SNORD67,Snord67
MIR340,Mir340
MIR218-1,Mir218-1
MIR199A2,Mir199a-2
KDM5A,Kdm5a
CDK6,Cdk6
RWDD1,Rwdd1
SERBP1,Serbp1
RNU6-30P,Gm23732
SRGAP1,Srgap1
MIRLET7I,Mirlet7i
DUSP1,Dusp1
DCC,Dcc
SEC63,Sec63
CUL2,Cul2
MIR1-1,Mir1a-1
PRPSAP2,Prpsap2
WDFY3,Wdfy3
MYCBP2,Mycbp2
SPIN4,Spin4
MIR342,Mir342
SNORD62B,Gm25632
SERINC1,Serinc1
TMEM11,Tmem11
NUDT11,Nudt10
ACVR2B,Acvr2b
ABI1,Abi1
MIRLET7A1,Mirlet7a-1
BICD1,Bicd1
YES1,Yes1
MIR410,Mir410
HERC3,Herc3
RCBTB1,Rcbtb1
IQGAP1,Iqgap1
TLE1,Tle1
ELMOD1,Elmod1
PIK3CB,Pik3cb
MIR10A,Mir10a
TMEM106B,Tmem106b
TXNIP,Txnip
TMEM168,Tmem168
EFNB2,Efnb2
SNAI2,Snai2
SNORD92,Snord92
IGF1R,Igf1r
IHH,Ihh
MIRLET7D,Mirlet7d
SLC9A7,Slc9a7
WDR47,Wdr47
MIR30C2,Mir30c-2
DAPK1,Dapk1
UNC13A,Unc13a
FBL,Fbl
SLC25A15,Slc25a15
CHD1,Chd1
MIR29B2,Mir29b-2
AICDA,Aicda
MIR375,Mir375
TBL1XR1,Tbl1xr1
ASAP2,Asap2
MIR208B,Mir208b
SNORD62A,Gm22192
KLHL25,Klhl25
SNORD70B,Gm26293
XKR4,Xkr4
TXNL1,Txnl1
NRXN3,Nrxn3
MCC,Mcc
HSP90B1,Hsp90b1
TMEM255A,Tmem255a
MGAT4C,Mgat4c
XPO6,Xpo6
YME1L1,Yme1l1
LRRTM4,Lrrtm4
SLAIN2,Slain2
SCARNA15,Gm54927
KLHL22,Klhl22
FMR1,Fmr1
PRDM4,Prdm4
ACTR10,Actr10
CDIN1,Cdin1
MIR505,Mir505
COL11A2,Col11a2
SV2B,Sv2b
MID1,Mid1
PAX8,Pax8
HNF4G,Hnf4g
RBMXL1,Rbmxl1
DLG2,Dlg2
PLAA,Plaa
INSR,Insr
CPE,Cpe
SNX4,Snx4
GFRA2,Gfra2
FBP2,Fbp2
SNORD16,Snord16a
DAB1,Dab1
BAMBI,Bambi
CDK4,Cdk4
SNORD65,Snord65
ROBO2,Robo2
MIR99B,Mir99b
C1GALT1C1,C1galt1c1
MIR326,Mir326
NCAM2,Ncam2
SYNCRIP,Syncrip
DDR2,Ddr2
HINT1,Hint1
SNORD14D,Snord14d
SNTG1,Sntg1
H1-4,H1f4
KIDINS220,Kidins220
P4HA1,P4ha1
UBE3A,Ube3a
FKBP9,Fkbp9
SNORA63,Gm26447
VPS33B,Vps33b
POMGNT2,Pomgnt2
SLC16A2,Slc16a2
NPY2R,Npy2r
SFXN1,Sfxn1
GDI2,Gdi2
GADD45A,Gadd45a
MIR761,Mir761
ERLEC1,Erlec1
PITPNB,Pitpnb
MED30,Med30
APBA2,Apba2
FRMD6,Frmd6
MIR592,Mir592
RNU6-20P,Gm22363
SRP9,Srp9
SNORA35B,Gm25107
MIR135A2,Mir135a-2
ENTPD4,Entpd4b
MAGEH1,Mageh1
CRYBB3,Crybb3
MSX2,Msx2
SHISA2,Shisa2
TEK,Tek
TMEM68,Tmem68
FBXL12,Fbxl12
NANP,Nanp
PRICKLE2,Prickle2
TBL1Y,Tbl1x
MIR504,Mir504
MIR302C,Mir302c
PDE6B,Pde6b
SLC5A7,Slc5a7
TPP2,Tpp2
RNU6-1031P,Gm24242
ACO1,Aco1
PDPR,Pdpr
DCLK2,Dclk2
SNORD58B,Snord58b
FOXO1,Foxo1
CCNC,Ccnc
PSMA3,Psma3
ARHGAP24,Arhgap24
PPP1CB,Ppp1cb
EIF4EBP1,Eif4ebp1
SNORA65,Snora65
SLC7A14,Slc7a14
DMXL2,Dmxl2
MIR491,Mir491
SLC35B2,Slc35b2
MIR135A1,Mir135a-1
MIR200A,Mir200a
MIR199A1,Mir199a-1
SUCLG1,Suclg1
AMMECR1L,Ammecr1l
GTF2B,Gtf2b
TRAPPC3L,Trappc3l
WDR44,Wdr44
FRMD3,Frmd3
DCP2,Dcp2
WAC,Wac
ASH1L,Ash1l
MIR23A,Mir23a
WSCD2,Wscd2
SNORA6,Gm24044
MIR28,Mir28a
CETN1,Cetn1
PSMD6,Psmd6
H1-5,H1f5
AVL9,Avl9
ZFY,Zfx
MIR216B,Mir216b
MIR26A2,Mir26a-2
SEMA6A,Sema6a
SCIN,Scin
RNU6-574P,Gm25618
RNU6-546P,Gm23092
RNU6-492P,Gm22633
RNU6-1292P,Gm25207
EPC1,Epc1
MIR26A1,Mir26a-1
SGSM1,Sgsm1
RAB18,Rab18
PDE5A,Pde5a
CYP51A1,Cyp51
WLS,Wls
FAM171A1,Fam171a1
FSTL5,Fstl5
TMX3,Tmx3
RNU6-1034P,Gm25473
ADHFE1,Adhfe1
RRM2,Rrm2
LRP1B,Lrp1b
ADD3,Add3
MIR1225,Gm54763
TTC39A,Ttc39a
SLC9A6,Slc9a6
SNORA8,Gm25791
MIR29B1,Mir29b-1
DRD1,Drd1
ASH2L,Ash2l
SNORA2B,Snora2b
AGTR2,Agtr2
SNORD111,Snord111
NAGK,Nagk
EEPD1,Eepd1
RNU6-1131P,Gm24927
HGF,Hgf
WWTR1,Wwtr1
MIR181B2,Mir181b-2
SEMA5A,Sema5a
GLDC,Gldc
SAP130,Sap130
NKAP,Nkap
LAMB1,Lamb1
PPP1R14C,Ppp1r14c
UGGT1,Uggt1
MIR155,Mir155
MIR133B,Mir133b
FNDC3A,Fndc3a
UCK1,Uck1
FAM81A,Fam81a
SNORA14B,Gm26397
TNKS,Tnks
PIEZO2,Piezo2
KRR1,Krr1
EGFR,Egfr
RNU6-1141P,Gm23805
RNU6-633P,Gm24612
AGTR1,Agtr1a
MIR671,Mir671
VWC2,Vwc2
N4BP3,N4bp3
COL3A1,Col3a1
SNORD94,Snord94
FBLN5,Fbln5
MFSD14B,Mfsd14b
RRS1,Rrs1
FOXJ2,Foxj2
SNORD95,Gm25296
RNU12,Rnu12
PRRC2A,Prrc2a
TYMS,Tyms
MIR331,Mir331
B3GAT1,B3gat1
ZSCAN2,Zscan2
SNORD70,Snord70
CAPN7,Capn7
RNU6-820P,Gm22045
SNORA9B,Gm23626
SNORD53B,Gm22858
SLC6A13,Slc6a13
ZNF449,Zfp449
SHMT1,Shmt1
NECTIN1,Nectin1
SNORD66,Snord66
RASSF1,Rassf1
PPM1K,Ppm1k
SNORD8,Snord8
MIR223,Mir223
OR2AP1,Or6c8
GUCY1A1,Gucy1a1
CCNQ,Ccnq
AFDN,Afdn
MIR7-1,Mir7-1
RP9,Rp9
USP2,Usp2
U1,Gm23737
SLC4A7,Slc4a7
SNORD93,Snord93
SIGMAR1,Sigmar1
TCF7L1,Tcf7l1
DNAH1,Dnah1
XPNPEP1,Xpnpep1
SCAF8,Scaf8
GSPT2,Gspt2
POLDIP3,Poldip3
SYT4,Syt4
OR4K15,Or4k15
MIR302D,Mir302d
MKX,Mkx
KCNK5,Kcnk5
PDLIM1,Pdlim1
KCNMB2,Kcnmb2
SNORD72,Snord72
DDX3Y,Ddx3y
SNORD46,Gm26330
OR6C2,Or6c2
ZNF606,Zfp606
MIR542,Mir542
SNORA19,Snora19
VAPA,Vapa
CHRM3,Chrm3
RNU6-137P,Gm22259
LRRFIP2,Lrrfip2
SNORA46,Gm26493
VSTM2B,Vstm2b
OR6Y1,Or6p1
MIR221,Mir221
PARD3,Pard3
LGALS1,Lgals1
RAB8A,Rab8a
