human gene name,pig gene name
ZNF483,ZNF483
AKR1B1,AKR1B1
CRMP1,CRMP1
PROM2,PROM2
CCL2,CCL2
ZSCAN30,ZSCAN30
NLRP12,NLRP12
DECR2,DECR2
ASTE1,ASTE1
CENPA,CENPA
SNX22,SNX22
AASDH,AASDH
FITM2,FITM2
ZNF408,ZNF408
PLCH2,PLCH2
DSN1,DSN1
TSNAXIP1,TSNAXIP1
NIBAN3,NIBAN3
MRS2,MRS2
BCAS4,BCAS4
EIF4E1B,EIF4E1B
DPEP1,DPEP1
FTMT,FTMT
GATA5,GATA5
SLC26A1,SLC26A1
CHI3L1,CHI3L1
CYP2W1,CYP2W1
PABIR2,PABIR2
USP50,USP50
SLC36A2,SLC36A2
DYNLT4,DYNLT4
DHRS7B,DHRS7B
MED9,MED9
PPM1N,PPM1N
ERCC6L2,ERCC6L2
NUBPL,NUBPL
STX3,STX3
ADCK2,ADCK2
BOP1,BOP1
PSORS1C2,PSORS1C2
GOSR2,GOSR2
TBPL2,TBPL2
PLD4,PLD4
MCM3AP,MCM3AP
TRMT9B,TRMT9B
VSIG10L2,VSIG10L2
IRAK3,IRAK3
CCDC66,CCDC66
PCGF3,PCGF3
CENPH,CENPH
CEP152,CEP152
TULP1,TULP1
RIN3,RIN3
TMPRSS9,TMPRSS9
TMEM108,TMEM108
SLC16A7,SLC16A7
TNS3,TNS3
KMO,KMO
SERPINB13,SERPINB13
ABHD4,ABHD4
KIF26B,KIF26B
PBX4,PBX4
ADGRF4,ADGRF4
PGGHG,PGGHG
DNAJC17,DNAJC17
CHIT1,CHIT1
MANBA,MANBA
GJA9,GJA9
CLEC11A,CLEC11A
MCCC2,MCCC2
RPS29,RPS29
FGG,FGG
PIK3C2G,PIK3C2G
BCO2,BCO2
MOS,MOS
DYRK4,DYRK4
CYP19A1,CYP19A1
TMEM81,TMEM81
PHLDA2,PHLDA2
ZDHHC3,ZDHHC3
CCDC142,CCDC142
C13orf42,C13orf42
DNAJB6,DNAJB6
RAB3IL1,RAB3IL1
EDARADD,EDARADD
RTN4IP1,RTN4IP1
PSRC1,PSRC1
CDC42EP1,CDC42EP1
COA4,COA4
HS1BP3,HS1BP3
SLC29A1,SLC29A1
SPAG5,SPAG5
MCEE,MCEE
MED17,MED17
USP6NL,USP6NL
CXCL12,CXCL12
EEIG1,EEIG1
MIR676,ssc-mir-676-1
CLCA2,CLCA2
MROH7,MROH7
SNORD115-26,SNORD115
AURKB,AURKB
CD247,CD247
GPR142,GPR142
GHDC,GHDC
SLC16A4,SLC16A4
DMRTA1,DMRTA1
KRT1,KRT1
ADIG,ADIG
HTR3B,HTR3B
TAAR6,TAAR6
MIR221,ssc-mir-221
TRMT10C,TRMT10C
RSPH6A,RSPH6A
AVEN,AVEN
NMNAT3,NMNAT3
HABP2,HABP2
PMS2,PMS2
ZNF37A,ZNF37A
GPX8,GPX8
SPACA6,SPACA6
PDE4A,PDE4A
FAM83D,FAM83D
GCGR,GCGR
CDH5,CDH5
RLN3,RLN3
ENDOV,ENDOV
NDUFAF4,NDUFAF4
OR51C1P,OR51C1P
PSAP,PSAP
IRAK1,IRAK1
ZNF783,ZNF783
DYDC1,DYDC1
SMIM10L1,SMIM10L1
TLR6,TLR6
GBE1,GBE1
DNAI7,DNAI7
L2HGDH,L2HGDH
TNXB,TNXB
BRF1,BRF1
PPP1R42,PPP1R42
MRPS5,MRPS5
YJU2,YJU2
C5orf34,C5orf34
MAMSTR,MAMSTR
TMC8,TMC8
RHBDD3,RHBDD3
MYLK2,MYLK2
CEP170B,CEP170B
ACKR2,ACKR2
SECISBP2,SECISBP2
KLKB1,KLKB1
SLC25A19,SLC25A19
KATNIP,KATNIP
NEU3,NEU3
SUSD5,SUSD5
STIL,STIL
ZBTB42,ZBTB42
ANKDD1B,ANKDD1B
CCDC138,CCDC138
ECM2,ECM2
CHST4,CHST4
YPEL3,YPEL3
PSMC6,PSMC6
LMOD1,LMOD1
SHISAL2A,SHISAL2A
ELOVL3,ELOVL3
KCTD17,KCTD17
LRRC69,LRRC69
SMIM40,SMIM40
NDUFS5,NDUFS5
HIGD2A,HIGD2A
ZSWIM2,ZSWIM2
TMEM52B,TMEM52B
APOBEC1,APOBEC1
FBXO43,FBXO43
RIPOR1,RIPOR1
TMPPE,TMPPE
PTGER3,PTGER3
TRIM6,TRIM6
EAF2,EAF2
KITLG,KITLG
CDHR4,CDHR4
NUBP1,NUBP1
NXT2,NXT2
MPHOSPH8,MPHOSPH8
KPLCE,KPLCE
TKTL1,TKTL1
LRRC46,LRRC46
ACP3,ACP3
CREG1,CREG1
FAM50A,FAM50A
VXN,VXN
DMAC2L,DMAC2L
SORBS2,SORBS2
KLHL25,KLHL25
OR51B5,OR51B5
PRELID3A,PRELID3A
RPAP2,RPAP2
NUP62,NUP62
CAPN14,CAPN14
ST14,ST14
CSRP1,CSRP1
P2RX2,P2RX2
CALM3,CALM3
CREB3L4,CREB3L4
ATP6V0B,ATP6V0B
DNAAF11,DNAAF11
GCFC2,GCFC2
KIF26A,KIF26A
CIMIP2C,CIMIP2C
FAM216A,FAM216A
TCTN1,TCTN1
PRND,PRND
OPN4,OPN4
XKR8,XKR8
MORC1,MORC1
GRINA,GRINA
RBM12B,RBM12B
ASCL4,ASCL4
LRRD1,LRRD1
FBXW8,FBXW8
SPPL2A,SPPL2A
TK2,TK2
PIGW,PIGW
GMDS,GMDS
POLK,POLK
TCP11,TCP11
CALCOCO2,CALCOCO2
LYZL4,LYZL4
GK2,GK2
AAGAB,AAGAB
SPATA6L,SPATA6L
UQCRFS1,UQCRFS1
PEX7,PEX7
GJA10,GJA10
NOD2,NOD2
LPAR5,LPAR5
PNOC,PNOC
LRRC19,LRRC19
DRAP1,DRAP1
ZNF311,ZNF311
TTC3,TTC3
NUDT17,NUDT17
METTL21C,METTL21C
FANCG,FANCG
GDPD3,GDPD3
MCF2L2,MCF2L2
SOWAHA,SOWAHA
SCN7A,SCN7A
BTC,BTC
NFE2L3,NFE2L3
POLM,POLM
PLA2G5,PLA2G5
TUBB3,TUBB3
SDSL,SDSL
PDE4C,PDE4C
KXD1,KXD1
ENGASE,ENGASE
ATPSCKMT,ATPSCKMT
SNORA17B,SNORA17B
ZCCHC8,ZCCHC8
CYP11A1,CYP11A1
C6orf120,C6orf120
TAP2,TAP2
TOMM22,TOMM22
ADGB,ADGB
ALPK1,ALPK1
GPR151,GPR151
COX4I2,COX4I2
ERAL1,ERAL1
SNORA68,SNORA68
NAXE,NAXE
CEP104,CEP104
SH3BGRL2,SH3BGRL2
VWA2,VWA2
MIR20A,MIR20A
RNF151,RNF151
SUN3,SUN3
TAMM41,TAMM41
NCF1,NCF1
BEX5,BEX5
ELSPBP1,ELSPBP1
CSF3,CSF3
SULT2B1,SULT2B1
SSTR5,SSTR5
WFDC1,WFDC1
CFAP90,CFAP90
SPRYD7,SPRYD7
EXOG,EXOG
NWD1,NWD1
RLBP1,RLBP1
OSBP2,OSBP2
CYP2S1,CYP2S1
CDHR3,CDHR3
UBXN6,UBXN6
TPD52,TPD52
SCO1,SCO1
GAK,GAK
SLC28A3,SLC28A3
CAPN15,CAPN15
IDI1,IDI1
DMRTC2,DMRTC2
CELA2A,CELA2A
SNCB,SNCB
SPATA25,SPATA25
GAP43,GAP43
RIGI,RIGI
WDR38,WDR38
ITGA2B,ITGA2B
DYNLT3,DYNLT3
DTHD1,DTHD1
ZCCHC14,ZCCHC14
COQ3,COQ3
IER5,IER5
CFAP221,CFAP221
NET1,NET1
TRIB3,TRIB3
VNN1,VNN1
SIAE,SIAE
TOP1MT,TOP1MT
PTCD3,PTCD3
SPMIP7,SPMIP7
HDAC6,HDAC6
BRDT,BRDT
LAMA1,LAMA1
ZNF598,ZNF598
HDAC10,HDAC10
GPR45,GPR45
HLA-DOA,SLA-DOA
PTPDC1,PTPDC1
AHCTF1,AHCTF1
SDHAF1,SDHAF1
FAM167A,FAM167A
TMEM177,TMEM177
DNAAF3,DNAAF3
LSMEM1,LSMEM1
NEIL3,NEIL3
SCAND1,SCAND1
MT-ATP6,ATP6
LATS2,LATS2
HEXD,HEXD
EMILIN2,EMILIN2
PRKAG3,PRKAG3
SCN11A,SCN11A
FER1L5,FER1L5
IRF9,IRF9
PLEKHA4,PLEKHA4
DALRD3,DALRD3
GTF3A,GTF3A
LIPA,LIPA
STYK1,STYK1
SULT1C2,SULT1C2
SYNE3,SYNE3
STMN3,STMN3
SLC66A3,SLC66A3
HIBCH,HIBCH
CDC25C,CDC25C
CRYBG1,CRYBG1
ZNF354C,ZNF354C
ELAC2,ELAC2
ADH4,ADH4
MAD1L1,MAD1L1
ACHE,ACHE
SNORA5C,SNORA5C
C16orf74,C16orf74
ORC1,ORC1
GPX3,GPX3
MAMLD1,MAMLD1
FASN,FASN
OR9A1P,OR9A1P
TPK1,TPK1
PPIL6,PPIL6
SSBP1,SSBP1
ANO5,ANO5
KRT32,KRT32
NTHL1,NTHL1
KLK12,KLK12
TMUB1,TMUB1
VWA3A,VWA3A
TIMM21,TIMM21
ALPK3,ALPK3
ASCC1,ASCC1
COL4A6,COL4A6
ZNF250,ZNF250
RTN2,RTN2
TOR1AIP1,TOR1AIP1
C8A,C8A
LIPC,LIPC
VWA1,VWA1
RANBP1,RANBP1
SMARCAL1,SMARCAL1
NKPD1,NKPD1
AMDHD2,AMDHD2
CCDC82,CCDC82
KRT10,KRT10
DENND1C,DENND1C
NDUFA1,NDUFA1
CFAP73,CFAP73
BAD,BAD
ARHGAP4,ARHGAP4
SPINT1,SPINT1
MCUR1,MCUR1
SPATA17,SPATA17
PLD6,PLD6
PRKDC,PRKDC
OR51F2,OR51F2
PAK1IP1,PAK1IP1
ADPRM,ADPRM
SLC27A6,SLC27A6
LCE3B,LCE3B
FRAT2,FRAT2
TXLNB,TXLNB
NOP14,NOP14
TLR2,TLR2
FBXL20,FBXL20
SPATA22,SPATA22
EGF,EGF
IQCF5,IQCF5
NOC2L,NOC2L
INCENP,INCENP
CYP4B1,CYP4B1
CTSO,CTSO
TPX2,TPX2
SERPINB6,SERPINB6
CD24,CD24
CINP,CINP
UNC13B,UNC13B
FAM98C,FAM98C
CYP4V2,CYP4V2
LRIT1,LRIT1
ASB7,ASB7
RRP8,RRP8
PRCP,PRCP
IL12RB2,IL12RB2
ZNF71,ZNF71
SLC22A8,SLC22A8
CHAF1A,CHAF1A
GOLGA7,GOLGA7
SNORD10,SNORD10
DNASE1,DNASE1
NDUFA9,NDUFA9
ENPP7,ENPP7
CXCL11,CXCL11
PKP3,PKP3
GNL3,GNL3
PRDM14,PRDM14
BDKRB2,BDKRB2
AQP10,AQP10
FHAD1,FHAD1
CCR6,CCR6
SWSAP1,SWSAP1
UBXN8,UBXN8
STX7,STX7
TESMIN,TESMIN
PWWP3B,PWWP3B
TLR1,TLR1
TBRG4,TBRG4
EGFLAM,EGFLAM
XCR1,XCR1
SPACA5,SPACA5
FAM83E,FAM83E
PCSK4,PCSK4
CFB,CFB
HCCS,HCCS
SRRD,SRRD
CALHM6,CALHM6
CARD14,CARD14
CAPN11,CAPN11
UNC93A,UNC93A
IRAK2,IRAK2
C1orf54,C1orf54
ZNF382,ZNF382
RAD9B,RAD9B
RNF149,RNF149
SCX,SCX
SOD1,SOD1
FMO5,FMO5
MAST4,MAST4
SERGEF,SERGEF
STX6,STX6
COQ9,COQ9
CCDC83,CCDC83
LYG2,LYG2
GHRL,GHRL
KCNE1,KCNE1
NDUFB4,NDUFB4
ACOT13,ACOT13
ECHS1,ECHS1
E2F7,E2F7
TMPRSS11A,TMPRSS11A
MT-CYB,CYTB
RIIAD1,RIIAD1
TEX47,TEX47
YBX2,YBX2
EMP1,EMP1
CYP2D6,CYP2D6
MAP1LC3C,MAP1LC3C
MRPS6,MRPS6
F2RL3,F2RL3
TTI2,TTI2
LAMTOR3,LAMTOR3
GUCA2B,GUCA2B
AKAP5,AKAP5
RFWD3,RFWD3
MINAR2,MINAR2
PPP2R5C,PPP2R5C
XRCC5,XRCC5
PIGH,PIGH
XIRP2,XIRP2
TMEM97,TMEM97
DUSP29,DUSP29
UBXN2A,UBXN2A
GDF9,GDF9
MC1R,MC1R
NSRP1,NSRP1
TEFM,TEFM
BLOC1S4,BLOC1S4
IL21,IL21
PIMREG,PIMREG
LAPTM4B,LAPTM4B
TMC6,TMC6
TXNRD2,TXNRD2
TMEM213,TMEM213
IGHMBP2,IGHMBP2
ZNF484,ZNF484
MIR454,MIR454
NR0B1,NR0B1
NSL1,NSL1
ABHD11,ABHD11
RSPH1,RSPH1
SULT1C4,SULT1C4
WNK2,WNK2
MOK,MOK
P2RY13,P2RY13
KRT2,KRT2
SAPCD1,SAPCD1
EVPL,EVPL
CIDEA,CIDEA
CLDND2,CLDND2
AASDHPPT,AASDHPPT
BCCIP,BCCIP
CDK5RAP3,CDK5RAP3
TBCD,TBCD
C2CD3,C2CD3
ZNF169,ZNF169
LAYN,LAYN
JAM3,JAM3
CASP2,CASP2
PLEKHG3,PLEKHG3
ZNF852,ZNF852
WIPI2,WIPI2
ADARB2,ADARB2
TMBIM4,TMBIM4
USP11,USP11
MX1,MX1
GON7,GON7
TLR5,TLR5
FABP7,FABP7
PAXX,PAXX
CNGB3,CNGB3
FGB,FGB
LDLR,LDLR
SPRTN,SPRTN
HFE,HFE
STARD10,STARD10
C20orf204,C20orf204
LSS,LSS
CIITA,CIITA
SHMT1,SHMT1
TMEM237,TMEM237
MEIKIN,MEIKIN
CCDC194,CCDC194
HGFAC,HGFAC
TRPV6,TRPV6
MTCL1,MTCL1
CIMAP1C,CIMAP1C
SLC43A3,SLC43A3
CENPE,CENPE
VSTM4,VSTM4
RNPS1,RNPS1
MRPS11,MRPS11
PIEZO1,PIEZO1
POU2AF3,POU2AF3
SIGLEC1,SIGLEC1
MUTYH,MUTYH
CHADL,CHADL
XRRA1,XRRA1
RFESD,RFESD
AKAP3,AKAP3
TRIM25,TRIM25
SLC22A1,SLC22A1
ZNF276,ZNF276
IDO2,IDO2
PFN1,PFN1
ERP44,ERP44
CTSL,CTSL
SCOC,SCOC
TTC4,TTC4
SLC22A13,SLC22A13
MBOAT4,MBOAT4
OTOS,OTOS
EGFL7,EGFL7
MLF1,MLF1
ILKAP,ILKAP
NIBAN1,NIBAN1
IFT27,IFT27
DDX60,DDX60
SNORD37,SNORD37
EVC,EVC
KRT40,KRT40
GPER1,GPER1
CST6,CST6
NEMP2,NEMP2
ANKRD33B,ANKRD33B
GTF3C6,GTF3C6
LRRC74B,LRRC74B
PITRM1,PITRM1
FDX1,FDX1
LRRC61,LRRC61
NEU4,NEU4
RNASEH1,RNASEH1
DNASE1L1,DNASE1L1
ARHGEF1,ARHGEF1
MST1R,MST1R
EZR,EZR
CLEC12B,CLEC12B
CYP4F3,CYP4F3
IL22RA1,IL22RA1
TIMMDC1,TIMMDC1
PPARGC1B,PPARGC1B
C6orf163,C6orf163
CACUL1,CACUL1
S100G,S100G
PCYOX1,PCYOX1
ENDOD1,ENDOD1
CLDN23,CLDN23
MPZL1,MPZL1
LRIT2,LRIT2
MDM1,MDM1
CASP8AP2,CASP8AP2
SYCN,SYCN
SEPTIN3,SEPTIN3
NTN1,NTN1
NCF4,NCF4
FAM161A,FAM161A
CD180,CD180
DCLRE1C,DCLRE1C
MZB1,MZB1
FGF23,FGF23
TMPRSS11D,TMPRSS11D
LTA,LTA
DMD,DMD
MMAB,MMAB
SPHK1,SPHK1
NOA1,NOA1
SLC14A1,SLC14A1
NAAA,NAAA
GDNF,GDNF
ZDHHC4,ZDHHC4
RILPL2,RILPL2
CLEC14A,CLEC14A
CATSPER2,CATSPER2
SLC47A1,SLC47A1
MALRD1,MALRD1
ANKRD37,ANKRD37
TMEM220,TMEM220
HAUS6,HAUS6
C1orf94,C1orf94
MRPS22,MRPS22
MIR371A,ssc-mir-371
PHYH,PHYH
ALKAL1,ALKAL1
CIMIP3,CIMIP3
VAMP4,VAMP4
PPP1R12B,PPP1R12B
IBSP,IBSP
MMEL1,MMEL1
SERPINB1,SERPINB1
PPY,PPY
TMEM190,TMEM190
SPECC1,SPECC1
ZNF529,ZNF529
GPRASP3,GPRASP3
SCRIB,SCRIB
SPATA7,SPATA7
COPS7B,COPS7B
CFAP107,CFAP107
GTF2F2,GTF2F2
OXCT1,OXCT1
PPP2R3B,PPP2R3B
TNFSF13B,TNFSF13B
REX1BD,REX1BD
DEFB123,DEFB123
PDLIM1,PDLIM1
SUN5,SUN5
ITGAM,ITGAM
CIART,CIART
GSTT4,GSTT4
CCDC115,CCDC115
SLFN14,SLFN14
FAM161B,FAM161B
PRR9,PRR9
POLQ,POLQ
SURF1,SURF1
LRIT3,LRIT3
PRDX5,PRDX5
CFAP54,CFAP54
LDLRAD2,LDLRAD2
CAMSAP1,CAMSAP1
AGXT2,AGXT2
FAM50B,FAM50B
MRPS14,MRPS14
ZNF451,ZNF451
KLK4,KLK4
CTC1,CTC1
TMEM255B,TMEM255B
CDH16,CDH16
RPAIN,RPAIN
TTC24,TTC24
SERPINI1,SERPINI1
TMEM272,TMEM272
INKA1,INKA1
MC5R,MC5R
WDR4,WDR4
MIR487B,MIR487B
MRPS27,MRPS27
VGF,VGF
ARHGAP8,ARHGAP8
CCR2,CCR2
IL17D,IL17D
TDRD6,TDRD6
HYAL3,HYAL3
PMPCA,PMPCA
KBTBD11,KBTBD11
CLIP1,CLIP1
UPK3B,UPK3B
CATIP,CATIP
HBQ1,HBQ1
FUBP3,FUBP3
DFFA,DFFA
CLDN25,CLDN25
C5AR2,C5AR2
AGRP,AGRP
SNORA67,SNORA67
TP53I13,TP53I13
TET1,TET1
IQCA1L,IQCA1L
MRPL43,MRPL43
MRPS12,MRPS12
TMEM223,TMEM223
PDZD9,PDZD9
SMIM36,SMIM36
KANK3,KANK3
GPR25,GPR25
PTPN22,PTPN22
PLAAT5,PLAAT5
ZBTB49,ZBTB49
PSCA,PSCA
ATF6B,ATF6B
CAMK2B,CAMK2B
LY6E,LY6E
LYAR,LYAR
SLC2A9,SLC2A9
LMF1,LMF1
ODAD4,ODAD4
MDH1B,MDH1B
KIF2B,KIF2B
MSR1,MSR1
PFKFB1,PFKFB1
NOL9,NOL9
CFAP119,CFAP119
SLC22A18,SLC22A18
TMC5,TMC5
FAM3B,FAM3B
ZNF541,ZNF541
AWAT2,AWAT2
F13B,F13B
KRT77,KRT77
ZCCHC17,ZCCHC17
GBP1,GBP1
PWWP2B,PWWP2B
ISG20,ISG20
ZFYVE28,ZFYVE28
FNDC8,FNDC8
SLC3A2,SLC3A2
ZSCAN31,ZSCAN31
TRIM52,TRIM52
STPG4,STPG4
MRPL19,MRPL19
SPATA46,SPATA46
EPS8L1,EPS8L1
CD68,CD68
RAI2,RAI2
PBDC1,PBDC1
UBASH3A,UBASH3A
OR51Q1,OR51Q1
SUSD2,SUSD2
ZDHHC19,ZDHHC19
PLA2G7,PLA2G7
SHARPIN,SHARPIN
CD28,CD28
FGF11,FGF11
DSG2,DSG2
SERPIND1,SERPIND1
SLC66A1,SLC66A1
CSF1R,CSF1R
SERPINB2,SERPINB2
A2M,A2M
EPS8L2,EPS8L2
PBXIP1,PBXIP1
PIK3R1,PIK3R1
ATAD5,ATAD5
SLAMF8,SLAMF8
EFHC2,EFHC2
TMEM238L,TMEM238L
CARS1,CARS1
BTD,BTD
RGS11,RGS11
CCN3,CCN3
KLHDC4,KLHDC4
NPHP4,NPHP4
HHIPL2,HHIPL2
C16orf90,C16orf90
DENND3,DENND3
GEN1,GEN1
B3GNT6,B3GNT6
MAPT,MAPT
EPCIP,EPCIP
RBM20,RBM20
BAG1,BAG1
ABCA6,ABCA6
FOXI2,FOXI2
PHYKPL,PHYKPL
SIVA1,SIVA1
IL5RA,IL5RA
SMIM42,SMIM42
IQCA1,IQCA1
PALM2AKAP2,PALM2AKAP2
PROK2,PROK2
KCNK15,KCNK15
UBE2T,UBE2T
ATP6V1G3,ATP6V1G3
MAP9,MAP9
NELFE,NELFE
CAPN10,CAPN10
MTG2,MTG2
RDH16,RDH16
TNNI3,TNNI3
SH3BGR,SH3BGR
LDAH,LDAH
SEC16B,SEC16B
SCEL,SCEL
ANPEP,ANPEP
ZNF205,ZNF205
FGF22,FGF22
SPAG17,SPAG17
CYP21A2,CYP21A2
TRIM17,TRIM17
EMD,EMD
FUNDC2,FUNDC2
EMID1,EMID1
SSMEM1,SSMEM1
GAB3,GAB3
MIR1-1,ssc-mir-1
P2RX6,P2RX6
LALBA,LALBA
TDP1,TDP1
ITGB1BP1,ITGB1BP1
TMEM253,TMEM253
APOOL,APOOL
TAPBP,TAPBP
DNPH1,DNPH1
TMPRSS2,TMPRSS2
ZNF239,ZNF239
SETX,SETX
SRMS,SRMS
ZFAND4,ZFAND4
SMIM28,SMIM28
SLC50A1,SLC50A1
VILL,VILL
APCS,APCS
SULT1E1,SULT1E1
MMRN1,MMRN1
DIRAS1,DIRAS1
MAPK8IP2,MAPK8IP2
FANCM,FANCM
ALG12,ALG12
SCARF1,SCARF1
GOLM1,GOLM1
RPS19BP1,RPS19BP1
SMKR1,SMKR1
SLC47A2,SLC47A2
IGSF10,IGSF10
PDE4DIP,PDE4DIP
NFATC2IP,NFATC2IP
GSG1L2,GSG1L2
SDC1,SDC1
LIPE,LIPE
ZNF471,ZNF471
SYNGR2,SYNGR2
MEI4,MEI4
SLC44A5,SLC44A5
PPP1R36,PPP1R36
DCHS2,DCHS2
POU2AF2,POU2AF2
APLF,APLF
C3,C3
DGAT2L6,DGAT2L6
NMUR2,NMUR2
CH25H,CH25H
TENT4A,TENT4A
PDF,PDF
TDRD12,TDRD12
GVQW3,GVQW3
SSR4,SSR4
DNASE1L2,DNASE1L2
MVK,MVK
LETM1,LETM1
SLC25A17,SLC25A17
IQSEC3,IQSEC3
CHTF18,CHTF18
NECTIN1,NECTIN1
AFF1,AFF1
CENPF,CENPF
ARSL,ARSL
ST6GAL2,ST6GAL2
CLPS,CLPS
HSPBAP1,HSPBAP1
TFPI,TFPI
CRELD2,CRELD2
MTPN,MTPN
SFTPD,SFTPD
PRF1,PRF1
PADI4,PADI4
DNAJC5,DNAJC5
RNASEH2C,RNASEH2C
GPR182,GPR182
STAC2,STAC2
TMEM126A,TMEM126A
CYSTM1,CYSTM1
AMZ1,AMZ1
ZNF226,ZNF226
MMACHC,MMACHC
RNH1,RNH1
SPATA18,SPATA18
RTEL1,RTEL1
NEU2,NEU2
ZNF445,ZNF445
SLC19A3,SLC19A3
TSTD2,TSTD2
NDUFA8,NDUFA8
C22orf31,C22orf31
TUSC1,TUSC1
C3orf85,C3orf85
ANKRD1,ANKRD1
ALG13,ALG13
SNX20,SNX20
NPFF,NPFF
APOA4,APOA4
GRK4,GRK4
ADAMTS7,ADAMTS7
FSCN2,FSCN2
SLC4A1,SLC4A1
SLC13A2,SLC13A2
HIVEP1,HIVEP1
CIMAP2,CIMAP2
TFRC,TFRC
MOCOS,MOCOS
KIAA1549L,KIAA1549L
CD101,CD101
TRH,TRH
MIR490,ssc-mir-490-1
IQCF2,IQCF2
SNORD4B,SNORD4B
ADIPOQ,ADIPOQ
ZFP2,ZFP2
FBXO6,FBXO6
SMPDL3B,SMPDL3B
TRIM38,TRIM38
IQUB,IQUB
RNF223,RNF223
ASXL1,ASXL1
AGER,AGER
APOA5,APOA5
MT-ND4L,ND4L
NTSR2,NTSR2
PI4K2B,PI4K2B
EMB,EMB
FAM221A,FAM221A
THTPA,THTPA
LRTM1,LRTM1
MAX,MAX
NANOG,NANOG
PRR11,PRR11
GZMK,GZMK
CCDC14,CCDC14
PNLIPRP2,PNLIPRP2
RNASEH2A,RNASEH2A
KNSTRN,KNSTRN
OR52R1,OR52R1
FNIP2,FNIP2
CPVL,CPVL
TRIM21,TRIM21
HDHD3,HDHD3
FBXO5,FBXO5
ERAS,ERAS
ASPDH,ASPDH
CFAP97,CFAP97
PPEF1,PPEF1
MRPL41,MRPL41
AIRE,AIRE
EXOSC7,EXOSC7
SSH3,SSH3
CFAP161,CFAP161
ADCYAP1R1,ADCYAP1R1
VPS9D1,VPS9D1
ZNF772,ZNF772
C1orf115,C1orf115
EME1,EME1
SYT17,SYT17
ZNF280B,ZNF280B
MBD4,MBD4
PCDHGA6,PCDHGA6
CDPF1,CDPF1
FASTKD5,FASTKD5
C19orf38,C19orf38
PISD,PISD
RUNDC3A,RUNDC3A
GGH,GGH
C6,C6
LNP1,LNP1
TDO2,TDO2
ITGAD,ITGAD
CASP9,CASP9
SSB,SSB
COMMD8,COMMD8
TEX264,TEX264
RNF17,RNF17
COL6A2,COL6A2
SMIM27,SMIM27
ANO9,ANO9
CCL22,CCL22
CCL3L3,CCL3L1
MAIP1,MAIP1
IL19,IL19
SLC35A3,SLC35A3
MFAP2,MFAP2
NKAPL,NKAPL
ITGB2,ITGB2
C1QC,C1QC
ZNF550,ZNF550
NUFIP1,NUFIP1
STOX1,STOX1
SERPINB7,SERPINB7
SOWAHD,SOWAHD
DCSTAMP,DCSTAMP
GPR150,GPR150
WDR25,WDR25
C2orf72,C2orf72
CSNK1E,CSNK1E
MAB21L3,MAB21L3
CELSR1,CELSR1
MSRA,MSRA
CFAP95,CFAP95
ZNF804B,ZNF804B
ADAM33,ADAM33
PTCD1,PTCD1
RNASE1,RNASE1
TGM3,TGM3
ODAD3,ODAD3
AKR1C8,AKR1C8
PKHD1,PKHD1
COPZ1,COPZ1
TMEM141,TMEM141
TMEM80,TMEM80
KIAA0586,KIAA0586
PGAP2,PGAP2
PYCARD,PYCARD
SFTPA1,SFTPA1
TNFRSF25,TNFRSF25
KRT26,KRT26
TTC34,TTC34
OR6K3,OR6K3
CRX,CRX
JHY,JHY
ECI1,ECI1
KRT17,KRT17
ZNF391,ZNF391
MMP8,MMP8
CTF1,CTF1
SPATA4,SPATA4
EPHX2,EPHX2
DZANK1,DZANK1
IL18,IL18
BBS12,BBS12
DEFB110,DEFB110
SPA17,SPA17
WFDC2,WFDC2
CHML,CHML
CD74,CD74
MT-ND1,ND1
GPNMB,GPNMB
ARMCX6,ARMCX6
UBAP1L,UBAP1L
TEKTIP1,TEKTIP1
SUSD4,SUSD4
CCDC191,CCDC191
NT5C,NT5C
SAT2,SAT2
TYROBP,TYROBP
UQCC6,UQCC6
CPN2,CPN2
GSG1,GSG1
TDRD10,TDRD10
TMCO1,TMCO1
TEX36,TEX36
HS3ST3B1,HS3ST3B1
STX1B,STX1B
CTDP1,CTDP1
LHFPL7,LHFPL7
CRAT,CRAT
TMEM275,TMEM275
IRF3,IRF3
CIMIP2A,CIMIP2A
CCDC86,CCDC86
SH2D7,SH2D7
GLP2R,GLP2R
CFP,CFP
HMGB4,HMGB4
UBAC1,UBAC1
TKTL2,TKTL2
CMPK2,CMPK2
DDX31,DDX31
ZBTB32,ZBTB32
C20orf202,C20orf202
TTR,TTR
IL10,IL10
TMEM156,TMEM156
ADGRG7,ADGRG7
GNPTG,GNPTG
QSOX1,QSOX1
SRL,SRL
CYP2J2,CYP2J34
MIR1307,ssc-mir-1307
C2CD2,C2CD2
MRPL35,MRPL35
TMEM262,TMEM262
KPNA7,KPNA7
C5orf15,C5orf15
PLB1,PLB1
C4orf17,C4orf17
CKAP2,CKAP2
BCL2L15,BCL2L15
VSIG10,VSIG10
STRA8,STRA8
GP5,GP5
SPACA9,SPACA9
TAS1R2,TAS1R2
LAMB4,LAMB4
HUNK,HUNK
EME2,EME2
NHSL1,NHSL1
SNAPC2,SNAPC2
COMT,COMT
NRN1L,NRN1L
CCDC63,CCDC63
CSF3R,CSF3R
F5,F5
TTC19,TTC19
ZNF75D,ZNF75D
FABP9,FABP9
PMFBP1,PMFBP1
GAS2L2,GAS2L2
C11orf97,C11orf97
KIAA1328,KIAA1328
RNF183,RNF183
