crab_eating_macaque gene name,rhesus_macaque gene name
AGPAT4,AGPAT4
OR1F1,OR1F1
SYK,SYK
IL12B,IL12B
SIT1,SIT1
HDLBP,HDLBP
COX10,COX10
AP4M1,AP4M1
WAC,WAC
TRAV19,TRAV19
SLC13A3,SLC13A3
SLC12A9,SLC12A9
CARS1,CARS1
UFSP2,UFSP2
TAOK3,TAOK3
SKIL,SKIL
TEX9,TEX9
PROSER1,PROSER1
ITGA5,ITGA5
CALHM3,CALHM3
NTM,NTM
IRF4,IRF4
C22orf23,C10H22orf23
TBL1X,TBL1X
SUPT20H,SUPT20H
PITPNM1,PITPNM1
CHEK1,CHEK1
CECR2,CECR2
CCDC97,CCDC97
GRHPR,GRHPR
ESRP2,ESRP2
NEFH,NEFH
CFAP96,CFAP96
BCL7A,BCL7A
PRSS55,PRSS55
TFEB,TFEB
RRP1B,RRP1B
GSK3B,GSK3B
BAG6,BAG6
TDRD3,TDRD3
TOLLIP,TOLLIP
DDX3X,DDX3X
STK39,STK39
IL17RC,IL17RC
TMEM150A,TMEM150A
KDELR3,KDELR3
GALNT2,GALNT2
ITIH4,ITIH4
PDGFD,PDGFD
ADAM9,ADAM9
C7,C7
CCHCR1,CCHCR1
SEC14L2,SEC14L2
FBLN5,FBLN5
KPNA6,KPNA6
VWA2,VWA2
FCRL1,FCRL1
ITGAM,ITGAM
ZDHHC5,ZDHHC5
RAB2A,RAB2A
MSN,MSN
PREP,PREP
AGPAT5,AGPAT5
MESP1,MESP1
PLXNA1,PLXNA1
KLHL13,KLHL13
POLR1H,POLR1H
SEC14L5,SEC14L5
DCTN2,DCTN2
POLR1E,POLR1E
IGFBP1,IGFBP1
SKOR1,SKOR1
MGST1,MGST1
NCKIPSD,NCKIPSD
HADH,HADH
NUP93,NUP93
CCNI,CCNI
LHFPL5,LHFPL5
ATP2A1,ATP2A1
ATG5,ATG5
LCN8,LCN8
OR11L1,OR11L1
KLHL14,KLHL14
PSME3,PSME3
TSPAN1,TSPAN1
EGFLAM,EGFLAM
NUP214,NUP214
ZNF19,ZNF19
SYNCRIP,SYNCRIP
CARNMT1,CARNMT1
STK11IP,STK11IP
TBCB,TBCB
FANCL,FANCL
ZAP70,ZAP70
SLC9A2,SLC9A2
RBM48,RBM48
THBS4,THBS4
GPRC5D,GPRC5D
MMP17,MMP17
WLS,WLS
TUSC3,TUSC3
CRABP1,CRABP1
BHMT,BHMT2
ERBB2,ERBB2
TMEM9,TMEM9
TNFSF4,TNFSF4
STARD8,STARD8
ANKRD1,ANKRD1
MRPS30,MRPS30
ERI2,ERI2
GLOD4,GLOD4
BMERB1,BMERB1
SMAD7,SMAD7
LRP8,LRP8
NR4A3,NR4A3
CHKA,CHKA
HCST,HCST
PGK2,PGK2
GDF5,GDF5
GPRC5B,GPRC5B
ADGRE5,ADGRE5
PRKCA,PRKCA
HAO1,HAO1
HADHA,HADHA
SLC45A1,SLC45A1
TM9SF4,TM9SF4
HRH3,HRH3
IRAK1,IRAK1
DPH7,DPH7
ARHGEF9,ARHGEF9
PLEKHG5,PLEKHG5
TLX3,TLX3
EVL,EVL
SLC25A18,SLC25A18
TERT,TERT
SYT6,SYT6
FA2H,FA2H
ABCF1,ABCF1
CALU,CALU
NAP1L4,NAP1L4
CDKL5,CDKL5
STX5,STX5
PRSS23,PRSS23
FARS2,FARS2
USP2,USP2
PRKCQ,PRKCQ
MCF2,MCF2
CXADR,CXADR
OR2AE1,OR2AE1
TMEM266,TMEM266
AGBL2,AGBL2
ZBTB37,ZBTB37
SEMA5B,SEMA5B
APOO,APOO
YEATS2,YEATS2
WBP1L,SFXN2
RTEL1,RTEL1
GLP1R,GLP1R
GRK5,GRK5
HTRA3,HTRA3
THNSL2,THNSL2
ZNF629,ZNF629
RIBC2,RIBC2
NMT2,NMT2
CHAT,CHAT
PTPRU,PTPRU
HECTD2,HECTD2
PIF1,PIF1
CDK17,CDK17
GRIN2A,GRIN2A
TTC13,TTC13
SULT1C4,SULT1C4
PIK3R2,PIK3R2
ERMP1,ERMP1
B2M,B2M
PMM2,PMM2
CST7,CST7
BPIFB4,BPIFB4
CHMP2B,CHMP2B
ACTRT3,ACTRT3
FBXO36,FBXO36
ZC2HC1A,ZC2HC1A
PTHLH,PTHLH
CD53,CD53
MTMR6,MTMR6
OCLN,OCLN
CCPG1,CCPG1
HSPBP1,HSPBP1
DISC1,DISC1
EFCAB10,EFCAB10
ATP8B1,ATP8B1
NCL,NCL
CALHM5,CALHM5
CATSPERE,CATSPERE
PRIM1,PRIM1
PAX9,PAX9
SEPTIN2,SEPTIN2
ZIC2,ZIC2
CENPN,CENPN
SAPCD2,SAPCD2
SLITRK5,SLITRK5
ST3GAL5,ST3GAL5
ADH4,ADH4
CMTR1,CMTR1
NRG4,NRG4
KIAA1549L,KIAA1549L
PPP1R9B,PPP1R9B
LIN9,LIN9
IL26,IL26
RRAGC,RRAGC
LGALS12,LGALS12
ATXN7L3,ATXN7L3
PLA2G4E,PLA2G4E
ARHGAP10,ARHGAP10
CASD1,CASD1
UVRAG,UVRAG
SAMD14,SAMD14
GATA1,GATA1
TULP1,TULP1
CABP4,CABP4
HSPA13,HSPA13
PUM3,PUM3
PIGV,PIGV
ZNF362,ZNF362
LPCAT4,LPCAT4
NHSL3,NHSL3
ZNF554,ZNF554
KDELR2,KDELR2
PRDM13,PRDM13
PACRGL,PACRGL
MAP3K19,MAP3K19
CAPZA2,CAPZA2
HIVEP3,HIVEP3
ITPRIPL2,ITPRIPL2
NME7,NME7
GAD2,GAD2
FZD4,FZD4
CCDC115,CCDC115
SNAPC4,SNAPC4
NTNG2,NTNG2
PIN4,PIN4
RGS9,RGS9
ERMARD,ERMARD
DMAC2,DMAC2
ARHGAP45,ARHGAP45
FDFT1,FDFT1
APOL4,APOL4
SH2D3C,SH2D3C
MICALL2,MICALL2
RECQL5,RECQL5
MCM3,MCM3
ZNF131,ZNF131
FAM3C,FAM3C
ADRA2B,ADRA2B
PTBP1,PTBP1
MICAL2,MICAL2
RAD9B,RAD9B
PSMB10,PSMB10
CCDC43,CCDC43
FUOM,FUOM
EPM2AIP1,EPM2AIP1
MARCHF1,MARCHF1
NPSR1,NPSR1
ZBTB10,ZBTB10
KCTD2,KCTD2
SOAT2,SOAT2
FOXA2,FOXA2
LCK,LCK
FOXO6,FOXO6
ITGB1,ITGB1
TOR3A,TOR3A
EXOC3L4,EXOC3L4
FUZ,FUZ
SIK1,SIK1
COL20A1,COL20A1
SNTG2,SNTG2
NTRK1,NTRK1
FAP,FAP
ABCC8,ABCC8
IRF2,IRF2
SRPK3,SRPK3
ZFP2,ZFP2
HDAC4,HDAC4
CDK18,CDK18
ACTL6A,ACTL6A
SLX4IP,SLX4IP
TRIM47,TRIM47
BET1,BET1
FSTL1,FSTL1
DPYD,DPYD
NPNT,NPNT
MCOLN2,MCOLN2
ADAD2,ADAD2
VPS26C,VPS26C
ITGAX,ITGAX
PSMD11,PSMD11
RBM46,RBM46
FZR1,FZR1
POLR2C,POLR2C
YIF1A,YIF1A
GCSAM,GCSAM
FBXL20,FBXL20
ZNF205,ZNF205
NR1D2,NR1D2
XYLT1,XYLT1
PLEKHG3,PLEKHG3
PRDM15,PRDM15
CASP9,CASP9
AP2A1,AP2A1
NFAM1,NFAM1
FBXO46,FBXO46
ATP5PB,ATP5PB
SP2,SP2
ZSCAN12,ZSCAN12
CCNB3,CCNB3
TRBV11-2,TRBV11-2
SLC25A21,SLC25A21
GOLIM4,GOLIM4
ZNF385C,ZNF385C
SDC3,SDC3
RIOK3,RIOK3
TBC1D22A,TBC1D22A
CCT7,CCT7
VNN2,VNN2
FBXO15,FBXO15
KCNQ3,KCNQ3
ANKDD1A,ANKDD1A
MAN2B1,WDR83OS
ARHGEF40,ARHGEF40
WIPF3,WIPF3
SULT1C2,SULT1C2
OPRM1,OPRM1
DTX3L,DTX3L
TBC1D8,TBC1D8
MAOA,MAOA
DCLRE1C,DCLRE1C
HSPA4L,HSPA4L
PARP15,PARP15
IMPDH1,IMPDH1
MAGEB1,MAGEB1
HNRNPR,HNRNPR
PYROXD2,PYROXD2
BCL2L14,BCL2L14
KCMF1,KCMF1
LRRC26,LRRC26
HEXIM2,HEXIM2
MAN1A1,MAN1A1
CCDC87,CCDC87
MR1,MR1
TRIM45,TRIM45
METAP1D,METAP1D
NRIP1,NRIP1
NLRC3,NLRC3
MEGF9,MEGF9
GLI2,GLI2
MBD3,MBD3
SP4,SP4
TMPRSS7,TMPRSS7
PNKD,PNKD
CNOT10,CNOT10
TASOR,TASOR
DND1,DND1
MMP13,MMP13
FBXO7,FBXO7
KRT16,KRT16
KPNA4,KPNA4
SLC24A1,SLC24A1
SH3BGRL,SH3BGRL
ASDURF,ASDURF
RAG1,RAG1
YARS1,YARS1
PAN2,PAN2
PLA2G6,PLA2G6
WDSUB1,WDSUB1
URGCP,URGCP
RSPH1,RSPH1
PRPF6,PRPF6
SHTN1,SHTN1
CYP4A45P,CYP4A11
COMMD4,COMMD4
ARSD,ARSD
ADARB1,ADARB1
BMP4,BMP4
KCNJ5,KCNJ5
AP2A2,AP2A2
COQ6,COQ6
SMYD5,SMYD5
PIDD1,PIDD1
PHF2,PHF2
LIME1,LIME1
TMT1A,TMT1A
WDR13,WDR13
TK2,TK2
ATG7,ATG7
YEATS4,YEATS4
TSPAN18,TSPAN18
FITM2,FITM2
AFMID,AFMID
RMC1,RMC1
INO80E,INO80E
SPIDR,SPIDR
SERPINB1,SERPINB1
SNX25,SNX25
MEF2B,BORCS8
SEL1L3,SEL1L3
EFCAB9,EFCAB9
F7,F7
CDC14A,CDC14A
RAB31,RAB31
LRRTM4,LRRTM4
USP48,USP48
IL5RA,IL5RA
KRTCAP2,KRTCAP2
LRRIQ1,LRRIQ1
UQCC1,UQCC1
TACC3,TACC3
PAFAH2,PAFAH2
ATP11C,ATP11C
PECAM1,PECAM1
ATP1A3,ATP1A3
TARM1,TARM1
APBA3,APBA3
FCHO2,FCHO2
ST14,ST14
SEMG2,SEMG2
TEKTIP1,TEKTIP1
LRRN4CL,LRRN4CL
SERPINA4,SERPINA4
TDRKH,TDRKH
IFNAR1,IFNAR1
ING4,ING4
PHRF1,PHRF1
ADAMTS2,ADAMTS2
IPO5,IPO5
PRKD2,PRKD2
PCDH7,PCDH7
LARP1,LARP1
TRAV2,TRAV2
GATAD2A,GATAD2A
SLC6A6,SLC6A6
RGS13,RGS13
SPRED3,SPRED3
BMAL1,ARNTL
ERCC2,ERCC2
LIN7C,LIN7C
SRMS,SRMS
ATRIP,ATRIP
WNT11,WNT11
PSMD3,PSMD3
SLC27A2,SLC27A2
CASP5,CASP5
ANXA1,ANXA1
DNAJA3,DNAJA3
PEX5,PEX5
DIPK1A,DIPK1A
PDXDC1,PDXDC1
PTPN3,PTPN3
GNL1,GNL1
LMO7,LMO7
CCDC22,CCDC22
TGM5,TGM5
SPDYA,SPDYA
PACS1,PACS1
BAG4,BAG4
GHR,GHR
ICAM2,ICAM2
FTO,FTO
PRRG2,PRRG2
INPPL1,INPPL1
DISP2,DISP2
ICA1,ICA1
F3,F3
SH3GL2,SH3GL2
GTF3A,GTF3A
LGI4,LGI4
TECPR2,TECPR2
SKI,SKI
RABGEF1,RABGEF1
LRRC66,LRRC66
SYNGAP1,SYNGAP1
LRTM2,LRTM2
LRRC42,LRRC42
ARF1,ARF1
NKIRAS2,NKIRAS2
UPK3B,UPK3B
C20orf96,C10H20orf96
PLSCR5,PLSCR5
HP1BP3,HP1BP3
IL12RB1,IL12RB1
MTO1,MTO1
STAT6,STAT6
SRF,SRF
PIK3CG,PIK3CG
SSH1,SSH1
EIF4ENIF1,EIF4ENIF1
TNS2,TNS2
RAB33B,RAB33B
MIOS,MIOS
ERAL1,ERAL1
MAP2K2,MAP2K2
TTLL13,TTLL13
NIPSNAP1,NIPSNAP1
CD22,CD22
TTLL8,TTLL8
TPRA1,TPRA1
CCNJL,CCNJL
NOS2,NOS2
TRAV9-1,TRAV9-1
DHCR24,DHCR24
CLEC6A,CLEC6A
CLU,CLU
TMEM44,TMEM44
SFTPC,SFTPC
SH3BP5,SH3BP5
TAPBP,TAPBP
MCU,MCU
HPF1,HPF1
EMC7,EMC7
CHRNA5,CHRNA5
C10orf120,C9H10orf120
KCNQ5,KCNQ5
OSBPL5,OSBPL5
WDR45B,WDR45B
PPIL2,PPIL2
CCDC117,CCDC117
ARID1A,ARID1A
NDUFA6,NDUFA6
AMFR,AMFR
PKMYT1,PKMYT1
LPGAT1,LPGAT1
ANKRD30BL,ANKRD30BL
FBXL15,FBXL15
PNKP,PNKP
FOXF1,FOXF1
DNER,DNER
C1orf174,C1H1orf174
GTF2B,GTF2B
PDZD11,PDZD11
ANKS3,ANKS3
PCGF5,PCGF5
CYP27A1,CYP27A1
CNBD1,CNBD1
PRICKLE3,PRICKLE3
LPP,LPP
SLC43A1,SLC43A1
SV2B,SV2B
DPH6,DPH6
METTL25,METTL25
SYBU,SYBU
SLC25A17,SLC25A17
TMEM116,TMEM116
PMFBP1,PMFBP1
ZNHIT1,ZNHIT1
ACADSB,ACADSB
NLRP6,NLRP6
SNRNP40,SNRNP40
ERMAP,ERMAP
STAMBPL1,STAMBPL1
ILDR1,ILDR1
SNX10,SNX10
TMPRSS3,TMPRSS3
ACSF3,ACSF3
PPOX,PPOX
KCTD6,KCTD6
KIF13B,KIF13B
CDT1,CDT1
MEPCE,MEPCE
MYCN,MYCN
HIP1,HIP1
RCCD1,RCCD1
CXCR2,CXCR2
CFAP90,CFAP90
FSCN2,FSCN2
PAEP,PAEP
TMEM184A,TMEM184A
ZBTB7B,ZBTB7B
GAL3ST2,GAL3ST2
GPR153,GPR153
C17orf50,C16H17orf50
SPAG4,SPAG4
UTP11,UTP11
TMEM247,TMEM247
PNLIP,PNLIP
DTD2,DTD2
CDH8,CDH8
PPTC7,PPTC7
PPCS,PPCS
SFTPB,SFTPB
FLAD1,FLAD1
UBASH3A,UBASH3A
CLEC1A,CLEC1A
A1CF,A1CF
STARD6,STARD6
PUS7L,PUS7L
BTBD8,BTBD8
CEP192,CEP192
PNPO,PNPO
SLC35F4,SLC35F4
STIP1,STIP1
AR,AR
PREPL,PREPL
NKX2-1,NKX2-1
SPPL3,SPPL3
LEUTX,LEUTX
SEC61A1,SEC61A1
PM20D1,PM20D1
ARHGEF2,ARHGEF2
UTP4,UTP4
DEPTOR,DEPTOR
NUAK2,NUAK2
AFG1L,AFG1L
KCNA3,KCNA3
SNTB1,SNTB1
LGI2,LGI2
DNASE1,DNASE1
ZNF124,ZNF124
AP1S3,AP1S3
OVGP1,OVGP1
SNUPN,SNUPN
TRAF3,TRAF3
C4BPB,C4BPB
ZC3H10,ZC3H10
EVA1A,EVA1A
ANAPC4,ANAPC4
ANKMY1,ANKMY1
TRAFD1,TRAFD1
TBCA,TBCA
CHPT1,CHPT1
SLC28A2,SLC28A2
ANO7,ANO7
CAST,CAST
M6PR,M6PR
GFI1,GFI1
ZNF395,ZNF395
PRKRIP1,PRKRIP1
NOS3,NOS3
GALNT6,GALNT6
IFNL1,IFNL1
ASIC3,ASIC3
SHLD1,SHLD1
CORO1C,CORO1C
CRISP3,CRISP3
PDGFRB,PDGFRB
ILK,ILK
ZNF423,ZNF423
MCM7,MCM7
POLRMT,POLRMT
MAST3,MAST3
DPCD,DPCD
DDX52,DDX52
XPNPEP1,XPNPEP1
NHLRC3,NHLRC3
GRB10,GRB10
MAMLD1,MAMLD1
SRCIN1,SRCIN1
SEC14L3,SEC14L3
ZNF354A,ZNF354A
SART1,SART1
CPEB3,CPEB3
RRP9,RRP9
ATG4D,ATG4D
ATXN2,ATXN2
PRKX,PRKX
FSD1,FSD1
GAP43,GAP43
POLG,POLG
TNKS,TNKS
ABLIM1,ABLIM1
DCHS1,DCHS1
OCA2,OCA2
UNC93A,UNC93A
FMNL1,FMNL1
AZGP1,AZGP1
TSHZ1,TSHZ1
FAM204A,FAM204A
CRNKL1,CRNKL1
NHSL1,NHSL1
MPZL1,MPZL1
SASH3,SASH3
TPK1,TPK1
LYPD6B,LYPD6B
RSRC1,RSRC1
DBT,DBT
SH2D1A,SH2D1A
GABRB3,GABRB3
LLGL1,LLGL1
AVPR2,AVPR2
CLNS1A,CLNS1A
SAP30BP,SAP30BP
ABCC3,ABCC3
SPDL1,SPDL1
IL27RA,IL27RA
MYEF2,MYEF2
POLR3F,POLR3F
EMCN,EMCN
SSC5D,SSC5D
MFAP4,MFAP4
PSTPIP1,PSTPIP1
CLUH,CLUH
GTPBP3,GTPBP3
CRTC3,CRTC3
NR1I3,NR1I3
RASSF7,RASSF7
SLC12A4,SLC12A4
ABCB7,ABCB7
ACKR1,ACKR1
CDSN,CDSN
CERKL,CERKL
UCKL1,UCKL1
PLEK,PLEK
SLX9,SLX9
MTBP,MTBP
RRP1,RRP1
HOXA4,HOXA4
TBC1D14,TBC1D14
RASSF6,RASSF6
RASSF2,RASSF2
RUSC1,RUSC1
LRRC52,LRRC52
VDR,VDR
SERPINF2,SERPINF2
IRX3,IRX3
MTHFD1,MTHFD1
FLT1,FLT1
B3GALNT1,B3GALNT1
RNASEH1,RNASEH1
ZNF777,ZNF777
VPS45,VPS45
ABCB10,ABCB10
FBXO16,FBXO16
AP1AR,AP1AR
ZFP90,ZFP90
FAM199X,FAM199X
KRT9,KRT9
ZNF546,ZNF546
STK32B,STK32B
ZNF7,ZNF7
ZFP1,ZFP1
MANBA,MANBA
SCARF1,SCARF1
JRK,JRK
DNASE2,DNASE2
FNDC5,FNDC5
PELI3,PELI3
SH3BP1,SH3BP1
TMEM201,TMEM201
APCDD1,APCDD1
TTYH2,TTYH2
VSIG10,VSIG10
TMEM218,TMEM218
SCCPDH,SCCPDH
JARID2,JARID2
DUSP21,DUSP21
EVC,EVC
EGR3,EGR3
DBNDD1,DBNDD1
STX1B,STX1B
NKX3-2,NKX3-2
PUS1,PUS1
GPRC5C,GPRC5C
PRKACA,PRKACA
CCDC30,CCDC30
NUMB,NUMB
IDI1,IDI1
PPP1R13B,PPP1R13B
ADAMTS7,ADAMTS7
RIN3,RIN3
KNOP1,KNOP1
ENTREP1,ENTREP1
UNC45A,UNC45A
CIMAP2,CIMAP2
FGFR1,FGFR1
FAM120C,FAM120C
PPP5C,PPP5C
VGLL1,VGLL1
PLCB3,PLCB3
CYP8B1,CYP8B1
TRIM37,TRIM37
MARK3,MARK3
CORO1B,CORO1B
DVL3,DVL3
PSMA4,PSMA4
METTL21EP,METTL21EP
TM7SF3,TM7SF3
AP1S2,AP1S2
THOP1,THOP1
ALG8,ALG8
CCDC154,CCDC154
RAB25,RAB25
DTX2,DTX2
ECHDC3,ECHDC3
TOR1B,TOR1B
ERCC8,ERCC8
CAPN2,CAPN2
SLC23A2,SLC23A2
EHHADH,EHHADH
WDR49,WDR49
PHF14,PHF14
DPPA5,DPPA5
PSIP1,PSIP1
STK11,STK11
HPCAL1,HPCAL1
IZUMO3,IZUMO3
METTL15,METTL15
ADGRG1,ADGRG1
CAPRIN2,CAPRIN2
PTGS1,PTGS1
LUC7L,LUC7L
GPC1,GPC1
TGOLN2,TGOLN2
F2,F2
STK24,STK24
TTC12,TTC12
CD40,CD40
SNRPB2,SNRPB2
DGKD,DGKD
MEX3B,MEX3B
BTRC,BTRC
CERT1,CERT1
SH2D2A,SH2D2A
CD164,CD164
DSC2,DSC2
ZDHHC14,ZDHHC14
SP3,SP3
YBX2,YBX2
DBR1,DBR1
CFAP410,CFAP410
SOX18,SOX18
IGSF5,IGSF5
HEMK1,HEMK1
ICAM5,ICAM5
GLIS2,GLIS2
CRIP3,CRIP3
ALKBH7,ALKBH7
TBL3,TBL3
PHLDB3,PHLDB3
CDV3,CDV3
ITM2A,ITM2A
BZW2,BZW2
ZBTB21,ZBTB21
LMNTD2,LMNTD2
KLC3,KLC3
FAM124A,FAM124A
ALDOC,ALDOC
PNCK,PNCK
PRRT3,PRRT3
CNBD2,CNBD2
ZC3HAV1,ZC3HAV1
ITPKA,ITPKA
ZNF691,ZNF691
ZNF536,ZNF536
RAB21,RAB21
EIF2C4,AGO4
C2orf80,C12H2orf80
MYOG,MYOG
RNF170,RNF170
RALGDS,RALGDS
ASIC4,ASIC4
MS4A4A,MS4A4A
GZF1,GZF1
KLHL12,KLHL12
G6PD,G6PD
ABCA7,ABCA7
MT-ATP6,ATP6
APPL2,APPL2
CD200,CD200
CALB2,CALB2
MBOAT4,MBOAT4
NRSN2,NRSN2
SOWAHB,SOWAHB
TKFC,TKFC
FAM237B,FAM237B
RNF113A,RNF113A
MTERF3,MTERF3
FNBP1L,FNBP1L
MTCL1,MTCL1
FBXL19,FBXL19
SLC25A39,SLC25A39
NT5C3A,NT5C3A
STK3,STK3
MIOX,MIOX
REC8,REC8
NLGN2,NLGN2
STEAP4,STEAP4
FAM13C,FAM13C
NDUFB9,NDUFB9
SUN1,SUN1
JAML,JAML
ZWINT,ZWINT
JUN,JUN
NUDT12,NUDT12
TCHP,TCHP
CADM3,CADM3
SLC35F6,SLC35F6
RBPMS2,RBPMS2
TELO2,TELO2
USP3,USP3
FOXN2,FOXN2
MTMR10,MTMR10
ZPLD1,ZPLD1
FDCSP,FDCSP
ADRB2,ADRB2
RBM10,RBM10
PIPOX,PIPOX
GIMAP7,GIMAP7
RASGEF1B,RASGEF1B
VWDE,VWDE
RGS7BP,RGS7BP
RAC2,RAC2
TSPAN3,TSPAN3
HPRT1,HPRT1
IL21R,IL21R
MORC4,MORC4
EBAG9,EBAG9
TSKS,TSKS
COX15,COX15
FAM117A,SLC35B1
NEK4,NEK4
MRPL43,MRPL43
TMOD3,TMOD3
TREH,TREH
PRKCD,PRKCD
SPA17,SPA17
DAPK2,DAPK2
GPAA1,GPAA1
RGCC,RGCC
PPP2R2B,PPP2R2B
ATG4C,ATG4C
SNX27,SNX27
LRRC74A,LRRC74A
SDCCAG8,SDCCAG8
FGFBP2,FGFBP2
ZNRF1,ZNRF1
CHERP,CHERP
NPBWR2,NPBWR2
SCML4,SCML4
MERTK,MERTK
COQ2,COQ2
H1-7,H1-7
C1orf127,C1H1orf127
SCARF2,SCARF2
PHF10,PHF10
SYDE2,SYDE2
AMPH,AMPH
TRABD,TRABD
TAPBPL,TAPBPL
ELOA,ELOA
ABCG1,ABCG1
USH1G,USH1G
COCH,COCH
ADCYAP1R1,ADCYAP1R1
EGFL6,EGFL6
CMPK1,CMPK1
CHFR,CHFR
MED8,MED8
SPACA9,SPACA9
PODXL2,PODXL2
CRYBG1,CRYBG1
JPH2,JPH2
KCTD20,KCTD20
ZNF224,ZNF224
ZNF44,ZNF44
TJP2,TJP2
SLC29A4,SLC29A4
PSMA1,PSMA1
PPARD,PPARD
NAPB,NAPB
ISM2,ISM2
PALLD,PALLD
TEDC1,TEDC1
TMEM54,TMEM54
CNOT6L,CNOT6L
ARVCF,ARVCF
SNCG,SNCG
GATD3,GATD3
C12orf56,C11H12orf56
CSRP2,CSRP2
DLGAP2,DLGAP2
NSMCE2,NSMCE2
ARHGAP30,ARHGAP30
STX4,STX4
MCCC1,MCCC1
ABHD4,ABHD4
ERI3,ERI3
CARS2,CARS2
B3GAT1,B3GAT1
ALOX5,ALOX5
DERL3,DERL3
RASGEF1A,RASGEF1A
AMBP,AMBP
RBM8A,RBM8A
KIFC1,KIFC1
USP16,USP16
PPA1,PPA1
GPATCH1,GPATCH1
NDRG4,NDRG4
TMEM235,TMEM235
TSPAN7,PRRG1
M1AP,M1AP
PIGT,PIGT
CAMSAP1,CAMSAP1
A4GALT,A4GALT
SP8,SP8
LACTB2,LACTB2
PARL,PARL
ARRDC1,ARRDC1
CEP41,CEP41
FDXR,FDXR
DOK4,DOK4
CC2D1A,CC2D1A
CXCL9,CXCL9
CHPF,CHPF
TOMM34,TOMM34
SYNPO,NDST1
TCN2,TCN2
DCLK3,DCLK3
PRDX3,PRDX3
ALG12,ALG12
SOHLH2,SOHLH2
TSFM,TSFM
SEPTIN7,SEPTIN7
NMT1,NMT1
USP21,USP21
TBC1D22B,TBC1D22B
TROAP,TROAP
MLXIP,MLXIP
CCDC61,CCDC61
TBC1D16,TBC1D16
PPP1R18,PPP1R18
ITGB7,ITGB7
TACC1,TACC1
CCDC188,CCDC188
KLK15,KLK15
POMP,POMP
PEAR1,PEAR1
RPUSD3,RPUSD3
U2SURP,U2SURP
MFSD4A,MFSD4A
XIRP2,XIRP2
SLC26A5,SLC26A5
RBBP8,RBBP8
OCEL1,OCEL1
CHST3,CHST3
TAF1D,TAF1D
SURF6,SURF6
TNKS2,TNKS2
PLA2G1B,PLA2G1B
SIDT2,SIDT2
CHTF18,CHTF18
MCM8,MCM8
RPL22L1,RPL22L1
FAM98B,FAM98B
TMCO1,TMCO1
BLVRA,BLVRA
TBX18,TBX18
RIMS3,RIMS3
CFAP107,CFAP107
TM4SF4,TM4SF4
NAPEPLD,NAPEPLD
AOPEP,AOPEP
MCOLN1,MCOLN1
SKAP1,SKAP1
CCT3,CCT3
FETUB,FETUB
GPR68,GPR68
SNU13,SNU13
TIGIT,TIGIT
PID1,PID1
CREG2,CREG2
BUB1B,BUB1B
MED16,MED16
LUC7L2,LUC7L2
INTS15,INTS15
NUP88,NUP88
SLC7A4,SLC7A4
RAB3IL1,RAB3IL1
CRTC2,CRTC2
SGCA,SGCA
TAFA4,TAFA4
TAF11,TAF11
ELMO3,ELMO3
PDE8A,PDE8A
STIMATE,STIMATE
ZNF398,ZNF398
IMP4,IMP4
CARNS1,CARNS1
WNT3,WNT3
CHD3,CHD3
HYI,HYI
CARD9,CARD9
RBM28,RBM28
PLA2G5,PLA2G5
MAF,MAF
RIPOR2,RIPOR2
F11R,F11R
MED9,MED9
SERPING1,SERPING1
CTDP1,CTDP1
SHKBP1,SHKBP1
ADGRG5,ADGRG5
YPEL2,YPEL2
SIX2,SIX2
DYNLT3,DYNLT3
ZNF577,ZNF577
DLGAP4,DLGAP4
TNIP2,TNIP2
LYPD3,LYPD3
ASAP1,ASAP1
SPRY1,SPRY1
STARD10,STARD10
BTBD1,BTBD1
MIR124-3,MIR124-3
CFAP276,CFAP276
TRPM7,TRPM7
SFXN4,SFXN4
REXO4,REXO4
IDH3G,IDH3G
AIMP1,AIMP1
LANCL2,LANCL2
ESYT2,ESYT2
PIK3R3,PIK3R3
OSM,OSM
OTOS,OTOS
TFPI2,TFPI2
DTNA,DTNA
NDFIP2,NDFIP2
SMTNL1,SMTNL1
ANKRD26,ANKRD26
PIAS4,PIAS4
B3GNT7,B3GNT7
RPTN,RPTN
ADPRS,ADPRS
CRLF1,CRLF1
SERPINB6,SERPINB6
CARD18,CARD18
ANHX,ANHX
RPL4,RPL4
AHSP,AHSP
KLRF2,KLRF2
FLYWCH1,FLYWCH1
ACTG1,ACTG1
TOMM20L,TOMM20L
TBRG4,TBRG4
NHERF4,NHERF4
PYHIN1,PYHIN1
EPB41L4B,EPB41L4B
SMOX,SMOX
ACTR6,ACTR6
BOLL,BOLL
VPS16,VPS16
TMEM30A,TMEM30A
ICAM1,ICAM1
ECSIT,ECSIT
PANK2,PANK2
LRRC75B,LRRC75B
LZTS3,LZTS3
ANKRD13B,ANKRD13B
PLK3,PLK3
JAKMIP1,JAKMIP1
FBXO3,FBXO3
TMEM38A,TMEM38A
MAP7D2,MAP7D2
NPTXR,NPTXR
PSMB3,PSMB3
AHRR,AHRR
IMPA2,IMPA2
BICDL2,BICDL2
HAPLN4,HAPLN4
IRS4,IRS4
COL23A1,COL23A1
ZSCAN30,ZSCAN30
BANP,BANP
PPME1,PPME1
GET4,GET4
HSPA12A,HSPA12A
MAGIX,MAGIX
RHBDD1,RHBDD1
ARHGEF33,ARHGEF33
TMEM178A,TMEM178A
FOXI3,FOXI3
BCKDHA,TMEM91
