mice gene name,frog gene name
Lclat1,lclat1
Bmt2,bmt2
Spire1,spire1
Miga2,miga2
Vps13b,vps13b
Cftr,cftr
Ehf,ehf
Nt5m,nt5m
Cpxm2,aplp1
Pias4,pias4
Atpaf2,atpaf2
Ciao3,ciao3
Brf1,brf1
Abhd5,abhd5
Slc25a29,slc25a29
Brwd3,brwd3
Gpr21,gpr21
Hat1,hat1
Tm2d2,tm2d2
Samd4b,samd4b
Ednra,ednra
Ppp1r27,ppp1r27
Col11a2,col11a2p1
Atg9a,atg9a
Srp19,srp19
Tunar,TUNAR
Elapor2,elapor2
Nemf,nemf
Mier1,mier1
Atxn3,atxn3
Gpr45,gpr45
Dhx29,dhx29
Mettl16,mettl16
Tm4sf4,XB5965330 [provisional]
Pla2g12b,aamp
Galk2,galk2
Ak5,ak5
Chrm5,chrm5
Mir96,xtr-mir-96
Cyp26a1,cyp26a1
Fer1l6,fer1l6
Myo5c,myo5c
Fgfr3,fgfr3
Nsmaf,nsmaf
Mbd2,mbd2
Socs3,socs3
Qdpr,qdpr
Rbfox1,rbfox1
Sf1,sf1
Cbl,cbl
Kif23,kif23
Cpt2,cpt2
Adnp,adnp
Hcfc1,hcfc1
Ptrh2,ptrh2
Tm9sf4,tm9sf4
Ndufs7,ndufs7
Hmx3,hmx3
Ric8b,ric8b
Echs1,echs1
Diaph2,diaph2
C2cd5,c2cd5
Mgat4a,mgat4a
Lrch2,lrch2
Emc1,emc1
Gucy1a1,gucy1a1
Dpt,dpt
Gipc2,gipc2
Uprt,uprt
Sh3bgrl2,sh3bgrl2
Ap3b1,ap3b1
Ppp1r13b,ppp1r13b
Mir19b-2,xtr-mir-19b-1
Clstn2,clstn2
Bmp6,bmp6
Rras,rras
Cdk2ap1,cdk2ap1
Nrp2,nrp2
Pdgfa,pdgfa
Tpr,tpr
Mphosph6,mphosph6
Hoxa7,hoxa7
Zc3h12c,zc3h12c
Slc30a7,slc30a7
Ing2,ing2
Hoxa3,hoxa3
Atp5f1d,atp5f1d
Itgb1bp1,itgb1bp1
Vegfc,vegfc
Rasa2,rasa2
Tbc1d22a,tbc1d22a
Ntm,ntm
Zpr1,zpr1
Orc4,orc4
Fam163b,fam163b
Rpn2,rpn2
Loxl2,loxl2
Slc15a4,slc15a4
Gabra6,gabra6
Mafa,mafa
Synj1,synj1
Rhbdl3,RHBDL3
Zfand3,zfand3
Fbxo41,fbxo41
Cstf2,cstf2
Gpt,gpt
Elfn2,elfn2
Emsy,emsy
Dolpp1,dolpp1
Rab32,rab32
Pola1,pola1
Ahsa1,ahsa1
Prdx1,prdx1
Gpx7,gpx7
Arfrp1,arfrp1
Ikzf1,ikzf1
Frem2,frem2
Arl5c,arl5c
Mtmr14,mtmr14
Sostdc1,sostdc1
Cisd1,cisd1
Wrap73,wrap73
Phpt1,phpt1
Adamts19,adamts19
Gabrd,gabrd
Pdgfd,pdgfd
Nt5c3,nt5c3a
Rangap1,rangap1
Prpf40a,prpf40a
Nosip,znf484
Grb10,grb10
Slc16a12,slc16a12
Grhpr,XB5814630 [provisional:inmt]
Wnt1,wnt1
Camkv,camkv
Lman1,lman1
Mir302c,xtr-mir-302
Adamtsl2,adamtsl2
Tmem200a,tmem200a
Sh3pxd2a,sh3pxd2a
Bcap31,bcap31
Slc22a23,slc22a23
Glrx3,glrx3
Mir499,xtr-mir-499
Lig4,lig4
Arid1b,arid1b
Nkain4,nkain4
Ulk3,ulk3
Gsc,gsc
Adgrb1,adgrb1
Crlf3,crlf3
Ccdc126,ccdc126
Acat2,acat2
Coq8a,coq8a
Egln3,egln3
Glp1r,glp1r
Pi4k2b,pi4k2b
Map3k9,map3k9
Dolk,dolk
Myt1,myt1
Lsm10,lsm10
Inhba,inhba
Pdzd4,pdzd4
Ank1,ank1
Pcdh20,pcdh20
Unc5a,unc5a
Fsd1,fsd1
Kcnh2,kcnh6
Twsg1,twsg1
Gli3,gli3
Phkg2,phkg2
Oxtr,oxtr
Adamts15,adamts15
Txnrd1,txnrd1
Disp3,disp3.2
Hook1,hook1
Gab2,gab2
Cacybp,cacybp
Slc4a2,slc4a2
Ctif,ctif
Reep1,reep1
Hs6st2,hs6st2
Etfa,etfa
Mfn1,mfn1
Slc4a11,slc4a11
Rab37,rab37
Snord100,SNORD100
Sap130,oxsr1
Nup85,nup85
Ccnl2,ccnl2
Abcc4,abcc4
Myf5,myf5
Fip1l1,fip1l1
Adamts1,adamts1
Bok,bok
Mthfd2l,mthfd2l
Atg13,atg13
Phex,phex
Ak4,ak4
Cavin1,cavin1
Gjb2,gjb2
Bltp2,kiaa0100
Atp2c2,atp2c2
Rbm18,rbm18
Tjp1,tjp1
Fhl3,fhl3
Slc5a10,slc5a10
Atad2b,atad2b
Sema5b,sema5b
Lrtm2,lrtm2
Ephx4,ephx4
Prph,prph
Prr16,prr16
Mbtps1,mbtps1
Sgk2,sgk2
Sparc,sparc
Pdcl3,pdcl3
Fbxo31,fbxo31
Aicda,aicda
Mbnl3,mbnl3
Tmod3,tmod3
Kdm5b,kdm5b
Myom2,myom2
C1qtnf3,c1qtnf3
Wdr91,wdr91
Ophn1,ophn1
Ccdc85c,ccdc85c
Hmgcll1,hmgcll1
Tshz2,tshz2
Etv6,etv6
Tmem94,tmem94
Hoxd3,hoxd3
Abl1,abl1
Zeb1,zeb1
Esr1,esr1
Sanbr,sanbr
Tomm40l,tomm40l
Rchy1,rchy1
Qrsl1,qrsl1
Atg7,atg7
Notum,notum
Pak4,pak4
Commd2,commd2
Stx6,stx6
Pold2,kcnk5
Fggy,fggy
Foxn2,foxn2
Prrc1,prrc1
Zfp385b,znf385b
Syk,syk
Prim1,prim1
Ppid,ppid
Acyp2,acyp2
Ell2,ell2
Ksr1,ksr1
Scamp2,scamp2
Tnfaip6,tnfaip6
Pomt1,pomt1
Ikbkb,ikbkb
Ehbp1,ehbp1
Dsel,dsel
Foxd3,foxd3
Uvrag,uvrag
Mgst3,mgst3
Ptges3,ptges3
Matn1,matn1
Rnf34,rnf34
Trib2,trib2
Polr3e,polr3e
Hoxd4,hoxd4
Etnppl,etnppl
Tmem100,tmem100
Fstl1,fstl1
Bach2,bach2
Rnf139,rnf139
Casd1,casd1
Plpbp,plpbp
Htr2a,htr2a
Hcn2,hcn2
Mast3,mast3
Gm49336,nup58
Acot8,acot8
Khk,khk
Tbx1,tbx1
Nsun2,nsun2
Dcn,dcn
Slc24a4,slc24a4
Racgap1,racgap1
Tatdn1,tatdn1
Barx2,barx2
Cacna2d4,cacna2d4
Hsd17b4,hsd17b4
Ccbe1,ccbe1
Cd81,cd81
Atp6ap2,atp6ap2
Cntn1,cntn1
Cybc1,cybc1
Rhov,rhov
Txndc9,lyg2
Trappc4,trappc4
Ablim2,ablim2
Sec22a,sec22a
Zmym2,zmym2
Kmt5b,kmt5b
Gjb3,gjb3
B3gnt2,b3gnt2
Gipc3,gipc3
Adamts10,adamts10
Ldlrad3,ldlrad3
Nrcam,nrcam
Scaper,scaper
Plod1,plod1
Scrt1,scrt2
Tbc1d4,tbc1d4
Khdrbs1,khdrbs1
Med20,med20
Nudt1,nudt1
Sstr5,sstr5
Prkg2,prkg2
Abhd16a,abhd16a
Srpx,srpx
Foxo1,foxo1
Msrb1,msrb1
Dcp2,dcp2
Rapgef1,rapgef1
Adamts9,adamts9
Ppib,ppib
Eprs1,eprs1
Rnf126,rnf126
Ano10,ano10
Scmh1,scmh1
Lmln,lmln
Brox,brox
Cttn,cttn
Ccdc92,ccdc92
Cers2,cers2
Tmem164,tmem164
Mmadhc,mmadhc
Zfp236,znf236
Rasgrp1,rasgrp1
Pm20d2,pm20d2
Slc35b2,slc35b2
Kcna10,kcna10
Higd1a,higd1a
Uqcrh,uqcrh
Cap1,cap1
Lap3,lap3
Pappa,trim32
Klf3,klf3
Ptger4,ptger4
Iqgap2,iqgap2
Prdx6,prdx6
Mecp2,mecp2
Timm8a1,TIMM8A
Adra2a,adra2a
Acot13,acot13
Hdac5,hdac5
Crtac1,crtac1
Socs4,socs4
Cap2,cap2
Galnt14,galnt14
Scube2,scube2
Crym,crym
Arpc5,arpc5
Mctp1,mctp1
Coro1c,coro1c
Dop1b,dop1b
Araf,araf
Ctsk,ctsk
Mboat2,mboat2
Rnf40,rnf40
Polr1a,polr1a
Txnrd2,txnrd2
B3galnt2,b3galnt2
Ndufa5,ndufa5
Hmg20b,hmg20b
Slc38a6,slc38a6
Hectd3,hectd3
Xdh,xdh
Stk32c,stk32c
Tomm22,tomm22
Gpx8,gpx8
Nek10,nek10
Snx18,snx18
Enah,enah
Rgs10,rgs10
Pitx2,pitx2
Fbxl5,fbxl5
Aamdc,aamdc
Cnnm1,cnnm1
Ppa1,ppa2
Ube2j1,ube2j1
Net1,net1
Vrk1,vrk1
Plcg2,plcg2
Mgrn1,mgrn1
Ero1a,ero1a
Tmem145,tmem145
Cyp19a1,cyp19a1
Fgf20,fgf20
Erg28,erg28
Erbin,erbin
Xxylt1,xxylt1
Gfm2,gfm2
Tmem131,tmem131
Steap4,steap4.1
Chmp4c,chmp4c
Map3k8,map3k8
Sorcs2,sorcs2
Slc35a2,SLC35A2
Mrpl11,mrpl11
Urod,urod
Pex5l,pex5l
Paqr8,paqr8
Prdm1,prdm1
Morc2a,morc2
Plppr5,plppr5
Mlf2,mlf2
Neo1,neo1
Mc3r,mc3r
Klf5,klf5
Selenoi,selenoi
Dmtf1,vwa5a.2
Hs3st1,hs3st1
Klf6,klf6
Aipl1,aipl1
Zfp536,znf536
Ufl1,ufl1
Noct,noct
Chrna9,chrna9
Rpp30,rpp30
Stimate,stimate
Recql,recql
Fkbp10,fkbp10
Pik3cg,prkar2b
Sh3bgrl,sh3bgrl
Gpam,gpam
Fbln7,fbln7
Gamt,gamt
Dnpep,dnpep
Impa1,impa1
Glrx5,glrx5
Oxsm,oxsm
Thsd4,thsd4
Sc5d,sc5d
Greb1,greb1
Top2a,top2a
Nln,maz
Egr3,egr3
Cpq,cpq
Cemip,cemip
Crbn,crbn
Osbpl10,osbpl10
Mllt10,mllt10
Lrrc1,lrrc1
Zbed4,zbed4
Wdr83,wdr83
Arhgap12,arhgap12
Bcat1,bcat1
Fam78a,fam78a
Npsr1,npsr1
Smo,smo
Gm25894,SNORD26
Cyp20a1,ndufb3
Calhm2,calhm2
Slc7a1,slc7a1
Spry1,spry1
Tsc2,tsc2
Serpini1,serpini1
Stk16,stk16
Arel1,arel1
Reep3,reep3
Trmt61a,trmt61a
Dennd4a,dennd4a
Ranbp9,ranbp9
Efhd1,efhd1
Kyat3,kyat3
Sft2d1,sft2d1
Cog8,cog8
Abhd8,abhd8
Atg4c,atg4c
Rph3a,rph3a
Rnf5,rnf5
Myl6,myl6
Clint1,clint1
Stx7,stx7
Cfap57,cfap57
Poc1a,poc1a
Cnmd,cnmd
Eogt,eogt
Irx1,irx1
Map3k12,map3k12
Jmy,jmy
Secisbp2l,secisbp2l
Chst12,chst12
Tecpr1,tecpr1
Cfap52,cfap52
Eef1e1,eef1e1
Rcbtb1,rcbtb1
Nipa1,nipa1
Ttc17,ttc17
Wnt7b,wnt7b
Gstz1,gstz1
Hdc,hdc
Slc2a4,slc2a4
Alg8,alg8
Grpel1,grpel1
Efna2,efna2
Arhgef6,arhgef6
Asic4,asic4
Dnah11,dnah11
Dach2,dach2
Lmbrd1,lmbrd1
Rnf157,rnf157
Slc25a37,slc25a37
Tpt1,tpt1
Bcl6,bcl6
Adam17,adam17
B9d2,b9d2
Ppip5k1,ppip5k1
Cacfd1,cacfd1
Ncoa3,ncoa3
Gnptab,gnptab
Cep120,cep120
Tspan31,tspan31
Fam222b,fam222b
Vipas39,vipas39
Mir150,xtr-mir-150
Enoph1,enoph1
R3hdm1,r3hdm1
Inppl1,inppl1
Dct,dct
Kif1c,kif1c
Ttll7,ttll7
Sod1,sod1
Vil1,vil1
Nup35,nup35
Sh2d3c,sh2d3c
Snx7,snx7
Elovl1,elovl1
Zbtb17,zbtb17
Pyroxd2,pyroxd2
Lmf1,lmf1
Upp1,upp1
Tekt3,tvp23b
Rasa4,rasa4
Dock6,dock6
Zdhhc15,zdhhc15
Pmepa1,pmepa1
Ttpal,ttpal
Prdm15,prdm15
Supt3,supt3h
Sidt1,sidt1
Hoxc10,hoxc10
Chfr,chfr
Sugct,sugct
Mrpl13,mrpl13
Tmem209,fchsd2
Asl,asl
Wwc1,rars1
Nup37,nup37
Nfrkb,nfrkb
Sipa1l2,sipa1l2
Frmd4b,frmd4b
Agk,agk
Chd8,chd8
Rwdd4a,rwdd4
Decr1,pif1
Tent4b,tent4b
Sik3,sik3
Sim2,sim2
Slc38a7,slc38a7
Timm8b,timm8b
C87436,c2orf42
Nr2c1,nr2c1
Pex14,pex14
Als2,als2
Rab3gap2,rab3gap2
Ttll12,ttll12
Drp2,drp2
Anp32e,anp32e
Slc39a14,slc39a14
Gls2,gls2
Lats2,lats2
Gm24201,SNORA63
Slc10a2,slc10a2
Pwp2,pwp2
Rgcc,rgcc
Asb4,asb4
Myo1h,myo1h
Cpd,cpd
Gtf2i,gtf2i
Bpnt2,bpnt2
Dph5,dph5
Tdh,tdh
Lrrc8b,lrrc8b
Cldn11,cldn11
Bms1,bms1
Odad2,odad2
Mesd,mesd
Tm6sf1,tm6sf1
Slc27a4,slc27a4
Atp7a,atp7a
Lrrc58,lrrc58
Ptpro,ptpro
Lin28a,lin28a
Irx2,irx2
Hacd1,hacd1
Cemip2,cemip2
Tmem255b,tmem255b
C1qbp,c1qbp
Wasf2,wasf2
Abcb11,abcb11.2
Dnajc17,dnajc17
Dhdds,dhdds
Pdgfrl,pdgfrl
Npy5r,npy5r
Rassf8,RASSF8
Vax1,vax1
Blzf1,blzf1
Diaph1,diaph1
Nrn1,nrn1
Riok1,riok1
Esr2,esr2
Ube2ql1,ube2ql1
Cryab,cryab
Dcaf15,dcaf15
Idi1,idi1
Msantd2,msantd2
Arg1,arg1
Rhot2,rhot2
Snx29,snx29
Mir27a,xtr-mir-27a
Fam221a,fam221a
Paip1,paip1
Mdga1,mdga1
Tmx3,tmx3
Tubd1,tubd1
Strip2,strip2
Bnip3,bnip3
Plppr3,plppr3
Kif4,kif4a
Mef2d,mef2d
Ccng2,ccng2
Tab3,tab3
Bcl2l2,bcl2l2
Lman2l,ubxn10
Mcmbp,mcmbp
Stim1,stim1
Pik3c2a,pik3c2a
Gprc5b,gprc5b
Nubpl,nubpl
Xylt2,xylt2
Gm24016,SNORD54
Eif4b,eif4b
Colgalt1,colgalt1
Dcaf11,dcaf11
Plcb3,plcb3
Chst2,chst2
Cxcl14,cxcl14
Alx4,alx4
Lrp2,lrp2
Slc37a2,slc37a2
Cetn4,cetn4
Man2a1,man2a1
Crot,crot
Tfdp2,tfdp2
Mrpl3,mrpl3
Tnrc6b,tnrc6b
Arvcf,arvcf
Chrnb4,chrnb4
Tmem106b,tmem106b
Gga1,gga1
Aqp4,aqp4
Zmiz2,zmiz2
Mbtps2,mbtps2
Plekhd1,plekhd1
Entpd7,entpd7
Eomes,eomes
Tmem65,tmem65
Gca,gca
Kdm3b,kdm3b
Slc39a11,slc39a11
Ankmy2,ankmy2
Polr2k,polr2k
Cuedc1,cuedc1
Hnrnpdl,hnrnpdl
Afg1l,afg1l
Inpp4b,inpp4b
Kctd2,KCTD2
Erf,erf
Slc2a3,slc2a3
Dnajc1,dnajc1
Elf1,elf1
Nde1,nde1
L3hypdh,l3hypdh
Sorcs1,SORCS1
Ets2,ets2
Tmem184a,tmem184a
Zng1,cbwd2
Sox4,sox4
G6pc1,g6pc1.1
Pibf1,pibf1
mt-Nd1,nd1
Dis3l,dis3l
Eri1,eri1
Mipep,mipep
Chst10,chst10
Napepld,napepld
Slc30a4,slc30a4
Klhl22,klhl22
Dnmt1,dnmt1
Tatdn3,tatdn3
Ints12,ints12
Phactr1,phactr1
Lpgat1,lpgat1
Hif1a,hif1a
Upk1b,upk1b
Mars1,mars1
Phf12,phf12
Pex2,pex2
Gpr6,gpr6
Osbpl3,osbpl3
Cdadc1,cdadc1
Celsr1,celsr1
Tbc1d5,tbc1d5
Rybp,rybp
Gcdh,gcdh
Gm26130,SNORA29
Ppp1r7,ppp1r7
Hacd3,hacd3
B230219D22Rik,c5orf24
Msl3,msl3
Hnf1a,hnf1a
Lrrn3,lrrn3
Sccpdh,sccpdh.2
Lrrk1,lrrk1
Slc35f5,SLC35F5
Rnf19b,rnf19b
Drd5,drd5
Cdr2l,cdr2l
Pax1,pax1
Hgf,hgf
Zfp462,znf462
Pign,pign
Auh,auh
Oprl1,oprl1
Coq9,coq9
Tpd52l1,tpd52l1
Rbks,rbks
Msx1,msx1
Pnck,pnck
Tmed5,tmed5
Rapgef5,rapgef5
Lancl1,lancl1
Med13l,med13l
Wapl,wapl
Anapc2,anapc2
Mri1,mri1
Gucy2f,gucy2f
Mir99b,xtr-mir-100
Nbl1,nbl1
Mgat3,mgat3
Elovl4,elovl4
Slc36a1,slc36a1
Ebna1bp2,ebna1bp2
Rrad,rrad
Atxn1,atxn1
Fev,fev
Gphb5,gphb5
Azin1,azin1
Setdb1,setdb1
Pomgnt2,pomgnt2
Lrig2,lrig2
Tlcd5,tlcd5
Yif1b,yif1b
Nkx2-4,nkx2-4
Rhof,rhof
Gnpnat1,gnpnat1
Dctd,dctd
Iyd,iyd
Arx,arx
Abca4,abca4
Rtn4rl1,rtn4rl1
Ptgfr,ptgfr
Mfsd13a,mfsd13a
Coq5,coq5
Wnt6,wnt6
Zbtb46,zbtb46
Dnajc6,dnajc6
Smap1,smap1
Mtx3,mtx3
Sp1,sp1
Mfsd2a,mfsd2a
Ptpru,ptpru
Bccip,bccip
Prtg,prtg
Ttbk1,ttbk1
Mir208a,xtr-mir-208
Wdr36,wdr36
Shb,shb
Tmem259,tmem259
Crispld2,crispld2
Slmap,slmap
Fech,fech
Cckar,cckar
Klhdc8b,klhdc8b
Uqcrb,UQCRB
Nbas,nbas
Hsdl2,hsdl2
Prelp,prelp
Zfp703,znf703
Nsd2,nsd2
Ppif,ppif
Stxbp3,stxbp3
Tcea2,tcea3
Trp53bp2,tp53bp2
C1galt1c1,c1galt1c1
Cmc1,cmc1
Kmt2e,kmt2e
Ptpn14,ptpn14
Tvp23a,tvp23a
Rrp12,rrp12
Oxr1,oxr1
Riok2,riok2
Zw10,zw10
Nudt12,nudt12
Fibcd1,fibcd1
Shprh,shprh
Nadk2,nadk2
Kif6,kif6
Lyrm1,lyrm1
Utp15,utp15
Nrg3,nrg3
Nmur2,nmur2
Rhbdl2,rhbdl2
Rpl35,rpl35
Arl13b,arl13b
Glis2,glis2
Dixdc1,dixdc1
Tbcd,tbcd
Gyg1,gyg1
Sulf1,sulf1
Baz2b,baz2b
Abcb4,abcb1
Fdxr,fdxr
Babam1,babam1
Clybl,clybl
Nvl,nvl
Dhx37,dhx37
Polr2c,polr2c
Plekho1,plekho1
Hacl1,colq
Cldn16,cldn16
Stmn3,stmn3
Magi3,magi3
Col9a1,col9a1
Armc6,armc6
Zfp652,ZNF652
Utp25,utp25
Mical2,mical2
Jade1,jade1
Ccdc106,ccdc106
Ing5,ing5
Arhgef26,arhgef26
Polg,polg
Slc1a5,slc1a5
Acsl5,acsl5
Zfp622,znf622
Npy2r,npy2r
Sez6l,sez6l
Sec24d,sec24d
Tyr,tyr
Dner,dner
Tab1,tab1
Lta4h,lta4h
Eif4enif1,eif4enif1
Dlx2,dlx2
Dpp3,dpp3
Paxip1,paxip1
Tusc2,tusc2
Rb1cc1,rb1cc1
Lrrc10,lrrc10
Pxmp4,pxmp4
Grip2,grip2
Spdef,spdef
Mir219a-2,xtr-mir-219
Slc9a5,slc9a5
Cryz,cryz
Cib1,cib1
Tmem87a,tmem87a
Sh2d4b,sh2d4b
Bet1l,bet1l
1700024G13Rik,c10orf53
Golt1b,golt1b
E2f3,e2f3
Tyw1,tyw1
Ctsb,ctsb
Hp1bp3,hp1bp3
Zfp503,znf503
Ap4b1,ap4b1
Elfn1,elfn1
Alg11,alg11
Rfx6,rfx6
Slc26a3,slc26a3.3
Cldn12,cldn12
Glt8d1,glt8d1
Pcsk1,pcsk1
Acox3,acox3
Slc5a9,slc5a9
Zfp384,znf384
Kbtbd12,kbtbd12
Pef1,pef1
Itk,itk
Glis3,glis3
Bbs1,bbs1
Ralgapa1,ralgapa1
Stard3nl,stard3nl
Tbc1d1,tbc1d1
Sh3rf3,sh3rf3
Lingo3,lingo3
Tex2,tex2.2
Nipal3,nipal3
Acsm3,acsm3
Rimkla,rimkla
Neb,kcne3
Kdm7a,kdm7a
Lpin1,lpin1
Fshr,fshr
E2f4,e2f4
Ess2,ess2
Rnft2,rnft2
Zfyve21,zfyve21
Dpy19l4,dpy19l4
Sart3,sart3
Marf1,marf1
Trappc10,trappc10
St6galnac3,st6galnac3
P3h1,p3h1
Taf3,taf3
Mir93,xtr-mir-93a
Lrrfip2,lrrfip2
Kcnv1,kcnv1
Tek,tek
Mical3,mical3
Lrig3,lrig3
Dyrk3,dyrk3
Pgrmc2,pgrmc2
Asb15,asb15
Evx2,evx2
Colec12,colec12
Phyh,phyh
Rgs2,rgs2
Psmb9,psmb9
Nr3c2,nr3c2
Cyyr1,cyyr1
Exosc5,exosc5
Casq2,casq2
Camsap1,camsap1
L2hgdh,l2hgdh
Folh1,folh1
Sumf1,sumf1
Serinc5,serinc5
Ppt1,ppt1
Eif2b5,eif2b5
Tprg1l,tprg1l
Wwc2,wwc2
Itfg2,itfg2
Rnpep,rnpep
Mfsd8,mfsd8
Efemp1,efemp1
Ankfn1,ankfn1
Ccdc93,ccdc93
Extl2,extl2
Camk4,camk4
Lars2,lars2
Mex3c,mex3c
Mmp20,mmp20
Sae1,sae1
Slc39a3,slc39a3
Dhx57,dhx57
Cdk12,cdk12
Nfil3,nfil3
Clic1,clic1
Prr5,prr5
Gja8,gja8
Fam167a,fam167a
Dusp22,dusp22
Tbc1d10a,tbc1d10a
Tcf15,tcf15
Acadsb,acadsb
Skil,skil
Naxe,naxe
Qrfprl,qrfpr
Ccnt2,ccnt2
Nsfl1c,NSFL1C
Eif3j1,eif3j
Castor1,castor1
Map3k7cl,map3k7cl
Tnni3,tnni3
Cwc22,cwc22
Pak6,pak6
Trnt1,trnt1
Tpk1,tpk1
Mcf2l,mcf2l
Gtf3c4,gtf3c4
Mir15b,xtr-mir-15b
Kdm2a,kdm2a
Dmrta2,dmrta2
Rasl11a,rasl11a
Sarm1,sarm1
Meis3,meis3
Letm1,letm1
Fam89a,fam89a
H13,hm13
Nr2e3,nr2e3
Tafa4,tafa4
Plekhh2,plekhh2
Lypd6,lypd6
Nexn,nexn
Nfatc2,nfatc2
Sdf2l1,sdf2l1
Otud7b,otud7b
Trib1,mcm7
Jmjd8,tuba8
Smox,smox
Traf6,traf6
Isyna1,isyna1
Reps1,reps1
Stam2,stam2
Rrh,rrh
Kcng4,kcng4
Myef2,myef2
Hand1,hand1
Egr2,egr2
Bend4,bend4
Bhlhe22,bhlhe22
Mark4,mark4
Dsp,dsp
Mmp17,mmp17
Nsg1,nsg1
Pcgf2,pcgf2
Slc22a4,slc22a4
Ucma,ucma
Stac,stac
Irf2,irf2
Fam43a,fam43a
Rpl18,rpl18
E2f5,e2f5
Dync2li1,dync2li1
Stc2,stc2
Kcnh6,kcnh2
Itgb6,itgb6
Cpox,cpox
Snx25,snx25
Ddhd1,ddhd1
Cmtm8,cmtm8
Helt,helt
Psmg3,psmg3
Ttc7,ttc7a
Abtb1,abtb1
Rab23,rab23
Kcna5,kcna5
Pdss1,pdss1
Nr5a1,nr5a1
Fam117b,fam117b
Maff,maff
Grhl3,grhl3
Ccdc102a,ccdc102a
Dram1,dram1
Klhdc2,klhdc2
Cadm4,cadm4
Tnnt3,tnnt3
Kansl3,kansl3
Cisd2,cisd2
Clec3a,clec3a
Dut,dut
Mir375,xtr-mir-375
Fam184a,fam184a
Myl7,myl7
Rrn3,rrn3
Mvd,mvd
Tmed1,tmed1
Akr7a5,akr7a2
Pus10,pus10
Ncam1,ncam1
Mogat2,mogat2.2
Adamtsl1,adamtsl1
Dctn3,dctn3
Gata4,gata4
6030458C11Rik,c5orf22
Zmym3,sia2
Atxn7l1,atxn7l1
Rfx7,rfx7
Dnajb6,dnajb6
Hoga1,hoga1
Capn15,capn15
Mybpc3,mybpc3
Gng8,dact3
Rnf44,rnf44
Calhm1,calhm1
Glt8d2,glt8d2
Ttc39b,ttc39b
Grwd1,grwd1
Myom1,myom1
Xpa,ndufb10
Flvcr1,flvcr1
Cox4i1,cox4i1
Mmp13,mmp13l
Sfswap,sfswap
Srl,srl
Mrpl24,mrpl24
Lamtor4,lamtor4
Commd9,commd9
Fkbp4,fkbp4
Lrrc18,lrrc18
Rin2,rin2
Srpk3,srpk2
Heca,heca
Ethe1,ethe1
Nox1,nox1
Golga5,golga5
Tm2d1,tm2d1
Lmnb2,lmnb2
Trabd2b,trabd2b
Lratd1,lratd1
Hbs1l,hbs1l
Morn5,morn5
Pabpn1,pabpn1
Sfpq,sfpq
Cpeb2,cpeb2
Immt,immt
Cdk15,cdk15
Pacc1,pacc1
Jmjd1c,jmjd1c
Pafah1b3,pafah1b3
Dpy19l3,dpy19l3
Mybpc1,mybpc1
Xrcc6,csdc2
Bloc1s6,bloc1s6
Mast2,mast2
Avpr1a,avpr1a
Sertad2,sertad2
Plaat1,plaat1
Pcbd2,pcbd2
Arsb,arsb
Pxylp1,pxylp1
Mpdz,mpdz
Slc18a3,slc18a3
Nox4,nox4
Atp1b1,atp1b1
Kynu,kynu
Tgif1,tgif1
Nab1,nab1
Camkk1,camkk1
Gsx2,gsx2
Gm23090,SNORD121A
Onecut3,onecut3
Znrf2,znrf2
Zfp36l2,zfp36l2
Gpatch2,gpatch2
Acss3,acss3
Pbrm1,pbrm1
Rbm45,rbm45
Gatb,gatb
Slc45a2,slc45a2
Cfap299,cfap299
Uhrf2,uhrf2
Atf1,atf1
Tinagl1,tinagl1
Zhx1,zhx1
Degs2,degs2
Serpinc1,serpinc1
Coa7,coa7
Thrap3,thrap3
Sap30,sap30
Arv1,arv1
Itga6,itga6
Calml4,calml4
Rufy3,rufy3
Pigp,pigp
Maoa,maoa
Hspb8,hspb8
Syn1,syn1
Fdft1,fdft1
Plekhj1,plekhj1
Irf8,irf8
Chrnd,chrnd
Prdx2,prdx2
Zdhhc16,zdhhc16
Cers5,cers5
Ankrd1,ankrd1
Pnpla2,pnpla2
Slc24a2,slc24a2
Elmod2,elmod2
Zfand1,zfand1
Guk1,guk1
Dynlt2b,dynlt2b
Dnajb13,dnajb13
Cdhr1,cdhr1
Zcchc17,zcchc17
Rsad2,rsad2
Trim24,trim24
Snupn,snupn
Tanc1,tanc1
Rtf2,rtf2
Nup98,nup98
Fscn2,fscn2
Uap1l1,uap1l1
Chrnb2,chrnb2
Rabgap1l,rabgap1l
Epb41,epb41
Dnajc10,dnajc10
Smpd4,smpd4
Diaph3,diaph3
Arhgap6,arhgap6
Trappc3l,trappc3l
Fahd2a,fahd2a
Spi1,spi1
Pdgfc,pdgfc
Mib2,mib2
Sfrp5,sfrp5
Oca2,cela2a
Grk4,grk4
Tmod4,tmod4
Phyhip,phyhip
Snapc3,snapc3
Cryzl1,cryzl1
Mtmr4,mtmr4
Tesc,tesc
Atp5pf,atp5pf
Smc5,smc5
Tbca,tbca
Miox,miox
Gja5,gja5
Fasn,fasn
Supt20,supt20h
Nudcd1,nudcd1
Dgat1,dgat1
Mrs2,mrs2
Mocs1,mocs1
Ccdc28a,ccdc28a
Gxylt1,surf2
Gpr18,gpr18
Mmaa,mmaa
Tarbp2,tarbp2
Mir16-2,xtr-mir-16b
Serinc2,serinc2
Star,star
P4ha3,p4ha3
Vash1,vash1
Hhatl,hhatl
Sox7,sox7
