rhesus_macaque gene name,commonmarmoset gene name
ZNF425,ZNF425
TOMM34,TOMM34
FAM237B,FAM237B
ADPRH,ADPRH
FIBP,FIBP
TCL1B,TCL1B
KCTD16,KCTD16
UMPS,UMPS
FAM228A,FAM228A
MRRF,MRRF
KLF17,KLF17
MROH9,MROH9
PSMC3IP,PSMC3IP
IL1A,IL1A
PIGF,PIGF
PPM1F,PPM1F
C10orf143,C10orf143
ANAPC4,ANAPC4
SCMH1,SCMH1
ITPK1,ITPK1
FAM221A,FAM221A
CSF1R,CSF1R
CRABP1,CRABP1
TMEM123,TMEM123
GALNT12,GALNT12
mml-mir-7-3,MIR7-3
MSI2,MSI2
SPINT1,SPINT1
TEDC2,TEDC2
THOC6,THOC6
COX8A,COX8A
RAN,RAN
FUT10,TTI2
SNORD39,SNORD39
RWDD2B,RWDD2B
TNIP3,TNIP3
NKAIN3,NKAIN3
CCDC116,CCDC116
HDAC10,HDAC10
SEPTIN10,SEPTIN10
C15H9orf50,C9orf50
PRDM8,PRDM8
SOHLH2,SOHLH2
TMEM63B,TMEM63B
CATSPERZ,CATSPERZ
CEACAM18,CEACAM18
ALG3,ALG3
CCNA1,CCNA1
CXCL9,CXCL9
ASCC1,ASCC1
SPADH,SPADH
TSPAN16,TSPAN16
ATXN10,ATXN10
SLC2A9,SLC2A9
A1BG,A1BG
RNF126,RNF126
RHEX,RHEX
VSTM2A,VSTM2A
NAPA,NAPA
BAAT,BAAT
RGS22,RGS22
KRT9,KRT9
MCCC1,MCCC1
TTYH1,TTYH1
P2RX3,P2RX3
SMR3A,SMR3A
SOX8,SOX8
ANXA5,ANXA5
MX2,MX2
RBM43,RBM43
C1QTNF12,C1QTNF12
CDCA7L,CDCA7L
KLC1,KLC1
SIRPG,SIRPB1
mml-mir-367,cja-mir-367
OSCAR,OSCAR
CASP9,CASP9
VNN1,VNN1
NIBAN3,NIBAN3
PVALB,PVALB
AATK,AATK
AGPAT2,AGPAT2
QRFP,QRFP
UBXN11,UBXN11
HEG1,HEG1
CADM4,CADM4
LRPAP1,LRPAP1
SLC25A1,SLC25A1
ANKMY2,ANKMY2
MOCS2,MOCS2
CLEC12A,CLEC12A
OVGP1,OVGP1
DBP,DBP
ZNF667,ZNF667
TMEM41A,LIPH
AKT2,AKT2
RAMP1,RAMP1
NT5C3B,NT5C3B
OXLD1,OXLD1
PUS1,PUS1
MTERF3,MTERF3
UBL4A,SLC10A3
CXHXorf58,CXorf58
TF,TF
TRAV21,TRAV21
WTIP,WTIP
GADD45A,GADD45A
TEX53,TEX53
PLEKHG4B,PLEKHG4B
MRGPRX1,MRGPRX1
ITGB1BP2,ITGB1BP2
CXCL6,CXCL6
CLEC4G,CLEC4G
ARHGAP22,ARHGAP22
GNPDA2,GNPDA2
EFEMP1,EFEMP1
GPR39,GPR39
CYP21A2,CYP21A2
BTC,BTC
MPZL1,MPZL1
NLRP5,NLRP5
CEP15,CEP15
POLR2H,POLR2H
NTHL1,NTHL1
CCDC121,CCDC121
FCER2,FCER2
OGG1,OGG1
GFRA3,GFRA3
MARCHF3,MARCHF3
KDELR1,KDELR1
TRBV19,TRBV19
PLPPR5,PLPPR5
LETMD1,LETMD1
CMPK2,CMPK2
AKT1S1,AKT1S1
GVQW3,GVQW3
TNP2,TNP2
SCN4B,SCN4B
SLURP1,SLURP1
IDH3B,IDH3B
ATP6V1C2,ATP6V1C2
IYD,IYD
EDN1,EDN1
MSANTD5,MSANTD5
BCLAF3,BCLAF3
TRPT1,TRPT1
INHBE,INHBE
ZFYVE28,ZFYVE28
NELFB,NELFB
PGF,PGF
RRP36,RRP36
NRSN1,NRSN1
AIRE,AIRE
UBE2D2,UBE2D2
SOD3,SOD3
BLK,BLK
CBX8,CBX8
TLDC2,TLDC2
PAH,PAH
RTEL1,RTEL1
GCSAML,GCSAML
ACOT11,ACOT11
STAP2,STAP2
PDRG1,PDRG1
C1QC,C1QC
FADS2,FADS2
TMEM87B,FBLN7
NAT14,NAT14
PROCR,PROCR
PDCD7,PDCD7
PDZD9,PDZD9
PLBD2,PLBD2
CAV3,CAV3
TRAPPC6B,TRAPPC6B
ANKDD1A,ANKDD1A
RNASEH2C,RNASEH2C
NEK7,NEK7
CD300C,CD300C
CTCFL,CTCFL
CYLC2,CYLC2
COX11,COX11
KCTD2,KCTD2
AKAP14,AKAP14
NECAB3,NECAB3
GIMAP6,GIMAP6
ARL3,ARL3
ANKRD23,ANKRD23
HGH1,HGH1
MPEG1,MPEG1
CHCHD5,CHCHD5
JAGN1,JAGN1
SMCO2,SMCO2
TEX36,TEX36
BMF,BMF
OAS1,OAS1
SPG21,SPG21
GPKOW,GPKOW
C16H17orf50,C17orf50
HIGD2A,HIGD2A
SRD5A3,SRD5A3
EEF1AKMT1,EEF1AKMT1
CLDN8,CLDN8
PPP3R1,PPP3R1
NTRK1,NTRK1
RRP1B,RRP1B
ANKMY1,ANKMY1
ALKBH7,ALKBH7
TMEM126B,TMEM126B
TEX19,TEX19
MT3,MT3
NKX6-3,NKX6-3
BCCIP,BCCIP
MILR1,MILR1
TRIM22,TRIM22
GHDC,GHDC
RBKS,RBKS
CALML5,CALML5
MED17,MED17
NKX3-1,NKX3-1
PANX1,PANX1
ECI1,ECI1
C5H4orf46,C4orf46
ZCWPW2,ZCWPW2
PTCD2,PTCD2
ZNF554,ZNF554
CTSG,CTSG
WDR18,WDR18
CLEC4F,CLEC4F
CEP43,CEP43
NXF3,NXF3
MGST3,MGST3
PRSS53,PRSS53
DUOXA2,DUOXA2
NXT2,NXT2
SMTNL1,SMTNL1
BGLAP,SLC25A44
CAMKK1,CAMKK1
PCNT,PCNT
RETREG1,RETREG1
MBD1,MBD1
CRYBA4,CRYBA4
CLEC4E,CLEC4E
MYDGF,MYDGF
UBE2F,UBE2F
SNX22,SNX22
CFI,CFI
MAMU-DOA,HLA-DOA
TAS2R1,TAS2R1
MAMU-DPA,HLA-DPA1
DGKA,DGKA
DLG4,DLG4
PLAAT1,PLAAT1
EQTN,EQTN
POLRMT,POLRMT
LEPROT,LEPROT
DPP7,DPP7
EMC8,EMC8
C1QTNF8,C1QTNF8
SGCG,SGCG
CLEC9A,CLEC9A
POU2F2,POU2F2
VSTM1,VSTM1
CTPS2,CTPS2
EMC9,EMC9
CCNDBP1,CCNDBP1
KCND3,KCND3
SDC3,SDC3
AZGP1,AZGP1
CELF4,CELF4
STON1,STON1
CCRL2,CCRL2
CD200R1L,CD200R1L
RSPH1,RSPH1
ALDH3A1,ALDH3A1
IL2RG,IL2RG
RNF39,RNF39
NINJ2,NINJ2
MAMU-DRA,HLA-DRA
SYDE2,SYDE2
CXCL10,CXCL10
NCALD,NCALD
IGFBP2,IGFBP2
CATSPERE,CATSPERE
CFAP68,CFAP68
CST5,CST5
TNFRSF12A,TNFRSF12A
CLEC2A,CLEC2A
LRRC27,PWWP2B
SFRP2,SFRP2
SPINT4,SPINT4
PNMA6F,PNMA6F
NPB,NPB
AARD,AARD
STUM,STUM
SCGB1A1,SCGB1A1
TMEM71,TMEM71
SLC18B1,SLC18B1
LY6K,LY6K
PLD4,PLD4
NRAS,NRAS
AGTRAP,AGTRAP
NLRP13,NLRP13
RBM15B,RBM15B
ZNF160,ZNF160
R3HDM4,R3HDM4
EMB,EMB
HAO2,HAO2
TRAF4,TRAF4
EIPR1,EIPR1
IQCN,IQCN
GCA,GCA
ADGRE5,ADGRE5
STX1B,STX1B
WASHC3,WASHC3
HIRIP3,HIRIP3
PLA1A,PLA1A
DPH6,DPH6
CARD18,CARD18
IFT27,IFT27
MEOX1,MEOX1
WIZ,WIZ
CD6,CD6
SLC2A8,SLC2A8
GCGR,GCGR
TALDO1,TALDO1
TEDDM1,TEDDM1
COPS7B,COPS7B
GFRA4,GFRA4
DALRD3,DALRD3
BANF2,BANF2
GCSH,GCSH
ARMC12,ARMC12
UBE2G2,UBE2G2
IVD,IVD
MXRA8,MXRA8
CASP8,CASP8
DUSP2,DUSP2
GHRH,GHRH
CDIPT,CDIPT
ISL1,ISL1
PPIC,PPIC
PREB,PREB
IFNAR1,IFNAR1
NUCB2,NUCB2
C3H7orf57,C7orf57
PSMD8,PSMD8
SSU72,SSU72
CD209,CD209
PRG4,PRG4
CCDC159,CCDC159
ZNF385A,ZNF385A
SSBP3,SSBP3
DPYSL4,DPYSL4
METTL21A,METTL21A
CHP1,CHP1
MXD4,MXD4
HDAC6,HDAC6
UQCRB,UQCRB
STX8,STX8
CST8,CST8
NMB,NMB
SAXO5,SAXO5
FAM174B,FAM174B
F11R,F11R
CD9,CD9
RAPSN,RAPSN
AKIP1,AKIP1
FTHL17,FTHL17
DCUN1D2,ADPRHL1
CCDC15,CCDC15
HSH2D,HSH2D
TRAV13-1,TRAV13-1
ZNF514,MRPS5
C14H11orf87,C11orf87
IQCG,IQCG
MISP,MISP
LAYN,LAYN
TOX2,TOX2
PATE3,PATE3
TRAV8-6,TRAV8-6
HIF3A,HIF3A
ESPN,ESPN
LYPD8,LYPD8
MBL2,MBL2
CCDC198,CCDC198
CMA1,CMA1
C1H1orf162,C1orf162
NRIP2,NRIP2
NTM,NTM
QRICH2,QRICH2
IL23R,IL23R
DNAJC5B,DNAJC5B
MED11,MED11
S100A13,S100A13
MRPL4,MRPL4
FTCD,FTCD
SMIM34,SMIM34
MPIG6B,MPIG6B
CD46,CD46
CAV1,CAV1
UROS,UROS
GPATCH4,GPATCH4
PEX11A,PEX11A
LDAF1,LDAF1
LCTL,LCTL
RAB28,RAB28
LY86,LY86
LCN9,LCN9
ARHGDIG,ARHGDIG
PINLYP,PINLYP
SYNE3,SYNE3
C20H16orf89,C16orf89
SLC47A2,SLC47A2
LBP,LBP
LITAFD,LITAFD
CIMAP1A,CIMAP1A
MORN4,MORN4
RAB22A,RAB22A
CD300H,CD300H
C11H12orf42,C12orf42
UBE2E3,UBE2E3
MPC1,MPC1
CX3CL1,CX3CL1
CLTRN,CLTRN
CYB5B,CYB5B
AHSG,AHSG
CMTM2,CMTM2
BCL2L14,BCL2L14
MS4A8,MS4A8
LMO3,LMO3
CCNP,CCNP
UNKL,UNKL
SCGB1D2,SCGB1D2
ADISSP,ADISSP
PGBD5,PGBD5
PEMT,PEMT
NRBP2,NRBP2
SLC6A19,SLC6A19
MRO,MRO
ADIPOR2,ADIPOR2
PIGY,PYURF
TSPAN13,TSPAN13
TFF2,TFF2
PJA1,PJA1
MAPT,MAPT
MCUR1,MCUR1
CSNK1E,CSNK1E
LTO1,LTO1
PROX2,PROX2
GP6,GP6
C9H10orf53,C10orf53
LCN8,LCN8
GRTP1,GRTP1
FAM217A,FAM217A
CSRP3,CSRP3
LEP,LEP
BGN,BGN
PPBP,PPBP
CCNO,CCNO
CAMK2A,CAMK2A
CD80,CD80
STS,STS
ST7,ST7
TMEM255B,TMEM255B
REDIC1,C12orf40
TPD52L2,TPD52L2
RHOT2,RHOT2
SLC2A4RG,SLC2A4RG
CBLN3,CBLN3
METTL26,METTL26
SLC25A10,SLC25A10
TEPSIN,TEPSIN
WFDC11,WFDC11
TBATA,TBATA
FNDC4,FNDC4
LYPD3,LYPD3
VASP,VASP
OPA3,OPA3
FPR1,FPR1
GARIN1A,GARIN1A
NCF4,NCF4
CATSPER3,CATSPER3
TEX13A,TEX13A
CD28,CD28
CRIM1,CRIM1
MYOCOS,MYOCOS
SNX5,SNX5
C19H19orf38,C19orf38
CLEC19A,CLEC19A
CA12,CA12
CD8A,CD8A
SNCB,SNCB
MS4A13,MS4A13
KCTD5,KCTD5
S100A12,S100A12
CBY2,CBY2
CD22,CD22
DPY19L1,DPY19L1
ERICH6B,ERICH6B
PLEC,PLEC
C20H16orf82,C16orf82
TSC22D4,TSC22D4
TEX50,TEX50
ARMC6,ARMC6
WDR27,WDR27
KRT10,KRT10
SMIM2,SMIM2
MMAB,MMAB
HES2,HES2
FCRL3,FCRL3
RAB37,RAB37
FZR1,FZR1
NAT9,NAT9
IGSF23,IGSF23
DAND5,DAND5
SLCO6A1,SLCO6A1
MRPL53,MRPL53
MAGEB1,MAGEB1
CCNB3,CCNB3
PM20D2,PM20D2
TXNDC2,TXNDC2
PFKFB1,PFKFB1
CXCL14,CXCL14
C5H4orf19,C4orf19
FETUB,FETUB
PPA2,PPA2
OR6V1,OR6V1
PRR20G,PRR20G
SFT2D2,SFT2D2
CFAP300,CFAP300
SDF4,SDF4
TMEM147,TMEM147
SUMO3,SUMO3
TMEM80,TMEM80
HS6ST3,HS6ST3
TUB,TUB
TPGS2,TPGS2
PPY,PPY
TCF25,TCF25
PECR,PECR
TMEM9,TMEM9
CALCB,CALCB
TNFAIP2,TNFAIP2
KCNK16,KCNK16
PEBP4,PEBP4
DCAKD,DCAKD
VEGFB,VEGFB
L3MBTL2,L3MBTL2
STAMBPL1,STAMBPL1
SELPLG,SELPLG
SRI,SRI
VAMP1,VAMP1
KRTAP16-1,KRTAP16-1
MOGAT3,MOGAT3
CYTL1,CYTL1
OOSP4A,OOSP4A
ZNF837,ZNF837
APMAP,APMAP
SHISAL2B,SHISAL2B
HNRNPA2B1,HNRNPA2B1
TEX56P,C4H6orf201
RAB11B,RAB11B
HTRA3,HTRA3
PRAM1,PRAM1
MIR556,cja-mir-556
RPL28,RPL28
FATE1,FATE1
CERS4,CERS4
SPINT2,SPINT2
HHLA2,HHLA2
RCC2,RCC2
PAGE4,PAGE4
AKR7A2,AKR7A2
TMEM243,TMEM243
SLC52A2,SLC52A2
DNAJC12,DNAJC12
SCNN1B,SCNN1B
GM2A,GM2A
PEA15,PEA15
C9H10orf120,C10orf120
UBXN8,UBXN8
ZNF44,ZNF44
CRELD1,CRELD1
FAM24A,FAM24A
MS4A18,MS4A18
ATG4B,ATG4B
CFAP77,CFAP77
SERPINA12,SERPINA12
TLE6,TLE6
SORBS1,SORBS1
SCAMP2,SCAMP2
GOLT1B,GOLT1B
UCKL1,UCKL1
MOGAT1,MOGAT1
FBXW12,FBXW12
TNFRSF25,TNFRSF25
g6g-ly6g6d,LY6G6F
CARTPT,CARTPT
SNAP47,SNAP47
MBLAC2,MBLAC2
CD86,CD86
CLEC4D,CLEC4D
ZGLP1,ZGLP1
RAB8B,RAB8B
HOMER2,HOMER2
WFDC13,WFDC13
GALE,GALE
AHRR,AHRR
SPG7,SPG7
SETD6,SETD6
DTNBP1,DTNBP1
DPEP1,DPEP1
COA1,COA1
PROSER3,PROSER3
SHD,SHD
IL34,IL34
GADD45B,GADD45B
CEP164,CEP164
MISP3,MISP3
FCRL4,FCRL4
ZC2HC1B,ZC2HC1B
LAMTOR4,LAMTOR4
RSC1A1,RSC1A1
CYP39A1,CYP39A1
ATP6V1G2,ATP6V1G2
RBP7,RBP7
CIST1,CIST1
ZNF839,ZNF839
TTC32,TTC32
MAPKAPK3,MAPKAPK3
LEUTX,LEUTX
UBXN6,UBXN6
CGAS,CGAS
PATE4,PATE4
AP3S2,ARPIN
YJU2,YJU2
TMEM126A,TMEM126A
CFAP298,CFAP298
ABLIM2,ABLIM2
BLVRA,BLVRA
MMEL1,MMEL1
GSG1,GSG1
GSTO2,GSTO2
CST9,CST9
SPMAP2,SPMAP2
MED21,MED21
TRIM5,TRIM5
DDO,DDO
MRPL41,MRPL41
DPH1,DPH1
KCNE2,KCNE2
SAE1,SAE1
KCNIP2,KCNIP2
NRG1,NRG1
C1QTNF1,C1QTNF1
RFNG,RFNG
ID3,ID3
TFF3,TFF3
MTSS2,MTSS2
PUDP,PUDP
TCEAL2,TCEAL2
PTPRH,PTPRH
SIRT4,SIRT4
GLT1D1,GLT1D1
GPRC5C,GPRC5C
SH3GL2,SH3GL2
TSPAN4,TSPAN4
TYSND1,TYSND1
KNOP1,C16orf88
OGFR,OGFR
ADTRP,ADTRP
CIB2,CIB2
CNEP1R1,CNEP1R1
CRYBA2,CRYBA2
GDAP1,GDAP1
PPM1J,PPM1J
CD1B,CD1B
PBLD,PBLD
JMJD4,JMJD4
GUCA1B,GUCA1B
HSF2BP,HSF2BP
ATPSCKMT,ATPSCKMT
STK11IP,STK11IP
MRPL42,MRPL42
ARHGDIA,ARHGDIA
ZC3H3,ZC3H3
TTC23L,TTC23L
MAGIX,MAGIX
PRICKLE4,PRICKLE4
ELMOD3,ELMOD3
GZMM,GZMM
LRRC66,LRRC66
DUSP13B,DUSP13B
IL21R,IL21R
NDFIP1,NDFIP1
CFDP1,CFDP1
EBPL,EBPL
ARL15,ARL15
DBF4B,DBF4B
ZFP92,ZFP92
SNRPG,SNRPG
APOL6,APOL6
FXYD5,FXYD5
DRC12,CCDC153
FCRL5,FCRL5
NPY,NPY
ARFRP1,ARFRP1
TRBV7-3,TRBV7-3
C10H20orf96,C20orf96
FCMR,FCMR
SLIRP,SLIRP
RLN2,RLN2
CYP20A1,CYP20A1
S100A9,S100A9
DMRTB1,DMRTB1
TAPBPL,TAPBPL
SLAMF6,SLAMF6
MRPS2,MRPS2
TREM2,TREM2
PTTG1IP,PTTG1IP
CATSPER1,CATSPER1
ATE1,ATE1
ADM,ADM
CRIP2,CRIP2
AQP6,AQP6
SGK1,SGK1
ZNF700,ZNF700
PNPLA4,PNPLA4
CBR1,CBR3
CXCL13,CXCL13
TRBV28,TRBV28
CIB4,CIB4
MRGBP,MRGBP
NDUFA10,NDUFA10
HSBP1L1,HSBP1L1
FBXO36,FBXO36
TSEN2,TSEN2
DCDC2C,DCDC2C
SFXN5,SFXN5
CDCA8,CDCA8
TFPI2,TFPI2
ITGB2,ITGB2
TRIM37,TRIM37
ERLIN2,ERLIN2
BOK,BOK
CENPW,CENPW
CHGA,CHGA
RIPK4,RIPK4
RBIS,RBIS
SCAMP4,SCAMP4
CXHXorf65,CXorf65
EIF5A,EIF5A
TFPI,TFPI
MIIP,MIIP
CEP89,CEP89
HHIPL1,HHIPL1
NDUFA8,NDUFA8
RBM11,RBM11
TXNRD1,TXNRD1
PSTK,PSTK
CTNS,CTNS
UAP1L1,UAP1L1
LLCFC1,LLCFC1
INPP1,INPP1
C15H9orf78,TOR1A
IFI6,IFI6
SPATA3,SPATA3
GSDMD,GSDMD
UMAD1,UMAD1
MS4A6A,MS4A6A
SERPINF2,SERPINF2
GID8,GID8
CDKN1C,CDKN1C
PLGRKT,PLGRKT
IL3,MA_m002_jsm762B1f
DUSP9,DUSP9
ZNF395,ZNF395
IL2RA,IL2RA
CIMIP3,CIMIP3
CRYBA1,CRYBA1
PCYT2,PCYT2
C8H8orf76,C8orf76
NSG2,NSG2
TEX13C,TEX13C
ASB10,ASB10
TCP11,TCP11
GABARAPL1,GABARAPL1
NSMCE1,NSMCE1
RAB7A,RAB7A
XAGE2,XAGE2
DPF3,DPF3
EIF6,EIF6
RAB3C,RAB3C
TMPRSS5,TMPRSS5
CMPK1,CMPK1
MYL3,MYL3
PPAN,PPAN
POLR2E,POLR2E
ALG9,ALG9
DUSP8,DUSP8
SPEF1,SPEF1
MIEN1,MIEN1
DOK7,DOK7
IL36B,IL36B
TP53I3,TP53I3
ERCC1,ERCC1
OLAH,OLAH
CLBA1,CLBA1
URM1,URM1
PPP2R5A,PPP2R5A
TSPAN8,TSPAN8
KCNAB2,KCNAB2
TCEAL4,TCEAL4
MBOAT2,MBOAT2
EFEMP2,EFEMP2
C4H6orf141,C6orf141
CCDC78,CCDC78
THY1,THY1
XK,XK
MRM3,MRM3
CYB561,CYB561
RCN2,RCN2
KRTCAP2,KRTCAP2
MEX3D,MEX3D
CREB3L3,CREB3L3
MAEA,MAEA
MAPK11,MAPK11
NPPB,NPPB
PAX5,PAX5
CD244,CD244
TMEM31,TMEM31
KIAA1210,KIAA1210
TMEM225,TMEM225
CD55,CD55
SERINC2,TINAGL1
COMMD7,COMMD7
NPW,NPW
ASPSCR1,ASPSCR1
ZBTB7A,ZBTB7A
EPS8L3,EPS8L3
CDK18,CDK18
PARVB,PARVB
RALB,RALB
CGB8,CGB
CA4,CA4
RHCE,RHCE
DNTTIP1,DNTTIP1
PPP1R15A,PPP1R15A
SINHCAF,SINHCAF
ZNF135,ZNF135
TFB2M,TFB2M
CSNK2B,LY6G5B
UQCRH,FAAH
C20H16orf78,C16orf78
DPM2,DPM2
IL15RA,IL15RA
FAM47E,FAM47E
TNFSF12,TNFSF12
SOD1,SOD1
CHCHD6,CHCHD6
GSTK1,TMEM139
COL23A1,COL23A1
MPPED1,MPPED1
IL25,IL25
ZMAT5,ZMAT5
CD226,CD226
FAM131B,FAM131B
CCDC154,CCDC154
SRSF12,SRSF12
PLAUR,PLAUR
TNFRSF10B,TNFRSF10B
RHBDL3,RHBDL3
CFAP97,CFAP97
NDUFB11,NDUFB11
NICN1,NICN1
SVOP,SVOP
SDHD,SDHD
WDR49,WDR49
CBY1,CBY1
MPC1L,MPC1L
BATF,BATF
DCK,DCK
BIK,BIK
PDE6H,PDE6H
CD160,CD160
WFDC9,WFDC9
UCHL5,UCHL5
CCDC30,CCDC30
BID,BID
TMEM72,TMEM72
CD300LB,CD300LB
STYXL1,STYXL1
ICOSLG,ICOSLG
ANKRD7,ANKRD7
SPX,SPX
ISG20,ISG20
ALG1,ALG1
ZNF511,ZNF511
PLET1,PLET1
RFXANK,RFXANK
UQCC5,SMIM4
NUP62CL,NUP62CL
CTDSPL,CTDSPL
SRSF9,SRSF9
GRIFIN,GRIFIN
MICALL2,MICALL2
GPHA2,GPHA2
SH3YL1,SH3YL1
CTU2,CTU2
SLC25A43,SLC25A43
TIMM17B,TIMM17B
TSPAN14,TSPAN14
RNASE3,RNASE3
LPCAT1,LPCAT1
NLRP11,NLRP11
CIMAP3,CIMAP3
CD47,CD47
TSC22D3,TSC22D3
BPI,BPI
LAIR1,LAIR1
SNX12,SNX12
P2RX6,P2RX6
DTD1,DTD1
PRR29,PRR29
SPMIP3,SPMIP3
ADGRD1,ADGRD1
TCTA,TCTA
SPAG7,SPAG7
DHRS13,DHRS13
DEFB135,DEFB135
LSMEM1,LSMEM1
CEP72,CEP72
SAT2,SAT2
MFSD4A,MFSD4A
COMT,COMT
CCND3,CCND3
GPX3,GPX3
ETV7,ETV7
C12H2orf76,C2orf76
FDCSP,FDCSP
RSPO3,RSPO3
GZMB,GZMB
RAB15,RAB15
SIRT7,SIRT7
IL31,IL31
PLA2G2F,PLA2G2F
WFDC6,WFDC6
IDNK,IDNK
COMMD2,COMMD2
DNAJC24,ELP4
SHFL,SHFL
PRKRIP1,PRKRIP1
DLX2,DLX2
CMTM5,CMTM5
MDFI,MDFI
EOLA2,CXorf40A
BATF3,BATF3
SGTA,SGTA
DYNC2LI1,DYNC2LI1
BCAP29,DUS4L
FKBP6,FKBP6
C14H11orf71,C11orf71
CMTM1,CMTM1
SH3BP5L,SH3BP5L
SP110,SP110
TADA2B,TADA2B
GDF7,GDF7
GIMAP5,GIMAP5
RNF135,RNF135
AIM2,AIM2
SLC25A22,SLC25A22
CD300LG,CD300LG
C14H11orf52,C11orf52
IFI35,IFI35
TXNL4B,TXNL4B
PLAAT4,PLAAT4
SSUH2,SSUH2
COPS6,COPS6
CELF3,CELF3
PTGR1,PTGR1
PTPN5,PTPN5
SFXN4,SFXN4
TBKBP1,TBKBP1
CIITA,CIITA
GHV,GH1
SLC7A10,SLC7A10
SRARP,SRARP
WDFY2,WDFY2
ESX1,ESX1
DAP,DAP
MAPKAPK2,MAPKAPK2
TMEM14B,TMEM14C
AHNAK2,AHNAK2
MFAP5,MFAP5
SLC22A18,SLC22A18
PCTP,PCTP
CABP4,CABP4
EMC10,EMC10
STPG3,STPG3
AK1,AK1
YBEY,YBEY
MRPS18A,MRPS18A
NRN1,NRN1
TREM1,TREM1
GIPC2,GIPC2
TECR,TECR
LACRT,LACRT
TEX55,TEX55
RASSF1,RASSF1
POMC,POMC
PIP,PIP
PATE1,PATE1
TKFC,TKFC
HRC,HRC
MCEMP1,MCEMP1
CXHXorf66,CXorf66
RNF32,RNF32
TMEM45A,TMEM45A
H1-8,H1-8
GET4,GET4
SPN,SPN
CALM1,CALM3
APOBEC3H,APOBEC3H
C15H9orf152,C9orf152
ATP5PB,ATP5PB
ATAT1,C6orf136
DYNLT2,DYNLT2
DEFB112,DEFB112
TMEM207,TMEM207
TNFRSF10A,TNFRSF10A
UBE2B,UBE2B
COQ10A,COQ10A
TSPAN9,TSPAN9
GALNS,GALNS
PCSK1N,PCSK1N
KCNK17,KCNK17
KNCN,KNCN
REG3G,REG3G
CPNE2,CPNE2
YDJC,YDJC
EVI5L,EVI5L
MTFMT,MTFMT
TPSG1,TPSG1
TMEM181,TMEM181
IFI16,IFI16
TNFRSF1B,TNFRSF1B
DNAJC9,DNAJC9
DEFA4,DEFA5
LARGE2,LARGE2
PLAC8,PLAC8
CD69,CD69
ACBD4,ACBD4
STX4,STX4
MEAF6,MEAF6
CENPS,CENPS
MUC13,MUC13
C12H2orf72,C2orf72
FAM210B,FAM210B
MYL12B,MYL12B
CTSW,CTSW
TFF1,TFF1
AAMDC,AAMDC
CCL16,CCL16
LSM12,LSM12
PRSS55,PRSS55
ZDHHC3,ZDHHC3
KIAA1958,KIAA1958
HAAO,HAAO
GALK1,GALK1
RCN1,RCN1
SPATS1,SPATS1
PPP1R1A,PPP1R1A
TCL1A,TCL1A
RPP25L,RPP25L
TSPAN2,TSPAN2
VWA1,VWA1
ZNF394,ZNF394
GATD3,GATD3
COA6,COA6
TRIM69,TRIM69
MATK,MATK
MFSD6L,MFSD6L
MYL1,MYL1
CKB,CKB
VPS25,VPS25
MARCHF11,MARCHF11
TRMO,TRMO
TMEM242,TMEM242
STARD3NL,STARD3NL
P2RX4,P2RX4
BOD1,BOD1
THAP3,THAP3
FXYD3,FXYD3
PLP1,PLP1
FGF22,FGF22
FCAMR,FCAMR
DNAJC4,DNAJC4
SLPI,SLPI
TACR3,TACR3
SLC22A12,SLC22A12
SSX7,SSX4B
HSD17B1,HSD17B1
NPR3,NPR3
PLIN4,PLIN4
LYZL4,LYZL4
SLBP,SLBP
PRKAR1B,PRKAR1B
TEX35,TEX35
GPT2,GPT2
ECI2,ECI2
PTS,PTS
PSMD7,PSMD7
CD3E,CD3E
COX6B2,COX6B2
PKIB,PKIB
TMEM50B,TMEM50B
EVL,EVL
NDUFB4,NDUFB4
THAP6,THAP6
ERICH1,ERICH1
TMEM120B,TMEM120B
COPZ1,COPZ1
HEMK1,HEMK1
FABP12,FABP12
GPC1,GPC1
PAGE1,PAGE1
KCNIP1,KCNIP1
TSR2,TSR2
TMEM273,TMEM273
CDIN1,CDIN1
MAPK1,MAPK1
SDC4,SDC4
GAS7,GAS7
SOHLH1,SOHLH1
DYNLT2B,DYNLT2B
GLMP,GLMP
AGPAT4,AGPAT4
OTUD6B,OTUD6B
THOP1,THOP1
CD300LF,CD300LF
NPL,NPL
CACNG7,CACNG7
OAS3,OAS3
EDN3,EDN3
CNPY1,CNPY1
PPP1R16B,PPP1R16B
CCDC160,CCDC160
MS4A10,MS4A10
DEFA6,DEFA6
SAYSD1,SAYSD1
CERS5,LIMA1
OR6Y1,OR6Y1
TMEM160,TMEM160
ADSS1,ADSS1
PRTN3,PRTN3
ADA,ADA
ZDHHC12,ZDHHC12
SLC25A26,SLC25A26
RAB3IL1,RAB3IL1
FHL2,FHL2
PIAS4,PIAS4
PMM1,PMM1
YPEL4,YPEL4
GYPA,GYPA
PDGFA,PDGFA
CD320,NDUFA7
LHPP,LHPP
NDUFA11,NDUFA11
AP5Z1,AP5Z1
LYL1,LYL1
SLC49A3,SLC49A3
PLP2,PLP2
ITM2C,ITM2C
HOXA6,HOXA6
DERL1,DERL1
C10H22orf15,C22orf15
ATP5MJ,ATP5MJ
MIR31,cja-mir-31
GATAD2B,GATAD2B
CPSF6,CPSF6
MIR1282,MIR1282
SMARCB1,SMARCB1
SNORD123,SNORD123
5_8S_rRNA,5_8S_rRNA
