zebrafish gene name,frog gene name
firrm,c1orf112
CTTNBP2,cttnbp2
trmt10c,trmt10c
C21H5orf24,c5orf24
KLF4,klf4
olfml2ba,olfml2b
abca5,abca9
SLC2A12,slc2a12
PIK3R5,pik3r5
TPRKB,tprkb
FBXO48,fbxo48
TG,tg
HNMT,hnmt
RLN3,rln3
PPP1R3D,ppp1r3d
CLU,clu
TSC1,tsc1
C9H2orf69,c2orf69
AATK,aatk
EFHB,efhb
MLPH,mlph
TNRC18,tnrc18
GRAMD1C,gramd1c
unc13d,unc13d
acbd5a,acbd5
HSD17B3,hsd17b3
DENND2B,dennd2b
AMIGO1,amigo1
LRRC42,lrrc42
F13A1,f13a1
MBIP,mbip
ZFPM1,zfpm1
ANKDD1B,ankdd1b
CNR2,cnr2
GTF3A,gtf3a
MYLK4,mylk4
RTTN,rttn
SIVA1,siva1
map3k7cl,map3k7cl
SLC10A1,slc10a1
GADD45GIP1,gadd45gip1
HIVEP1,hivep1
REL,rel
PSMG1,psmg1
NKTR,nktr
ap5b1,ap5b1
GFRA2,gfra2
si:ch211-117k10.3,klf15.2
AMPH,amph
C10H5orf63,C5orf63
lgals9l3,lgals9c
CHCHD3,chchd3
bean1,bean1
MKKS,mkks
NGFR,ngfr
TTI1,tti1
OTOL1,otol1
NFE2L2,nfe2l2
chchd6a,chchd6
CEP85L,cep85l
plin3,plin3
AURKAIP1,aurkaip1
LMTK2,lmtk2
ZBTB33,zbtb33
FJX1,fjx1
nopchap1,nopchap1
JMY,jmy
tjap1,tjap1
GORAB,gorab
bricd5,bricd5
CXCR5,cxcr5
TFPI2,tfpi2
KTN1,ktn1
NASP,nasp
ADGRG6,adgrg6
MYOZ2,myoz2
si:dkeyp-72h1.1,XB5959262 [provisional:lbh]
GTF2A1L,gtf2a1l
GAS1,gas1
PCF11,pcf11
KLF3,klf3
COMMD6,commd6
CBX8,cbx8
GPR34,gpr34
STRA6,stra6
FAM204A,fam204a
pxdc1a,pxdc1
COLEC10,colec10
MYLK3,mylk3
NRBF2,nrbf2
si:ch211-243g18.2,krt18.2
BIRC5,birc5l
LAS1L,las1l
PTGER2,ptger2
METTL4,mettl4
ELK1,elk1
OMG,omg
PTPRZ1,ptprz1
STN1,stn1
SNAP47,snap47
zgc:172323,des.2
DNAAF4,dnaaf4
CMPK2,cmpk2
sdccag8,sdccag8
CCDC32,ccdc32
VASN,vasn
TIMP4,timp4
ZNF395,znf395
CEP78,cep78
METTL21C,mettl21c
FGF19,fgf19
CYTIP,cytip
ODR4,odr4
ralyl,ralyl
ZFP64,zfp64
GLRX,glrx
GPC3,gpc3
AVEN,aven
FAM83C,fam83c
FAM98B,fam98b
fam174c,fam174c
BCL2,bcl2
ZNF800,znf800
HMGXB3,hmgxb3
ENO4,eno4
fbxo36a,fbxo36
HERPUD1,herpud1
SOX17,sox17a
CLIP1,clip1
CEP44,cep44
PRDM2,prdm2
TEPSIN,tepsin
MSRB3,MSRB3
SPACA9,spaca9
ahr1a,ahr
poc5,poc5
BAHCC1,bahcc1
NGB,ngb
RAVER2,raver2
SCARF1,scarf1
slc31a2,slc31a2
MSANTD4,msantd4
six4b,six4
CALHM6,calhm6
AR,ar
CLDN8,cldn8.1
carf,carf
CRB1,crb1
ttc12,ttc12
MTMR11,mtmr11
CCDC146,ccdc146
RRBP1,rrbp1
stxbp6l,stxbp6
AQP11,aqp11
GLMN,glmn
TTK,tent5c
TMX4,tmx4
pkd1a,pkd1
TMED8,tmed8
HACD4,hacd4
cdh16,cdh16
ILDR2,ildr2
DCLRE1A,dclre1a
E2F8,e2f8
GAS2L1,gas2l1
exd3,exd3
ARHGAP11A,arhgap11a.1
PREPL,prepl
C5H2orf68,c2orf68
NRG1,nrg1
minar2,minar2
si:dkey-202c14.3,efcab8
ADGRD2,adgrd2
SH3TC1,sh3tc1
RGS13,rgs13
CSPP1,cspp1
sgca,rrp1b
TPRG1,tprg1
AASDH,aasdh
OSTM1,ostm1
KANSL1,kansl1
TNIP1,eif3c
ASZ1,asz1
BCL9L,bcl9l
brwd1,brwd1
SLC19A3,slc19a3.2
CCN5,ccn5
MARCHF7,marchf7
AKAP11,akap11
TAF1A,taf1a
SUN1,sun1
CEP57L1,cep57l1
DYNC2I1,dync2i1
SHISA4,shisa4
MAP1A,map1a
LY75,ly75
xirp1,xirp1
FDXACB1,fdxacb1
PJA2,b3galt9
QSOX1,qsox1
GASK1A,gask1a
SOD3,sod3
TMEM174,tmem174.2
oclnb,ocln
f5,f5
ALCAM,alcam
c3a.2,c3p1
RMI1,rmi1
AKAP1,akap1
fam185a,fam185a
BCOR,bcor
IGSF10,igsf10
TRIL,tril
ESAM,esam
LBR,lbr
zgc:113425,XB5734924 [provisional]
PARG,ncoa4
SERPINE1,serpine1
ccdc15,ccdc15
selenop2,selenop2l
TMEM72,tmem72
GDPD2,gdpd2
CDH17,cdh17
TM4SF18,tm4sf18
MYCT1,myct1
ZDHHC22,zdhhc22
CEP350,cep350
FAM131C,fam131c
TEN1,ten1
ITGB8,itgb8
DFFA,dffa
HAUS1,haus1
TAF1B,taf1b
XKR9,xkr9
FARP2,FARP2
PLA2R1,pla2r1
UACA,uaca
SNAPC1,snapc1
MSMP,msmp
URB2,urb2
GDF2,gdf2
TGS1,tgs1
ACBD7,acbd7
C9H2orf49,c2orf49
OFD1,ofd1
ARHGEF28,arhgef28
SPIC,SPIC
TMEM192,tmem192
MSL1,msl1
CRACD,cracd
CXCL12,cxcl12
ELF3,elf3
POLN,poln
ASPM,aspm
TRH,trh
CFAP20DC,cfap20dc
SCAF4,scaf4
PRR18,PRR18
MXRA5,mxra5
NHERF4,pdzd3
MAP7D2,map7d2
fkbp15a,boc
LYAR,lyar
TMEM51,tmem51
IL16,il16
RHCE,rhd
FBXO34,fbxo34
CCK,cck
CA12,ca12
C20H6orf58,c6orf58
NUSAP1,nusap1
MFSD6L,mfsd6l
KDM6B,kdm6b
NCAN,ncan
GPR156,gpr156
CFAP73,cfap73
AKAP6,akap6
FNDC10,fndc10
DACT1,dact1
si:ch211-93n23.7,stpg4
E2F7,e2f7
MDM1,mdm1
IER5,ier5
UBXN2A,ubxn2a
PROZ,proz
parp14rs1,parp14.2
TMEM37,tmem37
PPHLN1,pphln1
TMEM182,tmem182
MDFIC,mdfic
eps8l3b,eps8l3
OPTN,optn
foxn1,foxn1
NOL8,nol8
PPP1R1C,ppp1r1c
RBM33,rbm33
mtdha,mtdh
IQCD,iqcd
TET2,tet2
fastkd2,fastkd2
sele,selp
ggt5a,ggt5
ripk1l,ripk1
SLC22A31,slc22a31
ESCO2,esco2
si:ch73-41e3.7,XB6001422 [provisional]
HEPACAM2,hepacam2
PENK,penk
TXNDC16,txndc16
PGLYRP2,pglyrp2
LRRC56,lrrc56
ENTR1,entr1
ghra,ghr
ZYX,zyx
bcan,bcan
PDCD7,pdcd7
armc10,armc10
trim59,trim59
ZNF217,znf217
CCSER1,ccser1
AXDND1,axdnd1
NSD1,nsd1
FAM83B,fam83b
MYZAP,myzap
OCIAD2,ociad2
pik3r6b,pik3r6
stk11ip,stk11ip
RBBP8,rbbp8
CEP55,cep55
cald1b,cald1
THEMIS,themis
cfap92,cfap92
HES3,hes3
NCDN,ncdn
TRIM44,trim44
CREBZF,crebzf
GPNMB,gpnmb
GSDME,gsdme
GSAP,gsap
VSTM4,vstm4
ALKAL2,alkal2
ZNF326,znf326
FAM110C,fam110c
OTOP1,otop1
DENND1B,dennd1b
VTN,vtn
setx,setx
DKK3,dkk3
UBE3D,ube3d
CD99L2,cd99l2
BAALC,baalc
fam83fa,fam83f
BAG4,bag4
APOO,apoo
RASSF9,rassf9
edn2,edn2
NXPH3,nxph3
oip5,oip5
IL10,il10
ifit11,XB959836 [provisional:ifit5]
inha,inha
FANCC,fancc
RNF26,rnf26
F2RL2,f2rl2
DDIT3,ddit3
ifit10,ifit5
col6a4a,col6a6
CPED1,cped1
DZIP1,dzip1
USF3,usf3
FNDC1,fndc1
stk31,stk31
FAM3D,fam3d
ZCCHC7,zcchc7
SH3D19,sh3d19
pag1,pag1
TEX264,tex264
NFKBIE,nfkbie
BARD1,bard1
BAG3,bag3
sh3d21,sh3d21
PRLR,prlr
POT1,pot1
ADM,adm
CFAP97,cfap97
si:ch211-207d6.2,kiaa1217
CYTL1,cytl1
MICALL2,micall2
C22H1orf53,c4h1orf53
FAM180A,FAM180A
BACH1,bach1
cfap184,ccdc96
AMER2,amer2
MIPOL1,mipol1
pnocb,pnoc
CLUL1,clul1
si:ch211-140b10.6,polr1d
med1l,med1l
si:dkey-79d12.5,btg5.2
KLHDC7A,KLHDC7A
si:dkey-188g12.1,c10orf67
BAHD1,bahd1
figla,figla
CEP152,cep152
TP53BP1,tp53bp1
INKA2,inka2
FMN1,fmn1
SAMD12,samd12
CALCOCO1,calcoco1
STMND1,stmnd1
CSPG4,cspg4
CFAP68,c11orf1
rtbdn,rtbdn
CEP15,CEP15
IMPG1,impg1
MDFIC2,MDFIC2
si:ch211-129o18.4,c1orf127
serpina10a,serpina10
ITPRID2,itprid2
TTC3,ttc3
LINS1,lins1
TMEM232,tmem232
si:ch211-185a18.2,kiaa0586
FAM161B,fam161b
NTS,nts
RNF217,rnf217
STAP2,stap2
TAGAP,tagap
fgfbp3,fgfbp3
CCDC18,ccdc18
ZNF292,znf292
ifit12,ifit1b
PHRF1,phrf1
TDRD1,tdrd1
emid1,emid1
HBEGF,hbegf
cd99,cd99
bbs12,bbs12
EMILIN2,emilin2
GC,gc
map9,map9
CCDC59,ccdc59
amer1,amer1
vox,ventx1.1
MAJIN,majin
si:ch211-157c3.4,litafd
CENPF,cenpf
HCRT,hcrt
fance,fance
il17a/f3,il17f
ZNF644,znf644
PAICS,paics.1
si:ch211-216l23.2,XB5885308 [provisional:ncoa5]
sfi1,sfi1
si:ch1073-159d7.4,h3c14
PPP6C,ppp6c
si:dkey-23a13.19,h4c3
h3f3d,h3-3a
PHF5A,phf5a
RPL23,rpl23
SF3B6,sf3b6
YPEL5,ypel5
U6,U6
UBE2I,ube2i
arf2b,arf1
ERH,erh
AP2M1,ap2m1
POLR2L,polr2l.1
RPS15A,rps15a
UBA52,uba52
SNRPD2,snrpd2
DCAF7,dcaf7
gnb1b,gnb1
TUBG1,tubg1
PSMC1,psmc1
RPS16,rps16
NCALD,ncald
CSNK2B,csnk2b
PPP1CB,ppp1cb
RPS23,rps23
YPEL2,ypel2
psma2a,psma2
KLHL20,klhl20
NCS1,ncs1
SEC61A1,sec61a1
CUL3,cul3
zgc:55461,tubb4a
RPS12,rps12
CUL5,cul5
ACTR2,actr2
NEDD8,nedd8
CNEP1R1,cnep1r1
YWHAG,ywhag
rap1b,rap1b
ETF1,etf1
arf2a,arf5
SNRPF,snrpf
RPS29,rps29
GNAZ,gnaz
PRKAR1B,prkar1b
EIF4A3,eif4a3.1
YWHAE,ywhae
CFAP20,cfap20
PSMC5,psmc5
PSMC3,psmc3
WDR5,wdr5
PSMA4,psma4
ARL8A,arl8a
tuba1b,tuba1cl.3
tubb6,tubb6
LDB1,ldb1
RAP2B,rap2b
EIF1B,eif1b
RAC1,rac1
SMU1,smu1
si:dkeyp-3b12.15,5_8S_rRNA
mob1a,mob1a
POLR2H,polr2h
PPP2R5E,ppp2r5e
hist2h2l,h2bc21
PSMC4,psmc4
RPS2,rps2
UPF1,upf1
ralaa,rala
CNOT9,cnot9
ISL1,isl1
WDR45B,wdr45b
PRPS1L1,prps1
tubb5,tubb
AGO4,ago4
AGO1,ago1
NUDT21,mt4
ago3a,ago3
HSPA8,hspa8
ATP6V0D1,atp6v0d1
POLR2A,polr2a
AP2S1,ap2s1
SNRPB,snrpb
GTF2H5,gtf2h5
BTF3L4,btf3l4
RPS18,rps18
RPL19,rpl19
CHMP2A,chmp2a
GNAI2,gnai2
RAB11B,rab11b.2
EIF4A2,eif4a2
OSTC,ostc
eef1a2,eef1a2
EEF1A1,eef1a1
UBE2G2,ube2g2
actb1,actg1
XPO1,xpo1
DRG1,fzd3
RPL26,rpl26
ARIH1,arih1
RAN,ran
PSMC6,psmc6
STT3A,stt3a
RPL23A,rpl23a
POLR3K,polr3k
RNF11,rnf11
RPL17,rpl17
PSMB3,psmb3
RAB40C,rab40c
NSA2,nsa2
TSPAN17,tspan17
RAB8A,rab8a
RPS26,rps26
SRSF1,srsf1
kras,krasl
SF3B3,sf3b3
ROMO1,romo1
SF3B1,sf3b1
SF3B5,sf3b5
RALB,ralb
AP1M1,ap1m1
U2AF1,u2af1
RAB8B,rab8b
ssbp4,ssbp4
PSMC2,psmc2
PSMD7,psmd7
NAA20,naa20
CYTH3,cyth3
rbb4l,rbbp7
RTCB,rtcb
usp12b,usp12b
GRK3,grk3
CSNK1A1,csnk1a1
rab11bb,rab11b.1
RAB3A,rab3a
RPS4Y2,rps4x
SGF29,sgf29
CNIH1,cnih1
SIAH1,siah1
MIR153-2,xtr-mir-153-2
DDX39A,ddx39a
EEF2,fbxl16
MAEA,maea
PPP4C,ppp4c
POLR2G,polr2g
EHD3,ehd3
MAT2A,tfap2b
NLK,nlk
GET3,get3
MIR455,xtr-mir-455
CPLX2,cplx2
GNG3,gng3
EBF3,ebf3
SNN,snn
PDCD10,pdcd10
TUBB2B,tubb2b
HDAC1,hdac1
PSMD11,psmd11
SOX14,sox14
GJD2,gjd2
RAB7A,rab7a
WDR82,wdr82
LSM8,lsm8
CCNC,ccnc
gnb4b,gnb4
EMC3,emc3
KPNB1,kpnb1
GRB2,grb2
SAP18,sap18
SNU13,snu13
DRG2,drg2
pgam1a,pgam1
ATP6V1F,atp6v1f
ELAVL2,elavl2
GNG7,gng7
ATP5F1B,atp5f1b
NRARP,nrarp
MYL9,myl9
VPS28,vps28
RPL18A,rpl18a
MAP1LC3A,map1lc3a
VPS29,vps29
hsc70,hspa1a
eef1a1l1,eef1a1o
tuba8l2,tuba4b
RPS25,rps25
KCNA2,kcna2
EFTUD2,eftud2
TM9SF3,tm9sf3
rps3,rps3
RAB39B,rab39b
RUNX1T1,runx1t1
POLR2D,polr2d
CALM2,calm2
PRPSAP2,prpsap2
TMED2,tmed2
DERL2,derl2
pbx1a,pbx1
OGT,ogt
MIR9-1,xtr-mir-9a-1
ddx39b,ddx39b
SMARCB1,smarcb1
MIR183,xtr-mir-183
MIR101-1,xtr-mir-101a-2
RBM8A,rbm8a
AGO2,ago2
actn3b,actn3
CCT7,cct7
CDC73,cdc73
SEPTIN7,septin7
TNNC1,tnnc1
mfsd14a2,mfsd14b
MYH10,myh10
GDI1,gdi1
gna11b,lyve1
cycsb,cyct
HSP90AA1,hsp90aa1.1
CCT6B,cct6a
ubb,ubc
ATG101,atg101
DHX8,dhx8
AP1S1,ap1s1
ARL4C,arl4c
SLC25A20,slc25a20
ACTR1A,actr1a
CSTF1,cstf1
PIK3CA,pik3ca
CDK9,cdk9
COPS4,cops4
PRPF6,prpf6
ube2d4,ube2d4
EIF3D,eif3d
PAFAH1B1,pafah1b1
FCF1,fcf1
CACNG2,cacng2
LMO2,lmo2
SMC1A,smc1a
hist1h2a5,h2ax.2
CHIC2,chic2
RND3,rnd3
EED,eed
U2AF2,u2af2
CAMK2A,camk2a
CAPZB,capzb
SF3A3,sf3a3
KIF3A,kif3a
CSTF3,cstf3
DCTN5,dctn5
MOB3A,mob3a
RPS14,rps14
SNRNP200,abcc10
SEC22B,sec22b
glud1a,glud1
RPL3,rpl3
MIRLET7C,xtr-let-7c
STEEP1,steep1
GOSR1,gosr1
PTPN11,ptpn11
surf4,surf4.2
NOP10,nop10
RAE1,rae1
PCNA,pcna
KDELR2,kdelr1
YEATS4,yeats4
RPS21,rps21
TIMM13,timm13
rhogd,rhog2
rab5b,rab5d
ARPC2,arpc2
RPS8,rps8
ARF6,arf6
SUPT5H,supt5h
SPTAN1,sptan1
RACK1,rack1
WDR20,wdr20
SRSF3,srsf3
MIRLET7I,xtr-let-7i
pcbp3,pcbp1
AP1G1,ap1g1
SEC13,sec13
CLCN4,clcn4
zgc:91910,znf706l
CNOT1,cnot1
VPS26A,vps26a
WDR83OS,wdr83os
FYN,fyn
PRPF38A,prpf38a
RPL36,rpl36
MIR19A,xtr-mir-19a
SPPL3,sppl3
FGF12,fgf12
CS,cs
NR2F2,nr2f2
POLR3A,polr3a
SBDS,sbds
CHP1,chp1
TRAF7,traf7
RRM1,rrm1
wnt3,wnt3
MIR129-2,xtr-mir-129-1
TBX20,tbx20
CYTH1,cyth2
TCP1,tcp1
RUVBL2,ruvbl2
smarca1,smarca1
ELAVL3,elavl3
SLC32A1,slc32a1
SNRPG,snrpg
PRMT1,prmt1
ARPC4,arpc4
CPNE4,cpne4
TMEM185A,tmem185a
mir365-1,xtr-mir-365-1
RAB40B,rab40b
MARCHF6,marchf6
RPS10,rps10
PPP2R2B,ppp2r2b
MCM2,mcm2
GMPR,gmpr
RPTOR,rptor
ELMO1,elmo1
MIR137,xtr-mir-137-1
VPS53,vps53
KCNA1,kcna1
CCT5,cct5
vsnl1b,vsnl1
RAD51,rad51
SMAD1,smad1
PRKCI,prkci
spina,spin1
COPG2,copg2
RPL22,rpl22
ACTN1,actn1
ERGIC3,ergic3
HSPA5,hspa5
ARL2,arl2
MTOR,mtor
RRAGB,rraga
BLCAP,blcap
GFPT1,gfpt1
WNT7B,wnt7b
RPLP0,rplp0
GALNT1,galnt1
COPB2,copb2
KCMF1,kcmf1
EMC6,emc6
SMARCA4,smarca4
DET1,det1
RPL13,rpl13
SUPT4H1,supt4h1
EIF3L,eif3l
NAPA,napa
IMPDH2,impdh2
MCCC2,mccc2
RIMS4,rims4
RPL34,rpl34
ahcyl2b,ahcyl2
USP22,usp22
MAPK14,mapk14
SFXN1,sfxn1
STK38,stk38
ATP1A1,atp1a1
ARRB1,arrb1
klhl13,klhl13
YWHAB,ywhab
SAMM50,taf13
TAF9,taf9b
TRAPPC3,trappc3
POLR2K,polr2k
IMPDH1,impdh1
CTU1,ctu1
THRA,thra
SEC23B,sec23b
TMEM121,tmem121
RNF2,rnf2
GET4,get4
MIR199A2,xtr-mir-199a
RAB21,rab21
YES1,yes1
PRDM12,prdm12
IMP3,imp3
AP1B1,ap1b1
SSR2,ssr2
CHMP1A,chmp1a
LIN7B,lin7b
PSMD12,psmd12
ATP2A2,atp2a2
GPS1,gps1
BZW1,bzw1
GPR89B,gpr89b
QKI,qki
PSMD1,psmd1
B3GAT1,b3gat1
KDM1A,kdm1a
MRAS,mras
TNKS,tnks
TFAP2D,tfap2d
LZTR1,lztr1
RPL10,rpl10
rac2,rac2
ACACA,acaca
RFC3,rfc3
rps6kal,rps6ka6
MAD2L2,mad2l2
smim15,smim15
AP2A1,aqp10
NKX6-2,nkx6-2
PGK2,pgk1
CYRIA,cyria
PRKCB,prkcb
RSL24D1,rsl24d1
MAT1A,mat1a
GLUL,glul-like.1
EHD1,ehd1
FAM76B,fam76b
EML5,eml5
RPL13A,rpl13a
CACNB4,cacnb4
RAB4B,rab4b
ATP1A2,atp1a2
CCT3,cct3
ABCF2,abcf2
ANAPC7,anapc7
PIN4,pin4
TARS1,tars1
STX1B,stx1b
CNOT2,myh2
PRKAA1,prkaa1
GFOD1,gfod1
PABPC4,pabpc4
PSMD3,psmd3
GRIN1,grin1
RPS6KA2,rps6ka2
UBE2M,ube2m
smyhc1,myh6
RNF7,rnf7
MIR451A,xtr-mir-451
TLN2,tln2
SLC6A1,XB5944457 [provisional]
pou4f4,pou4f4
ARMH3,armh3
CPSF4,cpsf4
PYGB,pygm
pitx3,pitx3
NSF,nsf
GRIA4,gria4
ELOVL6,elovl6
SMURF1,smurf1
RPS13,rps13
PGAM2,pgam2
NUTF2,nutf2
CTBP1,ctbp1
STAT3,stat3.2
SMIM7,smim7
MAPKAPK5,mapkapk5
CUL4B,cul4b
DDB1,ddb1
PRKCE,prkce
IPO7,ipo7
VDAC1,vdac1
RBPMS2,rbpms2
RUVBL1,ruvbl1
RNF24,rnf24
RPL10A,rpl10a
PC,pc.2
EI24,ei24
FLNC,flnc
WIPI2,wipi2
RBM24,rbm24
DIMT1,dimt1
MEIS1,meis1
OGDH,ogdh
TRAPPC5,trappc5
ABCG1,abcg1
MEMO1,memo1
TLN1,tln1
EXOC6,exoc6
WNT7A,wnt7a
RPS19,rps19
CCNYL1,ccnyl1
PLEKHF2,plekhf2
MDH2,mdh2
CPSF2,cpsf2
CNOT11,cnot11
VPS4A,vps4a
CSNK1G1,csnk1g1
METAP1,metap1
USP39,usp39
ALDOA,aldoa
ADCY3,dnajc27
PIK3C3,pik3c3
RER1,rer1
PHOX2B,phox2b
MB21D2,mb21d2
chmp4ba,chmp4b
LMX1B,lmx1b.1
ORMDL2,ormdl2
nr2f5,nr2f5
SUPT16H,supt16h
STAG2,stag2
VDAC2,vdac2
IFT20,ift20
kcnd1,kcnd1
UBR4,ubr4
UCKL1,uckl1
MAPK10,mapk10
PURA,pura
AP1M2,ap1m2
MARCHF2,marchf2
ptp4a2b,ptp4a2
prkacab,prkaca
TMEM147,tmem147
SLC39A9,slc39a9
CAB39,cab39
GAPDH,gapdh
PYGL,pygl
BRCC3,brcc3
RASGRF2,rasgrf2
GMPPB,gmppb
ANKRD13C,ankrd13c
DCUN1D1,dcun1d1
GTF2A2,gtf2a2
APPBP2,appbp2
IK,ik
ANKH,ankh
LARGE1,large1
ABCE1,abce1
GALNT2,galnt2
POLR2E,polr2e
PSMD4,psmd4
MIR142,xtr-mir-142-1
PRPF18,prpf18
RBM22,rbm22
NFYC,nfyc
sumo3a,sumo2
GLRA1,glra1
PACRG,pacrg
LCP1,lcp1
akt2,akt2
RPL31,rpl31
AP3M2,ap3m2
PYGM,pygb
dre-mir-301a-1,xtr-mir-301-1
MTREX,mtrex
SYNCRIP,syncrip
MARK3,mark3
KLHL24,klhl24
SNW1,snw1
UFC1,ufc1
SLC6A6,slc6a6
LHX2,lhx2
CSE1L,cse1l
PDE6G,PDE6G
CACNG3,cacng3
opn1lw1,opn1lw
PDCD6,pdcd6
WDR13,wdr13
NNT,nnt
DNAJC11,dnajc11
EIF3G,eif3g
MIRLET7A2,xtr-let-7a
myh7ba,myh7b
EIF3K,eif3k
COL2A1,col2a1
SUDS3,suds3
CNOT8,cnot8
POU4F3,pou4f3
TBP,tbp
PDHB,pdhb
ASF1B,asf1b
NCBP2L,ncbp2
FAM219A,fam219a
EIF3I,eif3i
GOLPH3,golph3
ACTR6,actr6
SDHA,sdha
GTPBP4,gtpbp4
PDCD5,pdcd5
ATG3,atg3
KLHL15,klhl15
HSPD1,hspd1
SPSB4,spsb4
PRPF31,prpf31
RPEL1,rpe
CZIB,czib
DERL1,derl1
GPN3,gpn3
U2,U2
CTPS1,ctps1
NARS1,nars1
MPC1,mpc1
C19H6orf62,c6orf62
MAP2K6,map2k6
PURB,purb
WDR45,wdr45
dnajc8,dnajc8
EEF1B2,eef1b2
RASA3,rasa3
MGAT4B,mgat4b
MYO1E,myo1e.1
DLD,dld
UBLCP1,ublcp1
RBMS3,rbms3
MIR27B,xtr-mir-27b
AMMECR1,ammecr1
RAB27B,rab27b
CELF3,celf3
WASHC4,washc4
FBXL20,fbxl20
MYCBP2,mycbp2
TMCO1,tmco1
TMEM86A,tmem86a
MED21,med21
MCM5,mcm5
atp2b4,atp2b2
KLHL18,klhl18
DYNLRB2,dynlrb2
cetn4,cetn4
actn2b,actn2
IPO9,ipo9
PDE6D,pde6d
hpca,hpca
MFSD14A,mfsd14a
PSMA1,psma1
EHD2,ehd2
stk38l,stk38l
SF3A1,sf3a1
HSPA9,hspa9
SNX12,snx12
SLC25A36,slc25a36
TRIM62,trim62
ZNHIT1,znhit1
ATP9B,atp9b
SNAP25,snap25
MMP24,mmp24
CPNE7,cpne7
WDFY3,wdfy3
ascl1a,ascl1
POLB,polb
SLC25A1,slc25a1
COPA,copa
ARL5B,arl5b
CRNKL1,crnkl1
DNAL1,dnal1
PKM,pkm
ADSS1,adss1
prkacbb,prkacb
TPI1,tpi1
PRDM5,prdm5
gspt1,gspt1
CRX,crx
MSI1,msi1
atp6v1e1b,atp6v1e1
RPS6,rps6
ERCC2,ercc2
tubb1,tubb1
CDK19,cdk19
KCTD6,kctd6
AFG3L2,afg3l2
TOMM70,tomm70
MAPKAP1,mapkap1
KCTD9,kctd9
TNNC2,tnnc2
CDC23,cdc23
GPR173,gpr173
POLE,pole
IFT70A,ttc30a
FEN1,fen1
CA10,ca10
HSP90B1,hsp90b1
pitpnaa,pitpna
VAMP7,vamp7
STXBP5,stxbp5
RPS11,rps11
ELOB,elob
SLC25A3,slc25a3
ATP6V0A1,atp6v0a1
TIMM17B,timm17b
RAB10,rab10
ATL1,atl1
STRAP,strap
MIRLET7G,xtr-let-7g
RPLP1,rplp1
FBL,fbl
SCGN,scgn
ISCA1,isca1
LEF1,lef1
PRKCZ,prkcz
ARIH2,arih2
elavl1a,elavl1
UCP2,ucp2
TNPO3,tnpo3
ACO2,aco2
KCNH1,kcnh1
USP14,usp14
CDS2,cds2
KIF2A,hacd2
IDH1,idh1
SCAMP5,scamp5.2
RPS3A,rps3a
ENO3,eno3
PAK2,pak2
GK3,gk
TAOK1,taok1
OSGEP,osgep
WASHC5,washc5
TM9SF2,tm9sf2
MIOS,mios
DIP2A,dip2a
CHMP3,chmp3
RYR1,ryr1
ACO1,aco1
YWHAH,ywhah
SRC,src
VPS33A,vps33a
PHAF1,phaf1
NDUFS2,ndufs2
TMEM47,tmem47
NDUFV1,ndufv1
MAP3K2,map3k2
UBE2F,ube2f
TLX1,tlx1
MAP2K7,map2k7
WDR35,wdr35
CASTOR2,castor2
SACM1L,sacm1l
fbxl3l,fbxl21p
PA2G4,pa2g4
PPIH,ppih
STK11,stk11
NLGN1,nlgn1
TMEM33,tmem33
SHOX,shox
MAGOHB,magoh
CLCN6,clcn6
GRIA3,gria3
tspan5a,tspan5
kat5b,kat5
SMAD7,smad7
HGD,hgd
CLIP3,clip3
HAL,hal.2
enc3,enc1.2
GNG10,gng10
uba1,uba1
RPL14,rpl14
CAD,cad
DENND5A,dennd5a
ARMC8,armc8
SRGAP1,srgap1
KIAA0930,kiaa0930
rragd,rragd
KCNJ2,kcnj2
CAMK2B,camk2b
TMEM98,tmem98
CRKL,crkl
csnk2a2b,csnk2a2
RPL35A,rpl35a
FZD4,fzd4
SUPT6H,supt6h
MIR140,xtr-mir-140
FHL3,fhl3
PCSK2,pcsk2
TRIO,trio
LEPROTL1,leprotl1
SARS1,sars1
CAB39L,cab39l
VAT1L,vat1l
PSMB4,psmb4
NDUFB9,ndufb9
DMAP1,dmap1
PIM3,pim3
GRK6,grk6
GNPDA1,gnpda1
FAR1,far1
FAM78B,spen
STUB1,stub1
KCNT1,kcnt1
DPM1,dpm1
TTC7B,ttc7b
RNF123,rnf123
STRIP1,strip1
SNX27,snx27
PLS3,pls3
INPP4A,inpp4a
TECR,tecr
SUCLG1,suclg1
ERC1,erc1
SNORA73,SNORA73
DNAH5,dnah5
NAA10,naa10
PELO,pelo
NMT1,nmt1
SLC17A7,slc17a7
BARHL1,barhl1
DDX19A,ddx19b
HOXC13,HOXC13
RPL24,rpl24
PSMB1,psmb1
SNX17,snx17
RNF185,rnf185
PRMT8,prmt8
mir130b,xtr-mir-130b
SLC9A8,slc9a8
NUP93,nup93
ZMPSTE24,zmpste24
CLIC4,clic4
ST7,st7
PCDH7,pcdh7
PHB2,phb2
gipc2,gipc2
PPIL1,ppil1
HNF1B,hnf1b
ADIPOR1,adipor1
OSBPL9,osbpl9
ACER2,acer2
CPSF6,cpsf6
KCNAB2,kcnab2
RXRA,rxra
PBX3,pbx3
camk2g1,camk2g
ALDH18A1,aldh18a1
DNAJC19,dnajc19
SLC23A2,rassf2
nova1,nova1
BRSK2,brsk2
CNDP2,cndp2
