mice gene name,frog gene name,correlation,identical_scores,orthology confidence,combo_score
Srebf2,srebf2,0.94018704,69.19855,0.0,1.5721351874344813
Trpm8,trpm8,0.91225225,74.49685,0.0,1.57213483594512
Amdhd2,amdhd2,0.935777,70.01235,0.0,1.5719053149292517
Gucy2c,gucy2c,0.98155004,61.33045,0.0,1.5719030724193273
Uhrf1,uhrf1,0.9750723,62.540099999999995,0.0,1.5717104935422364
Drap1,drap1,0.96993303,63.5122,0.0,1.57168354170716
Faim2,faim2,0.94202673,68.7961,0.0,1.5715918600322416
Klhl26,klhl26,0.9213917,72.6811,0.0,1.5712994441927115
Mapk13,mapk13,0.9201546,72.90455,0.0,1.5711858623211015
Ap1m1,ap1m1,0.81298125,93.19955,0.0,1.5708574418658987
Sptb,sptb,0.98787576,59.98765,0.0,1.570451212073374
Slc30a6,slc30a6,0.91283226,74.21265,0.0,1.5703664687341456
Fzd9,fzd9,0.93088365,70.7392,0.0,1.569862125271611
Ireb2,ireb2,0.95011306,67.08535,0.0,1.5697946451593738
Rdh13,rdh13,0.93797344,69.38555,0.0,1.5697713266762103
Ptp4a3,ptp4a3,0.8404552,87.8613,0.0,1.5695648814958463
Ccar1,ccar1,0.89462197,77.5798,0.0,1.569485704230507
Galnt12,galnt12,0.9519794,66.688,0.0,1.5693544068052756
Pth2r,pth2r,0.94205225,68.556,0.0,1.5692035262996575
Slc9a2,slc9a2,0.9385614,69.1731,0.0,1.5687466662644218
Rs1,rs1,0.9506999,66.86445,0.0,1.5686820446048908
Slc14a1,slc14a2,0.9860163,60.13915,0.0,1.568408852091811
Gsr,gsr,0.9484728,67.24745,0.0,1.5682819629940141
Caprin1,caprin1,0.9232928,71.92545,0.0,1.5672887085346594
Ptgr2,ptgr2,0.9509502,66.6667,0.0,1.5671564558952338
Fnta,fnta,0.92689943,71.1645,0.0,1.5665081504608176
Rhbdf1,rhbdf1,0.87719667,80.5834,0.0,1.5664257060429527
Guca1b,guca1b,0.949375,66.84055000000001,0.0,1.5658883310523324
Mtmr6,mtmr6,0.95320576,66.0926,0.0,1.565671308036087
Pdpr,pdpr,0.8914445,77.80125000000001,0.0,1.5656156535638763
Nhp2,nhp2,0.93459153,69.5486,0.0,1.5649147574070104
Pkd2,pkd2,0.9362109,69.2175,0.0,1.564671544209903
Grik5,grik5,0.872098,81.363,0.0,1.564522687532426
Slitrk6,slitrk6,0.9825236,60.38845,0.0,1.5642145594343808
Cybb,cybb,0.88847893,78.21195,0.0,1.564074862362546
Ano5,ano5,0.9879554,59.28965,0.0,1.5635185288575917
Coro2a,coro2a,0.9524558,65.99235,0.0,1.563209538377103
Wnt8a,wnt8a,0.9679999,63.029650000000004,0.0,1.563062515774282
Ring1,ring1,0.93463326,69.2734,0.0,1.5622013040367824
Tnfrsf21,tnfrsf21,0.96730196,63.054649999999995,0.0,1.5619724361922918
Scamp5,scamp5.2,0.8529104,84.6809,0.0,1.5612601401172022
Map3k5,map3k5,0.90480417,74.7662,0.0,1.560528040351342
Sephs2,sephs3,0.92609054,70.7148,0.0,1.560385328599948
Mvp,mvp,0.92944896,70.06425,0.0,1.56024761465657
Pla2g12a,pla2g12a,0.97069085,62.221050000000005,0.0,1.5600350858467935
Ppp1r14c,ppp1r14c,0.9356566,68.8526,0.0,1.5598998146036163
Pfdn6,pfdn6,0.9567256,64.82315,0.0,1.5595613931750403
Dhrs7b,dhrs7b,0.96575445,63.110150000000004,0.0,1.5595561503014372
Tcim,tcim,0.9360789,68.73315,0.0,1.5595003044671878
Mylip,mylip,0.8600529,83.1461,0.0,1.5594318166581784
Anxa7,anxa7,0.9620068,63.78275,0.0,1.5591682548735437
Lrrc57,lrrc57,0.9213164,71.46575,0.0,1.5588163376230146
Poglut1,poglut1,0.9709326,62.0385,0.0,1.5586473431369574
Hnrnpr,hnrnpr,0.88928485,77.51145,0.0,1.5585152449944648
Pigt,pigt,0.92626435,70.45695,0.0,1.5581023296245244
Iqsec2,iqsec2,0.96322346,63.4273,0.0,1.5579024283190062
Huwe1,huwe1,0.8380809,87.16275,0.0,1.5579015753298393
Rcbtb2,rcbtb2,0.88700163,77.85069999999999,0.0,1.5575629590077167
Srrt,srrt,0.9134713,72.8271,0.0,1.5575309632700094
Oaz2,oaz2,0.8704889,80.9524,0.0,1.557256007977255
Itga9,itga9,0.9157038,72.3672,0.0,1.5571607610786322
Ndufab1,ndufab1,0.96511436,62.984,0.0,1.557043000013683
Ubap2,ubap2,0.9585814,64.21355,0.0,1.556946118422102
Smarcc1,smarcc1,0.90946716,73.50625,0.0,1.5567156936278952
Mdn1,mdn1,0.97719663,60.64405,0.0,1.5565523533849133
Nos2,nos2,0.9725162,61.4613,0.0,1.5558368714366047
Pms2,pms2,0.9734701,61.279650000000004,0.0,1.5558295038617302
H4c1,h4c1,1.0000011,56.245549999999994,0.0,1.5558090034905798
H3f3b,h3-3a,0.999998,56.245549999999994,0.0,1.555803034468457
Use1,use1,0.9394127,67.70415,0.0,1.5554731966887774
Rps24,rps24,0.9994857,56.245549999999994,0.0,1.5548166054253518
Insr,insr,0.92109823,71.08484999999999,0.0,1.5545293928375445
Gper1,gper1,0.93157995,69.0467,0.0,1.55402074634569
Klhl40,klhl40,0.9393951,67.53255,0.0,1.5536972412401044
Dars2,dars2,0.9695913,61.799499999999995,0.0,1.5536383768805178
Mcoln2,mcoln2,0.9485548,65.7857,0.0,1.5536003068985353
Ndufa2,ndufa2,0.94538313,66.33335,0.0,1.553052975317653
Ampd3,ampd3,0.87827945,79.05,0.0,1.5529436588826573
Fmc1,fmc1,0.91662455,71.7619,0.0,1.552788709148417
Rbl1,rbl1,0.93381107,68.5018,0.0,1.5527849750968268
Mchr1,mchr1.2,0.9739385,60.87545,0.0,1.5526280040630938
Hsd17b10,syp,0.9270728,69.76384999999999,0.0,1.5526227078417651
Zap70,zap70,0.9115053,72.70155,0.0,1.5524708763432788
Slc7a6,rnf11.2,0.910497,72.88635,0.0,1.5524054757064274
Phf8,phf8,0.93894094,67.4805,0.0,1.5522943536165408
Sgta,sgta,0.95658845,64.06005,0.0,1.5515503937828026
Plce1,plce1,0.95016116,65.19575,0.0,1.5507042225915268
Tubb4b,tubb4a,0.997218,56.245549999999994,0.0,1.5504501694678088
Ostf1,ostf1,0.9006097,74.53540000000001,0.0,1.550108566533889
H2bc18,h2bc21,0.99699026,56.245549999999994,0.0,1.550011658145777
Ech1,ech1,0.9571422,63.7817,0.0,1.549790851819119
Nav1,nav1,0.9782668,59.749900000000004,0.0,1.5495356307150532
Sirt6,sirt6,0.93304306,68.2721,0.0,1.5489742862916005
Phlpp1,phlpp1,0.9414375,66.67425,0.0,1.548916484467622
Slc5a2,slc5a2,0.93100077,68.64789999999999,0.0,1.548856960961627
Myh3,myh13,0.996081,56.245549999999994,0.0,1.5482608861923635
Ctnnal1,ctnnal1,0.9477849,65.39699999999999,0.0,1.5481718261046762
Plg,plg,0.9829273,58.6881,0.0,1.5477300893896015
Rpl26,rpl26,0.99573636,56.245549999999994,0.0,1.5475972849715638
Arntl,bmal1,0.99571544,56.245549999999994,0.0,1.5475570036996884
Rnf144b,rnf144b,0.94074476,66.66995,0.0,1.5475389666379182
Fads2,fads2,0.92604,69.43854999999999,0.0,1.5473316462054107
Adora1,adora1,0.9401555,66.70975,0.0,1.5468083976047622
Tnc,tnc,0.9767689,59.760850000000005,0.0,1.546762601088967
Slc5a6,slc5a6,0.9577482,63.3654,0.0,1.5467314615390253
Acadvl,acadvl,0.93568367,67.53075,0.0,1.546532642722363
Pbx1,pbx1,0.99516684,56.245549999999994,0.0,1.5465006793330136
Usf2,usf2,0.8610222,81.67699999999999,0.0,1.5463840322357396
Zfp618,znf618,0.9522807,64.36465000000001,0.0,1.5463481299969242
Rac3,rac3,0.99496377,56.245549999999994,0.0,1.5461096698741352
Fads1,fads1,0.9644979,61.99805,0.0,1.5458467416156783
Ptpn4,ptpn4,0.86611795,80.63825,0.0,1.5456505622692902
Qpct,qpct,0.96473104,61.8596,0.0,1.5448901194153668
Mapk8ip3,mapk8ip3,0.99392796,56.245549999999994,0.0,1.544115227033732
Edrf1,edrf1,0.8913811,75.6699,0.0,1.5438563158432337
Elp1,elp1,0.9770015,59.42125,0.0,1.5437628835394996
Dbnl,dbnl,0.96523696,61.62665,0.0,1.5434993776797068
Spout1,spout1,0.9547298,63.6002,0.0,1.543303226651612
Slc1a6,slc1a6,0.94073355,66.2449,0.0,1.5432023148890233
Etv3,etv3,0.9593668,62.6623,0.0,1.5427102572512397
Scn9a,scn3a,0.9930779,56.245549999999994,0.0,1.542478444147958
Ndufa1,ndufa1,0.9679056,60.996,0.0,1.5422355214481658
H2ax,h2ax.2,0.99291885,56.245549999999994,0.0,1.5421721948032268
Oga,oga,0.85495543,82.41220000000001,0.0,1.542166201322483
Fkbp9,fkbp9,0.9121724,71.5578,0.0,1.5421441306575026
Stx12,stx12,0.92795634,68.561,0.0,1.5421127378754973
Dynll1,dynll1,0.99273247,56.245549999999994,0.0,1.5418133217892622
Rbmxl1,rbmx,0.99210286,56.245549999999994,0.0,1.540601013396076
Pias3,pias3,0.91207117,71.41945,0.0,1.5405446972194845
Mrpl28,mrpl28,0.94504714,65.1471,0.0,1.540363332917288
Tiprl,tiprl,0.8891421,75.73634999999999,0.0,1.5402197355295923
Cyp3a13,cyp3a4.2,0.97530204,59.38435,0.0,1.5401159833170974
Spin1,spin1,0.9917777,56.245549999999994,0.0,1.5399749207401008
Stau1,stau1,0.9462495,64.86070000000001,0.0,1.539770960844954
Bin1,bin1,0.93683857,66.62854999999999,0.0,1.5395973440745836
Ncbp3,ncbp3,0.930882,67.75265,0.0,1.5395397779184798
Mrps2,mrps2,0.96650755,60.96835,0.0,1.539262888586654
Tpm3-rs7,tpm3,0.99135727,56.245549999999994,0.0,1.539165386555848
Smim13,smim13,0.97807485,58.75895,0.0,1.5391060029822645
Ephb4,ephb4,0.963312,61.5143,0.0,1.5386523180429164
Slc6a1,XB5944457,0.99106014,56.245549999999994,0.0,1.538593265412811
Ppfibp1,ppfibp1,0.93568367,66.7468,0.0,1.5385740572136075
C1qtnf2,c1qtnf2,0.9419663,65.53925000000001,0.0,1.5384122725396252
Zfp36l1,zfp36l1,0.89965826,73.56285,0.0,1.5384033426781056
Ugt1a1,ugt1a1,0.9761969,59.0445,0.0,1.538388903466092
Cmbl,cmbl,0.9329404,67.21005,0.0,1.5379947852430933
Top1,top1,0.990719,56.245549999999994,0.0,1.5379364034105374
Hsd17b11,hsd17b11,0.9662966,60.87025,0.0,1.537860804430193
Sirt2,sirt2,0.95069945,63.8228,0.0,1.5378026379047063
Ndufa13,ndufa13,0.95097405,63.77065,0.0,1.5378019559172689
Gabbr1,gabbr1,0.8780082,77.58335,0.0,1.5375320787569047
Esm1,esm1,0.9412162,65.58315,0.0,1.5374136303411587
Bap1,bap1,0.9081978,71.82875,0.0,1.5372417326153545
Orc5,orc5,0.9158693,70.3726,0.0,1.5372304411857747
Znfx1,znfx1,0.9719679,59.717299999999994,0.0,1.537076203322667
Dpp9,dpp9,0.9148051,70.52969999999999,0.0,1.5367761978478067
Slc6a11,slc6a13,0.9900788,56.245549999999994,0.0,1.5367037040675822
Eef1b2,eef1b2,0.8419948,84.3304,0.0,1.536684007960016
Txnrd3,chst13,0.9413849,65.4475,0.0,1.536361354832843
Sec31a,sec31a,0.92567813,68.41685,0.0,1.5362626679782072
Rabac1,rabac1,0.93203294,67.20625,0.0,1.5362089019365097
Mgat5,mgat5,0.9898114,56.245549999999994,0.0,1.5361888277721962
Garnl3,garnl3,0.8910619,74.9531,0.0,1.5359648139900248
Rbbp9,rbbp9,0.90469813,72.3486,0.0,1.5357806170397876
Dnajb14,dnajb14,0.9126431,70.82425,0.0,1.535603529751199
Aox1,aox1,0.9736603,59.210049999999995,0.0,1.535185350761554
Lancl3,lancl3,0.9005806,73.05314999999999,0.0,1.5350048743458626
Twist2,twist1,0.9890363,56.245549999999994,0.0,1.5346963796923392
Bcl7b,bcl7b,0.9391105,65.7125,0.0,1.5346722727699307
Wdr13,wdr13,0.8518512,82.25855,0.0,1.5346291942507793
Lsm7,lsm7,0.95981085,61.7757,0.0,1.5345645930305527
Nprl2,nprl2,0.8631109,80.11500000000001,0.0,1.5345485305218123
Amy2a2,amy2a,0.988781,56.245549999999994,0.0,1.534204801838143
Sec23a,sec23a,0.98873407,56.245549999999994,0.0,1.5341144385451644
Hspa1b,hspa1a,0.98871136,56.245549999999994,0.0,1.5340707106443858
Gnai3,gnai3,0.98870987,56.245549999999994,0.0,1.5340678416627846
Mrpl57,mrpl57,0.96773744,60.19985,0.0,1.533829292137075
Hnrnpa1,hnrnpa1,0.98851776,56.245549999999994,0.0,1.5336979355853477
Hnrnpa3,hnrnpa3,0.9884749,56.245549999999994,0.0,1.5336154090407694
Tbc1d32,tbc1d32,0.95428294,62.712,0.0,1.5334258801903466
Cetn2,cetn2,0.98836285,56.245549999999994,0.0,1.533399657773387
Dcbld2,dcbld2,0.97163194,59.40905,0.0,1.533299990811131
Rap1a,rap1a,0.9882607,56.245549999999994,0.0,1.5332029688669784
Katnbl1,katnbl1,0.9508536,63.33315,0.0,1.5331285723200787
Smg9,smg9,0.8959516,73.74545,0.0,1.5331199399366193
Hmgcl,hmgcl,0.9703157,59.62065,0.0,1.5329137255132315
Eif4e2,MGC89871,0.98799133,56.245549999999994,0.0,1.5326842993543075
Nuak1,nuak1,0.9044966,72.07905,0.0,1.5326561269873447
Urm1,urm1,0.9429716,64.7666,0.0,1.5325040996611405
Eloc,eloc,0.9877553,56.245549999999994,0.0,1.5322298257118245
Cela3b,cela3a,0.9550686,62.3956,0.0,1.5317265988811366
Tekt4,tekt4,0.9653224,60.431349999999995,0.0,1.5315293202191547
Gars,gars1,0.98734814,56.245549999999994,0.0,1.5314458427932403
Tspan15,tspan15,0.91612923,69.71414999999999,0.0,1.5310464125654848
Dpy19l1,dpy19l1,0.9782264,57.9313,0.0,1.5309955874103736
Macf1,macf1,0.9775415,58.04715,0.0,1.530852916752162
Snx17,snx17,0.88067126,76.41485,0.0,1.5307972764666964
Crlf1,crlf1,0.9036023,72.0275,0.0,1.5304108297040067
Trim3,trim3,0.90007234,72.68594999999999,0.0,1.5302984449652786
Ranbp3,ranbp3,0.9771607,58.04175,0.0,1.530064869492399
Snrpd1,snrpd1,0.8963582,73.36664999999999,0.0,1.5300573031672458
Atp12a,atp12al,0.9865988,56.245549999999994,0.0,1.5300029953617345
Wnt10b,wnt10b,0.9297953,67.00945,0.0,1.5299024514390793
Hells,hells,0.908592,71.0196,0.0,1.529786347669099
Micos10,micos10,0.98630404,56.245549999999994,0.0,1.5294354376323853
Actg1,actg1,0.9862125,56.245549999999994,0.0,1.5292591781855656
Krt8,krt8.1,0.98597085,56.245549999999994,0.0,1.5287938832836203
Bmp2k,bmp2k,0.95325434,62.420550000000006,0.0,1.5284865475825118
Mindy3,mindy3,0.8879484,74.80315,0.0,1.5284475196632186
Unkl,unkl,0.92353505,68.02875,0.0,1.5281962325854508
Rpl12,rpl12,0.87149906,77.84620000000001,0.0,1.5276672163105898
Gm49601,septin5,0.98537767,56.245549999999994,0.0,1.5276517205278346
Cntnap5c,cntnap5,0.9853451,56.245549999999994,0.0,1.5275890072857226
Krt17,krt19,0.98533654,56.245549999999994,0.0,1.5275725250826993
Cycs,cycs,0.98526883,56.245549999999994,0.0,1.5274421500865862
Fam126a,hycc1,0.98526,56.245549999999994,0.0,1.5274251480009906
Pcbp3,pcbp1,0.98521566,56.245549999999994,0.0,1.5273397717297215
Gemin5,gemin5,0.98192495,56.8606,0.0,1.52724746806055
Fem1b,fem1b,0.98510516,56.245549999999994,0.0,1.5271270049734007
Slc5a11,slc5a11,0.9199595,68.5969,0.0,1.5270793477381108
Tafa3,tafa3,0.96800774,59.47895,0.0,1.5270312444244207
Abcc9,ABCC8,0.98486876,56.245549999999994,0.0,1.5266718188992447
Tbl1x,tbl1x,0.98453385,56.245549999999994,0.0,1.5260269527059473
Calr,calr,0.9841038,56.245549999999994,0.0,1.525198895298203
Atp4a,atp4a,0.83245534,84.9396,0.0,1.5245004037170362
Fbxo40,fbxo40,0.99066323,54.9306,0.0,1.5244797719950673
Ccdc12,ccdc12,0.89466065,73.12174999999999,0.0,1.5243024845030406
Krt5,krt61,0.98354906,56.245549999999994,0.0,1.5241307484167428
Plekhm2,plekhm2,0.96748555,59.286699999999996,0.0,1.5240740686410175
Tbpl2,tbpl2,0.9640718,59.9255,0.0,1.5239859602894397
Entpd3,entpd3,0.9627686,60.167950000000005,0.0,1.5239379896471568
Bco2,bco2l,0.97614133,57.59715,0.0,1.52358854499708
Ctsl,ctsv,0.9424677,63.97625,0.0,1.5235102870451385
Mrpl51,mrpl51,0.9654162,59.60875,0.0,1.5233589746591552
Gpr174,gpr174,0.9830801,56.245549999999994,0.0,1.5232277701538997
Htr1a,htr1a,0.9829521,56.245549999999994,0.0,1.5229813073049487
Sirt4,sirt4,0.968638,58.94795,0.0,1.5228541431135314
Fam102b,eeig2,0.98281413,56.245549999999994,0.0,1.5227156473106538
Kirrel,kirrel1,0.9827903,56.245549999999994,0.0,1.522669762859947
Timm9,timm9,0.982762,56.245549999999994,0.0,1.5226152714644368
Hydin,hydin,0.98270434,56.245549999999994,0.0,1.5225042476529485
Spata5,afg2a,0.98267305,56.245549999999994,0.0,1.5224439990393264
Sis,mgam,0.9825707,56.245549999999994,0.0,1.522246925034716
Myocd,myocd,0.9761712,57.43705,0.0,1.522020739507927
Imp3,imp3,0.90947956,70.03460000000001,0.0,1.5214957105653313
Myl3,myl3,0.9641299,59.661150000000006,0.0,1.5214141753704957
Bckdha,bckdha,0.90877265,70.131,0.0,1.521113205308117
Nme3,nme3,0.94961256,62.361549999999994,0.0,1.52087537057779
Borcs8,borcs8,0.9460342,63.029650000000004,0.0,1.520767757952432
Elp2,elp2,0.9662839,59.1702,0.0,1.5205776055012619
Rab8b,rab8b,0.98164725,56.245549999999994,0.0,1.5204688303639071
1810013L24Rik,hapstr1,0.98157233,56.245549999999994,0.0,1.5203245725776307
Tubal3,tuba5,0.98126864,56.245549999999994,0.0,1.519739820213585
Glb1,glb1l,0.9417157,63.74225,0.0,1.5196867721617227
Tbc1d12,tbc1d12,0.94279206,63.53765,0.0,1.519682214008046
Agmat,agmat,0.9567837,60.8569,0.0,1.5194082731009702
Liph,liph,0.9661314,59.06175,0.0,1.519182994082927
Vax2,vax2,0.97039384,58.214600000000004,0.0,1.518790098101407
Hccs,hccs,0.93907666,64.15205,0.0,1.518765574825025
Fam118b,fam118b,0.9175987,68.2216,0.0,1.5187236388204248
Pudp,pudp,0.961122,59.92525,0.0,1.518303608939613
Usp20,usp20,0.88092256,75.11385,0.0,1.518073524642225
Polr1h,polr1h,0.93685484,64.49085,0.0,1.5179269456291218
Kcnb2,kcnb2,0.98017424,56.245549999999994,0.0,1.5176325628550562
Srpx2,srpx2,0.95685387,60.638450000000006,0.0,1.5173257012736294
Tmem11,natd1,0.89114434,73.09360000000001,0.0,1.5172460851079008
Pigh,pigh,0.9707634,57.9787,0.0,1.51710684829379
Tmem41b,tmem41b,0.85667247,79.60079999999999,0.0,1.5169312821767156
Maneal,maneal,0.8876795,73.7063,0.0,1.5167946387141031
Tead3,tead4,0.97964406,56.245549999999994,0.0,1.5166117060327384
Akr1b7,akr1b1,0.979597,56.245549999999994,0.0,1.516521092425929
Nmbr,nmbr,0.88425434,74.29355,0.0,1.5161612298347351
Chchd10,chchd10,0.95410734,61.044200000000004,0.0,1.5161564176954427
Ilf3,ilf3,0.9270298,66.15075,0.0,1.5158600656901986
Txnl4a,txnl4a,0.9791902,56.245549999999994,0.0,1.5157378026841073
Dna2,dna2,0.9696659,57.96875,0.0,1.5148926104636682
Npm1,npm1,0.9787172,56.245549999999994,0.0,1.514827045437594
Ecrg4,ecrg4,0.957894,60.195,0.0,1.5148266001982469
Brd3os,BRD3OS,0.97857326,56.245549999999994,0.0,1.5145498902619852
Med8,med8,0.85917085,78.87875,0.0,1.5144117077777506
Med24,med24,0.8729419,76.25319999999999,0.0,1.5142734079360545
G6pc,g6pc1,0.97836703,56.245549999999994,0.0,1.5141527962515233
Polr2j,polr2j,0.978276,56.245549999999994,0.0,1.5139775188051172
Pnp,pnp,0.95431393,60.7622,0.0,1.5136913678223074
Ldb3,ldb3,0.97805923,56.245549999999994,0.0,1.513560130119437
Panx2,panx2,0.9171115,67.794,0.0,1.5134445852505074
Gucy1b2,gucy1b2,0.9779303,56.245549999999994,0.0,1.5133118765638494
Dnajc16,dnajc16,0.8916432,72.6103,0.0,1.513300220121824
Zfp770,znf770,0.9777695,56.245549999999994,0.0,1.513002257609855
Iqgap1,iqgap1,0.83991206,82.3778,0.0,1.5128511021523323
C1ra,c1r,0.9776285,56.245549999999994,0.0,1.512730763377808
Rab28,rab28,0.9775376,56.245549999999994,0.0,1.5125557362452327
Sppl2b,sppl2b,0.9342967,64.4375,0.0,1.512459665959941
Kbtbd7,kbtbd7,0.9774513,56.245549999999994,0.0,1.5123895663712918
Ddt,ddt,0.9343348,64.4068,0.0,1.5122213637001147
Cdc73,cdc73,0.77842945,93.9736,0.0,1.5121863433299745
Tmem170,tmem170a,0.930544,65.11945,0.0,1.5121569671092487
Col17a1,col17a1,0.9772214,56.245549999999994,0.0,1.5119468959886841
Hsd17b7,hsd17b7,0.9409822,63.0794,0.0,1.5115452346302587
Mettl2,mettl2b,0.96232986,59.0062,0.0,1.511299224705278
Rundc1,rundc1,0.9376301,63.658550000000005,0.0,1.5109702716976914
Spns1,spns1,0.9180141,67.36265,0.0,1.510803509440953
Gbp7,gbp6,0.9765145,56.245549999999994,0.0,1.5105857663955335
Lyrm7,lyrm7,0.9333592,64.4231,0.0,1.5105083307161191
Snx9,snx9,0.8726561,75.9273,0.0,1.5104145969395675
Sirt3,SIRT3,0.9428081,62.607150000000004,0.0,1.5102667517750652
Rwdd1,rwdd1,0.85500795,79.25855000000001,0.0,1.5102517745803938
1700029J07Rik,cfap96,0.9762837,56.245549999999994,0.0,1.5101413630710194
Neu3,neu3,0.9762777,56.245549999999994,0.0,1.5101298101249747
Naif1,naif1,0.930723,64.87310000000001,0.0,1.510000708333551
Rufy1,rufy1,0.93615586,63.8424,0.0,1.5099980634715933
Fh1,map1lc3c,0.85046506,80.0789,0.0,1.5098325955691014
Gpr22,gpr22,0.9760489,56.245549999999994,0.0,1.5096892577824752
Ttc30b,ift70a,0.97587174,56.245549999999994,0.0,1.5093481377955995
Slc25a51,slc25a51,0.97568387,56.245549999999994,0.0,1.5089863958000342
Fubp1,fubp1,0.9754969,56.245549999999994,0.0,1.5086263867463754
Eif2ak3,eif2ak3,0.92005765,66.76044999999999,0.0,1.5086248697177322
Tmem242,tmem242,0.9705497,57.17685,0.0,1.5085550662667457
Pdcd6ip,pdcd6ip,0.9754445,56.245549999999994,0.0,1.5085254910175863
Lrrc75a,lrrc75a,0.9279669,65.1995,0.0,1.5080074441867795
Elac2,elac2,0.9558501,59.9043,0.0,1.5079399304989227
Gtf3c5,gtf3c5,0.931352,64.54745,0.0,1.5079058744867755
F2,f2,0.97496766,56.245549999999994,0.0,1.5076073398856045
Rabl2,rabl2b,0.87603515,75.0015,0.0,1.5075222941704807
Myh7b,myh7b,0.97485954,56.245549999999994,0.0,1.5073991557978812
Kat5,kat5,0.9748286,56.245549999999994,0.0,1.5073395811061117
Cldn4,cldn4,0.9746163,56.245549999999994,0.0,1.5069307993652348
Gnl2,gnl2,0.8963881,71.08205000000001,0.0,1.5069218343976665
Col4a6,col4a6,0.97450024,56.245549999999994,0.0,1.5067073268789128
Slc43a1,slc43a1,0.9536732,60.1843,0.0,1.5065908623762747
Kcnd1,kcnd1,0.97438866,56.245549999999994,0.0,1.506492480592304
Nkx3-2,nkx3-2,0.97438043,56.245549999999994,0.0,1.506476633801313
Cyp2c55,cyp2a6.7,0.97434527,56.245549999999994,0.0,1.5064089335374917
Krt15,krt15.2,0.9743411,56.245549999999994,0.0,1.5064009042399906
Cnga4,cnga4,0.94931626,60.9758,0.0,1.5062368459738726
Lonp1,lonp1,0.8739541,75.2501,0.0,1.506039014560557
Kif15,kif15,0.95215964,60.411500000000004,0.0,1.5059830289025116
Itgav,itgav,0.9052996,69.299,0.0,1.505979494246263
Rnf20,rnf20,0.87442005,75.13024999999999,0.0,1.5057194913448149
Add2,add2,0.89745593,70.7586,0.0,1.505694297959513
Reck,reck,0.893168,71.54820000000001,0.0,1.5054538710730414
Ogfod1,ogfod1,0.96889305,57.1825,0.0,1.505422559849543
Htr1d,htr1d,0.97353566,56.245549999999994,0.0,1.5048500367629685
Atp13a5,atp13a5l.1,0.9734725,56.245549999999994,0.0,1.5047284227509392
Trpv5,cat1,0.9732653,56.245549999999994,0.0,1.5043294610142002
Med11,med11,0.8749198,74.89500000000001,0.0,1.5042935199493601
Uba1,uba1,0.9731904,56.245549999999994,0.0,1.504185241737744
Mospd2,mospd2,0.9464926,61.30115,0.0,1.5041028361549467
Daglb,daglb,0.96785355,57.2285,0.0,1.5038879995529126
Kcnk16,kcnk16,0.9559033,59.48735,0.0,1.5038095300520178
Dyrk1b,dyrk1a.2,0.93325835,63.77334999999999,0.0,1.5037179450190528
Ssna1,ssna1,0.97292656,56.245549999999994,0.0,1.5036772201903443
Eci1,eci1,0.9627238,58.1801,0.0,1.5036712643506054
Scn1a,scn8a,0.9728345,56.245549999999994,0.0,1.5034999594882006
Abcc3,abcc3,0.9726675,56.245549999999994,0.0,1.5031784024899602
Tarsl2,tars3,0.972661,56.245549999999994,0.0,1.5031658867984117
Vmn2r19,or2g3,0.97265196,56.245549999999994,0.0,1.5031484803597046
B3gnt5,b3gnt5,0.9737837,56.0136,0.0,1.5029729013107824
Hyou1,hyou1,0.91968375,66.26804999999999,0.0,1.5029061308693419
Scn10a,scn2a,0.97247344,56.245549999999994,0.0,1.5028047417050587
Fam214a,atosa,0.9722811,56.245549999999994,0.0,1.5024343927646902
Myh14,myh14,0.9114528,67.7766,0.0,1.5023721661490108
Cwc25,cwc25,0.9330119,63.68015,0.0,1.502297250263728
Dst,dst,0.975815,55.54685,0.0,1.5021457497830957
Ddx43,ddx43,0.97194636,56.245549999999994,0.0,1.5017898539048637
Ptgr1,ptgr1.4,0.9571922,59.041,0.0,1.501759992851592
Taf10,taf10,0.91591334,66.8683,0.0,1.501739920977761
Minar1,minar1,0.9719006,56.245549999999994,0.0,1.501701743436364
Thumpd1,thumpd1,0.9260057,64.94579999999999,0.0,1.501655633059136
Ss18l2,ss18l2,0.9411537,62.0651,0.0,1.50157837963476
Chchd2,chchd2,0.9717827,56.245549999999994,0.0,1.5014747280465883
Rcvrn,rcvrn,0.97162175,56.245549999999994,0.0,1.5011648202689427
Dhodh,dhodh,0.9211815,65.78275,0.0,1.5008633157867357
Adamts2,adamts2,0.9278862,64.50565,0.0,1.5008081581464143
Brd9,brd9,0.9013281,69.54165,0.0,1.5007957663297549
Abhd4,abhd4,0.90908724,68.06935,0.0,1.5007892716748858
Slc17a5,fam200c,0.971377,56.245549999999994,0.0,1.5006935563448751
Abhd14b,abhd14b,0.9522894,59.8578,0.0,1.5006117711109503
Nkap,nkap,0.97123986,56.245549999999994,0.0,1.5004294945081162
Mfap4,mfap4.2,0.9583094,58.690749999999994,0.0,1.5003554468646962
Tox2,tox2,0.9144944,66.99629999999999,0.0,1.50030720853976
Gm4847,MGC89174,0.9710768,56.245549999999994,0.0,1.5001155239444453
Sh3gl2,sh3gl2,0.97101796,56.245549999999994,0.0,1.500002228053568
Sft2d2,sft2d2,0.88401294,72.72800000000001,0.0,1.4998031022635343
Cyp4f40,cyp4f22,0.9708501,56.245549999999994,0.0,1.4996790151330615
