human gene name,chimpanzee gene name,correlation,identical_scores,orthology confidence,combo_score
PGPEP1,PGPEP1,0.91124105,100.0,1.0,1.8446007779822082
YTHDC2,YTHDC2,0.91416967,99.5804,1.0,1.8445934502255845
CFAP57,CFAP57,0.92297995,98.31909999999999,1.0,1.8445836278427343
DPYSL3,DPYSL3,0.9112049,100.0,1.0,1.8445374891078359
C8orf89,C8H8orf89,0.91988724,98.7578,1.0,1.8445374007226305
HDAC8,HDAC8,0.9931139,88.281,1.0,1.8445352703361815
RPS6KA2,RPS6KA2,0.9527386,94.0573,1.0,1.8445323028865492
FAM20A,FAM20A,0.91765994,99.0758,1.0,1.8445292941402065
SENP6,SENP6,0.91559017,99.3705,1.0,1.844511863207131
ARL13B,ARL13B,0.9193553,98.8318,1.0,1.8445116387380702
BDP1,BDP1,0.92369735,98.2088,1.0,1.844489885321186
ONECUT3,ONECUT3,0.98305744,89.69454999999999,1.0,1.844226417027107
FBRSL1,FBRSL1,0.9928581,88.29214999999999,1.0,1.8442238737141672
CEP295NL,CEP295NL,0.918901,98.8728,1.0,1.8442179899306739
TEX2,TEX2,0.9156413,99.33755,1.0,1.844198176381676
MTHFSD,MTHFSD,0.9730486,91.1227,1.0,1.844179590328166
FAAP100,FAAP100,0.91336274,99.6595,1.0,1.84414866264929
MOK,MOK,0.91598445,99.284,1.0,1.844143660110699
TAF5,TAF5,0.91751254,99.0646,1.0,1.8441341847563568
CKAP2,CKAP2,0.9252967,97.9472,1.0,1.8440887751892348
ZMYM4,ZMYM4,0.91251934,99.774,1.0,1.8440732076848887
FAM131B,FAM131B,0.9147847,99.4444,1.0,1.844006000482958
SAMD14,SAMD14,0.93775773,96.15715,1.0,1.8440002357666387
SLC25A14,SLC25A14,0.99805224,87.5278,1.0,1.8439642317804268
COQ7,COQ7,0.967987,91.8289,1.0,1.8439597056837402
OTX1,OTX1,0.9108659,100.0,1.0,1.8439439917796943
IL1RN,IL1RN,0.9989166,87.40115,1.0,1.8439277052601701
PRR11,PRR11,0.9186122,98.8889,1.0,1.8439093912526014
NMRK1,NMRK1,0.9929819,88.24029999999999,1.0,1.8438061374214443
ZMAT4,ZMAT4,0.9138313,99.5633,1.0,1.84379180706026
CSNK1G1,CSNK1G1,0.9700502,91.51235,1.0,1.8436982608608625
ZNF778,ZNF778,0.927807,97.55455,1.0,1.843678863232558
ARHGAP33,ARHGAP33,0.9673648,91.88775000000001,1.0,1.8435905357552311
PRKD1,PRKD1,0.9349971,96.51665,1.0,1.8435662386038616
DAB2IP,DAB2IP,0.9106454,100.0,1.0,1.843557955906965
APOL6,APOL6,0.9792804,90.18,1.0,1.8435541822114934
PDIA5,PDIA5,0.9146744,99.422,1.0,1.8435387913230525
EIF4E3,EIF4E3,0.9106244,100.0,1.0,1.8435211905857525
ZNF202,ZNF202,0.9160124,99.2284,1.0,1.8435122284935461
MYL2,MYL2,0.9148288,99.3976,1.0,1.8435105267398926
CD82,CD82,0.9132341,99.6255,1.0,1.843507398556631
GON7,GON7,0.95375144,93.8271,1.0,1.843488606980486
CSTF3,CSTF3,0.91060317,100.0,1.0,1.8434840225967366
PYROXD1,PYROXD1,0.91473925,99.4,1.0,1.843383117158051
TMEM167B,TMEM167B,0.910544,100.0,1.0,1.843380431927397
HOXC10,HOXC10,0.9146309,99.4152,1.0,1.8433794245383974
F7,F7,0.92755634,97.56225,1.0,1.8433342484980768
PDCD1,PDCD1,0.9177963,98.9583,1.0,1.8433302029460454
CITED1,CITED1,0.9554101,93.57655,1.0,1.8433265489477852
SLC35B1,SLC35B1,0.9464559,94.8468,1.0,1.8431939254363678
STC2,STC2,0.9127017,99.6689,1.0,1.8431063860211019
BNIP1,BNIP1,0.96472794,92.2222,1.0,1.8430666952605779
NUP88,NUP88,0.9150674,99.3252,1.0,1.8430423085437946
DHX57,DHX57,0.9126154,99.67545,1.0,1.8430354489131373
HLA-DOB,PATR-DOB,0.9154643,99.2674,1.0,1.8430298877079143
CPD,CPD,0.9133822,99.5652,1.0,1.8430288042715044
RBM33,RBM33,0.9269614,97.6214,1.0,1.8430164744894837
DDX55,DDX55,0.9126646,99.6667,1.0,1.8430145130557907
PLRG1,PLRG1,0.91165024,99.8055,1.0,1.8429371069155038
DRC1,DRC1,0.9168655,99.0541,1.0,1.8428729065846081
BST1,BST1,0.93442637,96.5409,1.0,1.8428637864245774
ZFYVE16,ZFYVE16,0.92203635,98.3106,1.0,1.8428276268497719
MEIS1,MEIS1,0.9847136,89.34245,1.0,1.842817337999867
NDUFA6,NDUFA6,0.9692006,91.55845,1.0,1.8427749561857776
TMEM218,TMEM218,0.97462034,90.78014999999999,1.0,1.8427395758798055
PRELID3A,PRELID3A,0.9789112,90.16145,1.0,1.8426808207341412
ADCYAP1,ADCYAP1,0.97765505,90.3409,1.0,1.8426775304597212
DENND3,DENND3,0.9276329,97.4961,1.0,1.8426588219039854
OR52E5,OR52E5,0.97025627,91.39755,1.0,1.842654252309539
CCDC9B,CCDC9B,0.95533323,93.53205,1.0,1.8426474340222523
AKAIN1,AKAIN1,0.9906185,88.48205,1.0,1.8426267026975063
TAC1,TAC1,0.9922136,88.24485,1.0,1.842516729195383
HEXA,HEXA,0.93814397,95.97685,1.0,1.8424701476148004
TRPV3,TRPV3,0.92413056,97.98045,1.0,1.842454052055502
TFAP2C,TFAP2C,0.9099717,100.0,1.0,1.8423784893878825
LBH,LBH,0.97416645,90.8108,1.0,1.8423199942839896
NME3,NME3,0.9099109,100.0,1.0,1.8422720450293248
BBS7,BBS7,0.91088784,99.8601,1.0,1.842270478419752
TGFBI,TGFBI,0.93033737,97.07485,1.0,1.8422388774382825
RRM1,RRM1,0.9107716,99.8737,1.0,1.84223339370891
GMFG,GMFG,0.985309,89.20835,1.0,1.842218771301868
OSCP1,OSCP1,0.94499433,94.97425,1.0,1.842194688160629
NDE1,NDE1,0.9695165,91.46385000000001,1.0,1.84217041305362
PLD5,PLD5,0.912458,99.6269,1.0,1.8421657888088405
TMED7,TMED7,0.9098279,100.0,1.0,1.8421267344740573
HES7,HES7,0.98908496,88.65535,1.0,1.8420625213982387
AOX1,AOX1,0.9165524,99.0284,1.0,1.8420102681188122
GINM1,GINM1,0.91393346,99.3939,1.0,1.8418977524609057
GRAMD1C,GRAMD1C,0.91391736,99.3958,1.0,1.8418928155809562
CWF19L2,CWF19L2,0.91742826,98.8814,1.0,1.8417448566837558
LIPH,LIPH,0.9127016,99.5565,1.0,1.8417307978041377
SLC1A3,SLC1A3,0.91088617,99.8155,1.0,1.8417217946815763
RPH3A,RPH3A,0.9105856,99.8559,1.0,1.8416899434697038
RPN2,RPN2,0.93040526,97.01695000000001,1.0,1.8416492253856056
CEP76,CEP76,0.9116614,99.6965,1.0,1.8416228369375571
SHKBP1,SHKBP1,0.9095386,100.0,1.0,1.8416202484061182
ARHGEF16,ARHGEF16,0.9184345,98.72655,1.0,1.841611646713352
PTPRC,PTPRC,0.92018867,98.4686,1.0,1.8415262487520794
CEP44,CEP44,0.96343315,92.2807,1.0,1.8415157192527114
RRP8,RRP8,0.91558295,99.1228,1.0,1.8414681745786066
AMPH,AMPH,0.9265887,97.5428,1.0,1.8414021673153798
CPZ,CPZ,0.9618893,92.49225,1.0,1.8414015444506595
MIS18BP1,MIS18BP1,0.91804796,98.7633,1.0,1.8413846210624896
RBM14,RBM4,0.9104434,99.8505,1.0,1.8413749111557922
MAGI3,MAGI3,0.97957516,89.95765,1.0,1.841349381065708
GLOD5,GLOD5,0.961445,92.5444,1.0,1.8412618429440224
POLB,POLB,0.9092629,100.0,1.0,1.841137572260488
HOOK2,HOOK2,0.91216797,99.5828,1.0,1.841118383074404
ARHGAP40,ARHGAP40,0.9474674,94.52950000000001,1.0,1.8410820607337781
KIF1A,KIF1A,0.93606365,96.16040000000001,1.0,1.8410741293053134
TLE5,TLE5,0.9475158,94.52125,1.0,1.841065842678638
C2orf74,C2AH2orf74,0.92181176,98.1959,1.0,1.8410308727740374
TFDP2,TFDP2,0.913103,99.44024999999999,1.0,1.8410110159429476
ALDH16A1,ALDH16A1,0.9256635,97.6411,1.0,1.840985266968958
DEF6,DEF6,0.9124922,99.5246,1.0,1.8409738420111357
FBXO30,FBXO30,0.97200334,91.0064,1.0,1.84092648617196
OR8B4,OR8B4,0.97043395,91.23045,1.0,1.8409205573831935
CELA3A,CELA3A,0.9389512,95.7332,1.0,1.8409018996195226
SSNA1,SSNA1,0.90911806,100.0,1.0,1.8408839965878978
RESF1,RESF1,0.9201208,98.42545,1.0,1.8408794100346342
ATP6V1H,ATP6V1H,0.90910465,100.0,1.0,1.8408605193042096
MT1B,MT1B,0.92055446,98.3607,1.0,1.8408463004545514
CPEB1,CPEB1,0.963732,92.18254999999999,1.0,1.8408378856414975
HTRA1,HTRA1,0.9385837,95.7771,1.0,1.8407957007778613
PCDHGA1,PCDHGA1,0.98873264,88.59264999999999,1.0,1.8406784587637333
RIOK3,RIOK3,0.9604227,92.6429,1.0,1.8406773941095824
FUCA1,FUCA1,0.9782089,90.0971,1.0,1.8406638470873116
FERMT3,FERMT3,0.93478656,96.3075,1.0,1.8406383191875433
PDE7B,PDE7B,0.98197955,89.5529,1.0,1.8406059844009497
TBC1D25,TBC1D25,0.9129581,99.4186,1.0,1.8404924091183288
PLXDC2,PLXDC2,0.9776745,90.15299999999999,1.0,1.840412292739417
HLA-DPA1,HLA-DPA1,0.93841654,95.7692,1.0,1.8404063783242348
PRR4,PRR4,0.91404235,99.2537,1.0,1.840372794006555
GNAI1,GNAI1,0.9651382,91.94315,1.0,1.8403702784235851
COPE,COPE,0.99880093,87.12379999999999,1.0,1.8403313297263233
ZNF641,ZNF641,0.9232093,97.93764999999999,1.0,1.8403174410905778
TPP2,TPP2,0.90929365,99.9208,1.0,1.8402222548730092
EXOC3L1,EXOC3L1,0.9143441,99.1957,1.0,1.8401913438966426
SETD3,SETD3,0.9098924,99.8316,1.0,1.8401789841704064
MSH6,MSH6,0.91280437,99.4118,1.0,1.840140059411901
ARHGEF2,ARHGEF2,0.9378137,95.8335,1.0,1.8401377929264282
RPS9,RPS9,0.9086787,100.0,1.0,1.8401147960389532
AAK1,AAK1,0.9122715,99.48035,1.0,1.8400459788428258
MTAP,MTAP,0.9802323,89.7542,1.0,1.8400102842916386
IL19,IL19,0.9883683,88.58755,1.0,1.8399781904121018
CRACR2B,CRACR2B,0.91735923,98.7469,1.0,1.8399781580211978
VEGFB,VEGFB,0.9085852,100.0,1.0,1.8399511028230793
WDR59,WDR59,0.9100065,99.7947,1.0,1.839927205538313
INPP5A,INPP5A,0.98604447,88.91544999999999,1.0,1.8399222299434355
CCDC65,CCDC65,0.9362154,96.0413,1.0,1.8398824030046224
BRI3,BRI3,0.9085188,100.0,1.0,1.8398348543788652
ARL15,ARL15,0.9085123,100.0,1.0,1.8398234746365851
PYCR3,PYCR3,0.92316747,97.90209999999999,1.0,1.839809190836689
SPTLC3,SPTLC3,0.91102564,99.6377,1.0,1.839790270920261
SLC2A4,SLC2A4,0.96382284,92.0765,1.0,1.8396992122732518
ATP5F1B,ATP5F1B,0.91370094,99.2439,1.0,1.8396551570570328
TDRP,TDRP,0.9971289,87.30685,1.0,1.8396439984118107
NCR3,NCR3,0.99097675,88.18620000000001,1.0,1.8396336526496817
HDGF,HDGF,0.99792683,87.1875,1.0,1.8395804993591822
BRME1,BRME1,0.9167279,98.8024,1.0,1.8395520107462675
SHISAL2B,SHISAL2B,0.90829873,100.0,1.0,1.839449571319856
BECN1,BECN1,0.90984446,99.7778,1.0,1.8394367158744493
KLHDC1,KLHDC1,0.9134056,99.2611,1.0,1.8393485690564149
TSHZ1,TSHZ1,0.9458887,94.6083,1.0,1.8392824415568167
ASB8,ASB8,0.9106263,99.6528,1.0,1.839275909822501
EEF1A2,EEF1A2,0.9081928,100.0,1.0,1.8392641165352837
WNK4,WNK4,0.9509252,93.88380000000001,1.0,1.8392344499658337
MIER3,MIER3,0.910075,99.72710000000001,1.0,1.8392199247447656
SMG8,SMG8,0.9095734,99.7982,1.0,1.8392117932576515
CRAMP1,CRAMP1,0.9147526,99.0544,1.0,1.8391774610832985
PGAP3,PGAP3,0.91030866,99.6875,1.0,1.8391444240577322
LAMP3,LAMP3,0.9181827,98.5577,1.0,1.8391046340957755
RAPGEF5,RAPGEF5,0.9703912,91.0861,1.0,1.8390793356923614
TANGO2,TANGO2,0.99591756,87.43315000000001,1.0,1.8390687739117553
LBX2,LBX2,0.91862506,98.4848,1.0,1.8389870261733399
RNF169,RNF169,0.91197914,99.435,1.0,1.8389791979437846
TMEM179,TMEM179,0.911029,99.5708,1.0,1.8389775133419932
MERTK,MERTK,0.94552904,94.6292,1.0,1.8389085226849664
RPL3L,RPL3L,0.9173338,98.6606,1.0,1.8388776035664471
BICC1,BICC1,0.9418623,95.14875,1.0,1.8388466672586605
ZNF224,ZNF224,0.94876194,94.1545,1.0,1.8387596608023282
MLST8,MLST8,0.98389035,89.12729999999999,1.0,1.8387433084311815
KDM5A,KDM5A,0.91036487,99.645,1.0,1.8387227697683977
LBHD1,LBHD1,0.95053834,93.8947,1.0,1.8386905435319274
MARK2,MARK2,0.9610733,92.3858,1.0,1.838670344759994
TTC14,TTC14,0.9114838,99.4805,1.0,1.8386687646672093
FPR1,FPR1,0.91783124,98.5714,1.0,1.8386569664499384
TIAM2,TIAM2,0.9190002,98.404,1.0,1.8386550637116572
SCAMP1,SCAMP1,0.9487362,94.1483,1.0,1.8386387290380877
RSPH14,RSPH14,0.913826,99.1379,1.0,1.8385770054936543
TRPM2,TRPM2,0.9667221,91.5686,1.0,1.8385599761511344
POLR3B,POLR3B,0.9076942,100.0,1.0,1.8383912027659286
JUP,JUP,0.90951,99.7315,1.0,1.838284604326869
HSDL1,HSDL1,0.9118229,99.3939,1.0,1.8382027326352937
IGFL2,IGFL2,0.9877762,88.52619999999999,1.0,1.8381908574803891
PBX1,PBX1,0.9478255,94.2387,1.0,1.8381505437738224
PPCS,PPCS,0.91203165,99.3569,1.0,1.8381154368809183
RP1L1,RP1L1,0.99926376,86.87594999999999,1.0,1.8381087360218393
ADAMTS2,ADAMTS2,0.9894104,88.28309999999999,1.0,1.8380771405516154
PIK3C2B,PIK3C2B,0.90922236,99.7552,1.0,1.8380710359603638
HIRA,HIRA,0.90818304,99.9017,1.0,1.8380441547521498
ZNF555,ZNF555,0.9163462,98.7261,1.0,1.8379500915809404
SLC9A5,SLC9A5,0.90899116,99.7768,1.0,1.8379305815507787
SLC38A5,SLC38A5,0.9088849,99.7881,1.0,1.8378828245461498
DNAH14,DNAH14,0.9363157,95.8632,1.0,1.8378786321340752
SNX24,SNX24,0.9682834,91.28829999999999,1.0,1.8378634231269961
SCYGR6,SCYGR6,0.98554736,88.8161,1.0,1.837836201488408
KYAT1,KYAT1,0.98006785,89.5992,1.0,1.8378256771916617
MPP2,MPP2,0.93607837,95.8825,1.0,1.8376993011771445
LTBP4,LTBP4,0.94900453,94.03115,1.0,1.8376749644969128
AATK,AATK,0.92096806,98.0397,1.0,1.8376423984797077
CXCL2,CXCL2,0.99341214,87.67475,1.0,1.8376388650568851
EP300,EP300,0.94368273,94.7875,1.0,1.8376132141183237
BCKDK,BCKDK,0.90893984,99.7573,1.0,1.8376021170596497
TRIM35,TRIM35,0.90719974,100.0,1.0,1.837525537017041
ZNF569,ZNF569,0.90715694,100.0,1.0,1.8374506057909512
SRSF2,SRSF2,0.90711606,100.0,1.0,1.8373790359656579
MMP14,MMP14,0.90831137,99.8282,1.0,1.8373694231561772
TTLL1,TTLL1,0.97353905,90.4952,1.0,1.8373596613821808
CHL1,CHL1,0.91250473,99.2242,1.0,1.837319852420947
SULF1,SULF1,0.9273884,97.0933,1.0,1.8373017968628864
SLC7A6,SLC7A6,0.9070678,100.0,1.0,1.8372945457560528
ZNF790,ZNF345,0.9114625,99.3703,1.0,1.837282981880953
CSNK1E,CSNK1E,0.92125195,97.96535,1.0,1.8372296091214575
KPNA3,KPNA3,0.9070028,100.0,1.0,1.8371807483332527
LIG3,LIG3,0.9111568,99.4053,1.0,1.8371760708589107
PGAP6,PGAP6,0.91459376,98.8983,1.0,1.836989215127356
PEX13,PEX13,0.90686923,100.0,1.0,1.8369469033830466
GK5,GK5,0.9095095,99.6219,1.0,1.8369425787789548
BCKDHA,BCKDHA,0.92176926,97.86770000000001,1.0,1.8369403582804988
CCDC9,CCDC9,0.9270348,97.11234999999999,1.0,1.836915849384574
C8A,C8A,0.96810025,91.23259999999999,1.0,1.836861188818006
C20orf173,C20H20orf173,0.9310145,96.5347,1.0,1.8368146567024022
KCNMB4,KCNMB4,0.9067931,100.0,1.0,1.836813620340004
ZNF57,ZNF57,0.9218731,97.8378,1.0,1.8367562745651052
IQCE,IQCE,0.9775307,89.8745,1.0,1.8367525968949363
PTPRK,PTPRK,0.9152897,98.77565,1.0,1.8367067778179513
ALOX15,ALOX15,0.90880364,99.6979,1.0,1.836636803449061
TTLL4,TTLL4,0.92894137,96.8166,1.0,1.8366347126396114
C2orf80,C2orf80,0.9174844,98.4456,1.0,1.8365103575165043
CCAR2,CCAR2,0.908855,99.675,1.0,1.836446498847435
HSD17B7,HSD17B7,0.9288458,96.8147,1.0,1.836444145547191
AKAP8L,AKAP8L,0.9092834,99.61335,1.0,1.8364421144221592
NUDT1,NUDT1,0.973144,90.46895,1.0,1.8363468204027187
AP2A1,AP2A1,0.9143829,98.8741,1.0,1.8363239264115918
SMAD5,SMAD5,0.9065131,100.0,1.0,1.8363234160571733
OCA2,OCA2,0.9156818,98.6873,1.0,1.8363121201033055
DHTKD1,DHTKD1,0.91560054,98.6942,1.0,1.8362542895425422
CCPG1,CCPG1,0.9107657,99.3804,1.0,1.8361866649031495
PSCA,PSCA,0.9379109,95.49635,1.0,1.836182336248323
ARMH3,ARMH3,0.9064169,100.0,1.0,1.8361549958714294
ANXA9,ANXA9,0.97930276,89.56805,1.0,1.8361050360563023
ZNF862,ZNF862,0.909357,99.5723,1.0,1.8360686486392765
ADGRL4,ADGRL4,0.9139456,98.9139,1.0,1.8360453558809895
WNK1,WNK1,0.9676425,91.2288,1.0,1.8360132926194304
COQ8B,COQ8B,0.9114709,99.2647,1.0,1.83600548491329
GPX1,GPX1,0.9149501,98.76480000000001,1.0,1.8359794610786406
SLC16A4,SLC16A4,0.90773046,99.7947,1.0,1.8359424749815478
SGSM2,SGSM2,0.91056424,99.38130000000001,1.0,1.8358449760162225
TMEM208,TMEM208,0.9377707,95.48230000000001,1.0,1.8357649573179906
PROX2,PROX2,0.9238986,97.4662,1.0,1.8357551929525058
EPHB6,EPHB6,0.90958595,99.51034999999999,1.0,1.8357114101674394
TBCK,TBCK,0.91006964,99.4401,1.0,1.8356985873437304
TMEM123,TMEM123,0.9162012,98.5577,1.0,1.8356355634299568
PRSS16,PRSS16,0.9115523,99.2218,1.0,1.8356230367934172
STK39,STK39,0.9073817,99.8165,1.0,1.8355986521567056
WDR90,WDR90,0.91741836,98.37565000000001,1.0,1.8355387771514589
COL4A5,COL4A5,0.90813136,99.7043,1.0,1.8355381383051448
RFX4,RFX4,0.9197278,98.04285,1.0,1.8355095844399019
NTN1,NTN1,0.90602946,100.0,1.0,1.835476693202358
ATP11B,ATP11B,0.9066155,99.915,1.0,1.8354625651680978
RRM2B,RRM2B,0.93172765,96.3204,1.0,1.8354408493187746
F8,F8,0.91195357,99.1493,1.0,1.8354383861011736
MOSPD2,MOSPD2,0.9100251,99.4209,1.0,1.8353856638306874
VCP,VCP,0.9059592,100.0,1.0,1.835353686941959
KARS1,KARS1,0.9613471,92.06925,1.0,1.835276144423911
ACAD8,ACAD8,0.91264015,99.0361,1.0,1.8352551994558652
EEPD1,EEPD1,0.9108045,99.297,1.0,1.8352340464474783
HNRNPDL,HNRNPDL,0.9058859,100.0,1.0,1.8352253584636324
PLCL1,PLCL1,0.90647304,99.9087,1.0,1.8351360645699255
RUFY4,RUFY4,0.9716822,90.57695,1.0,1.8351091752487587
ZZZ3,ZZZ3,0.9081377,99.6678,1.0,1.835102595762042
ERICH3,ERICH3,0.9199695,97.9739,1.0,1.835089010368023
PKD2L2,PKD2L2,0.9124918,99.0385,1.0,1.8350248469746293
RSAD1,RSAD1,0.91523385,98.6425,1.0,1.834979673413132
TEKT1,TEKT1,0.914105,98.8038,1.0,1.8349771536072912
HCLS1,HCLS1,0.91294026,98.9695,1.0,1.8349656419124418
AVEN,AVEN,0.9173591,98.3364,1.0,1.8349547356255118
LYST,LYST,0.9134042,98.89699999999999,1.0,1.8348907094430738
FAM219B,FAM219B,0.9092067,99.4949,1.0,1.8348583878501992
RIC8B,RIC8B,0.9056753,100.0,1.0,1.8348566548137604
SLC29A1,SLC29A1,0.9518466,93.3894,1.0,1.8347977122521157
SREBF1,SREBF1,0.91875917,98.12305,1.0,1.834795164339191
UBC,UBC,0.9908248,87.81139999999999,1.0,1.834781287240181
CDKL5,CDKL5,0.9617233,91.97309999999999,1.0,1.8347582032893168
ALAD,ALAD,0.9077345,99.697,1.0,1.8347540153296853
CLTCL1,CLTCL1,0.97954184,89.42215,1.0,1.8347382554872325
SLITRK1,SLITRK1,0.98262775,88.9799,1.0,1.8347291371064909
SGSM3,SGSM3,0.906533,99.8665,1.0,1.8347246465480453
ZNF44,ZNF44,0.9396462,95.12635,1.0,1.8346927717459511
CDK2,CDK2,0.95406115,93.06360000000001,1.0,1.8346880502127738
NR4A1,NR4A1,0.94012177,95.0574,1.0,1.8346816408013067
PDE6A,PDE6A,0.99489844,87.21940000000001,1.0,1.834668960420375
NAT1,NAT1,0.9794934,89.42134999999999,1.0,1.8346436607289074
TVP23C,TVP23C,0.9506871,93.54159999999999,1.0,1.8346301779617322
MAPK10,MAPK10,0.9606693,92.10525,1.0,1.8345300236963218
ST3GAL1,ST3GAL1,0.9095963,99.4118,1.0,1.8345235963632547
TXNL1,TXNL1,0.93067384,96.38810000000001,1.0,1.8344243424255104
PLIN4,PLIN4,0.99702764,86.89314999999999,1.0,1.8344043670639634
STRADB,STRADB,0.91960764,97.96905000000001,1.0,1.8343961430186901
ERICH6,ERICH6,0.915396,98.56825,1.0,1.8343549739127996
KLHL10,KLHL10,0.9065069,99.8355,1.0,1.8342996125819084
ATG16L1,ATG16L1,0.91601086,98.47534999999999,1.0,1.8342946314083028
PIANP,PIANP,0.9127413,98.93615,1.0,1.8342092204172427
AP1M2,AP1M2,0.9102194,99.293,1.0,1.834160747482345
KCNU1,KCNU1,0.9131625,98.8686,1.0,1.834120033785691
INTS1,INTS1,0.9071636,99.726,1.0,1.8341093901921557
KEL,KEL,0.912876,98.9071,1.0,1.8340895654727176
TMED3,TMED3,0.99761474,86.78285,1.0,1.8340825044779407
CPLANE2,CPLANE2,0.91056997,99.2248,1.0,1.8339399529188158
PPM1K,PPM1K,0.9050989,100.0,1.0,1.8338475342829617
ADAM18,ADAM18,0.91833854,98.1055,1.0,1.8338439996112046
MMRN2,MMRN2,0.91169137,99.0516,1.0,1.8337838122055226
AIMP2,AIMP2,0.9225159,97.5,1.0,1.833748062045054
DNMT1,DNMT1,0.91887605,98.01945,1.0,1.8337320600600213
PDK2,PDK2,0.9049967,100.0,1.0,1.8336686097197283
CCDC40,CCDC40,0.9196723,97.8984,1.0,1.833644817269731
PTPN18,PTPN18,0.9232034,97.3913,1.0,1.8336215515438077
DOK3,DOK3,0.9489111,93.7115,1.0,1.833599909744196
ZBTB38,ZBTB38,0.9065894,99.749,1.0,1.8333855670165444
CEP72,CEP72,0.9381503,95.2297,1.0,1.8333385257246522
CMTM2,CMTM2,0.9404866,94.8948,1.0,1.8333306603889934
ADA2,ADA2,0.9116335,99.0215,1.0,1.8333141706551497
KCNK7,KCNK7,0.91387254,98.6971,1.0,1.8332645154637008
IGKV1D-43,IGKV1D-43,0.9849325,88.5265,1.0,1.8332159788008913
FAM185A,FAM185A,0.9136462,98.7245,1.0,1.8332035428759963
CFAP97D2,CFAP97D2,0.9295285,96.44919999999999,1.0,1.8331668285601386
ADGRV1,ADGRV1,0.9117613,98.9851,1.0,1.8330924954041952
KATNAL2,KATNAL2,0.909828,99.2565,1.0,1.833028869755481
PARVB,PARVB,0.996249,86.89135,1.0,1.8330191527934554
GZF1,GZF1,0.9095196,99.2968,1.0,1.8329820866538107
SSH1,SSH1,0.93601793,95.5034,1.0,1.832954526913152
SYT16,SYT16,0.91324806,98.7597,1.0,1.832937241765785
KMT2B,KMT2B,0.9082918,99.46585,1.0,1.8329011671368916
RMDN1,RMDN1,0.9088852,99.3631,1.0,1.8326827217738981
USP34,USP34,0.90541244,99.859,1.0,1.8326710732200777
PRDM14,PRDM14,0.90441924,100.0,1.0,1.832657633415573
RBM38,RBM38,0.970089,90.6009,1.0,1.8326129835627163
ZNF611,ZNF611,0.91527563,98.4397,1.0,1.832571201585401
KRT6C,KRT6C,0.96816945,90.87105,1.0,1.8325581344810684
WASF1,WASF1,0.9043239,100.0,1.0,1.8324907188572692
RAB11FIP3,RAB11FIP3,0.9407518,94.78575000000001,1.0,1.8324605339153535
PTPRA,PTPRA,0.9069065,99.6259,1.0,1.8324343767651854
RAD51B,RAD51B,0.97139865,90.395,1.0,1.8323862752571245
BLZF1,BLZF1,0.92335033,97.2661,1.0,1.832346742418896
SLC6A13,SLC6A13,0.906516,99.6678,1.0,1.832263437599661
FAM162A,FAM162A,0.9087135,99.3506,1.0,1.8322291618579503
C10orf90,C10H10orf90,0.9608378,91.89185,1.0,1.8322136945406788
CMTM1,CMTM1,0.911461,98.951,1.0,1.8321494773943945
TSLP,TSLP,0.9524761,93.0818,1.0,1.8321357655352937
CLASRP,CLASRP,0.9696032,90.6297,1.0,1.8321148981582271
SLC43A3,SLC43A3,0.91873276,97.90615,1.0,1.832094771779707
SEC62,SEC62,0.90409464,100.0,1.0,1.8320893465934056
SHFL,SHFL,0.90408766,100.0,1.0,1.8320771265009266
ALOXE3,ALOXE3,0.96819246,90.8283,1.0,1.8320752967766913
ERCC6,ERCC6,0.908659,99.3298,1.0,1.831879222243485
RNF157,RNF157,0.92034984,97.65585,1.0,1.8318629776039417
DYNC2I1,DYNC2I1,0.96383435,91.43285,1.0,1.8318431650378222
NKAIN3,NKAIN3,0.9950077,86.96969999999999,1.0,1.8318047232300203
GDE1,GDE1,0.9060409,99.6979,1.0,1.8317999928049613
PSMD14,PSMD14,0.9039146,100.0,1.0,1.8317741452395455
KMT2E,KMT2E,0.9085567,99.3332,1.0,1.8317417276312224
ISM2,ISM2,0.9198515,97.7165,1.0,1.8317326792305408
DENND4C,DENND4C,0.9053141,99.7957,1.0,1.831724318821645
IARS1,IARS1,0.9457847,94.0046,1.0,1.8317130265785893
TRAPPC13,TRAPPC13,0.9046977,99.88040000000001,1.0,1.831681623674287
EBLN1,EBLN1,0.9257774,96.86234999999999,1.0,1.831655289072791
COA1,COA1,0.91817176,97.9452,1.0,1.8315904584210603
NOPCHAP1,NOPCHAP1,0.9893751,87.752,1.0,1.8315163903242413
NSG1,NSG1,0.90376717,100.0,1.0,1.8315160351773392
RAPGEF1,RAPGEF1,0.9875791,88.0078,1.0,1.831502246207869
TLR5,TLR5,0.9135343,98.6014,1.0,1.831501289634157
KPTN,KPTN,0.9101528,99.0826,1.0,1.8314695321173136
GNB3,GNB3,0.90374017,100.0,1.0,1.8314687654786377
ELAPOR1,ELAPOR1,0.9085563,99.309,1.0,1.8314448974631894
PTGIR,PTGIR,0.9073301,99.4819,1.0,1.8314138906848143
DDX20,DDX20,0.92619646,96.7826,1.0,1.831413067264661
UBALD2,UBALD2,0.9036478,100.0,1.0,1.8313070505871911
GORASP2,GORASP2,0.90670496,99.5575,1.0,1.8312445395380446
ADA,ADA,0.977772,89.3896,1.0,1.8312414373243806
