gorilla gene name,rhesus_macaque gene name,correlation,identical_scores,orthology confidence,combo_score
MIR577,mml-mir-577,0.5941576,93.75,1.0,1.144697794505021
ggo-mir-192,mml-mir-192,0.5941576,93.7013,1.0,1.1440614568828331
MIR30C,mml-mir-30c-2,0.5941576,93.68055,1.0,1.1437903274031533
ggo-mir-7-2,mml-mir-7-2,0.5941576,93.6364,1.0,1.1432134422692806
OR2J2,OR2J2,0.5941576,93.5897,1.0,1.1426032376089896
MIRLET7A1,MIRLET7A1,0.5941576,93.47825,1.0,1.1411469783072885
FLOT2,FLOT2,0.5941576,93.4077,1.0,1.1402251380763777
MIR101-2,MIR101-2,0.5941576,93.4066,1.0,1.1402107649473343
COA3,CCDC56,0.5941576,93.3962,1.0,1.1400748735454707
MIR513B,mml-mir-513b-2,0.5941576,93.36420000000001,1.0,1.1396567461551217
SNORD97,SNORD97,0.5941576,93.3345,1.0,1.1392686716709535
SNORD74B,SNORD74B,0.5941576,93.31139999999999,1.0,1.138966835961045
RCN3,RCN3,0.5941576,93.30685,1.0,1.1389073834727297
MIR598,MIR598,0.5941576,93.30355,1.0,1.1388642640856
TMEM240,C1orf70,0.5941576,93.2813,1.0,1.1385735348844976
OR10H1,OR10H1,0.5941576,93.2286,1.0,1.1378849313385162
MIR944,mml-mir-944,0.5941576,93.1818,1.0,1.13727342003013
MIR609,mml-mir-609,0.5941576,93.1243,1.0,1.1365220973755963
MIR522,mml-mir-518e,0.5941576,93.1034,1.0,1.1362490079237741
LCE1C,LCE1C,0.5941576,93.09705,1.0,1.1361660357697516
SNORD114-18,SNORD114-18,0.5941576,93.0556,1.0,1.1356244301344398
SNORD4A,SNORD4A,0.5941576,93.0556,1.0,1.1356244301344398
MIR524,mml-mir-524,0.5941576,93.0358,1.0,1.135365713811661
CSNK2A2,CSNK2A2,0.5941576,93.03335,1.0,1.1353337009333375
MIR517C,mml-mir-517a,0.5941576,93.0233,1.0,1.1352023827998061
PRTN3,PRTN3,0.8394839,57.214749999999995,1.0,1.1349607981279535
SNORD108,SNORD108,0.5941576,92.9577,1.0,1.1343452216495897
MIR363,MIR363,0.5941576,92.86275,1.0,1.1331045592835376
SNORD114-16,SNORD114-16,0.5941576,92.8571,1.0,1.1330307336661791
SNORD68,SNORD68,0.5941576,92.8571,1.0,1.1330307336661791
RNU6ATAC41P,RNU6ATAC41P,0.5941576,92.80595,1.0,1.1323623831656675
BHLHE41,BHLHE41,0.5941576,92.79555,1.0,1.132226491763804
SNORD63,SNORD63,0.5941576,92.7731,1.0,1.131933149266512
SNORD38C,SNORD38C,0.5941576,92.7536,1.0,1.1316783528880179
SNORD26,SNORD26,0.5941576,92.75184999999999,1.0,1.131655486546358
ggo-mir-124a,mml-mir-124a-1,0.5941576,92.6606,1.0,1.130463170159815
SNORD83A,SNORD83A,0.5941576,92.6316,1.0,1.130084242212311
MIR509-1,mml-mir-509-2,0.5941576,92.5532,1.0,1.129059830105955
MIR193A,mml-mir-193a,0.5941576,92.51335,1.0,1.1285391308401604
MIR346,MIR346,0.5941576,92.41069999999999,1.0,1.1271978565708054
MIR548A,mml-mir-548a,0.5941576,92.3101,1.0,1.1258833685873948
ggo-mir-210,mml-mir-210,0.5941576,92.3096,1.0,1.1258768353469204
SNORD13E,SNORD13E,0.5941576,92.3077,1.0,1.1258520090331183
SNORA80D,SNORA80D,0.5941576,92.2522,1.0,1.1251268193404813
MIR424,MIR424,0.5941576,92.22285,1.0,1.1247433181246451
MIR422A,mml-mir-422a,0.5941576,92.2222,1.0,1.1247348249120288
SNORD114-27,SNORD114-27,0.5941576,92.20320000000001,1.0,1.124486561774009
MIR761,mml-mir-761,0.5941576,92.14285000000001,1.0,1.123697999648772
TEX29,TEX29,0.8746229,51.158950000000004,1.0,1.122816076425742
MIR518E,mml-mir-523b,0.5941576,92.0573,1.0,1.1225801622036347
NONO,NONO,0.5941576,92.0493,1.0,1.1224756303560475
SNORD114-19,SNORD114-19,0.5941576,92.0,1.0,1.1218314528452904
REDIC1,REDIC1,0.5941576,91.95405,1.0,1.1212310480457106
MIR518F,mml-mir-518f,0.5941576,91.954,1.0,1.121230394721663
MIR523,mml-mir-523a,0.5941576,91.954,1.0,1.121230394721663
ALPP,ALPP,0.5941576,91.9325,1.0,1.1209494653812724
CBX1,CBX1,0.5941576,91.8552,1.0,1.1199394264039595
MIR642A,mml-mir-642,0.5941576,91.8501,1.0,1.1198727873511225
IFNA13,IFNA13,0.5941576,91.7916,1.0,1.1191083982156402
MIR135B,MIR135B,0.5941576,91.76185000000001,1.0,1.118719670407425
MIR197,MIR197,0.5941576,91.66665,1.0,1.1174757414211356
AK4,AK4,0.5941576,91.63505,1.0,1.1170628406231655
SPATA31G1,SPATA31G1,0.5941576,91.4736,1.0,1.1149532572740435
NSMAF,NSMAF,0.5941576,91.4316,1.0,1.11440446507421
MIR331,MIR331,0.5941576,91.36,1.0,1.1134689050383033
ggo-mir-31,MIR31,0.5941576,91.27905,1.0,1.1124111734055289
USP32,USP32,0.5941576,91.19505,1.0,1.1113135890058616
DEFB130B,DEFB130B,0.5941576,91.1392,1.0,1.1105838260448926
MIR520G,mml-mir-520g,0.5941576,91.1111,1.0,1.1102166579302422
MIR1296,mml-mir-1296,0.5941576,91.07145,1.0,1.1096985719606374
SNORD11B,SNORD11B,0.5941576,91.02275,1.0,1.1090622343384495
LAGE3,LAGE3,0.5941576,90.9091,1.0,1.1075772287786618
MIR330,MIR330,0.5941576,90.75434999999999,1.0,1.1055551908518941
MIR597,mml-mir-597,0.5941576,90.7216,1.0,1.1051272636008336
MIR337,MIR337,0.5941576,90.66785,1.0,1.104424940249856
SPOUT1,SPOUT1,0.5941576,90.6252,1.0,1.1038676548374062
SNORA11,SNORA11,0.5941576,90.625,1.0,1.1038650415412163
MIR1180,mml-mir-1180,0.5941576,90.5797,1.0,1.103273129954253
RNU11-5P,RNU11-5P,0.5941576,90.52705,1.0,1.102585179732319
EFCAB14,EFCAB14,0.5941576,90.49705,1.0,1.1021931853038665
SNORD13,SNORD13,0.5941576,90.3846,1.0,1.100723859521217
SNORD114-20,SNORD114-20,0.5941576,90.2778,1.0,1.0993283593559258
SNORD114-30,SNORD114-30,0.5941576,90.2778,1.0,1.0993283593559258
MIRLET7D,MIRLET7D,0.5941576,90.11269999999999,1.0,1.097171083351342
MIR552,mml-mir-552,0.5941576,90.0548,1.0,1.0964145341044287
COQ9,COQ9,0.5941576,90.039,1.0,1.0962080837054438
TMEM69,TMEM69,0.5941576,89.65555,1.0,1.0911977415857732
MIRLET7F,MIRLET7F1,0.5941576,89.54545,1.0,1.0897591220333525
RNASE3,RNASE3,0.5941576,89.375,1.0,1.0875319403556947
MIR626,mml-mir-626,0.5941576,89.37185,1.0,1.087490780940707
SNORD114-31,SNORD114-31,0.5941576,89.3333,1.0,1.0869870681001454
MIR142,MIR142,0.5941576,89.1892,1.0,1.0851041881954786
LCE1D,LCE1F,0.5941576,89.0909,1.0,1.0838197531182492
GKN1,GKN1,0.5941576,88.9447,1.0,1.0819094336035906
DMAC2,DMAC2,0.5941576,88.64025000000001,1.0,1.077931343478845
DEFB119,DEFB119,0.5941576,88.6364,1.0,1.0778810375271934
MIR211,mml-mir-211,0.5941576,88.5863,1.0,1.0772264068316777
MIR877,mml-mir-877,0.5941576,88.54705,1.0,1.0767135474544522
MIR520C,MIR520C,0.5941576,88.4881,1.0,1.0759432784025431
5_8S_rRNA,5_8S_rRNA,0.5941576,88.4744,1.0,1.07576426761355
SNORD105B,SNORD105B,0.5941576,88.37135,1.0,1.0744177667518156
MTCL2,MTCL2,0.5941576,88.33539999999999,1.0,1.0739480267617196
PARP4,PARP4,0.5941576,88.32675,1.0,1.0738350017015161
MIR365A,MIR365A,0.5941576,88.16405,1.0,1.0717090852512086
ggo-mir-148b,mml-mir-148b,0.5941576,88.08924999999999,1.0,1.0707317124762668
MIR27B,MIR27B,0.5941576,88.0584,1.0,1.0703286115390083
RBP7,RBP7,0.70148253,72.2836,1.0,1.0687942761432714
NHSL3,NHSL3,0.5941576,87.8813,1.0,1.0680145377630434
MIRLET7G,MIRLET7G,0.5941576,87.83785,1.0,1.0674467991658347
ggo-mir-140,mml-mir-140,0.5941576,87.81819999999999,1.0,1.0671900428151981
ARB2A,ARB2A,0.5941576,87.81055,1.0,1.067090084235943
POM121C,POM121C,0.5941576,87.7891,1.0,1.0668098082195994
MIR191,MIR191,0.5941576,87.7501,1.0,1.0663002154626111
MIR22,MIR22,0.5941576,87.74605,1.0,1.06624729621477
SAA2,SAA2,0.5941576,87.7049,1.0,1.0657096105237425
MIR371A,mml-mir-371,0.5941576,87.63325,1.0,1.0647733971637885
MIR452,MIR452,0.5941576,87.6106,1.0,1.0644774413703069
SNORA59A,SNORA59A,0.5941576,87.59115,1.0,1.0642232983158602
MIR378A,MIR378A,0.5941576,87.50925000000001,1.0,1.063153153526185
MIR519C,mml-mir-519c,0.5941576,87.3563,1.0,1.0611546352651244
RAN,RAN,0.5941576,87.28235000000001,1.0,1.0601883689989888
PCBP2,PCBP2,0.5941576,87.0752,1.0,1.057481647470524
MIR532,mml-mir-532,0.5941576,86.90475,1.0,1.0552544657928664
MIRLET7E,MIRLET7E,0.5941576,86.8671,1.0,1.0547625127851583
ggo-mir-29a,MIR29A,0.5941576,86.7816,1.0,1.0536453286640688
ENAM,RUFY3,0.5651226,90.9652,1.0,1.0529626574119726
CCNL2,CCNL2,0.5941576,86.71414999999999,1.0,1.0527639945240979
CSNK2A2IP,CSNKA2IP,0.5941576,86.5123,1.0,1.05012652534466
SNORD114-10,SNORD114-10,0.5941576,86.1111,1.0,1.0448842531881548
MIR1185-1,mml-mir-1185-1,0.5941576,85.98304999999999,1.0,1.0432110903027099
MIRLET7C,MIRLET7C,0.5941576,85.71430000000001,1.0,1.0396994735478229
MIR29C,MIR29C,0.5941576,85.22725,1.0,1.033335444001896
MIR26B,MIR26B,0.5941576,85.0,1.0,1.0303660862063682
CFB,CFB,0.5941576,84.99665,1.0,1.030322313495191
RNU4ATAC18P,RNU4ATAC18P,0.5941576,84.80545000000001,1.0,1.0278240023378538
MIR381,MIR381,0.5941576,84.7222,1.0,1.026736217798898
BTNL9,BTNL9,0.5941576,84.63364999999999,1.0,1.0255791809109154
ggo-mir-219,mml-mir-219-1,0.5941576,84.5984,1.0,1.0251185874574837
RNU6ATAC7P,RNU6ATAC7P,0.5941576,84.5863,1.0,1.024960483038008
SNORA20B,SNORA20B,0.5941576,84.19059999999999,1.0,1.019790076526719
ggo-mir-32,MIR32,0.5941576,83.9881,1.0,1.0171441141346647
MIRLET7A3,MIRLET7A3,0.5941576,83.94495,1.0,1.0165802954817404
MIR509,mml-mir-509-1,0.5941576,83.9007,1.0,1.0160021036997728
PRSS55,PRSS55,0.7337807,63.3592,1.0,1.0137517509912646
SYCE1,SYCE1,0.5941576,83.64965000000001,1.0,1.0127217636576729
MIR98,mml-mir-98,0.5941576,83.61345,1.0,1.01224875704734
MT1F,MT1F,0.5941576,83.6066,1.0,1.0121592516528433
EEF1D,PYCR3,0.5941576,83.5335,1.0,1.011204091895514
MIR23B,MIR23B,0.5941576,83.1663,1.0,1.0064060800912553
MIR519B,mml-mir-519a,0.5941576,83.06655,1.0,1.0051026986166507
MIR760,MIR760,0.5941576,83.01400000000001,1.0,1.0044160550428114
MIR139,MIR139,0.5941576,83.00970000000001,1.0,1.004359869174733
MIR383,MIR383,0.5941576,82.8829,1.0,1.0027030393904737
MIR128,MIR128-1,0.5941576,82.74755,1.0,1.0009344911941054
ATP5F1E,ATP5F1E,0.5941576,82.7229,1.0,1.0006124024387268
MIR484,MIR484,0.5941576,82.64670000000001,1.0,0.9996167365904576
MIR323A,MIR323A,0.5941576,82.5043,1.0,0.9977560697034029
ggo-mir-15a,MIR15A,0.5941576,82.39695,1.0,0.9963533829735903
MIR556,MIR556,0.5941576,82.3648,1.0,0.9959332956110987
PSMC6,PSMC6,0.5941576,82.33869999999999,1.0,0.9955922604583448
NAT8,NAT8,0.5941576,81.9383,1.0,0.9903604414865985
SIGLEC11,SIGLEC11,0.5941576,81.7975,1.0,0.9885206809690614
ERVH48-1,ERVH48-1,0.5941576,81.7935,1.0,0.9884684150452676
RPL23,RPL23,0.5941576,81.53155,1.0,0.9850456503608297
APOA2,APOA2,0.5941576,81.4624,1.0,0.9841421032032467
MIR326,MIR326,0.5941576,81.2988,1.0,0.9820044269200856
ggo-mir-18a,MIR18A,0.5941576,81.10075,1.0,0.9794166103682516
STK25,STK25,0.5941576,80.65315,1.0,0.9735680534957398
PTGR1,PTGR1,0.5941576,80.44024999999999,1.0,0.9707861997018217
MIR486,MIR486-1,0.5941576,80.35715,1.0,0.9697003751350084
KYAT1,KYAT1,0.5941576,79.91385,1.0,0.9639080041305749
MIR1251,MIR1251,0.5941576,79.8161,1.0,0.9626307556178672
MIR676,mml-mir-676-1,0.5941576,79.529,1.0,0.9588793689375763
SYT8,SYT8,0.6542486,70.7408,1.0,0.9585962286113812
SNORA50D,SNORA50D,0.5941576,79.3893,1.0,0.9570539815490826
MIR515-2,mml-mir-519e,0.5941576,79.2716,1.0,0.9555160567414538
SPATA31D1,SPATA31D1,0.5941576,79.22550000000001,1.0,0.9549136919697319
MIR513A2,mml-mir-513a-2,0.5941576,79.21875,1.0,0.9548254932233299
MIR1283-1,mml-mir-518a-3,0.5941576,78.59559999999999,1.0,0.9466831156203235
MIR375,MIR375,0.5941576,78.57145,1.0,0.9463675601054192
MIR1306,MIR1306,0.5941576,78.5213,1.0,0.9457122760858561
SEPTIN4,SEPTIN4,0.64272195,71.11135,1.0,0.9414654825786495
MIR508,mml-mir-508,0.5941576,77.74940000000001,1.0,0.9356262594417728
EXOC3L2,EXOC3L2,0.5941576,77.624,1.0,0.9339877227308411
LHB,CGB8,0.5941576,77.6226,1.0,0.9339694296575134
MIR517C-2,mml-mir-517c,0.5941576,77.6069,1.0,0.9337642859066232
MIR519A-2,mml-mir-517b,0.5941576,77.6067,1.0,0.9337616726104336
MIR873,mml-mir-873,0.5941576,77.27275,1.0,0.9293981212977096
MIR151A,MIR151A,0.5941576,77.1528,1.0,0.9278307969079469
FOXD4,FOXD4L1,0.5941576,76.4015,1.0,0.9180139497714008
COX7C,COX7C,0.5941576,75.2137,1.0,0.9024935837008706
MIR519C-1,mml-mir-519a-2,0.5941576,74.69655,1.0,0.8957362530783965
SMIM2,SMIM2,0.5941576,74.3934,1.0,0.8917751493788837
S100A14,S100A14,0.698265,58.84615,1.0,0.8870807159186581
HLA-B,Mamu-B,0.5941576,73.4567,1.0,0.8795357766745011
CT47B1,CT47B1,0.5941576,73.043,1.0,0.8741301735061409
CUEDC2,CUEDC2,0.5941576,70.69805,1.0,0.8434899290061493
CMTM1,CMTM1,0.5941576,68.6842,1.0,0.8171759963481788
RPGR,RPGR,0.5941576,68.65545,1.0,0.8168003350209119
CD300LD,CD300LD,0.5941576,66.7843,1.0,0.7923509891942805
MIR203B,mml-mir-203,0.5941576,64.2283,1.0,0.7589530638901255
GYPA,GYPA,0.5941576,60.122600000000006,1.0,0.705306013060208
H1-0,H1-0,1.0000017,100.0,0.0,1.9999984750101345
POLR3K,POLR3K,1.0000004,100.0,0.0,1.999995996901602
H2BC17,H2BC17,1.0000001,100.0,0.0,1.9999954250304024
HS6ST1,HS6ST1,0.99999917,100.0,0.0,1.999993652229683
ARL4D,ARL4D,0.99999833,100.0,0.0,1.999992050990324
H2AC14,H2AC14,0.99999803,100.0,0.0,1.999991479119124
H1-5,H1-5,0.9996409,99.115,0.0,1.9877468689412343
CCDC124,CCDC124,0.9994911,99.1031,0.0,1.9873058234655459
ZNF449,ZNF449,0.9990542,99.0348,0.0,1.9855805477262185
MFSD14B,MFSD14B,0.9982913,99.0119,0.0,1.9838270568515681
SUPT7L,SUPT7L,0.99230033,99.7573,0.0,1.9821466010788873
RPS27A,RPS27A,0.9990411,98.7179,0.0,1.98141480820461
OMG,OMG,0.9993522,98.6364,0.0,1.9809429204414413
HIC2,HIC2,0.9997619,98.5366,0.0,1.9804198710778969
S100G,S100G,0.9977741,98.7342,0.0,1.9792125891438457
SHOX,SHOX,0.9989958,98.29464999999999,0.0,1.9757980675920317
TUBA4A,TUBA4A,0.9952313,98.79429999999999,0.0,1.9751507043598733
OCM2,OCM,0.9990776,98.1651,0.0,1.9742612351989592
RPRML,RPRML,0.99749947,98.3333,0.0,1.9734507269730126
CHCHD2,CHCHD2,0.9974314,98.0132,0.0,1.9691383888462037
OPLAH,OPLAH,0.99636334,98.059,0.0,1.967700857828337
H2BC14,H2BC14,0.998403,97.619,0.0,1.9658396822485529
MPHOSPH8,MPHOSPH8,0.9988203,97.49860000000001,0.0,1.965061950781198
NFKB2,NFKB2,0.9985293,97.51320000000001,0.0,1.9646980063392998
ASNS,ASNS,0.99643034,97.5045,0.0,1.9605832120437139
OR4K17,OR4K17,0.9982226,97.0845,0.0,1.9585117629668485
TRIM50,TRIM50,0.99823475,97.02574999999999,0.0,1.957767267994718
EIF3C,EIF3C,0.9992606,96.77445,0.0,1.9564391748998824
IGLV10-54,IGLV10-54,0.9952744,97.28075,0.0,1.9554560909494252
NAP1L2,NAP1L2,0.99846447,96.74665,0.0,1.9545583140020273
STK16,STK16,0.98767805,98.2179,0.0,1.9532208976098229
IKBKG,IKBKG,0.99437165,97.13155,0.0,1.9517857162400456
WNT10B,WNT10B,0.9815589,98.9717,0.0,1.9514058587758343
ZNF708,ZNF708,0.99092954,97.25489999999999,0.0,1.946835988080608
C1QTNF9,C1QTNF9,0.9978657,96.0961,0.0,1.9449165170934788
DRD5,DRD5,0.9973233,96.12575,0.0,1.9442699951244744
P2RY8,P2RY8,0.99880683,95.8217,0.0,1.9431250918619285
OR4K15,OR4K15,0.9976672,95.95695,0.0,1.9427199281590137
FOXL3,FOXL3,0.9981846,95.7082,0.0,1.9404559282189082
CLN3,CLN3,0.9930095,96.28115,0.0,1.9380773996591045
HAUS5,HAUS5,0.99702543,95.2607,0.0,1.932399024865827
FMO5,FMO5,0.98703235,96.6229,0.0,1.9311490030515295
SLC25A30,SLC25A30,0.9990356,94.56765,0.0,1.9271751613431118
TMEM88B,TMEM88B,0.99447626,94.7701,0.0,1.9211292862917533
OR9G4,OR9G4,0.99595106,94.4954,0.0,1.920351242793131
TRIM21,TRIM21,0.9856346,96.0,0.0,1.9203454488373182
OR2M4,OR2M4,0.9954484,94.5338,0.0,1.919894806404017
ZNF33B,ZNF33B,0.99745756,94.1089,0.0,1.9181727944479143
SLC38A5,SLC38A5,0.9784255,96.84595,0.0,1.9176567828422144
OR13A1,OR13A1,0.99644643,94.2073,0.0,1.9175310824192713
OR9G1,OR9G1,0.9970099,94.0984,0.0,1.9171822501937084
OR2L5,OR2L5,0.99560034,94.2308,0.0,1.9162252963769402
DYNLL1,DYNLL1,1.0000021,93.5727,0.0,1.9160170445053035
SAR1A,SAR1A,1.0000014,93.5727,0.0,1.9160157101391708
H3C14,H3C13,1.0000002,93.5727,0.0,1.916013422654372
RPL32,RPL32,1.0000002,93.5727,0.0,1.916013422654372
DNAJA1,DNAJA1,0.99999994,93.5727,0.0,1.9160129270326656
RPL30,RPL30,0.9999999,93.5727,0.0,1.9160128507831724
H3C1,H3C1,0.9999992,93.5727,0.0,1.9160115164170395
RPL26,RPL26,0.99999887,93.5727,0.0,1.9160108873587198
H2AC11,H2AC11,0.99999845,93.5727,0.0,1.9160100867390402
RPS7,RPS7,0.9999979,93.5727,0.0,1.9160090383085073
MAPRE1,MAPRE1,0.999915,93.5727,0.0,1.9158510112336467
H2BC21,H2BC4,0.9997923,93.5727,0.0,1.915617115912954
ARL4A,ARL4A,0.99976915,93.5727,0.0,1.9155729865187077
H2AC25,H2AC8,0.99974716,93.5727,0.0,1.9155310683597668
SRPK1,SRPK1,0.9997435,93.5727,0.0,1.9155240915311302
H2BC13,H2BC9,0.99964577,93.5727,0.0,1.915337794956629
VDAC1,VDAC1,0.99951255,93.5727,0.0,1.9150838460191992
SOGA3,MTCL3,0.9993592,93.5727,0.0,1.9147915245242668
RXFP4,RXFP4,0.9993086,93.5727,0.0,1.9146950689152447
H2BC3,H2BC15,0.99927473,93.5727,0.0,1.9146305046567944
RPL4,RPL4,0.99875456,93.5727,0.0,1.91363893718357
PRMT2,PRMT2,0.97210014,97.4596,0.0,1.9136173915029793
SPIC,SPIC,0.99858546,93.5727,0.0,1.9133165924506517
ZNF92,ZNF92,0.9985526,93.5727,0.0,1.9132539534919069
HTR1F,HTR1F,0.99839246,93.5727,0.0,1.9129486886454874
RPL7,RPL7,0.99820673,93.5727,0.0,1.91259464318573
OR14I1,OR14I1,0.99556863,93.8907,0.0,1.9117209394205712
OR2H2,OR2H2,0.9976148,93.5727,0.0,1.9114662841215286
PCDHGA4,PCDHGB5,0.9974197,93.5727,0.0,1.911094377217966
CFL1,CFL1,0.9973345,93.5727,0.0,1.9109319657972408
RAC1,RAC1,0.9972578,93.5727,0.0,1.9107857573938412
DAXX,DAXX,0.99709344,93.5727,0.0,1.9104724482258786
CLCNKA,CLCNKB,0.99708325,93.5727,0.0,1.9104530236674608
KCTD9,KCTD9,0.9969503,93.5727,0.0,1.9101995894141106
RPS23,RPS23,0.9969395,93.5727,0.0,1.9101790020509202
CBFA2T2,CBFA2T2,0.99692595,93.5727,0.0,1.9101531725350653
ZNF736,ZNF736,0.98419535,95.3162,0.0,1.9086670370840513
ZNF596,ZNF596,0.9950119,93.7322,0.0,1.9085886426801482
GRAP,GRAP,0.99599546,93.5727,0.0,1.9083794377595873
GPR132,GPR132,0.99590504,93.5727,0.0,1.9082070757799865
KLC2,KLC2,0.9881547,94.68,0.0,1.9079016026869327
TBC1D31,TBC1D31,0.9956282,93.5727,0.0,1.907679353036869
DYNLT1,DYNLT1,0.9955571,93.5727,0.0,1.9075438195625312
NAP1L1,NAP1L1,0.99546695,93.5727,0.0,1.9073719722670104
UGT1A5,UGT1A1,0.99535406,93.5727,0.0,1.9071567771345492
GSTA2,GSTA2,0.99520487,93.5727,0.0,1.90687238558692
AKR1C4,AKR1C2,0.9949101,93.5727,0.0,1.9063104840084315
EWSR1,EWSR1,0.9949086,93.5727,0.0,1.9063076246524329
RPS27,RPS27L,0.994803,93.5727,0.0,1.9061063259901254
SLFN11,SLFN13,0.9946531,93.5727,0.0,1.9058205810139899
ZNF324B,ZNF324,0.9945604,93.5727,0.0,1.9056438728132712
COX19,COX19,0.9945439,93.5727,0.0,1.9056124198972857
ZNF107,ZNF107,0.997679,93.09525,0.0,1.9053500732294504
TUBG2,TUBG1,0.9943658,93.5727,0.0,1.9052729190283748
ZNF57,ZNF555,0.9942727,93.5727,0.0,1.9050954483327232
NLRP9,NLRP9,0.9940383,93.5727,0.0,1.9046486263019955
TPM1,TPM2,0.9940255,93.5727,0.0,1.90462422646414
CAMK2D,CAMK2D,0.99391806,93.5727,0.0,1.9044194203251408
RGS20,RGS20,0.9938218,93.5727,0.0,1.9042359259195183
PPP1R7,PPP1R7,0.99371445,93.5727,0.0,1.904031291341879
LGALS13,LGALS13,0.9866289,94.58605,0.0,1.9037654698799655
AEBP1,AEBP1,0.9934844,93.5727,0.0,1.9035927614435473
OR8H1,OR8H3,0.99347216,93.5727,0.0,1.903569429098598
ALDH3B1,ALDH3B1,0.99338305,93.5727,0.0,1.9033995642899026
OR1A1,OR1A1,0.994504,93.37665000000001,0.0,1.9029746774377836
CYP4F2,CYP4F8,0.9931596,93.5727,0.0,1.9029736155579653
CCDC25,CCDC25,0.99284303,93.5727,0.0,1.902370158005629
USP12,USP12,0.99263877,93.5727,0.0,1.9019807899681014
ITGB1BP1,ITGB1BP1,0.99261665,93.5727,0.0,1.9019386239983076
PCMTD2,PCMTD2,0.9567922,98.75195,0.0,1.9013232914456513
CAP1,CAP1,0.9920572,93.5727,0.0,1.9008721795226642
EIF5,EIF5,0.992673,93.4752,0.0,1.9007720585795207
ASAH2,ASAH2,0.99195844,93.5727,0.0,1.9006839195237109
GPAA1,GPAA1,0.9921213,93.53444999999999,0.0,1.9004945764393977
RPL27A,RPL27A,0.99174476,93.5727,0.0,1.9002765947305114
OR2L3,OR2L2,0.9917265,93.5727,0.0,1.9002417868368204
SNRNP200,SNRNP200,0.99138755,93.5727,0.0,1.8995956676929842
GSTM4,GSTM5,0.9913515,93.5727,0.0,1.8995269478371493
PATZ1,PATZ1,0.9912039,93.5727,0.0,1.8992455872068785
TRGV10,TRGV10,0.9911571,93.5727,0.0,1.8991563752997196
POLD3,POLD3,0.99112016,93.5727,0.0,1.8990859588926585
KRTAP10-7,KRTAP10-6,0.99056333,93.5727,0.0,1.8980245087588263
ZNF722,ZNF735,0.99047834,93.5727,0.0,1.897862497647941
HNRNPC,HNRNPC,0.9902112,93.5727,0.0,1.8973532654069483
SERINC2,SERINC2,0.9901628,93.5727,0.0,1.8972610035200574
RPS5,RPS5,0.9899813,93.5727,0.0,1.896915021444216
OR5H1,OR5H14,0.9899263,93.5727,0.0,1.8968101783909312
SLX9,SLX9,0.9895274,93.5727,0.0,1.896049780319014
NOM1,NOM1,0.989251,93.5727,0.0,1.8955228963203228
STAU2,STAU2,0.98906386,93.5727,0.0,1.8951661630659267
FBP2,FBP2,0.98904765,93.5727,0.0,1.8951352629587674
OXCT1,OXCT1,0.9887312,93.5727,0.0,1.8945320341549117
IGLV7-46,IGLV7-43,0.9886129,93.5727,0.0,1.894306526278482
PSAT1,PSAT1,0.9882298,93.5727,0.0,1.8935762467564174
ZNF90,ZNF737,0.98819375,93.5727,0.0,1.8935075269005823
RNASEH2B,RNASEH2B,0.98785394,93.5727,0.0,1.8928597683926403
PPP5C,PPP5C,0.98783207,93.5727,0.0,1.8928180789821791
OR4N5,OR4N5,0.99481755,92.5325,0.0,1.8925423082607689
HLA-G,MAMU-A,0.9876252,93.5727,0.0,1.8924237356652138
CBFB,CBFB,0.98752886,93.5727,0.0,1.8922400887606048
SLC35A5,SLC35A5,0.9874696,93.5727,0.0,1.8921271251362834
SUCLG2,SUCLG2,0.9969842,92.15610000000001,0.0,1.891754233948153
RPL35,RPL35,0.9870711,93.5727,0.0,1.8913674895592991
GH2,GHV,0.98691624,93.5727,0.0,1.891072289645995
CLIC4,CLIC4,0.9868462,93.5727,0.0,1.8909387767832295
GHAA,KRT37,0.9867074,93.5727,0.0,1.8906741910414846
LILRA4,LILRA3,0.98665804,93.5727,0.0,1.8905800991667545
OR3A3,OR3A2,0.98664856,93.5727,0.0,1.8905620280368427
NOP2,NOP2,0.9866267,93.5727,0.0,1.8905203576887553
ZNF728,ZNF43,0.9865192,93.5727,0.0,1.8903154371755162
DNAJC8,DNAJC8,0.98645705,93.5727,0.0,1.8901969645253038
OR52E4,OR52E4,0.99288803,92.6282,0.0,1.8901146474298096
ZNF732,ZNF273,0.98612607,93.5727,0.0,1.8895660380930073
CYP2A6,CYP2A29,0.99341637,92.4953,0.0,1.8893852535439954
LRRC14B,LRRC14B,0.9952926,92.21215000000001,0.0,1.889262019133727
STK36,STK36,0.985939,93.5727,0.0,1.8892094382752245
RPL13,RPL13,0.98581946,93.5727,0.0,1.8889815666645025
PLSCR1,PLSCR2,0.9856469,93.5727,0.0,1.8886526263504138
GCGR,GCGR,0.9958377,92.08185,0.0,1.8885985466360706
OR2T10,OR2T10,0.99412763,92.3077,0.0,1.8882898120831557
SSBP3,SSBP3,0.9853436,93.5727,0.0,1.8880744645674794
ZNF85,ZNF681,0.98533654,93.5727,0.0,1.8880610065319123
BMERB1,BMERB1,0.992645,92.4885,0.0,1.8878259871824086
HNRNPA1L2,HNRNPA1,0.9848487,93.5727,0.0,1.8871310677116464
GAPDH,GAPDH,0.98463655,93.5727,0.0,1.8867266594615657
