human gene name,mice gene name,correlation,identical_scores,orthology confidence,combo_score
MIR425,Mir425,0.5894859,96.5247,1.0,1.3176691594768153
CXorf65,Gm614,0.8519352,55.10545,1.0,1.3174822936912851
MSLN,Msln,0.83717173,57.395849999999996,1.0,1.3170973774680133
SNORD123,Snord123,0.5894859,96.4588,1.0,1.3170101594768153
MYL11,Mylpf,0.5894859,96.4497,1.0,1.3169191594768155
SPATA46,Spata46,0.74679655,71.61375,1.0,1.3167123328576948
MIR17,Mir17,0.5894859,96.4286,1.0,1.3167081594768153
AIM2,Aim2,0.84961456,55.394,1.0,1.3167070560364944
TRIML2,Triml2,0.83384717,57.8529,1.0,1.3164234871370653
IFT56,Ift56,0.5894859,96.3899,1.0,1.3163211594768154
TSGA13,Tsga13,0.8256283,59.1249,1.0,1.3161784745160514
MIR199A2,Mir199a-2,0.5894859,96.3636,1.0,1.3160581594768155
MIR200C,Mir200c,0.5894859,96.3555,1.0,1.3159771594768155
MIR106B,Mir106b,0.5894859,96.3415,1.0,1.3158371594768152
PHF11,Phf11d,0.8698528,52.099999999999994,1.0,1.315692252204229
SLC2A10,Slc2a10,0.70639896,77.8104,1.0,1.314952887051453
ATP5F1B,Atp5f1b,0.5894859,96.2193,1.0,1.3146151594768154
VWF,Vwf,0.6709808,83.363,1.0,1.3146078376963604
DPY19L2,Dpy19l2,0.7056496,77.8651,1.0,1.3143177948833467
SMIM29,Smim29,0.5894859,96.0784,1.0,1.3132061594768154
KCNAB3,Kcnab3,0.60854155,93.0693,1.0,1.3131748565825763
SCARNA15,Gm54927,0.5894859,96.063,1.0,1.3130521594768154
IFI44,Ifi44,0.84958214,55.00085,1.0,1.3127244144915893
ADIG,Adig,0.81780833,60.0,1.0,1.3125937142782145
DARS1,Dars1,0.5894859,96.008,1.0,1.3125021594768154
MIR744,Mir744,0.5894859,95.96940000000001,1.0,1.3121161594768154
MIR342,Mir342,0.5894859,95.9596,1.0,1.3120181594768152
IL15RA,Il15ra,0.855576,53.96535,1.0,1.3118245428180613
SNORD62A,Gm22192,0.5894859,95.9097,1.0,1.3115191594768154
SNORD62B,Gm25632,0.5894859,95.9097,1.0,1.3115191594768154
SNORD70B,Gm26293,0.5894859,95.86135,1.0,1.3110356594768153
MIR134,Mir134,0.5894859,95.8518,1.0,1.3109401594768153
PDF,Pdf,0.7206736,75.15365,1.0,1.3109031891045857
BLTP1,Bltp1,0.5894859,95.82820000000001,1.0,1.3107041594768154
DRGX,Drgx,0.5894859,95.8175,1.0,1.3105971594768153
MIR331,Mir331,0.5894859,95.8001,1.0,1.3104231594768154
DPPA5,Dppa5a,0.7953958,63.2525,1.0,1.3097636430435005
SARS1,Sars1,0.5894859,95.71185,1.0,1.3095406594768153
TMEM250,Tmem250,0.5894859,95.6835,1.0,1.3092571594768154
TFF1,Tff1,0.79536843,63.177350000000004,1.0,1.3089689677170337
ACCSL,Accsl,0.8457053,55.23255,1.0,1.3089258195825992
MROH8,Mroh8,0.7586969,68.86734999999999,1.0,1.3080207660443108
AARS1,Aars1,0.5894859,95.5579,1.0,1.3080011594768155
SNAPC1,Snapc1,0.71717536,75.35525,1.0,1.3074008239581196
MIR218-2,Mir218-2,0.5894859,95.4545,1.0,1.3069671594768153
MIR10A,Mir10a,0.5894859,95.4545,1.0,1.3069671594768153
MIR19B1,Mir19b-1,0.5894859,95.4023,1.0,1.3064451594768154
HYCC2,Hycc2,0.5894859,95.3925,1.0,1.3063471594768155
ZNF475,1700034E13Rik,0.5894859,95.3704,1.0,1.3061261594768154
MIR103A1,Mir103-1,0.5894859,95.34885,1.0,1.3059106594768153
MIR592,Mir592,0.5894859,95.33935,1.0,1.3058156594768153
SNORD92,Snord92,0.5894859,95.2941,1.0,1.3053631594768154
MIR1306,Mir1306,0.5894859,95.24945,1.0,1.3049166594768153
NLRC5,Nlrc5,0.7914308,63.3801,1.0,1.3047849784676744
MIR494,Mir494,0.5894859,95.23605,1.0,1.3047826594768155
OCA2,Oca2,0.69618535,78.3969,1.0,1.3047062339219944
ALG14,Alg14,0.7099846,76.2129,1.0,1.304634122988317
TMEM176A,Tmem176a,0.848666,54.2989,1.0,1.304259732044049
SNORD65,Snord65,0.5894859,95.17689999999999,1.0,1.3041911594768152
ETAA1,Etaa1,0.8592196,52.6179,1.0,1.304097708858031
PRP4K,Prpf4b,0.5894859,95.1341,1.0,1.3037631594768153
NRG4,Nrg4,0.7128688,75.6522,1.0,1.3035768590714436
EEIG1,Eeig1,0.5894859,95.11325,1.0,1.3035546594768153
PKD2L1,Pkd2l1,0.6554794,84.67065,1.0,1.303231359775626
LRRC46,Lrrc46,0.74674296,70.187,1.0,1.302360296294109
TARS1,Tars1,0.5894859,94.94810000000001,1.0,1.3019031594768156
NDN,Ndn,0.66733485,82.6657,1.0,1.3018834646042459
HARS1,Hars1,0.5894859,94.8919,1.0,1.3013411594768154
C8orf88,Gm11837,0.5894859,94.8718,1.0,1.3011401594768153
COIL,Coil,0.7726357,65.97085,1.0,1.3010437909092607
FAM178B,Fam178b,0.7834155,64.26695000000001,1.0,1.3010095912105197
PRUNE1,Prune1,0.6497766,85.3364,1.0,1.3008928695756206
EMB,Emb,0.78331035,64.2327,1.0,1.3005012203454127
MIR208B,Mir208b,0.5894859,94.8052,1.0,1.3004741594768154
TFF3,Tff3,0.75732416,68.32560000000001,1.0,1.300437811252427
INTS15,Ints15,0.5894859,94.76044999999999,1.0,1.3000266594768153
ATP5MC3,Atp5mc3,0.5894859,94.70085,1.0,1.2994306594768155
ARK2N,Ark2n,0.5894859,94.64875,1.0,1.2989096594768155
KICS2,Kics2,0.5894859,94.6067,1.0,1.2984891594768153
CCR8,Ccr8,0.7414474,70.622,1.0,1.2983567145687211
HAUS6,Haus6,0.7819063,64.20365000000001,1.0,1.2979958749992115
BLTP2,Bltp2,0.5894859,94.51775,1.0,1.2975996594768155
SYCP2L,Sycp2l,0.85878813,52.012299999999996,1.0,1.2973610783095992
SUPT16H,Supt16,0.5623282,98.7584,1.0,1.29716572967835
PLA2G4F,Pla2g4f,0.72306335,73.3577,1.0,1.2967134456418066
UPK3BL2,Upk3bl,0.83370745,55.89595,1.0,1.2966335831687088
TMEM140,Tmem140,0.7939445,62.1622,1.0,1.2965712622871586
MIR410,Mir410,0.5894859,94.4136,1.0,1.2965581594768154
PTPRG,Ptprg,0.5894859,94.28485,1.0,1.2952706594768155
FERRY3,D6Wsu163e,0.5894859,94.2029,1.0,1.2944511594768153
SNORD86,Gm23187,0.5894859,94.186,1.0,1.2942821594768155
MIR448,Mir448,0.5894859,94.1723,1.0,1.2941451594768154
PLAG1,Plag1,0.58097106,95.4956,1.0,1.2939462633565562
C1orf50,AU022252,0.65103203,84.4221,1.0,1.2937302714793857
MIR491,Mir491,0.5894859,94.1307,1.0,1.2937291594768154
MIR103A2,Mir103-2,0.5894859,94.12639999999999,1.0,1.2936861594768152
SEC23IP,Sec23ip,0.6378744,86.48655,1.0,1.2936190180713585
ENTREP3,Entrep3,0.5894859,94.09129999999999,1.0,1.2933351594768152
TFPI2,Tfpi2,0.8504761,52.90935,1.0,1.293219608676761
TMEM270,Tmem270,0.8142703,58.60135,1.0,1.2930260816403305
SAMTOR,Bmt2,0.5894859,94.06,1.0,1.2930221594768154
MIR34B,Mir34b,0.5894859,94.0476,1.0,1.2928981594768154
TSR3,Tsr3,0.7753857,64.7173,1.0,1.292846330652898
CCDC40,Ccdc40,0.8610706,51.16305,1.0,1.2924691039727485
NALF2,Nalf2,0.5894859,93.95555,1.0,1.2919776594768153
SNORD16,Snord16a,0.5894859,93.9394,1.0,1.2918161594768154
RETN,Retn,0.8419706,54.093599999999995,1.0,1.2916449461169401
MIR101-1,Mir101a,0.5894859,93.91165000000001,1.0,1.2915386594768155
OR4K15,Or4k15,0.5894859,93.8272,1.0,1.2906941594768153
MIR29B1,Mir29b-1,0.5894859,93.82715,1.0,1.2906936594768155
C18orf21,2700062C07Rik,0.7196921,73.22999999999999,1.0,1.2901184032833566
SRGN,Srgn,0.86047745,50.986850000000004,1.0,1.289771428236771
SCARNA14,Gm24289,0.5894859,93.72825,1.0,1.2897046594768153
MRPL32,Mrpl32,0.7238308,72.53385,1.0,1.289685574224081
EEIG2,Eeig2,0.5894859,93.7162,1.0,1.2895841594768154
CIMAP1A,Cimap1a,0.5894859,93.7008,1.0,1.2894301594768154
MIR326,Mir326,0.5894859,93.6842,1.0,1.2892641594768155
CSTPP1,Cstpp1,0.5894859,93.6556,1.0,1.2889781594768155
NTMT2,Ntmt2,0.5894859,93.6396,1.0,1.2888181594768153
TET1,Tet1,0.831301,55.47255,1.0,1.2886034828992265
MIR124-2,Mir124a-2,0.5894859,93.578,1.0,1.2882021594768154
DNAAF10,Dnaaf10,0.5894859,93.5574,1.0,1.2879961594768154
VARS1,Vars1,0.5894859,93.47049999999999,1.0,1.2871271594768152
MLANA,Mlana,0.74226135,69.29655,1.0,1.286386195459388
SKIC2,Skic2,0.5894859,93.3334,1.0,1.2857561594768154
SPATA6L,Spata6l,0.79410684,61.0419,1.0,1.2856243486042427
KIRREL1,Kirrel1,0.5894859,93.31295,1.0,1.2855516594768155
GANC,Ganc,0.64664125,84.2912,1.0,1.2854949521537247
ADARB2,Adarb2,0.65288424,83.28975,1.0,1.2853285753315902
MCUB,Mcub,0.7147994,73.5119,1.0,1.2852193207183769
OR51E1,Or51e1,0.5894859,93.2286,1.0,1.2847081594768153
MIR505,Mir505,0.5894859,93.21430000000001,1.0,1.2845651594768155
TMPRSS11D,Tmprss11d,0.75824034,66.58695,1.0,1.2844965567987274
SMIM32,Smim32,0.5894859,93.2039,1.0,1.2844611594768154
URM1,Urm1,0.59033895,93.0693,1.0,1.2844608194052918
DENND2B,Dennd2b,0.5894859,93.17500000000001,1.0,1.2841721594768154
ZBTB7C,Zbtb7c,0.5830809,94.1842,1.0,1.2841604705466347
ARB2A,Arb2a,0.5894859,93.1574,1.0,1.2839961594768152
CRACDL,Cracdl,0.8144647,57.66225,1.0,1.2839417416134808
ABCC2,Abcc2,0.6879283,77.52590000000001,1.0,1.282970993534649
SNORA35B,Gm25107,0.5894859,93.0233,1.0,1.2826551594768154
STAB2,Stab2,0.6838927,78.1215,1.0,1.282560959647586
CFAP45,Cfap45,0.6532793,82.9401,1.0,1.2824552702338163
MIR135A2,Mir135a-2,0.5894859,93.0,1.0,1.2824221594768155
CDH26,Cdh26,0.7774226,63.31595,1.0,1.2820459772542852
FHIP1B,Fhip1b,0.5894859,92.91875,1.0,1.2816096594768154
FHIP2A,Fhip2a,0.5894859,92.8712,1.0,1.2811341594768153
MIR148B,Mir148b,0.5894859,92.86680000000001,1.0,1.2810901594768156
SMIM39,Smim39,0.5894859,92.8571,1.0,1.2809931594768154
TIMMDC1,Timmdc1,0.72632116,71.2281,1.0,1.2805565399171588
OR51E2,Or51e2,0.5894859,92.8125,1.0,1.2805471594768154
LRRC27,Lrrc27,0.82496053,55.652950000000004,1.0,1.2804055880434664
KRT85,Krt85,0.5894859,92.7022,1.0,1.2794441594768153
SNORA2B,Snora2b,0.5894859,92.7007,1.0,1.2794291594768155
SNORD94,Snord94,0.5894859,92.7007,1.0,1.2794291594768155
NARS1,Nars1,0.5894859,92.69205,1.0,1.2793426594768154
MIR128-1,Mir128-1,0.5894859,92.68295,1.0,1.2792516594768155
PLA2G2D,Pla2g2d,0.7249592,71.28115,1.0,1.27893859024107
MIR504,Mir504,0.5894859,92.64905,1.0,1.2789126594768154
MIR193B,Mir193b,0.5894859,92.64905,1.0,1.2789126594768154
MIR302C,Mir302c,0.5894859,92.6471,1.0,1.2788931594768154
LYSET,Lyset,0.5894859,92.638,1.0,1.2788021594768155
TMEM273,Tmem273,0.7885288,61.232150000000004,1.0,1.2787276634363889
OR6B1,Or6b1,0.5894859,92.6045,1.0,1.2784671594768153
FAM216B,Fam216b,0.83771914,53.4303,1.0,1.2783053997720368
OR5AR1,Or5ar1,0.5894859,92.5806,1.0,1.2782281594768155
MIRLET7A1,Mirlet7a-1,0.5894859,92.5532,1.0,1.2779541594768153
IFT70B,Ift70b,0.5894859,92.55085,1.0,1.2779306594768154
MIR125B1,Mir125b-1,0.5894859,92.53245000000001,1.0,1.2777466594768154
GALNTL5,Galntl5,0.7726171,63.6276,1.0,1.2775819499859038
PEDS1,Peds1,0.5894859,92.42175,1.0,1.2766396594768155
ADAT1,Adat1,0.6813833,77.92275000000001,1.0,1.276614958944792
SLC22A14,Slc22a14,0.81112134,57.4469,1.0,1.2765141948653764
ADAM30,Adam30,0.8223439,55.6656,1.0,1.2764044353400505
AFP,Afp,0.76993215,63.9216,1.0,1.276286524600566
SNORA65,Snora65,0.5894859,92.3077,1.0,1.2754991594768152
MIR138-2,Mir138-2,0.5894859,92.2619,1.0,1.2750411594768154
SNORD53B,Gm22858,0.5894859,92.22335,1.0,1.2746556594768153
MIR135A1,Mir135a-1,0.5894859,92.2222,1.0,1.2746441594768154
TPRG1L,Tprg1l,0.5894859,92.2048,1.0,1.2744701594768155
TAFAZZIN,Tafazzin,0.5894859,92.1435,1.0,1.2738571594768153
MIR181B2,Mir181b-2,0.5894859,92.1348,1.0,1.2737701594768154
OR10A5,Or10a5,0.5894859,92.1136,1.0,1.2735581594768155
MIR1-1,Mir1a-1,0.5894859,92.0432,1.0,1.2728541594768155
IFIT2,Ifit2,0.7758497,62.632999999999996,1.0,1.2727352762678243
SCGN,Scgn,0.6354123,84.7826,1.0,1.2726956316521552
HEATR4,Heatr4,0.7825631,61.56314999999999,1.0,1.2726269566368915
PDRG1,Pdrg1,0.59121203,91.7293,1.0,1.2724380760377916
SNORA63,Gm26447,0.5894859,91.9662,1.0,1.2720841594768153
LDLRAD2,Ldlrad2,0.80914897,57.275999999999996,1.0,1.2716938423384097
MIR23A,Mir23a,0.5894859,91.90870000000001,1.0,1.2715091594768155
DEFB136,Defb42,0.8487964,51.0,1.0,1.2714764340013474
MIR28,Mir28a,0.5894859,91.8605,1.0,1.2710271594768154
SNX20,Snx20,0.67987967,77.58525,1.0,1.270868029235801
RTL8C,Rtl8c,0.76594627,64.00125,1.0,1.2707954224720681
MIR652,Mir652,0.5894859,91.8367,1.0,1.2707891594768153
SPATA19,Spata19,0.73248804,69.27250000000001,1.0,1.2707286019296107
GARS1,Gars1,0.5894859,91.82985,1.0,1.2707206594768152
MIR147B,Mir147,0.5894859,91.82755,1.0,1.2706976594768153
OR5M3,Or5m3,0.5894859,91.73635,1.0,1.2697856594768153
SLC36A3,Slc36a3,0.7037434,73.71045000000001,1.0,1.2697643234799574
SNORA9,Snora9,0.5894859,91.7293,1.0,1.2697151594768152
CLXN,Clxn,0.5894859,91.72625,1.0,1.2696846594768154
RNU12,Rnu12,0.5894859,91.69534999999999,1.0,1.2693756594768153
NHERF2,Nherf2,0.5894859,91.6914,1.0,1.2693361594768153
MIR26A2,Mir26a-2,0.5894859,91.6667,1.0,1.2690891594768154
MTCL2,Mtcl2,0.5894859,91.64445,1.0,1.2688666594768154
SERTM2,Sertm2,0.5894859,91.62295,1.0,1.2686516594768154
MIR26A1,Mir26a-1,0.5894859,91.57285,1.0,1.2681506594768155
MIR361,Mir361,0.5894859,91.56745000000001,1.0,1.2680966594768155
IFNGR1,Ifngr1,0.8470232,50.939499999999995,1.0,1.2680742659746498
SHLD3,Shld3,0.705224,73.2745,1.0,1.2677404240779313
SMIM30,Smim30,0.5894859,91.5254,1.0,1.2676761594768153
RARS1,Rars1,0.5894859,91.5152,1.0,1.2675741594768153
STMP1,Stmp1,0.5894859,91.4894,1.0,1.2673161594768154
IL33,Il33,0.84029025,51.86855,1.0,1.2667437460866782
MIR9-2,Mir9-2,0.5894859,91.3793,1.0,1.2662151594768154
OR4M1,Or4m1,0.5894859,91.3738,1.0,1.2661601594768155
ZNF839,Zfp839,0.8448921,51.082750000000004,1.0,1.2661450217936807
MIR1225,Gm54763,0.5894859,91.3475,1.0,1.2658971594768154
SNORD46,Gm26330,0.5894859,91.3462,1.0,1.2658841594768153
SNORD14D,Snord14d,0.5894859,91.33255,1.0,1.2657476594768153
MIR33A,Mir33,0.5894859,91.3043,1.0,1.2654651594768154
MIRLET7C,Mirlet7c-1,0.5894859,91.29939999999999,1.0,1.2654161594768152
FRMPD2,Frmpd2,0.7350422,68.3355,1.0,1.2653877101447408
ATP5F1C,Atp5f1c,0.5894859,91.2752,1.0,1.2651741594768153
MIR346,Mir346,0.5894859,91.21375,1.0,1.2645596594768154
CEACAM20,Ceacam20,0.82712764,53.7225,1.0,1.2645196368830425
TTC16,Ttc16,0.8386428,51.8995,1.0,1.2644544447864399
SNORD42B,Snord42b,0.5894859,91.1962,1.0,1.2643841594768155
C8orf76,9130401M01Rik,0.728962,69.1568,1.0,1.2640093831450088
MTCL3,Mtcl3,0.5894859,91.1206,1.0,1.2636281594768153
MIR200A,Mir200a,0.5894859,91.1111,1.0,1.2635331594768153
ATOSB,Atosb,0.5894859,91.0781,1.0,1.2632031594768154
OR51G2,Or51g2,0.5894859,91.05525,1.0,1.2629746594768154
CDKN1C,Cdkn1c,0.81365055,55.677899999999994,1.0,1.2628139452290144
MIR129-1,Mir129-1,0.5894859,91.03885,1.0,1.2628106594768154
CD200R1,Cd200r1,0.8388273,51.6871,1.0,1.262621487816513
LETM1,Letm1,0.63485813,83.81854999999999,1.0,1.2621809456577073
MIR370,Mir370,0.5894859,90.97045,1.0,1.2621266594768155
PCNX1,Pcnx1,0.5894859,90.92855,1.0,1.2617076594768153
SNORD83B,Snord83b,0.5894859,90.9117,1.0,1.2615391594768153
MIR223,Mir223,0.5894859,90.9091,1.0,1.2615131594768154
SNORD58B,Snord58b,0.5894859,90.9091,1.0,1.2615131594768154
MIR7-1,Mir7-1,0.5894859,90.83335,1.0,1.2607556594768152
IL21R,Il21r,0.7647256,63.172250000000005,1.0,1.2605798533906625
SNORA19,Snora19,0.5894859,90.7907,1.0,1.2603291594768153
MIR199A1,Mir199a-1,0.5894859,90.7847,1.0,1.2602691594768154
C9,C9,0.79821604,57.857299999999995,1.0,1.2602604842095353
GSG1L2,Gsg1l2,0.732124,68.26939999999999,1.0,1.2601233401156928
MIR155,Mir155,0.5894859,90.7692,1.0,1.2601141594768153
MIR133B,Mir133b,0.5894859,90.7563,1.0,1.2599851594768154
SLURP1,Slurp1,0.7476867,65.7988,1.0,1.2599670168859856
SNORA14B,Gm26397,0.5894859,90.7076,1.0,1.2594981594768153
ISM2,Ism2,0.77504086,61.4203,1.0,1.259332356243736
CDKL1,Cdkl1,0.5974466,89.42615,1.0,1.2592414169266968
SNORD26,Gm25894,0.5894859,90.6667,1.0,1.2590891594768154
IARS1,Iars1,0.5894859,90.6498,1.0,1.2589201594768153
SFT2D1,Sft2d1,0.5860247,91.195,1.0,1.2589122237820234
TMEM249,Tmem249,0.7459717,65.9574,1.0,1.2588476575549534
MMP8,Mmp8,0.69736147,73.60545,1.0,1.258647026759553
IFT70A,Ift70a2,0.5894859,90.59450000000001,1.0,1.2583671594768155
MIR671,Mir671,0.5894859,90.5915,1.0,1.2583371594768153
SNORA8,Gm25791,0.5894859,90.58449999999999,1.0,1.2582671594768153
RRP1B,Rrp1b,0.768189,62.38105,1.0,1.2581312595172491
SNORA51,Gm24451,0.5894859,90.56735,1.0,1.2580956594768153
SNORD99,Snord99,0.5894859,90.5405,1.0,1.2578271594768153
MIR216B,Mir216b,0.5894859,90.5275,1.0,1.2576971594768154
SLC13A2,Slc13a2,0.67762166,76.57245,1.0,1.2571780884643353
SNORD95,Gm25296,0.5894859,90.37535,1.0,1.2561756594768154
JSRP1,Jsrp1,0.82378155,53.3938,1.0,1.2559542836445743
MIR16-2,Mir16-2,0.5894859,90.34440000000001,1.0,1.2558661594768155
RHBG,Rhbg,0.6243458,84.77635000000001,1.0,1.2551760709892599
OR52M1,Or52m1,0.5894859,90.2208,1.0,1.2546301594768154
WEE2,Wee2,0.7369836,66.8526,1.0,1.253621208456849
EXOC1L,Exoc1l,0.5894859,90.1163,1.0,1.2535851594768153
NRDC,Nrdc,0.5894859,90.09675,1.0,1.2533896594768155
METTL13,Mettl13,0.5894859,90.05015,1.0,1.2529236594768154
ZFR2,Zfr2,0.8275013,52.466750000000005,1.0,1.2525515739487179
MIR100,Mir100,0.5894859,90.0,1.0,1.2524221594768155
SNORD8,Snord8,0.5894859,90.0,1.0,1.2524221594768155
OR5M9,Or5m9,0.5894859,90.0,1.0,1.2524221594768155
LARS1,Lars1,0.5894859,89.97455,1.0,1.2521676594768154
OR10V1,Or10v1,0.5894859,89.9676,1.0,1.2520981594768155
QARS1,Qars1,0.5894859,89.9355,1.0,1.2517771594768154
SNORA6,Gm24044,0.5894859,89.92609999999999,1.0,1.2516831594768152
ATP5MC2,Atp5mc2,0.5894859,89.9228,1.0,1.2516501594768152
OR6A2,Or6a2,0.5894859,89.9083,1.0,1.2515051594768154
SRSF12,Srsf12,0.79130894,58.06975,1.0,1.2514892480956163
MIR532,Mir532,0.5894859,89.90385,1.0,1.2514606594768154
SCGB1A1,Scgb1a1,0.8201663,53.5142,1.0,1.2514553388506888
GATD3,Gatd3a,0.5894859,89.8889,1.0,1.2513111594768154
OR4D5,Or4d5,0.5894859,89.87705,1.0,1.2511926594768152
TANGO6,Tango6,0.63874924,82.1024,1.0,1.2511575510492945
WARS1,Wars1,0.5894859,89.8536,1.0,1.2509581594768153
IRGC,Irgc,0.5894859,89.8488,1.0,1.2509101594768153
OR5I1,Or5i1,0.5894859,89.84219999999999,1.0,1.2508441594768154
CEACAM19,Ceacam19,0.76194984,62.60724999999999,1.0,1.2505511780456446
NXPE2,Nxpe2,0.7251831,68.39755,1.0,1.250455785549652
GPR182,Gpr182,0.7015871,72.07390000000001,1.0,1.2499973270802465
PRSS27,Prss27,0.7027786,71.7925,1.0,1.2490628813909894
C19orf33,2200002D01Rik,0.80010724,56.4383,1.0,1.2490537935779598
ATP5MK,Atp5mk,0.5894859,89.6552,1.0,1.2489741594768153
CARS1,Cars1,0.5894859,89.651,1.0,1.2489321594768152
MIR185,Mir185,0.5894859,89.63415,1.0,1.2487636594768154
SLC22A18,Slc22a18,0.6676649,77.24000000000001,1.0,1.2481471082469322
MIR302D,Mir302d,0.5894859,89.5722,1.0,1.2481441594768152
ZNF280B,Zfp280b,0.73456115,66.67134999999999,1.0,1.247987368683404
TDO2,Tdo2,0.5949966,88.67,1.0,1.2478151178823653
CYP2R1,Cyp2r1,0.5950001,88.6228,1.0,1.2473486390238573
SNORD117,Gm25128,0.5894859,89.4737,1.0,1.2471591594768152
DMKN,Dmkn,0.8186287,53.3229,1.0,1.2471168225198466
APRT,Aprt,0.631889,82.7778,1.0,1.2470897351326071
ADISSP,Adissp,0.5894859,89.46525,1.0,1.2470746594768154
SNORD72,Snord72,0.5894859,89.44445,1.0,1.2468666594768154
MIR152,Mir152,0.5894859,89.43475000000001,1.0,1.2467696594768154
MIR542,Mir542,0.5894859,89.39965000000001,1.0,1.2464186594768154
TMEM276-ZFTRAF1,Gm57852,0.5894859,89.3691,1.0,1.2461131594768153
EPRS1,Eprs1,0.5894859,89.3519,1.0,1.2459411594768153
SNORD15B,Snord15b,0.5894859,89.34815,1.0,1.2459036594768154
ATP5F1E,Atp5f1e,0.5894859,89.3288,1.0,1.2457101594768154
SNORD89,Snord89,0.5894859,89.3142,1.0,1.2455641594768154
SNORD55,Snord55,0.5894859,89.3117,1.0,1.2455391594768155
SNORA46,Gm26493,0.5894859,89.3001,1.0,1.2454231594768155
MIR221,Mir221,0.5894859,89.2584,1.0,1.2450061594768154
AASDHPPT,Aasdhppt,0.5786903,90.9385,1.0,1.244777435165393
OR10G2,Or10g1,0.5894859,89.18645,1.0,1.2442866594768154
NACAD,Nacad,0.8080571,54.68365,1.0,1.244047951263906
SNORD70,Snord70,0.5894859,89.1458,1.0,1.2438801594768154
OR10D3,Or10d3,0.5894859,89.1026,1.0,1.2434481594768154
OR51I2,Or51i2,0.5894859,89.1026,1.0,1.2434481594768154
MIR124-3,Mir124a-3,0.5894859,89.08045,1.0,1.2432266594768153
RPS6KC1,Rps6kc1,0.65482616,78.7011,1.0,1.2425053939275774
MIR30C2,Mir30c-2,0.5894859,88.9881,1.0,1.2423031594768155
CENPS,Cenps,0.7140813,69.29990000000001,1.0,1.2419665402311384
MIR431,Mir431,0.5894859,88.92425,1.0,1.2416646594768155
SNORA57,Snora57,0.5894859,88.8899,1.0,1.2413211594768154
MIR876,Mir876,0.5894859,88.8889,1.0,1.2413111594768154
SNORD22,Snord22,0.5894859,88.8889,1.0,1.2413111594768154
STBD1,Stbd1,0.7407211,64.9962,1.0,1.2409529988357018
MIR208A,Mir208a,0.5894859,88.8512,1.0,1.2409341594768155
CD3D,Cd3d,0.74711955,63.95565,1.0,1.2406408553439476
RIMOC1,Rimoc1,0.5894859,88.7755,1.0,1.2401771594768154
MIR27A,Mir27a,0.5894859,88.74885,1.0,1.2399106594768154
SNORD66,Snord66,0.5894859,88.7456,1.0,1.2398781594768153
CFAP91,Cfap91,0.68076175,74.3305,1.0,1.23971198308928
MIR196A2,Mir196a-2,0.5894859,88.63635,1.0,1.2387856594768154
SNORD51,Gm26457,0.5894859,88.62180000000001,1.0,1.2386401594768155
MIR335,Mir335,0.5894859,88.5801,1.0,1.2382231594768154
MIR330,Mir330,0.5894859,88.5801,1.0,1.2382231594768154
ENTREP1,Entrep1,0.5894859,88.57685000000001,1.0,1.2381906594768155
OR52H1,Or52h1,0.5894859,88.5723,1.0,1.2381451594768154
OR51D1,Or51d1,0.5894859,88.54575,1.0,1.2378796594768153
G6PC1,G6pc1,0.5894859,88.5154,1.0,1.2375761594768153
MIR145,Mir145a,0.5894859,88.49025,1.0,1.2373246594768155
SNORA53,Gm24119,0.5894859,88.4881,1.0,1.2373031594768154
OR6N1,Or6n1,0.5894859,88.4615,1.0,1.2370371594768155
SNORD53,Snord53,0.5894859,88.4615,1.0,1.2370371594768155
MIR337,Mir337,0.5894859,88.46025,1.0,1.2370246594768155
NXF2,Nxf7,0.81026536,53.6128,1.0,1.236822912952737
OR6C3,Or6c3,0.5894859,88.4244,1.0,1.2366661594768154
UQCC5,Uqcc5,0.5894859,88.39285000000001,1.0,1.2363506594768154
BTBD19,Btbd19,0.5837147,89.27765,1.0,1.2360947703973681
FPR2,Fpr2,0.66732633,76.0684,1.0,1.2358970245683856
SNORD93,Snord93,0.5894859,88.31365,1.0,1.2355586594768153
OR10G6,Or10g6,0.5894859,88.26565,1.0,1.2350786594768153
OR10A4,Or10a4,0.5894859,88.254,1.0,1.2349621594768154
TNFRSF1B,Tnfrsf1b,0.7582336,61.616200000000006,1.0,1.234778424657683
SMIM35,Smim35,0.5894859,88.2353,1.0,1.2347751594768153
TSGA10IP,Tsga10ip,0.78164345,57.91305,1.0,1.2346752372731695
MIR188,Mir188,0.5894859,88.2182,1.0,1.2346041594768153
OR4D6,Or4d6,0.5894859,88.2166,1.0,1.2345881594768153
SNORA36B,Snora36b,0.5894859,88.2142,1.0,1.2345641594768155
DPCD,Dpcd,0.5894859,88.1773,1.0,1.2341951594768155
OR4C11,Or4c11,0.5894859,88.17060000000001,1.0,1.2341281594768154
KARS1,Kars1,0.5894859,88.1676,1.0,1.2340981594768152
ABHD15,Abhd15,0.59716797,86.95535,1.0,1.2340938867398714
CLEC4D,Clec4d,0.75975263,61.295550000000006,1.0,1.2339681473892385
OR1N2,Or1n2,0.5894859,88.15185,1.0,1.2339406594768154
SNORD102,Gm25091,0.5894859,88.11619999999999,1.0,1.2335841594768153
ERRFI1,Errfi1,0.6274154,82.1236,1.0,1.2334907698245576
MIR190A,Mir190a,0.5894859,88.0773,1.0,1.2331951594768154
PTGR3,Ptgr3,0.5894859,88.0637,1.0,1.2330591594768154
