chimpanzee gene name,gorilla gene name,correlation,identical_scores,orthology confidence,combo_score
PLAAT3,PLAAT3,0.9997501,90.52674999999999,1.0,1.8717162038294104
CDC73,CDC73,0.9859589,92.5612,1.0,1.871704516143411
AMACR,AMACR,0.98080605,93.32130000000001,1.0,1.8716996361917064
CLASRP,CLASRP,0.99902326,90.6297,1.0,1.871657965901003
SMARCB1,SMARCB1,0.9518872,97.5831,1.0,1.8716177971083958
LCMT1,LCMT1,0.93549067,100.0,1.0,1.871578502515952
ZNF765,ZNF765,0.9942033,91.32130000000001,1.0,1.871391791478488
BCAN,BCAN,0.93837726,99.559,1.0,1.871376248302865
NDE1,NDE1,0.9951215,91.17535000000001,1.0,1.871250955306714
ZNF362,ZNF362,0.9869259,92.3827,1.0,1.87122177581259
BACH2,BACH2,0.98275155,92.99520000000001,1.0,1.8711738385982795
PIP5KL1,PIP5KL1,0.9833643,92.90455,1.0,1.871170873081606
TMPRSS5,TMPRSS5,0.99327457,91.44085000000001,1.0,1.8711555731888465
TRRAP,TRRAP,0.9888924,92.07755,1.0,1.8710203628734516
NXF3,NXF3,0.99829555,90.6868,1.0,1.8709795540088496
C2orf76,C2orf76,0.99048746,91.83295000000001,1.0,1.8708962731796173
SLAIN2,SLAIN2,0.98861367,92.10755,1.0,1.8708701670916603
MCEMP1,MCEMP1,0.98764026,92.246,1.0,1.8707999379829947
TNFRSF19,TNFRSF19,0.9788523,93.5412,1.0,1.8707765454068195
SRGAP2,SRGAP2,0.98631746,92.43695,1.0,1.8707423439765138
CUTC,CUTC,0.9797375,93.4066,1.0,1.8707231116727936
CAV1,CAV1,0.9940345,91.29214999999999,1.0,1.8706625876415903
NT5DC4,NT5DC4,0.99141175,91.67605,1.0,1.870619862182386
BTG4,BTG4,0.9957521,91.02455,1.0,1.870472196538573
SLC46A3,SLC46A3,0.98728436,92.2646,1.0,1.8703423581062149
FKBP1B,FKBP1B,0.97563285,93.9815,1.0,1.8703067580699277
ANKRD29,ANKRD29,0.9393475,99.3355,1.0,1.870292980601189
GALNT10,GALNT10,0.9931069,91.39635,1.0,1.8702215721607423
GBX2,GBX2,0.97861713,93.53450000000001,1.0,1.8702180378194577
NOL9,NOL9,0.98073834,93.2209,1.0,1.8702106177974684
TMPRSS11E,TMPRSS11E,0.9817539,93.0686,1.0,1.8701779377496062
ANKIB1,ANKIB1,0.93784624,99.54034999999999,1.0,1.8700676279747892
CREB3L3,CREB3L3,0.95236355,97.397,1.0,1.8700558445848532
SLC35F2,SLC35F2,0.97874415,93.5031,1.0,1.8700473520406036
TUBD1,TUBD1,0.9837653,92.76205,1.0,1.870047020177594
EEF2K,EEF2K,0.9783293,93.55799999999999,1.0,1.869962052888079
CRYBG1,CRYBG1,0.9672058,95.19865,1.0,1.8699490343489131
ARHGAP40,ARHGAP40,0.9849788,92.57455,1.0,1.869933573693321
SLC6A6,SLC6A6,0.97458977,94.1054,1.0,1.8699015861694843
TRA2B,TRA2B,0.9345437,100.0,1.0,1.8696934396539815
OBSCN,OBSCN,0.9982589,90.5942,1.0,1.869657573796625
PRRT1,PRRT1,0.9780317,93.5783,1.0,1.8696434567344036
OLFM1,OLFM1,0.9826722,92.89035,1.0,1.8696016260394266
LDHC,LDHC,0.98120123,93.10085,1.0,1.8695127788010772
ZNF398,ZNF398,0.9914726,91.57165,1.0,1.869332805122999
GMDS,GMDS,0.9754625,93.934,1.0,1.8693269570316082
GRID2IP,GRID2IP,0.9978102,90.6307,1.0,1.869256705812221
WEE2,WEE2,0.9656117,95.3792,1.0,1.8692111044492594
MATN3,MATN3,0.9832575,92.77415,1.0,1.8691993897948067
NUP214,NUP214,0.9404337,99.0895,1.0,1.8691370573617965
PYCR1,PYCR1,0.9902799,91.73140000000001,1.0,1.8691133541405072
CSPG5,CSPG5,0.98472565,92.5495,1.0,1.869091762923543
RUBCN,RUBCN,0.96087253,96.06965,1.0,1.8690902410463022
PATL1,PATL1,0.98561776,92.39420000000001,1.0,1.8687728749942134
COMTD1,COMTD1,0.9857724,92.3664,1.0,1.868705728458304
UNC119,UNC119,0.9634731,95.65585,1.0,1.8686855119320716
LAIR2,LAIR2,0.98745364,92.1053,1.0,1.8685306326584956
EFHD2,EFHD2,0.9819365,92.9167,1.0,1.8684925414320843
ARHGDIG,ARHGDIG,0.99020064,91.6857,1.0,1.868339158281252
KHK,KHK,0.9997863,90.2685,1.0,1.868304890930209
CHMP4B,CHMP4B,0.99256104,91.3284,1.0,1.8682184339240586
SCGB3A1,SCGB3A1,0.987531,92.06954999999999,1.0,1.8682024179619665
CGAS,CGAS,0.9968498,90.69265,1.0,1.868180513847443
STRN3,STRN3,0.9822684,92.8407,1.0,1.868128113408741
CAPN15,CAPN15,0.9953489,90.90875,1.0,1.8681076220958786
LMNB2,LMNB2,0.9829773,92.7286,1.0,1.8680272208549644
RBMXL3,RBMXL3,0.9931714,91.2175,1.0,1.867937571162633
EEFSEC,EEFSEC,0.9841634,92.54390000000001,1.0,1.8678969986829417
CRTAP,CRTAP,0.995143,90.91835,1.0,1.867827240681231
ZNF283,ZNF283,0.99364865,91.13405,1.0,1.8677619921772024
MTFR1,MTFR1,0.99761635,90.54435000000001,1.0,1.867706101593716
C1QL1,C1QL1,0.9820787,92.82945000000001,1.0,1.8675987474553017
HPS4,HPS4,0.95071346,97.4576,1.0,1.8675885286398923
PCDH8,PCDH8,0.9854998,92.311,1.0,1.8674158277533932
MT-ATP6,ATP6,0.9962749,90.708,1.0,1.8672431497048025
NUP85,NUP85,0.9916878,91.38194999999999,1.0,1.8672024425262252
PABIR2,PABIR2,0.9919553,91.3295,1.0,1.8670274695006497
MT-ND5,ND5,0.9972218,90.5473,1.0,1.8669604909202624
SPNS1,SPNS1,0.99573326,90.76660000000001,1.0,1.8669553661116751
RMND5A,RMND5A,0.98785466,91.92685,1.0,1.86692191238727
ZFP36L2,ZFP36L2,0.99160653,91.37065,1.0,1.8668882457034552
SLC6A5,SLC6A5,0.9725637,94.17535000000001,1.0,1.8668119510886905
CLPX,CLPX,0.98149633,92.85475,1.0,1.8667807226968507
IQSEC2,IQSEC2,0.9955136,90.78385,1.0,1.8667507797764786
CMSS1,CMSS1,0.99728036,90.521,1.0,1.8667223176293593
OSBPL5,OSBPL5,0.98828113,91.84895,1.0,1.8667201099229496
ST3GAL6,ST3GAL6,0.983621,92.53645,1.0,1.866716794864565
CDC42BPB,CDC42BPB,0.98932654,91.6773,1.0,1.866485849944327
BCL2A1,BCL2A1,0.94330174,98.4694,1.0,1.866482108588023
NCOR1,NCOR1,0.9485481,97.69335,1.0,1.8664579923282232
TSHZ1,TSHZ1,0.9732539,94.04325,1.0,1.866404066278691
ITGB2,ITGB2,0.98807657,91.84785,1.0,1.86629807030499
FGD4,FGD4,0.9773225,93.43365,1.0,1.8662806111158865
OVOL2,OVOL2,0.9799363,93.03960000000001,1.0,1.8661686134406168
CCDC90B,CCDC90B,0.99638873,90.61064999999999,1.0,1.8661566490604602
CDKL2,CDKL2,0.98278856,92.61765,1.0,1.86615497464163
CLIC6,CLIC6,0.98960173,91.59440000000001,1.0,1.8659154637285702
NELFB,NELFB,0.9819612,92.71745,1.0,1.865854150623432
DNAJB6,DNAJB6,0.9898005,91.52860000000001,1.0,1.8654236051527042
MED1,MED1,0.9625266,95.55365,1.0,1.8654228724592428
MRPL18,MRPL18,0.9976788,90.3643,1.0,1.8654018337595413
SLC19A1,SLC19A1,0.9793854,93.0596,1.0,1.86534174527235
NEB,NEB,0.99965906,90.0642,1.0,1.865295928138241
LYPD6B,LYPD6B,0.99838066,90.25195,1.0,1.8652835551060831
RPS27A,RPS27A,0.9323166,100.0,1.0,1.8652601170567564
GLT6D1,GLT6D1,0.98961365,91.53790000000001,1.0,1.8651770986451819
RRM2,RRM2,0.9807972,92.8387,1.0,1.8651725280568647
KRTAP4-5,KRTAP4-5,0.99804115,90.2884,1.0,1.8650993691279147
MRPS27,MRPS27,0.9955369,90.65245,1.0,1.8650247885213957
KHSRP,KHSRP,0.99207807,91.16104999999999,1.0,1.8649997413932042
CBX7,CBX7,0.9917784,91.20345,1.0,1.8649751177922753
MAN1A1,MAN1A1,0.97822386,93.19335,1.0,1.8648336243668575
VAT1L,VAT1L,0.9884689,91.66255,1.0,1.864579656108524
ZNF133,ZNF133,0.9987355,90.14654999999999,1.0,1.8645682337317997
PTPN22,PTPN22,0.9870883,91.86395,1.0,1.8645479574813444
ADGRB1,ADGRB1,0.99271744,91.0278,1.0,1.864475161442174
SPP2,SPP2,0.9878171,91.7381,1.0,1.864301213185982
ADAD2,ADAD2,0.98631746,91.95580000000001,1.0,1.8642524110272398
NEMP2,NEMP2,0.9943382,90.771,1.0,1.8642376726215726
AK8,AK8,0.979139,93.006,1.0,1.8641282780418953
DNAI4,DNAI4,0.9866276,91.8942,1.0,1.8640388996271264
ARSA,ARSA,0.96793395,94.649,1.0,1.8639846216608924
RNF139,RNF139,0.9326963,99.8494,1.0,1.8639846079646825
CLN5,CLN5,0.98826504,91.6462,1.0,1.8639533121680614
SERAC1,SERAC1,0.995392,90.58155,1.0,1.8637800208691928
HDAC2,HDAC2,0.98580116,91.99655,1.0,1.8637743023478492
B4GALNT3,B4GALNT3,0.9791825,92.9723,1.0,1.863760311931998
ROGDI,ROGDI,0.99454916,90.70295,1.0,1.8637397309236279
RAB29,RAB29,0.98160607,92.6108,1.0,1.8637086842166262
SAMM50,SAMM50,0.9926271,90.98255,1.0,1.863684979219645
BUD23,BUD23,0.96937406,94.40805,1.0,1.8636013170865815
CSPG4,CSPG4,0.98256993,92.45975,1.0,1.8635899492899093
TMEFF2,TMEFF2,0.979419,92.91445,1.0,1.863450792268528
MRPS14,MRPS14,0.99435776,90.7031,1.0,1.8633607484126498
ZDHHC19,ZDHHC19,0.9904442,91.27875,1.0,1.8633348997667463
FAM167A,FAM167A,0.9776801,93.1541,1.0,1.8632217828853572
RBPMS2,RBPMS2,0.97825414,93.06219999999999,1.0,1.8631248997739114
ITFG1,ITFG1,0.98704326,91.7596,1.0,1.8630507874806805
ADD1,ADD1,0.9650994,94.987,1.0,1.8629011651306113
PPRC1,PPRC1,0.9374402,99.06880000000001,1.0,1.862898909774215
MAP1S,MAP1S,0.9500569,97.2052,1.0,1.8628770968591926
OR8B4,OR8B4,0.9801015,92.77074999999999,1.0,1.862871114458514
DCUN1D4,DCUN1D4,0.99616957,90.3975,1.0,1.8628453358069972
TUBB6,TUBB6,0.9940945,90.69345,1.0,1.8627065334337733
PDHA2,PDHA2,0.9766606,93.26419999999999,1.0,1.8626774103271837
GJE1,GJE1,0.9905128,91.2195,1.0,1.862672270311815
PYDC5,PYDC5,0.9764576,93.29044999999999,1.0,1.8626273832165572
LTN1,LTN1,0.9450307,97.9205,1.0,1.862520050335401
PLPP2,PLPP2,0.9977763,90.11465,1.0,1.8622285462670807
MYH14,MYH14,0.986685,91.7453,1.0,1.8621447420995183
SLC38A8,SLC38A8,0.99275476,90.83945,1.0,1.8620089156477855
DTX2,DTX2,0.99186295,90.963,1.0,1.8619001447716155
ZNF585B,ZNF585B,0.9616643,95.41875,1.0,1.8618867737220874
IZUMO4,IZUMO4,0.99647766,90.2764,1.0,1.861825185148617
ZNF43,ZNF43,0.9395995,98.6553,1.0,1.8616198237507036
FMR1,FMR1,0.94225407,98.2524,1.0,1.8614696117440745
FAIM,FAIM,0.98881227,91.38114999999999,1.0,1.8614675477748222
AMBP,AMBP,0.9964836,90.24885,1.0,1.8614654046588255
LZTFL1,LZTFL1,0.9903747,91.146,1.0,1.8614059691325573
SCNM1,SCNM1,0.98514664,91.9175,1.0,1.8614051417247812
SLCO3A1,SLCO3A1,0.9930908,90.74305,1.0,1.8613775659091458
GRB14,GRB14,0.9717722,93.87645,1.0,1.8612046947050493
PLG,PLG,0.98727787,91.58725000000001,1.0,1.8611930862833996
SH3YL1,SH3YL1,0.99414957,90.57300000000001,1.0,1.8611914820948625
WNK2,WNK2,0.98946387,91.26405,1.0,1.8611851504771466
SARS1,SARS1,0.9835726,92.13145,1.0,1.8611576555940705
PWWP2B,PWWP2B,0.9727149,93.7324,1.0,1.8611382567817385
TBCB,TBCB,0.9866666,91.6719,1.0,1.8611180676597394
OR4C5,OR4C5,0.98298436,92.21010000000001,1.0,1.861047550814888
TBCE,TBCE,0.989067,91.31139999999999,1.0,1.86103380552359
ACER2,ACER2,0.9781589,92.9091,1.0,1.8608702419460448
URAD,URAD,0.9717,93.8618,1.0,1.860863366792362
SLC16A6,SLC16A6,0.98668474,91.64655,1.0,1.8608122472350666
FBXL14,FBXL14,0.97301537,93.6603,1.0,1.860763868064406
ADAM17,ADAM17,0.9909055,91.0198,1.0,1.8607603600074287
RCN2,RCN2,0.997565,90.0358,1.0,1.860744368462366
CCDC148,CCDC148,0.97622323,93.18504999999999,1.0,1.8607391652469207
TRPT1,TRPT1,0.99119747,90.9713,1.0,1.8606873766859093
IARS1,IARS1,0.9756085,93.2664,1.0,1.860612747411643
BAG1,BAG1,0.9554657,96.2319,1.0,1.8605157553363683
PDXK,PDXK,0.98655045,91.64365000000001,1.0,1.8605058098082943
CYP2F1,CYP2F1,0.98685366,91.59854999999999,1.0,1.860501061604465
HHAT,HHAT,0.94850665,97.25735,1.0,1.8604945481967392
BTN3A1,BTN3A1,0.9966461,90.14625000000001,1.0,1.8604049737863726
POU2AF1,POU2AF1,0.9946332,90.4426,1.0,1.8603953239668256
B4GALNT4,B4GALNT4,0.98831344,91.36095,1.0,1.8602020987039898
RALGAPA2,RALGAPA2,0.94838065,97.2456,1.0,1.8600852409144017
RCBTB1,RCBTB1,0.9890217,91.24295000000001,1.0,1.860020350721074
ZNF254,ZNF254,0.9409634,98.3308,1.0,1.8599578596282274
DDX47,DDX47,0.9962569,90.15875,1.0,1.8597988269680663
LAMA3,LAMA3,0.97534657,93.21065,1.0,1.859339365751225
PDE3A,PDE3A,0.97738683,92.90095,1.0,1.8592234092483415
MARF1,MARF1,0.9323907,99.5408,1.0,1.8592137593665825
WDR13,WDR13,0.9648341,94.74170000000001,1.0,1.8590643530609436
PLD5,PLD5,0.9664964,94.48515,1.0,1.8589129269282343
MTHFSD,MTHFSD,0.98573834,91.6449,1.0,1.8589060632065013
TIMM44,TIMM44,0.93361044,99.3377,1.0,1.858902315694226
KCNQ4,KCNQ4,0.9666453,94.45175,1.0,1.8587588192852071
GPC3,GPC3,0.9945734,90.3293,1.0,1.8587480513493952
GAK,GAK,0.9822904,92.1403,1.0,1.858724647406516
LARP1,LARP1,0.99514025,90.24205,1.0,1.858699576595329
MBD1,MBD1,0.98202926,92.175,1.0,1.8586728621069584
ARRDC4,ARRDC4,0.98344094,91.9636,1.0,1.8586315456049072
PRPF3,PRPF3,0.98007256,92.45975,1.0,1.858618620272518
MTX2,MTX2,0.96247107,95.05705,1.0,1.8586140046262627
SPG7,SPG7,0.9803547,92.41705,1.0,1.8586043016908111
ZPBP2,ZPBP2,0.9951361,90.23515,1.0,1.8585982456920849
STX2,STX2,0.99377686,90.43504999999999,1.0,1.8585888342642143
PPP2R1B,PPP2R1B,0.9812891,92.27535,1.0,1.8585530392615022
ACTR2,ACTR2,0.96785825,94.2356,1.0,1.8582578359345425
TAPT1,TAPT1,0.9849455,91.71175,1.0,1.8582295135425182
SLC9A3,SLC9A3,0.9825048,92.07034999999999,1.0,1.85820792554343
GABPB1,GABPB1,0.9939343,90.37975,1.0,1.8581563310925608
ABLIM2,ABLIM2,0.9881409,91.23310000000001,1.0,1.858134147043934
RRM2B,RRM2B,0.98826784,91.2118,1.0,1.858099534630187
FBXO25,FBXO25,0.99598736,90.0673,1.0,1.8580287615604334
ANTXR2,ANTXR2,0.98608875,91.52605,1.0,1.8580005046795725
TAS2R42,TAS2R42,0.98601073,91.53524999999999,1.0,1.8579692891341304
MRGBP,MRGBP,0.93860185,98.5245,1.0,1.8578695961676612
ZNF197,ZNF197,0.931217,99.6113,1.0,1.8578282925600158
SMURF2,SMURF2,0.93582,98.93065,1.0,1.8578102785570891
PTPRH,PTPRH,0.99076986,90.81989999999999,1.0,1.8577940248212537
BRSK1,BRSK1,0.9923656,90.57735,1.0,1.8576989399272916
GOLPH3,GOLPH3,0.9785399,92.61744999999999,1.0,1.8576947849873084
CES2,CES2,0.9850223,91.6563,1.0,1.8576344630541075
TAF3,TAF3,0.9875217,91.27775,1.0,1.8575038076485413
ACTRT1,ACTRT1,0.9851237,91.6191,1.0,1.857334544852772
TRPM2,TRPM2,0.97522295,93.07835,1.0,1.857308772221686
CCSAP,CCSAP,0.9889335,91.05345,1.0,1.8572887299487424
OR5AK3P,OR5AK3P,0.9816518,92.12530000000001,1.0,1.8572511081395158
PBX1,PBX1,0.96725076,94.2387,1.0,1.857090364671558
KTN1,KTN1,0.98025936,92.31205,1.0,1.8569982357696313
MYRIP,MYRIP,0.9819447,92.06190000000001,1.0,1.856978999271624
MBNL2,MBNL2,0.999464,89.4736,1.0,1.8569414007875316
MAPK3,MAPK3,0.9790395,92.4802,1.0,1.8568380217649088
FAM171A2,FAM171A2,0.9962216,89.93655,1.0,1.8567314403455821
NEFH,NEFH,0.9879041,91.16290000000001,1.0,1.8567158827501604
CYP24A1,CYP24A1,0.98565453,91.49095,1.0,1.856662693109824
LMBRD1,LMBRD1,0.9774924,92.66980000000001,1.0,1.8563157210938228
DNAL1,DNAL1,0.99451745,90.1525,1.0,1.8562519306546372
CENPI,CENPI,0.9875498,91.1797,1.0,1.8562372087946424
ATP6V0A1,ATP6V0A1,0.988479,91.03735,1.0,1.8561668276659276
URI1,URI1,0.9872597,91.21610000000001,1.0,1.8561507052156594
RNF217,RNF217,0.9977106,89.67355,1.0,1.8561480387348042
OR3A2,OR3A2,0.9826403,91.88775000000001,1.0,1.8560146775567106
PGRMC2,PGRMC2,0.9910361,90.6444,1.0,1.855956798726416
ANKK1,ANKK1,0.9881974,91.0601,1.0,1.8559131280496373
ZMAT1,ZMAT1,0.9983792,89.5447,1.0,1.8557409936363602
OR1L3,OR1L3,0.98171246,92.0029,1.0,1.855720882061929
BUB1B,BUB1B,0.92873186,99.8127,1.0,1.855597868172188
OPRM1,OPRM1,0.9986598,89.48724999999999,1.0,1.8555246559193508
RAPGEF6,RAPGEF6,0.9944912,90.09870000000001,1.0,1.8554740020064493
KLHL7,KLHL7,0.9470506,97.09899999999999,1.0,1.85546021296536
MAEL,MAEL,0.99086905,90.624,1.0,1.8553491017897914
GNB5,GNB5,0.9785107,92.4357,1.0,1.8551851460614257
ZCCHC2,ZCCHC2,0.9568137,95.63515,1.0,1.855149929425013
CASP8,CASP8,0.99828637,89.5094,1.0,1.8550800641142318
WWP1,WWP1,0.97417814,93.06445,1.0,1.8550414580862247
CLEC4M,CLEC4M,0.9896818,90.77520000000001,1.0,1.85502517408794
CSRP1,CSRP1,0.9960497,89.83494999999999,1.0,1.8550188326016603
DENND2A,DENND2A,0.929849,99.6036,1.0,1.855001256031934
RTP4,RTP4,0.9861384,91.29405,1.0,1.8549700356123013
MAX,MAX,0.9782766,92.4466,1.0,1.854866163891824
SLC9A6,SLC9A6,0.9797253,92.22540000000001,1.0,1.854766354253016
TPX2,TPX2,0.9984775,89.44585000000001,1.0,1.8546033460075857
ALOX5,ALOX5,0.9824535,91.8103,1.0,1.854598153811589
ABCA8,ABCA8,0.94440126,97.42425,1.0,1.8545734634131787
ESYT2,ESYT2,0.9832778,91.6859,1.0,1.8545610724226191
TMEM126B,TMEM126B,0.94166976,97.8261,1.0,1.8545563737846003
ADAMTS19,ADAMTS19,0.9715406,93.41714999999999,1.0,1.8545484538867814
CDKL3,CDKL3,0.9656308,94.2893,1.0,1.854548142502908
EML1,EML1,0.94226605,97.7192,1.0,1.8543014564298963
CERS5,CERS5,0.9761137,92.72045,1.0,1.854254431711356
ATP6V0D1,ATP6V0D1,0.9983741,89.4269,1.0,1.8541419105473678
HSD17B4,HSD17B4,0.99952936,89.25540000000001,1.0,1.854128344063521
COMT,COMT,0.9920119,90.36415,1.0,1.8541191334671767
ZDHHC8,ZDHHC8,0.9966008,89.6866,1.0,1.8541148656122342
CCDC14,CCDC14,0.99876034,89.3618,1.0,1.8540326764443797
VPREB1,VPREB1,0.9881775,90.92265,1.0,1.8540195370770376
FOXB1,FOXB1,0.98815864,90.92475,1.0,1.8540103194687347
PHF2,PHF2,0.93841404,98.26515,1.0,1.8539975259797545
MAP4K4,MAP4K4,0.99671036,89.66145,1.0,1.853993725868739
MYEOV,MYEOV,0.9862742,91.20025,1.0,1.8539751527565564
ZNF277,ZNF277,0.9841092,91.5152,1.0,1.8539136125871098
MTIF3,MTIF3,0.99449676,89.9714,1.0,1.853767999399377
ATP6V1D,ATP6V1D,0.97453195,92.91499999999999,1.0,1.8537299233280067
PANX2,PANX2,0.96968925,93.6289,1.0,1.8537192728996317
TSG101,TSG101,0.9987505,89.33995,1.0,1.853718367633442
TNFSF9,TNFSF9,0.9832197,91.62975,1.0,1.8536880446567578
PLD6,PLD6,0.973736,93.02565000000001,1.0,1.8536379737629387
OBSL1,OBSL1,0.9697651,93.59855,1.0,1.8534608895980198
SLC41A2,SLC41A2,0.983258,91.60589999999999,1.0,1.8534425878137175
PHF10,PHF10,0.94745517,96.88135,1.0,1.8533298150081488
PIGX,PIGX,0.9686964,93.74645,1.0,1.8533284389317268
OGDH,OGDH,0.96118456,94.85329999999999,1.0,1.8533047877343665
ANO3,ANO3,0.9835837,91.54740000000001,1.0,1.8533018645211923
C7,C7,0.97571725,92.7002,1.0,1.8531921084854341
IPO5,IPO5,0.948742,96.65535,1.0,1.8528430385668102
DNAJC2,DNAJC2,0.9594594,95.07025,1.0,1.852796943374253
SLC45A1,SLC45A1,0.99136037,90.35804999999999,1.0,1.8527399019711703
ZNF79,ZNF79,0.9803565,91.97954999999999,1.0,1.8527067195561995
ZNF213,ZNF213,0.9974006,89.46115,1.0,1.8526660133219477
S100A14,S100A14,0.93248755,99.0385,1.0,1.8526313393315483
CELA3A,CELA3A,0.9786538,92.2238,1.0,1.8526118173626078
SCYGR5,SCYGR5,0.98969305,90.5882,1.0,1.8525252419903206
MGAT4B,MGAT4B,0.9864627,91.0595,1.0,1.8524518965427252
GLIS3,GLIS3,0.99481016,89.8187,1.0,1.8523321862271411
SLC22A17,SLC22A17,0.99694407,89.50014999999999,1.0,1.8522832796823063
MLST8,MLST8,0.9973932,89.43355,1.0,1.8522790034658274
MRPL48,MRPL48,0.9922707,90.1856,1.0,1.852225957564689
NCF4,NCF4,0.9735272,92.9428,1.0,1.8521048190116296
CSGALNACT2,CSGALNACT2,0.9877125,90.84705,1.0,1.8520741747484077
OR5I1,OR5I1,0.9818974,91.70075,1.0,1.8520135150533181
GRAMD4,GRAMD4,0.993205,90.02825,1.0,1.8519634029611856
AKT1,AKT1,0.998658,89.21515,1.0,1.85185088521014
NUP54,NUP54,0.95887053,95.07875,1.0,1.8517393748024378
ADGRE1,ADGRE1,0.98880863,90.64545000000001,1.0,1.8515369023942914
TYR,TYR,0.9843145,91.30715000000001,1.0,1.8515160310639422
NBL1,NBL1,0.9991926,89.0956,1.0,1.85130253817481
CAMK2G,CAMK2G,0.99404603,89.83965,1.0,1.8510936708900694
TIMP2,TIMP2,0.96676034,93.86365,1.0,1.851055305922445
GRINA,GRINA,0.98037446,91.8539,1.0,1.8510476565316383
POMP,POMP,0.94618434,96.89750000000001,1.0,1.8510179053928149
STRAP,STRAP,0.98240733,91.55135,1.0,1.8510134312053341
TTC34,TTC34,0.9944171,89.77625,1.0,1.8509771692366828
DMKN,DMKN,0.9927216,90.0199,1.0,1.8508885065218128
FLAD1,FLAD1,0.9861013,90.9888,1.0,1.8507788560922251
CELSR1,CELSR1,0.97563344,92.52575,1.0,1.850672226645101
FAM237B,FAM237B,0.9395943,97.8417,1.0,1.850635328368117
TXNDC12,TXNDC12,0.92888796,99.4186,1.0,1.8505928351839538
RECQL,RECQL,0.98904186,90.5392,1.0,1.8505680359020509
DNAJC17,DNAJC17,0.9652067,94.05234999999999,1.0,1.8505078470190193
TBC1D20,TBC1D20,0.9824688,91.4956,1.0,1.8503838179109269
LRCH3,LRCH3,0.96785134,93.6521,1.0,1.850373612299749
SPACA7,SPACA7,0.95033944,96.2264,1.0,1.8502371041260055
FAM185A,FAM185A,0.97273284,92.9152,1.0,1.8501512663190351
CTSF,CTSF,0.99447286,89.70609999999999,1.0,1.8501419568298239
MTREX,MTREX,0.92536616,99.904,1.0,1.850129507989032
NECAB3,NECAB3,0.9771501,92.2585,1.0,1.850086560137044
PFDN2,PFDN2,0.979691,91.8831,1.0,1.8500810040897844
MINK1,MINK1,0.9524322,95.90205,1.0,1.8500280507408662
CCNDBP1,CCNDBP1,0.99706817,89.31305,1.0,1.8500066408622642
CCDC66,CCDC66,0.9909001,90.2225,1.0,1.8499953270568437
C2CD2L,C2CD2L,0.95137626,96.05155,1.0,1.8499425818634654
KRT10,KRT10,0.97902495,91.96865,1.0,1.8499090785277659
PCGF1,PCGF1,0.9245915,100.0,1.0,1.8498823341121988
NOC3L,NOC3L,0.98231727,91.4753,1.0,1.8498083643236423
HMCES,HMCES,0.98714495,90.7604,1.0,1.8497756271755845
TMEM145,TMEM145,0.9962337,89.4115,1.0,1.8496734541850692
CBX5,CBX5,0.98021686,91.7745,1.0,1.8496629567216865
CD34,CD34,0.99559784,89.49199999999999,1.0,1.8494935093067157
TKTL2,TKTL2,0.9769742,92.2378,1.0,1.8494571996492521
SNX3,SNX3,0.9506363,96.11545000000001,1.0,1.8493315057745598
KCNH2,KCNH2,0.98972577,90.33985,1.0,1.8492405366531446
FGGY,FGGY,0.95079327,96.0662,1.0,1.8489796716941287
TAFAZZIN,TAZ,0.9990856,88.93690000000001,1.0,1.8489489356728392
ALG5,ALG5,0.9842911,91.11735,1.0,1.8489093563265806
KRT80,KRT80,0.9945012,89.6066,1.0,1.8488562775783817
DUSP7,DUSP7,0.9877758,90.59639999999999,1.0,1.8488193194777207
ANKRD11,ANKRD11,0.95268136,95.77145,1.0,1.8487624529187952
NME5,NME5,0.98943585,90.34595,1.0,1.8487456935412947
CFAP46,CFAP46,0.98189974,91.45685,1.0,1.8487283577869418
CCNT1,CCNT1,0.9811557,91.5347,1.0,1.8482973228144588
LCE1F,LCE1D,0.988407,90.46225,1.0,1.8482663365743868
PARP6,PARP6,0.9618427,94.3651,1.0,1.8480298721500028
P2RX2,P2RX2,0.98979324,90.2368,1.0,1.8479848668461392
B3GLCT,B3GLCT,0.99301505,89.75145,1.0,1.8478517006426332
NTSR1,NTSR1,0.98221993,91.34110000000001,1.0,1.8478044565209837
CAMSAP1,CAMSAP1,0.947514,96.4494,1.0,1.8476206187562416
ADGRF5,ADGRF5,0.9391488,97.67835,1.0,1.8475451780948942
PGK2,PGK2,0.9729351,92.6788,1.0,1.8473652377846919
NCEH1,NCEH1,0.9850863,90.88465,1.0,1.8473535564192556
FIRRM,FIRRM,0.92882764,99.1794,1.0,1.8472463406837552
AGRN,AGRN,0.99391574,89.5729,1.0,1.847236287499758
IKBKB,IKBKB,0.9983108,88.91810000000001,1.0,1.8471530173439277
CRNKL1,CRNKL1,0.98839456,90.3753,1.0,1.847068758745682
ELANE,ELANE,0.97362703,92.55275,1.0,1.8470424014425546
BIRC7,BIRC7,0.943598,96.9799,1.0,1.8469809127285897
GPS1,GPS1,0.9643635,93.9096,1.0,1.8469038854683446
GPSM3,GPSM3,0.97219574,92.75280000000001,1.0,1.8468915886864006
SRI,SRI,0.9985301,88.86054999999999,1.0,1.8468133054309606
BID,BID,0.99085367,89.99255,1.0,1.8468012498423354
MAPT,MAPT,0.9549873,95.27705,1.0,1.8466840624954548
SLC35E4,SLC35E4,0.9800314,91.55955,1.0,1.8463944484759072
