crab_eating_macaque gene name,mice gene name,correlation,identical_scores,orthology confidence,combo_score
ZNF551,Zfp846,0.9524765,76.6355,0.0,1.6809146717833563
MRFAP1L1,Mrfap1,0.95019,76.989,0.0,1.6808830810338584
FTHL17,Fthl17b,0.95218295,76.6355,0.0,1.6804400696120987
GCC2,Gcc2,0.9444286,77.83745,0.0,1.6803651106353348
UBE2L5,Ube2l3,0.95211196,76.6355,0.0,1.6803252952699506
ZNF460,Zfp772,0.95204365,76.6355,0.0,1.6802148538653565
ZNF283,Zfp40,0.9520183,76.6355,0.0,1.6801738688030454
KRTAP13-4,2310061N02Rik,0.9518922,76.6355,0.0,1.6799699943905244
ZSCAN4,Zscan4-ps2,0.9506604,76.6355,0.0,1.6779784598834382
TMEM196,Tmem196,0.950339,76.6355,0.0,1.6774588307305094
ZNF214,Zfp959,0.95027226,76.6355,0.0,1.6773509276512732
C20orf203,1600014C23Rik,0.9502278,76.6355,0.0,1.677279046157374
PTGDR,Ptgdr,0.9615383,74.86089999999999,0.0,1.6771661402209985
IFNL1,Ifnl2,0.9501539,76.6355,0.0,1.677159567021091
ACTRT1,Actrt1,0.9821663,71.63794999999999,0.0,1.6771007262526978
FUNDC2,1700034I23Rik,0.94974464,76.6355,0.0,1.6764978886541726
TRIM77,Trim43c,0.94943947,76.6355,0.0,1.6760044996417292
FAM81A,Fam81a,0.85879916,90.7162,0.0,1.6754512854318833
ZNF506,Zfp981,0.9490843,76.6355,0.0,1.675430272242085
ZNF875,Zfp113,0.9490761,76.6355,0.0,1.6754170147465843
METTL21C,Mettl21c,0.96096694,74.77850000000001,0.0,1.675388046454401
OR2AK2,Olfr316,0.9490442,76.6355,0.0,1.67536543985555
LRR1,Lrr1,0.9387746,78.23685,0.0,1.6753649535890367
CTSD,Gm49369,0.94897425,76.6355,0.0,1.6752523469518557
MAGEB17,Mageb3,0.94896376,76.6355,0.0,1.6752353870582208
ZNF331,Gm10130,0.94895875,76.6355,0.0,1.6752272870518232
ZNF547,Zfp65,0.9489552,76.6355,0.0,1.675221547526332
GNG2,Gng2,0.91274565,82.27275,0.0,1.67512709099667
ADHFE1,Adhfe1,0.85392743,91.41675000000001,0.0,1.6748382521972278
CD300LD,Cd300ld,0.9486929,76.6355,0.0,1.6747974693470749
ZNF585B,Zfp617,0.94868803,76.6355,0.0,1.6747895956881615
ZNF793,Zfp12,0.94864047,76.6355,0.0,1.6747127022142556
APELA,Apela,0.9486053,76.6355,0.0,1.6746558404926986
FAM20C,Fam20c,0.90115845,84.02335,0.0,1.6745438011773897
CRISP3,Crisp2,0.94850093,76.6355,0.0,1.674487098443255
KGD4,Mrps36,0.9484494,76.6355,0.0,1.6744037864014056
APBA2,Apba1,0.948423,76.6355,0.0,1.6743611037329633
GCAT,Gcat,0.9484173,76.6355,0.0,1.6743518881568225
CCDC117,Ccdc117,0.97326,72.74425,0.0,1.6741716160497626
RNF5,Rnf5,0.96584225,73.90035,0.0,1.6741654804230284
SH3GL1,Sh3gl1,0.94473183,77.18084999999999,0.0,1.674047621577798
ZNF425,Zfp626,0.94815373,76.6355,0.0,1.6739257566825305
TPRKB,Tprkb,0.94552934,77.0275,0.0,1.673747050890592
SEPTIN10,Septin10,0.949112,76.43515,0.0,1.6733977935077864
CYP2D8,Cyp2d11,0.9478024,76.6355,0.0,1.6733577376710234
TTR,Ttr,0.97988474,71.62485000000001,0.0,1.6732761505893308
SMIM19,Smim19,0.9668272,73.6573,0.0,1.6732379316799528
ZNF343,Zfp869,0.9477256,76.6355,0.0,1.6732335699082825
ADGRE2,Adgre4,0.94772536,76.6355,0.0,1.6732331818840238
GPX5,Gpx5,0.94763994,76.6355,0.0,1.6730950775833295
ZNF714,Gm28557,0.94754094,76.6355,0.0,1.6729350175766715
HDGFL2,Hdgfl2,0.97476405,72.3774,0.0,1.6727997517857083
ZNF268,Zfp160,0.94711006,76.6355,0.0,1.672238384691127
GOLIM4,Golim4,0.9474508,76.5284,0.0,1.6716788509427745
TRIM61,Trim60,0.94664973,76.6355,0.0,1.6714941379955217
TICAM2,Ticam2,0.94657266,76.6355,0.0,1.6713695337054897
IGLV5-52,Vpreb2,0.9464049,76.6355,0.0,1.6710983047487529
IQCF3,Iqcf4,0.9462245,76.6355,0.0,1.670806639847731
ANKRD34B,Ankrd34b,0.91018724,82.19465,0.0,1.670180982022639
FCRL1,Fcrl1,0.9457103,76.6355,0.0,1.669975297873755
ENTREP2,Fam189a1,0.9457095,76.6355,0.0,1.6699740044595597
BCL2A1,Bcl2a1d,0.9749734,72.0515,0.0,1.6697592349547294
SDHA,Sdha,0.9455358,76.6355,0.0,1.6696931719024233
GOLGA2,Golga2,0.9455307,76.6355,0.0,1.6696849263869287
C20orf141,1700020A23Rik,0.94536275,76.6355,0.0,1.6694133902443204
ZBTB21,Zbtb21,0.9515056,75.66385,0.0,1.6692707179449222
NLRP8,Nlrp1b,0.944896,76.6355,0.0,1.6686587638997978
IGHMBP2,Ighmbp2,0.97108436,72.5378,0.0,1.668513602426959
ZIK1,Zfp934,0.94478744,76.6355,0.0,1.668483247593507
CD1C,Cd1d1,0.94443196,76.6355,0.0,1.667908518995862
UBE2R2,Ube2r2,0.90230423,83.1933,0.0,1.667790160400596
AGPAT4,Agpat3,0.9441317,76.6355,0.0,1.667423068313042
RPS12,Rps12,0.94392806,76.6355,0.0,1.6670938297296494
NLRP7,Nlrp1a,0.9437164,76.6355,0.0,1.6667516246689495
MEIS3,Meis3,0.94359255,76.6355,0.0,1.6665513879838525
C1orf52,2410004B18Rik,0.9035177,82.87545,0.0,1.666456536178958
POLR1G,Cd3eap,0.9435082,76.6355,0.0,1.6664150136246445
SIGLEC6,Siglece,0.94337773,76.6355,0.0,1.6662040739370818
ZSCAN21,Zscan21,0.9438195,76.55709999999999,0.0,1.6661054487617992
CCL8,Ccl12,0.9432951,76.6355,0.0,1.6660704804183935
SYNJ2BP,Synj2bp,0.8641806,88.9655,0.0,1.666000265838852
CLEC4A,Clec4a4,0.9432281,76.6355,0.0,1.6659621569795438
FXYD5,Fxyd5,0.94299936,76.6355,0.0,1.665592337525776
ZNF677,Gm19965,0.94295824,76.6355,0.0,1.6655258560361421
TCHP,Tchp,0.9428954,76.6355,0.0,1.6654242583511079
TMBIM6,Tmbim6,0.9571653,74.40075,0.0,1.665325100666998
ZNF250,Zfp647,0.88878196,85.05805000000001,0.0,1.665261838622852
ARID4B,Arid4b,0.9392806,77.17545000000001,0.0,1.665178260621354
SLC47A2,Slc47a2,0.9426019,76.6355,0.0,1.6649497370182373
C11orf21,4930564D02Rik,0.94238,76.6355,0.0,1.6645909762558389
C16orf92,Fam220a,0.9420935,76.6355,0.0,1.6641277722971766
ZNF846,Zfp493,0.9420896,76.6355,0.0,1.664121466902975
HERC3,Herc3,0.8208152,95.5238,0.0,1.6638860663956936
DPP7,Dpp7,0.9695513,72.32294999999999,0.0,1.6638073987787987
OR8S1,Olfr283,0.9416277,76.6355,0.0,1.663374681882011
CEACAM1,Ceacam1,0.9415839,76.6355,0.0,1.663303867454823
ZNF891,Zfp68,0.94140464,76.6355,0.0,1.6630140456690294
TMEM68,Tmem68,0.83762896,92.8079,0.0,1.6629110936897242
RPS13,Rps13,0.94097966,76.6355,0.0,1.6623269517131751
CYP2S1,Cyp2s1,0.9314708,78.08795,0.0,1.662012584573589
TP53AIP1,9930022D16Rik,0.94047236,76.6355,0.0,1.6615067654366327
ZFP57,Zfp641,0.94031227,76.6355,0.0,1.661247937088492
SPIN1,Spin1,0.95604867,74.1638,0.0,1.6610630310158325
SLC6A12,Slc6a12,0.8705359,87.4593,0.0,1.660658769662534
CYP4X1,Cyp4x1,0.9692487,72.0475,0.0,1.6604622519637124
MRPS2,Mrps2,0.97013086,71.8517,0.0,1.659858411777222
NDC80,Ndc80,0.8904003,84.2679,0.0,1.659685907662145
EPPIN,Wfdc6a,0.93924296,76.6355,0.0,1.6595191111721324
C2orf50,2410004P03Rik,0.939156,76.6355,0.0,1.6593785170491122
MAGEB10,Magea5,0.9388648,76.6355,0.0,1.6589077142820532
PGGHG,Pgghg,0.9347048,77.23075,0.0,1.658353614673465
TMC5,Tmc5,0.9603542,73.21665,0.0,1.6582038592117254
SDHC,Sdhc,0.93840617,76.6355,0.0,1.6581662160916122
NUDT13,Nudt13,0.93056124,77.8409,0.0,1.6579805804849723
CD68,Cd68,0.9381335,76.6355,0.0,1.6577253720308494
DYRK1B,Dyrk1b,0.9891147,68.682,0.0,1.6576868780981246
ITGB1,Itgb1,0.88599956,84.75944999999999,0.0,1.6576674079812026
ERLIN2,Erlin2,0.98243016,69.67415,0.0,1.6571663109981865
MEGF9,Megf9,0.94664705,75.22945,0.0,1.6569116372341788
MDP1,Mdp1,0.9374959,76.6355,0.0,1.6566945209172612
KLK2,Klk1b1,0.9374346,76.6355,0.0,1.6565954130545526
SERPINA10,Serpina10,0.97347814,70.93375,0.0,1.65575272289615
NCR2,Treml4,0.93690795,76.6355,0.0,1.6557439423221636
FAM174A,Fam174a,0.97937965,70.0,0.0,1.6556128135769745
ANKRD16,Ankrd16,0.9379519,76.4543,0.0,1.6555530542958505
MAP4,Map4,0.93663245,76.6355,0.0,1.6552985228086854
FCRL3,Fcrl5,0.9364287,76.6355,0.0,1.654969106380841
C7orf33,Tepp,0.9363743,76.6355,0.0,1.6548811542155661
APOO,Apoo,0.9374375,76.44985,0.0,1.6546752506042448
GDF3,Gdf3,0.9795612,69.8635,0.0,1.654491082323366
MTNAP1,D11Wsu47e,0.9358755,76.6355,0.0,1.654074710464848
BTN2A1,Btn2a2,0.9352517,76.6355,0.0,1.653066170746127
BEST4,Best2,0.93503326,76.6355,0.0,1.6527130040001228
DSCAM,Dscam,0.7956152,98.33465000000001,0.0,1.6522868946792897
ALKBH8,Alkbh8,0.9414999,75.5771,0.0,1.6521943860332782
IL13RA1,Il13ra1,0.94116527,75.6185,0.0,1.6520826093516239
KIF6,Kif6,0.8947959,82.84755000000001,0.0,1.6520661392786182
PIGG,Pigg,0.9159074,79.5524,0.0,1.652033850517555
RFTN1,Rftn1,0.9771067,69.9961,0.0,1.651897545463556
COMMD5,Commd5,0.9777811,69.88845,0.0,1.6518717599462365
ANKRD7,Ankrd7,0.93449396,76.6355,0.0,1.6518410811557718
C12orf42,1700012B07Rik,0.93444926,76.6355,0.0,1.6517688116376141
PHB2,Phb2,0.9343731,76.6355,0.0,1.6516456786062292
NKG7,Nkg7,0.9668768,71.5152,0.0,1.6511084627538626
C17orf75,5730455P16Rik,0.9335607,76.6355,0.0,1.6503322164909862
DEFB1,Defb1,0.9335446,76.6355,0.0,1.6503061865303073
CCL19,Ccl19,0.9722766,70.5683,0.0,1.6500210634319321
ZNF175,Zfp369,0.93307245,76.6355,0.0,1.6495428296399672
RSPH4A,Rsph4a,0.94901645,74.1467,0.0,1.6495162688148355
RIOX2,Riox2,0.9357467,76.21105,0.0,1.6494657002998427
BEX5,Bex3,0.9326569,76.6355,0.0,1.648870981803939
FBXO48,Fbxo48,0.95296973,73.4442,0.0,1.6486241637801724
PSMA6,Psma6,0.9324736,76.6355,0.0,1.6485746282764597
ATP8,mt-Atp8,0.93213034,76.6355,0.0,1.6480196565806469
UBXN6,Ubxn6,0.95106417,73.66565,0.0,1.647839347461627
CSNKA2IP,4932415D10Rik,0.9317807,76.6355,0.0,1.6474543699066269
ZKSCAN4,Zkscan4,0.97953355,69.15615,0.0,1.647112452440731
TRAV8-7,Trav17,0.9314888,76.6355,0.0,1.6469824354021472
FAM13A,Fam13a,0.9741637,69.83195,0.0,1.6454374626077604
CALR3,Calr3,0.9618609,71.7399,0.0,1.6453286456084126
RNASE7,Rnase2b,0.9302657,76.6355,0.0,1.6450049667744338
N4BP3,N4bp3,0.84082216,90.53925000000001,0.0,1.644552003714656
DHRS7B,Dhrs7b,0.9582088,72.19735,0.0,1.644166968276263
TCEAL4,Tceal6,0.9295382,76.6355,0.0,1.6438287682406578
IGFL3,Igfl3,0.9294196,76.6355,0.0,1.6436370195862169
TRBV24-1,Trbv13-2,0.9292985,76.6355,0.0,1.6434412290124156
SERPINA2,Serpina1b,0.9292733,76.6355,0.0,1.643400486465266
TAGAP,Tagap,0.98482,67.9679,0.0,1.643339434254362
RALGDS,Ralgds,0.9226862,77.6539,0.0,1.643309621721524
BCL2L14,Bcl2l14,0.9702389,70.22915,0.0,1.6432102103666766
ZNF726,Zfp457,0.92909247,76.6355,0.0,1.643108126354115
RPS20,Rps20,0.9289803,76.6355,0.0,1.642926773516268
MAGEB3,Mageb11,0.92845416,76.6355,0.0,1.6420761273354283
GOLGA4,Golga4,0.96505404,70.90514999999999,0.0,1.6418363800330127
IL1B,Il1b,0.9897225,67.03935,0.0,1.6416382722840899
CXCL11,Cxcl11,0.92817754,76.6355,0.0,1.641628897042077
DLAT,Dlat,0.94771236,73.57335,0.0,1.6414632669212987
CCDC178,Ccdc175,0.9280592,76.6355,0.0,1.6414375687472493
TEX22,BC030500,0.9279878,76.6355,0.0,1.6413221315303264
CXCL1,Cxcl2,0.92798394,76.6355,0.0,1.6413158908068342
KCMF1,Kcmf1,0.9275904,76.6355,0.0,1.640679628028852
FBP1,Fbp1,0.87118506,85.4214,0.0,1.6405790134965603
ZNF892,Rslcan18,0.9272975,76.6355,0.0,1.6402060767566278
IFI27,Ifi27l2a,0.92728037,76.6355,0.0,1.6401783815251727
N4BP2L2,N4bp2,0.9271914,76.6355,0.0,1.640034537698987
CFAP53,Ccdc173,0.92713636,76.6355,0.0,1.639945550802356
MTRR,Mtrr,0.9309287,76.03450000000001,0.0,1.6398456125948817
SMPD4,Smpd4,0.8573316,87.4949,0.0,1.6396795902527916
TRAV3,Trav9-4,0.9268836,76.6355,0.0,1.639536896587377
TEX13A,Tex13a,0.92685914,76.6355,0.0,1.6394973504483583
ZNF581,Zfp580,0.9267257,76.6355,0.0,1.639281608960596
TMEM202,Tmem202,0.9262901,76.6355,0.0,1.6385773449313001
DTWD2,Dtwd2,0.9260164,76.6355,0.0,1.6381348355997611
IGLV8-61,Iglv1,0.9259738,76.6355,0.0,1.6380659612938657
SPANXN4,4921517D22Rik,0.9252812,76.6355,0.0,1.6369461879543565
MYOCOS,Inca1,0.9251868,76.6355,0.0,1.6367935650793206
ZNF556,Zfp422,0.9251831,76.6355,0.0,1.636787583038668
UGGT1,Uggt1,0.83397645,90.82740000000001,0.0,1.636471669278108
GJA1,Gjc1,0.92491686,76.6355,0.0,1.6363571347944992
ZNF713,Mrps17,0.92460865,76.6355,0.0,1.6358588308081146
EDDM13,Epp13,0.92430454,76.6355,0.0,1.63536715556948
DUXA,Duxbl1,0.9242246,76.6355,0.0,1.6352379111560227
SIGIRR,Sigirr,0.89474475,81.22810000000001,0.0,1.6351927059431828
ZNF254,Gm14443,0.9241124,76.6355,0.0,1.6350565098151435
SPATA31F3,Fam205c,0.9241094,76.6355,0.0,1.6350516595119116
ALDH3A1,Aldh3a1,0.9116942,78.52235,0.0,1.6345423493951907
TRAV8-6,Trav9d-2,0.92372936,76.6355,0.0,1.6344372230984732
SAA2,Saa1,0.92345536,76.6355,0.0,1.6339942287366112
REEP6,Reep6,0.9233056,76.6355,0.0,1.6337521015992664
TRAJ18,Traj18,0.9232674,76.6355,0.0,1.633690341071445
DIPK2B,Dipk2b,0.8990254,80.4152,0.0,1.633685236008807
TTC24,Ttc24,0.9230194,76.6355,0.0,1.6332893826709274
MAOB,Maob,0.8495976,88.0769,0.0,1.633209784451997
DSG2,Dsg2,0.92255324,76.60740000000001,0.0,1.6322443645945044
HMHB1,Gm42906,0.9220975,76.6355,0.0,1.6317988844877136
HYI,Hyi,0.92200613,76.6355,0.0,1.6316511604189423
RNF187,Rnf187,0.92196107,76.6355,0.0,1.6315783088643967
BTNL8,Btnl10,0.92176604,76.6355,0.0,1.63126299065128
FAM9C,Gm5935,0.9217649,76.6355,0.0,1.6312611475360521
COPRS,Coprs,0.959141,70.7252,0.0,1.6304106151938458
APOL6,Apol7e,0.92115325,76.6355,0.0,1.630272251545421
MYT1,Myt1,0.9661029,69.60505,0.0,1.6300524830172107
MSRB3,Msrb3,0.94306463,73.1345,0.0,1.6293988948222684
SLC29A1,Slc29a1,0.961699,70.2192,0.0,1.6293000122010532
CYP11B2,Cyp11b2,0.9205268,76.6355,0.0,1.6292594273921783
CDRT4,Tex43,0.9204661,76.6355,0.0,1.6291612895901162
ZNF43,D130040H23Rik,0.9204449,76.6355,0.0,1.6291270141139431
ZEB1,Zeb1,0.85637647,86.6202,0.0,1.6290663270883408
NEU4,Neu4,0.96571815,69.5402,0.0,1.6287580556927224
NLRP6,Nlrp6,0.966225,69.45945,0.0,1.6287402845587176
OASL,Oasl1,0.9574859,70.7613,0.0,1.6281089938992135
VCF1,Fam104a,0.91964835,76.6355,0.0,1.6278391777674424
RFWD3,Rfwd3,0.97525615,67.9587,0.0,1.627781522886025
SMIM27,Smim27,0.9195729,76.6355,0.0,1.627717192641156
MUC17,Muc4,0.91942,76.6355,0.0,1.627469988853095
CLCC1,Clcc1,0.95986146,70.31530000000001,0.0,1.6273255181014152
EOMES,Tbr1,0.91907793,76.6355,0.0,1.6269169411108972
OLFML1,Olfm5,0.91898394,76.6355,0.0,1.6267649811106368
ZNF589,Zfp773,0.9189635,76.6355,0.0,1.6267319343779487
KLK3,Klk13,0.9188508,76.6355,0.0,1.6265497246531975
IGKV5-2,Igkv6-13,0.9185819,76.6355,0.0,1.6261149758068298
CREB3L3,Creb3l3,0.9703633,68.5358,0.0,1.6258543927198112
IGHV6-1,Ighv3-8,0.91840374,76.6355,0.0,1.625826932465555
CCL26,Ccl26,0.9183707,76.6355,0.0,1.6257735144592926
TRBV16,Trbv26,0.9182624,76.6355,0.0,1.6255984185126153
C16orf96,Qrich2,0.91801494,76.6355,0.0,1.6251983331666793
SUMO3,Sumo3,0.9493117,71.7379,0.0,1.625018767491725
CCDC63,Ccdc63,0.91773516,76.6355,0.0,1.624745993887257
SLAIN1,Slain1,0.9297132,74.76765,0.0,1.624745513079369
DUS4L,Bcap29,0.9175323,76.6355,0.0,1.6244180163827044
ABCC6,Abcc6,0.9064509,78.32415,0.0,1.6240101794513149
ZNF791,Zfp791,0.9675299,68.78944999999999,0.0,1.6239033297465073
GLIPR1,Glipr1l2,0.9171637,76.6355,0.0,1.6238220757922583
PDXK,Pdxk,0.9599952,69.92735,0.0,1.6235194124071048
AADAC,Aadac,0.9686497,68.50704999999999,0.0,1.6227858145771776
UBE2Q2,Ube2q2,0.93219495,74.18595,0.0,1.622726760948135
KCNK16,Kcnk16,0.9609936,69.65015,0.0,1.62225953612651
SCEL,Scel,0.9785536,66.87049999999999,0.0,1.6218300892357371
SRP9,Srp9,0.8108187,93.0233,0.0,1.6217984342978289
PF4V1,Pf4,0.9159007,76.6355,0.0,1.6217800981315587
FKBP2,Fkbp2,0.84078556,88.33755,0.0,1.621665226375499
GGH,Ggh,0.9687823,68.34665000000001,0.0,1.6213371432387844
HMCES,Hmces,0.8682553,84.01715,0.0,1.6212827669161118
IMP4,Imp4,0.8370414,88.851,0.0,1.620935327020234
CR2,C4bp,0.91485643,76.6355,0.0,1.6200917560795087
S100A2,S100a6,0.91483337,76.6355,0.0,1.6200544734153315
HSD3B2,Hsd3b2,0.97363704,67.42595,0.0,1.6196401545889305
TRBV25-1,Trbv13-1,0.91435564,76.6355,0.0,1.61928209496098
PAICS,Paics,0.9445767,71.89855,0.0,1.619029019007958
TET2,Gm5591,0.91392964,76.6355,0.0,1.6185933519020266
TNFAIP8L3,Tnfaip8l3,0.91380095,76.6049,0.0,1.6180680240069194
ZMAT3,Zmat3,0.85463715,85.81415,0.0,1.6178969858141548
CHAMP1,Champ1,0.9127848,76.70675,0.0,1.617481143751839
SLC5A7,Slc5a7,0.81054294,92.5862,0.0,1.616820666573112
IGLV3-9,Igkv4-58,0.91279125,76.6355,0.0,1.6167528396699096
LDHAL6B,Ldhal6b,0.9709443,67.55985,0.0,1.6166749176049993
ZNF584,Zfp747,0.91223145,76.6355,0.0,1.6158477730868062
RNF6,Rnf6,0.93546516,72.9983,0.0,1.6157001718685815
SPANXN3,4933409G03Rik,0.91203845,76.6355,0.0,1.6155357369122096
ARGFX,Nanog,0.91196525,76.6355,0.0,1.6154173895133472
RDM1,Rdm1,0.9357352,72.92240000000001,0.0,1.6153498195978768
CYP7B1,Cyp7b1,0.9774574,66.40344999999999,0.0,1.615215333840593
MTHFS,Mthfsl,0.9545695,69.91705,0.0,1.6146405234898182
TESMIN,Pprc1,0.9114388,76.6355,0.0,1.6145662421345068
C5orf58,4930469K13Rik,0.91141343,76.6355,0.0,1.6145252247368411
AZGP1,H2-M9,0.91140634,76.6355,0.0,1.614513761853536
NAGK,Nagk,0.8181732,91.12100000000001,0.0,1.613965579639558
H2AC14,H2al2a,0.9110345,76.6355,0.0,1.6139125829355987
CLEC1B,Clec12b,0.91053206,76.6355,0.0,1.6131002541502923
CCL1,Ccl1,0.91039705,76.6355,0.0,1.612881974337172
METTL17,Mettl17,0.8956881,78.91345,0.0,1.6127191951608628
EMC9,Gm42421,0.9101302,76.6355,0.0,1.6124505398646796
CST5,Cst10,0.9100621,76.6355,0.0,1.6123404379813118
DCAF16,1700129C05Rik,0.909855,76.6355,0.0,1.6120056053815248
ODF4,Odf4,0.90972614,76.6355,0.0,1.6117972686900304
BLVRA,Blvra,0.92553127,74.16765000000001,0.0,1.6117634005254757
PIN1,Pin1,0.9238735,74.40559999999999,0.0,1.6115502779193303
CCNDBP1,Ccndbp1,0.9823097,65.2272,0.0,1.6108648139985995
C2orf15,Ahctf1,0.9086459,76.6355,0.0,1.6100507715022279
ARHGAP11A,Arhgap11a,0.95453256,69.47505,0.0,1.609998068196381
MAP3K4,Map3k4,0.8619985,83.90235000000001,0.0,1.6099767083837468
IGLV3-22,Igkv17-127,0.9082992,76.6355,0.0,1.6094902381253755
A2ML1,Gm7298,0.9075036,76.6355,0.0,1.6082039377082318
HAO2,Hao2,0.9514634,69.75139999999999,0.0,1.6079011935574168
MAP9,Map9,0.95137113,69.76025,0.0,1.6078437727172528
IGHV3-15,Ighv10-1,0.9066625,76.6355,0.0,1.6068440743587349
ITIH4,Itih4,0.9817912,64.8917,0.0,1.6065479983167799
TBPL2,Tbpl2,0.98050445,65.0728,0.0,1.6063452983176743
SURF6,Surf6,0.94497067,70.59045,0.0,1.6061033715906445
STXBP6,Stxbp6,0.7653872,98.5714,0.0,1.6058699039638118
LYPD4,Lypd4,0.95173126,69.5122,0.0,1.6058541942938396
ANLN,Anln,0.8885971,79.35579999999999,0.0,1.6058410558410725
RNASE8,Ear6,0.90584564,76.6355,0.0,1.6055234014593531
ZFP82,Zfp82,0.851395,85.12270000000001,0.0,1.6054861099484483
MAGEB6B,Mageb4,0.90579855,76.6355,0.0,1.6054472678662872
PDZD4,Pdzd4,0.94809115,70.0192,0.0,1.605225644914852
PEX12,Pex12,0.89977115,77.54655,0.0,1.6051482847964968
EPHB6,Ephb6,0.9055255,76.6355,0.0,1.6050058094337818
TRAJ38,Traj38,0.90537673,76.6355,0.0,1.6047652828965036
C11orf96,Gm13889,0.9406993,71.11824999999999,0.0,1.604669879377
IGLV4-3,Igkv6-29,0.9052388,76.6355,0.0,1.6045422821215707
DEFB121,Defb45,0.9049346,76.6355,0.0,1.6040504613738393
TRAV16,Trav6n-6,0.9048553,76.6355,0.0,1.6039222516917384
DUXB,Obox3,0.9045453,76.6355,0.0,1.6034210536910916
GIMAP6,Gimap3,0.90452015,76.6355,0.0,1.6033803919823293
FUT3,Fut4,0.90414184,76.6355,0.0,1.6027687525770884
CTRC,Cela3a,0.904093,76.6355,0.0,1.6026897896404704
TRAV41,Trav13n-4,0.90384525,76.6355,0.0,1.602289235431889
B4GALT7,B4galt7,0.96364874,67.30055,0.0,1.6021912245996897
ULBP3,Raet1d,0.90374357,76.6355,0.0,1.6021248424876768
SPIN3,Spin2c,0.9033265,76.6355,0.0,1.601450537164678
OMA1,Oma1,0.9556732,68.46985,0.0,1.6014201319595047
TNKS,Tnks,0.813065,90.70165,0.0,1.6013589138456576
VPREB1,Vpreb1,0.9029837,76.6355,0.0,1.6008963091820267
LCN10,Lcn10,0.96419936,67.08965,0.0,1.6008948018426228
IGF2,Igf2,0.96799475,66.4812,0.0,1.6007225518975756
FAM3B,Fam3b,0.92370147,73.31729999999999,0.0,1.5999884640993431
PTCHD3,Ptchd3,0.96660453,66.60565,0.0,1.5997652080129892
ERVW-1,BC035947,0.90218604,76.6355,0.0,1.5996066782233305
PAEP,Lcn2,0.9016602,76.6355,0.0,1.5987565170728137
AQP10,Aqp7,0.90165323,76.6355,0.0,1.598745248201638
JAML,Jaml,0.9015365,76.6355,0.0,1.5985565229028782
OSTM1,Ostm1,0.92569315,72.862,0.0,1.598487919503126
ARID5A,Arid5a,0.9561485,68.0933,0.0,1.598284446613263
POMGNT2,Pomgnt2,0.7932604,93.4483,0.0,1.597817214191981
RTL1,Rtl1,0.90093726,76.6355,0.0,1.5975876909999507
H2BW2,H2bl1,0.9009187,76.6355,0.0,1.5975576837906216
SLC22A11,Slc22a30,0.90078294,76.6355,0.0,1.597338191401693
SSTR5,Sstr3,0.90072465,76.6355,0.0,1.5972439500098943
SPINK7,Spink7,0.95431954,68.2353,0.0,1.596799723462062
PJA1,Proca1,0.90041715,76.6355,0.0,1.5967467939286073
UTY,Uty,0.9140141,74.51429999999999,0.0,1.5967369382880974
SAPCD2,Sapcd2,0.97122717,65.5781,0.0,1.5965851284232229
TXNDC16,Txndc16,0.9036455,76.11015,0.0,1.596519367070556
PARP14,Parp14,0.9894847,62.7053,0.0,1.5963176303427513
RGMB,Rgmb,0.8230309,88.6599,0.0,1.5963022449300643
TEX53,Gm11213,0.89993626,76.6355,0.0,1.5959693064881848
CLEC4E,Cd209a,0.8997674,76.6355,0.0,1.595696299086929
SMTNL1,P2rx3,0.8997043,76.6355,0.0,1.5955942810422812
IL23R,Il23r,0.95558524,67.88055,0.0,1.595167957483833
PROC,Proc,0.8993692,76.6355,0.0,1.5950525021712596
LPAR1,Lpar1,0.8990947,76.6355,0.0,1.5946086994255255
GUSB,Gusb,0.8988212,76.6355,0.0,1.5941665134475356
TRAV36DV7,Trav7-2,0.8987175,76.6355,0.0,1.5939988546324804
TMEM185A,Tmem185a,0.8990604,76.56649999999999,0.0,1.59383784044436
SPATA31G1,4930407I10Rik,0.89833134,76.6355,0.0,1.593374523600449
VPREB3,Vpreb3,0.95686704,67.4797,0.0,1.5930842487507486
IGLV6-57,Igkv4-53,0.89806867,76.6355,0.0,1.5929498472171266
CENPP,Cenpp,0.9760329,64.4346,0.0,1.5924988733306815
C4BPB,Zp3r,0.89751244,76.6355,0.0,1.5920505524948694
SP140,C130026I21Rik,0.8973369,76.6355,0.0,1.5917667450850836
SH2D7,Sh2d7,0.9716553,64.9894,0.0,1.591173572515586
XYLB,Xylb,0.87998056,79.2766,0.0,1.5910889527050758
CXorf66,Tex16,0.8968523,76.6355,0.0,1.590983259436331
SLC37A3,Slc37a3,0.89668995,76.6355,0.0,1.5907207771930887
PUDP,Pudp,0.9604536,66.6507,0.0,1.5902876689284977
CASP8AP2,Casp8ap2,0.96687454,65.6002,0.0,1.5897770732322092
PXDNL,Pxdn,0.8954883,76.6355,0.0,1.5887779882334847
PISD,Gm20671,0.8952745,76.6355,0.0,1.5884323232898128
NGRN,Ngrn,0.97148055,64.7193,0.0,1.5880905991751866
GCFC2,Gcfc2,0.9403534,69.54435000000001,0.0,1.5877921739701115
LACRT,Glycam1,0.8948568,76.6355,0.0,1.587756999403135
MKX,Mkx,0.8121885,89.51910000000001,0.0,1.5876809354699786
CDCA7L,Cdca7l,0.9318021,70.85305,0.0,1.5875355342691042
