rhesus_macaque gene name,human gene name,correlation,identical_scores,orthology confidence,combo_score
DUSP18,DUSP18,0.8435678,98.4043,1.0,1.667354807102144
TRAV13-1,TRAV13-1,0.9511289,81.99615,1.0,1.6673399925297447
TRAF4,TRAF4,0.83864236,99.1489,1.0,1.6672671256810636
GPR137,GPR137,0.95737755,81.036,1.0,1.6672485076547605
STK25,STK25,0.95850426,80.8621,1.0,1.667221912602665
ETNK2,ETNK2,0.94407225,83.06275,1.0,1.6672119649554975
FCRL4,FCRL4,0.9713977,78.8875,1.0,1.6671189867027914
COX7A1,COX7A1,0.89102894,91.1392,1.0,1.6670211689269738
BEST1,BEST1,0.93367964,84.6305,1.0,1.6669832423762267
NGFR,NGFR,0.8405787,98.829,1.0,1.666946512539034
CYP2C18,CYP2C9,0.9628415,80.17585,1.0,1.666899671177891
GCNA,GCNA,0.9817426,77.2803,1.0,1.6667371449487378
TRBV27,TRBV27,0.94878876,82.30205000000001,1.0,1.666672853889002
AIRE,AIRE,0.95924664,80.7002,1.0,1.666586100279969
PRRG2,PRRG2,0.87807554,93.0693,1.0,1.6664231290692004
MINDY4,MINDY4,0.8612139,95.6407,1.0,1.6664150399407323
PHLDA1,PHLDA1,0.9665843,79.55705,1.0,1.6662739748275561
ADGRV1,ADGRV1,0.85462713,96.6223,1.0,1.6661128877729836
CNTD1,CNTD1,0.85336524,96.81360000000001,1.0,1.6660974099019752
TAF11,TAF11,0.8542179,96.6825,1.0,1.6660838462458292
BPIFB4,BPIFB4,0.8856666,91.8841,1.0,1.666066614194794
PPY,PPY,0.9540316,81.4452,1.0,1.6659264384776828
ZNF701,ZNF701,0.9298238,85.13300000000001,1.0,1.6658640049332343
SMARCD2,SMARCD2,0.8698298,94.2561,1.0,1.6654956958191098
HBP1,HBP1,0.8908258,91.0512,1.0,1.6654664366124425
GCFC2,GCFC2,0.86581373,94.86585,1.0,1.6654584811602602
SMIM23,SMIM23,0.9627679,80.0762,1.0,1.6654509028663815
STK26,STK26,0.959711,80.52975,1.0,1.6652844428780498
FAM162A,FAM162A,0.91053075,88.02680000000001,1.0,1.6652224622195653
FSCN3,FSCN3,0.8583206,95.9839,1.0,1.6651327678849863
PPP4C,PPP4C,0.8319549,100.0,1.0,1.6650591106978536
HTR3E,HTR3E,0.9507815,81.87344999999999,1.0,1.665044326123232
CARD18,CARD18,0.88623714,91.71549999999999,1.0,1.6650007590521572
HK1,HK1,0.8526059,96.84485000000001,1.0,1.664992283207435
ATP5F1A,ATP5F1A,0.8877486,91.48060000000001,1.0,1.6649439608137513
SHKBP1,SHKBP1,0.9406637,83.3933,1.0,1.664737447864857
ADGRD2,ADGRD2,0.9332982,84.5152,1.0,1.66471642219192
DYNC2I2,DYNC2I2,0.8672384,94.5896,1.0,1.6646884012231822
ZZEF1,ZZEF1,0.85873044,95.8807,1.0,1.6646011665333407
ATP2A1,ATP2A1,0.87046874,94.08505,1.0,1.664534157069535
NEDD9,NEDD9,0.8438302,98.14789999999999,1.0,1.664527555550881
ST6GALNAC1,ST6GALNAC1,0.86654675,94.6667,1.0,1.6643172868377305
LETMD1,LETMD1,0.9573848,80.8048,1.0,1.6642419873650063
ARPP19,ARPP19,0.95314085,81.4512,1.0,1.6642294675024587
PCYOX1L,PCYOX1L,0.83550334,99.3927,1.0,1.6641962964634187
TMEM217,TMEM217,0.9730653,78.40095,1.0,1.6640852139786595
EPB41L3,EPB41L3,0.93679065,83.92435,1.0,1.663956956892115
HEXD,HEXD,0.8768973,93.05054999999999,1.0,1.6638297611959034
MPDU1,MPDU1,0.8392552,98.7854,1.0,1.6637389222930952
SEPTIN12,SEPTIN12,0.8422576,98.324,1.0,1.6636941854748346
SLC39A10,SLC39A10,0.8343946,99.5187,1.0,1.6636328234085935
SKA2,SKA2,0.8583161,95.8678,1.0,1.6636067804158627
LRRC75B,LRRC75B,0.87900335,92.6984,1.0,1.6634260060995274
ASB2,ASB2,0.954062,81.2419,1.0,1.6633306136881518
UCHL1,UCHL1,0.95060366,81.7673,1.0,1.6633028630649556
OR8S1,OR8S1,0.95181704,81.5786,1.0,1.6632556276321184
SLC19A3,SLC19A3,0.90401363,88.86824999999999,1.0,1.6632278634157842
C1RL,C1RL,0.86859566,94.2505,1.0,1.6629627368739333
NAXD,NAXD,0.9911241,75.56030000000001,1.0,1.6629612342598912
GUK1,GUK1,0.98347133,76.72370000000001,1.0,1.662909904537675
LYRM7,LYRM7,0.9474488,82.21155,1.0,1.6628196389642578
DLG4,DLG4,0.975268,77.9642,1.0,1.6627686694490094
TNS4,TNS4,0.86424226,94.8987,1.0,1.6627555899116961
PCLO,PCLO,0.8556004,96.19435,1.0,1.6624609292096069
YEATS2,YEATS2,0.8861611,91.52175,1.0,1.6623175716754752
CYP39A1,CYP39A1,0.9726256,78.33160000000001,1.0,1.6623026795390947
CCDC61,CCDC61,0.9149043,87.13295,1.0,1.6622599894645778
LRRC66,LRRC66,0.93751645,83.67755,1.0,1.6621787544404132
CPT1B,CPT1B,0.9396906,83.3416,1.0,1.662122407671386
VAMP3,VAMP3,0.9648602,79.5,1.0,1.662092197340975
GINM1,GINM1,0.92424625,85.69415000000001,1.0,1.662079545401419
IGHV7-81,IGHV7-81,0.96147484,80.01535,1.0,1.6620785863360852
SCAP,SCAP,0.8961779,89.9673,1.0,1.661971044774761
WDR27,WDR27,0.97471404,77.9827,1.0,1.6619062916977732
NLGN1,NLGN1,0.842856,98.0934,1.0,1.6618737367809515
XCR1,XCR1,0.8539395,96.3964,1.0,1.661790641994532
RAD52,RAD52,0.8969229,89.8374,1.0,1.6617585818115814
AAK1,AAK1,0.9775003,77.54395,1.0,1.661726718147888
RFX4,RFX4,0.93071675,84.67699999999999,1.0,1.6616854443412763
LUC7L3,LUC7L3,0.8756031,93.08185,1.0,1.6616592487304809
PPP1R16B,PPP1R16B,0.9313784,84.5715,1.0,1.661625677127712
BRD3,BRD3,0.8364646,99.0358,1.0,1.661448774024214
ESM1,ESM1,0.92134416,86.08695,1.0,1.6614278512934704
KCTD17,KCTD17,0.9549931,80.94635,1.0,1.6613246074161712
WDPCP,WDPCP,0.8692867,94.01195000000001,1.0,1.6612230521082814
ISYNA1,ISYNA1,0.9158936,86.89525,1.0,1.6611258785832208
TF,TF,0.8853088,91.5473,1.0,1.6609526857899972
SPN,SPN,0.9761343,77.69035,1.0,1.6609170517670333
SUGP1,SUGP1,0.9181012,86.53290000000001,1.0,1.6607912465143462
TRIM65,TRIM65,0.8691855,93.99260000000001,1.0,1.6607685121600553
ZNF385A,ZNF385A,0.98279446,76.65965,1.0,1.660723914650434
XAGE2,XAGE2,0.9536056,81.09925,1.0,1.660557021124423
CALM3,CALM3,0.97182494,78.3159,1.0,1.660501725928154
UXT,UXT,0.92872965,84.8889,1.0,1.6604937068710595
RAD18,RAD18,0.86230934,95.0095,1.0,1.660350818350981
NDUFAF6,NDUFAF6,0.8590678,95.4955,1.0,1.6602403563614048
PHACTR4,PHACTR4,0.9260256,85.28145,1.0,1.6602334632321307
RAMP2,RAMP2,0.8594286,95.4286,1.0,1.6600853257613337
CMA1,CMA1,0.9535497,81.0497,1.0,1.6597981616970774
IFI6,IFI6,0.9855534,76.1538,1.0,1.6596131282450761
MIC1,MICB,0.98221004,76.66245,1.0,1.6595956827739453
PSME3,PSME3,0.87560034,92.91265,1.0,1.659442899148321
NCSTN,NCSTN,0.87175435,93.4975,1.0,1.6594193186237574
TMEM241,TMEM241,0.8943322,90.05085,1.0,1.6593840513603983
EPSTI1,EPSTI1,0.9557026,80.68780000000001,1.0,1.6593603859898813
APOA2,APOA2,0.87493104,93.0,1.0,1.659250262379951
VSTM2L,VSTM2L,0.95170456,81.28835000000001,1.0,1.6592388956238955
TAPT1,TAPT1,0.9284945,84.82575,1.0,1.6591998769008294
IFRD2,IFRD2,0.88101894,92.06530000000001,1.0,1.6591709257261684
DYRK4,DYRK4,0.8698056,93.7747,1.0,1.6591572584348757
LILRA1,LILRA2,0.97965986,77.0172,1.0,1.6591482072222434
P4HTM,P4HTM,0.8846336,91.50975,1.0,1.6591162861549535
INPP5K,INPP5K,0.8523468,96.4286,1.0,1.6590369436381538
CYB5B,CYB5B,0.9867474,75.92160000000001,1.0,1.6589588742640902
OPA3,OPA3,0.99136007,75.20949999999999,1.0,1.6588478287982862
LIFR,LIFR,0.84795785,97.083,1.0,1.6588399535128007
PIAS1,PIAS1,0.82883155,100.0,1.0,1.6588339055840866
PDCL,PDCL,0.84187025,98.0066,1.0,1.6587748501634567
TTC29,TTC29,0.88594544,91.28275,1.0,1.6587648469003389
TRAV3,TRAV3,0.9582957,80.2388,1.0,1.6586618903368708
PLVAP,PLVAP,0.8642507,94.5701,1.0,1.658478766187989
MAP1LC3B,MAP1LC3B,0.8286398,100.0,1.0,1.658451725207067
SDHA,SDHA,0.8638982,94.60640000000001,1.0,1.658250505350461
ULK4,ULK4,0.8719622,93.3752,1.0,1.6582355575806296
GOLM2,GOLM2,0.8907426,90.4958,1.0,1.658043485675866
ZFYVE21,ZFYVE21,0.86804116,93.95605,1.0,1.6580101276261685
PLBD2,PLBD2,0.88382745,91.54745,1.0,1.6580021404088234
NDUFS8,NDUFS8,0.8596276,95.2381,1.0,1.6579927916231996
LCAT,LCAT,0.8586107,95.3904,1.0,1.6579560149746868
TMEM106C,TMEM106C,0.9368878,83.45015000000001,1.0,1.657954463040339
BCL2L11,BCL2L11,0.9422407,82.6328,1.0,1.6579435361938608
VASH1,VASH1,0.8982964,89.3347,1.0,1.6579276094155353
ZNF140,ZNF140,0.83984715,98.2495,1.0,1.657916421354543
TSPAN16,TSPAN16,0.94502604,82.2014,1.0,1.6578581676103838
EFEMP1,EFEMP1,0.90660405,88.05369999999999,1.0,1.6577475740958327
UBE2G1,UBE2G1,0.89483744,89.83955,1.0,1.6576301068756873
CLEC20A,CLEC20A,0.8782551,92.3656,1.0,1.6575861306943658
DHDH,DHDH,0.94245356,82.5658,1.0,1.6574923370683736
FTCD,FTCD,0.9809496,76.68385,1.0,1.6573630998109046
ZNF33B,ZNF33B,0.86584806,94.2359,1.0,1.657295675227838
PCTP,PCTP,0.956576,80.39395,1.0,1.6572615898267564
DBNDD1,DBNDD1,0.8925513,90.15965,1.0,1.6572561406365587
CCNB3,CCNB3,0.90236133,88.6598,1.0,1.6572109265862076
ALG11,ALG11,0.8346373,98.9837,1.0,1.6571259858404483
KDM8,KDM8,0.85948324,95.1923,1.0,1.6571066202808908
PWP2,PWP2,0.8864978,91.06745000000001,1.0,1.657052552212122
CDCA4,CDCA4,0.93762267,83.2658,1.0,1.6570103399041503
NREP,NREP,0.9798639,76.81195,1.0,1.6568729878048538
SLC22A14,SLC22A14,0.9528891,80.92259999999999,1.0,1.6568207582159427
SLC43A1,SLC43A1,0.92604256,85.01565,1.0,1.6567941958773669
SEC13,SEC13,0.8744638,92.87655,1.0,1.6567059408512823
ZNF233,ZNF233,0.87665886,92.5373,1.0,1.6566481507925621
RPS11,RPS11,0.8277184,100.0,1.0,1.6566152662793692
HEG1,HEG1,0.89342993,89.97065,1.0,1.6565377890080295
ZNF28,ZNF28,0.8842703,91.3649,1.0,1.6564995066191903
SURF1,SURF1,0.9541025,80.71170000000001,1.0,1.6564834867684108
TES,TES,0.83069366,99.5249,1.0,1.6563374254495216
C20H16orf46,C16orf46,0.90018356,88.9208,1.0,1.656280725520981
MS4A2,MS4A2,0.90393484,88.34395,1.0,1.6562200696870955
UBE2Z,UBE2Z,0.8414407,97.87594999999999,1.0,1.6562115705894813
SMARCC1,SMARCC1,0.86514175,94.24705,1.0,1.6560336073139181
TNNC1,TNNC1,0.9538954,80.70455,1.0,1.655977286691268
NR1H4,NR1H4,0.8709462,93.35725,1.0,1.655976006356851
METTL3,METTL3,0.829633,99.6552,1.0,1.6559259673763447
ZNF672,ZNF672,0.84183776,97.7876,1.0,1.6558485344318452
BUD23,BUD23,0.8540702,95.92125,1.0,1.655842604094846
GLB1L,GLB1L,0.84737146,96.9419,1.0,1.6558275285853692
AANAT,AANAT,0.9279597,84.6433,1.0,1.655749977943941
MLC1,MLC1,0.98247963,76.31265,1.0,1.6555623524205398
GNPTG,GNPTG,0.899582,88.95224999999999,1.0,1.655492686281098
MTERF1,MTERF1,0.9616071,79.48385,1.0,1.65539736149904
SLC2A4RG,SLC2A4RG,0.96879876,78.38605000000001,1.0,1.6553868057292425
SKAP1,SKAP1,0.9120655,87.0397,1.0,1.6553834767300426
FBXW11,FBXW11,0.82704526,100.0,1.0,1.6552736188270245
NCBP2,NCBP2,0.9078499,87.6697,1.0,1.655213171475318
MATN2,MATN2,0.94019586,82.7306,1.0,1.6551458306139526
PDGFB,PDGFB,0.9630914,79.2296,1.0,1.6550335937693283
PCK2,PCK2,0.8677538,93.7704,1.0,1.6550115930488358
AMN1,AMN1,0.948399,81.45320000000001,1.0,1.6548045338632014
TUBB3,TUBB3,0.8268073,100.0,1.0,1.6547993364670994
ND3,MT-ND3,0.98072034,76.5217,1.0,1.654787427691817
AXDND1,AXDND1,0.87283665,92.9752,1.0,1.6547518472387328
TRAPPC12,TRAPPC12,0.9335143,83.71885,1.0,1.654741642889034
ERN2,ERN2,0.87323344,92.90594999999999,1.0,1.6546378427253505
ZNF124,ZNF124,0.8990681,88.9599,1.0,1.6545683815187604
CD6,CD6,0.9645285,78.97085,1.0,1.654516951705621
GCAT,GCAT,0.84371734,97.3747,1.0,1.6541996091837787
ANK3,ANK3,0.8353081,98.65174999999999,1.0,1.6541255510458395
THOC6,THOC6,0.9553515,80.3286,1.0,1.6539671223024577
TNIP3,TNIP3,0.95346075,80.6065,1.0,1.6538298094943975
KCNIP1,KCNIP1,0.9787773,76.7401,1.0,1.6537684391269645
DDX52,DDX52,0.89425147,89.62960000000001,1.0,1.6537188918445187
TSC22D3,TSC22D3,0.9396953,82.697,1.0,1.6537091217066489
NUMA1,NUMA1,0.8607545,94.73734999999999,1.0,1.6536957959655343
FSD2,FSD2,0.86162776,94.60095,1.0,1.6536540381912173
SLC20A1,SLC20A1,0.84259146,97.4963,1.0,1.653544481570214
INTU,INTU,0.8400015,97.8769,1.0,1.653355488316881
POC1B,POC1B,0.83561456,98.5356,1.0,1.6532186902267916
TBCE,TBCE,0.89655226,89.23984999999999,1.0,1.6532119768643296
PDYN,PDYN,0.85828143,95.0694,1.0,1.6531054006254924
BCL2L14,BCL2L14,0.92715114,84.53535,1.0,1.6527278958332874
LRRC23,LRRC23,0.85622716,95.34965,1.0,1.6526728793918575
LGMN,LGMN,0.8333099,98.8453,1.0,1.652671920040389
ZNF704,ZNF704,0.9265336,84.62125,1.0,1.6526194764553623
MFRP,MFRP,0.9388956,82.73385,1.0,1.6525967250628304
MRPL4,MRPL4,0.97069454,77.87995000000001,1.0,1.6525523729684273
TCL1A,TCL1A,0.90104055,88.5025,1.0,1.6525230987374013
STMN4,STMN4,0.9977984,73.73935,1.0,1.652470493262363
IGFALS,IGFALS,0.86144483,94.5367,1.0,1.6524499157140458
MFF,MFF,0.8865334,90.70750000000001,1.0,1.6524202273956359
NPDC1,NPDC1,0.9216434,85.3489,1.0,1.652380555660622
ARMC12,ARMC12,0.9538667,80.4265,1.0,1.6522869491768828
RNF25,RNF25,0.8951966,89.3726,1.0,1.6522445618586774
MTX2,MTX2,0.8279918,99.6198,1.0,1.6521923086847219
AIFM3,AIFM3,0.9662774,78.5247,1.0,1.6521731053054252
PARM1,PARM1,0.8635481,94.1936,1.0,1.6521588714022053
TTBK2,TTBK2,0.83384156,98.7138,1.0,1.6520133389129934
CST8,CST8,0.9817812,76.14734999999999,1.0,1.652010409713133
C1H1orf167,C1orf167,0.96258605,79.07339999999999,1.0,1.6519853872625154
IZUMO1,IZUMO1,0.8665918,93.7143,1.0,1.6519625603484795
AGO2,AGO2,0.83144504,99.07509999999999,1.0,1.6519577113237998
KARS1,KARS1,0.87632185,92.22755000000001,1.0,1.6519291076206963
RSAD2,RSAD2,0.84793717,96.53280000000001,1.0,1.6516095580146852
PIGH,PIGH,0.954791,80.22890000000001,1.0,1.6515472515113812
SELENOO,SELENOO,0.9836869,75.82105,1.0,1.6515451019574303
NDUFB5,NDUFB5,0.8806653,91.5344,1.0,1.651529084740175
KCNN4,KCNN4,0.8373793,98.1265,1.0,1.6513905279348977
NOTUM,NOTUM,0.9263158,84.55885,1.0,1.6513700269431908
KNSTRN,KNSTRN,0.8562028,95.2532,1.0,1.651364064949837
CYB5R4,CYB5R4,0.9034885,88.03275,1.0,1.651264172526618
PLEKHH2,PLEKHH2,0.8354609,98.3925,1.0,1.6510426142907764
TTC13,TTC13,0.8347923,98.48259999999999,1.0,1.6508873055276165
IDO1,IDO1,0.867106,93.5484,1.0,1.6508196924361311
IFNGR2,IFNGR2,0.8646921,93.90805,1.0,1.6507078647624858
GLI2,GLI2,0.84355485,97.1319,1.0,1.6507032058652424
NUCB2,NUCB2,0.8262599,99.7619,1.0,1.6505971745585972
CFAP97,CFAP97,0.91098493,86.83125,1.0,1.6505060652561556
PRAP1,PRAP1,0.973149,77.33675,1.0,1.6503466889301805
ZNF235,ZNF235,0.8468286,96.604,1.0,1.6503303806339473
PDE1C,PDE1C,0.9538237,80.27770000000001,1.0,1.650256952737642
ADCY4,ADCY4,0.8877842,90.35105,1.0,1.6502556722593629
LPAR2,LPAR2,0.8347875,98.42815,1.0,1.650166268673562
ATG13,ATG13,0.8304047,99.0909,1.0,1.6500906413398448
CXCL12,CXCL12,0.9618803,79.0289,1.0,1.649997285829898
SRSF4,SRSF4,0.847532,96.4691,1.0,1.6499696715571126
C19H19orf44,C19orf44,0.8956586,89.12555,1.0,1.6499373082576232
BRINP3,BRINP3,0.8269171,99.6084,1.0,1.6499013468843966
THAP9,THAP9,0.83923876,97.72855000000001,1.0,1.6498968450427958
TNK1,TNK1,0.84512275,96.823,1.0,1.6497919796167266
HAUS7,HAUS7,0.94128054,82.15305000000001,1.0,1.6497611797773746
CD22,CD22,0.93195754,83.5737,1.0,1.6497422367974708
SORD,SORD,0.8536495,95.5182,1.0,1.6497376542048456
CNNM4,CNNM4,0.9753875,76.94755,1.0,1.6497228091941245
TRBV28,TRBV28,0.95517206,80.01425,1.0,1.6495020289219164
PRORP,PRORP,0.88496923,90.7219,1.0,1.649490809334993
CCT5,CCT5,0.8241195,100.0,1.0,1.6494422338994132
MTSS2,MTSS2,0.9352186,83.04595,1.0,1.6493460788708638
OR6B2,OR6B3,0.95966893,79.31255,1.0,1.6492960717932619
ASB1,ASB1,0.85681605,94.9779,1.0,1.6489891423599
RPL3L,RPL3L,0.92383224,84.7527,1.0,1.6489529361282291
SLC16A11,SLC16A11,0.92871785,84.00335000000001,1.0,1.6488991658747565
COL4A1,COL4A1,0.8356005,98.2025,1.0,1.6488382221837554
KIAA1328,KIAA1328,0.862317,94.11795000000001,1.0,1.6487166645453204
APH1A,APH1A,0.9537436,80.17075,1.0,1.6486998438481915
KMT2D,KMT2D,0.8410106,97.36525,1.0,1.6486812787161589
CCER2,CCER2,0.9506553,80.638,1.0,1.6486498107435676
CA12,CA12,0.98700786,75.08879999999999,1.0,1.648596236445234
NAE1,NAE1,0.82734716,99.4382,1.0,1.6485345921552217
NFU1,NFU1,0.8627456,94.0241,1.0,1.648344625684273
SIGLEC5,SIGLEC5,0.9642297,78.54255,1.0,1.648325034256204
GTF3C1,GTF3C1,0.8669614,93.3728,1.0,1.6482370135183968
MGAT1,MGAT1,0.84554964,96.6292,1.0,1.6481105377531005
PIDD1,PIDD1,0.8906642,89.7424,1.0,1.6480429384779158
TMEM63B,TMEM63B,0.9578062,79.49685,1.0,1.647991583534866
ACSBG2,ACSBG2,0.8749133,92.14080000000001,1.0,1.647988184035703
OOSP1,OOSP1,0.9828124,75.67865,1.0,1.6479414533770051
VIPR1,VIPR1,0.83480316,98.2495,1.0,1.6478631540800497
SPIDR,SPIDR,0.9248878,84.49414999999999,1.0,1.6476784531179571
SKA3,SKA3,0.85977423,94.4175,1.0,1.6475626882496657
DOCK6,DOCK6,0.8403039,97.3803,1.0,1.6474693927619168
FAM50A,FAM50A,0.89290494,89.35204999999999,1.0,1.647408496873095
BLOC1S6,BLOC1S6,0.923793,84.6384,1.0,1.6473812274053987
TRBV16,TRBV16,0.9537801,80.0591,1.0,1.6473137200573995
ERGIC1,ERGIC1,0.95768374,79.4575,1.0,1.6472333402789334
ADM,ADM,0.9731278,77.10005,1.0,1.6472115987880325
RNPEPL1,RNPEPL1,0.89210707,89.4505,1.0,1.647104642861644
TAF2,TAF2,0.84083277,97.26830000000001,1.0,1.6470600472137877
SLC25A6,SLC25A6,0.9827414,75.61945,1.0,1.6470264063266664
LAMP3,LAMP3,0.9140639,86.09165,1.0,1.6469788464835127
MRPL21,MRPL21,0.8734724,92.27915,1.0,1.6469240479448102
NEK10,NEK10,0.96054226,78.98384999999999,1.0,1.6467417692508244
AOAH,AOAH,0.93272007,83.22285,1.0,1.6466776742273257
LHX9,LHX9,0.8226394,100.0,1.0,1.646492219943601
LBP,LBP,0.976697,76.49785,1.0,1.6464568007361713
ZNF316,ZNF316,0.84862506,96.03325,1.0,1.646453243399788
CCDC138,CCDC138,0.83837473,97.594,1.0,1.6464166362833037
HMG20A,HMG20A,0.8225279,100.0,1.0,1.6462699872862987
ZSCAN18,ZSCAN18,0.9256943,84.26245,1.0,1.646258399151395
SAMD10,SAMD10,0.83548635,98.0198,1.0,1.6462234616944704
POLE,POLE,0.83826905,97.5951,1.0,1.6462203767018209
SPPL3,SPPL3,0.8667807,93.2397,1.0,1.6461377084810727
ITGB3,ITGB3,0.84629875,96.3631,1.0,1.6461266117997373
CCL14,CCL14,0.9598175,79.04715,1.0,1.6461243452912147
DCAKD,DCAKD,0.950877,80.4014,1.0,1.6460001556123731
UBE2F,UBE2F,0.9853503,75.1351,1.0,1.6458975018365725
RENBP,RENBP,0.86052805,94.17455000000001,1.0,1.6458906389160513
ASL,ASL,0.9660883,78.0711,1.0,1.6458692509329107
JAGN1,JAGN1,0.82586205,99.4536,1.0,1.6457758164848215
SUGCT,SUGCT,0.8662384,93.28765,1.0,1.6456833783496791
PPARA,PPARA,0.8229335,99.89314999999999,1.0,1.6456822424588597
MACF1,MACF1,0.9352314,82.75515,1.0,1.6455718581214986
RELA,RELA,0.8323009,98.45150000000001,1.0,1.6455152837781672
CPVL,CPVL,0.89667624,88.63145,1.0,1.645509436625289
NIPSNAP3B,NIPSNAP3B,0.98579246,75.02955,1.0,1.6453996118285457
MCU,MCU,0.82951283,98.8604,1.0,1.645301215328157
SAFB2,SAFB2,0.83095104,98.6359,1.0,1.6452343125979159
RTKN,RTKN,0.9374274,82.37944999999999,1.0,1.645039668363131
TRAF3IP2,TRAF3IP2,0.8581743,94.46270000000001,1.0,1.644964443902457
FETUB,FETUB,0.9685912,77.61965000000001,1.0,1.6449589631577326
PDE4C,PDE4C,0.89028716,89.55879999999999,1.0,1.644892447364044
KRTAP10-10,KRTAP10-10,0.9788512,76.04235,1.0,1.6447985934656066
EPB41L1,EPB41L1,0.97253406,77.00085,1.0,1.64473200999502
RPRD1B,RPRD1B,0.82172656,100.0,1.0,1.6446728221060065
TAS2R1,TAS2R1,0.90722126,86.9565,1.0,1.6446412035616826
CCPG1,CCPG1,0.8791972,91.22295,1.0,1.6445334327090104
EOLA2,EOLA2,0.9800027,75.84475,1.0,1.6445117322103209
IGLV3-9,IGLV3-9,0.9590502,79.03569999999999,1.0,1.6444454146408751
PIP,PIP,0.97704905,76.28954999999999,1.0,1.6444367299474698
SIRT3,SIRT3,0.8642904,93.4837,1.0,1.644362468070336
MUC13,MUC13,0.9678905,77.67855,1.0,1.644332001101095
ZNF784,ZNF784,0.8438549,96.5944,1.0,1.6442780074121814
PADI4,PADI4,0.8600411,94.1176,1.0,1.6441759540146186
SLC22A18,SLC22A18,0.9409471,81.77035000000001,1.0,1.6440960522515913
ANKRD66,ANKRD66,0.9130863,86.01429999999999,1.0,1.6440196820227024
SLC2A1,SLC2A1,0.9161866,85.53675000000001,1.0,1.6439590477895902
KLHL26,KLHL26,0.857753,94.44295,1.0,1.6438666802891837
GHV,CSH1,0.97613895,76.3835,1.0,1.6438503891383065
HERC1,HERC1,0.8253623,99.3824,1.0,1.6438494223194398
SCNN1B,SCNN1B,0.978513,76.0207,1.0,1.6438416316445563
CLDND2,CLDND2,0.9243529,84.27965,1.0,1.6438095741348717
DUSP2,DUSP2,0.9574386,79.22999999999999,1.0,1.6437721229159838
STARD4,STARD4,0.82440865,99.5122,1.0,1.6436447145632591
SLC5A6,SLC5A6,0.8526039,95.2007,1.0,1.643505042320089
KIR3DL2,KIR3DL3,0.9806003,75.66239999999999,1.0,1.6433201467277967
NMS,NMS,0.9865128,74.7584,1.0,1.643292358141455
APLP2,APLP2,0.9364048,82.39395,1.0,1.6431909698673113
TM7SF3,TM7SF3,0.83936816,97.193,1.0,1.6431570006404215
HSPE1,MOB4,0.90684444,86.89654999999999,1.0,1.6431068213030433
MYO1G,MYO1G,0.91173893,86.139,1.0,1.6429636047936573
SNRPG,SNRPG,0.95177096,80.02995,1.0,1.642928379033787
GUF1,GUF1,0.8745142,91.812,1.0,1.6428964717049812
RNF215,RNF215,0.8551422,94.75059999999999,1.0,1.6426829506714868
TSPAN14,TSPAN14,0.95843995,78.99260000000001,1.0,1.6426659490508446
SNX16,SNX16,0.8340418,97.9651,1.0,1.642629566575776
LRTOMT,TOMT,0.87602454,91.54905,1.0,1.6424709263838086
CLIC5,CLIC5,0.97181356,76.93495,1.0,1.6424348873795662
DHX30,DHX30,0.8565789,94.50745,1.0,1.6423693484633741
IQCF6,IQCF6,0.9133934,85.83404999999999,1.0,1.6422765353703825
UBXN4,UBXN4,0.8281869,98.8189,1.0,1.6421162214154632
CWC25,CWC25,0.83728325,97.41839999999999,1.0,1.641946713791163
NCF4,NCF4,0.9842025,75.0036,1.0,1.6418915587483442
APPBP2,APPBP2,0.8213862,99.8291,1.0,1.6417613828685194
ZNF26,ZNF26,0.8498344,95.4726,1.0,1.641537878181456
TMEM164,TMEM164,0.9692678,77.25215,1.0,1.6415055750498233
TENM4,TENM4,0.8449304,96.21485,1.0,1.641462222980125
SMO,SMO,0.8280219,98.79220000000001,1.0,1.6414384819036933
LGSN,LGSN,0.8887871,89.51665,1.0,1.6413518986009221
CXCL16,CXCL16,0.96581984,77.7631,1.0,1.6413097023417902
ADCYAP1,ADCYAP1,0.96544343,77.80935,1.0,1.6411637975382543
NTHL1,NTHL1,0.96743536,77.48855,1.0,1.6409422219931418
TMEM210,TMEM210,0.87334913,91.8367,1.0,1.6408970917929886
ZNF473,ZNF473,0.86722237,92.7669,1.0,1.6408401767169183
ELMOD2,ELMOD2,0.85367584,94.80055,1.0,1.6404129928804054
SCN4B,SCN4B,0.9182684,84.94335000000001,1.0,1.6403546710528425
PRMT5,PRMT5,0.84533113,96.06395,1.0,1.6402891931822352
IL34,IL34,0.9879826,74.29845,1.0,1.6402119150696148
TSGA13,TSGA13,0.85758454,94.1818,1.0,1.6401186081307677
TBC1D13,TBC1D13,0.9115879,85.94425,1.0,1.640117887017004
TMEM260,TMEM260,0.8314073,98.1612,1.0,1.6399410341116187
SOHLH1,SOHLH1,0.97400624,76.40235,1.0,1.639845949608623
ANLN,ANLN,0.84323007,96.35025,1.0,1.6398424661669917
FGF10,FGF10,0.8256018,99.0385,1.0,1.6398332112829284
FLT3,FLT3,0.9331768,82.62785,1.0,1.6398134348483955
ART4,ART4,0.8724207,91.8921,1.0,1.6397705042902744
B2M,B2M,0.86882114,92.437,1.0,1.6397160819212293
EVX1,EVX1,0.8264082,98.89585,1.0,1.6395765281330223
DNAJC9,DNAJC9,0.9733253,76.48435,1.0,1.6395602072736273
USP39,USP39,0.96788305,77.30315,1.0,1.6394119954239388
