rhesus_macaque gene name,commonmarmoset gene name,correlation,identical_scores,orthology confidence,combo_score
CXCL13,CXCL13,0.95821124,69.52185,1.0,1.5978840291128353
THY1,THY1,0.967259,67.91985,1.0,1.5978606430750188
TSPAN14,TSPAN14,0.9778325,66.04535000000001,1.0,1.5978083389281128
CRYBA1,CRYBA1,0.9629167,68.66749999999999,1.0,1.5976467504983032
IL23R,IL23R,0.93408316,73.7202,1.0,1.5971629502209232
LCN8,LCN8,0.93752766,73.10725,1.0,1.5971214950368853
AKIP1,AKIP1,0.9325682,73.98155,1.0,1.5970937071668183
GHV,GH1,0.98927563,63.9544,1.0,1.5970903862487957
MAMU-DRA,HLA-DRA,0.9274846,74.8748,1.0,1.5970340616260468
LCN9,LCN9,0.9350059,73.5358,1.0,1.5969373612559379
SPMIP3,SPMIP3,0.9791465,65.71430000000001,1.0,1.5967601106333822
ZNF226,ZNF226,0.83185095,91.7513,1.0,1.5966819943853774
WDFY2,WDFY2,0.988677,63.903999999999996,1.0,1.595431188300609
AMDHD1,AMDHD1,0.8628247,86.14895,1.0,1.5953475606839824
GOLT1B,GOLT1B,0.9454934,71.52795,1.0,1.5953075373167391
TJAP1,TJAP1,0.83328784,91.3652,1.0,1.5952799306284071
GLT8D2,GLT8D2,0.79574376,97.9943,1.0,1.5951808410828163
UAP1L1,UAP1L1,0.95937544,69.0428,1.0,1.5949829203932984
RBIS,RBIS,0.95787394,69.27965,1.0,1.5946787844727917
RFFL,RFFL,0.886706,81.8531,1.0,1.5945699272886689
PTPN20,PTPN20,0.8545889,87.51495,1.0,1.5943894142434427
TEX13C,TEX13C,0.9614744,68.58945,1.0,1.5941098448145592
PLA2G2F,PLA2G2F,0.9810052,65.11744999999999,1.0,1.5939120905902457
PAX5,PAX5,0.966331,67.69640000000001,1.0,1.593745394265393
ZNF283,ZNF283,0.82016474,93.5409,1.0,1.5937434976544063
FZR1,FZR1,0.9395244,72.3817,1.0,1.5931659957120496
CLEC4G,CLEC4G,0.9176919,76.21504999999999,1.0,1.5928792081735432
RAB7A,RAB7A,0.96155626,68.4475,1.0,1.59275617897785
SFRP5,SFRP5,0.8733799,83.9976,1.0,1.5923210243405568
SPATA3,SPATA3,0.95855546,68.92015,1.0,1.5921408879462762
PCTP,PCTP,0.9879065,63.64960000000001,1.0,1.5912830065182453
PER1,PER1,0.8292255,91.69645,1.0,1.5911699427442625
SSR2,SSR2,0.8898153,80.9692,1.0,1.591021874053041
C12H2orf76,C2orf76,0.9785208,65.25489999999999,1.0,1.5907069121472701
NLRP5,NLRP5,0.91673774,76.17045,1.0,1.590614049983401
ATP6V1C2,ATP6V1C2,0.91774035,75.95495,1.0,1.5902081755025488
PTGES,PTGES,0.8762817,83.26365,1.0,1.589975684727113
MORN4,MORN4,0.9316961,73.44545,1.0,1.5897633852086677
MS4A13,MS4A13,0.93669397,72.549,1.0,1.5896280815114205
ERBB3,ERBB3,0.8003409,96.6083,1.0,1.5890945841976158
SLC22A18,SLC22A18,0.986138,63.70755,1.0,1.5885778057536477
ZNF177,ZNF177,0.84028786,89.49019999999999,1.0,1.5885126770826177
LEUTX,LEUTX,0.94497615,70.96860000000001,1.0,1.5883965971683776
SLC39A12,SLC39A12,0.8402571,89.4788,1.0,1.588333864805541
RSPO3,RSPO3,0.9772142,65.23875000000001,1.0,1.5880821160429766
KCTD2,KCTD2,0.91794276,75.65835,1.0,1.587438627599819
MBOAT2,MBOAT2,0.96126175,67.94545,1.0,1.5868719290852789
RIPK4,RIPK4,0.9533287,69.28455,1.0,1.5861965810469116
LAIR1,LAIR1,0.97285306,65.8249,1.0,1.586117879666366
RAB28,RAB28,0.92907375,73.54355000000001,1.0,1.5858813311191182
KCNAB2,KCNAB2,0.9605901,67.9708,1.0,1.585880016960684
CD72,CD72,0.8934187,79.83324999999999,1.0,1.5857250327922159
FPR1,FPR1,0.93331367,72.7456,1.0,1.585368856903512
TLR4,TLR4,0.8363743,89.86850000000001,1.0,1.5851816658210316
MEAF6,MEAF6,0.997436,61.3876,1.0,1.5851556016733213
CABP4,CABP4,0.9847,63.624449999999996,1.0,1.584995347859793
ATP6V1G2,ATP6V1G2,0.9426418,71.05770000000001,1.0,1.5849597267788784
LPCAT1,LPCAT1,0.9711027,66.02405,1.0,1.5849461425507325
EPS8L3,EPS8L3,0.9628948,67.47395,1.0,1.5849313163081122
NDUFA12,NDUFA12,0.903957,77.8702,1.0,1.5846663234398537
GSTO2,GSTO2,0.94365686,70.83195,1.0,1.5844683838665068
SPRED2,SPRED2,0.88552314,81.09475,1.0,1.5842960419073955
ZFP92,ZFP92,0.94880533,69.89205,1.0,1.5841544540422143
HIRIP3,HIRIP3,0.922554,74.5318,1.0,1.5841339462045152
MIEN1,MIEN1,0.95855623,68.1627,1.0,1.584098967818559
PROCR,PROCR,0.9156766,75.74414999999999,1.0,1.5840947494445725
GVQW3,GVQW3,0.91426814,75.9854,1.0,1.5840120309760344
TMEM202,TMEM202,0.85820097,85.87185,1.0,1.5837234231941757
MAPK11,MAPK11,0.9608825,67.708,1.0,1.5836383585355658
PRR29,PRR29,0.97185904,65.73935,1.0,1.5833430312315562
MRPS2,MRPS2,0.9494058,69.69445,1.0,1.5831835933896037
SGTA,SGTA,0.977725,64.65955,1.0,1.5828906765559743
TEX46,TEX46,0.9070614,77.1403,1.0,1.5827443967464907
PLAUR,PLAUR,0.9640464,66.9643,1.0,1.581681607992631
CHCHD6,CHCHD6,0.96312916,67.09015,1.0,1.581295781085365
TCTA,TCTA,0.97099227,65.6814,1.0,1.5811001945847871
NIP7,NIP7,0.7829485,98.8889,1.0,1.580655959017912
SRARP,SRARP,0.9807659,63.9114,1.0,1.580655724095644
RASSF1,RASSF1,0.98393655,63.28025,1.0,1.5799068165879224
DPH1,DPH1,0.942154,70.6589,1.0,1.579808963930223
TKFC,TKFC,0.9844926,63.15785,1.0,1.579651101256783
SLC25A43,SLC25A43,0.9678604,66.09615,1.0,1.5796239633803935
CCDC30,CCDC30,0.964731,66.64744999999999,1.0,1.5796023951324565
TMEM107,TMEM107,0.89107955,79.62559999999999,1.0,1.579127959871013
TRBV7-3,TRBV7-3,0.94623727,69.8445,1.0,1.578827677792978
TECR,TECR,0.98284703,63.34985,1.0,1.5786001941196743
CDKN2B,CDKN2B,0.8535355,86.20435,1.0,1.5784942597151752
STK11IP,STK11IP,0.9443004,70.10650000000001,1.0,1.5779731501575904
IGFBP2,IGFBP2,0.9174155,74.85585,1.0,1.5779268812235991
METAP1,METAP1,0.8839599,80.77005,1.0,1.5779128790152805
SPX,SPX,0.96445084,66.5266,1.0,1.5777930540834508
AHNAK2,AHNAK2,0.9801202,63.74525,1.0,1.57767899662865
LLCFC1,LLCFC1,0.9504147,68.9974,1.0,1.5776759469299972
FKBP6,FKBP6,0.97500896,64.5961,1.0,1.5771172078094255
STX4,STX4,0.9925577,61.48965,1.0,1.5770796743159328
PARP6,PARP6,0.8476418,87.09360000000001,1.0,1.5768710776502735
STX10,STX10,0.8654892,83.92994999999999,1.0,1.5767869072165936
ADGRD1,ADGRD1,0.96841645,65.7137,1.0,1.5766067756073003
ANAPC5,ANAPC5,0.78046477,98.9404,1.0,1.5765393350376713
GABRE,GABRE,0.8479995,86.97595,1.0,1.5762933765373695
GID8,GID8,0.9504544,68.83385,1.0,1.5760137500821045
SH3GL2,SH3GL2,0.94131947,70.43865,1.0,1.575903197142567
PTPN5,PTPN5,0.97747386,64.02435,1.0,1.5756739384577638
COMMD2,COMMD2,0.97189975,65.00935,1.0,1.575667594980708
DHRS13,DHRS13,0.9684877,65.60435,1.0,1.5755793678023613
EFEMP2,EFEMP2,0.95523846,67.9426,1.0,1.5755322111401844
TBCEL,TECTA,0.7872868,97.6334,1.0,1.5754694790483366
ELMOD2,ELMOD2,0.8105145,93.49295000000001,1.0,1.5751148262775625
C4H6orf141,C6orf141,0.9546875,67.9404,1.0,1.5744743554456582
CABP1,CABP1,0.9016299,77.30185,1.0,1.5742616004782688
ZNF425,ZNF425,0.9027879,77.08024999999999,1.0,1.5740827135376434
SIRT7,SIRT7,0.9703149,65.1308,1.0,1.5739815261156542
TMEM225,TMEM225,0.9561577,67.60329999999999,1.0,1.5736551665141798
CADM3,CADM3,0.8698328,82.8644,1.0,1.573627458776324
SH3BP5L,SH3BP5L,0.973282,64.5525,1.0,1.573411643374665
ZDHHC3,ZDHHC3,0.9942141,60.83969999999999,1.0,1.5732879424075064
ANKRD2,ANKRD2,0.88447624,80.24170000000001,1.0,1.5732718179885024
DNAJC14,DNAJC14,0.8827266,80.54814999999999,1.0,1.5732408520753476
GZMM,GZMM,0.9424335,69.9726,1.0,1.573045935268822
IL2RG,IL2RG,0.91463655,74.8827,1.0,1.5729941875790463
ZNF511,ZNF511,0.9620955,66.46860000000001,1.0,1.5727547166922418
SP110,SP110,0.97299904,64.5399,1.0,1.5727465523588462
SETD6,SETD6,0.9348449,71.26975,1.0,1.5725718663780364
CCDC78,CCDC78,0.9536707,67.9279,1.0,1.5724324531811877
GDF7,GDF7,0.97283816,64.50285,1.0,1.5720510465836055
LITAFD,LITAFD,0.92219454,73.45085,1.0,1.5719804024284598
RESP18,RESP18,0.89942735,77.46844999999999,1.0,1.571895173437124
SBSPON,SBSPON,0.8799841,80.87975,1.0,1.5716127397024617
UBE2F,UBE2F,0.9124408,75.1351,1.0,1.5715516390506779
TSEN2,TSEN2,0.9447955,69.4076,1.0,1.5714811370393984
PADI4,PADI4,0.8285366,89.9623,1.0,1.5714615010686122
BATF,BATF,0.9596668,66.76245,1.0,1.5713149342176342
IL25,IL25,0.9578897,67.06555,1.0,1.5711968351717833
TMEM220,TMEM220,0.895363,78.11795000000001,1.0,1.5711609101113004
KLRD1,KLRD1,0.8800628,80.7912,1.0,1.570820195490815
RASL11A,RASL11A,0.88103914,80.6117,1.0,1.5707472801216167
TMEM45A,TMEM45A,0.980794,62.929649999999995,1.0,1.5702832763538672
SLC25A22,SLC25A22,0.9727529,64.31445,1.0,1.5698903399647737
GIMAP5,GIMAP5,0.9719589,64.44485,1.0,1.5697842275044365
GIPC2,GIPC2,0.9777725,63.4045,1.0,1.5696524803871377
IFI35,IFI35,0.9725421,64.2354,1.0,1.5686551051249462
MDFI,MDFI,0.9693198,64.78659999999999,1.0,1.5684580440166034
LSM12,LSM12,0.99062866,61.01805,1.0,1.5684497458415585
MATK,MATK,0.9947651,60.25045,1.0,1.5680652622636022
SLC2A9,SLC2A9,0.90204716,76.6292,1.0,1.5679021822680697
STX1B,STX1B,0.9136082,74.54965,1.0,1.5675266765068345
CDH15,CDH15,0.8420833,87.1773,1.0,1.5673231339608842
S100A12,S100A12,0.92484367,72.5362,1.0,1.5672417900647364
TNFRSF12A,TNFRSF12A,0.91190577,74.81355,1.0,1.5671325143711847
NDUFA8,NDUFA8,0.9439338,69.12405,1.0,1.566852172235095
TTC31,TTC31,0.8978813,77.22704999999999,1.0,1.566428850022158
ATP5PB,ATP5PB,0.98005074,62.69745,1.0,1.5664219828857986
NMB,NMB,0.9157062,74.06854999999999,1.0,1.5663571210030494
SOCS2,SOCS2,0.88975877,78.6535,1.0,1.5663253005712208
C12H2orf72,C2orf72,0.9874326,61.3501,1.0,1.5659747983921766
DNTTIP1,DNTTIP1,0.95346624,67.3443,1.0,1.5658513031116845
BPI,BPI,0.9616582,65.8925,1.0,1.5658160239699952
ETV7,ETV7,0.9651424,65.2741,1.0,1.5657912367451128
PLCD4,PLCD4,0.8721698,81.6478,1.0,1.5650963758919127
MYL12B,MYL12B,0.9873734,61.251999999999995,1.0,1.5648219187859571
RPS6KA3,RPS6KA3,0.84149224,87.0358,1.0,1.5647107581784785
LMO2,LMO2,0.88826364,78.76365,1.0,1.5646876970674524
PDE6H,PDE6H,0.9563827,66.67615,1.0,1.5642322199947047
DUSP9,DUSP9,0.9445177,68.7577,1.0,1.5640582421899065
SPAG7,SPAG7,0.9623034,65.61234999999999,1.0,1.564052550366151
FAM47E,FAM47E,0.95358783,67.11785,1.0,1.5636749291592267
KCNK17,KCNK17,0.98044056,62.297700000000006,1.0,1.5629089694302136
TBC1D9B,TBC1D9B,0.79466975,95.13175000000001,1.0,1.5627668228388094
IL31,IL31,0.9643296,65.1209,1.0,1.562638274989198
PRKRIP1,PRKRIP1,0.96592504,64.8336,1.0,1.5625830657555884
FCN3,FCN3,0.81850153,90.8962,1.0,1.5625365357140888
MAPKAPK2,MAPKAPK2,0.97172326,63.79775,1.0,1.5624702263582697
S100A9,S100A9,0.93812895,69.7273,1.0,1.562358781125495
HS6ST3,HS6ST3,0.92432904,72.1597,1.0,1.5622774544815627
NSMCE1,NSMCE1,0.9450434,68.4906,1.0,1.5622089709413969
TLDC2,TLDC2,0.9035076,75.83335,1.0,1.5621931988769628
PPY,PPY,0.9241828,72.13900000000001,1.0,1.5617830578166696
LIME1,LIME1,0.8773001,80.42660000000001,1.0,1.5617612033862573
MAPK12,MAPK12,0.8435714,86.384,1.0,1.5616931640220169
INCA1,INCA1,0.8949339,77.30015,1.0,1.5616710001918341
CIMIP3,CIMIP3,0.9436701,68.66885,1.0,1.5615232722540173
GP6,GP6,0.91838455,73.1258,1.0,1.561374978653959
DNAJC9,DNAJC9,0.98250353,61.7757,1.0,1.5612393235398625
TRMO,TRMO,0.99270886,59.9569,1.0,1.5610872144120729
PLAAT4,PLAAT4,0.9685812,64.205,1.0,1.560895219656265
KRT10,KRT10,0.92178774,72.4531,1.0,1.56062147336743
WDR49,WDR49,0.95346737,66.82675,1.0,1.5603575584037574
SFXN4,SFXN4,0.969374,64.00399999999999,1.0,1.5602493771667576
CKB,CKB,0.9914142,60.101,1.0,1.5601865327679096
LRRC66,LRRC66,0.9355286,69.9658,1.0,1.560008943096089
ZNF470,ZNF470,0.8134543,91.52000000000001,1.0,1.5596838881410402
SCGB1D2,SCGB1D2,0.915982,73.3333,1.0,1.5590673448143506
POMC,POMC,0.9730079,63.24605,1.0,1.5590237875048882
CXHXorf66,CXorf66,0.97376776,63.0435,1.0,1.5582996367317645
GUCA1B,GUCA1B,0.9335356,70.13415,1.0,1.5580545547254556
TIMM17B,TIMM17B,0.9565205,66.0601,1.0,1.557949117638029
CD300LG,CD300LG,0.96629333,64.30045,1.0,1.557613051761733
SPINT2,SPINT2,0.9237771,71.80295,1.0,1.5574527902346658
NRBP2,NRBP2,0.9151031,73.30915,1.0,1.557160655022825
COQ10A,COQ10A,0.9767545,62.39660000000001,1.0,1.5570381666670763
GPT2,GPT2,0.99543816,59.09095000000001,1.0,1.5570162764765092
ARL6,CRYBG3,0.85540164,83.8296,1.0,1.5567806788696525
CREB3L3,CREB3L3,0.9462322,67.74804999999999,1.0,1.5565559436784853
ACE,ACE,0.79824924,93.89869999999999,1.0,1.5563939822107897
MPC1L,MPC1L,0.95121056,66.78529999999999,1.0,1.5556799675216777
DPF3,DPF3,0.94235414,68.3452,1.0,1.5556155573561097
SH3TC1,SH3TC1,0.8157663,90.7186,1.0,1.555514875922068
PRKAR1B,PRKAR1B,0.9940399,59.194649999999996,1.0,1.5554920654996098
HSP90AB1,HSP90AB1,0.8607003,82.75255,1.0,1.555292352256268
MUC13,MUC13,0.98146164,61.3692,1.0,1.5549664235124427
JMJD4,JMJD4,0.9313017,70.1742,1.0,1.5542854291004045
WFDC9,WFDC9,0.9510926,66.6688,1.0,1.5542213692195848
VWA1,VWA1,0.9866293,60.37975,1.0,1.5541623534944458
SPN,SPN,0.97219455,62.82965,1.0,1.5530748707475805
ABITRAM,ABITRAM,0.7760695,97.5077,1.0,1.5530728357352324
DMAP1,DMAP1,0.82895285,88.1536,1.0,1.5530364649938138
EBPL,EBPL,0.932037,69.913,1.0,1.5528923592772483
CDO1,CDO1,0.87786,79.47975,1.0,1.5527578776146598
CD300H,CD300H,0.9115865,73.4411,1.0,1.5519589919972896
CBY1,CBY1,0.94895077,66.8152,1.0,1.5517544473893627
TMEM181,TMEM181,0.97676545,61.86575,1.0,1.5514216274177806
SUMO3,SUMO3,0.9182466,72.17595,1.0,1.5510294982836799
TIGAR,TIGAR,0.89008075,77.13145,1.0,1.550767199190842
MAPK13,MAPK13,0.88662356,77.72155000000001,1.0,1.5505421830875394
EVL,EVL,0.99346447,58.8121,1.0,1.5503493255952598
FAM227B,FAM227B,0.83034605,87.6361,1.0,1.5501570306360986
TNFSF12,TNFSF12,0.9462599,67.1044,1.0,1.5497730307281836
FKBP1A,FKBP1A,0.82639277,88.29785,1.0,1.5497613974578806
ASB13,ASB13,0.8850502,77.90899999999999,1.0,1.5495785424625872
ZMAT5,ZMAT5,0.94638175,67.0519,1.0,1.549444321005082
METTL21A,METTL21A,0.9056043,74.18375,1.0,1.5486128942624138
SRSF12,SRSF12,0.94615346,66.9658,1.0,1.5481013825893664
CACNA1F,CACNA1F,0.7710729,97.91985,1.0,1.5480677395322069
CRYZ,ERICH3,0.84588873,84.67345,1.0,1.5478798904552318
ADCY4,ADCY4,0.822373,88.82255,1.0,1.5477855865453276
HRC,HRC,0.9670384,63.12905,1.0,1.5465729072704955
TMEM72,TMEM72,0.9474064,66.5914,1.0,1.5464781728780888
CCND3,CCND3,0.954523,65.33265,1.0,1.5464737746350314
DNAJC24,ELP4,0.9564652,64.97625,1.0,1.5463358758469765
S100A13,S100A13,0.9069312,73.7046,1.0,1.5460162125245922
GPHA2,GPHA2,0.949052,66.23225,1.0,1.5457541695348476
KCND3,KCND3,0.8995354,74.95685,1.0,1.54542735554053
HES2,HES2,0.91378814,72.42235,1.0,1.5452747246646878
PPM1J,PPM1J,0.92612445,70.18965,1.0,1.5447285811482026
GRIK5,GRIK5,0.84307027,84.8674,1.0,1.5446474478768657
GRTP1,GRTP1,0.90974367,73.0784,1.0,1.5446473429252743
GZMB,GZMB,0.9542688,65.1905,1.0,1.544486991796302
CD47,CD47,0.9497948,65.97225,1.0,1.5443879246735683
BID,BID,0.9460412,66.6297,1.0,1.5443215530651817
TFF3,TFF3,0.92373645,70.57285,1.0,1.5443140259973012
FCAMR,FCAMR,0.9850589,59.54665,1.0,1.5423670443215811
VPS4A,SNTB2,0.7775769,96.22710000000001,1.0,1.5423044623794815
SPMAP2,SPMAP2,0.92137665,70.77565,1.0,1.542036751114181
RPP25L,RPP25L,0.9794964,60.4983,1.0,1.542028356179118
SLC35B1,FAM117A,0.7708681,97.351,1.0,1.5416425814063008
TMEM31,TMEM31,0.93858016,67.6529,1.0,1.5411779168447959
GALNS,GALNS,0.9684491,62.34715,1.0,1.5409186661575165
IL3,MA_m002_jsm762B1f,0.9320437,68.77279999999999,1.0,1.5407971489941712
TREM1,TREM1,0.9621383,63.4326,1.0,1.5405957774386398
OAS3,OAS3,0.9963554,57.3805,1.0,1.540575226892635
INTS5,INTS5,0.7619464,98.8224,1.0,1.5405158181559435
RNF32,RNF32,0.9642286,63.0382,1.0,1.5403324320531433
CFAP300,CFAP300,0.91229093,72.21135,1.0,1.5402229220174388
TRBV28,TRBV28,0.92715144,69.49025,1.0,1.539229946182954
ANKRD7,ANKRD7,0.9437265,66.5266,1.0,1.5388806050190749
TMEM242,TMEM242,0.9814366,59.84365,1.0,1.538719583688617
P2RX4,P2RX4,0.98200154,59.74175,1.0,1.538698250022807
HOMER2,HOMER2,0.9162799,71.3556,1.0,1.5386254803641974
ACBD4,ACBD4,0.97173935,61.53325,1.0,1.5384536987829271
C14H11orf52,C11orf52,0.95586294,64.27315,1.0,1.5377388370911147
CMTM5,CMTM5,0.9523633,64.81165,1.0,1.5368861752945193
TVP23B,TVP23C,0.8474458,83.3333,1.0,1.5365724167262904
TMEM41A,LIPH,0.8867428,76.37975,1.0,1.53651748867755
CARTPT,CARTPT,0.91429734,71.47399999999999,1.0,1.53616027501674
TFPI2,TFPI2,0.92604,69.3401,1.0,1.5355486397589706
LACRT,LACRT,0.96002334,63.2945,1.0,1.535158200143473
TMEM50B,TMEM50B,0.98492545,58.872150000000005,1.0,1.53495395647403
MYL1,MYL1,0.977329,60.1815,1.0,1.5345947001310138
CBR1,CBR3,0.9243986,69.52279999999999,1.0,1.534406805546681
DLX2,DLX2,0.9509357,64.81675,1.0,1.5342598409616062
DEFA4,DEFA5,0.96848387,61.7021,1.0,1.5341341613772885
CENPS,CENPS,0.9701454,61.38215,1.0,1.5338563335561475
VPS35,VPS35,0.8794452,77.40555,1.0,1.5337083401936618
WFDC6,WFDC6,0.9487404,65.09105,1.0,1.5330506935881814
BATF3,BATF3,0.9506936,64.7436,1.0,1.5330284887287955
AIM2,AIM2,0.95224774,64.3837,1.0,1.532124793945178
LAMTOR4,LAMTOR4,0.9142704,71.09665,1.0,1.5321026101010835
OSGIN2,OSGIN2,0.85961705,80.753,1.0,1.5320251867485004
PUDP,PUDP,0.91752183,70.5128,1.0,1.5320076557620954
CD22,CD22,0.9060182,72.50505,1.0,1.531563916524885
RCN2,RCN2,0.9321202,67.84935,1.0,1.5311346661270857
THOC1,THOC1,0.7538979,99.17009999999999,1.0,1.5290960165238918
ICOSLG,ICOSLG,0.9380152,66.53645,1.0,1.528261547318295
PTTG1IP,PTTG1IP,0.9202332,69.66665,1.0,1.5281133084015943
CD300A,CD300A,0.87175024,78.15344999999999,1.0,1.527202078667738
ISCA2,ISCA2,0.77384067,95.4545,1.0,1.5270849958875972
C1QTNF8,C1QTNF8,0.88912696,75.05235,1.0,1.5268983685480468
PLP1,PLP1,0.97621495,59.612049999999996,1.0,1.5264559440114924
TPSG1,TPSG1,0.9622703,62.007850000000005,1.0,1.5257141949424438
SEC22A,SEC22A,0.86428213,79.32535,1.0,1.5256242138223652
GET4,GET4,0.9570307,62.91395,1.0,1.5254980948015653
ISG20,ISG20,0.93663,66.5166,1.0,1.525449879908459
EMC10,EMC10,0.95297295,63.5928,1.0,1.5250878915905206
BCL2L13,BCL2L13,0.848588,82.00565,1.0,1.5246187120835375
GLTP,GLTP,0.74652016,100.0,1.0,1.5240561322959505
SLC22A12,SLC22A12,0.97544736,59.4507,1.0,1.5233013245891098
AP3S2,ARPIN,0.9104309,70.92475,1.0,1.5230680784693917
ASB10,ASB10,0.9236654,68.5805,1.0,1.5230238449685347
DLL1,DLL1,0.8589339,79.99785,1.0,1.5227235480083798
GALK1,GALK1,0.96805674,60.69475,1.0,1.5226351178330502
BIK,BIK,0.9339404,66.68345,1.0,1.522171612473581
UBL5,UBL5,0.7453419,100.0,1.0,1.5218438069705316
DAND5,DAND5,0.90168154,72.34084999999999,1.0,1.5216776733472726
MRPL10,SCRN2,0.8283944,85.23605,1.0,1.521006427544605
SLC13A3,SLC13A3,0.8620923,79.24430000000001,1.0,1.5206518733452734
MRPS18A,MRPS18A,0.9509526,63.51785,1.0,1.520498546198827
STPG3,STPG3,0.9505834,63.57815,1.0,1.5204456546950489
ERICH1,ERICH1,0.9777903,58.75964999999999,1.0,1.5203622132366288
CDIN1,CDIN1,0.9818297,58.0448,1.0,1.5203556779019216
TBKBP1,TBKBP1,0.94767845,63.983050000000006,1.0,1.5192908959655762
HEMK1,HEMK1,0.9785051,58.50185,1.0,1.518966756809335
PLIN4,PLIN4,0.97360605,59.29235,1.0,1.5181625233228995
FDCSP,FDCSP,0.9396813,65.24725000000001,1.0,1.5176998289128307
GPX3,GPX3,0.9388902,65.32095000000001,1.0,1.5169970639271257
ADPRH,ADPRH,0.87218606,77.06354999999999,1.0,1.516446728953252
CDCA8,CDCA8,0.9154148,69.37625,1.0,1.5159824217205158
C15H9orf152,C9orf152,0.95276254,62.768600000000006,1.0,1.5159406368976907
MCEMP1,MCEMP1,0.95067674,63.1203,1.0,1.5157590000312045
MYOCOS,MYOCOS,0.89684457,72.61325000000001,1.0,1.5154882956793214
SPATS1,SPATS1,0.96430874,60.66215,1.0,1.515251615991448
C5H4orf46,C4orf46,0.8813087,75.30635000000001,1.0,1.514915869460463
DIO1,DIO1,0.83593255,83.3183,1.0,1.5147956155123161
RIN1,RIN1,0.77608466,93.8697,1.0,1.5144693575926498
EDN3,EDN3,0.9822698,57.3729,1.0,1.5140471088020273
SINHCAF,SINHCAF,0.9262225,67.27265,1.0,1.5139370421190979
AGPAT4,AGPAT4,0.9805477,57.66475,1.0,1.5139128150782395
KCNIP1,KCNIP1,0.9776471,58.174,1.0,1.5138743172473372
NELFB,NELFB,0.87723875,75.91435,1.0,1.5137304027208187
SIRT4,SIRT4,0.9079765,70.46325,1.0,1.5135589751600973
CD300LB,CD300LB,0.93001264,66.56195,1.0,1.5135065599310993
C14H11orf87,C11orf87,0.8886481,73.87440000000001,1.0,1.5134905933080152
ESX1,ESX1,0.94521123,63.8257,1.0,1.5129874921543136
PREB,PREB,0.8860286,74.26785,1.0,1.5127502137818396
REG3G,REG3G,0.9537202,62.26055,1.0,1.512343773239508
ATAT1,C6orf136,0.9511679,62.68300000000001,1.0,1.5120375209884371
PIP,PIP,0.94733644,63.231,1.0,1.5106627076570946
GADD45B,GADD45B,0.9021276,71.1818,1.0,1.5102072462216762
SPEF1,SPEF1,0.9189955,68.19545,1.0,1.5101666960632694
SLC6A19,SLC6A19,0.8898531,73.29235,1.0,1.509572333920704
MARCHF11,MARCHF11,0.9648038,60.0052,1.0,1.5092049950591044
SDC4,SDC4,0.97647107,57.9226,1.0,1.5089965609736748
RAPSN,RAPSN,0.88551366,73.98965,1.0,1.5088291444002246
CDKN1C,CDKN1C,0.9143373,68.82785,1.0,1.508135822707089
THAP6,THAP6,0.97098297,58.769400000000005,1.0,1.5076841650571864
TEX35,TEX35,0.96857285,59.1686,1.0,1.5073979810289575
PPP1R15A,PPP1R15A,0.9217245,67.294,1.0,1.5057182201378363
KIAA1191,KIAA1191,0.7719056,93.7705,1.0,1.5055692628048485
C20H16orf89,C16orf89,0.8864051,73.49719999999999,1.0,1.5052736011910675
CPNE2,CPNE2,0.95056164,62.14314999999999,1.0,1.505166524436508
AQP5,AQP5,0.85756135,78.49995,1.0,1.5042402110701198
ASIC4,ASIC4,0.817256,85.61625000000001,1.0,1.5041300835044558
C1QTNF5,C1QTNF5,0.8528046,79.32835,1.0,1.5041056233218346
GATD3,GATD3,0.95989037,60.36695,1.0,1.5038208626776806
INA,INA,0.8252569,84.1579,1.0,1.503666511670823
BCL2L12,BCL2L12,0.84033406,81.37610000000001,1.0,1.5024357487052882
THAP3,THAP3,0.9630459,59.67,1.0,1.5023448349679884
OTUD6B,OTUD6B,0.9743416,57.63665,1.0,1.5019617194044077
FBXL2,FBXL2,0.7947856,89.33125,1.0,1.5013888024143842
PFDN1,PFDN1,0.80396134,87.6241,1.0,1.500489125816083
AGPAT5,AGPAT5,0.7676838,93.956,1.0,1.499612149443177
MTFMT,MTFMT,0.94787204,62.09475,1.0,1.4996025160167012
PPP4C,PPP4C,0.7326485,100.0,1.0,1.4980104168141382
ROS1,ROS1,0.7749289,92.5208,1.0,1.4979753018933195
TTC39C,TTC39C,0.86159927,77.1331,1.0,1.497307305116184
RAG1,RAG1,0.7960127,88.6522,1.0,1.4964819948872754
TSR2,TSR2,0.9683615,58.1117,1.0,1.4957779187376594
UQCRH,FAAH,0.9167499,67.22800000000001,1.0,1.4956769539962194
CTNS,CTNS,0.9062501,69.05835,1.0,1.4953988096828819
PLAC8,PLAC8,0.94775283,61.59495,1.0,1.494071305789714
PDGFA,PDGFA,0.9860659,54.814949999999996,1.0,1.4940118588851834
SSUH2,SSUH2,0.9328744,64.1611,1.0,1.493385219722895
LSMEM1,LSMEM1,0.9249769,65.50615,1.0,1.4928398041833253
TFF1,TFF1,0.9486263,61.18495,1.0,1.4913575587602277
ZNF394,ZNF394,0.9531655,60.367599999999996,1.0,1.491201010146113
CD3E,CD3E,0.96041507,59.032250000000005,1.0,1.4906328632834887
SHFL,SHFL,0.92680305,64.93585,1.0,1.490212602189847
SAT2,SAT2,0.9235561,65.46215000000001,1.0,1.489704844489242
