crab_eating_macaque gene name,rhesus_macaque gene name,correlation,identical_scores,orthology confidence,combo_score
PFDN1,PFDN1,0.987719,78.8263,1.0,1.7069956029083868
HHAT,HHAT,0.9737258,80.8375,1.0,1.7068111023297399
GALNT18,GALNT18,0.98000485,79.92745,1.0,1.706797109494292
TMEM123,TMEM123,0.9822882,79.55895000000001,1.0,1.7063124786548327
SLC16A11,SLC16A11,0.94504505,84.9274,1.0,1.7060206465430925
OPN3,OPN3,0.93323785,86.63095,1.0,1.705948420982484
DNAJC12,DNAJC12,0.9854367,79.06545,1.0,1.70583089790007
KMT5C,KMT5C,0.9738585,80.73655,1.0,1.7057676083741982
BATF,BATF,0.98200494,79.5562,1.0,1.7057539087075537
MYCBPAP,MYCBPAP,0.8690947,95.9,1.0,1.70574035814388
PDCD7,PDCD7,0.9960012,77.5257,1.0,1.7056976812300877
NQO2,NQO2,0.9564951,83.22845000000001,1.0,1.7054915834406092
TRNAU1AP,TRNAU1AP,0.9729405,80.83625,1.0,1.7053439130042718
UMAD1,UMAD1,0.9515027,83.93719999999999,1.0,1.7053135146633291
GXYLT2,GXYLT2,0.9663469,81.781,1.0,1.70521959707743
CD8A,CD8A,0.9770783,80.224,1.0,1.7051745983532043
MOGAT1,MOGAT1,0.92039067,88.42815,1.0,1.7051498473769389
WFDC1,WFDC1,0.98982775,78.3603,1.0,1.7049436312425177
ADAMTS17,ADAMTS17,0.9782047,79.987,1.0,1.70423065067041
IFT27,IFT27,0.96069807,82.51304999999999,1.0,1.7041258945101174
MYDGF,MYDGF,0.9876546,78.59435,1.0,1.703915528715102
ATP11A,ATP11A,0.91899866,88.52825,1.0,1.7038552894287458
CMTM6,CMTM6,0.9517336,83.7816,1.0,1.7037538345668946
FABP6,FABP6,0.969935,81.1437,1.0,1.7037146514228894
FLT3,FLT3,0.94049895,85.37505,1.0,1.703334147954647
SULT1C3,SULT1C3,0.93348753,86.3825,1.0,1.7032381273690933
DEFB113,DEFB113,0.9841849,79.0244,1.0,1.702993533072084
ZBTB46,ZBTB46,0.95647275,83.0335,1.0,1.702961557837531
CFB,CFB,0.9842981,79.00245,1.0,1.7029225136027875
TUB,TUB,0.99713653,77.12625,1.0,1.7026964068126669
LCTL,LCTL,0.99513817,77.41489999999999,1.0,1.7026883367731067
PROX2,PROX2,0.97343343,80.5544,1.0,1.7026567617229333
SEPTIN6,SEPTIN6,0.9640823,81.88235,1.0,1.7023284530504776
FAM174B,FAM174B,0.93779796,85.68180000000001,1.0,1.7022586837085885
PRMT2,PRMT2,0.9843609,78.937,1.0,1.702203036064308
PTPMT1,PTPMT1,0.8387958,100.0,1.0,1.7020885024883645
CCDC137,CCDC137,0.99050814,78.01855,1.0,1.7018382247517514
NYAP1,NYAP1,0.98288476,79.12020000000001,1.0,1.701813856983982
DNAJC15,DNAJC15,0.9952491,77.3249,1.0,1.701744399131668
CCDC90B,CCDC90B,0.9262201,87.30995,1.0,1.701647724745945
FSCB,FSCB,0.96939784,81.0565,1.0,1.701608790212699
HDAC8,CITED1,0.97376615,80.40655000000001,1.0,1.701384180809191
SLC1A1,SLC1A1,0.9168665,88.64305,1.0,1.701380596188272
MTNR1A,MTNR1A,0.9216479,87.92735,1.0,1.7010800142567128
GPRIN1,GPRIN1,0.9507676,83.70575,1.0,1.7010003719979077
MUC1,MUC1,0.9889632,78.15735000000001,1.0,1.7007550951019814
MATN2,MATN2,0.94264996,84.8543,1.0,1.7006613366117747
ST3GAL3,ST3GAL3,0.9746348,80.2135,1.0,1.7005249756632446
CYP2W1,CYP2W1,0.9632964,81.8484,1.0,1.7004427082072413
CTDNEP1,CTDNEP1,0.9802976,79.3856,1.0,1.7004208779848318
WDR38,WDR38,0.9251659,87.3627,1.0,1.7003729706381192
EBAG9,EBAG9,0.9069656,89.99345,1.0,1.7003229100022732
REM2,REM2,0.9540571,83.17115000000001,1.0,1.7002546780516203
CDCA4,CDCA4,0.9361846,85.7567,1.0,1.700233369610908
SLC6A5,SLC6A5,0.84079784,99.5632,1.0,1.7002120969627799
MYL3,MYL3,0.9200384,88.07765,1.0,1.7000243864133473
SEMA6B,SEMA6B,0.96738005,81.21925,1.0,1.6999575798948499
TENT4A,TENT4A,0.9463692,84.26044999999999,1.0,1.6999534179898004
STX1A,STX1A,0.92231107,87.7381,1.0,1.699889593357584
MT1E,MT1E,0.9886063,78.13145,1.0,1.6997649068188032
CBS,CBS,0.99767834,76.81524999999999,1.0,1.6997274580342037
CEP162,CEP162,0.96729904,81.1995,1.0,1.6995557460686657
PDGFB,PDGFB,0.9781436,79.6258,1.0,1.6995066752176078
CYP39A1,CYP39A1,0.99370176,77.36705,1.0,1.699423004764876
MYL11,MYL11,0.9790202,79.47465,1.0,1.6991970551493853
PANX1,PANX1,0.9839046,78.76135,1.0,1.6991174551789263
XPA,XPA,0.9857044,78.4992,1.0,1.6990968847755012
NLRP12,NLRP12,0.96066475,82.08565,1.0,1.698608150205074
TBCB,TBCB,0.88499683,93.00565,1.0,1.6981783023214603
APLP1,APLP1,0.95821244,82.38505,1.0,1.6978984160343904
GFRA4,GFRA4,0.9593751,82.2162,1.0,1.6978914765302275
TAF8,TAF8,0.99917555,76.4414,1.0,1.6977217451375743
ARRDC4,ARRDC4,0.9797375,79.25139999999999,1.0,1.6976726238558546
CIC,CIC,0.972167,80.34254999999999,1.0,1.6976119356338613
TMEM134,TMEM134,0.97654337,79.70365,1.0,1.6975432848842835
BICDL1,BICDL1,0.96650845,81.15270000000001,1.0,1.6974972916021782
NRG2,NRG2,0.96747106,80.99244999999999,1.0,1.6972304475501288
SLC9A3,SLC9A3,0.976748,79.6305,1.0,1.6969876108796216
CFAP97D1,CFAP97D1,0.93883955,85.11695,1.0,1.6969726891592813
ADAM10,ADAM10,0.86316764,96.06585,1.0,1.6969044038601768
RASA3,RASA3,0.96745664,80.91425,1.0,1.6962055017764277
AK1,AK1,0.999058,76.3289,1.0,1.6960683432072827
CACNG7,CACNG7,0.9531048,82.95955000000001,1.0,1.6957935546840206
B3GNT9,B3GNT9,0.9625271,81.58340000000001,1.0,1.6956380662702635
ATXN10,ATXN10,0.9802531,79.01725,1.0,1.6956363027024803
HMGN5,HMGN5,0.9610122,81.78675,1.0,1.6954344928220377
REEP5,REEP5,0.98699915,78.0146,1.0,1.6953031969616097
PHF13,PHF13,0.9435219,84.30815,1.0,1.6953005527598881
CRTC2,CRTC2,0.9095513,89.22555,1.0,1.6952982986739538
PDE8B,AGGF1,0.9145467,88.48345,1.0,1.6950561668513475
TNFRSF9,TNFRSF9,0.97315085,79.9862,1.0,1.6948809393110291
ZNF248,ZNF248,0.8346986,100.0,1.0,1.6945168900254148
ERF,ERF,0.9277559,86.51285,1.0,1.6943101357058357
LIX1L,LIX1L,0.9461895,83.8279,1.0,1.6940994192472396
CPEB3,CPEB3,0.8959485,91.09,1.0,1.6939618521868258
GALE,GALE,0.99725986,76.4224,1.0,1.6939390030200614
PEX12,PEX12,0.9311365,85.94945000000001,1.0,1.6933651347712075
HOMER2,HOMER2,0.9913038,77.2232,1.0,1.6931551997855676
MAPK3,MAPK3,0.9377573,84.96039999999999,1.0,1.692974184416269
TMC8,TMC8,0.9773225,79.22785,1.0,1.6929090733652792
ZNRF3,ZNRF3,0.9735088,79.7775,1.0,1.6928781750110304
ARMC12,ARMC12,0.9776067,79.17214999999999,1.0,1.6927232103755379
ITGB2,ITGB2,0.9925507,77.007,1.0,1.6926994675748057
MSANTD1,MSANTD1,0.9667611,80.73715,1.0,1.6926592955037736
TTYH1,TTYH1,0.9714171,80.05735,1.0,1.6925852725491213
CA12,CA12,0.99350476,76.8467,1.0,1.692416184852434
GCH1,GCH1,0.96014184,81.66665,1.0,1.6922928791695644
B3GNT8,B3GNT8,0.9580083,81.9631,1.0,1.6921345713703373
TNNC1,TNNC1,0.96290165,81.2498,1.0,1.6920715109711815
DBNL,DBNL,0.9316249,85.77199999999999,1.0,1.6920023777382733
ZCCHC14,ZCCHC14,0.94919175,83.21825000000001,1.0,1.691864803319441
CHST2,CHST2,0.9620771,81.34020000000001,1.0,1.6917017875226268
SAMD12,SAMD12,0.9944301,76.63095,1.0,1.6913719554723343
ACAD8,ACAD8,0.99167526,77.0263,1.0,1.6913280401880728
CCNK,CCNK,0.9507004,82.95125,1.0,1.6912442737691002
DYNAP,DYNAP,0.95249176,82.62809999999999,1.0,1.690429383034167
ETNK2,ETNK2,0.98606,77.75225,1.0,1.6902185025492664
TTI2,FUT10,0.9408941,84.2662,1.0,1.6899088549845795
AAGAB,AAGAB,0.9716116,79.80545000000001,1.0,1.6897289639288364
SLC25A22,SLC25A22,0.93984056,84.37815,1.0,1.689391065074692
SLC22A31,SLC22A31,0.9919793,76.8216,1.0,1.689276714199851
MBD1,MBD1,0.985321,77.78075000000001,1.0,1.6892166626285814
CCT4,CCT4,0.9727777,79.5858,1.0,1.6890798710333266
TENT5A,TENT5A,0.93705875,84.7551,1.0,1.6890624157498617
IGHM,IGHM,0.98442423,77.8894,1.0,1.688946455525423
IFI6,IFI6,0.9837043,77.99345,1.0,1.6889443247834932
VASP,VASP,0.99277824,76.6754,1.0,1.6888867701765502
MEX3C,MEX3C,0.96317244,80.94659999999999,1.0,1.6887012925486018
ERBB3,ERBB3,0.83143777,100.0,1.0,1.6884908866407717
PPP1R14A,PPP1R14A,0.9853455,77.71430000000001,1.0,1.6884136408581742
PDLIM7,PDLIM7,0.9445273,83.61865,1.0,1.6883564029494438
PDGFRA,PDGFRA,0.8399153,98.76089999999999,1.0,1.6883390403921115
TMEM255B,TMEM255B,0.93339944,85.22495,1.0,1.688298106433079
RBP4,RBP4,0.9707836,79.79955000000001,1.0,1.688123503450782
SMIM34,SMIM34,0.9398572,84.27545,1.0,1.6881107521905006
PARVG,PARVG,0.9964286,76.08305,1.0,1.6880707104675252
LYRM7,LYRM7,0.95966625,81.38114999999999,1.0,1.6877693102988716
SHANK2,SHANK2,0.95149183,82.5629,1.0,1.6877491753518528
FNDC4,FNDC4,0.9603341,81.28020000000001,1.0,1.6877147718274528
ZBTB8OS,ZBTB8OS,0.97518164,79.12955,1.0,1.6876978775995992
ZMAT2,ZMAT2,0.9653791,80.547,1.0,1.6876779176429144
COX7C,COX7C,0.95562124,81.92920000000001,1.0,1.6872905262787143
CD6,CD6,0.99026763,76.899,1.0,1.6871016384242132
MROH7,MROH7,0.83166564,99.8488,1.0,1.6869817773148672
HLA-DOA,MAMU-DOA,0.9842581,77.7569,1.0,1.686947958816283
FAM20A,FAM20A,0.8390278,98.77690000000001,1.0,1.6869031985134364
PRC1,PRC1,0.836109,99.19715,1.0,1.6868741579476805
CDK2AP2,CDK2AP2,0.9807012,78.25399999999999,1.0,1.6867207751175486
EMC4,EMC4,0.96690726,80.2503,1.0,1.6867142936545179
CD209,CD209,0.9964287,75.96719999999999,1.0,1.6865919594116587
SPATA33,SPATA33,0.97917277,78.45275000000001,1.0,1.686433474880944
CDH26,CDH26,0.84696656,97.57985,1.0,1.686292515428684
RAVER2,RAVER2,0.928564,85.7662,1.0,1.6862718018151472
DGLUCY,DGLUCY,0.94349617,83.593,1.0,1.6861234312767646
GOT2,GOT2,0.833302,99.53435,1.0,1.685991510883075
HACD2,HACD2,0.9709713,79.59505,1.0,1.6858597347065327
TIMMDC1,TIMMDC1,0.8372714,98.9474,1.0,1.685833972226642
NRGN,NRGN,0.9737509,79.18135000000001,1.0,1.685715151122098
AKT2,AKT2,0.91813177,87.2139,1.0,1.68547434688807
ALOX5AP,ALOX5AP,0.92007995,86.92660000000001,1.0,1.685406918487411
EMC9,EMC9,0.8403736,98.4496,1.0,1.6852119356149917
PNMA6E,PNMA6E,0.96102405,80.98285,1.0,1.6851938405760747
BHLHE40,BHLHE40,0.96611017,80.2394,1.0,1.685102124983702
ANKRD26,ANKRD26,0.9054565,89.01735,1.0,1.685073249628388
C1orf115,C1H1orf115,0.9374907,84.375,1.0,1.6850083185717601
KLF11,KLF11,0.9412983,83.82235,1.0,1.6849896462813756
RLIG1,RLIG1,0.95538497,81.76245,1.0,1.6847251771249425
PAQR9,PAQR9,0.95941055,81.1644,1.0,1.6845297568308668
CNOT3,CNOT3,0.9363914,84.48845,1.0,1.6844251132606909
STOML1,STOML1,0.9373209,84.34355,1.0,1.6842930394399191
FOXN1,FOXN1,0.8290297,100.0,1.0,1.6840407810018831
DUSP15,DUSP15,0.9875131,77.03825,1.0,1.6837889350124389
COX17,COX17,0.9589337,81.1651,1.0,1.6836574757281255
CD276,CD276,0.9897966,76.6927,1.0,1.683597560033567
EXOC1L,EXOC1L,0.9775802,78.45185000000001,1.0,1.6834789212680206
NOTUM,NOTUM,0.93566084,84.5016,1.0,1.6832429130278288
LANCL3,LANCL3,0.96101296,80.8266,1.0,1.6831786658649692
TTC23L,TTC23L,0.98167473,77.8299,1.0,1.6831058140348043
NUP205,NUP205,0.83136237,99.57765,1.0,1.6829598467020415
TIMM17A,TIMM17A,0.9901617,76.56085,1.0,1.6825890725316934
ZNF76,ZNF76,0.982029,77.73425,1.0,1.6825394402889051
PHACTR2,PHACTR2,0.99062186,76.48415,1.0,1.6824602980084191
PCDHB4,PCDHB4,0.97585917,78.60669999999999,1.0,1.6822752714362827
MALL,MALL,0.82802254,100.0,1.0,1.682179552551189
CSNK1E,CSNK1E,0.9904229,76.44505000000001,1.0,1.6815934717363863
USP3,USP3,0.8960883,90.1002,1.0,1.6815844601461827
WDFY2,WDFY2,0.9884625,76.71809999999999,1.0,1.6814564027613148
VPS26B,VPS26B,0.94138205,83.52095,1.0,1.6812967572570265
RANGAP1,RANGAP1,0.947843,82.57990000000001,1.0,1.681223170441694
UBE2G1,UBE2G1,0.99335456,75.97575,1.0,1.6810201074613698
C1QTNF3,AMACR,0.9074577,88.3968,1.0,1.6808495476037402
RASD2,RASD2,0.92233646,86.24260000000001,1.0,1.6808450286964909
TEPSIN,TEPSIN,0.931263,84.9396,1.0,1.6807072069808595
CCND1,CCND1,0.96106887,80.61645,1.0,1.6805992219790564
CCDC60,CCDC60,0.8271213,100.0,1.0,1.6805140639208784
TCEAL8,TCEAL8,0.9855843,77.0608,1.0,1.6805123910760196
RXRA,RXRA,0.9668402,79.74494999999999,1.0,1.6801390917664025
FADS2,FADS2,0.987808,76.6945,1.0,1.6799456123282266
TLE2,TLE2,0.9678565,79.5454,1.0,1.67946976464129
BLK,BLK,0.99560475,75.52215000000001,1.0,1.679387814300655
FAM219A,FAM219A,0.92321986,85.99510000000001,1.0,1.6793179752681673
MAPKAPK3,MAPKAPK3,0.9964974,75.38685000000001,1.0,1.6793101949634512
OGFRL1,OGFRL1,0.9839388,77.20240000000001,1.0,1.6792791715419257
LMO1,LMO1,0.965344,79.89205,1.0,1.679251990904619
PAIP2,PAIP2,0.93175983,84.73965000000001,1.0,1.6790727945794566
UNC13C,UNC13C,0.82662916,99.9549,1.0,1.6790288462204983
ST3GAL6,ST3GAL6,0.94987595,82.08035000000001,1.0,1.678602822837653
CCDC134,CCDC134,0.92581224,85.559,1.0,1.6785414523380582
FAM117B,FAM117B,0.9656224,79.79585,1.0,1.6785383883668836
TDP2,TDP2,0.94633424,82.581,1.0,1.6784490293495078
SPATC1L,SPATC1L,0.9388764,83.64959999999999,1.0,1.6783086641671112
CEP20,CEP20,0.94608647,82.6055,1.0,1.6783039170748457
HTRA2,HTRA2,0.98419183,77.08195,1.0,1.6782091109233168
MLLT1,MLLT1,0.94169503,83.21545,1.0,1.6779751441232906
CYP27C1,CYP27C1,0.9313156,84.70150000000001,1.0,1.6777648377908385
SLC66A2,SLC66A2,0.94379693,82.86565,1.0,1.6773939176190864
FRRS1L,FRRS1L,0.9704767,78.9993,1.0,1.677340397961609
CAMKK1,CAMKK1,0.99693704,75.16460000000001,1.0,1.6772854148349259
FOXG1,FOXG1,0.91140926,87.543,1.0,1.6772524456646352
EEF1AKMT1,EEF1AKMT1,0.9702829,78.98375,1.0,1.6767837455869379
TM6SF1,TM6SF1,0.98377764,76.9756,1.0,1.6760860298457496
LONRF3,LONRF3,0.9558972,81.0111,1.0,1.6760800764356825
TRAPPC14,TRAPPC14,0.9709784,78.8118,1.0,1.6758739214409877
TRIB1,TRIB1,0.9331183,84.2799,1.0,1.6757140950963128
IGFBP6,IGFBP6,0.9696562,78.98474999999999,1.0,1.675638371951087
HS3ST3B1,HS3ST3B1,0.9516406,81.58205,1.0,1.675502615137288
FDX1,FDX1,0.91796535,86.44835,1.0,1.675393826617623
NDUFA4L2,NDUFA4L2,0.97991854,77.46395000000001,1.0,1.6751886794120807
NEK10,NEK10,0.96573496,79.49015,1.0,1.6748438465248179
DHRS2,DHRS2,0.95422584,81.13095,1.0,1.674521408189113
EMG1,EMG1,0.93720704,83.56784999999999,1.0,1.6741800754404301
GPX4,GPX4,0.9563788,80.78739999999999,1.0,1.674114327618259
GYG2,GYG2,0.97065026,78.718,1.0,1.674070073219384
GADD45A,GADD45A,0.8278096,99.3939,1.0,1.674048594951703
RBMS1,RBMS1,0.9705219,78.73355000000001,1.0,1.6740313749470126
CCN1,CCN1,0.91086215,87.3441,1.0,1.6737022397429344
TSPAN7,PRRG1,0.89511377,89.61449999999999,1.0,1.6735831076181897
NKAIN3,NKAIN3,0.98825896,76.13005,1.0,1.6735732418145775
SHBG,SHBG,0.94659716,82.12765,1.0,1.6731474590893556
INKA1,INKA1,0.9409019,82.9439,1.0,1.6730428474192343
ZCCHC17,ZCCHC17,0.9834925,76.7615,1.0,1.672825901132176
POLN,POLN,0.8251903,99.6667,1.0,1.6726906894006124
NKD2,NKD2,0.95301336,81.1321,1.0,1.6722954298846866
GINM1,GINM1,0.9789809,77.37095,1.0,1.6722686899085308
SLAMF6,SLAMF6,0.9573833,80.49610000000001,1.0,1.6722519177844446
TPBG,TPBG,0.91585016,86.5068,1.0,1.6722311323336652
SMG5,SMG5,0.9150147,86.61555,1.0,1.672075502509399
CMSS1,CMSS1,0.9758991,77.79555,1.0,1.6719939577684886
SSR1,SSR1,0.9986315,74.5043,1.0,1.6719874115732498
NDUFA12,NDUFA12,0.83201087,98.6207,1.0,1.6719418922432308
ARIH2,ARIH2,0.96187174,79.7963,1.0,1.6716129253924348
VSIR,VSIR,0.9879064,76.0233,1.0,1.6715589463975111
SMO,SMO,0.9781665,77.40865,1.0,1.6712449578131263
FBXW4,FBXW4,0.970466,78.4779,1.0,1.6706644555993573
C5orf46,C6H5orf46,0.93183786,84.06775,1.0,1.670639548785743
HIPK1,HIPK1,0.9792391,77.18925,1.0,1.670426268706093
SMARCD1,SMARCD1,0.94755405,81.76295,1.0,1.6702600450509655
NABP1,NABP1,0.927896,84.5897,1.0,1.6700181942163808
TWF2,TWF2,0.9713232,78.285,1.0,1.6697860057833336
RBM14,RBM14,0.82108545,100.0,1.0,1.669359832473916
RASGRP2,RASGRP2,0.8209644,100.0,1.0,1.6691361324620446
DPP7,DPP7,0.9920738,75.22505000000001,1.0,1.6690698648716351
TMEM132C,TMEM132C,0.9580528,80.14815,1.0,1.6690472376892656
CARHSP1,CARHSP1,0.9416256,82.52215000000001,1.0,1.6689962012911495
KHDRBS1,KHDRBS1,0.9113718,86.8878,1.0,1.6688189661652242
GAMT,GAMT,0.97787595,77.24674999999999,1.0,1.668641214273839
ZNF280B,ZNF280B,0.9456058,81.90095,1.0,1.668421387050563
PBLD,PBLD,0.9761105,77.47575,1.0,1.6683020719678052
TP53I13,TP53I13,0.9228546,85.17375,1.0,1.6681576590413003
TNPO3,TNPO3,0.98768485,75.78535,1.0,1.6681118637797194
SLC2A11,MIF,0.9771088,77.31335,1.0,1.6680737361186502
CAPN13,CAPN13,0.8244724,99.4021,1.0,1.6679861408807202
EPPIN,SPINLW1,0.96175796,79.4883,1.0,1.6674707462602136
SERPINH1,SERPINH1,0.94191766,82.3565,1.0,1.6674212468335714
PSMG4,PSMG4,0.9624245,79.3848,1.0,1.6673812337284322
SOHLH2,SOHLH2,0.8922417,89.50645,1.0,1.6668961700584004
POLR3H,POLR3H,0.9200491,85.47765,1.0,1.6668526776793544
TBX19,TBX19,0.8227505,99.5536,1.0,1.6667381173434248
POLR2D,POLR2D,0.81963664,100.0,1.0,1.6666824362393058
CRTAC1,CRTAC1,0.9122317,86.57050000000001,1.0,1.6663574211720509
RAB15,RAB15,0.86571246,93.3004,1.0,1.6663036135507272
TYW5,TYW5,0.9891858,75.4135,1.0,1.6661385943005598
CAPZB,CAPZB,0.9886787,75.45815,1.0,1.6657714750052226
BIN1,BIN1,0.9564947,80.11445,1.0,1.6657376612106538
ARL2,ARL2,0.94747,81.3993,1.0,1.665462381482659
SRSF10,SRSF10,0.9700383,78.08555,1.0,1.6648653450321427
KCNE3,KCNE3,0.9226404,84.93119999999999,1.0,1.6646654358081814
TNFRSF13C,TNFRSF13C,0.95035464,80.91749999999999,1.0,1.664642549964272
AZIN2,AZIN2,0.94445974,81.7673,1.0,1.6645973019954796
NCK2,NCK2,0.81826437,100.0,1.0,1.6641464856792814
SNX32,SNX32,0.92038965,85.2149,1.0,1.6641277583819547
CYP4F11,CYP4F11,0.8280014,98.5866,1.0,1.6640970854826735
FAM89A,FAM89A,0.96230686,79.13335000000001,1.0,1.6639538360686057
HLA-DRB5,MAMU-DRB1,0.9954225,74.3369,1.0,1.6639201690405114
TADA2B,TADA2B,0.9390311,82.47200000000001,1.0,1.6635613609802782
ST6GALNAC5,ST6GALNAC5,0.82302666,99.26035,1.0,1.6635048439131968
IGSF9,IGSF9,0.9574418,79.7846,1.0,1.6632770488060171
ZNF648,ZNF648,0.9396967,82.3398,1.0,1.663103728430741
MCM8,MCM8,0.89114517,89.33475,1.0,1.6626778717070052
DLG4,DLG4,0.98931074,75.10929999999999,1.0,1.6624860795908951
RRAS2,RRAS2,0.9518374,80.50829999999999,1.0,1.6621588570142456
CALM3,CALM3,0.96690226,78.3159,1.0,1.6620105908395841
GAB4,GAB4,0.98559487,75.60759999999999,1.0,1.661980438987551
PSMB11,PSMB11,0.9859481,75.54910000000001,1.0,1.66188639854323
TRARG1,TRARG1,0.9283234,83.88759999999999,1.0,1.6618450512295997
TPGS2,TPGS2,0.9969597,73.94925,1.0,1.661812187360377
TSHZ3,TSHZ3,0.8191357,99.67609999999999,1.0,1.661621807988237
CEACAM8,CEACAM8,0.960505,79.18835,1.0,1.661326132076182
SPRED1,SPRED1,0.9150213,85.7288,1.0,1.6607674889308353
CFAP77,CFAP77,0.97347844,77.25665,1.0,1.660641012845621
UCN3,UCN3,0.9880836,75.1323,1.0,1.6605119457643385
FGF19,FGF19,0.9332909,83.061,1.0,1.6604726371217107
LSM5,LSM5,0.9610618,79.01315,1.0,1.6601185014220776
PDXK,PDXK,0.9610918,78.98675,1.0,1.6598369201209984
DYM,DYM,0.9557167,79.75110000000001,1.0,1.659661410053812
RNF39,RNF39,0.9548863,79.86785,1.0,1.6596172587311668
SLAMF1,SLAMF1,0.99411494,74.17715000000001,1.0,1.6594644410847832
KCNH7,KCNH7,0.9913271,74.5421,1.0,1.6589714568825196
ATPSCKMT,ATPSCKMT,0.9978937,73.5855,1.0,1.6588946003323743
EFHD1,EFHD1,0.9464182,81.0213,1.0,1.6586931275669112
CARNMT1,CARNMT1,0.8633166,93.0145,1.0,1.6582262854951966
NXNL2,NXNL2,0.9886966,74.85245,1.0,1.6580722153674754
LDLRAD2,LDLRAD2,0.9478718,80.76015000000001,1.0,1.6580455466282547
SNRPA,SNRPA,0.9713929,77.35015,1.0,1.6579805583799048
FBXL13,FBXL13,0.9824962,75.7415,1.0,1.6579634681014004
TRMT61A,TRMT61A,0.9318893,83.06635,1.0,1.6579507826735373
HSF1,HSF1,0.9453735,81.09145000000001,1.0,1.6576580570409383
KLK12,KLK12,0.9356297,82.49860000000001,1.0,1.6576151590821868
PIGH,PIGH,0.99625903,73.71119999999999,1.0,1.6574784159233382
TXNRD1,TXNRD1,0.98339725,75.5625,1.0,1.6573434997155339
STARD6,STARD6,0.8739452,91.3534,1.0,1.656662376813123
UBE2M,UBE2M,0.9368072,82.24504999999999,1.0,1.6565543674847554
SPANXN4,SPANXN4,0.9574633,79.2541,1.0,1.6565444417524717
MPIG6B,MPIG6B,0.9585568,79.085,1.0,1.6564065033013773
TMEM127,TMEM127,0.916326,85.19290000000001,1.0,1.6563372952073583
TMEM231,TMEM231,0.9813772,75.75505,1.0,1.6560685383759042
ZDHHC1,ZDHHC1,0.98489946,75.23519999999999,1.0,1.655941281995584
LIME1,LIME1,0.86875904,92.04555,1.0,1.6559143253285769
RFX8,RFX8,0.9696731,77.43445,1.0,1.6558785434779764
ZNF559,ZNF559,0.81737185,99.4783,1.0,1.6558371129980325
DDTL,DDTL,0.9236359,84.06595,1.0,1.6554593742855683
GIPC2,GIPC2,0.97374207,76.78205,1.0,1.6550694781251662
FAM149A,FAM149A,0.9756842,76.49775,1.0,1.6550291672080977
MKNK1,MKNK1,0.98505896,75.1156,1.0,1.6547092292983865
NAT16,NAT16,0.9492083,80.30125000000001,1.0,1.6546570977170756
C9orf50,C15H9orf50,0.97388923,76.7219,1.0,1.6545735571562719
SBDS,SBDS,0.9885719,74.57204999999999,1.0,1.654262196460833
SHISAL2B,SHISAL2B,0.98447865,75.1582,1.0,1.6541806479505878
B3GAT3,B3GAT3,0.9891727,74.47059999999999,1.0,1.654077366827035
MVB12B,MVB12B,0.99736,73.2766,1.0,1.6539649210273053
TXN2,TXN2,0.97956103,75.8451,1.0,1.653861836262673
COX6B1,COX6B1,0.9809899,75.6109,1.0,1.6535125968433002
SERPINB9,SERPINB9,0.98740655,74.6695,1.0,1.653352675685853
TTC22,TTC22,0.94691277,80.52665,1.0,1.6532924118336325
MED9,MED9,0.8868916,89.15559999999999,1.0,1.6525302671954367
SLAIN1,SLAIN1,0.9675522,77.46715,1.0,1.6523765737980127
EPS8L1,EPS8L1,0.95817786,78.8073,1.0,1.6521611177676903
IL25,IL25,0.9674466,77.45455,1.0,1.652020574306997
TMEM201,TMEM201,0.87507814,90.79475,1.0,1.6516243456902462
CDKN2AIP,CDKN2AIP,0.9181139,84.5632,1.0,1.651602606980839
MXI1,MXI1,0.9924855,73.77350000000001,1.0,1.6513002635623097
PLAAT4,PLAAT4,0.93874663,81.5287,1.0,1.6509935362349677
ITPRIP,ITPRIP,0.81114644,100.0,1.0,1.6509925738618445
EPHA8,EPHA8,0.94557166,80.53479999999999,1.0,1.650918087384753
FEV,FEV,0.92988133,82.8024,1.0,1.650870486800634
HNRNPLL,HNRNPLL,0.9941465,73.4692,1.0,1.6504851062120287
TMEM164,TMEM164,0.9678417,77.25215,1.0,1.6501668886026857
PECR,PECR,0.980012,75.4861,1.0,1.6501122496284033
ZFTRAF1,CYHR1,0.9841746,74.8786,1.0,1.650049403582789
PDZD7,PDZD7,0.9879914,74.3155,1.0,1.6499143286359708
RGMA,RGMA,0.9273049,83.09375,1.0,1.6498286133323403
USP18,USP18,0.9510739,79.6476,1.0,1.6497602542256242
FNBP1,FNBP1,0.9535418,79.2898,1.0,1.649753266910051
GPATCH4,GPATCH4,0.945177,80.49475,1.0,1.6496774804832082
NFATC2IP,NFATC2IP,0.9016213,86.79365,1.0,1.6495981587908335
COMMD10,COMMD10,0.9856908,74.6197,1.0,1.6495462306415587
ARRB2,ARRB2,0.99629235,73.0848,1.0,1.649543397133225
DNAJC14,DNAJC14,0.85232073,93.9138,1.0,1.6493863760810579
PRDM8,PRDM8,0.9521113,79.4619,1.0,1.649306728305877
IFFO2,IFFO2,0.9452081,80.43950000000001,1.0,1.6490296341846225
RTN4RL2,RTN4RL2,0.9472805,80.13395,1.0,1.6489587852718364
GPM6A,GPM6A,0.9862627,74.489,1.0,1.6489345897245526
RACK1,RACK1,0.9233554,83.5832,1.0,1.648778246538729
