mice gene name,pig gene name,correlation,identical_scores,orthology confidence,combo_score
Ubac2,UBAC2,0.58354783,84.56145000000001,1.0,1.082637875198977
Wnk4,WNK4,0.58354783,84.54305,1.0,1.0824531108250668
Spryd4,SPRYD4,0.58354783,84.5411,1.0,1.0824335298180492
Adissp,ADISSP,0.58354783,84.53175,1.0,1.082339641399785
Trp53inp1,TP53INP1,0.58354783,84.5188,1.0,1.0822096034301036
Spry1,SPRY1,0.58354783,84.5013,1.0,1.0820338764440478
Tbc1d10c,TBC1D10C,0.58354783,84.4993,1.0,1.0820137933599272
Stum,STUM,0.58354783,84.47645,1.0,1.0817843441238486
Zfp422,ZNF22,0.58354783,84.4726,1.0,1.0817456841869162
Or52b2,OR52B2,0.58354783,84.472,1.0,1.08173965926168
Zfp36l2,ZFP36L2,0.58354783,84.46164999999999,1.0,1.0816357293013554
Zfp526,ZNF526,0.58354783,84.4401,1.0,1.0814193340699554
Taldo1,TALDO1,0.58354783,84.43119999999999,1.0,1.0813299643456182
Tdg,TDG,0.58354783,84.42925,1.0,1.0813103833386006
Tdrd3,TDRD3,0.58354783,84.40875,1.0,1.081104531726364
Fhip2b,FHIP2B,0.58354783,84.40435,1.0,1.0810603489412984
Yod1,YOD1,0.58354783,84.40375,1.0,1.0810543240160622
Tars2,TARS2,0.58354783,84.3869,1.0,1.0808851240323456
Tns1,TNS1,0.58354783,84.3819,1.0,1.0808349163220439
Tmem74b,TMEM74B,0.58354783,84.37715,1.0,1.0807872189972574
Ubqln1,UBQLN1,0.58354783,84.36795000000001,1.0,1.0806948368103022
Tent5d,TENT5D,0.58354783,84.359,1.0,1.0806049650088623
Thumpd1,THUMPD1,0.58354783,84.35775000000001,1.0,1.080592413081287
Tpgs1,TPGS1,0.58354783,84.35755,1.0,1.0805904047728747
Tmem218,TMEM218,0.58354783,84.3478,1.0,1.0804924997377865
Zfp1,ZFP1,0.58354783,84.3435,1.0,1.080449321106927
Zfp277,ZNF277,0.58354783,84.33744999999999,1.0,1.080388569777462
Spats2,SPATS2,0.58354783,84.3264,1.0,1.0802776107376955
Ttc27,TTC27,0.58354783,84.311,1.0,1.0801229709899662
Tmem67,TMEM67,0.58354783,84.30615,1.0,1.0800742695109735
Stx19,STX19,0.58354783,84.3013,1.0,1.0800255680319808
Sox17,SOX17,0.58354783,84.2793,1.0,1.0798046541066537
Usp30,USP30,0.58354783,84.27799999999999,1.0,1.079791600101975
Tgm6,TGM6,0.58354783,84.2776,1.0,1.0797875834851511
Sltm,SLTM,0.58354783,84.268,1.0,1.0796911846813717
Mir27b,MIR27B,0.58354783,84.26650000000001,1.0,1.0796761223682814
Nepro,NEPRO,0.7057774,61.978049999999996,1.0,1.07961156017135
Srr,SRR,0.58354783,84.2556,1.0,1.0795666695598236
Zcchc2,ZCCHC2,0.58354783,84.25285,1.0,1.0795390553191577
Tnfrsf11b,TNFRSF11B,0.58354783,84.25055,1.0,1.079515959772419
Tbc1d10b,TBC1D10B,0.58354783,84.24969999999999,1.0,1.0795074244616676
Vtcn1,VTCN1,0.58354783,84.24805,1.0,1.0794908559172682
Zc3hc1,ZC3HC1,0.58354783,84.2315,1.0,1.0793246683961695
Ybx2,YBX2,0.58354783,84.23105,1.0,1.0793201497022424
Xrcc1,XRCC1,0.58354783,84.22905,1.0,1.0793000666181218
Vegfa,VEGFA,0.58354783,84.2245,1.0,1.0792543776017474
Tbc1d5,TBC1D5,0.58354783,84.21955,1.0,1.0792046719685486
Snord71,SNORD71,0.58354783,84.21340000000001,1.0,1.0791429164848776
Sptssb,SPTSSB,0.58354783,84.2105,1.0,1.0791137960129025
Ubap1,UBAP1,0.58354783,84.19745,1.0,1.0789827538890153
Spg7,SPG7,0.58354783,84.1971,1.0,1.078979239349294
Uvrag,UVRAG,0.58354783,84.18045000000001,1.0,1.0788120476739895
Srrm4,SRRM4,0.58354783,84.16785,1.0,1.0786855242440294
Zfp553,ZNF48,0.58354783,84.15715,1.0,1.0785780797439837
Uqcrq,UQCRQ,0.58354783,84.1463,1.0,1.0784691290126291
Gba1,GBA1,0.58354783,84.14394999999999,1.0,1.0784455313887873
Zfp575,ZNF575,0.58354783,84.14125,1.0,1.0784184192252244
Ubn1,UBN1,0.58354783,84.11325,1.0,1.078137256047535
Tsku,TSKU,0.58354783,84.1084,1.0,1.0780885545685424
Tspan15,TSPAN15,0.58354783,84.1038,1.0,1.0780423634750649
Zeb1,ZEB1,0.58354783,84.1,1.0,1.0780042056152355
Ptgr3,PTGR3,0.58354783,84.0849,1.0,1.0778525783301245
Yipf6,YIPF6,0.58354783,84.0768,1.0,1.0777712418394358
Prex2,PREX2,0.53433055,93.03825,1.0,1.0776639283787668
Spire2,SPIRE2,0.58354783,84.0514,1.0,1.0775161866711034
Gm23202,SNORA27,0.58354783,84.04795,1.0,1.0774815433509952
Stxbp2,STXBP2,0.58354783,84.04759999999999,1.0,1.077478028811274
Xpa,XPA,0.58354783,84.037,1.0,1.0773715884654347
Vps13c,VPS13C,0.58354783,84.02745,1.0,1.0772756917387583
Zfp74,ZNF569,0.58354783,83.9934,1.0,1.0769337772316039
Trmt13,TRMT13,0.58354783,83.9917,1.0,1.0769167066101013
Tk1,TK1,0.58354783,83.989,1.0,1.0768895944465384
Pex11a,PEX11A,0.6258998,76.2681,1.0,1.0768867335714107
Tgm5,TGM5,0.58354783,83.9882,1.0,1.0768815612128904
Or8b4,OR8B4,0.58354783,83.9821,1.0,1.076820307806322
Or2c1,OR2C1,0.58354783,83.9744,1.0,1.0767429879324577
Vipr1,VIPR1,0.58354783,83.96955,1.0,1.076694286453465
Ulk2,ULK2,0.58354783,83.95185000000001,1.0,1.0765165511589971
Aldh16a1,ALDH16A1,0.61442065,78.30615,1.0,1.076338880589567
Tor2a,TOR2A,0.58354783,83.93155,1.0,1.0763127078551722
Unkl,UNKL,0.58354783,83.92435,1.0,1.0762404087523378
Upk3a,UPK3A,0.58354783,83.9171,1.0,1.0761676075724005
Sumf1,SUMF1,0.58354783,83.9148,1.0,1.0761445120256616
Zfp14,ZFP14,0.58354783,83.90905000000001,1.0,1.0760867731588148
Tmem144,TMEM144,0.58354783,83.908,1.0,1.0760762295396513
Tmed4,TMED4,0.58354783,83.90285,1.0,1.0760245155980406
Zfp444,ZNF444,0.58354783,83.8937,1.0,1.0759326354881886
Vars2,VARS2,0.58354783,83.8832,1.0,1.0758271992965551
Ufsp2,UFSP2,0.58354783,83.87715,1.0,1.07576644796709
Tmem234,TMEM234,0.58354783,83.87205,1.0,1.0757152361025824
Or8b12c,OR8B12,0.58354783,83.871,1.0,1.075704692483419
Spats2l,SPATS2L,0.58354783,83.8647,1.0,1.075641430768439
Aasdhppt,AASDHPPT,0.64422596,72.78945,1.0,1.0755024515584746
Zfp580,ZNF580,0.58354783,83.83465,1.0,1.0753396824295258
Ung,UNG,0.58354783,83.82665,1.0,1.0752593500930432
Mir122,ssc-mir-122,0.58354783,83.81685,1.0,1.075160942980852
Tdrd7,TDRD7,0.58354783,83.81450000000001,1.0,1.07513734535701
Has2,HAS2,0.58354783,83.80095,1.0,1.0750012824620925
Utp3,UTP3,0.58354783,83.7775,1.0,1.0747658083007778
Tmem259,TMEM259,0.58354783,83.77385000000001,1.0,1.0747291566722577
Tgm2,TGM2,0.58354783,83.75819999999999,1.0,1.0745720065390132
Tyrp1,TYRP1,0.58354783,83.7558,1.0,1.0745479068380683
Tjp2,TJP2,0.58354783,83.7544,1.0,1.074533848679184
Tmed8,TMED8,0.58354783,83.7423,1.0,1.074412346020254
Tvp23a,TVP23A,0.58354783,83.714,1.0,1.0741281703799466
Unc5cl,UNC5CL,0.58354783,83.7031,1.0,1.0740187175714888
Timeless,TIMELESS,0.58354783,83.69525,1.0,1.0739398914663152
Smc1b,SMC1B,0.58354783,83.6914,1.0,1.073901231529383
Zfp365,ZNF365,0.58354783,83.6811,1.0,1.0737978036461615
Tdrkh,TDRKH,0.58354783,83.67705000000001,1.0,1.0737571354008173
Spib,SPIB,0.58354783,83.66955,1.0,1.0736818238353647
Cep57,CEP57,0.58354783,83.65975,1.0,1.0735834167231735
Trim59,TRIM59,0.58354783,83.6228,1.0,1.073212381744044
Zc3h13,ZC3H13,0.58354783,83.61785,1.0,1.0731626761108455
Trpm1,TRPM1,0.58354783,83.6129,1.0,1.0731129704776468
Wars2,WARS2,0.58354783,83.6111,1.0,1.073094895701938
Zfand1,ZFAND1,0.58354783,83.5821,1.0,1.0728036909821883
Tsc1,TSC1,0.58354783,83.5775,1.0,1.0727574998887108
Syn2,SYN2,0.58354783,83.5668,1.0,1.0726500553886653
Slk,SLK,0.58354783,83.563,1.0,1.0726118975288361
Tgfbrap1,TGFBRAP1,0.58354783,83.5592,1.0,1.0725737396690067
Tmem128,TMEM128,0.58354783,83.5397,1.0,1.0723779295988303
Ubqln2,UBQLN2,0.58354783,83.53059999999999,1.0,1.072286551566081
Xrcc6,XRCC6,0.58354783,83.5258,1.0,1.0722383521641916
Sugct,SUGCT,0.58354783,83.52445,1.0,1.07222479608241
Upp2,UPP2,0.58354783,83.51835,1.0,1.072163542675842
Zfat,ZFAT,0.58354783,83.4957,1.0,1.0719361017481754
Tinag,TINAG,0.58354783,83.49115,1.0,1.071890412731801
Or51f2,OR51F2,0.58354783,83.4833,1.0,1.0718115866266273
Susd6,SUSD6,0.58354783,83.4718,1.0,1.0716961088929335
Wdr75,WDR75,0.58354783,83.467,1.0,1.0716479094910438
Or8k1,OR8K1,0.58354783,83.46645000000001,1.0,1.0716423866429108
Or1b1,OR1B1,0.58354783,83.46475,1.0,1.0716253160214082
Snord104,SNORD104,0.58354783,83.45755,1.0,1.0715530169185736
Tmem260,TMEM260,0.58354783,83.4401,1.0,1.0713777920096208
Spi1,SPI1,0.58354783,83.43135,1.0,1.0712899285165929
Cdk3,CDK3,0.58354783,83.41565,1.0,1.0711322763062456
Znrf3,ZNRF3,0.58354783,83.41544999999999,1.0,1.0711302679978336
Tspan2,TSPAN2,0.58354783,83.4148,1.0,1.0711237409954943
Spart,SPART,0.58354783,83.3954,1.0,1.070928935079524
Tmem53,TMEM53,0.58354783,83.3946,1.0,1.0709209018458756
Nsun3,NSUN3,0.59210825,81.819,1.0,1.0707696204136585
Sox30,SOX30,0.58354783,83.3783,1.0,1.070757224710292
Tmod3,TMOD3,0.58354783,83.3748,1.0,1.070722079313081
Svep1,SVEP1,0.58354783,83.3661,1.0,1.0706347178971563
Zfhx2,ZFHX2,0.58354783,83.3626,1.0,1.070599572499945
Tnk1,TNK1,0.58354783,83.3462,1.0,1.0704348912101556
Entrep1,ENTREP1,0.58354783,83.33930000000001,1.0,1.0703656045699392
Tmem17,TMEM17,0.58354783,83.3333,1.0,1.0703053553175772
Tspan9,TSPAN9,0.58354783,83.32634999999999,1.0,1.0702355666002579
Ttyh2,TTYH2,0.58354783,83.3183,1.0,1.070154732186672
Snrnp48,SNRNP48,0.58354783,83.31035,1.0,1.0700749019272926
Snx16,SNX16,0.58354783,83.30930000000001,1.0,1.0700643583081293
Uqcrc1,UQCRC1,0.58354783,83.27365,1.0,1.0697063773336783
Zc3h7a,ZC3H7A,0.58354783,83.2561,1.0,1.0695301482705193
Gm25894,SNORD26,0.58354783,83.22525,1.0,1.069220366697958
Sox11,SOX11,0.58354783,83.21525,1.0,1.0691199512773546
Trpv1,TRPV1,0.58354783,83.2091,1.0,1.0690581957936838
Znhit2,ZNHIT2,0.58354783,83.208,1.0,1.0690471500974172
a,ASIP,0.58354783,83.2061,1.0,1.0690280711675026
Zdhhc12,ZDHHC12,0.58354783,83.20079999999999,1.0,1.0689748509945827
Ttc38,TTC38,0.58354783,83.19835,1.0,1.068950249216535
Mix23,MIX23,0.58354783,83.1885,1.0,1.0688513400272408
Spo11,SPO11,0.58354783,83.18594999999999,1.0,1.0688257340949867
Sult6b1,SULT6B1,0.58354783,83.1683,1.0,1.068648500877622
Traf5,TRAF5,0.58354783,83.1541,1.0,1.0685059109803652
Tmem63c,TMEM63C,0.58354783,83.13659999999999,1.0,1.0683301839943093
Rlig1,RLIG1,0.58354783,83.12960000000001,1.0,1.0682598931998872
Pycr3,PYCR3,0.58354783,83.12405,1.0,1.0682041626414522
Svip,SVIP,0.58354783,83.1169,1.0,1.068132365615721
Otoa,OTOA,0.62624025,75.33064999999999,1.0,1.0680964965547628
Gm25091,SNORD102,0.58354783,83.0986,1.0,1.0679486053960168
Wfikkn1,WFIKKN1,0.58354783,83.09205,1.0,1.0678828332955215
Tsen15,TSEN15,0.58354783,83.0806,1.0,1.0677678576389307
Mir361,ssc-mir-361,0.58354783,83.03569999999999,1.0,1.0673169924004215
Sorcs2,SORCS2,0.58354783,83.0266,1.0,1.0672256143676726
Trappc6a,TRAPPC6A,0.58354783,83.0189,1.0,1.067148294493808
Srbd1,SRBD1,0.58354783,83.00014999999999,1.0,1.0669600155801766
Tmub2,TMUB2,0.58354783,82.99715,1.0,1.0669298909539957
Tpd52l1,TPD52L1,0.58354783,82.99445,1.0,1.0669027787904328
Or2k2,OR2K2,0.58354783,82.99074999999999,1.0,1.0668656250848094
Zbtb8a,ZBTB8A,0.58354783,82.97675000000001,1.0,1.066725043495965
Spire1,SPIRE1,0.58354783,82.97565,1.0,1.0667139977996987
Tm4sf4,TM4SF4,0.58354783,82.96345,1.0,1.0665914909865624
Tbccd1,TBCCD1,0.58354783,82.9593,1.0,1.0665498185870121
Ttyh1,TTYH1,0.58354783,82.94685,1.0,1.0664248013883608
Ubp1,UBP1,0.58354783,82.9398,1.0,1.0663540085168357
Smim10l3,SMIM10L3,0.58354783,82.93765,1.0,1.0663324192014059
Tgfbr2,TGFBR2,0.58354783,82.9365,1.0,1.0663208714280363
Tigd4,TIGD4,0.58354783,82.9269,1.0,1.0662244726242573
Tex12,TEX12,0.58354783,82.9268,1.0,1.0662234684700511
Terf2,TERF2,0.58354783,82.9179,1.0,1.0661340987457142
Tmcc3,TMCC3,0.58354783,82.9162,1.0,1.0661170281242116
Zfp366,ZNF366,0.58354783,82.90845,1.0,1.0660392061732442
Vps35l,VPS35L,0.58354783,82.89240000000001,1.0,1.0658780394231757
Traf2,TRAF2,0.58354783,82.88865,1.0,1.0658403836404495
Snord90,SNORD90,0.58354783,82.8829,1.0,1.0657826447736025
Vwa5b2,VWA5B2,0.58354783,82.8526,1.0,1.0654783860491743
Smoc2,SMOC2,0.58354783,82.843,1.0,1.0653819872453953
Trmt1,TRMT1,0.58354783,82.84245,1.0,1.065376464397262
Tapt1,TAPT1,0.58354783,82.83785,1.0,1.0653302733037846
Snip1,SNIP1,0.58354783,82.79605000000001,1.0,1.0649105368456626
Sox4,SOX4,0.58354783,82.79565,1.0,1.0649065202288384
Rps10,RPS10,0.58354783,82.7956,1.0,1.0649060181517354
Trpt1,TRPT1,0.58354783,82.79095000000001,1.0,1.0648593249811549
Trim55,TRIM55,0.58354783,82.7667,1.0,1.0646158175861917
Zfp830,ZNF830,0.58354783,82.7422,1.0,1.0643697998057136
Zbtb47,ZBTB47,0.58354783,82.73150000000001,1.0,1.064262355305668
Zfp346,ZNF346,0.58354783,82.71424999999999,1.0,1.064089138705127
Veph1,VEPH1,0.58354783,82.7131,1.0,1.0640775909317577
Tcp11l1,TCP11L1,0.58354783,82.7112,1.0,1.064058512001843
Or2h1,OLF42-1,0.58354783,82.6923,1.0,1.063868726856903
Tigd3,TIGD3,0.58354783,82.6781,1.0,1.063726136959646
Styxl2,STYXL2,0.58354783,82.67490000000001,1.0,1.063694004025053
Mir96,ssc-mir-96,0.58354783,82.6748,1.0,1.063692999870847
Mir132,MIR132,0.58354783,82.67325,1.0,1.0636774354806533
Ssu2,SSUH2,0.58354783,82.6667,1.0,1.0636116633801582
Slc7a9,SLC7A9,0.58354783,82.65585,1.0,1.0635027126488037
Zbtb48,ZBTB48,0.58354783,82.65335,1.0,1.0634776087936528
Snorc,SNORC,0.58354783,82.6446,1.0,1.063389745300625
Usp8,USP8,0.58354783,82.62695,1.0,1.0632125120832598
Or10a4,OR10A4,0.58354783,82.60210000000001,1.0,1.0629629797630606
Wdhd1,WDHD1,0.58354783,82.601,1.0,1.0629519340667943
Tecrl,TECRL,0.58354783,82.5973,1.0,1.0629147803611712
Tmem161a,TMEM161A,0.58354783,82.5861,1.0,1.0628023150900954
Mir133b,ssc-mir-133b,0.58354783,82.5683,1.0,1.0626235756414213
Suco,SUCO,0.58354783,82.5663,1.0,1.0626034925573007
Wdr31,WDR31,0.58354783,82.5613,1.0,1.062553284846999
Ttll12,TTLL12,0.58354783,82.55595,1.0,1.0624995625969762
Thg1l,THG1L,0.58354783,82.5503,1.0,1.0624428278843352
Zbtb24,ZBTB24,0.58354783,82.54955000000001,1.0,1.0624352967277901
Umps,UMPS,0.58354783,82.54910000000001,1.0,1.062430778033863
Timm29,TIMM29,0.58354783,82.5202,1.0,1.0621405774683192
Taf3,TAF3,0.58354783,82.492,1.0,1.061857405982218
Slc9a4,SLC9A4,0.58354783,82.46415,1.0,1.0615777490358376
Tekt3,TEKT3,0.58354783,82.449,1.0,1.0614256196736234
Sumf2,SUMF2,0.58354783,82.4411,1.0,1.0613462914913467
Vgll4,VGLL4,0.58354783,82.43455,1.0,1.0612805193908517
Stard3,STARD3,0.58354783,82.4341,1.0,1.0612760006969244
Tmem62,TMEM62,0.58354783,82.4261,1.0,1.0611956683604418
Wdr53,WDR53,0.58354783,82.4022,1.0,1.0609556755051996
Zc2hc1a,ZC2HC1A,0.58354783,82.392,1.0,1.0608532517761844
Vasn,VASN,0.58354783,82.3711,1.0,1.0606433835471234
Tmem120b,TMEM120B,0.58354783,82.36705,1.0,1.0606027153017792
Mir708,ssc-mir-708,0.58354783,82.36240000000001,1.0,1.0605560221311985
Stx1a,STX1A,0.58354783,82.3446,1.0,1.0603772826825244
Tmem201,TMEM201,0.58354783,82.34450000000001,1.0,1.0603762785283186
Trmt2a,TRMT2A,0.58354783,82.3373,1.0,1.060303979425484
Suox,SUOX,0.58354783,82.30985,1.0,1.060028339095928
Tmem276,TMEM276,0.58354783,82.2917,1.0,1.0598460851075329
Tbrg1,TBRG1,0.58354783,82.2552,1.0,1.0594795688223306
Smcr8,SMCR8,0.58354783,82.246,1.0,1.0593871866353755
Slf2,SLF2,0.58354783,82.244,1.0,1.0593671035512549
Tomm34,TOMM34,0.58354783,82.2006,1.0,1.0589313006258363
Zfp397,ZNF397,0.58354783,82.19015,1.0,1.0588263665113058
Stam,STAM,0.58354783,82.18525,1.0,1.0587771629552103
Vps13a,VPS13A,0.58354783,82.18405000000001,1.0,1.058765113104738
Or6s1,OR6S1,0.58354783,82.1752,1.0,1.0586762454575038
Uevld,UEVLD,0.58354783,82.1656,1.0,1.0585798466537246
Or9q2,OR9Q2,0.58354783,82.1656,1.0,1.0585798466537246
Zfp512b,ZNF512B,0.58354783,82.15035,1.0,1.0584267131373046
Synpr,SYNPR,0.58354783,82.13804999999999,1.0,1.0583032021699623
Tti1,TTI1,0.58354783,82.13635,1.0,1.0582861315484597
Tamalin,TAMALIN,0.58354783,82.12684999999999,1.0,1.0581907368988865
Ubtd2,UBTD2,0.58354783,82.1256,1.0,1.0581781849713112
Gm25835,SNORD10,0.58354783,82.11435,1.0,1.0580652176231324
Zfp263,ZNF263,0.58354783,82.1121,1.0,1.0580426241534968
Mir128-1,MIR128-1,0.58354783,82.1101,1.0,1.0580225410693762
St3gal4,ST3GAL4,0.58354783,82.1035,1.0,1.057956266891778
Tmprss11f,TMPRSS11F,0.58354783,82.09819999999999,1.0,1.057903046718858
Suv39h2,SUV39H2,0.58354783,82.09185,1.0,1.0578392829267749
Gm23246,SNORD31,0.58354783,82.0896,1.0,1.0578166894571392
Tmem100,TMEM100,0.58354783,82.0896,1.0,1.0578166894571392
Usp16,USP16,0.58354783,82.0889,1.0,1.057809660377697
Usp50,USP50,0.58354783,82.08529999999999,1.0,1.0577735108262798
Tcerg1l,TCERG1L,0.58354783,82.06455,1.0,1.0575651488285278
Usf3,USF3,0.58354783,82.0423,1.0,1.0573417245176855
Sned1,SNED1,0.58354783,82.03229999999999,1.0,1.057241309097082
Tmco3,TMCO3,0.58354783,82.03205,1.0,1.057238798711567
Ube2m,UBE2M,0.58354783,81.9939,1.0,1.0568557138819652
Top3a,TOP3A,0.58354783,81.99035,1.0,1.056820066407651
Zfp583,ZNF583,0.58354783,81.9702,1.0,1.0566177293351353
Or51q1,OR51Q1,0.58354783,81.96285,1.0,1.056543924000992
Zfyve26,ZFYVE26,0.58354783,81.94800000000001,1.0,1.056394807101396
Vit,VIT,0.58354783,81.9313,1.0,1.0562271133489882
Ccne1,CCNE1,0.58354783,81.90755,1.0,1.0559886267250553
Tpbg,TPBG,0.58354783,81.89914999999999,1.0,1.0559042777717484
Tshb,TSHB,0.58354783,81.8841,1.0,1.0557531525637405
Tnnc2,TNNC2,0.58354783,81.87055000000001,1.0,1.055617089668823
Ssbp1,SSBP1,0.58354783,81.86245,1.0,1.0555357531781342
Zcchc9,ZCCHC9,0.58354783,81.85294999999999,1.0,1.055440358528561
Tmem239,TMEM239,0.58354783,81.84905,1.0,1.0554011965145258
Nhsl3,NHSL3,0.58354783,81.84075,1.0,1.055317851715425
Snora74a,SNORA74,0.58354783,81.82655,1.0,1.0551752618181682
Tulp3,TULP3,0.58354783,81.81970000000001,1.0,1.0551064772550551
Snora36b,SNORA36B,0.58354783,81.8182,1.0,1.0550914149419646
Tmc2,TMC2,0.58354783,81.81455,1.0,1.0550547633134442
Zfp644,ZNF644,0.58354783,81.8115,1.0,1.0550241366101603
Snx18,SNX18,0.58354783,81.8007,1.0,1.0549156879559087
Tax1bp3,TAX1BP3,0.58354783,81.79575,1.0,1.05486598232271
Ubr7,UBR7,0.58354783,81.78775,1.0,1.0547856499862274
Tram2,TRAM2,0.58354783,81.7783,1.0,1.0546907574137572
Trim10,TRIM10,0.58354783,81.7756,1.0,1.0546636452501943
Snph,SNPH,0.58354783,81.77154999999999,1.0,1.0546229770048499
Zfp395,ZNF395,0.58354783,81.7624,1.0,1.0545310968949977
Srcin1,SRCIN1,0.58354783,81.75370000000001,1.0,1.054443735479073
Zscan25,ZSCAN25,0.58354783,81.72695,1.0,1.054175124228959
Trip11,TRIP11,0.58354783,81.72155000000001,1.0,1.0541208999018332
Uap1l1,UAP1L1,0.58354783,81.702,1.0,1.0539245877545536
Wbp2,WBP2,0.58354783,81.6892,1.0,1.0537960560161812
Zhx3,ZHX3,0.58354783,81.68,1.0,1.0537036738292263
Sqle,SQLE,0.58354783,81.67565,1.0,1.0536599931212638
Txk,TXK,0.58354783,81.67314999999999,1.0,1.053634889266113
Zfp182,ZNF182,0.58354783,81.63955,1.0,1.0532974934528858
Tpt1,TPT1,0.58354783,81.63855000000001,1.0,1.0532874519108255
Zfp467,ZNF467,0.58354783,81.62434999999999,1.0,1.0531448620135686
Synpo2l,SYNPO2L,0.58354783,81.61420000000001,1.0,1.0530429403616564
Syap1,SYAP1,0.58354783,81.61205,1.0,1.0530213510462265
Ttc39b,TTC39B,0.58354783,81.57095000000001,1.0,1.0526086436675468
Stard8,STARD8,0.58354783,81.54845,1.0,1.0523827089711892
Upk1a,UPK1A,0.58354783,81.53395,1.0,1.0522371066113145
Stx11,STX11,0.58354783,81.5331,1.0,1.0522285713005632
Tmem132b,TMEM132B,0.58354783,81.52924999999999,1.0,1.0521899113636308
Soat2,SOAT2,0.58354783,81.5167,1.0,1.0520638900107737
Tfb1m,TFB1M,0.58354783,81.51535000000001,1.0,1.0520503339289924
Sstr3,SSTR3,0.58354783,81.5132,1.0,1.0520287446135623
Thnsl2,THNSL2,0.58354783,81.5119,1.0,1.052015690608884
Tcirg1,TCIRG1,0.58354783,81.50805,1.0,1.0519770306719518
Steap4,STEAP4,0.58354783,81.4894,1.0,1.0517897559125264
Sphk2,SPHK2,0.58354783,81.48275000000001,1.0,1.0517229796578254
Tcp11l2,TCP11L2,0.58354783,81.4675,1.0,1.0515698461414051
Mir151,MIR151A,0.58354783,81.4674,1.0,1.0515688419871991
Slf1,SLF1,0.58354783,81.46045000000001,1.0,1.0514990532698798
Snord35a,SNORD35A,0.58354783,81.45835,1.0,1.051477966031553
Tmem72,TMEM72,0.58354783,81.4545,1.0,1.0514393060946208
Gm24958,SNORD125,0.58354783,81.4433,1.0,1.051326840823545
Tmem222,TMEM222,0.58354783,81.44085,1.0,1.0513022390454971
Ulk4,ULK4,0.58354783,81.4372,1.0,1.0512655874169772
Sdr42e2,SDR42E2,0.58354783,81.43275,1.0,1.0512209025548085
Or51s1,OR51S1,0.58354783,81.42490000000001,1.0,1.051142076449635
Tmed7,TMED7,0.58354783,81.42235,1.0,1.051116470517381
Tfr2,TFR2,0.58354783,81.4194,1.0,1.051086847968303
Or2d2,OR2D2,0.58354783,81.41775,1.0,1.0510702794239035
Trp53rka,TP53RK,0.58354783,81.40225000000001,1.0,1.0509146355219685
Xbp1,XBP1,0.58354783,81.3974,1.0,1.0508659340429758
Tmem174,TMEM174,0.58354783,81.39365000000001,1.0,1.0508282782602496
Mir15b,ssc-mir-15b,0.58354783,81.36160000000001,1.0,1.0505064468372158
Tcfl5,TCFL5,0.58354783,81.3519,1.0,1.0504090438792306
Sord,SORD,0.58354783,81.3466,1.0,1.0503558237063106
Znrf2,ZNRF2,0.58354783,81.34205,1.0,1.0503101346899362
Vsig2,VSIG2,0.58354783,81.33705,1.0,1.0502599269796347
Taf4,TAF4,0.58354783,81.3337,1.0,1.0502262878137323
Sstr5,SSTR5,0.58354783,81.3219,1.0,1.0501077976174205
Traf1,TRAF1,0.58354783,81.315,1.0,1.0500385109772041
Tigd5,TIGD5,0.58354783,81.31479999999999,1.0,1.0500365026687921
Wdtc1,WDTC1,0.58354783,81.26294999999999,1.0,1.0495158487129637
Or4k2,OR4K2,0.58354783,81.26005,1.0,1.0494867282409888
Tst,TST,0.58354783,81.2251,1.0,1.04913577634598
Stard5,STARD5,0.58354783,81.2207,1.0,1.0490915935609146
Tor1b,TOR1B,0.58354783,81.212,1.0,1.0490042321449897
Mir204,ssc-mir-204,0.58354783,81.19265,1.0,1.0488099283061223
Vegfd,VEGFD,0.58354783,81.18235,1.0,1.0487065004229008
Tmem143,TMEM143,0.58354783,81.182,1.0,1.0487029858831798
Trpv5,TRPV5,0.58354783,81.1302,1.0,1.0481828340044543
Sun2,SUN2,0.58354783,81.12135,1.0,1.0480939663572204
Zyx,ZYX,0.58354783,81.11160000000001,1.0,1.0479960613221322
Or52r1,OR52R1,0.58354783,81.0813,1.0,1.047691802597704
Bltp3a,BLTP3A,0.58354783,81.06845000000001,1.0,1.0475627687822289
Spdef,SPDEF,0.58354783,81.06125,1.0,1.0474904696793943
Tcea3,TCEA3,0.58354783,81.05359999999999,1.0,1.0474136518826327
Scarna10,SCARNA10,0.58354783,81.0428,1.0,1.0473052032283812
Vwf,VWF,0.58354783,81.0321,1.0,1.0471977587283356
Twsg1,TWSG1,0.58354783,80.9975,1.0,1.046850321373048
Txndc11,TXNDC11,0.58354783,80.9902,1.0,1.0467770181160077
Smpx,SMPX,0.58354783,80.9492,1.0,1.046365314891534
Trmt1l,TRMT1L,0.58354783,80.93715,1.0,1.0462443143097069
Tmem79,TMEM79,0.58354783,80.9181,1.0,1.0460530229334575
Snord23,SNORD23,0.58354783,80.91579999999999,1.0,1.0460299273867186
Stradb,STRADB,0.58354783,80.91239999999999,1.0,1.0459957861437135
Gm25129,SNORA71,0.58354783,80.9,1.0,1.0458712710221654
Usb1,USB1,0.58354783,80.8989,1.0,1.045860225325899
Slc9a3,SLC9A3,0.58354783,80.86905,1.0,1.0455604852953981
Txnrd3,TXNRD3,0.58354783,80.8433,1.0,1.0453019155873444
Wdr89,WDR89,0.58354783,80.829,1.0,1.0451583215358815
