microcebus gene name,human gene name,correlation,identical_scores,orthology confidence,combo_score
GLT1D1,GLT1D1,0.9175995,76.1298,1.0,1.6202191480852726
FSTL4,FSTL4,0.937811,73.59944999999999,1.0,1.6201872116217595
RHOT2,RHOT2,0.87087905,81.964,1.0,1.620127386355318
IRAK2,IRAK2,0.95955986,70.86075,1.0,1.6199763466020274
POMT1,POMT1,0.8177343,88.5921,1.0,1.6199304117121947
NPAT,NPAT,0.8255498,87.6139,1.0,1.6199208450935618
SCAPER,SCAPER,0.7864656,92.5,1.0,1.6199049141622897
SPATA18,SPATA18,0.879844,80.8162,1.0,1.619830444003075
ARHGAP8,ARHGAP8,0.90523756,77.63545,1.0,1.6197721011868702
ADAM2,ADAM2,0.98823816,67.2168,1.0,1.6193352584039942
TSPAN19,TSPAN19,0.8840497,80.2419,1.0,1.619292898390094
ATP4A,ATP4A,0.74762547,97.30025,1.0,1.6192741214746986
LINS1,LINS1,0.8890684,79.604,1.0,1.6191783846657466
KPRP,KPRP,0.9782786,68.41624999999999,1.0,1.618823989671231
FBF1,FBF1,0.8972978,78.5372,1.0,1.6187594055694832
GNL3,GNL3,0.8764757,81.138,1.0,1.6187257051013262
DEPDC1B,DEPDC1B,0.75579214,96.2193,1.0,1.6186107202431086
ENKD1,ENKD1,0.84337974,85.2601,1.0,1.6185412776458297
PER2,PER2,0.8761967,81.1449,1.0,1.618414662708106
ABCC3,ABCC3,0.8306584,86.8369,1.0,1.6183854609977941
DEFB114,DEFB114,0.9604743,70.59255,1.0,1.6182666508510226
HEATR9,HEATR9,0.95516616,71.25405,1.0,1.6182411991392223
STPG4,STPG4,0.969321,69.4817,1.0,1.618215999814815
SI,SI,0.83805954,85.89435,1.0,1.6181962401539618
MCF2L,MCF2L,0.90148103,77.9585,1.0,1.6181417370885907
STKLD1,STKLD1,0.9807473,68.0414,1.0,1.6180890317587435
ENAM,ENAM,0.90102446,78.0018,1.0,1.6179884379766256
SLC28A2,SLC28A2,0.8369048,86.0182,1.0,1.6179678498174832
NDUFS4,NDUFS4,0.8011177,90.47515,1.0,1.61776474383128
GLB1,GLB1,0.92779905,74.63275,1.0,1.6177567310067684
DSPP,DSPP,0.97654825,68.53275,1.0,1.6177140046524152
AHSG,AHSG,0.97828144,68.31594999999999,1.0,1.6177133136464255
DNLZ,DNLZ,0.8766787,80.9925,1.0,1.6173908852960988
AKAIN1,AKAIN1,0.90516484,77.4218,1.0,1.6172967748598064
C17orf50,C17orf50,0.926888,74.69735,1.0,1.6172085536703347
C12orf76,C12orf76,0.8467131,84.7222,1.0,1.6171959658357764
BIRC7,BIRC7,0.9713748,69.1275,1.0,1.6171339439204193
RFLNB,RFLNB,0.93424416,73.7701,1.0,1.6171268521175906
GM2A,GM2A,0.93794787,73.3057,1.0,1.617113006406497
C1orf53,C1orf53,0.9450778,72.4138,1.0,1.6171097576678362
TRAPPC6A,TRAPPC6A,0.85097414,84.1806,1.0,1.6170987166896282
CCDC66,CCDC66,0.84681964,84.69284999999999,1.0,1.617017859294604
KITLG,KITLG,0.7771324,93.4066,1.0,1.6170096773372977
AGGF1,AGGF1,0.80429333,90.0074,1.0,1.6169798065854128
JSRP1,JSRP1,0.97243065,68.96345,1.0,1.6167781704675757
ALMS1,ALMS1,0.9765931,68.43595,1.0,1.6167006042853402
ISG15,ISG15,0.96090275,70.3945,1.0,1.6166611525964605
ANKDD1B,ANKDD1B,0.83922625,85.6061,1.0,1.6166143061073752
IFTAP,IFTAP,0.9463698,72.2026,1.0,1.616558184963034
TERT,TERT,0.9250248,74.87075,1.0,1.616546272734624
ZMYND12,ZMYND12,0.8204294,87.9452,1.0,1.61648681651041
CALML6,CALML6,0.9180401,75.73310000000001,1.0,1.6164229591573958
IQCG,IQCG,0.92626697,74.7016,1.0,1.6163927491312757
C8orf58,C8orf58,0.9261942,74.69579999999999,1.0,1.6162271672064468
TPD52,TPD52,0.9422335,72.6899,1.0,1.6162253532139577
THEM5,THEM5,0.9566784,70.881,1.0,1.616197069021842
ZNF248,ZNF248,0.82047486,87.9102,1.0,1.6161610403622106
EARS2,EARS2,0.82487595,87.3458,1.0,1.616005042344307
METTL17,METTL17,0.8360316,85.93494999999999,1.0,1.6158292313780351
USP50,USP50,0.91627896,75.89905,1.0,1.6158197181637843
NLRP10,NLRP10,0.9463157,72.13730000000001,1.0,1.6157573315351645
SLC7A10,SLC7A10,0.78619343,92.15755,1.0,1.6157210756812592
SPINDOC,SPINDOC,0.81989264,87.9265,1.0,1.6155330796951044
LBHD2,LBHD2,0.9799589,67.8956,1.0,1.6153731471877832
TMEM232,TMEM232,0.88441765,79.83709999999999,1.0,1.61530573465557
NENF,NENF,0.9058124,77.15525,1.0,1.615234536998512
KEL,KEL,0.9044524,77.3224,1.0,1.6152020885751535
C8G,C8G,0.86883,81.7754,1.0,1.6151839673318604
GLRX5,GLRX5,0.7458982,97.1438,1.0,1.615135153745621
FCRL4,FCRL4,0.9754029,68.44315,1.0,1.6151266173692171
XIRP1,XIRP1,0.95991266,70.3724,1.0,1.6150396473438464
FAM151B,FAM151B,0.7866271,92.029,1.0,1.6148951773222375
HIRIP3,HIRIP3,0.9167471,75.738,1.0,1.6146805532709507
IFNLR1,IFNLR1,0.91240454,76.2733,1.0,1.6145945043290415
USP46,USP46,0.7357663,98.36064999999999,1.0,1.614577751449278
MCPH1,MCPH1,0.9431641,72.41745,1.0,1.6144908849503894
SHOC1,SHOC1,0.9106231,76.48580000000001,1.0,1.6144803577497415
CYREN,CYREN,0.92482597,74.70365000000001,1.0,1.6144129985519093
ACSBG2,ACSBG2,0.92470026,74.71875,1.0,1.6144061062240416
TPD52L3,TPD52L3,0.95559675,70.84965,1.0,1.6143455302509855
GIMAP4,GIMAP4,0.9661295,69.52935,1.0,1.6143103583223786
TMEM156,TMEM156,0.87907577,80.4054,1.0,1.6141976738540862
CCDC180,CCDC180,0.947909,71.7908,1.0,1.6141208962453022
DISP3,DISP3,0.78077847,92.6724,1.0,1.6139174730137866
S100A8,S100A8,0.95029396,71.4631,1.0,1.6137935390436615
ZNF672,ZNF672,0.8411737,85.09425,1.0,1.6136325106338107
NDUFB11,NDUFB11,0.8579566,82.9945,1.0,1.6136211197088335
MLPH,MLPH,0.95015067,71.4492,1.0,1.6134399423351982
NUDT16L1,NUDT16L1,0.9581369,70.44955,1.0,1.6134292646932074
SNAPC2,SNAPC2,0.9318022,73.73235,1.0,1.6133137923130283
SCOC,SCOC,0.9090724,76.57145,1.0,1.6132771965200605
CFAP221,CFAP221,0.86864156,81.61815,1.0,1.6131745938991238
CGA,CGA,0.91119057,76.29310000000001,1.0,1.613127507063642
STBD1,STBD1,0.9654825,69.50040000000001,1.0,1.613089515837418
PTDSS2,PTDSS2,0.84308904,84.80545000000001,1.0,1.6130848222582952
TBPL2,TBPL2,0.8387339,85.34535,1.0,1.6130324104020974
ZNF215,ZNF215,0.9246577,74.5796,1.0,1.6128006029085125
MSRB1,MSRB1,0.7663073,94.37405000000001,1.0,1.6127173929577872
PARP4,PARP4,0.9728871,68.53835,1.0,1.6126884019670393
ACSM6,ACSM6,0.88120574,80.0,1.0,1.6126524901561967
IL17D,IL17D,0.7867152,91.812,1.0,1.6126061115044141
GPHN,GPHN,0.7996587,90.19030000000001,1.0,1.6125716912462422
CCDC154,CCDC154,0.96810025,69.1103,1.0,1.612392218501264
NWD1,NWD1,0.9157264,75.65854999999999,1.0,1.6123791856885608
TNFRSF18,TNFRSF18,0.96478224,69.52275,1.0,1.6123647500632252
SPINK8,SPINK8,0.97661895,68.0412,1.0,1.6123497148118853
PDE4D,PDE4D,0.9042277,77.09030000000001,1.0,1.612310525558676
BTBD16,BTBD16,0.9791595,67.7182,1.0,1.612290808834633
OXTR,OXTR,0.8049643,89.5015,1.0,1.6122902313077652
IGFL1,IGFL1,0.9750898,68.2158,1.0,1.6121649926699244
C12orf54,C12orf54,0.91757226,75.40155,1.0,1.6120883320522439
RAD18,RAD18,0.86007494,82.5914,1.0,1.6120853336510346
PKD1L3,PKD1L3,0.97572255,68.12745,1.0,1.6120624903564158
ADGRF3,ADGRF3,0.91552424,75.6459,1.0,1.6119576695016924
CES3,CES3,0.93962157,72.6318,1.0,1.6119499418495633
TAF4,TAF4,0.91502005,75.6996,1.0,1.6118537677659734
TG,TG,0.8827825,79.72455,1.0,1.611782640255209
FYB1,FYB1,0.91439,75.76885,1.0,1.6117477660499122
LRRD1,LRRD1,0.8654675,81.88159999999999,1.0,1.611691349814021
F2R,F2R,0.8002525,90.03625,1.0,1.6116849440342533
KRT78,KRT78,0.8566273,82.9815,1.0,1.6116293476546197
KIAA0753,KIAA0753,0.8482306,84.03105,1.0,1.6116241355969572
NXPH4,NXPH4,0.7698507,93.8312,1.0,1.611608961191485
PPP1R3A,PPP1R3A,0.8803067,80.0179,1.0,1.6116020310070138
BCL2L14,BCL2L14,0.9194995,75.1147,1.0,1.6115788510271853
LYVE1,LYVE1,0.89584315,78.07169999999999,1.0,1.6115648547842434
CA3,CA3,0.7911415,91.1538,1.0,1.611442758427367
DPP7,DPP7,0.8944432,78.2287,1.0,1.6113640927395192
CCDC198,CCDC198,0.9374708,72.84309999999999,1.0,1.6113092084897043
RDH8,RDH8,0.84968317,83.81465,1.0,1.6112379171370252
MPV17L,MPV17L,0.94946945,71.32974999999999,1.0,1.6111658285122155
CCER2,CCER2,0.9317055,73.5369,1.0,1.611007395979346
PMFBP1,PMFBP1,0.94879305,71.3866,1.0,1.6108576152096767
CCDC137,CCDC137,0.90152645,77.2966,1.0,1.6108492355174124
SRSF12,SRSF12,0.73834836,97.7011,1.0,1.6108364885352406
RETNLB,RETNLB,0.97922903,67.5676,1.0,1.6107138324191024
CDC42EP4,CDC42EP4,0.90215707,77.20305,1.0,1.6106859861604002
CFAP157,CFAP157,0.92186433,74.7359,1.0,1.6106556509183412
CD300LG,CD300LG,0.9558449,70.4819,1.0,1.6106036151139955
NIFK,NIFK,0.9252018,74.30695,1.0,1.6105267999101542
ADNP2,ADNP2,0.8142096,88.18265,1.0,1.6104820267632156
ANXA4,ANXA4,0.7744391,93.1464,1.0,1.610375272757926
GSC2,GSC2,0.98064214,67.3596,1.0,1.610366125364778
SLC29A3,SLC29A3,0.8742487,80.6316,1.0,1.6100033161534013
HES6,HES6,0.79656404,90.34115,1.0,1.6099474766737099
IZUMO4,IZUMO4,0.87087196,81.04660000000001,1.0,1.6099225695475825
CTSH,CTSH,0.8571617,82.75135,1.0,1.609814362502879
IGKV5-2,IGKV5-2,0.94941777,71.1774,1.0,1.6094009611663966
SPA17,SPA17,0.9695354,68.6515,1.0,1.6092880275920547
DDIAS,DDIAS,0.91394293,75.6027,1.0,1.6092800744104894
CA6,CA6,0.91908103,74.95765,1.0,1.6092520315835628
TTC16,TTC16,0.9671304,68.94475,1.0,1.609204696552342
SYNPO,SYNPO,0.9906505,65.9872,1.0,1.6090232365114892
CD96,CD96,0.9246193,74.22630000000001,1.0,1.6088210555865474
SLC38A9,SLC38A9,0.7740724,93.0481,1.0,1.6087732793626852
SLC35F2,SLC35F2,0.86573356,81.57475,1.0,1.6086510987976748
CDH3,CDH3,0.8048328,89.18455,1.0,1.608585258075172
CTSG,CTSG,0.9707957,68.42885000000001,1.0,1.6085651593886316
ALKBH4,ALKBH4,0.7857163,91.57050000000001,1.0,1.6085341954027554
WDR6,WDR6,0.7674277,93.83935,1.0,1.608332331345502
PRKG2,PRKG2,0.92443436,74.1995,1.0,1.6082662223535076
BUD23,BUD23,0.8501555,83.4816,1.0,1.6081931581808522
HEXA,HEXA,0.8011571,89.603,1.0,1.6081273915545862
ACSF2,ACSF2,0.82880795,86.14275,1.0,1.6080999120430284
SPAM1,SPAM1,0.95900804,69.8569,1.0,1.6080538190124627
B4GALNT4,B4GALNT4,0.8188883,87.37075,1.0,1.6079613784937732
AGT,AGT,0.95870066,69.88465,1.0,1.6079350411657676
TROAP,TROAP,0.89542896,77.77785,1.0,1.6077237400258437
TMEM205,TMEM205,0.9095749,76.00035,1.0,1.6076289411540978
ZNF396,ZNF396,0.9296862,73.47605,1.0,1.6075249915133363
SLC38A6,SLC38A6,0.8520426,83.1769,1.0,1.607429530252936
C4orf17,C4orf17,0.96826845,68.6296,1.0,1.6072839975127304
MUC15,MUC15,0.9384937,72.3394,1.0,1.6071331524114871
MZB1,MZB1,0.87802744,79.8942,1.0,1.6070599197194468
RAD51AP2,RAD51AP2,0.94388866,71.6566,1.0,1.6070425518026812
METTL4,METTL4,0.80528885,88.983,1.0,1.6069792199384403
ENPP3,ENPP3,0.8127354,88.05035000000001,1.0,1.6069631221584602
SLC49A3,SLC49A3,0.9762918,67.5942,1.0,1.6069276191068607
HRG,HRG,0.9824534,66.81385,1.0,1.6068183421550093
PDZRN3,PDZRN3,0.9591696,69.72059999999999,1.0,1.606763649352999
TLCD3A,TLCD3A,0.8272023,86.2139,1.0,1.6066592508942765
CLK4,CLK4,0.7377072,97.40405,1.0,1.6066443963722925
CEP72,CEP72,0.9380289,72.35245,1.0,1.6066322513364817
NLRP12,NLRP12,0.96344924,69.1712,1.0,1.6066055677643987
PGM2,PGM2,0.8198524,87.11255,1.0,1.6064318232446801
CREB3L3,CREB3L3,0.9712267,68.17994999999999,1.0,1.6063981144405248
NLRP9,NLRP9,0.97009516,68.3175,1.0,1.6063542113035085
SHLD1,SHLD1,0.8919831,78.08365,1.0,1.6063334111584218
TTLL3,TTLL3,0.87919533,79.6825,1.0,1.60633031711677
NPSR1,NPSR1,0.91268003,75.494,1.0,1.6063170738172845
WFDC13,WFDC13,0.9803565,67.029,1.0,1.6062952555943615
IL5RA,IL5RA,0.9434936,71.63645,1.0,1.606269619261862
SDR42E2,SDR42E2,0.8321329,85.5496,1.0,1.6061289259132474
MEIOSIN,MEIOSIN,0.97368777,67.844,1.0,1.6060848446179365
C16orf86,C16orf86,0.89600116,77.55275,1.0,1.6060174049471774
ST6GAL1,ST6GAL1,0.82190585,86.81105,1.0,1.6059349301884225
SLAMF9,SLAMF9,0.9570812,69.8962,1.0,1.605812860348375
PXMP2,PXMP2,0.85575294,82.5641,1.0,1.6057757454729062
ALPK2,ALPK2,0.98291177,66.6577,1.0,1.6057200532213398
TRMT1,TRMT1,0.8446164,83.9493,1.0,1.6056930676739074
ITIH5,ITIH5,0.92308635,74.13465,1.0,1.6056722460743487
ATP2B4,ATP2B4,0.8028037,89.16565,1.0,1.6055554203988573
DMAC1,DMAC1,0.97041965,68.20435,1.0,1.6055477259293867
SLC7A9,SLC7A9,0.8047599,88.9117,1.0,1.6054517986028092
CES4A,CES4A,0.9739477,67.7248,1.0,1.605121408387428
SERAC1,SERAC1,0.813807,87.74905,1.0,1.6051039922454309
PRAM1,PRAM1,0.961413,69.28125,1.0,1.6049988147367031
CENPV,CENPV,0.83495116,85.09355,1.0,1.604977378747895
PDCD1LG2,PDCD1LG2,0.88676035,78.6109,1.0,1.6049347191181291
MPHOSPH9,MPHOSPH9,0.8708957,80.59389999999999,1.0,1.6049247559529436
SPAG5,SPAG5,0.85264325,82.86555,1.0,1.6048042449939404
TTLL9,TTLL9,0.8564335,82.3775,1.0,1.6046478425631272
PEG3,PEG3,0.857675,82.2133,1.0,1.6045483966710794
RRP1,RRP1,0.893478,77.7337,1.0,1.6045218916779276
CD5,CD5,0.92359334,73.9622,1.0,1.6044603834041191
SERPINA5,SERPINA5,0.932624,72.81685,1.0,1.604281983643952
NT5C1B,NT5C1B,0.9338282,72.66185,1.0,1.6042329411818343
CYGB,CYGB,0.97856146,67.06075,1.0,1.6041535547311283
NOTO,NOTO,0.9720288,67.8759,1.0,1.6041339047402863
PSMD12,PSMD12,0.7476147,95.9339,1.0,1.6040750593194226
ENOPH1,ENOPH1,0.8711032,80.47175,1.0,1.6038556756652427
PDCD1,PDCD1,0.92441595,73.79665,1.0,1.6037638111500923
PRM1,PRM1,0.9343381,72.549,1.0,1.6036874506446388
HLA-DPB1,HLA-DPB1,0.9464853,71.02680000000001,1.0,1.6036521588891588
MGP,MGP,0.8545136,82.5243,1.0,1.6036111638130293
STING1,STING1,0.9459191,71.08955,1.0,1.60356265460377
TRAPPC12,TRAPPC12,0.91239476,75.27915,1.0,1.6035330350796149
RPH3AL,RPH3AL,0.8864676,78.51915,1.0,1.6035082821390898
FANCA,FANCA,0.92860377,73.2497,1.0,1.603505355521991
WBP2NL,WBP2NL,0.96471155,68.72855000000001,1.0,1.6034406573398314
TMEM139,TMEM139,0.95304346,70.1816,1.0,1.6033733034741235
MPG,MPG,0.98596525,66.0557,1.0,1.6032734610102917
ADAMTS19,ADAMTS19,0.8488038,83.17645,1.0,1.6029236268545195
INSIG2,INSIG2,0.7918673,90.28999999999999,1.0,1.6028520766087144
ADGRE2,ADGRE2,0.974557,67.4248,1.0,1.602634275164276
CNGB1,CNGB1,0.90984976,75.51545,1.0,1.602622269533433
F7,F7,0.9256029,73.5441,1.0,1.602606734391987
CYBA,CYBA,0.8665311,80.93,1.0,1.6025943910157658
CENPU,CENPU,0.9268184,73.3817,1.0,1.6024911599630294
FAM200B,FAM200B,0.76747376,93.3029,1.0,1.602434831040247
SHFL,SHFL,0.76073515,94.13905,1.0,1.602362346667034
LIPE,LIPE,0.8503852,82.92405,1.0,1.6023163771599938
KLRG1,KLRG1,0.9173697,74.54425,1.0,1.6022797586737703
TMPRSS5,TMPRSS5,0.85479414,82.36590000000001,1.0,1.6022407437005661
MGMT,MGMT,0.9670854,68.30895,1.0,1.6020765863110418
TGS1,TGS1,0.83531886,84.77765,1.0,1.6019778033854486
GRK3,GRK3,0.7437723,96.2209,1.0,1.6019247435811266
TIGIT,TIGIT,0.9622974,68.8923,1.0,1.6019054916403133
MICALL2,MICALL2,0.97476196,67.32875,1.0,1.6018517114751827
GZMM,GZMM,0.95187193,70.1757,1.0,1.601679683083954
HSPB9,HSPB9,0.9664532,68.33924999999999,1.0,1.601534749769072
GPR157,GPR157,0.8015843,88.9552,1.0,1.6015221345693025
SMCO1,SMCO1,0.8215874,86.4486,1.0,1.6014645194456412
IL1RL1,IL1RL1,0.9234993,73.69454999999999,1.0,1.601355333071262
FXYD6,FXYD6,0.97531444,67.20035,1.0,1.601192588187562
ZNF518B,ZNF518B,0.8390914,84.22335000000001,1.0,1.6010605608166513
IL33,IL33,0.9637295,68.62989999999999,1.0,1.600979633512876
ICAM4,ICAM4,0.96132624,68.91704999999999,1.0,1.6008309318999412
SERPINA3,SERPINA3,0.9704446,67.77289999999999,1.0,1.6007877427319812
TF,TF,0.8795321,79.13985,1.0,1.6007679114048858
LSP1,LSP1,0.9185262,74.261,1.0,1.6007392004150505
SUN1,SUN1,0.9237106,73.6002,1.0,1.600600471877645
BEAN1,BEAN1,0.80520886,88.417,1.0,1.6005781643393608
SPNS3,SPNS3,0.9333994,72.38499999999999,1.0,1.6005604422724427
TPO,TPO,0.9445761,70.98230000000001,1.0,1.6005044541574915
ITGAL,ITGAL,0.85319227,82.3932,1.0,1.6003180353872253
NOD1,NOD1,0.82167125,86.33055,1.0,1.600269167801219
SPAG16,SPAG16,0.82085925,86.4183,1.0,1.6001159018533762
ADAMTSL5,ADAMTSL5,0.8345169,84.7094,1.0,1.6001048792318304
MARVELD3,MARVELD3,0.8962017,76.98435,1.0,1.5999795259535332
CIBAR2,CIBAR2,0.95944905,69.07265,1.0,1.5999513998944361
CKAP2L,CKAP2L,0.9453997,70.79915,1.0,1.5996136708502249
PWWP3A,PWWP3A,0.9311873,72.57560000000001,1.0,1.599604442912249
CYP7B1,CYP7B1,0.9384961,71.6563,1.0,1.599545273476152
TMEFF1,TMEFF1,0.8870573,78.0727,1.0,1.599366428616477
PHLDB2,PHLDB2,0.9186654,74.1191,1.0,1.599355725286447
TRAV34,TRAV34,0.9279385,72.95585,1.0,1.599315319365404
PPM1N,PPM1N,0.83758736,84.2484,1.0,1.5992488011103387
LYSMD4,LYSMD4,0.8763867,79.3919,1.0,1.5991978086811183
GJD4,GJD4,0.98675203,65.58125,1.0,1.599094325169348
QSOX1,QSOX1,0.8909072,77.56195,1.0,1.5990406581566345
SLC38A8,SLC38A8,0.8509644,82.54615000000001,1.0,1.598921720485147
TMEM184A,TMEM184A,0.8882882,77.86985,1.0,1.5988227389507865
CD3E,CD3E,0.9563659,69.34945,1.0,1.5987428488772473
CD79A,CD79A,0.9359052,71.8968,1.0,1.5986173956504948
CCN5,CCN5,0.93295467,72.2558,1.0,1.598506623721428
MEPE,MEPE,0.97379357,67.1477,1.0,1.5984939686896062
LEPROTL1,LEPROTL1,0.9686354,67.78784999999999,1.0,1.598439667441541
CSMD1,CSMD1,0.94918996,70.2128,1.0,1.598364885371189
ZNF638,ZNF638,0.8095443,87.67415,1.0,1.598347838724473
ZBED5,ZBED5,0.7235189,98.4127,1.0,1.5981361839412935
GMNC,GMNC,0.7850462,90.7186,1.0,1.5981358996226893
RARRES1,RARRES1,0.9495289,70.1473,1.0,1.5981080100440512
MYLK3,MYLK3,0.97871906,66.49665,1.0,1.5981037882060753
ZNF229,ZNF229,0.8828429,78.48249999999999,1.0,1.5980638138271703
C6orf136,C6orf136,0.96844685,67.73905,1.0,1.5976353339076534
GPR146,GPR146,0.87615937,79.2793,1.0,1.5976305809829747
BRCA2,BRCA2,0.94615024,70.5256,1.0,1.5976167522384728
PUM3,PUM3,0.8092697,87.6294,1.0,1.5974689302388703
CYP8B1,CYP8B1,0.9680786,67.76785,1.0,1.5974436346405103
MAN2B1,MAN2B1,0.91495943,74.40719999999999,1.0,1.5974072280634413
DUSP16,DUSP16,0.758462,93.9761,1.0,1.5973925454616809
PLAAT5,PLAAT5,0.8844394,78.21255,1.0,1.5972825171391927
NIBAN1,NIBAN1,0.89995176,76.23355000000001,1.0,1.596847360728415
S100A12,S100A12,0.95322,69.5652,1.0,1.5967686534578176
YIPF3,YIPF3,0.7316,97.2758,1.0,1.5967321014920743
EMD,EMD,0.9026406,75.88585,1.0,1.5967200423721972
FCRL1,FCRL1,0.91177493,74.7382,1.0,1.5966601513184793
VAMP7,VAMP7,0.98395854,65.70125,1.0,1.596545808562738
CDSN,CDSN,0.9734053,67.0135,1.0,1.5964630471508927
SGO2,SGO2,0.896122,76.67355,1.0,1.5964148825217468
HYAL2,HYAL2,0.7636146,93.2347,1.0,1.5963139262137978
ABCA13,ABCA13,0.88520473,78.02435,1.0,1.5962546369649182
ZNF19,ZNF19,0.8560681,81.6594,1.0,1.596159887427757
ZC3HC1,ZC3HC1,0.7603351,93.6255,1.0,1.5960993803987282
SLC34A2,SLC34A2,0.95576435,69.17835,1.0,1.5960054703385012
C1orf159,C1orf159,0.88762665,77.6986,1.0,1.5960003125488094
CRISP1,CRISP1,0.97248787,67.0683,1.0,1.5957970973343936
TMLHE,TMLHE,0.9289843,72.5036,1.0,1.5957428451249847
B3GNT5,B3GNT5,0.79246145,89.5642,1.0,1.5956120217536494
ATP23,ATP23,0.78028184,91.0569,1.0,1.5952744436977373
GDPD4,GDPD4,0.96029836,68.54415,1.0,1.595258509252873
TRAV9-1,TRAV9-1,0.93845725,71.27005,1.0,1.5951989311192953
STK32C,STK32C,0.7914454,89.6474,1.0,1.5951246275169473
GBGT1,GBGT1,0.82476306,85.46780000000001,1.0,1.5949781564166354
MIIP,MIIP,0.94574153,70.3013,1.0,1.594556154337404
ABCB8,ABCB8,0.7934352,89.32724999999999,1.0,1.5943320258192692
MANSC1,MANSC1,0.929814,72.26265000000001,1.0,1.5942182139203986
CCDC201,CCDC201,0.9644488,67.929,1.0,1.594190208305902
MEP1A,MEP1A,0.9438184,70.507,1.0,1.594169536049853
POP4,POP4,0.8180522,86.2342,1.0,1.5941691117467496
SLCO1A2,SLCO1A2,0.84512717,82.8332,1.0,1.593999780716492
EIF4E1B,EIF4E1B,0.9381754,71.17305,1.0,1.5937292990109448
FAM221B,FAM221B,0.909386,74.77105,1.0,1.5937053562912153
PLEKHN1,PLEKHN1,0.96467435,67.8545,1.0,1.593675740920982
ACAD9,ACAD9,0.7949769,89.0499,1.0,1.5933923391732927
TCP11,TCP11,0.8261873,85.14365000000001,1.0,1.593355154519049
NEIL2,NEIL2,0.9540325,69.15275,1.0,1.5933142593326435
SPESP1,SPESP1,0.9743984,66.60405,1.0,1.5932929682905286
STPG2,STPG2,0.9753526,66.46355,1.0,1.5930576421710234
ST3GAL5,ST3GAL5,0.8637735,80.4123,1.0,1.5930090610699899
RTBDN,RTBDN,0.9397007,70.87905,1.0,1.5925817919829934
EHBP1L1,EHBP1L1,0.86901885,79.70375,1.0,1.5924243932320454
MCCD1,MCCD1,0.9460866,70.06305,1.0,1.5923880462639115
RBP2,RBP2,0.86772174,79.8576,1.0,1.5923315405023
ACSBG1,ACSBG1,0.82070595,85.73435,1.0,1.5923022034495542
NDC80,NDC80,0.75016123,94.5483,1.0,1.5922159082620253
C1orf122,C1orf122,0.73559535,96.3636,1.0,1.5921471911924816
SAP25,SAP25,0.98839664,64.7212,1.0,1.5918221705535314
A2M,A2M,0.87144625,79.34215,1.0,1.5917792872194758
CATSPERG,CATSPERG,0.9376858,71.05215,1.0,1.5917053623961652
IRF7,IRF7,0.9578209,68.52565,1.0,1.591610038836126
GNPTG,GNPTG,0.87550855,78.81795,1.0,1.5915992169005708
LAX1,LAX1,0.97779566,66.02095,1.0,1.5915341546081425
PTPMT1,PTPMT1,0.8316636,84.2898,1.0,1.5914767310701219
FAM237A,FAM237A,0.794303,88.9503,1.0,1.591348988661598
LKAAEAR1,LKAAEAR1,0.9742775,66.4415,1.0,1.5913185556819232
POLB,POLB,0.80366266,87.7636,1.0,1.5911682763921902
TGM2,TGM2,0.9096144,74.51015000000001,1.0,1.5911234070736486
COBL,COBL,0.9609323,68.07544999999999,1.0,1.5909308734989058
TMCO5A,TMCO5A,0.95691496,68.57275,1.0,1.5908744872258316
GIMAP8,GIMAP8,0.9831572,65.27074999999999,1.0,1.590648102132688
KMT5C,KMT5C,0.78077763,90.57435000000001,1.0,1.590600909846067
KRTAP19-8,KRTAP19-8,0.9592249,68.254,1.0,1.5905423364206885
C10orf62,C10orf62,0.9564633,68.59615,1.0,1.5905068649710379
COX7A1,COX7A1,0.861213,80.50635,1.0,1.5904959470531619
ULK3,ULK3,0.8587141,80.80395,1.0,1.5903304659233
MRPL21,MRPL21,0.85194564,81.6501,1.0,1.5903276284229966
ERMAP,ERMAP,0.8479887,82.14320000000001,1.0,1.5903085048208014
SPARCL1,SPARCL1,0.90371066,75.16985,1.0,1.5902502574645019
USP18,USP18,0.94578916,69.89705000000001,1.0,1.5901299597002394
MEI4,MEI4,0.9285118,72.0521,1.0,1.5900687511186602
ANKRD53,ANKRD53,0.9825923,65.286,1.0,1.5900325422277097
NPFFR2,NPFFR2,0.9408086,70.5043,1.0,1.5899568658681518
EFCAB9,EFCAB9,0.97823787,65.81800000000001,1.0,1.5898933252262584
SPACA3,SPACA3,0.9611604,67.95265,1.0,1.589883197286259
NPNT,NPNT,0.905329,74.91805,1.0,1.5897010103623144
ZSCAN32,ZSCAN32,0.95935833,68.127,1.0,1.589316424865471
WDR49,WDR49,0.9336976,71.3337,1.0,1.589291865755467
EMC10,EMC10,0.804564,87.4534,1.0,1.5889736344854657
USHBP1,USHBP1,0.8874489,77.07155,1.0,1.5887849597748644
ADGRG4,ADGRG4,0.9946927,63.623850000000004,1.0,1.5883769645934729
LRRC27,LRRC27,0.9738303,66.22749999999999,1.0,1.5883189316664188
AGBL2,AGBL2,0.8585218,80.62389999999999,1.0,1.5880623544583286
CRISP3,CRISP3,0.95280105,68.83324999999999,1.0,1.5880523673359699
AXDND1,AXDND1,0.8602723,80.3951,1.0,1.587952364187958
PINX1,PINX1,0.88761425,76.9725,1.0,1.5879140121095165
FOXD3,FOXD3,0.90207195,75.1577,1.0,1.587837949806643
