crab_eating_macaque gene name,mice gene name,correlation
CCDC174,Ccdc174,0.91857314
SDC3,Sdc1,0.91855955
FUT8,Fut8,0.918519
TM2D1,Tm2d1,0.9185138
FAM228B,Fam228b,0.91851026
TNFAIP8,Tnfaip8l3,0.91850394
TBP,Tbp,0.9184861
ABRAXAS1,Abraxas1,0.9184552
FGGY,Fggy,0.9184526
FCHSD1,Fchsd1,0.9184286
EXOSC8,Exosc8,0.9184199
TSPAN12,Tspan12,0.91841894
IGHV6-1,Ighv3-8,0.9184037
DGKI,Dgkz,0.918401
RTKN2,Rtkn2,0.9183806
CCL26,Ccl26,0.9183707
NIBAN2,Niban2,0.9183604
DNAJA4,Dnaja4,0.9183422
ST3GAL4,St6galnac6,0.91832805
ZMYND11,Zmynd11,0.9182868
ACTR10,Actr10,0.9182688
TRBV16,Trbv26,0.9182624
USP48,Usp48,0.91826063
TRAIP,Traip,0.918252
MUC20,Muc20,0.91823024
TMBIM1,Tmbim1,0.9181966
GPCPD1,Gpcpd1,0.9181901
MORN1,Morn1,0.91816777
NUDT9,Nudt9,0.91816694
SELENOK,Selenok,0.9181465
AMN1,Amn1,0.9181448
PROKR1,Prokr2,0.91810846
ARIH1,Arih1,0.9180786
SUCO,Suco,0.91807073
NIT2,Nit2,0.9180672
MDH1B,Mdh1b,0.91806555
ABCB9,Abcb9,0.9180563
C16orf96,Qrich2,0.91801494
NRSN2,Nrsn2,0.9179932
KMT5A,Kmt5a,0.9179676
UFM1,Ufm1,0.9179629
VPS18,Vps18,0.91794705
C22orf39,Gm28539,0.91793716
HCCS,Hccs,0.91790265
FAM184A,Fam184a,0.91788137
IL1RL1,Il1rl1,0.9178802
ACSL5,Acsl1,0.91786677
THOC1,Thoc1,0.91784275
THAP1,Thap1,0.91779774
TIMP3,Timp3,0.9177679
ATP13A3,Atp13a3,0.91775435
CCDC63,Ccdc63,0.91773516
B3GNT8,B3gnt8,0.9177138
PTP4A2,Ptp4a2,0.91770726
ECHDC1,Echdc1,0.9177056
MDM2,Mdm2,0.91770446
PDLIM2,Pdlim2,0.91769844
ACR,Acr,0.91768336
NFE2,Nfe2,0.9176696
UMAD1,Umad1,0.91763943
DPEP1,Dpep1,0.9175885
ANO10,Ano9,0.9175681
SPINT2,Spint2,0.9175468
ZNF507,Zfp507,0.91753733
DUS4L,Bcap29,0.91753244
NDUFS6,Ndufs6,0.9175273
MRE11,Mre11a,0.91749334
LAMB1,Lamb1,0.9174577
CD86,Cd86,0.91744566
IPPK,Ippk,0.91743755
GTPBP1,Gtpbp1,0.9174203
SFXN5,Sfxn5,0.91741705
MANF,Cdnf,0.9172899
NAGPA,Nagpa,0.9172137
KNG1,Kng1,0.9171918
TCF20,Tcf20,0.91718537
RNASE13,Rnase13,0.9171791
GLIPR1,Glipr1l2,0.9171638
BCL2L1,Bcl2l1,0.9171555
MEAK7,Meak7,0.9171476
GSDMD,Gsdmc3,0.9171343
EPGN,Epgn,0.91712266
VPS13B,Vps13b,0.91709876
ARHGEF26,Arhgef26,0.91709524
CCDC78,Ccdc78,0.91703576
OCIAD2,Ociad2,0.91703576
CSPP1,Cspp1,0.9170306
SUN1,Sun1,0.9170217
RNF215,Rnf215,0.9170022
EBF2,Ebf2,0.91691583
MPV17L2,Mpv17l2,0.91691464
RITA1,Rita1,0.91690516
ATRX,Atrx,0.9168877
ACACA,Acacb,0.9168864
PLAA,Plaa,0.9168834
GRK2,Grk2,0.91687673
PPAN,Ppan,0.9168678
FES,Fes,0.9168511
TDRD7,Tmod4,0.91684574
TASOR,Tasor,0.91682184
PLA2G2A,Pla2g2d,0.9168213
STMN4,Stmn4,0.9168197
LMF1,Lmf1,0.9167954
WARS2,Wars2,0.91676635
GPR146,Gpr146,0.91669124
MNS1,Mns1,0.916665
SH2D1A,Sh2d1a,0.91666245
PNN,Pnn,0.91664785
ZWILCH,Zwilch,0.91657716
ATP6V0E1,Atp6v0e2,0.9165768
CARD6,Card6,0.91656864
ZNRF2,Znrf2,0.9165656
DTNA,Dtna,0.91655785
KCNE3,Kcne3,0.91655135
MTNR1A,Mtnr1b,0.91654694
IFT81,Ift81,0.9164963
NPY,Npy,0.91649556
TMEM272,Clcf1,0.91649127
NOBOX,Nobox,0.9163604
C5,Hc,0.91634846
COL16A1,Col15a1,0.9163374
PRDX6,Prdx6,0.9163215
SLC26A7,Slc26a7,0.91629
GZF1,Gzf1,0.9162666
MPST,Mpst,0.91626376
DESI2,Desi2,0.91623
ASCC3,Ascc3,0.9162008
MSL3B,Msl3l2,0.91619015
C6orf120,1600012H06Rik,0.9161124
SERPINB11,Serpinb9g,0.9160329
NDUFA4,Ndufa4,0.9160285
SLC16A14,Slc16a14,0.9160277
MS4A15,Ms4a15,0.9159928
SLAMF6,Slamf6,0.91597235
NOL9,Nol9,0.915962
ELMOD2,Elmod2,0.915944
CLIC3,Clic3,0.9159337
PIGG,Pigg,0.9159073
PF4V1,Pf4,0.9159007
TNFSF10,Tnfsf10,0.91589695
UBXN7,Ubxn7,0.91588306
METTL13,Eef1aknmt,0.91586536
AFF3,Aff3,0.91583574
ARHGAP18,Arhgap18,0.9158272
L1TD1,L1td1,0.91582364
ZNF687,Zfp687,0.9158192
DPY30,Dpy30,0.91580385
COX8A,Cox8b,0.9157822
SMARCC1,Smarcc1,0.9157671
RDH5,Rdh5,0.91575354
TMEM131,Tmem131,0.91572744
DNAI1,Dnai2,0.9157221
LRRC4C,Lrrc4c,0.9157145
EHHADH,Ehhadh,0.9156914
SPATA9,Spata9,0.9156876
TMEM233,Tmem233,0.9156779
MVB12A,Mvb12a,0.9156764
MRI1,Mri1,0.91567564
GATA1,Gata1,0.91565824
COX6A2,Cox6a2,0.91564804
WRAP53,Wrap53,0.91560954
NEK11,Nek11,0.9156033
STRADB,Stradb,0.91559494
POLQ,Polq,0.91558886
ZEB1,Rreb1,0.9155508
MDH2,Mdh2,0.9154774
ERICH5,Erich5,0.9154598
ELOA,Eloa,0.91545707
ABCF3,Abcf3,0.9154498
TRBV10-3,Trbv13-3,0.9154235
PCDH1,Pcdh1,0.91541713
ZIC4,Zic4,0.91540974
MTF1,Mtf1,0.9154024
ZAN,Zan,0.915387
CLTA,Cltb,0.9153804
YME1L1,Yme1l1,0.9153627
GNL3,Gnl3,0.9152796
BAP1,Bap1,0.91525877
C8orf33,1110038F14Rik,0.9152542
PSMA5,Psma5,0.91525406
ENPP7,Enpp7,0.9152458
IL31,Il31,0.9152385
CBX7,Cbx7,0.9152377
KRTDAP,Krtdap,0.9152098
MMP23B,Mmp23,0.91520935
EIPR1,Eipr1,0.9151715
PARP1,Parp1,0.9151712
NSF,Nsf,0.91511965
TMEM161A,Tmem161a,0.9151131
PIP,Pip,0.915106
ZNF8,Zfp128,0.91510206
PRRC1,Prrc1,0.91509914
RAB33B,Rab33b,0.9150765
CASP8,Casp8,0.9150572
ACTL6B,Actl6a,0.915019
PKIB,Pkib,0.9150136
ZAR1,Zar1,0.9149957
ATP8B2,Atp8b2,0.91497236
USB1,Usb1,0.91494554
PLXDC1,Plxdc1,0.91493136
PLPP2,Plpp2,0.9149147
CALHM6,Calhm6,0.9148871
RARRES1,Rarres1,0.9148843
AREG,Areg,0.91487545
CR2,C4bp,0.9148565
S100A2,S100a6,0.9148333
PKM,Pkm,0.91479874
LRRC8E,Lrrc8e,0.9147629
FAM227B,Fam227a,0.9147618
TNKS1BP1,Tnks1bp1,0.9147606
CAPN13,Tle6,0.9147595
CCSER2,Ccser2,0.9147011
SEC22C,Sec22c,0.9146986
BECN1,Becn1,0.9146555
KIAA1549L,D430041D05Rik,0.9146536
ADGRV1,Adgrv1,0.9146284
EXT2,Ext2,0.9146007
SPATA32,Spata32,0.914586
TULP1,Tulp1,0.91454184
MFSD12,Mfsd12,0.914541
PSD,Arhgap23,0.91451836
TNFRSF17,Tnfrsf17,0.9144812
ZNF318,Zfp318,0.9144739
LNP1,Lnp1,0.91446906
CD34,Cd34,0.9144669
ALG6,Alg6,0.91445845
PGAP1,Pgap1,0.9144522
ZC3HC1,Zc3hc1,0.91444445
TRMT9B,Trmt9b,0.9144392
CCDC172,Ccdc172,0.9144103
TMEM61,Tmem61,0.9143742
HARS1,Hars,0.91437393
TRBV25-1,Trbv13-1,0.91435564
GAL3ST4,Gal3st4,0.91431475
PHKG1,Phkg1,0.9143066
POLR3B,Rfx4,0.9142907
HYAL1,Hyal1,0.91424996
MYO6,Myo6,0.914224
ECI1,Eci1,0.91421854
CARF,Carf,0.914218
MSH6,Msh6,0.91421276
NUDT6,Nudt6,0.9141842
CFAP206,Cfap206,0.9141801
LYPD1,Lypd1,0.91418004
ODF2L,Odf2l,0.91415375
TMEM165,Tmem165,0.9141464
MRC1,Mrc1,0.91413313
IRGC,Irgc1,0.9141027
BACE2,Bace2,0.9140785
HBP1,Hbp1,0.9140399
NRG2,Nrg2,0.91403407
UTY,Uty,0.9140141
SLC20A1,Slc20a1,0.91400087
ABCG4,Abcg4,0.9139995
NECAB2,Necab2,0.913997
PSMD8,Psmd8,0.91395766
ARAF,Raf1,0.9139312
TET2,Gm5591,0.91392964
ARL14,Arl14,0.9139137
GNPNAT1,Gnpnat1,0.9139092
NUBP2,Nubp2,0.91388404
WDR86,Wdr86,0.9138791
CARMIL3,Carmil2,0.913781
NEK8,Nek8,0.9137452
TMEM120B,Tmem120b,0.91369337
PACS1,Pacs1,0.91364723
RGMA,Rgmb,0.91364694
IL10RA,Ifnlr1,0.91363984
BCL2L15,Bcl2l15,0.91362077
TNR,Tnr,0.91361916
EIF4E1B,Eif4e1b,0.9136184
PWP1,Pwp1,0.9135593
PEX1,Pex1,0.9135229
TRPM6,Trpm6,0.9134689
PALB2,Palb2,0.91345423
CST11,Cst11,0.91340274
HAUS4,Haus4,0.9133979
LZTS2,Lzts2,0.91338414
LRRC43,Lrrc43,0.91335815
CLEC2D,Clec2e,0.91330147
TGFB1,Lefty2,0.91326916
DEFB125,Defb26,0.9132487
TSHR,Tshr,0.9132359
EXOSC5,Exosc5,0.91323483
SLC6A2,Slc6a12,0.9132109
GRB14,Grb14,0.91314507
ADAP1,Adap1,0.91314125
CLIP2,Clip2,0.91311884
NDUFV3,Ndufv3,0.91309446
TMEM237,Tmem237,0.913051
SLC1A1,Slc1a1,0.91305006
POU1F1,Pou1f1,0.9130448
TRAV17,Trav8d-1,0.91302824
CEP97,Cep97,0.9130169
WDR11,Wdr11,0.9130061
GALE,Gale,0.91299736
ZBTB22,Zbtb22,0.91298723
CNOT3,Cnot3,0.91295403
GABBR2,Gabbr2,0.9129185
DISP2,Disp2,0.9128775
PRDM15,Prdm15,0.9127937
IGLV3-9,Igkv4-58,0.9127913
TNFAIP3,Tnfaip3,0.9127876
CHAMP1,Champ1,0.9127847
SYNPO,Mical3,0.91278154
KIF13A,Kif28,0.91273725
DMAC1,Dmac1,0.91273016
HSBP1L1,Hsbp1l1,0.91269326
HERC6,Herc6,0.9126757
XPC,Xpc,0.91267127
AKIRIN1,Akirin1,0.912666
DPYSL3,Dpysl3,0.91265935
FAM83D,Fam83d,0.9126044
PRSS48,Prss48,0.91259485
CDKN2AIP,Cdkn2aip,0.91258067
TTLL4,Ttll4,0.91254586
MPPE1,Mppe1,0.91254246
PRSS41,Prss41,0.9125412
RAD21L1,Rad21l,0.9125265
PPP1R15A,Ppp1r15a,0.9125221
GNB2,Gnb4,0.9125104
KLHDC4,Klhdc4,0.91249573
DDN,Ddn,0.912477
TMEM127,Tmem127,0.9124211
NKX2-3,Nkx2-2,0.91241014
CALML5,Calm4,0.9124051
PLEKHM3,Plekhm3,0.91239333
KLHL33,Klhl33,0.91236734
GPANK1,Gpank1,0.9123325
NAA16,Naa16,0.91230816
BPTF,Bptf,0.91228884
SLC9A2,Lpin2,0.91228235
UNC13C,Pdzd2,0.9122652
ZSWIM3,Snx21,0.9122479
ZNF584,Zfp747,0.91223145
RECQL5,Recql5,0.91222733
CCT2,Cct2,0.91219777
IL11RA,Il11ra1,0.9121707
ZP1,Zp1,0.91210634
PLEKHA7,Rrp9,0.9121047
COMMD6,Commd6,0.91209364
CCDC57,Ccdc57,0.9120443
SPANXN3,4933409G03Rik,0.91203845
NIBAN1,Niban1,0.91203547
ZC3H14,Zc3h14,0.91197
ARGFX,Nanog,0.91196525
USP7,Usp7,0.9119647
ETNK1,Etnk1,0.91194016
ACCSL,Accs,0.91189235
ENDOV,Endov,0.91187024
PTPN4,Ptpn21,0.9118656
CD3G,Cd3g,0.9118595
MEP1B,Mep1b,0.91184443
PRKAR2A,Prkar2a,0.9118317
USPL1,Uspl1,0.91176903
ZCCHC13,Zcchc13,0.9117042
ALDH3A1,Aldh3a1,0.9116941
STRC,Strc,0.91169345
IGFBP3,Igfbp3,0.91167086
EIF2B4,Eif2b4,0.9116517
RNF216,Rnf216,0.91163343
USO1,Uso1,0.91162646
ANKRD49,Ankrd49,0.9116153
C1orf115,C130074G19Rik,0.9116136
SCFD1,Scfd1,0.91160226
PLET1,Plet1,0.9115955
KCNJ14,Kcnj14,0.91157645
ZNF330,Zfp330,0.9115406
STXBP4,Stxbp4,0.91153085
NPFFR1,Npffr1,0.91152793
FANCM,Fancm,0.9115254
ZNRF1,Znrf1,0.9115082
GSAP,Gsap,0.91149306
RASSF2,Rassf3,0.9114675
SLC29A4,Slc29a4,0.9114532
ARPP21,Arpp21,0.91144776
TESMIN,Pprc1,0.9114388
C5orf58,4930469K13Rik,0.91141343
AZGP1,H2-M9,0.91140634
TH,Th,0.91138184
GDF1,Gdf1,0.91137886
MISP3,Misp3,0.91135883
EFCAB2,Efcab2,0.91133875
OPTC,Optc,0.9113063
AMPD3,Ampd1,0.91128093
SMYD5,Smyd5,0.9112807
TPR,Tpr,0.911275
MDFI,Mdfi,0.9112398
YARS1,Yars,0.91123444
ATXN2,Atxn2,0.91123176
CEP126,Cep126,0.9111925
BDP1,Bdp1,0.9111832
PCDH17,Pcdh12,0.91115123
NARS1,Nars,0.9110626
H2AC14,H2al2a,0.9110346
OIP5,Oip5,0.9110033
DLX1,Phox2b,0.9110011
MAPKAP1,Mapkap1,0.9110006
GPT,Gpt,0.9109982
CFAP251,Wdr66,0.9109696
TRMT10A,Trmt10a,0.9109489
MCCC2,Mccc2,0.9108914
SLC15A2,Slc15a2,0.910884
PPP2R2C,Ppp2r2d,0.91085434
SRP14,Srp14,0.9108382
OSGIN1,Osgin1,0.9108273
EVA1A,Eva1a,0.9108258
SELENOS,Selenos,0.91082436
UCN3,Ucn3,0.9108234
CDK9,Cdk9,0.910818
TRIOBP,Triobp,0.9107397
COPS5,Cops5,0.9107346
PHKB,Phkb,0.91066325
FUBP3,Fubp3,0.9106527
AASDH,Aasdh,0.9106455
TBC1D14,Tbc1d14,0.91060126
CDH5,Cdh23,0.9105837
CLEC1B,Clec12b,0.91053206
KIF22,Kif22,0.91052955
CFAP97,Cfap97,0.91052157
GORAB,Gorab,0.91048723
KMT2E,Kmt2e,0.91047895
KXD1,Kxd1,0.9104611
TMEM38A,Tmem38a,0.91043067
PDE6D,Pde6d,0.9104217
CCL1,Ccl1,0.91039705
VWA5B1,Vwa5b1,0.91039675
GCG,Gcg,0.9102931
CXCL9,Cxcl9,0.9102906
APBA3,Apba3,0.9102785
TRBV19,Trbv19,0.91027325
XAB2,Xab2,0.9102452
DHX32,Dhx32,0.9101846
TRAV12-3,Trav7d-4,0.9101642
EMC9,Gm42421,0.9101302
SGF29,Sgf29,0.91010714
NFATC2IP,Nfatc2ip,0.91008407
CST5,Cst10,0.91006196
FCHO1,Fcho1,0.9100512
PPY,Ppy,0.91004264
TMTC4,Tmtc4,0.91004246
TBX19,Sft2d2,0.91003114
CDT1,Ctu2,0.91003096
TMEM170B,Tmem170b,0.9099999
GOLGB1,Cenpe,0.909993
MAPK13,Mapk13,0.9099784
DALRD3,Dalrd3,0.9099546
SENP3,Senp3,0.90993184
METTL15,Mettl15,0.9099166
KAT2B,Kat2b,0.9099145
C8orf82,C030006K11Rik,0.9098983
MTFR2,Mtfr2,0.9098608
DCAF16,1700129C05Rik,0.909855
ADAM10,Adam17,0.9098199
OLAH,Olah,0.9098076
VPS8,Vps8,0.9097578
PSTK,Pstk,0.9097314
ODF4,Odf4,0.909726
PKD1L2,Pkd1l2,0.90970117
ERI2,Eri2,0.9096838
GIMAP1,Gimap1,0.9096804
ZNF292,Arhgef40,0.90962124
KCNJ5,Kcnj9,0.9096155
BRCA1,Brca1,0.90961426
ADAM32,Adam1a,0.90959513
NARS2,Nars2,0.9095625
NMRK1,Nmrk1,0.9095568
DDX20,Ddx20,0.9095001
TM9SF2,Tm9sf2,0.90948576
DNAJC5B,Dnajc5g,0.9094522
TTC36,Ttc36,0.90943134
ELMO1,Elmo1,0.90942574
LAS1L,Las1l,0.90941936
DNAI7,Casc1,0.90941584
POLA2,Pola2,0.90941465
PEPD,Pepd,0.90939295
CD40,Cd40,0.9093851
ANKRD33,Ankrd33,0.9093805
PMF1,Cntrob,0.90937996
INAVA,Inava,0.9093671
LCLAT1,Lclat1,0.9093544
TLR4,Tlr7,0.90935004
USP2,Usp2,0.90930086
NUDT7,Nudt7,0.9092743
CCDC192,Ccdc192,0.90924174
PRKN,Prkn,0.9092266
FOXD1,Foxd1,0.9092246
ZNF740,Zfp740,0.9091986
KCTD13,Kctd13,0.90918916
UTP20,Utp20,0.9091878
CPT1B,Cpt1a,0.90918154
AP1AR,Ap1ar,0.9091541
SLC35B1,Slc35b1,0.9091485
NT5C3A,Nt5c3,0.90914446
NR3C1,Nr3c1,0.90913105
DMRT3,Dmrta1,0.90912604
REG4,Reg4,0.9091246
PIGV,Pigv,0.9091161
MRPL52,Mrpl52,0.9090661
PCDH18,Pcdh11x,0.90906453
COX7A2,Cox7a2,0.90904355
NGLY1,Ngly1,0.90902644
XPNPEP1,Xpnpep1,0.90902615
LMBRD1,Lmbrd1,0.909013
PATE4,Pate4,0.9090089
MCOLN1,Pkd2,0.9089641
TARS2,Tars2,0.908957
FBXO24,Fbxo24,0.9089391
COPS7B,Cops7a,0.9089036
FBLN2,Ltbp4,0.90885997
FAM170B,Fam170b,0.9088493
NEUROG2,Neurog2,0.9088331
BIK,Bik,0.9088269
IFNG,Ifng,0.9088199
FAM222B,Fam222b,0.9088075
ABI3BP,Abi3bp,0.9087836
EPDR1,Epdr1,0.90876687
TRPM5,Trpc2,0.9087365
EMD,Emd,0.908716
SPATC1L,Spatc1l,0.90867746
MTERF4,Mterf4,0.90867454
PKN2,Pkn2,0.9086683
COX7C,Cox7c,0.9086647
BGLAP,Bglap2,0.9086626
C2orf15,Ahctf1,0.9086458
PLEKHH2,Plekhh2,0.9085844
STAT2,Stat2,0.9085608
MRRF,Mrrf,0.90855587
LARP7,Larp7,0.9085174
VWA5B2,Vwa5b2,0.908503
GPC1,Gpc1,0.9084946
NPFFR2,Gpr19,0.90845615
FAM8A1,Fam8a1,0.90844864
NAA80,Naa80,0.90844077
AASS,Aass,0.9084363
CDK5RAP2,Cdk5rap2,0.9084006
ELMO3,Elmo3,0.9083852
ARRDC1,Arrdc1,0.9083819
SPSB1,Spsb4,0.90836555
NDUFB5,Ndufb5,0.9083622
RABIF,Rabif,0.90835935
LRIG2,Lrig2,0.9083442
DIXDC1,Dixdc1,0.9083153
MOCS1,Mocs1,0.90830374
IGLV3-22,Igkv17-127,0.9082992
NAPSA,Napsa,0.9082787
NT5C1B,Nt5c1b,0.9082675
GARIN1A,Fam71f2,0.9082325
ZC3H12D,Zc3h12d,0.9082123
SRPRA,Srpr,0.90820956
ZCCHC2,Zcchc2,0.9081724
ADI1,Adi1,0.908074
ANXA3,Anxa3,0.9080609
CDH22,Cdh22,0.90804845
SLC25A46,Slc25a46,0.90803593
SNX13,Snx13,0.9079731
CTSA,Ctsa,0.90796554
EMG1,Emg1,0.90796447
TMED5,Tmed5,0.90793675
GNAI1,Gnai2,0.90793544
MARS1,Mars1,0.90792745
CYB561D2,Cyb561d2,0.90791893
FASLG,Fasl,0.9078831
CELSR1,Celsr2,0.90787804
FERMT2,Fermt2,0.90782565
STIL,Stil,0.90780365
PIN4,Pin4,0.90779144
MMP12,Mmp12,0.90777904
UVSSA,Uvssa,0.9077706
RTP4,Rtp4,0.9077476
ABCC3,Abcc6,0.90773755
BCLAF3,Bclaf3,0.90773505
CABCOCO1,Cabcoco1,0.9076997
GGT6,Ggt6,0.9076582
TRAT1,Trat1,0.907657
CWC27,Cwc27,0.907633
YRDC,Yrdc,0.90763044
PNLDC1,Pnldc1,0.9076282
DAPK1,Dapk1,0.90761316
MBTPS2,Mbtps2,0.90761167
CHRNG,Chrng,0.9075898
KIAA1328,AW554918,0.90756345
TMIGD3,Tmigd3,0.9075251
ASPSCR1,Aspscr1,0.90752083
A2ML1,Gm7298,0.9075037
NMRAL1,Nmral1,0.90748304
IPMK,Ipmk,0.9074658
PBDC1,Pbdc1,0.9073259
PODXL2,Podxl2,0.9073141
SERPING1,Serping1,0.9072972
CCDC195,Gm45261,0.90729207
SLC35B2,Slc35b2,0.90729153
TLE5,Gli2,0.90724564
INSR,Insr,0.9072383
NME6,Nme4,0.9072362
SKA1,Ska1,0.90723413
TTC38,Naa25,0.90717316
MRTFB,Mrtfb,0.9071515
SLC2A9,Slc2a9,0.9071364
EFCAB10,Efcab10,0.90710944
LY9,Ly9,0.9070719
SLC3A2,Slc3a2,0.9070131
COLQ,Colq,0.90698993
CPSF3,Ints11,0.9069215
ERMN,Ermn,0.9069191
ERLIN1,Erlin1,0.9069081
ILK,Ilk,0.9068743
SERPINF1,Serpinf1,0.90686804
CLCF1,Ctf2,0.9068625
APOM,Apom,0.9068422
MS4A1,Ms4a1,0.9068206
TAPBPL,Tapbpl,0.9067948
IKBIP,Ikbip,0.906764
CRAT,Cpt2,0.90675664
RPP14,Rpp14,0.9067517
CRISPLD1,Crispld1,0.90675145
TMX1,Tmx1,0.9067514
PNPLA8,Pnpla8,0.906716
PARP10,Parp10,0.9066797
LYPD2,Lypd2,0.90667224
PELP1,Pelp1,0.90667015
IGHV3-15,Ighv10-1,0.9066625
RTN4IP1,Rtn4ip1,0.90664685
C11orf71,A730009L09Rik,0.90664655
EIF4G2,Eif4g2,0.9066416
DHRS2,Dhrs4,0.9066381
NHEJ1,Nhej1,0.9066298
GRWD1,Grwd1,0.9066151
OTULINL,Otulinl,0.90658826
AGPAT1,Agpat1,0.90657175
AP4M1,Ap4m1,0.9065504
PDPN,Pdpn,0.906536
TOPORS,Ndufb6,0.9065139
ANTKMT,Antkmt,0.9065099
RBBP6,Rbbp6,0.90645295
TSPYL5,Tspyl5,0.9064516
P3R3URF,P3r3urf,0.90644175
TMEM25,Tmem25,0.90643483
CD2,Cd2,0.9064051
LSM2,Lsm3,0.9063847
PFDN4,Pfdn4,0.90631783
VAC14,Vac14,0.90631175
ERGIC1,Gabrb3,0.9062828
TBK1,Tbk1,0.9062761
DNASE1L1,Dnase1l1,0.9062732
C2orf88,1700019D03Rik,0.90625733
PHF24,Phf24,0.9062468
LARP6,Slc4a2,0.90624595
TEKT2,Tekt2,0.90624386
STARD3,Stard3,0.9062236
S100A8,S100a8,0.90622246
SV2B,Sv2b,0.9061717
MTMR1,Mtmr1,0.90615153
TRAV12-1,Trav7-6,0.90604174
AP1G1,Ap1g2,0.9060247
NKRF,Steep1,0.9060114
TMEM169,Tmem169,0.9060109
CAPRIN2,Caprin2,0.9060075
PHLDA2,Phlda3,0.9059878
HRH4,Hrh4,0.90596193
LIMD1,Limd1,0.90594596
ORAI1,Orai1,0.9058954
ALKBH4,Alkbh4,0.9058853
RNASE8,Ear6,0.9058457
CXCL12,Cxcl12,0.90580803
MAGEB6B,Mageb4,0.90579855
CCDC60,Ttc6,0.90576863
SLC25A38,Slc25a38,0.9057561
DNAJB5,Dnajb4,0.90575397
PLD2,Pld2,0.90572387
UBE3B,Ube3b,0.90568155
ABITRAM,Abitram,0.9056477
DPPA4,Dppa2,0.9056404
GK3,Nagk,0.90563726
CUL2,Cul2,0.90562797
GEN1,Gen1,0.9056165
NECTIN3,Nectin3,0.9055976
PEX14,Pex14,0.9055847
EPHB6,Ephb6,0.9055255
C19orf84,Gm38999,0.905488
TAF3,Taf3,0.90544957
DNAJC14,Dnajc14,0.9054491
FBF1,Mrpl38,0.90541047
SOCS6,Socs6,0.90539217
HS1BP3,Hs1bp3,0.9053795
TRAJ38,Traj38,0.90537673
TTK,Wdpcp,0.90536624
IZUMO4,Izumo4,0.90531075
THUMPD2,Thumpd2,0.9052838
ATOH8,Atoh8,0.90525484
ISL2,Isl2,0.9052397
IGLV4-3,Igkv6-29,0.9052388
FAM135B,Fam135b,0.905203
VAMP8,Vamp8,0.9052004
RASGRP3,Rasgrp3,0.90509635
NDOR1,Ndor1,0.9050891
PPP6R1,Ppp6r1,0.9050732
IDH2,Idh2,0.9050573
HSPA12B,Hspa12a,0.90503204
ABCB6,Abcb6,0.90497357
BLTP3A,Uhrf1bp1,0.90496224
APH1A,Aph1a,0.9049616
DEFB121,Defb45,0.9049345
CATIP,Catip,0.9049221
C7orf50,3110082I17Rik,0.904916
GOLGA3,Pde4dip,0.90489805
CLEC1A,Clec1a,0.90487784
TRAV16,Trav6n-6,0.9048553
TRMU,Trmu,0.9048522
C15orf61,A930002H24Rik,0.90483505
HMGCR,Hmgcr,0.90483487
DOK1,Dok3,0.90481323
KATNAL1,Katnal1,0.9047782
ADCYAP1,Adcyap1,0.9047652
METAP1,Metap1,0.9047395
RBM5,Rbm5,0.90473217
GPAT2,Gpat2,0.9047138
DUSP2,Dusp2,0.90468943
MYNN,Mynn,0.9046832
MCM7,Mcm7,0.9046751
TEX9,Tex9,0.90466976
CHAF1B,Chaf1b,0.90466434
JMJD6,Jmjd6,0.9045934
DCAF8L2,Dcaf8l,0.9045877
FRMD7,Frmd7,0.9045702
NOX4,Nox4,0.9045701
OAZ2,Oaz2,0.90456325
DUXB,Obox3,0.9045453
GIMAP6,Gimap3,0.90452015
RINL,Rinl,0.9045055
KCNQ2,Kcnq2,0.9044844
LIAS,Lias,0.90444124
SPATA6L,Spata6,0.90439934
THRB,Thrb,0.90439045
RPS6KA6,Rps6ka3,0.9043459
C7orf25,AW209491,0.9043387
ADM,Adm,0.9042805
FOXQ1,Foxq1,0.9042599
TRAV34,Trdv1,0.90425384
SRBD1,Srbd1,0.9042431
GON7,Gon7,0.9042147
KPNA7,Kpna7,0.9042039
TBC1D10A,Tbc1d10a,0.904194
FUT3,Fut4,0.90414184
CCN1,Ccn1,0.9041367
RAB35,Rab35,0.90412825
C17orf99,6030468B19Rik,0.9041213
TERF2IP,Terf2ip,0.9041023
ABCA12,Abca12,0.904096
CTRC,Cela3a,0.904093
PNKP,Pnkp,0.90408146
DEFB129,Defb23,0.9040319
SLC25A39,Slc25a39,0.9040259
PDZK1IP1,Pdzk1ip1,0.904009
PRR27,Prr27,0.9039921
TRIM67,Trim67,0.90395576
PSME2,Psme2,0.9039053
MRGPRE,Mrgpre,0.90388775
TRAV41,Trav13n-4,0.90384525
SLC39A6,Slc39a6,0.90382665
WDR31,Wdr31,0.9038262
ERI1,Eri1,0.9038144
RNF212,Rnf212b,0.9037848
COX6C,Cox6c,0.9037583
RUBCNL,Rubcnl,0.9037468
ULBP3,Raet1d,0.90374357
TXNDC16,Txndc16,0.9036455
CD28,Cd28,0.903637
C2orf68,0610030E20Rik,0.9036128
MUC15,Muc15,0.9036056
AIMP1,Aimp1,0.9035189
C1orf52,2410004B18Rik,0.9035177
TNFRSF19,Tnfrsf19,0.90349364
DXO,Dxo,0.9033751
ALDH18A1,Aldh18a1,0.9033629
TRIM7,Trim7,0.90334916
LYL1,Olig1,0.9033471
SCAP,Scap,0.90334594
TNF,Tnf,0.90333605
RHAG,Rhag,0.9033319
