rhesus_macaque gene name,human gene name,correlation
RUSF1,RUSF1,0.9275576
OSGEP,OSGEP,0.927545
ATF5,ATF5,0.9275385
SNU13,SNU13,0.9275185
G6PC2,G6PC2,0.927518
TMTC3,TMTC3,0.9275164
PHKB,PHKB,0.92749226
RPS6KA4,RPS6KA4,0.92747927
CGA,CGA,0.9274754
REXO2,REXO2,0.92746484
C14H11orf58,C11orf58,0.9274592
NEMF,NEMF,0.9274507
ATP6AP1,ATP6AP1,0.92741466
ATRAID,ATRAID,0.9273955
OSCP1,OSCP1,0.9273841
ABCC4,ABCC4,0.927384
ESCO2,ESCO2,0.9273784
AWAT2,AWAT2,0.9273758
IFNAR2,IFNAR2,0.9273749
AQP3,AQP3,0.92737085
ADAM33,ADAM33,0.9273699
FCER1G,FCER1G,0.92732847
PGP,PGP,0.9273077
SLCO6A1,SLCO6A1,0.92730194
FCRLB,FCRLB,0.9272816
CDPF1,CDPF1,0.92727137
BLK,HCK,0.9272627
NR2C2AP,NR2C2AP,0.92724884
POU2F1,POU2F1,0.9272457
NIBAN1,NIBAN1,0.9271901
UROD,UROD,0.9271732
BCL2L14,BCL2L14,0.92715114
SETD1B,SETD1B,0.9271334
C1H1orf185,C1orf185,0.92713016
ANKFY1,ANKFY1,0.92712736
GDAP1,GDAP1,0.9271008
SEC61B,SEC61B,0.9270984
P2RX3,P2RX5,0.9270505
IGHV3-49,IGHV3-49,0.927045
HERC4,HERC4,0.9270219
U2AF1L4,U2AF1,0.9270198
CYP27A1,CYP11B1,0.9269915
PCMT1,PCMT1,0.9269809
STX5,STX5,0.9269672
ZBP1,ZBP1,0.92696327
GRINA,GRINA,0.9269163
STAC,STAC,0.92691284
TCAIM,TCAIM,0.926896
CBFB,CBFB,0.92685926
CHRAC1,CHRAC1,0.9267809
SH3BP5,SH3BP5,0.9267558
METTL5,METTL5,0.92674875
COPS8,COPS8,0.92673427
FHOD3,FHOD3,0.92668927
VWA5B1,VWA5B1,0.9266771
PDLIM2,PDLIM2,0.9266149
SLC41A3,SLC41A1,0.92658097
PTPRQ,PTPRQ,0.9265772
PLET1,PLET1,0.9265628
ZNF704,ZNF704,0.9265336
GKAP1,GKAP1,0.926532
CUEDC1,CUEDC1,0.9265239
MSN,MSN,0.92649263
KCTD13,KCTD13,0.9264172
TOB2,TOB2,0.92641103
PPCS,PPCS,0.92638797
HSD3B7,HSD3B7,0.92638004
MAL2,MAL2,0.92634577
LARS2,LARS2,0.926337
NOTUM,NOTUM,0.9263158
ORMDL2,ORMDL2,0.9262797
ARID1B,ARID1B,0.92626756
SF1,SF1,0.92626053
VEZF1,VEZF1,0.9262538
NAP1L4,NAP1L4,0.9262255
PLXNB2,PLXNB2,0.92621994
SAMHD1,SAMHD1,0.9262178
CPQ,CPQ,0.92620677
JAZF1,JAZF1,0.9261837
C1QTNF6,C1QTNF6,0.92618334
MAP9,MAP9,0.9261442
MMP15,MMP15,0.9261188
MESP2,MESP2,0.9260871
B3GNT4,B3GNT4,0.92608404
FAM83E,FAM83E,0.9260579
PSMD11,PSMD11,0.92604923
ANGPTL4,ANGPTL4,0.9260289
PHACTR4,PHACTR4,0.9260256
RADIL,RADIL,0.9259597
FBXO25,FBXO25,0.92593783
DPAGT1,DPAGT1,0.92591417
KLHL28,KLHL28,0.92587996
NR1H3,NR1H3,0.9258761
DHPS,DHPS,0.9258713
KCNN2,KCNN2,0.9258172
PSMC3,PSMC3,0.9258155
ARSJ,ARSJ,0.92581046
DLGAP2,SSH2,0.92577296
DLD,DLD,0.9257568
MCUR1,MCUR1,0.92574173
PXMP2,PXMP2,0.92572296
SNX7,SNX7,0.9257228
EIF4G2,EIF4G2,0.92571986
CASC3,CASC3,0.9257197
KCNQ1,KCNQ1,0.9257162
KLK12,KLK12,0.92570317
ZSCAN18,ZSCAN18,0.9256943
KIFC3,KIFC3,0.92568076
PABPC1L,PABPC1L,0.92567194
PTPN18,PTPN18,0.92564344
GPR19,GPR19,0.92560077
SAMD12,SAMD12,0.92558336
SEPTIN10,SEPTIN4,0.92555344
UBE2U,UBE2U,0.9255531
ZFYVE19,ZFYVE19,0.92554474
VPS4B,VPS4B,0.9255152
CCNE2,CCNE2,0.9255052
DPH2,ATP6V0B,0.92550284
TTI1,TTI1,0.92549455
ATL2,ATL2,0.92543715
MICAL2,MICAL2,0.92539597
SNX29,SNX29,0.9253942
CCDC197,CCDC197,0.92537206
ABCC5,ABCC5,0.92535174
DNAJA2,DNAJA2,0.9253479
RHPN2,RHPN2,0.92532396
DMRT3,DMRT1,0.92532057
NGLY1,NGLY1,0.92531925
GIT1,GIT1,0.9252874
ITK,ITK,0.92524415
PGPEP1L,PGPEP1L,0.9252395
KLHL10,KLHL10,0.92517126
TNFRSF1A,TNFRSF1A,0.9251468
PHF8,PHF8,0.9250888
SARM1,SARM1,0.92506194
ELF1,ELF1,0.9250446
PRSS51,PRSS51,0.9250308
FHIP2A,FHIP2A,0.92502373
BNIP1,BNIP1,0.92500913
CCDC186,CCDC186,0.92500514
ACTR8,ACTR8,0.9250023
ARMC7,ARMC7,0.9249814
ZNF429,ZNF107,0.9249693
ENGASE,ENGASE,0.9249513
PSD2,PSD2,0.9249178
SPIDR,SPIDR,0.9248878
FAM98C,FAM98C,0.9248747
MTHFD1L,MTHFD1L,0.9248681
PML,PML,0.9248249
CAPN15,CAPN15,0.92482394
ASPDH,ASPDH,0.92482066
GUCY2F,GUCY2F,0.92481834
MGME1,MGME1,0.92481005
SREK1,SREK1,0.924764
NCOA7,NCOA7,0.924763
TRBV23-1,TRBV23-1,0.9247613
BRD10,KIAA2026,0.92476076
C3H7orf50,C7orf50,0.92475015
HGF,HGF,0.92474544
CHD3,CHD3,0.9247357
TTC32,TTC32,0.92470765
BACE2,FAM3B,0.9247059
INTS11,INTS11,0.92470545
AVPR2,AVPR2,0.9246921
SH3BP1,SH3BP1,0.92468035
SAMD5,SAMD5,0.9246739
CCDC106,CCDC106,0.9246609
MRPS18B,MRPS18B,0.92464596
CALCOCO1,CALCOCO1,0.9246246
SCAI,SCAI,0.92457604
HRH1,HRH1,0.9245591
S100A10,S100A10,0.9245579
CENPS,CENPS-CORT,0.92454714
APOBEC3H,APOBEC3H,0.92453825
ALK,ALK,0.92453414
ZC3H3,ZC3H3,0.9245289
NDUFAF7,NDUFAF7,0.9244951
GUSB,GUSB,0.9244782
ABI2,ABI2,0.9244485
AMOTL1,AMOTL1,0.92443436
CPB1,CPB1,0.9243895
SQSTM1,SQSTM1,0.9243632
YAE1,YAE1,0.9243631
CLDND2,CLDND2,0.9243529
TMIGD2,TMIGD2,0.924339
TOR3A,TOR3A,0.9243308
RIC8A,RIC8A,0.92432225
GLI4,ZNF775,0.92432207
ENTPD3,ENTPD3,0.92432016
CUTA,CUTA,0.9243028
MYCBP,MYCBP,0.92430216
VPREB1,VPREB1,0.9242876
CMKLR2,CMKLR2,0.9242853
CD82,CD82,0.9242607
C16H17orf50,C17orf50,0.9242523
CLPTM1,CLPTM1,0.92425084
GINM1,GINM1,0.92424625
PLCD3,PLCD3,0.92423964
ADCY9,ADCY9,0.9242141
MS4A8,MS4A8,0.9242013
SEMA3E,SEMA3E,0.9241924
UBR4,UBR4,0.9241861
CDHR3,CDHR3,0.9241642
TMEM91,BCKDHA,0.924159
SGF29,SGF29,0.92409414
TINAG,TINAG,0.92408544
HMCN1,HMCN1,0.9240813
ST18,ST18,0.9240663
PNRC2,PNRC1,0.9240556
CDK16,CDK16,0.9240333
RBP1,NMNAT3,0.9240219
OLAH,OLAH,0.9240161
TRAIP,TRAIP,0.9240067
STK31,STK31,0.92399704
SPSB2,SPSB2,0.92399114
ARL6IP5,ARL6IP5,0.92398375
BRDT,BRDT,0.92397135
TSPOAP1,TSPOAP1,0.9239645
DARS1,DARS1,0.92396253
RNF7,RNF7,0.92396235
DEFB112,DEFB112,0.92395246
ANPEP,ANPEP,0.92390966
C20H16orf86,C16orf86,0.9239086
SLFNL1,SLFNL1,0.9239027
CHTF18,CHTF18,0.923856
PDE1B,PDE1B,0.92382705
COX16,SYNJ2BP,0.9238086
PRPF40B,PRPF40B,0.92380244
C17H13orf46,C13orf46,0.9237986
BLOC1S6,BLOC1S6,0.923793
GOLGA5,GOLGA5,0.92377746
TMEM258,TMEM258,0.9237534
PRKN,PRKN,0.9237082
CXADR,CXADR,0.92369807
MAP6D1,ZNF468,0.9236972
STIMATE,MUSTN1,0.9236838
AMPD1,AMPD1,0.92367
KASH5,KASH5,0.9236389
HIRA,HIRA,0.92361534
SLC7A6OS,SLC7A6OS,0.9235776
PIGQ,PIGQ,0.923565
MMP16,MMP16,0.9235631
PRDM4,PRDM4,0.9235501
RESF1,RESF1,0.9235131
CLEC19A,CLEC19A,0.92350465
EPS8L3,EPS8L3,0.9234701
MPL,MPL,0.9234586
MACROD2,MACROD2,0.92345744
CHRD,CHRD,0.92345524
BRI3,BRI3,0.9234492
YIF1A,YIF1A,0.92343295
TPP1,TPP1,0.92341095
USP21,USP21,0.9233994
SGMS2,SGMS2,0.92339814
SUPT4H1,SUPT4H1,0.92339283
BOLA3,BOLA3,0.9233415
SEMA4G,SEMA4G,0.92334074
TTLL4,TTLL4,0.9233371
YBEY,YBEY,0.9232611
CCKBR,CCKBR,0.92325026
DGLUCY,DGLUCY,0.9232435
SPX,SPX,0.9232367
RNF144A,RNF144A,0.92323124
MFN2,MFN2,0.9232291
TOX3,TOX3,0.9232114
RTL9,RTL9,0.9231973
UBE2V1,PEDS1,0.923173
RND1,RND1,0.9231707
SCNN1D,SCNN1D,0.9231666
SPOCD1,SPOCD1,0.9231518
P4HB,P4HB,0.9231356
SIGMAR1,SIGMAR1,0.92313224
SMAD3,SMAD3,0.92312336
E2F5,E2F5,0.92309296
BCAR1,BCAR1,0.9230865
ZNF641,ZNF641,0.9230781
DTYMK,DTYMK,0.9230738
RPTOR,RPTOR,0.923061
NUP42,NUP42,0.92303175
FN3KRP,FN3KRP,0.9229558
OXSM,OXSM,0.92294765
LIAS,LIAS,0.9229408
TDP1,TDP1,0.92293805
TTC23,TTC23,0.9229202
GATA4,GATA4,0.9228969
GPAA1,GPAA1,0.92288333
ZC3H12A,ZC3H12A,0.922857
BPI,BPI,0.9228569
GAL3ST1,GAL3ST1,0.92282975
C1H1orf35,C1orf35,0.9228266
ARL14,ARL14,0.92282206
ARL13B,ARL13B,0.92277527
HEATR5B,HEATR5B,0.922766
NKX6-1,NKX6-1,0.9227631
GHRHR,VIPR2,0.9227553
TMEM97,TMEM97,0.9227329
PLCG1,PLCG1,0.92270756
LINC02914,FAM174B,0.9226988
SLC12A4,SLC12A4,0.9226825
UGDH,UGDH,0.92261976
MTMR10,MTMR10,0.92259586
FGD6,FGD6,0.9225927
CTDP1,CTDP1,0.92258877
CHM,CHM,0.9225803
COL4A3,COL4A3,0.9225438
ATP5MC2,ATP5MC2,0.92254287
MLH3,MLH3,0.92254037
LACC1,LACC1,0.92246544
TACC2,ARHGEF35,0.92245704
LIPG,LIPG,0.9224454
SEC14L5,SEC14L5,0.9223923
TBCK,TBCK,0.92236334
BDP1,BDP1,0.9223326
NANS,NANS,0.9223263
PRR30,PRR30,0.9223173
GRK6,GRK6,0.9222698
DNAJC12,DNAJC12,0.92225266
MAPKAPK5,MAPKAPK5,0.92224795
C9H10orf67,C10orf67,0.922246
SEZ6,SEZ6,0.9222393
PCNX1,PCNX1,0.9222305
CHID1,CHID1,0.92222625
SYNPR,SYNPR,0.9221785
SOD2,SOD2,0.92217445
EIF2A,EIF2A,0.9221716
HMGN5,HMGN5,0.92216814
CYBC1,CYBC1,0.92213476
GABRP,GABRP,0.9221292
CHPT1,CHPT1,0.92212576
LRRK1,LRRK1,0.92208844
SERPING1,SERPING1,0.9220668
TYRO3,TYRO3,0.92204934
STEEP1,STEEP1,0.9220474
ACSBG1,ACSBG2,0.9220304
KIAA1755,KIAA1755,0.9219788
MIER3,MIER3,0.9219739
RDH11,RDH14,0.92195684
CIMIP3,GUCA1ANB,0.9219297
NSMCE2,NSMCE2,0.9219152
MORN1,MORN1,0.9218997
NELFA,NELFA,0.9218903
CCNY,CCNY,0.9218719
FMO3,FMO3,0.9218364
TUBGCP4,TUBGCP4,0.9218224
OAZ1,OAZ1,0.92178255
DALRD3,DALRD3,0.9217472
RDM1,RDM1,0.9217453
ATF7IP,ATF7IP,0.92168856
RHOT1,RHOT1,0.92168796
DHCR24,DHCR24,0.9216789
COPRS,COPRS,0.92166513
M6PR,M6PR,0.9216487
NPDC1,NPDC1,0.9216434
APCDD1L,APCDD1L,0.92162704
MYL7,MYL7,0.9216115
RALBP1,RALBP1,0.92160577
FAIM2,BCDIN3D,0.9216027
PPM1A,PPM1A,0.92159826
CFAP57,CFAP57,0.9215838
POU6F1,POU6F1,0.9215783
CDH5,CDH5,0.9215744
SMARCB1,SMARCB1,0.92147166
MFAP3,MFAP3,0.92146
PHF14,PHF14,0.92144716
SGSM3,SGSM3,0.9213877
CALY,CALY,0.9213765
KCNC1,KCNC1,0.921366
ESM1,ESM1,0.92134416
CKAP2,CKAP2,0.9213242
CEP128,CEP128,0.9213084
C2H3orf52,C3orf52,0.92129683
LGI1,LGI1,0.92125183
NCLN,NCLN,0.9212388
YY1,YY2,0.9212107
C15H9orf153,C16orf46,0.9212086
TOMM20L,TOMM20L,0.92113847
CRYBG1,CRYBG1,0.9211118
NOL11,NOL11,0.92109513
BLOC1S2,BLOC1S2,0.92108667
CPM,CPM,0.9210853
ELAC1,ELAC1,0.92106956
UTP15,UTP15,0.9210585
EGLN2,EGLN2,0.9210536
SLC16A7,SLC16A7,0.9210204
APPL2,APPL2,0.9209859
SLC35B1,SLC35B1,0.9209848
STAB1,STAB1,0.9209572
FXYD3,FXYD3,0.9209564
KLF17,KLF17,0.920935
P4HA2,P4HA2,0.9209242
ACADM,ACADL,0.9208905
RPS3,RPS3,0.92087495
GPSM3,GPSM3,0.92085874
OSGIN1,OSGIN1,0.92083955
CCDC9,CCDC9,0.9208376
TMEM160,TMEM160,0.9208254
GTF2E2,GTF2E2,0.9208179
HEATR5A,HEATR5A,0.9207952
CMAS,CMAS,0.92079425
IGHV3OR16-10,IGHV3-48,0.92079306
MAMU-DOA,HLA-DQA2,0.9207915
ZEB2,ZEB2,0.92078376
PACS1,PACS1,0.9207738
ALDH16A1,ALDH16A1,0.92073786
GTPBP4,GTPBP4,0.92066103
PI4KA,PI4KA,0.92061776
DDX20,DDX20,0.92061317
AMOTL2,AMOTL2,0.9206014
SCML2,SCML2,0.92059875
BTBD1,BTBD1,0.92057943
RFC1,RFC1,0.920579
FADS1,FADS1,0.92055416
USP1,USP1,0.9205437
EMP1,EMP1,0.9204745
IQGAP1,IQGAP1,0.92044234
SETD7,SETD7,0.92043096
ARMCX2,ARMCX2,0.9204138
UBE2K,UBE2K,0.9203854
MKLN1,MKLN1,0.9203799
MRPL51,MRPL51,0.9203685
EMD,EMD,0.9203594
KCNH8,KCNH8,0.92034763
R3HDM4,R3HDM4,0.9203404
TFDP2,TFDP2,0.92032427
USP50,USP50,0.92031443
UBE2S,UBE2S,0.9203139
ARHGEF33,ARHGEF33,0.92030567
EML1,EML2,0.920304
CSNK1E,CSNK1E,0.9202903
SEC23A,SEC23A,0.9202273
FCSK,FCSK,0.9201827
NACC1,NACC1,0.9201798
USP11,USP11,0.920175
AKAP1,AKAP1,0.9201678
YAF2,YAF2,0.9201446
CREBRF,CREBRF,0.9201097
PKD1,PKD1,0.9201075
CNDP1,CNDP2,0.920105
TEX9,TEX9,0.92007494
ATL1,ATL1,0.92004013
GRHPR,GRHPR,0.92002887
AP2A1,AP2A1,0.9199916
FNDC3B,FNDC3B,0.91995037
DOK4,DOK4,0.91993827
SNAI2,SNAI2,0.91990614
NOL4L,NOL4L,0.9198987
RPS2,RPS2,0.9198519
YKT6,YKT6,0.9198415
PTPN9,PTPN9,0.91984093
SDC1,SDC1,0.9198012
AKTIP,AKTIP,0.9197999
WDR73,WDR73,0.91977394
FEZ1,FEZ1,0.91976357
DNAJC1,DNAJC1,0.91975063
TAF9,CCDC125,0.9197472
FGF11,FGF11,0.9197426
ERGIC2,ERGIC2,0.9197209
CD7,CD7,0.91971654
SHD,SHD,0.9197093
TRIM11,TRIM11,0.9197033
GCSH,GCSH,0.91969115
TEKT2,TEKT2,0.919663
CCNB1IP1,CCNB1IP1,0.9196582
MFNG,MFNG,0.9196042
CCNK,CCNK,0.9195434
TRAV2,TRAV2,0.91950625
SLC9A2,SLC9A2,0.9195022
RPS6KL1,RPS6KL1,0.9194907
ZFTA,ZFTA,0.91948396
MPPED2,MPPED2,0.91947144
ANKRD7,ANKRD7,0.91947085
RBPJ,RBPJ,0.9194599
ND4L,MT-ND4L,0.91945565
TRAPPC11,TRAPPC11,0.9194519
SCG3,SCG3,0.9194502
ZBTB9,ZBTB9,0.91940534
ICE1,ICE1,0.91939974
RELB,RELB,0.91937304
JAM3,JAM3,0.9193594
SF3A2,SF3A2,0.9193403
DAP3,DAP3,0.91933
MRPS18C,MRPS18C,0.9193135
CCNL1,CCNL1,0.9192561
C18H18orf21,C18orf21,0.91924024
KPNA3,KPNA3,0.9192207
APOB,APOB,0.9192111
KIAA0319L,KIAA0319L,0.9191913
C6H5orf24,C5orf24,0.91919047
GGCX,GGCX,0.9191405
ZMYM4,ZMYM4,0.91913193
AGXT2,AGXT2,0.91908395
TSPAN3,TSPAN3,0.9190739
NDUFS7,NDUFS7,0.91904056
PRR11,PRR11,0.91900617
THAP2,THAP2,0.91900474
CEP76,CEP76,0.9189274
IFRD1,IFRD1,0.91888356
XCL1,XCL1,0.9188792
TMEM123,TMEM123,0.9188382
ALLC,COLEC11,0.9188254
QRICH2,QRICH2,0.9188166
ST8SIA4,ST8SIA4,0.9188033
CYP20A1,CYP20A1,0.9187837
RNF112,RNF112,0.9187822
TUBE1,TUBE1,0.91868293
MGAT4D,MGAT4D,0.9186376
TCEA1,TCEA1,0.91861725
SOS2,SOS2,0.9186106
SNAPC2,SNAPC2,0.91859573
SUMF2,GPR182,0.91855973
NOP10,NOP10,0.9185456
C16H17orf78,C17orf78,0.9185304
GLI3,GLI3,0.9185275
MOGAT1,MOGAT1,0.91852653
AP1G2,AP1G2,0.9185186
SHLD2,SHLD2,0.9184991
PACRG,PACRG,0.91847646
RNF157,RNF157,0.9184759
C3,C3,0.91845405
SLC4A11,SLC4A11,0.91844803
SMPD4,SMPD4,0.91844606
TUT4,TUT4,0.91844565
VWF,TECTA,0.9184353
ANAPC11,ANAPC11,0.9184069
NAA60,NAA60,0.9183878
SDR39U1,SDR39U1,0.91834444
AAGAB,AAGAB,0.9183437
SNX6,SNX6,0.9182926
ABCB5,ABCB5,0.918292
RAB27A,RAB27B,0.91827947
SCN4B,SCN4B,0.9182684
POLM,POLM,0.9182662
CCDC33,CCDC33,0.91825515
MDH2,MDH2,0.91825515
DHRS3,DHRS3,0.9182183
MT3,MT3,0.91818947
NMNAT1,NMNAT1,0.91818744
LCOR,LCOR,0.91817534
RHBDF1,RHBDF1,0.9181232
KATNAL1,KATNAL1,0.9181189
DHX57,DHX57,0.91811454
SUGP1,SUGP1,0.9181012
SNURF,SNURF,0.9180569
ARMC6,ARMC6,0.91805327
THAP4,THAP4,0.91804916
CCNF,CCNF,0.9180437
ATP13A5,ATP13A5,0.9180433
EXT2,FUT10,0.9180362
L3HYPDH,L3HYPDH,0.9180264
CENPM,CENPM,0.9180152
SEPTIN2,SEPTIN2,0.91801465
GSS,GSS,0.9180102
ARHGAP28,ARHGAP28,0.9179852
ABCC9,ABCC9,0.9179836
ZCWPW2,ZCWPW2,0.9179798
ADGRL4,ADGRL4,0.9179301
AKAP6,AKAP6,0.91791695
BPHL,BPHL,0.91791266
CLIP2,CLIP2,0.9178634
BLZF1,BLZF1,0.9178495
CFAP99,CFAP99,0.9178297
RHBDD2,RHBDD2,0.9178283
DUSP22,DUSP22,0.9178079
DDX11,DDX11,0.9177848
TYW5,TYW5,0.9177669
SLC35B2,SLC35B2,0.9177666
EEF1AKMT2,EEF1AKMT2,0.9177576
NDUFA9,NDUFA9,0.9177407
HNF4A,HNF4A,0.9177266
AMMECR1,AMMECR1,0.91767514
BCHE,BCHE,0.9176464
RABIF,RABIF,0.9176157
MOV10L1,MOV10L1,0.91759413
FGFBP3,FGFBP3,0.9175901
TMEM221,TMEM221,0.91758096
KLF7,KLF5,0.917579
DAGLA,DAGLA,0.91757405
SNRPE,SNRPE,0.9175623
NARF,NARF,0.9175588
TNFRSF8,TNFRSF8,0.9175419
HMOX1,HMOX1,0.91753
CALHM4,CALHM4,0.917527
RNF220,RNF220,0.91752213
TRAPPC14,TRAPPC14,0.9175115
UBE2Q2,UBE2Q2,0.917488
MEX3B,MEX3B,0.91748023
KATNB1,KATNB1,0.9174758
HEATR3,HEATR3,0.91747147
SHMT2,SHMT1,0.9174613
IGSF11,IGSF11,0.9174523
THRB,THRB,0.91744703
CDK5RAP3,CDK5RAP3,0.917442
DHX38,DHX38,0.91743875
MCM4,MCM8,0.9173693
PGAP6,PGAP6,0.9173521
HERPUD2,HERPUD2,0.91735095
ORC6,ORC6,0.9173279
PLA2G6,PLA2G6,0.91732395
KATNBL1,KATNBL1,0.91731083
ERCC6,ERCC6,0.9173082
CARS1,CARS1,0.9173002
SENP6,SENP6,0.9172817
RPS24,RPS24,0.9172777
CLPX,CLPX,0.9172708
DHX29,DHX29,0.9172078
SIRT5,SIRT5,0.91715235
MFSD1,MFSD1,0.9171458
BRME1,BRME1,0.9171195
POLG2,POLG2,0.91711944
NR0B1,NR0B1,0.9171102
LIG3,LIG3,0.9170863
NCAPH2,NCAPH2,0.9170796
NHERF1,SLC9A3R1,0.9170735
DPYSL3,DPYSL3,0.91705924
ANAPC7,ANAPC7,0.9170567
WNT4,WNT4,0.9170567
KLHDC4,KLHDC4,0.917044
HOOK2,HOOK2,0.9170361
PDIA5,PDIA5,0.9170286
TYROBP,TYROBP,0.91700023
NDC1,YIPF1,0.9169892
ATG16L1,ATG16L1,0.9169825
SRR,SRR,0.9169718
PTPN12,PTPN12,0.91695327
ERF,ERF,0.916941
WDHD1,WDHD1,0.9169119
HAUS8,HAUS8,0.91688865
ISCA1,ISCA1,0.91685134
RBM14,RBM14-RBM4,0.91684437
TXNL1,TXNL1,0.91681033
BLOC1S3,BLOC1S3,0.9168079
MAMSTR,MAMSTR,0.91679513
SLC50A1,SLC50A1,0.9167849
HDHD2,HDHD2,0.91677165
PCSK4,PCSK4,0.91676605
CKAP5,CKAP5,0.9167102
TXNDC9,TXNDC9,0.9167037
RSPO2,RSPO2,0.91669065
RPL7L1,RPL7L1,0.9166859
UNKL,UNKL,0.916676
HOXA10,HOXA10,0.91666573
ABCB11,ABCB11,0.916658
TM2D3,TM2D3,0.9166556
TBCE,TBCEL,0.91662806
KDM5A,KDM5A,0.91658026
ZNHIT2,ZNHIT2,0.9165611
POLH,POLH,0.9165592
ZMYM6,ZMYM6,0.916541
CMTM5,CMTM5,0.91651237
SLC39A5,SLC39A5,0.9165085
RASGRP3,RASGRP3,0.9164875
ITGB5,ITGB5,0.9164598
BRD7,BRD7,0.91645914
H3-3B,H3-3B,0.9164586
HIVEP1,HIVEP1,0.9164482
TRIM25,TRIM25,0.91644603
HOXC10,HOXA6,0.9164429
ZNF202,ZNF202,0.91637963
FAM13C,FAM13C,0.9163579
FIRRM,C1orf112,0.91633904
TRPV2,TRPV2,0.91633266
TPP2,TPP2,0.9163247
GRAMD1C,GRAMD1C,0.91631365
DHX8,DHX8,0.91631216
A2ML1,A2ML1,0.9162914
SCP2,SCP2,0.91622114
HDAC5,HDAC5,0.91621584
MLEC,MLEC,0.9162154
CCN4,CCN4,0.9162136
VAPA,VAPA,0.91619575
DHRS11,MRM1,0.9161882
SLC2A1,SLC2A1,0.9161866
KIF1C,KIF1C,0.9161707
TNNT1,TNNT1,0.9161661
KIAA0408,KIAA0408,0.91615915
ERI3,ERI3,0.91614103
NPAS4,NPAS4,0.916135
COL17A1,COL17A1,0.91609514
TXLNB,TXLNB,0.91608
TRAV5,TRAV5,0.91603863
ENTPD1,ENTPD1,0.91602576
RNFT2,RNFT2,0.9160129
ZGRF1,ZGRF1,0.9159954
GAB1,GAB1,0.91598314
DNLZ,DNLZ,0.91594404
PAK6,PAK6,0.91589373
ISYNA1,ISYNA1,0.9158936
OXNAD1,OXNAD1,0.9158517
SLC39A14,SLC39A8,0.915822
AVEN,AVEN,0.9158194
ADAM18,ADAM18,0.9158053
CR2,CR2,0.91579616
HSPG2,HSPG2,0.91576886
SMIM27,SMIM27,0.9157578
PER2,PER1,0.9157545
LSG1,LSG1,0.9157339
LZTS2,LZTS2,0.91566086
TSTD3,TSTD3,0.9156458
GFM1,GFM1,0.91563225
PGAP2,PGAP2,0.91562986
TAF5,TAF5,0.9155996
ADIRF,ADIRF,0.9155778
HSD17B7,HSD17B7,0.91555893
PIANP,PIANP,0.9155288
NUAK1,NUAK1,0.9155052
DEFB119,DEFB119,0.91547126
BCAN,BCAN,0.91545135
MARVELD3,MARVELD3,0.9154511
CTR9,CTR9,0.9154505
ZNF696,ZNF497,0.91544574
SLC12A9,SLC12A9,0.9154214
LRMDA,LRMDA,0.91540295
GML,GML,0.9153862
PRR14L,PRR14L,0.91532815
CTSH,CTSH,0.9153089
CHD2,CHD2,0.9153012
DNAH10,DNAH17,0.91528755
DNAJC2,DNAJC2,0.9152778
MYO3A,MYO3A,0.91525066
RAB28,RAB28,0.91524196
NECAB2,NECAB2,0.91524184
NUDCD1,NUDCD1,0.91520345
IKZF2,IKZF2,0.9151599
AKT2,AKT2,0.9151297
KAT5,KAT5,0.91511184
CIAO2B,CIAO2B,0.9151058
BBOF1,BBOF1,0.9151016
NBAS,NBAS,0.91509235
SEMA4F,SEMA4F,0.9150693
SYT6,SYT6,0.9150681
GNAT1,GNAT1,0.9150651
FOXK1,FOXK1,0.9150624
TRDMT1,TRDMT1,0.9150318
CIAO2A,CIAO2A,0.9150271
SERPINA5,SERPINA5,0.9150195
BBS7,BBS7,0.9150042
SVOP,SLC2A9,0.9149889
MCAT,MCAT,0.9149353
NUP107,NUP107,0.9149331
TLK2,TLK2,0.91491663
STC2,STC2,0.9149054
CCDC61,CCDC61,0.9149043
SLC2A5,SLC2A5,0.91488445
ARMCX4,ARMCX4,0.91485244
CALB1,CALB1,0.91484755
EXOC5,EXOC5,0.91484636
PLCD4,CNOT9,0.91484296
ERICH6,ERICH6,0.9148296
FLT3LG,FLT3LG,0.91482055
TRBV7-2,TRBV7-3,0.9148178
CDK17,CDK14,0.9148044
CFAP69,CFAP69,0.91479385
UGGT2,UGGT2,0.91475123
LRRK2,LRRK2,0.91473424
STRADB,STRADB,0.9147206
SMC4,SMC4,0.914718
IDH2,IDH2,0.9146855
IMPACT,IMPACT,0.9146838
FLVCR2,FLVCR2,0.91468006
CABP4,CABP4,0.91467667
CD200R1L,CD200R1L,0.9146531
WDR59,WDR59,0.9146267
PMM1,PMM1,0.91460484
PLRG1,PLRG1,0.91455525
EEPD1,EEPD1,0.91449946
SETMAR,SETMAR,0.9144699
CCDC39,CCDC39,0.9144641
FAAP100,FAAP100,0.91442627
HYOU1,HYOU1,0.91440576
SMARCC2,SMARCC2,0.91437054
TSC22D2,TSC22D2,0.91436654
PIK3R2,PIK3R2,0.9142754
SPRY1,SPRY1,0.9142613
PTPRT,PTPRO,0.9142433
DUOXA1,DUOXA1,0.9142426
STX10,STX10,0.9142388
IFIT3,IFIT3,0.9142047
MED13,MED13,0.914186
YTHDF3,YTHDF3,0.9141748
CHD6,CHD6,0.91410244
LAMP3,LAMP3,0.9140639
VPS26B,VPS26B,0.9140471
IL6ST,IL6ST,0.9140448
NLRP5,NLRP5,0.91403174
