crab_eating_macaque gene name,rhesus_macaque gene name,correlation
SHISAL2B,SHISAL2B,0.98447865
SF3B6,SF3B6,0.9844739
GPD1L,GPD1L,0.9844636
IDI1,IDI1,0.9844609
ASIC1,ASIC1,0.984449
TOX4,TOX4,0.9844305
HDAC10,HDAC10,0.9844289
ATP13A1,ATP13A1,0.98442817
SREK1,SREK1,0.98442495
IGHM,IGHM,0.98442423
FSCN1,FSCN1,0.98440415
ANKLE2,ANKLE2,0.98440313
PAX4,PAX4,0.9843971
SH3BGRL2,SH3BGRL2,0.9843963
COX15,COX15,0.9843949
UNG,UNG,0.9843861
TATDN3,TATDN3,0.9843824
CASP9,CASP9,0.9843772
PRKAB1,PRKAB1,0.98436826
ARRB1,ARRB1,0.98436743
VSX1,VSX1,0.9843643
PRMT2,PRMT2,0.9843609
NAXE,NAXE,0.98435885
PLEKHA1,PLEKHA1,0.98434186
LYPD3,LYPD3,0.98433733
XAGE2,XAGE2,0.984327
SNRPD1,SNRPD1,0.9843224
CFB,CFB,0.9842981
PRODH2,PRODH2,0.98429763
CYP2C18,CYP2C76,0.9842971
ZNF211,ZNF551,0.98426765
SELENOH,SELENOH,0.9842674
PROK2,PROK2,0.98426604
DDX50,DDX50,0.9842619
HLA-DOA,MAMU-DOA,0.9842581
AVPR2,AVPR2,0.9842574
TVP23A,TVP23A,0.98425305
HDGFL2,HDGFL2,0.98424804
CEP72,CEP72,0.9842421
KCNA3,KCNA2,0.9842338
MORN1,MORN1,0.98423064
KCNK2,KCNK2,0.98423004
SKI,SKI,0.9842179
CAPN2,CAPN2,0.9842161
SLCO3A1,SLCO3A1,0.9841946
MS4A18,MS4A18,0.98419386
HTRA2,HTRA2,0.98419183
ZNF112,ZNF235,0.98419106
DEFB113,DEFB113,0.9841849
ZFTRAF1,CYHR1,0.98417455
SEPTIN5,SEPTIN5,0.9841702
PCSK6,PCSK6,0.9841478
HS2ST1,HS2ST1,0.9841364
NR2C1,NR2C1,0.984134
MFRP,MFRP,0.9841336
PEX7,PEX7,0.9841248
ZNF33B,ZNF33B,0.98412126
ZFAND4,ZFAND4,0.98412025
PDE1C,PDE1C,0.984119
ORC6,ORC6,0.9841188
TRPM3,TRPM3,0.9841173
NUP62CL,NUP62CL,0.9841031
ESR1,ESR1,0.9841018
PTGS1,PTGS1,0.98410064
TSPAN18,TSPAN18,0.9840994
REPS2,REPS2,0.9840993
NUMBL,NUMBL,0.9840898
C21orf140,C21orf140,0.98408926
LCLAT1,LCLAT1,0.98408484
PRKACA,PRKACA,0.9840834
WNT5A,WNT5A,0.9840833
PAQR5,PAQR5,0.9840764
OLA1,OLA1,0.9840709
GM2A,GM2A,0.9840659
TNFRSF25,TNFRSF25,0.9840633
SUGCT,SUGCT,0.98405504
ZNF333,ZNF333,0.98403966
MACROD1,MACROD1,0.98403245
RIIAD1,RIIAD1,0.9840225
DCUN1D2,DCUN1D2,0.9840191
DPH5,DPH5,0.9840116
KRTAP10-11,KRTAP10-10,0.9840083
DNAAF10,DNAAF10,0.9840063
MERTK,MERTK,0.98400354
ATP1B4,ATP1B4,0.9840028
ATP6V1B2,ATP6V1B2,0.9840017
SSUH2,SSUH2,0.9839987
KXD1,KXD1,0.9839972
SDF2L1,SDF2L1,0.9839924
RPS4Y2,RPS4Y2,0.9839839
SLC24A1,SLC24A1,0.98398274
ZNF771,ZNF771,0.9839784
MFSD6,MFSD6,0.9839667
GPR157,GPR157,0.9839581
TRPT1,TRPT1,0.9839519
MSRB2,MSRB2,0.9839447
OGFRL1,OGFRL1,0.9839388
SLC35D1,SLC35D1,0.98393124
DPP6,DPP6,0.9839308
POLG,POLG,0.98392487
LHX9,LHX9,0.98392326
RPP30,RPP30,0.9839223
ZNF483,ZNF483,0.98392147
HSD17B12,HSD17B12,0.9839153
TCAF1,TCAF1,0.98391265
VPS35L,VPS35L,0.98391163
ARHGEF40,ARHGEF40,0.9839081
PANX1,PANX1,0.9839046
ANKRD61,ANKRD61,0.9839041
ABCA7,ABCA7,0.9838999
CLN6,CLN6,0.98389894
PFKFB1,PFKFB1,0.9838983
PPP1R35,PPP1R35,0.98388815
MTMR6,MTMR6,0.98387456
CSMD2,CSMD1,0.9838744
TMCC1,TMCC1,0.98386186
NISCH,NISCH,0.9838491
LY96,LY96,0.98383754
APBB1IP,APBB1IP,0.9838374
SLC6A13,SLC6A11,0.98382837
ANKRD10,ANKRD10,0.9838228
RNF34,RNF34,0.98380154
PDPK1,PDPK1,0.98380136
IQCH,IQCH,0.98379683
TM6SF1,TM6SF1,0.98377764
GPRC5B,GPRC5B,0.9837691
UCK1,UCK1,0.9837685
PLBD1,PLBD1,0.9837661
LTBP1,LTBP1,0.9837611
GADD45GIP1,GADD45GIP1,0.98375905
C1orf141,C1H1orf141,0.98375803
ASMT,ASMT,0.9837481
TNFSF8,TNFSF8,0.9837347
WLS,WLS,0.9837317
RTN4IP1,RTN4IP1,0.9837278
DMRTB1,DMRTB1,0.9837172
TBX18,TBX18,0.9837172
SLC35A5,SLC35A5,0.98371667
TLX1,TLX1,0.9837154
C1QC,C1QC,0.98371476
IFI6,IFI6,0.9837043
ASPDH,ASPDH,0.98370343
MSI1,MSI1,0.98368865
BPTF,BPTF,0.98368555
FBXO6,FBXO6,0.9836855
SFTPB,SFTPB,0.9836826
NRN1L,NRN1L,0.9836764
CARD18,CARD18,0.98365736
B2M,B2M,0.98365486
SPATA21,SPATA21,0.9836503
PRL,PRL,0.9836373
VCPKMT,VCPKMT,0.98363554
LIMK2,LIMK2,0.9836322
TSPEAR,TSPEAR,0.983629
TMEM190,TMEM190,0.9836287
GDF5,GDF5,0.9836242
TRAK2,TRAK2,0.9836228
GPA33,GPA33,0.9836116
DOCK10,DOCK10,0.98361135
B4GALT6,B4GALT6,0.9836046
OCIAD1,OCIAD1,0.9835953
SOHLH1,SOHLH1,0.983593
RPL4,RPL4,0.9835899
LINS1,LINS1,0.9835872
ESYT2,ESYT2,0.9835509
INO80,INO80,0.9835422
ZNF536,ZNF536,0.9835397
SLBP,SLBP,0.98353314
ARHGAP27,ARHGAP27,0.98352695
SNTB1,SNTB1,0.9835255
ENO4,ENO4,0.9835006
REDIC1,REDIC1,0.9834952
ZCCHC17,ZCCHC17,0.9834924
TBK1,TBK1,0.9834897
EFNB3,EFNB3,0.98348576
ATG7,ATG7,0.9834855
ELAC1,ELAC1,0.9834855
RPL13,RPL13,0.98348206
STX16,STX16,0.9834815
OIT3,OIT3,0.98346436
DNAJC11,DNAJC11,0.9834576
PARP12,PARP12,0.98343253
IFNL1,IFNL1,0.9834286
PAX5,PAX2,0.9834269
ADGRF4,ADGRF4,0.9834241
ABL2,ABL2,0.98342305
RNF14,RNF14,0.9834226
HSPBAP1,HSPBAP1,0.98342013
ALDOC,ALDOC,0.9834111
CCDC158,CCDC158,0.98341024
SVEP1,SVEP1,0.98340786
TXNRD1,TXNRD1,0.98339725
ATRIP,ATRIP,0.98339087
ESCO1,ESCO1,0.98338854
SRCIN1,SRCIN1,0.9833836
CNIH4,CNIH4,0.98338205
OTUD7A,OTUD7A,0.983367
CASR,CASR,0.98336524
NTM,NTM,0.9833596
FANCD2,FANCD2,0.98335475
OXSM,OXSM,0.9833481
CDHR2,CDHR2,0.9833475
IARS1,IARS1,0.983338
TXNDC11,TXNDC11,0.9833351
ZMAT1,ZMAT1,0.9833275
NRXN3,NRXN1,0.9833066
ACSS3,ACSS3,0.98330647
DBN1,DBN1,0.98328304
PDIA2,PDIA2,0.98328006
DYNC1LI2,DYNC1LI2,0.9832796
PTH1R,PTH1R,0.98327756
HDAC7,HDAC7,0.9832739
MAPK12,MAPK12,0.9832659
THRA,THRA,0.9832633
ALYREF,ALYREF,0.98326224
ITPRIPL2,ITPRIPL2,0.9832616
DTYMK,DTYMK,0.98326075
RBM4,RBM4B,0.9832598
LZTS3,LZTS3,0.9832535
CADM4,CADM4,0.98324466
KCNK16,KCNK16,0.9832416
LRP1,LRP1,0.983227
COQ8B,COQ8B,0.9832223
ADGRE1,ADGRE1,0.98321474
BCAS2,BCAS2,0.9831939
MYBPC2,MYBPC2,0.98319125
SH2D7,SH2D7,0.98318595
UBE2K,UBE2K,0.9831813
PEX11G,PEX11G,0.98317605
ZNF506,ZNF506,0.9831758
ALK,ALK,0.9831706
MRTFA,MRTFA,0.9831669
HSD11B1L,HSD11B1L,0.9831366
DYNC2H1,DYNC2H1,0.9831358
KRT9,KRT9,0.98312193
UBIAD1,UBIAD1,0.9831133
SLC2A1,SLC2A3,0.9831132
KHDC4,KHDC4,0.98311186
SNX5,SNX5,0.9831105
SLC25A6,SLC25A6,0.98309934
HLX,HLX,0.9830953
CYP2E1,CYP2E1,0.98307544
C4orf19,C5H4orf19,0.9830695
KCNN3,KCNN3,0.9830647
DUSP21,DUSP21,0.98305106
SMARCAD1,SMARCAD1,0.98303854
BIN3,BIN3,0.9830305
NAPEPLD,NAPEPLD,0.98302126
CDKL5,CDKL5,0.9830211
TEAD3,TEAD3,0.98300946
OS9,OS9,0.9830066
ARHGAP8,ARHGAP8,0.98299086
ZNF267,ZNF267,0.98298967
SPMIP6,SPMIP6,0.98296326
CERS4,CERS4,0.98295814
FHOD3,FHOD3,0.9829513
BPIFC,BPIFC,0.982949
NCBP1,NCBP1,0.98293406
SLC26A9,SLC26A9,0.9829333
LUC7L2,LUC7L2,0.98293257
CFAP276,CFAP276,0.9829278
IFTAP,IFTAP,0.9829105
TMED10,TMED10,0.982909
PRPF6,PRPF6,0.982901
MFSD13A,MFSD13A,0.98289967
H1-7,H1-7,0.9828967
NYAP1,NYAP1,0.98288476
IGLV7-43,IGLV7-43,0.9828768
GSAP,GSAP,0.98287666
GPR26,GPR26,0.98286813
ANAPC2,ANAPC2,0.98286283
SCIMP,SCIMP,0.9828557
ADISSP,ADISSP,0.98285186
SALL4,SALL4,0.9828513
PEBP4,PEBP4,0.9828448
TRIM50,TRIM50,0.98282856
BRAF,BRAF,0.9828269
TMEM235,TMEM235,0.9828181
KLHL14,KLHL14,0.98279655
PRSS41,PRSS21,0.982789
PGAP3,PGAP3,0.982779
BFAR,BFAR,0.98276323
LCN9,LCN9,0.982743
COX6A2,COX6A2,0.98273927
NRP1,NRP1,0.98273844
SLC35D2,SLC35D2,0.98272425
BTBD9,BTBD9,0.9827156
ARMC3,ARMC3,0.98269814
IFT20,IFT20,0.98267764
CLDN2,CLDN2,0.9826611
ZNF343,ZNF343,0.9826593
SIX3,SIX3,0.9826399
ELMO3,ELMO3,0.98262507
IL31RA,IL31RA,0.9825945
MAPRE1,MAPRE1,0.98259366
PNPO,PNPO,0.9825709
GGA3,GGA3,0.9825704
PROCR,PROCR,0.9825639
ADGRD1,ADGRD1,0.9825571
RELL2,RELL2,0.9825476
JARID2,JARID2,0.9825455
FANCC,FANCC,0.98254055
MAP2K2,MAP2K2,0.9825346
DSE,DSE,0.98253334
TRABD2A,TRABD2A,0.9825332
LRSAM1,LRSAM1,0.98253214
MAGT1,MAGT1,0.98252815
ARMC10,ARMC10,0.9825212
GPSM3,GPSM3,0.98251545
YJU2,YJU2,0.9825127
VEGFB,VEGFB,0.9825104
VPS8,VPS8,0.9825068
SERPINB8,SERPINB8,0.98250294
CHD9,CHD9,0.98249996
PATJ,PATJ,0.98249966
FBXL13,FBXL13,0.9824962
GUCD1,GUCD1,0.98247945
CAND2,CAND2,0.9824787
MORN4,MORN4,0.98247087
PSD3,PSD3,0.98245376
MSRB3,MSRB3,0.98244613
WIPF2,WIPF2,0.98244303
PAGE3,PAGE3,0.98244
PPP6R1,PPP6R1,0.98243904
RUFY1,RUFY1,0.9824385
NDUFB4,NDUFB4,0.9824352
UBA3,UBA3,0.98241705
RBPMS2,RBPMS2,0.9824086
GABARAPL1,GABARAPL1,0.98239183
PHB2,PHB2,0.98238826
GDPD3,GDPD3,0.9823875
DNMT3L,DNMT3L,0.9823723
DFFB,DFFB,0.9823715
SLC25A18,SLC25A18,0.98236716
PRRG2,PRRG2,0.9823664
TOR1AIP1,TOR1AIP1,0.9823657
SUB1,SUB1,0.9823599
PODXL2,PODXL2,0.98235863
GALM,GALM,0.9823519
PPIL2,PPIL2,0.9823482
FBXL3,FBXL3,0.9823372
ASB2,ASB2,0.98233515
TMEM161A,TMEM161A,0.98233193
SLC30A5,SLC30A5,0.9823183
MACO1,MACO1,0.982313
DDX52,DDX52,0.9823
TMEM123,TMEM123,0.9822882
NOTCH1,NOTCH1,0.9822855
CARD19,CARD19,0.9822788
SEPSECS,SEPSECS,0.98227847
SLC22A23,SLC22A23,0.9822555
KIAA0319,KIAA0319,0.9822515
FLYWCH2,FLYWCH2,0.9822466
SRD5A2,SRD5A2,0.9822451
ZNF638,ZNF638,0.9822272
FAM110C,FAM110C,0.9822211
TRIM61,TRIM60,0.98221606
RHBDL3,RHBDL3,0.9822158
PITPNC1,PITPNC1,0.9821922
CRYBA2,CRYBA2,0.9821904
SLC47A1,SLC47A1,0.9821825
SPOCK2,SPOCK2,0.9821611
SLC38A5,SLC38A5,0.98215616
SLC2A5,SLC2A5,0.9821511
SIM2,SIM2,0.9821399
CYP11B2,CYP11B1,0.98213947
LRRN4CL,LRRN4CL,0.98213845
TDRD6,TDRD6,0.9821255
SON,SON,0.98211473
CCDC117,CCDC117,0.98211455
ADGRG3,ADGRG3,0.98211277
MYL3,MYL4,0.98210496
CARM1,CARM1,0.98209476
PLCH2,PLCH2,0.9820743
NPB,NPB,0.9820696
PPP1R9A,PPP1R9A,0.9820426
ZNF76,ZNF76,0.9820291
BTBD7,BTBD7,0.98202556
RGS13,RGS13,0.98201585
BATF,BATF,0.982005
ACHE,ACHE,0.9819964
NCBP3,ITGAE,0.98199433
NDUFB9,NDUFB9,0.9819868
NPR1,NPR1,0.98197526
MELTF,MELTF,0.9819619
THOC2,THOC2,0.9819609
INTS4,INTS4,0.9819582
OLFM2,OLFM2,0.98195684
HACL1,HACL1,0.98195547
CLEC4A,CLEC4A,0.98195237
HOXA3,HOXA3,0.9819477
NPEPPS,NPEPPS,0.98192996
EXOC3L4,EXOC3L4,0.9819268
RCN1,RCN1,0.98191464
INTU,INTU,0.9819027
FRY,FRY,0.9819013
PRKAR2A,PRKAR2A,0.9818938
CASP5,CASP5,0.9818919
GTPBP1,GTPBP1,0.98188394
PMVK,PMVK,0.98187953
GPNMB,GPNMB,0.9818773
ZNF653,ZNF653,0.98187274
TTC1,TTC1,0.9818666
FCN1,FCN2,0.98183435
RCL1,RCL1,0.9818337
CELSR1,CELSR2,0.9818315
ICA1L,ICA1L,0.98181343
CORO6,CORO6,0.9818096
ATP6V0D2,ATP6V0D2,0.9818084
CLNK,CLNK,0.9818051
DENND10,DENND10,0.98180276
ZNF711,ZNF711,0.9817968
IL1RL1,IL1RL1,0.98178744
NFAM1,NFAM1,0.9817835
ARAF,ARAF,0.9817807
SLC29A2,SLC29A2,0.9817782
BMP1,BMP1,0.9817768
TRIM41,TRIM41,0.9817752
ZNRF2,ZNRF2,0.9817708
BLVRB,BLVRB,0.98174435
ADAMTS7,ADAMTS7,0.9817382
ZFAND5,ZFAND5,0.98173636
C1orf43,C1H1orf43,0.98172426
MED25,MED25,0.9817035
DPYD,DPYD,0.981701
NTHL1,NTHL1,0.98168755
ABTB1,ABTB1,0.9816827
TTC23L,TTC23L,0.9816748
MRPS16,MRPS16,0.98165524
SLC22A12,SLC22A12,0.98164684
CRTC1,CRTC1,0.98164475
SPG7,SPG7,0.981642
SLC6A15,SLC6A15,0.9816346
GABRP,GABRP,0.9816314
TRIM44,TRIM44,0.9816313
NMRAL1,NMRAL1,0.98163074
CFAP44,CFAP44,0.9816279
DPEP1,DPEP1,0.9816106
FBXO46,FBXO46,0.9816012
WNK1,WNK1,0.9815982
CTCF,CTCF,0.9815798
DPY19L1,DPY19L1,0.9815698
NCEH1,NCEH1,0.98156846
RHBDD1,RHBDD1,0.9815501
SLC12A8,SLC12A8,0.9815259
ENPP6,ENPP6,0.981508
CRADD,CRADD,0.98150706
MAST4,MAST1,0.9814981
ZNF709,ZNF709,0.9814929
CCDC7,CCDC7,0.98149234
ILDR1,ILDR1,0.9814866
STPG1,STPG1,0.9814437
RGS14,RGS14,0.981442
SCPEP1,SCPEP1,0.9814358
WFS1,WFS1,0.98143214
NR1I2,NR1I2,0.98139334
CRISP2,CRISP3,0.9813906
MED14,MED14,0.9813856
CALHM5,CALHM5,0.9813791
TMEM231,TMEM231,0.9813772
NEK5,NEK5,0.981375
SART1,SART1,0.9813593
C1orf185,C1H1orf185,0.9813536
SAT2,SAT2,0.98135126
SGTA,SGTA,0.98135114
SERPINB10,SERPINB10,0.9813461
DMTF1,DMTF1,0.9813257
SUSD3,SUSD3,0.9813129
PTPRR,PTPRR,0.98131174
CHPF,CHPF,0.9813035
SIRT6,SIRT6,0.9812937
WASF2,WASF2,0.98127186
B4GALT2,B4GALT2,0.98123807
CLEC7A,CLEC7A,0.9812191
RNF41,RNF41,0.98120916
MTMR10,MTMR10,0.9812052
KANK2,KANK2,0.9811954
DISP1,DISP1,0.98118997
SPRED2,SPRED2,0.9811831
RPUSD3,RPUSD3,0.98118156
FOXP3,FOXP3,0.9811757
SSPN,SSPN,0.9811669
METTL25,METTL25,0.9811629
DCUN1D4,DCUN1D4,0.98116285
NDE1,NDE1,0.9811614
ZNF655,ZNF655,0.981161
MADCAM1,MADCAM1,0.9811594
ZNF266,ZNF266,0.98115015
DCUN1D5,DCUN1D5,0.98112893
PPA2,PPA2,0.98112416
MLLT10,MLLT10,0.98112345
OR11L1,OR11L1,0.9811039
USP15,USP15,0.9811016
CSE1L,CSE1L,0.9810957
WRAP73,WRAP73,0.9810946
ZBTB37,ZBTB37,0.9810924
JCHAIN,JCHAIN,0.9810919
TSPAN8,TSPAN8,0.98109007
SAA4,SAA4,0.9810689
DSCAML1,DSCAML1,0.9810485
TEP1,TEP1,0.9810471
GRIN1,GRIN1,0.9810459
TMEM25,TMEM25,0.98102957
ZNF461,ZNF566,0.98102915
PURG,PURG,0.9810233
NDC1,NDC1,0.9810153
NASP,NASP,0.98101175
COX7B,COX7B,0.9809964
COX6B1,COX6B1,0.9809899
DHX35,DHX35,0.98097783
GOLIM4,GOLIM4,0.98097146
CD99L2,CD99L2,0.9809534
TMEM104,TMEM104,0.9809529
ZGRF1,ZGRF1,0.98094326
NSL1,NSL1,0.98094
FOXP2,FOXP2,0.9809377
EPHB4,EPHB4,0.9809234
SLC25A45,SLC25A45,0.9809191
GOSR1,GOSR1,0.9809168
BICDL2,BICDL2,0.980911
SCLT1,SCLT1,0.9808908
NDUFS6,NDUFS6,0.98088527
DNAJC2,DNAJC2,0.98085743
TNRC6B,TNRC6B,0.9808452
NACAD,NACAD,0.9808259
GALNT15,GALNT15,0.9808156
ADAMTS2,ADAMTS2,0.9808142
PDYN,PDYN,0.98081315
PRAF2,PRAF2,0.98080516
LTB,LTB,0.9808032
TAMM41,TAMM41,0.9807784
ELP5,ELP5,0.9807783
HAMP,HAMP,0.9807748
ATRN,ATRN,0.9807667
NTPCR,NTPCR,0.9807602
FITM2,FITM2,0.98074186
C17orf113,C16H17orf113,0.9807402
IFRD2,IFRD2,0.9807396
TMEM130,TMEM130,0.98073953
FAM131A,FAM131A,0.9807285
CDK2AP2,CDK2AP2,0.9807013
SETDB1,SETDB1,0.98069865
CA8,CA8,0.9806902
B3GALT4,B3GALT4,0.9806795
HNRNPA2B1,HNRNPA2B1,0.9806773
XKR5,XKR5,0.98067147
HEYL,HEYL,0.98066634
COL4A6,COL4A6,0.9806585
POLR2C,POLR2C,0.9806364
TLN2,TLN2,0.98063385
SETD2,SETD2,0.98062575
BBOF1,BBOF1,0.98062515
VSTM2B,VSTM2B,0.9806222
NPAS3,NPAS3,0.9806213
FBXO47,FBXO47,0.9806201
SLC22A16,SLC22A16,0.9806166
LYZL6,LYZL6,0.9806152
RNF138,RNF138,0.9806139
FGF8,FGF8,0.9805858
RAI14,RAI14,0.9805744
KIRREL1,KIRREL1,0.98057157
RBM12,CPNE1,0.9805714
SLC50A1,SLC50A1,0.980538
VDR,VDR,0.98051983
CIAO3,CIAO3,0.98049283
CMTM7,CMTM7,0.98048687
CASS4,CASS4,0.9804848
XXYLT1,XXYLT1,0.98048073
ZNF165,ZNF165,0.98046565
CYP2U1,CYP2U1,0.9804545
DBF4B,DBF4B,0.9804537
RPS6KB1,RPS6KB1,0.98044443
CEP95,CEP95,0.98043734
UTS2B,UTS2B,0.9804306
CLDN7,CLDN7,0.9804192
DNAJC5,DNAJC5,0.98041815
SLC45A2,SLC45A2,0.9804124
PPHLN1,PPHLN1,0.9804013
CD74,CD74,0.98038614
RGS11,RGS11,0.9803805
FRMD3,FRMD3,0.9803785
GUCY2D,GUCY2D,0.980365
PHF1,PHF1,0.9803379
RBM17,RBM17,0.98033655
PPP2R5A,PPP2R5A,0.98033214
ACVRL1,ACVRL1,0.98031044
CTDNEP1,CTDNEP1,0.9802976
TFF2,TFF2,0.98029035
PBX1,PBX1,0.98028576
ZNF410,ZNF410,0.98028064
MTM1,MTM1,0.98027164
OR2AE1,OR2AE1,0.9802635
DEPDC5,YWHAH,0.9802599
ATXN10,ATXN10,0.98025304
TOP3B,TOP3B,0.98024434
LRRN4,LRRN4,0.9802401
TRNT1,TRNT1,0.9802391
LDB1,LDB1,0.9802257
ICAM5,ICAM5,0.98021436
TMEM192,TMEM192,0.9802034
PMS1,PMS1,0.9801562
ASXL1,ASXL1,0.9801529
UNC13B,UNC13B,0.98014593
FKBP1A,FKBP1A,0.9801436
ZFP69,ZFP69B,0.98013914
LGALS13,LGALS13,0.9801376
PSMB5,PSMB5,0.9801346
CST11,CST11,0.98012745
VPS53,VPS53,0.9800985
DNA2,DNA2,0.98007226
HECA,HECA,0.98006517
INAVA,INAVA,0.98006284
OTC,OTC,0.980059
MYL1,MYL1,0.98005325
BAG4,BAG4,0.98003787
TLCD3B,TLCD3B,0.98002553
PECR,PECR,0.980012
LGALS14,LGALS14,0.9800117
GALNT18,GALNT18,0.98000485
BTK,BTK,0.9800048
BSN,BSN,0.97999805
HOOK3,HOOK3,0.9799805
MRPL21,MRPL21,0.97997487
ADGB,ADGB,0.9799714
MCTP1,MCTP1,0.9799697
ABHD12B,ABHD12B,0.9799637
MDK,MDK,0.9799633
DPH1,DPH1,0.97996116
GALNT9,GALNT9,0.97995913
TBXAS1,TBXAS1,0.97995025
BRMS1,BRMS1,0.9799352
CMTM8,CMTM8,0.97992694
PARPBP,PARPBP,0.97992647
NDUFA4L2,NDUFA4L2,0.97991854
DTWD2,DTWD2,0.97989744
RAB2B,RAB2B,0.97989744
PDE1B,PDE1B,0.97989726
NRIP3,NRIP3,0.97989136
IQCK,IQCK,0.9798811
KLC2,KLC2,0.979877
IVNS1ABP,IVNS1ABP,0.97985893
ECE2,ECE2,0.9798585
CCND2,TIGAR,0.97981477
TBCD,TBCD,0.9798095
PRELID3A,PRELID3A,0.97979695
WNT11,WNT11,0.9797862
PACSIN2,PACSIN1,0.9797741
DCAF12L1,DCAF12L1,0.9797663
ADGRA2,ADGRA2,0.97976357
EVA1B,EVA1B,0.97976315
ELMO1,ELMO1,0.9797627
NOSIP,NOSIP,0.9797579
SLC13A3,SLC13A3,0.97975415
ARRDC4,ARRDC4,0.9797375
MKRN1,MKRN1,0.979735
CDH13,CDH13,0.979721
ZBTB10,ZBTB10,0.9797156
SDC2,SDC2,0.9797145
NFRKB,NFRKB,0.9797136
SCARF1,SCARF1,0.9796965
HPN,HPN,0.97968554
DENND4A,DENND4A,0.9796843
RASGRF2,RASGRF2,0.97967553
FAXDC2,FAXDC2,0.9796751
RIOK3,RIOK3,0.97967064
CIB2,CIB2,0.97966355
SCFD1,SCFD1,0.9796596
VAT1L,VAT1L,0.9796476
CD7,CD7,0.97964704
HSD17B10,HSD17B10,0.9796298
XIRP2,XIRP2,0.9796245
ERP27,ERP27,0.9796137
PPWD1,PPWD1,0.97961366
KLC3,KLC3,0.9796004
HSPA13,HSPA13,0.9795938
FAAP100,FAAP100,0.9795929
TXN2,TXN2,0.97956103
ALLC,ALLC,0.9795429
FKBP9,FKBP9,0.9795428
CYB5R4,CYB5R4,0.9795262
RNF170,RNF170,0.97951186
REC8,REC8,0.97950697
CLIC5,CLIC5,0.97950286
CELA3A,CELA3B,0.9794762
ICAM2,ICAM2,0.979472
ZNF7,ZNF7,0.9794658
TMEM218,TMEM218,0.9794533
POU2F2,POU2F2,0.9794474
SLAMF7,SLAMF7,0.9794343
PSMA3,PSMA3,0.9794302
GAK,GAK,0.97942656
MATR3,MATR3,0.9794035
SH3BGRL,SH3BGRL,0.97939175
CDA,CDA,0.9793914
PDE6H,PDE6G,0.97937846
DYNC2I2,DYNC2I2,0.9793749
GLRX3,GLRX3,0.9793659
NT5DC1,NT5DC1,0.97933066
PPP3CA,PPP3CA,0.9793279
MGAT2,MGAT2,0.97932285
NACC2,NACC2,0.9792827
ZNF135,ZNF135,0.9792804
SAMD8,SAMD8,0.9792756
DBX2,DBX2,0.97927463
GFUS,GFUS,0.9792459
HIPK1,HIPK1,0.9792391
RSPO4,RSPO4,0.9792388
KIFC1,KIFC1,0.979235
D2HGDH,D2HGDH,0.9792343
MFSD1,MFSD1,0.9792278
MSR1,MSR1,0.9792229
MAPK15,MAPK15,0.9792131
IFT57,IFT57,0.979213
IL17RE,IL17RE,0.9792049
PAGE4,PAGE4,0.9791934
SPATA33,SPATA33,0.97917277
CCER2,CCER2,0.97916275
FAM114A1,FAM114A1,0.97915626
ATG4D,ATG4D,0.9791539
SNURF,SNURF,0.97914577
PPP1R13B,PPP1R13B,0.9791393
PMEPA1,PMEPA1,0.97913474
CDC42BPB,CDC42BPB,0.97911936
TBCEL,TBCEL,0.9791162
FCRL4,FCRL4,0.97911376
ISYNA1,ISYNA1,0.9791046
CHID1,CHID1,0.97910327
IL12B,IL12B,0.97909206
ERI3,ERI3,0.97907925
UNC79,UNC79,0.97907656
SYTL3,SYTL3,0.97907615
ABCC3,ABCC3,0.9790743
HP1BP3,HP1BP3,0.9790595
EFCAB10,EFCAB10,0.9790587
SIMC1,SIMC1,0.9790543
WDR20,WDR20,0.979051
IFRD1,IFRD1,0.97902596
MYL11,MYL11,0.9790202
RPL5,RPL5,0.97900635
GALNT3,GALNT3,0.9790059
PLA2G7,PLA2G7,0.9790003
ELF5,ELF5,0.97899485
BMI1,COMMD3,0.9789898
WWP1,WWP1,0.978981
GINM1,GINM1,0.9789809
PAX1,PAX1,0.97897995
DAPK2,DAPK2,0.9789775
TRIP11,TRIP11,0.97897094
CDIN1,CDIN1,0.97895634
PRSS16,PRSS16,0.9789386
C1orf50,C1H1orf50,0.9789371
SLC7A13,SLC7A13,0.97891915
EPB41L5,EPB41L5,0.978914
DRAP1,DRAP1,0.97890633
SCCPDH,SCCPDH,0.9788935
BMP2,BMP2,0.9788801
SSR4,SSR4,0.97887266
SEMG2,SEMG2,0.9788451
IDUA,IDUA,0.9788396
AKAP8L,AKAP8L,0.97883207
STPG4,STPG4,0.9788307
PABPC1L,PABPC3,0.9788198
ACACA,ACACA,0.9788112
C1orf54,C1H1orf54,0.97880274
IFT88,IFT88,0.97880197
CALR3,CALR3,0.9788018
ELK3,ELK3,0.978799
CLDN11,CLDN11,0.9787681
PCYT2,PCYT2,0.97875494
VPS37D,VPS37D,0.9787547
PRSS22,PRSS22,0.9787526
DPH6,DPH6,0.9787258
SSMEM1,SSMEM1,0.97869045
IL23R,IL23R,0.97867775
PAX6,PAX6,0.9786645
STK3,STK3,0.9786645
SYNPR,SYNPR,0.97866297
RND2,RND2,0.97866225
PRSS48,PRSS48,0.97865236
AP4M1,AP4M1,0.97864556
C6orf136,ATAT1,0.97864556
CDCA3,CDCA3,0.97862273
OASL,OASL,0.9786224
