gorillas gene name,rhesus_macaques gene name,correlation
BCR,BCR,0.95678973
CTSK,CTSS,0.95677704
CHEK1,CHEK1,0.9567225
CRYBB2,CRYBB2,0.95671743
PRKRIP1,PRKRIP1,0.9567093
AARS,AARS2,0.9567
PCNP,PCNP,0.9566911
SLC2A7,SLC2A7,0.9566828
DGUOK,DGUOK,0.95667946
DUSP2,DUSP2,0.9566781
FANCL,FANCL,0.95665973
WDR38,WDR38,0.9566562
RBM25,RBM25,0.956654
CCL14,CCL14,0.95660037
HIVEP1,HIVEP1,0.9565886
SAXO1,SAXO1,0.95658857
XPNPEP1,XPNPEP1,0.9565821
NEK3,NEK3,0.9565742
CCT5,CCT5,0.95656896
P2RX7,P2RX7,0.9565577
LRP12,LRP12,0.95655584
TLK1,TLK1,0.956548
MAFK,MAFK,0.95654553
CDKN3,CDKN3,0.9565337
FOXK2,FOXK2,0.956524
FCRLB,FCRLB,0.95649135
IQCH,IQCH,0.9564753
TXNDC8,TXNDC8,0.9564438
FGD4,FGD4,0.956423
LNP1,LNP1,0.9564166
CLYBL,CLYBL,0.9564026
SYNPR,SYNPR,0.9563918
TLCD3A,TLCD3A,0.95634234
YPEL,YPEL2,0.9563402
ACR,ACR,0.9563297
DNTTIP1,DNTTIP1,0.9563245
MRPS25,MRPS25,0.9562831
ZNF337,ZNF337,0.9562521
XIRP2,XIRP2,0.9562325
SZT2,SZT2,0.95622826
TAX1BP3,TAX1BP3,0.9562114
TMEM45A,TMEM45A,0.9561875
ALAD,ALAD,0.9561839
PBX1,PBX3,0.956181
RBFA,RBFA,0.95615345
PUS10,PUS10,0.9561501
SLC35B1,SLC35B1,0.9561398
LCP2,LCP2,0.9561161
OR11G2,OR11L1,0.9561126
BLTP1,BLTP1,0.9561035
DDX5,DDX5,0.9560971
BCKDHA,TMEM91,0.95607644
CDK4,CDK4,0.95606977
LRRC23,LRRC23,0.95606685
ANKMY1,ANKMY1,0.95605785
MBTPS2,YY2,0.95602244
C1orf162,C1H1orf162,0.95594954
SLC25A43,SLC25A43,0.9559447
OTUD6B,OTUD6B,0.9559386
PPP1R42,PPP1R42,0.9559311
SIMC1,SIMC1,0.9559006
LACTB2,LACTB2,0.95588744
XRCC3,XRCC3,0.955865
MYEOV,C2H3orf18,0.9558305
ALKBH8,ALKBH8,0.9558102
OR52N1,OR52N2,0.955782
ITGA4,ITGA4,0.9557602
PIKFYVE,PIKFYVE,0.95574486
MTMR4,MTMR4,0.95573205
CAMK2A,CAMK2A,0.9556387
EIF2S2,EIF2S2,0.95563096
FGF1,FGF1,0.95559984
TSPAN31,TSPAN31,0.955588
KSR1,KSR1,0.9555796
SEPTIN7,SEPTIN7,0.95557475
OSGEP,OSGEP,0.955571
SCPEP1,SCPEP1,0.95553195
PSEN1,PSEN1,0.95553064
GPD1L,GPD1,0.9554788
TPRG1,TPRG1L,0.95547694
MTX2,MTX2,0.9554576
SURF6,SURF6,0.9554507
FUCA1,FUCA1,0.9554275
MICB,MIC1,0.9554244
TMEM38A,TMEM38A,0.95542145
OTOG,OTOG,0.95536107
TTLL11,TTLL11,0.95535934
DMTN,DMTN,0.95535916
WNK2,WNK2,0.95535666
RDX,RDX,0.9553503
IRAK1BP1,IRAK1BP1,0.95534295
SPSB2,SPSB2,0.95534205
AKNA,AKNA,0.9553368
IK,IK,0.95530623
CPEB2,CPEB2,0.95527965
LASP1,LASP1,0.95527524
PDE11A,PDE11A,0.9552674
HTRA1,HTRA1,0.95524013
USP6NL,USP6NL,0.9552371
RBP4,RBP4,0.9552303
CELA2B,CELA2B,0.9552147
DDX23,DDX23,0.9551683
CLSTN3,CLSTN3,0.9551605
PSD3,PSD3,0.9551214
FIP1L1,PDGFRA,0.9550925
FAM229B,FAM229B,0.95509195
TDP2,TDP2,0.95509
NUDT19,TDRD12,0.95508224
LRFN3,LRFN3,0.9550567
TBC1D17,TBC1D17,0.95503074
XKRX,XKRX,0.9549921
LMBR1,LMBR1,0.9549894
CPXM2,CPXM2,0.95496005
ANKDD1A,ANKDD1A,0.9549568
ZUP1,ZUP1,0.9549561
SLC35D2,SLC35D2,0.95490897
GLI4,GLI4,0.95488787
CD274,CD274,0.9548769
PAOX,PAOX,0.95486104
STK39,STK39,0.9548573
RNF135,RNF135,0.95483685
NPRL3,NPRL3,0.9548045
ALDH3A2,ALDH3A2,0.9547859
LYZ,LYZ,0.9547636
EGFL6,EGFL6,0.95472264
PAEP,PAEP,0.9546868
POGLUT1,POGLUT1,0.95468104
LLCFC1,LLCFC1,0.9546174
MTMR14,MTMR14,0.95455056
RXRB,RXRB,0.9545457
NAT9,NAT9,0.95453626
WNT5B,WNT5B,0.9544297
RNPEPL1,RNPEPL1,0.954371
THOP1,THOP1,0.95436126
RAB11FIP3,RAB11FIP3,0.9543448
ANKRD10,ANKRD10,0.9543423
MBLAC2,MBLAC2,0.9543415
ELF1,ELF1,0.9543014
ZSCAN32,ZSCAN32,0.95429516
CSTB,CSTB,0.9542891
WDR70,WDR70,0.9542869
MUC6,MUC5B,0.95426804
KIF25,KIF25,0.95425886
SPRTN,SPRTN,0.9542531
ADCK5,ADCK5,0.9542448
POLR3D,POLR3D,0.9542098
TANK,TANK,0.9542046
USP15,USP15,0.9541761
AIFM3,AIFM3,0.95415527
ALG3,ALG3,0.9540872
IFT172,IFT172,0.9540802
CPSF4,CPSF4,0.95407414
MED25,MED25,0.95404446
YJEFN3,YJEFN3,0.9540186
HSPA4L,HSPA4L,0.9540153
IGHV1-45,IGHV1-45,0.95401174
EFCAB11,EFCAB11,0.95400536
SDF4,SDF4,0.95399994
TIFAB,TIFAB,0.9539935
LHX9,LHX9,0.9539869
APOBEC3G,APOBEC3G,0.95397633
TM7SF2,TM7SF2,0.95396286
POLR3G,POLR3G,0.9539499
AQP6,AQP6,0.9539419
DUSP13B,DUSP13B,0.9539223
CCL3L3,CCL4L1,0.9538982
TMEM185A,TMEM185B,0.9538843
SOX8,SOX8,0.95388275
SNRPA1,SNRPA1,0.9538721
TRIM64C,TRIM77,0.95387083
BTD,BTD,0.95386404
CHD2,CHD2,0.95385617
CRELD2,CRELD2,0.95384943
SRGAP2,SRGAP2,0.95380574
AIG1,AIG1,0.9538049
CUTC,CUTC,0.95379186
PARP8,PARP8,0.9537841
RUNDC3A,RUNDC3A,0.95376647
PLET1,PLET1,0.9537577
AP4M1,AP4M1,0.9537289
OR6T1,OR11A1,0.953725
HGSNAT,HGSNAT,0.9537188
TFPI2,TFPI2,0.95371157
PIK3R5,PIK3R5,0.95369
PGM2,PGM2,0.9536725
ALG9,ALG9,0.95365506
C1orf226,NOS1AP,0.953648
TMBIM4,TMBIM4,0.95362103
UBE3C,UBE3B,0.9535707
ZNF786,ZNF786,0.9535676
MAGEB16,MAGEA8,0.95355916
GABBR2,GABBR2,0.95352995
RTEL1,RTEL1,0.95351326
EDF1,EDF1,0.95349723
RNF39,RNF39,0.9534932
DAGLB,DAGLB,0.9534893
OXSM,OXSM,0.9533615
TYW3,TYW3,0.95336
FLT3,FLT3,0.9533234
PGM1,PGM1,0.9533215
CLMN,CLMN,0.953282
PROCA1,PROCA1,0.95322335
DTX3L,DTX3L,0.95318776
CNGA4,CNGA4,0.95318407
ARHGEF28,ARHGEF28,0.9531314
NPAS4,NPAS4,0.95312315
HPCAL4,HPCAL4,0.953113
NDUFB9,NDUFB9,0.95308965
FAM193B,FAM193B,0.95308095
TMEM259,TMEM259,0.95306396
UQCC6,UQCC6,0.9530541
SRSF11,SRSF11,0.95304424
FCHSD2,FCHSD2,0.95304304
FAM9C,FAM9C,0.9530233
MRPS11,MRPS11,0.9530078
FOSB,FOSB,0.9529987
GFY,GFY,0.9529878
GINS4,GINS4,0.9529685
CLSTN1,CLSTN1,0.9529665
PIBF1,PIBF1,0.9529459
ZNF445,ZNF75A,0.952919
MLLT10,MLLT10,0.95286196
GABRA4,GABRA4,0.952856
DUSP22,DUSP22,0.9528194
DAAM2,DAAM2,0.95278615
EIF2B3,EIF2B3,0.95276177
KATNA1,KATNA1,0.95265144
SCLT1,SCLT1,0.9526356
MS4A6A,MS4A6E,0.9526302
CTNNB1,CTNNB1,0.95262694
TSPAN14,TSPAN14,0.95262474
ZFP36L1,ZFP36L1,0.9525384
RUSC2,RUSC2,0.9525376
AP1S3,AP1S3,0.9525124
GOLGA7B,GOLGA7B,0.95245975
RPUSD1,RPUSD1,0.9524506
TAFA1,TAFA1,0.95242244
DOK2,DOK2,0.95242065
RNF126,RNF126,0.9524148
TSC22D2,TSC22D1,0.9523721
HPGD,HPGD,0.9523435
SERPINA5,SERPINA5,0.95233655
ACACA,ACACA,0.95230216
ITLN2,ITLN2,0.9522769
COP1,COP1,0.9522568
CTNNA1,CTNNA1,0.9522514
P4HA3,P4HA3,0.95218223
ADAMTS6,ADAMTS6,0.95215183
LTC4S,LTC4S,0.95214105
TTYH1,TTYH1,0.9521332
C2CD6,C2CD6,0.9521147
NSMCE2,NSMCE2,0.95210564
NARS2,NARS2,0.9520798
PAFAH1B2,PAFAH1B2,0.95207524
YWHAH,YWHAB,0.9520031
GALNT9,GALNT9,0.9519986
SRP14,SRP14,0.95198756
KCNAB3,KCNAB3,0.95197237
CD151,CD151,0.95192516
TVP23A,TVP23A,0.9518934
PDXDC1,PDXDC1,0.9518629
PLOD2,PLOD2,0.9518521
ADAMTSL5,ADAMTSL5,0.95181817
TMEM150B,TMEM150B,0.9518148
MAST4,MAST4,0.95181125
TEX9,TEX9,0.951802
SLC17A4,SLC17A4,0.9517646
METTL1,METTL1,0.9517616
VPS51,VPS51,0.9517562
GREB1,GREB1,0.9517116
TNRC18,TNRC18,0.9516964
CLEC9A,CLEC9A,0.95168215
C8orf89,C8orf89,0.9516197
FTCD,FTCD,0.9516033
MINK1,MINK1,0.9515483
SESTD1,SESTD1,0.9515332
NECAP1,NECAP1,0.95152885
NKX3-2,NKX3-2,0.9515259
PRKCH,PRKCH,0.95148844
GLB1L3,GLB1L3,0.95144963
TBXAS1,TBXAS1,0.9514474
ILRUN,ILRUN,0.951436
MAP3K4,MAP3K4,0.9514293
MEOX1,MEOX1,0.9513829
MYBBP1A,MYBBP1A,0.9513733
SETD1B,SETD1B,0.95132947
RNF167,RNF167,0.9513206
SGCB,SGCD,0.9513075
HEATR3,HEATR3,0.95127934
ATP8,ATP8,0.951263
PRDM2,PRDM2,0.9512406
PRLR,PRLR,0.9512115
SNAPC5,SNAPC5,0.95120764
ZNF250,ZNF250,0.951162
FBXO16,FBXO16,0.9511002
PPP1R1A,PPP1R1A,0.95106834
MTPN,MTPN,0.9510598
RPS19BP1,RPS19BP1,0.9509923
ABCD2,ABCD2,0.9509883
RAB6B,RAB6A,0.9509602
BIRC7,BIRC7,0.9509546
CYBC1,CYBC1,0.95093095
MITD1,MITD1,0.95089257
SNF8,SNF8,0.95088714
PATE2,PATE2,0.9507663
FAM8A1,FAM8A1,0.9507559
AK9,AK9,0.95069194
LOXHD1,LOXHD1,0.95067716
SEPTIN4,SEPTIN3,0.95062816
PTCD1,PTCD1,0.9506198
RBM6,RBM6,0.9506024
ELOC,ELOC,0.9505882
LMAN2L,LMAN2L,0.9505853
TSPAN2,TSPAN2,0.9505771
KLHL36,KLHL26,0.95057106
WRAP73,WRAP73,0.9505465
ADAM33,ADAM33,0.95051
KCMF1,KCMF1,0.9505098
CHRD,CHRD,0.950509
ULK4,ULK4,0.9504871
SIRT6,SIRT6,0.9504665
TMEM134,TMEM134,0.95043004
MOGAT1,MOGAT2,0.9502949
FKBP3,FKBP3,0.95029175
DGLUCY,DGLUCY,0.9502845
TUBD1,TUBD1,0.95028305
LRRD1,LRRD1,0.9502744
C12orf40,REDIC1,0.9502624
NUSAP1,NUSAP1,0.9502617
TRAM1,TRAM1,0.95024025
MARK4,MARK4,0.9502392
IRX5,IRX5,0.95023537
THSD4,THSD4,0.9501977
TRAPPC6B,TRAPPC6B,0.95010716
RAMP3,RAMP3,0.9500955
RIC3,RIC3,0.9500522
PIGV,PIGV,0.95005
CCDC57,CCDC57,0.95002717
P2RX5,P2RX5,0.9499682
TMEM147,TMEM147,0.9499366
DUS1L,DUS1L,0.94992614
PRAMEF18,PRAME,0.94986194
TCEA3,TCEA3,0.9498611
WRNIP1,WRNIP1,0.9498565
SNAP23,SNAP23,0.9498359
EMC3,EMC3,0.94983107
DPH6,DPH6,0.9498031
DLX2,DLX2,0.9497631
PIEZO1,PIEZO1,0.9497481
LYSMD3,LYSMD3,0.94974476
GTF3A,GTF3A,0.9497447
CIDEC,CIDEC,0.94972765
IL18R1,IL18R1,0.94972235
RBIS,RBIS,0.9497166
VNN2,VNN2,0.9497117
MSRA,PRSS55,0.94967484
TMC4,TMC4,0.94967395
NSDHL,NSDHL,0.94965273
TAS2R5,TAS2R5,0.94965243
NDUFA12,NDUFA12,0.94964874
AGAP3,AGAP1,0.9495916
PHC3,PHC3,0.9495846
PAK4,PAK4,0.94957995
SCAF11,SCAF11,0.94951874
MAL,MAL,0.9495126
AXDND1,AXDND1,0.94949365
DDX3X,DDX3Y,0.94948846
TMEM161B,TMEM161B,0.9494811
ZFAND4,ZFAND4,0.9494509
NUB1,NUB1,0.9494142
ZMYM6,ZMYM6,0.94941354
PCTP,PCTP,0.9493704
PSMA6,PSMA6,0.9493649
DZANK1,DZANK1,0.94934106
DOCK5,DOCK5,0.94933045
NARS1,NARS1,0.94933015
SULF1,SULF1,0.94931275
CABIN1,CABIN1,0.9492858
PLXNA4,PLXNA4,0.94919896
CDPF1,CDPF1,0.94919413
PRND,PRND,0.9491573
CAPN8,CAPN8,0.94914925
KDM2B,KDM2B,0.9490966
CNTRL,CNTRL,0.9490808
C21orf58,C3H21orf58,0.94906753
EIF4G1,EIF4G1,0.9490379
MTHFD2,MTHFD2,0.9490219
PATE4,PATE4,0.9490074
TRIM69,TRIM69,0.9489952
PKP3,PKP3,0.9489933
EFCAB6,EFCAB6,0.9489326
PTPRCAP,PTPRCAP,0.94890815
GLT1D1,GLT1D1,0.9488992
POLR3A,POLR3A,0.94888735
NUFIP2,NUFIP2,0.94883233
PANX2,PANX2,0.94881076
TRIM67,TRIM67,0.9487584
BEST3,BEST3,0.9486858
LZTR1,LZTR1,0.94865286
CYBRD1,CYBRD1,0.948641
MGST3,MGST3,0.94863623
KLHL30,KLHL30,0.94861084
LAMP1,LAMP1,0.9486019
ZNRD2,ZNRD2,0.9485384
B9D1,B9D1,0.9485138
SMARCB1,SMARCB1,0.94850683
WWP2,NEDD4L,0.9485051
ATP6V0E1,ATP6V0E1,0.94847554
VMO1,VMO1,0.94846594
FRMD1,FRMD1,0.9484215
TTC9C,TTC9C,0.9483392
SLC22A17,SLC22A17,0.948293
CLEC19A,CLEC19A,0.9482628
HGH1,HGH1,0.94821286
CTNNA2,CTNNA2,0.9481801
ACAA1,ACAA1,0.9481616
SDHAF2,SDHAF2,0.94815946
ASIC1,ASIC1,0.94808596
CAMKMT,CAMKMT,0.9480794
INTS10,INTS10,0.9480431
SIRT2,SIRT2,0.9480428
LDHC,LDHC,0.94801825
RBSN,RBSN,0.94800436
RUSF1,RUSF1,0.9479642
HPS4,HPS4,0.9479521
INSL4,INSL4,0.94792247
ZMAT5,ZMAT5,0.94790727
DHX9,DHX9,0.9478429
TMEM59L,TMEM59L,0.9478343
GIMAP7,GIMAP7,0.94782573
HNRNPH3,HNRNPH3,0.9478059
TWF2,TWF2,0.9477535
HOXA1,HOXA1,0.9477371
ABHD17C,ABHD17A,0.94771993
MR1,MR1,0.94771224
CRTC2,CRTC2,0.9476805
NXPE1,NXPE2,0.9476546
CAV3,CAV3,0.94765013
PTCD2,PTCD2,0.94760185
OR52R1,OR52L1,0.9475637
HAUS7,HAUS7,0.9475436
CHGA,CHGA,0.9475081
NCLN,NCLN,0.94748676
AIF1L,AIF1L,0.94748074
SLC35A1,SLC35A1,0.9474734
RFESD,RFESD,0.947466
ZNF514,ZNF514,0.9474637
LIAS,LIAS,0.9474623
SMIM21,SPATA45,0.9474455
ST6GALNAC1,ST6GALNAC1,0.94735587
BMP2K,BMP2K,0.947273
PXMP4,PXMP4,0.9472451
MRPS31,MRPS31,0.94717485
TEAD4,TEAD1,0.94716495
NUP42,NUP42,0.9471641
MAPK15,MAPK15,0.9470787
TBK1,TBK1,0.94707435
AK2,AK2,0.9470588
CRTC3,CRTC3,0.94704545
SHBG,SHBG,0.94702005
RIF1,RIF1,0.9470189
RETSAT,RETSAT,0.9470063
KRTAP1-3,KRTAP1-4,0.94698864
TXNL4B,TXNL4B,0.9468854
GGA3,GGA3,0.9468698
SERPINB4,SERPINB13,0.9468507
B4GALT1,B4GALT1,0.9468334
ABLIM2,ABLIM2,0.9468291
SEPHS1,SEPHS1,0.9467915
FAH,ZFAND6,0.9467876
WTAP,WTAP,0.9467756
C16orf95,C11orf21,0.94676816
FBXO45,FBXO45,0.9467477
DMRT3,DMRT3,0.94673175
GPIHBP1,GPIHBP1,0.9467051
IRF2BPL,IRF2BP2,0.94670373
ATG16L2,ATG16L2,0.946626
NMNAT3,RBP1,0.946581
ISY1,ISY1,0.9465716
SLC2A5,SLC2A5,0.94655275
MINDY1,MINDY1,0.94655246
CHD9,CHD9,0.94653773
ARAP1,ARAP1,0.9465328
BCL11A,BCL11A,0.9465134
AHRR,AHRR,0.94650877
UCN3,UCN3,0.94649476
ZNF74,ZNF425,0.9464894
ODAD2,ODAD2,0.9464819
G6PC2,G6PC2,0.9464642
INCA1,INCA1,0.9464573
CCDC178,CCDC178,0.94645447
SFPQ,SFPQ,0.9464522
IGLV7-43,IGLV8-61,0.9464298
TCIRG1,TCIRG1,0.9464131
LZTFL1,LZTFL1,0.94641036
MUC7,MUC7,0.9463819
WDR17,WDR17,0.9463711
PRTFDC1,PRTFDC1,0.94634914
ABCA4,ABCA4,0.9463155
MNT,MNT,0.9462319
CRTAM,CRTAM,0.9462059
ATAD2B,ATAD2B,0.94618076
STK11IP,STK11IP,0.94616896
CD72,CD72,0.9461624
BCL2L11,BCL2L11,0.94615644
WDFY1,WDFY1,0.9461024
XXYLT1,XXYLT1,0.94603723
ALKAL2,ALKAL2,0.9460322
KCTD7,KCTD7,0.9460261
IL36B,IL36B,0.9459883
TCP11L2,TCP11L2,0.94598705
PTRH1,PTRH1,0.9459754
DHODH,DHODH,0.9459657
ADD1,ADD1,0.94594693
HOXA9,HOXA9,0.9459441
GCA,GCA,0.94590825
IFNAR2,IFNAR2,0.9458797
DENND6B,DENND6B,0.9458271
FXYD5,FXYD5,0.94581705
CYP3A43,CYP3A43,0.94577914
PRKCB,PRKCB,0.94574684
CATSPERG,CATSPERG,0.9457455
PPAT,PPAT,0.9456463
ZBTB11,ZBTB11,0.9456421
SAMD3,SAMD3,0.9455907
SYNE4,SYNE4,0.94556975
SRSF1,SRSF9,0.945564
RAB7B,RAB7B,0.94554317
RMI2,RMI2,0.9455027
NADSYN1,NADSYN1,0.94549704
RABL6,RABL6,0.9454236
CDH5,CDH5,0.94537145
JMJD6,JMJD6,0.9453065
MAN1C1,MAN1C1,0.9452934
DZIP1L,DZIP1L,0.9452712
GALNT12,GALNT12,0.9452306
MRPL48,MRPL48,0.9452265
DCTN4,DCTN4,0.9452176
CLEC4E,CLEC4E,0.945214
RIT2,RIT2,0.9451833
ZDHHC14,ZDHHC18,0.94516104
ROBO3,ROBO3,0.9451499
RNASET2,RNASET2,0.94513935
ZCCHC10,ZCCHC10,0.9451292
FKBP2,FKBP2,0.945103
GPHA2,GPHA2,0.9450676
STAMBPL1,STAMBPL1,0.9450629
TTC32,TTC32,0.94496846
ALG8,ALG8,0.94496334
ACTRT3,ACTRT3,0.94495684
FBRSL1,FBRSL1,0.94490945
WDFY2,WDFY2,0.9448449
MSH6,MSH6,0.9448364
APH1A,APH1A,0.9448206
ZDHHC7,ZDHHC7,0.9448163
TUBGCP4,TUBGCP4,0.94480884
ITFG2,ITFG2,0.9447981
S100A12,S100A12,0.94478756
FAM47E,FAM47E,0.94478285
IKZF5,IKZF5,0.9447628
MMP19,MMP19,0.94474137
APLF,APLF,0.94468
LYZL4,LYZL4,0.944671
PTCRA,PTCRA,0.94463074
HHAT,HHAT,0.9446101
SPMIP9,SPMIP9,0.9445713
TBKBP1,TBKBP1,0.9445638
DUSP16,DUSP16,0.9445594
RRN3,RRN3,0.9445442
YTHDF3,YTHDF3,0.9445246
NDUFV2,NDUFV2,0.9445189
MYO10,MYO10,0.9445141
BABAM1,BABAM1,0.94448537
GALNT5,GALNT5,0.94438297
IGFBP7,IGFBP7,0.9443816
GLMP,GLMP,0.944375
L3HYPDH,L3HYPDH,0.94425035
NAA50,NAA50,0.94424117
ADGRF5,ADGRF5,0.9442
NFKBIA,NFKBIA,0.94418144
SOD2,SOD2,0.94416887
CDK19,CDK19,0.94412094
TIAM2,TIAM2,0.9441053
DENND1A,DENND1A,0.94409454
ATP1B3,ATP1B3,0.94409394
SCAPER,SCAPER,0.9439557
IRF8,IRF8,0.94395524
CAPZA2,CAPZA2,0.9439239
NAPB,NAPA,0.94391304
TSPAN33,TSPAN33,0.9439052
ABCA8,ABCA8,0.94390315
PTPRD,PTPRD,0.9438957
FANCA,FANCA,0.94384634
PM20D2,PM20D2,0.9437782
SLAIN2,SLAIN2,0.9437755
JAML,JAML,0.9437652
TCEA1,TCEA1,0.9437593
XKR8,XKR8,0.9437385
ZNF487,ZNF487,0.9436982
TBC1D9B,TBC1D9B,0.9436431
PSMD7,PSMD7,0.9435605
CMTM2,CMTM2,0.9435324
ZNF704,ZNF704,0.9435203
ERCC8,ERCC8,0.9435094
SNX6,SNX6,0.9434914
SUB1,SUB1,0.9434846
ADAMTS13,ADAMTS13,0.9434676
GNAO1,GNAO1,0.94344306
GRIN2C,GRIN3B,0.943443
ITGB3BP,ITGB3BP,0.94343597
RAB40B,RAB40B,0.9433845
MLLT3,MLLT3,0.9433483
MRTFB,MRTFB,0.94333076
CINP,CINP,0.9432936
PSMG1,PSMG1,0.94327086
CR2,CR2,0.9432404
HSD17B14,HSD17B14,0.94323605
CTDP1,CTDP1,0.9432152
PA2G4,ERBB3,0.9431834
POLQ,POLQ,0.9431245
HAT1,HAT1,0.9431231
TIMM22,TIMM22,0.9431159
PRTG,PRTG,0.943095
MAGEB5,MAGEB5,0.94307846
KARS1,KARS1,0.9430703
BIN1,BIN1,0.94306475
MYO15A,MYO15A,0.94300014
FOSL1,FOSL1,0.94297093
ARL5C,ARL5B,0.9428904
CANX,CANX,0.9428591
PLA2G4B,PLA2G4B,0.9428591
ZNF793,ZNF589,0.9428427
PCYOX1L,PCYOX1L,0.9428331
SRPK2,SRPK2,0.9428179
AGBL4,BEND5,0.94277716
ATP6V1D,ATP6V1D,0.9427583
OR10AG1,OR10A7,0.94274825
PRR20G,PRR20G,0.94272876
FOXL1,FOXQ1,0.942728
HYAL3,HYAL3,0.94270456
AKAP13,AKAP13,0.9426952
PHKG2,PHKG2,0.9426889
PRSS21,PRSS21,0.94261754
LIMK2,LIMK2,0.9426065
GPC6,GPC6,0.94258523
GOLT1A,GOLT1B,0.94250685
ERF,ERF,0.94246817
TMEM182,TMEM182,0.94242716
OR4D1,OR4D1,0.9424238
AZIN2,AZIN2,0.94240624
MTUS1,MTUS1,0.94238704
C19orf38,C19H19orf38,0.942384
POLR2H,POLR2H,0.94237953
RNF13,RNF13,0.9423544
TBC1D10B,TBC1D10B,0.9423265
PPA2,PPA2,0.94232637
AZU1,AZU1,0.94232595
MYL1,MYL1,0.94231546
IGKC,IGKC,0.9423143
TMEM120A,STYXL1,0.9422939
ALKBH2,ALKBH2,0.94221306
SCP2,SCP2,0.94218934
ACSS1,ACSS1,0.94216555
ESM1,ESM1,0.942141
SHH,SHH,0.94196546
PRPF3,PRPF3,0.94188255
PTP4A3,PTP4A3,0.94183624
SLC29A1,HSP90AB1,0.94182074
PLD6,PLD6,0.9417751
MROH7,MROH7,0.9417539
ZC3H6,ZC3H6,0.9416728
RTL10,GNB1L,0.94167167
FABP1,FABP1,0.94162077
PYROXD2,PYROXD2,0.9416196
YBEY,YBEY,0.9415994
IGHV1-3,IGHV7-4-1,0.94148695
GPX8,GPX8,0.94142485
PRRG4,PRRG4,0.9413544
HELZ2,HELZ2,0.9413439
NKTR,NKTR,0.94131434
BMP6,BMP6,0.94124824
SCIMP,SCIMP,0.9411684
CBLB,CBLB,0.94116527
REEP2,REEP2,0.9411527
RHOQ,RHOQ,0.9411048
STXBP1,STXBP1,0.94106066
MPV17,MPV17,0.94101673
RAD50,RAD50,0.9408741
NRL,NRL,0.9408721
FNDC4,FNDC4,0.94082326
MEF2B,BORCS8,0.9408084
SMARCD1,SMARCD1,0.9407408
CYB561A3,CYB561A3,0.94063294
SLC19A3,SLC19A3,0.94062185
TNFRSF17,TNFRSF17,0.940616
SLC25A20,SLC25A20,0.94052833
CEP95,CEP95,0.94049495
LY6K,LY6K,0.94046044
ARV1,ARV1,0.9404525
PGRMC2,PGRMC2,0.9404169
CHN2,CHN2,0.9403413
FLII,FLII,0.940313
CHST14,CHST14,0.9403052
SPACA7,SPACA7,0.94030076
IL1R1,IL1R1,0.9402842
KRBOX1,GASK1A,0.9402753
MATN2,MATN2,0.9402478
TEX22,TEX22,0.94023937
CA1,CA1,0.9401891
STOX1,STOX1,0.9401794
MMAB,MMAB,0.9400979
ZNF805,ZNF805,0.940096
ZNHIT3,ZNHIT3,0.94004905
TMEM131L,TMEM131L,0.9400232
PHF2,PHF2,0.93997353
NIPAL4,NIPAL4,0.93995136
ISG20,ISG20,0.93988305
NDUFS7,NDUFS7,0.93987066
KCNH1,KCNH5,0.93986934
FAM237A,FAM237A,0.9397813
ST6GALNAC5,ST6GALNAC6,0.93976855
MRGBP,MRGBP,0.9397634
UROS,UROS,0.93976307
THAP1,THAP1,0.9397453
MAX,MAX,0.93973565
CD79B,CD79B,0.9396365
TMA16,TMA16,0.93963504
TUFM,TUFM,0.93958104
PITPNM3,PITPNM3,0.9395712
TULP3,TULP3,0.93955684
BEST1,BEST1,0.9394306
KLRD1,KLRD1,0.9394176
PSMD5,PSMD5,0.9393471
BPI,BPI,0.9392369
RAD1,RAD1,0.93921643
GP1BA,GP1BA,0.93921554
AGPAT2,AGPAT2,0.9391847
IDH3A,IDH3A,0.939131
TCAIM,TCAIM,0.939117
DPH1,DPH1,0.9390547
TCF25,TCF25,0.9390314
TRPV2,TRPV2,0.93898916
ACTR10,ACTR10,0.9389871
SLC16A11,SLC16A11,0.9389518
OR5AU1,OR8J3,0.93894136
DUSP19,DUSP19,0.9389305
RNF168,RNF168,0.9388756
RAPGEF6,RAPGEF6,0.9388733
HEBP2,HEBP2,0.9388382
PPIF,PPIF,0.93863326
MTERF3,MTERF3,0.93857986
IFNAR1,IFNAR1,0.9385662
DHX15,DHX15,0.93854046
LYNX1,SLURP2,0.9384927
CCNYL1,CCNYL1,0.9384606
TSGA10,TSGA10,0.93842214
CYB5R4,CYB5R4,0.9384126
DUSP5,DUSP5,0.9383356
BEND6,BEND6,0.9383291
TMEM53,TMEM53,0.9382913
RNF6,RNF6,0.93828756
PPP1CB,PPP1CC,0.93825924
GRINA,GRINA,0.93824077
CYB5D1,CYB5D1,0.93817836
COG2,COG2,0.9381535
IGHV3-20,IGHV3OR16-10,0.9380905
HOXA5,HOXA5,0.9380798
TMEM212,TMEM212,0.9380659
CCDC42,CCDC42,0.93805754
TESMIN,TESMIN,0.93803054
CDCA4,CDCA4,0.9380184
VPS33B,PRC1,0.9379905
NIT2,NIT2,0.9379887
NPHS2,NPHS2,0.9379882
LRRC4B,ASPDH,0.9379384
RDH5,RDH5,0.93790996
PARP1,PARP1,0.93786615
ORAI3,ORAI3,0.93784326
RAB27A,RAB27A,0.9377382
NLK,NLK,0.9376585
BICC1,BICC1,0.9376367
