human gene name,chimpanzees gene name,correlation
KLHDC8A,KLHDC8A,0.9604047
ARPC4,ARPC4,0.9603893
EPDR1,EPDR1,0.96038604
PABPC4L,PABPC1L,0.9603702
TRBV25-1,TRBV25-1,0.9603668
CLEC5A,CLEC5A,0.96034956
COL16A1,COL16A1,0.96032023
MGAT4A,MGAT4A,0.9603196
RAB8B,RAB8B,0.9603141
TOGARAM1,TOGARAM1,0.9603089
SLC25A23,SLC25A23,0.96030295
FLII,FLII,0.9602985
KRT13,KRT13,0.960282
ELOVL6,ELOVL6,0.960273
LYAR,LYAR,0.9602702
CFAP73,CFAP73,0.9602523
DDX5,DDX17,0.9602259
SHPRH,SHPRH,0.960218
MS4A3,MS4A3,0.9602049
DPYSL5,DPYSL5,0.96019346
ARL5C,ARL5C,0.9601861
DVL1,DVL1,0.960179
GHDC,GHDC,0.9601744
NKAIN2,NKAIN2,0.9601744
PIGQ,PIGQ,0.96016926
VARS1,VARS1,0.9601659
CKAP2L,CKAP2L,0.9601581
ATP1A4,ATP1A4,0.96014345
CFAP47,CFAP47,0.96013826
PHF12,PHF12,0.96013296
TMEM50B,TMEM50B,0.9601263
PEPD,PEPD,0.9601252
TMEM165,TMEM165,0.96011335
HRC,HRC,0.9601128
PCMT1,PCMT1,0.96010876
UHRF2,UHRF2,0.96010375
NRBP1,NRBP1,0.960096
SYCP2,SYCP2,0.9600883
PIN1,PIN1,0.9600855
PIP4K2C,PIP4K2C,0.96007675
SFRP4,SFRP4,0.9600568
RBFOX3,RBFOX3,0.9600528
ARFGEF2,ARFGEF2,0.96004564
C1orf53,C1H1orf53,0.9600214
LRTM2,LRTM2,0.96001005
TCIRG1,TCIRG1,0.95998067
B4GALT2,B4GALT2,0.95997554
OSBPL10,OSBPL10,0.959967
ABCA6,ABCA6,0.9599659
DLX6,DLX6,0.95995766
RPL5,RPL5,0.95995635
FOXL1,FOXL1,0.9599475
MYH9,MYH9,0.9599275
SCGB3A2,SCGB3A2,0.95991445
SPOCK1,SPOCK1,0.95990807
SSPN,SSPN,0.9598959
PROSER3,PROSER3,0.9598887
SLIRP,SLIRP,0.9598887
ATP6V1E1,ATP6V1E1,0.9598873
KIF20A,KIF20A,0.959883
CDIN1,CDIN1,0.95987445
CYB5R3,CYB5R3,0.9598507
GLT8D2,GLT8D2,0.95984775
SEPTIN11,SEPTIN11,0.95981926
PSMC1,PSMC1,0.95981914
TP53INP2,TP53INP2,0.9598176
UNC5A,UNC5A,0.9598131
MYL4,MYL4,0.95980954
TSC22D1,TSC22D1,0.9598014
CSTF1,CSTF1,0.9597955
POGLUT1,POGLUT1,0.95979446
NPNT,NPNT,0.9597822
ALG5,ALG5,0.95976526
KCNE4,KCNE4,0.95976204
DNASE2,DNASE2,0.95975465
ZNF407,ZNF407,0.9597255
PALM,PALM,0.959718
PEDS1-UBE2V1,PEDS1,0.95970273
ST6GAL2,ST6GAL2,0.95970064
TRBV10-1,TRBV10-1,0.9596916
NCBP1,NCBP1,0.9596634
RITA1,RITA1,0.9596617
RELN,RELN,0.9596544
DUSP5,DUSP5,0.95964456
SERPINA6,SERPINA6,0.959637
ANKS1B,ANKS1B,0.9596127
ADAMTS5,ADAMTS5,0.95958364
FAM83G,FAM83G,0.9595827
TBXA2R,TBXA2R,0.9595703
NF1,NF1,0.9595531
PPP1R12B,PPP1R12B,0.959521
PHOSPHO2,PHOSPHO2,0.9595099
ABCG2,ABCG2,0.9595073
C16orf92,C16H16orf92,0.95950216
TINF2,TINF2,0.95945543
SEC14L3,SEC14L3,0.9594334
CCDC138,CCDC138,0.95942634
SLC17A3,SLC17A3,0.95941883
CCL13,CCL13,0.9594035
LRFN2,LRFN2,0.95938146
KCNS3,KCNS3,0.9593813
DNAL1,DNAL1,0.959381
SPRED1,SPRED1,0.959374
AK5,AK5,0.95937175
MAP3K12,MAP3K12,0.9593574
SIGLEC15,SIGLEC15,0.95933044
ACTR10,ACTR10,0.95932406
VAT1,VAT1,0.95931464
CMPK1,CMPK1,0.95931447
PPP2CA,PPP2CA,0.95931196
ERGIC3,ERGIC3,0.95930773
USP53,USP53,0.9593048
TMEM59,TMEM59,0.95927626
TNC,TNC,0.95926523
IDE,IDE,0.9592628
SLC4A5,SLC4A5,0.9592588
KCNJ10,KCNJ15,0.9592549
HMGA1,HMGA1,0.9592404
MAPK8IP3,MAPK8IP3,0.95922047
BCL2L1,BCL2L1,0.9591983
FSD1L,FSD1L,0.959163
DCAF5,DCAF5,0.9591575
ANAPC1,ANAPC1,0.95914114
QKI,QKI,0.95912945
SPATA21,SPATA21,0.95912826
PER1,PER1,0.9591228
NRG3,NRG3,0.95912194
LRRC14,LRRC14,0.9590986
ABCD2,ABCD2,0.9590916
C3orf38,C3H3orf38,0.9590884
PCSK5,PCSK5,0.95905995
PRDM2,PRDM2,0.9590189
POPDC2,POPDC2,0.95901597
HS2ST1,HS2ST1,0.9590141
CCDC86,CCDC86,0.95900255
PPP1R3F,PPP1R3F,0.959002
PTOV1,PTOV1,0.9589751
NUBP1,NUBP1,0.9589659
MIEF2,MIEF2,0.958953
AKAP13,AKAP13,0.95891386
NSUN2,NSUN2,0.9588965
SSC5D,SSC5D,0.9588672
TPI1,TPI1,0.95886385
SPDYE4,SPDYE4,0.9588637
KCNJ6,KCNJ6,0.958862
NEDD4,NEDD4,0.95884365
NFKBIE,NFKBIE,0.95884293
LTF,LTF,0.95883554
RBL2,RBL2,0.9588339
PRICKLE3,PRICKLE3,0.9587961
LRCH4,LRCH4,0.9587909
F2RL1,F2RL1,0.9587875
EPS8,EPS8,0.95876664
PI4K2A,PI4K2A,0.9587607
CA11,CA11,0.9587493
CRYBB2,CRYBB2,0.9587422
PDE1C,PDE1C,0.95874065
AK9,AK9,0.9587378
MLH3,MLH3,0.9587296
MRPL16,MRPL16,0.9587235
DERL3,DERL3,0.95871663
CTTNBP2NL,CTTNBP2NL,0.9587103
PRY,SPATA8,0.9586778
HIRIP3,HIRIP3,0.95866746
OSBPL3,OSBPL3,0.95866567
MMP10,MMP10,0.9586623
ING2,ING2,0.9586538
FBXL15,FBXL15,0.95865035
PTPRS,PTPRS,0.95864546
TPPP2,TPPP2,0.9586373
PID1,PID1,0.9586362
PDCD10,PDCD10,0.9586261
OLFM2,OLFM2,0.95862395
H2BW2,H2BW2,0.95861125
KLHL20,KLHL20,0.9586084
ADGRG3,ADGRG3,0.958595
CSN1S1,CSN1S1,0.95858544
CCT7,CCT7,0.95857346
UNCX,UNCX,0.95855856
TMEM88,TMEM88,0.9585552
FBXO44,FBXO44,0.9585476
PRKCB,PRKCA,0.95853305
CIRBP,CIRBP,0.9585241
MRM2,MRM2,0.9585121
BAZ2A,BAZ2A,0.95850337
VPS29,VPS29,0.9585032
BPI,BPI,0.958488
CBX7,CBX7,0.95848525
SNW1,SNW1,0.95848393
MIPOL1,MIPOL1,0.95847905
PALS1,PALS1,0.95847833
DIP2C,DIP2C,0.9584751
LRAT,LRAT,0.9584738
SMAD3,SMAD3,0.95847374
CDH26,CDH26,0.9584681
TRAF3IP1,TRAF3IP1,0.95845616
ZNRD2,ZNRD2,0.95844615
TMEM181,TMEM181,0.95843285
NOL4,NOL4,0.9584211
SNTG2,SNTG2,0.9584135
GIPR,GIPR,0.95840997
ARHGEF40,ARHGEF40,0.95840156
SIGLEC11,SIGLEC11,0.95839906
EIF4A1,EIF4A1,0.95839196
PHEX,PHEX,0.9583913
ABR,ABR,0.95837915
TMEM185A,TMEM185A,0.9583735
ENAH,ENAH,0.9583678
KBTBD12,KBTBD12,0.95836556
WDR47,WDR47,0.9583584
TMEM209,TMEM209,0.9583558
RERE,RERE,0.9583497
KREMEN1,KREMEN1,0.95834035
ZNF706,ZNF706,0.95833254
CFAP221,CFAP221,0.95832247
CNGA4,CNGA4,0.95831984
SLC22A5,SLC22A5,0.9583192
CEP170B,CEP170B,0.95830303
TM9SF3,TM9SF3,0.9582947
ITGA2B,ITGA2B,0.95829207
KHDRBS3,KHDRBS3,0.95828336
REL,REL,0.9582761
TATDN1,TATDN1,0.9582503
MARCHF2,MARCHF2,0.9582477
SERPINE2,SERPINE2,0.95824593
CENPS-CORT,CENPS,0.95823675
ERP29,ERP29,0.9582014
FOS,FOS,0.9581976
CCDC81,CCDC81,0.95818675
ULK4,ULK4,0.9581856
CCN4,CCN4,0.95817196
SETD6,SETD6,0.958101
ERMN,ERMN,0.95808786
SNPH,SYBU,0.95807827
COQ5,COQ5,0.95807654
NFKBIB,NFKBIB,0.9580687
MAK16,MAK16,0.9580493
ZNF713,ZNF302,0.95802355
CTDSPL,CTDSPL,0.9580204
HIVEP1,HIVEP1,0.95800775
CLEC4A,CLEC4A,0.9579609
HAND2,HAND2,0.9579609
TMBIM6,TMBIM6,0.95796007
DDX60,DDX60,0.95795715
TTLL13P,TTLL13,0.9579463
RIMBP2,RIMBP2,0.9579354
PHOSPHO1,PHOSPHO1,0.95793533
PAFAH1B3,PAFAH1B3,0.9579331
BCL2L2-PABPN1,BCL2L2,0.95790887
DEUP1,DEUP1,0.9578999
ARHGAP5,ARHGAP5,0.9578955
ASB10,ASB10,0.9578842
ZNF567,ZNF224,0.9578819
COP1,COP1,0.95787627
POLR2F,POLR2F,0.95786935
XKR8,XKR8,0.9578521
CFAP299,CFAP299,0.95783806
SECISBP2,SECISBP2,0.9578257
IFT46,IFT46,0.9578122
TYW3,TYW3,0.95781213
EHBP1,EHBP1,0.9578106
DQX1,DQX1,0.95781016
DHX38,DHX38,0.95778966
TRBV24-1,TRBV24-1,0.957782
SUOX,SUOX,0.957737
MRPS24,MRPS24,0.95773673
UBASH3A,UBASH3A,0.9577169
CUL3,CUL3,0.9577143
SLC6A15,SLC6A15,0.957711
IDUA,IDUA,0.9577105
GRIP1,GRIP1,0.9577102
ZNF451,ZNF451,0.95770806
ZNF449,ZNF449,0.9577033
ESAM,ESAM,0.9576928
SPHK1,SPHK1,0.95769113
CLEC2B,CLEC2B,0.9576776
SLC3A1,SLC3A1,0.9576701
ATP7A,ATP7A,0.9576606
COL10A1,COL10A1,0.95765144
TVP23B,TVP23C,0.95763963
PROSER1,PROSER1,0.9576367
SNHG32,C12H12orf75,0.9576159
TRMT1L,TRMT1L,0.9575904
DDX46,DDX46,0.9575849
SLC35B4,SLC35B4,0.957581
PRKRA,PRKRA,0.95756596
IFT27,IFT27,0.95756394
TRBV28,TRBV28,0.95755786
KEAP1,KEAP1,0.95753354
HAL,HAL,0.95753306
SLC25A48,SLC25A48,0.95752466
MSRB1,MSRB1,0.9575205
NR2C2AP,NR2C2AP,0.9575113
ATP6V1B1,ATP6V1B1,0.9574969
TRIM39-RPP21,TRIM39,0.9574895
FAM177B,FAM177B,0.9574863
ACE,ACE,0.95746195
MSL1,MSL1,0.9574572
LGI3,LGI3,0.95745116
CNOT9,CNOT9,0.95744777
ZDHHC14,ZDHHC14,0.9574104
SYCP2L,SYCP2L,0.9574091
BEST1,BEST1,0.957402
RAET1G,RAET1G,0.9573824
TMEM250,TMEM250,0.95738125
ROGDI,ROGDI,0.95737654
MZF1,ZNF500,0.9573668
KIF25,KIF25,0.9573647
BPIFC,BPIFC,0.9573513
TRIM15,TRIM15,0.95734334
TOX4,TOX4,0.95733684
BRSK2,BRSK2,0.9573337
SLC23A3,SLC23A3,0.9573197
PACSIN3,PACSIN3,0.95731115
SMARCA2,SMARCA2,0.95730925
TLN2,TLN2,0.95730615
MSL3,MSL3,0.95727974
ARMC1,ARMC1,0.95727706
CDKN1C,CDKN1C,0.9572644
MYO1A,MYO1A,0.95724845
TRIM26,TRIM26,0.95723987
POLD2,POLD2,0.9572395
SRP9,SRP9,0.9572251
ZFR2,ZFR2,0.95721227
FAM53C,FAM53C,0.95717186
ILVBL,ILVBL,0.9571559
KLF18,KLF18,0.957145
MAP3K4,MAP3K4,0.95713943
SAP30BP,SAP30BP,0.95712745
VARS2,VARS2,0.95712394
GALNS,GALNS,0.9571207
AMPD3,AMPD2,0.9571188
ABCC3,ABCC3,0.95711684
HPS5,HPS5,0.95710886
SUGP1,SUGP1,0.9571074
ABCA10,ABCA10,0.95710075
ADAM21,ADAM21,0.95707154
MPDZ,MPDZ,0.95707095
C7orf26,INTS15,0.95706344
MDM1,MDM1,0.9570603
ZFAND3,ZFAND3,0.95705545
PIK3CG,PIK3CG,0.9570473
SYMPK,SYMPK,0.9570388
ESYT1,ESYT1,0.9570247
ABCB4,ABCB4,0.9570096
TWSG1,TWSG1,0.95699286
MLXIP,MLXIP,0.9569666
MAG,MAG,0.95692545
TBRG4,TBRG4,0.95688826
MSC,MSC,0.95688784
RAD51C,RAD51C,0.9568819
NRP1,NRP1,0.9568758
IL23R,IL23R,0.9568701
IGF2BP3,IGF2BP3,0.9568543
PPM1D,PPM1D,0.9568519
CAPRIN2,CAPRIN2,0.9568498
TARS2,TARS2,0.9568404
THY1,THY1,0.9568211
DUS4L,DUS4L,0.9567984
F10,F10,0.9567896
STIM2,STIM2,0.9567883
ZCCHC2,ZCCHC2,0.9567835
POGK,POGK,0.9567755
RNMT,RNMT,0.956773
TIMD4,TIMD4,0.9567647
GALNTL6,GALNTL6,0.956754
CEP57L1,CEP57L1,0.9567492
HECW1,HECW1,0.9567456
MLLT6,MLLT6,0.95674384
MANBA,MANBA,0.9567358
FICD,FICD,0.9567326
TMEM150C,TMEM150C,0.9567292
LYSMD4,LYSMD4,0.95672905
NUBPL,NUBPL,0.9567247
LILRA3,LILRA3,0.9567155
CNGB3,CNGB3,0.9566984
TMCO5A,TMCO5A,0.95669025
C11orf80,TOP6BL,0.9566843
TBC1D15,TBC1D15,0.95668244
KCNK4,KCNK4,0.9566819
U2SURP,U2SURP,0.95666885
AGO1,AGO1,0.9566361
DPY19L1,DPY19L2,0.9566329
USP5,USP5,0.95662725
MFGE8,MFGE8,0.9566063
RPA1,RPA1,0.95660543
PRKCSH,PRKCSH,0.9566049
HOXC11,HOXC11,0.9566008
CERS4,CERS4,0.95660025
HOOK1,HOOK1,0.956598
GRHL1,GRHL1,0.95659673
DDX54,DDX54,0.9565808
XKR9,XKR9,0.95658034
KRT17,KRT17,0.95656866
COLCA2,POU2AF3,0.9565633
FMN1,FMN1,0.95655966
RGS8,RGS8,0.95655906
ENKD1,ENKD1,0.9565584
ANGPTL1,ANGPTL1,0.9565514
RUNDC1,RUNDC1,0.9565495
MEF2D,MEF2D,0.9565486
ZSCAN10,ZSCAN10,0.95654815
SLCO6A1,SLCO6A1,0.956544
ANKRD31,ANKRD31,0.9565372
SPNS2,SPNS2,0.9564986
ANXA2,ANXA2,0.9564981
PLEKHF1,PLEKHF1,0.9564635
KNOP1,KNOP1,0.95646274
ACKR2,ACKR2,0.95645744
ZNF318,ZNF318,0.95645064
TSG101,TSG101,0.9564121
NUDT21,NUDT21,0.95640975
ERAP2,ERAP2,0.9564038
TUBB4B,TUBB4A,0.9563999
ODAD3,ODAD3,0.9563928
MAL2,MAL2,0.95638645
IGLV4-69,IGLV4-69,0.9563783
EPRS1,EPRS1,0.95637465
SUSD1,SUSD1,0.95636714
ELP3,ELP3,0.9563514
MT3,MT2A,0.95633763
SMARCA4,SMARCA4,0.9563287
WDR6,WDR6,0.9563286
SLC1A6,SLC1A6,0.9563145
SELENOI,SELENOI,0.9563129
GCNA,GCNA,0.956292
PYGB,PYGB,0.9562875
RETSAT,RETSAT,0.9562675
CDKL2,CDKL2,0.956246
PSMG1,PSMG1,0.95623314
GFER,GFER,0.9562293
NELFA,NELFA,0.9562262
FAM136A,FAM136A,0.95622253
PHYHD1,PHYHD1,0.9562223
TNFAIP8L3,TNFAIP8L3,0.95621383
INO80C,INO80C,0.95621014
M6PR,M6PR,0.95618165
ABHD3,ABHD3,0.95616347
USP38,USP38,0.9561607
PTMA,PTMA,0.95613205
CRLF3,CRLF3,0.95612407
GLYR1,GLYR1,0.9560983
IFFO2,IFFO2,0.95609474
SHF,SHF,0.95606893
ZNF384,ZNF384,0.95606107
CLTC,CLTC,0.9560555
HDAC4,HDAC4,0.9560492
MRPL33,MRPL33,0.9560467
TMEM14B,TMEM14B,0.9560303
FGF13,FGF13,0.95602274
STARD10,STARD10,0.9560165
IQCF3,IQCF3,0.95598453
NADSYN1,NADSYN1,0.95597637
TBC1D14,TBC1D14,0.95596105
TPM4,TPM4,0.95595986
ZBTB22,ZBTB22,0.9559525
HTR2C,HTR2C,0.9559365
XXYLT1,XXYLT1,0.9559331
PARP16,PARP16,0.9559289
AURKA,AURKA,0.9559222
ALG12,ALG12,0.95589125
BOD1L1,BOD1L1,0.9558779
ARPC2,ARPC2,0.95585895
RIOX2,RIOX2,0.95584095
TEFM,TEFM,0.9558308
ACSF3,ACSF3,0.9558192
VAMP8,VAMP8,0.95581055
TP53BP1,TP53BP1,0.95580375
ITSN2,ITSN2,0.95580226
NUF2,NUF2,0.95579934
GRM7,GRM7,0.95575505
SEMA4D,SEMA4D,0.9557519
PTP4A3,PTP4A3,0.9557466
MC5R,MC2R,0.95573294
DOC2A,DOC2A,0.955727
CHTF18,CHTF18,0.9557232
EEF1A2,EEF1A1,0.95571107
ZIC1,ZIC1,0.95569736
MDGA1,MDGA1,0.95568717
ZNF263,ZNF263,0.9556811
OPTC,OPTC,0.95567995
AP1G1,AP1G1,0.9556774
CHRNA7,CHRNA7,0.955677
ZNF28,ZNF546,0.95567405
B9D1,B9D1,0.95566034
PTGS1,PTGS1,0.9556509
CEP250,CEP250,0.9556426
BRWD1,BRWD1,0.95563227
ST3GAL3,ST3GAL3,0.9556274
HSPB1,HSPB1,0.9555929
TOR1B,TOR1B,0.9555834
GASK1B,GASK1B,0.95556253
ECI2,ECI2,0.955559
CAPN13,CAPN13,0.95555323
KBTBD3,KBTBD3,0.9555504
RAB42,RAB42,0.95552164
SLC7A4,SLC7A4,0.9555085
PSMC5,PSMC5,0.95550466
MCAT,MCAT,0.95549774
COMMD2,COMMD2,0.95549315
IQCG,IQCG,0.95548964
MTURN,MTURN,0.95548934
VGLL4,VGLL4,0.95548314
CNTN2,CNTN2,0.955476
DHX34,DHX34,0.9554737
KTN1,KTN1,0.9554606
RNF111,RNF111,0.95545423
PDE11A,PDE11A,0.95544815
CASP8AP2,CASP8AP2,0.9554458
CD96,CD96,0.95544344
SPATA1,SPATA1,0.95543885
NRSN1,NRSN1,0.9554385
C22orf39,C22H22orf39,0.9554204
INTS9,INTS9,0.9554136
MYO3A,MYO3A,0.9554102
CITED1,CITED1,0.9554101
MANEA,MANEA,0.95540696
DPF2,DPF2,0.95540136
CYP4Z1,CYP4Z1,0.9553918
DHX33,DHX33,0.95536405
CCDC9B,CCDC9B,0.95533323
RERG,RERG,0.95532024
DPP8,DPP8,0.955313
CDC34,CDC34,0.955308
HMGXB4,HMGXB4,0.9552912
MALT1,MALT1,0.9552771
ITGA2,ITGA2,0.9552701
MUC5AC,MUC6,0.9552297
TCP1,TCP1,0.9552268
ZNF607,ZNF561,0.95522374
TCFL5,TCFL5,0.95521057
MRC2,MRC2,0.9551647
PIP5K1B,PIP5K1A,0.95515966
NDUFA12,NDUFA12,0.95515406
PIK3C2A,PIK3C2A,0.95515114
FAM183A,CFAP144,0.95512354
RAB3IL1,RAB3IL1,0.9551229
MESD,MESD,0.9550991
PHF7,PHF7,0.95509726
TNNI2,TNNI2,0.95508957
PCDHB16,PCDHB17,0.9550749
NIPSNAP1,NIPSNAP1,0.95506656
CHAT,CHAT,0.9550628
TRAPPC9,TRAPPC9,0.95504403
GRHPR,GRHPR,0.95502734
SOX10,SOX10,0.95502615
IPO4,IPO4,0.95502603
LACTB,LACTB,0.9550254
RABGEF1,RABGEF1,0.9550251
ARF6,ARF6,0.95501655
ZCCHC18,ZCCHC18,0.9550046
BTN3A1,BTN3A1,0.9550043
IRGM,IRGM,0.95499134
NFKB1,NFKB1,0.95498574
REEP2,REEP2,0.95496005
MNX1,MNX1,0.95495075
DYRK3,DYRK3,0.9549489
SCLY,SCLY,0.95494086
DGKQ,DGKQ,0.954925
IGFBP6,IGFBP6,0.95492446
BMP4,BMP4,0.95492095
KLHDC7B,KLHDC7B,0.95491827
STYXL1,STYXL1,0.9549168
EFCAB14,EFCAB14,0.95490956
SS18,SS18,0.95490885
CALCOCO2,CALCOCO2,0.95485497
BTN3A3,BTN3A3,0.9548344
SLC5A12,SLC5A12,0.954829
LRP6,LRP6,0.954756
CCDC107,CCDC107,0.9547559
NLRP10,NLRP10,0.95474243
NUCB1,NUCB1,0.9547386
OSBPL1A,OSBPL1A,0.9547364
ACY1,ACY1,0.9547097
ELAC1,ELAC1,0.9546972
XRRA1,XRRA1,0.9546871
TMEM106C,TMEM106C,0.9546703
DDB2,DDB2,0.9546622
LRRC9,LRRC9,0.95463693
FANCC,FANCC,0.95461386
KAT8,KAT8,0.95460606
MRPL49,MRPL49,0.9546036
CDK5RAP3,CDK5RAP3,0.95460004
ZNF341,ZNF341,0.95458573
EMC9,EMC9,0.9545806
PCDH7,PCDH7,0.9545674
OTOP2,OTOP2,0.9545604
SERPINE3,SERPINE3,0.9545518
FAS,FAS,0.95454955
WEE2,WEE2,0.95454824
AMN1,AMN1,0.9545424
PNPLA6,PNPLA6,0.9545302
PTCH2,PTCH2,0.9545178
ZDHHC23,ZDHHC23,0.9545068
GALNT4,GALNT1,0.9545008
ST8SIA3,ST8SIA3,0.9544597
NDRG4,NDRG4,0.9544495
FAM50A,FAM50A,0.95441926
ITFG2,ITFG2,0.95439935
UBE3A,UBE3A,0.9543945
IGSF9B,IGSF9B,0.954356
FZD8,FZD8,0.9543497
THAP5,THAP5,0.9543322
ABRAXAS1,ABRAXAS1,0.95432514
SEPHS1,SEPHS1,0.95432013
EEF1D,EEF1D,0.9543143
ANKRD10,ANKRD10,0.9542838
LGALS3,LGALS3,0.95425576
DNAJB1,DNAJB1,0.95424587
C4orf3,C4H4orf3,0.9542416
RNF8,RNF8,0.95423496
BUB1,BUB1,0.9542291
SCTR,SCTR,0.95422786
GRB7,GRB7,0.9542213
CACYBP,CACYBP,0.95422107
UBR7,UBR7,0.95421207
UPF3B,UPF3B,0.95420724
PRRG3,PRRG3,0.95420235
HCK,HCK,0.95420057
DUSP22,DUSP22,0.95419425
NEDD1,NEDD1,0.9541932
TBPL1,TBPL1,0.95417815
DHX36,DHX36,0.95413786
MIS12,MIS12,0.9541285
DYNLRB2,DYNLRB2,0.9541091
AKR7A2,AKR7A2,0.95410365
ZW10,ZW10,0.9540911
TICRR,TICRR,0.9540854
FAM227B,FAM227B,0.95408404
THOP1,THOP1,0.9540649
CDK2,CDK2,0.95406115
UBN2,UBN2,0.95404744
PRADC1,PRADC1,0.9540151
CD44,CD44,0.9540044
CSK,CSK,0.95399827
TMC2,TMC2,0.9539872
CCHCR1,CCHCR1,0.9539638
ANKRD26,ANKRD26,0.95393413
RNF166,RNF166,0.95393145
CYRIB,CYRIB,0.9539305
MED1,MED1,0.9539195
GTPBP2,GTPBP2,0.95391774
GOLGA1,GOLGA1,0.95390975
SHMT2,SHMT2,0.95390904
SLC38A4,SLC38A2,0.9539047
WWP1,WWP2,0.9538939
ASB16,ASB16,0.9538799
CASP4,CASP4,0.9538769
PECR,PECR,0.9538729
ZNF785,ZNF785,0.95387083
APC2,APC2,0.95386964
PIK3C3,PIK3C3,0.9538654
WFS1,WFS1,0.9538518
TMX1,TMX1,0.95384973
VEPH1,VEPH1,0.95383865
TRIM67,TRIM67,0.95382184
IL31RA,IL31RA,0.95381933
JAK3,TYK2,0.9538149
TMEM131,TMEM131,0.9537971
CHURC1,CHURC1,0.9537903
SUN5,SUN5,0.95378506
SGSH,SGSH,0.9537703
GON7,GON7,0.95375144
KRIT1,KRIT1,0.953747
NMNAT1,NMNAT1,0.95374346
SELENBP1,SELENBP1,0.9537371
ADCY7,ADCY7,0.9537345
ABCF3,ABCF3,0.95371205
TRAV21,TRAV21,0.9537038
SMARCD1,SMARCD1,0.9536979
PDZD11,PDZD11,0.9536768
H1-8,H1-8,0.95366555
LPO,LPO,0.95365477
SPINT2,SPINT2,0.9536546
KCTD3,KCTD3,0.9536357
PPM1M,PPM1M,0.95363015
SLC7A7,SLC7A7,0.953615
ROBO2,ROBO2,0.95360523
NSUN5,NSUN5,0.95359164
BMI1,BMI1,0.9535875
RGL2,RGL2,0.95358366
RNF180,RNF180,0.95355463
PDXK,PDXK,0.9535545
ICAM5,ICAM5,0.9535481
ROBO1,ROBO1,0.95353925
SFTPD,SFTPD,0.953534
ELF4,ELF4,0.95352036
ICA1L,ICA1L,0.9535163
SPRED2,SPRED2,0.9534917
JPT1,JPT1,0.9534807
ARF3,ARF3,0.9534546
PDCD2,PDCD2,0.95344573
LY6G5C,LY6G5C,0.95339465
TSPAN5,TSPAN5,0.95335376
SMTNL2,SMTNL2,0.9533307
GID4,GID4,0.9533062
MANSC1,MANSC1,0.9533051
SWAP70,SWAP70,0.95330477
MTFP1,MTFP1,0.9532967
SRP19,SRP19,0.9532856
CDC37,CDC37,0.9532817
THAP10,THAP10,0.953281
FAM133B,FAM133B,0.95327765
TRMT61B,TRMT61B,0.95325893
ERMP1,ERMP1,0.95325214
PLA2G15,PLA2G15,0.95324373
CRK,CRK,0.95322895
GAK,GAK,0.9532124
TEAD3,TEAD4,0.9532074
ESYT3,ESYT3,0.95319444
IGFBP5,IGFBP5,0.953193
AP3B1,AP3B1,0.9531718
PIAS3,PIAS3,0.9531457
HACE1,HACE1,0.9531237
GPN2,GPN2,0.9531184
MT1X,MT1X,0.9530951
FKBP15,FKBP15,0.9530927
DLK1,DLK1,0.95308006
COA6,COA6,0.95307493
BOD1,BOD1,0.9530664
ZNF211,ZNF211,0.9530652
SLC8A2,SLC8A2,0.95305973
TNKS,TNKS,0.953058
MRPS36,KGD4,0.95303583
TEAD2,TEAD2,0.9530082
KRT39,KRT39,0.95300615
POMT1,POMT1,0.9529848
TSPAN9,TSPAN9,0.9529839
VDR,VDR,0.9529828
ARFGAP3,ARFGAP3,0.95298153
MRPL22,MRPL22,0.95295304
KRI1,KRI1,0.95295084
NOP53,NOP53,0.9529488
PHF20L1,PHF20L1,0.952936
NLRC5,NLRC5,0.9529253
TACC1,TACC1,0.9529169
CLUH,CLUH,0.95289344
GAA,GAA,0.95287067
TSEN15,TSEN15,0.95286524
BTNL2,BTNL2,0.95284677
PLCB1,PLCB1,0.95284325
PHKG1,PHKG1,0.95282835
ZDBF2,ZDBF2,0.9528234
ARNT2,ARNT2,0.95282024
DENND4A,DENND4A,0.9528124
EME2,EME2,0.9528014
ZHX1,ZHX1,0.95279413
NTMT1,NTMT1,0.95276785
ATG16L2,ATG16L2,0.9527601
PXMP2,PXMP2,0.95274585
SNX5,SNX5,0.9527404
RPS6KA2,RPS6KA2,0.9527386
AZIN2,AZIN2,0.9527271
ABI3BP,ABI3BP,0.9527014
CCAR1,CCAR1,0.95269644
TENT5A,TENT5A,0.95269614
IGLV3-25,IGLV3-25,0.95267063
DNAH3,DNAH12,0.95264107
SDHB,SDHB,0.952635
OR1I1,OR7D1,0.9526216
LIPG,LIPG,0.95261353
RNF130,RNF130,0.9526089
RNF167,RNF167,0.9525976
ZNF217,ZNF217,0.95259666
CRTAC1,CRTAC1,0.9525772
MRPL24,MRPL24,0.9525709
ZNF556,ZNF556,0.95256716
SLC35D2,SLC35D2,0.95256114
DDX59,DDX59,0.9525395
HEPN1,HEPN1,0.95253885
RNF146,RNF146,0.95253253
MARF1,MARF1,0.95253193
RUSC2,RUSC2,0.9525246
SETD1A,SETD1A,0.9525098
BPTF,BPTF,0.95250547
NXN,NXN,0.9524956
TOR1AIP1,TOR1AIP1,0.9524883
TSLP,TSLP,0.9524761
STON1-GTF2A1L,STON1,0.95247
GSX2,GSX2,0.95246834
PKHD1L1,PKHD1L1,0.9524598
SYNJ1,SYNJ1,0.9524598
