zebrafish gene name,frog gene name,correlation
dalrd3,dalrd3,0.9357959
cdca9,cdca9,0.93578
dlgap4b,dlgap4,0.9357668
sult1st7,sult1e1,0.93576497
si:ch211-145o7.3,foxj1.2,0.9357616
rgs13a,rgs2,0.93572956
cyb561a3a,cybrd1,0.9357279
rusc2,rusc2,0.9357109
lca5,lca5,0.9356991
kcnk17,kcnk16,0.9356771
ARSB,arsb,0.9356714
si:ch211-27e6.1,pskh2,0.9356634
si:dkey-30e9.6,spats1,0.9356359
parm1,parm1,0.9356092
tox,tox,0.9355973
spryd4,SPRYD4,0.93559074
zc3h7a,zc3h7a,0.93559
sting1,sting1,0.93558764
snap29,snap29,0.9355625
SETD9,setd9,0.9355456
zgc:153738,iqca1,0.93551594
elac2,elac2,0.935512
c6.2,c6.1,0.9355067
pdhx,pdhx,0.9354968
nisch,nisch,0.9354965
ins,ins,0.9354842
mpz,mpz,0.9354839
ddt,ddt,0.93546754
lyrm2,lyrm2,0.9354656
bcl2l13,bcl2l13,0.93543804
mul1,mul1,0.9354236
pthlhb,pthlh,0.93541324
oip5,oip5,0.93540215
aspscr1,aspscr1,0.9353831
cpped1,cpped1,0.9353796
lrrc32,lrrc32,0.93535715
hspb11,ift25,0.9353549
cib1,cib1,0.93531364
st14,tmprss6,0.9353126
arf4b,arf11l.2,0.93530566
rbbp9,rbbp9,0.9352997
raraa,rarg,0.9352951
perm1,perm1,0.9352612
cahz,ca3,0.9352524
spout1,spout1,0.9352464
il4,il4,0.9352272
si:ch211-222l21.1,ptmap12,0.935206
sirt3,SIRT3,0.93518496
mfap3l,mfap3,0.93517697
rbm39b,rbm39,0.93517363
fzr1b,fzr1,0.9351685
kcp,kcp,0.9351316
arhgap25,arhgap25,0.93512625
cttnbp2nla,cttnbp2nl,0.93510926
fam131aa,fam131b,0.9350708
ift27,ift27,0.93505514
taf10,taf10,0.93505436
slc4a11,slc4a11,0.93504846
tmed6,tmed6,0.93502074
hoxb4a,hoxb4,0.9350206
lcorl,lcorl,0.9350022
spa17,spa17,0.9349838
taf6l,taf6l,0.9349719
usp2b,usp2,0.934966
zgc:113279,XB5965586,0.9349563
ocstamp,ocstamp,0.9349472
arhgef16,arhgef26,0.9349152
mterf2,mterf2,0.9349101
gpatch11,gpatch11,0.93490356
ganabb,ganc,0.9348202
vhl,vhl,0.9348069
C18H19orf47,c8h19orf47,0.9348063
mrpl30,mrpl30,0.93479186
pus7,pus7,0.93478405
ubr7,ubr7,0.9347422
dhrsx,dhrsx,0.93473065
hbegfb,hbegf,0.93470335
asb10,asb10,0.9346982
thada,thada,0.9346943
cpb1,cpb1,0.9346897
arf6b,arf6.2,0.93467903
fbxo33,fbxo33,0.93466485
ptx3a,ptx3,0.93464565
cfh,cfh,0.9346364
nfkbil1,nfkbil1,0.9346172
GALNT10,galnt10,0.9346093
irak1,irak1,0.9345844
csf2rb,csf2rb,0.93458104
sec14l1,sec14l5,0.9345771
ttc12,ttc12,0.9345752
endog,endog,0.93457025
thoc3,thoc3,0.9345628
tnfsf11,tnfsf11,0.9345449
znf1035,rest,0.9345169
plod3,plod3,0.9345032
tecta,tecta,0.9344898
ttr,ttr,0.9344708
ARSD,arsd,0.9344611
omgb,omg,0.93444574
vmo1a,vmo1,0.9344204
chadla,chadl,0.9344124
igsf3,igsf3,0.93439966
tp53bp1,tp53bp1,0.9343881
ubxn8,ubxn8,0.93434334
brdt,brdt,0.93434095
letmd1,letmd1,0.93432754
cacybp,cacybp,0.9343224
zgc:112294,tmem17,0.9343048
micos13,micos13,0.9342444
ttpa,ttpa,0.9342321
dmd,drp2,0.9342292
svila,svil,0.93422914
RDH8,XB1000829,0.9342015
aamp,aamp,0.93418235
ARRDC1,arrdc1,0.9341568
orc4,orc4,0.934145
npdc1b,npdc1.2,0.9341316
tex30,tex30,0.9341207
smug1,smug1,0.9341155
etsrp,etv4,0.934115
zbtb20,zbtb20,0.9340952
ptgr1.2,ptgr1.4,0.93406373
DNAH5,dnah8,0.9340589
il10ra,il10ra,0.9340177
COLEC10,colec10,0.9339834
mcmbp,mcmbp,0.93397117
cep43,cep43,0.9339665
ash1l,ASH1L,0.9339622
TMEM245,tmem245,0.93395156
nbas,nbas,0.9339286
folr,folr1,0.933922
tex36,tex36,0.9339157
fbxo43,fbxo43,0.93388945
nudt12,nudt12,0.93385077
pane1,cenpm,0.93383706
tcn2,tcn2,0.93383676
sema6a,sema6a,0.93383026
nxph2a,rbm38,0.9337918
mtfr1,mtfr1,0.93379074
gpalpp1,gpalpp1,0.9337582
psme3,psme3,0.93371993
cdc6,wipf2,0.9336891
cgnb,cgn,0.93364966
srp14,srp14,0.9336434
trim33,trim33,0.9336391
TEX11,tex11,0.93362564
map7d1a,map7d1,0.9336048
itih3a.2,itih3,0.93359554
dusp14,dusp14,0.933583
rbl2,rbl2,0.9335546
si:dkey-154p10.3,XB5799681,0.93355376
asb6,asb6,0.93353945
si:ch211-150o23.2,emd,0.93351287
usp1,usp1,0.9335058
men1,men1,0.9334951
stard4,stard4,0.9334948
naa30,naa30,0.9334911
gbgt1l8,abo.3,0.93348426
appb,aplp1,0.9334706
clcnk,clcnkb,0.93346107
mcf2a,mcf2l.2,0.93344444
yod1,yod1,0.93344307
calca,calca,0.9334349
gdf2,gdf2,0.9334263
golm2,golm2,0.9333798
zgc:66483,znf333,0.93337816
sgsm3,sgsm3,0.93335426
pabpn1,pabpn1l,0.9333449
cdk14,cdk14,0.9333381
zgc:153116,znf585b,0.93333435
nupr1a,nupr1,0.93333095
clec3bb,clec3b,0.93327814
etfbkmt,etfbkmt,0.9332767
tecra,mgc146850,0.9332752
rps2,rps2,0.93327355
CDC42BPA,cdc42bpa,0.93326336
c1qtnf5,adipoq,0.93325955
spty2d1,spty2d1,0.93325514
ugt5f1,ugt3a2,0.9332252
ttc27,ttc27,0.93319917
abhd12,abhd12,0.93319523
tmx1,tmx1,0.9331824
rca2.1,arc2,0.93313855
rabac1,rabac1,0.93309
tshba,tshb,0.93307924
mrpl42,mrpl42,0.9330549
rwdd2b,rwdd2b,0.93297505
hcfc2,hcfc2,0.9329718
btc,btc,0.9329586
ERCC6,ercc6,0.9329385
zgc:171566,ggh.2,0.93293357
cfap20dc,cfap20dc,0.93292475
dact2,dact1,0.9329212
trpm4a,trpm6,0.9329035
eda,eda,0.93288565
si:ch1073-314i13.4,fmc1,0.93287146
tmem72,tmem72,0.93285215
shbg,SHBG,0.9328473
c3ar1,c3ar1,0.9328346
ppp1r14bb,ppp1r14b,0.9327592
xrcc6,csdc2,0.93275356
patj,patj,0.93272847
me2,me2,0.9327259
helz,eaf2,0.9327195
cad,cad,0.93269926
FRMD3,frmd3,0.9326949
capns1b,capns2,0.93268543
KIFC3,kifc3,0.9326628
rec8b,rec8,0.9326383
klf8,klf8,0.932637
rbm4.2,rbm4b,0.9326343
pfdn2,pfdn2,0.93263394
BFSP1,bfsp1,0.9326223
chchd2,chchd2,0.9326214
zmp:0000000991,exph5,0.93260115
ofd1,ofd1,0.93259317
sprtn,sprtn,0.9325485
mal2,mal2,0.9324996
higd2a,higd2a,0.93248314
txn2,txn2,0.93248284
malt2,malt1,0.9324783
xrcc3,xrcc3,0.93246007
slc38a9,slc38a9,0.93245274
fabp1b.1,fabp1,0.93243456
xkr5b,xkr5,0.9324273
scarb2b,scarb2,0.93238205
tiprl,tiprl,0.93237877
hbaa2,hba4,0.93236
eif2b4,eif2b4,0.93235093
ccdc175,ccdc178,0.93233526
necab2,necab2,0.93233377
si:dkey-3h3.3,dtx3,0.9322739
mpv17l,mpv17l,0.932267
scn1bb,scn1b,0.93225604
apcdd1l,apcdd1,0.9322074
ethe1,ethe1,0.93219364
ndufaf4,ndufaf4,0.93217444
ctnna2,ctnna2,0.93217367
akap1b,akap1,0.93215424
atxn1l,atxn1l,0.93214995
rnf17,rnf17,0.9321459
cers4a,cers4,0.93210787
parp14rs1,parp9,0.93209183
babam1,babam1,0.9320694
cfap184,ccdc96,0.9320509
STMND1,stmnd1,0.93203527
RNF14,rnf14.3,0.93201596
c5,c5,0.9320068
zcchc14,zcchc14,0.93199825
zgc:113436,gin1,0.9319731
sh3bgrl3,sh3bgrl3,0.93196845
upk3b,upk3b,0.9319598
map9,map9,0.931959
rnf4,rnf4,0.9319496
zgc:92161,MGC147117,0.93193686
cdkn2aipnl,cdkn2aipnl,0.93192947
nbr1a,nbr1,0.9319238
tcta,tcta,0.93192357
anapc16,anapc16,0.9319082
jarid2b,jarid2,0.9319052
tspan4a,TSPAN4,0.9318835
PITPNC1,pitpnc1,0.9318697
baxa,bax,0.93185824
DQX1,dqx1,0.9318529
mrps6,mrps6,0.931846
arl6ip4,arl6ip4,0.93183154
il26,il22,0.93178815
fam83gb,fam83f,0.93177813
prpf40a,prpf40a,0.93177557
C3H17orf75,c10h17orf75,0.9317724
zgc:77151,arid5b,0.9317555
bcl3,bcl3,0.93174046
C9H3orf38,c2h3orf38,0.93170625
dclre1c,dclre1c,0.93169004
cst14a.2,cstb,0.93167573
hnrnpul1,hnrnpul1,0.9316631
tm7sf2,tm7sf2,0.9316574
ndufs7,ndufs7,0.9316311
ptgfr,ptgfr,0.93163097
scyl3,scyl3,0.93162143
clxn,clxn,0.9315908
phtf1,rsbn1,0.93158776
gstp1.1,gstp1,0.93158394
tm4sf18,tm4sf1,0.9315818
si:dkey-182i3.8,znf71,0.93154794
rfxank,rfxank,0.93153733
narf,narf,0.9315109
nxnl1,nxnl1,0.9314978
fam98b,fam98b,0.9314894
fxyd2,fxyd2,0.93147105
mydgf,mydgf,0.93144345
nudt6,nudt6,0.93142915
OLFML2A,olfml2b,0.9314226
cep55l,cep55,0.93140894
asph,asph,0.9313937
HPSE2,hpse2,0.93139094
zgc:101664,SHLD3,0.93138546
ankdd1a,ankdd1a,0.9313797
si:dkey-221h15.4,hsd17b11,0.9313563
supt3h,supt3h,0.931348
cdc123,camk1d,0.93134606
sdr42e2,sdr42e2,0.93133384
mark2a,mark4,0.9313316
mideasa,trerf1,0.931328
si:dkeyp-97e7.9,deptorl,0.9313022
tefm,tefm,0.9312951
capga,capg,0.93129355
dguok,dguok,0.93128806
arhgdia,arhgdia,0.93128175
spata4,spata4,0.93128014
smx5,lsm2,0.9312669
il12ba,IL12B,0.9312587
commd6,commd6,0.9312555
tmem242,tmem242,0.93125015
tac3b,tac3,0.93123114
grapa,grap,0.9312231
dennd4b,dennd4b,0.93121284
ercc1,ercc1,0.93119776
cgref1,cgref1,0.93119365
lrrc15,GP5,0.9311846
GPR180,gpr180,0.93117005
kat14,kat14,0.9311686
gpr65,gpr65,0.9311581
anapc13,anapc13.1,0.9311314
hsd3b2,hsd3b1,0.9311287
asb11,asb9,0.9310931
rnf103,chmp3,0.93108946
si:ch211-106h11.3,ccn1l,0.9310306
guca1d,guca1c,0.9310141
ctxn1,ctxn1,0.93101037
neu3.5,neu3.2,0.93100244
nol7,nol7,0.9310006
pttg1ipb,pttg1ip.1,0.9309946
MSMP,MSMP,0.9309735
styk1a,styk1,0.9309481
bloc1s1,bloc1s1,0.93094784
fam43b,fam43b,0.9309298
TP53I3,tp53i3,0.9309038
gba3,or51ao2,0.93089193
pla2g1b,pla2g1b,0.93087506
znf219,znf219,0.9308439
fdft1,fdft1,0.930841
ankrd22,ankrd22,0.93083674
kdr,flt1,0.9308004
lhfpl5a,fbxl3,0.9307922
fam228a,fam228b,0.93077826
jpt1a,jpt1,0.9307463
cflara,cflar,0.9307131
nkain5,nkain3,0.9306906
nr2c2ap,nr2c2ap,0.9306726
cspg5a,cspg5,0.9306509
sdc4,sdc4,0.9306349
uqcc4,uqcc4,0.93059504
ogfr,ogfrl1,0.93057054
psmc4,psmc4,0.93056864
slka,slk,0.93055993
tatdn1,tatdn1,0.9305286
prr18,PRR18,0.9305187
OVCH2,ovch1,0.9305118
pex7,pex7,0.9305026
gypc,gypc,0.93050164
mis12,mis12,0.9304933
atad5a,atad5,0.93049264
adgra1a,adgra1,0.93049157
faslg,faslg,0.9304481
tent2,tent2,0.9304464
vash2,vash2,0.9304401
carmil3,carmil1,0.93041027
sec24c,sec24c,0.93041
ccdc30,ccdc150,0.93040603
PMM1,pmm2,0.93039805
fank1,fank1,0.9303892
zgc:172182,ccdc89,0.930379
tbc1d10b,tbc1d10a,0.9303472
rfc4,rfc4,0.93033284
FRMD4B,frmd4b,0.93032086
snx16,snx16,0.93030345
spata2,spata2,0.9303034
zgc:162184,capn8.5,0.9302807
efs,efs,0.9302762
si:ch211-262h13.5,MGC69493,0.9302751
mcm8,mcm8,0.9302265
hnrnpm,hnrnpm,0.9302243
anxa14,anxa9,0.93020034
hint2,hint2,0.93019694
si:ch73-120g24.5,znf665l,0.9301956
commd8,commd8,0.93018186
szrd1,szrd1,0.930161
rpl35,rpl35,0.93014073
spice1,spice1,0.9301401
or64a1,or5l1,0.9301303
socs9,socs4,0.9301275
ppp1r21,ppp1r21,0.9301196
btr12,MGC147490,0.9301161
PRRG3,prrg3,0.93011534
si:ch211-255g12.8,nlrp4,0.9300689
mtfr2,mtfr2,0.93004227
cfap91,cfap91,0.9300304
rab11fip4b,rab11fip4,0.930015
dzip1l,dzip1l,0.93001163
creb3l3l,creb3,0.9300077
elmo2,elmo2,0.9299625
cnstb,cnst,0.92991453
dda1,dda1,0.9299085
akr1b1.1,akr1c4,0.9298654
myl7,myl7,0.9298463
bet1l,bet1l,0.92980725
fzd3b,fzd6,0.92978996
tex2l,tex2,0.9297637
stra6l,stra6l.1,0.9297461
mrpl24,mrpl24,0.9297388
nckipsd,nckipsd,0.9297197
MAU2,mau2,0.92969745
MYRF,myrf,0.9296912
NPBWR2,npbwr1,0.9296852
ift56,ift56,0.92967796
RAB26,rab26,0.9296476
kcnmb2a,kcnmb1,0.9296456
rbm42,rbm42,0.9296169
C13H10orf53,c10orf53,0.92960846
gpr55a,gpr55,0.92959577
pdlim2,pdlim1,0.9295945
tnfsf10l,tnfsf10l,0.9295594
ttc29,ttc29,0.9294981
nanp,nanp,0.92947954
spcs3,spcs3,0.92947567
ankrd37,ankrd37,0.92947406
nkapd1,nkapd1,0.9294669
sox6,sox6,0.92939126
tmc5,tmc7,0.9293853
acy3.1,acy3,0.9293733
hdc,hdc,0.92931956
fn3krp,fn3k,0.92931795
uevld,uevld,0.92930806
snx21,snx21,0.9292959
tspan36,tspan36,0.92929214
slc23a2,rassf2,0.9292916
rab20,rab20,0.9292821
trub1,trub1,0.9292719
spam1,spam1,0.9292626
CCDC134,ccdc134,0.9292477
ttll11,ttll11,0.9292445
ZNFX1,znfx1,0.92922616
arl16,arl16,0.9292232
rps18,rps18,0.9292068
znf770,znf770,0.92920345
mpzl2b,mpzl2,0.92918867
dbndd1,dbndd1,0.9291805
dpysl4,crmp1,0.9291726
crfb4,ifngr2.2,0.9291409
map3k7cl,map3k7cl,0.9291406
frmd7,FARP2,0.9291256
SLC35F3,slc35f3,0.92910063
ncl,ncl,0.92909706
mfap4.12,angpt4.2,0.9290957
tsr2,tsr2,0.929071
tlr5b,tlr5,0.9290679
cep162,cep162,0.92906106
ABCA7,abca2,0.9290424
lto1,lto1,0.9290249
tor1l2,tor1b,0.92902267
pkd1l2a,pkd1l2,0.92901677
akap6,akap6,0.9289598
dhx36,dhx36,0.9289077
fam210b,fam210b,0.92885846
wdr89,wdr89,0.92877585
cav4a,XB5932841,0.92876434
amn1,amn1,0.9287538
cfap77,cfap77,0.9287503
or55a2,or52p1l,0.92874837
dop1a,dop1a,0.9287372
pycr1b,pycr1,0.9287156
lman1,lman1,0.9286992
plp2b,plp2,0.92868596
cyp2aa4,XB5761350,0.9286813
emb,emb,0.92866427
C10H17orf49,c3h17orf49,0.92864364
ccdc69,ccdc69,0.92861664
top1mt,top1.2,0.92860615
rpp25a,rpp25,0.92857105
dtx3lb.2,dtx3l,0.92854655
tcap,spmip8,0.9285214
skap1,skap1,0.92851126
mettl21cb,mettl21c,0.9284884
fgf23,fgf23.1,0.92847985
atf4b,atf5.2,0.92846525
paip2b,paip2b,0.92843765
thoc5,thoc5,0.92839605
carm1,carm1,0.9283793
angptl2a,angptl2,0.92836714
rnf144b,rnf144b,0.92832404
sypl1,sypl2,0.9282833
srsf6a,srsf6,0.9282799
prmt2,prmt2,0.92827475
rhebl1,rheb,0.92826766
cibar1,cibar1,0.9282222
txlnbb,txlnb,0.92821574
tepsin,tepsin,0.9282023
her8a,esr-5,0.92818666
fbxo18,fbh1,0.9281642
cpm,cpm,0.9281633
tmem182b,XB5726496,0.9281615
tprkb,tprkb,0.9281513
pacsin2,pacsin1,0.92814296
pagr1,pagr1,0.9281415
rrp7a,rrp7a,0.92813605
nfil3-4,thibz,0.92811537
ttc32,ttc32,0.9281002
znhit2,znhit2,0.92809856
smyd3,smyd3,0.9280299
kdm8,kdm8,0.92802364
cfap206,cfap206,0.928019
zgc:152968,XB5934250,0.92801726
si:ch211-170d8.2,XB5848002,0.92801714
si:dkey-16l2.17,prss29,0.9279964
tmem125b,tmem125,0.9279922
scel,scel,0.9279544
lcp2b,blnk,0.9279502
MGAT5B,mgat5b,0.92791724
lrrfip1a,lrrfip1,0.9279095
gzm3.4,ctsg,0.9278827
otx2a,otx1,0.9278822
rabif,rabif,0.92786556
jakmip1,jakmip1,0.92786413
ap1ar,ap1ar,0.9278271
fignl2,gcg.2,0.9278185
tnni1d,tnni3,0.9278073
ube3d,ube3d,0.9277987
atp1b3b,atp1b3,0.9277971
dusp13a,dusp29,0.927787
msrab,msra.2,0.9277615
si:ch73-347e22.4,crybg2,0.927761
cyc1,cyc1,0.92775446
bloc1s3,bloc1s3,0.92773515
cyp2r1,cyp2r1,0.927734
ccn2b,ccn3,0.9277319
zgc:172121,MGC75760,0.9277302
cyb561,cyb561,0.9277293
arhgef10la,arhgef10l,0.9277233
brms1,brms1,0.92768866
efna3a,efna4,0.92765963
nectin3a,nectin3,0.92764705
vegfba,vegfb,0.9276318
vent,ventx1.2,0.9276138
zgc:153115,klf9,0.9276127
rad18,rad18,0.92757875
mcur1,mcur1,0.9275712
gcga,gcg,0.92756957
abhd18,abhd18,0.92752326
wizb,wiz,0.9275161
aste1b,fam120b,0.9275158
si:ch211-214e3.5,znf518a,0.9275022
zbtb11,zbtb11,0.927497
ets2,ets2,0.9274823
cenpo,cenpo,0.9274542
zgc:113142,hsd17b2,0.9274525
lins1,lins1,0.9274505
rbm10,rbm5,0.9274364
si:dkey-42l23.2,c5ar1,0.92739326
crfb1,ifnlr1,0.92738974
CCSER1,ccser1,0.9273683
zgc:158412,c11orf53,0.92735416
iqcc,iqcc,0.92733747
ghdc,ghdc,0.92732376
josd2,josd2,0.92731816
mrpl58,mrpl58,0.9273023
mala.1,mal,0.9272997
tmem260,tmem260,0.92729837
egfl7,egfl7,0.9272899
ppp1r3b,ppp1r3b,0.9272761
ing1,ing1,0.92727584
ece2a,EEF1AKMT4,0.92727435
casp7,casp7,0.9272713
edem2,edem2,0.9272683
palm2akap2,palm2akap2,0.9272536
ube2ql1,ube2ql1,0.9272457
or55a3,or52l1l,0.9272229
trim109,trim50,0.9272148
exd3,exd3,0.92720956
cmtm6,cmtm6,0.92720604
nhsl1b,nhsl1,0.92720205
orc6,orc6,0.9271583
kif16bb,kif14l,0.9271465
si:dkey-183n20.15,XB5864909,0.9271317
cep128,cep128,0.92712134
wtap,wtap,0.927115
acp2,acp3,0.92710817
lhb,fshb,0.92709064
il6,il6,0.92707694
xrcc5,tmem169,0.9270707
elp5,elp5,0.927051
rassf7a,rassf7,0.9270504
prlh2,prlh,0.9270493
eif4a2,eif4a2,0.9270359
cldni,cldn1,0.92701167
si:dkey-245f22.3,mdfi,0.9269466
DST,utrn,0.92692566
casp17,XB5812047,0.9269083
si:dkeyp-110a12.4,zpd,0.9269052
si:dkey-29p10.4,trim14,0.9269024
supt16h,supt16h,0.9268866
grna,grn,0.9268829
igsf11,igsf11,0.9268694
foxr1,foxr1,0.9268661
cnmd,cnmd,0.92683226
TRAPPC10,trappc10,0.92682606
WDR1,wdr1,0.9268195
tmem167b,tmem167b,0.9267657
sumo1,sumo1,0.9267582
FNDC7,fndc7,0.92672926
cbx4,cbx4,0.9267052
prozb,proz,0.9266933
lrrc17,lrrc17,0.9266839
ftr83,trim25,0.92668253
cpsf6,cpsf6,0.9266592
sgce,sgce,0.9266562
ppp2r3a,ppp2r3a,0.9266522
rassf2b,rassf6,0.9266343
man2b1,man2b1,0.92661834
prr12a,prr12,0.92655456
tsen15,tsen15,0.92654586
erich3,erich3,0.92646646
tsnare1,tsnare1,0.92643857
C18H15orf61,c15orf61,0.92643505
ovca2,ovca2,0.9263603
entpd5a,apmap,0.92632735
rgs2,rgs13,0.9262963
RNF152,rnf152,0.92629254
tbl3,tbl3,0.92627853
si:ch211-198a12.6,znf883l,0.9262733
AMIGO1,amigo1,0.9262622
gfra3,gfra3,0.9262552
paqr5a,paqr9,0.9262323
ankrd39,ankrd39,0.9262084
serhl,serhl2,0.92619246
lemd1,lemd1,0.9261832
tbccd1,tbccd1,0.9261832
fmr1,soho1,0.9261679
rilp,rilp,0.92614067
adam22,adam22,0.92607725
igfbp7,igfbpl1,0.9260633
slc25a48,slc25a48,0.92604166
STARD5,stard5,0.92603254
gdf3,gdf3,0.92599946
nthl1,nthl1,0.9259934
cfap161,cfap161,0.9259721
gm2a,gm2a,0.92595106
elp4,dnajc24,0.92594755
tmcc2,tmcc2,0.9259333
C5H2orf42,c3h2orf42,0.925924
zgc:173556,zp3,0.92592335
rassf8a,RASSF8,0.92591244
si:dkey-230p4.1,CROCC2,0.9258922
smyd4,smyd4,0.9258824
scaper,scaper,0.9258655
brd9,brd9,0.92586404
kif22,kif22,0.92585665
tha1,tha1,0.9258548
caprin2,caprin2,0.9258473
figla,figla,0.92584234
birc2,birc2,0.92580783
fitm1l,fitm1,0.9257776
ftr85,XB5729975,0.92577136
armc2,armc2,0.9257272
capslb,caps,0.9257087
tsc22d3,tsc22d3,0.9256819
pan3,pan3,0.9256729
slc25a26,slc25a26,0.9256356
nmt1b,nmt2,0.9256117
tmem275a,TMEM275,0.925596
si:ch211-220f16.2,XB1001290,0.9255093
smco4,smco4,0.9254991
trim47,trim72,0.9254761
sftpbb,sftpb,0.9254643
CUX2,cux1,0.92545444
il21,il21,0.9254439
creg2,creg2,0.9254178
crhb,UCN,0.9254128
kdsr,kdsr,0.9254081
evla,evl,0.9253993
cenph,cenph,0.9253773
ccdc92bb,XB6462649,0.9253736
dnajc3b,XB22063322,0.9253718
prob1,c10orf71,0.9253701
ubox5,ubox5,0.9253336
ndnfl,ndnfl1.1,0.925317
rnf10,rnf10,0.92529535
si:ch73-21g5.7,fancd2os,0.92529285
fam221a,fam221a,0.92528784
dnajb5,dnajb5,0.92528623
HPDL,hpdl,0.9252747
trpt1,trpt1,0.92525196
usp37,usp37,0.9252323
fbxo46,fbxo46,0.92515427
fam83d,fam83d,0.92515224
ttk,tent5c,0.92515105
tmem170a,tmem170a,0.9251466
buc,velo1,0.92514575
cyp3c4,cyp3a5,0.9251401
mhc1uba,mhc1a,0.92513585
mdh1b,mdh1b,0.9251337
lrrc23,lrrc23,0.925131
dtwd2,dtwd2,0.925108
C20H12orf57,c7h12orf57,0.92509186
tmem204,tmem204,0.9250832
adob,ado,0.9250756
snrnp70,snrnp70,0.9250724
plce1,plce1,0.9250397
il10,il10,0.925012
agtrap,agtrap,0.92501175
thumpd2,thumpd2,0.9249969
USP34,usp24,0.9249791
tas2r200.2,t2r37,0.9249753
vrk3,vrk3,0.92497504
naprt,naprt,0.92494917
spag1a,spag1,0.9249167
kiaa0319,KIAA0319,0.9249072
ankrd1a,ankrd1,0.9248792
zgc:171509,klk1,0.9248697
stx16,stx16,0.9248553
ctsz,ctsz,0.9248311
rab11fip3,uspl1,0.92474204
nop58,nop58,0.92473537
tdp1,tdp1,0.9246945
KHDRBS3,khdrbs3,0.9246861
aimp1a,aimp1,0.9246805
atox1,atox1,0.9246572
ubr3,ubr3,0.92465466
retreg2,retreg2,0.92465067
il1rl2,il1r1,0.92462504
c1qc,C1QC,0.924609
fam162a,fam162b,0.92457426
chchd4b,chchd4,0.92454225
lrrc1,lrrc1,0.92449695
slc37a4a,slc37a4,0.92447007
wdr13,wdr13,0.9244297
azin1b,azin1,0.92440397
slc25a35,slc25a34,0.924382
zgc:158260,fam47e,0.924356
rnf169,rnf169,0.92434174
dgcr6,dgcr6,0.9243034
nup153,nup153,0.92429465
cxcl14,cxcl14,0.9242928
clrn3,clrn3,0.9242645
si:ch211-214j24.10,XB5854344,0.92425823
virma,virma,0.9242477
sil1,sil1,0.92424583
tfr1a,TFR2,0.9242408
ice1,ice1,0.92423546
ankrd10a,ankrd10,0.92423517
btbd9,btbd9,0.9241941
selenoo2,selenoo,0.92419094
fadd,fadd,0.924179
TMEM19,tmem19,0.92416596
txna,txn,0.92411536
zgc:171445,ovos2,0.9241065
cart3,XB5738351,0.9240959
CORO2B,coro2b,0.9240869
arhgef33,arhgef33,0.9240201
ccdc106a,ccdc106,0.9239734
dhx15,dhx15,0.92391187
ccdc50a,ccdc50,0.9238924
si:dkey-21e2.16,gzmh,0.9238847
zbtb22b,zbtb22,0.92388046
slc35e4,slc35e4,0.9238354
SPHK1,sphk2,0.92383426
kank2,kank2,0.92382455
amotl1,amotl1,0.92381823
mrpl9,MRPL9,0.9237965
gip,gip,0.9237886
lrrc69,lrrc69,0.923781
CGA,cga,0.92375594
rnft2,rnft2,0.92369777
nhsl3,nhsl3,0.9236335
bud13,bud13,0.9236262
dpy30,dpy30,0.92358625
fa2h,fa2h,0.92358416
lix1,lix1,0.9235682
zgc:194679,b3galt2l,0.9235658
wdr21,dcaf4,0.9235571
umps,umps,0.92355555
exd2,exd2,0.9234843
inha,inha,0.9234655
clstn1,clstn1,0.92346275
nars2,nars2,0.9234178
fam133b,fam133b,0.9234104
ufd1l,ufd1,0.923399
rcan1a,rcan1,0.9233829
ankar,ankar,0.9233397
isg20,aen,0.92327154
pgpep1l,pgpep1l,0.92325133
eef1akmt1,eef1akmt1,0.9232458
med12,med12,0.9232341
bub1,bub1,0.92322165
mfap4.10,angpt4,0.9232123
unga,ung,0.9232122
il17c,il17c,0.9231888
alg10,alg10,0.9231622
MYO19,myo19,0.9231214
CFAP73,cfap73,0.9231027
ppp6r2b,ppp6r2,0.92309356
LMF1,lmf1,0.92309266
GPR135,gpr135,0.9230616
polr1f,polr1f,0.923033
ANKDD1B,ankdd1b,0.9229795
chn1,chn1,0.9229739
tmem115,tmem115,0.92295074
ndr1,nodal1,0.9229342
dpp7,prss16,0.92293024
slc30a10,slc30a10,0.9229194
armc5,armc5,0.92291623
tcea3,tcea3,0.92288977
prdx5,prdx5,0.92286605
chga,chga,0.9228609
si:ch73-303b9.1,XB5733004,0.9228571
tradd,tradd,0.9228452
map3k4,map3k4,0.92283434
prxl2b,prxl2b,0.92281556
fosaa,fos,0.92273605
aqr,aqr,0.9227198
tnfrsf9b,tnfrsf9,0.92270976
ark2n,ark2n,0.92270416
hsh2d,hsh2d,0.92270195
baalca,baalc,0.9226887
mri1,mri1,0.92268395
birc5a,birc5l,0.92268
si:dkey-184p18.2,c6h18orf21,0.9226499
eml3,eml3,0.9226494
dock10,dock10,0.9226435
nanos2,nanos1,0.922604
nceh1a,nceh1,0.922589
ppil4,ppil4,0.92257243
ubxn1,ubxn1,0.9225679
sytl4,sytl5,0.9225348
fam110c,fam110d,0.9224944
wdhd1,wdhd1,0.92249227
lix1l,lix1l,0.92248845
ctdspl3,XB5962940,0.9224764
tmem223,tmem223,0.9224467
srrm2,srrm2,0.9224399
gzm3.3,gzma,0.92243916
ankzf1,ankzf1,0.9223935
SLC22A31,slc22a31,0.92235595
PDCL3,pdcl3,0.92231494
