chimpanzees gene name,gorillas gene name,correlation
SDC4,SDC4,0.9921714
RAD51AP2,RAD51AP2,0.9921528
RXRB,RXRB,0.9921513
PRKCI,PRKCI,0.9921455
PSTK,PSTK,0.9921429
KRTAP9-7,KRTAP9-7,0.99214256
FOXC2,FOXC2,0.9921332
CCT4,CCT4,0.9921322
NOM1,NOM1,0.9921317
OTX1,OTX1,0.9921303
SLC22A25,SLC22A25,0.9921221
TAC1,TAC1,0.99211794
ALDH3B1,ALDH3B1,0.9921129
SLIT3,SLIT3,0.99211025
C2CD3,C2CD3,0.9921024
B4GALNT2,B4GALNT2,0.9920938
MRPL1,MRPL1,0.992088
PLCZ1,PLCZ1,0.99208134
KHSRP,KHSRP,0.99207807
ASGR2,ASGR2,0.9920756
CDC14B,CDC14B,0.9920694
CAMK1,CAMK1,0.99206924
TBCD,TBCD,0.99206907
PPP1R36,PPP1R36,0.9920675
RNF103,RNF103,0.9920673
CTNNA2,CTNNA2,0.9920671
ZNF7,ZNF7,0.99206436
KMT2B,KMT2B,0.9920569
CPXCR1,CPXCR1,0.99205285
FER1L6,FER1L6,0.9920523
TFAM,TFAM,0.99204755
GGTLC1,GGTLC1,0.992047
ALDH5A1,ALDH5A1,0.9920429
SAMD4A,SAMD4A,0.9920242
COMT,COMT,0.9920119
TRIM50,TRIM50,0.99200976
SOX5,SOX5,0.9920075
PA2G4,PA2G4,0.9920044
UNC13B,UNC13B,0.9920016
GATAD2A,GATAD2A,0.9919881
THAP7,THAP7,0.9919875
DAZAP1,DAZAP1,0.9919861
HGFAC,HGFAC,0.99197745
FDFT1,FDFT1,0.99197555
UHRF2,UHRF2,0.991966
SCEL,SCEL,0.99196243
PABIR2,PABIR2,0.9919553
ISL1,ISL1,0.99195457
C17H17orf50,C17orf50,0.99195343
GABRD,GABRD,0.99195135
AVL9,AVL9,0.99194497
AGMAT,AGMAT,0.9919399
STIL,STIL,0.99193907
CD96,CD96,0.9919308
OXLD1,OXLD1,0.9919287
CAPRIN1,CAPRIN1,0.99192715
SRCAP,SRCAP,0.99191964
RBM5,RBM5,0.99191666
TMEM89,TMEM89,0.9919125
IQCB1,IQCB1,0.99189985
GFPT2,GFPT2,0.9918997
KIAA0930,KIAA0930,0.9918969
METTL21C,METTL21C,0.9918944
PAEP,PAEP,0.9918884
TKTL1,TKTL1,0.9918881
ABTB1,ABTB1,0.991885
ZFYVE1,ZFYVE1,0.99187857
SMPX,SMPX,0.9918785
RSPH1,RSPH1,0.9918767
GALNT17,GALNT17,0.9918695
TNFRSF10A,TNFRSF10A,0.9918693
ARSD,ARSL,0.99186665
DTX2,DTX2,0.99186295
VWDE,VWDE,0.99186283
ATPSCKMT,ATPSCKMT,0.9918592
FXYD1,FXYD1,0.9918524
DNMT1,DNMT1,0.99183184
CFD,CFD,0.9918318
NTRK2,NTRK2,0.9918234
WDR5,WDR5,0.9918183
TRIM11,TRIM11,0.99181384
GNAO1,GNAO1,0.9918122
SNX9,SNX9,0.99181014
HS3ST5,HS3ST5,0.9918088
TESK2,TESK2,0.99180645
PMPCB,PMPCB,0.99180275
PUM1,PUM1,0.99179685
TNKS,TNKS,0.991794
NRF1,NRF1,0.9917882
ACTA1,ACTA1,0.99178076
ESS2,ESS2,0.99177957
CBX7,CBX7,0.9917784
CLEC6A,CLEC6A,0.9917771
PDZK1IP1,PDZK1IP1,0.99177027
AFDN,AFDN,0.9917613
DKK1,DKK1,0.99174803
FBLIM1,FBLIM1,0.9917451
EIF6,EIF6,0.9917446
MAP3K1,MAP3K1,0.9917445
MRFAP1L2,MRFAP1L2,0.9917441
SEPTIN9,SEPTIN9,0.991741
NOL12,NOL12,0.99173397
RLN1,RLN1,0.9917274
EXT2,EXT2,0.9917257
PTPRJ,PTPRJ,0.9917221
RAB11FIP3,RAB11FIP3,0.99170655
XKRX,XKRX,0.99169904
NUP85,NUP85,0.9916878
ALDH1L2,ALDH1L2,0.99168605
RCOR3,RCOR3,0.99168605
PDSS1,PDSS1,0.99166936
LILRB1,LILRB1,0.9916685
ZFP91,ZFP91,0.99166644
ACSF2,ACSF2,0.99166197
TRPV6,TRPV6,0.9916609
PEMT,PEMT,0.99165654
DYNC1LI1,DYNC1LI1,0.99164015
IMP4,IMP4,0.9916242
ZNF688,ZNF688,0.9916229
SPIN1,SPIN1,0.9916126
GAB4,GAB4,0.99160725
ZFP36L2,ZFP36L2,0.99160653
LMF1,LMF1,0.99160415
SMAD1,SMAD1,0.9915939
MLX,MLX,0.99159217
CLEC4C,CLEC4C,0.9915911
ENKD1,ENKD1,0.99158996
PPAN,PPAN,0.99158925
C1H1orf141,C1orf141,0.9915867
KRTAP4-11,KRTAP4-11,0.99158525
CSNK1E,CSNK1E,0.991582
NAA40,NAA40,0.9915799
PACS1,PACS1,0.99156445
PHGR1,PHGR1,0.99156016
CHEK2,CHEK2,0.99155855
ADRA1D,ADRA1D,0.991552
PPFIA2,PPFIA2,0.99153227
CLINT1,CLINT1,0.99153215
TMEM26,TMEM26,0.9915274
HDDC2,HDDC2,0.99152726
EDEM2,EDEM2,0.99151874
ACLY,ACLY,0.9915175
VPS13B,VPS13B,0.9915082
CACNA1H,CACNA1H,0.9915013
RRAGA,RRAGA,0.99150085
CPD,CPD,0.99149334
CDK5,CDK5,0.99149036
NUDT1,NUDT1,0.9914837
FIGN,FIGN,0.99147844
DYM,DYM,0.9914759
DIDO1,DIDO1,0.9914726
ZNF398,ZNF398,0.9914726
ZFAND1,ZFAND1,0.99147236
ZNF579,ZNF579,0.99147165
ELF1,ELF1,0.9914668
TNK1,TNK1,0.99144727
CEP78,CEP78,0.9914413
ACSBG2,ACSBG2,0.99143326
SCGB2A1,SCGB2A1,0.9914302
NEO1,NEO1,0.9914276
PRKCA,PRKCA,0.9914271
NT5DC4,NT5DC4,0.99141175
THAP9,THAP9,0.9914058
ADAMTS13,ADAMTS13,0.9914017
MLLT6,MLLT6,0.9913993
TRIM31,TRIM31,0.9913965
RAPGEF3,RAPGEF3,0.99137986
PIAS1,PIAS1,0.99136096
SLC45A1,SLC45A1,0.99136037
ANTKMT,ANTKMT,0.99135554
CPED1,CPED1,0.9913385
MCM7,MCM7,0.99131566
CEP43,CEP43,0.99131113
NTMT2,NTMT2,0.9913017
CYB5R4,CYB5R4,0.9913012
AEBP1,AEBP1,0.9912912
IL1RL2,IL1RL2,0.9912861
TFR2,TFR2,0.9912845
KCNH7,KCNH7,0.9912804
CCDC91,CCDC91,0.991278
CYB561D2,CYB561D2,0.99126977
HOXB8,HOXB8,0.9912681
ZNF233,ZNF233,0.9912608
PKDCC,PKDCC,0.9912514
TRIM28,TRIM28,0.9912477
NT5DC2,NT5DC2,0.9912419
BRAT1,BRAT1,0.99123794
CREBZF,CREBZF,0.99122983
LRFN2,LRFN2,0.99122447
MST1R,MST1R,0.99122435
ERICH1,ERICH1,0.9911994
EEF1A2,EEF1A2,0.99119765
TRPT1,TRPT1,0.99119747
PRKAB2,PRKAB2,0.99118835
ALS2,ALS2,0.99118215
CEACAM1,CEACAM1,0.9911727
ANAPC4,ANAPC4,0.9911679
GLUD1,GLUD1,0.9911625
CACNA1I,CACNA1I,0.9911575
ZNF80,ZNF80,0.991151
WFDC12,WFDC12,0.9911498
CHST11,CHST11,0.99114895
CXCL2,CXCL2,0.9911369
CLMN,CLMN,0.99113595
TRMT6,TRMT6,0.991134
TMEM18,TMEM18,0.9911318
KATNA1,KATNA1,0.9911251
SHROOM3,SHROOM3,0.99112314
UBTD2,UBTD2,0.9911187
WNT9A,WNT9A,0.9911179
FRA10AC1,FRA10AC1,0.99111164
RBM12B,RBM12B,0.99110997
MAPK9,MAPK9,0.9911054
ZC3H8,ZC3H8,0.991104
FAM209B,FAM209A,0.99110216
UROS,UROS,0.9911021
ADAM28,ADAM28,0.9911015
ERO1A,ERO1A,0.9910985
CREB1,CREB1,0.9910919
DONSON,DONSON,0.9910691
PGRMC2,PGRMC2,0.9910361
PAPSS1,PAPSS1,0.991033
TRAPPC14,TRAPPC14,0.99102676
PEX16,PEX16,0.9910201
VSTM4,VSTM4,0.99100035
SUGCT,SUGCT,0.99099886
SOD1,SOD1,0.99099827
SPDL1,SPDL1,0.9909919
BNIP3L,BNIP3L,0.99098885
CFAP119,CFAP119,0.99098694
FAM228B,FAM228B,0.9909755
SLC36A2,SLC36A2,0.99097455
FBXO11,FBXO11,0.99097186
CEP41,CEP41,0.99096966
KIAA0232,KIAA0232,0.99096423
PLK4,PLK4,0.990952
PCDHB11,PCDHB3,0.99095184
HINT3,HINT3,0.99094623
PDLIM4,PDLIM4,0.9909432
TSGA13,TSGA13,0.9909415
DPEP1,DPEP1,0.99093896
NCOA7,NCOA7,0.99093574
SMARCC1,SMARCC1,0.99092734
EXOC3L2,EXOC3L2,0.99092346
KCNK5,KCNK5,0.9909177
ADAM17,ADAM17,0.9909055
SCD5,SCD5,0.9909042
DENND6B,DENND6B,0.9909036
CCDC66,CCDC66,0.9909001
PTPN12,PTPN12,0.9908978
PRSS58,PRSS58,0.99089754
ZNF266,ZNF266,0.9908961
NBN,NBN,0.99089354
HYCC2,HYCC2,0.99088913
CIMIP1,CIMIP1,0.9908862
DENND10,DENND10,0.9908711
MAEL,MAEL,0.99086905
ARMC9,ARMC9,0.9908605
BID,BID,0.99085367
SAFB2,SAFB2,0.9908533
IL17RA,IL17RA,0.9908471
XPNPEP1,XPNPEP1,0.99083155
USP2,USP2,0.99082637
SMC6,SMC6,0.9908166
ATP5PD,ATP5PD,0.9908079
DGUOK,DGUOK,0.9908046
EIPR1,EIPR1,0.99078643
ZNF300,ZNF300,0.99078554
PEG3,PEG3,0.9907847
GLTPD2,GLTPD2,0.99078333
IMPDH1,IMPDH,0.99078107
ACBD5,ACBD5,0.990775
MERTK,MERTK,0.9907733
PTPRH,PTPRH,0.99076986
ZBTB17,ZBTB17,0.99076927
TUFM,TUFM,0.9907654
RECQL4,RECQL4,0.99076074
KLK12,KLK12,0.9907491
CWC25,CWC25,0.9907414
RAD9A,RAD9A,0.99074036
NDC1,NDC1,0.9907377
CRIPTO3,TDGF1,0.9907273
FAM177B,FAM177B,0.9907252
MYBPC3,MYBPC3,0.99072343
COBL,COBL,0.99072325
RHBDL3,RHBDL3,0.990721
CDH12,CDH12,0.99071985
IGHV1-45,IGHV1-45,0.99071467
KRTAP10-12,KRTAP10-12,0.9907111
ARMCX6,ARMCX6,0.99069357
BICC1,BICC1,0.99069196
PCDHB14,PCDHB7,0.990691
COL4A3,COL4A3,0.99068356
BOP1,BOP1,0.9906817
FICD,FICD,0.9906812
CHRDL2,CHRDL2,0.9906692
KAT14,KAT14,0.9906636
SNED1,SNED1,0.99065804
RPL39L,RPL39L,0.9906534
FBXL2,FBXL2,0.99064994
INPP1,INPP1,0.9906466
GPBP1,GPBP1,0.99063396
VEPH1,VEPH1,0.99062645
PNMA8A,PNMA8A,0.9906225
MRPS7,MRPS7,0.9905992
QSOX2,QSOX2,0.9905989
MED14,MED14,0.99059635
MGST3,MGST3,0.99058276
NSMF,NSMF,0.99057424
RIPK2,RIPK2,0.9905586
SPPL2B,SPPL2B,0.99055636
ZNF248,ZNF248,0.99055517
NPTXR,NPTXR,0.99055487
WSB1,WSB1,0.99055344
SLC36A3,SLC36A3,0.9905518
ELL2,ELL2,0.99054635
H2BW4,H2BW1,0.990541
RPS15A,RPS15A,0.99053067
MTMR14,MTMR14,0.9905304
TMEM207,TMEM207,0.9905303
DCAF5,DCAF5,0.9905293
ATP9B,ATP9B,0.99052215
HEXB,HEXB,0.99052155
FSIP1,FSIP1,0.9905136
GJE1,GJE1,0.9905128
TTC36,TTC36,0.9904992
CABP1,CABP1,0.99049866
ORAI3,ORAI3,0.99049616
C2orf76,C2orf76,0.99048746
PNN,PNN,0.99047714
ZNF519,ZNF519,0.99047595
PCP4L1,PCP4L1,0.99047256
BLOC1S5,BLOC1S5,0.9904719
TLN2,TLN2,0.9904708
MUC7,MUC7,0.9904698
SLC25A51,SLC25A52,0.9904684
ENGASE,ENGASE,0.9904651
PRSS37,PRSS37,0.9904631
MME,MME,0.99046236
SUCLA2,SUCLA2,0.9904592
TMEM130,TMEM130,0.99045616
C18H18orf54,C18orf54,0.9904489
ZDHHC19,ZDHHC19,0.9904442
P3H2,P3H2,0.9904426
MSI2,MSI2,0.99043894
HNRNPF,HNRNPF,0.9904386
CCN6,CCN6,0.990436
CT47B1,CT47B1,0.9904355
DOK3,DOK3,0.99043006
ZCCHC10,ZCCHC10,0.990426
NCK2,NCK2,0.99042064
MRTFA,MRTFA,0.99040943
SLC29A1,SLC29A1,0.9904081
OR13G1,OR13G1,0.99040467
SPRY2,SPRY2,0.99040073
RFXANK,RFXANK,0.99039376
PKN1,PKN1,0.99039346
FAM149B1,FAM149B1,0.9903841
MSRA,MSRA,0.9903789
PATZ1,PATZ1,0.99037856
SMYD2,SMYD2,0.99037474
LZTFL1,LZTFL1,0.9903747
KRT6B,KRT5,0.9903658
STAB2,STAB2,0.9903481
CIAPIN1,CIAPIN1,0.9903336
KASH5,KASH5,0.9903319
CAMK1D,CAMK1D,0.9903286
RPGRIP1L,RPGRIP1L,0.99032664
PHC3,PHC3,0.9903255
MED11,MED11,0.9903192
CXADR,CXADR,0.9903158
BNIPL,BNIPL,0.99030656
UXS1,UXS1,0.99029756
PLAT,PLAT,0.99029535
FTCDNL1,FTCDNL1,0.9902842
KRT72,KRT72,0.99028283
PYCR1,PYCR1,0.9902799
ARHGEF28,ARHGEF28,0.9902791
RBBP8,RBBP8,0.99027824
GLYATL1B,GLYATL1B,0.9902713
TMEM222,TMEM222,0.9902705
CCNA1,CCNA1,0.99027
TMEM256,TMEM256,0.99026996
GPT2,GPT2,0.9902697
DHX34,DHX34,0.9902493
SMIM1,SMIM1,0.9902478
C16H16orf74,C16orf74,0.9902437
REG3G,REG3G,0.99024147
CMYA5,CMYA5,0.99023193
PRDM2,PRDM2,0.99022216
WDR33,WDR33,0.9902194
DEFB126,DEFB126,0.99021405
SLC5A8,SLC5A8,0.9902121
ARHGDIG,ARHGDIG,0.99020064
PDLIM7,PDLIM7,0.99019927
C4H4orf50,C4orf50,0.9901947
FGFR4,FGFR4,0.9901944
CFAP299,CFAP299,0.99019146
SLC22A15,SLC22A15,0.9901686
FAM53B,FAM53B,0.990168
DLG5,DLG5,0.9901672
ALPK3,ALPK3,0.9901669
FOXN4,FOXN4,0.99016184
GSAP,GSAP,0.9901552
WDR93,WDR93,0.99014515
FYB2,FYB2,0.9901395
H2AZ1,H2AZ1,0.9901282
HECW1,HECW1,0.99012285
STT3A,STT3A,0.99012005
CARNMT1,CARNMT1,0.9901088
ALDH3A2,ALDH3A2,0.9901027
ARB2A,FAM172A,0.9900959
SLC37A3,SLC37A3,0.99009436
OR52N1,OR52N1,0.99009013
AIMP2,AIMP2,0.990078
JHY,JHY,0.99007607
C12H12orf42,C12orf42,0.99007356
SRP68,SRP68,0.99005395
CASP6,CASP6,0.9900512
NFATC1,NFATC1,0.99002415
KRTAP2-1,KRTAP2-1,0.990019
TRMT13,TRMT13,0.990014
RWDD3,RWDD3,0.99001205
PGM2L1,PGM2L1,0.9900085
RASEF,RASEF,0.9900045
TEKT3,TEKT3,0.9900008
TMEM161A,TMEM161A,0.98999965
OGFOD2,OGFOD2,0.98999786
PIK3CG,PIK3CG,0.98999584
NIPAL3,NIPAL3,0.98998475
ZNF177,ZNF177,0.98998094
SPECC1L,SPECC1L,0.98997366
C16H16orf95,C16orf95,0.9899723
SNX24,SNX24,0.98996687
MICALL1,MICALL1,0.98995274
SCRT1,SCRT1,0.989952
RBMX2,RBMX2,0.98993826
SH3BGRL,SH3BGRL,0.9899335
APPL1,APPL1,0.9899323
SLC12A1,SLC12A1,0.9899158
PNPO,PNPO,0.98990643
ARHGAP8,ARHGAP8,0.9899052
LST1,LST1,0.98990256
ENPP3,ENPP3,0.9899012
MMP23,MMP23B,0.9898957
COMMD10,COMMD10,0.9898934
FGF7,FGF7,0.9898931
TMBIM1,TMBIM1,0.98988897
SHC3,SHC3,0.98988605
SLC6A3,SLC6A3,0.989882
PPP3CC,PPP3CC,0.98988104
CRB2,CRB2,0.98987716
CYTL1,CYTL1,0.98987466
KPNA2,KPNA2,0.98987
EPHA2,EPHA2,0.98986316
TBX18,TBX18,0.989858
MYO19,MYO19,0.98985726
PTP4A3,PTP4A3,0.9898486
LANCL3,LANCL3,0.9898457
BAD,BAD,0.9898204
NDUFA2,NDUFA2,0.9898021
DNAJB6,DNAJB6,0.9898005
UBE2E1,UBE2E1,0.98979425
P2RX2,P2RX2,0.98979324
TRIM7,TRIM7,0.98979294
SLC20A2,SLC20A2,0.98979044
ZNF124,ZNF124,0.9897834
MUTYH,MUTYH,0.9897698
GRIN2A,GRIN2A,0.9897655
MAST3,MAST3,0.98975813
EDDM13,EDDM13,0.9897508
KDM5A,KDM5A,0.9897465
PSG9,PSG4,0.98973787
KCNH2,KCNH2,0.98972577
BLM,BLM,0.98971254
SNX5,SNX5,0.9897102
SUCO,SUCO,0.9897065
CHST12,CHST12,0.9897059
PPP1R12C,PPP1R12C,0.9897046
UNC13A,UNC13A,0.98970157
POU5F1,POU5F1,0.9896997
MKS1,MKS1,0.98969895
SCYGR5,SCYGR5,0.98969305
FOXK2,FOXK2,0.9896891
CLEC4M,CLEC4M,0.9896818
ARX,ARX,0.9896745
HMGB3,HMGB3,0.9896726
FARS2,FARS2,0.9896711
DCBLD1,DCBLD1,0.98966223
ALDH3B2,ALDH3B2,0.98965335
LYPD6,LYPD6,0.98963374
PNKP,PNKP,0.989632
SLC4A2,SLC4A2,0.98962814
PSORS1C2,PSORS1C2,0.9896281
KCNC4,KCNC4,0.9896161
GLT6D1,GLT6D1,0.98961365
MIB2,MIB2,0.9896085
CLIC6,CLIC6,0.98960173
HIRIP3,HIRIP3,0.9896
SPINK14,SPINK14,0.98958206
SUZ12,SUZ12,0.98956937
PRKRA,PRKRA,0.9895648
AKAIN1,AKAIN1,0.9895592
C4BPA,C4BPA,0.9895586
ERI1,ERI1,0.9895303
TNFRSF10B,TNFRSF10B,0.98952776
CCDC190,CCDC190,0.98952657
TMPRSS11F,TMPRSS11F,0.98952043
RCC2,RCC2,0.9895165
DDX43,DDX43,0.9895161
C17H17orf107,C17orf107,0.9895022
SCARF1,SCARF1,0.9894914
WFDC11,WFDC11,0.98948824
HSP90AB1,HSP90AB1,0.9894826
CRISP2,CRISP2,0.98948073
AK9,AK9,0.9894805
NRK,NRK,0.9894779
PLXNA2,PLXNA2,0.9894744
WNK2,WNK2,0.98946387
FGD5,FGD5,0.98946095
IRAK1BP1,IRAK1BP1,0.9894602
CYB561D1,CYB561D1,0.9894395
NME5,NME5,0.98943585
ITCH,ITCH,0.9894236
SLC25A38,SLC25A38,0.9894231
REG1A,REG1A,0.98941857
SH3GL2,SH3GL2,0.9894063
SMAD6,SMAD6,0.9894008
S1PR3,S1PR3,0.98938733
CPA3,CPA3,0.9893835
LIMK2,LIMK2,0.98938084
TRIM52,TRIM52,0.989377
TMEM38A,TMEM38A,0.9893702
GALNT7,GALNT7,0.98937017
GLIS1,GLIS1,0.9893557
CYBC1,CYBC1,0.98935527
SSR4,SSR4,0.9893501
CNOT3,CNOT3,0.98934215
RNF212,RNF212,0.9893348
TMEM263,TMEM263,0.98933196
REV3L,REV3L,0.98932844
CDC42BPB,CDC42BPB,0.98932654
NDRG1,NDRG1,0.98932576
USP42,USP42,0.98931557
DOCK10,DOCK10,0.98931503
TSC22D2,TSC22D2,0.9893125
FOXD4L4,FOXD4,0.9893081
ANXA6,ANXA6,0.98929465
CYFIP1,CYFIP1,0.9892932
RASGRP4,RASGRP4,0.98928887
CCDC195,CCDC195,0.9892806
ARRDC1,ARRDC1,0.98926955
STATH,STATH,0.9892677
SGPP2,SGPP2,0.98926556
CDK13,CDK13,0.9892652
DEFA5,DEFA5,0.9892539
STARD6,STARD6,0.9892468
NDEL1,NDEL1,0.98924285
RAB4B,RAB4B,0.9892276
CCDC196,CCDC196,0.9892125
OR5H6,OR5H6,0.98921204
CYP2U1,CYP2U1,0.9891973
SERP2,SERP2,0.9891971
CBR4,CBR4,0.9891849
SNAPC1,SNAPC1,0.98918325
CENPN,CENPN,0.98917437
DDX50,DDX50,0.98916894
PYM1,PYM1,0.989164
IGKC,IGKC,0.9891575
PITPNC1,PITPNC1,0.98914796
MRNIP,MRNIP,0.9891441
PLEKHA3,PLEKHA3,0.9891418
RASA2,RASA2,0.98910606
BRF1,BRF1,0.98907745
TUSC3,TUSC3,0.98907566
TBCE,TBCE,0.989067
CYTH1,CYTH1,0.98906624
TMTC4,TMTC4,0.9890656
QSER1,QSER1,0.98906296
PRSS48,PRSS48,0.9890522
ARID1A,ARID1A,0.989052
ATP5IF1,ATP5IF1,0.98904604
RECQL,RECQL,0.98904186
HMG20B,HMG20B,0.98902494
SLX4IP,SLX4IP,0.98902273
RCBTB1,RCBTB1,0.9890217
CBR1,CBR1,0.98901856
RABEP2,RABEP2,0.98900235
GZMB,GZMB,0.98899007
ARHGEF12,ARHGEF12,0.98898053
DARS2,DARS2,0.98897815
RINL,RINL,0.98897463
WWP2,WWP2,0.98896694
CYP3A7,CYP3A4,0.9889603
WDR38,WDR38,0.98896015
DIPK2B,DIPK2B,0.98894185
CCSAP,CCSAP,0.9889335
PDZRN3,PDZRN3,0.9889326
RHBDF2,RHBDF2,0.9889164
SLC26A8,SLC26A8,0.9889155
SCGB2B2,SCGB2B2,0.9889062
GCA,GCA,0.98890513
TRRAP,TRRAP,0.9888924
TBC1D25,TBC1D25,0.9888918
HTRA1,HTRA1,0.98888546
INTS9,INTS9,0.988885
RNF44,RNF44,0.98888075
DBR1,DBR1,0.98887205
TBX6,TBX6,0.9888601
CFAP221,CFAP221,0.98885584
ZP4,ZP4,0.9888343
NOTCH2,NOTCH2,0.98883164
SYNM,SYNM,0.9888283
STX1A,STX1A,0.9888197
PODNL1,PODNL1,0.98881674
SH3BP5,SH3BP5,0.98881596
TCTN3,TCTN3,0.98881453
FAIM,FAIM,0.98881227
ADGRE1,ADGRE1,0.98880863
ADHFE1,ADHFE1,0.98880535
CCL8,CCL8,0.98879796
CNOT11,CNOT11,0.9887967
CFAP43,CFAP43,0.98879117
SCAF11,SCAF11,0.9887822
SPACA3,SPACA3,0.98876613
DEGS1,DEGS1,0.98875016
DEUP1,DEUP1,0.98873866
ZNF485,ZNF485,0.98873335
SLC28A3,SLC28A3,0.98872775
CYP2C19,CYP2C19,0.9887168
OR3A2,OR3A3,0.9887089
SCAMP1,SCAMP1,0.98869455
ZNF780A,ZNF780A,0.98868775
TBXAS1,TBXAS1,0.98868644
SLC43A1,SLC43A1,0.9886757
LRFN4,LRFN4,0.9886734
ISY1,ISY1,0.98865664
OPRPN,OPRPN,0.988645
AGPS,AGPS,0.9886391
DNASE1L2,DNASE1L2,0.9886374
COQ7,COQ7,0.98863256
ZNF347,ZNF347,0.9886306
BATF3,BATF3,0.9886294
SLAIN2,SLAIN2,0.98861367
ZFP30,ZFP30,0.98861206
FER1L5,FER1L5,0.9885738
HUNK,HUNK,0.9885533
RPAP3,RPAP3,0.98853934
PRR20G,PRR20G,0.98853713
APRT,APRT,0.9885326
HDAC10,HDAC10,0.98853064
AHNAK,AHNAK,0.9885288
FGD1,FGD1,0.9885131
AMPD3,AMPD3,0.9885
STARD13,STARD13,0.9884994
STXBP2,STXBP2,0.9884909
KNDC1,KNDC1,0.98848754
CLEC1B,CLEC1B,0.9884868
MDH1,MDH1,0.9884868
MROH2A,MROH2A,0.9884797
SELENOI,SELENOI,0.9884796
ATP6V0A1,ATP6V0A1,0.988479
SBK1,SBK1,0.98847395
DHCR7,DHCR7,0.98846936
DNAAF9,DNAAF9,0.98846936
VAT1L,VAT1L,0.9884689
KRTAP6-3,KRTAP6-3,0.98846364
PROCA1,PROCA1,0.9884566
SRSF12,SRSF12,0.9884521
DRAP1,DRAP1,0.9884457
MAP4K1,MAP4K1,0.98843336
CAPN5,CAPN5,0.9884286
DYNC1LI2,DYNC1LI2,0.9884108
LCE1F,LCE1D,0.988407
CRNKL1,CRNKL1,0.98839456
MSANTD2,MSANTD2,0.98838776
TARS2,TARS2,0.9883764
TDRD3,TDRD3,0.9883695
BCKDHA,BCKDHA,0.98836225
NPHP1,NPHP1,0.9883607
NDUFC2,NDUFC2,0.9883503
PSMG1,PSMG1,0.988348
NHERF1,NHERF1,0.988339
B4GALNT4,B4GALNT4,0.98831344
OAS1,OAS1,0.98830247
GMCL1,GMCL1,0.98829633
FSIP2,FSIP2,0.9882918
UCK2,UCK2,0.9882902
MPP3,MPP3,0.9882855
MYH13,MYH13,0.9882825
OSBPL5,OSBPL5,0.98828113
DYRK4,DYRK4,0.98827857
SCARF2,SCARF2,0.9882775
MLF2,MLF2,0.98827624
CLEC17A,CLEC17A,0.98827606
IFT27,IFT27,0.98827213
RRM2B,RRM2B,0.98826784
CLN5,CLN5,0.98826504
DDX39B,DDX39B,0.98825496
LDB2,LDB2,0.9882404
TIGD2,TIGD2,0.9882357
TTC28,TTC28,0.9882351
OR8S1,OR8S1,0.9882205
UST,UST,0.98821664
PTGES2,PTGES2,0.9882144
TYW5,TYW5,0.98821294
ESR1,ESR1,0.9882072
TRAV1-2,TRAV1-2,0.98820156
ANKK1,ANKK1,0.9881974
ICA1,ICA1,0.98818
VPREB1,VPREB1,0.9881775
INPP5F,INPP5F,0.9881728
ADGRL4,ADGRL4,0.98816824
CDC45,CDC45,0.9881626
CYP2W1,CYP2W1,0.98816115
FOXB1,FOXB1,0.98815864
RCE1,RCE1,0.98815364
NT5C1A,NT5C1A,0.9881443
ABLIM2,ABLIM2,0.9881409
OR2A5,OR2A5,0.98813087
TBL3,TBL3,0.98812973
CYC1,CYC1,0.988113
OR51M1,OR51M1,0.9881094
RB1CC1,RB1CC1,0.98808736
PICK1,PICK1,0.9880808
ITGB2,ITGB2,0.98807657
NECTIN3,NECTIN3,0.9880743
NUBP2,NUBP2,0.988071
PCYT2,PCYT2,0.9880694
ACTBL2,ACTBL2,0.98806274
YRDC,YRDC,0.988056
RMDN1,RMDN1,0.9880501
CCDC197,CCDC197,0.98804784
ZCCHC8,ZCCHC8,0.98804724
FARP1,FARP1,0.9880447
RXFP2,RXFP2,0.98803675
DRD4,DRD4,0.9880231
ZNF302,ZNF302,0.9880178
FAM184A,FAM184A,0.98799974
SRSF7,SRSF7,0.9879852
TMEM120B,TMEM120B,0.9879822
FAM32A,FAM32A,0.98796195
TTC21A,TTC21A,0.98796153
CLGN,CLGN,0.98795676
SIRT3,SIRT3,0.9879351
GALNT8,GALNT8,0.98792595
DCAF1,DCAF1,0.9879185
DDIT3,DDIT3,0.98791826
APOL3,APOL3,0.98791707
PPP6R2,PPP6R2,0.9879148
TRAF4,TRAF4,0.98791194
GH1,GH-N,0.9879093
NEFH,NEFH,0.9879041
SLC9A9,SLC9A9,0.98790115
EMG1,EMG1,0.9878917
SH3RF3,SH3RF3,0.9878796
ACSS1,ACSS1,0.98786515
IL34,IL34,0.9878625
RMND5A,RMND5A,0.98785466
PIP4P2,PIP4P2,0.9878479
GP6,GP6,0.98783267
CCDC62,CCDC62,0.9878275
MEP1A,MEP1A,0.987826
ACOT11,ACOT11,0.98782516
SLC12A5,SLC12A5,0.9878249
SPP2,SPP2,0.9878171
VPS13A,VPS13A,0.9878147
HEXA,HEXA,0.9877985
ZNF766,ZNF766,0.9877854
HMCN2,HMCN2,0.9877777
DUSP7,DUSP7,0.9877758
ADAMTS17,ADAMTS17,0.9877746
ZFP90,ZFP90,0.987773
SPTBN1,SPTBN1,0.9877726
REXO2,REXO2,0.98776746
STK40,STK40,0.9877656
VWA3B,VWA3B,0.9877578
STK36,STK36,0.9877341
