mice gene name,pig gene name,correlation
Psen1,PSEN1,0.9277347
Tmem9b,TMEM9B,0.9277313
Amfr,AMFR,0.92772806
Mettl27,METTL27,0.9277216
Nr1d2,NR1D2,0.9277213
Trbv13-3,TRBV25-1,0.92769986
Phlda1,PHLDA1,0.927639
Mrps5,MRPS5,0.9276366
Car1,CA1,0.927605
Hlf,HLF,0.92758167
Sohlh2,SOHLH2,0.9275594
Scgb3a2,SCGB3A2,0.9275566
Fchsd1,FCHSD1,0.92753416
Fam118b,FAM118B,0.92752665
Gpt2,GPT2,0.9274796
Mctp2,PEX11A,0.92747694
Pnma3,PNMA5,0.92747694
Xrcc6,XRCC6,0.92747515
Stag1,STAG1,0.92746544
Tm7sf2,TM7SF2,0.9274557
Tepp,SPMAP1,0.9274519
Lrrc4b,LRRC4B,0.9274132
Ccdc61,CCDC61,0.9274115
Gp2,GP2,0.9274071
Rcsd1,RCSD1,0.92740643
Samd11,SAMD11,0.92739856
Lepr,LEPR,0.9273941
4930522H14Rik,C1orf185,0.92739165
Flot1,FLOT1,0.9273657
Ifi27,ISG12(A),0.9273442
Ctnnb1,CTNNB1,0.9273232
Dtwd1,DTWD1,0.92730814
D11Wsu47e,MTNAP1,0.92730266
Strbp,STRBP,0.927302
Mrps36,KGD4,0.9272968
Map4k1,MAP4K1,0.9272914
Cfi,CFI,0.9272258
Kif28,KIF13B,0.92719203
Gemin8,GEMIN8,0.9271878
Parvg,PARVG,0.9271803
Sybu,SYBU,0.9271516
Sdhc,SDHC,0.9271086
Lin28a,LIN28A,0.9271034
Slc25a39,SLC25A39,0.9271034
Ndufv1,NDUFV1,0.9270721
Ttc33,TTC33,0.92697763
Dnajc28,DNAJC28,0.9269751
Slc6a9,SLC6A9,0.92697376
Setd3,SETD3,0.9269572
Rps27a,RPS27A,0.9269459
Ldah,LDAH,0.9269369
Fam20c,FAM20C,0.92692995
Atm,ATM,0.92692167
Stpg1,STPG1,0.9269142
Decr2,DECR2,0.9269026
Gnpnat1,GNPNAT1,0.9269024
Socs4,SOCS5,0.92689544
Gm14743,OBP,0.9268678
Wdr11,WDR11,0.92685753
Ank2,ANK3,0.9268539
Marchf8,MARCHF8,0.9268368
Cox7a2,COX7A2,0.92682856
Ypel5,YPEL5,0.9268233
Cenps,CENPS,0.9268172
Hmgxb3,HMGXB3,0.926795
Ccdc174,CCDC174,0.92675084
1700125H20Rik,C17orf78,0.92674845
Ano10,ANO10,0.9267365
Ggh,GGH,0.92667645
Vcan,VCAN,0.92667174
Ppp1r15a,PPP1R15A,0.92666537
Slc7a4,SLC7A4,0.9266645
Epn1,EPN1,0.9266605
Pla2g15,PLA2G15,0.926628
Daw1,DAW1,0.92660534
Numa1,NUMA1,0.92659783
Tomm20,TOMM20,0.9265946
Ftsj1,FTSJ1,0.9265666
Fcgr4,FCGR1A,0.9265543
Ptbp1,PTBP1,0.9265405
Dnmt3a,DNMT3A,0.92646503
Ncln,NCLN,0.92645574
Dgkz,DGKZ,0.9264483
Cd40,CD40,0.9264361
Manf,MANF,0.9264318
Cyyr1,CYYR1,0.9264095
Rnf31,RNF31,0.92640364
Adgre5,ADGRE5,0.926382
Bcar3,BCAR3,0.92637306
Enkd1,ENKD1,0.9263598
Pabpn1l,PABPN1L,0.92634875
Tmem134,TMEM134,0.92632544
Zmym6,ZMYM6,0.9263213
Mtr,MTR,0.92630637
Supt4a,SUPT4H1,0.9263056
Caml,CAMLG,0.92629534
Fbxo5,FBXO5,0.92628765
Yjefn3,YJEFN3,0.92628694
Mest,MEST,0.92628586
Cpt2,CPT2,0.9262823
Mlst8,MLST8,0.9262399
Slc30a6,SLC30A6,0.9262239
Dele1,DELE1,0.92622334
Efs,EFS,0.9262122
Dnajc1,DNAJC1,0.9261424
Slitrk5,SLITRK5,0.92612445
Cpsf7,CPSF7,0.92611593
Uqcc1,UQCC1,0.9261098
Pth,PTH,0.92610127
Efcab5,EFCAB5,0.92608666
Mtpap,MTPAP,0.92606425
Xkr9,XKR9,0.92604816
Pigl,PIGL,0.9260045
Zfp64,ZFP64,0.9259896
Lrrc45,LRRC45,0.9259292
Ethe1,ETHE1,0.92591333
Mtmr11,MTMR11,0.92589766
Gigyf2,GIGYF2,0.92588776
Cxcr1,CXCR5,0.9258842
Evc,EVC,0.9258762
Csk,CSK,0.92586535
Zc3h6,ZC3H6,0.9258595
Nt5dc1,NT5DC1,0.9258435
Sp4,SP4,0.92583317
Adgrb1,ADGRB1,0.9258277
Fuom,FUOM,0.92582357
Cst6,CST6,0.92581177
Vps13c,VPS13C,0.9258093
Car5a,CA5A,0.92577004
Gabarapl2,GABARAPL1,0.92574614
Eif2ak3,EIF2AK3,0.92574596
Setd2,SETD2,0.92574114
Serpinb9g,SERPINB11,0.925667
Map3k7cl,MAP3K7CL,0.9256669
Trim41,TRIM41,0.92566687
Crebbp,CREBBP,0.9256359
Klhl25,KLHL25,0.9256015
Arih1,ARIH1,0.9255406
Cd300c,CD300C,0.9255388
a,ASIP,0.9254916
Abcg1,ABCG1,0.9254676
Creb3,CREB3,0.9254654
Vps13b,VPS13B,0.92543167
Cetn3,CETN3,0.92542404
Agk,AGK,0.92540777
Tamm41,TAMM41,0.9253699
Calml3,CALM3,0.92534924
Ldlrad1,LDLRAD1,0.9253188
Zfp326,ZNF326,0.9252938
Rbp7,RBP7,0.9252911
Sec22c,SEC22C,0.9252857
Hltf,HLTF,0.92526984
Psme3ip1,PSME3IP1,0.9252419
Bptf,BPTF,0.9252292
Scaf11,SCAF11,0.9252178
Stradb,STRADB,0.92521477
Cic,CIC,0.9251987
Trappc4,TRAPPC4,0.9251899
Gcm2,GCM2,0.92518437
Slc39a10,SLC39A10,0.92516977
Tmem176a,TMEM176A,0.92514783
Olfr432,OR6V1,0.92514396
Grid2,GRID2,0.9251298
Chmp4c,CHMP4C,0.9251296
Ammecr1,AMMECR1,0.9251018
Rnf217,RNF217,0.9250874
Gm1673,NICOL1,0.9250094
Gm20479,NUPR1,0.9249887
Kcmf1,KCMF1,0.9249695
Porcn,PORCN,0.92493963
Ctc1,CTC1,0.92493165
Sox14,SOX14,0.9248994
Mgl2,CLEC10A,0.9248656
Arl13a,ARL13A,0.9248131
Procr,PROCR,0.9248077
Catsper2,CATSPER2,0.92480034
Exosc3,EXOSC2,0.9247728
Prr5l,PRR5L,0.9247666
Pltp,BPIFC,0.9247644
Plpp2,PLPP2,0.9247242
Tulp1,TULP1,0.92471415
Lrrc63,LRRC63,0.92471176
Klf11,KLF11,0.9247105
Pgm1,EFCAB7,0.924672
Mrps14,MRPS14,0.92466456
Abcb9,ABCB9,0.9246427
Rsu1,RSU1,0.92463124
Fam166c,CIMIP2C,0.92462814
Eci2,ECI2,0.924611
Gm12695,C1orf87,0.9246004
Smim5,SMIM5,0.9245861
Tmem171,TMEM171,0.9245493
Ndufb6,NDUFB6,0.9245191
Eps8,EPS8,0.9244785
Ttbk1,TTBK1,0.9244228
Coq10a,COQ10A,0.92440027
Atp2c2,ATP2C2,0.9243811
Lmntd1,LMNTD1,0.92437214
N4bp2,N4BP2,0.92435116
Hmbs,HMBS,0.9243217
5730480H06Rik,PACRGL,0.92432016
Kdm5d,KDM5D,0.92431766
Bdh1,BDH1,0.9242982
Fes,FES,0.92429113
Rlbp1,RLBP1,0.92429054
Oaz1,OAZ1,0.924278
Recql,RECQL,0.9242687
Phf11d,PHF11,0.92424047
Dffb,DFFB,0.9242396
Pyroxd2,PYROXD2,0.9242326
Glis3,GLIS3,0.92421883
Hemk1,HEMK1,0.9242014
Cdk5rap2,CDK5RAP2,0.92419803
Slc7a13,SLC7A13,0.92419493
Ccdc15,CCDC15,0.92416877
Ms4a10,MS4A10,0.92415416
Tekt4,TEKT2,0.92409015
Tmed5,TMED5,0.92408496
Fxyd4,FXYD3,0.9240815
Ttc23l,TTC23L,0.92406785
Tubb5,TUBB2A,0.92405534
Znhit3,ZNHIT3,0.9240465
Lrrc56,LRRC56,0.9239793
Pramel37,PRAME,0.9239733
Tada3,TADA3,0.9239398
Syne2,SYNE2,0.9239388
Kdm8,KDM8,0.92389846
Dtx2,DTX2,0.9238895
Tex26,TEX26,0.92388564
Slc6a18,SLC6A18,0.9238017
Capn1,CAPN1,0.92378736
Ttc24,TTC24,0.9237843
Abcc6,ABCC6,0.923779
Eml5,EML6,0.92375284
Spata6,SPATA6,0.9237526
Strada,STRADA,0.9237453
Rab11fip3,RAB11FIP3,0.9237392
Mbl1,MBL1,0.9237355
Slc25a1,SLC25A1,0.9237134
Dcaf1,DCAF1,0.9236858
Exosc8,EXOSC8,0.92361647
Ccdc81,CCDC81,0.9236107
Rad54b,RAD54B,0.9236033
Cramp1,CRAMP1,0.9235967
Apc,APC,0.9235816
Chtf18,CHTF18,0.9235534
9530003J23Rik,LYZ,0.9235464
Mesd,MESD,0.92351544
Def6,DEF6,0.92350996
Slc26a7,SLC26A7,0.9234959
Filip1,FILIP1,0.9234837
Tmx4,TMX4,0.9234715
Zfand2a,ZFAND2A,0.9234132
Tmtc4,TMTC4,0.9234046
Atg16l2,ATG16L2,0.92340153
Atox1,ATOX1,0.9234013
Znrf2,ZNRF2,0.92340034
Layn,LAYN,0.92339903
Dhrs13,DHRS13,0.92337906
Ccdc189,CFAP119,0.92336524
Apoa1,APOA1,0.9233612
Cpt1c,CPT1C,0.9233605
Dusp19,DUSP19,0.9233574
Rbis,RBIS,0.9233524
Vkorc1l1,VKORC1,0.92335004
Lman2l,LMAN2L,0.9233142
Naa80,NAA80,0.9233083
Zmym1,ZMYM1,0.9232967
Usp16,USP16,0.92321354
Slk,SLK,0.9232068
Adsl,ADSL,0.92319775
Ankrd36,ALPK2,0.9231808
Nanos3,NANOS3,0.92315483
Pnn,PNN,0.92314994
Dxo,DXO,0.9230999
Ercc6l2,ERCC6L2,0.923076
Nudt13,NUDT13,0.92306393
Fam174b,FAM174B,0.92304105
Rad51ap1,RAD51AP1,0.92300105
Olfr521,OR2AT4,0.92300063
Ddias,DDIAS,0.9229594
Psmf1,PSMF1,0.9229518
Cldn15,CLDN15,0.92293346
Zfp428,ZNF428,0.9229298
Prdx5,PRDX5,0.92290914
Hoxa9,HOXA9,0.9228815
Nek11,NEK11,0.9228745
Ids,IDS,0.9228673
Gpr35,GPR35,0.92286444
Rab7b,RAB7B,0.9228487
Mroh1,MROH1,0.9228185
Mmp10,MMP9,0.92280406
Pold3,POLD3,0.9227994
Rapsn,PSMC3,0.92279744
Gtpbp4,GTPBP4,0.9227938
Zbtb8os,ZBTB8OS,0.9227859
Mtmr4,MTMR4,0.9227675
Mcfd2,MCFD2,0.9227667
Becn1,BECN1,0.92268884
Trmt13,TRMT13,0.92266846
Plk1,PLK1,0.92266613
Sh2d1a,SH2D1A,0.9226408
Uso1,USO1,0.92260295
Zcchc2,ZCCHC2,0.9225714
Pitx3,PITX3,0.92256886
1700086D15Rik,FAM237A,0.9225291
Helz,DICER1,0.9225213
Orai3,ORAI3,0.9225206
Art4,ART4,0.9225084
Ccdc178,CCDC178,0.9224974
Wars2,WARS2,0.9224832
Tmem126a,TMEM126A,0.922464
Gnl3,GNL3,0.9224551
Slc25a38,SLC25A38,0.9224349
Slc39a12,SLC39A12,0.92242867
Mus81,MUS81,0.92242366
Dis3,DIS3,0.9223768
Sash1,SASH1,0.9223303
Fam184a,FAM184A,0.9223019
Anxa9,ANXA9,0.92228425
Defb45,DEFB121,0.92227894
Mocs2,MOCS2,0.92227477
Irf3,IRF3,0.92225623
Fgf11,FGF11,0.922224
Foxj3,FOXJ3,0.9222164
Nuak1,NUAK1,0.9222066
Nova1,NOVA1,0.92217475
Stard10,STARD10,0.92216706
Fam186b,FAM186B,0.92216146
Phldb1,PHLDB1,0.9221596
Ndufc2,NDUFC2,0.92211485
Trp53i13,TP53I13,0.9221059
Fbxo31,FBXO31,0.9221056
Usp2,USP2,0.92204064
2010003K11Rik,C11orf86,0.9220263
Ciapin1,CIAPIN1,0.9220072
Alkbh8,ALKBH8,0.92198306
Med15,MED15,0.9219515
Atf5,ATF5,0.9219094
Fgfrl1,FGFRL1,0.9218921
Nadk2,NADK2,0.92187583
Nckap5l,NCKAP5L,0.9218653
Clk2,CLK2,0.9218374
Elmo3,ELMO3,0.921796
Stn1,STN1,0.9217782
Uba3,UBA3,0.9217622
Herc2,HERC2,0.9217535
Eid2,EID2,0.9217487
Cdca4,CDCA4,0.9217436
Ptpn23,PTPN23,0.9217393
Gdap1,GDAP1,0.92169064
Cfap97,CFAP97,0.92166865
Atrx,ATRX,0.9216582
Fntb,FNTB,0.9216422
Ptpro,PTPRO,0.92164147
Yipf6,YIPF6,0.92163986
Tprgl,TPRG1L,0.92162836
Pfkfb4,PFKFB4,0.9216245
Mgat4b,MGAT4B,0.92162055
Tbx5,TBX5,0.9215907
Car6,CA6,0.9215847
Zdhhc4,ZDHHC4,0.92158043
Cers2,CERS2,0.92154425
Nr3c1,NR3C1,0.9215302
Eaf2,EAF2,0.9214852
Crb3,CRB3,0.921465
Prpf4b,PRP4K,0.9214588
Zfp629,GLI4,0.9214447
Txndc17,TXNDC17,0.92141604
Nmi,NMI,0.9214024
Ccl26,CCL26,0.9214011
C3,C3,0.92137444
Miga2,MIGA2,0.92134994
Mterf1a,MTERF2,0.92132026
Dtna,DTNA,0.92126954
Vwa5b2,VWA5B2,0.9212659
Tac4,TAC4,0.9212609
Mad2l2,MAD2L2,0.92125183
Hnrnpf,HNRNPH1,0.92124355
Uggt2,UGGT2,0.92116004
Phkg2,PHKG2,0.92113644
Col27a1,COL27A1,0.9211198
Gnpda1,GNPDA1,0.921075
Fastk,FASTK,0.9210632
Crybg2,CRYBG2,0.9210528
Abcg2,ABCG2A,0.9210521
H1f7,H1-7,0.92104673
Eaf1,EAF1,0.92102623
Trip12,TRIP12,0.92098194
Ceacam16,CEACAM16,0.92096174
Yipf1,YIPF1,0.92093253
Grm7,GRM7,0.92093146
Popdc3,POPDC3,0.9209228
Pfkp,PFKL,0.920827
Cd226,CD226,0.9208218
Rabgap1l,RABGAP1L,0.92081124
Vstm2a,VSTM2A,0.92079306
Ing1,ING1,0.92079014
Bckdha,BCKDHA,0.92078686
Stx12,STX7,0.92074543
Kcp,KCP,0.9207328
Fancd2,FANCD2,0.92071587
Rtn4ip1,RTN4IP1,0.9206912
Serpina16,SERPINA6,0.9206854
Mrps35,MRPS35,0.9206667
Usp33,USP33,0.92066216
Timm8b,TIMM8B,0.9206578
Map3k11,MAP3K11,0.9205978
Syt8,SYT8,0.9205948
Tmem54,TMEM54,0.9205869
Rad52,RAD52,0.92050827
Vtcn1,VTCN1,0.9204937
Polh,POLH,0.92048025
Pcsk1,PCSK1,0.9204727
Chordc1,CHORDC1,0.92046744
Ccdc141,CCDC141,0.92046404
Tsen2,TSEN2,0.9204629
C8g,C8G,0.9204592
Lpcat3,LPCAT3,0.9204425
Ppan,PPAN,0.92042905
AW549877,RIMOC1,0.92040914
Aldh6a1,ALDH6A1,0.9202866
Carmil1,CAMTA1,0.9202541
Dao,DAO,0.920254
Ldlrad4,LDLRAD4,0.9202528
Prr13,PRR13,0.920241
Fscn2,FSCN2,0.9202321
Dguok,TK2,0.92019165
Hjurp,HJURP,0.9201856
Zfp341,ZNF341,0.9201766
Spint2,SPINT2,0.9201401
Zwint,ZWINT,0.9201206
Raet1d,ULBP1,0.9201024
Rpgrip1l,RPGRIP1L,0.9200927
Lekr1,LEKR1,0.92007756
Sh3tc1,SH3TC1,0.9200715
Afap1l1,AFAP1L1,0.9200657
Large2,LARGE2,0.9200591
Podxl2,PODXL2,0.9200564
Pnkd,PNKD,0.92002755
Ngly1,NGLY1,0.92002606
Rassf4,RASSF4,0.9199856
Tmem86b,TMEM86B,0.9199797
Tex28,TEX28,0.9199709
Osm,OSM,0.9199521
Trank1,TRANK1,0.91994244
Pim1,PIM1,0.9199399
Fam47c,FAM47E,0.91992337
Max,MAX,0.91989756
Hspb9,HSPB9,0.91985
Atp13a4,ATP13A1,0.9198404
Sat1,SAT1,0.9198286
Mgst1,MGST1,0.91978294
Mfsd12,MFSD12,0.91977465
Lclat1,LCLAT1,0.91971135
Fat3,PCDH19,0.9196708
Abcc1,ABCC1,0.9196644
Ppp6r2,PPP6R2,0.9196396
Rpgrip1,RPGRIP1,0.9196201
Nudcd3,NUDCD3,0.91955036
Fsip1,FSIP1,0.919512
Aff3,AFF3,0.9195027
Ska1,SKA1,0.9194889
Pcx,PC,0.91948396
Zfyve28,ZFYVE28,0.9194644
Nr2c2,NR2C2,0.91945547
Xab2,XAB2,0.9194369
Gabra2,GABRA2,0.9193935
Hrg,HRG,0.919314
Krtap19-5,KRTAP19-6,0.9192822
Slc27a1,SLC27A1,0.91927403
Incenp,INCENP,0.91924334
Lrp1b,LRP1B,0.9192267
Tdp1,TDP1,0.9192266
Kntc1,KNTC1,0.9192253
Klf9,KLF9,0.91922265
Map7,MAP7,0.9192154
Wnt11,WNT11,0.9191882
Vps8,VPS8,0.9191649
Socs2,SOCS2,0.91915786
Kpna7,KPNA4,0.91914254
Sh2d5,SH2D5,0.9191266
Lias,LIAS,0.91909736
Slc7a9,SLC7A9,0.91908747
Zbtb21,ZBTB21,0.91908205
Ybey,YBEY,0.91907704
Lrp12,LRP12,0.9190574
Tlcd3a,TLCD3A,0.91900605
Tcp11x2,TCP11,0.9189882
Slamf9,SLAMF9,0.9189858
Tlr13,CD180,0.9189804
Dynlt2a1,DYNLT2,0.9189785
Ampd1,AMPD1,0.91897154
Eef1aknmt,METTL13,0.91897136
Arl13b,ARL13B,0.9189661
Grin2d,GRIN2D,0.9189558
Pan3,PAN3,0.91894597
Zfp740,ZNF740,0.9189362
Ryk,RYK,0.9188993
Ilrun,ILRUN,0.91887885
Nectin3,NECTIN3,0.9188659
Rpl6,RPL6,0.91884464
Fam89b,FAM89B,0.9188284
Cep89,CEP89,0.9188093
Pkm,PKM,0.9187972
Srsf10,SRSF10,0.91878843
Fancm,FANCM,0.91878134
Upb1,UPB1,0.9187389
Ints1,INTS1,0.91864735
Mdc1,MDC1,0.9186248
Klk13,KLK5,0.9185663
Ncl,NCL,0.9185504
Tbc1d10c,TBC1D10C,0.9185419
Rxrb,RXRB,0.91849035
Lck,LCK,0.9184862
Pear1,PEAR1,0.9184777
Sema3a,SEMA3A,0.91844326
Cspp1,CSPP1,0.9184252
Grpel2,GRPEL2,0.9184071
Ttll4,TTLL4,0.9183613
Acan,ACAN,0.9183494
Pgc,PGB,0.9183474
Cd28,CD28,0.9183473
Fkrp,FKRP,0.9183452
Mtrr,MTRR,0.9183333
Lars2,VARS2,0.9183031
Trp53bp2,TP53BP2,0.9182871
Ankrd50,ANKRD50,0.9182292
Trp53bp1,TP53BP1,0.9182166
Clcn6,CLCN6,0.9181796
Vangl1,VANGL1,0.9181776
Catip,CATIP,0.9181677
A430005L14Rik,C1orf174,0.9181597
Ankmy1,ANKMY1,0.9181205
Brca1,BRCA1,0.9181071
Arpc4,TTLL3,0.9180378
Kcnj13,KCNJ13,0.91803426
Chkb,CHKB,0.9180342
Sh3bgr,SH3BGR,0.9179928
Pi4k2b,PI4K2B,0.91796875
C2cd2,C2CD2,0.91796184
Srsf12,SRSF12,0.9179548
Gnptab,GNPTAB,0.9179337
Hyi,HYI,0.9178681
Cpxm2,CPXM2,0.9178664
Tmem263,TMEM263,0.91783434
Zmpste24,ZMPSTE24,0.91782665
Gm6657,CCDC196,0.9178244
Tbce,TBCE,0.9178215
Zfp507,ZNF507,0.9178127
Als2cl,ALS2CL,0.91778517
Ttf2,TTF2,0.91773605
Zbtb32,ZBTB32,0.917701
Nsun7,NSUN7,0.9176865
Tnfrsf19,TNFRSF19,0.91764843
Nr2c2ap,NR2C2AP,0.91764647
Laptm4a,LAPTM4A,0.91761106
Usp3,USP3,0.91760826
Tln2,TLN2,0.91760314
Nrxn3,NRXN3,0.91756374
Ndufa2,NDUFA2,0.91755146
Arrdc1,ARRDC1,0.91754866
Gpr137,GPR137,0.9175131
Ccdc88c,CCDC88C,0.9175033
Tmem61,TMEM61,0.9174801
Lcn6,LCN6,0.9174681
Parp8,PARP8,0.91742855
Srsf9,SRSF9,0.91742325
Adamts8,ADAMTS15,0.91741645
Dhodh,DHODH,0.9174009
Snap47,SNAP47,0.9174007
Mdh2,MDH2,0.9173862
Cfap74,CFAP74,0.91738236
Map2,MAP2,0.917372
Muc15,MUC15,0.91734004
Slc29a4,SLC29A4,0.917338
Fggy,FGGY,0.91730577
Tmod1,TMOD1,0.9172712
Nt5c1b,NT5C1B,0.9172325
Birc5,BIRC5,0.9172275
Panx2,PANX2,0.9172081
Tdrp,TDRP,0.91720265
St6galnac6,ST3GAL4,0.9171789
Celsr2,CELSR2,0.917176
Zfp764,ZNF8,0.9171261
Gm9747,TMEM31,0.9171104
Trim7,TRIM7,0.9171091
Bri3bp,TMEM109,0.91709113
Stil,STIL,0.9170873
Nfe2,NFE2,0.91708624
Safb,SAFB2,0.9170297
Cdyl,CDYL,0.9170183
Izumo4,IZUMO4,0.91699314
Ankub1,ANKUB1,0.9169388
Pnliprp1,PNLIPRP1,0.91693187
Cpt1a,CPT1B,0.91684395
Ghsr,MLNR,0.91683024
Higd1b,HIGD1B,0.9168206
Cap2,CAP2,0.9168178
Slc39a7,SLC39A7,0.9168034
Fam193a,FAM193A,0.9167291
Npepps,NPEPPS,0.91672176
Luc7l3,LUC7L3,0.91672045
Ipo4,IPO4,0.916719
Cep85,CEP85,0.91671515
Ghr,GHR,0.9166728
Cdk5rap3,CDK5RAP3,0.91664386
Suz12,SUZ12,0.91654146
1700003E16Rik,C2orf81,0.9165344
Cyp39a1,CYP39A1,0.9165155
Metrn,METRN,0.91649354
Gjc3,GJC3,0.9164838
Hnf1a,HNF1A,0.9164717
Nedd4,NEDD4,0.9164492
Knstrn,KNSTRN,0.9164293
Fam170b,FAM170B,0.91642755
Prokr2,PROKR2,0.91642255
Dnah3,DNAH3,0.9163941
Tmx1,TMX1,0.91638565
Aspscr1,ASPSCR1,0.9163645
Mcm9,MCM9,0.91633695
Ap4e1,AP4E1,0.91621053
Ier3ip1,IER3IP1,0.9161897
Mtbp,MTBP,0.91615903
Rabgef1,RABGEF1,0.9161488
Acvrl1,ACVRL1,0.9161302
Nop2,NOP2,0.91609263
Serpinb2,SERPINB2,0.91609025
Epgn,EPGN,0.9160708
Lrrc8e,LRRC8E,0.9160383
Ostf1,OSTF1,0.9160263
Mpp1,F8,0.91602474
Cdkn2aip,CDKN2AIP,0.9160131
Mto1,MTO1,0.91600245
Twf2,TWF2,0.91599625
Lrtm2,LRTM2,0.915986
Cd34,CD34,0.91595393
2410004B18Rik,C1orf52,0.9159418
Atp6v1c1,ATP6V1C1,0.9159385
Smg9,SMG9,0.9159313
Mmrn2,MMRN2,0.9159163
Setd7,SETD7,0.91580635
Dpy30,DPY30,0.91580373
Syne4,SYNE4,0.91575044
Atf4,ATF4,0.9157345
Trex1,TREX1,0.91568846
Hars,HARS1,0.9156685
Pou1f1,POU1F1,0.9156608
1810058I24Rik,STMP1,0.9156234
Cyb5r4,CYB5R4,0.915613
Nmur1,NMUR1,0.9156062
Noto,NOTO,0.91559654
Epcam,EPCAM,0.9155865
Ptbp2,PTBP2,0.9155854
Trmt10a,TRMT10A,0.9155796
Abraxas1,ABRAXAS1,0.9155783
Smarcc1,SMARCC1,0.9155365
Wdr37,WDR37,0.915517
Tdrd12,TDRD12,0.9154962
Ubox5,UBOX5,0.91547555
Ippk,IPPK,0.9154261
Arid3b,ARID3B,0.9154248
Lrrc4c,LRRC4C,0.91542315
Tff2,TFF2,0.91540325
Bpifa2,BPIFA2,0.9153907
Dhx32,DHX32,0.9153583
Myo1h,MYO1H,0.91535
Angel2,ANGEL2,0.91533893
Ralbp1,RALBP1,0.91532004
Pik3c2b,PIK3C2B,0.91531134
Tmco3,TMCO3,0.915285
Nek6,NEK6,0.91527337
Eci1,ECI1,0.915256
Psma5,PSMA5,0.91525227
Srpk3,SRPK2,0.9152073
Hormad2,HORMAD2,0.91514504
Peli3,PELI3,0.9150731
Mlph,MLPH,0.91505545
Lgals3,LGALS3,0.91505235
Mfge8,MFGE8,0.9150435
Aamp,AAMP,0.91503155
Mep1a,MEP1B,0.9150085
Bap1,BAP1,0.91496974
Raf1,RAF1,0.91495806
Tmem63b,TMEM63B,0.9149232
Brms1,BRMS1,0.9149032
Mmp12,MMP12,0.91488737
Milr1,MILR1,0.9148776
Foxn2,FOXN2,0.91487056
Hunk,SNRK,0.9148563
Odad2,ODAD2,0.9148532
Nars,NARS1,0.91472125
Ap3s2,AP3S2,0.9147191
Hfm1,HFM1,0.91470563
Trmt9b,TRMT9B,0.9146999
Cyhr1,TMEM276,0.914697
Prkn,PRKN,0.9146908
Eif2b4,EIF2B4,0.914687
Iqce,IQCE,0.9146843
Rbm39,RBM39,0.9146645
Pepd,PEPD,0.914639
Gpa33,GPA33,0.91461444
Plxna2,PLXNA2,0.91461384
Msh6,MSH6,0.9145988
Proc,PROC,0.9145806
Lypd1,LYPD1,0.9145751
Rnf115,RNF115,0.91456616
Stard13,STARD8,0.91455835
Abhd11,ABHD11,0.91450787
Srpr,SRPRA,0.9144981
Mppe1,MPPE1,0.9144777
Dap,DAP,0.914412
Hivep3,HIVEP1,0.91440415
Tm2d1,TM2D1,0.91435254
Prpf3,PRPF3,0.9143344
Txndc16,TXNDC16,0.9143264
Trmu,TRMU,0.9143219
Cox7b2,COX7B2,0.9142577
Hc,C5,0.91425014
Gm973,KIAA2012,0.91423935
Mknk1,MKNK1,0.91423726
Zic4,ZIC4,0.914237
AF366264,SENP2,0.9141968
Tnfrsf8,TNFRSF1B,0.9141756
Ifnz,IFN-DELTA-6,0.91415167
Numb,NUMB,0.914146
Dppa4,DPPA4,0.91413873
Abcg4,ABCG4,0.91413397
Trbv13-1,TRBV27,0.91413116
Fas,FAS,0.91412896
Mtx1,MTX1,0.9141171
Synj2bp,SYNJ2BP,0.9141006
Zbtb22,ZBTB22,0.9140985
Ddn,DDN,0.91404396
Polr2g,POLR2G,0.91403276
Kif2c,KIF2C,0.91403115
Ftcd,FTCD,0.9140271
Slc16a14,SLC16A14,0.91395223
Bnc2,BNC2,0.91394913
Gfod2,GFOD2,0.9138981
Adam28,ADAM28,0.91387
Grik3,GRIK3,0.91386586
Usp48,USP48,0.91381705
Tor1aip1,TOR1AIP1,0.91381466
Zfp952,ZNF268,0.9138071
Trappc14,TRAPPC14,0.9137741
Sacs,SACS,0.91377115
Zbtb46,ZBTB46,0.9137531
Arnt2,ARNT2,0.91374284
Rnf216,RNF216,0.91370857
Zfp260,ZNF892,0.91370666
Tmod3,TMOD3,0.9137004
Icam2,ICAM2,0.9136898
Mtnr1a,MTNR1A,0.91366225
Cdk10,CDK10,0.9136508
Fubp3,FUBP3,0.9136061
Zfp532,ZNF532,0.91352314
Dynlrb2,DYNLRB2,0.9134846
Aoah,AOAH,0.91345525
Trpc2,TRPM2,0.9134031
Tnr,TNR,0.91338855
Tmem33,TMEM33,0.9133806
Tpst2,TPST2,0.9133719
Gramd1a,GRAMD1A,0.9133714
Snx13,SNX13,0.91333
Bglap2,BGLAP,0.913284
Rfpl4,RFPL4B,0.9132674
Map3k8,MAP3K8,0.9132365
Insig2,INSIG1,0.91318905
Acsl1,ACSL1,0.9131852
Wfdc8,WFDC8,0.913164
Wsb1,WSB1,0.9131034
Pdzd2,CYTIP,0.9130951
1600014C10Rik,C19orf12,0.91306204
Serpinc1,NRK,0.9130613
St6galnac4,ST6GALNAC4,0.91305447
Gk,OAT,0.9130458
Gtf2e2,GTF2E2,0.91303974
Pgpep1l,PGPEP1,0.9130127
Btnl10,ERMAP,0.91300464
Gale,GALE,0.912986
Nudt14,NUDT14,0.9129726
Efl1,EFL1,0.91297203
