Human gene name,Mouse gene name,correlation
POFUT2,Fut8,0.91539174
PAK6,Pak6,0.9153697
MCUR1,Mcur1,0.91534966
ACAD8,Acad8,0.91534865
PDE1B,Pde1b,0.91530657
PGAP1,Pgap1,0.91530555
CLDN12,Cldn12,0.9152755
PLA2G4F,Syt5,0.9152681
SPRY1,Spry1,0.91525984
LARP6,Mier2,0.91523486
ATL3,Atl1,0.91523117
ETV6,Etv6,0.9152301
INCENP,Incenp,0.91522884
GFM1,Gfm1,0.9152109
BSPRY,Trim47,0.91520256
PPEF1,Ppef1,0.91520214
CLPX,Clpx,0.91516155
PIGL,Pigl,0.91514796
TAF1D,Taf1d,0.9151334
C5,Hc,0.91512126
SLC2A8,Slc2a8,0.91510856
COL6A6,Col28a1,0.9151059
C19orf73,1700014B07Rik,0.91508794
NR2C2AP,Nr2c2ap,0.9150614
NLN,Nln,0.915058
CHMP3,Chmp3,0.9150409
CYTH1,Cyth3,0.91502875
VPS9D1,Vps9d1,0.9150122
WASH6P,Washc1,0.9149726
ALDH2,Aldh2,0.9149454
PALM,Palm,0.9149423
TRPM6,Trpm6,0.914937
ACTN3,Actn3,0.91492116
OXA1L,Oxa1l,0.91490567
CEL,Cel,0.91487354
VTN,Vtn,0.9148642
CD52,Cd52,0.91484874
SLA,Arap1,0.91483206
HEATR4,Frmpd2,0.9148298
CALB1,Calb1,0.9148278
GHRH,Ghrh,0.91481405
CCT2,Cct2,0.9148013
OSMR,Il5ra,0.914792
CEMIP2,Cemip2,0.9147883
TSPAN32,Tspan32,0.91476804
CACNA2D3,Cacna2d3,0.9147584
NFE2L3,Nfe2l3,0.9147532
TMEM225B,Tmem202,0.9147286
LCOR,Lcor,0.91472787
IQGAP1,Iqgap1,0.9147263
RACGAP1,Racgap1,0.91471237
MTRNR2L10,Gm17631,0.91470826
PDZD9,Pdzd9,0.9147066
ERVH48-1,Gm1330,0.9146918
PTK7,Igdcc4,0.9146774
HEPN1,4930516K23Rik,0.9146636
FBXO15,Slc30a9,0.9146501
CD300LG,Cd300lg,0.91459876
SCIMP,Scimp,0.9145745
DYM,Dym,0.9145698
SOS2,Sos2,0.9145641
ZBTB7C,Gm11037,0.9145624
FBL,Fbl,0.9145531
STKLD1,Stkld1,0.9145497
MTFR2,Mtfr2,0.9145312
GP2,Gp2,0.91452575
PLA2G12A,Pla2g12a,0.9144378
PYROXD1,Pyroxd1,0.9144317
NDUFAF2,Ndufaf2,0.91442674
ABCB11,Abcb11,0.9144059
NUPR1,Abcf1,0.9143912
CARMIL3,Carmil2,0.91437745
SYCP3,Gm1140,0.91436076
CNN1,Cnn3,0.9143594
RNF4,Rnf4,0.9143555
LIPG,Lipg,0.9143526
ART4,Art1,0.9143454
GRAMD1A,Gramd1a,0.91433114
TBXA2R,Tbxa2r,0.91431296
RND1,Rnd1,0.91431063
HELZ2,Helz2,0.91428596
NOTO,Noto,0.9142811
CCNK,Ccnk,0.91427946
DEPDC1B,Rasa3,0.91426873
KASH5,Kash5,0.9142433
FGD6,Fgd6,0.91424
TNNI3,Tnni3,0.9142265
VPS13B,Vps13b,0.91422457
OXCT1,Oxct1,0.9141919
NEK7,Nek6,0.91416866
SLC46A1,Slc46a1,0.91416824
MFGE8,Mfge8,0.91415524
ATAD3A,Atad3a,0.9141455
PRRC1,Prrc1,0.9141256
DMRT3,Zfp644,0.9141223
RTEL1,Rtel1,0.91411334
IRX3,Hlx,0.91410905
P4HA2,P4ha2,0.9141021
DOCK10,Kif13a,0.9140794
TRIM6,Trim30d,0.9140744
PDIA5,Pdia5,0.91404074
MPV17L2,Mpv17l2,0.9140398
NAB2,Nab2,0.91403717
UBE3D,Ube2cbp,0.91403687
C10orf62,4933411K16Rik,0.9140273
PCSK9,Pcsk9,0.9140143
TERB1,Terb1,0.91399014
ZNF707,Gm49527,0.91398495
LILRA3,Pira12,0.9139845
CEP72,Cep72,0.91395575
SERAC1,Plxnc1,0.91395354
ILK,Ilk,0.913945
C11orf86,2010003K11Rik,0.9139256
LMBR1,Ptdss1,0.91390073
KIAA0586,2700049A03Rik,0.9138917
MAP3K4,Map3k4,0.91387093
TP53TG3B,Gm11032,0.9138579
B3GALT9,Gm34653,0.91384554
LRRFIP1,Lrrfip1,0.9138437
SPINK6,Spink6,0.91382104
CIAO2A,Ciao2a,0.9138145
KIF22,Kif22,0.91381073
HOOK3,Hook3,0.9138062
CTR9,Ctr9,0.9137949
UPF3B,Upf3b,0.9137885
TAF5,Taf5,0.91376674
DNAJC8,Dnajc8,0.9137638
KIAA0040,4930523C07Rik,0.91374886
SLC39A9,Slc39a9,0.91374457
COX8A,Cox8b,0.9137402
GAS2L3,Gas2l3,0.91372305
DHX40,Dhx40,0.91371536
MRGPRF,Mrgprf,0.9137117
NAA11,Naa12,0.91370916
MEGF8,Megf8,0.9137073
MYLK4,Dapk2,0.9136994
ILKAP,Ilkap,0.9136899
SUZ12,Suz12,0.9136552
DPEP2NB,Dpep2nb,0.9136326
RABGAP1,Rabgap1,0.9136299
CEP152,Cep152,0.9136285
SLF2,Slf2,0.91362023
PSMF1,Psmf1,0.91361237
SUPV3L1,Supv3l1,0.9136036
TCEA1,Tcea1,0.9135835
ABHD14A-ACY1,Abhd14a,0.9135823
CLPTM1,Clptm1,0.9135727
RBM15B,Rbm15b,0.91353905
IGSF5,Igsf5,0.9135218
UBALD1,Sec23ip,0.91351146
FCRLB,Fcrlb,0.9134844
XRCC6,Xrcc6,0.9134664
PPIL6,Ppil6,0.9134602
RAP1A,Rap1b,0.91344106
EIF3L,Eif3l,0.91343284
NOBOX,Nobox,0.9133906
RBP1,Rbp1,0.9133853
SMIM11B,Smim11,0.91336745
IGHMBP2,Ighmbp2,0.91334283
MOSPD2,Mospd2,0.9133237
THEG,Theg,0.91330683
PTEN,Pten,0.9132602
MTO1,Mto1,0.91324794
NCAN,Ncan,0.91321975
OTOG,Vwf,0.9131464
MS4A6A,Ms4a6b,0.91313756
MKLN1,Mkln1,0.9131122
TBCB,Tbcb,0.9131046
ERVV-2,Gm8113,0.9131013
ANKLE2,Ankle2,0.9130846
PLET1,Plet1,0.9130802
CKAP5,Ckap5,0.9130565
CARD6,Card6,0.9130552
AKR1E2,Akr1e1,0.91304535
AP1G2,Ap3d1,0.91303974
WDR90,Wdr90,0.9130376
AICDA,Apobec3,0.91302323
NAGPA,Nagpa,0.9130066
MMP24OS,BC029722,0.91300267
TAF1,Brd9,0.9129989
GAL3ST4,Gal3st4,0.9129863
VSTM2L,Vstm2l,0.91296387
C2CD2,C2cd2,0.91294396
SLC18B1,Slc18b1,0.9129272
EVA1A,Eva1a,0.91290486
CCDC121,4930548H24Rik,0.91289496
COQ6,Coq6,0.9128926
UBE2K,Ube2k,0.9128905
PLPP1,Plpp1,0.91287446
SPATA31C2,Spata31d1d,0.9128677
PDE9A,Pde4d,0.9128656
EFCAB2,Efcab2,0.9128622
CPLANE2,Cplane2,0.9128212
MYOM1,Myom1,0.9128184
ENTPD1,Entpd1,0.9127913
EMC1,Emc1,0.91272193
FHOD3,Fhod3,0.91271836
C2CD6,C2cd6,0.9127156
IGLL5,Igll1,0.9127152
SNAI2,Snai2,0.9127095
NPAP1,Pom121l2,0.91269594
MMP9,Mmp10,0.9126824
ATP5F1B,Atp5b,0.9126768
PIH1D2,Pih1d2,0.9126713
SMAP1,Smap1,0.9126441
HYAL1,Hyal1,0.9126397
ACD,Acd,0.9126269
MTX1,Mtx1,0.91262597
ZNF254,Zfp966,0.9126236
DCAF16,1700129C05Rik,0.9126073
FASTK,Fastk,0.91260386
MZT2A,Mzt2,0.9125907
PF4V1,Pf4,0.9125732
UBOX5,Ubox5,0.91257083
PIP,Pip,0.9125343
IQCF1,Iqcf1,0.91252846
CBR4,Cbr4,0.91252404
PLIN1,Plin1,0.9125065
TRPM1,Trpm1,0.9125033
DEFB131B,Defb43,0.9125011
SIN3B,Sin3a,0.91249734
PRM2,Prm2,0.9124949
IL24,Il24,0.91248643
DYNLRB1,Dynlrb1,0.9124841
RHBDD3,Rhbdd3,0.91247445
PYCR3,Pycrl,0.91247284
PRDM2,Stac,0.91246367
SPPL2B,Sppl2b,0.9124392
SSX2B,Ssxb8,0.9124371
ATM,Atm,0.9123988
SELL,Sell,0.9123988
BBC3,Bbc3,0.9123827
CCDC63,Ccdc63,0.91237545
PEX10,Pex12,0.9123738
ADORA3,Adora3,0.9123686
H2AB1,H2ab2,0.91235375
ACBD4,Acbd4,0.9123499
FAM193B,Fam193b,0.9123394
SMIM6,Smim6,0.91233075
IFNG,Ifng,0.91231686
ROM1,Slc23a1,0.9123099
C6orf118,1700010I14Rik,0.9122931
DEAF1,Deaf1,0.9122909
SLC9B1,Slc9b2,0.9122746
TRBV2,Trbv3,0.91227317
THAP4,Thap4,0.9122652
LRRTM2,Desi1,0.91226035
MCFD2,Mcfd2,0.91223425
WDR48,Wdr48,0.9122143
HEXD,Hexdc,0.9122044
UBE2G2,Ube2g2,0.9121811
ECM2,Ecm2,0.91217434
KRTAP19-2,1110057P08Rik,0.9121712
BROX,Srp68,0.912155
MTRNR2L12,Gm10234,0.91215074
SP140,C130026I21Rik,0.9121439
TMIGD3,Tmigd3,0.9121329
DCSTAMP,Dcstamp,0.9121285
MUC7,Prol1,0.9121097
CCL26,Ccl26,0.9120968
VPS37C,Vps37c,0.9120909
SYCE1,Syce1l,0.9120842
EXOSC3,Exosc3,0.9120808
PSMD9,Psmd9,0.9120688
TBC1D20,Tbc1d20,0.9120437
TMEM272,Clcf1,0.91203517
REEP3,Reep4,0.91201967
PSMD14,Psmd14,0.9120075
TMEM61,Tmem61,0.9119776
CERS3,Cers3,0.9119731
CSN1S1,Csn1s1,0.9119652
AKAP6,Akap6,0.9119596
MMAB,Mmab,0.9119288
FNBP4,Fnbp4,0.9119248
RARRES2,Rarres2,0.911889
CFAP251,Wdr66,0.91188866
CASC3,Casc3,0.9118747
MGME1,Mgme1,0.9118715
TMX2,Tmx2,0.9118594
GINS3,Gins3,0.911809
AREG,Areg,0.9118003
GZF1,Zfp740,0.911796
PET100,Pet100,0.9117746
CCDC192,Ccdc192,0.9117712
TSPAN7,Vmn2r116,0.91176784
GPT2,Gpt2,0.91174495
UGP2,Pah,0.9117435
AVEN,Aven,0.91173744
HLA-DOB,H2-Eb1,0.91172767
TCEAL4,Tceal3,0.91169983
STX17,Stx17,0.9116737
XIRP1,Xirp1,0.9116721
PPP2R2A,Ppp2r2a,0.9116424
ZWINT,Zwint,0.91164094
UBXN2B,Ubxn2b,0.91163945
RPS6KA4,Rps6ka4,0.9116267
LNP1,Lnp1,0.91161495
GPR171,P2ry14,0.9115672
SMG6,Smg6,0.91155076
POLR2G,Gm26741,0.91154814
C18orf54,4930503L19Rik,0.91152024
LSM5,Lsm5,0.91150236
POLE,Pole,0.91149807
BCL10,Bcl10,0.91147083
AMOTL1,Amotl1,0.9114568
DCAF8L1,Dcaf8l,0.9114385
FAM228A,Fam228b,0.9114358
FAAP100,Faap100,0.9114355
DMWD,Dmwd,0.9113933
SMIM10L1,Gm12689,0.91138536
ETDA,2010109A12Rik,0.91137016
CCNL2,Ccnl1,0.9112832
SLC19A3,Slc19a1,0.9112821
PLXDC1,Plxdc1,0.9112802
PLEKHM1,Plekhm1,0.911269
PLEKHM3,Plekhm3,0.91125673
GASK1A,Gask1a,0.91125524
GYPB,Scgb2b15,0.91125387
ARHGEF18,Arhgef18,0.91125035
ANKAR,Ankar,0.9112365
MTFR1L,Mtfr1l,0.9112252
OTOGL,Crim1,0.91122144
STIMATE,Stimate,0.9112184
MRPL51,Mrpl51,0.91121083
CATIP,Catip,0.9112072
BID,Bid,0.9111902
LPP,Lpp,0.9111592
PNCK,Pnck,0.9111419
ZPBP,Zpbp,0.91113865
C1QTNF6,C1qtnf1,0.911131
CS,Csl,0.91110456
DPP4,Dpp4,0.91109675
CNTN1,Cntn1,0.91108704
FADS2,Fads2b,0.91108656
AZGP1,H2-M9,0.9110675
TPCN2,Tpcn1,0.9110616
STARD3,Stard3,0.9110584
MAPK7,Mapk7,0.9110527
NHEJ1,Nhej1,0.91104645
SCN4B,Scn4b,0.9110159
ANAPC1,Anapc1,0.911013
UAP1L1,Uap1l1,0.91097426
GK5,Gk5,0.9109168
CCDC172,Ccdc172,0.91091156
DISP1,Disp1,0.91091055
CLEC16A,Clec16a,0.91090804
TTC23,Ttc23,0.9108431
PILRB,Pilra,0.9108326
BCHE,Ces3b,0.91082275
SSX5,Ssxb1,0.91082275
CCDC195,Gm45261,0.9108103
SPC25,Spc25,0.9107886
GPATCH11,Gpatch11,0.9107859
PKN1,Sbk1,0.9107737
SECISBP2,Secisbp2,0.9107682
DIAPH3,Diaph1,0.91075075
CALR3,Calr3,0.910742
ENPP1,Enpp3,0.91071576
NUDT14,Lpcat1,0.910685
C15orf40,3110040N11Rik,0.91068417
TEKT2,Tekt2,0.91064966
MTERF4,Mterf4,0.91064733
C2orf73,4930505A04Rik,0.91064334
C4B,C4b,0.9106347
CLIP3,Clip3,0.9106179
TRAT1,Trat1,0.91061074
RXFP1,Rxfp1,0.9106082
TMED2,Tmed2,0.9106013
HDAC6,Hdac6,0.9105963
OLFML1,Olfml1,0.91057235
WWTR1,Wwtr1,0.9105715
HAVCR1,Havcr1,0.91056985
SLC12A9,Slc12a9,0.9105349
KANK2,Kank2,0.9105315
FAM246B,B830017H08Rik,0.9105057
TG,Adamtsl3,0.9104713
FDXACB1,Fdxacb1,0.91045505
ALK,Alk,0.9104499
UPK3B,Upk3b,0.9104222
SGMS1,Sgms1,0.91042095
HMGXB4,Hmgxb4,0.91041654
HSD17B14,Hsd17b14,0.91040754
CCHCR1,Cchcr1,0.91040623
GTF2H2C_2,Psmd1,0.9103962
MPL,Csf2rb,0.91037065
CETN3,Cetn3,0.91036594
DNAI4,Dnai4,0.9103514
PHYKPL,Phykpl,0.91034955
TPR,Tpr,0.91033405
GPBP1,Gpbp1,0.91032684
HUWE1,Virma,0.9103147
RTP4,Rtp4,0.9103129
ATPSCKMT,Atpsckmt,0.9103126
DEPDC5,Depdc5,0.9103033
PHETA2,Pheta2,0.91029906
EARS2,Engase,0.9102881
PNPLA2,Pnpla5,0.9102761
AOX1,Aox3,0.91027254
RIPPLY1,Ripply1,0.91025794
CCBE1,Ccbe1,0.91025007
TRAJ14,Traj25,0.9102458
TXLNB,Txlnb,0.91022784
PGLYRP1,Pglyrp1,0.91021484
CLK4,Clk1,0.91019106
MRPS36,Mrps36,0.9101718
COL1A1,Col1a1,0.91014755
PLD5,Pld5,0.9101183
SSX1,Ssxa1,0.91011184
ZNF428,Zfp428,0.9100754
PHF24,Phf24,0.910067
FAM53B,Fam53b,0.91002166
TMEM170B,Tmem170b,0.9099998
MS4A3,Ms4a3,0.90999687
KCTD8,Nlk,0.90998656
TBC1D2B,Tbc1d17,0.909982
TMEM183A,Tmem183a,0.90995127
STIL,Stil,0.9099286
IKZF5,Ikzf5,0.90991485
ABCB9,Abcb9,0.90991384
JUP,Jup,0.9098953
POLE3,Pole3,0.90987295
SERPINA5,Serpina5,0.90987235
KCNJ5,Kcnj5,0.90987086
SPATA7,4930562C15Rik,0.9098643
RASSF2,Rassf3,0.90983564
CCDC88C,Ccdc88c,0.9098177
ZNF414,Zfp414,0.9098053
ORC4,Orc4,0.9098003
GRM3,Grm3,0.9097961
COL4A4,Col24a1,0.9097946
GCDH,Gcdh,0.9097789
C9orf131,1700022I11Rik,0.909747
FCRL6,Fcrla,0.90974176
COX7B2,Cox7b,0.9097334
KCNK7,Kcnk7,0.90970933
MLPH,Mlph,0.9097083
RTTN,Nup205,0.9096753
GPD1L,Gpd1,0.9096714
GCNT7,Gcnt7,0.90966266
C6,C6,0.9096619
KCNMB4,Kcnmb4,0.9096616
ENPP3,Enpp5,0.90965295
PGAP6,Pgap6,0.9096505
RNF182,Rnf182,0.9096135
AZIN2,Azin2,0.90960914
UMODL1,Umodl1,0.9096037
ZNF212,Zfp747,0.9095921
TRMT10B,Trmt10b,0.90958625
PPM1D,Ppm1d,0.90958416
NACC1,Nacc1,0.90957785
HECTD2,Hectd2,0.90957105
PNMA8A,Pnmal1,0.9095366
APOL6,Apol7e,0.90953285
PDZD7,Pdzd2,0.90953094
C1orf56,Gm128,0.9095093
NSG2,Nsg1,0.9095085
LYSMD3,Lysmd3,0.9094804
ZSWIM7,Pdrg1,0.9094718
LSG1,Lsg1,0.9094465
SCP2,Scp2,0.9094445
CD226,Cd226,0.90943885
BPNT2,Bpnt2,0.90942484
CA2,Car2,0.9093944
TMPRSS4,Tmprss4,0.9093928
RYK,Ryk,0.9093821
FAM221B,Fam221b,0.9093621
DCTN5,Dctn5,0.90935016
CATSPERB,Esp15,0.9092997
CAPN14,Capn11,0.90929013
DEFB125,Defb26,0.90928364
TMEM97,Tmem97,0.90926903
NEMP2,Cln6,0.9092625
IGLJ3,9430069I07Rik,0.9092423
TIMM21,Timm21,0.9092218
AXIN2,Akap10,0.9092131
SMAD4,Smad4,0.9092089
WRAP73,Wrap73,0.9092049
MBTPS2,Mbtps2,0.909202
STX2,Stx2,0.9091921
WDR86,Wdr86,0.9091503
WDR3,Brox,0.90914375
RNASEH2B,Rnaseh2b,0.90911144
PTX4,Ptx4,0.9091106
KDELR2,Kdelr2,0.90910643
ATRIP,Atrip,0.90908694
CAMK4,Camk4,0.90907365
CYP27C1,Cyp27a1,0.90905446
KMT5C,Kmt5c,0.9090322
CENPT,Cenpt,0.9090276
FCMR,Fcmr,0.90899426
MST1,Mst1,0.90898705
LYPD8,Lypd8,0.9089395
EIF3A,Psmd12,0.9089223
SLC9A5,Slc9a5,0.9089074
SPACA6,Smad6,0.90890646
TAF15,Fus,0.90889454
LGALS7B,Lgals7,0.9088727
ZNF185,Zfp185,0.90883774
MRPL34,Mrpl34,0.90883327
GTF3C4,Gtf3c4,0.9088327
DNMT1,Dnmt1,0.9088262
SEC61B,Gm10320,0.9088201
PPP1R21,Ppp1r21,0.9088193
EEPD1,Eepd1,0.90881526
TBC1D17,Tbc1d25,0.9087919
MCOLN1,Mcoln1,0.90877837
KPNA4,Kpna7,0.90877676
ACP1,Acp1,0.908756
HSP90B1,Hsp90ab1,0.9087373
SLC6A16,Slc6a16,0.9087301
ATG4D,Atg4d,0.90872204
ERI2,Eri2,0.90871465
NUDT13,Nudt13,0.908695
SSNA1,Ssna1,0.90867996
RNF25,Rnf25,0.908672
CST9L,Cst9,0.9086457
SLC7A6OS,Slc7a6os,0.9086036
FBXL13,Fbxl13,0.90859634
GARRE1,Pid1,0.9085804
TCHP,Tchp,0.90856457
VPS8,Ube4a,0.90856063
CTDSPL,Ctdspl,0.9085237
ABI3BP,Abi3bp,0.90851396
SSX4,Ssxb2,0.9084824
VIRMA,Huwe1,0.90845203
TRAF3IP3,Traf3ip3,0.9084245
URGCP-MRPS24,A830031A19Rik,0.9083831
FAM170B,Fam170b,0.90833706
FIG4,Fig4,0.9083145
SCAI,Elmo1,0.90830433
CHRNG,Chrne,0.90830374
C1orf185,4930522H14Rik,0.90829915
AIMP1,Aimp1,0.908286
LZIC,Lzic,0.9082676
ANPEP,Anpep,0.9082567
TBCE,Tbce,0.90823066
PLCL1,Plcl1,0.90822816
RENBP,Renbp,0.9082225
KLRC3,Klri2,0.9082136
MYCBPAP,Mycbpap,0.90821195
TRBV16,Trbv21,0.9082109
IGSF11,Igsf11,0.90820134
IFNGR2,Ifngr2,0.9081753
EDRF1,Edrf1,0.9081589
HYDIN,Hydin,0.9081557
MOCS2,Mocs2,0.90814865
SMYD4,Smyd4,0.90813893
RPS6KL1,Rps6kl1,0.90813035
OASL,Oasl2,0.9081301
FAM83E,Fam83e,0.9081242
TRIM29,Arid3b,0.9081208
GALE,Gale,0.9081194
MAP1LC3B,Map1lc3b,0.9081194
TNNI3K,Tnni3k,0.90811455
DNAJA3,L2hgdh,0.908113
SELENOS,Selenos,0.9080753
CLHC1,2210408I21Rik,0.908069
FUOM,Fuom,0.90800744
CCDC15,Ccdc15,0.90800226
ARHGAP22,Arhgap22,0.90798396
C9orf153,Gm28038,0.9079656
H2BW1,H2bl1,0.90794617
TSGA13,Ttc6,0.90793985
BBS7,Bbs7,0.9079385
HOATZ,Hoatz,0.9079356
ZEB1,Zeb1,0.9079276
SLC35B2,Slc35b2,0.90787214
DXO,Dxo,0.90786475
IGHD3-9,Gm17482,0.90783083
SREBF1,Srebf1,0.90781015
MICALL2,Micall2,0.90780747
HERPUD2,Herpud2,0.90780705
PLEKHA3,Plekha3,0.90779346
TMEM191B,Tmem191c,0.9077912
CDC25C,Cdc25c,0.9077752
NDUFAF8,Ndufaf8,0.90773
ARL8B,Man2a2,0.9077206
ATP5ME,Atp5k,0.9077143
ENAM,Enam,0.9076462
FURIN,Furin,0.9076183
CDHR2,Cdhr2,0.9076122
AJM1,Ajm1,0.90761137
NUDT22,Nudt22,0.90754867
AFAP1L1,Afap1l1,0.9075453
MEP1B,Mep1b,0.9075218
CARD8,Sp140,0.9074725
NR0B1,Nr0b1,0.9074542
NME8,Nme8,0.9074477
OTULINL,Otulinl,0.90742385
NOMO3,Arih1,0.90741765
RFLNA,Rflna,0.9074095
SLC4A11,Slc4a11,0.9074043
KNG1,Kng1,0.90740377
FOXA1,Foxj3,0.907371
PANK4,Pank4,0.9073653
TBX15,Tbx18,0.9073569
NDUFA11,Ndufa11,0.9073324
IGHA2,Ighe,0.90732324
TXNDC8,Txndc8,0.9073147
CEP57L1,Cep57l1,0.9073035
LCMT2,Tigar,0.90730083
USE1,Use1,0.907298
GPX7,Gpx7,0.90727717
XXYLT1,Xxylt1,0.90727603
CYTIP,Sntg2,0.90725374
M6PR,M6pr,0.9072214
PFDN4,Pfdn4,0.9072067
ADAMTS17,Adamts17,0.9071951
WFDC5,Wfdc5,0.9071908
TONSL,Tonsl,0.9071885
MTHFD1L,Mthfd1l,0.9071786
NUBP1,Nubp1,0.90717435
PIEZO2,Piezo2,0.9071719
LACRT,Glycam1,0.90715677
CFLAR,Cflar,0.90715516
UVSSA,Uvssa,0.90714616
OXNAD1,Oxnad1,0.9071433
TNFRSF11A,Tnfrsf11a,0.9071234
MSL2,Msl2,0.9071039
PERM1,Perm1,0.90709907
BCL2L10,Bcl2l10,0.9070877
PAEP,Mup13,0.9070633
C2orf76,3110009E18Rik,0.90705127
SMC4,Smc4,0.9070434
IPMK,Ipmk,0.9070121
TROAP,Troap,0.90700716
SPANXN3,4933409G03Rik,0.906993
CD47,Cd47,0.90695995
ASCC2,Nsg2,0.9069462
ING1,Ing1,0.9069179
F7,F7,0.90690094
PAM16,Pam16,0.90685755
KLRD1,Klrd1,0.90685314
MGAT3,B4galt3,0.90678596
RPP14,Rpp14,0.9067516
TMEM202,Abhd15,0.9067411
CDC20B,Cdc20b,0.90671045
FAM162A,Fam162a,0.9067102
EPM2A,Styx,0.9067005
EBF4,Ebf4,0.9066992
DOCK6,Tmem132b,0.90666896
CLEC5A,Clec5a,0.9066563
CFAP300,Cfap300,0.9066354
XPO5,Psme4,0.9066239
THTPA,Thtpa,0.9066221
C11orf58,1110004F10Rik,0.9066175
MUC20,Muc20,0.9066092
ATP2A1,Atp2a2,0.9066065
MEFV,Mefv,0.90659535
TRMT1L,Trmt1l,0.90647566
TWNK,Abhd12,0.90647364
MANF,Manf,0.90646046
NME9,Nme9,0.9064421
SH3BP4,Sh3bp4,0.9064403
PFAS,Pfas,0.9064377
NRBP2,Nrbp2,0.9064357
EDDM13,Epp13,0.9064295
PPP1R32,Ppp1r32,0.90640664
UCKL1,Uckl1,0.90640396
WDR59,Wdr59,0.90640175
MOCS1,Mocs1,0.9063811
NOM1,Nom1,0.90638095
C4BPA,C4bp,0.9063791
RIPOR3,Ripor3,0.90636265
IFI30,Ifi30,0.9063616
HEATR3,Heatr3,0.9063547
PITRM1,Pitrm1,0.9063537
F2R,Sema7a,0.9063486
GIT1,Camta1,0.9063416
TNP2,Tnp2,0.90634036
DECR2,Decr2,0.90632725
WDFY3,Utp25,0.90629953
CREB3L4,Creb3l2,0.906297
ACTR2,Actr2,0.9062908
SPINDOC,Spindoc,0.9062529
COX7A2,Cox7a2,0.90625054
GIPC3,Gipc3,0.90623796
MAP3K3,Map3k3,0.9062218
PRKD2,Prkd2,0.90622145
COX7C,Cox7c,0.90621436
CTU1,Ctu1,0.9062064
CD209,Cd209b,0.906189
MSR1,Msr1,0.9061884
DAPK1,Dapk1,0.90616745
NUDC,Nudc,0.906161
ARHGAP15,Arhgap15,0.90614825
NRM,Nrm,0.90614486
HEG1,Heg1,0.9061361
CABP4,Cabp4,0.9061177
CALML5,Calm4,0.90610194
PIGH,Pigh,0.90607876
TEX38,Tex38,0.906077
UCHL1,Uchl1,0.9060746
RSAD1,Rsad1,0.906073
CTSO,Ctso,0.90607023
SPATA33,Spata33,0.9060564
TSPEAR,Clec18a,0.9060211
DPY19L4,Stt3a,0.90601903
JPH2,Jph2,0.9060094
FAM13C,Fam13c,0.90600455
VCP,Vcp,0.9059592
JTB,Jtb,0.90594953
TRIM35,Trim35,0.9059495
CRNN,Crnn,0.9058528
RIOK3,Riok3,0.90582997
SHROOM1,Shroom1,0.90582484
IL12RB1,Il12rb1,0.9058214
CD14,Cd14,0.9058208
METTL15,Naalad2,0.9058001
RNASE8,Ear1,0.9057965
PHB2,Phb2,0.9057718
KRT10,Krt10,0.9057684
ATP6V1C1,Atp6v1c1,0.90574485
FSTL3,Tmem151a,0.90572816
GCFC2,Gcfc2,0.90572196
HPS4,Hps4,0.9057068
GTF2A1L,Gtf2a1l,0.9056927
LIPE,Ogfod2,0.9056641
ACAD10,Acad10,0.9056512
TMEM220,Tmem220,0.9056466
PTPN20,Ptpn20,0.9056454
CENPK,Cenpk,0.9056195
CFAP99,Cfap99,0.9056013
SDS,Sds,0.9055924
STK35,Stk35,0.9055859
UTP20,Utp20,0.9055848
SCG2,Scg2,0.90558314
DUXB,Obox3,0.90558034
KIZ,Kiz,0.9055617
DCUN1D5,Dcun1d4,0.90556055
AIDA,Aida,0.9055299
GUCD1,Gucd1,0.9055267
RPL14,Rpl14,0.9055168
NUMA1,Numa1,0.90549016
TMX1,Tmx1,0.90544415
BCL2L13,Bcl2l13,0.90543455
KCNG2,Kcng2,0.9053932
ADAM10,Adam17,0.9053873
SEMA3C,Vmn2r120,0.9053599
CCT8L2,Cct8l1,0.9053488
MAGEB6,Mageb4,0.9053488
S100A8,S100a8,0.9053121
TMX3,Tmx3,0.90531075
TRNP1,Trnp1,0.9052959
EPHB6,Ephb6,0.9052761
GNRH1,Gnrh1,0.9052432
CD177,Cd177,0.90523696
DIPK2B,Dipk2b,0.9052209
DCUN1D4,Efcab7,0.90522015
CHGA,Chga,0.90518045
P3R3URF,P3r3urf,0.9051721
CABCOCO1,Cabcoco1,0.9051717
FAM47E,Fam47c,0.9051649
CCDC24,Ccdc24,0.9051237
SMCHD1,Smchd1,0.90511763
ABCB6,Zdhhc24,0.90511495
SPTLC3,Sptlc2,0.9051081
AHSP,Ncapg2,0.9050949
SMIM8,Smim8,0.90505785
CYB5D1,Cyb5d1,0.9050554
RANBP6,Ranbp6,0.9050451
PHLDB3,Phldb3,0.90503585
XCL2,Xcl1,0.9050336
SLC37A1,Slc18a1,0.9050271
ALDH6A1,Aldh6a1,0.9050231
METTL13,Eef1aknmt,0.90500355
SETMAR,Setmar,0.9049941
TTC17,Ttc17,0.9049818
AP1G1,Ap1g2,0.9049578
INTS10,Rttn,0.9049179
STC2,Stc2,0.9049094
MROH6,Exoc3l,0.90490425
ZNF407,Zfp407,0.9049025
MAN1B1,Man1b1,0.90489227
TNFRSF14,Tnfrsf14,0.9048822
CLEC4A,Clec4a4,0.9048725
PKIB,Pkib,0.90484345
MTRNR2L6,Letm1,0.90481853
