microcebus gene name,human gene name,correlation
PSME2,PSME2,0.9251842
ESCO2,ESCO2,0.92516047
SEC14L1,SEC14L1,0.9251373
STMP1,STMP1,0.92511994
KIFC1,KIFC1,0.9250804
C1orf162,C1orf162,0.9250697
ACTN3,ACTN3,0.92506933
EPHA4,EPHA5,0.92506456
TERT,TERT,0.9250248
CYP46A1,CYP46A1,0.92493206
OR5AU1,OR5AU1,0.9248806
UROC1,UROC1,0.9248392
CYREN,CYREN,0.92482597
SPSB2,SPSB2,0.9248143
ADAMTS19,ADAMTS10,0.9247733
TRANK1,TRANK1,0.92475134
MPPED1,MPPED1,0.9247164
GTPBP10,GTPBP10,0.9247114
ACSBG2,ACSBG2,0.92470026
HMCN1,HMCN1,0.9246903
GLTP,GLTP,0.92468
CUEDC1,CUEDC1,0.92466444
TOX3,TOX3,0.92464674
ND6,MT-ND6,0.9246446
AKAP3,AKAP3,0.92463475
CD96,CD96,0.9246193
CFAP276,C1orf194,0.92460513
IVD,IVD,0.9245859
LRP3,LRP3,0.92455107
ALDH2,ALDH2,0.92452735
KLHL28,KLHL28,0.9244713
ZNF217,ZNF217,0.9244683
CD226,CD226,0.9244615
PRKG2,PRKG2,0.92443436
ITGAE,ITGAE,0.9244253
PDCD1,PDCD1,0.92441595
PRDM4,PRDM4,0.92439324
MRPL34,MRPL34,0.92438483
DPP10,DPP10,0.92437536
DOK4,DOK4,0.9243493
SPSB4,SPSB4,0.92433983
PTGR1,PTGR1,0.9243299
ENTPD3,ENTPD3,0.92431355
RBM5,RBM5,0.9242923
RFC2,RFC2,0.9242731
TTC12,TTC12,0.92423624
FRS3,FRS3,0.9242147
PPP2R5B,PPP2R5B,0.92421365
FAM217B,FAM217B,0.9241906
ARID5A,ARID5A,0.92414916
RCCD1,RCCD1,0.92414445
LETMD1,LETMD1,0.92413336
PPM1F,PPM1F,0.9241177
REV1,REV1,0.9241153
SEMA3E,SEMA3E,0.92408323
SH3BP2,SH3BP2,0.92405206
ABHD16A,ABHD16A,0.9239968
CCDC73,CCDC73,0.9239881
DENND3,DENND3,0.92398566
NXF1,NXF1,0.9239694
PALM2AKAP2,PALM2AKAP2,0.9239578
SHE,SHE,0.9239453
RESF1,RESF1,0.9239321
CUTA,CUTA,0.9239125
HAP1,HAP1,0.92388314
MESP2,MESP2,0.92388046
PINLYP,PINLYP,0.92386585
PSD4,PSD4,0.9237765
PEX19,PEX19,0.9237694
TMEM258,TMEM258,0.9237534
TIAM2,TIAM2,0.9237531
GRK6,GRK6,0.9237509
VPS9D1,VPS9D1,0.9237314
EIF3D,EIF3D,0.92372984
SUN1,SUN1,0.9237106
GAREM1,GAREM1,0.92367077
ADORA2A,ADORA2B,0.92365307
GORASP1,GORASP1,0.9236456
TM2D3,TM2D3,0.9236407
MYO7B,MYO7B,0.9236289
CD5,CD5,0.92359334
HSPG2,HSPG2,0.9235882
ZNF532,ZNF532,0.9235878
RINL,RINL,0.92357063
IL1RL1,IL1RL1,0.9234993
PRX,PRX,0.92348063
DHRS3,DHRS3,0.9234569
P4HB,P4HB,0.92345136
DDX20,DDX20,0.92343324
CFAP99,CFAP99,0.9234273
DHPS,DHPS,0.9234197
HSD17B2,HSD17B2,0.92340475
GPRC5A,GPRC5A,0.9233976
PRRT4,PRRT4,0.9233865
TMEM120A,TMEM120A,0.9233849
ARHGEF2,ARHGEF2,0.92337894
MNAT1,MNAT1,0.9233772
WDHD1,WDHD1,0.92332697
ERICH3,ERICH3,0.9232829
CD4,CD4,0.9232693
TRIM37,TRIM37,0.9232514
TTI1,TTI1,0.9232065
TINAG,TINAG,0.9231751
TRIM21,TRIM21,0.92316866
HEATR5A,HEATR5A,0.9231606
RFLNA,RFLNA,0.9231378
CHTF18,CHTF18,0.9231281
PSAP,PSAP,0.92311436
ITIH5,ITIH5,0.92308635
KMT2B,KMT2B,0.9230823
SFXN4,SFXN4,0.9229673
EPSTI1,EPSTI1,0.92296016
EPN1,EPN1,0.92291105
DPM2,DPM2,0.92289835
ANPEP,ANPEP,0.9228872
CIRBP,CIRBP,0.9228837
NOD2,NOD2,0.922861
TNFRSF8,TNFRSF8,0.9228453
FGD6,FGD6,0.9228422
P2RX3,P2RX3,0.9228416
SLC25A32,SLC25A32,0.9228383
ADGRG3,ADGRG3,0.92279416
MYL6B,MYL6B,0.92276645
ARHGAP27,ARHGAP27,0.9227516
MTARC1,MTARC1,0.9227401
ANGPTL4,ANGPTL4,0.92270005
GLRB,GLRB,0.92267585
FCSK,FCSK,0.92267156
CLEC17A,CLEC17A,0.92262375
EFCAB3,EFCAB3,0.9225786
SERP2,SERP1,0.92257154
MPP3,MPP3,0.92256474
LRRK1,LRRK1,0.92255425
GNAS,GNAS,0.9225321
ABHD18,ABHD18,0.92251605
COL9A2,COL9A2,0.9224984
RND1,RND1,0.92240316
WDR47,WDR47,0.9223887
DET1,DET1,0.92238206
TRPV3,TRPV3,0.922366
CKB,CKB,0.92235583
RFX4,RFX4,0.92230386
EFEMP2,EFEMP2,0.9222464
DEFB1,DEFB1,0.9222323
ZFYVE19,ZFYVE19,0.9222122
ASRGL1,ASRGL1,0.9221996
PSD2,PSD2,0.9221923
IL1R1,IL1R1,0.92218727
FHIP2A,FHIP2A,0.9221592
SYNE4,SYNE4,0.9221011
NFAT5,NFAT5,0.9220938
SLC43A1,SLC43A1,0.92208046
ZNF710,ZNF710,0.9220631
C9orf153,FAM86B2,0.92200875
RSAD1,RSAD1,0.92198145
UAP1L1,UAP1L1,0.92196316
ATE1,ATE1,0.92195654
NELFA,NELFA,0.92192876
PKD2L1,PKD2,0.9219256
CFAP157,CFAP157,0.92186433
RBM47,RBM47,0.9218571
ZBTB21,ZBTB21,0.9218442
MVP,MVP,0.9218354
ARMH1,ARMH1,0.9218093
PHF20,PHF20,0.921798
AACS,AACS,0.921789
ARGLU1,ARGLU1,0.9217752
U2SURP,U2SURP,0.9217607
PKD1L1,PKD1L1,0.92175883
COL4A3,COL4A3,0.92173934
NBEAL2,NBEAL2,0.92173856
ABCB1,ABCB1,0.92172676
EIF2A,EIF2A,0.9217111
NMRAL1,NMRAL1,0.92169356
CNEP1R1,CNEP1R1,0.921624
OAZ1,OAZ1,0.9215774
DEFB127,DEFB127,0.9215503
CMAS,CMAS,0.9215164
NETO1,NETO1,0.92151487
RFC1,RFC1,0.9215138
PPWD1,PPWD1,0.9214607
WLS,WLS,0.92145896
TNNI3,TNNI3,0.92145205
CYB5D1,CYB5D1,0.921446
ZCWPW2,ZCWPW2,0.92144597
NEU4,NEU4,0.92142564
TUBGCP2,TUBGCP2,0.9213865
NUDT19,NUDT19,0.9213514
FBLN1,FBLN1,0.9213388
EFNA5,EFNA5,0.9213239
DNAJC1,DNAJC1,0.9213187
TCIRG1,TCIRG1,0.92127115
CFAP57,CFAP57,0.92122847
LRP5,LRP5,0.9212105
ANKRD12,ANKRD12,0.92120135
GIT1,GIT1,0.9211976
UBL5,UBL5,0.921171
ADGRE3,ADGRE3,0.9211664
ST18,ST18,0.92116326
NFKBIE,NFKBIE,0.921144
DDX55,DDX55,0.9211258
ZNF783,ZNF467,0.9211248
IQGAP1,IQGAP1,0.92112345
DHX8,DHX8,0.921106
C3,C3,0.92109686
XPO5,XPO4,0.9210652
USP11,USP11,0.9210414
SLC4A11,SLC4A11,0.9210229
ADGRG1,ADGRG5,0.9209907
ANTXR2,ANTXR2,0.9209444
ABCC6,ABCC6,0.9209101
DHCR24,DHCR24,0.9208727
KPNA3,KPNA3,0.92083704
POLR3A,POLR3A,0.9208286
FGB,FGB,0.9207987
SF3A2,SF3A2,0.9207878
CFAP141,C1orf189,0.9207815
BET1L,BET1L,0.92075694
HSPA12A,HSPA12A,0.9207259
AVPR2,AVPR2,0.9206962
CRAMP1,CRAMP1,0.92067015
ABI2,ABI2,0.920654
KCNC1,KCNC1,0.9206347
CPE,CPE,0.9206091
MYO15B,MYO15B,0.9205889
CCDC32,EIF2AK1,0.92058885
GLP2R,VIPR2,0.92058676
AATK,AATK,0.9205375
KLHL23,KLHL23,0.9205218
OTOG,OTOG,0.9204888
SEMA4F,SEMA4F,0.92048645
ELF1,ELF1,0.92045397
ZFYVE16,ZFYVE16,0.9204521
TSC22D3,TSC22D3,0.9204163
CHRNA3,CHRNA3,0.92041504
SKIC2,SKIV2L,0.92040646
ZNF233,ZNF681,0.92040414
ADCY9,ADCY9,0.92039704
COX16,COX16,0.92037964
PLXNB2,PLXNB2,0.9203764
BRD10,KIAA2026,0.9203541
PLA2G2A,PLA2G2A,0.92032504
MSR1,MSR1,0.9203244
ITGB3,ITGB5,0.92029864
ST6GALNAC6,ST3GAL1,0.92029864
VWA3A,VWA3A,0.9202825
CPB1,CPB1,0.92028075
ZC3H12A,ZC3H12A,0.92026293
BMP3,BMP3,0.92024004
CPNE6,CPNE6,0.92017317
GPR173,GPR85,0.9201579
CCDC9,CCDC9,0.9201542
CHTF8,BBS4,0.92014986
KLK10,KLK10,0.92014945
EGR3,EGR3,0.920147
XRRA1,XRRA1,0.92011446
GPCPD1,GPCPD1,0.920111
USE1,USE1,0.92009765
ARHGEF17,ARHGEF17,0.9200445
CDKN2B,CDKN2B,0.92004144
PDE4DIP,FHAD1,0.9200307
YJU2B,YJU2B,0.9200212
KLHL10,KLHL10,0.9200135
CAPN5,CAPN5,0.9199866
P4HA2,P4HA2,0.91996354
CNTN1,CNTN4,0.9199453
ADAM29,ADAM29,0.91994405
RPS6KL1,RPS6KL1,0.91991496
ARHGEF33,ARHGEF33,0.9198958
KPTN,KPTN,0.91988736
TTC23,TTC23,0.91987634
ELAC1,ELAC1,0.9198738
SARM1,SARM1,0.9198588
C20orf173,C20orf173,0.9198493
GIMAP2,GIMAP5,0.91981494
ADAM9,ADAM9,0.91979265
EEF1AKMT2,EEF1AKMT2,0.9197795
TMTC4,TMTC4,0.91977304
PARP9,PARP15,0.9197476
NAPA,NAPA,0.9197433
PCSK4,PCSK4,0.9197272
TUBGCP4,TUBGCP4,0.91969645
PMM2,PMM2,0.9196432
CD48,CD48,0.91963476
SRP54,SRP54,0.91961926
RCL1,RCL1,0.91961604
AP1G1,AP1G1,0.9195969
UBA1,UBA1,0.919575
AZGP1,AZGP1,0.91951674
PKP4,PKP4,0.91951025
BCL2L14,BCL2L14,0.9194995
CCDC106,CCDC106,0.91948676
MPPED2,MPPED2,0.91947144
EGR2,EGR2,0.9194431
C8orf89,C8orf89,0.91944295
C9orf50,C9orf50,0.9194165
DPAGT1,DPAGT1,0.9193911
RPUSD3,RPUSD3,0.91938144
ATL2,ATL2,0.9193699
PI4KA,PI4KA,0.919324
ACP7,ACP7,0.91930497
BBX,BBX,0.91930026
MEX3B,MEX3B,0.9192893
PHACTR4,PHACTR4,0.91927576
SLCO1A2,SLCO1B3,0.9192655
PPP1R3E,PPP1R3D,0.9192637
GOLGA5,GOLGA5,0.9192311
IAH1,IAH1,0.9192244
D2HGDH,D2HGDH,0.9192022
KDM3B,KDM3B,0.9191846
WDR73,WDR73,0.9191813
HLA-DOA,HLA-DQA2,0.9191784
LACC1,LACC1,0.9191741
LUC7L3,LUC7L3,0.919164
ADGRE1,ADGRE1,0.9191539
SEMA4G,SEMA4G,0.91914576
PRKCE,PRKCE,0.91914135
NDUFS2,NDUFS2,0.9191319
LMNTD2,LMNTD2,0.9191317
PACS1,PACS1,0.91908455
CA6,CA6,0.91908103
PHF14,PHF14,0.91902053
HMOX1,HMOX1,0.91900784
DLEC1,DLEC1,0.91896266
NECTIN2,PVR,0.91894615
HRC,HRC,0.91888064
CEP76,CEP76,0.918879
TEX26,TEX26,0.91885185
NKX6-1,NKX6-1,0.9188436
PHYHD1,PHYHD1,0.91883755
VPS37C,VPS37C,0.9188254
PTPRK,PTPRK,0.91882
APOC2,APOC2,0.9187825
TBCK,TBC1D23,0.91876334
CASP10,CASP10,0.9187284
RBP1,RBP1,0.9186937
FOSL1,FOSL1,0.9186861
PHLDB2,PHLDB2,0.9186654
FEZ1,FEZ1,0.9186481
DHODH,DHODH,0.9186183
HEATR3,HEATR3,0.9186118
COPS6,COPS6,0.91853535
MKNK2,MKNK1,0.91852796
LSP1,LSP1,0.9185262
CCNB1IP1,CCNB1IP1,0.91848844
DEF6,DEF6,0.91840905
POLR2F,POLR2F,0.9184044
ATP6V0C,ATP6V0C,0.91839355
SLC39A14,SLC39A8,0.91831774
SYT5,SYT5,0.9183161
RIGI,DDX58,0.9183028
TMEM220,TMEM220,0.9182974
DHX57,DHX57,0.91829026
KIF1C,KIF1C,0.9182652
CENPA,CENPA,0.9182057
FAM131B,FAM131B,0.9181832
CIR1,CIR1,0.9181737
SVOP,SLC2A9,0.9181489
RELB,RELB,0.91813546
USP24,USP9Y,0.91811544
PXYLP1,PXYLP1,0.9181099
NCR1,NCR1,0.9180673
VPS28,TSG101,0.9180579
CALML6,CALML6,0.9180401
CT55,CT55,0.9180399
LCK,LCK,0.917986
EPS8L3,EPS8L3,0.9179692
DRC1,DRC1,0.9179686
VCF2,FAM104B,0.9179671
CERCAM,CERCAM,0.9179599
PYCR3,PYCR3,0.91791874
CHM,CHM,0.9179156
BCKDHA,BCKDHA,0.9179035
AMOTL2,AMOTL2,0.9178938
MED21,MED21,0.91789186
PAOX,PAOX,0.91785073
DNMT1,DNMT1,0.9178286
RNF34,RNF34,0.91781783
NANS,NANS,0.91781723
NUDCD1,NUDCD1,0.9178085
ZBTB38,ZBTB33,0.9177909
NCAPD3,NCAPD3,0.91778463
PPM1A,PPM1A,0.9177758
RAB18,RAB18,0.91777146
ELAPOR1,ELAPOR1,0.91775143
ADAMTS20,ADAMTS9,0.91773033
TRIML2,TRIM51,0.91770124
CXCL17,CXCL17,0.91768855
ALPK3,ALPK3,0.9176723
PCLO,PCLO,0.91763216
SALL1,SALL1,0.91761756
OCA2,OCA2,0.91761625
AP1M2,AP1M2,0.9176151
GLT1D1,GLT1D1,0.9175995
EEF1D,EEF1D,0.91758484
RIC8A,RIC8A,0.91757524
OCIAD2,OCIAD2,0.9175749
TRAPPC14,TRAPPC14,0.91757244
C12orf54,C12orf54,0.91757226
COPE,COPE,0.9175679
DHX29,DHX29,0.9174891
BCHE,BCHE,0.91745245
MFAP3,MFAP3,0.91743994
CLEC12A,CLEC12A,0.9174237
CDCA7L,CDCA7L,0.917422
TMEM213,TMEM213,0.9174035
TYRO3,TYRO3,0.9173975
CHID1,CHID1,0.91738707
DAGLA,DAGLA,0.917387
IFI44L,IFI44L,0.9173699
KLRG1,KLRG1,0.9173697
CA4,CA4,0.91736424
ARL13B,ARL13B,0.91734827
CDKN2A,CDKN2A,0.91728175
MPZL3,MPZL3,0.9172624
CIPC,CIPC,0.9172555
C5orf58,C5orf58,0.9172001
BBS7,BBS7,0.9171979
LLCFC1,LLCFC1,0.91717494
FAM229A,FAM229A,0.9171734
CREBRF,CREBRF,0.9171366
BTBD7,BTBD7,0.91713
TSC22D1,TSC22D1,0.9171078
CERS5,CERS1,0.9170838
MRPL51,MRPL51,0.9170481
EMX2,EMX2,0.9170391
LMCD1,LMCD1,0.91702133
OTUD4,OTUD4,0.9170213
SCAMP4,SCAMP4,0.91701263
CLPS,CLPS,0.9169115
KCNMB4,KCNMB4,0.9168742
ADGRL4,ADGRL4,0.91687405
FMNL1,FMNL1,0.9168487
TEX38,TEX38,0.91683275
TNRC6A,TNRC6A,0.9167981
TMEM9,TMEM9,0.9167743
KATNAL1,KATNAL1,0.9167492
HIRIP3,HIRIP3,0.9167471
TMEM97,TMEM97,0.91672397
PGAP3,PGAP3,0.9167196
RHOT1,RHOT1,0.9166937
FKBP11,FKBP11,0.91668874
ATP2B1,ATP2B1,0.91667014
TMEM225,TMEM225,0.91666543
ITGA5,ITGA5,0.9166433
CD19,CD19,0.9166288
ATP13A5,ATP13A5,0.91662467
DUOXA1,DUOXA1,0.91658056
HMG20B,HMG20B,0.9165735
SHKBP1,SHKBP1,0.91655844
PIANP,PIANP,0.9165019
CCNY,CCNY,0.91647273
CDK5RAP3,CDK5RAP3,0.91644245
POLG2,POLG2,0.9164302
FNTB,FNTB,0.91640705
LITAFD,LITAFD,0.9164
PKD1,PKD1,0.9163951
ZNF467,ZNF775,0.9163876
CSTF3,CSTF3,0.9163808
RASGRP3,RASGRP3,0.916368
TOR3A,TOR3A,0.91632855
WNT4,WNT4,0.9163234
STK31,STK31,0.91629004
DALRD3,DALRD3,0.9162829
USP50,USP50,0.91627896
HNF4A,HNF4A,0.9162737
ANK2,ANK3,0.91627085
PLCG1,PLCG1,0.91627026
DNAJC11,DNAJC11,0.9162546
DARS1,DARS1,0.91625303
NHSL1,NHSL1,0.91622627
POLH,POLH,0.9162077
GCDH,GCDH,0.9162044
DNAJC2,DNAJC2,0.91618544
ATL1,ATL1,0.9161786
COQ8B,COQ8B,0.91616553
PSMD8,PSMD8,0.9161455
CASC3,CASC3,0.91613734
MLH3,MLH3,0.91613734
IDH3A,IDH3A,0.9161159
AP2A1,AP2A1,0.9160564
PDIA5,PDIA5,0.9160364
SRA1,SRA1,0.9160207
BRD7,BRD7,0.9160143
SIRT5,SIRT5,0.9160135
SPATA17,SPATA17,0.91601
CYP11A1,CYP11A1,0.9159987
NAPSA,NAPSA,0.9159939
TMEM80,TMEM80,0.9159556
CFAP210,CCDC173,0.9159523
TENT4A,TENT4A,0.91589457
LCOR,LCOR,0.9158783
DCUN1D4,DCUN1D3,0.9158602
OXNAD1,OXNAD1,0.91582006
YTHDC2,YTHDC2,0.9157878
KMT2C,KMT2C,0.915758
TTC39C,TTC39C,0.9157493
RPL3L,RPL3L,0.915742
NWD1,NWD1,0.9157264
DHX38,DHX38,0.9156966
AKAP1,AKAP1,0.91565883
CRACR2B,EFCC1,0.91564643
EIF4G2,EIF4G2,0.91552943
ADGRF3,ADGRF3,0.91552424
CPLANE2,CPLANE2,0.91552174
NR1H2,NR1H2,0.91548973
NKD2,NKD2,0.9154413
PRR30,PRR30,0.91536397
ENGASE,ENGASE,0.91534543
PPIL3,PPIL3,0.9153254
CCDC116,CCDC116,0.91532344
PARP6,PARP6,0.91529906
GSTT4,GSTT4,0.915287
SLC66A2,SLC66A2,0.91523886
TEX2,TEX2,0.9152165
BRDT,BRDT,0.9151936
COPRS,COPRS,0.9151409
MMP16,MMP16,0.9151273
EML3,EML3,0.9150796
TAF4,TAF4,0.91502005
BCAM,BCAM,0.9150018
ARHGAP28,ARHGAP28,0.91498876
HDHD2,HDHD2,0.9149865
MAN2B1,MAN2B1,0.91495943
PSTK,PSTK,0.9149451
ACSM6,ACSM2B,0.91494316
GLI3,GLI3,0.91493434
SHLD2,SHLD2,0.9149321
AOX1,AOX1,0.91492105
PRSS16,PRSS16,0.9149037
SIK3,SIK3,0.9148769
DEF8,DEF8,0.9148763
GINM1,GINM1,0.9148662
CC2D2A,CC2D2A,0.9148485
IL18RAP,IL18RAP,0.91483283
TAF15,TAF15,0.9148091
HOXC10,HOXC10,0.9148048
ZNF683,ZNF683,0.91474056
HERC3,HERC5,0.91471094
FMO3,FMO3,0.91466784
MED13,MED13,0.9146602
CTR9,CTR9,0.91465926
FAAP100,FAAP100,0.9146087
DCDC2,DCDC2,0.91460615
KIAA1328,KIAA1328,0.9145448
NCOA7,NCOA7,0.9145142
NOTCH2,NOTCH2NLA,0.9145056
TNNI3K,TNNI3K,0.91446954
AKT2,AKT2,0.9144457
AJAP1,AJAP1,0.9144388
VWA5B1,VWA5B1,0.91442454
SLC7A6OS,SLC7A6OS,0.9144138
BRME1,BRME1,0.91441214
KASH5,KASH5,0.9144102
FYB1,FYB1,0.91439
NOPCHAP1,NOPCHAP1,0.9143702
NSUN2,NSUN2,0.914366
SNTB1,SNTB1,0.91436493
TEKT2,TEKT2,0.9143586
CALCOCO1,CALCOCO1,0.91435575
BCKDK,BCKDK,0.9143155
SPRY4,SPRY4,0.91429627
SMARCC2,SMARCC2,0.91427976
SHD,SHD,0.91427
CYP27A1,CYP11B1,0.9142556
XYLT2,ABO,0.91424817
APPL2,APPL2,0.9142423
PPY,PPY,0.9142144
COL17A1,COL17A1,0.91418934
RNF112,RNF112,0.9141751
PEX16,PEX16,0.91416687
CBFB,CBFB,0.914132
ABCB11,ABCB11,0.9140913
SCHIP1,SCHIP1,0.91408855
ELOB,ELOB,0.9140774
ALK,ALK,0.91407007
ICE1,CCDC144A,0.91406924
GFM1,GFM1,0.91406363
GNAT1,GNAT1,0.9140319
AKAP6,AKAP6,0.9140263
KIAA0408,KIAA0408,0.9140052
DDIAS,DDIAS,0.91394293
RNFT2,RNFT2,0.91393447
TNFSF9,TNFSF9,0.9139277
VEPH1,VEPH1,0.91392237
VXN,VXN,0.9139036
ECHDC3,ECHDC3,0.91388935
FANCC,FANCC,0.9138801
PTPN9,PTPN9,0.9138754
TTK,TTK,0.9138708
PRKD2,PRKD2,0.9138702
UTS2B,UTS2B,0.9138623
UCHL1,UCHL1,0.91378826
DEFB113,DEFB113,0.91378266
IL17RC,IL17RC,0.9137537
TAF5,TAF5,0.9137508
TAMM41,TAMM41,0.91374516
TMEM144,TMEM144,0.91370445
KRBA1,KRBA1,0.91369766
KLHL7,KLHL7,0.9136836
STX5,STX5,0.9136692
ALG9,ALG9,0.9136534
GLIPR1,GLIPR1L1,0.91365045
BCL2L15,COMMD3-BMI1,0.91363233
CDHR2,CDHR2,0.9136286
BAD,BAD,0.9136097
PNPT1,XPNPEP3,0.9135539
DTYMK,DTYMK,0.9135475
UMAD1,UMAD1,0.91351455
LARS2,LARS2,0.91345066
SPRY1,SPRY1,0.91344494
GOLT1B,GOLT1B,0.9134417
APTX,APTX,0.91341627
TXLNB,TXLNB,0.91338307
SRR,SRR,0.9133551
LYST,LYST,0.91334736
ZMYM6,ZMYM6,0.9133357
RNF169,RNF169,0.9133195
TOM1,TOM1,0.91330653
PSMD5,PSMD5,0.9133048
CDC42SE2,CDC42SE2,0.9132889
COL1A1,COL1A1,0.9132561
SLC2A5,SLC2A5,0.91324335
SGF29,SGF29,0.9132426
NIP7,NIP7,0.9132392
SORBS2,SORBS2,0.9132377
USP30,USP30,0.91321576
CIAO2B,CIAO2B,0.9131291
ATG16L1,ATG16L1,0.913078
CYBC1,CYBC1,0.91306615
RMI2,RMI2,0.91302544
PSMD14,PSMD14,0.9130216
CHRNE,CHRNE,0.913007
SMARCAL1,SMARCAL1,0.91298884
FKBP7,FKBP7,0.9129665
DCDC2C,DCDC2C,0.9129063
COBLL1,COBLL1,0.91286916
CALB1,CALB1,0.91283643
CD86,CD86,0.91281176
PYROXD1,PYROXD1,0.91280615
DNMT3L,DNMT3L,0.9127727
CFAP74,CFAP74,0.9127653
TYRP1,TYRP1,0.9127612
TMIGD2,TMIGD2,0.9127475
MFSD1,MFSD1,0.9127453
PLEKHF1,PLEKHF1,0.91269904
NPSR1,NPSR1,0.91268003
SLC43A3,SLC43A3,0.9126655
VTN,VTN,0.91264004
BECN1,BECN1,0.9126249
CLDND2,CLDND2,0.912608
CCDC146,CCDC146,0.9125734
SPATS1,SPATS1,0.9125462
HOATZ,HOATZ,0.91248393
ARHGAP8,PRR5-ARHGAP8,0.9124602
IFNLR1,IFNLR1,0.91240454
TRAPPC12,TRAPPC12,0.91239476
LRFN2,LRFN2,0.9123871
BCAR1,BCAR1,0.91238606
BTBD8,BTBD8,0.91235024
PAK6,PAK6,0.91233623
CAPN1,CAPN1,0.9123162
VAPA,VAPA,0.9122549
APCDD1L,APCDD1L,0.9122297
SH2B2,SH2B2,0.91216415
PTK7,PTK7,0.91213876
LAT2,LAT2,0.9121303
DRC7,DRC7,0.91208994
NDUFAF7,NDUFAF7,0.9120853
TRMT11,TRMT11,0.91202676
KNTC1,NBAS,0.9119836
SAMD5,SAMD5,0.91197884
NHERF1,SLC9A3R1,0.91192615
STPG3,STPG3,0.9119108
TOMM20L,TOMM20L,0.91189617
BLOC1S5,RINT1,0.9118811
GSAP,WDPCP,0.91184735
PAM16,PAM16,0.91184103
MATCAP2,KIAA0895,0.91182524
TMC6,TMC6,0.9118106
USP1,USP1,0.91178495
FCRL1,FCRL1,0.91177493
PREB,PREB,0.91175765
TPP1,TPP1,0.9117529
C10orf53,C10orf53,0.9117494
KIFC3,KIFC3,0.91173077
CALY,CALY,0.9116888
SAA4,SAA2,0.911671
SLC11A1,SLC11A2,0.9116385
EIF6,EIF6,0.9116255
NR0B1,NR0B1,0.911577
CDRT4,ZC2HC1C,0.91155875
OSBPL9,OSBPL9,0.9115451
APRT,APRT,0.91152513
ARHGAP30,ARHGAP30,0.9115111
SRP72,SRP72,0.9114955
CASP8,CASP8,0.91146386
KLHL22,KLHL22,0.91146016
POLR3B,POLR3B,0.91146016
GPX3,GPX5,0.91145205
TLE7,TLE7,0.911438
PGAP6,PGAP6,0.9114252
HCK,HCK,0.9113964
MCCC1,PCCA,0.9113506
TRMT10B,TRMT10B,0.9113471
ATP1B1,ATP1B1,0.9113304
CR2,CR2,0.9112684
TPK1,TPK1,0.91121143
FAM193B,FAM193B,0.91120386
RET,RET,0.9112007
CGA,CGA,0.91119057
BCL10,BCL10,0.9111629
DPPA2,DPPA2,0.9111459
SLC1A3,SLC1A3,0.91113895
CIMAP1B,ODF3B,0.91112787
ZNF449,ZSCAN4,0.9110885
PEG3,ZIM2,0.9110054
GGT5,GGT5,0.9110018
SCAF1,SCAF1,0.91099167
ADAM28,ADAM28,0.9109712
ATG16L2,ATG16L2,0.9109525
GAL3ST1,GAL3ST1,0.9109487
STC2,STC2,0.9109214
DAB2IP,DAB2IP,0.91087484
IMPACT,IMPACT,0.91086626
CS,CS,0.9108595
TPP2,TPP2,0.91083384
IGSF11,IGSF11,0.9107509
CTDSPL,CTDSPL,0.9107075
IGSF21,IGSF21,0.91068983
STOX1,STOX1,0.91068137
SHOC1,SHOC1,0.9106231
PRKCG,PRKCG,0.91059417
MAN2C1,MAN2C1,0.91057503
LRRC8C,LRRC8C,0.9105653
FAM171A2,FAM171A2,0.91054666
TMEM167B,TMEM167B,0.910544
STRADB,STRADB,0.9104833
PLCB2,PLCB2,0.91047406
ODAD2,ODAD2,0.91044503
NUP107,NUP107,0.9104266
PTEN,PTEN,0.9104261
GON7,GON7,0.91038966
ZNF641,ZNF641,0.91037697
SMARCD2,SMARCD2,0.910321
GAPDHS,GAPDH,0.91030645
PITPNM2,PITPNM2,0.91027415
STAT2,STAT2,0.9102309
EEF1B2,EEF1B2,0.91022146
PPCS,PPCS,0.910173
DMAC2,DMAC2,0.9101498
CDH26,CDH26,0.9101325
MAP3K3,MAP3K3,0.9101302
THOC7,THOC7,0.9101054
FAM227B,FAM227B,0.91010034
SLFNL1,SLFNL1,0.9100968
NDUFA9,NDUFA9,0.9100906
DTX2,DTX2,0.9100861
RRP8,RRP8,0.91006863
RNF7,RNF7,0.9100055
IFIT3,IFIT3,0.9099974
DHX33,DHX33,0.9099529
FLYWCH1,FLYWCH1,0.9099363
C5orf24,C5orf24,0.90986794
P2RY8,GPR20,0.90986663
TTC14,TTC14,0.9098564
CNGB1,CNGB1,0.90984976
DDX11,DDX11,0.90984344
DAP,DAP,0.9098381
SPTLC3,SPTLC3,0.9098162
SLC39A5,SLC39A5,0.90978724
TSC22D2,TSC22D2,0.90977806
LIPH,LIPH,0.90971655
PHLDB3,PHLDB3,0.90970355
FXYD4,FXYD4,0.9096944
POLR2C,POLR2C,0.9096807
AHRR,AHRR,0.90968
C3orf52,C3orf52,0.9096662
CST9,CST9,0.9096572
TGM2,TGM2,0.9096144
HERPUD2,HERPUD2,0.90960854
TMEM205,TMEM205,0.9095749
NUAK1,NUAK1,0.9095634
AP1G2,AP1G2,0.9095513
SHMT1,SHMT1,0.90954715
MOSPD2,MOSPD2,0.90953475
CNDP2,CNDP2,0.9094337
CHD1L,CHD1L,0.90939003
FAM221B,FAM221B,0.909386
