crab_eating_macaque gene name,rhesus_macaque gene name,human gene name,mice gene name,pig gene name
SRCIN1,SRCIN1,SRCIN1,Srcin1,SRCIN1
SRD5A1,SRD5A1,SRD5A1,Srd5a1,SRD5A1
SRD5A2,SRD5A2,SRD5A2,Srd5a2,SRD5A2
SREBF1,SREBF1,SREBF1,Srebf1,SREBF1
SREBF2,SREBF2,SREBF2,Srebf2,SREBF2
SREK1IP1,SREK1IP1,SREK1IP1,Srek1ip1,SREK1IP1
SRF,SRF,SRF,Srf,SRF
SRFBP1,SRFBP1,SRFBP1,Srfbp1,SRFBP1
SRGN,SRGN,SRGN,Srgn,SRGN
SRI,SRI,SRI,Sri,SRI
SRMS,SRMS,SRMS,Srms,SRMS
BROX,BROX,BROX,Srp68,SRP68
SRP72,SRP72,SRP72,Srp72,SRP72
SRP9,SRP9,SRP9,Srp9,SRP9
SRPK3,SRPK3,SRPK3,Srpk3,SRPK2
SRPRA,SRPRA,SRPRA,Srpr,SRPRA
SRPRB,SRPRB,SRPRB,Srprb,SRPRB
SRPX,SRPX,SRPX,Srpx,SRPX
SRR,SRR,SRR,Srr,SRR
SRRD,SRRD,SRRD,Srrd,SRRD
SRRM1,SRRM1,SRRM1,Srrm1,SRRM1
SRRM2,SRRM2,SRRM2,Srrm2,SRRM2
SRRT,SRRT,SRRT,Srrt,SRRT
SRSF10,SRSF10,SRSF10,Srsf10,SRSF10
SRSF11,SRSF11,SRSF11,Srsf11,SRSF11
SRSF2,SRSF2,SRSF2,Srsf2,SRSF2
SRSF5,SRSF5,SRSF5,Srsf5,SRSF5
SRSF6,SRSF6,SRSF6,Srsf6,SRSF6
SRSF1,SRSF9,SRSF9,Srsf9,SRSF9
SRXN1,SRXN1,SRXN1,Srxn1,SRXN1
SS18L1,SS18L1,SS18L1,Ss18l1,SS18L1
SSBP1,SSBP1,SSBP1,Ssbp1,SSBP1
SSBP2,SSBP2,SSBP2,Ssbp3,SSBP3
SSC4D,SSC4D,SSC4D,Ssc4d,SSC4D
SSC5D,SSC5D,SSC5D,Ssc5d,SSC5D
PLEKHG6,DLGAP2,SSH2,Ssh1,SSH1
SSH1,SSH1,SSH1,Ssh2,SSH2
SSH3,SSH3,SSH3,Ssh3,SSH3
SSMEM1,SSMEM1,SSMEM1,Ssmem1,SSMEM1
SSPN,SSPN,SSPN,Sspn,SSPN
SSR1,SSR1,SSR1,Ssr1,SSR1
SSR2,SSR2,SSR2,Ssr2,SSR2
SSR3,SSR3,SSR3,Ssr3,SSR3
SSR4,SSR4,SSR4,Ssr4,SSR4
SSRP1,SSRP1,SSRP1,Ssrp1,SSRP1
SST,SST,SST,Sst,SST
SSTR1,SSTR1,SSTR1,Sstr1,SSTR1
SSTR2,SSTR2,SSTR2,Sstr2,SSTR2
SSTR5,SSTR5,SSTR5,Sstr5,SSTR5
SSUH2,SSUH2,SSUH2,Ssu2,SSUH2
SSX2IP,SSX2IP,SSX2IP,Ssx2ip,SSX2IP
ST13,ST13,ST13,St13,ST13
ST18,ST18,ST18,St18,ST18
ST3GAL2,ST3GAL2,ST3GAL2,St3gal2,ST3GAL2
ST3GAL4,ST3GAL4,ST3GAL4,St3gal5,ST3GAL5
ST3GAL1,ST3GAL1,ST3GAL1,St6gal1,ST6GAL1
ST6GALNAC3,ST6GALNAC3,ST6GALNAC3,St6galnac3,ST6GALNAC3
ST6GALNAC6,ST6GALNAC6,ST6GALNAC6,St6galnac6,ST3GAL4
ST7,ST7,ST7,St7,ST7
ST8SIA2,ST8SIA2,ST8SIA2,St8sia2,ST8SIA2
ST8SIA3,ST8SIA3,ST8SIA3,St8sia3,ST8SIA3
STAC2,STAC2,STAC2,Stac2,STAC2
STAG1,STAG1,STAG1,Stag1,STAG1
STAMBP,STAMBP,STAMBPL1,Stambpl1,STAMBPL1
STAP1,STAP1,STAP1,Stap1,STAP1
STAP2,STAP2,STAP2,Stap2,STAP2
STAR,STAR,STAR,Star,STAR
STARD10,STARD10,STARD10,Stard10,STARD10
DLC1,DLC1,STARD13,Stard13,STARD8
STARD3,STARD3,STARD3,Stard3,STARD3
STARD3NL,STARD3NL,STARD3NL,Stard3nl,STARD3NL
STARD4,STARD4,STARD4,Stard4,STARD4
STARD6,STARD6,STARD6,Stard6,STARD6
STARD7,STARD7,STARD7,Stard7,STARD7
STAT1,STAT1,STAT1,Stat1,STAT1
STAT4,STAT4,STAT4,Stat2,STAT2
STAT3,STAT3,STAT3,Stat3,STAT3
STAT5B,STAT5B,STAT5B,Stat5a,STAT5A
STAT5A,STAT5A,STAT5A,Stat5b,STAT5B
STAU1,STAU1,STAU1,Stau1,STAU1
STAU2,STAU2,STAU2,Stau2,STAU2
STC1,STC1,STC1,Stc1,STC1
STC2,STC2,STC2,Stc2,STC2
STEAP2,STEAP2,STEAP2,Steap2,STEAP2
STEAP3,STEAP3,STEAP3,Steap3,STEAP3
STEAP4,STEAP4,STEAP4,Steap4,STEAP4
NKRF,STEEP1,STEEP1,Steep1,STEEP1
STIL,STIL,STIL,Stil,STIL
STIM2,STIM2,STIM2,Stim1,STIM1
STING1,STING1,STING1,Sting1,STING1
STIP1,STIP1,STIP1,Stip1,STIP1
STK10,STK10,STK10,Stk10,STK10
STK11,STK11,STK11,Stk11,STK11
STK16,STK16,STK16,Stk16,STK16
STK17A,STK17A,STK17A,Stk17b,STK17B
STK19,STK19,STK19,Stk19,STK19
STK25,STK25,STK24,Stk24,STK24
STK24,STK24,STK26,Stk26,STK26
STK3,STK3,STK4,Stk3,STK3
STK32A,STK32A,STK32A,Stk32a,STK32A
STK32B,STK32B,STK32B,Stk32b,STK32B
STK33,STK33,STK33,Stk33,STK33
STK35,STK35,STK35,Stk35,STK35
STK36,STK36,STK36,Stk36,STK36
STK39,STK39,STK39,Stk39,STK39
STK40,STK40,STK40,Stk40,STK40
STKLD1,STKLD1,STKLD1,Stkld1,STKLD1
STMN1,STMN1,STMN1,Stmn1,STMN1
STMN2,STMN2,STMN2,Stmn2,STMN2
STMN3,STMN3,STMN3,Stmn3,STMN3
STMN4,STMN4,STMN4,Stmn4,STMN4
STMND1,STMND1,STMND1,Stmnd1,STMND1
STN1,STN1,STN1,Stn1,STN1
STOM,STOM,STOM,Stom,STOM
STOML2,STOML2,STOML2,Stoml2,STOML2
STOML3,STOML3,STOML3,Stoml3,STOML3
GTF2A1L,STON1,STON1-GTF2A1L,Ston1,STON1
TACC1,TACC1,TACC1,Ston2,STON2
STOX1,STOX1,STOX1,Stox1,STOX1
RPS6KC1,RPS6KC1,RPS6KC1,Stox2,STOX2
STPG1,STPG1,STPG1,Stpg1,STPG1
STPG2,STPG2,STPG2,Stpg2,STPG2
STPG4,STPG4,STPG4,Stpg4,STPG4
STRA6,STRA6,STRA6,Stra6,STRA6
STRA8,STRA8,STRA8,Stra8,STRA8
STRADA,STRADA,STRADA,Strada,STRADA
STRADB,STRADB,STRADB,Stradb,STRADB
STRAP,STRAP,STRAP,Strap,STRAP
STRC,STRC,STRC,Strc,STRC
STRIP1,STRIP1,STRIP1,Strip1,STRIP1
STRIP2,STRIP2,STRIP2,Strip2,STRIP2
ZCCHC8,ZCCHC8,ZCCHC8,Strn,STRN
STRN,STRN,STRN,Strn3,STRN3
STRN4,STRN4,STRN4,Strn4,STRN4
STT3B,STT3B,STT3B,Stt3b,STT3B
STUM,STUM,STUM,Stum,STUM
STX12,STX12,STX12,Stx12,STX7
STX16,STX16,STX16,Stx16,STX16
STX17,STX17,STX17,Stx17,STX17
STX18,STX18,STX18,Stx18,STX18
STX19,STX19,STX19,Stx19,STX19
STX1A,STX1A,STX1A,Stx1a,STX1A
STX1B,STX1B,STX1B,Stx1b,STX2
STX3,STX3,STX3,Stx3,STX3
STX4,STX4,STX4,Stx4a,STX4
STX5,STX5,STX5,Stx5a,STX5
STX6,STX6,STX6,Stx6,STX6
STXBP3,STXBP3,STXBP3,Stxbp1,STXBP1
STXBP4,STXBP4,STXBP4,Stxbp4,STXBP4
STXBP5,STXBP5,STXBP5,Stxbp5,STXBP5
STXBP5L,STXBP5L,STXBP5L,Stxbp5l,STXBP5L
SUB1,SUB1,SUB1,Sub1,SUB1
SUCLA2,SUCLA2,SUCLA2,Sucla2,SUCLA2
SUCLG2,SUCLG2,SUCLG2,Suclg2,SUCLG2
SUCNR1,SUCNR1,SUCNR1,Sucnr1,SUCNR1
SUCO,SUCO,SUCO,Suco,SUCO
SUDS3,SUDS3,SUDS3,Suds3,SUDS3
SUFU,SUFU,SUFU,Sufu,SUFU
SUGP1,SUGP1,SUGP1,Sugp1,SUGP1
SUGP2,SUGP2,SUGP2,Sugp2,SUGP2
SUGT1,SUGT1,SUGT1,Sugt1,SUGT1
SULF2,SULF2,SULF2,Sulf2,SULF2
SULT1C4,SULT1C4,SULT1C4,Sult1c1,SULT1C3
SULT1C2,SULT1C2,SULT1C2,Sult1c2,SULT1C2
SULT1E1,SULT1E1,SULT1E1,Sult1e1,SULT1E1
SULT2A1,SULT2A1,SULT2A1,Sult2a5,SULT2A1
SULT2B1,SULT2B1,SULT2B1,Sult2b1,SULT2B1
SUMF1,SUMF1,SUMF1,Sumf1,SUMF1
SUMO3,SUMO3,SUMO3,Sumo3,SUMO3
SUN1,SUN1,SUN1,Sun1,SUN1
SUN2,SUN2,SUN2,Sun2,SUN2
SUN3,SUN3,SUN3,Sun3,SUN3
SPAG4,SPAG4,SPAG4,Sun5,SUN5
SUOX,SUOX,SUOX,Suox,SUOX
SUPT20H,SUPT20H,SUPT20H,Supt20,SUPT20H
SUPT3H,SUPT3H,SUPT3H,Supt3,SUPT3H
SUPT5H,SUPT5H,SUPT5H,Supt5,SUPT5H
SUPT6H,SUPT6H,SUPT6H,Supt6,SUPT6H
SUPT7L,SUPT7L,SUPT7L,Supt7l,SUPT7L
SUPV3L1,SUPV3L1,SUPV3L1,Supv3l1,SUPV3L1
SURF2,SURF2,SURF2,Surf2,SURF2
SURF4,SURF4,SURF4,Surf4,SURF4
SURF6,SURF6,SURF6,Surf6,SURF6
SUSD1,SUSD1,SUSD1,Susd1,SUSD1
SUSD2,SUSD2,SUSD2,Susd2,SUSD2
SUSD3,SUSD3,SUSD3,Susd3,SUSD3
SUSD4,SUSD4,SUSD4,Susd4,SUSD4
SUSD5,SUSD5,SUSD5,Susd5,SUSD5
SUSD6,SUSD6,SUSD6,Susd6,SUSD6
SUV39H1,SUV39H1,SUV39H1,Suv39h1,SUV39H1
METAP1,METAP1,GFPT2,Suv39h2,FABP5
SUZ12,SUZ12,SUZ12,Suz12,SUZ12
SV2A,SV2A,SV2A,Sv2a,SV2A
SV2B,SV2B,SV2B,Sv2b,SV2B
SV2C,SV2C,SV2C,Sv2c,SV2C
SVEP1,SVEP1,SVEP1,Svep1,SVEP1
SVIL,SVIL,SVIL,Svil,SVIL
SVIP,SVIP,SVIP,Svip,SVIP
SVOPL,SVOPL,SVOPL,Svop,SVOP
SWAP70,SWAP70,SWAP70,Swap70,SWAP70
SWSAP1,SWSAP1,SWSAP1,Swsap1,SWSAP1
SWT1,SWT1,SWT1,Swt1,SWT1
SYAP1,SYAP1,SYAP1,Syap1,SYAP1
SYBU,SYBU,SYBU,Sybu,SYBU
SYCE3,SYCE3,SYCE3,Syce3,SYCE3
SYCN,SYCN,SYCN,Sycn,SYCN
SYCP1,SYCP1,SYCP1,Sycp1,SYCP1
SYCP2,SYCP2,SYCP2,Sycp2,SYCP2
SYDE1,SYDE1,SYDE1,Syde1,SYDE1
SYDE2,SYDE2,SYDE2,Syde2,SYDE2
SYF2,SYF2,SYF2,Syf2,SYF2
SYK,SYK,SYK,Syk,SYK
SYN3,SYN2,SYN2,Syn2,SYN2
SYNCRIP,SYNCRIP,SYNCRIP,Syncrip,SYNCRIP
SYNDIG1L,SYNDIG1L,SYNDIG1L,Syndig1l,SYNDIG1L
SYNE2,SYNE2,SYNE2,Syne2,SYNE2
SYNE3,SYNE3,SYNE3,Syne3,SYNE3
SYNGAP1,SYNGAP1,SYNGAP1,Syngap1,SYNGAP1
SYNGR2,SYNGR2,SYNGR1,Syngr1,SYNGR1
SYNGR4,SYNGR4,SYNGR4,Syngr4,SYNGR4
SYNJ1,SYNJ1,SYNJ1,Synj2,SYNJ2
SYNPO2,SYNPO2,SYNPO2,Synpo2,SYNPO2
SYNPO2L,SYNPO2L,SYNPO2L,Synpo2l,SYNPO2L
SYNPR,SYNPR,SYNPR,Synpr,SYNPR
SYNRG,SYNRG,SYNRG,Synrg,SYNRG
SYP,SYP,SYP,Syp,SYP
SYPL1,SYPL1,SYPL1,Sypl,SYPL1
SYPL2,SYPL2,SYPL2,Sypl2,SYPL2
SYT2,SYT2,SYT2,Syt1,SYT2
SYT9,SYT9,SYT9,Syt10,SYT10
SYT11,SYT11,SYT11,Syt11,SYT11
SYT12,SYT12,SYT12,Syt12,SYT12
SYT14,SYT14,SYT14,Syt14,SYT14
SYT16,SYT16,SYT16,Syt16,SYT16
SYT17,SYT17,SYT17,Syt17,SYT17
SYT3,SYT3,SYT3,Syt3,SYT3
SYT4,SYT4,SYT4,Syt4,SYT4
SYT6,SYT6,SYT6,Syt6,SYT6
SYT7,SYT7,SYT7,Syt7,SYT7
SYT8,SYT8,SYT8,Syt8,SYT8
SYTL1,SYTL1,SYTL1,Sytl1,SYTL1
SYTL2,SYTL2,SYTL2,Sytl2,SYTL2
SYTL3,SYTL3,SYTL3,Sytl3,SYTL3
SYTL5,SYTL5,SYTL5,Sytl5,SYTL5
SZT2,SZT2,SZT2,Szt2,SZT2
TBXT,TBXT,TBXT,T,TBXT
TAAR2,TAAR2,TAAR2,Taar2,TAAR2
TAB2,TAB2,TAB2,Tab2,TAB2
TAB3,TAB3,TAB3,Tab3,TAB3
TAC1,TAC1,TAC1,Tac1,TAC1
TAC3,TAC3,TAC3,Tac2,TAC3
TACO1,TACO1,TACO1,Taco1,TACO1
TACR1,TACR1,TACR1,Tacr1,TACR1
TACR2,TACR2,TACR2,Tacr2,TACR2
TACR3,TACR3,TACR3,Tacr3,TACR3
OMA1,OMA1,TACSTD2,Tacstd2,TACSTD2
TADA2A,TADA2A,TADA2A,Tada2a,TADA2A
TADA2B,TADA2B,TADA2B,Tada2b,TADA2B
TADA3,TADA3,TADA3,Tada3,TADA3
TAF1L,TAF1L,TAF1L,Taf1,KAT14
TAF10,TAF10,TAF10,Taf10,TAF10
TAF12,TAF12,TAF12,Taf12,TAF12
TAF13,TAF13,TAF13,Taf13,TAF13
TAF1A,TAF1A,TAF1A,Taf1a,TAF1A
TAF1B,TAF1B,TAF1B,Taf1b,TAF1B
TAF1C,TAF1C,TAF1C,Taf1c,TAF1C
DICER1,DICER1,DICER1,Taf2,TAF2
TAF3,TAF3,TAF3,Taf3,TAF3
TAF4,TAF4,TAF4,Taf4,TAF4
TAF4B,TAF4B,TAF4B,Taf4b,TAF4B
TAF5,TAF5,TAF5,Taf5,TAF5
TAF5L,TAF5L,TAF5L,Taf5l,TAF5L
TAF6,TAF6,TAF6,Taf6,TAF6
TAF6L,TAF6L,TAF6L,Taf6l,TAF6L
TAF7,TAF7,TAF7,Taf7,TAF7
TAF8,TAF8,TAF8,Taf8,TAF8
TAF9B,TAF9B,TAF9B,Taf9b,TAF9B
TAFA1,TAFA1,TAFA1,Tafa1,TAFA1
TAFA2,TAFA2,TAFA2,Tafa2,TAFA2
TAGAP,TAGAP,TAGAP,Tagap,TAGAP
TAGLN,TAGLN,TAGLN,Tagln,TAGLN
TAGLN3,TAGLN3,TAGLN3,Tagln3,TAGLN3
PTF1A,PTF1A,TAL1,Tal1,TAL1
TAMALIN,TAMALIN,TAMALIN,Tamalin,TAMALIN
TAMM41,TAMM41,TAMM41,Tamm41,TAMM41
TANC1,TANC1,TANC1,Tanc1,TANC1
TANGO2,TANGO2,TANGO2,Tango2,TANGO2
TANK,TANK,TANK,Tank,TANK
TAOK2,TAOK2,TAOK2,Taok2,TAOK2
TAOK1,TAOK1,TAOK1,Taok3,TAOK3
TAP1,PSMB8,TAP1,Tap1,TAP1
TAPBPL,TAPBPL,TAPBPL,Tapbpl,TAPBPL
TAPT1,TAPT1,TAPT1,Tapt1,TAPT1
TARBP2,TARBP2,TARBP2,Tarbp2,TARBP2
TARDBP,TARDBP,TARDBP,Tardbp,TARDBP
TARM1,TARM1,TARM1,Tarm1,VSTM1
TARS2,TARS2,TARS2,Tars2,TARS2
TARS3,TARS3,TARS3,Tarsl2,TARS3
TAS1R1,TAS1R1,TAS1R1,Tas1r1,TAS1R1
TAS1R2,TAS1R2,TAS1R2,Tas1r2,TAS1R2
TAS2R10,TAS2R10,TAS2R10,Tas2r104,TAS2R10
TAS2R4,TAS2R4,TAS2R4,Tas2r108,TAS2R4
TAS2R16,TAS2R16,TAS2R16,Tas2r118,TAS2R16
TAS2R1,TAS2R1,TAS2R1,Tas2r119,TAS2R1
TAS2R41,TAS2R41,TAS2R41,Tas2r126,TAS2R41
TAS2R7,TAS2R7,TAS2R7,Tas2r130,TAS2R7
TAS2R60,TAS2R60,TAS2R60,Tas2r135,TAS2R60
TAS2R3,TAS2R3,TAS2R3,Tas2r137,TAS2R3
TAS2R40,TAS2R40,TAS2R40,Tas2r144,TAS2R39
TASL,TASL,TASL,Tasl,TASL
TASOR,TASOR,TASOR,Tasor,TASOR
TASP1,TASP1,TASP1,Tasp1,TASP1
TAT,TAT,TAT,Tat,TAT
TATDN1,TATDN1,TATDN1,Tatdn1,TATDN1
TATDN2,TATDN2,TATDN2,Tatdn2,TATDN2
TATDN3,TATDN3,TATDN3,Tatdn3,TATDN3
TAX1BP1,TAX1BP1,TAX1BP1,Tax1bp1,TAX1BP1
TAX1BP3,TAX1BP3,TAX1BP3,Tax1bp3,TAX1BP3
TAFAZZIN,TAFAZZIN,TAFAZZIN,Taz,TAFAZZIN
TBC1D10A,TBC1D10A,TBC1D10A,Tbc1d10a,TBC1D10A
TBC1D10C,TBC1D10C,TBC1D10C,Tbc1d10c,TBC1D10C
TBC1D15,TBC1D15,TBC1D15,Tbc1d15,TBC1D15
TBC1D2,TBC1D2,TBC1D2,Tbc1d2,TBC1D2
TBC1D20,TBC1D20,TBC1D20,Tbc1d20,TBC1D20
TBC1D21,TBC1D21,TBC1D21,Tbc1d21,TBC1D21
TBC1D22A,TBC1D22A,TBC1D22A,Tbc1d22a,TBC1D22A
TBC1D22B,TBC1D22B,TBC1D22B,Tbc1d22b,TBC1D22B
TBC1D23,TBC1D23,TBC1D23,Tbc1d23,TBC1D23
TBC1D17,TBC1D17,TBC1D17,Tbc1d25,TBC1D25
TBC1D32,TBC1D32,TBC1D32,Tbc1d32,TBC1D32
TBC1D4,TBC1D4,TBC1D4,Tbc1d4,TBC1D4
TBC1D7,TBC1D7,TBC1D7,Tbc1d7,TBC1D7
TBC1D8,TBC1D8,TBC1D8,Tbc1d8b,TBC1D8B
TBC1D9,TBC1D9,TBC1D9,Tbc1d9b,SGSM3
TBCB,TBCB,TBCB,Tbcb,TBCB
TBCC,TBCC,TBCC,Tbcc,TBCC
TBCCD1,TBCCD1,TBCCD1,Tbccd1,TBCCD1
TBCD,TBCD,TBCD,Tbcd,TBCD
TBCE,TBCE,TBCEL,Tbcel,TBCEL
TBCK,TBCK,TBCK,Tbck,TBCK
TBL1Y,TBL1Y,TBL1Y,Tbl1x,TBL1XR1
RRP9,RRP9,RRP9,Tbl3,TBL3
TBPL1,TBPL1,TBPL1,Tbpl1,TBPL1
TBPL2,TBPL2,TBPL2,Tbpl2,TBPL2
TBRG1,TBRG1,TBRG1,Tbrg1,TBRG1
TBRG4,TBRG4,TBRG4,Tbrg4,TBRG4
TBX10,TBX10,TBX10,Tbx10,TBX10
TBX15,TBX15,TBX15,Tbx18,TBX18
TBX2,TBX2,TBX2,Tbx2,TBX2
TBX20,TBX20,TBX20,Tbx20,TBX20
TBX21,TBX21,TBX21,Tbx21,TBX21
TBX22,TBX22,TBX22,Tbx22,TBX22
TBX5,TBX5,TBX5,Tbx4,TBX4
TBX4,TBX4,TBX4,Tbx5,TBX5
TBX6,TBX6,TBX6,Tbx6,TBX6
TBXAS1,TBXAS1,TBXAS1,Tbxas1,TBXAS1
TC2N,TC2N,TC2N,Tc2n,TC2N
TCAIM,TCAIM,TCAIM,Tcaim,TCAIM
TCEA1,TCEA1,TCEA1,Tcea1,TCEA1
TCEA3,TCEA3,TCEA3,Tcea3,TCEA3
TCEAL1,TCEAL1,TCEAL1,Tceal1,TCEAL1
TCEAL9,TCEAL9,TCEAL9,Tceal9,TCEAL9
TCEANC,TCEANC,TCEANC,Tceanc,TCEANC
TCEANC2,TCEANC2,TCEANC2,Tceanc2,TCEANC2
TCERG1,TCERG1,TCERG1,Tcerg1,TCERG1
TCERG1L,TCERG1L,TCERG1L,Tcerg1l,TCERG1L
TCF15,TCF15,TCF15,Tcf15,TCF15
TCF19,TCF19,TCF19,Tcf19,TCF19
TCF20,TCF20,TCF20,Tcf20,TCF20
TCF21,TCF21,TCF21,Tcf21,TCF21
BHLHA9,TCF23,TCF23,Tcf23,TCF23
TCF25,TCF25,TCF25,Tcf25,NAA25
TCF3,TCF3,TCF3,Tcf3,TCF3
TCF4,TCF4,TCF4,Tcf4,TCF4
TCF7L2,TCF7L2,TCF7L2,Tcf7l2,TCF7L2
TCHP,TCHP,TCHP,Tchp,CFAP53
TCIM,TCIM,TCIM,Tcim,TCIM
TCIRG1,TCIRG1,TCIRG1,Tcirg1,TCIRG1
TCL1B,TCL1B,TCL1B,Tcl1b4,TCL1A
TCN2,TCN2,TCN2,Tcn2,TCN2
TCOF1,TCOF1,TCOF1,Tcof1,TCOF1
TCP11L1,TCP11L1,TCP11L1,Tcp11l2,TCP11L2
TCTA,TCTA,TCTA,Tcta,TCTA
TCTE1,TCTE1,TCTE1,Tcte1,TCTE1
TCTN2,TCTN2,TCTN2,Tctn2,TCTN2
TCTN3,TCTN3,TCTN3,Tctn3,TCTN3
TDG,TDG,TDG,Tdg,TDG
TDP1,TDP1,TDP1,Tdp1,TDP1
TDRD1,TDRD1,TDRD1,Tdrd1,TDRD1
TDRD3,TDRD3,TDRD3,Tdrd3,TDRD3
TDRD5,TDRD5,TDRD5,Tdrd5,TDRD5
TDRD6,TDRD6,TDRD6,Tdrd6,TDRD6
TDRD9,TDRD9,TDRD9,Tdrd9,TDRD9
TDRKH,TDRKH,TDRKH,Tdrkh,TDRKH
TDRP,TDRP,TDRP,Tdrp,TDRP
TEAD3,TEAD3,TEAD1,Tead1,TEAD1
TEAD2,TEAD2,TEAD2,Tead2,TEAD2
TEAD4,TEAD1,TEAD3,Tead3,TEAD4
TEC,TEC,TEC,Tec,ITK
TECPR2,TECPR2,TECPR2,Tecpr2,TECPR2
TECRL,TECRL,TECRL,Tecrl,TECRL
VWF,VWF,TECTA,Tecta,TECTA
TECTB,TECTB,TECTB,Tectb,TECTB
TEDC1,TEDC1,TEDC1,Tedc1,TEDC1
TEDC2,TEDC2,TEDC2,Tedc2,TEDC2
TEDDM1,TEDDM1,TEDDM1,Teddm1b,TEDDM1
TEF,TEF,TEF,Tef,TEF
TEFM,TEFM,TEFM,Tefm,TEFM
TEK,TEK,TEK,Tek,TEK
TEKT5,TEKT5,TEKT5,Tekt3,TEKT3
TEKT4,TEKT4,TEKT4,Tekt4,TEKT2
TELO2,TELO2,TELO2,Telo2,TELO2
TENM1,TENM1,TENM1,Tenm1,TENM1
TENM2,TENM2,TENM2,Tenm2,TENM4
TENT4A,TENT4A,TENT4A,Tent4b,TENT4B
TENT5A,TENT5A,TENT5A,Tent5a,TENT5A
TENT5B,TENT5B,TENT5B,Tent5b,TENT5B
TENT5C,TENT5C,TENT5C,Tent5c,TENT5C
TENT5D,TENT5D,TENT5D,Tent5d,TENT5D
TEP1,TEP1,TEP1,Tep1,TEP1
TERB1,TERB1,TERB1,Terb1,TERB1
TERF1,TERF1,TERF1,Terf2,TERF2
TERT,TERT,TERT,Tert,TERT
TESC,TESC,TESC,Tesc,TESC
TESK1,TESK1,TESK1,Tesk1,TESK1
TESK2,TESK2,TESK2,Tesk2,TESK2
TET3,TET3,TET3,Tet3,TET3
TEX10,TEX10,TEX10,Tex10,TEX10
TEX101,TEX101,TEX101,Tex101,TEX101
TEX11,TEX11,TEX11,Tex11,TEX11
TEX12,TEX12,TEX12,Tex12,TEX12
TEX2,TEX2,TEX2,Tex2,TEX2
TEX26,TEX26,TEX26,Tex26,TEX26
TEX261,TEX261,TEX261,Tex261,TEX261
RAD54L2,RAD54L2,TEX264,Tex264,TEX264
TEX29,TEX29,TEX29,Tex29,TEX29
CIMIP4,CIMIP4,TEX33,Tex33,CIMIP4
TEX35,TEX35,TEX35,Tex35,TEX35
TEX36,TEX36,TEX36,Tex36,TEX36
SPMIP9,SPMIP9,TEX37,Tex37,SPMIP9
SAXO5,SAXO5,TEX45,Tex45,SAXO5
TEX46,TEX46,TEX46,Tex46,TEX46
TEX47,TEX47,TEX47,Tex47,TEX47
SPMIP2,SPMIP2,C4orf45,Tex49,SPMIP11
TEX50,TEX50,TEX50,Tex50,TEX50
TEX52,TEX52,TEX52,Tex52,TEX52
TEX9,TEX9,TEX9,Tex9,TEX9
TFAM,TFAM,TFAM,Tfam,TFAM
TFAP2B,TFAP2B,TFAP2B,Tfap2b,TFAP2B
TFAP2A,TFAP2A,TFAP2A,Tfap2c,TFAP2C
TFAP2D,TFAP2D,TFAP2D,Tfap2d,TFAP2D
TFAP2E,TFAP2E,TFAP2E,Tfap2e,TFAP2E
TFB1M,TFB1M,TFB1M,Tfb1m,TFB1M
TFB2M,TFB2M,TFB2M,Tfb2m,TFB2M
TFCP2,TFCP2,TFCP2,Tfcp2,TFCP2
TFCP2L1,TFCP2L1,TFCP2L1,Tfcp2l1,TFCP2L1
TFDP2,TFDP2,TFDP2,Tfdp2,TFDP2
TFEB,TFEB,TFEB,Tfe3,TFE3
TFF2,TFF2,TFF2,Tff2,TFF2
TFF1,TFF1,TFF1,Tff3,TFF3
TFG,TFG,TFG,Tfg,TFG
TFIP11,TFIP11,TFIP11,Tfip11,TFIP11
TFPI,TFPI,TFPI,Tfpi,TFPI
TFPT,TFPT,TFPT,Tfpt,TFPT
TFR2,TFR2,TFR2,Tfr2,TFR2
TGDS,TGDS,TGDS,Tgds,TGDS
TGFB1I1,TGFB1I1,TGFB1I1,Tgfb1i1,TGFB1I1
TGFB2,TGFB2,TGFB2,Tgfb2,TGFB2
TGFB3,TGFB3,TGFB3,Tgfb3,TGFB3
TGFBI,TGFBI,TGFBI,Tgfbi,TGFBI
TGFBR2,TGFBR2,TGFBR2,Tgfbr2,TGFBR2
TGFBRAP1,TGFBRAP1,TGFBRAP1,Tgfbrap1,TGFBRAP1
TGIF1,TGIF1,TGIF1,Tgif1,TGIF1
TGM2,TGM2,TGM2,Tgm2,TGM2
TGM3,TGM3,TGM3,Tgm3,TGM3
TGM5,TGM5,TGM5,Tgm5,TGM5
TGM6,TGM6,TGM6,Tgm6,TGM6
TGM7,TGM7,TGM7,Tgm7,TGM7
TH,TH,TH,Th,TH
THADA,THADA,THADA,Thada,HEATR1
THAP1,THAP1,THAP1,Thap1,THAP1
THAP11,THAP11,THAP11,Thap11,THAP11
THAP12,THAP12,THAP12,Thap12,THAP12
THAP3,THAP3,THAP3,Thap3,THAP3
THAP4,THAP4,THAP4,Thap4,THAP4
THBS2,THBS2,THBS2,Thbs2,THBS2
THBS3,THBS3,THBS3,Thbs3,THBS3
THBS4,THBS4,THBS4,Thbs4,THBS4
SPMAP2L,SPMAP2L,THEGL,Thegl,SPMAP2L
THEM4,THEM4,THEM5,Them5,THEM5
THEMIS,THEMIS,THEMIS,Themis,THEMIS
THG1L,THG1L,THG1L,Thg1l,THG1L
THNSL2,THNSL2,THNSL2,Thnsl2,THNSL2
