human gene name,mice gene name,pig gene name
RTL5,Rtl5,RTL5
RTL6,Rtl6,RTL6
RTL9,Rtl9,RTL9
RTN1,Rtn1,RTN1
RTN2,Rtn2,RTN2
RTN4,Rtn4,RTN4
RTN4IP1,Rtn4ip1,RTN4IP1
RTN4R,Rtn4r,RTN4R
RTN4RL1,Rtn4rl1,RTN4RL1
RTN4RL2,Rtn4rl2,RTN4RL2
RTP1,Rtp1,RTP1
RTP2,Rtp2,RTP2
RTRAF,Rtraf,RTRAF
RUBCN,Rubcn,RUBCN
RUBCNL,Rubcnl,RUBCNL
RUFY1,Rufy1,RUFY1
RUFY2,Rufy2,RUFY2
RUFY3,Rufy3,RUFY3
RUFY4,Rufy4,RUFY4
RUNDC1,Rundc1,RUNDC1
RUNDC3A,Rundc3a,RUNDC3A
RUNDC3B,Rundc3b,RUNDC3B
RUNX1,Runx1,RUNX1
RUNX2,Runx2,RUNX2
RUNX3,Runx3,RUNX3
RUSC1,Rusc1,RUSC1
RUSF1,Rusf1,RUSF1
RUVBL1,Ruvbl1,RUVBL1
RWDD2A,Rwdd2a,RWDD2A
RWDD2B,Rwdd2b,RWDD2B
RWDD3,Rwdd3,RWDD3
RWDD4,Rwdd4a,RWDD4
RXFP2,Rxfp2,RXFP2
RXFP3,Rxfp3,RXFP3
RXFP4,Rxfp4,RXFP4
RXRA,Rxra,RXRA
RXRB,Rxrb,RXRB
RXRG,Rxrg,RXRG
RYBP,Rybp,RYBP
RYK,Ryk,RYK
RYR1,Ryr2,RYR2
RYR3,Ryr3,RYR3
S100A10,S100a10,S100A10
S100A11,S100a11,S100A11
S100A14,S100a14,S100A14
S100A3,S100a3,S100A3
S100A4,S100a4,S100A4
S100A5,S100a5,S100A5
S100A6,S100a6,S100A6
S100A8,S100a8,S100A8
S100A9,S100a9,S100A12
S100G,S100g,S100G
S100Z,S100z,S100Z
S1PR1,S1pr1,S1PR1
S1PR3,S1pr3,S1PR3
S1PR4,S1pr4,S1PR4
S1PR5,S1pr5,S1PR5
SAAL1,Saal1,SAAL1
SAC3D1,Sac3d1,SAC3D1
SACM1L,Sacm1l,SACM1L
SACS,Sacs,SACS
SAE1,Sae1,SAE1
SAFB2,Safb,SAFB2
SALL2,Sall2,SALL2
SALL3,Sall3,SALL3
SALL4,Sall4,SALL4
SAMD11,Samd11,SAMD11
SAMD13,Samd13,SAMD13
SAMD14,Samd14,SAMD14
SAMD3,Samd3,SAMD3
SAMD4A,Samd4,SAMD4A
SAMD4B,Samd4b,SAMD4B
SAMD5,Samd5,SAMD5
SAMD9L,Samd9l,SAMD9
SAMHD1,Samhd1,SAMHD1
SAMM50,Samm50,SAMM50
SANBR,Sanbr,SANBR
SAP130,Sap130,SAP130
SAP18,Sap18b,SAP18
SAP25,Sap25,SAP25
SAP30,Sap30,SAP30
SAP30BP,Sap30bp,SAP30BP
SAP30L,Sap30l,SAP30L
SAPCD2,Sapcd2,SAPCD2
SAR1B,Sar1b,SAR1B
SARAF,Saraf,SARAF
SARDH,Sardh,SARDH
SARNP,Sarnp,SARNP
SARS1,Sars,SARS1
SARS2,Sars2,SARS2
SART1,Sart1,SART1
SART3,Sart3,SART3
SASH1,Sash1,SASH1
SASH3,Sash3,SASH3
SASS6,Sass6,SASS6
SAT1,Sat1,SAT1
SATB1,Satb1,SATB1
SATB2,Satb2,SATB2
SAV1,Sav1,SAV1
SAXO1,Saxo1,SAXO1
SAYSD1,Saysd1,SAYSD1
SBDS,Sbds,SBDS
SBF1,Sbf1,SBF1
SBF2,Sbf2,SBF2
PKN1,Sbk1,HUNK
SBK2,Sbk2,SBK2
SBNO1,Sbno1,SBNO1
SBNO2,Sbno2,SBNO2
SBSN,Sbsn,SBSN
SBSPON,Sbspon,SBSPON
SC5D,Sc5d,SC5D
SCAF1,Scaf1,SCAF1
SCAF11,Scaf11,SCAF11
SCAF4,Scaf4,SCAF4
SCAF8,Scaf8,SCAF8
SCAMP1,Scamp1,SCAMP1
SCAMP3,Scamp3,SCAMP3
SCAMP4,Scamp4,SCAMP4
SCAMP5,Scamp5,SCAMP5
SCAND1,Scand1,SCAND1
SCAP,Scap,SCAP
SCARA3,Scara3,SCARA3
SCARB1,Scarb1,SCARB1
SCARB2,Scarb2,SCARB2
SCARF1,Scarf1,SCARF1
SCARF2,Scarf2,SCARF2
SCART1,Scart1,SCART1
SCCPDH,Sccpdh,SCCPDH
SCD,Scd4,SCD
SCEL,Scel,SCEL
SCFD1,Scfd1,SCFD1
SCFD2,Scfd2,SCFD2
SCG2,Scg2,SCG2
SCG3,Scg3,SCG3
SCG5,Scg5,SCG5
SCGB1D2,Scgb1a1,SCGB1A1
SCGB2A1,Scgb2a2,PHEROC
SCGB1D1,Scgb2b27,SCGB1D1
SCGB3A1,Scgb3a1,SCGB3A1
SCGB3A2,Scgb3a2,SCGB3A2
SCHIP1,Schip1,SCHIP1
SCIMP,Scimp,SCIMP
SCIN,Scin,SCIN
SCLY,Scly,SCLY
ANKRD30B,Scml2,SCML2
SCML4,Scml4,SCML4
SCN10A,Scn10a,SCN10A
SCN11A,Scn11a,SCN11A
SCN2A,Scn1a,SCN1A
SCN1B,Scn1b,SCN1B
SCN9A,Scn3a,SCN3A
SCN3B,Scn3b,SCN3B
SCN4A,Scn4a,SCN4A
SCN5A,Scn5a,SCN5A
SCN7A,Scn7a,SCN7A
SCN3A,Scn9a,SCN9A
SCNM1,Scnm1,SCNM1
SCNN1A,Scnn1a,SCNN1A
SCNN1B,Scnn1b,SCNN1B
SCNN1G,Scnn1g,SCNN1G
SCO2,Sco2,SCO2
SCOC,Scoc,SCOC
SCP2D1,Scp2d1,SCP2D1
SCPEP1,Scpep1,SCPEP1
SCRG1,Scrg1,SCRG1
SCRIB,Scrib,SCRIB
SCRN1,Scrn1,SCRN1
SCRN2,Scrn2,SCRN2
SCRN3,Scrn3,SCRN3
SCRT1,Scrt1,SCRT1
SCRT2,Scrt2,SCRT2
SCT,Sct,SCT
SCTR,Sctr,SCTR
SCUBE3,Scube3,SCUBE3
SCX,Scx,SCX
SCYL1,Scyl1,SCYL1
SCYL2,Scyl2,SCYL2
SCYL3,Scyl3,SCYL3
SDAD1,Sdad1,SDAD1
SDC1,Sdc1,SDC1
SDC2,Sdc2,SDC2
MUCL1,Sdc3,SDC3
SDCBP,Sdcbp,SDCBP
SDCBP2,Sdcbp2,SDCBP2
SDE2,Sde2,SDE2
SDF2,Sdf2,SDF2
SDF2L1,Sdf2l1,SDF2L1
SDF4,Sdf4,SDF4
SDHAF1,Sdhaf1,SDHAF1
SDHAF2,Sdhaf2,SDHAF2
SDHAF4,Sdhaf4,SDHAF4
SDHB,Sdhb,SDHB
SDHC,Sdhc,SDHC
SDHD,Sdhd,SDHD
SDK1,Sdk1,SDK1
SDR16C5,Sdr16c5,SDR16C5
SDR39U1,Sdr39u1,SDR39U1
SDR42E1,Sdr42e1,SDR42E1
SDR9C7,Sdr9c7,SDR9C7
SDS,Sds,SDS
FUT2,Sec1,FUT1
SEC11A,Sec11a,SEC11A
SEC11C,Sec11c,SEC11C
SEC13,Sec13,SEC13
SEC14L1,Sec14l1,SEC14L1
SEC14L2,Sec14l2,SEC14L2
SEC14L3,Sec14l3,SEC14L3
SEC14L6,Sec14l4,SEC14L4
SEC14L5,Sec14l5,SEC14L5
SEC16A,Sec16a,SEC16A
SEC16B,Sec16b,SEC16B
SEC22A,Sec22a,SEC22A
SEC22B,Sec22b,SEC22B
SEC22C,Sec22c,SEC22C
SEC24A,Sec24a,SEC24A
SEC24B,Sec24b,SEC24B
SEC24D,Sec24d,SEC24D
SEC31A,Sec31a,SEC31A
SEC61A1,Sec61a1,SEC61A1
SEC61A2,Sec61a2,SEC61A2
SEC61G,Sec61g,SEC61G
SEC62,Sec62,SEC62
SEC63,Sec63,SEC63
SECISBP2,Secisbp2,SECISBP2
SECISBP2L,Secisbp2l,SECISBP2L
SEH1L,Seh1l,SEH1L
SEL1L2,Sel1l,SEL1L
GPNMB,Sel1l3,SEL1L3
SELP,Sele,SELP
SELENBP1,Selenbp1,SELENBP1
SELENOF,Selenof,SELENOF
SELENOH,Selenoh,SELENOH
SELENOI,Selenoi,SELENOI
SELENOK,Selenok,SELENOK
SELENOM,Selenom,SELENOM
SELENON,Selenon,SELENON
SELENOO,Selenoo,SELENOO
SELENOS,Selenos,SELENOS
SELENOT,Selenot,SELENOT
SELENOW,Selenow,SELENOW
SELL,Sell,SELL
SEMA3A,Sema3a,SEMA3A
SEMA3D,Sema3d,SEMA3D
SEMA3E,Sema3e,SEMA3E
SEMA3F,Sema3f,SEMA3F
SEMA3B,Sema3g,SEMA3G
SEMA4A,Sema4a,SEMA4A
SEMA4C,Sema4b,SEMA4B
SEMA4D,Sema4d,SEMA4D
PLXNA1,Sema4g,SEMA4G
SEMA5A,Sema5a,SEMA5A
SEMA5B,Sema5b,SEMA5B
SEMA6B,Sema6b,SEMA6B
SEMA6C,Sema6c,SEMA6C
SENP3-EIF4A1,Senp3,SENP3
SENP5,Senp5,SENP5
SENP6,Senp6,SENP6
SENP8,Senp8,SENP8
SEPHS1,Sephs1,SEPHS1
SEPTIN6,Septin11,SEPTIN11
SEPTIN14,Septin14,SEPTIN14
SEPTIN2,Septin2,SEPTIN2
SEPTIN3,Septin3,SEPTIN3
SEPTIN7,Septin7,SEPTIN7
SEPTIN8,Septin8,SEPTIN8
SEPTIN9,Septin9,SEPTIN9
SERBP1,Serbp1,SERBP1
SERF2,Serf2,SERF2
SERGEF,Sergef,SERGEF
SERHL2,Serhl,SERHL2
SERINC1,Serinc1,SERINC1
SERINC2,Serinc2,SERINC2
SERINC3,Serinc3,SERINC3
SERINC4,Serinc4,SERINC4
SERINC5,Serinc5,SERINC5
SERP1,Serp1,SERP1
SERP2,Serp2,SERP2
SERPINA11,Serpina11,SERPINA11
SERPINA12,Serpina12,SERPINA12
SERPINA7,Serpina1f,UABP-2
SERPINA3,Serpina3c,SERPINA3-2
SERPINA5,Serpina5,SERPINA5
SERPINA9,Serpina7,SERPINA7
SERPINB11,Serpinb11,SERPINB7
SERPINB12,Serpinb12,SERPINB12
SERPINB1,Serpinb1a,SERPINB1
SERPINB10,Serpinb3b,SERPINB10
SERPINB5,Serpinb5,SERPINB5
SERPINB8,Serpinb6b,SERPINB8
THBS1,Serpinc1,NRK
SERPIND1,Serpind1,SERPIND1
SERPINE1,Serpine1,SERPINE1
SERPINE2,Serpine2,SERPINE2
SERPINE3,Serpine3,SERPINE3
SERPINF1,Serpinf1,SERPINF1
SERPINF2,Serpinf2,SERPINF2
SERPINH1,Serpinh1,SERPINH1
SERPINI1,Serpini1,SERPINI1
SERPINI2,Serpini2,SERPINI2
SERTAD1,Sertad1,SERTAD1
SERTAD2,Sertad2,SERTAD2
SERTAD3,Sertad3,SERTAD3
SERTAD4,Sertad4,SERTAD4
SERTM1,Sertm1,SERTM1
SESN1,Sesn1,SESN1
SESN2,Sesn2,SESN2
SESN3,Sesn3,SESN3
SESTD1,Sestd1,SESTD1
SETBP1,Setbp1,SETBP1
SETD1A,Setd1a,SETD1A
SETD1B,Setd1b,SETD1B
SETD2,Setd2,SETD2
SETD3,Setd3,SETD3
SETD4,Setd4,SETD4
SETD6,Setd6,SETD6
SETD7,Setd7,SETD7
SETDB1,Setdb1,SETDB1
SETDB2,Setdb2,SETDB2
SEZ6,Sez6,SEZ6
SEZ6L,Sez6l,SEZ6L
SEZ6L2,Sez6l2,SEZ6L2
SF1,Sf1,SF1
SF3A2,Sf3a2,SF3A2
SF3A3,Sf3a3,SF3A3
SF3B2,Sf3b2,SF3B2
SF3B4,Sf3b4,SF3B4
SF3B5,Sf3b5,SF3B5
SF3B6,Sf3b6,SF3B6
SFI1,Sfi1,SFI1
SFMBT1,Sfmbt1,SFMBT1
SFN,Sfn,SFN
SFPQ,Sfpq,SFPQ
SFR1,Sfr1,SFR1
SFRP1,Sfrp1,SFRP1
SFRP2,Sfrp2,SFRP2
SFRP4,Sfrp4,SFRP4
SFRP5,Sfrp5,SFRP5
SFSWAP,Sfswap,SFSWAP
SFT2D2,Sft2d2,SFT2D2
SFT2D3,Sft2d3,SFT2D3
SFTPA1,Sftpa1,SFTPA1
SFTPB,Sftpb,SFTPB
SFTPC,Sftpc,SFTPC
SFTPD,Sftpd,SFTPD
SFXN2,Sfxn2,SFXN2
SFXN3,Sfxn3,SFXN3
SFXN5,Sfxn5,SFXN5
SGCA,Sgca,SGCA
SGCD,Sgcd,SGCD
SGCE,Sgce,SGCE
SGCZ,Sgcz,SGCZ
SGF29,Sgf29,SGF29
SGIP1,Sgip1,SGIP1
SGK1,Sgk1,SGK1
SGK2,Sgk2,SGK2
SGK3,Sgk3,SGK3
SGMS1,Sgms1,SGMS1
SGO1,Sgo1,SGO1
SGO2,Sgo2a,SGO2
SGPL1,Sgpl1,SGPL1
SGPP1,Sgpp1,SGPP1
SGPP2,Sgpp2,SGPP2
SGSM1,Sgsm1,SGSM1
SGTA,Sgta,SGTA
SGTB,Sgtb,SGTB
SH2B1,Sh2b1,SH2B1
SH2B2,Sh2b2,SH2B2
SH2B3,Sh2b3,SH2B3
SH2D1A,Sh2d1a,SH2D1A
SH2D2A,Sh2d2a,SH2D2A
SH2D3C,Sh2d3c,SH2D3C
SH2D4A,Sh2d4a,SH2D4B
RIN3,Sh2d5,SH2D5
SH2D7,Sh2d7,SH2D7
SH3BGR,Sh3bgr,SH3BGR
SH3BGRL2,Sh3bgrl2,SH3BGRL2
TIAM2,Sh3bp2,SH3BP2
SH3BP4,Sh3bp4,SH3BP4
SH3BP5,Sh3bp5,SH3BP5
SH3BP5L,Sh3bp5l,SH3BP5L
SH3D19,Sh3d19,SH3D19
SH3GL1,Sh3gl2,SH3GL2
SH3GLB1,Sh3glb1,SH3GLB1
SH3GLB2,Sh3glb2,SH3GLB2
SH3KBP1,Sh3kbp1,SH3KBP1
SH3PXD2A,Sh3pxd2a,SH3PXD2A
SH3PXD2B,Sh3pxd2b,SH3PXD2B
SH3RF2,Sh3rf2,SH3RF2
SH3TC1,Sh3tc1,SH3TC1
SH3TC2,Sh3tc2,SH3TC2
SH3YL1,Sh3yl1,SH3YL1
SHANK1,Shank1,SHANK1
SHANK2,Shank2,SHANK2
SHANK3,Shank3,NCKIPSD
SHC1,Shc1,SHC1
SHC3,Shc4,SHC4
SHCBP1L,Shcbp1l,SHCBP1L
SHD,Shd,SHD
SHB,She,SHE
SHF,Shf,SHF
SHH,Shh,SHH
SHISA2,Shisa2,SHISA2
SHISA3,Shisa3,SHISA3
SHISA4,Shisa4,SHISA4
SHISA5,Shisa5,SHISA5
SHISA7,Shisa7,SHISA7
LZTS2,Shisa8,SHISA8
SHISA9,Shisa9,SHISA9
SHISAL1,Shisal1,SHISAL1
SHISAL2A,Shisal2a,SHISAL2A
SHISAL2B,Shisal2b,SHISAL2B
SHKBP1,Shkbp1,SHKBP1
SHLD1,Shld1,SHLD1
SHLD2,Shld2,C5orf34
SHMT1,Shmt1,SHMT1
SHOC1,Shoc1,SHOC1
SHOC2,Shoc2,SHOC2
SHOX2,Shox2,SHOX2
SHPK,Shpk,SHPK
SHPRH,Shprh,SHPRH
SHQ1,Shq1,SHQ1
SHROOM1,Shroom1,SHROOM1
SHROOM4,Shroom4,SHROOM4
SHTN1,Shtn1,SHTN1
SIAE,Siae,SIAE
SIAH1,Siah1a,SIAH1
SIAH2,Siah2,SIAH2
SIAH3,Siah3,SIAH3
SIDT1,Sidt1,SIDT1
SIDT2,Sidt2,SIDT2
SIGIRR,Sigirr,SIGIRR
SIGLEC1,Siglec1,SIGLEC1
SIGLEC15,Siglec15,SIGLEC15
SIGLEC9,Siglece,CEACAM20
SIGMAR1,Sigmar1,SIGMAR1
SIK1B,Sik1,SIK1
SIK2,Sik2,SIK2
SIK3,Sik3,SIK3
SIKE1,Sike1,SIKE1
SIM1,Sim1,SIM1
SIM2,Sim2,SIM2
SIN3B,Sin3a,SIN3A
SINHCAF,Sinhcaf,SINHCAF
SIPA1,Sipa1,SIPA1
SIPA1L1,Sipa1l1,SIPA1L1
SIPA1L2,Sipa1l2,SIPA1L2
SIRT1,Sirt1,SIRT1
SIRT2,Sirt2,SIRT2
SIRT4,Sirt4,SIRT4
SIRT5,Sirt5,SIRT5
SIRT7,Sirt7,SIRT7
SI,Sis,SI
SIT1,Sit1,SIT1
SIVA1,Siva1,SIVA1
SIX2,Six2,SIX2
SIX3,Six3,SIX3
SIX4,Six4,SIX4
SIX6,Six6,SIX6
SKA1,Ska1,SKA1
SKA2,Ska2,SKA2
HAUS6,Ska3,SKA3
SKAP2,Skap2,SKAP2
SKI,Ski,SKI
SKIDA1,Skida1,SKIDA1
SKIL,Skil,SKIL
SKOR1,Skor1,SKOR1
SKOR2,Skor2,SKOR2
SKP2,Skp2,SKP2
SLA2,Sla2,SLA2
SLAIN1,Slain1,SLAIN1
SLAIN2,Slain2,SLAIN2
SLAMF1,Slamf1,SLAMF1
SLAMF7,Slamf7,SLAMF7
SLAMF8,Slamf8,SLAMF8
SLAMF9,Slamf9,SLAMF9
SLBP,Slbp,SLBP
SLC10A1,Slc10a1,SLC10A1
SLC10A2,Slc10a2,SLC10A2
SLC10A3,Slc10a3,SLC10A3
SLC10A4,Slc10a4,SLC10A4
SLC10A6,Slc10a6,SLC10A6
SLC10A7,Slc10a7,SLC10A7
SLC11A2,Slc11a2,SLC11A2
SLC12A1,Slc12a1,SLC12A1
SLC12A2,Slc12a2,SLC12A2
SLC12A3,Slc12a3,SLC12A3
SLC12A5,Slc12a5,SLC12A5
SLC12A6,Slc12a6,SLC12A4
SLC12A8,Slc12a8,SLC12A8
SLC12A9,Slc12a9,SLC12A9
SLC13A3,Slc13a3,SLC13A3
SLC13A4,Slc13a4,SLC13A4
SLC13A5,Slc13a5,SLC13A5
SLC14A1,Slc14a1,SLC14A1
SLC14A2,Slc14a2,SLC14A2
SLC15A1,Slc15a1,SLC15A1
SLC15A2,Slc15a2,SLC15A2
SLC15A3,Slc15a3,SLC15A3
SLC15A4,Slc15a4,SLC15A4
SLC15A5,Slc15a5,SLC15A5
SLC16A1,Slc16a1,SLC16A7
SLC16A10,Slc16a10,SLC16A10
SLC16A11,Slc16a11,SLC16A11
SLC16A14,Slc16a14,SLC16A14
SLC16A2,Slc16a2,SLC16A2
SLC16A3,Slc16a3,SLC16A3
SLC16A4,Slc16a4,SLC16A4
SLC16A5,Slc16a5,SLC16A5
SLC16A6,Slc16a6,SLC16A6
SLC16A8,Slc16a8,SLC16A8
SLC16A9,Slc16a9,SLC16A9
SLC17A1,Slc17a1,SLC17A1
SLC17A2,Slc17a2,SLC17A2
SLC17A5,Slc17a5,SLC17A5
SLC17A6,Slc17a7,SLC17A7
SLC17A8,Slc17a8,SLC17A8
SLC17A9,Slc17a9,SLC17A9
SLC18A2,Slc18a2,SLC18A2
SLC18A3,Slc18a3,SLC18A3
SLC18B1,Slc18b1,SLC18B1
SLC19A2,Slc19a2,SLC19A2
SLC1A1,Slc1a1,SLC1A1
SLC1A2,Slc1a2,SLC1A2
SLC1A3,Slc1a3,SLC1A3
SLC1A4,Slc1a4,SLC1A4
SLC1A6,Slc1a6,SLC1A6
SLC1A7,Slc1a7,SLC1A7
SLC20A1,Slc20a1,SLC20A1
SLC22A1,Slc22a1,SLC22A1
SLC22A12,Slc22a12,SLC22A12
SLC22A13,Slc22a13,SLC22A13
ACSM6,Slc22a14,SLC22A14
SLC22A15,Slc22a15,SLC22A15
SLC22A14,Slc22a16,SLC22A16
SLC22A17,Slc22a17,SLC22A17
SLC22A2,Slc22a2,SLC22A2
SLC22A5,Slc22a21,SLC22A5
SLC22A23,Slc22a23,SLC22A23
SLC22A3,Slc22a3,SLC22A3
SLC22A4,Slc22a4,SLC22A4
SLC22A6,Slc22a6,SLC22A6
SLC22A8,Slc22a8,SLC22A8
SLC23A3,Slc23a3,SLC23A3
SLC23A2,Slc23a4,SLC23A2
SLC24A1,Slc24a1,SLC24A1
SLC24A2,Slc24a2,SLC24A2
SLC24A3,Slc24a3,SLC24A3
SLC24A4,Slc24a4,SLC24A4
SLC24A5,Slc24a5,SLC24A5
SLC25A1,Slc25a1,SLC25A1
SLC25A10,Slc25a10,SLC25A10
SLC25A11,Slc25a11,SLC25A11
SLC25A12,Slc25a12,SLC25A12
SLC25A13,Slc25a13,SLC25A13
SLC25A14,Slc25a14,SLC25A14
SLC25A2,Slc25a15,SLC25A15
SLC25A17,Slc25a17,SLC25A17
SLC25A18,Slc25a18,SLC25A22
SLC25A19,Slc25a19,SLC25A19
SLC25A20,Slc25a20,SLC25A20
SLC25A21,Slc25a21,SLC25A21
SLC25A23,Slc25a23,SLC25A23
SLC25A25,Slc25a25,SLC25A25
SLC25A26,Slc25a26,SLC25A26
SLC25A28,Slc25a28,SLC25A28
SLC25A3,Slc25a3,SLC25A3
SLC25A27,Slc25a30,SLC25A30
SLC25A31,Slc25a31,SLC25A31
SLC25A32,Slc25a32,SLC25A32
SLC25A33,Slc25a33,SLC25A33
SLC25A34,Slc25a34,SLC25A34
SLC25A35,Slc25a35,SLC25A35
SLC25A36,Slc25a36,SLC25A36
SLC25A38,Slc25a38,SLC25A38
SLC25A39,Slc25a39,SLC25A39
SLC25A4,Slc25a4,SLC25A4
SLC25A41,Slc25a41,SLC25A41
SLC25A42,Slc25a42,SLC25A42
SLC25A43,Slc25a43,SLC25A43
SLC25A44,Slc25a44,SLC25A44
SLC25A46,Slc25a46,SLC25A46
SLC25A47,Slc25a47,SLC25A47
SLC25A48,Slc25a48,SLC25A48
SLC25A5,Slc25a5,SLC25A5
SLC25A53,Slc25a53,SLC25A53
SLC26A1,Slc26a1,SLC26A2
SLC26A11,Slc26a11,SLC26A11
SLC26A3,Slc26a3,NXPE3
SLC26A4,Slc26a4,SLC26A4
SLC26A5,Slc26a5,SLC26A5
SLC26A6,Slc26a6,SLC26A6
SLC26A7,Slc26a7,SLC26A7
SLC26A8,Slc26a8,SLC26A8
SLC26A9,Slc26a9,SLC26A9
SLC27A1,Slc27a1,SLC27A1
SLC27A2,Slc27a2,SLC27A2
SLC27A3,Slc27a3,SLC27A3
SLC27A4,Slc27a4,SLC27A4
SLC27A6,Slc27a6,SLC27A6
SLC28A1,Slc28a1,SLC28A1
SLC28A3,Slc28a2,SLC28A2
SLC29A1,Slc29a1,SLC29A1
SLC29A2,Slc29a2,SLC29A2
SLC29A4,Slc29a4,SLC29A4
SLC2A3,Slc2a1,SLC2A1
SLC2A12,Slc2a12,SLC2A12
SLC2A13,Slc2a13,SLC2A13
SLC2A2,Slc2a2,SLC2A2
SLC2A6,Slc2a6,SLC2A6
SLC2A7,Slc2a7,SLC2A7
SLC2A8,Slc2a8,SLC2A8
SLC2A9,Slc2a9,SLC2A9
SLC30A1,Slc30a1,SLC30A1
SLC30A2,Slc30a2,SLC30A2
SLC30A3,Slc30a3,SLC30A3
SLC30A4,Slc30a4,SLC30A4
SLC30A6,Slc30a6,SLC30A6
SLC30A7,Slc30a7,SLC30A7
FBXO15,Slc30a9,SLC30A9
SLC31A1,Slc31a1,SLC31A1
SLC31A2,Slc31a2,SLC31A2
SLC32A1,Slc32a1,SLC32A1
SLC33A1,Slc33a1,SLC33A1
SLC34A1,Slc34a1,SLC34A1
SLC34A2,Slc34a2,SLC34A2
SLC34A3,Slc34a3,SLC34A3
SLC35A1,Slc35a1,SLC35A1
SLC35A2,Slc35a2,SLC35A2
SLC35A3,Slc35a3,SLC35A3
SLC35A4,Slc35a4,SLC35A4
SLC35A5,Slc35a5,SLC35A5
SLC35B1,Slc35b1,SLC35B1
SLC35B2,Slc35b2,SLC35B2
SLC35B3,Slc35b3,SLC35B3
SLC35C1,Slc35c1,SLC35C1
SLC35C2,Slc35c2,SLC35C2
SLC35D1,Slc35d1,SLC35D1
SLC35D2,Slc35d2,SLC35D2
SLC35D3,Slc35d3,SLC35D3
SLC35E1,Slc35e1,SLC35E1
SLC35E2B,Slc35e2,SLC35E2B
SLC35E3,Slc35e3,SLC35E3
SLC35E4,Slc35e4,SLC35E4
SLC35F1,Slc35f1,SLC35F1
SLC35F3,Slc35f3,SLC35F3
SLC35F4,Slc35f4,SLC35F4
SLC35F5,Slc35f5,SLC35F5
SLC35G2,Slc35g2,SLC35G2
SLC36A1,Slc36a1,SLC36A1
SLC36A3,Slc36a2,SLC36A2
SLC36A4,Slc36a4,SLC36A4
SLC37A2,Slc37a2,SLC37A2
SLC37A4,Slc37a4,SLC37A4
SLC38A1,Slc38a1,SLC38A1
SLC38A10,Slc38a10,SLC38A10
SLC38A11,Slc38a11,SLC38A11
SLC38A2,Slc38a2,SLC38A2
SLC38A3,Slc38a3,SLC38A3
SLC38A4,Slc38a4,SLC38A4
SLC38A5,Slc38a5,SLC38A5
SLC38A7,Slc38a7,SLC38A7
SLC39A10,Slc39a10,SLC39A10
SLC39A11,Slc39a11,SLC39A11
SLC39A12,Slc39a12,SLC39A12
SLC39A13,Slc39a13,SLC39A13
SLC39A14,Slc39a14,SLC39A14
SLC39A2,Slc39a2,SLC39A2
SLC39A4,Slc39a4,SLC39A4
SLC39A5,Slc39a5,SLC39A5
SLC39A6,Slc39a6,SLC39A6
SLC39A7,Slc39a7,SLC39A7
SLC39A8,Slc39a8,SLC39A8
SLC39A9,Slc39a9,SLC39A9
SLC3A1,Slc3a1,SLC3A1
SLC3A2,Slc3a2,SLC3A2
SLC41A1,Slc41a1,SLC41A1
SLC41A3,Slc41a3,SLC41A3
SLC43A1,Slc43a2,SLC43A3
SLC44A1,Slc44a1,SLC44A1
SLC44A2,Slc44a2,SLC44A2
SLC44A3,Slc44a3,SLC44A3
SLC44A4,Slc44a4,SLC44A4
SLC44A5,Slc44a5,SLC44A5
SLC45A1,Slc45a1,SLC45A1
SLC45A2,Slc45a2,SLC45A2
SLC45A3,Slc45a3,SLC45A3
SLC45A4,Slc45a4,SLC45A4
SLC46A1,Slc46a1,SLC46A1
SLC46A2,Slc46a2,SLC46A2
SLC47A2,Slc47a2,SLC47A2
SLC48A1,Slc48a1,SLC48A1
SLC49A4,Slc49a4,SLC49A4
SLC4A1,Slc4a1,SLC4A1
SLC4A10,Slc4a10,SLC4A10
SLC4A11,Slc4a11,SLC4A11
SLC4A1AP,Slc4a1ap,SLC4A1AP
SLC4A2,Slc4a2,SLC4A3
SLC4A4,Slc4a4,SLC4A4
SLC4A7,Slc4a7,SLC4A7
SLC4A9,Slc4a9,SLC4A9
SLC50A1,Slc50a1,SLC50A1
SLC51B,Slc51b,SLC51B
SLC52A2,Slc52a2,TMEM140
SLC52A3,Slc52a3,SLC52A3
SLC5A1,Slc5a1,SLC5A1
SLC5A10,Slc5a10,SLC5A10
SLC5A12,Slc5a12,SLC5A12
SLC5A2,Slc5a2,SLC5A2
SLC5A3,Slc5a3,SLC5A3
SLC5A4,Slc5a4a,SLC5A7
SLC5A5,Slc5a5,SLC5A5
SLC5A6,Slc5a6,SLC5A6
SLC5A8,Slc5a8,SLC5A8
SLC66A1,Slc66a1,SLC66A1
SLC66A2,Slc66a2,SLC66A2
SLC6A1,Slc6a1,SLC6A1
SLC6A11,Slc6a13,SLC6A6
SLC6A14,Slc6a14,SLC6A14
SLC6A15,Slc6a15,SLC6A15
SLC6A17,Slc6a17,SLC6A17
SLC6A9,Slc6a18,SLC6A18
SLC6A2,Slc6a2,SLC6A2
SLC6A20,Slc6a20a,SLC6A20
SLC6A3,Slc6a3,SLC6A3
SLC6A5,Slc6a5,SLC6A5
SLC6A7,Slc6a7,SLC6A7
SLC6A12,Slc6a8,SLC6A8
SLC7A1,Slc7a1,SLC7A1
SLC7A11,Slc7a11,SLC7A11
SLC7A13,Slc7a13,SLC7A13
SLC7A14,Slc7a14,SLC7A14
