Gene name,Chimpanzee gene name
LPCAT1,LPCAT1
SVBP,SVBP
IQCG,IQCG
GORAB,GORAB
BASP1,BASP1
Y_RNA,Y_RNA
INS,INS
RNU6-1003P,U6
CES1,CES1
RN7SKP133,7SK
IZUMO3,IZUMO3
TXNRD1,TXNRD1
RN7SL753P,Metazoa_SRP
HMGCS1,HMGCS1
RN7SL40P,Metazoa_SRP
BMPR2,BMPR2
RN7SKP120,7SK
TH,TH
MIR3115,MIR3115
RNU6-514P,U6
RNU6-135P,U6
KDM1A,KDM1A
MIEF2,MIEF2
FDX2,FDX2
CCL28,CCL28
FAM117B,FAM117B
TMEM267,TMEM267
RNU6-621P,U6
RNU6-821P,U6
ICAM5,ICAM5
LMLN,LMLN
RNU7-81P,U7
C5orf34,C5H5orf34
ZNF512,ZNF512
CES5A,CES5A
SMCR8,SMCR8
MIR6778,MIR6778
ARHGAP27,ARHGAP27
RAVER1,RAVER1
PAIP1,PAIP1
LCE1B,LCE1B
LCE1A,LCE1A
LCE6A,LCE6A
ICAM3,ICAM3
MIOS,MIOS
SMCP,SMCP
IVL,IVL
OVCH1,OVCH1
SPRR3,SPRR3
GORASP1,GORASP1
CCDC121,CCDC121
MIR4686,MIR4686
ASCL2,ASCL2
SPRR2D,SPRR2D
TSPAN32,TSPAN32
GPN1,GPN1
POLR2E,POLR2E
MIR1208,ptr-mir-1208
RN7SKP226,7SK
GLCCI1,GLCCI1
SPRR2A,SPRR2A
SPRR2B,SPRR2B
SPRR2E,SPRR2E
SYNE1,SYNE1
MVK,MVK
SPRR2G,SPRR2G
CADM3,CADM3
SLC39A14,SLC39A14
NNT,NNT
FCER1A,FCER1A
MRPL45,MRPL45
GPX4,GPX4
MYOM3,MYOM3
GPR179,GPR179
SOCS7,SOCS7
RNU6-878P,U6
Y_RNA,Y_RNA
DGKZ,DGKZ
TAS2R7,TAS2R7
TAS2R8,TAS2R8
RNU6-336P,U6
TAS2R9,TAS2R9
RN7SL83P,Metazoa_SRP
IL22RA1,IL22RA1
SRCIN1,SRCIN1
TAS2R13,TAS2R13
SUPT7L,SUPT7L
PLEKHA4,PLEKHA4
IFNLR1,IFNLR1
TIMELESS,TIMELESS
RN7SL210P,Metazoa_SRP
ADRA2B,ADRA2B
SENP5,SENP5
MAP4K3,MAP4K3
TULP2,TULP2
TMOD1,TMOD1
ELF3,ELF3
ATP6V0A1,ATP6V0A1
TOP1MT,TOP1MT
SIAH1,SIAH1
MELTF,MELTF
PTOV1,PTOV1
Metazoa_SRP,Metazoa_SRP
STAT2,STAT2
TSTD2,TSTD2
N4BP1,N4BP1
L3MBTL3,L3MBTL3
RNU6-257P,U6
Y_RNA,Y_RNA
LGR6,LGR6
TOX3,TOX3
DLG1,DLG1
PRUNE2,PRUNE2
IRX3,IRX3
IRX5,IRX5
RNU6-220P,U6
RHPN1,RHPN1
CHCHD2,CHCHD2
RN7SL841P,Metazoa_SRP
GDI2,GDI2
IRX6,IRX6
NUDCD2,NUDCD2
SIPA1L2,SIPA1L2
NAPSA,NAPSA
IMMT,IMMT
FOXB2,FOXB2
TMEM167A,TMEM167A
CD3G,CD3G
SCARNA18,SCARNA18
SAMD3,SAMD3
RN7SL255P,Metazoa_SRP
RNU6-334P,U6
SRSF4,SRSF4
RN7SKP117,7SK
CASP1,CASP1
ENC1,ENC1
CREM,CREM
SYT17,SYT17
MROH9,MROH9
HEXB,HEXB
FMO3,FMO3
TNFRSF1A,TNFRSF1A
ECH1,ECH1
FMO2,FMO2
CLPB,CLPB
CLEC19A,CLEC19A
ATAT1,ATAT1
TMC5,TMC5
PEAR1,PEAR1
GFM2,GFM2
CLK1,CLK1
RINL,RINL
ETV3L,ETV3L
ETV3,ETV3
SIRT2,SIRT2
C1orf94,C1H1orf94
CSMD2,CSMD2
BMAL2,ARNTL2
CAB39,CAB39
XIRP2,XIRP2
RNU6-236P,U6
PSD2,PSD2
CRCP,CRCP
NXPE2,NXPE2
NXPE1,NXPE1
AMD1,AMD1
NDUFS6,NDUFS6
PBXIP1,PBXIP1
MAN2A2,MAN2A2
SNX15,SNX15
IRX4,IRX4
RNU6-832P,U6
RNU6-229P,U6
RN7SL869P,Metazoa_SRP
RN7SL35P,Metazoa_SRP
GNAT3,GNAT3
GRM3,GRM3
RNU4-46P,U4
GDE1,GDE1
ATF2,ATF2
NFKBIB,NFKBIB
PYGO2,PYGO2
DSP,DSP
MTAP,MTAP
FAT2,FAT2
SHC1,SHC1
CCER2,CCER2
SAC3D1,SAC3D1
TFPI2,TFPI2
SARS2,SARS2
EEF2K,EEF2K
NAALADL1,NAALADL1
CCDC92,CCDC92
GNG11,GNG11
KIF20B,KIF20B
BET1,BET1
MSX2,MSX2
PPP2CA,PPP2CA
RCCD1,RCCD1
CDYL2,CDYL2
ZNF664,ZNF664
NPY,NPY
CDKN2B,CDKN2B
Y_RNA,Y_RNA
SPACA3,SPACA3
AP3B1,AP3B1
SPMIP4,SPMIP4
RN7SL381P,Metazoa_SRP
GINS2,GINS2
MIR6880,MIR6880
KCNH3,KCNH3
C16orf74,C16H16orf74
MRPS12,MRPS12
FBXO17,FBXO17
NPVF,NPVF
CDCA5,CDCA5
U3,U3
ANKRD11,ANKRD11
MCRS1,MCRS1
HNRNPK,HNRNPK
HNRNPL,HNRNPL
ZFPL1,ZFPL1
MOCS1,MOCS1
TMEM262,TMEM262
MATCAP2,MATCAP2
TM7SF2,TM7SF2
ILF3,ILF3
CKS1B,CKS1B
Y_RNA,Y_RNA
ANLN,ANLN
MIR4258,MIR4258
FLAD1,FLAD1
CLVS2,CLVS2
DUOXA2,DUOXA2
TRDN,TRDN
PRPF40B,PRPF40B
PARP16,PARP16
IGDCC3,IGDCC3
ZBTB7B,ZBTB7B
HFE,HFE
NIF3L1,NIF3L1
DCST2,DCST2
GAN,GAN
ZNHIT2,ZNHIT2
IGDCC4,IGDCC4
DCST1,DCST1
CDK5R1,CDK5R1
ROPN1L,ROPN1L
TBC1D24,TBC1D24
MYO15B,MYO15B
FAM186B,FAM186B
DPP8,DPP8
CYP20A1,CYP20A1
SYNPO,SYNPO
SYVN1,SYVN1
MYOZ3,MYOZ3
RNU6-834P,U6
FMNL3,FMNL3
HSPB1,HSPB1
RBM22,RBM22
SCNN1B,SCNN1B
ADAM15,ADAM15
FAM220A,FAM220A
TMED4,TMED4
DCTN4,DCTN4
HUS1,HUS1
MYO18A,MYO18A
ARL6IP4,ARL6IP4
GGA2,GGA2
MRPL49,MRPL49
NCKAP5,NCKAP5
ADTRP,ADTRP
OR2A2,OR2A2
MIR6751,MIR6751
RNU2-23P,U2
CAPN1,CAPN1
SMIM3,SMIM3
ARHGEF1,ARHGEF1
IRGM,IRGM
ZNF300,ZNF300
THAP4,THAP4
HIVEP1,HIVEP1
EDN1,EDN1
Y_RNA,Y_RNA
PLSCR2,PLSCR2
RN7SKP293,7SK
GRIN2A,GRIN2A
RPS6KA2,RPS6KA2
FAM174A,FAM174A
RNU6-1104P,U6
RNU7-10P,U7
TBC1D5,TBC1D5
C1S,C1S
ARAP3,ARAP3
CFLAR,CFLAR
PTPRZ1,PTPRZ1
PDPK1,PDPK1
HOXC13,HOXC13
HOXB1,HOXB1
HOXC12,HOXC12
HOXB2,HOXB2
HOXC11,HOXC11
HOXB3,HOXB3
HOXC10,HOXC10
TSSC4,TSSC4
HOXC6,HOXC6
PCDH1,PCDH1
TRPM5,TRPM5
HLA-A,HLA-A
MIR196A2,ptr-mir-196a-2
HOXC9,HOXC9
DYRK1B,DYRK1B
HOXB4,HOXB4
HOXC8,HOXC8
MYO1H,MYO1H
MIR10A,ptr-mir-10a
RNU6-381P,U6
HOXB5,HOXB5
FGF10,FGF10
HOXB6,HOXB6
LITAF,LITAF
HOXB7,HOXB7
RN7SL383P,Metazoa_SRP
MRPS30,MRPS30
HOXB8,HOXB8
NINJ2,NINJ2
HOXB9,HOXB9
MIR196A1,ptr-mir-196a-1
RNU6-670P,U6
ADORA2B,ADORA2B
EXOG,EXOG
Metazoa_SRP,Metazoa_SRP
RNU7-103P,U7
ZSWIM7,ZSWIM7
FKBP4,FKBP4
RBMS1,RBMS1
ZGLP1,ZGLP1
PAXX,PAXX
STRN4,STRN4
ITFG2,ITFG2
PTPRD,PTPRD
IQCH,IQCH
TTC19,TTC19
Y_RNA,Y_RNA
NRIP2,NRIP2
RNU6-386P,U6
RNU6-217P,U6
RNU6-882P,U6
IL17RC,IL17RC
INSIG2,INSIG2
CADPS2,CADPS2
TEX52,TEX52
FOXM1,FOXM1
MTMR11,MTMR11
THSD7B,THSD7B
SPAG16,SPAG16
FXYD2,FXYD2
NCOR1,NCOR1
C15orf61,C15H15orf61
FBXW2,FBXW2
RHNO1,RHNO1
SAXO2,SAXO2
FKRP,FKRP
OTUD7B,OTUD7B
EFHD1,EFHD1
SNAPC3,SNAPC3
TULP3,TULP3
FXYD6,FXYD6
UBTF,UBTF
ANKRD35,ANKRD35
RNU6-1315P,U6
TEAD4,TEAD4
ITGA10,ITGA10
FOXN2,FOXN2
RNU6-319P,U6
KCNK3,KCNK3
NRXN1,NRXN1
AP2S1,AP2S1
SLC13A1,SLC13A1
RNU6-492P,U6
TSPAN9,TSPAN9
KLF4,KLF4
PEX11B,PEX11B
NUCB1,NUCB1
LIX1L,LIX1L
ANKRD34A,ANKRD34A
Metazoa_SRP,Metazoa_SRP
POLR3GL,POLR3GL
PRMT8,PRMT8
TXNIP,TXNIP
RNU6-174P,U6
IL10RA,IL10RA
CAPS2,CAPS2
RNVU1-6,U1
TEX46,TEX46
RNU6-723P,U6
RNU4-61P,U4
AGBL4,AGBL4
CAVIN3,CAVIN3
SMPD1,SMPD1
BEND5,BEND5
MAPKBP1,MAPKBP1
C1orf185,C1H1orf185
ROR1,ROR1
DNHD1,DNHD1
TAOK1,TAOK1
VAMP4,VAMP4
SMCO2,SMCO2
ZNF181,ZNF181
HLA-DPB1,HLA-DPB1
ODAD1,ODAD1
FXR2,FXR2
CFAP74,CFAP74
CCDC88A,CCDC88A
NRIP3,NRIP3
COL6A5,COL6A5
HLA-DRB5,PATR-DRB5
MIR4424,MIR4424
OR8S1,OR8S1
RALGPS2,RALGPS2
ACOX1,ACOX1
RN7SL188P,Metazoa_SRP
OGFOD2,OGFOD2
C11orf58,C11H11orf58
SNORA63,SNORA63
ANGPTL1,ANGPTL1
STK19,STK19
RN7SKP90,7SK
KCNK4,KCNK4
FHAD1,FHAD1
DAG1,DAG1
GABPB1,GABPB1
ERVFRD-1,ERVFRD-1
TAGAP,TAGAP
RAB37,RAB37
C11orf97,C11H11orf97
PIWIL4,PIWIL4
PRKCD,PRKCD
FNDC1,FNDC1
ZNF461,ZNF461
RUVBL2,RUVBL2
FUT4,FUT4
TAS2R10,TAS2R10
SPDYC,SPDYC
POLE,POLE
BYSL,BYSL
INTS4,INTS4
RNU6-94P,U6
EIF4G3,EIF4G3
ACTL9,ACTL9
KCNN4,KCNN4
TRIM26,TRIM26
CD300LF,CD300LF
MIR4712,MIR4712
USP8,USP8
LYPD5,LYPD5
H2BC11,H2BC11
H2AC11,H2AC15
RNF182,RNF182
CD83,CD83
ZNF628,ZNF628
NHERF1,NHERF1
ZNF93,ZNF93
RNU7-133P,U7
Y_RNA,Y_RNA
ZNF682,ZNF682
NAT9,NAT9
SLC25A38,SLC25A38
CSRNP1,CSRNP1
ZNF90,ZNF90
RN7SL334P,Metazoa_SRP
RN7SL246P,Metazoa_SRP
RN7SL471P,Metazoa_SRP
ZNF311,ZNF311
LMBR1L,LMBR1L
OR2W1,OR2W1
XIRP1,XIRP1
OR2B3,OR2B3
TBP,TBP
ZNF486,ZNF486
CX3CR1,CX3CR1
GALNT15,GALNT15
FCGBP,FCGBP
TMEM104,TMEM104
TEX9,TEX9
CARM1,CARM1
PDCD2,PDCD2
DPH3,DPH3
ZW10,ZW10
GRIN2C,GRIN2C
OXNAD1,OXNAD1
MNS1,MNS1
CLDN25,CLDN25
OS9,OS9
USP38,USP38
RNU6-1107P,U6
TMEM94,TMEM94
NECTIN1,NECTIN1
SLC25A36,SLC25A36
MIR3188,MIR3188
RN7SL513P,Metazoa_SRP
SPACA6,SPACA6
RNU6-1123P,U6
FLI1,FLI1
UNC5CL,UNC5CL
UGT8,UGT8
OARD1,OARD1
TLE6,TLE6
MIR577,ptr-mir-577
USP28,USP28
TLN2,TLN2
IFT122,IFT122
RPL34,RPL34
TLE2,TLE2
RNU6-431P,U6
ETNPPL,ETNPPL
PARP6,PARP6
TSPO2,TSPO2
ITPKB,ITPKB
APOBEC2,APOBEC2
NFYA,NFYA
OR5AK3P,OR5AK3P
OR5AK2,OR5AK2
S100A11,S100A11
MOB2,MOB2
HTR1B,HTR1B
MEI4,MEI4
TCHHL1,TCHHL1
RPTN,RPTN
SMIM13,SMIM13
CWC15,CWC15
HRNR,HRNR
MFSD12,MFSD12
KDM4D,KDM4D
BRD2,BRD2
KDM4E,KDM4E
SRSF8,SRSF8
ENDOD1,ENDOD1
SESN3,SESN3
PIGV,PIGV
ADGRE1,ADGRE1
RN7SL459P,Metazoa_SRP
RN7SL67P,Metazoa_SRP
RNU6-254P,U6
DDX23,DDX23
TRAF6,TRAF6
RAG1,RAG1
RN7SL165P,Metazoa_SRP
RAG2,RAG2
ZDHHC18,ZDHHC18
SLC22A10,SLC22A10
SFN,SFN
GPN2,GPN2
CHST1,CHST1
GPATCH3,GPATCH3
EMG1,EMG1
SLC35C1,SLC35C1
KHDRBS2,KHDRBS2
HNRNPM,HNRNPM
RCE1,RCE1
NUDC,NUDC
LCA5,LCA5
RNU4-56P,U4
RN7SL411P,Metazoa_SRP
ENTPD3,ENTPD3
FAP,FAP
IDH3A,IDH3A
SNORA49,SNORA49
DDX51,DDX51
SH3BGRL2,SH3BGRL2
PC,PC
NR0B2,NR0B2
NPLOC4,NPLOC4
TENT5B,TENT5B
CATSPER4,CATSPER4
NOC4L,NOC4L
RNU1-64P,U1
TMEM170B,TMEM170B
Metazoa_SRP,Metazoa_SRP
E2F3,E2F3
CEP85,CEP85
RN7SL128P,Metazoa_SRP
EP400,EP400
RNU6-141P,U6
ZNF619,ZNF619
CUL3,CUL3
RN7SL454P,Metazoa_SRP
LIN28A,LIN28A
UBXN11,UBXN11
ZNF620,ZNF620
ANGPTL8,ANGPTL8
ANKLE1,ANKLE1
RNU5B-2P,U5
ULK4,ULK4
DNM1L,DNM1L
PSMD12,PSMD12
MYT1L,MYT1L
PSMB9,PSMB9
LRFN4,LRFN4
Y_RNA,Y_RNA
RN7SL756P,Metazoa_SRP
CACNB1,CACNB1
C11orf86,C11H11orf86
SLC37A4,SLC37A4
ABHD8,ABHD8
PPP1R15B,PPP1R15B
TREML1,TREML1
RN7SKP58,7SK
Y_RNA,Y_RNA
U8,U8
DMRTB1,DMRTB1
RNU4-78P,U4
CCK,CCK
MRPL34,MRPL34
GLIS1,GLIS1
TREM2,TREM2
DDA1,DDA1
LYZL4,LYZL4
RNU7-95P,U7
NDC1,NDC1
TREML2,TREML2
ANO8,ANO8
MIR8060,MIR8060
RNU6-1094P,U6
EPHA6,EPHA6
H1-2,H1-2
RNU6-293P,U6
RSPH3,RSPH3
GTPBP3,GTPBP3
RGS7,RGS7
MYLIP,MYLIP
PIGS,PIGS
RNU6-1114P,U6
MAPK14,MAPK14
CRYBG3,CRYBG3
TRIM49B,TRIM49B
TRIM64C,TRIM64C
RIOX2,RIOX2
CDC42EP2,CDC42EP2
SLC25A45,SLC25A45
CNR2,CNR2
OR5K3,OR5K3
SLC6A1,SLC6A1
SRSF10,SRSF10
PLVAP,PLVAP
CCDC194,CCDC194
MVB12A,MVB12A
MRPS10,MRPS10
GRHL3,GRHL3
RELA,RELA
CBX4,CBX4
QKI,QKI
TBC1D16,TBC1D16
SLC27A1,SLC27A1
ZNF875,ZNF875
RNF213,RNF213
METTL13,METTL13
KIAA1586,KIAA1586
FGD2,FGD2
DNM3,DNM3
ZNF571,ZNF571
CATSPERG,CATSPERG
RNU2-4P,U2
RNU6-1137P,U6
ARL4D,ARL4D
SERPINB9,SERPINB9
RNH1,RNH1
RNU6-470P,U6
RNU6-406P,U6
RNU6-971P,U6
DHX8,DHX8
MIR214,ptr-mir-214
MIR199A2,ptr-mir-199a-2
RNU6-157P,U6
PIGC,PIGC
C1orf105,C1H1orf105
NT5DC4,NT5DC4
RN7SKP55,7SK
RNU6-947P,U6
RNU6-1089P,U6
RNU6-999P,U6
OSBPL10,OSBPL10
RNU1-132P,U1
BPHL,BPHL
EFCAB2,EFCAB2
IFNG,IFNG
ETV4,ETV4
RNU7-104P,U7
SOS1,SOS1
FBXO27,FBXO27
ALDH3B1,ALDH3B1
IL26,IL26
FOSB,FOSB
IL22,IL22
ABRACL,ABRACL
HECA,HECA
H3-4,H3-4
ABCA4,ABCA4
ZNF860,ZNF860
TXLNB,TXLNB
MDM1,MDM1
Y_RNA,Y_RNA
GPD1L,GPD1L
MEOX1,MEOX1
NDUFS8,NDUFS8
FUT2,FUT2
CD200R1,CD200R1
MIR7113,MIR7113
CHKA,CHKA
ERCC1,ERCC1
GTPBP8,GTPBP8
RFLNA,RFLNA
WDR47,WDR47
C11orf24,C11H11orf24
MYO7B,MYO7B
HOXC4,HOXC4
HOXC5,HOXC5
CD300H,CD300H
SMUG1,SMUG1
LRP5,LRP5
NEPRO,NEPRO
PYCR2,PYCR2
APLP2,APLP2
DNM2,DNM2
EVX2,EVX2
MORN2,MORN2
NRDC,NRDC
TAS2R14,TAS2R14
TAS2R50,TAS2R50
TAS2R20,TAS2R20
TAS2R19,TAS2R19
ZDHHC23,ZDHHC23
TAS2R46,TAS2R46
TAS2R43,TAS2R43
TAS2R30,TAS2R30
SMIM10L1,SMIM10L1
CCDC191,CCDC191
SCN8A,SCN8A
COQ10B,COQ10B
CCDC141,CCDC141
SMARCA4,SMARCA4
ASIC4,ASIC4
QTRT2,QTRT2
SULT6B1,SULT6B1
DNMT3A,DNMT3A
ZBTB44,ZBTB44
DRD3,DRD3
TMCC1,TMCC1
RN7SL778P,Metazoa_SRP
ADAMTS8,ADAMTS8
IQSEC3,IQSEC3
MRE11,MRE11
RNY3P13,Y_RNA
FAF1,FAF1
TRH,TRH
SLC6A12,SLC6A12
TRPC1,TRPC1
PRRC2C,PRRC2C
FLOT2,FLOT2
MLPH,MLPH
ANKRD49,ANKRD49
SPON2,SPON2
SLC6A13,SLC6A13
IRF7,IRF7
IGSF9,IGSF9
TNK2,TNK2
CXCL16,CXCL16
TAC4,TAC4
KDM5A,KDM5A
Y_RNA,Y_RNA
ARHGAP23,ARHGAP23
TARS2,TARS2
TRIM51G,TRIM51G
ALKBH8,ALKBH8
DCAF16,DCAF16
Y_RNA,Y_RNA
TCIRG1,TCIRG1
CCDC77,CCDC77
RNU6-1140P,U6
PRLH,PRLH
RAB17,RAB17
GAST,GAST
HAP1,HAP1
LSM6,LSM6
RN7SL399P,Metazoa_SRP
JUP,JUP
SOX5,SOX5
MAPRE3,MAPRE3
TDRKH,TDRKH
TFRC,TFRC
SETD7,SETD7
PRDM11,PRDM11
TMEM214,TMEM214
CCDC90B,CCDC90B
P3H4,P3H4
BST1,BST1
MLF1,MLF1
FKBP10,FKBP10
AGBL5,AGBL5
PMCH,PMCH
RN7SL793P,Metazoa_SRP
IGF1,IGF1
TMEM156,TMEM156
NT5C3B,NT5C3B
PLEKHA7,PLEKHA7
WDR19,WDR19
SYT1,SYT1
OST4,OST4
EMILIN1,EMILIN1
NOTCH2,NOTCH2
ABHD1,ABHD1
PTPRJ,PTPRJ
GFM1,GFM1
PREB,PREB
CARD14,CARD14
PATJ,PATJ
CXCL8,CXCL8
OR4B1,OR4B1
OR4X2,OR4X2
SULT1B1,SULT1B1
FERMT3,FERMT3
LXN,LXN
TCF23,TCF23
STATH,STATH
SLC5A6,SLC5A6
TRNT1,TRNT1
HTN3,HTN3
CABS1,CABS1
SMR3A,SMR3A
SMR3B,SMR3B
OPRPN,OPRPN
TTC14,TTC14
ANKLE2,ANKLE2
PEX12,PEX12
AXIN2,AXIN2
FAM149A,FAM149A
CAD,CAD
STIM1,STIM1
PGAM5,PGAM5
CEP112,CEP112
CCDC39,CCDC39
NPPA,NPPA
KISS1,KISS1
MAST2,MAST2
POC1B,POC1B
SLC30A3,SLC30A3
TOMT,LRTOMT
OR52E8,OR52E8
TRIM22,TRIM22
RN7SL229P,Metazoa_SRP
DNAJC19,DNAJC19
DNAJC5G,DNAJC5G
PRKAA2,PRKAA2
ANK2,ANK2
FXR1,FXR1
TRIM54,TRIM54
RNU6-148P,U6
APOH,APOH
ATP2B1,ATP2B1
AAMDC,AAMDC
SEMA4A,SEMA4A
RN7SL735P,Metazoa_SRP
HLF,HLF
UCN,UCN
MPV17,MPV17
MMD,MMD
CD81,CD81
RNU6-1249P,U6
SMIM36,SMIM36
ZNF558,ZNF558
TIMP2,TIMP2
KCNJ8,KCNJ8
MBD3L1,MBD3L1
CEP295NL,CEP295NL
MYCBPAP,MYCBPAP
CCNL2,CCNL2
BICD1,BICD1
SCN9A,SCN9A
RIC3,RIC3
HHLA2,HHLA2
CNTN1,CNTN1
RN7SL405P,Metazoa_SRP
ITGB4,ITGB4
UNC93B1,UNC93B1
KDF1,KDF1
VTCN1,VTCN1
CLDN18,CLDN18
IL18BP,IL18BP
ZNF644,ZNF644
DZIP1L,DZIP1L
ATRAID,ATRAID
A4GNT,A4GNT
TSPAN11,TSPAN11
DBR1,DBR1
TMEM237,TMEM237
CYP4A22,CYP4A22
ARMC8,ARMC8
DDX11,DDX11
ALDH3B2,ALDH3B2
OR10D3,OR10D3
SAMD1,SAMD1
TRIM46,TRIM46
OR4A15,OR4A15
TSGA10IP,TSGA10IP
ARL6IP6,ARL6IP6
SLC1A5,SLC1A5
RASSF10,RASSF10
PACSIN3,PACSIN3
MEF2D,MEF2D
MIR6745,MIR6745
DDB2,DDB2
CMIP,CMIP
C2orf92,C2orf92
EIF4A1,EIF4A1
MUC1,MUC1
PLCG2,PLCG2
ACP2,ACP2
ZEB2,ZEB2
CRLF3,CRLF3
NR1H3,NR1H3
RNU6-298P,U6
RNU6-1134P,U6
NGFR,NGFR
NME9,NME9
ITGA3,ITGA3
KLRB1,KLRB1
PRPH,PRPH
LMCD1,LMCD1
SPATS2,SPATS2
SSUH2,SSUH2
ZNF18,ZNF18
PROCA1,PROCA1
STX2,STX2
CAV3,CAV3
PITPNC1,PITPNC1
OXTR,OXTR
LDLR,LDLR
ARFGAP2,ARFGAP2
TOP2B,TOP2B
OR3A1,OR3A1
TRPV3,TRPV3
ANKRD36C,ANKRD36C
RNU6-1088P,U6
PLA2G1B,PLA2G1B
MSI1,MSI1
SRSF9,SRSF9
TGFBR3L,TGFBR3L
TUBB4A,TUBB4A
FZD10,FZD10
ACMSD,ACMSD
PRIM1,PRIM1
MIR5590,MIR5590
MAP3K19,MAP3K19
OPRD1,OPRD1
CBL,CBL
GCDH,GCDH
MIR1262,ptr-mir-1262
GBP5,GBP5
AEBP2,AEBP2
DIRAS3,DIRAS3
ELOA,ELOA
HMGCL,HMGCL
SLC3A2,SLC3A2
FUCA1,FUCA1
RNU1-146P,U1
HCRTR1,HCRTR1
PLEKHA5,PLEKHA5
CA4,CA4
COL16A1,COL16A1
SNORA40B,SNORA40B
Y_RNA,Y_RNA
PCARE,PCARE
FBLN7,FBLN7
MLLT1,MLLT1
GOLGB1,GOLGB1
TIRAP,TIRAP
ZFP36,ZFP36
ZC3H8,ZC3H8
KLF2,KLF2
EPS15L1,EPS15L1
SCN7A,SCN7A
KMT5B,KMT5B
snoZ196,snoZ196
SNORA41,SNORA41
CMKLR2,CMKLR2
RERG,RERG
SCARNA20,SCARNA20
BCAS3,BCAS3
PHLDA1,PHLDA1
RN7SKP200,7SK
RN7SKP260,7SK
AOX1,AOX1
ASB8,ASB8
MIR129-2,ptr-mir-129-2
HSD17B12,HSD17B12
ALDH9A1,ALDH9A1
CCDC184,CCDC184
ZNF641,ZNF641
RN7SL145P,Metazoa_SRP
LZTFL1,LZTFL1
BZW1,BZW1
TIGD3,TIGD3
CASP12,CASP12
OR2B11,OR2B11
OR6N2,OR6N2
H2BC18,H2BC18
ITGA7,ITGA7
DCAF6,DCAF6
RN7SKP151,7SK
BTBD10,BTBD10
Y_RNA,Y_RNA
TATDN2,TATDN2
KRTAP9-1,KRTAP9-1
GRN,GRN
SEC61A1,SEC61A1
PTH,PTH
CLIP4,CLIP4
CALR3,CALR3
Y_RNA,Y_RNA
TMPRSS13,TMPRSS13
C19orf44,C19H19orf44
CHERP,CHERP
GPATCH8,GPATCH8
TRMT13,TRMT13
DPF2,DPF2
RAF1,RAF1
H3C14,H3C13
SEC16B,SEC16B
FZD2,FZD2
RN7SL146P,Metazoa_SRP
SLC35E1,SLC35E1
KAT7,KAT7
H1-7,H1-7
RNF169,RNF169
RIMBP2,RIMBP2
IL19,IL19
RN7SL239P,Metazoa_SRP
SPCS2,SPCS2
OR2C3,OR2C3
TINCR,TINCR
PLPPR3,PLPPR3
RNU6-216P,U6
NEU3,NEU3
ADGRL2,ADGRL2
SYMPK,SYMPK
RNU4-55P,U4
RNU6-277P,U6
MSANTD4,MSANTD4
KBTBD3,KBTBD3
AASDHPPT,AASDHPPT
NCOR2,NCOR2
NAP1L4,NAP1L4
CXCR1,CXCR1
ARPC2,ARPC2
RND2,RND2
TXNL4B,TXNL4B
MED1,MED1
PMFBP1,PMFBP1
GPBAR1,GPBAR1
AAMP,AAMP
CDK12,CDK12
ANKS1B,ANKS1B
GP6,GP6
RNU6-233P,U6
TMBIM1,TMBIM1
RNFT1,RNFT1
NRGN,NRGN
ERF,ERF
VSIG2,VSIG2
ESAM,ESAM
PIH1D1,PIH1D1
SPSB4,SPSB4
RAP1GAP2,RAP1GAP2
SEC22A,SEC22A
MSANTD2,MSANTD2
ROBO3,ROBO3
LRRC3B,LRRC3B
TMPRSS7,TMPRSS7
MIR640,ptr-mir-640
NDUFA13,NDUFA13
CHRD,CHRD
SENP3,SENP3
MIR26B,ptr-mir-26b
VIL1,VIL1
PRPSAP2,PRPSAP2
ROBO4,ROBO4
PNKD,PNKD
CLCNKB,CLCNKB
PBX4,PBX4
LMNTD1,LMNTD1
NFKBID,NFKBID
CLPP,CLPP
CCDC15,CCDC15
RNU6-1301P,U6
GSG1,GSG1
RNU6-230P,U6
RNU6-232P,U6
SATB1,SATB1
B3GALT1,B3GALT1
HEPACAM,HEPACAM
TGOLN2,TGOLN2
STK11,STK11
API5,API5
VWA5B1,VWA5B1
RETSAT,RETSAT
MAN2B1,MAN2B1
SENP1,SENP1
LCE3C,LCE3C
KCNQ4,KCNQ4
ELMOD3,ELMOD3
SLC5A10,SLC5A10
ZNF148,ZNF148
CITED4,CITED4
Y_RNA,Y_RNA
RN7SKP287,7SK
PFKM,PFKM
SLFNL1,SLFNL1
TTC17,TTC17
PKP1,PKP1
RNU6-1076P,U6
PLPP2,PLPP2
FAM83G,FAM83G
RAB5C,RAB5C
IL12A,IL12A
MIER2,MIER2
TCP11L1,TCP11L1
LAD1,LAD1
SPMAP2,SPMAP2
GHDC,GHDC
XXYLT1,XXYLT1
CSTF3,CSTF3
PHLDA3,PHLDA3
RN7SL36P,Metazoa_SRP
CSRP1,CSRP1
ACAP2,ACAP2
TBKBP1,TBKBP1
CAPG,CAPG
ZNF823,ZNF823
OSBPL7,OSBPL7
ZNF441,ZNF441
Y_RNA,Y_RNA
Y_RNA,Y_RNA
HIPK3,HIPK3
RNU7-90P,U7
ZNF440,ZNF440
RNU7-71P,U7
LITAFD,LITAFD
RNU6-501P,U6
MIR1231,MIR1231
IPO9,IPO9
Y_RNA,Y_RNA
PPP1R2,PPP1R2
ZNF506,ZNF506
SPATA20,SPATA20
APOD,APOD
