Gene name,Pig gene name
Fam151a,FAM151A
Elfn1,ELFN1
Mad1l1,MAD1L1
Acot11,ACOT11
Gfpt1,GFPT1
Slc45a2,SLC45A2
Ccdc71,CCDC71
Adamts12,ADAMTS12
Lamb2,LAMB2
Snora41,SNORA41
Cmklr2,CMKLR2
Ino80d,INO80D
Tubgcp2,TUBGCP2
Tars1,TARS1
Nudt1,NUDT1
Qars1,QARS1
Lamp5,LAMP5
C2,C2
Coa7,COA7
Shisal2a,SHISAL2A
Ptp4a3,PTP4A3
Pak5,PAK5
Gpx7,GPX7
Antxr1,ANTXR1
Tut4,TUT4
Mrm2,MRM2
Zfp511,ZNF511
Snx8,SNX8
Ankef1,ANKEF1
Insrr,INSRR
Gpr25,GPR25
Kif21b,KIF21B
Caly,CALY
Mroh5,MROH5
Sema6c,SEMA6C
Gm22345,U6
Prpf38a,PRPF38A
Fuom,FUOM
Rps6ka2,RPS6KA2
Orc1,ORC1
Eif3b,EIF3B
Snap25,SNAP25
Slc11a1,SLC11A1
Cc2d1b,CC2D1B
Gkn1,GKN1
Echs1,ECHS1
Mkks,MKKS
Galntl6,GALNTL6
Chst12,CHST12
Adgrb1,ADGRB1
Paox,PAOX
Grifin,GRIFIN
Gkn2,GKN2
Gpsm1,GPSM1
Lfng,LFNG
Adamts9,ADAMTS9
Ctdsp1,CTDSP1
Mau2,MAU2
Mtg1,MTG1
Ttyh3,TTYH3
Zfyve9,ZFYVE9
Mir26b,MIR26B
Sprn,SPRN
Vil1,VIL1
Catip,CATIP
Slc45a3,SLC45A3
Txndc12,TXNDC12
Elk4,ELK4
Dennd5b,DENND5B
Kti12,KTI12
Fmn1,FMN1
Rab3b,RAB3B
Mfsd4a,MFSD4A
Gabpb2,GABPB2
Gm55125,U6
Nrdc,NRDC
Cep43,CEP43
Rpl38,RPL38
Dpysl4,DPYSL4
Kcnn1,KCNN1
Mllt11,MLLT11
Cdc42se1,CDC42SE1
Kbtbd8,KBTBD8
Inca1,INCA1
Brat1,BRAT1
Gm128,C1orf56
Bnipl,BNIPL
Suclg2,SUCLG2
Gtpbp3,GTPBP3
Arc,ARC
Stk32c,STK32C
Cul7,CUL7
Jrk,JRK
Psca,PSCA
Them6,THEM6
Gm55850,U6
Klhdc8a,KLHDC8A
Lypd2,LYPD2
Tmcc2,TMCC2
Gm56441,U6
Lrrc27,LRRC27
Prune1,PRUNE1
Cyld,CYLD
Aplf,APLF
Lynx1,LYNX1
Mindy1,MINDY1
Ttyh2,TTYH2
Lin9,LIN9
Dnlz,DNLZ
Mir761,MIR761
C8b,C8B
Impdh2,IMPDH2
Card9,CARD9
Pwwp2b,PWWP2B
Kif1c,KIF1C
Jakmip3,JAKMIP3
Amz1,AMZ1
Scn8a,SCN8A
Cpne9,CPNE9
C8a,C8A
Gna12,GNA12
Ndufaf3,NDUFAF3
Card11,CARD11
Anxa9,ANXA9
Zfp446,ZNF446
Gm55600,ssc-mir-191
Mir425,ssc-mir-425
Dalrd3,DALRD3
Jag1,JAG1
Rrp36,RRP36
Fyb2,FYB2
Cers2,CERS2
Klhdc3,KLHDC3
Brpf1,BRPF1
Slc27a5,SLC27A5
Sdk1,SDK1
Prkaa2,PRKAA2
Btbd3,BTBD3
Mixl1,MIXL1
Acbd3,ACBD3
Wdr6,WDR6
Hacd4,HACD4
Mea1,MEA1
P4htm,P4HTM
Trim28,TRIM28
Mettl18,METTL18
Sptlc3,SPTLC3
Arnt,ARNT
Ppp2r5d,PPP2R5D
Ifnb1,IFNB1
Arih2,ARIH2
Sell,SELL
Snapc4,SNAPC4
Pex6,PEX6
Klhl9,KLHL9
Selp,SELP
Gnmt,GNMT
Chmp2a,CHMP2A
Disc1,DISC1
Cnpy3,CNPY3
Ifne,IFNE
Slc25a20,SLC25A20
Ube2m,UBE2M
Camk1,CAMK1
Ptcra,PTCRA
Rpl7l1,RPL7L1
Usp19,USP19
Mir31,ssc-mir-31
Actl7b,ACTL7B
Actl7a,ACTL7A
Bicral,BICRAL
Elp1,ELP1
Fmod,FMOD
Tada3,TADA3
Mzf1,MZF1
Chit1,CHIT1
Scimp,SCIMP
Foxk1,FOXK1
Fahd1,FAHD1
Rabep1,RABEP1
Ift140,IFT140
Ap5z1,AP5Z1
Zswim9,ZSWIM9
Chi3l1,CHI3L1
Phkb,PHKB
Ism1,ISM1
Lig1,LIG1
Ttll3,TTLL3
Mybph,MYBPH
Tasp1,TASP1
Radil,RADIL
Adam30,ADAM30
Reg4,REG4
Tmem204,TMEM204
Nhlh1,NHLH1
Ncstn,NCSTN
Telo2,TELO2
Rpusd3,RPUSD3
Phgdh,PHGDH
Zfp697,ZNF697
Smarca5,SMARCA5
Fignl2,FIGNL2
Esf1,ESF1
Copa,COPA
Mir32,ssc-mir-32
Acvrl1,ACVRL1
Sel1l2,SEL1L2
Cidec,CIDEC
Mmd2,MMD2
Gab1,GAB1
Entr1,ENTR1
Gclm,GCLM
Wipi2,WIPI2
Ptx4,PTX4
Clcn7,CLCN7
Eps15l1,EPS15L1
Pex19,PEX19
Slc29a4,SLC29A4
Acvr1b,ACVR1B
Dnttip2,DNTTIP2
Tnrc18,TNRC18
Bcar3,BCAR3
Nup88,NUP88
Gnat1,GNAT1
Mysm1,MYSM1
Dcaf8,DCAF8
Dhx34,DHX34
Fbxl18,FBXL18
Cxxc4,CXXC4
Slc38a3,SLC38A3
Actb,ACTB
Adgrl2,ADGRL2
Macrod2,MACROD2
Jun,JUN
C5ar2,C5AR2
Ccdc154,CCDC154
C5ar1,C5AR1
Pla2g2a,PLA2G2A
Heatr3,HEATR3
Ccdc9,CCDC9
Fscn1,FSCN1
Trim62,TRIM62
Azin2,AZIN2
Pea15a,PEA15
Sema3a,SEMA3A
Percc1,PERCC1
Uqcc4,UQCC4
Unkl,UNKL
Gm23846,U6
Flrt3,FLRT3
Casq1,CASQ1
Prrt3,PRRT3
Bbc3,BBC3
Emc3,EMC3
Pmpca,PMPCA
Tent4b,TENT4B
Vangl2,VANGL2
Clns1a,CLNS1A
Fancd2,FANCD2
Rpain,RPAIN
Plekhh2,PLEKHH2
Adcy7,ADCY7
Mtrfr,MTRFR
Aqp11,AQP11
Rnf19b,RNF19B
Cth,CTH
Dph6,DPH6
Insc,INSC
Abcg5,ABCG5
Mrpl58,MRPL58
Sbno1,SBNO1
Ankrd13c,ANKRD13C
Insyn2a,INSYN2A
C1qbp,C1QBP
Tmem54,TMEM54
Cdin1,CDIN1
Abcg8,ABCG8
Ldha,LDHA
Hpca,HPCA
Inpp5e,INPP5E
Kctd2,KCTD2
Ptpn7,PTPN7
Pglyrp3,PGLYRP3
Dhx33,DHX33
Fndc5,FNDC5
S100a8,S100A8
Sema4f,SEMA4F
Lrpprc,LRPPRC
S100pbp,S100PBP
Or10d3,OR10D3
Arl8a,ARL8A
Pglyrp4,PGLYRP4
Gpr37l1,GPR37L1
Slc9a2,SLC9A2
E2f5,E2F5
Slc16a5,SLC16A5
Brd7,BRD7
Supt20,SUPT20H
Serpinb10,SERPINB10
Derl2,DERL2
Mlph,MLPH
Ldhc,LDHC
Dok1,DOK1
Znrf4,ZNRF4
Piezo1,PIEZO1
Tincr,TINCR
Safb2,SAFB2
Rab17,RAB17
Tgfa,TGFA
Vill,VILL
Yars1,YARS1
Phf3,PHF3
Nt5c,NT5C
Pcsk2,PCSK2
Nhsl3,NHSL3
Mis12,MIS12
Pcyox1,PCYOX1
Lgsn,LGSN
Bfsp1,BFSP1
Jpt1,JPT1
Sync,SYNC
Uevld,UEVLD
Safb,SAFB
Plch1,PLCH1
Dstn,DSTN
Sec16a,SEC16A
1700030J22Rik,C16orf46
Sumo2,SUMO2
Zbtb8os,ZBTB8OS
Cd244a,CD244
Pkd1l2,PKD1L2
Kmt5a,KMT5A
Spty2d1,SPTY2D1
Plcd1,PLCD1
Gm55402,U6
Tmem86a,TMEM86A
Ly9,LY9
Micos13,MICOS13
Zbtb8a,ZBTB8A
Ptpn5,PTPN5
Rpl36,RPL36
Lonp1,LONP1
Gem,GEM
Wscd1,WSCD1
Mir138-2,MIR138-2
Slc12a3,SLC12A3
Cdh17,CDH17
Dlec1,DLEC1
Rilpl2,RILPL2
Catsperd,CATSPERD
Snrnp35,SNRNP35
Aipl1,AIPL1
Syn2,SYN2
Rilpl1,RILPL1
Ranbp3,RANBP3
Pimreg,PIMREG
Fadd,FADD
Btg2,BTG2
Herpud1,HERPUD1
Rrbp1,RRBP1
Ano1,ANO1
Nuak2,NUAK2
Ccm2,CCM2
Mfsd9,MFSD9
Timp4,TIMP4
Golt1a,GOLT1A
Ddx55,DDX55
Aebp2,AEBP2
Eif4g3,EIF4G3
Irf6,IRF6
Nlrc5,NLRC5
Ascl5,ASCL5
Vmac,VMAC
Cacna1s,CACNA1S
Ndufa11,NDUFA11
Nrtn,NRTN
Dus3l,DUS3L
Banf2,BANF2
Rfx2,RFX2
Myd88,MYD88
Pitpnm3,PITPNM3
Gtf2h3,GTF2H3
Snord17,SNORD17
Notch1,NOTCH1
Acsbg2,ACSBG2
Tctn2,TCTN2
Sfswap,SFSWAP
Dctn6,DCTN6
Mllt1,MLLT1
Fgf3,FGF3
Acer1,ACER1
Lpcat3,LPCAT3
Clpp,CLPP
Alkbh7,ALKBH7
Prtg,PRTG
Pspn,PSPN
Cd70,CD70
Mboat4,MBOAT4
Or13g1,OR13G1
Emg1,EMG1
Tnfsf14,TNFSF14
Mmp17,MMP17
Txndc17,TXNDC17
Leprotl1,LEPROTL1
C3,C3
Phb2,PHB2
Saysd1,SAYSD1
Saraf,SARAF
Med31,MED31
Kcnk5,KCNK5
Oaz3,OAZ3
Mgme1,MGME1
Elavl1,ELAVL1
Tbrg4,TBRG4
Pygo1,PYGO1
Kcnk16,KCNK16
Vangl1,VANGL1
Dnaaf4,DNAAF4
Meis2,MEIS2
Nudt13,NUDT13
Gm23547,SCARNA12
Ptpn6,PTPN6
Ntng1,NTNG1
Camsap2,CAMSAP2
Ccpg1,CCPG1
Irx3,IRX3
Or51e2,OR51E2
Gpr108,GPR108
Or51f23b,OR51C1P
Psph,PSPH
Hand2,HAND2
Or51f2,OR51F2
Or51s1,OR51S1
Clcn4,CLCN4
Sumf2,SUMF2
Arhgef38,ARHGEF38
Ecd,ECD
Inava,INAVA
Gm24313,SNORA5A
Snora5c,SNORA5C
Trip10,TRIP10
Pdlim5,PDLIM5
Gm56102,ssc-mir-628
Slc13a5,SLC13A5
Pigbos1,PIGBOS1
Rab27a,RAB27A
Fam149b,FAM149B1
Hdlbp,HDLBP
Phkg1,PHKG1
Rsl24d1,RSL24D1
Chchd2,CHCHD2
Zbed5,SCAND3
Ramp3,RAMP3
Mrps12,MRPS12
Pierce2,PIERCE2
Grcc10,C12orf57
Nupr2,NUPR2
Sars2,SARS2
Xaf1,XAF1
Dusp7,DUSP7
Vkorc1l1,VKORC1L1
Atn1,ATN1
Hp1bp3,HP1BP3
Ccer2,CCER2
Eno2,ENO2
Nfkbib,NFKBIB
Gusb,GUSB
Fbxo39,FBXO39
Acy1,ACY1
Adcy1,ADCY1
Vav1,VAV1
Sirt2,SIRT2
Igfbp1,IGFBP1
Igfbp3,IGFBP3
Asl,ASL
Ovol2,OVOL2
Lrrc23,LRRC23
Tekt1,TEKT1
Gxylt2,GXYLT2
Dab2ip,DAB2IP
Septin2,SEPTIN2
Abhd14b,ABHD14B
Smtnl2,SMTNL2
Dnajc9,DNAJC9
Ggt6,GGT6
Cfap70,CFAP70
Spsb2,SPSB2
Tns3,TNS3
Pcbp4,PCBP4
Tpi1,TPI1
Sec31a,SEC31A
Sh2d5,SH2D5
Rinl,RINL
Usp5,USP5
Kif17,KIF17
Trim55,TRIM55
Pms1,PMS1
Hnrnpl,HNRNPL
Mybbp1a,MYBBP1A
Clk2,CLK2
Ddost,DDOST
Cdca3,CDCA3
Pink1,PINK1
Anxa7,ANXA7
Ormdl1,ORMDL1
Gnb3,GNB3
Osgepl1,OSGEPL1
Cda,CDA
Fam43b,FAM43B
P3h3,P3H3
Mul1,MUL1
Gpr62,GPR62
Lin54,LIN54
Camk2n1,CAMK2N1
Parp3,PARP3
Cops4,COPS4
Ilf2,ILF2
Txndc8,TXNDC8
Asnsd1,ASNSD1
Spns2,SPNS2
Gpr162,GPR162
Gm26066,U6
Dync2li1,DYNC2LI1
Cd4,CD4
Ech1,ECH1
Svep1,SVEP1
Snapin,SNAPIN
Spns3,SPNS3
Mettl17,METTL17
Chtop,CHTOP
Lgals4,LGALS4
Lag3,LAG3
Scaf8,SCAF8
Coq2,COQ2
Mlf2,MLF2
Ube2g1,UBE2G1
Tiam2,TIAM2
Ankfy1,ANKFY1
Rrp9,RRP9
Crygc,CRYGC
Hpse,HPSE
Ccnd1,CCND1
Cops7a,COPS7A
D630023F18Rik,C2orf80
S100a1,S100A1
Iqcf1,IQCF1
Helq,HELQ
S100a14,S100A14
Iqcf5,IQCF5
LTO1,LTO1
Idh1,IDH1
Iqcf6,IQCF6
Grm2,GRM2
Abhd14a,ABHD14A
Slc39a2,SLC39A2
Cyb5d2,CYB5D2
Gm24593,U6
S100a2,S100A2
Ndrg2,NDRG2
Mir139,MIR139
S100a3,S100A3
Upp1,UPP1
Pianp,PIANP
Ntn5,NTN5
S100a4,S100A4
Pikfyve,PIKFYVE
S100a5,S100A5
S100a6,S100A6
Car11,CA11
Kat14,KAT14
Fxr1,FXR1
Mrps18c,MRPS18C
Zfp384,ZNF384
Tfb1m,TFB1M
Dbp,DBP
Cldn20,CLDN20
Nox3,NOX3
Abca13,ABCA13
Abraxas1,ABRAXAS1
Pet117,PET117
Ttll11,TTLL11
Sphk2,SPHK2
Slc31a2,SLC31A2
Capn13,CAPN13
Dynlt5,DYNLT5
Galnt14,GALNT14
Gpat3,GPAT3
Dnai4,DNAI4
Dzank1,DZANK1
Esyt3,ESYT3
Vwc2,VWC2
Zzef1,ZZEF1
Adam23,ADAM23
Fam83e,FAM83E
Rcc1l,RCC1L
Spaca4,SPACA4
Sult2b1,SULT2B1
Tppp2,TPPP2
Chd4,CHD4
Arhgef40,ARHGEF40
Mier1,MIER1
Ehd3,EHD3
Mras,MRAS
Morn5,MORN5
Lmtk3,LMTK3
Nme9,NME9
Polr3f,POLR3F
Armc8,ARMC8
Ncf1,NCF1
Rbbp9,RBBP9
Kcnj14,KCNJ14
Sox2,SOX2
Grwd1,GRWD1
Jade1,JADE1
Thbs1,THBS1
Dbr1,DBR1
Grin2d,GRIN2D
Gtf2i,GTF2I
Kdelr1,KDELR1
Zpbp,ZPBP
Slc35d1,SLC35D1
Sec23b,SEC23B
Herpud2,HERPUD2
Spmip7,SPMIP7
Septin7,SEPTIN7
Syngr4,SYNGR4
Tmem143,TMEM143
Ddc,DDC
Mir137,MIR137
4921539E11Rik,C1orf141
Myrip,MYRIP
Emp3,EMP3
Apobec1,APOBEC1
Oma1,OMA1
Fam237a,FAM237A
Dytn,DYTN
Lrp8,LRP8
Lhx6,LHX6
Mdh1b,MDH1B
Atp2a3,ATP2A3
Gdf3,GDF3
Entpd3,ENTPD3
Fastkd2,FASTKD2
Abcc6,ABCC6
Klrg1,KLRG1
M6pr,M6PR
Phc1,PHC1
Rnf149,RNF149
Eif1b,EIF1B
Smad6,SMAD6
Lctl,LCTL
Creg2,CREG2
Smim26,SMIM26
Fsip1,FSIP1
Rfx8,RFX8
Map4k4,MAP4K4
Zwilch,ZWILCH
Zfp219,ZNF219
Dtd1,DTD1
Gpr176,GPR176
Scp2d1,SCP2D1
Rbm18,RBM18
Kcnj11,KCNJ11
Calm3,CALM3
Tmem253,TMEM253
Mrrf,MRRF
Ppp5c,PPP5C
Or5au1,OR5AU1
Slc24a3,SLC24A3
Rpl4,RPL4
Rimklb,RIMKLB
P2rx1,P2RX1
Hif3a,HIF3A
Mfap5,MFAP5
Ptgs1,PTGS1
Gm23344,SNORD18
Snord16a,SNORD16
Gm22455,SNORD18
Snapc5,SNAPC5
Map2k1,MAP2K1
Grb10,GRB10
Egfl7,EGFL7
Aicda,AICDA
Creld1,CRELD1
Ccdc8,CCDC8
Tipin,TIPIN
Prss58,PRSS58
Dis3l,DIS3L
Dok2,DOK2
Efcab14,EFCAB14
Camkk1,CAMKK1
Trbv4,TRBV3-1
Gfra2,GFRA2
Rnf169,RNF169
Xrra1,XRRA1
Spata20,SPATA20
Trbv19,TRBV19
Ncbp3,NCBP3
Tex38,TEX38
Atpaf1,ATPAF1
Clmp,CLMP
Il1r2,IL1R2
Hspa8,HSPA8
Itgae,ITGAE
Mob3c,MOB3C
Mknk1,MKNK1
Snord14c,SNORD14
Snord14d,SNORD14
Bsx,BSX
Gng12,GNG12
Topaz1,TOPAZ1
Zbed6,ZBED6
Kif15,KIF15
Fndc3a,FNDC3A
Mir126a,ssc-mir-126
Gadd45a,GADD45A
Lax1,LAX1
Or51m1,OR51M1
Serbp1,SERBP1
Atp2b4,ATP2B4
Kncn,KNCN
Dmbx1,DMBX1
Haspin,HASPIN
P2rx5,P2RX5
Faah,FAAH
Naa20,NAA20
Or52w1,OR52W1
Emc6,EMC6
Fhip1b,FHIP1B
Tax1bp3,TAX1BP3
Dipk1b,DIPK1B
Tmem42,TMEM42
Htd2,HTD2
Snora43,SNORA17B
Il12rb2,IL12RB2
Crnkl1,CRNKL1
Lrrc41,LRRC41
Usp28,USP28
Rad54l,RAD54L
Surf6,SURF6
Med22,MED22
Terf1,TERF1
Gm5901,C11orf42
Cnga4,CNGA4
Pomgnt1,POMGNT1
Or1b1,OR1B1
Cavin3,CAVIN3
Sbspon,SBSPON
Zw10,ZW10
Cyp2f2,CYP2F1
Cfap61,CFAP61
4930444P10Rik,C8orf89
Ctns,CTNS
Rdh10,RDH10
Rab4b,RAB4B
Stau2,STAU2
Ephb6,EPHB6
Gtf2ird1,GTF2IRD1
Vstm2a,VSTM2A
Mia,MIA
Snrpa,SNRPA
Or5c1,OR5C1
Shpk,SHPK
Drd2,DRD2
Trpv6,TRPV6
Sec61g,SEC61G
Actmap,ACTMAP
Trpv5,TRPV5
Insm1,INSM1
Pdcl,PDCL
Ttc12,TTC12
Itpkc,ITPKC
Coq8b,COQ8B
Gm23969,SNORD24
Gm22879,SNORD36
Gm24134,SNORD36
Eif2ak4,EIF2AK4
Gm25698,U6
Llcfc1,LLCFC1
Col1a1,COL1A1
Kel,KEL
Or9a2,OR9A2
Ccdc77,CCDC77
Vsig10l2,VSIG10L2
Numbl,NUMBL
Ddx25,DDX25
Shkbp1,SHKBP1
Pus3,PUS3
Lurap1,LURAP1
Hyls1,HYLS1
Tspan1,TSPAN1
Pate2,PATE2
Kdm5a,KDM5A
Tmem69,TMEM69
Nasp,NASP
Trpv1,TRPV1
Pate3,PATE3
Pate1,PATE1
Blvrb,BLVRB
Sertad3,SERTAD3
Sertad1,SERTAD1
Prx,PRX
Irs1,IRS1
Rhbdd1,RHBDD1
Akr1a1,AKR1A1
Egfr,EGFR
Hipk4,HIPK4
Cecr2,CECR2
Pld3,PLD3
Rab23,RAB23
Gm25137,U6
Prdx1,PRDX1
Anln,ANLN
Bag2,BAG2
Etv2,ETV2
Zfp451,ZNF451
Slc30a2,SLC30A2
Rbm42,RBM42
Rp9,RP9
Trpv3,TRPV3
Matcap2,MATCAP2
Extl1,EXTL1
Fbxo48,FBXO48
Haus5,HAUS5
Plek,PLEK
Bcl2l13,BCL2L13
Bend6,BEND6
Pafah2,PAFAH2
Surf1,SURF1
Bid,BID
Dst,DST
Tent5a,TENT5A
Cnrip1,CNRIP1
Far2,FAR2
Carm1,CARM1
Ppp3r1,PPP3R1
Stmn1,STMN1
Rc3h2,RC3H2
Dnaaf10,DNAAF10
Atp4a,ATP4A
Ergic2,ERGIC2
Pno1,PNO1
Paqr7,PAQR7
Aunip,AUNIP
Etaa1,ETAA1
Mtfr1l,MTFR1L
Nt5e,NT5E
Tmem147,TMEM147
Srp14,SRP14
Gm23093,U6
Snx14,SNX14
Snord90,SNORD90
Zbtb6,ZBTB6
Zbtb26,ZBTB26
Selenon,SELENON
Bmf,BMF
Gapdhs,GAPDHS
Meis1,MEIS1
Ralgapa2,RALGAPA2
Man1c1,MAN1C1
Fgf15,FGF19
Ldlrap1,LDLRAP1
Crx,CRX
Tmco4,TMCO4
Selenow,SELENOW
Tmtc1,TMTC1
Rap1gap2,RAP1GAP2
Nop53,NOP53
Snord23,SNORD23
Ehd2,EHD2
Bicra,BICRA
Nbl1,NBL1
Syncrip,SYNCRIP
Zfp541,ZNF541
Capzb,CAPZB
Zfp800,ZNF800
Bub1b,BUB1B
Actr2,ACTR2
Gcc1,GCC1
Arf5,ARF5
Rab1a,RAB1A
Napa,NAPA
Fscn3,FSCN3
Kiz,KIZ
Pax4,PAX4
Kptn,KPTN
Cluh,CLUH
Foxa2,FOXA2
Thbd,THBD
Slc8a2,SLC8A2
Cd93,CD93
Rabgap1,RABGAP1
Slc66a1,SLC66A1
3110040N11Rik,C15orf40
Btbd1,BTBD1
Akr7a5,AKR7A2
Tm6sf1,TM6SF1
Tmem140,TMEM140
Mrto4,MRTO4
Wdr91,WDR91
Cep68,CEP68
Emc1,EMC1
Hdgfl3,HDGFL3
Slc1a4,SLC1A4
Phox2a,PHOX2A
Stra8,STRA8
Inppl1,INPPL1
Pafah1b1,PAFAH1B1
Strbp,STRBP
Gm23792,U6
Ccdc115,CCDC115
Imp4,IMP4
Ubr4,UBR4
Cnot4,CNOT4
Sertad2,SERTAD2
Mier2,MIER2
Smarca4,SMARCA4
Mettl16,METTL16
Folr2,FOLR2
Ptpn18,PTPN18
Folr1,FOLR1
Crb2,CRB2
Fam117a,FAM117A
Cbarp,CBARP
Dennd1a,DENND1A
Mnt,MNT
Vwa3b,VWA3B
Nup205,NUP205
Aftph,AFTPH
Oaz1,OAZ1
Tomt,TOMT
Lamtor1,LAMTOR1
Ccdc32,CCDC32
Lrrc51,LRRC51
Anks1b,ANKS1B
Cnga3,CNGA3
Rpusd2,RPUSD2
Lhx2,LHX2
Inpp4a,INPP4A
Numa1,NUMA1
Sgsm2,SGSM2
Stmp1,STMP1
Slc13a4,SLC13A4
Dock6,DOCK6
Pygb,PYGB
Fam180a,FAM180A
Mtpn,MTPN
Krba1,KRBA1
Peli1,PELI1
Slc45a1,SLC45A1
Rnf121,RNF121
Rad51,RAD51
Tsr1,TSR1
Camta1,CAMTA1
Abhd12,ABHD12
Angptl8,ANGPTL8
Rab3d,RAB3D
Zfp467,ZNF467
Vps54,VPS54
Tmem205,TMEM205
Ccdc159,CCDC159
Rmdn3,RMDN3
Gde1,GDE1
Ccp110,CCP110
Dnajc11,DNAJC11
Dnajc17,DNAJC17
Cfap54,CFAP54
Gm14137,C15orf62
Zfyve19,ZFYVE19
Plppr2,PLPPR2
Vps35l,VPS35L
Srr,SRR
Thap3,THAP3
Spint1,SPINT1
Phf13,PHF13
Nup107,NUP107
Coa5,COA5
Klhl21,KLHL21
Ube4a,UBE4A
Zbtb48,ZBTB48
Unc50,UNC50
Rhov,RHOV
Vps18,VPS18
Tas1r1,TAS1R1
Nr6a1,NR6A1
Nol9,NOL9
Il1r1,IL1R1
Ugp2,UGP2
Atp6v0e2,ATP6V0E2
Prim1,PRIM1
Lrrc61,LRRC61
Il1rl2,IL1RL2
Rarres2,RARRES2
Stat2,STAT2
Dll4,DLL4
Smg6,SMG6
Il1rl1,IL1RL1
Chac1,CHAC1
Repin1,REPIN1
Nsfl1c,NSFL1C
Actrt2,ACTRT2
Cd3d,CD3D
Gimap8,GIMAP8
Chchd10,CHCHD10
Cd3e,CD3E
Smyd1,SMYD1
Gm867,C22orf15
Knop1,KNOP1
Vpreb3,VPREB3
Mdh1,MDH1
Hes5,HES5
Mir181b-2,ssc-mir-181b-2
Olfml2a,OLFML2A
Pank4,PANK4
Il18r1,IL18R1
Mpzl2,MPZL2
Iqck,IQCK
Zfp280b,ZNF280B
Il18rap,IL18RAP
Mpzl3,MPZL3
Wdpcp,WDPCP
Prtn3,PRTN3
Gprc5b,GPRC5B
Slc9a4,SLC9A4
Wdr38,WDR38
Tex36,TEX36
Edrf1,EDRF1
Krcc1,KRCC1
Sdcbp2,SDCBP2
Tns1,TNS1
Tmem240,TMEM240
Zdhhc21,ZDHHC21
Cd8b1,CD8B
Scn2b,SCN2B
Ino80,INO80
Otx1,OTX1
Cd8a,CD8A
Tmprss4,TMPRSS4
Cer1,CER1
Ehbp1,EHBP1
Pcsk9,PCSK9
Rmnd5a,RMND5A
Smim35,SMIM35
Bsnd,BSND
Rnf103,RNF103
Tmem61,TMEM61
Il10ra,IL10RA
Chmp3,CHMP3
Nsg1,NSG1
Arpc5l,ARPC5L
Kdm3a,KDM3A
Tmprss13,TMPRSS13
Czib,CZIB
Uros,UROS
Ybey,YBEY
Exd1,EXD1
Tmem17,TMEM17
Mcm3ap,MCM3AP
Zbtb49,ZBTB49
Skap1,SKAP1
Snph,SNPH
Lss,LSS
Bccip,BCCIP
Lyar,LYAR
Fank1,FANK1
Cnbp,CNBP
Rufy4,RUFY4
Tbx21,TBX21
Dhx32,DHX32
Pigb,PIGB
Chp1,CHP1
Cpt2,CPT2
Spatc1l,SPATC1L
Arpc2,ARPC2
Tmem128,TMEM128
Hcfc2,HCFC2
Kpnb1,KPNB1
Me1,ME1
Slc1a7,SLC1A7
Tmem74bos,C20orf202
Tmem74b,TMEM74B
Drd5,DRD5
Oip5,OIP5
Nfyb,NFYB
Slc2a9,SLC2A9
Psmf1,PSMF1
Plxna1,PLXNA1
Podn,PODN
Prss35,PRSS35
Snap91,SNAP91
Psmc4,PSMC4
Txnrd1,TXNRD1
Gpbar1,GPBAR1
Aamp,AAMP
Nusap1,NUSAP1
Npepps,NPEPPS
Gm23354,U6
Chchd6,CHCHD6
Pnkd,PNKD
Txnrd3,TXNRD3
Ndufaf1,NDUFAF1
Golga1,GOLGA1
Fbl,FBL
Otop1,OTOP1
Dyrk1b,DYRK1B
Ptbp1,PTBP1
Slc6a6,SLC6A6
Auts2,AUTS2
Mrpl45,MRPL45
Echdc2,ECHDC2
Tug1,TUG1
Eid2,EID2
Selenov,SELENOV
Dll3,DLL3
Grip2,GRIP2
Timm50,TIMM50
Plscr5,PLSCR5
Usp37,USP37
Scai,SCAI
Supt5,SUPT5H
Ift22,IFT22
Ccdc174,CCDC174
Fis1,FIS1
Plscr4,PLSCR4
Zyg11a,ZYG11A
Cldn15,CLDN15
Cnot9,CNOT9
Plod2,PLOD2
Ppp6c,PPP6C
Znhit1,ZNHIT1
Zyg11b,ZYG11B
Fgd5,FGD5
Plcd4,PLCD4
Tlx3,TLX3
Heatr9,HEATR9
Lrp1b,LRP1B
Gm23247,U6
Ccl5,CCL5
Cylc2,CYLC2
Plod3,PLOD3
Fsd1l,FSD1L
Serac1,SERAC1
Ccl3,CCL3L1
Mst1r,MST1R
Cyp2e1,CYP2E1
Nmt1,NMT1
Vgf,VGF
Musk,MUSK
Ap1s1,AP1S1
Nr2c2,NR2C2
Plcd3,PLCD3
Syce1,SYCE1
Camkv,CAMKV
Trim56,TRIM56
Gtf2h5,GTF2H5
Ache,ACHE
Traip,TRAIP
Hexim1,HEXIM1
Hexim2,HEXIM2
Ufsp1,UFSP1
Trip6,TRIP6
Mrps25,MRPS25
Cimap1a,CIMAP1A
Fmnl1,FMNL1
Rbsn,RBSN
Bet1l,BET1L
Nt5dc3,NT5DC3
Slc12a9,SLC12A9
Tle1,TLE1
Uba7,UBA7
Tmem181a,TMEM181
Trh,TRH
Ric8a,RIC8A
Arhgap15,ARHGAP15
Uqcc6,UQCC6
Nanog,NANOG
Ephb4,EPHB4
Hsp90b1,HSP90B1
Sirt3,SIRT3
Gm56474,U6
Gtdc1,GTDC1
Bcs1l,BCS1L
Psmd13,PSMD13
Foxj2,FOXJ2
Rnf25,RNF25
