Gene name,Mouse gene name
HACD4,Hacd4
IDNK,Idnk
SIGMAR1,Sigmar1
LSM12,Lsm12
MINK1,Mink1
G6PC3,G6pc3
SERPINF2,Serpinf2
U6,Gm23264
RNF43,Rnf43
WDR12,Wdr12
UBQLN1,Ubqln1
LCN10,Lcn10
DCTN3,Dctn3
MYO1D,Myo1d
NKIRAS2,Nkiras2
GKAP1,Gkap1
SERPINF1,Serpinf1
GPR107,Gpr107
SNORA17B,Snora43
FOCAD,Focad
DIPK1B,Dipk1b
SMYD4,Smyd4
SUPT4H1,Supt4a
CARF,Carf
MYL9,Myl9
ZNF385C,Zfp385c
CNTFR,Cntfr
RPA1,Rpa1
AGPAT2,Agpat2
ZC3H12C,Zc3h12c
MTCL2,Mtcl2
ST14,St14
HDAC5,Hdac5
TMEM98,Tmem98
MIR142,Mir142
KIF27,Kif27
AKAP10,Akap10
TLDC2,Tldc2
MIR126,Mir126a
DHX58,Dhx58
RTN4RL1,Rtn4rl1
EGFL7,Egfl7
SPACA3,Spaca3
DNAI1,Dnai1
TNS1,Tns1
SAMHD1,Samhd1
NOTCH1,Notch1
NBEAL1,Nbeal1
KAT2A,Kat2a
ZBTB44,Zbtb44
TSPOAP1,Tspoap1
QNG1,Qng1
FAM219A,Fam219a
RDX,Rdx
RAB5C,Rab5c
DPH1,Dph1
ASIC2,Asic2
RBL1,Rbl1
FNBP1,Fnbp1
SPMIP6,Spmip6
HNRNPK,Hnrnpk
KCNH4,Kcnh4
ADAMTS8,Adamts8
CYP20A1,Cyp20a1
CHRNE,Chrne
HCRT,Hcrt
SEC16A,Sec16a
GHDC,Ghdc
MYORG,Myorg
MIR132,Mir132
ADAMTS15,Adamts15
MIR7-1,Mir7-1
RMI1,Rmi1
FDX1,Fdx1
STAT5B,Stat5b
NUDT2,Nudt2
FAM240B,Fam240b
MPO,Mpo
RNU6-765P,Gm22070
MROH8,Mroh8
SLC25A11,Slc25a11
SLC28A3,Slc28a3
KIF24,Kif24
SMG6,Smg6
STAT5A,Stat5a
CCL2,Ccl2
GNA14,Gna14
ABI2,Abi2
PGM5,Pgm5
ARHGAP20,Arhgap20
SNX19,Snx19
LPO,Lpo
CCL7,Ccl7
CCL11,Ccl11
MIR491,Mir491
RNF167,Rnf167
HROB,Hrob
TMEM252,Tmem252
INPP5E,Inpp5e
UBAP1,Ubap1
SRR,Srr
RPN2,Rpn2
SPECC1,Specc1
CCL8,Ccl8
USP20,Usp20
STAT3,Stat3
PMPCA,Pmpca
RRAGA,Rraga
ASB16,Asb16
MLLT3,Mllt3
NTRK2,Ntrk2
TSR1,Tsr1
MKS1,Mks1
TMUB2,Tmub2
SPAG7,Spag7
ENTR1,Entr1
NTM,Ntm
GHRH,Ghrh
TOR1A,Tor1a
POU2AF2,Pou2af2
PIP5K1B,Pip5k1b
MANBAL,Manbal
SNAPC4,Snapc4
TMEM132E,Tmem132e
DCAF12,Dcaf12
ZNF510,Zfp819
EPX,Epx
ATXN7L3,Atxn7l3
SRC,Src
ADAMTSL1,Adamtsl1
CARD9,Card9
PRXL2C,Prxl2c
SLC24A2,Slc24a2
OR4D1,Or4d1
ATP6V0A1,Atp6v0a1
DYNLL2,Dynll2
TOR1B,Tor1b
DNLZ,Dnlz
POU2AF1,Pou2af1
SGSM2,Sgsm2
BLCAP,Blcap
SRSF1,Srsf1
PTGES,Ptges
U2,Gm25560
CCT6B,Cct6b
UBTF,Ubtf
CEP78,Cep78
PRRX2,Prrx2
GPSM1,Gpsm1
BTG4,Btg4
ACER2,Acer2
OPCML,Opcml
NAGLU,Naglu
MIR34C,Mir34c
ASB6,Asb6
HSD17B1,Hsd17b1
VEZF1,Vezf1
HABP4,Habp4
COASY,Coasy
HOATZ,Hoatz
NTMT1,Ntmt1
CTNNBL1,Ctnnbl1
CUEDC1,Cuedc1
ZNF367,Zfp367
SPATA19,Spata19
NOL6,Nol6
MRPS23,Mrps23
AGTPBP1,Agtpbp1
ZNF830,Zfp830
SLC35D2,Slc35d2
CAMTA2,Camta2
C9orf50,1700001O22Rik
CCDC187,Ccdc187
MLX,Mlx
CCDC182,Ccdc182
SH3GL2,Sh3gl2
FXN,Fxn
LIG3,Lig3
AQP3,Aqp3
SLC4A1,Slc4a1
VSTM2L,Vstm2l
DENND4C,Dennd4c
HSD17B3,Hsd17b3
PSMC3IP,Psmc3ip
AKAP1,Akap1
LAYN,Layn
QSOX2,Qsox2
TTI1,Tti1
PTPA,Ptpa
RETREG3,Retreg3
LHX3,Lhx3
USP22,Usp22
TJP2,Tjp2
CNTLN,Cntln
RPRD1B,Rprd1b
TUBG1,Tubg1
CD28,Cd28
NACC2,Nacc2
U6,Gm24631
TUBG2,Tubg2
INCA1,Inca1
TGM2,Tgm2
CTLA4,Ctla4
DHRS7B,Dhrs7b
CCR10,Ccr10
KIAA1755,D630003M21Rik
TLE4,Tle4
CRAT,Crat
KIF1C,Kif1c
CNTNAP1,Cntnap1
ICOS,Icos
TMEM11,Tmem11
NFX1,Nfx1
SIK2,Sik2
PLIN2,Plin2
BPI,Bpi
EZH1,Ezh1
CAMSAP1,Camsap1
HAUS6,Haus6
SCPEP1,Scpep1
NATD1,Natd1
ZFP3,Zfp3
DOLPP1,Dolpp1
RAMP2,Ramp2
ENTREP1,Entrep1
LBP,Lbp
SCIMP,Scimp
MAP2K3,Map2k3
COIL,Coil
CHMP5,Chmp5
FNDC8,Fndc8
SNORA71A,Gm26003
SNORA71C,Gm23925
NAA35,Naa35
NLE1,Nle1
TRIM25,Trim25
SPINK4,Spink4
BNC2,Bnc2
RALGAPB,Ralgapb
KYAT1,Kyat1
PTAR1,Ptar1
UNC45B,Unc45b
B4GALT1,B4galt1
PPP2R1B,Ppp2r1b
DGKE,Dgke
TLE1,Tle1
SLFN5,Slfn5
SMU1,Smu1
GOLM1,Golm1
C17orf67,Gm525
PARD3B,Pard3b
SPOUT1,Spout1
SOHLH1,Sohlh1
ANKFN1,Ankfn1
LCN9,Lcn9
TBC1D13,Tbc1d13
MFSD11,Mfsd11
PSMD12,Psmd12
GLT6D1,Glt6d1
WSB1,Wsb1
U6,Gm22364
SNORA71E,Gm25187
SNORA60,Gm25129
APTX,Aptx
MGAT5B,Mgat5b
ZER1,Zer1
TUT7,Tut7
CCDC171,Ccdc171
PCTP,Pctp
SLFN14,Slfn14
ZDHHC12,Zdhhc12
SLC32A1,Slc32a1
SESN3,Sesn3
TMEM100,Tmem100
ARL14EP,Arl14ep
RNU6-1249P,Gm23570
ACTR5,Actr5
NOL11,Nol11
SNORD7,Snord7
FSHB,Fshb
PEX12,Pex12
CFAP68,Cfap68
KSR1,Ksr1
MMD,Mmd
MRPS2,Mrps2
PIERCE1,Pierce1
FAM83D,Fam83d
HLF,Hlf
SEC14L1,Sec14l1
FAM76B,Fam76b
TMEM215,Tmem215
CRYAB,Cryab
DYNC2I2,Dync2i2
BPTF,Bptf
METTL15,Mettl15
OLFM1,Olfm1
C11orf52,2310030G06Rik
DAPK1,Dapk1
TOPORS,Topors
CEP57,Cep57
TNNI2,Tnni2
DHX35,Dhx35
GBX2,Gbx2
KIF18A,Kif18a
ASB18,Asb18
LSP1,Lsp1
RNU1-31P,Gm22220
MTMR2,Mtmr2
BDNF,Bdnf
IQCA1,Iqca1
DIXDC1,Dixdc1
SPTAN1,Sptan1
NRP2,Nrp2
LIN7C,Lin7c
RNU6-246P,Gm22681
NOS2,Nos2
ACKR3,Ackr3
ACTG1,Actg1
TOP1,Top1
MAML2,Maml2
RNU6-1051P,Gm23231
LGR4,Lgr4
PSIP1,Psip1
TNRC6C,Tnrc6c
COPS8,Cops8
FSCN2,Fscn2
PLCG1,Plcg1
TNNT3,Tnnt3
CCDC82,Ccdc82
INO80D,Ino80d
CDK20,Cdk20
FAAP100,Faap100
SNAPC3,Snapc3
CCDC34,Ccdc34
JRKL,Jrkl
U6,Gm23941
BBOX1,Bbox1
NPLOC4,Nploc4
COL6A3,Col6a3
COL5A1,Col5a1
ZHX3,Zhx3
LYRM9,Lyrm9
PIH1D2,Pih1d2
GLE1,Gle1
SPIN1,Spin1
NKAPD1,Nkapd1
NLK,Nlk
LPIN3,Lpin3
TSPAN10,Tspan10
FIBIN,Fibin
TIMM8B,Timm8b
NXNL2,Nxnl2
MLPH,Mlph
NDUFS1,Ndufs1
CNTN5,Cntn5
EMILIN3,Emilin3
OXLD1,Oxld1
SLC5A12,Slc5a12
TMC6,Tmc6
RXRA,Rxra
CCDC137,Ccdc137
PRLH,Prlh
TTC39B,Ttc39b
S1PR3,S1pr3
ODF2,Odf2
RAB17,Rab17
IL18,Il18
TMEM97,Tmem97
SHC3,Shc3
ANO3,Ano3
WDR5,Wdr5
CHD6,Chd6
TMC8,Tmc8
TEX12,Tex12
DIRAS2,Diras2
C17orf99,6030468B19Rik
ARHGAP42,Arhgap42
IFT20,Ift20
SYNGR2,Syngr2
NPB,Npb
BRD3,Brd3
BCO2,Bco2
ARSG,Arsg
MUC15,Muc15
TK1,Tk1
SNORD51,Gm26457
SNORA41,Snora41
CMKLR2,Cmklr2
SYK,Syk
TNFAIP1,Tnfaip1
PCYT2,Pcyt2
PTS,Pts
SLC16A6,Slc16a6
VAV2,Vav2
ZDBF2,Zdbf2
PLET1,Plet1
WIPI1,Wipi1
MIR675,Mir675
U6,Gm23247
LUZP2,Luzp2
AFMID,Afmid
CERCAM,Cercam
POLDIP2,Poldip2
SARDH,Sardh
TRPC6,Trpc6
AUH,Auh
CISD3,Cisd3
IGF2,Igf2
MAFG,Mafg
MIR219A2,Mir219a-2
ADAM23,Adam23
URM1,Urm1
TMEM199,Tmem199
NFIL3,Nfil3
PCGF2,Pcgf2
SEBOX,Sebox
FREM1,Frem1
PYCR1,Pycr1
ROR2,Ror2
PSMB3,Psmb3
DBH,Dbh
FAM20A,Fam20a
VTN,Vtn
TMEM235,Tmem235
CCBE1,Ccbe1
PIP4K2B,Pip4k2b
FAM163B,Fam163b
SLC27A4,Slc27a4
TH,Th
SVIP,Svip
MYADML2,Myadml2
ADAMTSL2,Adamtsl2
PTPRT,Ptprt
NOTUM,Notum
SARM1,Sarm1
CWC25,Cwc25
GAS2,Gas2
FAM237A,Fam237a
MYMK,Mymk
ABCA8,Abca8b
CEP126,Cep126
LMAN1,Lman1
RBM44,Rbm44
SPMAP1,Spmap1
SPTLC1,Sptlc1
FANCF,Fancf
RAMP1,Ramp1
RPL23,Rpl23
SLC17A6,Slc17a6
COQ4,Coq4
ASPSCR1,Aspscr1
SLC2A6,Slc2a6
CPLX4,Cplx4
NCAM1,Ncam1
SNORA21,Snora21
TRUB2,Trub2
PGS1,Pgs1
RAX,Rax
ANO5,Ano5
LASP1,Lasp1
CER1,Cer1
GRP,Grp
FBXO47,Fbxo47
YAP1,Yap1
ZDHHC21,Zdhhc21
ABCA9,Abca9
SEC11C,Sec11c
LRRC45,Lrrc45
PLXDC1,Plxdc1
DNAH17,Dnah17
RNU6-878P,Gm24536
RAC3,Rac3
ZNF532,Zfp532
DCXR,Dcxr
NELL1,Nell1
CACNB1,Cacnb1
ADAMTS13,Adamts13
RNU6-219P,Gm23205
CD81,Cd81
NFIB,Nfib
RFNG,Rfng
IARS1,Iars1
DNM1,Dnm1
REXO4,Rexo4
MALT1,Malt1
SCLY,Scly
ABCA6,Abca6
C9orf43,4933430I17Rik
STKLD1,Stkld1
GPS1,Gps1
STAC2,Stac2
CYTH1,Cyth1
TSSC4,Tssc4
SLC6A5,Slc6a5
SNORA84,Gm25394
ALPK2,Alpk2
TRPM5,Trpm5
ALAD,Alad
USP36,Usp36
FBXL20,Fbxl20
MIR122,Mir122
MIR199B,Mir199b
BIRC2,Birc2
DUS1L,Dus1l
SURF4,Surf4
ST6GALNAC6,St6galnac6
KLHL30,Klhl30
PRMT3,Prmt3
TIMP2,Timp2
ERFE,Erfe
BSPRY,Bspry
AK1,Ak1
CEP295NL,Cep295nl
SURF2,Surf2
KCNQ1,Kcnq1
HDHD3,Hdhd3
CENPP,Cenpp
SURF1,Surf1
ENG,Eng
TMEM123,Tmem123
MED1,Med1
ABCA5,Abca5
ILKAP,Ilkap
RUNDC3A,Rundc3a
LGALS3BP,Lgals3bp
WDR31,Wdr31
MED22,Med22
FPGS,Fpgs
OGN,Ogn
CANT1,Cant1
TTC12,Ttc12
CCDC57,Ccdc57
CDK9,Cdk9
DBX1,Dbx1
SLC25A39,Slc25a39
NEDD4L,Nedd4l
MMP7,Mmp7
SNORD36B,Gm22879
SNORD24,Gm23969
MAP2K6,Map2k6
SPACA7,Spaca7
C1QTNF1,C1qtnf1
MMP20,Mmp20
CDKN1C,Cdkn1c
PRPF4,Prpf4
SURF6,Surf6
CDK12,Cdk12
MMP27,Mmp27
TUBGCP3,Tubgcp3
GRN,Grn
HES6,Hes6
NAV2,Nav2
CSNK1D,Csnk1d
ENGASE,Engase
MMP8,Mmp8
DRD2,Drd2
SLC22A18,Slc22a18
KCNJ16,Kcnj16
SH2D3C,Sh2d3c
PER2,Per2
CDC26,Cdc26
PHLDA2,Phlda2
KCNJ2,Kcnj2
SLC31A1,Slc31a1
MPDZ,Mpdz
ITGA2B,Itga2b
CD7,Cd7
ZW10,Zw10
ANKRD12,Ankrd12
MMP3,Mmp3
PCDH20,Pcdh20
TRAF3IP1,Traf3ip1
GPATCH8,Gpatch8
RBFOX3,Rbfox3
SOX9,Sox9
MMP12,Mmp12
ATP11A,Atp11a
USP28,Usp28
OGFOD3,Ogfod3
SLC39A11,Slc39a11
FKBP15,Fkbp15
MISP,Misp
STARD3,Stard3
MMP13,Mmp13
SSTR2,Sstr2
HEXD,Hexd
FZD2,Fzd2
PTBP1,Ptbp1
TWSG1,Twsg1
ASB1,Asb1
MEIOC,Meioc
CYBC1,Cybc1
COG1,Cog1
DCLK1,Dclk1
DCUN1D5,Dcun1d5
CCDC43,Ccdc43
HTR3B,Htr3b
SNORA54,Gm23297
PNMT,Pnmt
HDAC4,Hdac4
TTC16,Ttc16
PPP4R1,Ppp4r1
RTBDN,Rtbdn
PGAP3,Pgap3
ENPP7,Enpp7
NARF,Narf
PTRH1,Ptrh1
E2F8,E2f8
HTR3A,Htr3a
CARS1,Cars1
PCDH9,Pcdh9
CFAP157,Cfap157
MTNAP1,Mtnap1
RAB31,Rab31
CBX2,Cbx2
SLITRK1,Slitrk1
ADAM11,Adam11
MED16,Med16
MAST1,Mast1
SLC31A2,Slc31a2
SLITRK6,Slitrk6
NDUFA10,Ndufa10
CBX8,Cbx8
FOXK2,Foxk2
CSRP3,Csrp3
SOHLH2,Sohlh2
STXBP1,Stxbp1
TXNDC2,Txndc2
ZBTB16,Zbtb16
ZFP37,Zfp37
CDC42EP4,Cdc42ep4
WDR45B,Wdr45b
VAPA,Vapa
RNU6-742P,Gm25814
R3HDM4,R3hdm4
SLITRK5,Slitrk5
NNMT,Nnmt
ZNF883,Zfp113
CCDC169,Ccdc169
DNASE2,Dnase2a
TBC1D16,Tbc1d16
SDK2,Sdk2
EFTUD2,Eftud2
ZDHHC13,Zdhhc13
KLF1,Klf1
C11orf71,Gm5617
ATP8B1,Atp8b1
NIBAN2,Niban2
SLC46A2,Slc46a2
MCF2L,Mcf2l
HIGD1B,Higd1b
TBCD,Tbcd
ERBB2,Erbb2
RBM7,Rbm7
SPART,Spart
GCDH,Gcdh
OTOS,Otos
KLHL1,Klhl1
OSBPL5,Osbpl5
CCDC103,Ccdc103
SNX30,Snx30
APCDD1,Apcdd1
ARID3A,Arid3a
GPC1,Gpc1
GAA,Gaa
DYNC2H1,Dync2h1
MIR17,Mir17
CCNA1,Ccna1
RPL38,Rpl38
GFAP,Gfap
MIR18A,Mir18
REXO2,Rexo2
NAPG,Napg
MIR19A,Mir19a
PTPN5,Ptpn5
SERTM1,Sertm1
CARD14,Card14
LRSAM1,Lrsam1
FAM187A,Fam187a
GPC5,Gpc5
RFXAP,Rfxap
SGSH,Sgsh
ZNF750,Zfp750
MIB1,Mib1
DACH1,Dach1
KIAA1958,E130308A19Rik
NXPE4,Nxpe4
TTYH2,Ttyh2
ANKMY1,Ankmy1
SLC26A11,Slc26a11
IMPA2,Impa2
KIF18B,Kif18b
TMEM259,Tmem259
METRNL,Metrnl
FARSA,Farsa
MIR1-2,Mir1a-2
MIR133A1,Mir133a-1
NARS1,Nars1
NXPE2,Nxpe2
MRGPRE,Mrgpre
RNU6-2,Gm23512
ZNRF4,Znrf4
HSDL2,Hsdl2
ALG5,Alg5
RNF213,Rnf213
ABHD3,Abhd3
GPC6,Gpc6
MRPL57,Mrpl57
SKA3,Ska3
TINCR,Tincr
LURAP1L,Lurap1l
MPPE1,Mppe1
FECH,Fech
C1QL1,C1ql1
JAK3,Jak3
TMEM86A,Tmem86a
ABCA7,Abca7
EXOSC8,Exosc8
DCAKD,Dcakd
SPTY2D1,Spty2d1
TYRP1,Tyrp1
SNRPD1,Snrpd1
DCT,Dct
SAFB2,Safb2
MZT1,Mzt1
ARHGAP45,Arhgap45
ONECUT2,Onecut2
DNAI2,Dnai2
GNAL,Gnal
ENDOV,Endov
ST8SIA3,St8sia3
NMT1,Nmt1
SNORD102,Gm25091
RNU4-9P,Gm56237
ESCO1,Esco1
SNORA27,Gm23202
TGDS,Tgds
RNPEPL1,Rnpepl1
POLR2E,Polr2e
RASL11A,Rasl11a
GRB7,Grb7
MICOS13,Micos13
CADM1,Cadm1
SLC2A8,Slc2a8
KIF19,Kif19a
BORA,Bora
NPTX1,Nptx1
XPO4,Xpo4
SUPT20H,Supt20
PTBP3,Ptbp3
GPX4,Gpx4
SNORA68,Snora68
CAPN10,Capn10
WDR7,Wdr7
GPR180,Gpr180
RPTOR,Rptor
RAD23A,Rad23a
SLC5A5,Slc5a5
F7,F7
TSG101,Tsg101
GREB1L,Greb1l
GADD45GIP1,Gadd45gip1
GPR142,Gpr142
GTF3A,Gtf3a
NADSYN1,Nadsyn1
DIS3,Dis3
DAND5,Dand5
GARNL3,Garnl3
PLCD3,Plcd3
F10,F10
GPRC5C,Gprc5c
MTIF3,Mtif3
CCDC124,Ccdc124
PIEZO2,Piezo2
ACBD4,Acbd4
PROZ,Proz
LNX2,Lnx2
TXNL1,Txnl1
CATSPERD,Catsperd
KCNN1,Kcnn1
STK11,Stk11
ABCC4,Abcc4
HEXIM1,Hexim1
BAIAP2,Baiap2
HEXIM2,Hexim2
DHCR7,Dhcr7
PDGFD,Pdgfd
PIBF1,Pibf1
ARRDC2,Arrdc2
SUSD1,Susd1
LDHC,Ldhc
POSTN,Postn
IKZF3,Ikzf3
GSX1,Gsx1
U6,Gm25126
PCID2,Pcid2
PDX1,Pdx1
CD300LB,Cd300lb
IL12RB1,Il12rb1
CDX2,Cdx2
NFIX,Nfix
CASP12,Casp12
CBARP,Cbarp
FMNL1,Fmnl1
ATP5F1D,Atp5f1d
MAST3,Mast3
PTPRD,Ptprd
FLT3,Flt3
MIDN,Midn
CD300E,Cd300e
TCF4,Tcf4
KLF12,Klf12
SHANK2,Shank2
PRR22,Prr22
CUL4A,Cul4a
KIF1A,Kif1a
NRTN,Nrtn
CIRBP,Cirbp
RNU6-710P,Gm23516
RAB37,Rab37
CEP131,Cep131
LYL1,Lyl1
PIK3R2,Pik3r2
ROCK1,Rock1
GTF2H1,Gtf2h1
UGCG,Ugcg
RALGPS1,Ralgps1
FAM174C,Fam174c
TRPC4,Trpc4
CLDN10,Cldn10
ZPBP2,Zpbp2
EFNA2,Efna2
IFI30,Ifi30
LAMP1,Lamp1
PAN3,Pan3
CTTN,Cttn
TRMT1,Trmt1
TEPSIN,Tepsin
ANKRD62,Gm57858
PWWP3A,Pwwp3a
AGXT,Agxt
RAB3A,Rab3a
TBC1D4,Tbc1d4
NDUFAF8,Ndufaf8
SPATA32,Spata32
MAB21L4,Mab21l4
UFM1,Ufm1
GRTP1,Grtp1
CIDEA,Cidea
SLC38A10,Slc38a10
CCDC68,Ccdc68
USP14,Usp14
MAP3K14,Map3k14
SHOC1,Shoc1
DZIP1,Dzip1
MPV17L2,Mpv17l2
RANBP3,Ranbp3
ARHGAP27,Arhgap27
RAB27B,Rab27b
HPS5,Hps5
ADPRHL1,Adprhl1
FLT1,Flt1
TUBB6,Tubb6
GAMT,Gamt
ORMDL3,Ormdl3
FREM2,Frem2
PDE4C,Pde4c
PPFIA1,Ppfia1
C18orf54,4930503L19Rik
DCUN1D2,Dcun1d2
ANGPTL2,Angptl2
PLEKHM1,Plekhm1
NACC1,Nacc1
RNU1-16P,Gm25130
PET100,Pet100
AFG3L2,Afg3l2
STARD6,Stard6
CIST1,Gm3336
GRIA4,Gria4
PSMD3,Psmd3
THOC1,Thoc1
TMEM135,Tmem135
DAZAP1,Dazap1
TMCO3,Tmco3
IQCN,Iqcn
PCP2,Pcp2
MTERF4,Mterf4
DNAJC3,Dnajc3
PRELID3A,Prelid3a
LRRC3C,Lrrc3c
POLI,Poli
STOML3,Stoml3
LSM4,Lsm4
MBD2,Mbd2
ATP4B,Atp4b
PASK,Pask
MSANTD4,Msantd4
STXBP2,Stxbp2
SAA4,Saa4
GRK1,Grk1
PROSER1,Proser1
KBTBD3,Kbtbd3
COLEC12,Colec12
CSF3,Csf3
AASDHPPT,Aasdhppt
DNAJC25,Dnajc25
TMEM255B,Tmem255b
PGPEP1,Pgpep1
CETN1,Cetn1
RAB38,Rab38
NHLRC3,Nhlrc3
SAAL1,Saal1
RFX2,Rfx2
POMP,Pomp
GAS6,Gas6
SPIRE1,Spire1
DMAC1,Dmac1
FADD,Fadd
PTGR1,Ptgr1
LHFPL6,Lhfpl6
GUCY1A2,Gucy1a2
SLC46A3,Slc46a3
COMMD6,Commd6
CTSC,Ctsc
UGGT2,Uggt2
C13orf46,1700029H14Rik
GDF15,Gdf15
SNORD124,Gm22059
ZNF483,Zkscan16
KDM4C,Kdm4c
MTUS2,Mtus2
LRRC25,Lrrc25
PLK5,Plk5
COG6,Cog6
GRM5,Grm5
RASA3,Rasa3
TYMS,Tyms
THRA,Thra
DCC,Dcc
MCEMP1,Mcemp1
SLC7A1,Slc7a1
ACSBG2,Acsbg2
SSBP4,Ssbp4
MBD3,Mbd3
ANO1,Ano1
UBL3,Ubl3
TRAPPC5,Trappc5
GLDC,Gldc
MED13L,Med13l
MLLT1,Mllt1
ALKBH8,Alkbh8
KATNAL1,Katnal1
ANO7,Ano7
FCER2,Fcer2a
NR1D1,Nr1d1
RNU6-64P,Gm55985
ACER1,Acer1
CDC16,Cdc16
TCF3,Tcf3
FOXO1,Foxo1
CEP76,Cep76
ECPAS,Ecpas
CLPP,Clpp
CLEC4G,Clec4g
MSL1,Msl1
MRPS31,Mrps31
TYR,Tyr
ELMOD1,Elmod1
ALKBH7,Alkbh7
ISYNA1,Isyna1
KPNA3,Kpna3
UHRF2,Uhrf2
USPL1,Uspl1
CASC3,Casc3
SLC25A15,Slc25a15
GTF2F1,Gtf2f1
ALOX5AP,Alox5ap
YES1,Yes1
HDLBP,Hdlbp
GOSR2,Gosr2
SPRYD7,Spryd7
ELF1,Elf1
PTPN2,Ptpn2
ATP8B3,Atp8b3
LMO7,Lmo7
MEDAG,Medag
UPF3A,Upf3a
RNU1-109P,Gm24446
SLC35F2,Slc35f2
ELL,Ell
RNU6-1188P,Gm55671
TEX26,Tex26
RAPGEFL1,Rapgefl1
TRIM13,Trim13
TPD52L3,Trpd52l3
NOX4,Nox4
ADCYAP1,Adcyap1
PHB1,Phb1
OXGR1,Oxgr1
WBP4,Wbp4
KCNRG,Kcnrg
CACNA1A,Cacna1a
FKBP8,Fkbp8
FGF3,Fgf3
SEPTIN2,Septin2
ZNF652,Zfp652
SPRING1,Spring1
IL33,Il33
SLC25A23,Slc25a23
KBTBD6,Kbtbd6
FGF4,Fgf4
METTL4,Mettl4
WNT9B,Wnt9b
CHAMP1,Champ1
FGF19,Fgf15
MIR15A,Mir15a
KBTBD7,Kbtbd7
MBNL2,Mbnl2
SEH1L,Seh1l
HSPH1,Hsph1
MTRF1,Mtrf1
OR2K2,Or2k2
U6,Gm54640
LTO1,LTO1
KXD1,Kxd1
PARD6G,Pard6g
PHOSPHO1,Phospho1
WNT3,Wnt3
WIPF2,Wipf2
FARP2,Farp2
DENND1C,Dennd1c
NDC80,Ndc80
UBA52,Uba52
RNFT2,Rnft2
EVI5L,Evi5l
RAP2A,Rap2a
NAA16,Naa16
GNGT2,Gngt2
CDC6,Cdc6
CCND1,Ccnd1
REX1BD,Rex1bd
RBFA,Rbfa
CRB3,Crb3
BRD10,Brd10
B4GALNT2,B4galnt2
CEP192,Cep192
TUBB4A,Tubb4a
MUSK,Musk
CRLF1,Crlf1
TXNL4A,Txnl4a
NSF,Nsf
IGF2BP1,Igf2bp1
FBXW8,Fbxw8
RARA,Rara
HSBP1L1,Hsbp1l1
LRRC8E,Lrrc8e
RGCC,Rgcc
IPO5,Ipo5
CD70,Cd70
RNU6-826P,Gm23622
SMCHD1,Smchd1
FOLH1,Folh1
C13orf42,Gm4131
TNFSF14,Tnfsf14
SCAMP4,Scamp4
SLC66A2,Slc66a2
GIP,Gip
LDLRAD4,Ldlrad4
TESC,Tesc
B3GLCT,B3glct
MAP2K7,Map2k7
VWA8,Vwa8
FAM124A,Fam124a
TOP2A,Top2a
SNF8,Snf8
FAM210A,Fam210a
STK25,Stk25
UBE2Z,Ube2z
KLHL26,Klhl26
IGFBP4,Igfbp4
FBXO21,Fbxo21
RNMT,Rnmt
TNS4,Tns4
SERPINE3,Serpine3
CRTC1,Crtc1
GPR108,Gpr108
CCR7,Ccr7
PLPP2,Plpp2
SNAPC2,Snapc2
BOK,Bok
BTBD2,Btbd2
CTDP1,Ctdp1
MIER2,Mier2
THAP4,Thap4
RXFP2,Rxfp2
MKNK2,Mknk2
INTS6,Ints6
TIMM44,Timm44
SVEP1,Svep1
NOS1,Nos1
CRHR1,Crhr1
ATG4B,Atg4b
TRIP10,Trip10
FARP1,Farp1
ELAVL1,Elavl1
DGKH,Dgkh
SPPL2C,Sppl2c
DTYMK,Dtymk
CERS1,Cers1
ING5,Ing5
WDFY2,Wdfy2
ACOD1,Acod1
D2HGDH,D2hgdh
IZUMO4,Izumo4
MADCAM1,Madcam1
KSR2,Ksr2
GDF1,Gdf1
FRY,Fry
CALCOCO2,Calcoco2
MAPT,Mapt
CLN5,Cln5
NEU4,Neu4
NFATC1,Nfatc1
RFC5,Rfc5
EMILIN2,Emilin2
KRT222,Krt222
COPE,Cope
AP3D1,Ap3d1
FBXL3,Fbxl3
GZMM,Gzmm
KRT24,Krt24
VAV1,Vav1
POLRMT,Polrmt
ZAR1L,Zar1l
LPIN2,Lpin2
KRT25,Krt25
STK24,Stk24
CERS4,Cers4
KRT26,Krt26
NAALAD2,Naalad2
RNF126,Rnf126
DDX49,Ddx49
CCDC70,Ccdc70
KRT27,Krt27
BRCA2,Brca2
PRSS57,Prss57
ATP9B,Atp9b
VSIG10,Vsig10
KANSL1,Kansl1
HOMER3,Homer3
PALM,Palm
KRT28,Krt28
SUGP2,Sugp2
KRT10,Krt10
AKAP11,Akap11
MYOM1,Myom1
TAOK3,Taok3
SLC15A1,Slc15a1
CD320,Cd320
KRT12,Krt12
CHORDC1,Chordc1
ATP7B,Atp7b
KRT20,Krt20
SF3A2,Sf3a2
TXNDC8,Txndc8
TNFSF11,Tnfsf11
RPS28,Rps28
KRT23,Krt23
ARMC6,Armc6
MYCBP2,Mycbp2
ADGRE1,Adgre1
TTLL6,Ttll6
YJU2B,Yju2b
PEBP1,Pbp2
FAM216B,Fam216b
ANGPTL4,Angptl4
ATP5F1A,Atp5f1a
OAZ1,Oaz1
MRI1,Mri1
MYL12B,Myl12a
FAT3,Fat3
HOXB13,Hoxb13
SUDS3,Suds3
EPSTI1,Epsti1
ZSWIM4,Zswim4
