Gene name,Gorilla gene name
TCEA1,TCEA1
CORO6,CORO6
LNX2,LNX2
INTS15,INTS15
NOX5,NOX5
MYH15,MYH15
SLC41A3,SLC41A3
NLRP14,NLRP14
GPD1,GPD1
EMG1,EMG1
SIRT6,SIRT6
ESR2,ESR2
SMPD1,SMPD1
PSAT1,PSAT1
PRKAR2A,PRKAR2A
BEND4,BEND4
KLHL7,KLHL7
MPIG6B,MPIG6B
CEACAM7,CEACAM7
TSHR,TSHR
HEMGN,HEMGN
BTN1A1,BTN1A1
PLA2G1B,PLA2G1B
NCR3LG1,NCR3LG1
STX10,STX10
NDUFV3,NDUFV3
THPO,THPO
MDH1,MDH1
BBS7,BBS7
ITCH,ITCH
PRSS55,PRSS55
STC1,STC1
IPMK,IPMK
GFM1,GFM1
CNOT6,CNOT6
MAPDA,ADAL
UBE2Q2,UBE2Q2
SLC46A3,SLC46A3
PAPSS2,PAPSS2
CAVIN4,CAVIN4
NRG3,NRG3
NCLN,NCLN
C2,CFB
WNT7A,WNT7A
CCNG1,CCNG1
GYG1,GYG1
YIPF4,YIPF4
PHLPP2,PHLPP2
KISS1R,KISS1R
CYP3A4,CYP3A4
CHST9,CHST9
JMJD7,JMJD7
RPRD1B,RPRD1B
IKZF1,IKZF1
LPCAT3,LPCAT3
ZAR1L,ZAR1L
PEX16,PEX16
POLG2,POLG2
RNFT2,RNFT2
SHANK3,SHANK3
STAP2,STAP2
ORC1,ORC1
MAP3K15,MAP3K15
CALCA,CALCA
TMC7,TMC7
SOS2,SOS2
GLRX,GLRX
WASF3,WASF3
GAD2,GAD2
ZFP69,ZFP69
SPPL2B,SPPL2B
RNF185,RNF185
FAXC,FAXC
TRIM72,TRIM72
CSGALNACT1,CSGALNACT1
CLCN6,CLCN6
RPS6KA2,RPS6KA2
CRISP2,CRISP2
RBM25,RBM25
GTF3C3,GTF3C3
CAPN9,CAPN9
YWHAQ,YWHAQ
SWAP70,SWAP70
ACOD1,ACOD1
PIM1,PIM1
MAP7D1,MAP7D1
CCDC117,CCDC117
APEX1,APEX1
TMED5,TMED5
CEP70,CEP70
SPINK5,SPINK5
GALNT10,GALNT10
C1QTNF2,C1QTNF2
LRP1B,LRP1B
AKAIN1,AKAIN1
GEMIN2,GEMIN2
PYGO1,PYGO1
CALY,CALY
ZNF32,ZNF32
EIF1AD,EIF1AD
NUF2,NUF2
HEPHL1,HEPHL1
PUS10,PUS10
ZNF566,ZNF566
TRPM2,TRPM2
LRRC57,LRRC57
IVD,IVD
GNA12,GNA12
GPR179,GPR179
BICDL1,BICDL1
ERP27,ERP27
FBXO47,FBXO47
RASL12,RASL12
RGS19,RGS19
MGAT4B,MGAT4B
ANKRD1,ANKRD1
GALE,GALE
AMBP,AMBP
PDZK1IP1,PDZK1IP1
CDSN,CDSN
STOML3,STOML3
TRMT5,TRMT5
UTRN,UTRN
ACSF3,ACSF3
KLF15,KLF15
CHRNA3,CHRNA3
AKNAD1,AKNAD1
ARID2,ARID2
SLC30A2,SLC30A2
TRIP4,TRIP4
HSD11B1L,HSD11B1L
DICER1,DICER1
WDR45B,WDR45B
GFI1B,GFI1B
CNTFR,CNTFR
UST,UST
ANKRA2,ANKRA2
CKAP4,CKAP4
POGK,POGK
ZIC1,ZIC1
SLC46A1,SLC46A1
BACE1,BACE1
PAFAH1B1,PAFAH1B1
DOK4,DOK4
PPARG,PPARG
MUTYH,MUTYH
L3MBTL4,L3MBTL4
PDLIM4,PDLIM4
COG7,COG7
ADARB2,ADARB2
MYO19,MYO19
IARS1,IARS1
ABTB2,ABTB2
ADAM2,ADAM2
IGSF6,IGSF6
MVP,MVP
SDAD1,SDAD1
CLPX,CLPX
SSR4,SSR4
TSEN2,TSEN2
SLC9A3,SLC9A3
HHAT,HHAT
ZNF510,ZNF510
NEURL4,NEURL4
TADA2A,TADA2A
MAP1S,MAP1S
SASH1,SASH1
EPS8L3,EPS8L3
DOP1B,DOP1B
OGFOD2,OGFOD2
IRAK4,IRAK4
ARHGAP31,ARHGAP31
PPP1CA,PPP1CA
SMCHD1,SMCHD1
HMGN2,HMGN2
EPHB2,EPHB2
CRCP,CRCP
SEZ6L,SEZ6L
PLIN1,PLIN1
DCLRE1C,DCLRE1C
HDAC10,HDAC10
F2,F2
DLX5,DLX5
C1QC,C1QC
BLTP3A,BLTP3A
LPAR1,LPAR1
WNT8A,WNT8A
SPEGNB,SPEGNB
MED21,MED21
SLC12A4,SLC12A4
CAMK2N2,CAMK2N2
GP1BB,GP1BB
HTR3A,HTR3A
STRAP,STRAP
ANKEF1,ANKEF1
SDSL,SDSL
VPS13C,VPS13C
CDKN2AIPNL,CDKN2AIPNL
RFC1,RFC1
C7orf78,C7orf78
IGFBP7,IGFBP7
MOG,MOG
SLC27A2,SLC27A2
TNS3,TNS3
CCND2,CCND2
VOPP1,VOPP1
CROCC2,CROCC2
WDFY3,WDFY3
KIF13B,KIF13B
HOXB5,HOXB5
ZNF800,ZNF800
OSBPL3,OSBPL3
PSME3IP1,PSME3IP1
XAGE3,XAGE3
GSC,GSC
WNT8B,WNT8B
YES1,YES1
TBX22,TBX22
CNKSR2,CNKSR2
VAV1,VAV1
CASP8AP2,CASP8AP2
NTM,NTM
IFITM1,IFITM1
ISG20,ISG20
EFNB1,EFNB1
SCEL,SCEL
PPIP5K2,PPIP5K2
RASSF4,RASSF4
FBXO10,FBXO10
ZFYVE27,ZFYVE27
USP11,USP11
NTN5,NTN5
HMGXB4,HMGXB4
C1QTNF7,C1QTNF7
NAT9,NAT9
CENPO,CENPO
ONECUT1,ONECUT1
CHODL,CHODL
PBX1,PBX1
TTC5,TTC5
SPHK1,SPHK1
AGPAT3,AGPAT3
FZD6,FZD6
EPB41L5,EPB41L5
UBE2O,UBE2O
CYP3A5,CYP3A5
TIMM13,TIMM13
COPS8,COPS8
MINDY4,MINDY4
ATP1A3,ATP1A3
MRPS27,MRPS27
SPAG16,SPAG16
ANKUB1,ANKUB1
OTOS,OTOS
MIEF1,MIEF1
MRPS10,MRPS10
NOC3L,NOC3L
VEPH1,VEPH1
HIVEP3,HIVEP3
FBXW5,FBXW5
RASSF2,RASSF2
CLEC9A,CLEC9A
NDUFAF6,NDUFAF6
CFHR4,CFHR4
TMT1A,TMT1A
IQUB,IQUB
RELN,RELN
SPX,SPX
PPP1R14A,PPP1R14A
SKAP1,SKAP1
CLTCL1,CLTCL1
CYP1A1,CYP1A1
GIGYF2,GIGYF2
PRLH,PRLH
TRPA1,TRPA1
RASIP1,RASIP1
TTN,TTN
STIMATE,STIMATE
VWC2L,VWC2L
C6orf118,C6orf118
BUD31,BUD31
TEKT5,TEKT5
PARVA,PARVA
NIPSNAP3A,NIPSNAP3A
MARCHF1,MARCHF1
NXPE1,NXPE1
FBXW8,FBXW8
CD79B,CD79B
FBXL7,FBXL7
VPS4B,VPS4B
MRPL16,MRPL16
MARCO,MARCO
CENPJ,CENPJ
GBF1,GBF1
GASK1B,GASK1B
COL6A5,COL6A5
TCL1B,TCL1B
SNRPN,SNRPN
LRCH3,LRCH3
SH2D1A,SH2D1A
MYBL2,MYBL2
ANK2,ANK2
COX18,COX18
TARBP1,TARBP1
DDX24,DDX24
IMPDH1,IMPDH
NAA35,NAA35
NAALAD2,NAALAD2
ACAN,ACAN
MARS1,MARS1
PSD,PSD
RAI1,RAI1
GNB1L,GNB1L
GREB1,GREB1
PLPPR5,PLPPR5
ACY3,ACY3
ATP6V1C1,ATP6V1C1
PACRG,PACRG
TSPAN31,TSPAN31
TMEM67,TMEM67
PLA2R1,PLA2R1
NEMP2,NEMP2
RNFT1,RNFT1
MCM5,MCM5
CEACAM6,CEACAM6
KDSR,KDSR
DLX2,DLX2
RPL13A,RPL13A
MTHFD2,MTHFD2
ZNF320,ZNF320
KIF1C,KIF1C
HRAS,HRAS
RND3,RND3
ACOX3,ACOX3
S100A12,S100A12
SUGCT,SUGCT
C2orf81,C2orf81
CLPSL1,CLPSL1
HLA-G,HLA-G
DGCR6L,DGCR6L
NUDT7,NUDT7
LRRC2,LRRC2
TBXAS1,TBXAS1
HTRA2,HTRA2
SMCO1,SMCO1
BRCC3,BRCC3
IKZF3,IKZF3
MATR3,MATR3
OC90,OC90
ABHD12,ABHD12
CPNE6,CPNE6
ITGB5,ITGB5
AWAT1,AWAT1
CCNB1,CCNB1
SLC39A14,SLC39A14
ZNF233,ZNF233
SETMAR,SETMAR
TULP4,TULP4
IL10,IL10
PHF21B,PHF21B
GLDC,GLDC
PPP1R9B,PPP1R9B
PCSK1,PCSK1
CACNA1S,CACNA1S
FST,FST
COL8A2,COL8A2
KRT20,KRT20
SPEM1,SPEM1
KCNJ9,KCNJ9
PLAAT5,PLAAT5
PHB2,PHB2
IL17A,IL17A
SLC25A35,SLC25A35
PSMC3IP,PSMC3IP
GABRB1,GABRB1
RGS22,RGS22
PRTN3,PRTN3
CHRDL2,CHRDL2
SHE,SHE
WDR19,WDR19
CALHM4,CALHM4
THUMPD2,THUMPD2
CABLES2,CABLES2
FAM111B,FAM111B
GFRA1,GFRA1
INHBB,INHBB
PSMD5,PSMD5
OR52E5,OR52E5
TNR,TNR
POU2AF1,POU2AF1
CT83,CT83
RRM2,RRM2
CALHM6,CALHM6
CDC45,CDC45
ELAC1,ELAC1
SPI1,SPI1
DTWD1,DTWD1
CDH11,CDH11
CFAP47,CFAP47
TNFRSF19,TNFRSF19
MITF,MITF
KCNT2,KCNT2
AKR1A1,AKR1A1
ZNF792,ZNF792
FBXO16,FBXO16
CDH9,CDH9
ARMC8,ARMC8
ATP5PF,ATP5PF
FDCSP,FDCSP
OGFOD1,OGFOD1
SLC7A6,SLC7A6
FGFR1OP2,FGFR1OP2
OPLAH,OPLAH
CENPK,CENPK
DCTPP1,DCTPP1
COL6A3,COL6A3
MYD88,MYD88
FNDC1,FNDC1
DDIT4,DDIT4
SLC25A21,SLC25A21
RGS2,RGS2
MSANTD1,MSANTD1
PTPRM,PTPRM
SDHAF2,SDHAF2
ERBB2,ERBB2
MAPK1IP1L,MAPK1IP1L
TEAD1,TEAD1
TIPARP,TIPARP
PDZD9,PDZD9
RERE,RERE
RTF2,RTF2
SHFL,SHFL
LRRC19,LRRC19
LHFPL2,LHFPL2
FLT4,FLT4
GABRR1,GABRR1
LIPM,LIPM
IGFBP1,IGFBP1
KRT25,KRT25
RILPL1,RILPL1
ZNF148,ZNF148
ALDH18A1,ALDH18A1
CDH2,CDH2
WWC2,WWC2
CYP4V2,CYP4V2
BCAS3,BCAS3
G2E3,G2E3
ACOX2,ACOX2
STAT1,STAT1
ADAMTS18,ADAMTS18
BRSK1,BRSK1
PCDH7,PCDH7
EDDM13,EDDM13
DUSP19,DUSP19
GSTM4,GSTM4
TLCD3A,TLCD3A
TDP2,TDP2
ZMIZ1,ZMIZ1
PPIC,PPIC
BRME1,BRME1
DUSP3,DUSP3
APOE,APOE
UGT8,UGT8
CHMP4B,CHMP4B
DISP3,DISP3
CAT,CAT
BMP2K,BMP2K
TTBK1,TTBK1
SS18L2,SS18L2
RSPH1,RSPH1
SLC22A24,SLC22A24
SIVA1,SIVA1
ZNF276,ZNF276
SHC3,SHC3
HINT1,HINT1
HLA-DMB,HLA-DMB
CNN3,CNN3
SKA1,SKA1
RFX5,RFX5
PRKCQ,PRKCQ
PHB1,PHB1
TBC1D32,TBC1D32
PDE1C,PDE1C
SIX4,SIX4
HMMR,HMMR
ZFP36L1,ZFP36L1
CD163,CD163
TSGA10,TSGA10
CCT8,CCT8
DYTN,DYTN
P4HTM,P4HTM
CASK,CASK
BCO2,BCO2
AVP,AVP
NMNAT2,NMNAT2
EXOC2,EXOC2
SMPDL3A,SMPDL3A
HPN,HPN
WDR31,WDR31
MINDY1,MINDY1
CNIH4,CNIH4
UNC13A,UNC13A
HAPLN3,HAPLN3
ZNF221,ZNF221
MARCHF3,MARCHF3
ZNF534,ZNF534
ZNFX1,ZNFX1
FKBP3,FKBP3
FOXP2,FOXP2
RD3,RD3
TPRX1,TPRX1
FSD1L,FSD1L
CXXC1,CXXC1
PCGF2,PCGF2
APOBEC3D,APOBEC3C
CNTLN,CNTLN
IL36G,IL36G
KDM4B,KDM4B
SOX30,SOX30
NDUFA7,NDUFA7
TMEM43,TMEM43
MCOLN1,MCOLN1
ADGRF4,ADGRF4
MRPL46,MRPL46
P4HA2,P4HA2
LHFPL3,LHFPL3
TBC1D15,TBC1D15
PLCXD1,PLCXD1
WBP1L,WBP1L
C1orf162,C1orf162
ADRA1A,ADRA1A
RP1L1,RP1L1
PFDN1,PFDN1
RCN3,RCN3
LYPD6,LYPD6
CBX2,CBX2
PWP2,PWP2
CPPED1,CPPED1
OFD1,OFD1
ASB9,ASB9
SMARCD2,SMARCD2
KARS1,KARS1
TUBA4B,TUBA4B
CEP126,CEP126
ASF1B,ASF1B
CTTNBP2NL,CTTNBP2NL
MFSD13A,MFSD13A
GRHL3,GRHL3
RNF10,RNF10
RGS3,RGS3
CARTPT,CARTPT
SYNDIG1L,SYNDIG1L
CAPN6,CAPN6
MFSD3,MFSD3
LBH,LBH
MRPS25,MRPS25
IGSF23,IGSF23
FADD,FADD
SERPINA9,SERPINA9
GBX2,GBX2
WNT9A,WNT9A
EPHA4,EPHA4
ATF7IP2,ATF7IP2
SEC31A,SEC31A
ZNF133,ZNF133
ATG16L2,ATG16L2
FBXO6,FBXO6
IFNGR1,IFNGR1
VPREB1,VPREB1
GDF2,GDF2
REXO5,REXO5
LHFPL6,LHFPL6
DENND5A,DENND5A
IK,IK
KCNB2,KCNB2
C9orf78,C9orf78
DHX9,DHX9
GH2,GH2
MED18,MED18
USB1,USB1
STYXL2,STYXL2
DDN,DDN
NIF3L1,NIF3L1
TGM2,TGM2
TTLL6,TTLL6
METTL24,METTL24
CHN2,CHN2
HPCA,HPCA
KIF18A,KIF18A
CHRD,CHRD
MAP3K2,MAP3K2
SLC6A4,SLC6A4
CRIPTO3,CRIPTO3
MTHFSD,MTHFSD
OVOL3,OVOL3
TOR2A,TOR2A
PPM1N,PPM1N
CALN1,CALN1
ZNF33A,ZNF33A
TSPAN6,TSPAN6
DRD2,DRD2
PTP4A3,PTP4A3
CD36,CD36
ROBO3,ROBO3
PEG3,PEG3
KBTBD6,KBTBD6
SEMA4C,SEMA4C
SRGAP3,SRGAP3
C6orf15,C6orf15
SBF1,SBF1
REXO4,REXO4
YTHDF3,YTHDF3
XXYLT1,XXYLT1
GAPDH,GAPDH
ARHGEF17,ARHGEF17
ULBP1,ULBP1
ECHDC2,ECHDC2
DCTN5,DCTN5
EBF2,EBF2
RIGI,RIGI
SERINC4,SERINC4
NDUFB5,NDUFB5
TMSB10,TMSB10
ENTPD7,ENTPD7
PLAC8L1,PLAC8L1
TOX3,TOX3
DENND2D,DENND2D
RIN3,RIN3
HOXD1,HOXD1
STOM,STOM
SLC2A1,SLC2A1
GLG1,GLG1
TCP11,TCP11
KCTD18,KCTD18
COL14A1,COL14A1
ZNF644,ZNF644
KDM6B,KDM6B
DPEP2,DPEP2
SEPHS1,SEPHS1
ANTXR1,ANTXR1
CTSA,CTSA
TMEM131,TMEM131
DUSP11,DUSP11
MGAT5B,MGAT5B
ZNF484,ZNF484
CTTNBP2,CTTNBP2
RDH5,RDH5
SH2D5,SH2D5
SAMD13,SAMD13
RGS9,RGS9
CAMK2N1,CAMK2N1
TPO,TPO
UBE2K,UBE2K
FAM210A,FAM210A
POLR3C,POLR3C
SMG7,SMG7
KIAA2012,KIAA2012
MCTP1,MCTP1
SLC5A10,SLC5A10
ZKSCAN1,ZKSCAN1
ERC1,ERC1
PRDM13,PRDM13
LCE5A,LCE5A
ITGAX,ITGAX
TTC21A,TTC21A
KIF4A,KIF4A
BCKDHA,BCKDHA
NT5DC3,NT5DC3
IFI44,IFI44
C1orf116,C1orf116
PUM1,PUM1
UBXN2A,UBXN2A
TSTD1,TSTD1
SMIM23,SMIM23
PPP3CA,PPP3CA
B3GAT1,B3GAT1
C8A,C8A
HERC3,HERC3
KRTAP22-2,KRTAP22-2
ABCB4,ABCB4
ESCO1,ESCO1
JKAMP,JKAMP
AQP10,AQP10
ZNF219,ZNF219
TRIB3,TRIB3
CEACAM16,CEACAM16
STAT3,STAT3
TBKBP1,TBKBP1
SLC25A37,SLC25A37
GABRB2,GABRB2
USP13,USP13
TSPO2,TSPO2
SCAI,SCAI
BCAM,BCAM
GRAMD1A,GRAMD1A
SDC3,SDC3
NAA30,NAA30
HDAC7,HDAC7
ESR1,ESR1
CDCA5,CDCA5
ZDHHC17,ZDHHC17
FUS,FUS
MEP1B,MEP1B
DENND5B,DENND5B
PHKB,PHKB
HECW1,HECW1
SH2D3A,SH2D3A
DCTN4,DCTN4
EML6,EML6
S100A2,S100A2
TBCD,TBCD
BSDC1,BSDC1
DGKQ,DGKQ
PARP14,PARP14
CRYBG2,CRYBG2
SEL1L,SEL1L
EXOSC8,EXOSC8
EXPH5,EXPH5
KCNQ2,KCNQ2
WBP2NL,WBP2NL
OPA1,OPA1
WSB2,WSB2
DNAI1,DNAI1
VSTM2B,VSTM2B
RAB28,RAB28
KLHL22,KLHL22
FZD3,FZD3
BBOF1,BBOF1
PRMT5,PRMT5
NPM3,NPM3
ZNF598,ZNF598
SLC14A2,SLC14A2
FOXN2,FOXN2
ANKS1B,ANKS1B
DNAI3,DNAI3
TTC32,TTC32
TNFRSF9,TNFRSF9
NR4A3,NR4A3
DDX60L,DDX60L
TFG,TFG
AP4B1,AP4B1
ABCF3,ABCF3
GRAMD2A,GRAMD2A
BCKDHB,BCKDHB
SRFBP1,SRFBP1
PRADC1,PRADC1
TERF1,TERF1
TAX1BP3,TAX1BP3
ZNF776,ZNF776
AIF1,AIF1
ZFYVE9,ZFYVE9
IFT43,IFT43
S100PBP,S100PBP
MAN1C1,MAN1C1
ZNF638,ZNF638
FOXL2NB,FOXL2NB
RSKR,RSKR
AKR7A2,AKR7A2
GPC5,GPC5
ATP5F1C,ATP5F1C
IKBKB,IKBKB
RIPOR1,RIPOR1
SH2B1,SH2B1
ARHGAP10,ARHGAP10
PAICS,PAICS
CELF6,CELF6
CAVIN1,CAVIN1
DNAH11,DNAH11
PRSS57,PRSS57
CNNM1,CNNM1
GATA2,GATA2
BCL7A,BCL7A
DSC3,DSC3
CELA2B,CELA2B
BID,BID
SIGLEC15,SIGLEC15
SRGN,SRGN
MOCOS,MOCOS
PLIN3,PLIN3
RHOB,RHOB
PCSK5,PCSK5
KIF21B,KIF21B
LUZP1,LUZP1
CTBS,CTBS
MNS1,MNS1
MYH1,MYH1
MMRN2,MMRN2
SLC22A3,SLC22A3
ZNF274,ZNF274
CMAS,CMAS
EFEMP1,EFEMP1
MLEC,MLEC
GCFC2,GCFC2
RNF111,RNF111
IGFALS,IGFALS
IBSP,IBSP
HTR3C,HTR3C
LGALS4,LGALS4
MUC7,MUC7
CLCA2,CLCA2
ZNF396,ZNF396
DERL3,DERL3
CFAP206,CFAP206
LY6K,LY6K
DAW1,DAW1
ANKRD2,ANKRD2
CCDC196,CCDC196
SNRPB,SNRPB
SSH3,SSH3
CMYA5,CMYA5
TMCC3,TMCC3
CBFB,CBFB
SV2B,SV2B
RIMKLA,RIMKLA
CLVS1,CLVS1
ACAD8,ACAD8
ZNF354B,ZNF354B
ADAM32,ADAM32
SNAP25,SNAP25
CXorf38,CXorf38
MAPKAPK2,MAPKAPK2
GCG,GCG
SAPCD1,SAPCD1
HABP4,HABP4
KCNC2,KCNC2
TMEM170B,TMEM170B
B4GALNT1,B4GALNT1
CTHRC1,CTHRC1
OR5B2,OR5B2
THYN1,THYN1
TAX1BP1,TAX1BP1
LUC7L3,LUC7L3
LY9,LY9
C1orf210,C1orf210
ANGEL1,ANGEL1
AQP9,AQP9
CAMK1,CAMK1
ST6GALNAC5,ST6GALNAC5
AARS1,AARS
ELMO2,ELMO2
FAM81A,FAM81A
FLYWCH2,FLYWCH2
CTDSP1,CTDSP1
FAM83G,FAM83G
ABHD1,ABHD1
MREG,MREG
PCLAF,PCLAF
KIAA1755,KIAA1755
ZNF180,ZNF180
ADIPOQ,ADIPOQ
NALF1,NALF1
CNTN5,CNTN5
DSC2,DSC2
AHCTF1,AHCTF1
CDH15,CDH15
DZIP1L,DZIP1L
BMP2,BMP2
EMC4,EMC4
DFFB,DFFB
SRD5A1,SRD5A1
APPL1,APPL1
NDNF,NDNF
NELL2,NELL2
DGKI,DGKI
EIF3A,EIF3A
NRDE2,NRDE2
ISY1,ISY1
STRADA,STRADA
ATP2B1,ATP2B1
ST7,ST7
MRPL54,MRPL54
TAS2R1,TAS2R1
CXCL1,CXCL1
KPNA6,KPNA6
PPY,PPY
TMEM14C,TMEM14C
CXADR,CXADR
BET1,BET1
KRT16,KRT16
COL11A1,COL11A1
HRG,HRG
ZNF521,ZNF521
PER2,PER2
SCT,SCT
RNF103,RNF103
LDHAL6A,LDHAL6A
ZSCAN1,ZSCAN1
STOML1,STOML1
TF,TF
SMDT1,SMDT1
PRELP,PRELP
EPS8L2,EPS8L2
TMPRSS15,TMPRSS15
IGFLR1,IGFLR1
LYL1,LYL1
UBE2J2,UBE2J2
CCDC39,CCDC39
SETD4,SETD4
ATL1,ATL1
RESF1,RESF1
MMS22L,MMS22L
SLC25A30,SLC25A30
PALM3,PALM3
ANP32B,ANP32B
SLF2,SLF2
RRP9,RRP9
SPTA1,SPTA1
SERPINF1,SERPINF1
WDR6,WDR6
FMR1NB,FMR1NB
CYRIB,CYRIB
TUBB4A,TUBB4A
NPLOC4,NPLOC4
ARRB1,ARRB1
MTUS1,MTUS1
NBL1,NBL1
PDGFRA,PDGFRA
LYPD6B,LYPD6B
ASCC3,ASCC3
C1orf127,C1orf127
SSNA1,SSNA1
TMEM104,TMEM104
KRT15,KRT15
ATXN3,ATXN3
CSDE1,CSDE1
TNFAIP6,TNFAIP6
OGT,OGT
CDYL,CDYL
TMEM205,TMEM205
OR8B4,OR8B4
TRAPPC1,TRAPPC1
YTHDC1,YTHDC1
MSH4,MSH4
C1QTNF8,C1QTNF8
MYO7B,MYO7B
DSTN,DSTN
ZZZ3,ZZZ3
MYG1,MYG1
EMP3,EMP3
KANSL3,KANSL3
ELAPOR2,ELAPOR2
VSIG10L,VSIG10L
FHDC1,FHDC1
MRPS14,MRPS14
PMPCA,PMPCA
ZNF385B,ZNF385B
FTCDNL1,FTCDNL1
FAM83C,FAM83C
LIPH,LIPH
IPO4,IPO4
PADI3,PADI3
VCAN,VCAN
LACC1,LACC1
COQ3,COQ3
UBOX5,UBOX5
REG1B,REG1B
RIPPLY2,RIPPLY2
SLC7A7,SLC7A7
NXPE3,NXPE3
PRDM11,PRDM11
DLST,DLST
IP6K1,IP6K1
HTRA4,HTRA4
SEC14L6,SEC14L6
DEPDC1B,DEPDC1B
CA10,CA10
CD4,CD4
ALDH3B2,ALDH3B2
UPRT,UPRT
ZEB2,ZEB2
BTBD3,BTBD3
MAN1A2,MAN1A2
RIOK1,RIOK1
CR2,CR2
TCL1A,TCL1A
PRRG1,PRRG1
IGDCC4,IGDCC4
HNRNPK,HNRNPK
KDM1B,KDM1B
CDH8,CDH8
IMPDH2,IMPDH
BCL2L10,BCL2L10
MLYCD,MLYCD
SFT2D1,SFT2D1
PLAAT3,PLAAT3
SLX4,SLX4
ETV7,ETV7
DNAJC16,DNAJC16
C22orf23,C22orf23
RBBP8NL,RBBP8NL
MTMR3,MTMR3
TCTN3,TCTN3
DUSP23,DUSP23
H2BW4,H2BW1
METAP2,METAP2
MALL,MALL
ATCAY,ATCAY
HDAC9,HDAC9
SLCO3A1,SLCO3A1
RAVER2,RAVER2
CERS4,CERS4
USP2,USP2
TMEM120B,TMEM120B
TMEM220,TMEM220
ETS2,ETS2
UNC5D,UNC5D
PPFIBP2,PPFIBP2
PHACTR2,PHACTR2
FAM163B,FAM163B
MLN,MLN
GSX2,GSX2
CALHM5,CALHM5
C9orf72,C9orf72
TFDP1,TFDP1
AQP11,AQP11
SLC16A13,SLC16A13
SLC12A8,SLC12A8
GRIN2B,GRIN2B
PTGS2,PTGS2
TUBA1A,TUBA1A
NGRN,NGRN
FAM89B,FAM89B
ADAMTS1,ADAMTS1
PNKD,PNKD
GHRL,GHRL
CD83,CD83
ZNF878,ZNF878
SINHCAF,SINHCAF
GREB1L,GREB1L
PAIP2B,PAIP2B
ARMC3,ARMC3
NAB1,NAB1
TRAPPC9,TRAPPC9
PIAS3,PIAS3
KCNJ5,KCNJ5
SCGB3A2,SCGB3A2
ANAPC4,ANAPC4
LUC7L2,LUC7L2
MMEL1,MMEL1
LRRTM4,LRRTM4
SPECC1,SPECC1
MCOLN3,MCOLN3
HAO1,HAO1
ATXN7,ATXN7
NUTM1,NUTM1
CA11,CA11
FBXL2,FBXL2
SNIP1,SNIP1
ITGAL,ITGAL
CFAP97D2,CFAP97D2
ATG5,ATG5
ANKRD6,ANKRD6
TSG101,TSG101
CIB4,CIB4
HEXB,HEXB
LDLRAD4,LDLRAD4
ROR2,ROR2
BORA,BORA
TINF2,TINF2
LRP2,LRP2
RHBDL3,RHBDL3
FHL5,FHL5
PPIL4,PPIL4
HOXB13,HOXB13
CFAP161,CFAP161
ADPRH,ADPRH
PLPP3,PLPP3
FBLIM1,FBLIM1
TRPV4,TRPV4
OBI1,OBI1
IRAK2,IRAK2
FBXO42,FBXO42
FGF20,FGF20
ZNF157,ZNF157
SNX14,SNX14
LCORL,LCORL
APOL6,APOL6
VN1R1,VN1R1
ZGPAT,ZGPAT
NR4A1,NR4A1
SEBOX,SEBOX
REG3G,REG3G
CDH18,CDH18
BLTP2,BLTP2
GET3,ASNA1
WDR46,WDR46
CA12,CA12
LRFN1,LRFN1
PPP1R3F,PPP1R3F
PRKCD,PRKCD
TIAM2,TIAM2
SEC16A,SEC16A
ZFAND1,ZFAND1
COG5,COG5
PIM2,PIM2
ASB18,ASB18
CCDC112,CCDC112
TACR3,TACR3
EPB41L2,EPB41L2
TM7SF3,TM7SF3
MCM6,MCM6
CRX,CRX
MYC,MYC
HFM1,HFM1
CPSF4L,CPSF4L
GPR162,GPR162
ZBTB7C,ZBTB7C
TXNRD1,TXNRD1
ALPI,ALPI
ROCK1,ROCK1
ABHD8,ABHD8
CCDC17,CCDC17
HSD3B2,HSD3B2
EPHB1,EPHB1
NDC1,NDC1
NOL4,NOL4
MTIF2,MTIF2
FCRL5,FCRL5
SIL1,SIL1
MTMR4,MTMR4
LMNB2,LMNB2
ACHE,ACHE
LRRC18,LRRC18
SLC23A2,SLC23A2
PVALB,PVALB
HK2,HK2
CARMIL2,CARMIL2
NR1H3,NR1H3
RBM28,RBM28
TRIM62,TRIM62
EGR3,EGR3
MSL2,MSL2
ZNF697,ZNF697
TTC3,TTC3
SLC38A5,SLC38A5
CCDC6,CCDC6
KLF7,KLF7
SERPINB5,SERPINB5
ZNF554,ZNF554
ATP6V1G1,ATP6V1G1
BATF3,BATF3
LRRC8A,LRRC8A
LUZP2,LUZP2
LAMP1,LAMP1
NR1H2,NR1H2
NFATC4,NFATC4
METTL21C,METTL21C
FKBP7,FKBP7
OLFML1,OLFML1
KIF18B,KIF18B
APLP1,APLP1
C2CD2L,C2CD2L
GPATCH3,GPATCH3
RAD54L2,RAD54L2
LRRC34,LRRC34
SLC5A1,SLC5A1
PNMT,PNMT
LRRC24,LRRC24
TSC1,TSC1
PRDM5,PRDM5
GTF2B,GTF2B
TVP23A,TVP23A
SOX5,SOX5
CFAP144,CFAP144
RNF20,RNF20
TFE3,TFE3
SPNS1,SPNS1
AANAT,AANAT
CREB3L2,CREB3L2
ZUP1,ZUP1
WNT6,WNT6
SALL1,SALL1
HOXB7,HOXB7
NDUFA6,NDUFA6
RPS6KC1,RPS6KC1
ABRAXAS2,ABRAXAS2
HOXB8,HOXB8
