Gene name,Mouse Lemur gene name
CNTN2,CNTN2
CCNP,CCNP
ZFAND3,ZFAND3
MST1,MST1
C12orf42,C12orf42
AKT2,AKT2
RNVU1-33,U1
SNORD73A,SNORD73
BTBD9,BTBD9
FHIP1A,FAM160A1
GALNT17,WBSCR17
ASNSD1,ASNSD1
SNRNP25,SNRNP25
RN7SKP35,7SK
GATB,GATB
PIWIL1,PIWIL1
GLO1,GLO1
UTS2B,UTS2B
DNAJB6,DNAJB6
RN7SL465P,Metazoa_SRP
SLC22A2,SLC22A2
WFIKKN1,WFIKKN1
FOXRED1,FOXRED1
METTL26,METTL26
SLC22A3,SLC22A3
SLC25A26,SLC25A26
RBM27,RBM27
MAP3K4,MAP3K4
ANKAR,ANKAR
TSPAN4,TSPAN4
FBXL16,FBXL16
VEGFC,VEGFC
ABLIM3,ABLIM3
MSLNL,MSLNL
NEIL3,NEIL3
SRRM2,SRRM2
MIR128-1,MIR128-1
UBXN4,UBXN4
AGA,AGA
LCT,LCT
SYPL2,SYPL2
PTPRN2,PTPRN2
RNU1-45P,U1
CCSAP,CCSAP
Y_RNA,Y_RNA
RHBDD1,RHBDD1
SNORA62,SNORA62
ACTA1,ACTA1
RNU7-192P,U7
TXK,TXK
ZFP69,ZFP69
MIR153-2,MIR153-2
CAPZA2,CAPZA2
COL4A3,COL4A3
ZNF684,ZNF684
AFAP1L1,AFAP1L1
SH3BP2,SH3BP2
ZNF213,ZNF213
RXYLT1,TMEM5
SNORA73B,SNORA73
MED12L,MED12L
TRNAU1AP,TRNAU1AP
C19orf47,C19orf47
TRIM72,TRIM72
GRPEL2,GRPEL2
RUSF1,RUSF1
MORN3,MORN3
TM4SF20,TM4SF20
SNORD99,SNORD99
SNORA61,SNORA61
SNORA44,SNORA44
SNORA16A,SNORA16A
RAB42,RAB42
PCYOX1L,PCYOX1L
TMEM120B,TMEM120B
HEATR4,HEATR4
AGFG1,AGFG1
Y_RNA,Y_RNA
Y_RNA,Y_RNA
BLVRB,BLVRB
TMEM216,TMEM216
CDK18,CDK18
MAGI2,MAGI2
IL17B,IL17B
DENND2B,ST5
CNOT3,CNOT3
AGPAT4,AGPAT4
MIR143,MIR143
MIR145,MIR145
SLC36A1,SLC36A1
RHOF,RHOF
CBLN1,CBLN1
PRKN,PRKN
TXNDC16,TXNDC16
SETD2,SETD2
CHIC2,CHIC2
KIF3C,KIF3C
PACRG,PACRG
GSX2,GSX2
NAAA,NAAA
RNF145,RNF145
AGAP2,AGAP2
GPR137C,GPR137C
SUPT3H,SUPT3H
ERO1A,ERO1A
CDH5,CDH5
RAB10,RAB10
HERC3,HERC3
MIR26A2,MIR26A2
BICDL1,BICDL1
MIR7-3,MIR7-3
GOLT1A,GOLT1A
CD2AP,CD2AP
DNMT1,DNMT1
PRDM9,PRDM9
GAREM2,GAREM2
Y_RNA,Y_RNA
C1orf146,C2H1orf146
ARMC9,ARMC9
NAP1L5,NAP1L5
GLMN,GLMN
GCN1,GCN1
WWC1,WWC1
PLAC8,PLAC8
RN7SKP116,7SK
OPN5,OPN5
PSMC6,PSMC6
TERB1,TERB1
HTR3E,HTR3E
STAG3,STAG3
SLC16A10,SLC16A10
MFSD4B,MFSD4B
NAE1,NAE1
REV3L,REV3L
ABCF3,ABCF3
RPLP0,RPLP0
RN7SL824P,Metazoa_SRP
MNDA,MNDA
OR2W3,OR2W3
ZSCAN20,ZSCAN20
PANK3,PANK3
MIR103A1,MIR103A1
MYOC,MYOC
IQCE,IQCE
OSMR,OSMR
GABRD,GABRD
SETD5,SETD5
ANKRD6,ANKRD6
SBF2,SBF2
RICTOR,RICTOR
ZBTB17,ZBTB17
PXN,PXN
CA7,CA7
SRARP,C2H1orf64
RRAD,RRAD
HSPB7,HSPB7
CIBAR2,CIBAR2
ZG16B,ZG16B
C6orf62,C14H6orf62
PRSS22,PRSS22
ARMH2,ARMH2
SYNCRIP,SYNCRIP
HYDIN,HYDIN
FAM131C,FAM131C
FBXL18,FBXL18
POMC,POMC
WNT5B,WNT5B
EFHD2,EFHD2
ETV1,ETV1
DOCK6,DOCK6
CTRC,CTRC
COL4A4,COL4A4
NSD1,NSD1
ABCC5,ABCC5
FBXL14,FBXL14
OR14K1,OR14K1
ERC1,ERC1
VPS11,VPS11
ZBTB8A,ZBTB8A
SRD5A1,SRD5A1
NEU4,NEU4
BAK1,BAK1
CALB2,CALB2
ITPR3,ITPR3
POU2AF2,C5H11orf53
POU2AF3,POU2AF3
DDX10,DDX10
EFNA2,EFNA2
CACNA1H,CACNA1H
RN7SL432P,Metazoa_SRP
NRAS,NRAS
ADAMTSL5,ADAMTSL5
SIKE1,SIKE1
RTP5,RTP5
ZDHHC21,ZDHHC21
BHLHE41,BHLHE41
C1QTNF5,C1QTNF5
PDE4D,PDE4D
RAPGEF5,RAPGEF5
RASSF8,RASSF8
TPD52L3,TPD52L3
MFRP,MFRP
UHRF2,UHRF2
IP6K3,IP6K3
SPTA1,SPTA1
LEMD2,LEMD2
USP2,USP2
ZNF841,ZNF841
TNFAIP2,TNFAIP2
EEPD1,EEPD1
DVL3,DVL3
FIGNL1,FIGNL1
ZRANB2,ZRANB2
AVIL,AVIL
DSCC1,DSCC1
BICRAL,BICRAL
CDC5L,CDC5L
FPGS,FPGS
DEPTOR,DEPTOR
THY1,THY1
COL21A1,COL21A1
AP2M1,AP2M1
DOK2,DOK2
MIR186,MIR186
CERS2,CERS2
DRC12,CCDC153
ZFP36L1,ZFP36L1
XPO7,XPO7
CCND1,CCND1
ZKSCAN1,ZKSCAN1
LTO1,ORAOV1
ZNF3,ZNF3
CD69,CD69
DES,DES
ANXA9,ANXA9
KLRF1,KLRF1
FGF19,FGF19
ACTRT3,ACTRT3
PRUNE1,PRUNE1
MYNN,MYNN
FGF4,FGF4
CXCR5,CXCR5
BCL9L,BCL9L
NUDT18,NUDT18
CLEC2B,CLEC2B
UPK2,UPK2
MIR320A,MIR320A
BNIPL,BNIPL
FOXR1,FOXR1
SERPINA11,SERPINA11
MRAP2,MRAP2
CEP162,CEP162
CLEC12A,CLEC12A
LBHD2,LBHD2
SLC26A5,SLC26A5
HMBS,HMBS
SYK,SYK
RN7SKP135,7SK
LRRC31,LRRC31
PRKCH,PRKCH
C1orf56,C2H1orf56
CDC42SE1,CDC42SE1
CHFR,CHFR
SAMD7,SAMD7
UBXN2B,UBXN2B
GABRR2,GABRR2
SCML4,SCML4
SLC25A44,SLC25A44
ZNF599,ZNF599
MIR582,MIR582
DEPDC1B,DEPDC1B
CYP7A1,CYP7A1
SEC62,SEC62
KCNK12,KCNK12
TPSG1,TPSG1
NKAIN2,NKAIN2
KMO,KMO
FBXO11,FBXO11
RNF217,RNF217
ZFP30,ZFP30
TPD52L1,TPD52L1
GPR160,GPR160
TUNAR,TUNAR
TGFBI,TGFBI
BDKRB2,BDKRB2
UBE2I,UBE2I
OPN3,OPN3
LRRIQ4,LRRIQ4
BDKRB1,BDKRB1
TEX264,TEX264
ATAD3A,ATAD3A
NSMAF,NSMAF
EIF2AK3,EIF2AK3
ZNF605,ZNF605
GRM2,GRM2
RPS5,RPS5
ZNF26,ZNF26
SMAD5,SMAD5
SSU72,SSU72
IQCF6,IQCF6
ZNF84,ZNF84
ZNF584,ZNF584
MIB2,MIB2
HEY2,HEY2
CITED2,CITED2
MPC1,MPC1
ZNF132,ZNF132
NCBP2AS2,NCBP2AS2
LRRCC1,LRRCC1
LRRC1,LRRC1
PIGZ,PIGZ
SMIM32,SMIM32
RNU6-606P,U6
DENND5B,DENND5B
CCNH,CCNH
RYBP,RYBP
TSC22D2,TSC22D2
MLIP,MLIP
CERKL,CERKL
COL6A6,COL6A6
ZNF446,ZNF446
RNU6-618P,U6
RNU5F-4P,U5
GIMAP7,GIMAP7
E2F5,E2F5
GOLGA3,GOLGA3
GIMAP4,GIMAP4
CELF1,CELF1
GIMAP6,GIMAP6
SLC27A5,ZBTB45
PARP8,PARP8
TMEM176B,TMEM176B
ZNF662,ZNF662
AGAP3,AGAP3
DPP9,DPP9
RNU6-411P,U6
OGFRL1,OGFRL1
SNRK,SNRK
NEUROD1,NEUROD1
MIR30C2,MIR30C2
MIR30A,MIR30A
ARID1B,ARID1B
GMPPA,GMPPA
BCL9,BCL9
CA1,CA1
EXO1,EXO1
MS4A1,MS4A1
ATG7,ATG7
PMIS2,PMIS2
NLRP10,NLRP10
PPP1R15A,PPP1R15A
SNAPC2,SNAPC2
BAIAP3,BAIAP3
PAXIP1,PAXIP1
MAP1LC3C,MAP1LC3C
MAST3,MAST3
WDR64,WDR64
SP3,SP3
SMIM35,SMIM35
TMEM138,TMEM138
DYNLT5,TCTEX1D1
UBE3C,UBE3C
PTH2R,PTH2R
VGLL4,VGLL4
MYH14,MYH14
APC,APC
LMO1,LMO1
TRIB2,TRIB2
MCM7,MCM7
TNFAIP3,TNFAIP3
STK33,STK33
TBC1D32,TBC1D32
SGIP1,SGIP1
RASAL1,RASAL1
SLC6A3,SLC6A3
TSGA13,TSGA13
RARB,RARB
MET,MET
LNPEP,LNPEP
CARNS1,CARNS1
CALN1,CALN1
ANKRD42,ANKRD42
LIX1,LIX1
LRRC4,LRRC4
R3HDM2,R3HDM2
IL31RA,IL31RA
MIR129-1,MIR129-1
LEP,LEP
COMP,COMP
CNTNAP5,CNTNAP5
PCF11,PCF11
TSPAN13,TSPAN13
SESN1,SESN1
AGR2,AGR2
NBEAL1,NBEAL1
SNRPF,SNRPF
BTBD18,BTBD18
PAN2,PAN2
UPF1,UPF1
AGR3,AGR3
RNU6-653P,U6
CEP57L1,CEP57L1
SYT8,SYT8
ATP13A3,ATP13A3
KIF20A,KIF20A
OLFM2,OLFM2
LBHD1,LBHD1
METTL8,METTL8
KRBA1,KRBA1
CDHR4,CDHR4
GFRA3,GFRA3
CWF19L2,CWF19L2
INKA1,INKA1
PPP1R1C,PPP1R1C
LIMA1,LIMA1
UBA7,UBA7
LBR,LBR
ASPRV1,ASPRV1
SULT1C3,SULT1C3
ZNF467,ZNF467
IL37,IL37
TRAIP,TRAIP
PAX6,PAX6
DNAH14,DNAH14
ZNF862,ZNF862
MYB,MYB
GPRC5D,GPRC5D
NCOA1,NCOA1
INHBE,INHBE
SOX8,SOX8
CYTH2,CYTH2
CAPRIN2,CAPRIN2
KCNH2,KCNH2
C1QTNF8,C1QTNF8
CAMKV,CAMKV
TCF3,TCF3
ZNF598,ZNF598
C2orf81,C2orf81
HYCC2,FAM126B
CDO1,CDO1
MON1A,MON1A
DCDC2B,DCDC2B
ATG12,ATG12
PMS2,PMS2
MYH11,MYH11
DYRK3,DYRK3
RBM6,RBM6
TNFSF18,TNFSF18
AP3S1,AP3S1
MAP10,MAP10
PLPPR4,PLPPR4
TRIM67,TRIM67
ACTN4,ACTN4
PRRC1,PRRC1
FPGT,FPGT
LIMS2,LIMS2
INSL5,INSL5
SLC2A7,SLC2A7
LDLRAD2,LDLRAD2
NPEPPS,NPEPPS
AP2A1,AP2A1
HSPG2,HSPG2
RAB8A,RAB8A
RRP12,RRP12
RBM5,RBM5
WNT4,WNT4
IRX1,IRX1
ALMS1,ALMS1
AVPR1B,AVPR1B
CENPK,CENPK
SRGAP2,SRGAP2
AP4M1,AP4M1
PALB2,PALB2
CD86,CD86
DYRK4,DYRK4
HDAC4,HDAC4
PPWD1,PPWD1
RABEP1,RABEP1
CASR,CASR
AKAP3,AKAP3
PGAM1,PGAM1
IKBKE,IKBKE
VASP,VASP
EXOSC1,EXOSC1
NDUFA9,NDUFA9
MIX23,MIX23
CCDC83,CCDC83
ID2,ID2
SCAMP4,SCAMP4
RPAIN,RPAIN
SNTB2,SNTB2
FAM162A,FAM162A
TRIM23,TRIM23
MBOAT2,MBOAT2
SYTL2,SYTL2
VPS4A,VPS4A
ZDHHC16,ZDHHC16
GALNT8,GALNT8
WDR5B,WDR5B
KPNA1,KPNA1
TSC2,TSC2
KCNE4,KCNE4
KCNA6,KCNA6
KCNA1,KCNA1
KIDINS220,KIDINS220
TRAPPC13,TRAPPC13
RASSF5,RASSF5
DPY19L2,DPY19L2
GPATCH1,GPATCH1
C1QBP,C1QBP
EIF2D,EIF2D
DHX33,DHX33
CEBPA,CEBPA
ZNF536,ZNF536
CRYGN,CRYGN
PARP9,PARP9
SRGAP1,SRGAP1
CROCC,CROCC
RHEB,RHEB
ZNF615,ZNF615
SGTB,SGTB
DERL2,DERL2
DELE1,DELE1
PRKAG2,PRKAG2
TMT1A,METTL7A
ZNF790,ZNF790
ATF1,ATF1
DTX3L,DTX3L
NUP88,NUP88
ZNF829,ZNF829
TMPRSS12,TMPRSS12
VASH2,VASH2
PCDH12,PCDH12
HIGD1C,HIGD1C
ZNF345,ZNF345
RNF14,RNF14
MYL6B,MYL6B
ZNF568,ZNF568
CYB5RL,CYB5RL
SRPRB,SRPRB
ATXN7L2,ATXN7L2
AICDA,AICDA
DCBLD2,DCBLD2
GNPDA1,GNPDA1
CENPL,CENPL
ZNF496,ZNF496
STMP1,STMP1
RNU6-1263P,U6
ST3GAL6,ST3GAL6
SLC13A4,SLC13A4
Y_RNA,Y_RNA
NDFIP1,NDFIP1
RABGAP1L,RABGAP1L
FOXJ2,FOXJ2
GYS1,GYS1
DHX40,DHX40
AKR1C8,AKR1C8
SPRY4,SPRY4
YIPF4,YIPF4
FGF1,FGF1
TTC27,TTC27
C3AR1,C3AR1
NECAP1,NECAP1
SOST,SOST
FAM180A,FAM180A
ATG16L1,ATG16L1
CFAP97D1,CFAP97D1
PPFIA3,PPFIA3
MTPN,MTPN
NUP160,NUP160
MPP3,MPP3
SNORA70,SNORA70
UCN3,UCN3
TUBAL3,TUBAL3
ZC3HC1,ZC3HC1
WDR70,WDR70
APBB1IP,APBB1IP
NUDT2,NUDT2
FYCO1,FYCO1
KLHDC10,KLHDC10
BMF,BMF
RNU6-484P,U6
GDNF,GDNF
TMEM209,TMEM209
CD300LG,CD300LG
NUP155,NUP155
CLEC4A,CLEC4A
MAGI1,MAGI1
SSMEM1,SSMEM1
HRC,HRC
CDRT4,CDRT4
AMPD1,AMPD1
ABLIM1,ABLIM1
FLNC,FLNC
HYOU1,HYOU1
TRPM4,TRPM4
C15orf48,C3H15orf48
PUS7L,PUS7L
UBE2U,UBE2U
CD101,CD101
NPL,NPL
TWF1,TWF1
RDM1,RDM1
SAG,SAG
RCC1,RCC1
IRAK4,IRAK4
CDH6,CDH6
SBSN,SBSN
TAMM41,TAMM41
GAPDHS,GAPDHS
RAI14,RAI14
LYZL6,LYZL6
DGKD,DGKD
CCL16,CCL16
STK31,STK31
TMEM147,TMEM147
CCL14,CCL14
CFAP20DC,CFAP20DC
ATP4A,ATP4A
FAR2,FAR2
ZNF177,ZNF177
CRNN,CRNN
ERGIC2,ERGIC2
NEB,NEB
ZNF112,ZNF112
TEKT2,TEKT2
CHD3,CHD3
MICU3,MICU3
ADPRS,ADPRHL2
CCR5,CCR5
ZNF229,ZNF229
COL8A2,COL8A2
TRAPPC3,TRAPPC3
ZDHHC2,ZDHHC2
ZNF180,ZNF180
MAP7D1,MAP7D1
TCTA,TCTA
FAM234B,FAM234B
DNAJB8,DNAJB8
KCNMB3,KCNMB3
KCTD21,KCTD21
GNA12,GNA12
KRT80,KRT80
SPTSSB,SPTSSB
USP35,USP35
OTOL1,OTOL1
RPUSD3,RPUSD3
EPHB6,EPHB6
KRT7,KRT7
PVR,PVR
TBC1D13,TBC1D13
GAB2,GAB2
FMNL1,FMNL1
ZNF362,ZNF362
A3GALT2,A3GALT2
NR2C2,NR2C2
NTHL1,NTHL1
S100A6,S100A6
RNU6-311P,U6
S100A4,S100A4
ABHD11,ABHD11
CEACAM19,CEACAM19
NARS2,NARS2
S100A3,S100A3
S100A2,S100A2
CEACAM16,CEACAM16
MEIOB,MEIOB
KRT85,KRT85
BCL3,BCL3
PRPF8,PRPF8
S100A16,S100A16
KRT84,KRT84
SELENOS,SELENOS
S100A14,S100A14
MEPCE,MEPCE
KRT82,KRT82
PRLR,PRLR
CBLC,CBLC
S100A1,S100A1
RN7SKP234,7SK
KRT75,KRT75
GABRR3,GABRR3
HNRNPA2B1,HNRNPA2B1
SNAPIN,SNAPIN
NUP210,NUP210
BCAM,BCAM
STK40,STK40
FUS,FUS
TRAF2,TRAF2
KRT5,KRT5
PLD3,PLD3
ZNF79,ZNF79
KRT71,KRT71
OSCP1,OSCP1
MOGS,MOGS
PRRT1B,PRRT1B
HDAC11,HDAC11
KRT74,KRT74
RNU6-710P,U6
SUSD1,SUSD1
KRT72,KRT72
EMSY,EMSY
MRPS15,MRPS15
KRT73,KRT73
IL1R2,IL1R2
RNU6-1034P,U6
SGSH,SGSH
EVA1B,EVA1B
GRIP1,GRIP1
CMC2,CMC2
OXCT1,OXCT1
RNU6-855P,U6
STX6,STX6
MR1,MR1
NLK,NLK
TMED5,TMED5
FBLN2,FBLN2
RN7SL430P,Metazoa_SRP
HSDL2,HSDL2
PSMC5,PSMC5
SUMO1,SUMO1
FBXO4,FBXO4
ELAVL2,ELAVL2
CCDC152,CCDC152
NIM1K,NIM1K
SERPINI2,SERPINI2
LPCAT1,LPCAT1
TMEM269,TMEM269
SVBP,SVBP
IQCG,IQCG
GORAB,GORAB
INS,INS
IZUMO3,IZUMO3
SNORD70B,SNORD70B
SNORD11B,SNORD11B
SNORD11,SNORD11
TXNRD1,TXNRD1
HMGCS1,HMGCS1
BMPR2,BMPR2
TH,TH
MIR3115,MIR3115
KDM1A,KDM1A
RPL35A,RPL35A
MIEF2,MIEF2
FDX2,FDX2
CCL28,CCL28
FAM117B,FAM117B
TMEM267,TMEM267
ICAM5,ICAM5
LMLN,LMLN
C5orf34,C5orf34
ZNF512,ZNF512
CES5A,CES5A
SMCR8,SMCR8
ARHGAP27,ARHGAP27
RAVER1,RAVER1
ICAM3,ICAM3
MIOS,MIOS
GORASP1,GORASP1
TSPAN32,TSPAN32
GPN1,GPN1
POLR2E,POLR2E
GLCCI1,GLCCI1
SYNE1,SYNE1
MVK,MVK
CADM3,CADM3
SLC39A14,SLC39A14
QPRT,QPRT
NNT,NNT
FCER1A,FCER1A
MRPL45,MRPL45
GPX4,GPX4
MYOM3,MYOM3
GPR179,GPR179
SOCS7,SOCS7
DGKZ,DGKZ
IL22RA1,IL22RA1
SRCIN1,SRCIN1
SUMF2,SUMF2
SUPT7L,SUPT7L
PLEKHA4,PLEKHA4
IFNLR1,IFNLR1
TIMELESS,TIMELESS
ADRA2B,ADRA2B
SENP5,SENP5
MAP4K3,MAP4K3
TULP2,TULP2
TMOD1,TMOD1
ELF3,ELF3
ATP6V0A1,ATP6V0A1
TOP1MT,TOP1MT
SIAH1,SIAH1
MELTF,MELTF
PTOV1,PTOV1
STAT2,STAT2
TSTD2,TSTD2
N4BP1,N4BP1
L3MBTL3,L3MBTL3
LGR6,LGR6
TOX3,TOX3
DLG1,DLG1
PRUNE2,PRUNE2
PHKG1,PHKG1
IRX3,IRX3
IRX5,IRX5
RHPN1,RHPN1
CHCHD2,CHCHD2
RN7SL841P,Metazoa_SRP
IRX6,IRX6
SIPA1L2,SIPA1L2
NAPSA,NAPSA
IMMT,IMMT
GUSB,GUSB
FOXB2,FOXB2
TMEM167A,TMEM167A
CD3G,CD3G
SCARNA18,SCARNA18
SAMD3,SAMD3
RNU6-334P,U6
SRSF4,SRSF4
ENC1,ENC1
ASL,ASL
SYT17,SYT17
MROH9,MROH9
HEXB,HEXB
FMO3,FMO3
TNFRSF1A,TNFRSF1A
ECH1,ECH1
FMO2,FMO2
CLPB,CLPB
CLEC19A,CLEC19A
ATAT1,ATAT1
TMC5,TMC5
PEAR1,PEAR1
GFM2,GFM2
CLK1,CLK1
RINL,RINL
ETV3L,ETV3L
ETV3,ETV3
SIRT2,SIRT2
C1orf94,C1orf94
CSMD2,CSMD2
BMAL2,BMAL2
CAB39,CAB39
XIRP2,XIRP2
PSD2,PSD2
CRCP,CRCP
NXPE1,NXPE1
AMD1,AMD1
NDUFS6,NDUFS6
PBXIP1,PBXIP1
MAN2A2,MAN2A2
SNX15,SNX15
IRX4,IRX4
GNAT3,GNAT3
GRM3,GRM3
RNU4-46P,U4
GDE1,GDE1
ATF2,ATF2
NFKBIB,NFKBIB
RNU6-274P,U6
PYGO2,PYGO2
MTERF1,MTERF1
DSP,DSP
MTAP,MTAP
FAT2,FAT2
SHC1,SHC1
CCER2,CCER2
SAC3D1,SAC3D1
TFPI2,TFPI2
SARS2,SARS2
EEF2K,EEF2K
NAALADL1,NAALADL1
CCDC92,CCDC92
GNG11,GNG11
KIF20B,KIF20B
BET1,BET1
MSX2,MSX2
PPP2CA,PPP2CA
RCCD1,RCCD1
CDYL2,CDYL2
ZNF664,ZNF664
NPY,NPY
CDKN2B,CDKN2B
Y_RNA,Y_RNA
SPACA3,SPACA3
AP3B1,AP3B1
SPMIP4,SPMIP4
GINS2,GINS2
KCNH3,KCNH3
C16orf74,C16orf74
MRPS12,MRPS12
MAPT,MAPT
FBXO17,FBXO17
NPVF,NPVF
CDCA5,CDCA5
NT5C3A,NT5C3A
ANKRD11,ANKRD11
MCRS1,MCRS1
HNRNPK,HNRNPK
HNRNPL,HNRNPL
ZFPL1,ZFPL1
MOCS1,MOCS1
TMEM262,TMEM262
MATCAP2,MATCAP2
TM7SF2,TM7SF2
ILF3,ILF3
CKS1B,CKS1B
ANLN,ANLN
FLAD1,FLAD1
CLVS2,CLVS2
DUOXA2,DUOXA2
PRPF40B,PRPF40B
PARP16,PARP16
IGDCC3,IGDCC3
ZBTB7B,ZBTB7B
HFE,HFE
DCST2,DCST2
AOAH,AOAH
GAN,GAN
IGDCC4,IGDCC4
FAU,FAU
CDK5R1,CDK5R1
ROPN1L,ROPN1L
TBC1D24,TBC1D24
MYO15B,MYO15B
FAM186B,FAM186B
DPP8,DPP8
CYP20A1,CYP20A1
SYNPO,SYNPO
SYVN1,SYVN1
MYOZ3,MYOZ3
RNU6-834P,U6
FMNL3,FMNL3
HSPB1,HSPB1
RBM22,RBM22
SCNN1B,SCNN1B
ADAM15,ADAM15
TMED4,TMED4
DCTN4,DCTN4
HUS1,HUS1
MYO18A,MYO18A
ARL6IP4,ARL6IP4
GGA2,GGA2
NCKAP5,NCKAP5
CAPN1,CAPN1
SMIM3,SMIM3
ARHGEF1,ARHGEF1
ZNF300,ZNF300
THAP4,THAP4
HIVEP1,HIVEP1
SERF1B,SERF1B
CLDN15,CLDN15
EDN1,EDN1
Y_RNA,Y_RNA
GRIN2A,GRIN2A
RPS6KA2,RPS6KA2
FIS1,FIS1
FAM174A,FAM174A
ACTBL2,ACTBL2
IFT22,IFT22
TBC1D5,TBC1D5
C1S,C1S
ARAP3,ARAP3
CFLAR,CFLAR
PTPRZ1,PTPRZ1
PDPK1,PDPK1
HOXC13,HOXC13
HOXB1,HOXB1
HOXC12,HOXC12
HOXB2,HOXB2
HOXC11,HOXC11
HOXB3,HOXB3
HOXC10,HOXC10
TSSC4,TSSC4
HOXC6,HOXC6
PCDH1,PCDH1
TRPM5,TRPM5
MIR196A2,MIR196A2
HOXC9,HOXC9
DYRK1B,DYRK1B
HOXB4,HOXB4
HOXC8,HOXC8
MYO1H,MYO1H
MIR10A,MIR10A
HOXB5,HOXB5
FGF10,FGF10
HOXB6,HOXB6
LITAF,LITAF
HOXB7,HOXB7
MRPS30,MRPS30
HOXB8,HOXB8
NINJ2,NINJ2
HOXB9,HOXB9
MIR196A1,MIR196A1
RNU6-670P,U6
EXOG,EXOG
ZSWIM7,ZSWIM7
FKBP4,FKBP4
RBMS1,RBMS1
ZGLP1,ZGLP1
PAXX,PAXX
STRN4,STRN4
ITFG2,ITFG2
PTPRD,PTPRD
IQCH,IQCH
TTC19,TTC19
Y_RNA,Y_RNA
NRIP2,NRIP2
IL17RC,IL17RC
INSIG2,INSIG2
CADPS2,CADPS2
TEX52,TEX52
FOXM1,FOXM1
MTMR11,MTMR11
THSD7B,THSD7B
SPAG16,SPAG16
FXYD2,FXYD2
NCOR1,NCOR1
C15orf61,C3H15orf61
FBXW2,FBXW2
RHNO1,RHNO1
SAXO2,SAXO2
FKRP,FKRP
OTUD7B,OTUD7B
EFHD1,EFHD1
SNAPC3,SNAPC3
TULP3,TULP3
FXYD6,FXYD6
UBTF,UBTF
ANKRD35,ANKRD35
TEAD4,TEAD4
ITGA10,ITGA10
FOXN2,FOXN2
KCNK3,KCNK3
RNF148,RNF148
NRXN1,NRXN1
AP2S1,AP2S1
SLC13A1,SLC13A1
TSPAN9,TSPAN9
PEX11B,PEX11B
NUCB1,NUCB1
LIX1L,LIX1L
ANKRD34A,ANKRD34A
POLR3GL,POLR3GL
PRMT8,PRMT8
TXNIP,TXNIP
RNU6-174P,U6
IL10RA,IL10RA
CAPS2,CAPS2
HJV,HJV
TEX46,TEX46
AGBL4,AGBL4
CAVIN3,CAVIN3
SMPD1,SMPD1
BEND5,BEND5
MAPKBP1,MAPKBP1
C1orf185,C1orf185
ROR1,ROR1
DNHD1,DNHD1
TAOK1,TAOK1
VAMP4,VAMP4
UNG,UNG
HLA-DPB1,HLA-DPB1
ODAD1,ODAD1
FXR2,FXR2
RNVU1-2A,U1
CFAP74,CFAP74
CCDC88A,CCDC88A
NRIP3,NRIP3
NWD1,NWD1
RALGPS2,RALGPS2
OGFOD2,OGFOD2
ANGPTL1,ANGPTL1
STK19,STK19
KCNK4,KCNK4
FHAD1,FHAD1
DAG1,DAG1
GABPB1,GABPB1
TAGAP,TAGAP
RAB37,RAB37
C11orf97,C11orf97
PIWIL4,PIWIL4
PRKCD,PRKCD
FNDC1,FNDC1
ZNF461,ZNF461
RUVBL2,RUVBL2
FUT4,FUT4
SPDYC,SPDYC
POLE,POLE
BYSL,BYSL
EIF4G3,EIF4G3
KCNN4,KCNN4
CD300LF,CD300LF
USP8,USP8
LYPD5,LYPD5
H2BC11,H2BC21
RNF182,RNF182
CD83,CD83
NHERF1,NHERF1
HUS1B,HUS1B
NAT9,NAT9
SLC25A38,SLC25A38
CSRNP1,CSRNP1
RN7SL471P,Metazoa_SRP
LMBR1L,LMBR1L
XIRP1,XIRP1
TBP,TBP
CX3CR1,CX3CR1
GALNT15,GALNT15
TMEM104,TMEM104
TEX9,TEX9
CARM1,CARM1
PDCD2,PDCD2
DPH3,DPH3
ZW10,ZW10
GRIN2C,GRIN2C
OXNAD1,OXNAD1
TLR1,TLR1
MNS1,MNS1
OS9,OS9
USP38,USP38
RNU6-1107P,U6
TMEM94,TMEM94
NECTIN1,NECTIN1
RN7SL513P,Metazoa_SRP
SPACA6,SPACA6
FLI1,FLI1
UNC5CL,UNC5CL
DPRX,DPRX
UGT8,UGT8
TLE6,TLE6
USP28,USP28
TLN2,TLN2
IFT122,IFT122
TLE2,TLE2
OSTC,OSTC
PARP6,PARP6
TSPO2,TSPO2
ITPKB,ITPKB
APOBEC2,APOBEC2
NFYA,NFYA
S100A11,S100A11
MOB2,MOB2
HTR1B,HTR1B
MEI4,MEI4
RPTN,RPTN
SMIM13,SMIM13
CWC15,CWC15
MFSD12,MFSD12
BRD2,BRD2
SESN3,SESN3
PIGV,PIGV
ADGRE1,ADGRE1
RN7SL67P,Metazoa_SRP
DDX23,DDX23
TRAF6,TRAF6
ZDHHC18,ZDHHC18
SFN,SFN
GPN2,GPN2
CHST1,CHST1
GPATCH3,GPATCH3
EMG1,EMG1
SLC35C1,SLC35C1
KHDRBS2,KHDRBS2
RCE1,RCE1
NUDC,NUDC
LCA5,LCA5
RNU4-56P,U4
ENTPD3,ENTPD3
FAP,FAP
IDH3A,IDH3A
DDX51,DDX51
SH3BGRL2,SH3BGRL2
PC,PC
NR0B2,NR0B2
NPLOC4,NPLOC4
TENT5B,FAM46B
CATSPER4,CATSPER4
NOC4L,NOC4L
RNU1-64P,U1
