Gene name,Pig gene name
CPNE9,CPNE9
PCSK4,PCSK4
MIR218-2,ssc-mir-218b
CYBRD1,CYBRD1
OR2M4,OR2M4
RNU2-60P,U2
LARP4,LARP4
MIR34C,ssc-mir-34c-1
LAYN,LAYN
C2orf74,C2orf74
SMARCA5,SMARCA5
ZNF445,ZNF445
TBXAS1,TBXAS1
STAMBP,STAMBP
PDE4C,PDE4C
SIK2,SIK2
NKTR,NKTR
BTG4,BTG4
ALB,ALB
HOATZ,HOATZ
HNRNPH1,HNRNPH1
TMEM86A,TMEM86A
SPSB3,SPSB3
OR10K2,OR10K2
RBM15,RBM15
JMJD4,JMJD4
KLHDC7A,KLHDC7A
MTX1,MTX1
RASA2,RASA2
PTPN5,PTPN5
ARL8A,ARL8A
GJA1,GJA1
KIFC3,KIFC3
TAFA1,TAFA1
GPR37L1,GPR37L1
SELENOK,SELENOK
SNX27,SNX27
SCAP,SCAP
SELENOV,SELENOV
ABT1,ABT1
ZNF322,ZNF322
NLRP11,NLRP11
JAM3,JAM3
VEZT,VEZT
RNU6-215P,U6
STXBP5,STXBP5
WIPI2,WIPI2
ARHGAP35,ARHGAP35
NPAS1,NPAS1
SHISA5,SHISA5
SORCS2,SORCS2
VPS26B,VPS26B
CELF3,CELF3
CFAP99,CFAP99
GAB1,GAB1
SLC29A4,SLC29A4
TMEM160,TMEM160
THYN1,THYN1
ZC3H4,ZC3H4
EBF1,EBF1
SAE1,SAE1
CCDC174,CCDC174
CAMK2B,CAMK2B
RIIAD1,RIIAD1
ACAD8,ACAD8
MRPL9,MRPL9
TMPRSS11D,TMPRSS11D
KCNIP1,KCNIP1
PHF7,PHF7
IL22RA2,IL22RA2
BBC3,BBC3
TMPRSS11A,TMPRSS11A
TMEM244,TMEM244
OAZ3,OAZ3
ARG1,ARG1
CCDC9,CCDC9
SH2B1,SH2B1
GPRIN3,GPRIN3
GABRP,GABRP
GLB1L3,GLB1L3
MDM2,MDM2
WDR6,WDR6
FBXO8,FBXO8
NACC1,NACC1
PSMD8,PSMD8
LINGO4,LINGO4
THEM5,THEM5
DEAF1,DEAF1
MED23,MED23
S100A10,S100A10
STIL,STIL
FTO,FTO
CEP44,CEP44
AP3D1,AP3D1
PLCXD3,PLCXD3
TENT2,TENT2
ACVR1C,ACVR1C
TKT,TKT
SHANK2,SHANK2
ACVR1,ACVR1
NUDT9,NUDT9
CPPED1,CPPED1
FSTL4,FSTL4
SHISA9,SHISA9
ENPP3,ENPP3
WWOX,WWOX
KDM3B,KDM3B
SPARCL1,SPARCL1
ABHD14A,ABHD14A
CHST13,CHST13
SHCBP1,SHCBP1
CIP2A,CIP2A
VPS35,VPS35
ETF1,ETF1
TNXB,TNXB
IZUMO1R,IZUMO1R
NCAPD3,NCAPD3
CRBN,CRBN
ANGPTL6,ANGPTL6
RELB,RELB
PDGFRA,PDGFRA
NCDN,NCDN
ORC6,ORC6
SH3RF2,SH3RF2
CLASRP,CLASRP
HOXD13,HOXD13
HOXD12,HOXD12
HOXD11,HOXD11
PLAC8L1,PLAC8L1
MYLK3,MYLK3
HOXD10,HOXD10
TFAP2E,TFAP2E
CNTN3,CNTN3
HOXD9,HOXD9
GCNT2,GCNT2
LARS1,LARS1
HOXD8,HOXD8
PAICS,PAICS
MIR10B,MIR10B
HOXD4,HOXD4
HOXD1,HOXD1
C16orf87,C16orf87
HOXD3,HOXD3
LEKR1,LEKR1
AFF3,AFF3
GPT2,GPT2
SYCP2L,SYCP2L
ACSM4,ACSM4
ADPRH,ADPRH
ACACB,ACACB
GCC1,GCC1
DNAJA2,DNAJA2
PPM1K,PPM1K
DNAH12,DNAH12
GEMIN7,GEMIN7
ARF5,ARF5
NEDD9,NEDD9
TBC1D17,TBC1D17
HPDL,HPDL
MAB21L3,MAB21L3
NFASC,NFASC
RPS3A,RPS3A
POLR2H,POLR2H
FSCN3,FSCN3
DNAH8,DNAH8
IMPDH1,IMPDH1
NUP62,NUP62
AP2A2,AP2A2
LONRF2,LONRF2
KREMEN2,KREMEN2
CNOT10,CNOT10
CHST10,CHST10
IZUMO2,IZUMO2
SNORD73B,SNORD73
SH3D19,SH3D19
U2AF2,U2AF2
SETD1A,SETD1A
POU6F1,POU6F1
TUBA4A,TUBA4A
DHCR7,DHCR7
MAP3K10,MAP3K10
BLOC1S1,BLOC1S1
DNAJB2,DNAJB2
BRD7,BRD7
CLEC1B,CLEC1B
TTC9B,TTC9B
CNTN2,CNTN2
CCNP,CCNP
ZFAND3,ZFAND3
MST1,MST1
AKT2,AKT2
SNORD73A,SNORD73
BTBD9,BTBD9
PRSS48,PRSS48
FHIP1A,FHIP1A
GALNT17,GALNT17
ASNSD1,ASNSD1
SNRNP25,SNRNP25
PIWIL1,PIWIL1
GLO1,GLO1
UTS2B,UTS2B
DNAJB6,DNAJB6
SLC22A2,SLC22A2
WFIKKN1,WFIKKN1
OSGEPL1,OSGEPL1
FOXRED1,FOXRED1
METTL26,METTL26
SLC22A3,SLC22A3
SLC25A26,SLC25A26
RBM27,RBM27
MAP3K4,MAP3K4
NUMB,NUMB
ANKAR,ANKAR
TSPAN4,TSPAN4
FBXL16,FBXL16
VEGFC,VEGFC
ABLIM3,ABLIM3
MSLNL,MSLNL
NEIL3,NEIL3
SRRM2,SRRM2
MIR128-1,MIR128-1
UBXN4,UBXN4
AGA,AGA
SYPL2,SYPL2
PTPRN2,PTPRN2
CCSAP,CCSAP
IRS1,IRS1
RHBDD1,RHBDD1
SNORA6,SNORA62
SNORA62,SNORA62
PPBP,PPBP
ACTA1,ACTA1
TXK,TXK
ZFP69,ZFP69
MIR153-2,ssc-mir-153
CAPZA2,CAPZA2
COL4A3,COL4A3
ZNF684,ZNF684
AFAP1L1,AFAP1L1
SH3BP2,SH3BP2
ZNF213,ZNF213
RXYLT1,RXYLT1
MED12L,MED12L
TRNAU1AP,TRNAU1AP
C19orf47,C19orf47
TRIM72,TRIM72
GRPEL2,GRPEL2
RUSF1,RUSF1
MORN3,MORN3
TAF10,TAF10
TM4SF20,TM4SF20
SNORD99,SNORD99
SNORA61,SNORA61
SNORA44,SNORA44
RAB42,RAB42
PCYOX1L,PCYOX1L
TMEM120B,TMEM120B
AGFG1,AGFG1
BLVRB,BLVRB
TMEM216,TMEM216
CDK18,CDK18
MAGI2,MAGI2
IL17B,IL17B
DENND2B,DENND2B
CNOT3,CNOT3
AGPAT4,AGPAT4
MIR143,ssc-mir-143
MIR145,ssc-mir-145
SLC36A1,SLC36A1
RHOF,RHOF
CBLN1,CBLN1
PSME3IP1,PSME3IP1
PRKN,PRKN
TXNDC16,TXNDC16
SETD2,SETD2
CHIC2,CHIC2
KIF3C,KIF3C
PACRG,PACRG
GSX2,GSX2
NAAA,NAAA
RNF145,RNF145
AGAP2,AGAP2
GPR137C,GPR137C
SUPT3H,SUPT3H
ERO1A,ERO1A
CDH5,CDH5
RAB10,RAB10
HERC3,HERC3
MIR26A2,ssc-mir-26a
BICDL1,BICDL1
MIR7-3,ssc-mir-7-1
GOLT1A,GOLT1A
CD2AP,CD2AP
DNMT1,DNMT1
GAREM2,GAREM2
RAB35,RAB35
C1orf146,C1orf146
ARMC9,ARMC9
MSANTD5,MSANTD5
GLMN,GLMN
GCN1,GCN1
WWC1,WWC1
OPN5,OPN5
HTR3C,HTR3C
PSMC6,PSMC6
TERB1,TERB1
STAG3,STAG3
SLC16A10,SLC16A10
MFSD4B,MFSD4B
NAE1,NAE1
RPAP2,RPAP2
REV3L,REV3L
ABCF3,ABCF3
RPLP0,RPLP0
RARS1,RARS1
OR2T27,OR2T27
OR6K3,OR6K3
MNDA,MNDA
OR10J3,OR10J3
OR11L1,OR11L1
TRIM58,TRIM58
CCNI,CCNI
OR6Y1,OR6Y1
ZSCAN20,ZSCAN20
FBLL1,FBLL1
PANK3,PANK3
OR2T6,OR2T6
MIR103A1,ssc-mir-103-1
MYOC,MYOC
IQCE,IQCE
OSMR,OSMR
GABRD,GABRD
SETD5,SETD5
RRAGD,RRAGD
ANKRD6,ANKRD6
SBF2,SBF2
RICTOR,RICTOR
ZBTB17,ZBTB17
PXN,PXN
CA7,CA7
PDP2,PDP2
SRARP,SRARP
RRAD,RRAD
HSPB7,HSPB7
CIBAR2,CIBAR2
C6orf62,C6orf62
PRSS22,PRSS22
ARMH2,ARMH2
SYNCRIP,SYNCRIP
FAM131C,FAM131C
FBXL18,FBXL18
WNT5B,WNT5B
EFHD2,EFHD2
ETV1,ETV1
DOCK6,DOCK6
CTRC,CTRC
COL4A4,COL4A4
NSD1,NSD1
ABCC5,ABCC5
OR14K1,OR14K1
OR51F1,OR51F1
ERC1,ERC1
VPS11,VPS11
ZBTB8A,ZBTB8A
SRD5A1,SRD5A1
NEU4,NEU4
ZBTB8OS,ZBTB8OS
BAK1,BAK1
CALB2,CALB2
ITPR3,ITPR3
POU2AF2,POU2AF2
POU2AF3,POU2AF3
EFNA2,EFNA2
CACNA1H,CACNA1H
NRAS,NRAS
ADAMTSL5,ADAMTSL5
SIKE1,SIKE1
COL6A3,COL6A3
ZDHHC21,ZDHHC21
BHLHE41,BHLHE41
RNF26,RNF26
C1QTNF5,C1QTNF5
ZNF614,ZNF614
PDE4D,PDE4D
OR13G1,OR13G1
UQCC2,UQCC2
RASSF8,RASSF8
TPD52L3,TPD52L3
MFRP,MFRP
UHRF2,UHRF2
IP6K3,IP6K3
OR10Z1,OR10Z1
SPTA1,SPTA1
LEMD2,LEMD2
USP2,USP2
TNFAIP2,TNFAIP2
EEPD1,EEPD1
DVL3,DVL3
FIGNL1,FIGNL1
ZRANB2,ZRANB2
AVIL,AVIL
DSCC1,DSCC1
BICRAL,BICRAL
CDC5L,CDC5L
FPGS,FPGS
DEPTOR,DEPTOR
COL21A1,COL21A1
AP2M1,AP2M1
DOK2,DOK2
MIR186,ssc-mir-186
CERS2,CERS2
DRC12,DRC12
ZFP36L1,ZFP36L1
XPO7,XPO7
CCND1,CCND1
ZKSCAN1,ZKSCAN1
LTO1,LTO1
PPP2R1A,PPP2R1A
ZNF3,ZNF3
CD69,CD69
DES,DES
ANXA9,ANXA9
KLRF1,KLRF1
FGF19,FGF19
ACTRT3,ACTRT3
PRUNE1,PRUNE1
MYNN,MYNN
FGF4,FGF4
CXCR5,CXCR5
SCN2A,SCN2A
BCL9L,BCL9L
NUDT18,NUDT18
CLEC2B,CLEC2B
UPK2,UPK2
MIR320A,ssc-mir-320
LRRC34,LRRC34
BNIPL,BNIPL
FOXR1,FOXR1
SERPINA11,SERPINA11
MRAP2,MRAP2
CEP162,CEP162
CLEC12A,CLEC12A
SLC26A5,SLC26A5
HMBS,HMBS
SYK,SYK
LRRC31,LRRC31
PRKCH,PRKCH
C1orf56,C1orf56
CDC42SE1,CDC42SE1
CHFR,CHFR
SAMD7,SAMD7
UBXN2B,UBXN2B
GABRR2,GABRR2
MLLT11,MLLT11
IER5,IER5
SCML4,SCML4
SLC25A44,SLC25A44
ZNF599,ZNF599
MIR582,ssc-mir-582
DEPDC1B,DEPDC1B
CYP7A1,CYP7A1
FH,FH
SEC62,SEC62
SDCBP,SDCBP
KCNK12,KCNK12
NKAIN2,NKAIN2
KMO,KMO
FBXO11,FBXO11
RNF217,RNF217
ZFP30,ZFP30
ZNF577,ZNF577
TPD52L1,TPD52L1
GPR160,GPR160
TUNAR,TUNAR
TGFBI,TGFBI
BDKRB2,BDKRB2
LRRIQ4,LRRIQ4
TEX264,TEX264
CHML,CHML
ATAD3A,ATAD3A
NSMAF,NSMAF
EIF2AK3,EIF2AK3
ZNF605,ZNF605
GRM2,GRM2
RPS5,RPS5
ZNF26,ZNF26
HDDC2,HDDC2
SMAD5,SMAD5
IQCF6,IQCF6
ZNF84,ZNF84
NCBP2,NCBP2
ZNF584,ZNF584
MIB2,MIB2
HEY2,HEY2
CITED2,CITED2
NCBP2AS2,NCBP2AS2
LRRCC1,LRRCC1
LRRC1,LRRC1
SMIM32,SMIM32
U6,U6
DENND5B,DENND5B
CCNH,CCNH
RYBP,RYBP
TSC22D2,TSC22D2
MLIP,MLIP
CERKL,CERKL
COL6A6,COL6A6
ZNF446,ZNF446
RNU6-618P,U6
E2F5,E2F5
GOLGA3,GOLGA3
GIMAP4,GIMAP4
CELF1,CELF1
GIMAP6,GIMAP6
SLC27A5,SLC27A5
PARP8,PARP8
TMEM176B,TMEM176B
ZBTB45,ZBTB45
RBIS,RBIS
ZNF662,ZNF662
AGAP3,AGAP3
DPP9,DPP9
OGFRL1,OGFRL1
SNRK,SNRK
NEUROD1,NEUROD1
MIR30C2,ssc-mir-30c-2
MIR30A,ssc-mir-30a
ARID1B,ARID1B
GMPPA,GMPPA
BCL9,BCL9
CA1,CA1
EXO1,EXO1
HRH1,HRH1
MS4A1,MS4A1
ATG7,ATG7
PPP1R15A,PPP1R15A
SNAPC2,SNAPC2
BAIAP3,BAIAP3
PAXIP1,PAXIP1
BECN2,BECN2
MAP1LC3C,MAP1LC3C
MAST3,MAST3
WDR64,WDR64
SP3,SP3
SMIM35,SMIM35
TMEM138,TMEM138
DYNLT5,DYNLT5
UBE3C,UBE3C
PTH2R,PTH2R
VGLL4,VGLL4
DNAI4,DNAI4
MYH14,MYH14
APC,APC
LMO1,LMO1
TRIB2,TRIB2
MCM7,MCM7
TNFAIP3,TNFAIP3
STK33,STK33
TBC1D32,TBC1D32
SGIP1,SGIP1
RASAL1,RASAL1
SLC6A3,SLC6A3
TSGA13,TSGA13
KLF14,KLF14
RARB,RARB
MET,MET
LNPEP,LNPEP
CARNS1,CARNS1
ANKRD42,ANKRD42
LIX1,LIX1
LRRC4,LRRC4
R3HDM2,R3HDM2
IL31RA,IL31RA
MIR129-1,ssc-mir-129b
LEP,LEP
COMP,COMP
CNTNAP5,CNTNAP5
PCF11,PCF11
TSPAN13,TSPAN13
SESN1,SESN1
AGR2,AGR2
NBEAL1,NBEAL1
SNRPF,SNRPF
BTBD18,BTBD18
MISFA,MISFA
PAN2,PAN2
UPF1,UPF1
RNU6-653P,U6
CEP57L1,CEP57L1
SYT8,SYT8
TRMT10C,TRMT10C
ATP13A3,ATP13A3
KIF20A,KIF20A
OLFM2,OLFM2
METTL8,METTL8
KRBA1,KRBA1
CDHR4,CDHR4
GFRA3,GFRA3
CWF19L2,CWF19L2
INKA1,INKA1
PPP1R1C,PPP1R1C
LIMA1,LIMA1
UBA7,UBA7
LBR,LBR
ASPRV1,ASPRV1
SULT1C3,SULT1C3
ZNF467,ZNF467
TRAIP,TRAIP
PAX6,PAX6
DNAH14,DNAH14
ZNF862,ZNF862
MYB,MYB
GPRC5D,GPRC5D
NCOA1,NCOA1
INHBE,INHBE
SOX8,SOX8
CYTH2,CYTH2
CAPRIN2,CAPRIN2
SSTR5,SSTR5
KCNH2,KCNH2
C1QTNF8,C1QTNF8
CAMKV,CAMKV
TCF3,TCF3
ZNF598,ZNF598
C2orf81,C2orf81
HYCC2,HYCC2
RNU2-49P,U2
CDO1,CDO1
MON1A,MON1A
DCDC2B,DCDC2B
ATG12,ATG12
PMS2,PMS2
MYH11,MYH11
DYRK3,DYRK3
RBM6,RBM6
TNFSF18,TNFSF18
PROC,PROC
MAP10,MAP10
PLPPR4,PLPPR4
TRIM67,TRIM67
ACTN4,ACTN4
PRRC1,PRRC1
FPGT,FPGT
LIMS2,LIMS2
OR6P1,OR6P1
SLC2A7,SLC2A7
ACTRT2,ACTRT2
LDLRAD2,LDLRAD2
NPEPPS,NPEPPS
AP2A1,AP2A1
HSPG2,HSPG2
FRAT1,FRAT1
FRAT2,FRAT2
RAB8A,RAB8A
RRP12,RRP12
RBM5,RBM5
RAD51AP1,RAD51AP1
GPR17,GPR17
SLC35A4,SLC35A4
IRX1,IRX1
ALMS1,ALMS1
AVPR1B,AVPR1B
CENPK,CENPK
AP4M1,AP4M1
PALB2,PALB2
CD86,CD86
DYRK4,DYRK4
HDAC4,HDAC4
PPWD1,PPWD1
RABEP1,RABEP1
CASR,CASR
AKAP3,AKAP3
PGAM1,PGAM1
CLC,LGALS13
IKBKE,IKBKE
VASP,VASP
EXOSC1,EXOSC1
NDUFA9,NDUFA9
MIX23,MIX23
CCDC83,CCDC83
ID2,ID2
SCAMP4,SCAMP4
RPAIN,RPAIN
SNTB2,SNTB2
FAM162A,FAM162A
TRIM23,TRIM23
MBOAT2,MBOAT2
SYTL2,SYTL2
VPS4A,VPS4A
ZDHHC16,ZDHHC16
GALNT8,GALNT8
WDR5B,WDR5B
KPNA1,KPNA1
TSC2,TSC2
KCNE4,KCNE4
KCNA6,KCNA6
KCNA1,KCNA1
KIDINS220,KIDINS220
TRAPPC13,TRAPPC13
RASSF5,RASSF5
DPY19L2,DPY19L2
GPATCH1,GPATCH1
C1QBP,C1QBP
EIF2D,EIF2D
DHX33,DHX33
CEBPA,CEBPA
ZNF536,ZNF536
CRYGN,CRYGN
PARP9,PARP9
SRGAP1,SRGAP1
CROCC,CROCC
SHLD3,SHLD3
SGTB,SGTB
DERL2,DERL2
DELE1,DELE1
PRKAG2,PRKAG2
MIS12,MIS12
ATF1,ATF1
DTX3L,DTX3L
NUP88,NUP88
ZNF829,ZNF829
TMPRSS12,TMPRSS12
VASH2,VASH2
PCDH12,PCDH12
HIGD1C,HIGD1C
RNF14,RNF14
MYL6B,MYL6B
EMC3,EMC3
CYB5RL,CYB5RL
SRPRB,SRPRB
ATXN7L2,ATXN7L2
AICDA,AICDA
DCBLD2,DCBLD2
FUOM,FUOM
GNPDA1,GNPDA1
CENPL,CENPL
ZNF496,ZNF496
STMP1,STMP1
RNU6-26P,U6
ST3GAL6,ST3GAL6
SLC13A4,SLC13A4
NDFIP1,NDFIP1
RABGAP1L,RABGAP1L
FOXJ2,FOXJ2
GYS1,GYS1
DHX40,DHX40
AKR1C8,AKR1C8
SPRY4,SPRY4
YIPF4,YIPF4
FGF1,FGF1
TTC27,TTC27
C3AR1,C3AR1
NECAP1,NECAP1
SOST,SOST
DUSP3,DUSP3
FAM180A,FAM180A
ATG16L1,ATG16L1
CFAP97D1,CFAP97D1
PPFIA3,PPFIA3
MTPN,MTPN
NUP160,NUP160
MPP3,MPP3
SNORA70,SNORA70
TUBAL3,TUBAL3
ZC3HC1,ZC3HC1
WDR70,WDR70
APBB1IP,APBB1IP
NUDT2,NUDT2
KLHDC10,KLHDC10
BMF,BMF
RNU6-484P,U6
GDNF,GDNF
TMEM209,TMEM209
NUP155,NUP155
HYPK,HYPK
MAGI1,MAGI1
SSMEM1,SSMEM1
HRC,HRC
AMPD1,AMPD1
ABLIM1,ABLIM1
FLNC,FLNC
HYOU1,HYOU1
TRPM4,TRPM4
C15orf48,C15orf48
PUS7L,PUS7L
CD101,CD101
NPL,NPL
TWF1,TWF1
SAG,SAG
RCC1,RCC1
EPHX2,EPHX2
IRAK4,IRAK4
CDH6,CDH6
SBSN,SBSN
TAMM41,TAMM41
GAPDHS,GAPDHS
RAI14,RAI14
LYZL6,LYZL6
DGKD,DGKD
CCL16,CCL16
TMEM147,TMEM147
CCL14,CCL14
CFAP20DC,CFAP20DC
ATP4A,ATP4A
FAR2,FAR2
ZNF177,ZNF177
CRNN,CRNN
CRCT1,CRCT1
ERGIC2,ERGIC2
NEB,NEB
CFAP92,CFAP92
ZNF112,ZNF112
TEKT2,TEKT2
CHD3,CHD3
MICU3,MICU3
ADPRS,ADPRS
CCR5,CCR5
COL8A2,COL8A2
TRAPPC3,TRAPPC3
DPPA4,DPPA4
ZDHHC2,ZDHHC2
ZNF180,ZNF180
MAP7D1,MAP7D1
TCTA,TCTA
CNOT7,CNOT7
FAM234B,FAM234B
DNAJB8,DNAJB8
KCNMB3,KCNMB3
KCTD21,KCTD21
GNA12,GNA12
KRT80,KRT80
CEACAM20,CEACAM20
SPTSSB,SPTSSB
USP35,USP35
OTOL1,OTOL1
RPUSD3,RPUSD3
EPHB6,EPHB6
KRT7,KRT7
TBC1D13,TBC1D13
GAB2,GAB2
FMNL1,FMNL1
ZNF362,ZNF362
NR2C2,NR2C2
NTHL1,NTHL1
S100A6,S100A6
S100A4,S100A4
ABHD11,ABHD11
CEACAM19,CEACAM19
NARS2,NARS2
S100A3,S100A3
S100A2,S100A2
CEACAM16,CEACAM16
MEIOB,MEIOB
KRT85,KRT85
BCL3,BCL3
PRPF8,PRPF8
KRT84,KRT84
SELENOS,SELENOS
S100A14,S100A14
MEPCE,MEPCE
SNORA70,SNORA70
KRT82,KRT82
PRLR,PRLR
CBLC,CBLC
S100A1,S100A1
KRT75,KRT75
GABRR3,GABRR3
HNRNPA2B1,HNRNPA2B1
SNAPIN,SNAPIN
NUP210,NUP210
BCAM,BCAM
STK40,STK40
FUS,FUS
TRAF2,TRAF2
KRT5,KRT5
PLD3,PLD3
ZNF79,ZNF79
LSM10,LSM10
KRT71,KRT71
OSCP1,OSCP1
MOGS,MOGS
PRRT1B,PRRT1B
HDAC11,HDAC11
KRT74,KRT74
SUSD1,SUSD1
KRT72,KRT72
EMSY,EMSY
MRPS15,MRPS15
KRT73,KRT73
IL1R2,IL1R2
SGSH,SGSH
EVA1B,EVA1B
GRIP1,GRIP1
ASCL5,ASCL5
OXCT1,OXCT1
PTBP3,PTBP3
STX6,STX6
WDR12,WDR12
MR1,MR1
NLK,NLK
TMED5,TMED5
FBLN2,FBLN2
HSDL2,HSDL2
CCDC18,CCDC18
RIMOC1,RIMOC1
PKD1L2,PKD1L2
PSMC5,PSMC5
SUMO1,SUMO1
FBXO4,FBXO4
ELAVL2,ELAVL2
CCDC152,CCDC152
NIM1K,NIM1K
SERPINI2,SERPINI2
NOP58,NOP58
LPCAT1,LPCAT1
IQCG,IQCG
GORAB,GORAB
INS,INS
CES1,CES1
IZUMO3,IZUMO3
SNORD70B,SNORD70B
SNORD11,SNORD11
TXNRD1,TXNRD1
HMGCS1,HMGCS1
BMPR2,BMPR2
TH,TH
MIR3115,MIR3115
KDM1A,KDM1A
MIEF2,MIEF2
FDX2,FDX2
CCL28,CCL28
FAM117B,FAM117B
TMEM267,TMEM267
ICAM5,ICAM5
LMLN,LMLN
C5orf34,C5orf34
ZNF512,ZNF512
CES5A,CES5A
SMCR8,SMCR8
ARHGAP27,ARHGAP27
RAVER1,RAVER1
PAIP1,PAIP1
LCE6A,LCE6A
ICAM3,ICAM3
MIOS,MIOS
SMCP,SMCP
IVL,IVL
GORASP1,GORASP1
ASCL2,ASCL2
TSPAN32,TSPAN32
GPN1,GPN1
POLR2E,POLR2E
GLCCI1,GLCCI1
MVK,MVK
CADM3,CADM3
SLC39A14,SLC39A14
QPRT,QPRT
OR10J1,OR10J1
NNT,NNT
FCER1A,FCER1A
MRPL45,MRPL45
GPX4,GPX4
MYOM3,MYOM3
GPR179,GPR179
SOCS7,SOCS7
DGKZ,DGKZ
TAS2R7,TAS2R7
TAS2R9,TAS2R9
IL22RA1,IL22RA1
SRCIN1,SRCIN1
SUMF2,SUMF2
SUPT7L,SUPT7L
PLEKHA4,PLEKHA4
IFNLR1,IFNLR1
TIMELESS,TIMELESS
ADRA2B,ADRA2B
SENP5,SENP5
MAP4K3,MAP4K3
TULP2,TULP2
TMOD1,TMOD1
ELF3,ELF3
ATP6V0A1,ATP6V0A1
TOP1MT,TOP1MT
SIAH1,SIAH1
MELTF,MELTF
PTOV1,PTOV1
STAT2,STAT2
TSTD2,TSTD2
N4BP1,N4BP1
L3MBTL3,L3MBTL3
RNU6-257P,U6
LGR6,LGR6
TOX3,TOX3
DLG1,DLG1
PHKG1,PHKG1
IRX3,IRX3
IRX5,IRX5
RHPN1,RHPN1
CHCHD2,CHCHD2
GDI2,GDI2
IRX6,IRX6
NUDCD2,NUDCD2
SIPA1L2,SIPA1L2
NUPR2,NUPR2
NAPSA,NAPSA
IMMT,IMMT
GUSB,GUSB
FOXB2,FOXB2
SMIM27,SMIM27
SCARNA18,SCARNA18
SAMD3,SAMD3
SRSF4,SRSF4
ENC1,ENC1
ASL,ASL
SYT17,SYT17
MROH9,MROH9
HEXB,HEXB
FMO3,FMO3
TNFRSF1A,TNFRSF1A
ECH1,ECH1
FMO2,FMO2
CLPB,CLPB
ATAT1,ATAT1
TMC5,TMC5
PEAR1,PEAR1
GFM2,GFM2
CLK1,CLK1
RINL,RINL
ETV3,ETV3
SIRT2,SIRT2
C1orf94,C1orf94
BMAL2,BMAL2
CAB39,CAB39
XIRP2,XIRP2
PSD2,PSD2
MRPL36,MRPL36
NDUFS6,NDUFS6
PBXIP1,PBXIP1
MAN2A2,MAN2A2
SNX15,SNX15
IRX4,IRX4
RNU6-229P,U6
GNAT3,GNAT3
GRM3,GRM3
GDE1,GDE1
ATF2,ATF2
NFKBIB,NFKBIB
RNU6-274P,U6
MTERF1,MTERF1
DSP,DSP
MTAP,MTAP
FAT2,FAT2
SHC1,SHC1
CCER2,CCER2
SAC3D1,SAC3D1
TFPI2,TFPI2
SARS2,SARS2
EEF2K,EEF2K
NAALADL1,NAALADL1
CCDC92,CCDC92
GNG11,GNG11
KIF20B,KIF20B
BET1,BET1
MSX2,MSX2
PPP2CA,PPP2CA
RCCD1,RCCD1
CDYL2,CDYL2
ZNF664,ZNF664
NPY,NPY
CDKN2B,CDKN2B
SPACA3,SPACA3
AP3B1,AP3B1
SPMIP4,SPMIP4
GINS2,GINS2
KCNH3,KCNH3
C16orf74,C16orf74
MRPS12,MRPS12
MAPT,MAPT
FBXO17,FBXO17
NPVF,NPVF
CDCA5,CDCA5
NT5C3A,NT5C3A
ANKRD11,ANKRD11
MCRS1,MCRS1
HNRNPK,HNRNPK
HNRNPL,HNRNPL
ZFPL1,ZFPL1
MOCS1,MOCS1
TMEM262,TMEM262
MATCAP2,MATCAP2
TM7SF2,TM7SF2
ILF3,ILF3
CKS1B,CKS1B
ANLN,ANLN
FLAD1,FLAD1
CLVS2,CLVS2
DUOXA2,DUOXA2
TRDN,TRDN
PRPF40B,PRPF40B
PARP16,PARP16
IGDCC3,IGDCC3
ZBTB7B,ZBTB7B
HFE,HFE
NIF3L1,NIF3L1
AOAH,AOAH
GAN,GAN
ZNHIT2,ZNHIT2
IGDCC4,IGDCC4
DCST1,DCST1
CDK5R1,CDK5R1
ROPN1L,ROPN1L
TBC1D24,TBC1D24
MYO15B,MYO15B
FAM186B,FAM186B
DPP8,DPP8
CYP20A1,CYP20A1
SYNPO,SYNPO
SYVN1,SYVN1
MYOZ3,MYOZ3
RNU6-834P,U6
FMNL3,FMNL3
HSPB1,HSPB1
RBM22,RBM22
SCNN1B,SCNN1B
ADAM15,ADAM15
TMED4,TMED4
DCTN4,DCTN4
HUS1,HUS1
MYO18A,MYO18A
ARL6IP4,ARL6IP4
GGA2,GGA2
MRPL49,MRPL49
NCKAP5,NCKAP5
ADTRP,ADTRP
CAPN1,CAPN1
SMIM3,SMIM3
ARHGEF1,ARHGEF1
ZNF300,ZNF300
THAP4,THAP4
HIVEP1,HIVEP1
CLDN15,CLDN15
EDN1,EDN1
GRIN2A,GRIN2A
RPS6KA2,RPS6KA2
FIS1,FIS1
FAM174A,FAM174A
ACTBL2,ACTBL2
IFT22,IFT22
TBC1D5,TBC1D5
C1S,C1S
ARAP3,ARAP3
CFLAR,CFLAR
PTPRZ1,PTPRZ1
PDPK1,PDPK1
HOXC13,HOXC13
HOXB1,HOXB1
HOXC12,HOXC12
HOXB2,HOXB2
HOXC11,HOXC11
HOXB3,HOXB3
HOXC10,HOXC10
TSSC4,TSSC4
HOXC6,HOXC6
PCDH1,PCDH1
TRPM5,TRPM5
MIR196A2,ssc-mir-196a-2
HOXC9,HOXC9
DYRK1B,DYRK1B
HOXB4,HOXB4
HOXC8,HOXC8
MYO1H,MYO1H
MIR10A,MIR10A
RNU6-381P,U6
HOXB5,HOXB5
FGF10,FGF10
HOXB6,HOXB6
HOXB7,HOXB7
MRPS30,MRPS30
