Gene name,Mouse gene name
CDHR4,Cdhr4
GFRA3,Gfra3
CWF19L2,Cwf19l2
INKA1,Inka1
PPP1R1C,Ppp1r1c
LIMA1,Lima1
UBA7,Uba7
LBR,Lbr
ASPRV1,Asprv1
SULT1C3,Sult1c1
ZNF467,Zfp467
TRAIP,Traip
PAX6,Pax6
DNAH14,Dnah14
MYB,Myb
GPRC5D,Gprc5d
NCOA1,Ncoa1
INHBE,Inhbe
SOX8,Sox8
CYTH2,Cyth2
CAPRIN2,Caprin2
SSTR5,Sstr5
KCNH2,Kcnh2
CAMKV,Camkv
TCF3,Tcf3
ZNF598,Zfp598
C2orf81,1700003E16Rik
HYCC2,Hycc2
RNU2-49P,Gm23628
CDO1,Cdo1
OR1F1,Or1f19
MON1A,Mon1a
DCDC2B,Dcdc2b
ATG12,Atg12
PMS2,Pms2
MYH11,Myh11
DYRK3,Dyrk3
RBM6,Rbm6
TNFSF18,Tnfsf18
AP3S1,Ap3s1
MAP10,Map10
PLPPR4,Plppr4
TRIM67,Trim67
ACTN4,Actn4
PRRC1,Prrc1
FPGT,Fpgt
LIMS2,Lims2
INSL5,Insl5
OR6P1,Or6y1
SLC2A7,Slc2a7
OR6K2,Or6k2
ACTRT2,Actrt2
LDLRAD2,Ldlrad2
NPEPPS,Npepps
AP2A1,Ap2a1
HSPG2,Hspg2
FRAT2,Frat2
RAB8A,Rab8a
RRP12,Rrp12
RBM5,Rbm5
RAD51AP1,Rad51ap1
GPR17,Gpr17
SLC35A4,Slc35a4
WNT4,Wnt4
IRX1,Irx1
ALMS1,Alms1
AVPR1B,Avpr1b
CENPK,Cenpk
SRGAP2,Srgap2
AP4M1,Ap4m1
PALB2,Palb2
CD86,Cd86
DYRK4,Dyrk4
HDAC4,Hdac4
GNAO1,Gnao1
PPWD1,Ppwd1
RABEP1,Rabep1
CASR,Casr
AKAP3,Akap3
PGAM1,Pgam1
IKBKE,Ikbke
VASP,Vasp
EXOSC1,Exosc1
NDUFA9,Ndufa9
MIX23,Mix23
CCDC83,Ccdc83
ID2,Id2
SCAMP4,Scamp4
RPAIN,Rpain
SNTB2,Sntb2
FAM162A,Fam162a
TRIM23,Trim23
MBOAT2,Mboat2
SYTL2,Sytl2
VPS4A,Vps4a
ZDHHC16,Zdhhc16
WDR5B,Wdr5b
KPNA1,Kpna1
TSC2,Tsc2
KCNE4,Kcne4
KCNA6,Kcna6
KCNA1,Kcna1
KIDINS220,Kidins220
TRAPPC13,Trappc13
RASSF5,Rassf5
DPY19L2,Dpy19l2
GPATCH1,Gpatch1
C1QBP,C1qbp
EIF2D,Eif2d
DHX33,Dhx33
CEBPA,Cebpa
ZNF536,Zfp536
CRYGN,Crygn
PARP9,Parp9
SRGAP1,Srgap1
CROCC,Crocc
RHEB,Rheb
SHLD3,Shld3
SGTB,Sgtb
DERL2,Derl2
DELE1,Dele1
PRKAG2,Prkag2
MIS12,Mis12
ATF1,Atf1
DTX3L,Dtx3l
NUP88,Nup88
TMPRSS12,Tmprss12
VASH2,Vash2
PCDH12,Pcdh12
HIGD1C,Higd1c
ZNF345,Zfp11
RNF14,Rnf14
MYL6B,Myl6b
EMC3,Emc3
CYB5RL,Cyb5rl
SRPRB,Srprb
ATXN7L2,Atxn7l2
AICDA,Aicda
DCBLD2,Dcbld2
FUOM,Fuom
GNPDA1,Gnpda1
CENPL,Cenpl
ZNF496,Zkscan17
STMP1,Stmp1
ST3GAL6,St3gal6
SLC13A4,Slc13a4
NDFIP1,Ndfip1
RABGAP1L,Rabgap1l
FOXJ2,Foxj2
GYS1,Gys1
DHX40,Dhx40
SPRY4,Spry4
YIPF4,Yipf4
FGF1,Fgf1
TTC27,Ttc27
C3AR1,C3ar1
NECAP1,Necap1
SOST,Sost
FAM180A,Fam180a
ATG16L1,Atg16l1
CFAP97D1,Cfap97d1
PPFIA3,Ppfia3
MTPN,Mtpn
NUP160,Nup160
MPP3,Mpp3
UCN3,Ucn3
TUBAL3,Tubal3
HNRNPA0,Hnrnpa0
ZC3HC1,Zc3hc1
WDR70,Wdr70
APBB1IP,Apbb1ip
NUDT2,Nudt2
FYCO1,Fyco1
KLHDC10,Klhdc10
BMF,Bmf
GDNF,Gdnf
TMEM209,Tmem209
ANTXRL,Antxrl
CD300LG,Cd300lg
NUP155,Nup155
CLEC4A,Clec4a1
RNU1-96P,Gm23735
HYPK,Hypk
MAGI1,Magi1
SSMEM1,Ssmem1
HRC,Hrc
CDRT4,Cdrt4
AMPD1,Ampd1
ABLIM1,Ablim1
FLNC,Flnc
HYOU1,Hyou1
TRPM4,Trpm4
C15orf48,AA467197
PUS7L,Pus7l
UBE2U,Ube2u
CD101,Cd101
NPL,Npl
TWF1,Twf1
RDM1,Rdm1
SAG,Sag
RCC1,Rcc1
EPHX2,Ephx2
IRAK4,Irak4
CDH6,Cdh6
SBSN,Sbsn
TAMM41,Tamm41
GAPDHS,Gapdhs
RAI14,Rai14
LYZL6,Lyzl6
DGKD,Dgkd
STK31,Stk31
TMEM147,Tmem147
CFAP20DC,Cfap20dc
ATP4A,Atp4a
FAR2,Far2
CRNN,Crnn
ERGIC2,Ergic2
NEB,Neb
CFAP92,Cfap92
ZNF112,Zfp112
TEKT2,Tekt2
CHD3,Chd3
MICU3,Micu3
ADPRS,Adprs
CCR5,Ccr5
COL8A2,Col8a2
TRAPPC3,Trappc3
DPPA4,Dppa4
ZDHHC2,Zdhhc2
ZNF180,Zfp180
MAP7D1,Map7d1
TCTA,Tcta
CNOT7,Cnot7
FAM234B,Fam234b
DNAJB8,Dnajb8
KCNMB3,Kcnmb3
KCTD21,Kctd21
GNA12,Gna12
KRT80,Krt80
CEACAM20,Ceacam20
SPTSSB,Sptssb
USP35,Usp35
OTOL1,Otol1
RPUSD3,Rpusd3
EPHB6,Ephb6
KRT7,Krt7
IGSF23,Igsf23
PVR,Pvr
TBC1D13,Tbc1d13
GAB2,Gab2
GREP1,Grep1
FMNL1,Fmnl1
ZNF362,Zfp362
A3GALT2,A3galt2
NR2C2,Nr2c2
NTHL1,Nthl1
S100A6,S100a6
S100A4,S100a4
ABHD11,Abhd11
CEACAM19,Ceacam19
NARS2,Nars2
S100A3,S100a3
S100A2,S100a2
CEACAM16,Ceacam16
MEIOB,Meiob
KRT85,Krt85
BCL3,Bcl3
PRPF8,Prpf8
S100A16,S100a16
KRT84,Krt84
SELENOS,Selenos
S100A14,S100a14
MEPCE,Mepce
SNORA70,Gm22947
KRT82,Krt82
PRLR,Prlr
CBLC,Cblc
S100A1,S100a1
RN7SKP234,Gm54967
KRT75,Krt75
GABRR3,Gabrr3
HNRNPA2B1,Hnrnpa2b1
SNAPIN,Snapin
NUP210,Nup210
BCAM,Bcam
STK40,Stk40
FUS,Fus
TRAF2,Traf2
PLD3,Pld3
LSM10,Lsm10
KRT71,Krt71
OSCP1,Oscp1
MOGS,Mogs
PRRT1B,Prrt1b
HDAC11,Hdac11
RNU6-710P,Gm23516
SUSD1,Susd1
KRT72,Krt72
EMSY,Emsy
MRPS15,Mrps15
KRT73,Krt73
IL1R2,Il1r2
RNU4-34P,Gm24256
RNU6-1034P,Gm25473
SGSH,Sgsh
EVA1B,Eva1b
GRIP1,Grip1
CMC2,Cmc2
ASCL5,Ascl5
OXCT1,Oxct1
PTBP3,Ptbp3
STX6,Stx6
WDR12,Wdr12
MR1,Mr1
NLK,Nlk
TMED5,Tmed5
FBLN2,Fbln2
HSDL2,Hsdl2
CCDC18,Ccdc18
RIMOC1,Rimoc1
PKD1L2,Pkd1l2
PSMC5,Psmc5
SUMO1,Sumo1
FBXO4,Fbxo4
ELAVL2,Elavl2
CCDC152,Ccdc152
NIM1K,Nim1k
SERPINI2,Serpini2
NOP58,Nop58
LPCAT1,Lpcat1
SVBP,Svbp
IQCG,Iqcg
GORAB,Gorab
BASP1,Basp1
IZUMO3,Izumo3
SNORD70B,Gm26293
SNORD11B,Gm26287
SNORD11,Snord11
TXNRD1,Txnrd1
HMGCS1,Hmgcs1
BMPR2,Bmpr2
TH,Th
KDM1A,Kdm1a
RPL35A,Rpl35a
MIEF2,Mief2
FDX2,Fdx2
CCL28,Ccl28
FAM117B,Fam117b
TMEM267,Tmem267
ICAM5,Icam5
LMLN,Lmln
C5orf34,4833420G17Rik
ZNF512,Zfp512
CES5A,Ces5a
SMCR8,Smcr8
ARHGAP27,Arhgap27
RAVER1,Raver1
PAIP1,Paip1
MIOS,Mios
SPRR4,Sprr4
SPRR3,Sprr3
GORASP1,Gorasp1
ASCL2,Ascl2
TSPAN32,Tspan32
GPN1,Gpn1
POLR2E,Polr2e
GLCCI1,Glcci1
SYNE1,Syne1
MVK,Mvk
CADM3,Cadm3
SLC39A14,Slc39a14
QPRT,Qprt
FCER1A,Fcer1a
MRPL45,Mrpl45
GPX4,Gpx4
MYOM3,Myom3
GPR179,Gpr179
SOCS7,Socs7
RNU6-878P,Gm24536
DGKZ,Dgkz
TRGV11,Trgv4
TAS2R7,Tas2r130
IL22RA1,Il22ra1
SRCIN1,Srcin1
SUMF2,Sumf2
SUPT7L,Supt7l
PLEKHA4,Plekha4
IFNLR1,Ifnlr1
TIMELESS,Timeless
ADRA2B,Adra2b
SENP5,Senp5
MAP4K3,Map4k3
TULP2,Tulp2
TMOD1,Tmod1
ELF3,Elf3
ATP6V0A1,Atp6v0a1
TOP1MT,Top1mt
MELTF,Meltf
PTOV1,Ptov1
STAT2,Stat2
TSTD2,Tstd2
N4BP1,N4bp1
L3MBTL3,L3mbtl3
LGR6,Lgr6
TOX3,Tox3
DLG1,Dlg1
PRUNE2,Prune2
PHKG1,Phkg1
IRX3,Irx3
IRX5,Irx5
RNU6-220P,Gm25622
RHPN1,Rhpn1
CHCHD2,Chchd2
GDI2,Gdi2
IRX6,Irx6
NUDCD2,Nudcd2
SIPA1L2,Sipa1l2
NUPR2,Nupr2
NAPSA,Napsa
IMMT,Immt
GUSB,Gusb
FOXB2,Foxb2
TMEM167A,Tmem167
CD3G,Cd3g
SCARNA18,Gm24507
SAMD3,Samd3
SRSF4,Srsf4
ENC1,Enc1
CREM,Crem
ASL,Asl
SYT17,Syt17
MROH9,Mroh9
HEXB,Hexb
FMO3,Fmo3
TNFRSF1A,Tnfrsf1a
ECH1,Ech1
FMO2,Fmo2
CLPB,Clpb
ATAT1,Atat1
TMC5,Tmc5
PEAR1,Pear1
GFM2,Gfm2
CLK1,Clk1
RINL,Rinl
ETV3L,Etv3l
ETV3,Etv3
SIRT2,Sirt2
C1orf94,CK137956
CSMD2,Csmd2
BMAL2,Bmal2
CAB39,Cab39
XIRP2,Xirp2
PSD2,Psd2
CRCP,Crcp
NXPE2,Nxpe2
MRPL36,Mrpl36
NDUFS6,Ndufs6
PBXIP1,Pbxip1
MAN2A2,Man2a2
SNX15,Snx15
IRX4,Irx4
GNAT3,Gnat3
GRM3,Grm3
GDE1,Gde1
ATF2,Atf2
NFKBIB,Nfkbib
PYGO2,Pygo2
DSP,Dsp
MTAP,Mtap
FAT2,Fat2
SHC1,Shc1
CCER2,Ccer2
SAC3D1,Sac3d1
TFPI2,Tfpi2
SARS2,Sars2
EEF2K,Eef2k
NAALADL1,Naaladl1
CCDC92,Ccdc92
GNG11,Gng11
KIF20B,Kif20b
MSX2,Msx2
PPP2CA,Ppp2ca
RCCD1,Rccd1
CDYL2,Cdyl2
ZNF664,Zfp664
NPY,Npy
CDKN2B,Cdkn2b
SPACA3,Spaca3
AP3B1,Ap3b1
SPMIP4,Spmip4
GINS2,Gins2
KCNH3,Kcnh3
C16orf74,1190005I06Rik
MRPS12,Mrps12
MAPT,Mapt
FBXO17,Fbxo17
NPVF,Npvf
CDCA5,Cdca5
NT5C3A,Nt5c3
ANKRD11,Ankrd11
MCRS1,Mcrs1
HNRNPK,Hnrnpk
HNRNPL,Hnrnpl
ZFPL1,Zfpl1
MOCS1,Mocs1
TMEM262,Tmem262
MATCAP2,Matcap2
TM7SF2,Tm7sf2
ILF3,Ilf3
CKS1B,Cks1brt
ANLN,Anln
FLAD1,Flad1
CLVS2,Clvs2
DUOXA2,Duoxa2
TRDN,Trdn
PRPF40B,Prpf40b
PARP16,Parp16
IGDCC3,Igdcc3
ZBTB7B,Zbtb7b
HFE,Hfe
NIF3L1,Nif3l1
DCST2,Dcst2
AOAH,Aoah
GAN,Gan
ZNHIT2,Znhit2
IGDCC4,Igdcc4
FAU,Fau
DCST1,Dcst1
CDK5R1,Cdk5r1
ROPN1L,Ropn1l
TBC1D24,Tbc1d24
MYO15B,Myo15b
FAM186B,Fam186b
DPP8,Dpp8
CYP20A1,Cyp20a1
SYNPO,Synpo
SYVN1,Syvn1
MYOZ3,Myoz3
FMNL3,Fmnl3
HSPB1,Hspb1
RBM22,Rbm22
SCNN1B,Scnn1b
ADAM15,Adam15
FAM220A,Fam220a
TMED4,Tmed4
DCTN4,Dctn4
HUS1,Hus1
MYO18A,Myo18a
ARL6IP4,Arl6ip4
GGA2,Gga2
MRPL49,Mrpl49
NCKAP5,Nckap5
ADTRP,Adtrp
OR2A2,Or2a52
CAPN1,Capn1
SMIM3,Smim3
ARHGEF1,Arhgef1
THAP4,Thap4
HIVEP1,Hivep1
CLDN15,Cldn15
EDN1,Edn1
GRIN2A,Grin2a
RPS6KA2,Rps6ka2
FIS1,Fis1
FAM174A,Fam174a
ACTBL2,Actbl2
IFT22,Ift22
TBC1D5,Tbc1d5
ARAP3,Arap3
CFLAR,Cflar
PTPRZ1,Ptprz1
PDPK1,Pdpk1
HOXC13,Hoxc13
HOXB1,Hoxb1
HOXC12,Hoxc12
HOXB2,Hoxb2
HOXC11,Hoxc11
HOXB3,Hoxb3
HOXC10,Hoxc10
TSSC4,Tssc4
HOXC6,Hoxc6
PCDH1,Pcdh1
TRPM5,Trpm5
MIR196A2,Mir196a-2
HOXC9,Hoxc9
DYRK1B,Dyrk1b
HOXB4,Hoxb4
HOXC8,Hoxc8
MYO1H,Myo1h
MIR10A,Mir10a
HOXB5,Hoxb5
FGF10,Fgf10
HOXB6,Hoxb6
LITAF,Litaf
HOXB7,Hoxb7
MRPS30,Mrps30
HOXB8,Hoxb8
NINJ2,Ninj2
HOXB9,Hoxb9
RNU6-670P,Gm25598
ADORA2B,Adora2b
EXOG,Exog
ZSWIM7,Zswim7
FKBP4,Fkbp4
RBMS1,Rbms1
ZGLP1,Zglp1
PAXX,Paxx
STRN4,Strn4
ITFG2,Itfg2
PTPRD,Ptprd
IQCH,Iqch
TTC19,Ttc19
NRIP2,Nrip2
IL17RC,Il17rc
INSIG2,Insig2
CADPS2,Cadps2
TEX52,Tex52
FOXM1,Foxm1
MTMR11,Mtmr11
THSD7B,Thsd7b
UBTFL1,Ubtfl1
SPAG16,Spag16
FXYD2,Fxyd2
NCOR1,Ncor1
C15orf61,2300009A05Rik
FBXW2,Fbxw2
RHNO1,Rhno1
SAXO2,Saxo2
FKRP,Fkrp
OTUD7B,Otud7b
EFHD1,Efhd1
SNAPC3,Snapc3
TULP3,Tulp3
FXYD6,Fxyd6
UBTF,Ubtf
ANKRD35,Ankrd35
TEAD4,Tead4
ITGA10,Itga10
FOXN2,Foxn2
KCNK3,Kcnk3
RNF133,Rnf133
RNF148,Rnf148
NRXN1,Nrxn1
TAS2R16,Tas2r118
AP2S1,Ap2s1
SLC13A1,Slc13a1
RNU6-492P,Gm22633
TSPAN9,Tspan9
KLF4,Klf4
PEX11B,Pex11b
NUCB1,Nucb1
LIX1L,Lix1l
ANKRD34A,Ankrd34a
PRMT8,Prmt8
TXNIP,Txnip
RNU6-174P,Gm25600
IL10RA,Il10ra
CAPS2,Caps2
HJV,Hjv
TEX46,Tex46
RNU4-61P,Gm26254
AGBL4,Agbl4
CAVIN3,Cavin3
SMPD1,Smpd1
BEND5,Bend5
MAPKBP1,Mapkbp1
C1orf185,4930522H14Rik
ROR1,Ror1
DNHD1,Dnhd1
TAOK1,Taok1
VAMP4,Vamp4
SMCO2,Smco2
UNG,Ung
FXR2,Fxr2
CFAP74,Cfap74
CCDC88A,Ccdc88a
NRIP3,Nrip3
COL6A5,Col6a5
NWD1,Nwd1
OR8S1,Or8s16
RALGPS2,Ralgps2
ACOX1,Acox1
OGFOD2,Ogfod2
C11orf58,1110004F10Rik
ANGPTL1,Angptl1
STK19,Stk19
KCNK4,Kcnk4
FHAD1,Fhad1
DAG1,Dag1
GABPB1,Gabpb1
RAB37,Rab37
C11orf97,1700012B09Rik
PIWIL4,Piwil4
PRKCD,Prkcd
FNDC1,Fndc1
RUVBL2,Ruvbl2
OR5BS1P,Or5bs2
FUT4,Fut4
POLE,Pole
BYSL,Bysl
INTS4,Ints4
EIF4G3,Eif4g3
ACTL9,Actl9
KCNN4,Kcnn4
TRIM26,Trim26
USP8,Usp8
LYPD5,Lypd5
H2BC11,H2bc21
RNF182,Rnf182
CD83,Cd83
ZNF628,Zfp628
NHERF1,Nherf1
HUS1B,Hus1b
NAT9,Nat9
FAM50B,Fam50b
SLC25A38,Slc25a38
CSRNP1,Csrnp1
LMBR1L,Lmbr1l
XIRP1,Xirp1
TBP,Tbp
CX3CR1,Cx3cr1
ZNF865,Zfp865
GALNT15,Galnt15
ZNF526,Zfp526
TMEM104,Tmem104
TEX9,Tex9
CARM1,Carm1
PDCD2,Pdcd2
DPH3,Dph3
ZW10,Zw10
GRIN2C,Grin2c
OXNAD1,Oxnad1
TLR1,Tlr1
MNS1,Mns1
CLDN25,Cldn25
OS9,Os9
USP38,Usp38
TMEM94,Tmem94
NECTIN1,Nectin1
SLC25A36,Slc25a36
SPACA6,Spaca6
FLI1,Fli1
UNC5CL,Unc5cl
UGT8,Ugt8a
OARD1,Oard1
TLE6,Tle6
USP28,Usp28
TLN2,Tln2
IFT122,Ift122
RPL34,Rpl34
TLE2,Tle2
OSTC,Ostc
ETNPPL,Etnppl
PARP6,Parp6
TSPO2,Tspo2
ITPKB,Itpkb
APOBEC2,Apobec2
NFYA,Nfya
S100A11,S100a11
MOB2,Mob2
HTR1B,Htr1b
MEI4,Mei4
TCHHL1,Tchhl1
RPTN,Rptn
SMIM13,Smim13
CWC15,Cwc15
HRNR,Hrnr
MFSD12,Mfsd12
KDM4D,Kdm4d
BRD2,Brd2
ENDOD1,Endod1
SESN3,Sesn3
PIGV,Pigv
ADGRE1,Adgre1
DDX23,Ddx23
TRAF6,Traf6
RAG1,Rag1
RAG2,Rag2
ZDHHC18,Zdhhc18
SFN,Sfn
GPN2,Gpn2
CHST1,Chst1
GPATCH3,Gpatch3
EMG1,Emg1
SLC35C1,Slc35c1
KHDRBS2,Khdrbs2
HNRNPM,Hnrnpm
RCE1,Rce1
NUDC,Nudc
LCA5,Lca5
ENTPD3,Entpd3
FAP,Fap
IDH3A,Idh3a
SNORA49,Gm26079
DDX51,Ddx51
SH3BGRL2,Sh3bgrl2
PC,Pcx
RPP21,Rpp21
NR0B2,Nr0b2
NPLOC4,Nploc4
TENT5B,Tent5b
CATSPER4,Catsper4
NOC4L,Noc4l
RNU1-64P,Gm23727
TMEM170B,Tmem170b
E2F3,E2f3
CEP85,Cep85
EP400,Ep400
CUL3,Cul3
LIN28A,Lin28a
UBXN11,Ubxn11
ANGPTL8,Angptl8
ANKLE1,Ankle1
ULK4,Ulk4
DNM1L,Dnm1l
PSMD12,Psmd12
MYT1L,Myt1l
PSMB9,Psmb9
LRFN4,Lrfn4
CACNB1,Cacnb1
C11orf86,2010003K11Rik
SLC37A4,Slc37a4
ABHD8,Abhd8
PPP1R15B,Ppp1r15b
TREML1,Treml1
DMRTB1,Dmrtb1
CCK,Cck
MRPL34,Mrpl34
GLIS1,Glis1
TREM2,Trem2
DDA1,Dda1
LYZL4,Lyzl4
NDC1,Ndc1
TREML2,Treml2
TREML4,Treml4
ANO8,Ano8
EPHA6,Epha6
TREM1,Trem1
RNU6-643P,Gm24378
H1-2,H1f2
GTPBP3,Gtpbp3
RGS7,Rgs7
MYLIP,Mylip
PIGS,Pigs
MAPK14,Mapk14
CRYBG3,Crybg3
RIOX2,Riox2
CDC42EP2,Cdc42ep2
SLC25A45,Slc25a45
CNR2,Cnr2
PNRC2,Pnrc2
SLC6A1,Slc6a1
SRSF10,Srsf10
PLVAP,Plvap
FRMD8,Frmd8
CCDC194,Ccdc194
MVB12A,Mvb12a
MRPS10,Mrps10
GRHL3,Grhl3
RELA,Rela
CBX4,Cbx4
QKI,Qki
TBC1D16,Tbc1d16
SLC27A1,Slc27a1
RNF213,Rnf213
METTL13,Mettl13
FGD2,Fgd2
DNM3,Dnm3
RNU6-1137P,Gm54928
ARL4D,Arl4d
RNH1,Rnh1
DHX8,Dhx8
MIR214,Mir214
MIR199A2,Mir199a-2
PIGC,Pigc
C1orf105,4930558K02Rik
OSBPL10,Osbpl10
BPHL,Bphl
EFCAB2,Efcab2
IFNG,Ifng
ETV4,Etv4
SOS1,Sos1
FBXO27,Fbxo27
ALDH3B1,Aldh3b1
FOSB,Fosb
ABRACL,Abracl
HECA,Heca
H3-4,H3f4
ABCA4,Abca4
TXLNB,Txlnb
MDM1,Mdm1
GPD1L,Gpd1l
MEOX1,Meox1
NDUFS8,Ndufs8
FUT2,Fut2
LENG8,Leng8
CHKA,Chka
ERCC1,Ercc1
GTPBP8,Gtpbp8
RFLNA,Rflna
WDR47,Wdr47
C11orf24,1810055G02Rik
MYO7B,Myo7b
HOXC4,Hoxc4
HOXC5,Hoxc5
SMUG1,Smug1
LRP5,Lrp5
CRHR1,Crhr1
NEPRO,Nepro
NSF,Nsf
PYCR2,Pycr2
APLP2,Aplp2
DNM2,Dnm2
EVX2,Evx2
MORN2,Morn2
NRDC,Nrdc
ZDHHC23,Zdhhc23
SMIM10L1,Smim10l1
CCDC191,Ccdc191
SCN8A,Scn8a
COQ10B,Coq10b
CCDC141,Ccdc141
SMARCA4,Smarca4
ASIC4,Asic4
QTRT2,Qtrt2
SULT6B1,Sult6b1
DNMT3A,Dnmt3a
ZBTB44,Zbtb44
DRD3,Drd3
BPTF,Bptf
TMCC1,Tmcc1
ADAMTS8,Adamts8
IQSEC3,Iqsec3
MRE11,Mre11a
FAF1,Faf1
TRH,Trh
SLC6A12,Slc6a12
TRPC1,Trpc1
WNT3,Wnt3
PRRC2C,Prrc2c
FLOT2,Flot2
MLPH,Mlph
ANKRD49,Ankrd49
SPON2,Spon2
SLC6A13,Slc6a13
IRF7,Irf7
IGSF9,Igsf9
TNK2,Tnk2
CXCL16,Cxcl16
TAC4,Tac4
KDM5A,Kdm5a
ARHGAP23,Arhgap23
TARS2,Tars2
ALKBH8,Alkbh8
TCIRG1,Tcirg1
CCDC77,Ccdc77
PRLH,Prlh
RAB17,Rab17
GAST,Gast
HAP1,Hap1
LSM6,Lsm6
JUP,Jup
SOX5,Sox5
MAPRE3,Mapre3
TDRKH,Tdrkh
TFRC,Tfrc
SETD7,Setd7
PRDM11,Prdm11
TMEM214,Tmem214
CCDC90B,Ccdc90b
P3H4,P3h4
BST1,Bst1
MLF1,Mlf1
FKBP10,Fkbp10
AGBL5,Agbl5
PMCH,Pmch
IGF1,Igf1
TMEM156,Tmem156
NT5C3B,Nt5c3b
PLEKHA7,Plekha7
WDR19,Wdr19
SYT1,Syt1
OST4,Ost4
EMILIN1,Emilin1
NOTCH2,Notch2
ABHD1,Abhd1
PTPRJ,Ptprj
GFM1,Gfm1
PREB,Preb
CARD14,Card14
PATJ,Patj
OR4X1,Or4x5-ps1
SULT1B1,Sult1b1
FERMT3,Fermt3
PRR30,Prr30
LXN,Lxn
TCF23,Tcf23
SLC5A6,Slc5a6
TRNT1,Trnt1
CABS1,Cabs1
TTC14,Ttc14
ANKLE2,Ankle2
PEX12,Pex12
AXIN2,Axin2
FAM149A,Fam149a
CAD,Cad
STIM1,Stim1
PGAM5,Pgam5
CEP112,Cep112
CCDC39,Ccdc39
NPPA,Nppa
MAST2,Mast2
POC1B,Poc1b
SLC30A3,Slc30a3
TOMT,Tomt
TRIM22,Trim75
DNAJC5G,Dnajc5g
PRKAA2,Prkaa2
ANK2,Ank2
RNU6-4P,Gm24753
GALNT4,Galnt4
FXR1,Fxr1
TRIM54,Trim54
APOH,Apoh
ATP2B1,Atp2b1
AAMDC,Aamdc
SEMA4A,Sema4a
HLF,Hlf
UCN,Ucn
MPV17,Mpv17
MMD,Mmd
CD81,Cd81
CIST1,Gm3336
RNU6-1249P,Gm23570
ZNF558,Zfp558
TIMP2,Timp2
KCNJ8,Kcnj8
MBD3L1,Mbd3l1
CEP295NL,Cep295nl
MUC16,Muc16
MYCBPAP,Mycbpap
CCNL2,Ccnl2
BICD1,Bicd1
SCN9A,Scn9a
RIC3,Ric3
CNTN1,Cntn1
ITGB4,Itgb4
UNC93B1,Unc93b1
KDF1,Kdf1
VTCN1,Vtcn1
CLDN18,Cldn18
IL18BP,Il18bp
ZNF644,Zfp644
DZIP1L,Dzip1l
ATRAID,Atraid
A4GNT,A4gnt
TSPAN11,Tspan11
DBR1,Dbr1
TMEM237,Tmem237
ARMC8,Armc8
DDX11,Ddx11
KLHL17,Klhl17
OR51C1P,Or51f23b
OR10D3,Or10d3
TRIM46,Trim46
OR4A15,Or4a15
TSGA10IP,Tsga10ip
ARL6IP6,Arl6ip6
SLC1A5,Slc1a5
OR10S1,Or10s1
RASSF10,Rassf10
PACSIN3,Pacsin3
RASGRP4,Rasgrp4
MEF2D,Mef2d
ACTR1B,Actr1b
DDB2,Ddb2
CMIP,Cmip
C2orf92,4933424G06Rik
EIF4A1,Eif4a1
PLCG2,Plcg2
ACP2,Acp2
ZEB2,Zeb2
RPL13,Rpl13
CRLF3,Crlf3
NR1H3,Nr1h3
NGFR,Ngfr
NME9,Nme9
ITGA3,Itga3
RYR1,Ryr1
PRPH,Prph
LMCD1,Lmcd1
SPATS2,Spats2
SSUH2,Ssu2
ZNF18,Zkscan6
PROCA1,Proca1
STX2,Stx2
CAV3,Cav3
OXTR,Oxtr
LDLR,Ldlr
ARFGAP2,Arfgap2
TOP2B,Top2b
TRPV3,Trpv3
PLA2G1B,Pla2g1b
MSI1,Msi1
SRSF9,Srsf9
TGFBR3L,Tgfbr3l
TUBB4A,Tubb4a
FZD10,Fzd10
ACMSD,Acmsd
PRIM1,Prim1
MMP25,Mmp25
MAP3K19,Map3k19
OPRD1,Oprd1
CBL,Cbl
GCDH,Gcdh
HEATR6,Heatr6
GBP5,Gbp5
AEBP2,Aebp2
ELOA,Eloa
HMGCL,Hmgcl
SLC3A2,Slc3a2
PDXDC1,Pdxdc1
FUCA1,Fuca1
HCRTR1,Hcrtr1
PLEKHA5,Plekha5
CA4,Car4
COL16A1,Col16a1
PCARE,Pcare
FBLN7,Fbln7
MLLT1,Mllt1
GOLGB1,Golgb1
TIRAP,Tirap
ZFP36,Zfp36
ZC3H8,Zc3h8
KLF2,Klf2
EPS15L1,Eps15l1
SCN7A,Scn7a
KMT5B,Kmt5b
snoZ196,Gm26457
SNORD51,Gm26457
SNORA41,Snora41
CMKLR2,Cmklr2
RERG,Rerg
BCAS3,Bcas3
PHLDA1,Phlda1
AOX1,Aox1
ASB8,Asb8
MIR129-2,Mir129b
HSD17B12,Hsd17b12
CCDC184,Ccdc184
ZNF641,Zfp641
LZTFL1,Lztfl1
C11orf96,Gm13889
BZW1,Bzw1
TIGD3,Tigd3
CASP12,Casp12
OR2B11,Or2b11
OR6N2,Or6n2
H2BC18,H2bc18
ITGA7,Itga7
DCAF6,Dcaf6
BTBD10,Btbd10
TATDN2,Tatdn2
GRN,Grn
SEC61A1,Sec61a1
PTH,Pth
CLIP4,Clip4
CALR3,Calr3
TMPRSS13,Tmprss13
C19orf44,1700030K09Rik
H2AC18,H2ac18
CHERP,Cherp
GPATCH8,Gpatch8
TRMT13,Trmt13
DPF2,Dpf2
RAF1,Raf1
H3C14,H3c13
