Gene name,White-tufted-ear marmoset gene name
BDH2,BDH2
CHCHD7,CHCHD7
MAST3,MAST3
ABHD13,ABHD13
ANKRD22,ANKRD22
POLI,POLI
ORAI3,ORAI3
Y_RNA,Y_RNA
TMEM8B,TMEM8B
MYLK,MYLK
NR4A1,NR4A1
RDX,RDX
MTCL1,MTCL1
FZD7,FZD7
RELB,RELB
MGAT2,MGAT2
ACOT12,ACOT12
CALCOCO2,CALCOCO2
TBC1D7,TBC1D7
Srpx2,SRPX2
SNORD102,SNORD102
CDK12,CDK12
GPX4,GPX4
CCN4,CCN4
NOS2,NOS2
C11H12orf50,C12orf50
PDE5A,PDE5A
CCDC38,CCDC38
ZMAT4,ZMAT4
ZFP28,ZFP28
FAM171B,FAM171B
TET3,TET3
ASCC1,ASCC1
ERLIN2,ERLIN2
DNAAF2,DNAAF2
NHEJ1,NHEJ1
CENPN,CENPN
XRCC2,XRCC2
SNORA27,SNORA27
CARD9,CARD9
CDH8,CDH8
KIAA2012,KIAA2012
Metazoa_SRP,Metazoa_SRP
SLC5A11,SLC5A11
CYP24A1,CYP24A1
CLASRP,CLASRP
GTF3C1,GTF3C1
PDE6H,PDE6H
Metazoa_SRP,Metazoa_SRP
ZNF75A,ZNF75A
Metazoa_SRP,Metazoa_SRP
RASL11A,RASL11A
SPMAP2,SPMAP2
Metazoa_SRP,Metazoa_SRP
CCDC148,CCDC148
STX5,STX5
SERPINH1,SERPINH1
TNFSF13B,TNFSF13B
ZNF133,ZNF133
SETD1A,SETD1A
FGF16,FGF16
MOSPD2,MOSPD2
SERPINB8,SERPINB8
TRIM37,TRIM37
U6,U6
POLE2,POLE2
MBOAT4,MBOAT4
SMURF2,SMURF2
OGFOD1,OGFOD1
SDR16C5,SDR16C5
NDRG1,NDRG1
FNDC4,FNDC4
ATP8B4,ATP8B4
RELA,RELA
WNT9B,WNT9B
LPIN3,LPIN3
SLC66A3,SLC66A3
TBC1D20,TBC1D20
DHX29,DHX29
TMC8,TMC8
ABCA6,ABCA6
RLIG1,RLIG1
TBK1,TBK1
Y_RNA,Y_RNA
MCF2,MCF2
PLAUR,PLAUR
SMIM22,SMIM22
DCTN6,DCTN6
THOC1,THOC1
ANKMY1,ANKMY1
Metazoa_SRP,Metazoa_SRP
C1QL4,C1QL4
AKAP1,AKAP1
SBNO2,SBNO2
RERG,RERG
NWD2,NWD2
GARIN2,GARIN2
Metazoa_SRP,Metazoa_SRP
U2,U2
STAMBPL1,STAMBPL1
Metazoa_SRP,Metazoa_SRP
GPR143,GPR143
MARCHF9,MARCH9
DPM2,DPM2
KANSL3,KANSL3
SNORD116,SNORD116
U6,U6
NTHL1,NTHL1
CLUH,CLUH
Metazoa_SRP,Metazoa_SRP
ACTR3B,ACTR3B
Y_RNA,Y_RNA
DNLZ,DNLZ
ACTR1A,ACTR1A
GTF3A,GTF3A
PRRT3,PRRT3
U6,U6
HAL,HAL
Y_RNA,Y_RNA
NUP88,NUP88
ZEB2,ZEB2
U6,U6
LYPD4,LYPD4
NBR1,NBR1
PALS1,PALS1
GLYR1,GLYR1
mml-mir-770,cja-mir-770
EGR1,EGR1
MINDY1,MINDY1
VAC14,VAC14
WNT3,WNT3
Metazoa_SRP,Metazoa_SRP
NEUROD2,NEUROD2
ZNF296,ZNF296
SMARCC2,SMARCC2
CRY2,CRY2
TMSB15B,TMSB15B
VPS35L,VPS35L
ARHGAP17,ARHGAP17
CSTF2,CSTF2
SPATA13,SPATA13
PAIP2B,PAIP2B
Y_RNA,Y_RNA
SLC23A3,SLC23A3
SHROOM2,SHROOM2
CHST9,CHST9
KAT14,KAT14
WNT5B,WNT5B
HSPH1,HSPH1
EMC3,EMC3
DNAJC22,DNAJC22
CYP27B1,CYP27B1
UPK1A,UPK1A
DMRTC2,DMRTC2
COL5A3,COL5A3
PENK,PENK
Metazoa_SRP,Metazoa_SRP
SLC25A53,SLC25A53
ASF1B,ASF1B
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
MAP6,MAP6
ZNF470,ZNF470
PNPLA6,PNPLA6
PGAM2,PGAM2
GPSM1,GPSM1
SLC36A4,SLC36A4
APPL2,APPL2
U6,U6
ZSWIM2,ZSWIM2
NOSIP,NOSIP
SCN2A,SCN2A
RTL1,RTL1
SGCD,SGCD
PHACTR1,PHACTR1
PLGRKT,PLGRKT
SPIB,SPIB
FDX1,FDX1
Y_RNA,Y_RNA
FAM199X,FAM199X
SUMO1,SUMO1
ZNF174,ZNF174
IRGC,IFGGE
Metazoa_SRP,Metazoa_SRP
ANXA9,ANXA9
PPP1R1B,PPP1R1B
mml-mir-431,MIR431
ZNF202,ZNF202
5S_rRNA,5S_rRNA
FBXL14,FBXL14
MTIF3,MTIF3
C5H4orf19,C4orf19
U6,U6
NSF,NSF
SPATS2,SPATS2
ACSS2,ACSS2
mml-mir-433,MIR433
CENPE,CENPE
PTPRO,PTPRO
IFT172,IFT172
Metazoa_SRP,Metazoa_SRP
AKAP10,AKAP10
ZNF71,ZNF71
PPP1R37,PPP1R37
DGUOK,DGUOK
NOS1,NOS1
FOXO1,FOXO1
URGCP,URGCP
PIP5KL1,PIP5KL1
MLNR,MLNR
RUFY2,RUFY2
mml-mir-127,MIR127
SFRP1,SFRP1
EMILIN3,EMILIN3
SMG9,SMG9
KLHDC1,KLHDC1
CNPPD1,CNPPD1
TFAM,TFAM
C13H2orf50,C2orf50
DNAJC25,DNAJC25
MYO16,MYO16
PRRG2,PRRG2
Y_RNA,Y_RNA
VIT,VIT
ATMIN,ATMIN
EHMT1,EHMT1
SLC19A3,SLC19A3
mml-mir-136,MIR136
TSPAN11,TSPAN11
ARHGAP20,ARHGAP20
RBPMS,RBPMS
METTL1,METTL1
ATG101,ATG101
SPOCK2,SPOCK2
ALPK2,ALPK2
MOGAT2,MOGAT2
TSNAXIP1,TSNAXIP1
MRPS31,MRPS31
U7,U7
MYBPC2,MYBPC2
MAB21L1,MAB21L1
CDADC1,CDADC1
ADGRL1,ADGRL1
CEP290,CEP290
ATP6V1D,ATP6V1D
FAM221B,FAM221B
ARNTL2,BMAL2
MBD2,MBD2
LNX2,LNX2
SIPA1,SIPA1
MPHOSPH10,MPHOSPH10
U6,U6
DOK5,DOK5
UBE2D1,UBE2D1
ADIPOR2,ADIPOR2
SLC35C1,SLC35C1
U3,U3
SNORD112,SNORD112
OR6X1,OR6X1
HSD3B7,HSD3B7
RBCK1,RBCK1
RELL1,RELL1
WDR70,WDR70
PRR12,PRR12
Metazoa_SRP,Metazoa_SRP
U6,U6
C11H12orf75,C12orf75
NXF1,NXF1
HSPA9,HSPA9
TIMD4,TIMD4
Y_RNA,Y_RNA
ZNF597,ZNF597
ST6GALNAC4,ST6GALNAC4
U6,U6
Y_RNA,Y_RNA
CALCRL,CALCRL
LRRC63,LRRC63
TMEM116,TMEM116
SMIM17,SMIM17
LTA4H,LTA4H
CHD6,CHD6
C20H16orf46,C16orf46
SYNRG,SYNRG
SNORD113-3,SNORD113-3
Metazoa_SRP,Metazoa_SRP
MRPL1,MRPL1
HINT2,HINT2
NOP58,NOP58
TMEM225,TMEM225
U1,U1
CYB5R3,CYB5R3
SNORD113-4,SNORD113-4
CERS2,CERS2
UBN1,UBN1
SERPINB10,SERPINB10
DGAT2,DGAT2
AQP4,AQP4
FANCD2,FANCD2
BPNT2,BPNT2
GRM8,GRM8
SNORA37,SNORA37
SLC4A11,SLC4A11
NAA60,NAA60
SNORD113-5,SNORD113-5
CDC27,CDC27
RPAIN,RPAIN
PDIA6,PDIA6
KRT80,KRT80
CD79A,CD79A
NKPD1,NKPD1
DCLK1,DCLK1
RASSF3,RASSF3
ASB8,ASB8
U6,U6
OR8D4,OR8D4
CD274,CD274
HNRNPH3,HNRNPH3
TMCO3,TMCO3
Metazoa_SRP,Metazoa_SRP
ZNF410,ZNF410
NAA10,NAA10
PRUNE2,PRUNE2
KCNH3,KCNH3
ESX1,ESX1
RNF130,RNF130
EIF2S1,EIF2S1
SNORD113-6,SNORD113-6
CENPT,CENPT
ACTG2,ACTG2
U6,U6
ABCA5,ABCA5
OR4D5,OR4D5
KLHDC2,KLHDC2
SNORD113-7,SNORD113-7
CAB39L,CAB39L
C5,C5
ZFR,ZFR
Metazoa_SRP,Metazoa_SRP
WWC3,WWC3
RRAS,RRAS
Metazoa_SRP,Metazoa_SRP
RCN2,RCN2
ZNF337,ZNF337
CNOT6L,CNOT6L
STX1B,STX1B
SNORD113-8,SNORD113-8
Metazoa_SRP,Metazoa_SRP
RPS16,RPS16
SNORD70,SNORD70
NABP1,NABP1
ADGRA2,ADGRA2
SNORD113-9,SNORD113-9
SPAG8,SPAG8
SNORD70B,SNORD70B
IPMK,IPMK
SMCO2,SMCO2
CHST1,CHST1
SNORD114-1,SNORD114-1
SNORD11B,SNORD11B
UVRAG,UVRAG
IL1RAPL2,IL1RAPL2
ST6GALNAC6,ST6GALNAC6
BBS2,BBS2
BPIFC,BPIL2
CDT1,CDT1
U6,U6
BCO1,BCO1
KLRG1,KLRG1
SNORD11,SNORD11
SERPINB2,SERPINB2
PEG3,PEG3
DCC,DCC
NANP,NANP
A4GALT,A4GALT
MIR592,MIR592
STK32A,STK32A
CCDC187,CCDC187
C13H2orf15,C2orf15
U6,U6
SINHCAF,SINHCAF
mml-mir-122a,MIR122
CACNA2D4,CACNA2D4
C20H16orf90,C16orf90
SREK1,SREK1
RENBP,RENBP
NPR2,NPR2
GARIN5A,GARIN5A
NUAK1,NUAK1
HAVCR2,HAVCR2
Metazoa_SRP,Metazoa_SRP
ARHGEF1,ARHGEF1
LCMT1,LCMT1
CIMAP1D,CIMAP1D
BLOC1S3,BLOC1S3
ZNF43,ZNF43
SETDB2,SETDB2
GNS,GNS
mml-mir-140,cja-mir-140
SCAF1,SCAF1
ZNF800,ZNF800
SUPT5H,SUPT5H
NEMF,NEMF
PRDM5,PRDM5
M6PR,M6PR
BMPR2,BMPR2
U12,U12
U2,U2
PLEK2,PLEK2
SNORD63,SNORD63
Metazoa_SRP,Metazoa_SRP
POU2AF2,POU2AF2
U6,U6
VWA5A,VWA5A
STARD3,STARD3
PSMD7,PSMD7
EMC10,EMC10
ZNF641,ZNF641
SNORD63,SNORD63
EXOC3L2,EXOC3L2
NINL,NINL
U7,U7
ARL13A,ARL13A
TEX13A,TEX13A
CACNG7,CACNG7
Y_RNA,Y_RNA
PCNX3,PCNX3
SERPINB7,SERPINB7
POLDIP3,POLDIP3
NLK,NLK
GSX1,GSX1
STAMBP,STAMBP
NAA25,NAA25
SLC27A2,SLC27A2
MRPL30,MRPL30
DUSP28,DUSP28
CLUAP1,CLUAP1
ASB11,ASB11
QSOX2,QSOX2
CHMP5,CHMP5
FCAR,FCAR
MED7,MED7
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
TNS3,TNS3
TBX5,TBX5
AK1,AK1
U6,U6
ELF1,ELF1
U6,U6
MADCAM1,MADCAM1
RNPEPL1,RNPEPL1
GNA13,GNA13
GAN,GAN
NAGK,NAGK
WNT11,WNT11
MGAT5,MGAT5
POU2AF3,POU2AF3
GARIN3,GARIN3
GALNS,GALNS
NEDD4L,NEDD4L
CKAP4,CKAP4
SPECC1,SPECC1
PPFIBP1,PPFIBP1
PHKA1,PHKA1
ZDHHC17,ZDHHC17
PSTPIP1,PSTPIP1
COA1,COA1
ITPA,ITPA
NRK,NRK
SUFU,SUFU
PDX1,PDX1
DEUP1,DEUP1
SYT13,SYT13
C1QBP,C1QBP
PGM2,PGM2
GDNF,GDNF
RTCB,RTCB
PHC1,PHC1
RSPRY1,RSPRY1
TBC1D30,TBC1D30
ITK,ITK
ZFAND2B,ZFAND2B
AATK,AATK
GCC1,GCC1
MCRS1,MCRS1
Metazoa_SRP,Metazoa_SRP
SERPINB11,SERPINB11
CDR2L,CDR2L
ZWINT,ZWINT
U2,U2
GTF2E2,GTF2E2
Metazoa_SRP,Metazoa_SRP
IRF3,IRF3
PIH1D2,PIH1D2
CDX2,CDX2
TFPI,TFPI
AVIL,AVIL
TRMT2B,TRMT2B
CAVIN2,CAVIN2
HACD4,HACD4
Y_RNA,Y_RNA
PSAP,PSAP
JOSD2,JOSD2
TMEM229B,TMEM229B
COLEC12,COLEC12
ACTA2,ACTA2
LRCH1,LRCH1
Y_RNA,Y_RNA
U6,U6
MARK4,MARK4
U7,U7
LHX3,LHX3
PPL,PPL
Metazoa_SRP,Metazoa_SRP
MORN2,MORN2
NOP10,NOP10
CACNG8,CACNG8
NKAPD1,NKAPD1
TMEM106A,TMEM106A
U7,U7
ARF5,ARF5
MTREX,MTREX
PIK3R2,PIK3R2
ATP6V1C2,ATP6V1C2
STX4,STX4
TEX261,TEX261
TCP11L2,TCP11L2
U2,U2
RGS9,RGS9
EGFLAM,EGFLAM
SESTD1,SESTD1
DHX33,DHX33
AQP8,AQP8
MITD1,MITD1
RNF41,RNF41
FAM161B,FAM161B
ENG,ENG
Metazoa_SRP,Metazoa_SRP
ASPDH,ASPDH
Y_RNA,Y_RNA
KRT81,KRT81
CAPN10,CAPN10
DAW1,DAW1
WBP4,WBP4
U2,U2
OVOL2,OVOL2
Y_RNA,Y_RNA
PTPRR,PTPRR
DPP10,DPP10
CDH11,CDH11
LRTM2,LRTM2
POU2AF1,POU2AF1
SLC38A5,SLC38A5
THAP12,PRKRIR
FLT3,FLT3
TMEFF2,TMEFF2
DDRGK1,DDRGK1
SYNGR2,SYNGR2
GNA11,GNA11
DENND5B,DENND5B
OCEL1,OCEL1
HDC,HDC
NUTM1,NUTM1
P2RY6,P2RY6
SETDB1,SETDB1
SMCO4,C11orf75
TBX3,TBX3
DHX57,DHX57
PIGH,PIGH
DPP6,DPP6
CMIP,CMIP
PRDM11,PRDM11
STK11,STK11
TMEM250,C9orf69
TPGS1,TPGS1
MIR935,MIR935
KCTD1,KCTD1
ARHGEF17,ARHGEF17
IL1R2,IL1R2
BAG1,BAG1
Metazoa_SRP,Metazoa_SRP
LRRC4B,LRRC4B
ZKSCAN2,ZKSCAN2
FEZ2,FEZ2
FSCN3,FSCN3
ATP12A,ATP12A
CDC34,CDC34
CACNG6,CACNG6
TMEM35A,TMEM35
TK1,TK1
NACC2,NACC2
CEP295,CEP295
EDN1,EDN1
GVQW3,GVQW3
ANKRD12,ANKRD12
CTDSP2,CTDSP2
MERTK,MERTK
U5,U5
Vault,Vault
Metazoa_SRP,Metazoa_SRP
Metazoa_SRP,Metazoa_SRP
SDHD,SDHD
PBLD,PBLD
C11H12orf54,C12orf54
SNORA30B,SNORA30B
IGF2BP1,IGF2BP1
U7,U7
Metazoa_SRP,Metazoa_SRP
Y_RNA,Y_RNA
mml-mir-7-1,cja-mir-7
MGME1,MGME1
ATG9A,ABCB6
TRAF1,TRAF1
C13H2orf74,C2orf74
FAM117B,FAM117B
Metazoa_SRP,Metazoa_SRP
BLVRA,BLVRA
Y_RNA,Y_RNA
NR2F6,NR2F6
CCDC200,CCDC200
Metazoa_SRP,Metazoa_SRP
SPDYC,SPDYC
RDH8,RDH8
mml-mir-491,cja-mir-491
Metazoa_SRP,Metazoa_SRP
U2,U2
PCDH15,PCDH15
PLLP,PLLP
TRIM8,TRIM8
LYG2,LYG2
DCP1B,DCP1B
TAF4B,TAF4B
CENPI,CENPI
Metazoa_SRP,Metazoa_SRP
DERL2,DERL2
PAX4,PAX4
RMI1,RMI1
Metazoa_SRP,Metazoa_SRP
GZMM,GZMM
GABPB1,GABPB1
Metazoa_SRP,Metazoa_SRP
ITGB3BP,ITGB3BP
GSR,GSR
SERPINB13,SERPINB13
NLRC3,NLRC3
LPCAT4,LPCAT4
CETN1,CETN1
HIVEP1,HIVEP1
GNA15,GNA15
LZTS3,LZTS3
PARP4,PARP4
VSTM1,VSTM1
BRF2,BRF2
Metazoa_SRP,Metazoa_SRP
BTG4,BTG4
IL18,IL18
EPS8,EPS8
MLLT3,MLLT3
BCL2L12,BCL2L12
FTSJ1,FTSJ1
PRRT1B,PRRT1B
CLUL1,CLUL1
mml-mir-340,MIR340
GINS1,GINS1
SANBR,SANBR
DHCR7,DHCR7
ELK3,ELK3
U6,U6
OR8B4,OR8B4
WIF1,WIF1
LYG1,LYG1
Metazoa_SRP,Metazoa_SRP
SERPINB12,SERPINB12
Metazoa_SRP,Metazoa_SRP
PIGA,PIGA
USHBP1,USHBP1
PLEKHH1,PLEKHH1
FPGS,FPGS
PAN3,PAN3
NCR1,NCR1
LIFR,LIFR
SYVN1,SYVN1
DNMT3B,DNMT3B
SYT3,SYT3
MAST4,MAST4
NDNF,NDNF
OR8B8,OR8B8
TBC1D1,TBC1D1
TP53I11,TP53I11
UBAC1,UBAC1
KCTD2,KCTD2
SPINK4,SPINK4
FOXB2,FOXB2
OR5BS1P,OR5BS1P
SEC14L5,SEC14L5
DIAPH3,DIAPH3
CBARP,CBARP
LIPA,LIPA
mml-mir-26a-2,cja-mir-26a-2
MAP2K6,MAP2K6
AFMID,AFMID
YIPF6,YIPF6
GPR35,GPR35
TYMS,TYMS
CYFIP2,CYFIP2
SNX5,SNX5
CCL22,CCL22
ADCY5,ADCY5
EMSY,EMSY
IL1R1,IL1R1
UCK1,UCK1
RAP1GAP2,RAP1GAP2
TOB1,TOB1
SND1,SND1
OR8A1,OR8A1
FOXJ1,FOXJ1
TRAPPC2L,TRAPPC2L
Metazoa_SRP,Metazoa_SRP
ICA1L,ICA1L
LALBA,LALBA
BSG,BSG
IFT20,IFT20
CRIM1,CRIM1
RASGEF1C,RASGEF1C
PLPP1,PLPP1
U6,U6
IRAK1,IRAK1
SERPINB5,SERPINB5
ANTXR1,ANTXR1
SLC28A3,SLC28A3
TMEM223,TMEM223
Metazoa_SRP,Metazoa_SRP
U6,U6
PANX3,PANX3
FAM186B,FAM186B
RRP7A,RRP7A
ARL4D,ARL4D
HOATZ,HOATZ
BTBD16,BTBD16
RAB11FIP1,RAB11FIP1
TXNDC9,TXNDC9
FN3KRP,FN3KRP
TMTC3,TMTC3
U7,U7
CSRNP3,CSRNP3
UBOX5,UBOX5
USP29,USP29
WFIKKN2,WFIKKN2
B3GLCT,B3GLCT
ATP23,ATP23
KATNIP,KATNIP
TNIP3,TNIP3
SCPEP1,SCPEP1
ANKRD53,ANKRD53
MTSS2,MTSS2
BABAM1,BABAM1
SPHKAP,SPHKAP
UBXN8,UBXN8
Metazoa_SRP,Metazoa_SRP
ZIM3,ZIM3
HS3ST4,HS3ST4
TMEM179B,TMEM179B
DPYSL3,DPYSL3
CX3CL1,CX3CL1
PHF19,PHF19
Metazoa_SRP,Metazoa_SRP
U6,U6
TEX12,TEX12
RIF1,RIF1
MTRF1,MTRF1
ENOSF1,ENOSF1
TBRG1,TBRG1
KANSL2,KANSL2
U6,U6
Y_RNA,Y_RNA
NOL10,NOL10
PABPN1L,PABPN1L
ABHD12,ABHD12
OSCAR,OSCAR
Metazoa_SRP,Metazoa_SRP
U6,U6
VPS13A,VPS13A
RELT,RELT
TRIB3,TRIB3
CDK17,CDK17
Metazoa_SRP,Metazoa_SRP
ARL3,ARL3
ANKRD40CL,ANKRD40CL
HTR2A,HTR2A
ATP5F1D,ATP5D
SNORA25,SNORA25
EIF5B,EIF5B
ZNF668,ZNF668
B4GALT1,B4GALT1
RNF157,RNF157
VPS4B,VPS4B
GIP,GIP
KSR2,KSR2
TNFAIP1,TNFAIP1
NABP2,NABP2
PRPF40B,PRPF40B
ANKRD27,ANKRD27
KRT86,KRT86
CKM,CKM
U6,U6
GEMIN6,GEMIN6
E2F7,E2F7
POMT1,POMT1
SNORD6,SNORD6
SLC16A5,SLC16A5
ATOH7,ATOH7
C19H19orf81,C19orf81
MIS12,MIS12
Metazoa_SRP,Metazoa_SRP
CCL17,CCL17
SNORA1,SNORA1
U6,U6
U6,U6
RAB20,RAB20
IL1RL2,IL1RL2
TIMM50,TIMM50
BCO2,BCO2
IFI30,IFI30
ATP4B,ATP4B
HRAS,HRAS
TAF6L,TAF6L
TSPAN18,TSPAN18
ZNF646,ZNF646
KLF9,KLF9
MYPN,MYPN
ATP6V1B1,ATP6V1B1
ALG6,ALG6
CPT1C,CPT1C
GULP1,GULP1
Y_RNA,Y_RNA
LUC7L3,LUC7L3
MZT1,MZT1
U6,U6
Y_RNA,Y_RNA
NAA16,NAA16
PREX1,PREX1
5S_rRNA,5S_rRNA
PRPF31,PRPF31
TAF1D,TAF1D
STARD8,STARD8
SNF8,SNF8
PORCN,PORCN
GSS,GSS
U4,U4
RABAC1,RABAC1
NYAP2,NYAP2
DLL3,DLL3
CBFA2T3,CBFA2T3
PSMA8,PSMA8
LEMD3,LEMD3
GALNT3,GALNT3
CACNA1C,CACNA1C
Metazoa_SRP,Metazoa_SRP
MIDN,MIDN
ADGRE5,ADGRE5
SHANK1,SHANK1
CIAPIN1,CIAPIN1
ARMC7,ARMC7
Metazoa_SRP,Metazoa_SRP
SAFB2,SAFB2
NRSN2,NRSN2
TSPAN8,TSPAN8
SRSF7,SRSF7
AQP12,AQP12B
FAM168A,FAM168A
PRSS53,PRSS53
Y_RNA,Y_RNA
AXIN2,AXIN2
CAMSAP3,CAMSAP3
PPP2CB,PPP2CB
POLDIP2,POLDIP2
LUZP2,LUZP2
NAXD,NAXD
5S_rRNA,5S_rRNA
NLRP1,NLRP1
TRPM3,TRPM3
LRIG3,LRIG3
Metazoa_SRP,Metazoa_SRP
KCNN4,KCNN4
Y_RNA,Y_RNA
Y_RNA,Y_RNA
NTRK2,NTRK2
SMU1,SMU1
TMEM163,TMEM163
AVP,AVP
KLC3,KLC3
MYL4,MYL4
TWSG1,TWSG1
VEGFD,VEGFD
GRK1,GRK1
PTS,PTS
ZNF385B,ZNF385B
SFXN2,WBP1L
Metazoa_SRP,Metazoa_SRP
NT5C,NT5C
SLC39A5,SLC39A5
IL1RL1,IL1RL1
CELSR1,CELSR1
Y_RNA,Y_RNA
MYH7B,MYH7B
UBE2Z,UBE2Z
POLR3B,POLR3B
PLCG2,PLCG2
PSMD5,PSMD5
OXT,OXT
CDK9,CDK9
ACVR2A,ACVR2A
SS18,SS18
TEX15,TEX15
SNORD5,SNORD5
RADX,RADX
KRT84,KRT84
Metazoa_SRP,Metazoa_SRP
HCN2,HCN2
STK17A,STK17A
ARNT,ARNT
MEIG1,MEIG1
SLC39A10,SLC39A10
SNORA18,SNORA18
NPR3,NPR3
ATP1A3,ATP1A3
TDRD3,TDRD3
Metazoa_SRP,Metazoa_SRP
TRAFD1,TRAFD1
SNORA40,SNORA40
SNORA2C,SNORA2C
Metazoa_SRP,Metazoa_SRP
EID2B,EID2B
SLC24A2,SLC24A2
U6,U6
MRPS26,MRPS26
SNORA2A,SNORA2A
LYPD5,LYPD5
CD207,CD207
IFIT3,IFIT3
RPS23,RPS23
GKN2,GKN2
C10H20orf96,C20orf96
ARF6,ARF6
LRRC56,LRRC56
ITGB3,ITGB3
SNORA2B,SNORA2B
EID2,EID2
SIAE,SIAE
MAP3K11,MAP3K11
TCF20,TCF20
U6,U6
RALBP1,RALBP1
TMEM255B,TMEM255B
MED17,MED17
SLC5A4,SLC5A4
PTPRT,PTPRT
ANKRD52,ANKRD52
PID1,PID1
PLET1,PLET1
GJD2,GJD2
TSPAN3,TSPAN3
PIR,PIR
ACMSD,ACMSD
DRP2,DRP2
CAMSAP1,CAMSAP1
MPV17L2,MPV17L2
KRT82,KRT82
ERCC2,ERCC2
ZNF283,ZNF283
SEC22A,SEC22A
CLEC11A,CLEC11A
ACTC1,ACTC1
WDR12,WDR12
SOHLH2,SOHLH2
POLRMT,POLRMT
IFIT1,IFIT1
KIF1A,KIF1A
SHANK2,SHANK2
BMP10,BMP10
CLEC4F,CLEC4F
CCNT1,CCNT1
CXCL13,CXCL13
BZW1,BZW1
DNER,DNER
ATP6AP1L,ATG10
STAT5A,STAT5A
BMF,BMF
TTC21B,TTC21B
IQCK,IQCK
ANKLE1,ANKLE1
USP8,USP8
JAKMIP2,JAKMIP2
POLR2C,POLR2C
IL18R1,IL18R1
GNRH2,GNRH2
Y_RNA,Y_RNA
MAPK9,MAPK9
CD82,CD82
PLEKHB1,PLEKHB1
Metazoa_SRP,Metazoa_SRP
U6,U6
COQ6,COQ6
ETV4,ETV4
RNF17,RNF17
ZNF45,ZNF45
ARHGAP25,ARHGAP25
SH2D3C,SH2D3C
TMEM199,TMEM199
FIGLA,FIGLA
mml-mir-204,MIR204
DUSP14,DUSP14
TTLL6,TTLL6
U7,U7
KRT75,KRT75
ZNF221,ZNF221
KCNJ16,KCNJ16
DEFB129,DEFB129
U7,U7
LGR5,LGR5
TSKS,TSKS
U1,U1
MECP2,MECP2
B3GALT9,B3GALT9
MOCOS,MOCOS
MRPL49,MRPL49
ACBD7,ACBD7
EFCAB13,EFCAB13
TFPT,TFPT
U1,U1
Metazoa_SRP,Metazoa_SRP
HECW1,HECW1
LRRC4,LRRC4
IFIT5,IFIT5
NAGPA,NAGPA
RCBTB1,RCBTB1
Y_RNA,Y_RNA
KDSR,KDSR
U2,U2
FLT1,FLT1
KCNJ2,KCNJ2
TARS1,TARS1
ADD2,ADD2
Y_RNA,Y_RNA
Metazoa_SRP,Metazoa_SRP
BANF2,BANF2
AQR,AQR
TADA2A,TADA2A
ALDH18A1,ALDH18A1
BCKDK,BCKDK
FBXW2,FBXW2
MSRB3,MSRB3
PGS1,PGS1
PPP4R1,PPP4R1
PURG,PURG
HERC4,HERC4
FMNL3,FMNL3
NLRP7,NLRP7
GPC5,GPC5
SDR42E1,SDR42E1
U6,U6
PVALEF,PVALEF
MEX3C,MEX3C
PTPRA,PTPRA
NAV3,NAV3
FN3K,FN3K
ABHD8,ABHD8
RASSF7,RASSF7
U6,U6
GAS6,GAS6
OSMR,OSMR
U6,U6
Metazoa_SRP,Metazoa_SRP
ZNF460,ZNF460
SLC16A12,SLC16A12
A2ML1,A2ML1
BUB1B,BUB1B
TBC1D25,TBC1D25
FAU,FAU
PEX13,PEX13
WRN,WRN
IL18RAP,IL18RAP
RAB6A,RAB6A
WSCD1,WSCD1
PDE4C,PDE4C
CCNG2,CCNG2
GSG1L,GSG1L
PDIA5,PDIA5
CARF,CARF
CLK1,CLK1
DNAH7,DNAH7
BBOF1,BBOF1
FKBP4,FKBP4
CEP131,CEP131
Metazoa_SRP,Metazoa_SRP
RNF128,RNF128
EHBP1L1,EHBP1L1
PJA1,PJA1
ORC4,ORC4
LEUTX,LEUTX
U4,U4
LEP,LEP
BCL2,BCL2
ZNF521,ZNF521
RRBP1,RRBP1
AP2A1,AP2A1
KRTCAP3,KRTCAP3
ZNF543,ZNF543
TRIM25,TRIM25
CCNT2,CCNT2
RPP38,RPP38
HSD17B2,HSD17B2
U7,U7
VTN,VTN
SLC39A6,SLC39A6
NCAM1,NCAM1
USP22,USP22
U7,U7
MSMP,MSMP
CEP112,CEP112
SMAD4,SMAD4
CEMIP2,CEMIP2
Y_RNA,Y_RNA
REP15,REP15
SLX4,SLX4
MRPL34,MRPL34
SPA17,SPA17
GPRC5B,GPRC5B
PANK1,PANK1
CNTN1,CNTN1
SLC5A1,SLC5A1
TRMU,TRMU
SNORD88B,SNORD88B
NALF2,NALF2
NMT2,NMT2
RFC5,RFC5
PKP4,PKP4
EFCAB3,EFCAB3
MRPS35,MRPS35
ZNHIT2,ZNHIT2
SNORD88A,SNORD88A
DYRK1B,DYRK1B
CLCN4,CLCN4
CNOT3,CNOT3
RICTOR,RICTOR
DDA1,DDA1
ZNF681,ZNF681
COL3A1,COL3A1
RGP1,RGP1
SNORD88C,SNORD88C
U6,U6
U7,U7
U6,U6
U7,U7
MEGF9,MEGF9
EMILIN2,EMILIN2
MPHOSPH6,MPHOSPH6
SLC9A4,SLC9A4
MEOX1,MEOX1
SPMIP11,SPMIP11
TM7SF2,TM7SF2
