Gene name	Human gene name	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
ARRDC5	ARRDC5	ortholog_one2one	71.8475	74.6951	100	100.00	1
DNAJC9	DNAJC9	ortholog_one2one	94.6154	94.6154	100	100.00	1
RABGGTA	RABGGTA	ortholog_one2one	95.0617	95.0617	100	100.00	1
FAM181A	FAM181A	ortholog_one2one	75.5043	89.726	100	100.00	1
C6orf15	C6orf15	ortholog_one2one	58.8757	61.2308	50	100.00	1
							
CYP2C76							
GRXCR2	GRXCR2	ortholog_one2one	89.5161	89.5161	100	100.00	1
GHRHR	GHRHR	ortholog_one2one	86.2884	86.2884	100	100.00	1
HSF1	HSF1	ortholog_one2one	87.3214	92.4386	100	100.00	1
METTL9	METTL9	ortholog_one2one	100	100	50	100.00	1
	OOSP2	ortholog_one2one	65.4762	34.8101	100	100.00	0
ADCY6	ADCY6	ortholog_one2one	97.3436	97.2603	100	100.00	1
							
NXT2	NXT2	ortholog_one2many	66.1616	92.2535	75	100.00	1
MTFR2	MTFR2	ortholog_one2one	78.5901	78.1818	100	100.00	1
HHAT	HHAT	ortholog_one2one	88.8438	88.8438	100	100.00	1
SCAI	SCAI	ortholog_one2one	96.1165	98.0198	100	100.00	1
PCLAF	PCLAF	ortholog_one2one	79.1304	81.982	100	100.00	1
GFPT1	GFPT1	ortholog_one2one	99.5708	99.5708	100	100.00	1
PDK2	PDK2	ortholog_one2one	98.7715	98.7715	100	100.00	1
HECTD1	HECTD1	ortholog_one2one	99.7701	99.7701	100	100.00	1
RAX	RAX	ortholog_one2one	95.6395	95.0867	100	100.00	1
EED	EED	ortholog_one2many	94.4206	99.7732	100	100.00	1
ABCD1	ABCD1	ortholog_one2one	92.8954	93.0201	100	100.00	1
CCZ1	CCZ1B	ortholog_one2many	97.3029	97.3029	0	100.00	1
CCZ1	CCZ1	ortholog_one2many	97.3029	97.3029	75	100.00	1
HNRNPL	HNRNPL	ortholog_one2one	100	99.8302	100	100.00	1
NIP7	NIP7	ortholog_one2one	98.8889	98.8889	75	100.00	1
CATSPER4	CATSPER4	ortholog_one2one	75.1082	73.517	100	100.00	1
CHP1	CHP1	ortholog_one2one	99.4872	99.4872	100	99.76	1
							
CYP4A11	CYP4A22	ortholog_one2many	80.7322	80.7322	0	100.00	1
CYP4A11	CYP4A11	ortholog_one2many	83.815	83.815	100	100.00	1
BGLAP	BGLAP	ortholog_one2one	80.1887	85	100	100.00	1
PTAR1	PTAR1	ortholog_one2many	89.9533	95.7711	100	100.00	1
LPL	LPL	ortholog_one2one	94.9367	94.7368	100	100.00	1
TAF6L	TAF6L	ortholog_one2one	95.8132	95.6592	75	100.00	1
NRBP1	NRBP1	ortholog_one2one	98.5267	100	100	100.00	1
STPG1	STPG1	ortholog_one2one	79.3413	79.3413	100	100.00	1
SLC29A1	SLC29A1	ortholog_one2one	77.3481	92.1053	100	100.00	1
ORC4	ORC4	ortholog_one2one	94.7248	94.7248	100	100.00	1
DENND11	DENND11	ortholog_one2one	98.022	98.022	100	100.00	1
							
C1QTNF6	C1QTNF6	ortholog_one2one	71.4829	67.6259	100	100.00	1
TMEM275	TMEM275	ortholog_one2one	81.9209	81.9209	100	100.00	1
CARNS1	CARNS1	ortholog_one2one	93.2561	93.1579	100	100.00	1
TMEM115	TMEM115	ortholog_one2one	97.151	97.151	100	100.00	1
TAF9B	TAF9B	ortholog_one2one	98.4064	98.4064	50	100.00	1
NOP14	NOP14	ortholog_one2one	87.1495	87.0478	100	100.00	1
TMSB15A	TMSB15C	ortholog_many2many	97.7778	97.7778	0	0.00	0
TMSB15A	TMSB15B	ortholog_many2many	97.7778	97.7778	0	0.00	0
TMSB15A	TMSB15A	ortholog_many2many	97.7778	97.7778	75	100.00	1
FBF1	FBF1	ortholog_one2one	78.503	78.5714	100	100.00	1
	CDK11B	ortholog_one2many	94.6497	95.0128	100	100.00	1
	CDK11A	ortholog_one2many	93.3758	93.9744	75	97.35	1
IL10RA	IL10RA	ortholog_one2one	77.0435	76.6436	100	100.00	1
NKX2-5	NKX2-5	ortholog_one2one	94.9843	93.5185	100	100.00	1
PRKD1	PRKD1	ortholog_one2one	91.01	89.9123	100	100.00	1
UBE3A	UBE3A	ortholog_one2one	96.587	97.3624	50	100.00	1
PPP1R35	PPP1R35	ortholog_one2one	85.8824	86.5613	100	100.00	1
TM6SF1	TM6SF1	ortholog_one2one	96.4865	96.4865	100	100.00	1
PPP3CB	PPP3CB	ortholog_one2one	99.4286	99.6183	100	100.00	1
IRX6	IRX6	ortholog_one2one	83.3333	75.1121	100	100.00	1
NUP214	NUP214	ortholog_one2one	88.3166	88.6124	100	100.00	1
ZMAT4	ZMAT4	ortholog_one2one	97.9487	83.4061	50	100.00	1
DUSP3	DUSP3	ortholog_one2many	95.1351	95.1351	100	100.00	1
AGBL4	AGBL4	ortholog_one2one	95.2286	95.2286	50	100.00	1
SBK1	SBK1	ortholog_one2one	97.1564	96.6981	50	100.00	1
EFNA4	EFNA4	ortholog_one2one	74.1463	75.6219	100	100.00	1
HEBP1	HEBP1	ortholog_one2one	86.1702	85.7143	100	100.00	1
ADRM1	ADRM1	ortholog_one2one	97.543	97.543	100	100.00	1
CNTNAP5	CNTNAP5	ortholog_one2one	93.1905	93.1905	100	100.00	1
TRAPPC14	TRAPPC14	ortholog_one2one	97.931	97.931	100	100.00	1
IL17B	IL17B	ortholog_one2one	94.4444	94.4444	100	100.00	1
SDR39U1	SDR39U1	ortholog_one2one	88.7755	89.0785	100	100.00	1
MORN5	MORN5	ortholog_one2one	83.8509	83.8509	100	100.00	1
SEMA4A	SEMA4A	ortholog_one2one	88.183	91.1958	100	100.00	1
ZNF354C	ZNF354C	ortholog_one2one	85.7658	85.9206	100	100.00	1
DLC1	DLC1	ortholog_one2one	94.3111	69.4372	75	100.00	1
AURKB	AURKB	ortholog_one2one	80.0493	94.4767	100	100.00	1
FAM131C	FAM131C	ortholog_one2one	85.1449	83.9286	100	100.00	1
CLEC3A	CLEC3A	ortholog_one2one	90.3553	90.3553	75	100.00	1
NMNAT1	NMNAT1	ortholog_one2one	87.1698	82.7957	100	100.00	1
GCSH	GCSH	ortholog_one2many	88.4393	88.4393	100	100.00	1
DEFB135	DEFB135	ortholog_one2one	67.5325	67.5325	100	100.00	1
SNAP47	SNAP47	ortholog_one2one	80.2381	80.4296	75	100.00	1
SLX9	SLX9	ortholog_one2one	75.6522	75.6522	100	100.00	1
WDR45	WDR45	ortholog_one2one	98.338	98.6111	100	100.00	1
COPS7A	COPS7A	ortholog_one2one	93.2862	96	100	100.00	1
SEMA6A	SEMA6A	ortholog_one2one	95.7975	97.3786	50	100.00	1
ALG8	ALG8	ortholog_one2one	93.9164	93.9164	100	100.00	1
DRC3	DRC3	ortholog_one2one	84.902	82.7916	100	100.00	1
CNTNAP4	CNTNAP4	ortholog_one2one	86.4296	91.055	100	100.00	1
TMEM19	TMEM19	ortholog_one2one	93.4524	93.4524	100	100.00	1
SLC37A1	SLC37A1	ortholog_one2one	93.9962	93.9962	100	100.00	1
	MRPS21	ortholog_one2many	93.1034	93.1034	100	100.00	1
	ATP5F1A	ortholog_one2many	93.956	92.7667	0	0.00	0
							
							
PITX1	PITX1	ortholog_one2one	98.4076	98.4076	100	100.00	1
RSPH1	RSPH1	ortholog_one2one	71.8841	80.2589	100	100.00	1
MMRN2	MMRN2	ortholog_one2one	80.6519	80.8219	100	100.00	1
	IMPA1	ortholog_one2many	79.4118	87.7256	100	26.77	1
FAM210B	FAM210B	ortholog_one2one	84.9057	70.3125	50	100.00	1
CATSPERZ	CATSPERZ	ortholog_one2one	56.4516	52.5	100	100.00	1
							
IRF9	IRF9	ortholog_one2one	83.1633	82.9517	100	100.00	1
BRWD3	BRWD3	ortholog_one2one	97.0572	97.0033	50	100.00	1
ZBTB3	ZBTB3	ortholog_one2one	85.6631	91.2214	100	100.00	1
B4GALNT4	B4GALNT4	ortholog_one2one	86.2911	88.4504	100	100.00	1
	RBM48	ortholog_one2many	78.0899	75.7493	0	0.00	0
USP22	USP22	ortholog_one2one	98.4436	96.381	50	100.00	1
VCAM1	VCAM1	ortholog_one2one	81.3656	77.4019	100	100.00	1
RAB42	RAB42	ortholog_one2one	90.367	90.367	100	100.00	1
ERCC6L2							
MRRF	MRRF	ortholog_one2one	91.6031	91.6031	100	100.00	1
							
APPL1	APPL1	ortholog_one2one	95.461	94.9224	100	100.00	1
NDUFA1	NDUFA1	ortholog_one2many	87.1429	87.1429	100	100.00	1
CSF2RA	CSF2RA	ortholog_one2one	56.6265	58.75	50	97.46	1
SKA3	SKA3	ortholog_one2one	80.6295	80.8252	100	100.00	1
	GPR89B	ortholog_one2many	98.4615	98.4615	50	100.00	1
	GPR89A	ortholog_one2many	98.4615	98.4615	50	100.00	1
CACNA1B	CACNA1B	ortholog_one2one	93.0269	50.1924	50	91.74	1
RPS2							
							
IGFBP6	IGFBP6	ortholog_one2one	86.9748	86.25	100	100.00	1
CASTOR2	CASTOR2	ortholog_one2one	98.4802	98.4802	50	100.00	1
APLP2	APLP2	ortholog_one2one	94.7299	95.739	100	100.00	1
							
DSTN	DSTN	ortholog_one2one	100	100	100	100.00	1
							
KLHL21	KLHL21	ortholog_one2one	97.651	97.4874	100	100.00	1
CDCA7L	CDCA7L	ortholog_one2one	90.8277	89.4273	100	100.00	1
DCLK2	DCLK2	ortholog_one2one	87.8446	91.5144	25	100.00	1
DEFB136	DEFB136	ortholog_one2one	59.4937	60.2564	100	100.00	1
ARL5B	ARL5B	ortholog_one2one	99.4444	100	50	100.00	1
IL13RA2	IL13RA2	ortholog_one2one	72.0102	74.4737	75	100.00	1
POGZ	POGZ	ortholog_one2one	97.3088	97.4468	100	100.00	1
PPP1R14B	PPP1R14B	ortholog_one2one	98.6395	98.6395	100	100.00	1
NDUFB10	NDUFB10	ortholog_one2one	77.7778	81.3953	100	100.00	1
	GSTT2	ortholog_one2many	67.1171	61.0656	50	99.71	1
	GSTT2B	ortholog_one2many	68.018	61.8852	0	99.70	1
NAT9	NAT9	ortholog_one2one	82.1256	82.1256	100	100.00	1
DCTN3	DCTN3	ortholog_one2one	95.1613	95.1613	100	100.00	1
ASCC3	ASCC3	ortholog_one2one	96.5486	96.5486	75	100.00	1
STRIP2	STRIP2	ortholog_one2one	97.619	98.3213	100	100.00	1
DXO	DXO	ortholog_one2one	93.4509	93.6869	100	100.00	1
ELOVL7	ELOVL7	ortholog_one2one	92.1708	92.1708	75	100.00	1
FKBP3	FKBP3	ortholog_one2one	97.7679	97.7679	100	100.00	1
DLK2	DLK2	ortholog_one2one	95.8225	95.8225	100	100.00	1
GBA3	GBA3	ortholog_one2one	92.1109	92.1109	100	100.00	1
FBLN1	FBLN1	ortholog_one2one	76.0055	77.9516	100	100.00	1
							
INPP1	INPP1	ortholog_one2one	91.2281	91.2281	100	100.00	1
BPIFB3	BPIFB3	ortholog_one2one	82.0675	82.4153	100	100.00	1
TMEM179B	TMEM179B	ortholog_one2one	89.9543	89.9543	100	100.00	1
BCLAF3	BCLAF3	ortholog_one2one	87.0968	87.3418	100	100.00	1
PAPOLG	PAPOLG	ortholog_one2one	95.6815	96.3315	75	100.00	1
NABP2	NABP2	ortholog_one2one	95.7346	95.7346	100	100.00	1
CCDC137	CCDC137	ortholog_one2one	77.4306	77.1626	100	100.00	1
MPZL2	MPZL2	ortholog_one2one	94.4186	94.4186	100	100.00	1
UXT	UXT	ortholog_one2one	99.3631	99.3631	75	100.00	1
CAV3	CAV3	ortholog_one2one	90.7285	90.7285	50	100.00	1
NUP133	NUP133	ortholog_one2one	92.474	92.474	100	100.00	1
NPW	NPW	ortholog_one2one	74.3902	73.9394	100	100.00	1
MRPS16	MRPS16	ortholog_one2one	89.6296	88.3212	75	100.00	1
HPGD	HPGD	ortholog_one2one	92.1053	92.1053	100	100.00	1
							
KLK12	KLK12	ortholog_one2one	77.381	78.629	100	100.00	1
HAUS6	HAUS6	ortholog_one2one	82.4524	81.6754	100	100.00	1
POLM	POLM	ortholog_one2one	86.5854	86.2348	100	100.00	1
ETAA1	ETAA1	ortholog_one2one	79.108	72.7862	100	100.00	1
THSD7A	THSD7A	ortholog_one2one	95.4051	95.2323	100	100.00	1
	ACTR6	ortholog_one2many	97.2789	72.2222	0	0.00	0
PTPN18	PTPN18	ortholog_one2one	70.073	62.6087	100	100.00	1
ADCK2	ADCK2	ortholog_one2one	83.9546	82.7476	100	100.00	1
FRMD7	FRMD7	ortholog_one2one	91.5966	91.5966	100	100.00	1
GLRA1	GLRA1	ortholog_one2one	99.1071	98.8864	100	100.00	1
RELL2	RELL2	ortholog_one2one	91.4191	91.4191	100	100.00	1
IPO4	IPO4	ortholog_one2one	91.0185	90.9343	75	100.00	1
SALL3	SALL3	ortholog_one2one	84.24	81	50	100.00	1
WDR47	WDR47	ortholog_one2one	97.0874	97.9325	100	100.00	1
ING1	ING1	ortholog_one2one	89.2473	89.2473	100	100.00	1
PLA2R1	PLA2R1	ortholog_one2one	86.8169	86.8763	100	100.00	1
WBP2NL	WBP2NL	ortholog_one2one	70.7904	66.6667	100	100.00	1
DISP3	DISP3	ortholog_one2one	92.6724	92.6724	100	100.00	1
KRBA2	KRBA2	ortholog_one2one	84.6154	88.5366	100	100.00	1
FGF17	FGF17	ortholog_one2one	99.537	99.537	100	100.00	1
							
ZNF613	ZNF613	ortholog_one2one	85.2174	79.4165	100	100.00	1
VSTM2B	VSTM2B	ortholog_one2one	73.9669	62.807	75	100.00	1
TMEM52B	TMEM52B	ortholog_one2one	82.5137	82.5137	100	100.00	1
NUDT13	NUDT13	ortholog_one2one	90.0568	90.0568	100	100.00	1
C17orf107	C17orf107	ortholog_one2one	81.4433	83.1579	100	100.00	1
COL9A2	COL9A2	ortholog_one2one	91.8605	91.7271	100	100.00	1
ITGA2B	ITGA2B	ortholog_one2one	86.0443	86.0443	100	100.00	1
TICRR	TICRR	ortholog_one2one	80.9874	80.733	50	100.00	1
TMT1A	TMT1A	ortholog_one2one	90.9836	90.9836	100	100.00	1
TBPL2	TBPL2	ortholog_one2one	81.7694	88.9213	25	100.00	1
SQLE	SQLE	ortholog_one2one	91.4742	89.7213	100	100.00	1
RASGRF1	RASGRF1	ortholog_one2one	88.0192	87.6691	0	99.62	1
ZDHHC13	ZDHHC13	ortholog_one2one	94.0514	94.0514	100	100.00	1
GNAQ	GNAQ	ortholog_one2one	100	100	100	100.00	1
CD82	CD82	ortholog_one2one	88.764	88.764	100	100.00	1
PIK3C2G	PIK3C2G	ortholog_one2one	87.7868	87.5505	100	100.00	1
STK17A	STK17A	ortholog_one2one	80.6383	91.5459	100	100.00	1
RBFOX1	RBFOX1	ortholog_one2one	64.9049	77.33	100	100.00	1
PLCH2	PLCH2	ortholog_one2one	84.6866	83.9689	100	100.00	1
AP5B1	AP5B1	ortholog_one2one	87.6853	87.5854	100	100.00	1
NOVA2	NOVA2	ortholog_one2one	99.5935	99.5935	100	100.00	1
CDH22	CDH22	ortholog_one2one	97.4515	96.9807	100	100.00	1
TMEM89	TMEM89	ortholog_one2one	68.5185	69.8113	100	100.00	1
GABARAPL2	GABARAPL2	ortholog_one2one	99.1453	99.1453	75	100.00	1
MIER3	MIER3	ortholog_one2one	98.1818	98.1818	100	100.00	1
SEC24D	SEC24D	ortholog_one2one	92.278	92.6357	100	100.00	1
ADAMTS8	ADAMTS8	ortholog_one2one	92.8492	93.4758	100	100.00	1
ZNF507	ZNF507	ortholog_one2one	91.0901	91.1857	100	100.00	1
PPP2R3C	PPP2R3C	ortholog_one2one	99.117	99.117	75	100.00	1
NHERF2	NHERF2	ortholog_one2one	93.4718	93.4718	100	100.00	1
MS4A7	MS4A7	ortholog_one2one	62.0553	65.4167	75	100.00	1
RGN	RGN	ortholog_one2one	92.6421	92.6421	100	100.00	1
AMPD3	AMPD3	ortholog_one2one	94.0051	96.0887	100	100.00	1
FAAH	FAAH	ortholog_one2one	90.3282	90.3282	75	100.00	1
	CENPVL2	ortholog_many2many	76.3838	76.1029	25	0.00	0
	CENPVL3	ortholog_many2many	77.1218	76.8382	25	100.00	1
	CENPVL1	ortholog_many2many	76.3838	76.1029	0	0.00	0
HOXB6	HOXB6	ortholog_one2one	98.6607	98.6607	100	100.00	1
PARP3	PARP3	ortholog_one2one	84.1808	83.8649	100	100.00	1
SEC22B	SEC22B	ortholog_one2one	100	100	0	100.00	1
LYSMD4	LYSMD4	ortholog_one2one	79.3919	79.3919	100	100.00	1
CFAP263	CFAP263	ortholog_one2one	78.1818	79.8409	100	100.00	1
PRELID3B							
	LARP4	ortholog_one2one	96.1326	24.0331	0	13.73	0
HDDC3	HDDC3	ortholog_one2one	97.2067	97.2067	100	100.00	1
WRN	WRN	ortholog_one2one	76.2879	75.4888	100	100.00	1
ABCB6	ABCB6	ortholog_one2one	92.0333	91.924	100	100.00	1
FGF23	FGF23	ortholog_one2one	81.6	81.2749	100	100.00	1
GEMIN4	GEMIN4	ortholog_one2one	87.8072	87.8072	100	100.00	1
KDM3B	KDM3B	ortholog_one2one	95.2756	96.1953	100	100.00	1
SRP14	SRP14	ortholog_one2one	90	72.7941	100	100.00	1
CD300A	CD300A	ortholog_one2one	61.8729	61.8729	100	100.00	1
EXTL1	EXTL1	ortholog_one2one	86.6864	86.6864	100	100.00	1
PHF14	PHF14	ortholog_one2one	97.9036	98.5232	100	100.00	1
REEP1	REEP1	ortholog_one2one	97.1831	97.1831	100	100.00	1
NSRP1	NSRP1	ortholog_one2one	89.4353	87.9928	50	100.00	1
TMEM187	TMEM187	ortholog_one2one	75.7812	74.3295	100	100.00	1
ZNF473	ZNF473	ortholog_one2one	73.5739	72.5603	100	100.00	1
RPS7	RPS7	ortholog_one2one	100	100	100	100.00	1
HOXD3	HOXD3	ortholog_one2one	97.9167	97.9167	100	100.00	1
OSTF1	OSTF1	ortholog_one2one	98.5981	98.5981	100	100.00	1
REEP6	REEP6	ortholog_one2one	80.4348	80.4348	100	100.00	1
							
VWDE	VWDE	ortholog_one2one	83.2279	82.7044	100	99.88	1
UBE2J2	UBE2J2	ortholog_one2one	96.139	96.139	100	100.00	1
DDAH2	DDAH2	ortholog_one2one	97.8947	97.8947	75	100.00	1
	TMPO	ortholog_one2one	85.1948	72.2467	0	0.00	0
SCG3	SCG3	ortholog_one2one	94.0552	94.6581	100	100.00	1
NME8	NME8	ortholog_one2one	68.9304	69.0476	100	100.00	1
NEDD1	NEDD1	ortholog_one2one	92.4242	92.4242	100	100.00	1
TNNI3K	TNNI3K	ortholog_one2one	96.2874	96.2874	100	100.00	1
PEX3	PEX3	ortholog_one2one	98.1233	98.1233	100	100.00	1
	COX6B2	ortholog_one2many	80.6818	80.6818	100	100.00	1
	EIF2S2	ortholog_one2many	96.7857	81.3814	0	0.00	0
MYH14	MYH14	ortholog_one2one	91.3845	90.1277	100	100.00	1
PTPMT1	PTPMT1	ortholog_one2one	84.5	84.0796	75	100.00	1
ATP1A1	ATP1A1	ortholog_one2one	98.6341	98.827	100	100.00	1
STAR	STAR	ortholog_one2one	91.9298	91.9298	100	100.00	1
RWDD2A	RWDD2A	ortholog_one2one	97.9452	97.9452	100	100.00	1
CAMTA2	CAMTA2	ortholog_one2one	93.9542	95.6739	100	100.00	1
CRNKL1	CRNKL1	ortholog_one2one	98.3988	98.3988	100	100.00	1
VIT	VIT	ortholog_one2one	89.6104	89.6104	100	100.00	1
ODF1	ODF1	ortholog_one2one	91.3534	97.2	100	100.00	1
PAWR	PAWR	ortholog_one2one	88.4615	87.9412	100	100.00	1
INPP5F	INPP5F	ortholog_one2one	95.583	95.583	100	100.00	1
PDLIM1	PDLIM1	ortholog_one2one	94.8328	94.8328	100	100.00	1
ZIC5	ZIC5	ortholog_one2one	91.9453	94.6792	100	100.00	1
TMEM198	TMEM198	ortholog_one2one	98.6111	98.6111	100	100.00	1
ZSWIM7	ZSWIM7	ortholog_one2one	89.2857	89.2857	50	100.00	1
							
							
							
ANKRD13B	ANKRD13B	ortholog_one2one	98.722	98.722	100	100.00	1
NGDN	NGDN	ortholog_one2one	82.235	91.1111	100	100.00	1
CCDC66	CCDC66	ortholog_one2one	84.4701	84.9156	100	100.00	1
MAP6	MAP6	ortholog_one2one	82.7764	79.2128	100	100.00	1
	TAGLN2	ortholog_one2many	80.8824	82.9146	0	0.00	0
SLC14A2	SLC14A2	ortholog_one2one	90.1194	90.2174	100	100.00	1
UBE2Q1	UBE2Q1	ortholog_one2one	99.763	99.763	75	100.00	1
GOLGA7							
ZDHHC17	ZDHHC17	ortholog_one2one	100	100	100	100.00	1
SLC5A12	SLC5A12	ortholog_one2one	92.5566	92.5566	75	100.00	1
GRIN2D	GRIN2D	ortholog_one2one	98.2022	98.1287	100	100.00	1
HVCN1	HVCN1	ortholog_one2one	87.4539	86.8132	100	100.00	1
AKAP1	AKAP1	ortholog_one2one	82.2044	79.2913	100	100.00	1
SMARCD1	SMARCD1	ortholog_one2one	99.8058	99.8058	100	100.00	1
ENPP1	ENPP1	ortholog_one2one	89.6216	89.6216	100	100.00	1
CCDC18	CCDC18	ortholog_one2many	91.2775	91.3402	100	100.00	1
TMEM220	TMEM220	ortholog_one2one	81.1321	80.625	100	100.00	1
FRRS1L	FRRS1L	ortholog_one2one	82.029	96.587	100	100.00	1
TMEM156	TMEM156	ortholog_one2one	80.4054	80.4054	100	100.00	1
PTK2B	PTK2B	ortholog_one2one	96.7294	96.7294	100	100.00	1
DPF1	DPF1	ortholog_one2one	93.0288	100	75	100.00	1
	GPD1L	ortholog_one2many	90.6627	85.755	0	0.00	0
ARG1	ARG1	ortholog_one2one	85.1003	92.236	100	100.00	1
KANSL1	KANSL1	ortholog_one2one	96.8326	96.8326	50	100.00	1
	ERRFI1	ortholog_one2many	89.2308	87.8788	0	0.00	0
							
DIS3L	DIS3L	ortholog_one2one	94.4972	94.4972	100	100.00	1
TMEM130	TMEM130	ortholog_one2one	89.1253	89.1253	100	100.00	1
OR5AU1	OR5AU1	ortholog_one2one	70.9898	66.881	100	99.21	1
TMEM263	TMEM263	ortholog_one2many	96.5517	96.5517	75	100.00	1
C14orf28	C14orf28	ortholog_one2one	98.3871	98.3871	75	100.00	1
MORC4	MORC4	ortholog_one2one	85.5626	86.0192	75	100.00	1
							
LDHB	LDHB	ortholog_one2one	93.6306	88.0239	100	100.00	1
DHX35	DHX35	ortholog_one2one	97.5818	97.5818	100	100.00	1
HPSE2	HPSE2	ortholog_one2one	98.9865	98.9865	100	100.00	1
COQ10B	COQ10B	ortholog_one2one	88.0165	89.4958	100	100.00	1
PSTPIP1	PSTPIP1	ortholog_one2one	91.5663	91.3462	75	100.00	1
ENPP3	ENPP3	ortholog_one2one	88.1007	88	100	100.00	1
MPDU1	MPDU1	ortholog_one2one	96.3563	96.3563	100	100.00	1
PDIA2	PDIA2	ortholog_one2one	80.7547	81.5238	100	100.00	1
USPL1	USPL1	ortholog_one2one	79.9083	79.7619	100	100.00	1
TEAD2	TEAD2	ortholog_one2one	97.561	97.561	100	100.00	1
	ZNF585A	ortholog_many2many	84.9315	72.5618	0	0.00	0
	ZNF585B	ortholog_many2many	84.7793	72.4317	0	0.00	0
CD83	CD83	ortholog_one2one	82.6087	83.4146	100	100.00	1
							
DCAF13	DCAF13	ortholog_one2one	83.7838	90.5618	100	100.00	1
GPX6	GPX6	ortholog_one2one	84.0183	83.2579	100	100.00	1
	MUCL3	ortholog_one2one	54.4662	17.9469	0	67.78	0
RNF220	RNF220	ortholog_one2one	99.47	99.47	100	100.00	1
RBM7	RBM7	ortholog_one2one	89.7436	91.7603	100	100.00	1
							
CAMSAP2	CAMSAP2	ortholog_one2one	95.082	94.1813	100	100.00	1
SLC25A27	SLC25A27	ortholog_one2one	84.2253	92.5697	0	98.81	1
							
ARHGAP28	ARHGAP28	ortholog_one2one	90.8333	89.7119	100	100.00	1
BLVRB	BLVRB	ortholog_one2one	92.233	92.233	100	100.00	1
PCID2	PCID2	ortholog_one2one	90.1869	96.7419	100	100.00	1
STK4	STK4	ortholog_one2one	97.9466	97.9466	100	100.00	1
PBXIP1	PBXIP1	ortholog_one2one	82.4417	82.2161	100	100.00	1
VSIG4	VSIG4	ortholog_one2one	84.0796	84.7118	100	100.00	1
HAAO	HAAO	ortholog_one2one	88.4615	88.4615	100	100.00	1
	PDIK1L	ortholog_one2many	90.2439	75.9531	0	0.00	0
RHBDL2	RHBDL2	ortholog_one2one	93.3993	93.3993	100	100.00	1
TOMM34	TOMM34	ortholog_one2one	86.4078	86.4078	100	100.00	1
SMS	SMS	ortholog_one2one	90.7834	53.8251	100	100.00	1
RAB20	RAB20	ortholog_one2one	85.8974	85.8974	100	100.00	1
KRT222	KRT222	ortholog_one2one	96.6102	96.6102	100	100.00	1
ZNF790	ZNF790	ortholog_one2one	84.3602	83.9623	25	100.00	1
PPP1R7							
							
ODAD4	ODAD4	ortholog_one2one	84.0491	81.5476	100	100.00	1
							
VPS37A	VPS37A	ortholog_one2one	94.9749	95.2141	100	100.00	1
	TRIM64B	ortholog_one2many	63.0037	38.3074	0	28.63	0
	TRIM64	ortholog_one2many	63.0037	38.3074	0	85.34	0
	TRIM64C	ortholog_one2many	63.0037	38.2222	25	0.00	0
LRRC17	LRRC17	ortholog_one2one	94.1309	94.5578	100	100.00	1
WDR81	WDR81	ortholog_one2one	92.3156	92.2205	100	100.00	1
MED23	MED23	ortholog_one2one	98.0335	98.3918	100	100.00	1
KRT12	KRT12	ortholog_one2one	90.5433	91.0931	100	100.00	1
MZB1	MZB1	ortholog_one2one	79.8942	79.8942	100	100.00	1
POU2AF3	POU2AF3	ortholog_one2one	82.0717	82.0717	100	100.00	1
	TAGLN2	ortholog_one2many	91.8782	90.9548	0	0.00	0
PHACTR2	PHACTR2	ortholog_one2one	91.6019	91.3178	100	100.00	1
	RDH16	ortholog_one2many	71.7391	72.8707	50	0.00	0
RANBP3L	RANBP3L	ortholog_one2one	81.8763	82.5806	100	100.00	1
LGSN	LGSN	ortholog_one2one	87.0334	87.0334	75	100.00	1
							
							
RNF216	RNF216	ortholog_one2one	93.7847	91.5493	50	100.00	1
PHF3	PHF3	ortholog_one2one	89.9608	90.0932	25	100.00	1
TRMT2B	TRMT2B	ortholog_one2one	86.4811	86.3095	100	100.00	1
WDR55	WDR55	ortholog_one2one	92.6509	92.1671	100	100.00	1
RBFOX3	RBFOX3	ortholog_one2one	94.851	97.493	50	100.00	1
DMRT3	DMRT3	ortholog_one2one	93.8819	94.2797	100	100.00	1
RILP	RILP	ortholog_one2one	77.2277	77.8055	100	100.00	1
ARHGAP22	ARHGAP22	ortholog_one2one	82.1378	83.6676	100	100.00	1
TMEM179	TMEM179	ortholog_one2one	89.6996	89.6996	100	100.00	1
RXRG	RXRG	ortholog_one2one	98.7041	98.7041	100	100.00	1
ASPHD2	ASPHD2	ortholog_one2one	94.7826	88.6179	100	100.00	1
							
BPHL	BPHL	ortholog_one2one	91.6955	91.0653	100	100.00	1
NR1I3	NR1I3	ortholog_one2one	86.7816	86.7816	100	100.00	1
MICALL2	MICALL2	ortholog_one2one	66.9584	67.6991	100	100.00	1
ZNF268	ZNF268	ortholog_one2one	86.5405	86.906	75	100.00	1
	GLRX3	ortholog_one2many	83.1169	57.3134	0	0.00	0
FADS2	FADS2	ortholog_one2one	92.5059	88.964	100	100.00	1
	PZP	ortholog_one2many	71.5789	4.58839	0	0.87	0
SSPN	SSPN	ortholog_one2one	87.4016	91.358	100	100.00	1
SMARCD3	SMARCD3	ortholog_one2one	100	100	100	100.00	1
PSMA1	PSMA1	ortholog_one2many	97.026	99.2395	100	100.00	1
KLHL14	KLHL14	ortholog_one2one	99.2051	99.3631	75	100.00	1
							
