Gene name	Gorilla gene name	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	Gorilla orthology confidence [0 low, 1 high]
TBC1D24	TBC1D24	ortholog_one2one	99.6422	99.6422	100	100.00	1
		ortholog_one2one	87.2	80.1471	75	100.00	1
OPA3		ortholog_one2one	100	100	100	100.00	1
CRABP1	CRABP1	ortholog_one2one	100	100	100	100.00	1
SLC35F6	SLC35F6	ortholog_one2one	100	100	100	100.00	1
PGAP3	PGAP3	ortholog_one2one	100	100	100	100.00	1
CPVL	CPVL	ortholog_one2one	98.3193	98.3193	100	100.00	1
TTC12	TTC12	ortholog_one2one	98.4973	98.4973	100	100.00	1
FGD6	FGD6	ortholog_one2one	98.6713	98.6713	75	100.00	1
							
LRRC52	LRRC52	ortholog_one2one	99.6805	99.6805	100	100.00	1
TGM4	TGM4	ortholog_one2one	95.1754	96.3018	100	100.00	1
TMPRSS9		ortholog_one2one	77.4451	89.711	100	44.12	0
SH3D19	SH3D19	ortholog_one2one	98.6628	98.6628	100	100.00	1
		ortholog_one2one	96.988	86.0963	100	100.00	1
CNPY4	CNPY4	ortholog_one2one	99.1903	100	100	100.00	1
SLC31A1	SLC31A1	ortholog_one2one	100	100	100	100.00	1
ARF3	ARF3	ortholog_one2one	79.7357	100	0	100.00	0
		ortholog_one2one	93.4211	93.4211	100	100.00	1
BROX	BROX	ortholog_one2one	82.7251	99.1254	100	100.00	1
PSMB3	PSMB3	ortholog_one2one	99.0244	99.0244	100	100.00	1
CPOX	CPOX	ortholog_one2one	99.1189	96.9828	100	100.00	1
							
		ortholog_one2one	83.7838	91.8519	100	100.00	1
POLR3GL	POLR3GL	ortholog_one2one	99.0826	99.0826	100	100.00	1
DYDC2	DYDC2	ortholog_one2one	98.4293	98.4293	100	100.00	1
GATD3	GATD3	ortholog_one2one	99.2537	99.2537	100	100.00	1
ERBIN	ERBIN	ortholog_one2one	99.5067	99.5067	100	100.00	1
SCAMP4	SCAMP4	ortholog_one2one	99.5633	99.5633	75	100.00	1
		ortholog_one2many	85.6061	92.6229	75	0.00	1
TEX51		ortholog_one2one	99.4949	99.4949	100	100.00	1
SUCLG2	SUCLG2	ortholog_one2one	99.0909	99.0909	100	100.00	1
EIF2B1	EIF2B1	ortholog_one2one	99.6732	99.6732	100	100.00	1
MIER2	MIER2	ortholog_one2one	82.0896	80.7339	75	59.45	1
ARL5C	ARL5C	ortholog_one2one	96.0894	96.0894	0	68.39	0
		ortholog_one2one	95.5939	92.2366	100	100.00	1
WIPI1	WIPI1	ortholog_one2one	97.5336	97.3154	75	100.00	1
OR1P1	OR1P1	ortholog_one2one	90.2736	87.6106	100	100.00	1
DDX1	DDX1	ortholog_one2one	99.8649	99.8649	100	100.00	1
GPR137		ortholog_one2one	99.7895	99.7895	100	100.00	1
ZSWIM6		ortholog_one2one	64.9706	96.3716	100	100.00	0
TUBE1	TUBE1	ortholog_one2one	100	100	100	100.00	1
SLC26A3	SLC26A3	ortholog_one2one	97.5066	97.5066	100	100.00	1
MAP4K2	MAP4K2	ortholog_one2one	98.2079	98.7981	100	100.00	1
							
		ortholog_one2one	93.4545	97.3485	50	100.00	1
ARMCX2							
VIPAS39	VIPAS39	ortholog_one2one	99.6146	99.6146	100	100.00	1
SORD							
PDLIM3	PDLIM3	ortholog_one2one	99.7253	99.7253	100	100.00	1
SARS2							
GRIA2	GRIA2	ortholog_one2one	100	100	100	100.00	1
IQCD	IQCD	ortholog_one2one	96.6592	96.6592	100	100.00	1
CTSV	CTSV	ortholog_one2many	99.4012	99.4012	100	0.00	1
PARP3	PARP3	ortholog_one2one	97.2171	97.3978	100	100.00	1
VAPA	VAPA	ortholog_one2one	99.3197	99.3197	100	100.00	1
SRP68	SRP68	ortholog_one2one	90.8955	98.5437	75	98.61	1
DHH	DHH	ortholog_one2one	100	100	100	100.00	1
WHRN	WHRN	ortholog_one2one	98.8975	98.8975	100	100.00	1
SLC22A23	SLC22A23	ortholog_one2one	91.2104	99.685	100	100.00	1
		ortholog_one2many	91.8605	27.6224	50	0.00	0
FNDC3B	FNDC3B	ortholog_one2one	97.8405	99.1582	100	100.00	1
BMP8B							
CALM2		ortholog_one2one	98.9796	98.9796	100	100.00	1
CCNP	CCNP	ortholog_one2one	97.3941	97.3941	100	100.00	1
ADPRM	ADPRM	ortholog_one2one	84.0136	72.2222	75	100.00	0
NGB	NGB	ortholog_one2one	99.3377	99.3377	100	100.00	1
BHLHE41	BHLHE41	ortholog_one2one	86.5145	99.5227	100	100.00	1
PLA2G10	PLA2G10	ortholog_one2many	92.7273	98.7097	75	81.77	1
ELAVL3	ELAVL3	ortholog_one2one	99.1826	100	100	100.00	1
KLC1	KLC1	ortholog_one2one	99.8435	99.8435	100	100.00	1
		ortholog_one2many	91.5254	91.5254	100	100.00	1
COX6B1	COX6B1	ortholog_one2one	100	100	100	100.00	1
HPS5	HPS5	ortholog_one2one	99.4686	99.4686	50	100.00	1
FDX2							
NFATC2IP	NFATC2IP	ortholog_one2one	99.284	98.8124	50	97.52	1
GNMT	GNMT	ortholog_one2one	100	100	100	100.00	1
FIS1	FIS1	ortholog_one2many	100	100	100	100.00	1
CASQ1	CASQ1	ortholog_one2one	99.2424	99.2424	100	100.00	1
BMX	BMX	ortholog_one2one	98.9691	99.5556	100	100.00	1
ARMH1	ARMH1	ortholog_one2one	99.3182	99.3182	100	100.00	1
SRL		ortholog_one2one	95.4887	96.3164	100	100.00	1
GLT8D2	GLT8D2	ortholog_one2one	84.5272	93.949	100	100.00	1
DCLRE1B	DCLRE1B	ortholog_one2one	98.8722	98.8722	100	100.00	1
		ortholog_many2many	51.0345	75.8974	25	0.00	0
		ortholog_many2many	21.6092	98.9474	50	0.00	0
AK4	AK4	ortholog_one2one	99.1031	99.1031	100	100.00	1
EIF2B4	EIF2B4	ortholog_one2one	99.6176	99.6176	100	100.00	1
GLTP	GLTP	ortholog_one2one	81.0526	88.5057	100	100.00	1
IFNA2	IFNA2	ortholog_one2one	98.8235	98.8235	100	100.00	1
		ortholog_one2one	71.6776	76.5116	75	100.00	0
CCKBR		ortholog_one2one	99.0272	99.0272	100	100.00	1
AQP7		ortholog_one2one	70.9677	83.4483	100	100.00	0
WNT11	WNT11	ortholog_one2one	100	100	100	100.00	1
SNCAIP	SNCAIP	ortholog_one2one	98.6097	97.8325	100	100.00	1
POLR3G							
ITPKA		ortholog_one2one	71.5835	79.9031	100	100.00	0
EVA1A							
							
							
		ortholog_one2many	87.9142	92.418	100	100.00	1
		ortholog_one2many	88.499	87.8143	100	100.00	1
VARS2	VARS2	ortholog_one2one	95.9927	97.1429	100	100.00	1
COPE	COPE	ortholog_one2one	83.6858	83.6858	100	100.00	1
BOD1L1	BOD1L1	ortholog_one2one	98.6225	98.5256	100	100.00	1
ZBTB17	ZBTB17	ortholog_one2one	99.0087	99.875	75	100.00	1
PRTG	PRTG	ortholog_one2one	99.3043	99.3043	100	100.00	1
NKX2-3	NKX2-3	ortholog_one2one	98.0874	99.446	100	100.00	1
LYSMD3	LYSMD3	ortholog_one2one	98.6928	98.6928	100	100.00	1
PRSS42		ortholog_one2one	96.587	96.587	100	100.00	1
ECPAS	ECPAS	ortholog_one2one	99.6529	99.6529	100	100.00	1
ALG11	ALG11	ortholog_one2one	95.4092	96.5657	100	100.00	1
PTGR2	PTGR2	ortholog_one2one	95.1567	94.8864	100	97.27	1
CCL26							
IQGAP2	IQGAP2	ortholog_one2one	95.4375	96.9524	100	100.00	1
GDE1	GDE1	ortholog_one2one	99.3958	99.3958	100	100.00	1
							
ZNF76	ZNF76	ortholog_one2one	98.9474	98.9474	100	100.00	1
RAD9A	RAD9A	ortholog_one2one	93.3504	95.3003	100	100.00	1
	DPY19L1	ortholog_one2many	80.7314	91.1111	25	20.89	0
RPL18	RPL18	ortholog_one2one	99.4681	99.4681	100	100.00	1
CFD	CFD	ortholog_one2one	96.8379	87.8136	100	0.00	1
EHHADH	EHHADH	ortholog_one2one	99.3084	99.3084	100	100.00	1
TRADD		ortholog_one2one	79.4872	98.8048	100	100.00	0
SAMD12	SAMD12	ortholog_one2one	97.5124	100	75	100.00	1
ATP1B4	ATP1B4	ortholog_one2one	99.4398	99.4398	100	100.00	1
		ortholog_one2one	97.9167	97.9167	100	100.00	1
PTK2	PTK2	ortholog_one2one	92.1833	93.6131	100	100.00	1
RPSA							
							
							
ZNF709	ZNF709	ortholog_one2many	99.844	99.844	100	87.38	1
CENPL	CENPL	ortholog_one2one	98.2051	98.2051	100	100.00	1
HTR4	HTR4	ortholog_one2one	100	100	100	100.00	1
AOAH		ortholog_one2one	98.8372	98.8372	100	100.00	1
ELMO1	ELMO1	ortholog_one2one	89.987	95.1857	100	100.00	1
SUOX	SUOX	ortholog_one2one	99.4495	99.4495	50	100.00	1
SPMAP2L	SPMAP2L	ortholog_one2one	96.129	96.129	100	100.00	1
NIBAN2	NIBAN2	ortholog_one2one	96.9169	98.6357	100	100.00	1
		ortholog_one2one	92.068	95.0292	100	100.00	1
MYO7A	MYO7A	ortholog_one2one	99.3699	99.5043	100	100.00	1
POLK	POLK	ortholog_one2one	98.5507	98.5507	100	100.00	1
TICRR	TICRR	ortholog_one2one	98.5871	98.5871	100	100.00	1
CCR9	CCR9	ortholog_one2one	99.729	99.729	100	100.00	1
CCL28	CCL28	ortholog_one2one	98.4252	98.4252	100	100.00	1
							
FICD	FICD	ortholog_one2one	99.345	99.345	100	100.00	1
ALOXE3	ALOXE3	ortholog_one2one	94.0092	96.7971	100	100.00	1
NCR2	NCR2	ortholog_one2many	94.9275	94.9275	100	100.00	1
ADAM28	ADAM28	ortholog_one2one	91.9699	98.1258	100	100.00	1
GIT2	GIT2	ortholog_one2one	99.8684	99.8684	100	100.00	1
SIDT1	SIDT1	ortholog_one2one	99.2788	99.2788	100	100.00	1
		ortholog_one2one	71.2146	65.3435	0	0.00	0
C17orf75	C17orf75	ortholog_one2one	90.1515	83.0233	100	100.00	1
USP19	USP19	ortholog_one2one	99.2259	99.2259	100	100.00	1
ZNF24	ZNF24	ortholog_one2one	100	100	100	100.00	1
							
GEMIN5	GEMIN5	ortholog_one2one	84.6154	99.2224	100	100.00	1
		ortholog_one2one	94.3396	92.5926	100	100.00	1
APOH	APOH	ortholog_one2one	82.3188	99.3007	100	100.00	1
SLIT1	SLIT1	ortholog_one2one	99.3481	99.3481	75	100.00	1
	ZC3H4	ortholog_one2many	97.4922	95.472	50	99.28	1
PTPRS	PTPRS	ortholog_one2many	93.3778	99.8353	100	100.00	1
		ortholog_one2one	91.5493	89.0411	100	100.00	1
ALDH9A1		ortholog_many2many	99.2278	99.2278	100	100.00	1
TNRC18	TNRC18	ortholog_one2one	89.8551	95.2143	100	84.17	1
MARCHF7	MARCHF7	ortholog_one2one	98.4985	93.1818	100	100.00	1
AFF1	AFF1	ortholog_one2one	99.0969	99.0156	100	100.00	1
EPB41	EPB41	ortholog_one2one	99.537	99.537	100	100.00	1
ASTN2	ASTN2	ortholog_one2one	87.3447	95.5008	100	100.00	1
PPM1F	PPM1F	ortholog_one2one	99.1189	99.1189	100	100.00	1
SRCIN1	SRCIN1	ortholog_one2one	91.2097	90.5524	100	100.00	1
							
CACNA2D4	CACNA2D4	ortholog_one2one	95.5806	97.0097	100	100.00	1
CFAP410		ortholog_one2one	93.0851	96.4187	100	100.00	1
IL11RA		ortholog_one2one	98.8506	98.8506	100	78.72	1
		ortholog_one2many	68.7719	69.0141	25	0.00	0
BTK	BTK	ortholog_one2many	100	100	100	100.00	1
BDKRB2	BDKRB2	ortholog_one2one	99.4885	99.4885	100	100.00	1
RHOU		ortholog_one2one	65.8915	96.0452	100	100.00	0
SSR2	SSR2	ortholog_one2one	70.751	88.6139	100	100.00	0
AHCYL2	AHCYL2	ortholog_one2many	99.509	99.509	100	100.00	1
		ortholog_one2many	98.9744	98.9744	100	100.00	1
NPPA	NPPA	ortholog_one2one	97.3856	97.3856	100	100.00	1
		ortholog_one2one	82.7338	84.2491	100	100.00	1
CSN2	CSN2	ortholog_one2one	98.2222	97.7876	100	100.00	1
ADAM12	ADAM12	ortholog_one2one	98.5699	98.5699	100	100.00	1
TIMM8B	TIMM8B	ortholog_one2one	98.9796	98.9796	100	100.00	1
		ortholog_one2one	87.1194	86.1111	100	0.00	1
TEX55	TEX55	ortholog_one2one	96.8284	96.8284	100	100.00	1
TSPAN10	TSPAN10	ortholog_one2one	94.2731	54.4529	0	0.00	0
C3orf33	C3orf33	ortholog_one2one	89.8917	99.2032	75	100.00	1
CNTN1	CNTN1	ortholog_one2one	99.7082	99.7082	100	100.00	1
ZNF69	ZNF69	ortholog_one2one	97.7032	97.3592	75	100.00	1
BEND2	BEND2	ortholog_one2one	89.9875	94.9802	100	100.00	1
ANGPTL7	ANGPTL7	ortholog_one2one	98.8439	98.8439	100	100.00	1
ERG	ERG	ortholog_one2one	100	100	100	100.00	1
IQCK	IQCK	ortholog_one2one	96.1672	96.5035	100	100.00	1
		ortholog_one2many	80.4511	96.3964	0	0.00	0
		ortholog_one2many	80.4511	96.3964	0	0.00	0
CST1	CST2	ortholog_one2one	79.0698	96.4539	100	100.00	0
		ortholog_one2one	99.3631	99.3631	100	0.00	1
PSME2	PSME2	ortholog_one2one	100	100	50	100.00	1
							
GEMIN8	GEMIN8	ortholog_one2one	97.5309	97.9339	100	100.00	1
CNTRL	CNTRL	ortholog_one2one	97.9785	98.1051	100	100.00	1
MXRA8		ortholog_one2one	45.0673	81.7073	100	100.00	0
SMYD1	SMYD1	ortholog_one2one	90.4082	92.8721	100	100.00	1
POLR3F	POLR3F	ortholog_one2one	100	100	100	100.00	1
TECPR2	TECPR2	ortholog_one2one	99.2204	99.2204	100	100.00	1
RASSF6	RASSF6	ortholog_one2one	91.0569	99.7033	100	100.00	1
TBATA	TBATA	ortholog_one2one	95.6098	95.8435	100	100.00	1
		ortholog_one2one	96.4052	95.7792	100	100.00	1
EPS8L1	EPS8L1	ortholog_one2one	98.7465	98.0636	100	100.00	1
ARHGAP9	ARHGAP9	ortholog_one2one	93.6375	96.4153	100	100.00	1
CDHR5	CDHR5	ortholog_one2one	96.799	92.8747	100	100.00	1
SERPINI1	SERPINI1	ortholog_one2one	99.0244	99.0244	100	100.00	1
FUT7	FUT7	ortholog_one2one	99.1228	99.1228	100	100.00	1
LRBA	LRBA	ortholog_one2one	99.1968	25.8819	100	82.04	0
ALDH7A1		ortholog_one2one	45.8633	98.0769	100	100.00	0
PDK1	PDK1	ortholog_one2one	99.5614	99.5614	100	100.00	1
ETFB		ortholog_one2one	99.711	99.711	100	100.00	1
		ortholog_one2one	35.1351	88.3495	100	100.00	0
ATP1B3	ATP1B3	ortholog_one2one	99.2832	99.2832	100	100.00	1
SMARCC1	SMARCC1	ortholog_one2one	92.8507	97.3435	100	100.00	1
NARS2	NARS2	ortholog_one2one	98.9518	98.9518	100	100.00	1
C6orf136	C6orf136	ortholog_one2one	99.3952	99.3952	100	100.00	1
DUSP9	DUSP9	ortholog_one2many	99.7396	99.7396	50	0.00	0
EFNB3	EFNB3	ortholog_one2one	99.7059	99.7059	100	100.00	1
NEFM	NEFM	ortholog_one2one	98.8926	99.0022	100	100.00	1
DNAJC1	DNAJC1	ortholog_one2one	90.8438	99.2157	100	99.67	1
RPL29	RPL29	ortholog_one2one	99.3548	99.3548	100	100.00	1
WRAP73	WRAP73	ortholog_one2one	99.1304	99.1304	100	100.00	1
SLC7A4	SLC7A4	ortholog_one2many	99.2126	99.2126	75	100.00	1
DISP2	DISP2	ortholog_one2one	99.5004	99.5004	100	100.00	1
NPTX1	NPTX1	ortholog_one2one	92.8241	92.8241	100	100.00	1
KCND3	KCND3	ortholog_one2one	100	100	100	100.00	1
		ortholog_one2many	83.3333	86.2069	0	0.00	0
TMEM192		ortholog_one2one	50.1845	99.2701	0	0.00	0
CPSF2	CPSF2	ortholog_one2one	100	100	100	100.00	1
PDE4B	PDE4B	ortholog_one2one	99.5924	99.5924	100	100.00	1
HOXD10	HOXD10	ortholog_one2one	82.9268	100	100	100.00	1
ATP6V1F	ATP6V1F	ortholog_one2many	99.3197	99.3197	100	100.00	1
	AHCYL2	ortholog_one2many	90.4236	80.3601	100	100.00	1
BRI3		ortholog_one2many	76	84.8214	75	100.00	0
GABRA4	GABRA4	ortholog_one2one	99.639	99.639	100	100.00	1
LRRC74A	LRRC74A	ortholog_one2one	96.8153	87.0229	75	100.00	1
PDS5B	PDS5B	ortholog_one2one	99.9309	99.8619	100	100.00	1
		ortholog_one2one	97.8495	98.913	0	0.00	0
RSRC2	RSRC2	ortholog_one2one	100	100	100	100.00	1
PC	PC	ortholog_one2one	99.6607	99.7453	100	100.00	1
GAPVD1	GAPVD1	ortholog_one2one	100	100	100	100.00	1
XRCC5	XRCC5	ortholog_one2one	99.8634	99.8634	75	80.58	1
ETV4	ETV4	ortholog_one2one	99.3802	99.3802	100	100.00	1
DOP1A	DOP1A	ortholog_one2one	99.6365	99.6365	100	100.00	1
NTN4	NTN4	ortholog_one2one	99.3631	99.3631	100	100.00	1
FANCL	FANCL	ortholog_one2one	99.2105	99.2105	100	100.00	1
SLC2A2	SLC2A2	ortholog_one2one	99.4275	99.4275	100	100.00	1
		ortholog_one2one	53.1579	83.4711	100	100.00	0
		ortholog_one2one	98.5	98.5	100	100.00	1
DPH1	DPH1	ortholog_one2one	98.8713	98.8713	100	100.00	1
CHCHD2	CHCHD2	ortholog_one2one	100	100	100	100.00	1
IGF2BP1	IGF2BP1	ortholog_one2one	99.8267	99.8267	100	100.00	1
							
TTC27	TTC27	ortholog_one2one	99.2883	99.2883	100	100.00	1
CAPN7	CAPN7	ortholog_one2one	94.8339	99.8705	100	100.00	1
PCOLCE	PCOLCE	ortholog_one2many	99.1091	99.1091	100	100.00	1
PYCR3	PYCR3	ortholog_one2one	99.6504	99.6504	100	100.00	1
NSDHL	NSDHL	ortholog_one2many	98.6595	98.6595	50	98.71	1
MRPL9	MRPL9	ortholog_one2one	99.2509	99.2509	100	100.00	1
POLR1A	POLR1A	ortholog_one2one	98.8953	98.8953	100	100.00	1
MYO1B	MYO1B	ortholog_one2one	99.8239	99.8239	100	100.00	1
		ortholog_one2one	95.5882	95.5882	75	100.00	1
BCL7B		ortholog_one2one	82.1596	64.3382	100	100.00	0
							
							
CFAP119	CFAP119	ortholog_one2one	97.5976	81.864	100	100.00	1
TSR3	TSR3	ortholog_one2one	98.7179	99.0354	100	100.00	1
NT5C	NT5C	ortholog_one2one	80.3279	73.1343	100	100.00	0
CBLB	CBLB	ortholog_one2one	87.5764	100	100	100.00	1
MED1	MED1	ortholog_one2one	93.4851	97.6222	75	100.00	1
KLF9	KLF9	ortholog_one2one	100	100	100	100.00	1
FLCN	FLCN	ortholog_one2one	99.8273	99.8273	100	0.00	1
FAM47E	FAM47E	ortholog_one2one	94.3627	97.9644	100	100.00	1
GPKOW	GPKOW	ortholog_one2one	98.7395	98.7395	100	100.00	1
ZFP37	ZFP37	ortholog_one2one	96.7442	98.8906	100	97.36	1
CDK5RAP3							
CYB5R4	CYB5R4	ortholog_one2one	99.2322	99.2322	100	100.00	1
MED20	MED20	ortholog_one2one	100	100	100	100.00	1
GTF2A2	GTF2A2	ortholog_one2one	100	100	100	100.00	1
TBC1D14	TBC1D14	ortholog_one2one	94.6609	97.474	100	100.00	1
NPC2		ortholog_one2one	99.5475	99.5475	100	100.00	1
RIMKLB	RIMKLB	ortholog_one2one	100	100	75	100.00	1
MT1L							
SLC7A4	SLC7A4	ortholog_one2many	99.0551	99.0551	100	100.00	1
CD300H	CD300H	ortholog_one2one	98.0099	98.0099	100	100.00	1
		ortholog_one2many	94.4272	95.6113	0	100.00	1
		ortholog_one2many	95.6656	59.4231	100	100.00	0
CRADD	CRADD	ortholog_one2one	100	100	100	100.00	1
TOGARAM1	TOGARAM1	ortholog_one2one	98.929	98.9848	100	100.00	1
TSPAN12	TSPAN12	ortholog_one2one	100	100	100	100.00	1
C1QL3							
ZNF142							
		ortholog_one2one	97.2158	96.9907	100	100.00	1
FAM216B	FAM216B	ortholog_one2one	88.4892	96.8504	100	100.00	1
ZKSCAN4	ZKSCAN4	ortholog_one2one	99.6337	99.6337	100	100.00	1
		ortholog_one2one	94.8718	94.8718	100	100.00	1
SNX19	SNX19	ortholog_one2one	99.1936	99.1936	100	100.00	1
							
MRPL38	MRPL38	ortholog_one2one	99.4805	99.4805	100	100.00	1
LRCOL1		ortholog_one2one	97.6667	97.6667	100	100.00	1
BTBD7	BTBD7	ortholog_one2one	99.5583	99.5583	100	100.00	1
MAPK6	MAPK6	ortholog_one2one	99.7226	99.7226	100	100.00	1
MFSD10	MFSD10	ortholog_one2one	93.8298	91.875	100	100.00	1
OR4C5	OR4C5	ortholog_one2one	92.0635	92.3567	75	0.00	1
RNF112	RNF112	ortholog_one2one	99.8415	99.8415	100	100.00	1
ANP32D							
ASPH	ASPH	ortholog_one2one	98.294	98.294	75	100.00	1
HOXA6	HOXA6	ortholog_one2many	99.1416	99.1416	100	100.00	1
KCNH5	KCNH5	ortholog_one2one	99.8988	99.8988	100	100.00	1
MRI1	MRI1	ortholog_one2one	99.187	99.187	100	100.00	1
TMEM242		ortholog_one2one	70.2128	86.087	100	48.79	0
							
GRIK2	GRIK2	ortholog_one2one	100	100	100	100.00	1
KEL	KEL	ortholog_one2many	98.7705	98.7705	100	100.00	1
MESP2	MESP2	ortholog_one2many	96.9152	96.9152	100	100.00	1
B2M	B2M	ortholog_one2one	100	80.6723	0	0.00	0
		ortholog_one2one	45.4	77.7397	100	100.00	0
RACGAP1	RACGAP1	ortholog_one2one	99.3671	99.3671	100	100.00	1
BCAP31		ortholog_one2one	99.5935	78.2748	100	0.00	0
GNG7	GNG7	ortholog_one2one	100	100	100	100.00	1
PLA2G7	PLA2G7	ortholog_one2one	99.093	99.093	100	100.00	1
		ortholog_one2one	86.9565	75.4717	75	100.00	0
MSANTD4	MSANTD4	ortholog_one2one	91.2088	96.2319	100	100.00	1
		ortholog_one2one	89.4737	97.1429	100	100.00	1
ZNF786	ZNF786	ortholog_one2many	87.7395	98.7069	100	100.00	1
CD2	CD2	ortholog_one2one	99.1453	99.1453	100	100.00	1
FBXW9	FBXW9	ortholog_one2one	98.954	98.954	100	100.00	1
AVPI1	AVPI1	ortholog_one2one	98.6395	98.6395	100	100.00	1
THOC6	THOC6	ortholog_one2many	99.7067	99.7067	100	100.00	1
HIPK2	HIPK2	ortholog_one2one	99.5826	99.7492	100	100.00	1
HRH2	HRH2	ortholog_one2one	86.722	99.0521	75	100.00	1
CLEC4M	CLEC4M	ortholog_one2one	83.1461	98.4043	100	100.00	1
KLF4	KLF4	ortholog_one2one	99.7912	99.7912	100	100.00	1
ELOVL4	ELOVL4	ortholog_one2one	97.3941	95.2229	100	100.00	1
		ortholog_one2many	59.6311	85.0877	100	100.00	0
MOGAT3	MOGAT3	ortholog_one2many	97.654	97.654	100	100.00	1
		ortholog_one2one	93.4985	89.0855	100	100.00	1
		ortholog_one2one	68.6695	76.1905	0	0.00	0
							
							
ZPBP	ZPBP	ortholog_one2one	98.8604	98.8604	100	100.00	1
TNNT1		ortholog_one2one	55.3957	100	100	100.00	0
CHRAC1		ortholog_one2one	62.3077	98.7805	100	100.00	0
ADCY10	ADCY10	ortholog_one2one	98.0745	98.0745	100	100.00	1
CMTM3		ortholog_one2one	52.7473	100	100	100.00	0
SUN3	SUN3	ortholog_one2many	97.7591	91.6011	100	100.00	1
LAMP2	LAMP2	ortholog_one2one	90.0243	94.3878	100	100.00	1
SLC39A4	SLC39A4	ortholog_one2many	98.3051	98.0031	100	100.00	1
FAM90A1	FAM90A1	ortholog_one2one	94.3966	94.6004	0	0.00	0
CNOT6L	CNOT6L	ortholog_one2many	100	100	100	99.68	1
MARVELD2	MARVELD2	ortholog_one2one	99.4633	99.4633	100	100.00	1
KCNAB2		ortholog_one2one	58.5542	100	100	84.00	0
TNIK	TNIK	ortholog_one2one	99.9265	99.9265	100	100.00	1
ANTXR2	ANTXR2	ortholog_one2one	86.2705	96.7816	100	100.00	1
TGFB2	TGFB2	ortholog_one2one	99.7738	99.7738	100	100.00	1
SH3BGRL2	SH3BGRL2	ortholog_one2one	100	100	100	100.00	1
REXO2	REXO2	ortholog_one2one	99.5781	99.5781	100	100.00	1
		ortholog_one2one	96.5909	84.1584	100	100.00	1
		ortholog_one2one	23.3577	72.7273	100	100.00	0
NFXL1	NFXL1	ortholog_one2many	98.4699	98.7939	100	100.00	1
INSC	INSC	ortholog_one2one	99.1364	99.1364	100	100.00	1
							
TTC9C	TTC9C	ortholog_one2one	100	100	100	100.00	1
CDKN2C	CDKN2C	ortholog_one2one	100	100	100	100.00	1
NDUFAF5	NDUFAF5	ortholog_one2one	96.2319	95.9538	100	100.00	1
BRSK2	BRSK2	ortholog_one2one	76.8908	76.9986	100	100.00	0
HYCC2	HYCC2	ortholog_one2one	99.8113	99.8113	100	100.00	1
HNRNPA1							
F8	F8	ortholog_one2one	99.1493	99.1493	100	100.00	1
CHIC1	CHIC1	ortholog_one2many	98.2222	100	0	100.00	1
YPEL4	YPEL	ortholog_one2one	100	100	100	100.00	1
MAGOHB	MAGOHB	ortholog_one2one	100	100	100	100.00	1
IL22	IL22	ortholog_one2one	98.8827	98.8827	100	100.00	1
GTF2H5	GTF2H5	ortholog_one2one	100	100	100	100.00	1
ARHGAP28	ARHGAP28	ortholog_one2one	99.177	99.177	100	100.00	1
SAMD14	SAMD14	ortholog_one2one	99.3258	99.3258	100	100.00	1
		ortholog_one2one	94.2708	94.2708	100	100.00	1
MYO1A	MYO1A	ortholog_one2one	99.6165	99.6165	100	100.00	1
SCAMP1	SCAMP1	ortholog_one2one	96.5944	92.3077	100	100.00	1
USP14	USP14	ortholog_one2one	80.9331	86.7391	100	99.90	1
ZNF576	ZNF576	ortholog_one2one	99.4118	99.4118	100	100.00	1
							
EXOSC3	EXOSC3	ortholog_one2one	99.2727	99.2727	100	100.00	1
CEP152	CEP152	ortholog_one2one	98.7134	98.7134	100	100.00	1
ATPSCKMT	ATPSCKMT	ortholog_one2one	98.2833	98.2833	100	100.00	1
PKD2L1	PKD2L1	ortholog_one2one	98.0124	98.625	100	100.00	1
ZNF862	ZNF862	ortholog_one2many	99.2301	99.2301	50	97.00	1
CD6	CD6	ortholog_one2one	98.3704	98.3704	100	100.00	1
ST8SIA5	ST8SIA5	ortholog_one2one	100	100	100	100.00	1
SPATA22	SPATA22	ortholog_one2one	96.9697	96.9697	100	100.00	1
		ortholog_one2one	89.9408	95	100	100.00	1
PHPT1	PHPT1	ortholog_one2one	98.4	98.4	100	100.00	1
MTA3	MTA3	ortholog_one2one	100	100	100	100.00	1
GTDC1	GTDC1	ortholog_one2one	98.2533	98.2533	100	100.00	1
TFF3	TFF3	ortholog_one2one	98.9362	98.9362	100	100.00	1
VENTX	VENTX	ortholog_one2one	98.062	98.062	100	100.00	1
PPP5D1							
		ortholog_one2many	96.0526	97.3333	100	100.00	1
SIGLEC11		ortholog_many2many	57.7525	85.1153	25	100.00	0
SIGLEC11	SIGLEC11	ortholog_many2many	96.5861	96.5861	75	100.00	1
NR2F2	NR2F2	ortholog_one2one	100	100	100	100.00	1
NDUFAF3	NDUFAF3	ortholog_one2one	98.3696	98.3696	100	100.00	1
		ortholog_many2many	76.7241	83.9623	0	0.00	0
		ortholog_many2many	76.7241	83.9623	100	0.00	0
COQ5	COQ5	ortholog_one2one	98.4709	98.4709	100	100.00	1
PDE4C	PDE4C	ortholog_one2one	99.439	99.439	100	100.00	1
ITGB7	ITGB7	ortholog_one2one	99.3766	99.3766	100	100.00	1
