Gene name	Human gene name	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
Metazoa_SRP	RN7SL310P	ortholog_one2one	95.3737	95.3737		100.00	1
GGT1	GGTLC2	ortholog_many2many	34.4464	89.9083	0	72.05	0
GGT1	GGTLC1	ortholog_many2many	36.5554	92.4444	0	72.05	0
GGT1	GGT1	ortholog_many2many	96.3093	96.3093	50	100.00	1
GGT1	GGTLC3	ortholog_many2many	35.5009	89.7778	0	0.00	0
							
	GOLGA6L7	ortholog_one2one	56.9364	63.3441	0	12.83	0
ZNF653	ZNF653	ortholog_one2one	97.8862	97.8862	100	100.00	1
BRIX1	BRIX1	ortholog_one2one	98.017	98.017	100	100.00	1
NELL1	NELL1	ortholog_one2one	95.3461	98.642	100	100.00	1
PSMA4	PSMA4	ortholog_one2one	84.3333	96.9349	100	100.00	1
TOB2	TOB2	ortholog_one2one	99.403	96.8023	100	100.00	1
							
Metazoa_SRP							
							
CCDC107	CCDC107	ortholog_one2one	90.4255	90.106	100	100.00	1
Metazoa_SRP	RN7SL267P	ortholog_one2one	89.6947	90.0383		100.00	1
NDUFA2	NDUFA2	ortholog_one2one	97.9798	97.9798	100	100.00	1
FGF4	FGF4	ortholog_one2one	98.5437	98.5437	100	100.00	1
							
							
CTXN1	CTXN1	ortholog_one2one	100	100	100	100.00	1
							
Metazoa_SRP							
							
U6	RNU6-288P	ortholog_one2one	92.3077	92.3077		100.00	1
SLK	SLK	ortholog_one2one	97.411	97.4899	100	100.00	1
CSNK2A2	CSNK2A2	ortholog_one2one	100	100	100	100.00	1
U2	U2	ortholog_one2many	100	100		0.00	0
U2	RNU2-35P	ortholog_one2one	59.4406	59.8592		100.00	1
FANCA	FANCA	ortholog_one2one	92.1341	92.5773	100	100.00	1
							
SLC5A2	SLC5A2	ortholog_one2one	96.6127	97.619	100	100.00	1
CABCOCO1	CABCOCO1	ortholog_one2one	93.0233	94.5946	100	100.00	1
Metazoa_SRP							
							
mml-mir-98	MIR98	ortholog_one2one	100	67.2269		100.00	1
							
							
TACO1	TACO1	ortholog_one2one	94.2761	94.2761	100	100.00	1
							
FGF19	FGF19	ortholog_one2one	98.1481	98.1481	100	100.00	1
OCA2	OCA2	ortholog_one2one	89.9743	83.5322	75	100.00	1
ACRV1	ACRV1	ortholog_one2one	84.5614	90.9434	100	100.00	1
CD28	CD28	ortholog_one2one	98.1818	98.1818	100	100.00	1
	LAIR2	ortholog_one2one	43.29	65.7895	100	100.00	0
							
RNase_MRP							
mml-let-7f-2	MIRLET7F2	ortholog_one2one	100	100		100.00	1
TIMM44	TIMM44	ortholog_one2one	98.0132	98.2301	100	100.00	1
MCM6	MCM6	ortholog_one2one	99.7564	99.7564	100	100.00	1
UBE2S	UBE2S	ortholog_one2one	99.5496	99.5496	100	100.00	1
SIT1	SIT1	ortholog_one2one	95.9184	95.9184	100	100.00	1
KCNE3	KCNE3	ortholog_one2one	99.0291	99.0291	100	100.00	1
							
IK	IK	ortholog_one2one	99.6409	99.6409	75	100.00	1
PITPNC1							
SDR42E2	SDR42E2	ortholog_one2one	95.4976	95.4976	100	100.00	1
TEF	TEF	ortholog_one2one	100	100	100	100.00	1
MYO5B	MYO5B	ortholog_one2one	98.3234	98.3766	100	100.00	1
LRRC75B	LRRC75B	ortholog_one2one	92.6984	92.6984	75	100.00	1
ZZEF1	ZZEF1	ortholog_one2one	94.6658	97.0956	100	100.00	1
ZMIZ2	ZMIZ2	ortholog_one2one	98.587	98.587	100	100.00	1
							
AFAP1L1	AFAP1L1	ortholog_one2one	95.9948	96.7448	100	100.00	1
RMDN3	RMDN3	ortholog_one2one	77.3649	97.4468	100	100.00	1
LTO1	LTO1	ortholog_one2one	62.5	87.5912	100	100.00	1
LIPT2	LIPT2	ortholog_one2one	97.4026	97.4026	100	100.00	1
ZBTB16	ZBTB16	ortholog_one2one	99.4056	99.4056	100	100.00	1
ATXN2L	ATXN2L	ortholog_one2one	95.0864	97.2093	75	100.00	1
U4	RNU4-9P	ortholog_one2one	58.2734	58.2734		100.00	1
							
U6	RNU6-474P	ortholog_one2one	92.5234	92.5234		100.00	1
U4	RNU4-47P	ortholog_one2one	77.4436	90.3509		100.00	1
							
HYKK	HYKK	ortholog_one2one	95.7105	95.7105	100	100.00	1
							
							
Metazoa_SRP							
ELAVL1	ELAVL1	ortholog_one2one	100	100	100	100.00	1
AARS1	AARS1	ortholog_one2one	98.657	98.657	100	100.00	1
Metazoa_SRP							
LIPT2-AS1							
CTLA4	CTLA4	ortholog_one2one	96.861	96.861	100	100.00	1
SHISA7	SHISA7	ortholog_one2one	80.7284	98.8848	100	100.00	1
AGXT	AGXT	ortholog_one2one	88.4058	93.3673	50	100.00	1
CHRNA5	CHRNA5	ortholog_one2one	98.5043	98.5043	75	100.00	1
U6	RNU6-495P	ortholog_one2one	92.5234	92.5234		100.00	1
SPEG	SPEG	ortholog_one2one	94.571	92.7762	100	100.00	1
							
							
CD72	CD72	ortholog_one2one	86.0724	86.0724	100	100.00	1
							
							
ABTB3	ABTB3	ortholog_one2one	99.8183	99.5471	100	100.00	1
							
Metazoa_SRP							
Metazoa_SRP	RN7SL645P	ortholog_one2one	92.6199	93.3085		100.00	1
Metazoa_SRP							
DNAJC21	DNAJC21	ortholog_one2one	89.948	97.7401	100	100.00	1
POLD3							
TMEM26	TMEM26	ortholog_one2one	95.6403	95.3804	100	100.00	1
							
							
EEF2K	EEF2K	ortholog_one2one	97.3793	97.3793	100	100.00	1
FMR1	FMR1	ortholog_one2one	98.8924	98.8924	75	100.00	1
							
							
							
Metazoa_SRP							
CYorf15A							
SNRPD3	SNRPD3	ortholog_one2one	48.6486	100	100	100.00	0
							
Metazoa_SRP							
PLEKHH3	PLEKHH3	ortholog_one2one	98.6129	98.6129	100	100.00	1
COMP	COMP	ortholog_one2one	98.1506	98.1506	100	100.00	1
Metazoa_SRP							
ZC3H7B	ZC3H7B	ortholog_one2one	89.0654	97.5435	100	100.00	1
CHRNA3	CHRNA3	ortholog_one2one	98.5916	97.0297	100	100.00	1
DNAJC3	DNAJC3	ortholog_one2one	99.2064	99.2064	100	100.00	1
MED12	MED12	ortholog_one2one	99.8163	99.8622	100	100.00	1
CCL25							
PROCA1	PROCA1	ortholog_one2one	94.7945	95.0549	100	100.00	1
SEPTIN9	SEPTIN9	ortholog_one2one	87.9556	94.7099	100	100.00	1
MAP3K3	MAP3K3	ortholog_one2one	95.2816	100	75	100.00	1
TYK2	TYK2	ortholog_one2one	95.8194	96.5459	100	100.00	1
GABRG3	GABRG3	ortholog_one2one	99.3576	99.3576	100	100.00	1
ARHGAP19	ARHGAP19	ortholog_one2one	93.7876	94.7368	100	99.94	1
Metazoa_SRP							
Y_RNA							
Y_RNA							
WDR55	WDR55	ortholog_one2one	97.389	97.389	100	100.00	1
ARHGAP8	ARHGAP8	ortholog_one2one	95.3704	95.1501	100	100.00	1
PHF8	PHF8	ortholog_one2one	95.9434	99.3164	100	100.00	1
CCND1	CCND1	ortholog_one2one	79.2079	81.3559	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
Metazoa_SRP							
TESK1	TESK1	ortholog_one2one	98.8818	98.8818	100	100.00	1
NAAA	NAAA	ortholog_one2one	94.7075	94.7075	100	100.00	1
							
SNORA74	SNORA74	ortholog_one2one	90.3553	89.4472		75.00	0
Metazoa_SRP							
							
							
CLYBL	CLYBL	ortholog_one2one	71.2895	86.1765	100	100.00	1
CFAP263	CFAP263	ortholog_one2one	93.3687	93.3687	100	100.00	1
CHRNB4	CHRNB4	ortholog_one2one	96.1382	94.9799	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
ECSIT	ECSIT	ortholog_one2one	80.9422	87.703	100	100.00	1
TBCK	TBCK	ortholog_one2one	94.6063	98.2083	100	100.00	1
RPL6	RPL6	ortholog_one2many	98.6111	98.6111	100	100.00	1
							
SF1	SF1	ortholog_one2one	100	100	100	100.00	1
							
ZNF333	ZNF333	ortholog_one2one	84.4804	94.1353	100	100.00	1
MAB21L4	MAB21L4	ortholog_one2one	94.6309	94.6309	100	100.00	1
AHSP	AHSP	ortholog_one2one	77.686	92.1569	75	100.00	1
NNMT	NNMT	ortholog_one2one	96.9697	96.9697	100	100.00	1
							
							
							
Metazoa_SRP							
ISOC2	ISOC2	ortholog_one2one	95.6098	95.6098	100	100.00	1
RAB34	RAB34	ortholog_one2one	98.8417	98.8417	100	100.00	1
TUT1	TUT1	ortholog_one2one	95.8621	95.4233	100	100.00	1
IGFBP6	IGFBP6	ortholog_one2one	95.8159	95.4167	100	100.00	1
GABRA5	GABRA5	ortholog_one2one	99.3506	99.3506	100	100.00	1
Metazoa_SRP	RN7SL813P	ortholog_one2one	95.7747	96.1131		100.00	1
							
ICOS	ICOS	ortholog_one2one	96.4824	96.4824	100	100.00	1
DND1	DND1	ortholog_one2one	87.1728	94.3343	100	100.00	1
Metazoa_SRP							
							
							
							
Y_RNA							
GUCD1	GUCD1	ortholog_one2one	52.3041	94.9791	100	100.00	1
CERS6	CERS6	ortholog_one2one	97.449	99.4792	100	100.00	1
							
							
							
							
C14H11orf71	C11orf71	ortholog_one2one	89.7638	92.6829	100	100.00	1
GRPEL2	GRPEL2	ortholog_one2one	96	96	100	100.00	1
							
Metazoa_SRP							
LAGE3	LAGE3	ortholog_one2one	90.2098	90.2098	100	100.00	1
							
PRR5	PRR5	ortholog_one2one	97.8892	95.6186	100	100.00	1
Metazoa_SRP							
CCR10	CCR10	ortholog_one2one	98.3425	98.3425	100	100.00	1
Metazoa_SRP							
CROCC2	CROCC2	ortholog_one2one	91.8591	91.4701	100	100.00	1
Metazoa_SRP							
RBM7	RBM7	ortholog_one2one	97.0037	97.0037	100	100.00	1
DARS1	DARS1	ortholog_one2one	99.8004	99.8004	100	100.00	1
SOAT2	SOAT2	ortholog_one2one	95.6274	96.3602	100	100.00	1
EEF1G	EEF1G	ortholog_one2many	99.7712	99.7712	100	100.00	1
RSPH6A	RSPH6A	ortholog_one2one	94.9721	94.8396	100	100.00	1
FBN3	FBN3	ortholog_one2one	95.8472	92.0256	100	100.00	1
EIF4ENIF1	EIF4ENIF1	ortholog_one2one	84.3889	96.0406	100	100.00	1
CLEC18A	CLEC18C	ortholog_one2many	94.2857	96.1883	75	100.00	1
CLEC18A	CLEC18A	ortholog_one2many	94.5055	96.4126	0	100.00	1
CLEC18A	CLEC18B	ortholog_one2many	94.5055	96.4126	50	100.00	1
Metazoa_SRP							
NOL11	NOL11	ortholog_one2one	96.7967	96.662	100	100.00	1
PPEF2	PPEF2	ortholog_one2one	95.6175	95.6175	100	100.00	1
C19orf85	C19orf85	ortholog_one2one	92.7602	92.3423	100	100.00	1
Metazoa_SRP							
							
							
NLGN3	NLGN3	ortholog_one2one	99.8821	99.8821	100	100.00	1
							
PTPN11	PTPN11	ortholog_one2one	99.33	100	100	100.00	1
							
							
							
mml-mir-7166							
CHRDL2	CHRDL2	ortholog_one2one	97.907	98.1352	100	100.00	1
Y_RNA	Y_RNA	ortholog_one2one	97.0588	97.0588		100.00	1
CNTNAP1	CNTNAP1	ortholog_one2one	99.1317	98.9884	100	100.00	1
							
							
OR7C1	OR7C1	ortholog_one2one	90.625	90.625	75	100.00	1
							
							
NAT14	NAT14	ortholog_one2one	53.9683	99.0291	100	100.00	1
							
							
							
RPL23A							
Metazoa_SRP							
		ortholog_one2one	93.9759	96.2963		100.00	1
							
DBX2	DBX2	ortholog_one2one	72.0621	95.8702	100	100.00	1
Y_RNA							
CIMIP2B	CIMIP2B	ortholog_one2one	93.4783	93.8182	100	100.00	1
POLR3E	POLR3E	ortholog_one2one	94.5873	98.7288	75	100.00	1
PARD3B	PARD3B	ortholog_one2one	97.093	97.0125	100	100.00	1
							
OR7A10	OR7A10	ortholog_one2one	91.5858	91.5858	100	100.00	1
							
							
							
UBL4A	SLC10A3	ortholog_one2one	73.975	87.0021	100	100.00	1
TREH	TREH	ortholog_one2one	96.5695	96.5695	100	100.00	1
Metazoa_SRP							
Metazoa_SRP							
							
Metazoa_SRP							
CLTRN	CLTRN	ortholog_one2one	95.4955	95.4955	100	100.00	1
							
AGXT2	AGXT2	ortholog_one2one	95.3668	96.1089	100	100.00	1
SYMPK	SYMPK	ortholog_one2one	99.2151	99.2151	100	100.00	1
UPF1	UPF1	ortholog_one2one	99.0257	100	100	100.00	1
RTL6	RTL6	ortholog_one2one	97.908	97.908	100	100.00	1
PCYOX1L	PCYOX1L	ortholog_one2one	99.3927	99.3927	100	100.00	1
ENPP7	ENPP7	ortholog_one2one	82.3529	94.7598	100	100.00	1
PRSS54	PRSS54	ortholog_one2one	94.5312	91.8987	100	100.00	1
U6	RNU6-56P	ortholog_one2one	40.9639	73.1183		100.00	0
OR7A17							
Metazoa_SRP							
REXO2	REXO2	ortholog_one2one	99.1561	99.1561	100	100.00	1
VGLL4	VGLL4	ortholog_one2one	47.9428	90.5405	100	100.00	0
SP100	SP100	ortholog_one2one	70.2299	69.0396	100	99.90	1
SPIRE2	SPIRE2	ortholog_one2one	97.7591	97.7591	100	100.00	1
							
HARS1	HARS1	ortholog_one2one	99.2141	99.2141	100	100.00	1
SNORD42	SNORD42B	ortholog_one2one	97.0149	97.0149		100.00	1
							
Metazoa_SRP							
							
ZFR2	ZFR2	ortholog_one2one	90.8021	90.4153	100	100.00	1
							
		ortholog_one2one	95.0413	90.5512		100.00	1
SNORA38B	SNORA38B	ortholog_one2one	96.1832	96.1832		100.00	1
							
							
SNORD4A	SNORD4A	ortholog_one2one	93.0556	93.0556		100.00	1
XPO4	XPO4	ortholog_one2one	99.7394	99.7394	100	100.00	1
							
KDM5D	KDM5D	ortholog_one2one	95.7087	95.6465	50	100.00	1
Metazoa_SRP							
ADCY9	ADCY9	ortholog_one2one	97.3761	98.7435	100	100.00	1
U6	RNU6-333P	ortholog_one2one	96.2617	96.2617		100.00	1
							
							
RUSC2	RUSC2	ortholog_one2one	97.7573	97.7573	100	100.00	1
Metazoa_SRP							
SNORD42	SNORD42A	ortholog_one2one	85.2459	81.25		100.00	1
GABRB3	GABRB3	ortholog_one2one	99.5772	99.5772	100	100.00	1
U2	RNU2-55P	ortholog_one2one	50.8621	33.908		0.00	0
Metazoa_SRP							
Metazoa_SRP							
Metazoa_SRP	RN7SL429P	ortholog_many2many	75.2852	88.7892		0.00	0
Metazoa_SRP	RN7SL214P	ortholog_many2many	80.2281	79.6226		0.00	0
Metazoa_SRP	RN7SL319P	ortholog_many2many	74.1445	88.2353		0.00	0
Metazoa_SRP	RN7SL327P	ortholog_many2many	75.2852	88.7892		0.00	0
Metazoa_SRP	RN7SL853P	ortholog_many2many	75.2852	88.7892		0.00	0
Metazoa_SRP	RN7SL489P	ortholog_many2many	75.2852	88.7892		0.00	0
UGGT2	UGGT2	ortholog_one2one	92.9847	96.1741	100	100.00	1
Metazoa_SRP	RN7SL405P	ortholog_one2many	76.9231	31.1419		0.00	0
RNF169	RNF169	ortholog_one2one	96.4739	96.6102	100	100.00	1
PROX2	PROX2	ortholog_one2one	92.7487	92.9054	100	100.00	1
TLCD1	TLCD1	ortholog_one2one	95.9514	95.9514	100	100.00	1
							
U6	RNU6-766P	ortholog_one2one	93.3962	92.5234		100.00	1
Metazoa_SRP	RN7SL429P	ortholog_many2many	92.9936	65.4709		0.00	0
Metazoa_SRP	RN7SL214P	ortholog_many2many	92.3567	54.717		0.00	0
Metazoa_SRP	RN7SL319P	ortholog_many2many	90.4459	64.2534		0.00	0
Metazoa_SRP	RN7SL327P	ortholog_many2many	92.9936	65.4709		0.00	0
Metazoa_SRP	RN7SL853P	ortholog_many2many	92.9936	65.4709		0.00	0
Metazoa_SRP	RN7SL489P	ortholog_many2many	92.9936	65.4709		0.00	0
NHLRC3	NHLRC3	ortholog_one2one	87.4659	92.5072	75	100.00	1
Metazoa_SRP							
AHNAK	AHNAK	ortholog_one2one	90.6292	90.9677	100	100.00	1
	COPS2	ortholog_one2many	98.9873	88.2618	0	0.00	0
CBX2	CBX2	ortholog_one2one	92.973	96.9925	100	100.00	1
ZIC5	ZIC5	ortholog_one2one	94.3683	97.0266	100	100.00	1
							
SSC5D	SSC5D	ortholog_one2one	95.2381	94.0877	100	100.00	1
PWP1	PWP1	ortholog_one2one	97.2603	99.2016	100	100.00	1
							
							
FASTKD1	FASTKD1	ortholog_one2one	88.2966	89.9646	100	100.00	1
							
Metazoa_SRP							
CSAD	CSAD	ortholog_one2one	95.2849	98.3773	100	100.00	1
ANO6	ANO6	ortholog_one2one	94.7481	97.1429	100	100.00	1
							
		ortholog_one2one	95	95.6835		100.00	1
							
OR7C2	OR7C2	ortholog_one2one	91.25	91.536	100	100.00	1
							
KLHL14	KLHL14	ortholog_one2one	91.7702	94.1083	75	100.00	1
ATP5F1B	ATP5F1B	ortholog_one2many	98.8658	98.8658	100	100.00	1
ADAMTS7	ADAMTS7	ortholog_one2one	95.2691	95.5516	100	100.00	1
Metazoa_SRP							
NOSTRIN	NOSTRIN	ortholog_one2one	87.5666	97.4308	100	100.00	1
							
SNORD4B	SNORD4B	ortholog_one2one	98.6111	98.6111		100.00	1
							
							
ZIC2	ZIC2	ortholog_one2one	100	99.6241	100	100.00	1
XYLT1	XYLT1	ortholog_one2one	98.3316	98.3316	25	100.00	1
U6	RNU6-126P	ortholog_one2one	86.4078	86.4078		100.00	1
USO1	USO1	ortholog_one2one	97.739	98.8566	100	100.00	1
CA5B	CA5B	ortholog_one2one	98.1073	98.1073	100	100.00	1
COL17A1	COL17A1	ortholog_one2one	93.677	91.0488	100	100.00	1
BPTF	BPTF	ortholog_one2one	90.2091	97.5	100	100.00	1
XRRA1	XRRA1	ortholog_one2one	95.1031	92.25	100	100.00	1
							
							
RNF152	RNF152	ortholog_one2one	99.5074	99.5074	100	100.00	1
DLST	DLST	ortholog_one2one	72.6384	98.4547	100	100.00	1
NEK8	NEK8	ortholog_one2one	86.4041	98.2659	100	100.00	1
GJB1	GJB1	ortholog_one2one	100	100	100	100.00	1
SNED1	SNED1	ortholog_one2one	94.9022	96.1783	100	100.00	1
NXPE1	NXPE4	ortholog_one2one	86.1667	95.0368	100	100.00	1
							
Y_RNA							
IL17B	IL17B	ortholog_one2one	97.2222	97.2222	100	100.00	1
RANGAP1	RANGAP1	ortholog_one2one	73.6248	88.9267	100	100.00	1
DRG1	DRG1	ortholog_one2one	100	100	100	100.00	1
KCTD21	KCTD21	ortholog_one2one	99.2308	99.2308	100	100.00	1
MAML2	MAML2	ortholog_one2one	98.523	98.0969	100	100.00	1
Metazoa_SRP							
PECR	PECR	ortholog_one2one	62.3188	85.1485	100	100.00	1
SCGB1A1	SCGB1A1	ortholog_one2one	81.3187	81.3187	100	100.00	1
							
Metazoa_SRP							
SLC1A6	SLC1A6	ortholog_one2one	98.4043	98.4043	100	100.00	1
							
							
							
							
UPB1	UPB1	ortholog_one2one	97.1503	97.6562	75	100.00	1
SHISAL1	SHISAL1	ortholog_one2one	44.8198	100	100	100.00	0
							
TCF25	TCF25	ortholog_one2one	64.442	87.1302	100	100.00	1
Metazoa_SRP							
							
							
U1							
							
							
mml-mir-143	MIR143	ortholog_one2one	99.0566	99.0566		100.00	1
							
mml-mir-1260b							
U3	U3	ortholog_one2one	89.9497	89.5		100.00	1
SLC25A10	SLC25A10	ortholog_one2one	59.7285	91.9861	100	100.00	1
SNORD59A	SNORD59A	ortholog_one2one	97.2973	96		100.00	1
USP35	USP35	ortholog_one2one	97.2441	97.053	100	100.00	1
							
							
U6	RNU6-1093P	ortholog_one2one	91.6667	92.5234		100.00	1
Metazoa_SRP							
							
Metazoa_SRP	RN7SL697P	ortholog_one2one	95.6667	95.9866		100.00	1
mml-mir-145	MIR145	ortholog_one2one	98.8636	98.8636		100.00	1
Y_RNA	Y_RNA	ortholog_one2one	95.098	96.0396		100.00	1
Metazoa_SRP							
PCCA	PCCA	ortholog_one2one	97.2527	97.2527	100	100.00	1
							
PRDM4	PRDM4	ortholog_one2one	99.7503	99.7503	100	100.00	1
BPIFB2	BPIFB2	ortholog_one2one	96.2882	96.2882	100	100.00	1
Metazoa_SRP							
Metazoa_SRP	RN7SL239P	ortholog_one2one	95.6376	95		100.00	1
							
							
Metazoa_SRP							
ZRSR2	ZRSR2	ortholog_one2one	99.1649	98.5477	100	100.00	1
CBX8	CBX8	ortholog_one2one	65.4917	90.7455	100	100.00	1
							
CDH20	CDH20	ortholog_one2one	98.9937	98.2522	100	100.00	1
							
							
SPCS2							
GAREM1	GAREM1	ortholog_one2one	98.4018	98.4018	100	100.00	1
C7H15orf62	C15orf62	ortholog_one2one	97.7143	97.7143	75	100.00	1
							
TXNL1	TXNL1	ortholog_one2one	95.5479	96.5398	100	100.00	1
Metazoa_SRP							
CCDC82	CCDC82	ortholog_one2one	89.6947	86.3971	100	100.00	1
ASRGL1	ASRGL1	ortholog_one2one	96.1039	96.1039	100	100.00	1
							
		ortholog_one2one	93.2692	93.2692		100.00	1
PATZ1	PATZ1	ortholog_one2one	99.4178	99.4178	100	100.00	1
FAM3A	FAM3A	ortholog_one2one	79.0984	83.913	75	100.00	1
SBK2	SBK2	ortholog_one2one	95.1149	95.1149	100	100.00	1
MYH13	MYH13	ortholog_one2one	98.3607	95.9752	75	100.00	1
							
							
DDX3X	DDX3X	ortholog_one2one	100	100	100	100.00	1
PTGES3							
GAB2	GAB2	ortholog_one2one	98.3752	98.5207	100	100.00	1
	RNASEH2B	ortholog_one2one	82.906	31.0897	0	0.00	0
CDR2	CDR2	ortholog_one2one	98.2379	98.2379	50	100.00	1
							
NXPE2	NXPE2	ortholog_one2one	94.9911	94.9911	100	100.00	1
Metazoa_SRP	Metazoa_SRP	ortholog_one2one	96.2825	96.6418		100.00	1
NRP2	NRP2	ortholog_one2one	99.1351	99.0281	100	100.00	1
							
FRAT1	FRAT1	ortholog_one2one	97.491	97.491	100	100.00	1
							
Y_RNA	Y_RNA	ortholog_one2one	93.5185	97.1154		100.00	1
CSNK1A1	CSNK1A1	ortholog_one2one	92.3288	100	100	100.00	1
Metazoa_SRP							
GCHFR	GCHFR	ortholog_one2one	76.8421	86.9048	75	100.00	1
							
Metazoa_SRP							
Metazoa_SRP							
							
YARS2	YARS2	ortholog_one2one	98.1132	98.1132	100	100.00	1
FRAT2	FRAT2	ortholog_one2one	96.5665	96.5665	100	100.00	1
							
Metazoa_SRP							
Metazoa_SRP							
Metazoa_SRP							
							
SPEGNB	SPEGNB	ortholog_one2one	97.0588	97.0588	100	100.00	1
SBK3	SBK3	ortholog_one2one	96.9274	96.6574	100	100.00	1
							
							
PRLR	PRLR	ortholog_one2one	96.2843	95.8199	100	100.00	1
							
							
							
Metazoa_SRP							
TMEM200C	TMEM200C	ortholog_one2one	95.3451	95.6522	100	100.00	1
AP1S2	AP1S2	ortholog_one2one	100	100	100	100.00	1
Metazoa_SRP							
U6	RNU6-216P	ortholog_one2one	95.1923	95.1923		100.00	1
DNAJC17	DNAJC17	ortholog_one2one	75.7747	88.4868	75	100.00	1
KCTD12	KCTD12	ortholog_one2one	99.6923	99.6923	100	100.00	1
							
							
STOML3	STOML3	ortholog_one2one	97.5945	97.5945	75	100.00	1
ZNF740	ZNF740	ortholog_one2one	96.9231	97.9275	100	100.00	1
ZMYM3	ZMYM3	ortholog_one2one	99.9271	100	100	100.00	1
UNC13B	UNC13B	ortholog_one2one	66.1593	30.0461	100	100.00	0
SCGB1D4	SCGB1D4	ortholog_one2one	56.0976	55.4217	100	100.00	1
CERS4	CERS4	ortholog_one2one	61.8487	93.401	100	100.00	1
NEU3	NEU3	ortholog_one2one	90.8316	92.4078	75	100.00	1
							
LARP4	LARP4	ortholog_one2one	96.9613	96.9613	100	100.00	1
FOXA3	FOXA3	ortholog_one2one	98.8571	98.8571	100	100.00	1
PARVG	PARVG	ortholog_one2one	72.1393	87.6133	100	100.00	1
L3MBTL4	L3MBTL4	ortholog_one2one	90.2736	96.7427	100	100.00	1
CXCR4	CXCR4	ortholog_one2one	89.5288	97.1591	100	100.00	1
ZNF579	ZNF579	ortholog_one2one	86.1905	96.6192	100	100.00	1
CBX4	CBX4	ortholog_one2one	98.5714	98.5714	100	100.00	1
CHADL	CHADL	ortholog_one2one	86.9988	93.9633	100	100.00	1
ACOD1	ACOD1	ortholog_one2one	94.3867	94.3867	100	100.00	1
RRP12	RRP12	ortholog_one2one	97.9183	97.9183	100	100.00	1
Y_RNA							
							
SCGB1D2	SCGB1D2	ortholog_one2one	70	70	100	100.00	1
NARS2	NARS2	ortholog_one2one	95.8071	95.8071	100	100.00	1
							
ARL6IP1							
TNFSF8	TNFSF8	ortholog_one2one	97.0085	97.0085	100	100.00	1
							
TRAF4	TRAF4	ortholog_one2one	99.1489	99.1489	100	100.00	1
IRF2BP1							
PKP2	PKP2	ortholog_one2one	95.8228	90.4421	100	100.00	1
METTL9	METTL9	ortholog_one2one	91.5205	98.4277	50	100.00	1
JRKL	JRKL	ortholog_one2one	99.0458	99.0458	100	100.00	1
GMPPA	GMPPA	ortholog_one2one	98.1176	99.2857	100	100.00	1
							
Metazoa_SRP							
CADM1	CADM1	ortholog_one2one	99.1561	99.7877	100	100.00	1
MEP1B	MEP1B	ortholog_one2one	88.9637	94.2939	100	100.00	1
SCGB2A1	SCGB2A1	ortholog_one2one	90.1099	86.3158	100	100.00	1
							
EZH1	EZH1	ortholog_one2one	99.7323	99.7323	100	100.00	1
C20orf173	C20orf173	ortholog_one2one	87.1287	87.1287	100	100.00	1
							
U6							
							
							
SPECC1L	SPECC1L	ortholog_one2one	92.5087	95.0761	50	100.00	1
							
FIZ1	FIZ1	ortholog_one2one	96.9758	96.9758	100	100.00	1
							
U3	U3	ortholog_one2one	94.3925	94.3925		100.00	1
Metazoa_SRP							
	EXOSC1	ortholog_one2one	97.8723	94.359	0	15.07	0
TEKTL1	TEKTL1	ortholog_one2many	94.7896	94.7896	100	100.00	1
G6PD	G6PD	ortholog_one2one	93.3594	92.8155	50	97.05	1
MYPOP	MYPOP	ortholog_one2one	99	99.2481	100	100.00	1
Metazoa_SRP							
SCGB1D1	SCGB1D1	ortholog_one2one	93.3333	93.3333	100	100.00	1
MC1R	MC1R	ortholog_one2one	92.429	92.429	100	100.00	1
							
							
Metazoa_SRP							
Metazoa_SRP							
							
							
CLN5	CLN5	ortholog_one2one	89.418	94.4134	100	100.00	1
Metazoa_SRP	RN7SL833P	ortholog_one2one	95.572	91.1972		100.00	1
							
							
TUBB3	TUBB3	ortholog_one2one	100	100	100	100.00	1
G3BP2	G3BP2	ortholog_one2one	99.7925	99.7925	100	100.00	1
							
							
NANOS2	NANOS2	ortholog_one2one	97.1014	97.1014	100	100.00	1
							
Metazoa_SRP	RN7SL515P	ortholog_one2one	91.3793	89.2256		100.00	1
ZFYVE19	ZFYVE19	ortholog_one2one	94.4563	94.0552	100	100.00	1
PROSER1	PROSER1	ortholog_one2one	97.0276	96.822	75	100.00	1
TMEM169	TMEM169	ortholog_one2one	96.9697	96.9697	100	100.00	1
U6	RNU6-74P	ortholog_one2one	95.3271	95.3271		100.00	1
L3MBTL2	L3MBTL2	ortholog_one2one	70.6349	75.7447	100	100.00	1
CASP14	CASP14	ortholog_one2one	94.1909	93.8017	100	100.00	1
SLCO2B1	SLCO2B1	ortholog_one2one	91.9463	96.615	75	100.00	1
							
ERGIC3	ERGIC3	ortholog_one2one	96.2312	100	100	100.00	1
							
							
ATCAY	ATCAY	ortholog_one2one	98.6523	98.6523	100	100.00	1
Metazoa_SRP							
AIMP1	AIMP1	ortholog_one2one	93.7695	96.4744	100	100.00	1
							
ITGB7	ITGB7	ortholog_one2one	96.1586	97.2431	100	100.00	1
Metazoa_SRP							
