Gene name	Mouse Lemur gene name	Mouse Lemur homology type	%id. target Mouse Lemur gene identical to query gene	%id. query gene identical to target Mouse Lemur gene	Mouse Lemur Gene-order conservation score	Mouse Lemur Whole-genome alignment coverage	Mouse Lemur orthology confidence [0 low, 1 high]
CELA3A		ortholog_many2many	74.8148	74.8148	100	1.78	1
							
							
ANKRD18CP							
LCIIAR							
SNX18P4							
CDRT15P12							
OR4G1P							
							
OR7A1P							
							
CYP2G1P							
LINC02364							
CYP2G1P							
RN7SL186P							
RNU6-776P							
							
LINC00339							
OR7A2P							
							
SNX18P9							
ZFAND6P1							
OR7E19P							
ATP8B5P							
ZNF542P							
							
							
GPR17							
SLC35A4							
ZNF542P							
							
CDC42-AS1							
							
							
							
CDC42-IT1							
MPHOSPH6P1							
WNT4	WNT4	ortholog_one2one	99.7151	99.7151	100	100.00	1
							
							
							
							
							
							
	SLC35A4	ortholog_one2one	97.0874	97.0874	100	100.00	1
							
IRX1	IRX1	ortholog_one2one	84.1667	96.42	100	100.00	1
							
ALMS1	ALMS1	ortholog_one2one	62.7159	74.156	100	98.59	1
							
							
							
							
							
							
RN7SL814P							
YTHDF1P1							
MIR4418							
		ortholog_many2many	60.4651	73.2394		0.00	0
		ortholog_many2many	55.814	65.7534		0.00	0
		ortholog_many2many	66.2791	69.5122		0.00	0
AVPR1B	AVPR1B	ortholog_one2one	87.5	88.3333	100	100.00	1
							
MTCYBP40							
							
							
							
							
RPL22P4							
							
							
FAM72A	FAM72A	ortholog_one2many	95.302	95.302	100	100.00	1
							
							
CENPK	CENPK	ortholog_one2one	86.6171	86.6171	50	100.00	1
							
							
							
							
							
LINC02251							
							
LINC02264							
ZNF137P							
							
WDR87BP							
							
							
LINC02171							
							
							
							
LINC02266							
ZNF788P							
OR7E25P							
SIGLEC22P							
SRGAP2	SRGAP2	ortholog_one2one	99.0663	99.0663	100	100.00	1
RPL7AP76							
KLKP1							
							
KLKP1							
KIR3DX1							
							
FGF7P7							
RDH10-AS1							
							
CNTNAP3P5							
							
							
AP4M1	AP4M1	ortholog_one2one	96.468	83.8772	75	100.00	1
							
LINC02509							
							
FAM90A28P							
PALB2	PALB2	ortholog_one2one	73.7774	71.7802	100	100.00	1
FAM88F							
ZNF781							
							
CEACAMP3							
							
CLEC4OP							
							
CYP2B7P							
							
							
							
							
							
							
							
RBM5-AS1							
							
CD86	CD86	ortholog_one2one	66.2614	65.0746	100	100.00	1
							
DYRK4	DYRK4	ortholog_one2one	67.3502	83.3984	100	100.00	1
							
LINC00968							
							
							
							
							
							
HDAC4	HDAC4	ortholog_one2one	91.0927	91.6821	100	100.00	1
							
SIGLEC17P							
APOC1P1							
LINC02275							
ZNF818P							
C3P1							
RAB28P2							
							
							
INSYN1-AS1							
							
FLJ43315							
							
ZNF56P							
GNAO1							
							
							
NAPSB							
							
							
							
							
LINC01365							
							
ZNF812P							
							
							
PSG10P							
							
SIGLEC5							
							
PPWD1	PPWD1	ortholog_one2one	97.5232	97.5232	50	100.00	1
RPS29P27							
LGALS14		ortholog_one2many	53.9568	53.1915	0	100.00	1
							
							
							
							
RABEP1	RABEP1	ortholog_one2one	97.0998	95.8763	100	100.00	1
CASR	CASR	ortholog_one2one	95.3618	95.6279	100	100.00	1
							
							
							
							
RPL34P20							
AKAP3	AKAP3	ortholog_one2one	78.6635	79.5024	100	100.00	1
							
							
Y_RNA							
							
PGAM1	PGAM1	ortholog_one2one	90.9449	97.0588	100	100.00	1
							
CLC							
							
LINC02499							
							
							
SNX18P7							
							
							
							
F11-AS1							
NPAP1P6							
IKBKE	IKBKE	ortholog_one2one	89.9441	89.8187	100	100.00	1
							
PCMTD1-DT							
CYP4F60P							
							
							
							
							
VASP	VASP	ortholog_one2one	91.0526	91.5344	100	100.00	1
							
							
							
							
LINC00933							
LINC02172							
							
EXOSC1	EXOSC1	ortholog_one2one	96.9231	89.5735	100	100.00	1
							
							
HNRNPA1P23							
NDUFA9	NDUFA9	ortholog_one2one	85.9416	85.9416	100	100.00	1
							
CSTA	CSTA	ortholog_one2many	78.5714	64.1667	100	100.00	1
CSTA		ortholog_one2many	64.2857	64.2857	100	100.00	1
CSTA		ortholog_one2many	72.449	59.1667	0	100.00	1
MIX23	MIX23	ortholog_one2one	97.9167	97.9167	100	100.00	1
							
CCDC83	CCDC83	ortholog_one2one	75.0605	75.6098	100	100.00	1
							
							
LINC02427							
							
SNRPEP5							
							
ID2	ID2	ortholog_one2one	99.2537	99.2537	100	100.00	1
SCAMP4	SCAMP4	ortholog_one2one	92.5764	92.1739	100	100.00	1
RPAIN	RPAIN	ortholog_one2one	79.9087	75.7576	100	100.00	1
							
SNTB2	SNTB2	ortholog_one2one	67.963	84.5622	50	94.27	1
							
FAM162A	FAM162A	ortholog_one2one	87.013	86.4516	100	100.00	1
							
							
							
LINC02259							
							
LINC02502							
TRIM23	TRIM23	ortholog_one2one	97.7352	94.9239	100	100.00	1
							
							
							
							
CFAP418-AS1							
							
MBOAT2	MBOAT2	ortholog_one2one	93.4615	93.4615	100	100.00	1
							
							
							
							
							
							
							
SYTL2	SYTL2	ortholog_one2one	80.3037	81.4312	100	100.00	1
							
VPS4A	VPS4A	ortholog_one2one	98.627	98.627	25	100.00	1
							
							
							
							
							
							
							
ZDHHC16	ZDHHC16	ortholog_one2one	98.4085	98.4085	100	100.00	1
							
							
GAU1							
CARMAL							
GALNT8	GALNT8	ortholog_one2one	78.9639	79.4629	100	100.00	1
WDR5B	WDR5B	ortholog_one2one	95.7576	95.7576	100	100.00	1
							
							
							
KPNA1	KPNA1	ortholog_one2one	99.2565	99.2565	100	100.00	1
LINC02232							
							
POLG-DT							
LINC01605							
TSC2	TSC2	ortholog_one2one	92.8058	92.5497	100	100.00	1
							
							
							
HMGB1P25							
KCNE4	KCNE4	ortholog_one2one	94.1176	76.9231	100	100.00	1
							
							
RNU6-978P	U6	ortholog_one2many	69.9029	70.5882		0.00	0
							
KCNA6	KCNA6	ortholog_one2one	98.1096	97.9245	100	100.00	1
							
							
							
KCNA1	KCNA1	ortholog_one2one	97.5758	97.5758	100	100.00	1
IGHV1OR15-9							
KIDINS220	KIDINS220	ortholog_one2one	96.7815	96.7269	100	100.00	1
MIR6769B							
IKBKE-AS1							
RNU6-540P	U6	ortholog_one2many	74.2574	71.4286		0.00	0
SLC20A1P3							
TRAPPC13	TRAPPC13	ortholog_one2one	98.801	98.801	100	100.00	1
IGHV1OR15-2							
							
RASSF5	RASSF5	ortholog_one2one	91.3876	91.6067	100	100.00	1
IGHV3OR15-7		ortholog_many2many	65.5462	73.5849	0	0.00	0
IGHV3OR15-7		ortholog_many2many	65.5462	70.2703	25	0.00	0
IGHV3OR15-7		ortholog_many2many	82.3529	73.1343	0	0.00	0
IGHV3OR15-7		ortholog_many2many	65.5462	70.9091	0	0.00	0
IGHV3OR15-7		ortholog_many2many	63.8655	73.0769	25	0.00	0
IGHV3OR15-7		ortholog_many2many	78.9916	66.1972	25	0.00	0
IGHV3OR15-7		ortholog_many2many	63.8655	74.5098	25	0.00	0
IGHD5OR15-5A							
							
DPY19L2	DPY19L2	ortholog_one2one	84.0369	82.1936	0	100.00	1
							
IGHD4OR15-4A							
GPATCH1	GPATCH1	ortholog_one2one	78.1955	81.8898	100	100.00	1
IGHD3OR15-3A							
IGHD2OR15-2A							
IGHD1OR15-1A							
FAM30B							
							
							
FGF7P4							
CHEK2P2							
C1QBP	C1QBP	ortholog_one2one	90.7801	91.1032	100	100.00	1
							
OR7E109P							
							
							
OR7E108P							
							
							
							
LINC01258							
							
							
							
							
							
RPL7AP20							
							
EIF2D	EIF2D	ortholog_one2one	92.2945	92.1367	100	100.00	1
							
							
							
							
							
RPSAP9							
							
							
							
							
DHX33	DHX33	ortholog_one2one	95.8982	95.8982	75	100.00	1
RPL7AP47							
LINC02360							
							
RPL35AP20							
IL9RP1							
							
							
CDK2AP2P2							
IL21-AS1							
FGF7P8							
LINC01410							
CEBPA	CEBPA	ortholog_one2one	93.8548	94.6479	100	100.00	1
ZNF536	ZNF536	ortholog_one2one	82.1538	82.6625	100	100.00	1
							
							
							
							
							
CRYGN	CRYGN	ortholog_one2one	70.8791	60.8491	100	100.00	1
							
PCAT4							
							
PARP9	PARP9	ortholog_one2one	70.9402	61.0936	100	100.00	1
HERC2P3							
							
							
							
SRGAP1	SRGAP1	ortholog_one2one	98.8018	98.8018	100	100.00	1
MIR3907							
RN7SL76P							
CROCC	CROCC	ortholog_one2one	90.5305	91.0723	100	100.00	1
RHEB	RHEB	ortholog_one2one	83.6957	97.4684	100	100.00	1
							
							
							
							
							
FAM88B							
							
ZNF615	ZNF615	ortholog_one2one	83.6927	78.8071	100	100.00	1
							
SHLD3							
SGTB	SGTB	ortholog_one2one	97.6974	97.6974	100	100.00	1
DERL2	DERL2	ortholog_one2one	99.1632	99.1632	50	100.00	1
							
							
							
ETF1P2							
DELE1	DELE1	ortholog_one2one	85.2427	84.913	100	100.00	1
CNTNAP3P1							
PRKAG2	PRKAG2	ortholog_one2one	94.7276	95.5674	100	100.00	1
BMS1P14							
LINC01151							
RPL36AP41							
							
							
							
Y_RNA							
RNU6-87P							
RNU6-1273P							
Y_RNA							
							
RNU6-199P							
TMT1A	METTL7A	ortholog_one2one	90.9836	90.9836	100	100.00	1
ZNF790	ZNF790	ortholog_one2one	83.9623	84.3602	25	100.00	1
MTUS1-DT							
							
							
MIS12							
ATF1	ATF1	ortholog_one2one	97.417	97.7778	75	100.00	1
DTX3L	DTX3L	ortholog_one2one	73.9189	74.0189	100	100.00	1
CIBAR1-DT							
NUP88	NUP88	ortholog_one2one	94.4669	94.4669	100	100.00	1
PARP15		ortholog_one2one	44.8378	68.7783	100	100.00	0
Y_RNA	Y_RNA	ortholog_many2many	74.7573	74.0385		0.00	0
Y_RNA	Y_RNA	ortholog_many2many	74.7573	75.4902		0.00	0
Y_RNA	Y_RNA	ortholog_many2many	76.699	79		0.00	0
ZNF829	ZNF829	ortholog_one2one	88.4259	79.089	25	100.00	1
							
RN7SL519P							
TMPRSS12	TMPRSS12	ortholog_one2one	72.7011	72.4928	100	100.00	1
HERC2P3							
RNU1-4							
VASH2	VASH2	ortholog_one2one	98.0282	98.0282	100	100.00	1
PCDH12	PCDH12	ortholog_one2one	91.6385	92.0271	100	100.00	1
							
HIGD1C	HIGD1C	ortholog_one2one	93.8144	93.8144	100	100.00	1
RPL31P61							
POU5F1P3							
							
ZNF345	ZNF345	ortholog_one2one	65.9836	93.0636	0	100.00	1
GCSHP4							
							
							
RNF14	RNF14	ortholog_one2one	95.7806	95.5789	100	100.00	1
							
FAM90A1							
							
							
GOLGA6L6							
MPHOSPH10P4							
RN7SL759P							
SPATA31E2P							
							
							
MYL6B	MYL6B	ortholog_one2one	95.6731	96.1353	100	100.00	1
							
							
ZNF568	ZNF568	ortholog_one2one	94.0994	93.8081	0	100.00	1
EIF4BP8							
EMC3	EMC3	ortholog_one2many	100	100	100	100.00	1
EMC3		ortholog_one2many	91.1877	95.9677	0	0.00	0
CYB5RL	CYB5RL	ortholog_one2one	86.9841	87.5399	100	100.00	1
IGHV1OR15-6							
NBEAP1							
							
RNU6-498P							
							
							
LONRF2P3							
							
							
GRAMD4P5							
							
MIR3118-2							
POTEB2							
							
SRPRB	SRPRB	ortholog_one2one	94.8339	94.8339	100	100.00	1
ATXN7L2	ATXN7L2	ortholog_one2one	94.8276	94.8276	100	100.00	1
RNU6-749P							
							
							
							
							
Y_RNA							
ZNF519P2							
							
							
MIR5701-1							
HADHAP2							
LINC01193							
							
AICDA	AICDA	ortholog_one2one	95.4545	89.5735	50	100.00	1
MIR202HG							
WWP1P1							
PDLIM1P4							
DCBLD2	DCBLD2	ortholog_one2one	94.3226	92.6489	100	100.00	1
							
FUOM							
							
GNPDA1	GNPDA1	ortholog_one2one	96.5398	93.6242	100	100.00	1
CENPL	CENPL	ortholog_one2one	93.6047	93.0636	100	100.00	1
ZNF559-ZNF177							
							
							
U8	U8	ortholog_one2many	62.406	62.8788		0.00	0
AKR1C3							
							
PRKAG2-AS2							
ZNF496	ZNF496	ortholog_one2one	82.7939	84.2288	25	100.00	1
STMP1	STMP1	ortholog_one2one	93.617	93.617	100	100.00	1
							
RNU6-26P							
							
RNU6-1263P	U6	ortholog_one2one	86.7924	87.619		0.00	0
ST3GAL6	ST3GAL6	ortholog_one2one	92.7492	92.7492	100	100.00	1
RNU6-1154P	U6	ortholog_one2many	80.7692	80.7692		0.00	0
SLC13A4	SLC13A4	ortholog_one2one	94.5774	94.5774	100	100.00	1
							
							
FAM85B							
OR11J2P							
OR11J5P							
IGHD5OR15-5B							
Y_RNA	Y_RNA	ortholog_one2one	81.3726	81.3726		0.00	0
							
HSPD1P12							
							
IGHD4OR15-4B							
							
NDFIP1	NDFIP1	ortholog_one2one	100	100	100	100.00	1
IGHD3OR15-3B							
RABGAP1L	RABGAP1L	ortholog_one2one	74.4053	95.9509	100	100.00	1
FOXJ2	FOXJ2	ortholog_one2one	96.6899	96.5217	50	100.00	1
GYS1	GYS1	ortholog_one2one	94.9796	94.4669	100	100.00	1
IGHD2OR15-2B							
DHX40	DHX40	ortholog_one2one	98.973	98.973	100	100.00	1
IGHD1OR15-1B							
							
							
FAM30C							
							
U8	U8	ortholog_one2many	63.9706	65.9091		100.00	1
AKR1C5P							
BCAR1P2							
RN7SL400P	Metazoa_SRP	ortholog_one2many	50.3378	53.2143		0.00	0
AKR1C8	AKR1C8	ortholog_one2one	77.6074	78.0864	0	99.45	1
							
							
							
NBEAP4							
							
SPRY4	SPRY4	ortholog_one2one	95.3177	88.5093	100	100.00	1
							
							
							
							
YIPF4	YIPF4	ortholog_one2one	61.4754	82.4176	100	100.00	1
							
AKR1C4		ortholog_one2many	84.2105	84.472	75	5.37	1
AKR1C4		ortholog_one2many	83.5913	83.8509	75	100.00	1
							
							
							
RPS12P10							
							
FGF1	FGF1	ortholog_one2one	96.7742	96.7742	100	100.00	1
RNU6-1235P							
							
							
							
							
							
							
MIR558							
							
							
							
							
TTC27	TTC27	ortholog_one2one	91.5777	91.5777	100	100.00	1
							
C3AR1	C3AR1	ortholog_one2one	75.5187	74.7433	50	100.00	1
NECAP1	NECAP1	ortholog_one2one	96	96	100	100.00	1
WHSC1L2P							
SOST	SOST	ortholog_one2one	98.1221	98.1221	100	100.00	1
							
ARL4AP3							
							
							
							
DUSP3		ortholog_one2many	89.7297	90.7104	0	0.00	0
DUSP3	DUSP3	ortholog_one2many	95.1351	95.1351	100	100.00	1
							
LINC02561							
							
							
							
LINC02915							
FAM180A	FAM180A	ortholog_one2one	87.8613	87.8613	100	100.00	1
CGB7							
LINC02984							
MIR4765							
							
BMS1P14							
ATG16L1	ATG16L1	ortholog_one2one	97.5288	95.0241	100	100.00	1
							
							
CFAP97D1	CFAP97D1	ortholog_one2one	90.2439	90.2439	100	100.00	1
							
PPFIA3	PPFIA3	ortholog_one2one	99.4137	99.4137	100	100.00	1
PTPRJ-AS1							
IGKV1OR9-2							
MTPN	MTPN	ortholog_one2one	99.1525	99.1525	100	100.00	1
							
AKR1C7P							
NUP160	NUP160	ortholog_one2one	95.5064	94.097	75	100.00	1
MPP3	MPP3	ortholog_one2one	95.5556	93.6348	100	100.00	1
							
							
							
							
							
TET2-AS1							
							
RPS3AP22							
							
							
							
SNORA70	SNORA70	ortholog_one2one	59.5588	69.2308		0.00	0
							
							
UCN3	UCN3	ortholog_one2one	65.8385	65.4321	50	100.00	1
H3P23							
							
							
							
							
TUBAL3	TUBAL3	ortholog_one2one	80.0448	79.51	100	100.00	1
RNA5SP176							
							
RNU6-223P							
HNRNPA0							
							
ZC3HC1	ZC3HC1	ortholog_one2one	93.6255	93.6255	100	100.00	1
							
WDR70	WDR70	ortholog_one2one	96.4832	96.4832	100	100.00	1
							
APBB1IP	APBB1IP	ortholog_one2one	77.027	81.8182	100	100.00	1
							
							
							
THBS1-AS1							
							
							
							
NUDT2	NUDT2	ortholog_one2one	93.8775	93.8775	100	100.00	1
							
							
							
GPR176-DT							
CCDC26							
							
							
							
FYCO1	FYCO1	ortholog_one2one	87.4154	87.4746	100	100.00	1
							
							
KLHDC10	KLHDC10	ortholog_one2one	99.5475	99.5475	100	100.00	1
BMF	BMF	ortholog_one2one	95.6522	95.6522	100	100.00	1
CNTFR-AS1							
FAM238A							
							
							
							
EGFLAM-AS3							
							
RNU6-484P	U6	ortholog_one2one	88.785	88.785		0.00	0
							
GDNF	GDNF	ortholog_one2one	97.6303	90.3509	100	100.00	1
							
							
							
							
							
TMEM209	TMEM209	ortholog_one2one	97.5045	97.8533	100	100.00	1
							
							
ANTXRL							
BMF-AS1							
							
							
CATSPER2P1							
							
CD300LG	CD300LG	ortholog_one2one	70.4819	70.4819	100	100.00	1
EGFLAM-AS4							
NUP155	NUP155	ortholog_one2one	97.4119	93.642	100	100.00	1
							
							
							
							
							
							
							
							
CLEC4A	CLEC4A	ortholog_one2one	57.384	64.455	100	99.28	1
FAM25BP							
MICOS10P3							
RNU6-342P							
RPS20P15							
RNU1-96P							
HYPK		ortholog_one2many	97.5207	94.4	0	0.00	0
HYPK	HYPK	ortholog_one2many	100	93.7984	100	100.00	1
							
							
MAGI1	MAGI1	ortholog_one2one	77.7018	84.2105	0	98.27	1
FAM27C							
							
							
							
							
SSMEM1	SSMEM1	ortholog_one2one	79.0984	80.4167	100	100.00	1
							
HRC	HRC	ortholog_one2one	69.9571	62.293	100	100.00	1
CDRT4	CDRT4	ortholog_one2one	69.7368	53.2663	100	100.00	1
							
							
AMPD1	AMPD1	ortholog_one2one	94.7791	91.0026	100	100.00	1
ABLIM1	ABLIM1	ortholog_one2one	94.8586	95.2258	100	100.00	1
							
FLNC	FLNC	ortholog_one2one	98.8624	98.8261	100	100.00	1
SNCA-AS1							
							
TVP23C-CDRT4							
HYOU1	HYOU1	ortholog_one2one	92.5926	92.5	100	100.00	1
LINC02482							
							
PRC1-AS1							
							
							
VPS33B-DT							
							
ZNF705A							
TRPM4	TRPM4	ortholog_one2one	84.514	73.5484	100	100.00	1
TVP23C		ortholog_many2many	82.266	83.0846	0	0.00	0
TVP23C	TVP23C	ortholog_many2many	91.133	91.133	100	100.00	1
TVP23C		ortholog_many2many	83.2512	86.6667	0	0.51	0
C15orf48	C3H15orf48	ortholog_one2one	83.1325	83.1325	100	100.00	1
							
PUS7L	PUS7L	ortholog_one2one	86.4479	86.4479	100	100.00	1
SLC30A4-AS1							
UBE2U	UBE2U	ortholog_one2one	64.6688	64.8734	100	100.00	1
							
							
							
							
LINC02382							
							
							
							
							
LINC02473							
ASAH1-AS1							
							
LINC00290							
CD101	CD101	ortholog_one2one	72.7718	81.8282	100	100.00	1
							
LINC02694							
							
							
							
LCE1C							
							
							
							
H3-7							
							
UNC5C-AS1							
							
							
							
NPL	NPL	ortholog_one2one	93.75	93.75	100	100.00	1
							
							
RPL9P2							
BMP2K-DT							
PPIAP53							
							
SNORA74	SNORA74	ortholog_one2many	58.3333	73.9437		100.00	1
							
TWF1	TWF1	ortholog_one2one	99.1429	91.7989	100	100.00	1
RDM1	RDM1	ortholog_one2one	85.5634	85.8657	25	100.00	1
							
							
							
							
RPL7AP75							
							
DNM1P33							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
							
MSRA-DT							
							
							
							
							
ADAM7-AS1							
							
							
							
							
SCARNA5							
SCARNA6							
SAG	SAG	ortholog_one2one	90.6173	90.3941	100	100.00	1
							
RCC1	RCC1	ortholog_one2one	95.2494	95.2494	100	100.00	1
EPHX2		ortholog_one2one	49.1892	77.7778	100	100.00	0
LINC02475							
							
							
							
ZNF75BP							
							
							
IRAK4	IRAK4	ortholog_one2one	91.3043	85.7143	100	100.00	1
							
							
							
							
							
							
							
KCTD9P5							
							
							
RNU6-1190P							
							
							
IRF2-DT							
RNA5SP179							
							
RPS26P28							
							
HSPD1P1							
							
							
							
							
							
							
							
RPL19P11							
DNM1P32							
							
CDH6	CDH6	ortholog_one2one	97.4684	97.2222	100	100.00	1
							
MPHOSPH10P2							
							
SBSN	SBSN	ortholog_one2one	34.2373	80.4781	100	100.00	0
FAM95B1							
LINC02668							
							
							
							
TAMM41	TAMM41	ortholog_one2one	91.3947	92.2156	100	100.00	1
LINC02269							
							
FRMD4A-AS1							
							
							
DUX4L51							
GAPDHS	GAPDHS	ortholog_one2one	84.8039	87.3737	100	100.00	1
RAI14	RAI14	ortholog_one2one	94.0816	82.9883	100	100.00	1
							
DNM1P50							
LYZL6	LYZL6	ortholog_one2one	79.7297	80.2721	0	100.00	1
							
ARHGAP11B-DT							
PRSS1	PRSS2	ortholog_one2many	79.7571	74.9049	100	100.00	1
							
							
							
DGKD	DGKD	ortholog_one2one	95.5519	95.3164	100	100.00	1
							
							
							
							
							
CCL16	CCL16	ortholog_one2one	70	70.5882	50	100.00	1
							
							
STK31	STK31	ortholog_one2one	86.1629	86.2475	100	100.00	1
							
							
TMEM147	TMEM147	ortholog_one2one	98.2143	98.2143	100	100.00	1
KRT8P37							
ROPN1	ROPN1	ortholog_one2many	83.0189	83.0189	100	100.00	1
							
							
							
PABPC1P8							
							
							
CCL14	CCL14	ortholog_one2one	72.043	70.5263	50	100.00	1
							
							
							
							
USP46-DT							
							
							
							
							
CCL15-CCL14							
SLC9B1P3							
							
							
							
							
LINC02851							
CCL15	CCL15	ortholog_many2many	61.0619	54.7619	100	100.00	1
CCL15		ortholog_many2many	50.4425	44.5312	100	100.00	0
							
							
							
CFAP20DC	CFAP20DC	ortholog_one2one	86.6093	86.6093	25	100.00	1
							
							
							
LINC02362							
GOLGA8UP							
							
CCL23	CCL15	ortholog_many2many	48.1752	52.381	100	100.00	0
CCL23		ortholog_many2many	46.7153	50	100	100.00	0
							
							
							
							
HERC2P10							
AGAP10P							
							
							
RN7SL301P							
							
							
							
TBC1D3B							
							
							
							
							
							
							
HMGN2P47							
							
SMAD3-DT							
							
							
ATP4A	ATP4A	ortholog_one2one	97.4879	97.1126	100	100.00	1
							
							
							
							
							
							
FAR2	FAR2	ortholog_one2one	92.4272	92.4272	100	100.00	1
							
							
LINC00484							
							
HMGN2P40							
							
OR4G6P							
GABARAPL3							
							
TBC1D3I							
HNRNPLP2							
							
							
							
							
FSCN1P1							
							
							
BMS1P15							
							
							
NUTM2A-AS1							
							
							
RHPN2P1							
							
LINC01400							
ZNF177	ZNF177	ortholog_one2one	76.2994	64.386	75	100.00	1
							
LINC01507							
HMGN3P1							
CRNN	CRNN	ortholog_one2one	71.1111	71.2551	50	100.00	1
Y_RNA	Y_RNA	ortholog_one2many	68.1416	66.3793		0.00	0
							
							
							
							
							
LCE5A							
							
							
CRCT1							
							
ERGIC2	ERGIC2	ortholog_one2one	95.756	95.756	100	100.00	1
							
NDUFA3P1							
NEB	NEB	ortholog_one2one	81.783	92.4056	100	100.00	1
CFAP92							
ZNF112	ZNF112	ortholog_one2one	87.1003	86.6228	75	100.00	1
LCE3E							
							
LCE3D							
MPHOSPH10P3							
WHAMMP4							
RFX3-DT							
TEKT2	TEKT2	ortholog_one2one	87.4419	87.4419	100	100.00	1
							
							
							
							
Y_RNA							
							
CHD3	CHD3	ortholog_one2one	98	95.2381	75	100.00	1
							
MICU3	MICU3	ortholog_one2one	88.3019	93.2271	100	100.00	1
							
							
							
ZNF285							
HERC2P1							
							
							
							
							
							
							
							
							
ADPRS	ADPRHL2	ortholog_one2one	95.8678	95.3425	100	100.00	1
							
							
							
							
LINC02174							
							
CCR5	CCR5	ortholog_one2one	88.3523	81.201	50	100.00	1
							
MPHOSPH10P7							
ZNF229	ZNF229	ortholog_one2one	79.5152	77.4498	0	100.00	1
SETMAR							
							
COL8A2	COL8A2	ortholog_one2one	96.1593	96.9871	100	100.00	1
							
							
							
							
TRAPPC3	TRAPPC3	ortholog_one2one	99.4444	99.4444	100	100.00	1
HERC2P11							
							
							
							
							
MPHOSPH10P6							
LINC02233							
							
DPPA4							
							
							
HERC2P6							
							
							
							
ZDHHC2	ZDHHC2	ortholog_one2one	94.2779	94.0217	100	100.00	1
							
							
ZNF285BP							
							
							
							
ZNF180	ZNF180	ortholog_one2one	88.1203	84.9275	75	100.00	1
							
							
							
							
							
							
HMGN1P26							
							
MAP7D1	MAP7D1	ortholog_one2one	90.3571	90.5728	100	100.00	1
DNM1P38							
							
							
							
							
LINC02380							
NFIB-AS1							
ISCA1P4							
TCTA	TCTA	ortholog_one2one	95.1456	92.4528	100	100.00	1
PCMTD1P3							
							
							
CNOT7		ortholog_one2one	84.5614	99.177	0	0.00	0
TPT1P7							
							
							
							
ZNF117		ortholog_one2many	41.2008	46.934	0	0.00	0
FAM234B	FAM234B	ortholog_one2one	83.2797	87.0588	100	100.00	1
LERFS							
							
							
							
ERV3-1							
DNAJB8	DNAJB8	ortholog_one2one	78.4483	79.476	0	55.01	0
							
							
HERC2P7							
INTS4P1							
KCNMB3	KCNMB3	ortholog_one2one	80.3636	80.0725	100	100.00	1
							
ZNF876P							
							
							
							
							
							
DDIT4L-AS1							
							
							
							
UBE2Q2P12							
LINC02506							
							
							
							
							
KCTD21	KCTD21	ortholog_one2one	99.6154	99.6154	100	100.00	1
GNA12	GNA12	ortholog_one2one	98.6877	98.9474	50	100.00	1
							
KRT80	KRT80	ortholog_one2one	82.9646	86.6051	100	100.00	1
							
							
							
							
							
CEACAM20							
							
							
							
EEF1GP4							
SPTSSB	SPTSSB	ortholog_one2one	92.1053	92.1053	50	100.00	1
USP35	USP35	ortholog_one2one	92.6326	92.7237	100	100.00	1
							
							
LINC02067							
RPL23AP42							
OTOL1	OTOL1	ortholog_one2one	85.1153	86.1996	50	100.00	1
							
LINC02379							
RPUSD3	RPUSD3	ortholog_one2one	82.2157	81.9767	100	100.00	1
							
							
							
GAR1-DT							
EPHB6	EPHB6	ortholog_one2one	95.4012	95.5882	100	100.00	1
							
							
							
							
NIFKP8							
							
CASC11							
							
							
							
ATP8A1-DT							
CEACAM22P							
TMT1AP1							
							
KRT7	KRT7	ortholog_one2one	87.42	87.7944	100	100.00	1
IGSF23		ortholog_one2one	49.4792	34.5455	50	100.00	0
							
							
							
ZDHHC12-DT							
							
							
							
							
							
							
CBR4-DT							
							
							
PVR	PVR	ortholog_one2one	51.3189	53.3666	100	100.00	1
							
							
TBC1D13	TBC1D13	ortholog_one2one	98.5	98.5	100	100.00	1
							
							
GAB2	GAB2	ortholog_one2one	96.7456	96.3181	100	100.00	1
							
							
PVT1							
							
KCNJ2-AS1							
GREP1							
							
FMNL1	FMNL1	ortholog_one2one	92.4545	80.8426	100	100.00	1
							
							
RN7SL131P							
UBE2V2P4							
							
ZNF362	ZNF362	ortholog_one2one	99.0476	99.5215	100	100.00	1
LINC01259							
KRT86							
							
GOLGA6L3P							
RPS3AP53							
							
A3GALT2	A3GALT2	ortholog_one2one	84.1176	84.1176	100	100.00	1
							
NR2C2	NR2C2	ortholog_one2one	89.094	83.622	25	99.71	1
KRT88P							
							
							
							
KRT81							
							
							
MIR3605							
RN7SKP16							
							
							
							
							
RN7SL44P							
NTHL1	NTHL1	ortholog_one2one	85.8553	83.6538	100	100.00	1
S100A6	S100A6	ortholog_one2one	97.7778	97.7778	100	100.00	1
							
							
DNM1P28							
							
							
RPL36AP45							
							
							
							
							
							
NIFKP4							
RNU6-311P	U6	ortholog_one2one	79.4118	72.973		0.00	0
							
							
COMMD4P2							
ATP5MG	ATP5L	ortholog_one2many	95.1456	95.1456	100	100.00	1
							
							
S100A4	S100A4	ortholog_one2one	96.0396	96.0396	100	100.00	1
							
ABHD11	ABHD11	ortholog_one2one	76.4706	84.4765	100	100.00	1
MIR4531							
CEACAM19	CEACAM19	ortholog_one2one	72.5752	79.7794	100	99.22	1
DNM1P41							
							
							
							
							
							
GOLGA8CP							
							
LINC01451							
