Gene name	Macaque gene name	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	Macaque orthology confidence [0 low, 1 high]
SPRR4							
EEF1D		ortholog_one2many	32.8823	94.5525	0	0.00	0
EEF1D	PYCR3	ortholog_one2many	79.567	87.5	100	100.00	1
ISCA1		ortholog_one2many	48.8372	36	0	0.00	0
	ANP32B	ortholog_one2one	79.9127	45.0739	0	0.00	0
CNGA2	CNGA2	ortholog_one2one	98.0422	98.0422	100	100.00	1
METRNL	METRNL	ortholog_one2one	97.2441	79.4212	25	23.74	0
	RAB15	ortholog_one2one	58.6538	54.2222	75	100.00	1
							
LHFPL7	LHFPL7	ortholog_one2one	59	91.4729	100	100.00	1
CTSZ	CTSZ	ortholog_one2one	93.7294	93.7294	100	100.00	1
	STK17A	ortholog_one2one	89.0533	72.7053	75	100.00	1
CCDC142	CCDC142	ortholog_one2one	94.751	93.8667	100	100.00	1
SUV39H1	SUV39H1	ortholog_one2one	100	100	100	100.00	1
							
		ortholog_many2many	75.9494	77.9221	75	100.00	1
		ortholog_many2many	83.5443	84.6154	0	0.00	0
ADRB3	ADRB3	ortholog_one2one	88.7255	86.6029	100	100.00	1
							
							
STX18	STX18	ortholog_one2one	97.3214	97.6119	100	100.00	1
ABTB1	ABTB1	ortholog_one2one	92.3077	95.3975	100	100.00	1
ASZ1	ASZ1	ortholog_one2one	97.4737	97.4737	100	100.00	1
	HOXD8	ortholog_one2one	100	36.3014	100	100.00	0
ACSF2	ACSF2	ortholog_one2one	90.4605	83.7139	100	100.00	1
ANP32E	ANP32E	ortholog_one2many	98.1203	97.7528	100	100.00	1
							
ZKSCAN2	ZKSCAN2	ortholog_one2one	94.8294	94.8294	100	100.00	1
ASXL1	ASXL1	ortholog_one2one	93.689	93.4458	100	100.00	1
ZRANB3	ZRANB3	ortholog_one2one	95.7368	91.9039	100	100.00	1
EPOR	EPOR	ortholog_one2one	96.6535	96.6535	100	100.00	1
ADNP2	ADNP2	ortholog_one2one	97.8899	94.8444	75	0.00	1
FAM234A	FAM234A	ortholog_one2one	94.5652	94.5652	100	100.00	1
		ortholog_one2one	91.1111	75.4601	100	100.00	1
GLYR1	GLYR1	ortholog_one2one	99.8192	99.8192	75	100.00	1
TPST1	TPST1	ortholog_one2one	98.1081	96.5426	100	97.28	1
TMEM176A							
							
COG5	COG5	ortholog_one2one	95.3488	97.619	100	100.00	1
CENPL	CENPL	ortholog_one2one	95.641	95.641	100	100.00	1
AQP3	AQP3	ortholog_one2one	97.6027	97.6027	50	100.00	1
							
							
	CDKN1B	ortholog_one2one	78.0488	80.8081	100	100.00	1
LRP6	LRP6	ortholog_one2one	99.814	99.814	100	100.00	1
BTBD6	BTBD6	ortholog_one2one	97.1014	96.701	100	100.00	1
S100A13	S100A13	ortholog_one2one	69.3878	93.1507	100	100.00	1
MUSK	MUSK	ortholog_one2one	97.1559	98.2739	100	100.00	1
CBX7	CBX7	ortholog_one2one	91.5058	94.4223	100	0.00	1
TCF25	TCF25	ortholog_one2one	87.8698	64.9891	100	100.00	1
DLX1	DLX1	ortholog_one2one	99.6078	99.6078	100	100.00	1
RFXAP	RFXAP	ortholog_one2one	97.7941	97.7941	100	100.00	1
	VWF	ortholog_one2one	93.1942	64.9585	100	99.12	1
SPTLC3	SPTLC3	ortholog_one2one	97.4638	97.4638	100	100.00	1
							
CLOCK	CLOCK	ortholog_one2one	98.5832	98.0047	100	100.00	1
ZNF33A	ZNF33A	ortholog_one2one	86.9333	78.9346	75	83.93	1
PDXP							
HSPE1							
ZNF454							
ZBTB41	ZBTB41	ortholog_one2one	99.2299	99.2299	100	100.00	1
SMYD1	SMYD1	ortholog_one2one	92.4528	90	100	100.00	1
							
							
	ELOC	ortholog_one2many	100	74.1722	50	100.00	1
							
TTC27	TTC27	ortholog_one2one	97.7461	97.7461	100	100.00	1
							
PHTF2	PHTF2	ortholog_one2one	94.6497	98.672	100	100.00	1
RTP1	RTP1	ortholog_one2one	96.9582	96.9582	75	100.00	1
PLEKHO2							
LRRC14B	LRRC14B	ortholog_one2one	95.9144	88.5099	50	47.39	0
							
							
	EFL1	ortholog_one2many	90.5433	39.5431	25	0.00	0
ENTR1	ENTR1	ortholog_one2many	96.092	96.092	100	100.00	1
CHMP2B	CHMP2B	ortholog_one2one	89.0351	90.2222	100	100.00	1
							
ZBTB1	ZBTB1	ortholog_one2one	92.5656	82.3606	75	100.00	1
SLC7A10	SLC7A10	ortholog_one2one	65.1341	64.3939	100	100.00	1
TAT	TAT	ortholog_one2one	97.3568	97.3568	75	100.00	1
FBXL5	FBXL5	ortholog_one2one	98.4277	81.8301	100	100.00	1
SVOPL	SVOPL	ortholog_one2one	94.0574	93.2927	100	100.00	1
PDIA5	PDIA5	ortholog_one2one	98.6513	98.6513	100	100.00	1
							
SCARA5	SCARA5	ortholog_one2one	88.7097	87.3016	100	100.00	1
							
MAT2A	MAT2A	ortholog_one2one	97.2152	92.9782	100	100.00	1
PCBP2	PCBP2	ortholog_one2one	97.541	76.6094	100	100.00	1
ZNF350	ZNF350	ortholog_one2one	95.1128	94.9343	100	100.00	1
AAMP	AAMP	ortholog_one2one	99.7696	99.7696	100	100.00	1
DNER	DNER	ortholog_one2one	98.2337	98.1004	100	100.00	1
PHYHIPL	PHYHIPL	ortholog_one2one	99.734	99.734	75	100.00	1
GTF3C2	GTF3C2	ortholog_one2one	98.9023	98.9023	100	100.00	1
TYMS	TYMS	ortholog_one2one	94.2652	84.0256	100	100.00	1
	ZNF804A	ortholog_one2many	95.1957	88.4297	100	98.83	1
ANO4	ANO4	ortholog_one2one	98.0105	82.3219	100	100.00	1
ZSCAN2	ZSCAN2	ortholog_one2one	92.093	96.7427	50	96.58	1
TM4SF5	TM4SF5	ortholog_one2one	91.3706	91.3706	100	100.00	1
							
REEP5	REEP5	ortholog_one2one	92.5926	68.0934	100	100.00	1
NOSIP	NOSIP	ortholog_one2one	89.1892	98.6711	100	100.00	1
							
	PMEL	ortholog_one2many	93.9863	82.7534	100	100.00	1
GLIPR1L2	GLIPR1L2	ortholog_one2one	66.9565	52.027	100	100.00	1
		ortholog_one2one	85.1852	64.5614	100	92.68	1
FAM161B	FAM161B	ortholog_one2one	60.0852	49.8233	100	100.00	0
RHO	RHO	ortholog_one2one	98.2759	98.2759	100	100.00	1
VSIG1	VSIG1	ortholog_one2one	95.7447	95.7447	100	100.00	1
							
LSMEM2	LSMEM2	ortholog_one2one	89.6341	90.1841	100	100.00	1
							
	VPS26A	ortholog_one2one	91.6667	77.37	100	100.00	1
UBAP2L	UBAP2L	ortholog_one2one	93.3513	89.4148	100	100.00	1
		ortholog_one2many	82.716	65.0485	100	0.00	1
RHEBL1	RHEBL1	ortholog_one2one	98.9071	98.9071	100	100.00	1
NFKBID	NFKBID	ortholog_one2one	92.043	92.2414	75	0.00	1
CCM2	CCM2	ortholog_one2one	93.9785	90.1031	100	100.00	1
GLP2R	GLP2R	ortholog_one2one	96.745	96.745	100	100.00	1
IMPDH	IMPDH2	ortholog_one2one	99.4163	94.9814	100	100.00	1
JPH1	JPH1	ortholog_one2one	99.6974	99.6974	100	100.00	1
C8A	C8A	ortholog_one2one	93.6644	93.6644	100	100.00	1
CD4	CD4	ortholog_one2one	91.7031	91.7031	100	100.00	1
PAPPA2	PAPPA2	ortholog_one2one	95.9241	95.9777	100	100.00	1
CNPY3	CNPY3	ortholog_one2one	98.2014	98.556	100	100.00	1
IFT172	IFT172	ortholog_one2one	98.9137	98.9137	100	100.00	1
GANAB	GANAB	ortholog_one2one	98.1366	98.1366	75	100.00	1
GRK5	GRK5	ortholog_one2one	98.9518	80	100	100.00	1
PRKAR2B	PRKAR2B	ortholog_one2one	95.9427	95.4869	100	100.00	1
	CD70	ortholog_one2one	70.6731	46.519	100	100.00	0
	XNDC1	ortholog_one2one	80.9859	28.536	50	75.18	0
CLEC2L	CLEC2L	ortholog_one2one	99.0654	96.3636	100	100.00	1
EIF3I	EIF3I	ortholog_one2one	100	100	100	100.00	1
MYH9	MYH9	ortholog_one2one	97.9937	93.6901	100	100.00	1
KCNK1	KCNK1	ortholog_one2one	98.2143	98.2143	100	100.00	1
NTS	NTS	ortholog_one2one	96.4706	96.4706	100	100.00	1
ACER2	ACER2	ortholog_one2many	97.8814	84	75	100.00	1
FAM240C	FAM240C	ortholog_one2one	83.8384	87.3684	50	0.00	0
SNX27	SNX27	ortholog_one2one	99.8106	99.8106	100	100.00	1
TAF9B	TAF9B	ortholog_one2one	99.2032	85.8621	100	90.16	1
PGBD1	PGBD1	ortholog_one2one	94.932	94.932	100	100.00	1
NEIL1	NEIL1	ortholog_one2one	95.1282	95.1282	100	100.00	1
DDX20	DDX20	ortholog_one2one	96.2379	90.3189	100	100.00	1
ARHGEF16	ARHGEF16	ortholog_one2one	96.3329	96.3329	100	100.00	1
HDAC10	HDAC10	ortholog_one2one	95.8147	68.2641	100	100.00	1
ARHGEF17	ARHGEF17	ortholog_one2one	96.0756	95.8434	100	100.00	1
							
							
							
	HSBP1	ortholog_one2one	100	80.2632	50	100.00	1
		ortholog_one2one	91.7355	90.9836	100	100.00	1
CATSPERZ	CATSPERZ	ortholog_one2one	92.5	92.5	100	100.00	1
DNAI3	DNAI3	ortholog_one2one	96.2025	93.8272	100	100.00	1
OSBPL5	OSBPL5	ortholog_one2one	97.4972	88.2595	100	100.00	1
CLEC2B	CLEC2B	ortholog_one2one	89.9329	88.7417	100	100.00	1
CCNYL1	CCNYL1	ortholog_one2one	98.8858	98.8858	100	88.37	1
GABRA4	GABRA4	ortholog_one2one	98.1949	98.1949	100	100.00	1
LANCL1	LANCL1	ortholog_one2one	96.5937	99.4987	100	100.00	1
NSD3	NSD3	ortholog_one2one	99.2345	99.1655	100	100.00	1
FAAH2	FAAH2	ortholog_one2one	95.8647	95.8647	50	0.00	0
							
CYP4F22	CYP4F22	ortholog_one2one	96.9868	96.9868	75	100.00	1
TPR	TPR	ortholog_one2one	97.2916	95.6323	75	100.00	1
ASIC4	ASIC4	ortholog_one2one	79.8799	98.7013	100	100.00	1
	ATRAID	ortholog_one2one	76.1494	93.3099	100	100.00	1
DRAM1	DRAM1	ortholog_one2one	94.5378	70.0935	100	100.00	1
RPLP2	RPLP2	ortholog_one2one	100	100	100	100.00	1
	LGALS14	ortholog_one2one	45.2381	52.0548	75	0.00	0
PSPN	PSPN	ortholog_one2one	96.7949	96.7949	100	0.00	1
GALNT10	GALNT10	ortholog_one2one	99.8182	91.0448	100	100.00	1
PRMT7	PRMT7	ortholog_one2one	94.0751	83.1418	100	100.00	1
	GAMT	ortholog_one2one	82.8996	83.209	75	100.00	1
MTUS1	MTUS1	ortholog_one2one	93.2337	94.1971	100	100.00	1
TENM2	TENM2	ortholog_one2one	94.1961	98.4923	100	98.50	1
							
DDX49	DDX49	ortholog_one2one	92.5466	91.5984	100	73.01	1
HMMR	HMMR	ortholog_one2one	92.1017	96.3585	100	100.00	1
		ortholog_one2many	31.3131	60.1942	0	0.00	0
		ortholog_one2many	20.202	37.3832	0	0.00	0
C5orf52							
HOXD10	HOXD10	ortholog_one2one	99.7059	99.7059	100	100.00	1
	LDHB	ortholog_one2many	85.7143	78.3383	0	0.00	0
		ortholog_one2many	83.7662	68.0739	0	0.00	0
	LDHB	ortholog_one2many	85.7143	79.0419	0	0.00	0
		ortholog_one2many	85.3896	78.7425	0	0.00	0
ZNF862	ZNF862	ortholog_one2one	95.8939	95.8939	75	97.01	1
IK	IK	ortholog_one2one	99.6409	99.6409	100	100.00	1
GRK7	GRK7	ortholog_one2one	96.9259	96.9259	100	100.00	1
							
							
PINLYP	PINLYP	ortholog_one2one	88.5965	87.069	100	100.00	1
							
							
CRIPT	CRIPT	ortholog_one2one	95.0495	38.0952	100	100.00	0
INPP4A	INPP4A	ortholog_one2one	96.7247	96.9231	100	100.00	1
	CSRP2	ortholog_one2many	79.4239	100	0	100.00	1
	HES6	ortholog_one2one	96.4286	57.2438	100	100.00	1
	CXHXorf48	ortholog_one2one	84.0764	50	0	0.00	0
ZNF846	ZNF846	ortholog_one2one	91.9173	91.9173	100	99.70	1
LRP2	LRP2	ortholog_one2one	97.7004	97.5536	100	100.00	1
TMEM234	TMEM234	ortholog_one2one	53.0488	44.8454	75	100.00	0
PRAG1	PRAG1	ortholog_one2one	94.3182	94.7218	50	100.00	1
	EIF4E	ortholog_one2many	97.6415	83.8057	0	0.00	0
ESR1	ESR1	ortholog_one2one	99.4958	99.4958	100	100.00	1
							
ZW10	ZW10	ortholog_one2one	98.5879	98.7147	100	100.00	1
ANXA1	ANXA1	ortholog_one2one	94.5087	89.1008	100	100.00	1
MICOS10							
NRG3	NRG3	ortholog_one2one	95.6944	98.9943	100	100.00	1
ENY2	ENY2	ortholog_one2one	100	100	100	100.00	1
RDH13		ortholog_one2many	98.1873	98.1873	75	31.09	1
RDH13	RDH13	ortholog_one2many	97.281	97.281	100	100.00	1
	NICOL1	ortholog_one2one	95.082	45.6693	100	100.00	0
FHAD1	FHAD1	ortholog_one2one	87.889	92.1277	100	100.00	1
DOLPP1	DOLPP1	ortholog_one2one	98.3193	98.3193	100	100.00	1
CDK5RAP2	CDK5RAP2	ortholog_one2one	93.5552	93.3087	100	100.00	1
GBE1	GBE1	ortholog_one2one	94.7293	94.4602	100	100.00	1
AGR2	AGR2	ortholog_one2one	98.8571	98.8571	100	100.00	1
GMCL2	GMCL2	ortholog_one2one	91.4122	91.587	100	100.00	1
MAP7	MAP7	ortholog_one2one	96.3731	95.6298	100	100.00	1
IWS1	IWS1	ortholog_one2one	95.6044	95.7213	100	100.00	1
							
ZBP1	ZBP1	ortholog_one2one	86.4802	88.3333	100	100.00	1
PLA2G6	PLA2G6	ortholog_one2one	89.9504	77.5401	75	100.00	1
ARHGEF15	ARHGEF15	ortholog_one2one	97.1463	97.1463	100	100.00	1
CLIC3	CLIC3	ortholog_one2one	98.3051	98.3051	100	100.00	1
PPFIBP1	PPFIBP1	ortholog_one2one	95.1098	89.5677	100	100.00	1
ABCF3	ABCF3	ortholog_one2one	93.7941	99.5509	100	100.00	1
	CLLU1-AS1	ortholog_one2one	91.0891	91.0891	100	100.00	1
EHD2	EHD2	ortholog_one2one	99.8158	99.8158	100	100.00	1
HTR2B	HTR2B	ortholog_one2one	98.1289	98.1289	100	100.00	1
BAHD1	BAHD1	ortholog_one2one	82.5375	70.3488	100	100.00	1
CROCC	CROCC	ortholog_one2one	97.0749	97.0268	100	0.00	1
							
HCN1	HCN1	ortholog_one2one	99.8871	100	100	100.00	1
							
PDZD7	PDZD7	ortholog_one2one	50.8277	93.2143	0	100.00	1
ZNF382	ZNF382	ortholog_one2one	97.9964	97.9964	100	100.00	1
RFX8	RFX8	ortholog_one2one	91.1205	55.6848	100	100.00	1
GNAI1	GNAI1	ortholog_one2one	100	83.8863	100	100.00	1
MYCBPAP	MYCBPAP	ortholog_one2one	88.0123	92.6645	100	100.00	1
CLEC7A	CLEC7A	ortholog_one2one	94.332	82.9182	100	100.00	1
SDCBP	SDCBP	ortholog_one2one	87.4214	85.8025	100	63.41	1
ADD1	ADD1	ortholog_one2one	94.9349	88.529	100	72.67	1
GBA3	GBA3	ortholog_one2one	98.081	98.081	100	100.00	1
ZP2	ZP2	ortholog_one2one	94.094	94.094	100	100.00	1
ADD3	ADD3	ortholog_one2one	98.017	98.017	100	78.93	1
							
SMARCA5	SMARCA5	ortholog_one2one	99.7148	99.7148	100	100.00	1
ARPC1B							
MATN3	MATN3	ortholog_one2one	91.939	86.653	100	100.00	1
SULT4A1	SULT4A1	ortholog_one2one	83.4507	83.4507	100	100.00	1
FANCC	FANCC	ortholog_one2one	93.19	89.9654	75	100.00	1
							
EDA2R	EDA2R	ortholog_one2one	93.3962	93.3962	100	99.72	1
BCL2L1	BCL2L1	ortholog_one2one	99.5708	99.5708	100	100.00	1
COQ9	COQ9	ortholog_one2many	90.8805	89.1975	100	100.00	1
COQ9		ortholog_one2many	82.0755	89.0785	0	0.00	0
							
CARS1	CARS1	ortholog_one2one	96.1677	95.0296	100	100.00	1
SMTN	SMTN	ortholog_one2one	96.507	96.507	100	100.00	1
GPR83							
SLC9A2	SLC9A2	ortholog_one2one	96.798	70.8747	100	100.00	1
FNDC1	FNDC1	ortholog_one2one	94.992	89.553	100	100.00	1
PRRX2	PRRX2	ortholog_one2one	99.1597	93.2806	100	100.00	1
DENND2D	DENND2D	ortholog_one2one	95.966	96.5812	100	100.00	1
ZC3H4	ZC3H4	ortholog_one2one	92.0184	91.5267	100	100.00	1
CEP250		ortholog_one2many	5.68507	99.2857	0	60.53	0
CEP250	CEP250	ortholog_one2many	96.1554	94.1153	100	99.18	1
							
TECTB	TECTB	ortholog_one2one	85.7143	78.1163	100	100.00	1
DENND4A	DENND4A	ortholog_one2one	98.8512	98.8512	100	100.00	1
PPP1R9A	PPP1R9A	ortholog_one2one	98.3988	98.6142	100	100.00	1
CENPA	CENPA	ortholog_one2one	92.1429	93.4783	100	100.00	1
							
IFI44L	IFI44L	ortholog_one2one	88.4956	88.4956	100	100.00	1
HMGCL	HMGCL	ortholog_one2one	96.6154	96.6154	100	100.00	1
TMEM134	TMEM134	ortholog_one2one	71.0227	62.8141	100	100.00	1
PLEKHG4							
SGSH	SGSH	ortholog_one2one	96.2151	96.2151	100	100.00	1
							
AANAT	AANAT	ortholog_one2one	93.2367	77.8226	100	100.00	1
MAGEA1							
	CKB	ortholog_one2one	37.0732	16.5939	50	100.00	0
GTPBP3	GTPBP3	ortholog_one2many	91.7939	97.7642	0	0.00	0
GTPBP3	GTPBP3	ortholog_one2many	97.3282	97.7011	100	100.00	1
ABCA8	ABCA8	ortholog_one2one	96.4151	94.5713	100	100.00	1
		ortholog_one2one	83.6957	48.7342	100	100.00	0
DLL4	DLL4	ortholog_one2one	99.4161	95.5119	75	100.00	1
							
FBRSL1	FBRSL1	ortholog_one2one	95.9432	90.0095	100	100.00	1
RPS27A							
SSH1	SSH1	ortholog_one2one	90.7721	90.4315	100	100.00	1
GABPA	GABPA	ortholog_one2many	99.7797	99.7797	100	100.00	1
		ortholog_one2one	60.733	59.0331	0	0.00	0
							
							
BZW1	BZW1	ortholog_one2one	99.3348	99.3348	100	100.00	1
SMURF1	SMURF1	ortholog_one2one	99.729	97.2259	100	100.00	1
C1R	C1R	ortholog_one2one	91.7942	88	100	100.00	1
	TMEM191C	ortholog_one2one	77.1044	65.616	0	21.39	0
							
		ortholog_one2one	89.8273	90.5222	100	0.00	1
ASIC3	ASIC3	ortholog_one2one	96.7213	97.075	100	100.00	1
MT1A							
API5	API5	ortholog_one2one	100	100	100	64.55	1
ADAMTSL2	ADAMTSL2	ortholog_one2one	88.1579	97.9123	100	100.00	1
KCNK12	KCNK12	ortholog_one2one	99.7674	99.7674	100	100.00	1
		ortholog_one2one	82.9932	85.3147	50	0.00	0
C16orf90	C20H16orf90	ortholog_one2one	90.8108	92.3077	100	100.00	1
SLC46A3	SLC46A3	ortholog_one2one	93.75	81.5217	50	100.00	1
							
NUMA1	NUMA1	ortholog_one2one	95.7447	94.0111	100	100.00	1
MYO9B		ortholog_one2many	56.1371	94.3925	25	73.80	0
MYO9B		ortholog_one2many	94.8124	96.7849	100	98.54	1
ZNHIT6	ZNHIT6	ortholog_one2one	92.1277	91.5433	100	100.00	1
HLF	HLF	ortholog_one2one	100	100	100	100.00	1
STARD9	STARD9	ortholog_one2one	90.3809	86.7015	100	100.00	1
ZFHX4	ZFHX4	ortholog_one2one	99.0044	99.0318	100	100.00	1
MSL2	MSL2	ortholog_one2one	100	100	100	100.00	1
PLOD2	PLOD2	ortholog_one2one	94.1953	98.7552	100	100.00	1
FSIP2	FSIP2	ortholog_one2one	92.7713	92.7578	100	100.00	1
DNMBP	DNMBP	ortholog_one2one	96.1387	93.1516	100	84.10	1
IRX6	IRX6	ortholog_one2one	95.2915	95.5056	100	100.00	1
PSME3	PSME3	ortholog_one2one	99.6226	99.6226	100	100.00	1
DHX29	DHX29	ortholog_one2one	97.6625	97.8054	100	100.00	1
		ortholog_one2one	34.472	67.2727	100	100.00	0
NEGR1	NEGR1	ortholog_one2one	98.8701	98.8701	100	99.47	1
CDKN1C	CDKN1C	ortholog_one2one	97	87.6506	100	100.00	1
PAN2	PAN2	ortholog_one2one	87.5208	95.3762	100	100.00	1
FAM135B	FAM135B	ortholog_one2one	97.5107	97.4414	100	100.00	1
SLC52A2	SLC52A2	ortholog_one2one	95.2809	95.4955	75	0.00	1
CACNA2D3	CACNA2D3	ortholog_one2one	99.7959	88.2672	100	100.00	1
NPTXR	NPTXR	ortholog_one2one	98.5201	93.2	75	100.00	1
	GTPBP6	ortholog_one2one	40.2098	15.3949	25	0.00	0
WNK4	WNK4	ortholog_one2one	94.7707	94.847	100	100.00	1
ERLIN1	ERLIN1	ortholog_one2one	98.8506	98.8506	75	100.00	1
RASGEF1C	RASGEF1C	ortholog_one2one	85.1931	82.3651	100	98.60	1
							
MMP14	MMP14	ortholog_one2one	98.9691	98.9691	100	100.00	1
TECPR1	TECPR1	ortholog_one2one	96.9099	96.9099	100	100.00	1
DEFB115	DEFB115	ortholog_one2one	89.7727	89.7727	50	96.19	1
MACROD1	MACROD1	ortholog_one2one	97.2308	74.7045	100	100.00	1
HBG1							
WRNIP1	WRNIP1	ortholog_one2one	99.2883	83.9098	100	100.00	1
NFYA	NFYA	ortholog_one2one	100	100	100	100.00	1
ANKLE2	ANKLE2	ortholog_one2one	90.2732	87.9659	100	81.93	1
							
TMEM150A	TMEM150A	ortholog_one2one	99.262	99.262	100	100.00	1
DUSP14	DUSP14	ortholog_one2one	89.9471	85.8586	100	100.00	1
SOX4	SOX4	ortholog_one2one	95.2703	90.5782	100	100.00	1
							
							
							
EIF5	EIF5	ortholog_one2one	93.911	93.0394	0	0.00	0
ORM2							
AGGF1							
RPAP2	RPAP2	ortholog_one2one	96.4052	96.4052	100	100.00	1
MAP4K3	MAP4K3	ortholog_one2one	99.6644	99.6644	100	100.00	1
F5	F5	ortholog_one2one	92.5806	92.1137	100	100.00	1
	MSRB3	ortholog_one2one	70.7965	30.303	100	100.00	0
ARG1	ARG1	ortholog_one2one	97.205	97.205	100	100.00	1
GUCY2F	GUCY2F	ortholog_one2one	97.7437	97.7437	100	100.00	1
							
	FSCN2	ortholog_one2one	79.9172	78.4553	100	100.00	1
ELP1	ELP1	ortholog_one2one	96.0961	96.0961	100	100.00	1
	CCM2L	ortholog_one2one	79.1096	40.3846	100	100.00	0
NSMF	NSMF	ortholog_one2one	98.6434	90.7308	50	100.00	1
TMEM64	TMEM64	ortholog_one2one	91.5789	89.4602	100	100.00	1
	NPAS3	ortholog_one2one	91.1842	70.7865	100	99.13	1
GLE1	GLE1	ortholog_one2one	97.9133	87.3925	100	100.00	1
ANGPTL4	ANGPTL4	ortholog_one2one	95.3202	79.1411	100	100.00	1
	PCK2	ortholog_one2one	89.391	70.6522	100	100.00	1
LLGL2	LLGL2	ortholog_one2one	91.8095	94.5098	100	100.00	1
INSYN2A	INSYN2A	ortholog_one2one	96.6597	96.6597	100	100.00	1
RBBP8NL	RBBP8NL	ortholog_one2one	89.3072	89.4419	100	100.00	1
CACUL1	CACUL1	ortholog_one2one	82.1622	73.7864	100	100.00	1
TCTN2	TCTN2	ortholog_one2one	93.9742	93.9742	100	100.00	1
PLXNB2	PLXNB2	ortholog_one2one	97.3885	97.0716	100	100.00	1
							
TMX4	TMX4	ortholog_one2one	96.8481	96.8481	100	100.00	1
TYMP		ortholog_one2one	83.4025	45.3725	100	100.00	0
B3GAT2	B3GAT2	ortholog_one2one	91.0217	88.0239	100	100.00	1
BRINP3	BRINP3	ortholog_one2one	99.7389	99.7389	100	100.00	1
EPS15L1	EPS15L1	ortholog_one2one	86.3736	83.4395	100	100.00	1
	CAPN12	ortholog_one2one	96.0481	77.7469	100	100.00	1
SYNPO2	SYNPO2	ortholog_one2one	96.8279	96.8279	100	100.00	1
ZNF48	ZNF48	ortholog_one2one	98.8673	98.7076	100	100.00	1
NUDT17							
SDHAF4							
CHAC1	CHAC1	ortholog_one2one	97.3485	97.3485	75	100.00	1
	TVP23B	ortholog_one2one	82.5758	39.4928	0	0.00	0
ZNF251	ZNF251	ortholog_one2one	95.082	86.5672	100	100.00	1
							
EPHA6	EPHA6	ortholog_one2one	99.2042	99.2042	75	100.00	1
HAL	HAL	ortholog_one2one	97.5647	97.5647	75	100.00	1
ZNF197	ZNF197	ortholog_one2one	98.1535	98.1535	75	100.00	1
MVB12B	MVB12B	ortholog_one2one	97.2222	73.6842	100	100.00	1
PEAK3	PEAK3	ortholog_one2one	88.1607	79.1271	100	0.00	1
							
ZNF816	ZNF816	ortholog_one2one	84.2748	79.1966	100	0.00	1
TAFA2	TAFA2	ortholog_one2one	97.7099	90.1408	100	100.00	1
YPEL	YPEL3	ortholog_one2one	50.3185	42.9348	100	100.00	0
PPP2R5A	PPP2R5A	ortholog_one2one	99.7942	99.7942	100	100.00	1
BAG3	BAG3	ortholog_one2one	97.028	96.5217	100	100.00	1
MBOAT4	MBOAT4	ortholog_one2one	87.5862	85.618	75	100.00	1
TRIM63	TRIM63	ortholog_one2one	90.7652	97.4504	100	100.00	1
FOXM1	FOXM1	ortholog_one2one	95.0197	94.1558	100	100.00	1
RHBDF2	RHBDF2	ortholog_one2one	97.2488	98.3071	100	100.00	1
ADAM33	ADAM33	ortholog_one2one	93.4729	93.3579	100	100.00	1
ATG5	ATG5	ortholog_one2one	99.2727	86.1199	100	100.00	1
							
CCL2	CCL2	ortholog_one2one	96.9697	51.8919	100	100.00	1
TMCC3	TMCC3	ortholog_one2one	95.1782	93.8017	100	100.00	1
FOXRED2	FOXRED2	ortholog_one2one	86.9883	91.5385	100	100.00	1
							
MRPS12	MRPS12	ortholog_one2one	96.3768	95.6835	100	100.00	1
ZBTB24	ZBTB24	ortholog_one2one	98.1349	98.1349	100	100.00	1
PNO1	PNO1	ortholog_one2many	100	88.1119	100	100.00	1
PNO1		ortholog_one2many	98.4127	98.4127	0	0.00	0
R3HDM2	R3HDM2	ortholog_one2one	98.9362	98.0825	100	100.00	1
CORO1A	CORO1A	ortholog_one2one	99.1323	99.1323	100	97.91	1
RSF1	RSF1	ortholog_one2one	97.6842	96.5996	100	94.88	1
CDT1	CDT1	ortholog_one2one	93.8406	94.0109	75	100.00	1
RGS3	RGS3	ortholog_one2one	86.8114	95.8525	100	100.00	1
		ortholog_one2many	67.4603	84.5771	0	0.00	0
ZNF276	ZNF276	ortholog_one2one	94.1368	94.2904	100	100.00	1
							
LRRC74A	LRRC74A	ortholog_one2one	94.4657	94.4657	75	100.00	1
RHBG	RHBG	ortholog_one2one	98.0349	98.0349	100	100.00	1
TMC6	TMC6	ortholog_one2one	95.0311	94.9132	100	100.00	1
RING1	RING1	ortholog_one2one	100	100	50	100.00	1
ARMT1		ortholog_one2many	67.3469	92.8125	0	0.00	0
ARMT1	ARMT1	ortholog_one2many	96.1451	96.1451	100	100.00	1
ELAVL4	ELAVL4	ortholog_one2one	100	100	100	100.00	1
KRTAP9-6		ortholog_many2many	85.1613	78.1065	100	100.00	1
KRTAP9-6		ortholog_many2many	85.1613	78.1065	100	100.00	1
KRTAP9-6		ortholog_many2many	84.5161	77.5148	100	100.00	1
KRTAP9-6		ortholog_many2many	89.6774	80.3468	100	100.00	1
							
		ortholog_one2many	0	0	0	0.00	0
	ZNRF2	ortholog_one2many	78.8732	22.1344	100	100.00	0
HAUS2	HAUS2	ortholog_one2one	96.5957	96.5957	100	100.00	1
DNAJB1	DNAJB1	ortholog_one2one	97.0588	97.0588	75	100.00	1
							
COL5A2	COL5A2	ortholog_one2one	99.4663	99.4663	100	100.00	1
