Gene name	Mouse gene name	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
FAM9C	Xlr5a	ortholog_many2many	13.4715	11.0169	0	0.00	0
FAM9C	Xlr5c	ortholog_many2many	13.9896	11.4407	0	0.00	0
FAM9C	Gm1140	ortholog_many2many	11.9171	10.0437	0	0.00	0
	Ccl5	ortholog_one2one	36.7876	78.022	50	0.00	0
							
SERTAD1	Sertad1	ortholog_one2one	85.1695	85.1695	100	0.00	1
BCOR	Bcor	ortholog_one2one	88.661	88.4594	100	0.00	1
BCLAF3	Bclaf3	ortholog_one2one	63.4318	59.9734	100	0.00	1
							
	Armcx4	ortholog_one2one	46.4286	7.72496	100	0.00	0
							
							
							
SERTAD3	Sertad3	ortholog_one2one	86.7347	86.2944	100	0.00	1
							
NRN1L	Nrn1l	ortholog_one2one	77.439	78.3951	100	0.00	1
							
							
Metazoa_SRP							
ARMCX1	Armcx1	ortholog_one2one	85.4305	84.8684	100	0.00	1
							
BCKDK	Bckdk	ortholog_one2one	97.035	87.3786	100	0.00	1
MC1R	Mc1r	ortholog_one2one	77.918	78.4127	100	56.27	1
BLVRB	Blvrb	ortholog_one2one	69.8347	82.0388	100	0.00	1
RN7SL743P							
Metazoa_SRP							
PSKH1	Pskh1	ortholog_one2one	97.1698	97.1698	100	0.00	1
TLE5	Tle5	ortholog_one2one	62.6168	68.0203	50	0.00	0
RDM1	Rdm1	ortholog_one2one	72.5352	73.3096	0	0.00	0
U7							
Metazoa_SRP							
CTRL	Ctrl	ortholog_one2one	86.3636	86.3636	100	0.00	1
EGFL6	Egfl6	ortholog_one2one	66.1094	79.0909	75	6.60	1
TMEM186	Tmem186	ortholog_one2one	70.892	69.9074	100	0.00	1
ARMCX6	Armcx6	ortholog_one2one	69.3333	69.103	100	0.00	1
Metazoa_SRP							
Metazoa_SRP							
Y_RNA							
							
PMM2	Pmm2	ortholog_one2one	87.6596	85.124	100	0.00	1
PLA2G4C	Pla2g4c	ortholog_one2one	53.6878	51.5651	75	0.00	1
PSMB10	Psmb10	ortholog_one2one	83.2168	87.1795	100	0.00	1
ARMCX3	Armcx3	ortholog_one2one	96.0422	96.0422	100	0.00	1
							
							
RNU6-30P	Gm23732	ortholog_one2one	96.2617	96.2617		0.00	0
TUBB3	Tubb3	ortholog_one2one	76.7396	85.7778	100	100.00	1
							
Metazoa_SRP							
Metazoa_SRP							
TCEANC	Tceanc	ortholog_one2one	67.7143	66.0167	75	81.60	1
							
LCAT	Lcat	ortholog_one2one	82.8194	85.8447	100	0.00	1
							
ARMCX2	Armcx2	ortholog_one2one	76.6387	58.1633	100	0.00	1
							
							
							
							
	Impdh1	ortholog_one2many	91.5909	78.4047	0	0.00	0
							
RNU6-587P							
	Sptbn4	ortholog_one2one	95.5752	25.3026	100	0.00	0
Y_RNA							
CARHSP1	Carhsp1	ortholog_one2one	63.2743	96.6216	100	88.41	1
RNU7-164P							
MAP7D2	Map7d2	ortholog_one2one	67.8322	74.5198	100	0.00	1
LYZL6	Lyzl6	ortholog_one2one	53.3784	53.3784	0	0.00	0
							
RAB9A	Rab9	ortholog_one2one	95.0249	95.0249	100	0.00	1
ZMAT1	Zmat1	ortholog_one2one	55.6617	63.0603	75	0.00	1
Metazoa_SRP							
Metazoa_SRP							
							
							
LITAFD	Litafd	ortholog_one2one	66.6667	61.5385	100	100.00	1
Metazoa_SRP							
							
							
CCL16							
	Trappc2	ortholog_one2one	97.8571	97.8571	100	0.00	1
U6							
CCL14							
	Tceal6	ortholog_one2many	72	72	50	0.00	0
	Tceal3	ortholog_one2many	71.5	71.5	0	0.00	0
	Tceal5	ortholog_one2many	66.5	66.5	0	0.00	0
CCL15	Ccl9	ortholog_one2many	38.7387	35.2459	25	0.00	0
CCL15	Ccl6	ortholog_one2many	38.7387	37.069	25	0.00	0
SHKBP1	Shkbp1	ortholog_one2one	82.4341	93.3239	100	0.00	1
BEX5							
							
ATP6AP2	Atp6ap2	ortholog_one2one	94.5714	94.5714	75	0.00	1
LIG1	Lig1	ortholog_one2one	83.3515	83.6245	50	0.00	0
KAT8	Kat8	ortholog_one2one	98.2456	97.8166	100	0.00	1
							
	Tcp11x2	ortholog_one2many	68.9349	46.3221	25	0.00	0
OFD1	Ofd1	ortholog_one2many	66.7653	66.5683	100	0.00	1
USP7	Usp7	ortholog_one2one	94.2832	97.1895	100	0.00	1
CCL18	Ccl3	ortholog_one2many	56.8182	54.3478	0	0.00	0
SLC12A4	Slc12a4	ortholog_one2one	96.5867	96.3201	100	0.00	1
	Ccl3	ortholog_one2many	69.5652	69.5652	25	0.00	0
PRSS8	Prss8	ortholog_one2one	59.62	74.0413	100	0.00	1
Metazoa_SRP							
	Ccl4	ortholog_one2many	77.7778	76.087	25	0.00	0
							
	Ltbp4	ortholog_one2one	80.8219	14.1657	100	0.00	0
	Nxf7	ortholog_many2many	53.0351	53.5484	25	0.00	0
	Nxf2	ortholog_many2many	53.0351	48.0463	0	0.00	0
							
EIF1AX	Eif1ax	ortholog_one2one	63.1285	78.4722	100	0.00	1
							
PRSS36	Prss36	ortholog_one2one	81.6901	80.6489	100	0.00	1
							
							
							
	Scarna9	ortholog_one2many	88.5714	88.5714		0.00	0
							
	Gm24339	ortholog_one2one	81.25	85.5263		0.00	0
							
Metazoa_SRP							
NUMBL	Numbl	ortholog_one2one	87.5415	87.2517	100	96.69	1
							
Metazoa_SRP							
							
							
GPM6B	Gpm6b	ortholog_one2one	68.75	93.9024	100	49.24	1
							
FUS	Fus	ortholog_one2one	93.9509	95.9459	100	100.00	1
	Heatr6	ortholog_one2many	81.9383	15.7095	50	0.00	0
KDM8	Kdm8	ortholog_one2one	76.6827	77.0531	100	69.84	1
	Nxf7	ortholog_many2many	56.1717	50.6452	100	0.00	1
	Nxf2	ortholog_many2many	56.3506	45.5861	25	0.00	0
	Heatr6	ortholog_one2many	68.1481	7.77027	50	0.00	0
	Wfdc21	ortholog_one2one	73.0159	73.0159	75	0.00	1
							
Metazoa_SRP							
PYCARD	Pycard	ortholog_one2one	45.6081	69.9482	100	100.00	0
Metazoa_SRP							
	Tcp11x2	ortholog_one2many	61.1554	61.0338	75	0.00	1
							
NSMCE1	Nsmce1	ortholog_one2one	90.6015	90.6015	100	69.95	1
							
							
Metazoa_SRP							
Metazoa_SRP							
COQ8B	Coq8b	ortholog_one2one	72	81.0507	100	100.00	1
	Ccl4	ortholog_one2many	76.087	76.087	75	0.00	1
							
							
Metazoa_SRP							
TRIM72	Trim72	ortholog_one2one	76.601	65.1992	100	66.23	1
Metazoa_SRP							
							
							
GEMIN8	Gemin8	ortholog_one2one	66.9421	68.0672	100	100.00	1
MED14	Med14	ortholog_one2one	91.4651	93.2831	100	0.00	1
PYDC1							
							
	Ccl3	ortholog_one2many	70.6522	70.6522	50	0.00	0
IL4R	Il4ra	ortholog_one2one	50.601	51.9753	100	0.00	1
Metazoa_SRP							
RNU6-195P	Gm22067	ortholog_one2many	66.0377	65.4206		0.00	0
							
							
DPEP3	Dpep3	ortholog_one2one	68.1641	70.7911	100	0.00	1
							
Metazoa_SRP							
RPS6KA3	Rps6ka3	ortholog_one2one	99.7297	99.7297	100	100.00	1
ITPKC	Itpkc	ortholog_one2one	72.7134	70.354	100	100.00	1
NFIC	Nfic	ortholog_one2one	79.0099	90.8884	50	0.00	0
							
ITGAM	Itgam	ortholog_one2one	71.9677	68.6375	100	0.00	1
Metazoa_SRP							
GRIN2A	Grin2a	ortholog_one2one	94.8478	82.9918	100	0.00	1
DPEP2	Dpep2	ortholog_one2many	66.9388	56.7474	100	0.00	1
DPEP2	Dpep2	ortholog_one2many	68.5714	70.2929	100	0.00	1
ARMCX5	Armcx5	ortholog_one2one	60.7527	55.9406	25	0.00	0
							
DPEP2NB	Dpep2nb	ortholog_one2one	52.8455	55.0847	75	0.00	1
IL21R	Il21r	ortholog_one2one	33.4683	46.8809	100	0.00	0
							
RNU6-359P	Gm24919	ortholog_one2one	72.6415	72.6415		0.00	0
ACTMAP	Actmap	ortholog_one2one	76.9231	74.7922	100	37.08	1
U7							
DDX28	Ddx28	ortholog_one2one	77.4725	78.3333	75	0.00	1
ZNF114							
GPRASP2	Gprasp2	ortholog_one2one	73.5084	74.5763	100	0.00	1
SMIM24	Smim24	ortholog_one2one	56.5891	60.8333	75	0.00	1
GLRA2	Glra2	ortholog_one2one	98.8938	98.8938	100	21.34	1
							
							
							
GTF3C1	Gtf3c1	ortholog_one2one	75.7827	78.3436	100	23.02	1
RNU6-589P							
DUS2	Dus2	ortholog_one2one	87.4263	90.2637	75	0.00	1
SNRPA	Snrpa	ortholog_one2one	59.434	87.8049	100	0.00	1
GPRASP3	Bhlhb9	ortholog_one2one	72.5777	73.6549	75	0.00	1
							
							
							
							
RAB40AL							
Metazoa_SRP							
							
	Tmem143	ortholog_one2one	32.7586	66.3755	75	0.00	0
							
							
BEX1	Bex1	ortholog_many2many	71.875	71.875	0	0.00	0
BEX1	Bex2	ortholog_many2many	75.7812	75.1938	75	0.00	1
ITGAX	Itgax	ortholog_one2one	67.5815	67.408	100	0.00	1
FANCB	Fancb	ortholog_one2one	48.4848	48.7691	100	100.00	0
							
							
RAB4B	Rab4b	ortholog_one2one	99.5305	99.5305	100	0.00	1
	Ywhae	ortholog_one2many	51.6129	25.098	0	0.00	0
U6							
NXF3	Nxf3	ortholog_one2one	50.1887	48.1013	50	0.00	0
	Ywhae	ortholog_one2many	67.619	27.8431	0	0.00	0
KATNIP	Katnip	ortholog_one2one	64.8619	72.9193	100	13.60	1
MOSPD2	Mospd2	ortholog_one2one	89.9614	89.9614	100	100.00	1
							
							
							
	Egln2	ortholog_one2one	98.4	29.3556	75	0.00	0
							
FZR1	Fzr1	ortholog_one2one	90.1804	91.2779	100	0.00	1
NFATC3	Nfatc3	ortholog_one2one	88.8164	88.5688	100	57.41	1
U6	Gm24713	ortholog_one2many	94.3925	94.3925		0.00	0
U6	Gm25448	ortholog_one2many	94.3925	94.3925		0.00	0
							
							
							
							
							
EMP3	Emp3	ortholog_one2one	47.8992	69.9387	75	0.00	0
RNU6-133P	Gm23199	ortholog_one2many	77.5701	77.5701		0.00	0
RNU6-133P	Gm24388	ortholog_one2many	79.4393	79.4393		0.00	0
Metazoa_SRP							
ASB9	Asb9	ortholog_one2one	68.7023	62.069	100	0.00	1
RNU1-142P							
Y_RNA							
	Gm23615	ortholog_one2one	63.7681	67.6923		0.00	0
Y_RNA							
							
SYNGR4	Syngr4	ortholog_one2one	72.6496	72.9614	75	0.00	1
PPP4R3C	Ppp4r3c1	ortholog_one2many	49.3317	49.9385	25	0.00	0
PPP4R3C	Ppp4r3c2	ortholog_one2many	46.6586	48.9172	50	0.00	0
TEKTIP1	Tektip1	ortholog_one2one	55.9406	54.8544	100	0.00	1
							
CYP2A26	Cyp2a4	ortholog_many2many	84.8178	84.8178	0	0.00	0
CYP2A26	Cyp2a12	ortholog_many2many	72.8745	73.1707	50	0.00	0
CYP2A26	Cyp2a5	ortholog_many2many	86.4372	86.4372	50	0.00	0
CYP2A26	Cyp2a22	ortholog_many2many	72.4696	72.7642	25	0.00	0
							
ASB11	Asb11	ortholog_one2one	90.7121	90.7121	100	0.00	1
BEX4	Bex6	ortholog_one2many	32.3864	50	0	0.00	0
BEX4	Bex4	ortholog_one2many	39.2045	58.4746	100	0.00	0
							
	Sdhc	ortholog_one2many	50	44.3787	0	0.00	0
USP9X	Usp9x	ortholog_one2one	96.5391	92.8348	100	10.91	1
							
DCAF8L2	Dcaf8l	ortholog_one2many	55.7508	46.7202	75	0.00	0
							
Metazoa_SRP							
MAGEB10							
DDX52	Ddx52	ortholog_one2one	89.1486	89.2977	75	0.00	1
GALR1	Galr1	ortholog_one2one	89.5522	86.2069	100	92.01	1
TCEAL8	Tceal8	ortholog_one2one	71.7949	71.7949	100	0.00	1
KDELR1	Kdelr1	ortholog_one2one	59.5455	61.7925	100	0.00	1
							
MFSD12	Mfsd12	ortholog_one2one	73.0367	58.6134	100	0.00	1
							
CNKSR2	Cnksr2	ortholog_one2one	98.646	98.8372	100	52.12	1
							
PIGA	Piga	ortholog_one2one	83.8	86.3918	100	0.00	1
							
							
DCAF8L1	Dcaf8l	ortholog_one2many	55.9738	45.7831	0	0.00	0
DSG2	Dsg2	ortholog_one2one	76.7442	76.4706	50	0.00	0
							
	Cyp2g1	ortholog_one2many	67.3913	37.6518	0	0.00	0
BEX2	Bex1	ortholog_many2many	53.4161	67.1875	100	0.00	1
BEX2	Bex2	ortholog_many2many	57.1429	71.3178	50	0.00	0
							
Metazoa_SRP							
APBA3	Apba3	ortholog_one2one	72.1591	66.725	100	0.00	1
							
							
Y_RNA							
DKKL1	Dkkl1	ortholog_one2many	60.7438	63.913	75	0.00	1
TCEAL7	Tceal7	ortholog_one2one	75	76.5306	100	0.00	1
GRIN2D	Grin2d	ortholog_one2one	88.97	82.9176	100	0.00	1
Metazoa_SRP							
Metazoa_SRP							
VEGFD	Vegfd	ortholog_one2one	85.2691	84.0782	100	99.80	1
IL1RAPL1	Il1rapl1	ortholog_one2one	98.2759	98.2759	100	71.31	1
							
							
TCEAL9	Tceal9	ortholog_one2one	72.381	73.0769	75	0.00	1
Y_RNA	Gm54376	ortholog_one2many	72.4771	71.8182		0.00	0
Y_RNA	Gm24045	ortholog_one2many	63.3028	70.4082		0.00	0
Y_RNA	Gm54851	ortholog_one2many	75.2294	74.5455		0.00	0
							
							
Metazoa_SRP							
MRPL54	Mrpl54	ortholog_one2one	69.5652	71.1111	100	0.00	1
DSG3	Dsg3	ortholog_one2one	72.3724	72.8097	100	0.00	1
							
	Bex3	ortholog_one2one	43.6441	83.0645	75	0.00	0
HNF1B	Hnf1b	ortholog_one2one	91.7415	96.0526	75	100.00	1
							
CYP2A24	Cyp2a4	ortholog_many2many	84.2105	84.2105	0	0.00	0
CYP2A24	Cyp2a12	ortholog_many2many	72.0648	72.3577	25	0.00	0
CYP2A24	Cyp2a5	ortholog_many2many	85.4251	85.4251	25	0.00	0
CYP2A24	Cyp2a22	ortholog_many2many	71.8624	72.1545	0	0.00	0
							
							
							
PIR	Pir	ortholog_one2one	95.5172	95.5172	100	43.71	1
GRWD1	Grwd1	ortholog_one2one	90.8482	91.2556	100	0.00	1
5S_rRNA							
RAB40A							
	Myl6	ortholog_one2many	97.8947	61.5894	0	0.00	0
KASH5	Kash5	ortholog_one2one	58.9698	51.2346	50	0.00	0
							
ESRP2	Esrp2	ortholog_one2one	94.5338	82.0084	100	72.64	1
							
KCNJ14	Kcnj14	ortholog_one2one	90.6699	87.3272	100	0.00	1
							
	Eif4h	ortholog_one2many	80.4979	85.0877	0	0.00	0
	Phb2	ortholog_one2many	87.7778	79.2642	0	0.00	0
DSG4	Dsg4	ortholog_one2one	82.0019	81.8444	100	0.00	1
							
U2							
							
BMX	Bmx	ortholog_one2one	87.092	89.6183	100	0.00	1
							
							
							
GSG1L	Gsg1l	ortholog_one2one	77.208	84.1615	75	68.43	1
TCEAL4							
CYP2A23	Cyp2a4	ortholog_many2many	84.9899	84.8178	0	0.00	0
CYP2A23	Cyp2a12	ortholog_many2many	72.4138	72.561	0	0.00	0
CYP2A23	Cyp2a5	ortholog_many2many	86.8154	86.6397	0	0.00	0
CYP2A23	Cyp2a22	ortholog_many2many	72.4138	72.561	25	0.00	0
MAGEB3							
CYTH2	Cyth2	ortholog_one2one	95.8128	97.4937	100	0.00	1
COX6A2	Cox6a2	ortholog_one2one	75	74.2268	100	0.00	1
Metazoa_SRP							
							
							
	Mbp	ortholog_one2many	29.8013	72	100	41.75	0
SMPX	Smpx	ortholog_one2one	82.9545	85.8824	100	0.00	1
Y_RNA							
ACE2	Ace2	ortholog_one2one	82.1118	82.1118	100	0.00	1
Metazoa_SRP							
							
MAGEB1							
NOSIP	Nosip	ortholog_one2one	85.2843	84.7176	50	0.00	0
U3							
TCEAL1	Tceal1	ortholog_one2one	84.2767	81.2121	75	0.00	1
DSG1	Dsg1c	ortholog_one2many	68.5769	78.8145	100	0.00	1
DSG1	Dsg1b	ortholog_one2many	77.8415	76.8868	100	0.00	1
DSG1	Dsg1a	ortholog_one2many	78.0325	77.2942	100	0.00	1
							
							
ARMC5	Armc5	ortholog_one2one	77.1047	81.1015	100	0.00	1
NR0B1	Nr0b1	ortholog_one2one	66.8085	66.5254	100	0.00	1
PLA2G15	Pla2g15	ortholog_one2one	88.3495	88.3495	100	100.00	1
							
MATK	Matk	ortholog_one2one	54.2289	86.3366	100	0.00	1
							
Y_RNA							
Y_RNA							
	Cox7a2l	ortholog_one2many	84.9315	55.8559	0	0.00	0
	Cnep1r1	ortholog_one2many	88.7097	88	0	0.00	0
							
RNU6-167P	Gm26011	ortholog_one2one	70.5882	69.2308		0.00	0
CLTRN	Cltrn	ortholog_one2one	82.8829	82.8829	75	0.00	1
MBTPS2	Mbtps2	ortholog_one2one	95.8254	98.0583	100	54.77	1
PRRG2	Prrg2	ortholog_one2one	80.9249	70.7071	75	0.00	1
CYP2B6							
SYNRG	Synrg	ortholog_one2one	80.2284	84.5749	75	42.72	1
							
TASL	Tasl	ortholog_one2one	82.7243	83.557	100	0.00	1
RNU6-159P							
TGFB1I1	Tgfb1i1	ortholog_one2one	85.3659	91.1063	100	0.00	1
MORF4L2	Morf4l2	ortholog_one2one	94.4444	94.4444	75	0.00	1
							
Metazoa_SRP							
DDX3X	D1Pas1	ortholog_one2many	93.0348	85	0	0.00	0
DDX3X	Ddx3x	ortholog_one2many	96.1857	87.6133	100	0.00	1
							
RNU6-1241P							
SLC7A6	Slc7a6	ortholog_one2one	88.7379	88.7379	100	100.00	1
CYP2G2	Cyp2g1	ortholog_one2many	82.9959	82.9959	25	0.00	0
DSC1	Dsc1	ortholog_one2one	82.2148	82.9571	100	6.26	1
CA5B	Car5b	ortholog_one2one	88.959	88.959	75	0.00	1
							
							
	Glra4	ortholog_one2one	96.0613	96.2719	100	0.00	1
	Gm27991	ortholog_one2one	74.2857	75.9124		0.00	0
GRIA3	Gria3	ortholog_one2one	97.7629	98.4234	50	0.00	0
RNU6-1262P	Gm24848	ortholog_one2many	62.5	60.7477		0.00	0
Metazoa_SRP							
SLC5A2	Slc5a2	ortholog_one2one	88.9543	90.1493	100	0.00	1
							
							
CYP2A13	Cyp2a4	ortholog_many2many	86.1996	82.1862	0	0.00	0
CYP2A13	Cyp2a12	ortholog_many2many	72.6115	69.5122	25	0.00	0
CYP2A13	Cyp2a5	ortholog_many2many	87.6858	83.6032	25	0.00	0
CYP2A13	Cyp2a22	ortholog_many2many	72.1868	69.1057	25	0.00	0
XPO6	Xpo6	ortholog_one2one	93.0293	96.0889	50	74.32	0
							
SLC7A6OS	Slc7a6os	ortholog_one2one	49.8943	77.1242	100	100.00	0
TMEM31							
ZRSR2		ortholog_one2many	67.364	75.2336	0	0.00	0
RN7SL15P							
Metazoa_SRP							
							
	Gk	ortholog_one2many	92.4561	94.2755	100	0.00	1
CYP2F1	Cyp2f2	ortholog_one2one	82.6884	82.6884	0	0.00	0
							
SMS	Sms	ortholog_one2one	92.1409	92.8962	100	0.00	1
							
	Cask	ortholog_one2many	99.8066	56.087	100	0.00	1
RNY1P10							
Metazoa_SRP							
RAX2							
Y_RNA							
PRMT7	Prmt7	ortholog_one2one	83.8802	84.9711	75	100.00	1
							
RUSF1	Rusf1	ortholog_one2one	82.0128	82.1888	75	0.00	1
DUSP14	Dusp14	ortholog_one2one	93.4343	93.4343	100	0.00	1
CYP2S1	Cyp2s1	ortholog_one2one	77.9324	78.2435	50	0.00	0
	Ankrd7	ortholog_many2many	18.3219	38.2143	0	0.00	0
	Potefam3f	ortholog_many2many	11.1301	24.5283	0	0.00	0
	Potefam3a	ortholog_many2many	14.2123	23.7143	0	0.00	0
	Potefam3e	ortholog_many2many	14.2123	23.7143	0	0.00	0
	Potefam3c	ortholog_many2many	13.8699	23.1429	0	0.00	0
	Potefam3d	ortholog_many2many	14.0411	23.4286	0	0.00	0
	Potefam3b	ortholog_many2many	14.2123	23.7143	0	0.00	0
	Potefam1	ortholog_many2many	26.8836	6.76433	0	0.00	0
Metazoa_SRP							
Y_RNA							
PLP1	Plp1	ortholog_one2one	97.5089	98.917	75	0.00	1
DSC2	Dsc2	ortholog_one2one	71.0209	71.7295	100	0.00	1
RAB11FIP3	Rab11fip3	ortholog_one2one	90.2174	38.0037	100	14.74	0
RRAS	Rras	ortholog_one2one	94.0367	94.0367	100	0.00	1
Metazoa_SRP							
AP1S2	Ap1s2	ortholog_one2one	99.375	99.375	75	0.00	1
							
							
							
RNU6-1321P							
SULT2B1	Sult2b1	ortholog_one2one	70.2479	68.5484	100	0.00	1
							
RN7SL144P							
							
TADA2A	Tada2a	ortholog_one2one	97.0655	97.0655	100	0.00	1
							
							
ZFR2	Zfr2	ortholog_one2one	47.0219	51.4874	100	67.59	0
PHEX	Phex	ortholog_one2one	95.8611	95.8611	100	0.00	1
							
							
AXL	Axl	ortholog_one2one	82.9032	86.8243	75	0.00	1
							
							
							
Metazoa_SRP							
Metazoa_SRP							
SPACA4	Spaca4	ortholog_one2one	66.9291	66.9291	100	0.00	1
U6							
							
U6							
TAB3	Tab3	ortholog_one2one	95.0843	94.5531	75	0.00	1
AHSP	Ahsp	ortholog_one2one	55.7522	61.7647	50	0.00	0
NFATC2IP	Nfatc2ip	ortholog_one2one	69.5545	68.2039	50	0.00	0
							
							
							
	Scaf1	ortholog_one2one	91.8033	26.7516	100	0.00	0
RNU5F-7P							
PRR35	Prr35	ortholog_one2one	65.5109	62.8722	100	0.00	1
RAB9B	Rab9b	ortholog_one2one	75.1152	81.0945	50	0.00	0
U6							
GRPR	Grpr	ortholog_one2one	90.3646	90.3646	75	0.00	1
	Nhlrc4	ortholog_one2one	35.7616	79.4118	100	0.00	0
							
							
RPL18							
MAGEB17							
	Ankrd7	ortholog_many2many	19.6691	38.2143	0	0.00	0
	Potefam3f	ortholog_many2many	11.9485	24.5283	0	0.00	0
	Potefam3a	ortholog_many2many	15.2574	23.7143	0	0.00	0
	Potefam3e	ortholog_many2many	15.2574	23.7143	0	0.00	0
	Potefam3c	ortholog_many2many	14.8897	23.1429	0	0.00	0
	Potefam3d	ortholog_many2many	15.0735	23.4286	0	0.00	0
	Potefam3b	ortholog_many2many	15.2574	23.7143	0	0.00	0
	Potefam1	ortholog_many2many	25.7353	6.03188	0	0.00	0
	Bend2	ortholog_many2many	18.2609	2.88462	0	0.00	0
PIGQ	Pigq	ortholog_one2one	83.6489	83.6489	100	0.00	1
							
							
							
	Bend2	ortholog_many2many	18.4874	3.02198	0	0.00	0
GPR34	Gpr34	ortholog_one2one	88.9764	90.4	100	0.00	1
Metazoa_SRP							
Metazoa_SRP							
U6							
							
							
							
ZNF236	Zfp236	ortholog_one2one	88.2927	88.1971	100	100.00	1
							
THOC2	Thoc2	ortholog_one2one	96.2229	97.4906	50	99.85	1
							
							
							
Metazoa_SRP							
							
							
							
							
RNU6-857P							
Metazoa_SRP							
							
	Slc25a53	ortholog_one2many	80.8081	78.4314	25	0.00	0
	Tmem126b	ortholog_one2many	52.5974	35.2174	0	0.00	0
HNRNPUL1	Hnrnpul1	ortholog_one2one	95.5607	95.227	100	0.00	1
							
FTHL17							
							
							
GPR82	Gpr82	ortholog_one2one	80.6548	82.6219	75	0.00	1
							
RAB40C	Rab40c	ortholog_one2one	93.311	99.2883	100	0.00	1
SPHK2	Sphk2	ortholog_one2one	65.8171	71.1507	100	0.00	1
							
CBLL2							
							
							
	Zfp78	ortholog_many2many	23.0876	32.4219	0	0.00	0
							
RN7SL658P							
RNU6-266P	Gm56054	ortholog_one2many	72.8972	77.2277		0.00	0
	Cask	ortholog_one2many	90.7143	13.8043	75	0.00	0
							
							
	Tmsb15b1	ortholog_one2many	76.7442	73.3333	25	0.00	0
	Tmsb15b2	ortholog_one2many	76.7442	73.3333	25	0.00	0
ATCAY	Atcay	ortholog_one2one	62.7341	90.0538	75	100.00	1
							
							
							
							
5S_rRNA							
							
SPNS1	Spns1	ortholog_one2one	74.3431	91.0985	75	0.00	1
RNU6-202P							
DDX53							
ACACA	Acaca	ortholog_one2one	96.0554	97.6119	100	73.69	1
							
CTPS2	Ctps2	ortholog_one2one	90.4437	90.4437	100	0.00	1
RPS4Y1							
							
RNU6-630P							
	H2bw2	ortholog_one2many	33.7143	26.3393	25	0.00	0
U3							
PTCHD1	Ptchd1	ortholog_one2one	98.0856	98.0856	100	0.00	1
							
							
							
U6							
H2BW2	H2bw2	ortholog_one2many	39.8693	27.2321	50	0.00	0
IRF3	Irf3	ortholog_one2one	68.0095	68.4964	100	0.00	1
							
U6	Gm22305	ortholog_one2one	84.7619	82.4074		0.00	0
							
METTL26	Mettl26	ortholog_one2one	51.6981	67.1569	100	0.00	1
							
	H2bw2	ortholog_one2many	33.7143	26.3393	25	0.00	0
PPP1R2C		ortholog_one2one	44.878	50.5494	50	0.00	0
Metazoa_SRP							
Metazoa_SRP							
Y_RNA							
							
ZNF267							
H2BW1	H2bw2	ortholog_one2many	34.2857	26.7857	50	0.00	0
CDH2	Cdh2	ortholog_one2one	97.0199	97.0199	100	78.43	1
	Slc39a1	ortholog_one2many	91.9753	91.9753	0	0.00	0
S100G	S100g	ortholog_one2one	73.4177	73.4177	100	0.00	1
ZFY	Zfx	ortholog_one2one	91.6355	91.8648	0	0.00	0
CA11	Car11	ortholog_one2one	84.8649	95.7317	100	0.00	1
	Rpl29	ortholog_many2many	74.5614	53.125	0	0.00	0
	Rpl27rt	ortholog_many2many	71.0526	50.625	0	0.00	0
CCDC97	Ccdc97	ortholog_one2one	71.5365	83.5294	100	87.17	1
							
							
SYAP1	Syap1	ortholog_one2one	83.8068	80.8219	75	4.10	1
							
RNU6-346P	Gm55659	ortholog_one2one	41.9048	52.381		0.00	0
							
SLC25A53	Slc25a53	ortholog_one2many	88.2736	88.5621	50	0.00	0
							
							
Metazoa_SRP							
PRDX4	Prdx4	ortholog_one2one	76.5125	78.4672	75	0.00	1
							
	Cycs	ortholog_many2many	91.4286	91.4286	0	0.00	0
	Gm10053	ortholog_many2many	91.4286	91.4286	0	0.00	0
MAOA	Maoa	ortholog_one2one	55.5018	87.2624	50	98.22	1
LAT	Lat	ortholog_one2one	61.4504	66.5289	50	0.00	0
							
RNU7-56P							
BCL2L12	Bcl2l12	ortholog_one2one	84.6154	81.9608	100	0.00	1
MCRIP2	Mcrip2	ortholog_one2one	84.2767	83.75	100	0.00	1
TGFB1	Tgfb1	ortholog_one2one	88.3978	82.0513	75	100.00	1
							
							
FAM199X	Fam199x	ortholog_one2one	69.4093	84.7938	75	0.00	1
	Amelx	ortholog_one2many	81.068	85.2041	0	0.00	0
CHST9	Chst9	ortholog_one2one	72.7477	78.2082	100	100.00	1
							
							
							
							
TXLNG	Txlng	ortholog_one2one	85.2783	90.6489	100	2.91	1
							
Metazoa_SRP							
							
							
							
							
ZCCHC18	Zcchc12	ortholog_many2many	63.6364	59.204	0	0.00	0
ZCCHC18	Zcchc18	ortholog_many2many	59.893	56.9975	75	0.00	1
CD19	Cd19	ortholog_one2one	64.8115	65.9963	75	0.00	1
							
	Eef2	ortholog_one2many	93.1868	98.8345	100	100.00	1
							
	Wdr90	ortholog_one2one	70.6052	12.9493	100	79.86	0
Metazoa_SRP							
							
							
TMEM91	Tmem91	ortholog_one2one	47.0899	51.7442	100	100.00	0
							
Metazoa_SRP							
	Sec1	ortholog_one2one	61.7647	70.1799	100	0.00	1
TBL1Y	Tbl1x	ortholog_one2many	93.2692	92.0304	0	0.00	0
							
							
PRMT1	Prmt1	ortholog_one2many	82.7676	85.4447	100	0.00	1
