Gene name	Mouse gene name	Mouse homology type	%id. target Mouse gene identical to query gene	%id. query gene identical to target Mouse gene	Mouse Gene-order conservation score	Mouse Whole-genome alignment coverage	Mouse orthology confidence [0 low, 1 high]
PRAMEF1	Pramel16	ortholog_many2many	40.5063	39.9168	50	0.00	0
PRAMEF1	Pramel29	ortholog_many2many	36.9198	35.1406	50	0.00	0
PRAMEF1		ortholog_many2many	25.3165	43.1655	0	0.00	0
PRAMEF1	Pramel17	ortholog_many2many	36.076	35.9244	0	0.00	0
PRAMEF1	Pramel55	ortholog_many2many	37.9747	37.422	0	0.00	0
PRAMEF1	Pramel51	ortholog_many2many	35.443	32.3077	0	0.00	0
PRAMEF1	Oog4	ortholog_many2many	37.5527	35.4582	50	0.00	0
PRAMEF1		ortholog_many2many	26.7932	35.376	0	0.00	0
PRAMEF1	Pramel15	ortholog_many2many	35.443	35.2201	50	96.16	0
PRAMEF1	Pramel30	ortholog_many2many	37.3418	37.2632	0	0.00	0
PRAMEF1	Gm2042	ortholog_many2many	35.0211	33.4677	0	0.00	0
PRAMEF1	Gm12790	ortholog_many2many	11.3924	26.8657	0	0.00	0
PRAMEF1		ortholog_many2many	37.5527	37.0062	0	0.00	0
PRAMEF1		ortholog_many2many	36.7089	36.1746	0	0.00	0
PRAMEF1	Pramel1	ortholog_many2many	34.8101	36.0262	0	3.50	0
PRAMEF1		ortholog_many2many	32.7004	38.0835	0	0.00	0
PRAMEF1	Oog3	ortholog_many2many	33.9662	32.2	50	0.00	0
PRAMEF1	Pramel25	ortholog_many2many	36.076	34.3373	0	0.00	0
PRAMEF1		ortholog_many2many	36.7089	36.1746	0	0.00	0
PRAMEF1	Pramel11	ortholog_many2many	40.9283	40.9283	50	0.00	0
PRAMEF1		ortholog_many2many	37.5527	37.0062	0	0.00	0
PRAMEF1	C130073F10Rik	ortholog_many2many	12.0253	28.3582	0	0.00	0
PRAMEF1		ortholog_many2many	30.8017	35.9606	0	0.00	0
PRAMEF1	Gm13057	ortholog_many2many	40.2954	39.7089	0	0.00	0
PRAMEF1	Pramel41	ortholog_many2many	36.4979	35.9667	0	0.00	0
PRAMEF1	Pramel54	ortholog_many2many	36.7089	36.1746	0	0.00	0
PRAMEF1		ortholog_many2many	36.4979	36.0417	0	0.00	0
PRAMEF1	Pramel19	ortholog_many2many	35.443	34.7826	0	0.00	0
PRAMEF1	Pramel46	ortholog_many2many	39.0295	38.4615	0	0.00	0
PRAMEF1	Pramel21	ortholog_many2many	41.1392	40.4564	0	0.00	0
PRAMEF1	Pramel23	ortholog_many2many	32.2785	33.6264	50	0.00	0
PRAMEF1	Gm13043	ortholog_many2many	40.2954	39.7089	0	0.00	0
PRAMEF1		ortholog_many2many	37.9747	37.422	0	0.00	0
PRAMEF1	Oog1	ortholog_many2many	35.0211	33.4677	0	0.00	0
PRAMEF1		ortholog_many2many	39.0295	38.4615	0	0.00	0
PRAMEF1	Pramel7	ortholog_many2many	32.2785	31.9415	0	0.00	0
PRAMEF1		ortholog_many2many	37.3418	36.7983	0	0.00	0
PRAMEF1	Pramel33	ortholog_many2many	37.3418	36.7983	0	0.00	0
PRAMEF1		ortholog_many2many	36.2869	35.8333	0	0.00	0
PRAMEF1	Pramel12	ortholog_many2many	43.8819	43.3333	0	9.15	0
PRAMEF1		ortholog_many2many	37.5527	37.0062	0	0.00	0
PRAMEF1	Pramel37	ortholog_many2many	37.7637	37.2141	0	0.00	0
PRAMEF1	Pramel26	ortholog_many2many	34.1772	34.0336	50	0.00	0
PRAMEF1	Pramel24	ortholog_many2many	40.9283	40.9283	0	0.00	0
PRAMEF1	Pramel44	ortholog_many2many	36.4979	35.9667	0	0.00	0
PRAMEF1		ortholog_many2many	32.7004	38.0835	0	0.00	0
PRAMEF1	Pramel4	ortholog_many2many	39.4515	37.4	0	0.00	0
PRAMEF1	Pramel5	ortholog_many2many	38.6076	36.6	50	0.00	0
PRAMEF1	Pramel27	ortholog_many2many	31.6456	30.5499	0	0.00	0
PRAMEF1	Pramel49	ortholog_many2many	39.0295	38.4615	0	0.00	0
PRAMEF1	Pramel32	ortholog_many2many	38.3966	36.9168	0	0.00	0
PRAMEF1	Pramel53	ortholog_many2many	36.7089	36.1746	0	0.00	0
PRAMEF1		ortholog_many2many	37.5527	37.0062	0	0.00	0
PRAMEF1	Pramel18	ortholog_many2many	35.865	35.124	0	0.00	0
PRAMEF1	Pramel56	ortholog_many2many	37.5527	37.0062	0	0.00	0
PRAMEF1	Pramel45	ortholog_many2many	37.1308	36.5904	0	0.00	0
PRAMEF1	Gm16367	ortholog_many2many	37.5527	37.0062	0	0.00	0
PRAMEF1	Pramel28	ortholog_many2many	40.0844	39.501	50	0.00	0
PRAMEF1	Pramel36	ortholog_many2many	39.0295	38.4615	0	0.00	0
PRAMEF1		ortholog_many2many	24.2616	41.3669	0	0.00	0
PRAMEF1	Prame62	ortholog_many2many	14.346	41.4634	0	0.00	0
PRAMEF1	Pramel20	ortholog_many2many	40.9283	40.3326	0	0.00	0
PRAMEF1		ortholog_many2many	37.5527	37.0062	0	0.00	0
PRAMEF1		ortholog_many2many	37.1308	35.6998	0	0.00	0
PRAMEF1	Pramel50	ortholog_many2many	37.7637	37.2141	0	0.00	0
							
LNCOG							
MIR34BHG							
							
							
PRAMEF11	Pramel6	ortholog_many2many	38.4937	37.9381	0	0.00	0
PRAMEF11	Pramel48	ortholog_many2many	40.3766	40.1247	0	0.00	0
PRAMEF11		ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	Pramel38	ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	Pramel47	ortholog_many2many	39.3305	39.5789	0	0.00	0
PRAMEF11	Pramel35	ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	Pramel43	ortholog_many2many	39.749	39.501	0	0.00	0
PRAMEF11	Pramel13	ortholog_many2many	45.8159	47.3002	0	10.19	0
PRAMEF11	Pramel34	ortholog_many2many	39.5397	39.7895	0	0.00	0
PRAMEF11	Pramel31	ortholog_many2many	41.841	41.58	50	92.60	0
PRAMEF11		ortholog_many2many	39.9582	38.2766	0	0.00	0
PRAMEF11		ortholog_many2many	29.4979	39.2758	0	0.00	0
PRAMEF11	Oog2	ortholog_many2many	35.3556	34.2105	50	0.00	0
PRAMEF11	Pramel57	ortholog_many2many	40.3766	40.1247	0	0.00	0
PRAMEF11	Pramel40	ortholog_many2many	38.7029	38.4615	0	0.00	0
PRAMEF11	Pramel22	ortholog_many2many	35.5649	36.9565	0	0.00	0
PRAMEF11	Pramel14	ortholog_many2many	36.4017	36.6316	0	0.00	0
PRAMEF11	Pramel61	ortholog_many2many	39.1213	37.4	50	0.00	0
PRAMEF11	Gm13040	ortholog_many2many	41.4226	41.1642	50	0.00	0
PRAMEF11	Pramel42	ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	Pramel60	ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	Pramel16	ortholog_many2many	41.841	41.58	0	0.00	0
PRAMEF11	Pramel29	ortholog_many2many	38.2845	36.747	0	0.00	0
PRAMEF11		ortholog_many2many	26.569	45.6835	0	0.00	0
PRAMEF11	Pramel17	ortholog_many2many	37.4477	37.605	0	0.00	0
PRAMEF11	Pramel55	ortholog_many2many	40.3766	40.1247	0	0.00	0
PRAMEF11	Pramel51	ortholog_many2many	37.0293	34.0385	25	0.00	0
PRAMEF11	Oog4	ortholog_many2many	37.6569	35.8566	0	0.00	0
PRAMEF11		ortholog_many2many	29.4979	39.2758	0	0.00	0
PRAMEF11	Pramel15	ortholog_many2many	41.6318	41.7191	0	0.00	0
PRAMEF11	Pramel30	ortholog_many2many	37.0293	37.2632	50	0.00	0
PRAMEF11	Gm2042	ortholog_many2many	37.0293	35.6855	0	0.00	0
PRAMEF11	Gm12790	ortholog_many2many	12.5523	29.8507	0	0.00	0
PRAMEF11		ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11		ortholog_many2many	38.7029	38.4615	0	0.00	0
PRAMEF11	Pramel1	ortholog_many2many	37.6569	39.3013	50	0.00	0
PRAMEF11		ortholog_many2many	34.5188	40.5405	0	0.00	0
PRAMEF11	Oog3	ortholog_many2many	38.7029	37	0	0.00	0
PRAMEF11	Pramel25	ortholog_many2many	37.2385	35.743	50	0.00	0
PRAMEF11		ortholog_many2many	38.7029	38.4615	0	0.00	0
PRAMEF11	Pramel11	ortholog_many2many	39.5397	39.8734	0	0.00	0
PRAMEF11		ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	C130073F10Rik	ortholog_many2many	12.5523	29.8507	0	0.00	0
PRAMEF11		ortholog_many2many	33.4728	39.4089	0	0.00	0
PRAMEF11	Gm13057	ortholog_many2many	41.4226	41.1642	50	0.00	0
PRAMEF11	Pramel41	ortholog_many2many	38.4937	38.2536	0	0.00	0
PRAMEF11	Pramel54	ortholog_many2many	38.7029	38.4615	0	0.00	0
PRAMEF11		ortholog_many2many	38.4937	38.3333	0	0.00	0
PRAMEF11	Pramel19	ortholog_many2many	37.2385	36.853	0	0.00	0
PRAMEF11	Pramel46	ortholog_many2many	39.9582	39.7089	0	0.00	0
PRAMEF11	Pramel21	ortholog_many2many	39.5397	39.2116	50	0.00	0
PRAMEF11	Pramel23	ortholog_many2many	35.1464	36.9231	0	0.00	0
PRAMEF11	Gm13043	ortholog_many2many	41.4226	41.1642	50	0.00	0
PRAMEF11		ortholog_many2many	40.3766	40.1247	0	0.00	0
PRAMEF11	Oog1	ortholog_many2many	37.0293	35.6855	0	0.00	0
PRAMEF11		ortholog_many2many	39.749	39.501	0	0.00	0
PRAMEF11	Pramel7	ortholog_many2many	34.728	34.6555	0	2.23	0
PRAMEF11		ortholog_many2many	38.7029	38.4615	0	0.00	0
PRAMEF11	Pramel33	ortholog_many2many	39.1213	38.8773	0	0.00	0
PRAMEF11		ortholog_many2many	38.2845	38.125	0	0.00	0
PRAMEF11	Pramel12	ortholog_many2many	42.887	42.7083	50	0.00	0
PRAMEF11		ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	Pramel37	ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	Pramel26	ortholog_many2many	35.5649	35.7143	0	0.00	0
PRAMEF11	Pramel24	ortholog_many2many	39.749	40.0844	50	0.00	0
PRAMEF11	Pramel44	ortholog_many2many	39.1213	38.8773	0	0.00	0
PRAMEF11		ortholog_many2many	34.5188	40.5405	0	0.00	0
PRAMEF11	Pramel4	ortholog_many2many	39.1213	37.4	50	0.00	0
PRAMEF11	Pramel5	ortholog_many2many	38.2845	36.6	0	0.00	0
PRAMEF11	Pramel27	ortholog_many2many	35.7741	34.8269	50	0.00	0
PRAMEF11	Pramel49	ortholog_many2many	39.9582	39.7089	0	0.00	0
PRAMEF11	Pramel32	ortholog_many2many	38.2845	37.1197	0	0.00	0
PRAMEF11	Pramel53	ortholog_many2many	38.7029	38.4615	0	0.00	0
PRAMEF11		ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	Pramel18	ortholog_many2many	37.4477	36.9835	0	0.00	0
PRAMEF11	Pramel56	ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	Pramel45	ortholog_many2many	39.749	39.501	0	0.00	0
PRAMEF11	Gm16367	ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11	Pramel28	ortholog_many2many	41.0042	40.7484	0	0.00	0
PRAMEF11	Pramel36	ortholog_many2many	39.9582	39.7089	0	0.00	0
PRAMEF11		ortholog_many2many	25.7322	44.2446	0	0.00	0
PRAMEF11	Prame62	ortholog_many2many	15.0628	43.9024	0	0.00	0
PRAMEF11	Pramel20	ortholog_many2many	40.795	40.5405	50	0.00	0
PRAMEF11		ortholog_many2many	38.9121	38.6694	0	0.00	0
PRAMEF11		ortholog_many2many	39.9582	38.7424	0	0.00	0
PRAMEF11	Pramel50	ortholog_many2many	38.9121	38.6694	0	0.00	0
LINC00612							
TBX3-AS1							
PRAMEF30P							
HNRNPCL1	Hnrnpc	ortholog_one2many	89.0785	83.3866	0	0.00	0
PRAMEF2	Pramel6	ortholog_many2many	35.443	34.6392	0	0.00	0
PRAMEF2	Pramel48	ortholog_many2many	37.7637	37.2141	0	0.00	0
PRAMEF2		ortholog_many2many	37.5527	37.0062	0	0.00	0
PRAMEF2	Pramel38	ortholog_many2many	36.7089	36.1746	0	0.00	0
PRAMEF2	Pramel47	ortholog_many2many	35.654	35.5789	0	0.00	0
PRAMEF2	Pramel35	ortholog_many2many	36.4979	35.9667	0	0.00	0
PRAMEF2	Pramel43	ortholog_many2many	38.3966	37.8378	0	0.00	0
PRAMEF2	Pramel13	ortholog_many2many	40.7173	41.6847	0	0.00	0
PRAMEF2	Pramel34	ortholog_many2many	36.4979	36.4211	0	0.00	0
PRAMEF2	Pramel31	ortholog_many2many	39.0295	38.4615	0	0.00	0
PRAMEF2		ortholog_many2many	36.2869	34.4689	0	0.00	0
PRAMEF2		ortholog_many2many	26.3713	34.8189	0	0.00	0
PRAMEF2	Oog2	ortholog_many2many	33.9662	32.5911	0	0.00	0
PRAMEF2	Pramel57	ortholog_many2many	37.7637	37.2141	0	0.00	0
PRAMEF2	Pramel40	ortholog_many2many	36.076	35.5509	0	0.00	0
PRAMEF2	Pramel22	ortholog_many2many	31.0127	31.9565	0	0.00	0
PRAMEF2	Pramel14	ortholog_many2many	36.4979	36.4211	0	0.00	0
PRAMEF2	Pramel61	ortholog_many2many	37.9747	36	0	0.00	0
PRAMEF2	Gm13040	ortholog_many2many	38.8186	38.2536	0	0.00	0
PRAMEF2	Pramel42	ortholog_many2many	36.9198	36.3825	0	0.00	0
PRAMEF2	Pramel60	ortholog_many2many	36.9198	36.3825	0	0.00	0
PRAMEF2	Pramel16	ortholog_many2many	39.2405	38.6694	0	0.00	0
PRAMEF2	Pramel29	ortholog_many2many	36.076	34.3373	0	0.00	0
PRAMEF2		ortholog_many2many	25.1055	42.8058	0	0.00	0
PRAMEF2	Pramel17	ortholog_many2many	35.654	35.5042	0	2.14	0
PRAMEF2	Pramel55	ortholog_many2many	37.7637	37.2141	0	0.00	0
PRAMEF2	Pramel51	ortholog_many2many	34.8101	31.7308	0	0.00	0
PRAMEF2	Oog4	ortholog_many2many	37.1308	35.0598	0	0.00	0
PRAMEF2		ortholog_many2many	26.1603	34.5404	0	0.00	0
PRAMEF2	Pramel15	ortholog_many2many	35.2321	35.0105	0	0.00	0
PRAMEF2	Pramel30	ortholog_many2many	36.4979	36.4211	0	0.00	0
PRAMEF2	Gm2042	ortholog_many2many	34.3882	32.8629	0	0.00	0
PRAMEF2	Gm12790	ortholog_many2many	11.3924	26.8657	0	0.00	0
PRAMEF2		ortholog_many2many	36.9198	36.3825	0	0.00	0
PRAMEF2		ortholog_many2many	36.076	35.5509	0	0.00	0
PRAMEF2	Pramel1	ortholog_many2many	34.8101	36.0262	0	10.12	0
PRAMEF2		ortholog_many2many	32.2785	37.5921	0	0.00	0
PRAMEF2	Oog3	ortholog_many2many	33.9662	32.2	0	0.00	0
PRAMEF2	Pramel25	ortholog_many2many	35.2321	33.5341	0	0.00	0
PRAMEF2		ortholog_many2many	36.076	35.5509	0	0.00	0
PRAMEF2	Pramel11	ortholog_many2many	40.0844	40.0844	0	0.00	0
PRAMEF2		ortholog_many2many	36.9198	36.3825	0	0.00	0
PRAMEF2	C130073F10Rik	ortholog_many2many	12.2363	28.8557	0	0.00	0
PRAMEF2		ortholog_many2many	30.3797	35.468	0	0.00	0
PRAMEF2	Gm13057	ortholog_many2many	38.8186	38.2536	0	0.00	0
PRAMEF2	Pramel41	ortholog_many2many	36.2869	35.7588	0	0.00	0
PRAMEF2	Pramel54	ortholog_many2many	36.4979	35.9667	0	0.00	0
PRAMEF2		ortholog_many2many	36.076	35.625	0	0.00	0
PRAMEF2	Pramel19	ortholog_many2many	34.5992	33.9545	0	0.00	0
PRAMEF2	Pramel46	ortholog_many2many	38.6076	38.0457	0	0.00	0
PRAMEF2	Pramel21	ortholog_many2many	40.2954	39.6266	0	0.00	0
PRAMEF2	Pramel23	ortholog_many2many	31.8565	33.1868	0	0.00	0
PRAMEF2	Gm13043	ortholog_many2many	38.8186	38.2536	0	0.00	0
PRAMEF2		ortholog_many2many	37.7637	37.2141	0	0.00	0
PRAMEF2	Oog1	ortholog_many2many	34.3882	32.8629	0	0.00	0
PRAMEF2		ortholog_many2many	38.6076	38.0457	0	0.00	0
PRAMEF2	Pramel7	ortholog_many2many	31.8565	31.524	0	0.00	0
PRAMEF2		ortholog_many2many	36.7089	36.1746	0	0.00	0
PRAMEF2	Pramel33	ortholog_many2many	36.7089	36.1746	0	0.00	0
PRAMEF2		ortholog_many2many	36.076	35.625	0	0.00	0
PRAMEF2	Pramel12	ortholog_many2many	43.2489	42.7083	0	95.85	0
PRAMEF2		ortholog_many2many	36.9198	36.3825	0	0.00	0
PRAMEF2	Pramel37	ortholog_many2many	37.5527	37.0062	0	0.00	0
PRAMEF2	Pramel26	ortholog_many2many	33.9662	33.8235	0	0.00	0
PRAMEF2	Pramel24	ortholog_many2many	40.0844	40.0844	0	0.00	0
PRAMEF2	Pramel44	ortholog_many2many	36.076	35.5509	0	0.00	0
PRAMEF2		ortholog_many2many	32.2785	37.5921	0	0.00	0
PRAMEF2	Pramel4	ortholog_many2many	37.9747	36	0	0.00	0
PRAMEF2	Pramel5	ortholog_many2many	37.5527	35.6	0	0.00	0
PRAMEF2	Pramel27	ortholog_many2many	31.8565	30.7536	0	0.00	0
PRAMEF2	Pramel49	ortholog_many2many	38.6076	38.0457	0	0.00	0
PRAMEF2	Pramel32	ortholog_many2many	37.5527	36.1055	0	0.00	0
PRAMEF2	Pramel53	ortholog_many2many	36.4979	35.9667	0	0.00	0
PRAMEF2		ortholog_many2many	36.9198	36.3825	0	0.00	0
PRAMEF2	Pramel18	ortholog_many2many	35.2321	34.5041	0	0.00	0
PRAMEF2	Pramel56	ortholog_many2many	36.9198	36.3825	0	0.00	0
PRAMEF2	Pramel45	ortholog_many2many	36.4979	35.9667	0	0.00	0
PRAMEF2	Gm16367	ortholog_many2many	36.9198	36.3825	0	0.00	0
PRAMEF2	Pramel28	ortholog_many2many	39.0295	38.4615	0	0.00	0
PRAMEF2	Pramel36	ortholog_many2many	38.6076	38.0457	0	0.00	0
PRAMEF2		ortholog_many2many	24.0506	41.0072	0	0.00	0
PRAMEF2	Prame62	ortholog_many2many	13.9241	40.2439	0	0.00	0
PRAMEF2	Pramel20	ortholog_many2many	39.4515	38.8773	0	0.00	0
PRAMEF2		ortholog_many2many	36.9198	36.3825	0	0.00	0
PRAMEF2		ortholog_many2many	36.4979	35.0913	0	0.00	0
PRAMEF2	Pramel50	ortholog_many2many	37.5527	37.0062	0	0.00	0
PRAMEF4	Pramel6	ortholog_many2many	38.9121	38.3505	0	0.00	0
PRAMEF4	Pramel48	ortholog_many2many	41.0042	40.7484	0	0.00	0
PRAMEF4		ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4	Pramel38	ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4	Pramel47	ortholog_many2many	39.749	40	0	0.00	0
PRAMEF4	Pramel35	ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4	Pramel43	ortholog_many2many	40.3766	40.1247	0	0.00	0
PRAMEF4	Pramel13	ortholog_many2many	45.3975	46.8683	0	3.29	0
PRAMEF4	Pramel34	ortholog_many2many	39.9582	40.2105	0	0.00	0
PRAMEF4	Pramel31	ortholog_many2many	42.0502	41.7879	0	0.00	0
PRAMEF4		ortholog_many2many	40.5858	38.8778	0	0.00	0
PRAMEF4		ortholog_many2many	29.7071	39.5543	0	0.00	0
PRAMEF4	Oog2	ortholog_many2many	35.5649	34.413	0	0.00	0
PRAMEF4	Pramel57	ortholog_many2many	41.0042	40.7484	0	0.00	0
PRAMEF4	Pramel40	ortholog_many2many	39.3305	39.0852	0	0.00	0
PRAMEF4	Pramel22	ortholog_many2many	35.9833	37.3913	0	0.00	0
PRAMEF4	Pramel14	ortholog_many2many	37.2385	37.4737	0	0.00	0
PRAMEF4	Pramel61	ortholog_many2many	39.5397	37.8	0	0.00	0
PRAMEF4	Gm13040	ortholog_many2many	41.4226	41.1642	0	0.00	0
PRAMEF4	Pramel42	ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4	Pramel60	ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4	Pramel16	ortholog_many2many	42.4686	42.2037	0	0.00	0
PRAMEF4	Pramel29	ortholog_many2many	38.7029	37.1486	0	0.00	0
PRAMEF4		ortholog_many2many	26.7782	46.0432	0	0.00	0
PRAMEF4	Pramel17	ortholog_many2many	38.0753	38.2353	0	0.00	0
PRAMEF4	Pramel55	ortholog_many2many	41.0042	40.7484	0	1.26	0
PRAMEF4	Pramel51	ortholog_many2many	37.6569	34.6154	25	0.00	0
PRAMEF4	Oog4	ortholog_many2many	38.2845	36.4542	0	0.00	0
PRAMEF4		ortholog_many2many	29.7071	39.5543	0	0.00	0
PRAMEF4	Pramel15	ortholog_many2many	42.2594	42.348	0	2.87	0
PRAMEF4	Pramel30	ortholog_many2many	37.8661	38.1053	0	98.50	0
PRAMEF4	Gm2042	ortholog_many2many	37.6569	36.2903	25	0.00	0
PRAMEF4	Gm12790	ortholog_many2many	12.1339	28.8557	0	0.00	0
PRAMEF4		ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4		ortholog_many2many	39.3305	39.0852	0	0.00	0
PRAMEF4	Pramel1	ortholog_many2many	38.0753	39.738	0	0.00	0
PRAMEF4		ortholog_many2many	34.728	40.7862	0	0.00	0
PRAMEF4	Oog3	ortholog_many2many	38.9121	37.2	0	0.00	0
PRAMEF4	Pramel25	ortholog_many2many	37.6569	36.1446	0	0.00	0
PRAMEF4		ortholog_many2many	39.3305	39.0852	0	0.00	0
PRAMEF4	Pramel11	ortholog_many2many	39.749	40.0844	0	0.00	0
PRAMEF4		ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4	C130073F10Rik	ortholog_many2many	12.3431	29.3532	0	0.00	0
PRAMEF4		ortholog_many2many	33.682	39.6552	0	0.00	0
PRAMEF4	Gm13057	ortholog_many2many	41.4226	41.1642	0	0.00	0
PRAMEF4	Pramel41	ortholog_many2many	39.1213	38.8773	0	0.00	0
PRAMEF4	Pramel54	ortholog_many2many	39.3305	39.0852	0	0.00	0
PRAMEF4		ortholog_many2many	39.1213	38.9583	0	0.00	0
PRAMEF4	Pramel19	ortholog_many2many	37.6569	37.2671	0	0.00	0
PRAMEF4	Pramel46	ortholog_many2many	40.5858	40.3326	0	0.00	0
PRAMEF4	Pramel21	ortholog_many2many	39.749	39.4191	0	0.00	0
PRAMEF4	Pramel23	ortholog_many2many	35.5649	37.3626	0	0.00	0
PRAMEF4	Gm13043	ortholog_many2many	41.4226	41.1642	0	0.00	0
PRAMEF4		ortholog_many2many	41.0042	40.7484	0	0.00	0
PRAMEF4	Oog1	ortholog_many2many	37.6569	36.2903	0	0.00	0
PRAMEF4		ortholog_many2many	40.3766	40.1247	0	0.00	0
PRAMEF4	Pramel7	ortholog_many2many	35.3556	35.2818	0	2.38	0
PRAMEF4		ortholog_many2many	39.3305	39.0852	0	0.00	0
PRAMEF4	Pramel33	ortholog_many2many	39.749	39.501	0	0.00	0
PRAMEF4		ortholog_many2many	38.9121	38.75	0	0.00	0
PRAMEF4	Pramel12	ortholog_many2many	42.6778	42.5	0	0.00	0
PRAMEF4		ortholog_many2many	39.5397	39.2931	0	3.90	0
PRAMEF4	Pramel37	ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4	Pramel26	ortholog_many2many	35.7741	35.9244	0	0.00	0
PRAMEF4	Pramel24	ortholog_many2many	39.9582	40.2954	0	0.00	0
PRAMEF4	Pramel44	ortholog_many2many	39.749	39.501	0	0.00	0
PRAMEF4		ortholog_many2many	34.728	40.7862	0	0.00	0
PRAMEF4	Pramel4	ortholog_many2many	39.5397	37.8	0	0.00	0
PRAMEF4	Pramel5	ortholog_many2many	38.4937	36.8	0	0.00	0
PRAMEF4	Pramel27	ortholog_many2many	36.1925	35.2342	0	0.00	0
PRAMEF4	Pramel49	ortholog_many2many	40.5858	40.3326	0	0.00	0
PRAMEF4	Pramel32	ortholog_many2many	38.9121	37.7282	0	0.00	0
PRAMEF4	Pramel53	ortholog_many2many	39.3305	39.0852	0	0.00	0
PRAMEF4		ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4	Pramel18	ortholog_many2many	37.8661	37.3967	0	0.00	0
PRAMEF4	Pramel56	ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4	Pramel45	ortholog_many2many	40.3766	40.1247	0	0.00	0
PRAMEF4	Gm16367	ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4	Pramel28	ortholog_many2many	41.2134	40.9563	0	0.00	0
PRAMEF4	Pramel36	ortholog_many2many	40.5858	40.3326	0	0.00	0
PRAMEF4		ortholog_many2many	25.9414	44.6043	0	0.00	0
PRAMEF4	Prame62	ortholog_many2many	14.8536	43.2927	0	0.00	0
PRAMEF4	Pramel20	ortholog_many2many	41.0042	40.7484	0	0.00	0
PRAMEF4		ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF4		ortholog_many2many	40.5858	39.3509	0	0.00	0
PRAMEF4	Pramel50	ortholog_many2many	39.5397	39.2931	0	0.00	0
PRAMEF10	Pramel6	ortholog_many2many	35.654	34.8454	0	0.00	0
PRAMEF10	Pramel48	ortholog_many2many	39.4515	38.8773	0	0.00	0
PRAMEF10		ortholog_many2many	38.6076	38.0457	0	0.00	0
PRAMEF10	Pramel38	ortholog_many2many	38.1857	37.6299	0	0.00	0
PRAMEF10	Pramel47	ortholog_many2many	35.865	35.7895	0	0.00	0
PRAMEF10	Pramel35	ortholog_many2many	37.9747	37.422	0	0.00	0
PRAMEF10	Pramel43	ortholog_many2many	39.8734	39.2931	0	13.65	0
PRAMEF10	Pramel13	ortholog_many2many	39.6624	40.6048	0	1.23	0
PRAMEF10	Pramel34	ortholog_many2many	36.4979	36.4211	0	0.00	0
PRAMEF10	Pramel31	ortholog_many2many	39.4515	38.8773	0	0.00	0
PRAMEF10		ortholog_many2many	38.6076	36.6733	0	0.00	0
PRAMEF10		ortholog_many2many	25.7384	33.9833	0	0.00	0
PRAMEF10	Oog2	ortholog_many2many	35.0211	33.6032	0	1.14	0
PRAMEF10	Pramel57	ortholog_many2many	39.4515	38.8773	0	0.00	0
PRAMEF10	Pramel40	ortholog_many2many	37.7637	37.2141	0	0.00	0
PRAMEF10	Pramel22	ortholog_many2many	33.1224	34.1304	0	0.00	0
PRAMEF10	Pramel14	ortholog_many2many	37.5527	37.4737	0	0.00	0
PRAMEF10	Pramel61	ortholog_many2many	37.7637	35.8	0	0.00	0
PRAMEF10	Gm13040	ortholog_many2many	39.4515	38.8773	0	0.00	0
PRAMEF10	Pramel42	ortholog_many2many	37.9747	37.422	0	0.00	0
PRAMEF10	Pramel60	ortholog_many2many	38.1857	37.6299	0	0.00	0
PRAMEF10	Pramel16	ortholog_many2many	39.4515	38.8773	0	0.00	0
PRAMEF10	Pramel29	ortholog_many2many	35.443	33.7349	0	0.00	0
PRAMEF10		ortholog_many2many	25.3165	43.1655	0	0.00	0
PRAMEF10	Pramel17	ortholog_many2many	37.5527	37.395	0	0.00	0
PRAMEF10	Pramel55	ortholog_many2many	39.4515	38.8773	0	0.00	0
PRAMEF10	Pramel51	ortholog_many2many	35.2321	32.1154	25	0.00	0
PRAMEF10	Oog4	ortholog_many2many	36.4979	34.4622	0	0.00	0
PRAMEF10		ortholog_many2many	25.5274	33.7047	0	0.00	0
